Orthogroup	Syas	Prac
OG0000611	Syas.g_00699	Prac.g_00704
OG0000612	Syas.g_00698	Prac.g_00703
OG0000613	Syas.g_01825	Prac.g_00698
OG0000614	Syas.g_01044	Prac.g_00679
OG0000615	Syas.g_00650	Prac.g_00671
OG0000616	Syas.g_02011	Prac.g_00667
OG0000617	Syas.g_00180	Prac.g_01554
OG0000618	Syas.g_00181	Prac.g_01553
OG0000619	Syas.g_00182	Prac.g_01552
OG0000620	Syas.g_00188	Prac.g_01549
OG0000621	Syas.g_00189	Prac.g_01548
OG0000622	Syas.g_00190	Prac.g_01547
OG0000623	Syas.g_00191	Prac.g_01546
OG0000624	Syas.g_00192	Prac.g_01545
OG0000625	Syas.g_00193	Prac.g_01544
OG0000626	Syas.g_00194	Prac.g_01543
OG0000627	Syas.g_00372	Prac.g_01542
OG0000628	Syas.g_00373	Prac.g_01541
OG0000629	Syas.g_00376	Prac.g_01540
OG0000630	Syas.g_00397	Prac.g_01537
OG0000631	Syas.g_00405	Prac.g_01484
OG0000632	Syas.g_00406	Prac.g_01483
OG0000633	Syas.g_00407	Prac.g_01482
OG0000634	Syas.g_00600	Prac.g_01479
OG0000635	Syas.g_00599	Prac.g_01478
OG0000636	Syas.g_00597	Prac.g_01476
OG0000637	Syas.g_00595	Prac.g_01474
OG0000638	Syas.g_00594	Prac.g_01473
OG0000639	Syas.g_00593	Prac.g_01472
OG0000640	Syas.g_00592	Prac.g_01471
OG0000641	Syas.g_00587	Prac.g_01467
OG0000642	Syas.g_00586	Prac.g_01466
OG0000643	Syas.g_00585	Prac.g_01465
OG0000644	Syas.g_00584	Prac.g_01464
OG0000645	Syas.g_00583	Prac.g_01463
OG0000646	Syas.g_00580	Prac.g_01461
OG0000647	Syas.g_00578	Prac.g_01460
OG0000648	Syas.g_00576	Prac.g_01458
OG0000649	Syas.g_00575	Prac.g_01457
OG0000650	Syas.g_00574	Prac.g_01456
OG0000651	Syas.g_00573	Prac.g_01455
OG0000652	Syas.g_00572	Prac.g_01454
OG0000653	Syas.g_00570	Prac.g_01452
OG0000654	Syas.g_00569	Prac.g_01451
OG0000655	Syas.g_00568	Prac.g_01450
OG0000656	Syas.g_00565	Prac.g_01447
OG0000657	Syas.g_00232	Prac.g_01440
OG0000658	Syas.g_00235	Prac.g_01439
OG0000659	Syas.g_00236	Prac.g_01438
OG0000660	Syas.g_00240	Prac.g_01434
OG0000661	Syas.g_00242	Prac.g_01432
OG0000662	Syas.g_00281	Prac.g_01430
OG0000663	Syas.g_00284	Prac.g_01428
OG0000664	Syas.g_00287	Prac.g_01427
OG0000665	Syas.g_00385	Prac.g_01423
OG0000666	Syas.g_01362	Prac.g_01422
OG0000667	Syas.g_00088	Prac.g_01418
OG0000668	Syas.g_00221	Prac.g_01401
OG0000669	Syas.g_00684	Prac.g_01393
OG0000670	Syas.g_00681	Prac.g_01391
OG0000671	Syas.g_00679	Prac.g_01389
OG0000672	Syas.g_00676	Prac.g_01386
OG0000673	Syas.g_00673	Prac.g_01383
OG0000674	Syas.g_00671	Prac.g_01381
OG0000675	Syas.g_00670	Prac.g_01380
OG0000676	Syas.g_00668	Prac.g_01378
OG0000677	Syas.g_00667	Prac.g_01377
OG0000678	Syas.g_00660	Prac.g_01375
OG0000679	Syas.g_00629	Prac.g_01371
OG0000680	Syas.g_00628	Prac.g_01370
OG0000681	Syas.g_00625	Prac.g_01368
OG0000682	Syas.g_00624	Prac.g_01367
OG0000683	Syas.g_00623	Prac.g_01366
OG0000684	Syas.g_00621	Prac.g_01365
OG0000685	Syas.g_00187	Prac.g_01363
OG0000686	Syas.g_00619	Prac.g_01362
OG0000687	Syas.g_00618	Prac.g_01361
OG0000688	Syas.g_00612	Prac.g_01358
OG0000689	Syas.g_00610	Prac.g_01357
OG0000690	Syas.g_00609	Prac.g_01356
OG0000691	Syas.g_00608	Prac.g_01355
OG0000692	Syas.g_00606	Prac.g_01353
OG0000693	Syas.g_00604	Prac.g_01352
OG0000694	Syas.g_00603	Prac.g_01351
OG0000695	Syas.g_00410	Prac.g_01349
OG0000696	Syas.g_00411	Prac.g_01348
OG0000697	Syas.g_00413	Prac.g_01347
OG0000698	Syas.g_00417	Prac.g_01344
OG0000699	Syas.g_00419	Prac.g_01343
OG0000700	Syas.g_00420	Prac.g_01342
OG0000701	Syas.g_00421	Prac.g_01341
OG0000702	Syas.g_00437	Prac.g_01339
OG0000703	Syas.g_00438	Prac.g_01338
OG0000704	Syas.g_00446	Prac.g_01337
OG0000705	Syas.g_00453	Prac.g_01333
OG0000706	Syas.g_00454	Prac.g_01332
OG0000707	Syas.g_00455	Prac.g_01331
OG0000708	Syas.g_00458	Prac.g_01330
OG0000709	Syas.g_00466	Prac.g_01326
OG0000710	Syas.g_00497	Prac.g_01323
OG0000711	Syas.g_00546	Prac.g_01307
OG0000712	Syas.g_00548	Prac.g_01305
OG0000713	Syas.g_00549	Prac.g_01304
OG0000714	Syas.g_00551	Prac.g_01303
OG0000715	Syas.g_00553	Prac.g_01301
OG0000716	Syas.g_00556	Prac.g_01299
OG0000717	Syas.g_00557	Prac.g_01298
OG0000718	Syas.g_00561	Prac.g_01287
OG0000719	Syas.g_00223	Prac.g_01285
OG0000720	Syas.g_00209	Prac.g_01276
OG0000721	Syas.g_00207	Prac.g_01274
OG0000722	Syas.g_00206	Prac.g_01273
OG0000723	Syas.g_00196	Prac.g_01270
OG0000724	Syas.g_00999	Prac.g_01261
OG0000725	Syas.g_01024	Prac.g_01255
OG0000726	Syas.g_01025	Prac.g_01254
OG0000727	Syas.g_01026	Prac.g_01253
OG0000728	Syas.g_01028	Prac.g_01251
OG0000729	Syas.g_02145	Prac.g_01205
OG0000730	Syas.g_01544	Prac.g_01046
OG0000731	Syas.g_01532	Prac.g_01042
OG0000732	Syas.g_02086	Prac.g_01036
OG0000733	Syas.g_00096	Prac.g_01017
OG0000734	Syas.g_02414	Prac.g_01000
OG0000735	Syas.g_01201	Prac.g_00998
OG0000736	Syas.g_01200	Prac.g_00997
OG0000737	Syas.g_01199	Prac.g_00996
OG0000738	Syas.g_01193	Prac.g_00992
OG0000739	Syas.g_01192	Prac.g_00991
OG0000740	Syas.g_01191	Prac.g_00990
OG0000741	Syas.g_01188	Prac.g_00989
OG0000742	Syas.g_01185	Prac.g_00986
OG0000743	Syas.g_01182	Prac.g_00984
OG0000744	Syas.g_01181	Prac.g_00983
OG0000745	Syas.g_01178	Prac.g_00982
OG0000746	Syas.g_01176	Prac.g_00980
OG0000747	Syas.g_01174	Prac.g_00979
OG0000748	Syas.g_01146	Prac.g_00976
OG0000749	Syas.g_01144	Prac.g_00975
OG0000750	Syas.g_01143	Prac.g_00974
OG0000751	Syas.g_01138	Prac.g_00972
OG0000752	Syas.g_01136	Prac.g_00970
OG0000753	Syas.g_01133	Prac.g_00967
OG0000754	Syas.g_01128	Prac.g_00964
OG0000755	Syas.g_01117	Prac.g_00961
OG0000756	Syas.g_01116	Prac.g_00960
OG0000757	Syas.g_01108	Prac.g_00954
OG0000758	Syas.g_01107	Prac.g_00953
OG0000759	Syas.g_01106	Prac.g_00952
OG0000760	Syas.g_01105	Prac.g_00951
OG0000761	Syas.g_01104	Prac.g_00950
OG0000762	Syas.g_01102	Prac.g_00949
OG0000763	Syas.g_01091	Prac.g_00947
OG0000764	Syas.g_01090	Prac.g_00946
OG0000765	Syas.g_01076	Prac.g_00937
OG0000766	Syas.g_01075	Prac.g_00936
OG0000767	Syas.g_01073	Prac.g_00934
OG0000768	Syas.g_01072	Prac.g_00933
OG0000769	Syas.g_01070	Prac.g_00931
OG0000770	Syas.g_01067	Prac.g_00929
OG0000771	Syas.g_00993	Prac.g_00448
OG0000772	Syas.g_01461	Prac.g_00154
OG0000773	Syas.g_00002	Prac.g_00166
OG0000774	Syas.g_02862	Prac.g_00168
OG0000775	Syas.g_02860	Prac.g_00170
OG0000776	Syas.g_02859	Prac.g_00171
OG0000777	Syas.g_02858	Prac.g_00172
OG0000778	Syas.g_02857	Prac.g_00173
OG0000779	Syas.g_02852	Prac.g_00177
OG0000780	Syas.g_02847	Prac.g_00178
OG0000781	Syas.g_02842	Prac.g_00181
OG0000782	Syas.g_02841	Prac.g_00182
OG0000783	Syas.g_02840	Prac.g_00183
OG0000784	Syas.g_02839	Prac.g_00184
OG0000785	Syas.g_02837	Prac.g_00186
OG0000786	Syas.g_02833	Prac.g_00188
OG0000787	Syas.g_02832	Prac.g_00189
OG0000788	Syas.g_00782	Prac.g_00204
OG0000789	Syas.g_01507	Prac.g_00207
OG0000790	Syas.g_01266	Prac.g_00222
OG0000791	Syas.g_01268	Prac.g_00224
OG0000792	Syas.g_01269	Prac.g_00225
OG0000793	Syas.g_01359	Prac.g_00228
OG0000794	Syas.g_01361	Prac.g_00229
OG0000795	Syas.g_01363	Prac.g_00230
OG0000796	Syas.g_01368	Prac.g_00234
OG0000797	Syas.g_01369	Prac.g_00235
OG0000798	Syas.g_01750, Syas.g_02134	Prac.g_00262
OG0000799	Syas.g_02789	Prac.g_00429
OG0000800	Syas.g_02790	Prac.g_00428
OG0000801	Syas.g_02791	Prac.g_00427
OG0000802	Syas.g_02797	Prac.g_00425
OG0000803	Syas.g_02800	Prac.g_00423
OG0000804	Syas.g_02803	Prac.g_00422
OG0000805	Syas.g_02805	Prac.g_00420
OG0000806	Syas.g_02807	Prac.g_00418
OG0000807	Syas.g_02808	Prac.g_00417
OG0000808	Syas.g_02809	Prac.g_00416
OG0000809	Syas.g_02811	Prac.g_00413
OG0000810	Syas.g_02813	Prac.g_00412
OG0000811	Syas.g_02822	Prac.g_00408
OG0000812	Syas.g_02824	Prac.g_00406
OG0000813	Syas.g_02825	Prac.g_00405
OG0000814	Syas.g_02827	Prac.g_00403
OG0000815	Syas.g_02829	Prac.g_00402
OG0000816	Syas.g_02831	Prac.g_00400
OG0000817	Syas.g_02753	Prac.g_00399
OG0000818	Syas.g_01282	Prac.g_00394
OG0000819	Syas.g_01283	Prac.g_00393
OG0000820	Syas.g_01284	Prac.g_00392
OG0000821	Syas.g_01289	Prac.g_00388
OG0000822	Syas.g_01291	Prac.g_00387
OG0000823	Syas.g_01292	Prac.g_00386
OG0000824	Syas.g_01297	Prac.g_00383
OG0000825	Syas.g_01298	Prac.g_00382
OG0000826	Syas.g_01299	Prac.g_00381
OG0000827	Syas.g_01300	Prac.g_00380
OG0000828	Syas.g_01303	Prac.g_00377
OG0000829	Syas.g_01304	Prac.g_00376
OG0000830	Syas.g_01305	Prac.g_00375
OG0000831	Syas.g_01308	Prac.g_00373
OG0000832	Syas.g_01476	Prac.g_00367
OG0000833	Syas.g_02738	Prac.g_00359
OG0000834	Syas.g_02737	Prac.g_00358
OG0000835	Syas.g_02736	Prac.g_00357
OG0000836	Syas.g_02732	Prac.g_00356
OG0000837	Syas.g_02731	Prac.g_00355
OG0000838	Syas.g_02727	Prac.g_00353
OG0000839	Syas.g_02726	Prac.g_00352
OG0000840	Syas.g_02725	Prac.g_00351
OG0000841	Syas.g_02724	Prac.g_00350
OG0000842	Syas.g_02723	Prac.g_00349
OG0000843	Syas.g_02722	Prac.g_00348
OG0000844	Syas.g_02720	Prac.g_00347
OG0000845	Syas.g_02719	Prac.g_00346
OG0000846	Syas.g_02718	Prac.g_00345
OG0000847	Syas.g_02717	Prac.g_00344
OG0000848	Syas.g_02715	Prac.g_00343
OG0000849	Syas.g_02714	Prac.g_00342
OG0000850	Syas.g_02711	Prac.g_00340
OG0000851	Syas.g_02708	Prac.g_00339
OG0000852	Syas.g_02707	Prac.g_00338
OG0000853	Syas.g_02703	Prac.g_00334
OG0000854	Syas.g_02701	Prac.g_00332
OG0000855	Syas.g_02700	Prac.g_00331
OG0000856	Syas.g_00103	Prac.g_00317
OG0000857	Syas.g_00579	Prac.g_00288
OG0000858	Syas.g_02693	Prac.g_00631
OG0000859	Syas.g_02692	Prac.g_00630
OG0000860	Syas.g_02679	Prac.g_00623
OG0000861	Syas.g_02678	Prac.g_00622
OG0000862	Syas.g_02677	Prac.g_00621
OG0000863	Syas.g_02675	Prac.g_00619
OG0000864	Syas.g_02674	Prac.g_00618
OG0000865	Syas.g_02673	Prac.g_00617
OG0000866	Syas.g_02672	Prac.g_00616
OG0000867	Syas.g_02671	Prac.g_00615
OG0000868	Syas.g_02667	Prac.g_00614
OG0000869	Syas.g_02662	Prac.g_00610
OG0000870	Syas.g_02657	Prac.g_00605
OG0000871	Syas.g_02656	Prac.g_00604
OG0000872	Syas.g_02650	Prac.g_00603
OG0000873	Syas.g_02647	Prac.g_00600
OG0000874	Syas.g_02645	Prac.g_00597
OG0000875	Syas.g_02644	Prac.g_00596
OG0000876	Syas.g_00280	Prac.g_00595
OG0000877	Syas.g_02603	Prac.g_00593
OG0000878	Syas.g_02602	Prac.g_00592
OG0000879	Syas.g_02601	Prac.g_00591
OG0000880	Syas.g_02600	Prac.g_00590
OG0000881	Syas.g_02596	Prac.g_00586
OG0000882	Syas.g_02591	Prac.g_00581
OG0000883	Syas.g_02586	Prac.g_00580
OG0000884	Syas.g_02584	Prac.g_00578
OG0000885	Syas.g_02583	Prac.g_00577
OG0000886	Syas.g_02582	Prac.g_00576
OG0000887	Syas.g_02581	Prac.g_00575
OG0000888	Syas.g_02579	Prac.g_00573
OG0000889	Syas.g_02577	Prac.g_00571
OG0000890	Syas.g_02574	Prac.g_00570
OG0000891	Syas.g_02573	Prac.g_00569
OG0000892	Syas.g_02571	Prac.g_00471
OG0000893	Syas.g_01677	Prac.g_00476
OG0000894	Syas.g_01667	Prac.g_00478
OG0000895	Syas.g_01663	Prac.g_00481
OG0000896	Syas.g_01662	Prac.g_00482
OG0000897	Syas.g_01660	Prac.g_00484
OG0000898	Syas.g_01659	Prac.g_00485
OG0000899	Syas.g_01658	Prac.g_00486
OG0000900	Syas.g_01657	Prac.g_00487
OG0000901	Syas.g_01652	Prac.g_00490
OG0000902	Syas.g_01651	Prac.g_00492
OG0000903	Syas.g_01637	Prac.g_00495
OG0000904	Syas.g_01642	Prac.g_00497
OG0000905	Syas.g_01647	Prac.g_00502
OG0000906	Syas.g_01649	Prac.g_00503
OG0000907	Syas.g_01635	Prac.g_00506
OG0000908	Syas.g_01632	Prac.g_00509
OG0000909	Syas.g_01631	Prac.g_00510
OG0000910	Syas.g_01630	Prac.g_00511
OG0000911	Syas.g_01628	Prac.g_00513
OG0000912	Syas.g_01627	Prac.g_00514
OG0000913	Syas.g_01626	Prac.g_00515
OG0000914	Syas.g_01625	Prac.g_00516
OG0000915	Syas.g_01623	Prac.g_00517
OG0000916	Syas.g_01622	Prac.g_00518
OG0000917	Syas.g_01621	Prac.g_00519
OG0000918	Syas.g_01620	Prac.g_00520
OG0000919	Syas.g_01619	Prac.g_00521
OG0000920	Syas.g_01618	Prac.g_00522
OG0000921	Syas.g_01617	Prac.g_00523
OG0000922	Syas.g_01616	Prac.g_00524
OG0000923	Syas.g_01612	Prac.g_00528
OG0000924	Syas.g_01611	Prac.g_00529
OG0000925	Syas.g_01610	Prac.g_00530
OG0000926	Syas.g_01609	Prac.g_00531
OG0000927	Syas.g_01607	Prac.g_00533
OG0000928	Syas.g_01606	Prac.g_00534
OG0000929	Syas.g_01605	Prac.g_00535
OG0000930	Syas.g_01604	Prac.g_00536
OG0000931	Syas.g_01603	Prac.g_00537
OG0000932	Syas.g_01602	Prac.g_00538
OG0000933	Syas.g_01596	Prac.g_00542
OG0000934	Syas.g_01594	Prac.g_00544
OG0000935	Syas.g_01593	Prac.g_00545
OG0000936	Syas.g_01592	Prac.g_00546
OG0000937	Syas.g_01591	Prac.g_00547
OG0000938	Syas.g_01588	Prac.g_00549
OG0000939	Syas.g_01587	Prac.g_00550
OG0000940	Syas.g_01580	Prac.g_00556
OG0000941	Syas.g_01578	Prac.g_00558
OG0000942	Syas.g_01576	Prac.g_00560
OG0000943	Syas.g_01575	Prac.g_00561
OG0000944	Syas.g_01573	Prac.g_00562
OG0000945	Syas.g_01572	Prac.g_00563
OG0000946	Syas.g_01565	Prac.g_00005
OG0000947	Syas.g_01562	Prac.g_00007
OG0000948	Syas.g_01561	Prac.g_00008
OG0000949	Syas.g_02213	Prac.g_00011
OG0000950	Syas.g_02197	Prac.g_00016
OG0000951	Syas.g_02190	Prac.g_00020
OG0000952	Syas.g_02186	Prac.g_00024
OG0000953	Syas.g_02182	Prac.g_00027
OG0000954	Syas.g_02174	Prac.g_00031
OG0000955	Syas.g_02173	Prac.g_00032
OG0000956	Syas.g_02171	Prac.g_00034
OG0000957	Syas.g_02158	Prac.g_00039
OG0000958	Syas.g_02157	Prac.g_00040
OG0000959	Syas.g_02154	Prac.g_00044
OG0000960	Syas.g_02153	Prac.g_00045
OG0000961	Syas.g_02345	Prac.g_00047
OG0000962	Syas.g_02146	Prac.g_00049
OG0000963	Syas.g_02143	Prac.g_00052
OG0000964	Syas.g_02142	Prac.g_00053
OG0000965	Syas.g_02141	Prac.g_00054
OG0000966	Syas.g_02112	Prac.g_00061
OG0000967	Syas.g_02108	Prac.g_00065
OG0000968	Syas.g_02106	Prac.g_00067
OG0000969	Syas.g_02104	Prac.g_00068
OG0000970	Syas.g_02103	Prac.g_00069
OG0000971	Syas.g_02101	Prac.g_00070
OG0000972	Syas.g_02100	Prac.g_00071
OG0000973	Syas.g_02099	Prac.g_00072
OG0000974	Syas.g_02098	Prac.g_00073
OG0000975	Syas.g_02097	Prac.g_00074
OG0000976	Syas.g_02096	Prac.g_00075
OG0000977	Syas.g_02094	Prac.g_00076
OG0000978	Syas.g_02093	Prac.g_00077
OG0000979	Syas.g_02090	Prac.g_00080
OG0000980	Syas.g_02087	Prac.g_00082
OG0000981	Syas.g_02084	Prac.g_00084
OG0000982	Syas.g_01882	Prac.g_00086
OG0000983	Syas.g_01883	Prac.g_00087
OG0000984	Syas.g_01884	Prac.g_00088
OG0000985	Syas.g_01888	Prac.g_00091
OG0000986	Syas.g_01891	Prac.g_00093
OG0000987	Syas.g_01897	Prac.g_00094
OG0000988	Syas.g_01902	Prac.g_00097
OG0000989	Syas.g_01908	Prac.g_00100
OG0000990	Syas.g_01937	Prac.g_00103
OG0000991	Syas.g_01939	Prac.g_00104
OG0000992	Syas.g_01943	Prac.g_00106
OG0000993	Syas.g_01945	Prac.g_00107
OG0000994	Syas.g_01948	Prac.g_00108
OG0000995	Syas.g_01955	Prac.g_00112
OG0000996	Syas.g_01977	Prac.g_00113
OG0000997	Syas.g_01993	Prac.g_00114
OG0000998	Syas.g_01995	Prac.g_00116
OG0000999	Syas.g_01996	Prac.g_00117
OG0001000	Syas.g_02000	Prac.g_00120
OG0001001	Syas.g_02006	Prac.g_00122
OG0001002	Syas.g_02014	Prac.g_00126
OG0001003	Syas.g_02016	Prac.g_00127
OG0001004	Syas.g_02017	Prac.g_00128
OG0001005	Syas.g_02018	Prac.g_00129
OG0001006	Syas.g_02032	Prac.g_01949
OG0001007	Syas.g_02034	Prac.g_01947
OG0001008	Syas.g_01496	Prac.g_01110
OG0001009	Syas.g_02065	Prac.g_01920
OG0001010	Syas.g_02066	Prac.g_01919
OG0001011	Syas.g_02068	Prac.g_01918
OG0001012	Syas.g_00152	Prac.g_01889
OG0001013	Syas.g_01866	Prac.g_01883
OG0001014	Syas.g_01857	Prac.g_01880
OG0001015	Syas.g_01856	Prac.g_01879
OG0001016	Syas.g_02517	Prac.g_01858
OG0001017	Syas.g_02511	Prac.g_01854
OG0001018	Syas.g_02509	Prac.g_01851
OG0001019	Syas.g_02469	Prac.g_01842
OG0001020	Syas.g_02443	Prac.g_01841
OG0001021	Syas.g_02437	Prac.g_01840
OG0001022	Syas.g_02434	Prac.g_01837
OG0001023	Syas.g_02433	Prac.g_01836
OG0001024	Syas.g_00135	Prac.g_01833
OG0001025	Syas.g_02424	Prac.g_01827
OG0001026	Syas.g_02412	Prac.g_01820
OG0001027	Syas.g_02408	Prac.g_01819
OG0001028	Syas.g_02405	Prac.g_01817
OG0001029	Syas.g_02403	Prac.g_01816
OG0001030	Syas.g_02384	Prac.g_01801
OG0001031	Syas.g_02293	Prac.g_01744
OG0001032	Syas.g_02290	Prac.g_01743
OG0001033	Syas.g_02239	Prac.g_01722
OG0001034	Syas.g_02556	Prac.g_01694
OG0001035	Syas.g_01704	Prac.g_01677
OG0001036	Syas.g_01709	Prac.g_01672
OG0001037	Syas.g_01711	Prac.g_01671
OG0001038	Syas.g_01751	Prac.g_01653
OG0001039	Syas.g_01754	Prac.g_01650
OG0001041	Syas.g_01761	Prac.g_01644
OG0001042	Syas.g_01821	Prac.g_01627
OG0001043	Syas.g_01817	Prac.g_01626
OG0001044	Syas.g_01542	Prac.g_01201
OG0001045	Syas.g_01529	Prac.g_01192
OG0001046	Syas.g_00532	Prac.g_01154
OG0001047	Syas.g_01494	Prac.g_01108
OG0001048	Syas.g_01493	Prac.g_01107
OG0001049	Syas.g_02742	Prac.g_01105
OG0001050	Syas.g_02743	Prac.g_01104
OG0001051	Syas.g_02744	Prac.g_01103
OG0001052	Syas.g_01337	Prac.g_01073
OG0001053	Syas.g_01250	Prac.g_01061
OG0001054	Syas.g_01231	Prac.g_00873
OG0001055	Syas.g_01210	Prac.g_00855
OG0001056	Syas.g_00068	Prac.g_00836
OG0001057	Syas.g_00763	Prac.g_00831
OG0001058	Syas.g_00787	Prac.g_00823
OG0001059	Syas.g_00791	Prac.g_00819
OG0001060	Syas.g_00797	Prac.g_00812
OG0001061	Syas.g_00816	Prac.g_00799
OG0001062	Syas.g_00819	Prac.g_00797
OG0001063	Syas.g_00830	Prac.g_00795
OG0001064	Syas.g_00831	Prac.g_00794
OG0001065	Syas.g_00832	Prac.g_00793
OG0001066	Syas.g_00833	Prac.g_00792
OG0001067	Syas.g_00834	Prac.g_00791
OG0001068	Syas.g_00835	Prac.g_00790
OG0001069	Syas.g_00836	Prac.g_00789
OG0001070	Syas.g_00840	Prac.g_00786
OG0001071	Syas.g_00841	Prac.g_00785
OG0001072	Syas.g_00844	Prac.g_00783
OG0001073	Syas.g_00855	Prac.g_00767
OG0001074	Syas.g_00157	Prac.g_00756
OG0001075	Syas.g_00163	Prac.g_00755
OG0001076	Syas.g_00113	Prac.g_00747
OG0001077	Syas.g_00101	Prac.g_00743
OG0001078	Syas.g_00745	Prac.g_00735
OG0001079	Syas.g_00729	Prac.g_00724
OG0001080	Syas.g_00717	Prac.g_00718
OG0001081	Syas.g_00715	Prac.g_00716
OG0001082	Syas.g_00714	Prac.g_00715
OG0001083	Syas.g_00707	Prac.g_00710
OG0001084	Syas.g_00706	Prac.g_00709
OG0001085	Syas.g_00693	Prac.g_00701
OG0001086	Syas.g_00691	Prac.g_00700
OG0001087	Syas.g_00071	Prac.g_00683
OG0001088	Syas.g_01060	Prac.g_00682
OG0001089	Syas.g_01039	Prac.g_00674
OG0001090	Syas.g_00980	Prac.g_01559
OG0001091	Syas.g_00979	Prac.g_01557
OG0001092	Syas.g_00178	Prac.g_01556
OG0001093	Syas.g_00184	Prac.g_01551
OG0001095	Syas.g_00582	Prac.g_01462
OG0001097	Syas.g_00243	Prac.g_01431
OG0001098	Syas.g_00880	Prac.g_01416
OG0001099	Syas.g_02404	Prac.g_01396
OG0001100	Syas.g_00682	Prac.g_01392
OG0001101	Syas.g_00680	Prac.g_01390
OG0001102	Syas.g_00677	Prac.g_01387
OG0001103	Syas.g_00675	Prac.g_01385
OG0001104	Syas.g_00620	Prac.g_01364
OG0001105	Syas.g_00617	Prac.g_01360
OG0001106	Syas.g_00447	Prac.g_01336
OG0001107	Syas.g_00459	Prac.g_01329
OG0001108	Syas.g_00494	Prac.g_01325
OG0001109	Syas.g_00496	Prac.g_01324
OG0001110	Syas.g_00498	Prac.g_01322
OG0001111	Syas.g_00500	Prac.g_01321
OG0001112	Syas.g_00503	Prac.g_01320
OG0001113	Syas.g_00504	Prac.g_01319
OG0001114	Syas.g_00505	Prac.g_01318
OG0001115	Syas.g_00527	Prac.g_01316
OG0001116	Syas.g_00529	Prac.g_01315
OG0001117	Syas.g_00530	Prac.g_01314
OG0001118	Syas.g_00531	Prac.g_01313
OG0001119	Syas.g_00533	Prac.g_01312
OG0001120	Syas.g_00539	Prac.g_01310
OG0001122	Syas.g_00222	Prac.g_01284
OG0001123	Syas.g_00214	Prac.g_01280
OG0001124	Syas.g_00212	Prac.g_01278
OG0001125	Syas.g_00210	Prac.g_01277
OG0001126	Syas.g_00991	Prac.g_01267
OG0001127	Syas.g_00992	Prac.g_01266
OG0001128	Syas.g_00995	Prac.g_01264
OG0001129	Syas.g_00997	Prac.g_01263
OG0001130	Syas.g_00998	Prac.g_01262
OG0001131	Syas.g_01401	Prac.g_01225
OG0001132	Syas.g_00525	Prac.g_01216
OG0001133	Syas.g_00109	Prac.g_01031
OG0001136	Syas.g_01187	Prac.g_00988
OG0001138	Syas.g_01114	Prac.g_00959
OG0001139	Syas.g_01112	Prac.g_00958
OG0001140	Syas.g_01111	Prac.g_00957
OG0001141	Syas.g_01110	Prac.g_00956
OG0001142	Syas.g_01109	Prac.g_00955
OG0001143	Syas.g_01092	Prac.g_00948
OG0001144	Syas.g_01084	Prac.g_00943
OG0001145	Syas.g_02867	Prac.g_00167
OG0001146	Syas.g_02846	Prac.g_00179
OG0001147	Syas.g_01329	Prac.g_00203
OG0001148	Syas.g_01263	Prac.g_00219
OG0001149	Syas.g_01264	Prac.g_00220
OG0001150	Syas.g_01265	Prac.g_00221
OG0001151	Syas.g_01366	Prac.g_00232
OG0001152	Syas.g_01367	Prac.g_00233
OG0001153	Syas.g_01301	Prac.g_00379
OG0001154	Syas.g_01302	Prac.g_00378
OG0001155	Syas.g_01478	Prac.g_00366
OG0001156	Syas.g_01489	Prac.g_00363
OG0001157	Syas.g_01490	Prac.g_00362
OG0001158	Syas.g_01491	Prac.g_00361
OG0001159	Syas.g_01492	Prac.g_00360
OG0001160	Syas.g_02705	Prac.g_00336
OG0001161	Syas.g_02030	Prac.g_00324
OG0001162	Syas.g_02473	Prac.g_00313
OG0001163	Syas.g_02697	Prac.g_00633
OG0001164	Syas.g_02691	Prac.g_00629
OG0001165	Syas.g_02686	Prac.g_00626
OG0001166	Syas.g_02658	Prac.g_00606
OG0001167	Syas.g_01046	Prac.g_00589
OG0001168	Syas.g_02597	Prac.g_00587
OG0001169	Syas.g_02595	Prac.g_00585
OG0001170	Syas.g_02593	Prac.g_00583
OG0001171	Syas.g_02580	Prac.g_00574
OG0001172	Syas.g_01665	Prac.g_00479
OG0001173	Syas.g_01664	Prac.g_00480
OG0001174	Syas.g_01656	Prac.g_00488
OG0001175	Syas.g_01655	Prac.g_00489
OG0001176	Syas.g_01638	Prac.g_00496
OG0001177	Syas.g_01640	Prac.g_00499
OG0001178	Syas.g_02676	Prac.g_00504
OG0001179	Syas.g_01608	Prac.g_00532
OG0001180	Syas.g_01583	Prac.g_00553
OG0001181	Syas.g_01579	Prac.g_00557
OG0001182	Syas.g_01571	Prac.g_00564
OG0001183	Syas.g_01564	Prac.g_00006
OG0001184	Syas.g_02188	Prac.g_00022
OG0001185	Syas.g_02162	Prac.g_00036
OG0001186	Syas.g_02113	Prac.g_00058
OG0001187	Syas.g_02111	Prac.g_00062
OG0001189	Syas.g_02089	Prac.g_00081
OG0001190	Syas.g_01881	Prac.g_00085
OG0001191	Syas.g_01900	Prac.g_00095
OG0001193	Syas.g_01952	Prac.g_00109
OG0001194	Syas.g_01953	Prac.g_00110
OG0001195	Syas.g_01954	Prac.g_00111
OG0001196	Syas.g_02010	Prac.g_00124
OG0001197	Syas.g_02012	Prac.g_00125
OG0001198	Syas.g_02031	Prac.g_01950
OG0001199	Syas.g_02516	Prac.g_01857
OG0001200	Syas.g_02514	Prac.g_01855
OG0001201	Syas.g_02419	Prac.g_01823
