Orthogroup	Syas	Prbc
OG0000583	Syas.g_00872	Prbc.g_01686
OG0000584	Syas.g_00871	Prbc.g_01687
OG0000585	Syas.g_00868	Prbc.g_01689
OG0000586	Syas.g_00867	Prbc.g_01690
OG0000587	Syas.g_00865	Prbc.g_01691
OG0000588	Syas.g_00960	Prbc.g_01695
OG0000589	Syas.g_00121	Prbc.g_01698
OG0000590	Syas.g_00120	Prbc.g_01699
OG0000591	Syas.g_00106	Prbc.g_01702
OG0000592	Syas.g_00105	Prbc.g_01703
OG0000593	Syas.g_00750	Prbc.g_01709
OG0000594	Syas.g_00749	Prbc.g_01710
OG0000595	Syas.g_00748	Prbc.g_01711
OG0000596	Syas.g_00743	Prbc.g_01715
OG0000597	Syas.g_00740	Prbc.g_01717
OG0000598	Syas.g_00739	Prbc.g_01718
OG0000599	Syas.g_00732	Prbc.g_01721
OG0000600	Syas.g_00731	Prbc.g_01722
OG0000601	Syas.g_00730	Prbc.g_01723
OG0000602	Syas.g_00725	Prbc.g_01725
OG0000603	Syas.g_00724	Prbc.g_01726
OG0000604	Syas.g_00721	Prbc.g_01727
OG0000605	Syas.g_00719	Prbc.g_01728
OG0000606	Syas.g_00716	Prbc.g_01731
OG0000607	Syas.g_00713	Prbc.g_01734
OG0000608	Syas.g_00712	Prbc.g_01735
OG0000609	Syas.g_00710	Prbc.g_01736
OG0000610	Syas.g_00702	Prbc.g_01742
OG0000611	Syas.g_00699	Prbc.g_01745
OG0000612	Syas.g_00698	Prbc.g_01746
OG0000613	Syas.g_01825	Prbc.g_01752
OG0000614	Syas.g_01044	Prbc.g_01775
OG0000615	Syas.g_00650	Prbc.g_01782
OG0000616	Syas.g_02011	Prbc.g_01055
OG0000617	Syas.g_00180	Prbc.g_01793
OG0000618	Syas.g_00181	Prbc.g_01794
OG0000619	Syas.g_00182	Prbc.g_01795
OG0000620	Syas.g_00188	Prbc.g_01798
OG0000621	Syas.g_00189	Prbc.g_01799
OG0000622	Syas.g_00190	Prbc.g_01800
OG0000623	Syas.g_00191	Prbc.g_01801
OG0000624	Syas.g_00192	Prbc.g_01803
OG0000625	Syas.g_00193	Prbc.g_01804
OG0000626	Syas.g_00194	Prbc.g_01805
OG0000627	Syas.g_00372	Prbc.g_01807
OG0000628	Syas.g_00373	Prbc.g_01808
OG0000629	Syas.g_00376	Prbc.g_01809
OG0000630	Syas.g_00397	Prbc.g_01812
OG0000631	Syas.g_00405	Prbc.g_02007
OG0000632	Syas.g_00406	Prbc.g_02008
OG0000633	Syas.g_00407	Prbc.g_02009
OG0000634	Syas.g_00600	Prbc.g_01854
OG0000635	Syas.g_00599	Prbc.g_01855
OG0000636	Syas.g_00597	Prbc.g_01857
OG0000637	Syas.g_00595	Prbc.g_01859
OG0000638	Syas.g_00594	Prbc.g_01860
OG0000639	Syas.g_00593	Prbc.g_01861
OG0000640	Syas.g_00592	Prbc.g_01862
OG0000641	Syas.g_00587	Prbc.g_01866
OG0000642	Syas.g_00586	Prbc.g_01867
OG0000643	Syas.g_00585	Prbc.g_01868
OG0000644	Syas.g_00584	Prbc.g_01869
OG0000645	Syas.g_00583	Prbc.g_01870
OG0000646	Syas.g_00580	Prbc.g_01873
OG0000647	Syas.g_00578	Prbc.g_01875
OG0000648	Syas.g_00576	Prbc.g_01877
OG0000649	Syas.g_00575	Prbc.g_01878
OG0000650	Syas.g_00574	Prbc.g_01879
OG0000651	Syas.g_00573	Prbc.g_01880
OG0000652	Syas.g_00572	Prbc.g_01881
OG0000653	Syas.g_00570	Prbc.g_01883
OG0000654	Syas.g_00569	Prbc.g_01884
OG0000655	Syas.g_00568	Prbc.g_01885
OG0000656	Syas.g_00565	Prbc.g_01888
OG0000657	Syas.g_00232	Prbc.g_01895
OG0000658	Syas.g_00235	Prbc.g_01897
OG0000659	Syas.g_00236	Prbc.g_01898
OG0000660	Syas.g_00240	Prbc.g_01903
OG0000661	Syas.g_00242	Prbc.g_01905
OG0000662	Syas.g_00281	Prbc.g_01907
OG0000663	Syas.g_00284	Prbc.g_01909
OG0000664	Syas.g_00287	Prbc.g_01910
OG0000665	Syas.g_00385	Prbc.g_01914
OG0000666	Syas.g_01362	Prbc.g_01915
OG0000667	Syas.g_00088	Prbc.g_01919
OG0000668	Syas.g_00221	Prbc.g_01959
OG0000669	Syas.g_00684	Prbc.g_01967
OG0000670	Syas.g_00681	Prbc.g_01970
OG0000671	Syas.g_00679	Prbc.g_01972
OG0000672	Syas.g_00676	Prbc.g_01975
OG0000673	Syas.g_00673	Prbc.g_01978
OG0000674	Syas.g_00671	Prbc.g_01980
OG0000675	Syas.g_00670	Prbc.g_01981
OG0000676	Syas.g_00668	Prbc.g_01983
OG0000677	Syas.g_00667	Prbc.g_01984
OG0000678	Syas.g_00660	Prbc.g_01987
OG0000679	Syas.g_00629	Prbc.g_01991
OG0000680	Syas.g_00628	Prbc.g_01992
OG0000681	Syas.g_00625	Prbc.g_01995
OG0000682	Syas.g_00624	Prbc.g_01996
OG0000683	Syas.g_00623	Prbc.g_01997
OG0000684	Syas.g_00621	Prbc.g_01837
OG0000685	Syas.g_00187	Prbc.g_01839
OG0000686	Syas.g_00619	Prbc.g_01840
OG0000687	Syas.g_00618	Prbc.g_01841
OG0000688	Syas.g_00612	Prbc.g_01844
OG0000689	Syas.g_00610	Prbc.g_01845
OG0000690	Syas.g_00609	Prbc.g_01846
OG0000691	Syas.g_00608	Prbc.g_01847
OG0000692	Syas.g_00606	Prbc.g_01849
OG0000693	Syas.g_00604	Prbc.g_01850
OG0000694	Syas.g_00603	Prbc.g_01851
OG0000695	Syas.g_00410	Prbc.g_02011
OG0000696	Syas.g_00411	Prbc.g_02012
OG0000697	Syas.g_00413	Prbc.g_02013
OG0000698	Syas.g_00417	Prbc.g_02016
OG0000699	Syas.g_00419	Prbc.g_02017
OG0000700	Syas.g_00420	Prbc.g_02018
OG0000701	Syas.g_00421	Prbc.g_02019
OG0000702	Syas.g_00437	Prbc.g_02021
OG0000703	Syas.g_00438	Prbc.g_02022
OG0000704	Syas.g_00446	Prbc.g_02023
OG0000705	Syas.g_00453	Prbc.g_02029
OG0000706	Syas.g_00454	Prbc.g_02030
OG0000707	Syas.g_00455	Prbc.g_02031
OG0000708	Syas.g_00458	Prbc.g_02033
OG0000709	Syas.g_00466	Prbc.g_02037
OG0000710	Syas.g_00497	Prbc.g_02040
OG0000711	Syas.g_00546	Prbc.g_02055
OG0000712	Syas.g_00548	Prbc.g_02057
OG0000713	Syas.g_00549	Prbc.g_02058
OG0000714	Syas.g_00551	Prbc.g_02059
OG0000715	Syas.g_00553	Prbc.g_02061
OG0000716	Syas.g_00556	Prbc.g_02062
OG0000717	Syas.g_00557	Prbc.g_02063
OG0000718	Syas.g_00561	Prbc.g_02079
OG0000719	Syas.g_00223	Prbc.g_02080
OG0000720	Syas.g_00209	Prbc.g_02091
OG0000721	Syas.g_00207	Prbc.g_02092
OG0000722	Syas.g_00206	Prbc.g_02093
OG0000723	Syas.g_00196	Prbc.g_02097
OG0000724	Syas.g_00999	Prbc.g_02108
OG0000725	Syas.g_01024	Prbc.g_01934
OG0000726	Syas.g_01025	Prbc.g_01933
OG0000727	Syas.g_01026	Prbc.g_01932
OG0000728	Syas.g_01028	Prbc.g_01930
OG0000729	Syas.g_02145	Prbc.g_00201
OG0000730	Syas.g_01544	Prbc.g_01244
OG0000731	Syas.g_01532	Prbc.g_01252
OG0000732	Syas.g_02086	Prbc.g_00987
OG0000733	Syas.g_00096	Prbc.g_00897
OG0000734	Syas.g_02414	Prbc.g_01462
OG0000735	Syas.g_01201	Prbc.g_01460
OG0000736	Syas.g_01200	Prbc.g_01459
OG0000737	Syas.g_01199	Prbc.g_01458
OG0000738	Syas.g_01193	Prbc.g_01454
OG0000739	Syas.g_01192	Prbc.g_01453
OG0000740	Syas.g_01191	Prbc.g_01452
OG0000741	Syas.g_01188	Prbc.g_01450
OG0000742	Syas.g_01185	Prbc.g_01447
OG0000743	Syas.g_01182	Prbc.g_01445
OG0000744	Syas.g_01181	Prbc.g_01444
OG0000745	Syas.g_01178	Prbc.g_01442
OG0000746	Syas.g_01176	Prbc.g_01440
OG0000747	Syas.g_01174	Prbc.g_01439
OG0000748	Syas.g_01146	Prbc.g_01435
OG0000749	Syas.g_01144	Prbc.g_01434
OG0000750	Syas.g_01143	Prbc.g_01433
OG0000751	Syas.g_01138	Prbc.g_01430
OG0000752	Syas.g_01136	Prbc.g_01428
OG0000753	Syas.g_01133	Prbc.g_01426
OG0000754	Syas.g_01128	Prbc.g_01422
OG0000755	Syas.g_01117	Prbc.g_01418
OG0000756	Syas.g_01116	Prbc.g_01417
OG0000757	Syas.g_01108	Prbc.g_01410
OG0000758	Syas.g_01107	Prbc.g_01409
OG0000759	Syas.g_01106	Prbc.g_01408
OG0000760	Syas.g_01105	Prbc.g_01407
OG0000761	Syas.g_01104	Prbc.g_01406
OG0000762	Syas.g_01102	Prbc.g_01405
OG0000763	Syas.g_01091	Prbc.g_01403
OG0000764	Syas.g_01090	Prbc.g_01402
OG0000765	Syas.g_01076	Prbc.g_01394
OG0000766	Syas.g_01075	Prbc.g_01393
OG0000767	Syas.g_01073	Prbc.g_01392
OG0000768	Syas.g_01072	Prbc.g_01391
OG0000769	Syas.g_01070	Prbc.g_01389
OG0000770	Syas.g_01067	Prbc.g_01388
OG0000771	Syas.g_00993	Prbc.g_02103
OG0000772	Syas.g_01461	Prbc.g_01320
OG0000773	Syas.g_00002	Prbc.g_00557
OG0000774	Syas.g_02862	Prbc.g_00560
OG0000775	Syas.g_02860	Prbc.g_00561
OG0000776	Syas.g_02859	Prbc.g_00562
OG0000777	Syas.g_02858	Prbc.g_00563
OG0000778	Syas.g_02857	Prbc.g_00564
OG0000779	Syas.g_02852	Prbc.g_00568
OG0000780	Syas.g_02847	Prbc.g_00569
OG0000781	Syas.g_02842	Prbc.g_00571
OG0000782	Syas.g_02841	Prbc.g_00572
OG0000783	Syas.g_02840	Prbc.g_00573
OG0000784	Syas.g_02839	Prbc.g_00574
OG0000785	Syas.g_02837	Prbc.g_00576
OG0000786	Syas.g_02833	Prbc.g_00579
OG0000787	Syas.g_02832	Prbc.g_00580
OG0000788	Syas.g_00782	Prbc.g_01820
OG0000789	Syas.g_01507	Prbc.g_02100
OG0000790	Syas.g_01266	Prbc.g_00662
OG0000791	Syas.g_01268	Prbc.g_00664
OG0000792	Syas.g_01269	Prbc.g_00665
OG0000793	Syas.g_01359	Prbc.g_00668
OG0000794	Syas.g_01361	Prbc.g_00669
OG0000795	Syas.g_01363	Prbc.g_00670
OG0000796	Syas.g_01368	Prbc.g_00674
OG0000797	Syas.g_01369	Prbc.g_00675
OG0000799	Syas.g_02789	Prbc.g_00690
OG0000800	Syas.g_02790	Prbc.g_00691
OG0000801	Syas.g_02791	Prbc.g_00692
OG0000802	Syas.g_02797	Prbc.g_00694
OG0000803	Syas.g_02800	Prbc.g_00696
OG0000804	Syas.g_02803	Prbc.g_00697
OG0000805	Syas.g_02805	Prbc.g_00699
OG0000806	Syas.g_02807	Prbc.g_00701
OG0000807	Syas.g_02808	Prbc.g_00702
OG0000808	Syas.g_02809	Prbc.g_00703
OG0000809	Syas.g_02811	Prbc.g_00707
OG0000810	Syas.g_02813	Prbc.g_00708
OG0000811	Syas.g_02822	Prbc.g_00712
OG0000812	Syas.g_02824	Prbc.g_00714
OG0000813	Syas.g_02825	Prbc.g_00715
OG0000814	Syas.g_02827	Prbc.g_00717
OG0000815	Syas.g_02829	Prbc.g_00718
OG0000816	Syas.g_02831	Prbc.g_00720
OG0000817	Syas.g_02753	Prbc.g_00721
OG0000818	Syas.g_01282	Prbc.g_00725
OG0000819	Syas.g_01283	Prbc.g_00726
OG0000820	Syas.g_01284	Prbc.g_00727
OG0000821	Syas.g_01289	Prbc.g_00730
OG0000822	Syas.g_01291	Prbc.g_00731
OG0000823	Syas.g_01292	Prbc.g_00732
OG0000824	Syas.g_01297	Prbc.g_00735
OG0000825	Syas.g_01298	Prbc.g_00736
OG0000826	Syas.g_01299	Prbc.g_00737
OG0000827	Syas.g_01300	Prbc.g_00738
OG0000828	Syas.g_01303	Prbc.g_00741
OG0000829	Syas.g_01304	Prbc.g_00742
OG0000830	Syas.g_01305	Prbc.g_00743
OG0000831	Syas.g_01308	Prbc.g_00745
OG0000832	Syas.g_01476	Prbc.g_00755
OG0000833	Syas.g_02738	Prbc.g_00763
OG0000834	Syas.g_02737	Prbc.g_00764
OG0000835	Syas.g_02736	Prbc.g_00765
OG0000836	Syas.g_02732	Prbc.g_00766
OG0000837	Syas.g_02731	Prbc.g_00767
OG0000838	Syas.g_02727	Prbc.g_00769
OG0000839	Syas.g_02726	Prbc.g_00770
OG0000840	Syas.g_02725	Prbc.g_00771
OG0000841	Syas.g_02724	Prbc.g_00772
OG0000842	Syas.g_02723	Prbc.g_00773
OG0000843	Syas.g_02722	Prbc.g_00774
OG0000844	Syas.g_02720	Prbc.g_00775
OG0000845	Syas.g_02719	Prbc.g_00776
OG0000846	Syas.g_02718	Prbc.g_00777
OG0000847	Syas.g_02717	Prbc.g_00778
OG0000848	Syas.g_02715	Prbc.g_00779
OG0000849	Syas.g_02714	Prbc.g_00780
OG0000850	Syas.g_02711	Prbc.g_00782
OG0000851	Syas.g_02708	Prbc.g_00783
OG0000852	Syas.g_02707	Prbc.g_00784
OG0000853	Syas.g_02703	Prbc.g_00789
OG0000854	Syas.g_02701	Prbc.g_00791
OG0000855	Syas.g_02700	Prbc.g_00792
OG0000856	Syas.g_00103	Prbc.g_00677
OG0000857	Syas.g_00579	Prbc.g_01874
OG0000858	Syas.g_02693	Prbc.g_00827
OG0000859	Syas.g_02692	Prbc.g_00828
OG0000860	Syas.g_02679	Prbc.g_00834
OG0000861	Syas.g_02678	Prbc.g_00835
OG0000862	Syas.g_02677	Prbc.g_00836
OG0000863	Syas.g_02675	Prbc.g_00837
OG0000864	Syas.g_02674	Prbc.g_00838
OG0000865	Syas.g_02673	Prbc.g_00839
OG0000866	Syas.g_02672	Prbc.g_00840
OG0000867	Syas.g_02671	Prbc.g_00841
OG0000868	Syas.g_02667	Prbc.g_00842
OG0000869	Syas.g_02662	Prbc.g_00845
OG0000870	Syas.g_02657	Prbc.g_00850
OG0000871	Syas.g_02656	Prbc.g_00851
OG0000872	Syas.g_02650	Prbc.g_00852
OG0000873	Syas.g_02647	Prbc.g_00855
OG0000874	Syas.g_02645	Prbc.g_00858
OG0000875	Syas.g_02644	Prbc.g_00860
OG0000876	Syas.g_00280	Prbc.g_00861
OG0000877	Syas.g_02603	Prbc.g_00863
OG0000878	Syas.g_02602	Prbc.g_00864
OG0000879	Syas.g_02601	Prbc.g_00865
OG0000880	Syas.g_02600	Prbc.g_00866
OG0000881	Syas.g_02596	Prbc.g_00869
OG0000882	Syas.g_02591	Prbc.g_00874
OG0000883	Syas.g_02586	Prbc.g_00876
OG0000884	Syas.g_02584	Prbc.g_00878
OG0000885	Syas.g_02583	Prbc.g_00879
OG0000886	Syas.g_02582	Prbc.g_00880
OG0000887	Syas.g_02581	Prbc.g_00881
OG0000888	Syas.g_02579	Prbc.g_00883
OG0000889	Syas.g_02577	Prbc.g_00885
OG0000890	Syas.g_02574	Prbc.g_00886
OG0000891	Syas.g_02573	Prbc.g_00887
OG0000892	Syas.g_02571	Prbc.g_00889
OG0000893	Syas.g_01677	Prbc.g_00933
OG0000894	Syas.g_01667	Prbc.g_00936
OG0000895	Syas.g_01663	Prbc.g_00939
OG0000896	Syas.g_01662	Prbc.g_00940
OG0000897	Syas.g_01660	Prbc.g_00942
OG0000898	Syas.g_01659	Prbc.g_00943
OG0000899	Syas.g_01658	Prbc.g_00944
OG0000900	Syas.g_01657	Prbc.g_00945
OG0000901	Syas.g_01652	Prbc.g_00948
OG0000902	Syas.g_01651	Prbc.g_00950
OG0000903	Syas.g_01637	Prbc.g_00960
OG0000904	Syas.g_01642	Prbc.g_00955
OG0000905	Syas.g_01647	Prbc.g_00952
OG0000906	Syas.g_01649	Prbc.g_00951
OG0000907	Syas.g_01635	Prbc.g_00327
OG0000908	Syas.g_01632	Prbc.g_00324
OG0000909	Syas.g_01631	Prbc.g_00323
OG0000910	Syas.g_01630	Prbc.g_00322
OG0000911	Syas.g_01628	Prbc.g_00320
OG0000912	Syas.g_01627	Prbc.g_00319
OG0000913	Syas.g_01626	Prbc.g_00318
OG0000914	Syas.g_01625	Prbc.g_00317
OG0000915	Syas.g_01623	Prbc.g_00316
OG0000916	Syas.g_01622	Prbc.g_00315
OG0000917	Syas.g_01621	Prbc.g_00314
OG0000918	Syas.g_01620	Prbc.g_00313
OG0000919	Syas.g_01619	Prbc.g_00312
OG0000920	Syas.g_01618	Prbc.g_00311
OG0000921	Syas.g_01617	Prbc.g_00310
OG0000922	Syas.g_01616	Prbc.g_00309
OG0000923	Syas.g_01612	Prbc.g_00305
OG0000924	Syas.g_01611	Prbc.g_00304
OG0000925	Syas.g_01610	Prbc.g_00303
OG0000926	Syas.g_01609	Prbc.g_00302
OG0000927	Syas.g_01607	Prbc.g_00300
OG0000928	Syas.g_01606	Prbc.g_00299
OG0000929	Syas.g_01605	Prbc.g_00298
OG0000930	Syas.g_01604	Prbc.g_00297
OG0000931	Syas.g_01603	Prbc.g_00296
OG0000932	Syas.g_01602	Prbc.g_00295
OG0000933	Syas.g_01596	Prbc.g_00291
OG0000934	Syas.g_01594	Prbc.g_00289
OG0000935	Syas.g_01593	Prbc.g_00288
OG0000936	Syas.g_01592	Prbc.g_00287
OG0000937	Syas.g_01591	Prbc.g_00286
OG0000938	Syas.g_01588	Prbc.g_00283
OG0000939	Syas.g_01587	Prbc.g_00282
OG0000940	Syas.g_01580	Prbc.g_00275
OG0000941	Syas.g_01578	Prbc.g_00273
OG0000942	Syas.g_01576	Prbc.g_00271
OG0000943	Syas.g_01575	Prbc.g_00270
OG0000944	Syas.g_01573	Prbc.g_00268
OG0000945	Syas.g_01572	Prbc.g_00267
OG0000946	Syas.g_01565	Prbc.g_00248
OG0000947	Syas.g_01562	Prbc.g_00246
OG0000948	Syas.g_01561	Prbc.g_00245
OG0000949	Syas.g_02213	Prbc.g_00242
OG0000950	Syas.g_02197	Prbc.g_00237
OG0000951	Syas.g_02190	Prbc.g_00233
OG0000952	Syas.g_02186	Prbc.g_00229
OG0000953	Syas.g_02182	Prbc.g_00225
OG0000954	Syas.g_02174	Prbc.g_00221
OG0000955	Syas.g_02173	Prbc.g_00220
OG0000956	Syas.g_02171	Prbc.g_00218
OG0000957	Syas.g_02158	Prbc.g_00213
OG0000958	Syas.g_02157	Prbc.g_00212
OG0000959	Syas.g_02154	Prbc.g_00208
OG0000960	Syas.g_02153	Prbc.g_00207
OG0000961	Syas.g_02345	Prbc.g_00204
OG0000962	Syas.g_02146	Prbc.g_00202
OG0000963	Syas.g_02143	Prbc.g_00197
OG0000964	Syas.g_02142	Prbc.g_00196
OG0000965	Syas.g_02141	Prbc.g_00195
OG0000966	Syas.g_02112	Prbc.g_00965
OG0000967	Syas.g_02108	Prbc.g_00969
OG0000968	Syas.g_02106	Prbc.g_00971
OG0000969	Syas.g_02104	Prbc.g_00972
OG0000970	Syas.g_02103	Prbc.g_00973
OG0000971	Syas.g_02101	Prbc.g_00974
OG0000972	Syas.g_02100	Prbc.g_00975
OG0000973	Syas.g_02099	Prbc.g_00976
OG0000974	Syas.g_02098	Prbc.g_00977
OG0000975	Syas.g_02097	Prbc.g_00978
OG0000976	Syas.g_02096	Prbc.g_00979
OG0000977	Syas.g_02094	Prbc.g_00980
OG0000978	Syas.g_02093	Prbc.g_00981
OG0000979	Syas.g_02090	Prbc.g_00984
OG0000980	Syas.g_02087	Prbc.g_00986
OG0000981	Syas.g_02084	Prbc.g_00989
OG0000982	Syas.g_01882	Prbc.g_00991
OG0000983	Syas.g_01883	Prbc.g_00992
OG0000984	Syas.g_01884	Prbc.g_00993
OG0000985	Syas.g_01888	Prbc.g_00996
OG0000986	Syas.g_01891	Prbc.g_00998
OG0000987	Syas.g_01897	Prbc.g_00999
OG0000988	Syas.g_01902	Prbc.g_01002
OG0000989	Syas.g_01908	Prbc.g_01006
OG0000990	Syas.g_01937	Prbc.g_01011
OG0000991	Syas.g_01939	Prbc.g_01012
OG0000992	Syas.g_01943	Prbc.g_01015
OG0000993	Syas.g_01945	Prbc.g_01016
OG0000994	Syas.g_01948	Prbc.g_01017
OG0000995	Syas.g_01955	Prbc.g_01021
OG0000996	Syas.g_01977	Prbc.g_01022
OG0000997	Syas.g_01993	Prbc.g_01043
OG0000998	Syas.g_01995	Prbc.g_01045
OG0000999	Syas.g_01996	Prbc.g_01046
OG0001000	Syas.g_02000	Prbc.g_01049
OG0001001	Syas.g_02006	Prbc.g_01052
OG0001002	Syas.g_02014	Prbc.g_01057
OG0001003	Syas.g_02016	Prbc.g_01060
OG0001004	Syas.g_02017	Prbc.g_01061
OG0001005	Syas.g_02018	Prbc.g_01062
OG0001006	Syas.g_02032	Prbc.g_01067
OG0001007	Syas.g_02034	Prbc.g_01069
OG0001008	Syas.g_01496	Prbc.g_01498
OG0001009	Syas.g_02065	Prbc.g_01097
OG0001010	Syas.g_02066	Prbc.g_01098
OG0001011	Syas.g_02068	Prbc.g_01099
OG0001012	Syas.g_00152	Prbc.g_01121
OG0001013	Syas.g_01866	Prbc.g_01126
OG0001014	Syas.g_01857	Prbc.g_01129
OG0001015	Syas.g_01856	Prbc.g_01130
OG0001016	Syas.g_02517	Prbc.g_00500
OG0001017	Syas.g_02511	Prbc.g_00496
OG0001018	Syas.g_02509	Prbc.g_00493
OG0001019	Syas.g_02469	Prbc.g_00484
OG0001020	Syas.g_02443	Prbc.g_00483
OG0001021	Syas.g_02437	Prbc.g_00482
OG0001022	Syas.g_02434	Prbc.g_00479
OG0001023	Syas.g_02433	Prbc.g_00478
OG0001024	Syas.g_00135	Prbc.g_00475
OG0001025	Syas.g_02424	Prbc.g_00468
OG0001026	Syas.g_02412	Prbc.g_00460
OG0001027	Syas.g_02408	Prbc.g_00459
OG0001028	Syas.g_02405	Prbc.g_00457
OG0001029	Syas.g_02403	Prbc.g_00455
OG0001030	Syas.g_02384	Prbc.g_00439
OG0001031	Syas.g_02293	Prbc.g_00385
OG0001032	Syas.g_02290	Prbc.g_00384
OG0001033	Syas.g_02239	Prbc.g_00364
OG0001034	Syas.g_02556	Prbc.g_00334
OG0001035	Syas.g_01704	Prbc.g_01150
OG0001036	Syas.g_01709	Prbc.g_01154
OG0001037	Syas.g_01711	Prbc.g_01155
OG0001038	Syas.g_01751	Prbc.g_01171
OG0001039	Syas.g_01754	Prbc.g_01173
OG0001041	Syas.g_01761	Prbc.g_01180
OG0001042	Syas.g_01821	Prbc.g_01196
OG0001043	Syas.g_01817	Prbc.g_01197
OG0001044	Syas.g_01542	Prbc.g_01245
OG0001045	Syas.g_01529	Prbc.g_01254
OG0001046	Syas.g_00532	Prbc.g_02168
OG0001047	Syas.g_01494	Prbc.g_01500
OG0001048	Syas.g_01493	Prbc.g_01501
OG0001049	Syas.g_02742	Prbc.g_01503
OG0001050	Syas.g_02743	Prbc.g_01504
OG0001051	Syas.g_02744	Prbc.g_01505
OG0001052	Syas.g_01337	Prbc.g_01531
OG0001053	Syas.g_01250	Prbc.g_01543
OG0001054	Syas.g_01231	Prbc.g_01557
OG0001055	Syas.g_01210	Prbc.g_01597
OG0001056	Syas.g_00068	Prbc.g_01615
OG0001057	Syas.g_00763	Prbc.g_01620
OG0001058	Syas.g_00787	Prbc.g_01629
OG0001059	Syas.g_00791	Prbc.g_01633
OG0001060	Syas.g_00797	Prbc.g_01640
OG0001061	Syas.g_00816	Prbc.g_01653
OG0001062	Syas.g_00819	Prbc.g_01655
OG0001063	Syas.g_00830	Prbc.g_01656
OG0001064	Syas.g_00831	Prbc.g_01657
OG0001065	Syas.g_00832	Prbc.g_01658
OG0001066	Syas.g_00833	Prbc.g_01659
OG0001067	Syas.g_00834	Prbc.g_01660
OG0001068	Syas.g_00835	Prbc.g_01661
OG0001069	Syas.g_00836	Prbc.g_01662
OG0001070	Syas.g_00840	Prbc.g_01664
OG0001071	Syas.g_00841	Prbc.g_01665
OG0001072	Syas.g_00844	Prbc.g_01666
OG0001073	Syas.g_00855	Prbc.g_01680
OG0001074	Syas.g_00157	Prbc.g_01692
OG0001075	Syas.g_00163	Prbc.g_01693
OG0001076	Syas.g_00113	Prbc.g_01700
OG0001077	Syas.g_00101	Prbc.g_01705
OG0001078	Syas.g_00745	Prbc.g_01713
OG0001079	Syas.g_00729	Prbc.g_01724
OG0001080	Syas.g_00717	Prbc.g_01730
OG0001081	Syas.g_00715	Prbc.g_01732
OG0001082	Syas.g_00714	Prbc.g_01733
OG0001083	Syas.g_00707	Prbc.g_01738
OG0001084	Syas.g_00706	Prbc.g_01739
OG0001085	Syas.g_00693	Prbc.g_01749
OG0001086	Syas.g_00691	Prbc.g_01750
OG0001087	Syas.g_00071	Prbc.g_01770
OG0001088	Syas.g_01060	Prbc.g_01771
OG0001089	Syas.g_01039	Prbc.g_01779
OG0001090	Syas.g_00980	Prbc.g_01788
OG0001091	Syas.g_00979	Prbc.g_01790
OG0001092	Syas.g_00178	Prbc.g_01791
OG0001093	Syas.g_00184	Prbc.g_01796
OG0001095	Syas.g_00582	Prbc.g_01871
OG0001097	Syas.g_00243	Prbc.g_01906
OG0001098	Syas.g_00880	Prbc.g_01923
OG0001099	Syas.g_02404	Prbc.g_01962
OG0001100	Syas.g_00682	Prbc.g_01969
OG0001101	Syas.g_00680	Prbc.g_01971
OG0001102	Syas.g_00677	Prbc.g_01974
OG0001103	Syas.g_00675	Prbc.g_01976
OG0001104	Syas.g_00620	Prbc.g_01838
OG0001105	Syas.g_00617	Prbc.g_01842
OG0001106	Syas.g_00447	Prbc.g_02024
OG0001107	Syas.g_00459	Prbc.g_02034
OG0001108	Syas.g_00494	Prbc.g_02038
OG0001109	Syas.g_00496	Prbc.g_02039
OG0001110	Syas.g_00498	Prbc.g_02041
OG0001111	Syas.g_00500	Prbc.g_02042
OG0001112	Syas.g_00503	Prbc.g_02043
OG0001113	Syas.g_00504	Prbc.g_02044
OG0001114	Syas.g_00505	Prbc.g_02045
OG0001115	Syas.g_00527	Prbc.g_02047
OG0001116	Syas.g_00529	Prbc.g_02048
OG0001117	Syas.g_00530	Prbc.g_02049
OG0001118	Syas.g_00531	Prbc.g_02050
OG0001119	Syas.g_00533	Prbc.g_02051
OG0001120	Syas.g_00539	Prbc.g_02052
OG0001122	Syas.g_00222	Prbc.g_02081
OG0001123	Syas.g_00214	Prbc.g_02086
OG0001124	Syas.g_00212	Prbc.g_02088
OG0001125	Syas.g_00210	Prbc.g_02090
OG0001126	Syas.g_00991	Prbc.g_02101
OG0001127	Syas.g_00992	Prbc.g_02102
OG0001128	Syas.g_00995	Prbc.g_02105
OG0001129	Syas.g_00997	Prbc.g_02106
OG0001130	Syas.g_00998	Prbc.g_02107
OG0001131	Syas.g_01401	Prbc.g_01941
OG0001132	Syas.g_00525	Prbc.g_02152
OG0001133	Syas.g_00109	Prbc.g_02128
OG0001136	Syas.g_01187	Prbc.g_01449
OG0001138	Syas.g_01114	Prbc.g_01416
OG0001139	Syas.g_01112	Prbc.g_01414
OG0001140	Syas.g_01111	Prbc.g_01413
OG0001141	Syas.g_01110	Prbc.g_01412
OG0001142	Syas.g_01109	Prbc.g_01411
OG0001143	Syas.g_01092	Prbc.g_01404
OG0001144	Syas.g_01084	Prbc.g_01399
OG0001145	Syas.g_02867	Prbc.g_00558
OG0001146	Syas.g_02846	Prbc.g_00570
OG0001147	Syas.g_01329	Prbc.g_00589
OG0001148	Syas.g_01263	Prbc.g_00659
OG0001149	Syas.g_01264	Prbc.g_00660
