Orthogroup	Syas	Praf
OG0000602	Syas.g_00725	Praf.g_01716
OG0000603	Syas.g_00724	Praf.g_01717
OG0000604	Syas.g_00721	Praf.g_01718
OG0000605	Syas.g_00719	Praf.g_01720
OG0000606	Syas.g_00716	Praf.g_01727
OG0000607	Syas.g_00713	Praf.g_01730
OG0000608	Syas.g_00712	Praf.g_01731
OG0000609	Syas.g_00710	Praf.g_01733
OG0000610	Syas.g_00702	Praf.g_01741
OG0000611	Syas.g_00699	Praf.g_01744
OG0000612	Syas.g_00698	Praf.g_01745
OG0000613	Syas.g_01825	Praf.g_02344
OG0000614	Syas.g_01044	Praf.g_01207
OG0000615	Syas.g_00650	Praf.g_01489
OG0000616	Syas.g_02011	Praf.g_02767
OG0000617	Syas.g_00180	Praf.g_01308
OG0000618	Syas.g_00181	Praf.g_01309
OG0000619	Syas.g_00182	Praf.g_01310
OG0000620	Syas.g_00188	Praf.g_01314
OG0000621	Syas.g_00189	Praf.g_01315
OG0000622	Syas.g_00190	Praf.g_01316
OG0000623	Syas.g_00191	Praf.g_01317
OG0000624	Syas.g_00192	Praf.g_01318
OG0000625	Syas.g_00193	Praf.g_01319
OG0000626	Syas.g_00194	Praf.g_01320
OG0000627	Syas.g_00372	Praf.g_01441
OG0000628	Syas.g_00373	Praf.g_01440
OG0000629	Syas.g_00376	Praf.g_01437
OG0000630	Syas.g_00397	Praf.g_01433
OG0000631	Syas.g_00405	Praf.g_01429
OG0000632	Syas.g_00406	Praf.g_01428
OG0000633	Syas.g_00407	Praf.g_01427
OG0000634	Syas.g_00600	Praf.g_01526
OG0000635	Syas.g_00599	Praf.g_01527
OG0000636	Syas.g_00597	Praf.g_01529
OG0000637	Syas.g_00595	Praf.g_01531
OG0000638	Syas.g_00594	Praf.g_01532
OG0000639	Syas.g_00593	Praf.g_01533
OG0000640	Syas.g_00592	Praf.g_01534
OG0000641	Syas.g_00587	Praf.g_01538
OG0000642	Syas.g_00586	Praf.g_01539
OG0000643	Syas.g_00585	Praf.g_01540
OG0000644	Syas.g_00584	Praf.g_01541
OG0000645	Syas.g_00583	Praf.g_01542
OG0000646	Syas.g_00580	Praf.g_01545
OG0000647	Syas.g_00578	Praf.g_01547
OG0000648	Syas.g_00576	Praf.g_01549
OG0000649	Syas.g_00575	Praf.g_01550
OG0000650	Syas.g_00574	Praf.g_01551
OG0000651	Syas.g_00573	Praf.g_01552
OG0000652	Syas.g_00572	Praf.g_01553
OG0000653	Syas.g_00570	Praf.g_01557
OG0000654	Syas.g_00569	Praf.g_01558
OG0000655	Syas.g_00568	Praf.g_01559
OG0000656	Syas.g_00565	Praf.g_01562
OG0000657	Syas.g_00232	Praf.g_01592
OG0000658	Syas.g_00235	Praf.g_01594
OG0000659	Syas.g_00236	Praf.g_01595
OG0000660	Syas.g_00240	Praf.g_01599
OG0000661	Syas.g_00242	Praf.g_01601
OG0000662	Syas.g_00281	Praf.g_01603
OG0000663	Syas.g_00284	Praf.g_01606
OG0000664	Syas.g_00287	Praf.g_01607
OG0000665	Syas.g_00385	Praf.g_01620
OG0000666	Syas.g_01362	Praf.g_01622
OG0000667	Syas.g_00088	Praf.g_01629
OG0000668	Syas.g_00221	Praf.g_01339
OG0000669	Syas.g_00684	Praf.g_01638
OG0000670	Syas.g_00681	Praf.g_00961
OG0000671	Syas.g_00679	Praf.g_01456
OG0000672	Syas.g_00676	Praf.g_01459
OG0000673	Syas.g_00673	Praf.g_01462
OG0000674	Syas.g_00671	Praf.g_01464
OG0000675	Syas.g_00670	Praf.g_01465
OG0000676	Syas.g_00668	Praf.g_01467
OG0000677	Syas.g_00667	Praf.g_01469
OG0000678	Syas.g_00660	Praf.g_01475
OG0000679	Syas.g_00629	Praf.g_01494
OG0000680	Syas.g_00628	Praf.g_01495
OG0000681	Syas.g_00625	Praf.g_01497
OG0000682	Syas.g_00624	Praf.g_01498
OG0000683	Syas.g_00623	Praf.g_01499
OG0000684	Syas.g_00621	Praf.g_01512
OG0000685	Syas.g_00187	Praf.g_01510
OG0000686	Syas.g_00619	Praf.g_01509
OG0000687	Syas.g_00618	Praf.g_01508
OG0000688	Syas.g_00612	Praf.g_01515
OG0000689	Syas.g_00610	Praf.g_01516
OG0000690	Syas.g_00609	Praf.g_01517
OG0000691	Syas.g_00608	Praf.g_01519
OG0000692	Syas.g_00606	Praf.g_01520
OG0000693	Syas.g_00604	Praf.g_01522
OG0000694	Syas.g_00603	Praf.g_01523
OG0000695	Syas.g_00410	Praf.g_01425
OG0000696	Syas.g_00411	Praf.g_01424
OG0000697	Syas.g_00413	Praf.g_01422
OG0000698	Syas.g_00417	Praf.g_01419
OG0000699	Syas.g_00419	Praf.g_01417
OG0000700	Syas.g_00420	Praf.g_01416
OG0000701	Syas.g_00421	Praf.g_01415
OG0000702	Syas.g_00437	Praf.g_01408
OG0000703	Syas.g_00438	Praf.g_01407
OG0000704	Syas.g_00446	Praf.g_01405
OG0000705	Syas.g_00453	Praf.g_01399
OG0000706	Syas.g_00454	Praf.g_01398
OG0000707	Syas.g_00455	Praf.g_01397
OG0000708	Syas.g_00458	Praf.g_01395
OG0000709	Syas.g_00466	Praf.g_01388
OG0000710	Syas.g_00497	Praf.g_01383, Praf.g_01384
OG0000711	Syas.g_00546	Praf.g_01360
OG0000712	Syas.g_00548	Praf.g_01359
OG0000713	Syas.g_00549	Praf.g_01358
OG0000714	Syas.g_00551	Praf.g_01355
OG0000715	Syas.g_00553	Praf.g_01353
OG0000716	Syas.g_00556	Praf.g_01349
OG0000717	Syas.g_00557	Praf.g_01348
OG0000718	Syas.g_00561	Praf.g_01343
OG0000719	Syas.g_00223	Praf.g_01341
OG0000720	Syas.g_00209	Praf.g_01328
OG0000721	Syas.g_00207	Praf.g_01327
OG0000722	Syas.g_00206	Praf.g_01326
OG0000723	Syas.g_00196	Praf.g_01322
OG0000724	Syas.g_00999	Praf.g_01279
OG0000725	Syas.g_01024	Praf.g_01270
OG0000726	Syas.g_01025	Praf.g_01269
OG0000727	Syas.g_01026	Praf.g_01268
OG0000728	Syas.g_01028	Praf.g_01267
OG0000729	Syas.g_02145	Praf.g_00162
OG0000730	Syas.g_01544	Praf.g_02056
OG0000731	Syas.g_01532	Praf.g_02047
OG0000732	Syas.g_02086	Praf.g_00055
OG0000733	Syas.g_00096	Praf.g_02698
OG0000734	Syas.g_02414	Praf.g_00233
OG0000735	Syas.g_01201	Praf.g_00822
OG0000736	Syas.g_01200	Praf.g_00823
OG0000737	Syas.g_01199	Praf.g_00824
OG0000738	Syas.g_01193	Praf.g_00830
OG0000739	Syas.g_01192	Praf.g_00832
OG0000740	Syas.g_01191	Praf.g_00833
OG0000741	Syas.g_01188	Praf.g_00836
OG0000742	Syas.g_01185	Praf.g_00853
OG0000743	Syas.g_01182	Praf.g_00855
OG0000744	Syas.g_01181	Praf.g_00856
OG0000745	Syas.g_01178	Praf.g_00858
OG0000746	Syas.g_01176	Praf.g_00860
OG0000747	Syas.g_01174	Praf.g_00861
OG0000748	Syas.g_01146	Praf.g_00873
OG0000749	Syas.g_01144	Praf.g_00874
OG0000750	Syas.g_01143	Praf.g_00875
OG0000751	Syas.g_01138	Praf.g_00880
OG0000752	Syas.g_01136	Praf.g_00882
OG0000753	Syas.g_01133	Praf.g_00885
OG0000754	Syas.g_01128	Praf.g_00914
OG0000755	Syas.g_01117	Praf.g_00921
OG0000756	Syas.g_01116	Praf.g_00922
OG0000757	Syas.g_01108	Praf.g_00929
OG0000758	Syas.g_01107	Praf.g_00930
OG0000759	Syas.g_01106	Praf.g_00931
OG0000760	Syas.g_01105	Praf.g_00932
OG0000761	Syas.g_01104	Praf.g_00933
OG0000762	Syas.g_01102	Praf.g_00913
OG0000763	Syas.g_01091	Praf.g_00911
OG0000764	Syas.g_01090	Praf.g_00910
OG0000765	Syas.g_01076	Praf.g_00895
OG0000766	Syas.g_01075	Praf.g_00894
OG0000767	Syas.g_01073	Praf.g_00892
OG0000768	Syas.g_01072	Praf.g_00891
OG0000769	Syas.g_01070	Praf.g_00887
OG0000770	Syas.g_01067	Praf.g_00937
OG0000771	Syas.g_00993	Praf.g_01285
OG0000772	Syas.g_01461	Praf.g_00548
OG0000773	Syas.g_00002	Praf.g_00808
OG0000774	Syas.g_02862	Praf.g_00804
OG0000775	Syas.g_02860	Praf.g_00802
OG0000776	Syas.g_02859	Praf.g_00801
OG0000777	Syas.g_02858	Praf.g_00800
OG0000778	Syas.g_02857	Praf.g_00799
OG0000779	Syas.g_02852	Praf.g_00794
OG0000780	Syas.g_02847	Praf.g_00791
OG0000781	Syas.g_02842	Praf.g_00787
OG0000782	Syas.g_02841	Praf.g_00786
OG0000783	Syas.g_02840	Praf.g_00785
OG0000784	Syas.g_02839	Praf.g_00784
OG0000785	Syas.g_02837	Praf.g_00782
OG0000786	Syas.g_02833	Praf.g_00777
OG0000787	Syas.g_02832	Praf.g_00776
OG0000788	Syas.g_00782	Praf.g_01996
OG0000789	Syas.g_01507	Praf.g_01001
OG0000790	Syas.g_01266	Praf.g_00579
OG0000791	Syas.g_01268	Praf.g_00577
OG0000792	Syas.g_01269	Praf.g_00576
OG0000793	Syas.g_01359	Praf.g_00572
OG0000794	Syas.g_01361	Praf.g_00571
OG0000795	Syas.g_01363	Praf.g_00570
OG0000796	Syas.g_01368	Praf.g_00566
OG0000797	Syas.g_01369	Praf.g_00565
OG0000798	Syas.g_01750	Praf.g_02276
OG0000799	Syas.g_02789	Praf.g_01765
OG0000800	Syas.g_02790	Praf.g_01766
OG0000801	Syas.g_02791	Praf.g_01767
OG0000802	Syas.g_02797	Praf.g_01773
OG0000803	Syas.g_02800	Praf.g_01779
OG0000804	Syas.g_02803	Praf.g_01781
OG0000805	Syas.g_02805	Praf.g_01783
OG0000806	Syas.g_02807	Praf.g_01785
OG0000807	Syas.g_02808	Praf.g_01787
OG0000808	Syas.g_02809	Praf.g_01788
OG0000809	Syas.g_02811	Praf.g_01792
OG0000810	Syas.g_02813	Praf.g_01793
OG0000811	Syas.g_02822	Praf.g_01801
OG0000812	Syas.g_02824	Praf.g_01803
OG0000813	Syas.g_02825	Praf.g_01804
OG0000814	Syas.g_02827	Praf.g_01806
OG0000815	Syas.g_02829	Praf.g_01807
OG0000816	Syas.g_02831	Praf.g_01809
OG0000817	Syas.g_02753	Praf.g_01810
OG0000818	Syas.g_01282	Praf.g_01822
OG0000819	Syas.g_01283	Praf.g_01823
OG0000820	Syas.g_01284	Praf.g_01824
OG0000821	Syas.g_01289	Praf.g_01831
OG0000822	Syas.g_01291	Praf.g_01833
OG0000823	Syas.g_01292	Praf.g_01834
OG0000824	Syas.g_01297	Praf.g_01838
OG0000825	Syas.g_01298	Praf.g_01839
OG0000826	Syas.g_01299	Praf.g_01840
OG0000827	Syas.g_01300	Praf.g_01841
OG0000828	Syas.g_01303	Praf.g_01844
OG0000829	Syas.g_01304	Praf.g_01845
OG0000830	Syas.g_01305	Praf.g_01846
OG0000831	Syas.g_01308	Praf.g_01849
OG0000832	Syas.g_01476	Praf.g_00542
OG0000833	Syas.g_02738	Praf.g_00534
OG0000834	Syas.g_02737	Praf.g_00533
OG0000835	Syas.g_02736	Praf.g_00532
OG0000836	Syas.g_02732	Praf.g_00530
OG0000837	Syas.g_02731	Praf.g_00529
OG0000838	Syas.g_02727	Praf.g_00525
OG0000839	Syas.g_02726	Praf.g_00524
OG0000840	Syas.g_02725	Praf.g_00523
OG0000841	Syas.g_02724	Praf.g_00522
OG0000842	Syas.g_02723	Praf.g_00521
OG0000843	Syas.g_02722	Praf.g_00520
OG0000844	Syas.g_02720	Praf.g_00518
OG0000845	Syas.g_02719	Praf.g_00517
OG0000846	Syas.g_02718	Praf.g_00516
OG0000847	Syas.g_02717	Praf.g_00515
OG0000848	Syas.g_02715	Praf.g_00513
OG0000849	Syas.g_02714	Praf.g_00512
OG0000850	Syas.g_02711	Praf.g_00511
OG0000851	Syas.g_02708	Praf.g_00508
OG0000852	Syas.g_02707	Praf.g_00507
OG0000853	Syas.g_02703	Praf.g_00502
OG0000854	Syas.g_02701	Praf.g_00500
OG0000855	Syas.g_02700	Praf.g_00499
OG0000856	Syas.g_00103	Praf.g_01677
OG0000857	Syas.g_00579	Praf.g_01546
OG0000858	Syas.g_02693	Praf.g_00490
OG0000859	Syas.g_02692	Praf.g_00489
OG0000860	Syas.g_02679	Praf.g_00478
OG0000861	Syas.g_02678	Praf.g_00477
OG0000862	Syas.g_02677	Praf.g_00475
OG0000863	Syas.g_02675	Praf.g_00472
OG0000864	Syas.g_02674	Praf.g_00471
OG0000865	Syas.g_02673	Praf.g_00470
OG0000866	Syas.g_02672	Praf.g_00469
OG0000867	Syas.g_02671	Praf.g_00468
OG0000868	Syas.g_02667	Praf.g_00466
OG0000869	Syas.g_02662	Praf.g_00463
OG0000870	Syas.g_02657	Praf.g_00458
OG0000871	Syas.g_02656	Praf.g_00457
OG0000872	Syas.g_02650	Praf.g_00455
OG0000873	Syas.g_02647	Praf.g_00452
OG0000874	Syas.g_02645	Praf.g_00448
OG0000875	Syas.g_02644	Praf.g_00447
OG0000876	Syas.g_00280	Praf.g_00446
OG0000877	Syas.g_02603	Praf.g_00443
OG0000878	Syas.g_02602	Praf.g_00442
OG0000879	Syas.g_02601	Praf.g_00441
OG0000880	Syas.g_02600	Praf.g_00440
OG0000881	Syas.g_02596	Praf.g_00434
OG0000882	Syas.g_02591	Praf.g_00429
OG0000883	Syas.g_02586	Praf.g_00427
OG0000884	Syas.g_02584	Praf.g_00425
OG0000885	Syas.g_02583	Praf.g_00424
OG0000886	Syas.g_02582	Praf.g_00423
OG0000887	Syas.g_02581	Praf.g_00422
OG0000888	Syas.g_02579	Praf.g_00420
OG0000889	Syas.g_02577	Praf.g_00418
OG0000890	Syas.g_02574	Praf.g_00405
OG0000891	Syas.g_02573	Praf.g_00404
OG0000892	Syas.g_02571	Praf.g_00402
OG0000893	Syas.g_01677	Praf.g_02202
OG0000894	Syas.g_01667	Praf.g_02199
OG0000895	Syas.g_01663	Praf.g_02195
OG0000896	Syas.g_01662	Praf.g_02194
OG0000897	Syas.g_01660	Praf.g_02192
OG0000898	Syas.g_01659	Praf.g_02191
OG0000899	Syas.g_01658	Praf.g_02190
OG0000900	Syas.g_01657	Praf.g_02189
OG0000901	Syas.g_01652	Praf.g_02185
OG0000902	Syas.g_01651	Praf.g_02183
OG0000903	Syas.g_01637	Praf.g_02170
OG0000904	Syas.g_01642	Praf.g_02175
OG0000905	Syas.g_01647	Praf.g_02177
OG0000906	Syas.g_01649	Praf.g_02179
OG0000907	Syas.g_01635	Praf.g_02163
OG0000908	Syas.g_01632	Praf.g_02160
OG0000909	Syas.g_01631	Praf.g_02159
OG0000910	Syas.g_01630	Praf.g_02158
OG0000911	Syas.g_01628	Praf.g_02156
OG0000912	Syas.g_01627	Praf.g_02155
OG0000913	Syas.g_01626	Praf.g_02154
OG0000914	Syas.g_01625	Praf.g_02153
OG0000915	Syas.g_01623	Praf.g_02152
OG0000916	Syas.g_01622	Praf.g_02151
OG0000917	Syas.g_01621	Praf.g_02150
OG0000918	Syas.g_01620	Praf.g_02149
OG0000919	Syas.g_01619	Praf.g_02148
OG0000920	Syas.g_01618	Praf.g_02147
OG0000921	Syas.g_01617	Praf.g_02146
OG0000922	Syas.g_01616	Praf.g_02145
OG0000923	Syas.g_01612	Praf.g_02141
OG0000924	Syas.g_01611	Praf.g_02140
OG0000925	Syas.g_01610	Praf.g_02139
OG0000926	Syas.g_01609	Praf.g_02138
OG0000927	Syas.g_01607	Praf.g_02136
OG0000928	Syas.g_01606	Praf.g_02135
OG0000929	Syas.g_01605	Praf.g_02134
OG0000930	Syas.g_01604	Praf.g_02133
OG0000931	Syas.g_01603	Praf.g_02132
OG0000932	Syas.g_01602	Praf.g_02131
OG0000933	Syas.g_01596	Praf.g_02126
OG0000934	Syas.g_01594	Praf.g_02124
OG0000935	Syas.g_01593	Praf.g_02123
OG0000936	Syas.g_01592	Praf.g_02122
OG0000937	Syas.g_01591	Praf.g_02121
OG0000938	Syas.g_01588	Praf.g_02118
OG0000939	Syas.g_01587	Praf.g_02117
OG0000940	Syas.g_01580	Praf.g_02106
OG0000941	Syas.g_01578	Praf.g_02104
OG0000942	Syas.g_01576	Praf.g_02102
OG0000943	Syas.g_01575	Praf.g_02101
OG0000944	Syas.g_01573	Praf.g_02099
OG0000945	Syas.g_01572	Praf.g_02097
OG0000946	Syas.g_01565	Praf.g_02082
OG0000947	Syas.g_01562	Praf.g_02079
OG0000948	Syas.g_01561	Praf.g_02078
OG0000949	Syas.g_02213	Praf.g_02075
OG0000950	Syas.g_02197	Praf.g_02383
OG0000951	Syas.g_02190	Praf.g_02388
OG0000952	Syas.g_02186	Praf.g_02393
OG0000953	Syas.g_02182	Praf.g_02397
OG0000954	Syas.g_02174	Praf.g_00195
OG0000955	Syas.g_02173	Praf.g_00194
OG0000956	Syas.g_02171	Praf.g_00192
OG0000957	Syas.g_02158	Praf.g_00180
OG0000958	Syas.g_02157	Praf.g_00179
OG0000959	Syas.g_02154	Praf.g_00175
OG0000960	Syas.g_02153	Praf.g_00174
OG0000961	Syas.g_02345	Praf.g_00165
OG0000962	Syas.g_02146	Praf.g_00163
OG0000963	Syas.g_02143	Praf.g_00157
OG0000964	Syas.g_02142	Praf.g_00156
OG0000965	Syas.g_02141	Praf.g_00155
OG0000966	Syas.g_02112	Praf.g_00089
OG0000967	Syas.g_02108	Praf.g_00082
OG0000968	Syas.g_02106	Praf.g_00077
OG0000969	Syas.g_02104	Praf.g_00075
OG0000970	Syas.g_02103	Praf.g_00074
OG0000971	Syas.g_02101	Praf.g_00072
OG0000972	Syas.g_02100	Praf.g_00071
OG0000973	Syas.g_02099	Praf.g_00070
OG0000974	Syas.g_02098	Praf.g_00069
OG0000975	Syas.g_02097	Praf.g_00068
OG0000976	Syas.g_02096	Praf.g_00067
OG0000977	Syas.g_02094	Praf.g_00064
OG0000978	Syas.g_02093	Praf.g_00063
OG0000979	Syas.g_02090	Praf.g_00060
OG0000980	Syas.g_02087	Praf.g_00056
OG0000981	Syas.g_02084	Praf.g_00053
OG0000982	Syas.g_01882	Praf.g_02657
OG0000983	Syas.g_01883	Praf.g_02658
OG0000984	Syas.g_01884	Praf.g_02659
OG0000985	Syas.g_01888	Praf.g_02663
OG0000986	Syas.g_01891	Praf.g_02665
OG0000987	Syas.g_01897	Praf.g_02667
OG0000988	Syas.g_01902	Praf.g_02671
OG0000989	Syas.g_01908	Praf.g_02680
OG0000990	Syas.g_01937	Praf.g_02702
OG0000991	Syas.g_01939	Praf.g_02716
OG0000992	Syas.g_01943	Praf.g_02719
OG0000993	Syas.g_01945	Praf.g_02720
OG0000994	Syas.g_01948	Praf.g_02723
OG0000995	Syas.g_01955	Praf.g_02730
OG0000996	Syas.g_01977	Praf.g_02743
OG0000997	Syas.g_01993	Praf.g_02753
OG0000998	Syas.g_01995	Praf.g_02755
OG0000999	Syas.g_01996	Praf.g_02756
OG0001000	Syas.g_02000	Praf.g_02759
OG0001001	Syas.g_02006	Praf.g_02764
OG0001002	Syas.g_02014	Praf.g_02770
OG0001003	Syas.g_02016	Praf.g_02772
OG0001004	Syas.g_02017	Praf.g_02773
OG0001005	Syas.g_02018	Praf.g_02775
OG0001006	Syas.g_02032	Praf.g_02781
OG0001007	Syas.g_02034	Praf.g_02783
OG0001008	Syas.g_01496	Praf.g_01988
OG0001009	Syas.g_02065	Praf.g_00032
OG0001010	Syas.g_02066	Praf.g_00033
OG0001011	Syas.g_02068	Praf.g_00035
OG0001012	Syas.g_00152	Praf.g_02654
OG0001013	Syas.g_01866	Praf.g_02603
OG0001014	Syas.g_01857	Praf.g_02597
OG0001015	Syas.g_01856	Praf.g_02596
OG0001016	Syas.g_02517	Praf.g_00316
OG0001017	Syas.g_02511	Praf.g_00310
OG0001018	Syas.g_02509	Praf.g_00308
OG0001019	Syas.g_02469	Praf.g_00296
OG0001020	Syas.g_02443	Praf.g_00268
OG0001021	Syas.g_02437	Praf.g_00264
OG0001022	Syas.g_02434	Praf.g_00259
OG0001023	Syas.g_02433	Praf.g_00258
OG0001024	Syas.g_00135	Praf.g_00254
OG0001025	Syas.g_02424	Praf.g_00247
OG0001026	Syas.g_02412	Praf.g_00230
OG0001027	Syas.g_02408	Praf.g_00225
OG0001028	Syas.g_02405	Praf.g_00223
OG0001029	Syas.g_02403	Praf.g_00221
OG0001030	Syas.g_02384	Praf.g_02408
OG0001031	Syas.g_02293	Praf.g_02497
OG0001032	Syas.g_02290	Praf.g_02500
OG0001033	Syas.g_02239	Praf.g_02533
OG0001034	Syas.g_02556	Praf.g_00385
OG0001035	Syas.g_01704	Praf.g_02243
OG0001036	Syas.g_01709	Praf.g_02247
OG0001037	Syas.g_01711	Praf.g_02249
OG0001038	Syas.g_01751	Praf.g_02277
OG0001039	Syas.g_01754	Praf.g_02280
OG0001041	Syas.g_01761	Praf.g_02288
OG0001042	Syas.g_01821	Praf.g_02316
OG0001043	Syas.g_01817	Praf.g_02318
OG0001044	Syas.g_01542	Praf.g_02055
OG0001045	Syas.g_01529	Praf.g_02044
OG0001046	Syas.g_00532	Praf.g_00495
OG0001047	Syas.g_01494	Praf.g_01986
OG0001048	Syas.g_01493	Praf.g_01985
OG0001049	Syas.g_02742	Praf.g_01982
OG0001050	Syas.g_02743	Praf.g_01981
OG0001051	Syas.g_02744	Praf.g_01980
OG0001052	Syas.g_01337	Praf.g_01911
OG0001053	Syas.g_01250	Praf.g_00598
OG0001054	Syas.g_01231	Praf.g_00615
OG0001055	Syas.g_01210	Praf.g_00636
OG0001056	Syas.g_00068	Praf.g_00665
OG0001057	Syas.g_00763	Praf.g_00675
OG0001058	Syas.g_00787	Praf.g_00689
OG0001059	Syas.g_00791	Praf.g_00693
OG0001060	Syas.g_00797	Praf.g_00700
OG0001061	Syas.g_00816	Praf.g_00717
OG0001062	Syas.g_00819	Praf.g_00719
OG0001063	Syas.g_00830	Praf.g_00723
OG0001064	Syas.g_00831	Praf.g_00724
OG0001065	Syas.g_00832	Praf.g_00725
OG0001066	Syas.g_00833	Praf.g_00726
OG0001067	Syas.g_00834	Praf.g_00728
OG0001068	Syas.g_00835	Praf.g_00729
OG0001069	Syas.g_00836	Praf.g_00730
OG0001070	Syas.g_00840	Praf.g_00734
OG0001071	Syas.g_00841	Praf.g_00735
OG0001072	Syas.g_00844	Praf.g_00738
OG0001073	Syas.g_00855	Praf.g_00758
OG0001074	Syas.g_00157	Praf.g_01659
OG0001075	Syas.g_00163	Praf.g_01661
OG0001076	Syas.g_00113	Praf.g_01669
OG0001077	Syas.g_00101	Praf.g_01680
OG0001078	Syas.g_00745	Praf.g_01693
OG0001079	Syas.g_00729	Praf.g_01713
OG0001080	Syas.g_00717	Praf.g_01722
OG0001081	Syas.g_00715	Praf.g_01728
OG0001082	Syas.g_00714	Praf.g_01729
OG0001083	Syas.g_00707	Praf.g_01737
OG0001084	Syas.g_00706	Praf.g_01738
OG0001085	Syas.g_00693	Praf.g_01749
OG0001086	Syas.g_00691	Praf.g_01751
OG0001087	Syas.g_00071	Praf.g_01225
OG0001088	Syas.g_01060	Praf.g_01221
OG0001089	Syas.g_01039	Praf.g_01124
OG0001090	Syas.g_00980	Praf.g_01303
OG0001091	Syas.g_00979	Praf.g_01305
OG0001092	Syas.g_00178	Praf.g_01307
OG0001093	Syas.g_00184	Praf.g_01311
OG0001095	Syas.g_00582	Praf.g_01543
OG0001097	Syas.g_00243	Praf.g_01602
OG0001098	Syas.g_00880	Praf.g_01444
OG0001099	Syas.g_02404	Praf.g_00222
OG0001100	Syas.g_00682	Praf.g_01454
OG0001101	Syas.g_00680	Praf.g_01455
OG0001102	Syas.g_00677	Praf.g_01458
OG0001103	Syas.g_00675	Praf.g_01460
OG0001104	Syas.g_00620	Praf.g_01511
OG0001105	Syas.g_00617	Praf.g_01506
OG0001106	Syas.g_00447	Praf.g_01404
OG0001107	Syas.g_00459	Praf.g_01394
OG0001108	Syas.g_00494	Praf.g_01387
OG0001109	Syas.g_00496	Praf.g_01385
OG0001110	Syas.g_00498	Praf.g_01382
OG0001111	Syas.g_00500	Praf.g_01380
OG0001112	Syas.g_00503	Praf.g_01378
OG0001113	Syas.g_00504	Praf.g_01377
OG0001114	Syas.g_00505	Praf.g_01376
OG0001115	Syas.g_00527	Praf.g_01374
OG0001116	Syas.g_00529	Praf.g_01372
OG0001117	Syas.g_00530	Praf.g_01371
OG0001118	Syas.g_00531	Praf.g_01370
OG0001119	Syas.g_00533	Praf.g_01369
OG0001120	Syas.g_00539	Praf.g_01366
OG0001122	Syas.g_00222	Praf.g_01340
OG0001123	Syas.g_00214	Praf.g_01333
OG0001124	Syas.g_00212	Praf.g_01331
OG0001125	Syas.g_00210	Praf.g_01329
OG0001126	Syas.g_00991	Praf.g_01287
OG0001127	Syas.g_00992	Praf.g_01286
OG0001128	Syas.g_00995	Praf.g_01283
OG0001129	Syas.g_00997	Praf.g_01281
OG0001130	Syas.g_00998	Praf.g_01280
OG0001131	Syas.g_01401	Praf.g_01296
OG0001132	Syas.g_00525	Praf.g_01652
OG0001133	Syas.g_00109	Praf.g_01671
OG0001136	Syas.g_01187	Praf.g_00852
OG0001138	Syas.g_01114	Praf.g_00923
OG0001139	Syas.g_01112	Praf.g_00925
OG0001140	Syas.g_01111	Praf.g_00926
OG0001141	Syas.g_01110	Praf.g_00927
OG0001142	Syas.g_01109	Praf.g_00928
OG0001143	Syas.g_01092	Praf.g_00912
OG0001144	Syas.g_01084	Praf.g_00904
OG0001145	Syas.g_02867	Praf.g_00806
OG0001146	Syas.g_02846	Praf.g_00790
OG0001147	Syas.g_01329	Praf.g_01897
OG0001148	Syas.g_01263	Praf.g_00582
OG0001149	Syas.g_01264	Praf.g_00581
OG0001150	Syas.g_01265	Praf.g_00580
OG0001151	Syas.g_01366	Praf.g_00568
OG0001152	Syas.g_01367	Praf.g_00567
OG0001153	Syas.g_01301	Praf.g_01842
OG0001154	Syas.g_01302	Praf.g_01843
OG0001155	Syas.g_01478	Praf.g_00540
OG0001156	Syas.g_01489	Praf.g_00537
OG0001157	Syas.g_01490	Praf.g_01653
OG0001158	Syas.g_01491	Praf.g_00536
OG0001159	Syas.g_01492	Praf.g_00535
OG0001160	Syas.g_02705	Praf.g_00504
OG0001161	Syas.g_02030	Praf.g_01650
OG0001162	Syas.g_02473	Praf.g_01145
OG0001163	Syas.g_02697	Praf.g_00492
OG0001164	Syas.g_02691	Praf.g_00487
OG0001165	Syas.g_02686	Praf.g_00484
OG0001166	Syas.g_02658	Praf.g_00459
OG0001167	Syas.g_01046	Praf.g_00437
OG0001168	Syas.g_02597	Praf.g_00435
OG0001169	Syas.g_02595	Praf.g_00433
OG0001170	Syas.g_02593	Praf.g_00431
OG0001171	Syas.g_02580	Praf.g_00421
OG0001172	Syas.g_01665	Praf.g_02197
OG0001173	Syas.g_01664	Praf.g_02196
OG0001174	Syas.g_01656	Praf.g_02188
OG0001175	Syas.g_01655	Praf.g_02187
OG0001176	Syas.g_01638	Praf.g_02171
OG0001177	Syas.g_01640	Praf.g_02173
OG0001178	Syas.g_02676	Praf.g_00474
OG0001179	Syas.g_01608	Praf.g_02137
OG0001180	Syas.g_01583	Praf.g_02109
OG0001181	Syas.g_01579	Praf.g_02105
OG0001182	Syas.g_01571	Praf.g_02096
OG0001183	Syas.g_01564	Praf.g_02081
OG0001184	Syas.g_02188	Praf.g_02391
OG0001185	Syas.g_02162	Praf.g_00184
OG0001186	Syas.g_02113	Praf.g_00091
OG0001187	Syas.g_02111	Praf.g_00088
OG0001189	Syas.g_02089	Praf.g_00058
OG0001190	Syas.g_01881	Praf.g_02656
OG0001191	Syas.g_01900	Praf.g_02669
