Orthogroup	Syas	Pram
OG0000607	Syas.g_00713	Pram.g_01053
OG0000608	Syas.g_00712	Pram.g_01052
OG0000609	Syas.g_00710	Pram.g_01051
OG0000610	Syas.g_00702	Pram.g_01045
OG0000611	Syas.g_00699	Pram.g_01042
OG0000612	Syas.g_00698	Pram.g_01041
OG0000613	Syas.g_01825	Pram.g_00763
OG0000614	Syas.g_01044	Pram.g_00784
OG0000615	Syas.g_00650	Pram.g_00795
OG0000616	Syas.g_02011	Pram.g_01927
OG0000617	Syas.g_00180	Pram.g_01024
OG0000618	Syas.g_00181	Pram.g_01023
OG0000619	Syas.g_00182	Pram.g_01022
OG0000620	Syas.g_00188	Pram.g_01019
OG0000621	Syas.g_00189	Pram.g_01018
OG0000622	Syas.g_00190	Pram.g_01017
OG0000623	Syas.g_00191	Pram.g_01016
OG0000624	Syas.g_00192	Pram.g_01014
OG0000625	Syas.g_00193	Pram.g_01013
OG0000626	Syas.g_00194	Pram.g_01012
OG0000627	Syas.g_00372	Pram.g_01011
OG0000628	Syas.g_00373	Pram.g_01010
OG0000629	Syas.g_00376	Pram.g_01008
OG0000630	Syas.g_00397	Pram.g_01005
OG0000631	Syas.g_00405	Pram.g_00913
OG0000632	Syas.g_00406	Pram.g_00914
OG0000633	Syas.g_00407	Pram.g_00915
OG0000634	Syas.g_00600	Pram.g_00805
OG0000635	Syas.g_00599	Pram.g_00806
OG0000636	Syas.g_00597	Pram.g_00808
OG0000637	Syas.g_00595	Pram.g_00810
OG0000638	Syas.g_00594	Pram.g_00811
OG0000639	Syas.g_00593	Pram.g_00812
OG0000640	Syas.g_00592	Pram.g_00813
OG0000641	Syas.g_00587	Pram.g_00817
OG0000642	Syas.g_00586	Pram.g_00818
OG0000643	Syas.g_00585	Pram.g_00819
OG0000644	Syas.g_00584	Pram.g_00820
OG0000645	Syas.g_00583	Pram.g_00821
OG0000646	Syas.g_00580	Pram.g_00823
OG0000647	Syas.g_00578	Pram.g_00825
OG0000648	Syas.g_00576	Pram.g_00827
OG0000649	Syas.g_00575	Pram.g_00828
OG0000650	Syas.g_00574	Pram.g_00829
OG0000651	Syas.g_00573	Pram.g_00830
OG0000652	Syas.g_00572	Pram.g_00831
OG0000653	Syas.g_00570	Pram.g_00833
OG0000654	Syas.g_00569	Pram.g_00834
OG0000655	Syas.g_00568	Pram.g_00835
OG0000656	Syas.g_00565	Pram.g_00838
OG0000657	Syas.g_00232	Pram.g_00845
OG0000658	Syas.g_00235	Pram.g_00847
OG0000659	Syas.g_00236	Pram.g_00848
OG0000660	Syas.g_00240	Pram.g_00852
OG0000661	Syas.g_00242	Pram.g_00854
OG0000662	Syas.g_00281	Pram.g_00857
OG0000663	Syas.g_00284	Pram.g_00859
OG0000664	Syas.g_00287	Pram.g_00860
OG0000665	Syas.g_00385	Pram.g_00866
OG0000666	Syas.g_01362	Pram.g_00867
OG0000667	Syas.g_00088	Pram.g_00872
OG0000668	Syas.g_00221	Pram.g_00713
OG0000669	Syas.g_00684	Pram.g_00724
OG0000670	Syas.g_00681	Pram.g_00727
OG0000671	Syas.g_00679	Pram.g_00729
OG0000672	Syas.g_00676	Pram.g_00732
OG0000673	Syas.g_00673	Pram.g_00735
OG0000674	Syas.g_00671	Pram.g_00737
OG0000675	Syas.g_00670	Pram.g_00738
OG0000676	Syas.g_00668	Pram.g_00740
OG0000677	Syas.g_00667	Pram.g_00741
OG0000678	Syas.g_00660	Pram.g_00743
OG0000679	Syas.g_00629	Pram.g_00747
OG0000680	Syas.g_00628	Pram.g_00748
OG0000681	Syas.g_00625	Pram.g_00751
OG0000682	Syas.g_00624	Pram.g_00752
OG0000683	Syas.g_00623	Pram.g_00753
OG0000684	Syas.g_00621	Pram.g_00754
OG0000685	Syas.g_00187	Pram.g_00756
OG0000686	Syas.g_00619	Pram.g_00757
OG0000687	Syas.g_00618	Pram.g_00758
OG0000688	Syas.g_00612	Pram.g_01036
OG0000689	Syas.g_00610	Pram.g_01035
OG0000690	Syas.g_00609	Pram.g_01034
OG0000691	Syas.g_00608	Pram.g_01033
OG0000692	Syas.g_00606	Pram.g_01031
OG0000693	Syas.g_00604	Pram.g_01030
OG0000694	Syas.g_00603	Pram.g_01029
OG0000695	Syas.g_00410	Pram.g_00917
OG0000696	Syas.g_00411	Pram.g_00918
OG0000697	Syas.g_00413	Pram.g_00919
OG0000698	Syas.g_00417	Pram.g_00922
OG0000699	Syas.g_00419	Pram.g_00923
OG0000700	Syas.g_00420	Pram.g_00924
OG0000701	Syas.g_00421	Pram.g_00925
OG0000702	Syas.g_00437	Pram.g_00927
OG0000703	Syas.g_00438	Pram.g_00928
OG0000704	Syas.g_00446	Pram.g_00930
OG0000705	Syas.g_00453	Pram.g_00936
OG0000706	Syas.g_00454	Pram.g_00937
OG0000707	Syas.g_00455	Pram.g_00938
OG0000708	Syas.g_00458	Pram.g_00940
OG0000709	Syas.g_00466	Pram.g_00944
OG0000710	Syas.g_00497	Pram.g_00947
OG0000711	Syas.g_00546	Pram.g_00963
OG0000712	Syas.g_00548	Pram.g_00964
OG0000713	Syas.g_00549	Pram.g_00965
OG0000714	Syas.g_00551	Pram.g_00966
OG0000715	Syas.g_00553	Pram.g_00968
OG0000716	Syas.g_00556	Pram.g_00970
OG0000717	Syas.g_00557	Pram.g_00971
OG0000718	Syas.g_00561	Pram.g_00973
OG0000719	Syas.g_00223	Pram.g_00975
OG0000720	Syas.g_00209	Pram.g_00986
OG0000721	Syas.g_00207	Pram.g_00990
OG0000722	Syas.g_00206	Pram.g_00991
OG0000723	Syas.g_00196	Pram.g_00995
OG0000724	Syas.g_00999	Pram.g_00893
OG0000725	Syas.g_01024	Pram.g_00887
OG0000726	Syas.g_01025	Pram.g_00886
OG0000727	Syas.g_01026	Pram.g_00885
OG0000728	Syas.g_01028	Pram.g_00883
OG0000729	Syas.g_02145	Pram.g_01208
OG0000730	Syas.g_01544	Pram.g_01182
OG0000731	Syas.g_01532	Pram.g_00335
OG0000733	Syas.g_00096	Pram.g_01547
OG0000734	Syas.g_02414	Pram.g_01156
OG0000735	Syas.g_01201	Pram.g_01154
OG0000736	Syas.g_01200	Pram.g_01153
OG0000737	Syas.g_01199	Pram.g_01152
OG0000738	Syas.g_01193	Pram.g_01148
OG0000739	Syas.g_01192	Pram.g_01147
OG0000740	Syas.g_01191	Pram.g_01146
OG0000741	Syas.g_01188	Pram.g_01144
OG0000742	Syas.g_01185	Pram.g_01141
OG0000743	Syas.g_01182	Pram.g_01139
OG0000744	Syas.g_01181	Pram.g_01137
OG0000745	Syas.g_01178	Pram.g_01136
OG0000746	Syas.g_01176	Pram.g_01134
OG0000747	Syas.g_01174	Pram.g_01133
OG0000748	Syas.g_01146	Pram.g_01129
OG0000749	Syas.g_01144	Pram.g_01128
OG0000750	Syas.g_01143	Pram.g_01127
OG0000751	Syas.g_01138	Pram.g_01124
OG0000752	Syas.g_01136	Pram.g_01122
OG0000753	Syas.g_01133	Pram.g_01119
OG0000754	Syas.g_01128	Pram.g_01117
OG0000755	Syas.g_01117	Pram.g_01111
OG0000756	Syas.g_01116	Pram.g_01110
OG0000757	Syas.g_01108	Pram.g_01103
OG0000758	Syas.g_01107	Pram.g_01102
OG0000759	Syas.g_01106	Pram.g_01101
OG0000760	Syas.g_01105	Pram.g_01100
OG0000761	Syas.g_01104	Pram.g_01099
OG0000762	Syas.g_01102	Pram.g_01098
OG0000763	Syas.g_01091	Pram.g_01096
OG0000764	Syas.g_01090	Pram.g_01095
OG0000765	Syas.g_01076	Pram.g_01087
OG0000766	Syas.g_01075	Pram.g_01086
OG0000767	Syas.g_01073	Pram.g_01084
OG0000768	Syas.g_01072	Pram.g_01083
OG0000769	Syas.g_01070	Pram.g_01081
OG0000770	Syas.g_01067	Pram.g_00570
OG0000771	Syas.g_00993	Pram.g_01254
OG0000772	Syas.g_01461	Pram.g_01569
OG0000773	Syas.g_00002	Pram.g_01221
OG0000774	Syas.g_02862	Pram.g_01223
OG0000775	Syas.g_02860	Pram.g_01225
OG0000776	Syas.g_02859	Pram.g_01226
OG0000777	Syas.g_02858	Pram.g_01227
OG0000778	Syas.g_02857	Pram.g_01228
OG0000779	Syas.g_02852	Pram.g_01232
OG0000780	Syas.g_02847	Pram.g_01233
OG0000781	Syas.g_02842	Pram.g_01236
OG0000782	Syas.g_02841	Pram.g_01237
OG0000783	Syas.g_02840	Pram.g_01238
OG0000784	Syas.g_02839	Pram.g_01239
OG0000785	Syas.g_02837	Pram.g_01241
OG0000786	Syas.g_02833	Pram.g_01244
OG0000787	Syas.g_02832	Pram.g_01245
OG0000788	Syas.g_00782	Pram.g_01271
OG0000789	Syas.g_01507	Pram.g_01281
OG0000790	Syas.g_01266	Pram.g_01463
OG0000791	Syas.g_01268	Pram.g_01461
OG0000792	Syas.g_01269	Pram.g_01460
OG0000793	Syas.g_01359	Pram.g_01456
OG0000794	Syas.g_01361	Pram.g_01455
OG0000795	Syas.g_01363	Pram.g_01454
OG0000796	Syas.g_01368	Pram.g_01450
OG0000797	Syas.g_01369	Pram.g_01449
OG0000798	Syas.g_01750	Pram.g_01444
OG0000798	Syas.g_02134	Pram.g_01415
OG0000799	Syas.g_02789	Pram.g_01398
OG0000800	Syas.g_02790	Pram.g_01397
OG0000801	Syas.g_02791	Pram.g_01396
OG0000802	Syas.g_02797	Pram.g_01394
OG0000803	Syas.g_02800	Pram.g_01392
OG0000804	Syas.g_02803	Pram.g_01391
OG0000805	Syas.g_02805	Pram.g_01389
OG0000806	Syas.g_02807	Pram.g_01387
OG0000807	Syas.g_02808	Pram.g_01386
OG0000808	Syas.g_02809	Pram.g_01385
OG0000809	Syas.g_02811	Pram.g_01383
OG0000810	Syas.g_02813	Pram.g_01382
OG0000811	Syas.g_02822	Pram.g_01375
OG0000812	Syas.g_02824	Pram.g_01373
OG0000813	Syas.g_02825	Pram.g_01372
OG0000814	Syas.g_02827	Pram.g_01370
OG0000815	Syas.g_02829	Pram.g_01369
OG0000816	Syas.g_02831	Pram.g_01367
OG0000817	Syas.g_02753	Pram.g_01366
OG0000818	Syas.g_01282	Pram.g_01361
OG0000819	Syas.g_01283	Pram.g_01360
OG0000820	Syas.g_01284	Pram.g_01359
OG0000821	Syas.g_01289	Pram.g_01355
OG0000822	Syas.g_01291	Pram.g_01354
OG0000823	Syas.g_01292	Pram.g_01353
OG0000824	Syas.g_01297	Pram.g_01350
OG0000825	Syas.g_01298	Pram.g_01349
OG0000826	Syas.g_01299	Pram.g_01348
OG0000827	Syas.g_01300	Pram.g_01347
OG0000828	Syas.g_01303	Pram.g_01344
OG0000829	Syas.g_01304	Pram.g_01343
OG0000830	Syas.g_01305	Pram.g_01342
OG0000831	Syas.g_01308	Pram.g_01340
OG0000832	Syas.g_01476	Pram.g_01330
OG0000833	Syas.g_02738	Pram.g_01321
OG0000834	Syas.g_02737	Pram.g_01320
OG0000835	Syas.g_02736	Pram.g_01319
OG0000836	Syas.g_02732	Pram.g_01318
OG0000837	Syas.g_02731	Pram.g_01317
OG0000838	Syas.g_02727	Pram.g_01314
OG0000839	Syas.g_02726	Pram.g_01313
OG0000840	Syas.g_02725	Pram.g_01312
OG0000841	Syas.g_02724	Pram.g_01311
OG0000842	Syas.g_02723	Pram.g_01310
OG0000843	Syas.g_02722	Pram.g_01309
OG0000844	Syas.g_02720	Pram.g_01308
OG0000845	Syas.g_02719	Pram.g_01307
OG0000846	Syas.g_02718	Pram.g_01306
OG0000847	Syas.g_02717	Pram.g_01305
OG0000848	Syas.g_02715	Pram.g_01304
OG0000849	Syas.g_02714	Pram.g_01303
OG0000850	Syas.g_02711	Pram.g_01301
OG0000851	Syas.g_02708	Pram.g_01300
OG0000852	Syas.g_02707	Pram.g_01299
OG0000853	Syas.g_02703	Pram.g_01294
OG0000854	Syas.g_02701	Pram.g_01292
OG0000855	Syas.g_02700	Pram.g_01291
OG0000856	Syas.g_00103	Pram.g_00567
OG0000857	Syas.g_00579	Pram.g_00824
OG0000858	Syas.g_02693	Pram.g_01625
OG0000859	Syas.g_02692	Pram.g_01626
OG0000860	Syas.g_02679	Pram.g_01634
OG0000861	Syas.g_02678	Pram.g_01635
OG0000862	Syas.g_02677	Pram.g_01636
OG0000863	Syas.g_02675	Pram.g_01638
OG0000864	Syas.g_02674	Pram.g_01639
OG0000865	Syas.g_02673	Pram.g_01640
OG0000866	Syas.g_02672	Pram.g_01641
OG0000867	Syas.g_02671	Pram.g_01642
OG0000868	Syas.g_02667	Pram.g_01644
OG0000869	Syas.g_02662	Pram.g_01647
OG0000870	Syas.g_02657	Pram.g_01652
OG0000871	Syas.g_02656	Pram.g_01653
OG0000872	Syas.g_02650	Pram.g_01654
OG0000873	Syas.g_02647	Pram.g_01657
OG0000874	Syas.g_02645	Pram.g_01660
OG0000875	Syas.g_02644	Pram.g_01662
OG0000876	Syas.g_00280	Pram.g_01663
OG0000877	Syas.g_02603	Pram.g_01665
OG0000878	Syas.g_02602	Pram.g_01666
OG0000879	Syas.g_02601	Pram.g_01667
OG0000880	Syas.g_02600	Pram.g_01668
OG0000881	Syas.g_02596	Pram.g_01672
OG0000882	Syas.g_02591	Pram.g_01677
OG0000883	Syas.g_02586	Pram.g_01679
OG0000884	Syas.g_02584	Pram.g_01681
OG0000885	Syas.g_02583	Pram.g_01682
OG0000886	Syas.g_02582	Pram.g_01683
OG0000887	Syas.g_02581	Pram.g_01684
OG0000888	Syas.g_02579	Pram.g_01686
OG0000889	Syas.g_02577	Pram.g_01688
OG0000890	Syas.g_02574	Pram.g_01689
OG0000891	Syas.g_02573	Pram.g_01690
OG0000892	Syas.g_02571	Pram.g_01691
OG0000893	Syas.g_01677	Pram.g_01695
OG0000894	Syas.g_01667	Pram.g_01698
OG0000895	Syas.g_01663	Pram.g_01702
OG0000896	Syas.g_01662	Pram.g_01703
OG0000897	Syas.g_01660	Pram.g_01705
OG0000898	Syas.g_01659	Pram.g_01706
OG0000899	Syas.g_01658	Pram.g_01707
OG0000900	Syas.g_01657	Pram.g_01708
OG0000901	Syas.g_01652	Pram.g_01711
OG0000902	Syas.g_01651	Pram.g_01713
OG0000903	Syas.g_01637	Pram.g_01717
OG0000904	Syas.g_01642	Pram.g_01722
OG0000905	Syas.g_01647	Pram.g_01715
OG0000906	Syas.g_01649	Pram.g_01714
OG0000907	Syas.g_01635	Pram.g_01727
OG0000908	Syas.g_01632	Pram.g_01730
OG0000909	Syas.g_01631	Pram.g_01731
OG0000910	Syas.g_01630	Pram.g_01732
OG0000911	Syas.g_01628	Pram.g_01734
OG0000912	Syas.g_01627	Pram.g_01735
OG0000913	Syas.g_01626	Pram.g_01736
OG0000914	Syas.g_01625	Pram.g_01737
OG0000915	Syas.g_01623	Pram.g_01738
OG0000916	Syas.g_01622	Pram.g_01739
OG0000917	Syas.g_01621	Pram.g_01740
OG0000918	Syas.g_01620	Pram.g_01741
OG0000919	Syas.g_01619	Pram.g_01742
OG0000920	Syas.g_01618	Pram.g_01743
OG0000921	Syas.g_01617	Pram.g_01744
OG0000922	Syas.g_01616	Pram.g_01745
OG0000923	Syas.g_01612	Pram.g_01749
OG0000924	Syas.g_01611	Pram.g_01750
OG0000925	Syas.g_01610	Pram.g_01751
OG0000926	Syas.g_01609	Pram.g_01752
OG0000927	Syas.g_01607	Pram.g_01754
OG0000928	Syas.g_01606	Pram.g_01755
OG0000929	Syas.g_01605	Pram.g_01756
OG0000930	Syas.g_01604	Pram.g_01757
OG0000931	Syas.g_01603	Pram.g_01758
OG0000932	Syas.g_01602	Pram.g_01759
OG0000933	Syas.g_01596	Pram.g_01763
OG0000934	Syas.g_01594	Pram.g_01765
OG0000935	Syas.g_01593	Pram.g_01766
OG0000936	Syas.g_01592	Pram.g_01767
OG0000937	Syas.g_01591	Pram.g_01768
OG0000938	Syas.g_01588	Pram.g_01771
OG0000939	Syas.g_01587	Pram.g_01772
OG0000940	Syas.g_01580	Pram.g_01779
OG0000941	Syas.g_01578	Pram.g_01781
OG0000942	Syas.g_01576	Pram.g_01783
OG0000943	Syas.g_01575	Pram.g_01784
OG0000944	Syas.g_01573	Pram.g_01786
OG0000945	Syas.g_01572	Pram.g_01787
OG0000946	Syas.g_01565	Pram.g_01793
OG0000947	Syas.g_01562	Pram.g_01795
OG0000948	Syas.g_01561	Pram.g_01796
OG0000949	Syas.g_02213	Pram.g_01799
OG0000950	Syas.g_02197	Pram.g_01806
OG0000951	Syas.g_02190	Pram.g_01810
OG0000952	Syas.g_02186	Pram.g_01814
OG0000953	Syas.g_02182	Pram.g_01818
OG0000954	Syas.g_02174	Pram.g_01822
OG0000955	Syas.g_02173	Pram.g_01823
OG0000956	Syas.g_02171	Pram.g_01825
OG0000957	Syas.g_02158	Pram.g_01831
OG0000958	Syas.g_02157	Pram.g_01832
OG0000959	Syas.g_02154	Pram.g_01836
OG0000960	Syas.g_02153	Pram.g_01837
OG0000961	Syas.g_02345	Pram.g_01840
OG0000962	Syas.g_02146	Pram.g_01842
OG0000963	Syas.g_02143	Pram.g_01846
OG0000964	Syas.g_02142	Pram.g_01847
OG0000965	Syas.g_02141	Pram.g_01848
OG0000966	Syas.g_02112	Pram.g_01854
OG0000967	Syas.g_02108	Pram.g_01858
OG0000968	Syas.g_02106	Pram.g_01860
OG0000969	Syas.g_02104	Pram.g_01861
OG0000970	Syas.g_02103	Pram.g_01862
OG0000971	Syas.g_02101	Pram.g_01863
OG0000972	Syas.g_02100	Pram.g_01864
OG0000973	Syas.g_02099	Pram.g_01865
OG0000974	Syas.g_02098	Pram.g_01866
OG0000975	Syas.g_02097	Pram.g_01867
OG0000976	Syas.g_02096	Pram.g_01868
OG0000977	Syas.g_02094	Pram.g_01869
OG0000978	Syas.g_02093	Pram.g_01870
OG0000979	Syas.g_02090	Pram.g_01873
OG0000980	Syas.g_02087	Pram.g_01875
OG0000981	Syas.g_02084	Pram.g_01878
OG0000982	Syas.g_01882	Pram.g_01880
OG0000983	Syas.g_01883	Pram.g_01881
OG0000984	Syas.g_01884	Pram.g_01882
OG0000985	Syas.g_01888	Pram.g_01885
OG0000986	Syas.g_01891	Pram.g_01887
OG0000987	Syas.g_01897	Pram.g_01888
OG0000988	Syas.g_01902	Pram.g_01891
OG0000989	Syas.g_01908	Pram.g_01895
OG0000990	Syas.g_01937	Pram.g_01900
OG0000991	Syas.g_01939	Pram.g_01901
OG0000992	Syas.g_01943	Pram.g_01904
OG0000993	Syas.g_01945	Pram.g_01905
OG0000994	Syas.g_01948	Pram.g_01906
OG0000995	Syas.g_01955	Pram.g_01910
OG0000996	Syas.g_01977	Pram.g_01911
OG0000997	Syas.g_01993	Pram.g_01913
OG0000998	Syas.g_01995	Pram.g_01915
OG0000999	Syas.g_01996	Pram.g_01916
OG0001000	Syas.g_02000	Pram.g_01919
OG0001001	Syas.g_02006	Pram.g_01924
OG0001002	Syas.g_02014	Pram.g_01929
OG0001003	Syas.g_02016	Pram.g_01930
OG0001004	Syas.g_02017	Pram.g_01931
OG0001005	Syas.g_02018	Pram.g_01932
OG0001006	Syas.g_02032	Pram.g_01936
OG0001007	Syas.g_02034	Pram.g_01938
OG0001008	Syas.g_01496	Pram.g_00372
OG0001009	Syas.g_02065	Pram.g_00014
OG0001010	Syas.g_02066	Pram.g_00015
OG0001011	Syas.g_02068	Pram.g_00016
OG0001012	Syas.g_00152	Pram.g_00028
OG0001013	Syas.g_01866	Pram.g_00035
OG0001014	Syas.g_01857	Pram.g_00038
OG0001015	Syas.g_01856	Pram.g_00039
OG0001016	Syas.g_02517	Pram.g_00058
OG0001017	Syas.g_02511	Pram.g_00062
OG0001018	Syas.g_02509	Pram.g_00064
OG0001019	Syas.g_02469	Pram.g_00073
OG0001020	Syas.g_02443	Pram.g_00074
OG0001021	Syas.g_02437	Pram.g_00075
OG0001022	Syas.g_02434	Pram.g_00078
OG0001023	Syas.g_02433	Pram.g_00079
OG0001024	Syas.g_00135	Pram.g_00082
OG0001025	Syas.g_02424	Pram.g_00089
OG0001026	Syas.g_02412	Pram.g_00097
OG0001027	Syas.g_02408	Pram.g_00098
OG0001028	Syas.g_02405	Pram.g_00100
OG0001029	Syas.g_02403	Pram.g_00101
OG0001030	Syas.g_02384	Pram.g_00117
OG0001031	Syas.g_02293	Pram.g_00171
OG0001032	Syas.g_02290	Pram.g_00172
OG0001033	Syas.g_02239	Pram.g_00193
OG0001034	Syas.g_02556	Pram.g_00223
OG0001035	Syas.g_01704	Pram.g_00243
OG0001036	Syas.g_01709	Pram.g_00247
OG0001037	Syas.g_01711	Pram.g_00248
OG0001038	Syas.g_01751	Pram.g_00266
OG0001039	Syas.g_01754	Pram.g_00269
OG0001041	Syas.g_01761	Pram.g_00276
OG0001042	Syas.g_01821	Pram.g_00293
OG0001043	Syas.g_01817	Pram.g_00294
OG0001044	Syas.g_01542	Pram.g_00327
OG0001045	Syas.g_01529	Pram.g_00337
OG0001046	Syas.g_00532	Pram.g_01537
OG0001047	Syas.g_01494	Pram.g_00374
OG0001048	Syas.g_01493	Pram.g_00375
OG0001049	Syas.g_02742	Pram.g_00377
OG0001050	Syas.g_02743	Pram.g_00378
OG0001051	Syas.g_02744	Pram.g_00379
OG0001052	Syas.g_01337	Pram.g_00407
OG0001053	Syas.g_01250	Pram.g_00419
OG0001054	Syas.g_01231	Pram.g_00434
OG0001055	Syas.g_01210	Pram.g_00454
OG0001056	Syas.g_00068	Pram.g_00474
OG0001057	Syas.g_00763	Pram.g_00478
OG0001058	Syas.g_00787	Pram.g_00486
OG0001059	Syas.g_00791	Pram.g_00490
OG0001060	Syas.g_00797	Pram.g_00497
OG0001061	Syas.g_00816	Pram.g_00512
OG0001062	Syas.g_00819	Pram.g_00514
OG0001063	Syas.g_00830	Pram.g_00516
OG0001064	Syas.g_00831	Pram.g_00517
OG0001065	Syas.g_00832	Pram.g_00518
OG0001066	Syas.g_00833	Pram.g_00519
OG0001067	Syas.g_00834	Pram.g_00520
OG0001068	Syas.g_00835	Pram.g_00521
OG0001069	Syas.g_00836	Pram.g_00522
OG0001070	Syas.g_00840	Pram.g_00524
OG0001071	Syas.g_00841	Pram.g_00525
OG0001072	Syas.g_00844	Pram.g_00527
OG0001073	Syas.g_00855	Pram.g_00541
OG0001074	Syas.g_00157	Pram.g_00553
OG0001075	Syas.g_00163	Pram.g_00554
OG0001076	Syas.g_00113	Pram.g_00562
OG0001077	Syas.g_00101	Pram.g_00568
OG0001078	Syas.g_00745	Pram.g_01074
OG0001079	Syas.g_00729	Pram.g_01063
OG0001080	Syas.g_00717	Pram.g_01057
OG0001081	Syas.g_00715	Pram.g_01055
OG0001082	Syas.g_00714	Pram.g_01054
OG0001083	Syas.g_00707	Pram.g_01049
OG0001084	Syas.g_00706	Pram.g_01048
OG0001085	Syas.g_00693	Pram.g_00760
OG0001086	Syas.g_00691	Pram.g_00761
OG0001087	Syas.g_00071	Pram.g_00779
OG0001088	Syas.g_01060	Pram.g_00780
OG0001089	Syas.g_01039	Pram.g_00791
OG0001090	Syas.g_00980	Pram.g_00802
OG0001091	Syas.g_00979	Pram.g_01027
OG0001092	Syas.g_00178	Pram.g_01026
OG0001093	Syas.g_00184	Pram.g_01021
OG0001095	Syas.g_00582	Pram.g_00822
OG0001097	Syas.g_00243	Pram.g_00855
OG0001098	Syas.g_00880	Pram.g_00876
OG0001099	Syas.g_02404	Pram.g_00717
OG0001100	Syas.g_00682	Pram.g_00726
OG0001101	Syas.g_00680	Pram.g_00728
OG0001102	Syas.g_00677	Pram.g_00731
OG0001103	Syas.g_00675	Pram.g_00733
OG0001104	Syas.g_00620	Pram.g_00755
OG0001105	Syas.g_00617	Pram.g_00759
OG0001106	Syas.g_00447	Pram.g_00931
OG0001107	Syas.g_00459	Pram.g_00941
OG0001108	Syas.g_00494	Pram.g_00945
OG0001109	Syas.g_00496	Pram.g_00946
OG0001110	Syas.g_00498	Pram.g_00948
OG0001111	Syas.g_00500	Pram.g_00949
OG0001112	Syas.g_00503	Pram.g_00950
OG0001113	Syas.g_00504	Pram.g_00951
OG0001114	Syas.g_00505	Pram.g_00952
OG0001115	Syas.g_00527	Pram.g_00954
OG0001116	Syas.g_00529	Pram.g_00955
OG0001117	Syas.g_00530	Pram.g_00956
OG0001118	Syas.g_00531	Pram.g_00957
OG0001119	Syas.g_00533	Pram.g_00958
OG0001120	Syas.g_00539	Pram.g_00959
OG0001122	Syas.g_00222	Pram.g_00976
OG0001123	Syas.g_00214	Pram.g_00981
OG0001124	Syas.g_00212	Pram.g_00983
OG0001125	Syas.g_00210	Pram.g_00985
OG0001126	Syas.g_00991	Pram.g_00899
OG0001127	Syas.g_00992	Pram.g_00898
OG0001128	Syas.g_00995	Pram.g_00896
OG0001129	Syas.g_00997	Pram.g_00895
OG0001130	Syas.g_00998	Pram.g_00894
OG0001131	Syas.g_01401	Pram.g_00356
OG0001132	Syas.g_00525	Pram.g_00683
OG0001133	Syas.g_00109	Pram.g_01469
OG0001136	Syas.g_01187	Pram.g_01143
OG0001138	Syas.g_01114	Pram.g_01109
OG0001139	Syas.g_01112	Pram.g_01107
OG0001140	Syas.g_01111	Pram.g_01106
OG0001141	Syas.g_01110	Pram.g_01105
OG0001142	Syas.g_01109	Pram.g_01104
OG0001143	Syas.g_01092	Pram.g_01097
OG0001144	Syas.g_01084	Pram.g_01092
OG0001145	Syas.g_02867	Pram.g_01222
OG0001146	Syas.g_02846	Pram.g_01234
OG0001147	Syas.g_01329	Pram.g_01475
OG0001148	Syas.g_01263	Pram.g_01466
OG0001149	Syas.g_01264	Pram.g_01465
OG0001150	Syas.g_01265	Pram.g_01464
OG0001151	Syas.g_01366	Pram.g_01452
OG0001152	Syas.g_01367	Pram.g_01451
OG0001153	Syas.g_01301	Pram.g_01346
OG0001154	Syas.g_01302	Pram.g_01345
OG0001155	Syas.g_01478	Pram.g_01328
OG0001156	Syas.g_01489	Pram.g_01325
OG0001157	Syas.g_01490	Pram.g_01324
OG0001158	Syas.g_01491	Pram.g_01323
OG0001159	Syas.g_01492	Pram.g_01322
OG0001160	Syas.g_02705	Pram.g_01296
OG0001161	Syas.g_02030	Pram.g_01577
OG0001162	Syas.g_02473	Pram.g_01590
OG0001163	Syas.g_02697	Pram.g_01624
OG0001164	Syas.g_02691	Pram.g_01627
OG0001165	Syas.g_02686	Pram.g_01630
OG0001166	Syas.g_02658	Pram.g_01651
OG0001167	Syas.g_01046	Pram.g_01669
OG0001168	Syas.g_02597	Pram.g_01671
OG0001169	Syas.g_02595	Pram.g_01673
OG0001170	Syas.g_02593	Pram.g_01675
OG0001171	Syas.g_02580	Pram.g_01685
OG0001172	Syas.g_01665	Pram.g_01700
OG0001173	Syas.g_01664	Pram.g_01701
OG0001174	Syas.g_01656	Pram.g_01709
OG0001175	Syas.g_01655	Pram.g_01710
OG0001176	Syas.g_01638	Pram.g_01718
OG0001177	Syas.g_01640	Pram.g_01720
OG0001178	Syas.g_02676	Pram.g_01637
OG0001179	Syas.g_01608	Pram.g_01753
OG0001180	Syas.g_01583	Pram.g_01776
OG0001181	Syas.g_01579	Pram.g_01780
OG0001182	Syas.g_01571	Pram.g_01788
OG0001183	Syas.g_01564	Pram.g_01794
OG0001184	Syas.g_02188	Pram.g_01812
OG0001185	Syas.g_02162	Pram.g_01828
OG0001186	Syas.g_02113	Pram.g_01852
OG0001187	Syas.g_02111	Pram.g_01855
OG0001189	Syas.g_02089	Pram.g_01874
OG0001190	Syas.g_01881	Pram.g_01879
OG0001191	Syas.g_01900	Pram.g_01889
OG0001193	Syas.g_01952	Pram.g_01907
OG0001194	Syas.g_01953	Pram.g_01908
OG0001195	Syas.g_01954	Pram.g_01909
OG0001196	Syas.g_02010	Pram.g_01926
OG0001197	Syas.g_02012	Pram.g_01928
