Orthogroup	Pras	Syag
OG0000579	Pras.g_01478	Syag.g_00340
OG0000580	Pras.g_01479	Syag.g_00341
OG0000581	Pras.g_01481	Syag.g_00348
OG0000582	Pras.g_01484	Syag.g_00353
OG0000583	Pras.g_01485	Syag.g_00354
OG0000584	Pras.g_01486	Syag.g_00355
OG0000585	Pras.g_01488	Syag.g_00357
OG0000586	Pras.g_01489	Syag.g_00358
OG0000587	Pras.g_01490	Syag.g_00360
OG0000588	Pras.g_01494	Syag.g_00371
OG0000589	Pras.g_01497	Syag.g_00375
OG0000590	Pras.g_01498	Syag.g_00376
OG0000591	Pras.g_01501	Syag.g_00383
OG0000592	Pras.g_01502	Syag.g_00384
OG0000593	Pras.g_01508	Syag.g_00406
OG0000594	Pras.g_01509	Syag.g_00407
OG0000595	Pras.g_01510	Syag.g_00408
OG0000596	Pras.g_01514	Syag.g_00413
OG0000597	Pras.g_01516	Syag.g_00416
OG0000598	Pras.g_01517	Syag.g_00417
OG0000599	Pras.g_01520	Syag.g_00424
OG0000600	Pras.g_01521	Syag.g_00425
OG0000601	Pras.g_01522	Syag.g_00426
OG0000602	Pras.g_01524	Syag.g_00431
OG0000603	Pras.g_01525	Syag.g_00432
OG0000604	Pras.g_01526	Syag.g_00434
OG0000605	Pras.g_01527	Syag.g_00522
OG0000606	Pras.g_01530	Syag.g_00550
OG0000607	Pras.g_01533	Syag.g_00553
OG0000608	Pras.g_01534	Syag.g_00554
OG0000609	Pras.g_01535	Syag.g_00556
OG0000610	Pras.g_01540	Syag.g_00580
OG0000611	Pras.g_01543	Syag.g_00583
OG0000612	Pras.g_01544	Syag.g_00584
OG0000613	Pras.g_01549	Syag.g_02533
OG0000614	Pras.g_01568	Syag.g_01004
OG0000615	Pras.g_01576	Syag.g_00630
OG0000616	Pras.g_01580	Syag.g_02255
OG0000617	Pras.g_01612	Syag.g_00915
OG0000618	Pras.g_01613	Syag.g_00914
OG0000619	Pras.g_01614	Syag.g_00913
OG0000620	Pras.g_01617	Syag.g_00906
OG0000621	Pras.g_01618	Syag.g_00905
OG0000622	Pras.g_01619	Syag.g_00904
OG0000623	Pras.g_01620	Syag.g_00903
OG0000624	Pras.g_01621	Syag.g_00901
OG0000625	Pras.g_01622	Syag.g_00900
OG0000626	Pras.g_01623	Syag.g_00899
OG0000627	Pras.g_01624	Syag.g_00756
OG0000628	Pras.g_01625	Syag.g_00757
OG0000629	Pras.g_01626	Syag.g_00761
OG0000630	Pras.g_01629	Syag.g_00765
OG0000631	Pras.g_01692	Syag.g_00772
OG0000632	Pras.g_01693	Syag.g_00773
OG0000633	Pras.g_01694	Syag.g_00774
OG0000634	Pras.g_01697	Syag.g_00663
OG0000635	Pras.g_01698	Syag.g_00664
OG0000636	Pras.g_01700	Syag.g_00666
OG0000637	Pras.g_01702	Syag.g_00668
OG0000638	Pras.g_01703	Syag.g_00669
OG0000639	Pras.g_01704	Syag.g_00670
OG0000640	Pras.g_01705	Syag.g_00671
OG0000641	Pras.g_01709	Syag.g_00675
OG0000642	Pras.g_01710	Syag.g_00676
OG0000643	Pras.g_01711	Syag.g_00677
OG0000644	Pras.g_01712	Syag.g_00678
OG0000645	Pras.g_01713	Syag.g_00680
OG0000646	Pras.g_01715	Syag.g_00683
OG0000647	Pras.g_01716	Syag.g_00685
OG0000648	Pras.g_01718	Syag.g_00694
OG0000649	Pras.g_01719	Syag.g_00695
OG0000650	Pras.g_01720	Syag.g_00696
OG0000651	Pras.g_01721	Syag.g_00697
OG0000652	Pras.g_01722	Syag.g_00698
OG0000653	Pras.g_01724	Syag.g_00700
OG0000654	Pras.g_01725	Syag.g_00701
OG0000655	Pras.g_01726	Syag.g_00702
OG0000656	Pras.g_01729	Syag.g_00705
OG0000657	Pras.g_01736	Syag.g_00719
OG0000658	Pras.g_01737	Syag.g_00721
OG0000659	Pras.g_01738	Syag.g_00722
OG0000660	Pras.g_01742	Syag.g_00726
OG0000661	Pras.g_01744	Syag.g_00728
OG0000662	Pras.g_01746	Syag.g_00730
OG0000663	Pras.g_01748	Syag.g_00733
OG0000664	Pras.g_01749	Syag.g_00734
OG0000665	Pras.g_01753	Syag.g_00456
OG0000666	Pras.g_01754	Syag.g_00445
OG0000667	Pras.g_01758	Syag.g_00574
OG0000668	Pras.g_01788	Syag.g_00868
OG0000669	Pras.g_01792	Syag.g_00600
OG0000670	Pras.g_01794	Syag.g_00399
OG0000671	Pras.g_01796	Syag.g_00604
OG0000672	Pras.g_01799	Syag.g_00607
OG0000673	Pras.g_01802	Syag.g_00610
OG0000674	Pras.g_01804	Syag.g_00612
OG0000675	Pras.g_01805	Syag.g_00613
OG0000676	Pras.g_01807	Syag.g_00615
OG0000677	Pras.g_01808	Syag.g_00616
OG0000678	Pras.g_01810	Syag.g_00622
OG0000679	Pras.g_01814	Syag.g_00633
OG0000680	Pras.g_01815	Syag.g_00634
OG0000681	Pras.g_01818	Syag.g_00637
OG0000682	Pras.g_01819	Syag.g_00638
OG0000683	Pras.g_01820	Syag.g_00639
OG0000684	Pras.g_01821	Syag.g_00641
OG0000685	Pras.g_01823	Syag.g_00643
OG0000686	Pras.g_01824	Syag.g_00644
OG0000687	Pras.g_01825	Syag.g_00645
OG0000688	Pras.g_01828	Syag.g_00651
OG0000689	Pras.g_01829	Syag.g_00653
OG0000690	Pras.g_01830	Syag.g_00654
OG0000691	Pras.g_01831	Syag.g_00655
OG0000692	Pras.g_01833	Syag.g_00656
OG0000693	Pras.g_01834	Syag.g_00658
OG0000694	Pras.g_01835	Syag.g_00659
OG0000695	Pras.g_01837	Syag.g_00776
OG0000696	Pras.g_01838	Syag.g_00777
OG0000697	Pras.g_01839	Syag.g_00778
OG0000698	Pras.g_01842	Syag.g_00781
OG0000699	Pras.g_01843	Syag.g_00782
OG0000700	Pras.g_01844	Syag.g_00783
OG0000701	Pras.g_01845	Syag.g_00784
OG0000702	Pras.g_01847	Syag.g_00792
OG0000703	Pras.g_01848	Syag.g_00793
OG0000704	Pras.g_01849	Syag.g_00795
OG0000705	Pras.g_01853	Syag.g_00802
OG0000706	Pras.g_01854	Syag.g_00803
OG0000707	Pras.g_01855	Syag.g_00804
OG0000708	Pras.g_01856	Syag.g_00807
OG0000709	Pras.g_01860	Syag.g_00816
OG0000710	Pras.g_01863	Syag.g_00820
OG0000711	Pras.g_01881	Syag.g_00848
OG0000712	Pras.g_01883	Syag.g_00850
OG0000713	Pras.g_01884	Syag.g_00851
OG0000714	Pras.g_01885	Syag.g_00853
OG0000715	Pras.g_01887	Syag.g_00855
OG0000716	Pras.g_01889	Syag.g_00859
OG0000717	Pras.g_01890	Syag.g_00860
OG0000718	Pras.g_01903	Syag.g_00864
OG0000719	Pras.g_01905	Syag.g_00866
OG0000720	Pras.g_01914	Syag.g_00880
OG0000721	Pras.g_01916	Syag.g_00882
OG0000722	Pras.g_01917	Syag.g_00883
OG0000723	Pras.g_01920	Syag.g_00897
OG0000724	Pras.g_01929	Syag.g_00967
OG0000725	Pras.g_01935	Syag.g_00978
OG0000726	Pras.g_01936	Syag.g_00979
OG0000727	Pras.g_01937	Syag.g_00980
OG0000728	Pras.g_01939	Syag.g_00982
OG0000729	Pras.g_01984	Syag.g_02376
OG0000730	Pras.g_01988	Syag.g_02840
OG0000731	Pras.g_01992	Syag.g_02853
OG0000732	Pras.g_00003	Syag.g_02331
OG0000733	Pras.g_00024	Syag.g_00145
OG0000734	Pras.g_00041	Syag.g_01892
OG0000735	Pras.g_00043	Syag.g_01159
OG0000736	Pras.g_00044	Syag.g_01158
OG0000737	Pras.g_00045	Syag.g_01157
OG0000738	Pras.g_00049	Syag.g_01152
OG0000739	Pras.g_00050	Syag.g_01149
OG0000740	Pras.g_00051	Syag.g_01148
OG0000741	Pras.g_00052	Syag.g_01145
OG0000742	Pras.g_00055	Syag.g_01142
OG0000743	Pras.g_00057	Syag.g_01140
OG0000744	Pras.g_00058	Syag.g_01139
OG0000745	Pras.g_00059	Syag.g_01137
OG0000746	Pras.g_00061	Syag.g_01135
OG0000747	Pras.g_00062	Syag.g_01134
OG0000748	Pras.g_00065	Syag.g_01122
OG0000749	Pras.g_00066	Syag.g_01121
OG0000750	Pras.g_00067	Syag.g_01120
OG0000751	Pras.g_00069	Syag.g_01114
OG0000752	Pras.g_00071	Syag.g_01112
OG0000753	Pras.g_00074	Syag.g_01109
OG0000754	Pras.g_00077	Syag.g_01103
OG0000755	Pras.g_00080	Syag.g_01092
OG0000756	Pras.g_00081	Syag.g_01091
OG0000757	Pras.g_00087	Syag.g_01084
OG0000758	Pras.g_00088	Syag.g_01083
OG0000759	Pras.g_00089	Syag.g_01082
OG0000760	Pras.g_00090	Syag.g_01081
OG0000761	Pras.g_00091	Syag.g_01080
OG0000762	Pras.g_00092	Syag.g_01078
OG0000763	Pras.g_00094	Syag.g_01076
OG0000764	Pras.g_00095	Syag.g_01075
OG0000765	Pras.g_00105	Syag.g_01056
OG0000766	Pras.g_00106	Syag.g_01055
OG0000767	Pras.g_00108	Syag.g_01053
OG0000768	Pras.g_00109	Syag.g_01052
OG0000769	Pras.g_00111	Syag.g_01047
OG0000770	Pras.g_00113	Syag.g_01043
OG0000771	Pras.g_00122	Syag.g_00959
OG0000772	Pras.g_00178	Syag.g_02043
OG0000773	Pras.g_00199	Syag.g_01168
OG0000774	Pras.g_00201	Syag.g_01182
OG0000775	Pras.g_00204	Syag.g_01185
OG0000776	Pras.g_00205	Syag.g_01186
OG0000777	Pras.g_00206	Syag.g_01187
OG0000778	Pras.g_00207	Syag.g_01188
OG0000779	Pras.g_00211	Syag.g_01194
OG0000780	Pras.g_00212	Syag.g_01217
OG0000781	Pras.g_00214	Syag.g_01221
OG0000782	Pras.g_00216	Syag.g_01222
OG0000783	Pras.g_00217	Syag.g_01223
OG0000784	Pras.g_00218	Syag.g_01224
OG0000785	Pras.g_00220	Syag.g_01226
OG0000786	Pras.g_00223	Syag.g_01235
OG0000787	Pras.g_00224	Syag.g_01236
OG0000788	Pras.g_00237	Syag.g_00427
OG0000789	Pras.g_00240	Syag.g_00453
OG0000790	Pras.g_00255	Syag.g_01542
OG0000791	Pras.g_00257	Syag.g_01544
OG0000792	Pras.g_00258	Syag.g_01545
OG0000793	Pras.g_00261	Syag.g_01550
OG0000794	Pras.g_00262	Syag.g_01551
OG0000795	Pras.g_00263	Syag.g_01552
OG0000796	Pras.g_00267	Syag.g_01556
OG0000797	Pras.g_00268	Syag.g_01557
OG0000798	Pras.g_00286	Syag.g_02601
OG0000799	Pras.g_00332	Syag.g_01278
OG0000800	Pras.g_00333	Syag.g_01280
OG0000801	Pras.g_00334	Syag.g_01285
OG0000802	Pras.g_00336	Syag.g_01293
OG0000803	Pras.g_00338	Syag.g_01321
OG0000804	Pras.g_00339	Syag.g_01438
OG0000805	Pras.g_00341	Syag.g_01433
OG0000806	Pras.g_00343	Syag.g_01429
OG0000807	Pras.g_00344	Syag.g_01428
OG0000808	Pras.g_00345	Syag.g_01427
OG0000809	Pras.g_00348	Syag.g_01423
OG0000810	Pras.g_00349	Syag.g_01422
OG0000811	Pras.g_00353	Syag.g_01413
OG0000812	Pras.g_00355	Syag.g_01411
OG0000813	Pras.g_00356	Syag.g_01410
OG0000814	Pras.g_00358	Syag.g_01408
OG0000815	Pras.g_00359	Syag.g_01407
OG0000816	Pras.g_00361	Syag.g_01405
OG0000817	Pras.g_00362	Syag.g_01404
OG0000818	Pras.g_00367	Syag.g_01400
OG0000819	Pras.g_00368	Syag.g_01399
OG0000820	Pras.g_00369	Syag.g_01398
OG0000821	Pras.g_00373	Syag.g_01388
OG0000822	Pras.g_00374	Syag.g_01386
OG0000823	Pras.g_00375	Syag.g_01385
OG0000824	Pras.g_00378	Syag.g_01379
OG0000825	Pras.g_00379	Syag.g_01378
OG0000826	Pras.g_00380	Syag.g_01377
OG0000827	Pras.g_00381	Syag.g_01376
OG0000828	Pras.g_00385	Syag.g_01373
OG0000829	Pras.g_00386	Syag.g_01372
OG0000830	Pras.g_00387	Syag.g_01371
OG0000831	Pras.g_00389	Syag.g_01367
OG0000832	Pras.g_00395	Syag.g_01614
OG0000833	Pras.g_00405	Syag.g_01628
OG0000834	Pras.g_00406	Syag.g_01632
OG0000835	Pras.g_00407	Syag.g_01633
OG0000836	Pras.g_00408	Syag.g_01637
OG0000837	Pras.g_00409	Syag.g_01638
OG0000838	Pras.g_00411	Syag.g_01642
OG0000839	Pras.g_00412	Syag.g_01643
OG0000840	Pras.g_00413	Syag.g_01644
OG0000841	Pras.g_00414	Syag.g_01645
OG0000842	Pras.g_00415	Syag.g_01646
OG0000843	Pras.g_00416	Syag.g_01647
OG0000844	Pras.g_00417	Syag.g_01649
OG0000845	Pras.g_00418	Syag.g_01650
OG0000846	Pras.g_00419	Syag.g_01651
OG0000847	Pras.g_00420	Syag.g_01652
OG0000848	Pras.g_00421	Syag.g_01654
OG0000849	Pras.g_00422	Syag.g_01655
OG0000850	Pras.g_00424	Syag.g_01657
OG0000851	Pras.g_00425	Syag.g_01663
OG0000852	Pras.g_00426	Syag.g_01664
OG0000853	Pras.g_00430	Syag.g_01668
OG0000854	Pras.g_00432	Syag.g_01670
OG0000855	Pras.g_00433	Syag.g_01671
OG0000856	Pras.g_00448	Syag.g_00386
OG0000857	Pras.g_00473	Syag.g_00684
OG0000858	Pras.g_00544	Syag.g_01677
OG0000859	Pras.g_00545	Syag.g_01678
OG0000860	Pras.g_00552	Syag.g_01689
OG0000861	Pras.g_00553	Syag.g_01690
OG0000862	Pras.g_00554	Syag.g_01693
OG0000863	Pras.g_00556	Syag.g_01695
OG0000864	Pras.g_00557	Syag.g_01696
OG0000865	Pras.g_00558	Syag.g_01697
OG0000866	Pras.g_00559	Syag.g_01698
OG0000867	Pras.g_00560	Syag.g_01699
OG0000868	Pras.g_00561	Syag.g_01707
OG0000869	Pras.g_00565	Syag.g_01711
OG0000870	Pras.g_00570	Syag.g_01716
OG0000871	Pras.g_00571	Syag.g_01717
OG0000872	Pras.g_00572	Syag.g_01723
OG0000873	Pras.g_00575	Syag.g_01726
OG0000874	Pras.g_00578	Syag.g_01729
OG0000875	Pras.g_00579	Syag.g_01731
OG0000876	Pras.g_00580	Syag.g_01732
OG0000877	Pras.g_00582	Syag.g_01734
OG0000878	Pras.g_00583	Syag.g_01735
OG0000879	Pras.g_00584	Syag.g_02356
OG0000880	Pras.g_00585	Syag.g_01736
OG0000881	Pras.g_00589	Syag.g_01741
OG0000882	Pras.g_00594	Syag.g_01746
OG0000883	Pras.g_00596	Syag.g_01749
OG0000884	Pras.g_00598	Syag.g_01751
OG0000885	Pras.g_00599	Syag.g_01752
OG0000886	Pras.g_00600	Syag.g_01753
OG0000887	Pras.g_00601	Syag.g_01754
OG0000888	Pras.g_00603	Syag.g_01756
OG0000889	Pras.g_00605	Syag.g_01758
OG0000890	Pras.g_00606	Syag.g_01761
OG0000891	Pras.g_00607	Syag.g_01762
OG0000892	Pras.g_00609	Syag.g_01765
OG0000893	Pras.g_00613	Syag.g_02688
OG0000894	Pras.g_00615	Syag.g_02691
OG0000895	Pras.g_00618	Syag.g_02695
OG0000896	Pras.g_00619	Syag.g_02696
OG0000897	Pras.g_00621	Syag.g_02699
OG0000898	Pras.g_00622	Syag.g_02700
OG0000899	Pras.g_00623	Syag.g_02701
OG0000900	Pras.g_00624	Syag.g_02702
OG0000901	Pras.g_00627	Syag.g_02707
OG0000902	Pras.g_00629	Syag.g_02709
OG0000903	Pras.g_00632	Syag.g_02724
OG0000904	Pras.g_00634	Syag.g_02718
OG0000905	Pras.g_00639	Syag.g_02714
OG0000906	Pras.g_00640	Syag.g_02711
OG0000907	Pras.g_00645	Syag.g_02727
OG0000908	Pras.g_00648	Syag.g_02730
OG0000909	Pras.g_00649	Syag.g_02731
OG0000910	Pras.g_00650	Syag.g_02732
OG0000911	Pras.g_00652	Syag.g_02734
OG0000912	Pras.g_00653	Syag.g_02735
OG0000913	Pras.g_00654	Syag.g_02736
OG0000914	Pras.g_00655	Syag.g_02737
OG0000915	Pras.g_00656	Syag.g_02739
OG0000916	Pras.g_00657	Syag.g_02740
OG0000917	Pras.g_00658	Syag.g_02741
OG0000918	Pras.g_00659	Syag.g_02742
OG0000919	Pras.g_00660	Syag.g_02743
OG0000920	Pras.g_00661	Syag.g_02744
OG0000921	Pras.g_00662	Syag.g_02745
OG0000922	Pras.g_00663	Syag.g_02746
OG0000923	Pras.g_00667	Syag.g_02750
OG0000924	Pras.g_00668	Syag.g_02751
OG0000925	Pras.g_00669	Syag.g_02752
OG0000926	Pras.g_00670	Syag.g_02753
OG0000927	Pras.g_00672	Syag.g_02755
OG0000928	Pras.g_00673	Syag.g_02756
OG0000929	Pras.g_00674	Syag.g_02757
OG0000930	Pras.g_00675	Syag.g_02758
OG0000931	Pras.g_00676	Syag.g_02759
OG0000932	Pras.g_00677	Syag.g_02760
OG0000933	Pras.g_00681	Syag.g_02766
OG0000934	Pras.g_00683	Syag.g_02768
OG0000935	Pras.g_00684	Syag.g_02769
OG0000936	Pras.g_00685	Syag.g_02770
OG0000937	Pras.g_00686	Syag.g_02771
OG0000938	Pras.g_00688	Syag.g_02774
OG0000939	Pras.g_00689	Syag.g_02775
OG0000940	Pras.g_00696	Syag.g_02783
OG0000941	Pras.g_00698	Syag.g_02785
OG0000942	Pras.g_00700	Syag.g_02787
OG0000943	Pras.g_00701	Syag.g_02788
OG0000944	Pras.g_00702	Syag.g_02790
OG0000945	Pras.g_00703	Syag.g_02792
OG0000946	Pras.g_00707	Syag.g_02797
OG0000947	Pras.g_00709	Syag.g_02801
OG0000948	Pras.g_00710	Syag.g_02802
OG0000949	Pras.g_00713	Syag.g_02449
OG0000950	Pras.g_00718	Syag.g_02436
OG0000951	Pras.g_00722	Syag.g_02431
OG0000952	Pras.g_00726	Syag.g_02423
OG0000953	Pras.g_00729	Syag.g_02415
OG0000954	Pras.g_00733	Syag.g_02409
OG0000955	Pras.g_00734	Syag.g_02408
OG0000956	Pras.g_00736	Syag.g_02406
OG0000957	Pras.g_00741	Syag.g_02395
OG0000958	Pras.g_00742	Syag.g_02394
OG0000959	Pras.g_00746	Syag.g_02389
OG0000960	Pras.g_00747	Syag.g_02388
OG0000961	Pras.g_00749	Syag.g_02379
OG0000962	Pras.g_00751	Syag.g_02377
OG0000963	Pras.g_00755	Syag.g_02372
OG0000964	Pras.g_00756	Syag.g_02371
OG0000965	Pras.g_00757	Syag.g_02370
OG0000966	Pras.g_00765	Syag.g_02362
OG0000967	Pras.g_00770	Syag.g_02358
OG0000968	Pras.g_00772	Syag.g_02355
OG0000969	Pras.g_00773	Syag.g_02354
OG0000970	Pras.g_00774	Syag.g_02353
OG0000971	Pras.g_00775	Syag.g_02348
OG0000972	Pras.g_00776	Syag.g_02347
OG0000973	Pras.g_00777	Syag.g_02346
OG0000974	Pras.g_00778	Syag.g_02345
OG0000975	Pras.g_00779	Syag.g_02344
OG0000976	Pras.g_00780	Syag.g_02343
OG0000977	Pras.g_00781	Syag.g_02340
OG0000978	Pras.g_00782	Syag.g_02338
OG0000979	Pras.g_00785	Syag.g_02335
OG0000980	Pras.g_00787	Syag.g_02332
OG0000981	Pras.g_00789	Syag.g_02329
OG0000982	Pras.g_00791	Syag.g_02127
OG0000983	Pras.g_00792	Syag.g_02128
OG0000984	Pras.g_00793	Syag.g_02129
OG0000985	Pras.g_00796	Syag.g_02133
OG0000986	Pras.g_00798	Syag.g_02138
OG0000987	Pras.g_00799	Syag.g_02140
OG0000988	Pras.g_00802	Syag.g_02145
OG0000989	Pras.g_00805	Syag.g_02156
OG0000990	Pras.g_00808	Syag.g_02169
OG0000991	Pras.g_00809	Syag.g_02174
OG0000992	Pras.g_00812	Syag.g_02177
OG0000993	Pras.g_00813	Syag.g_02178
OG0000994	Pras.g_00814	Syag.g_02181
OG0000995	Pras.g_00818	Syag.g_02187
OG0000996	Pras.g_00819	Syag.g_02229
OG0000997	Pras.g_00820	Syag.g_02239
OG0000998	Pras.g_00822	Syag.g_02241
OG0000999	Pras.g_00823	Syag.g_02242
OG0001000	Pras.g_00826	Syag.g_02246
OG0001001	Pras.g_00828	Syag.g_02251
OG0001002	Pras.g_00832	Syag.g_02258
OG0001003	Pras.g_00834	Syag.g_02260
OG0001004	Pras.g_00835	Syag.g_02261
OG0001005	Pras.g_00836	Syag.g_02263
OG0001006	Pras.g_00840	Syag.g_02270
OG0001007	Pras.g_00842	Syag.g_02272
OG0001008	Pras.g_01315	Syag.g_00034
OG0001009	Pras.g_00869	Syag.g_02304
OG0001010	Pras.g_00870	Syag.g_02305
OG0001011	Pras.g_00871	Syag.g_02307
OG0001012	Pras.g_00896	Syag.g_02123
OG0001013	Pras.g_00901	Syag.g_02098
OG0001014	Pras.g_00904	Syag.g_02084
OG0001015	Pras.g_00905	Syag.g_02083
OG0001016	Pras.g_00924	Syag.g_01824
OG0001017	Pras.g_00928	Syag.g_01830
OG0001018	Pras.g_00931	Syag.g_01832
OG0001019	Pras.g_00940	Syag.g_01854
OG0001020	Pras.g_00941	Syag.g_01861
OG0001021	Pras.g_00942	Syag.g_01865
OG0001022	Pras.g_00945	Syag.g_01870
OG0001023	Pras.g_00946	Syag.g_01871
OG0001024	Pras.g_00949	Syag.g_01875
OG0001025	Pras.g_00955	Syag.g_01882
OG0001026	Pras.g_00962	Syag.g_01894
OG0001027	Pras.g_00963	Syag.g_01902
OG0001028	Pras.g_00965	Syag.g_01904
OG0001029	Pras.g_00966	Syag.g_01906
OG0001030	Pras.g_00981	Syag.g_01927
OG0001031	Pras.g_01037	Syag.g_02000
OG0001032	Pras.g_01038	Syag.g_02005
OG0001033	Pras.g_01060	Syag.g_02048
OG0001034	Pras.g_01088	Syag.g_01784
OG0001035	Pras.g_01106	Syag.g_02635
OG0001036	Pras.g_01111	Syag.g_02630
OG0001037	Pras.g_01112	Syag.g_02628
OG0001038	Pras.g_01130	Syag.g_02600
OG0001039	Pras.g_01133	Syag.g_02597
OG0001040	Pras.g_01135	Syag.g_02594
OG0001041	Pras.g_01139	Syag.g_02589
OG0001042	Pras.g_01156	Syag.g_02564
OG0001043	Pras.g_01157	Syag.g_02560
OG0001044	Pras.g_01186	Syag.g_02842
OG0001045	Pras.g_01195	Syag.g_02856
OG0001046	Pras.g_01232	Syag.g_00836
OG0001047	Pras.g_01317	Syag.g_00036
OG0001048	Pras.g_01318	Syag.g_00037
OG0001049	Pras.g_01320	Syag.g_00040
OG0001050	Pras.g_01321	Syag.g_00041
OG0001051	Pras.g_01322	Syag.g_00042
OG0001052	Pras.g_01349	Syag.g_01352
OG0001053	Pras.g_01361	Syag.g_01525
OG0001054	Pras.g_01376	Syag.g_01506
OG0001055	Pras.g_01395	Syag.g_01485
OG0001056	Pras.g_01413	Syag.g_01449
OG0001057	Pras.g_01418	Syag.g_01241
OG0001058	Pras.g_01426	Syag.g_00271
OG0001059	Pras.g_01430	Syag.g_00275
OG0001060	Pras.g_01437	Syag.g_00282
OG0001061	Pras.g_01450	Syag.g_00302
OG0001062	Pras.g_01452	Syag.g_00304
OG0001063	Pras.g_01454	Syag.g_00310
OG0001064	Pras.g_01455	Syag.g_00311
OG0001065	Pras.g_01456	Syag.g_00312
OG0001066	Pras.g_01457	Syag.g_00313
OG0001067	Pras.g_01459	Syag.g_00314
OG0001068	Pras.g_01460	Syag.g_00315
OG0001069	Pras.g_01461	Syag.g_00317
OG0001070	Pras.g_01464	Syag.g_00321
OG0001071	Pras.g_01465	Syag.g_00322
OG0001072	Pras.g_01466	Syag.g_00327
OG0001073	Pras.g_01480	Syag.g_00342
OG0001074	Pras.g_01491	Syag.g_00467
OG0001075	Pras.g_01492	Syag.g_00362
OG0001076	Pras.g_01500	Syag.g_00378
OG0001077	Pras.g_01504	Syag.g_00388
OG0001078	Pras.g_01512	Syag.g_00411
OG0001079	Pras.g_01523	Syag.g_00428
OG0001080	Pras.g_01529	Syag.g_00495
OG0001081	Pras.g_01531	Syag.g_00551
OG0001082	Pras.g_01532	Syag.g_00552
OG0001083	Pras.g_01537	Syag.g_00565
OG0001084	Pras.g_01538	Syag.g_00569
OG0001085	Pras.g_01546	Syag.g_00592
OG0001086	Pras.g_01547	Syag.g_00594
OG0001087	Pras.g_01564	Syag.g_01018
OG0001088	Pras.g_01565	Syag.g_01016
OG0001089	Pras.g_01573	Syag.g_00986
OG0001090	Pras.g_01607	Syag.g_00922
OG0001091	Pras.g_01609	Syag.g_00919
OG0001092	Pras.g_01610	Syag.g_00917
OG0001093	Pras.g_01615	Syag.g_00910
OG0001094	Pras.g_01695	Syag.g_00661
OG0001095	Pras.g_01714	Syag.g_00681
OG0001096	Pras.g_01727	Syag.g_00703
OG0001097	Pras.g_01745	Syag.g_00729
OG0001098	Pras.g_01760	Syag.g_00744
OG0001099	Pras.g_01791	Syag.g_01905
OG0001101	Pras.g_01795	Syag.g_00603
OG0001102	Pras.g_01798	Syag.g_00606
OG0001103	Pras.g_01800	Syag.g_00608
OG0001104	Pras.g_01822	Syag.g_00642
OG0001105	Pras.g_01826	Syag.g_00646
OG0001106	Pras.g_01850	Syag.g_00796
OG0001107	Pras.g_01857	Syag.g_00808
OG0001108	Pras.g_01861	Syag.g_00817
OG0001109	Pras.g_01862	Syag.g_00819
OG0001110	Pras.g_01864	Syag.g_00821
OG0001111	Pras.g_01865	Syag.g_00823
OG0001112	Pras.g_01866	Syag.g_00825
OG0001113	Pras.g_01867	Syag.g_00826
OG0001114	Pras.g_01868	Syag.g_00827
OG0001115	Pras.g_01870	Syag.g_00831
OG0001116	Pras.g_01871	Syag.g_00833
OG0001117	Pras.g_01872	Syag.g_00834
OG0001118	Pras.g_01873	Syag.g_00835
OG0001119	Pras.g_01874	Syag.g_00837
OG0001120	Pras.g_01876	Syag.g_00841
OG0001121	Pras.g_00021, Pras.g_01880	Syag.g_01584
OG0001122	Pras.g_01906	Syag.g_00867
OG0001123	Pras.g_01910	Syag.g_00875
OG0001124	Pras.g_01912	Syag.g_00877
OG0001125	Pras.g_01913	Syag.g_00879
OG0001126	Pras.g_01923	Syag.g_00957
OG0001127	Pras.g_01924	Syag.g_00958
OG0001128	Pras.g_01926	Syag.g_00961
OG0001129	Pras.g_01927	Syag.g_00963
OG0001130	Pras.g_01928	Syag.g_00964
OG0001131	Pras.g_01964	Syag.g_00624
OG0001132	Pras.g_01973	Syag.g_00096
OG0001133	Pras.g_00009	Syag.g_00380
OG0001134	Pras.g_00023	Syag.g_02164
OG0001135	Pras.g_00026	Syag.g_00147
OG0001136	Pras.g_00053	Syag.g_01144
OG0001137	Pras.g_00064	Syag.g_01123
OG0001138	Pras.g_00082	Syag.g_01090
OG0001139	Pras.g_00083	Syag.g_01088
OG0001140	Pras.g_00084	Syag.g_01087
OG0001141	Pras.g_00085	Syag.g_01086
OG0001142	Pras.g_00086	Syag.g_01085
OG0001143	Pras.g_00093	Syag.g_01077
OG0001144	Pras.g_00099	Syag.g_01064
OG0001145	Pras.g_00200	Syag.g_01169
OG0001146	Pras.g_00213	Syag.g_01218
OG0001147	Pras.g_00236	Syag.g_01360
OG0001148	Pras.g_00252	Syag.g_01539
OG0001149	Pras.g_00253	Syag.g_01540
OG0001150	Pras.g_00254	Syag.g_01541
OG0001151	Pras.g_00265	Syag.g_01554
OG0001152	Pras.g_00266	Syag.g_01555
OG0001153	Pras.g_00382	Syag.g_01375
OG0001154	Pras.g_00384	Syag.g_01374
OG0001155	Pras.g_00396, Pras.g_00397	Syag.g_01616
OG0001156	Pras.g_00400	Syag.g_01619
OG0001157	Pras.g_00401	Syag.g_01620
OG0001158	Pras.g_00402	Syag.g_01621
OG0001160	Pras.g_00428	Syag.g_01666
OG0001161	Pras.g_00441	Syag.g_02163
