Orthogroup	Pras	Praj
OG0000565	Pras.g_01438	Praj.g_00552
OG0000566	Pras.g_01440	Praj.g_00554
OG0000567	Pras.g_01444	Praj.g_00558
OG0000568	Pras.g_01445	Praj.g_00559
OG0000569	Pras.g_01446	Praj.g_00560
OG0000570	Pras.g_01447	Praj.g_00561
OG0000571	Pras.g_01449	Praj.g_00563
OG0000572	Pras.g_01463	Praj.g_00574
OG0000573	Pras.g_01468	Praj.g_00579
OG0000574	Pras.g_01469	Praj.g_00581
OG0000575	Pras.g_01473	Praj.g_00584
OG0000576	Pras.g_01475	Praj.g_00586
OG0000577	Pras.g_01476	Praj.g_00587
OG0000578	Pras.g_01477	Praj.g_00588
OG0000579	Pras.g_01478	Praj.g_00589
OG0000580	Pras.g_01479	Praj.g_00590
OG0000581	Pras.g_01481	Praj.g_00593
OG0000582	Pras.g_01484	Praj.g_00596
OG0000583	Pras.g_01485	Praj.g_00597
OG0000584	Pras.g_01486	Praj.g_00598
OG0000585	Pras.g_01488	Praj.g_00600
OG0000586	Pras.g_01489	Praj.g_00601
OG0000587	Pras.g_01490	Praj.g_00602
OG0000588	Pras.g_01494	Praj.g_00606
OG0000589	Pras.g_01497	Praj.g_00609
OG0000590	Pras.g_01498	Praj.g_00610
OG0000591	Pras.g_01501	Praj.g_00613
OG0000592	Pras.g_01502	Praj.g_00614
OG0000593	Pras.g_01508	Praj.g_00620
OG0000594	Pras.g_01509	Praj.g_00621
OG0000595	Pras.g_01510	Praj.g_00622
OG0000596	Pras.g_01514	Praj.g_00626
OG0000597	Pras.g_01516	Praj.g_00628
OG0000598	Pras.g_01517	Praj.g_00629
OG0000599	Pras.g_01520	Praj.g_00632
OG0000600	Pras.g_01521	Praj.g_00633
OG0000601	Pras.g_01522	Praj.g_00634
OG0000602	Pras.g_01524	Praj.g_00636
OG0000603	Pras.g_01525	Praj.g_00637
OG0000604	Pras.g_01526	Praj.g_00638
OG0000605	Pras.g_01527	Praj.g_00639
OG0000606	Pras.g_01530	Praj.g_00642
OG0000607	Pras.g_01533	Praj.g_00645
OG0000608	Pras.g_01534	Praj.g_00646
OG0000609	Pras.g_01535	Praj.g_00647
OG0000610	Pras.g_01540	Praj.g_00653
OG0000611	Pras.g_01543	Praj.g_00656
OG0000612	Pras.g_01544	Praj.g_00657
OG0000613	Pras.g_01549	Praj.g_00663
OG0000614	Pras.g_01568	Praj.g_00686
OG0000615	Pras.g_01576	Praj.g_00693
OG0000616	Pras.g_01580	Praj.g_02137
OG0000617	Pras.g_01612	Praj.g_00704
OG0000618	Pras.g_01613	Praj.g_00705
OG0000619	Pras.g_01614	Praj.g_00706
OG0000620	Pras.g_01617	Praj.g_00709
OG0000621	Pras.g_01618	Praj.g_00710
OG0000622	Pras.g_01619	Praj.g_00711
OG0000623	Pras.g_01620	Praj.g_00712
OG0000624	Pras.g_01621	Praj.g_00714
OG0000625	Pras.g_01622	Praj.g_00715
OG0000626	Pras.g_01623	Praj.g_00716
OG0000627	Pras.g_01624	Praj.g_00718
OG0000628	Pras.g_01625	Praj.g_00719
OG0000629	Pras.g_01626	Praj.g_00720
OG0000630	Pras.g_01629	Praj.g_00723
OG0000631	Pras.g_01692	Praj.g_00917
OG0000632	Pras.g_01693	Praj.g_00918
OG0000633	Pras.g_01694	Praj.g_00919
OG0000634	Pras.g_01697	Praj.g_00765
OG0000635	Pras.g_01698	Praj.g_00766
OG0000636	Pras.g_01700	Praj.g_00768
OG0000637	Pras.g_01702	Praj.g_00770
OG0000638	Pras.g_01703	Praj.g_00771
OG0000639	Pras.g_01704	Praj.g_00772
OG0000640	Pras.g_01705	Praj.g_00773
OG0000641	Pras.g_01709	Praj.g_00777
OG0000642	Pras.g_01710	Praj.g_00778
OG0000643	Pras.g_01711	Praj.g_00779
OG0000644	Pras.g_01712	Praj.g_00780
OG0000645	Pras.g_01713	Praj.g_00781
OG0000646	Pras.g_01715	Praj.g_00784
OG0000647	Pras.g_01716	Praj.g_00786
OG0000648	Pras.g_01718	Praj.g_00788
OG0000649	Pras.g_01719	Praj.g_00789
OG0000650	Pras.g_01720	Praj.g_00790
OG0000651	Pras.g_01721	Praj.g_00791
OG0000652	Pras.g_01722	Praj.g_00792
OG0000653	Pras.g_01724	Praj.g_00794
OG0000654	Pras.g_01725	Praj.g_00795
OG0000655	Pras.g_01726	Praj.g_00796
OG0000656	Pras.g_01729	Praj.g_00799
OG0000657	Pras.g_01736	Praj.g_00806
OG0000658	Pras.g_01737	Praj.g_00808
OG0000659	Pras.g_01738	Praj.g_00809
OG0000660	Pras.g_01742	Praj.g_00814
OG0000661	Pras.g_01744	Praj.g_00816
OG0000662	Pras.g_01746	Praj.g_00818
OG0000663	Pras.g_01748	Praj.g_00820
OG0000664	Pras.g_01749	Praj.g_00821
OG0000665	Pras.g_01753	Praj.g_00826
OG0000666	Pras.g_01754	Praj.g_00827
OG0000667	Pras.g_01758	Praj.g_00831
OG0000668	Pras.g_01788	Praj.g_00869
OG0000669	Pras.g_01792	Praj.g_00877
OG0000670	Pras.g_01794	Praj.g_00880
OG0000671	Pras.g_01796	Praj.g_00882
OG0000672	Pras.g_01799	Praj.g_00885
OG0000673	Pras.g_01802	Praj.g_00888
OG0000674	Pras.g_01804	Praj.g_00890
OG0000675	Pras.g_01805	Praj.g_00891
OG0000676	Pras.g_01807	Praj.g_00893
OG0000677	Pras.g_01808	Praj.g_00894
OG0000678	Pras.g_01810	Praj.g_00897
OG0000679	Pras.g_01814	Praj.g_00901
OG0000680	Pras.g_01815	Praj.g_00902
OG0000681	Pras.g_01818	Praj.g_00905
OG0000682	Pras.g_01819	Praj.g_00906
OG0000683	Pras.g_01820	Praj.g_00907
OG0000684	Pras.g_01821	Praj.g_00748
OG0000685	Pras.g_01823	Praj.g_00750
OG0000686	Pras.g_01824	Praj.g_00751
OG0000687	Pras.g_01825	Praj.g_00752
OG0000688	Pras.g_01828	Praj.g_00755
OG0000689	Pras.g_01829	Praj.g_00756
OG0000690	Pras.g_01830	Praj.g_00757
OG0000691	Pras.g_01831	Praj.g_00758
OG0000692	Pras.g_01833	Praj.g_00760
OG0000693	Pras.g_01834	Praj.g_00761
OG0000694	Pras.g_01835	Praj.g_00762
OG0000695	Pras.g_01837	Praj.g_00921
OG0000696	Pras.g_01838	Praj.g_00922
OG0000697	Pras.g_01839	Praj.g_00923
OG0000698	Pras.g_01842	Praj.g_00926
OG0000699	Pras.g_01843	Praj.g_00927
OG0000700	Pras.g_01844	Praj.g_00928
OG0000701	Pras.g_01845	Praj.g_00929
OG0000702	Pras.g_01847	Praj.g_00931
OG0000703	Pras.g_01848	Praj.g_00932
OG0000704	Pras.g_01849	Praj.g_00933
OG0000705	Pras.g_01853	Praj.g_00939
OG0000706	Pras.g_01854	Praj.g_00940
OG0000707	Pras.g_01855	Praj.g_00941
OG0000708	Pras.g_01856	Praj.g_00943
OG0000709	Pras.g_01860	Praj.g_00947
OG0000710	Pras.g_01863	Praj.g_00950
OG0000711	Pras.g_01881	Praj.g_00966
OG0000712	Pras.g_01883	Praj.g_00968
OG0000713	Pras.g_01884	Praj.g_00969
OG0000714	Pras.g_01885	Praj.g_00970
OG0000715	Pras.g_01887	Praj.g_00972
OG0000716	Pras.g_01889	Praj.g_00973
OG0000717	Pras.g_01890	Praj.g_00974
OG0000718	Pras.g_01903	Praj.g_00991
OG0000719	Pras.g_01905	Praj.g_00992
OG0000720	Pras.g_01914	Praj.g_01002
OG0000721	Pras.g_01916	Praj.g_01003
OG0000722	Pras.g_01917	Praj.g_01004
OG0000723	Pras.g_01920	Praj.g_01008
OG0000724	Pras.g_01929	Praj.g_01019
OG0000725	Pras.g_01935	Praj.g_00845
OG0000726	Pras.g_01936	Praj.g_00844
OG0000727	Pras.g_01937	Praj.g_00843
OG0000728	Pras.g_01939	Praj.g_00841
OG0000729	Pras.g_01984	Praj.g_02022
OG0000730	Pras.g_01988	Praj.g_00378
OG0000731	Pras.g_01992	Praj.g_00386
OG0000732	Pras.g_00003	Praj.g_02081
OG0000733	Pras.g_00024	Praj.g_01833
OG0000734	Pras.g_00041	Praj.g_01476
OG0000735	Pras.g_00043	Praj.g_01474
OG0000736	Pras.g_00044	Praj.g_01473
OG0000737	Pras.g_00045	Praj.g_01472
OG0000738	Pras.g_00049	Praj.g_01468
OG0000739	Pras.g_00050	Praj.g_01467
OG0000740	Pras.g_00051	Praj.g_01466
OG0000741	Pras.g_00052	Praj.g_01464
OG0000742	Pras.g_00055	Praj.g_01462
OG0000743	Pras.g_00057	Praj.g_01460
OG0000744	Pras.g_00058	Praj.g_01459
OG0000745	Pras.g_00059	Praj.g_01458
OG0000746	Pras.g_00061	Praj.g_01456
OG0000747	Pras.g_00062	Praj.g_01455
OG0000748	Pras.g_00065	Praj.g_01451
OG0000749	Pras.g_00066	Praj.g_01450
OG0000750	Pras.g_00067	Praj.g_01449
OG0000751	Pras.g_00069	Praj.g_01446
OG0000752	Pras.g_00071	Praj.g_01444
OG0000753	Pras.g_00074	Praj.g_01442
OG0000754	Pras.g_00077	Praj.g_01438
OG0000755	Pras.g_00080	Praj.g_01434
OG0000756	Pras.g_00081	Praj.g_01433
OG0000757	Pras.g_00087	Praj.g_01426
OG0000758	Pras.g_00088	Praj.g_01425
OG0000759	Pras.g_00089	Praj.g_01424
OG0000760	Pras.g_00090	Praj.g_01423
OG0000761	Pras.g_00091	Praj.g_01422
OG0000762	Pras.g_00092	Praj.g_01421
OG0000763	Pras.g_00094	Praj.g_01419
OG0000764	Pras.g_00095	Praj.g_01418
OG0000765	Pras.g_00105	Praj.g_01409
OG0000766	Pras.g_00106	Praj.g_01408
OG0000767	Pras.g_00108	Praj.g_01407
OG0000768	Pras.g_00109	Praj.g_01406
OG0000769	Pras.g_00111	Praj.g_01404
OG0000770	Pras.g_00113	Praj.g_01403
OG0000771	Pras.g_00122	Praj.g_01014
OG0000772	Pras.g_00178	Praj.g_01246
OG0000773	Pras.g_00199	Praj.g_01519
OG0000774	Pras.g_00201	Praj.g_01522
OG0000775	Pras.g_00204	Praj.g_01523
OG0000776	Pras.g_00205	Praj.g_01524
OG0000777	Pras.g_00206	Praj.g_01525
OG0000778	Pras.g_00207	Praj.g_01526
OG0000779	Pras.g_00211	Praj.g_01530
OG0000780	Pras.g_00212	Praj.g_01531
OG0000781	Pras.g_00214	Praj.g_01534
OG0000782	Pras.g_00216	Praj.g_01535
OG0000783	Pras.g_00217	Praj.g_01536
OG0000784	Pras.g_00218	Praj.g_01537
OG0000785	Pras.g_00220	Praj.g_01539
OG0000786	Pras.g_00223	Praj.g_01542
OG0000787	Pras.g_00224	Praj.g_01543
OG0000788	Pras.g_00237	Praj.g_00732
OG0000789	Pras.g_00240	Praj.g_01011
OG0000790	Pras.g_00255	Praj.g_01580
OG0000791	Pras.g_00257	Praj.g_01582
OG0000792	Pras.g_00258	Praj.g_01583
OG0000793	Pras.g_00261	Praj.g_01586
OG0000794	Pras.g_00262	Praj.g_01587
OG0000795	Pras.g_00263	Praj.g_01588
OG0000796	Pras.g_00267	Praj.g_01592
OG0000797	Pras.g_00268	Praj.g_01593
OG0000799	Pras.g_00332	Praj.g_01613
OG0000800	Pras.g_00333	Praj.g_01614
OG0000801	Pras.g_00334	Praj.g_01615
OG0000802	Pras.g_00336	Praj.g_01617
OG0000803	Pras.g_00338	Praj.g_01619
OG0000804	Pras.g_00339	Praj.g_01620
OG0000805	Pras.g_00341	Praj.g_01622
OG0000806	Pras.g_00343	Praj.g_01624
OG0000807	Pras.g_00344	Praj.g_01625
OG0000808	Pras.g_00345	Praj.g_01626
OG0000809	Pras.g_00348	Praj.g_01630
OG0000810	Pras.g_00349	Praj.g_01631
OG0000811	Pras.g_00353	Praj.g_01635
OG0000812	Pras.g_00355	Praj.g_01637
OG0000813	Pras.g_00356	Praj.g_01638
OG0000814	Pras.g_00358	Praj.g_01640
OG0000815	Pras.g_00359	Praj.g_01641
OG0000816	Pras.g_00361	Praj.g_01643
OG0000817	Pras.g_00362	Praj.g_01644
OG0000818	Pras.g_00367	Praj.g_01648
OG0000819	Pras.g_00368	Praj.g_01649
OG0000820	Pras.g_00369	Praj.g_01650
OG0000821	Pras.g_00373	Praj.g_01653
OG0000822	Pras.g_00374	Praj.g_01654
OG0000823	Pras.g_00375	Praj.g_01655
OG0000824	Pras.g_00378	Praj.g_01658
OG0000825	Pras.g_00379	Praj.g_01659
OG0000826	Pras.g_00380	Praj.g_01660
OG0000827	Pras.g_00381	Praj.g_01661
OG0000828	Pras.g_00385	Praj.g_01664
OG0000829	Pras.g_00386	Praj.g_01665
OG0000830	Pras.g_00387	Praj.g_01666
OG0000831	Pras.g_00389	Praj.g_01668
OG0000832	Pras.g_00395	Praj.g_01678
OG0000833	Pras.g_00405	Praj.g_01686
OG0000834	Pras.g_00406	Praj.g_01687
OG0000835	Pras.g_00407	Praj.g_01688
OG0000836	Pras.g_00408	Praj.g_01690
OG0000837	Pras.g_00409	Praj.g_01691
OG0000838	Pras.g_00411	Praj.g_01693
OG0000839	Pras.g_00412	Praj.g_01694
OG0000840	Pras.g_00413	Praj.g_01695
OG0000841	Pras.g_00414	Praj.g_01696
OG0000842	Pras.g_00415	Praj.g_01697
OG0000843	Pras.g_00416	Praj.g_01698
OG0000844	Pras.g_00417	Praj.g_01699
OG0000845	Pras.g_00418	Praj.g_01700
OG0000846	Pras.g_00419	Praj.g_01701
OG0000847	Pras.g_00420	Praj.g_01702
OG0000848	Pras.g_00421	Praj.g_01703
OG0000849	Pras.g_00422	Praj.g_01704
OG0000850	Pras.g_00424	Praj.g_01706
OG0000851	Pras.g_00425	Praj.g_01707
OG0000852	Pras.g_00426	Praj.g_01708
OG0000853	Pras.g_00430	Praj.g_01713
OG0000854	Pras.g_00432	Praj.g_01715
OG0000855	Pras.g_00433	Praj.g_01716
OG0000856	Pras.g_00448	Praj.g_01599
OG0000857	Pras.g_00473	Praj.g_00785
OG0000858	Pras.g_00544	Praj.g_01763
OG0000859	Pras.g_00545	Praj.g_01764
OG0000860	Pras.g_00552	Praj.g_01770
OG0000861	Pras.g_00553	Praj.g_01771
OG0000862	Pras.g_00554	Praj.g_01772
OG0000863	Pras.g_00556	Praj.g_01773
OG0000864	Pras.g_00557	Praj.g_01774
OG0000865	Pras.g_00558	Praj.g_01775
OG0000866	Pras.g_00559	Praj.g_01776
OG0000867	Pras.g_00560	Praj.g_01777
OG0000868	Pras.g_00561	Praj.g_01778
OG0000869	Pras.g_00565	Praj.g_01781
OG0000870	Pras.g_00570	Praj.g_01786
OG0000871	Pras.g_00571	Praj.g_01787
OG0000872	Pras.g_00572	Praj.g_01788
OG0000873	Pras.g_00575	Praj.g_01791
OG0000874	Pras.g_00578	Praj.g_01794
OG0000875	Pras.g_00579	Praj.g_01796
OG0000876	Pras.g_00580	Praj.g_01797
OG0000877	Pras.g_00582	Praj.g_01799
OG0000878	Pras.g_00583	Praj.g_01800
OG0000879	Pras.g_00584	Praj.g_01801
OG0000880	Pras.g_00585	Praj.g_01802
OG0000881	Pras.g_00589	Praj.g_01805
OG0000882	Pras.g_00594	Praj.g_01810
OG0000883	Pras.g_00596	Praj.g_01812
OG0000884	Pras.g_00598	Praj.g_01814
OG0000885	Pras.g_00599	Praj.g_01815
OG0000886	Pras.g_00600	Praj.g_01816
OG0000887	Pras.g_00601	Praj.g_01817
OG0000888	Pras.g_00603	Praj.g_01819
OG0000889	Pras.g_00605	Praj.g_01821
OG0000890	Pras.g_00606	Praj.g_01822
OG0000891	Pras.g_00607	Praj.g_01823
OG0000892	Pras.g_00609	Praj.g_01825
OG0000893	Pras.g_00613	Praj.g_01868
OG0000894	Pras.g_00615	Praj.g_01871
OG0000895	Pras.g_00618	Praj.g_01874
OG0000896	Pras.g_00619	Praj.g_01875
OG0000897	Pras.g_00621	Praj.g_01877
OG0000898	Pras.g_00622	Praj.g_01878
OG0000899	Pras.g_00623	Praj.g_01879
OG0000900	Pras.g_00624	Praj.g_01880
OG0000901	Pras.g_00627	Praj.g_01883
OG0000902	Pras.g_00629	Praj.g_01885
OG0000903	Pras.g_00632	Praj.g_01894
OG0000904	Pras.g_00634	Praj.g_01889
OG0000905	Pras.g_00639	Praj.g_01887
OG0000906	Pras.g_00640	Praj.g_01886
OG0000907	Pras.g_00645	Praj.g_01909
OG0000908	Pras.g_00648	Praj.g_01912
OG0000909	Pras.g_00649	Praj.g_01913
OG0000910	Pras.g_00650	Praj.g_01914
OG0000911	Pras.g_00652	Praj.g_01916
OG0000912	Pras.g_00653	Praj.g_01917
OG0000913	Pras.g_00654	Praj.g_01918
OG0000914	Pras.g_00655	Praj.g_01919
OG0000915	Pras.g_00656	Praj.g_01920
OG0000916	Pras.g_00657	Praj.g_01921
OG0000917	Pras.g_00658	Praj.g_01922
OG0000918	Pras.g_00659	Praj.g_01923
OG0000919	Pras.g_00660	Praj.g_01924
OG0000920	Pras.g_00661	Praj.g_01925
OG0000921	Pras.g_00662	Praj.g_01926
OG0000922	Pras.g_00663	Praj.g_01927
OG0000923	Pras.g_00667	Praj.g_01931
OG0000924	Pras.g_00668	Praj.g_01932
OG0000925	Pras.g_00669	Praj.g_01933
OG0000926	Pras.g_00670	Praj.g_01934
OG0000927	Pras.g_00672	Praj.g_01936
OG0000928	Pras.g_00673	Praj.g_01937
OG0000929	Pras.g_00674	Praj.g_01938
OG0000930	Pras.g_00675	Praj.g_01939
OG0000931	Pras.g_00676	Praj.g_01940
OG0000932	Pras.g_00677	Praj.g_01941
OG0000933	Pras.g_00681	Praj.g_01945
OG0000934	Pras.g_00683	Praj.g_01947
OG0000935	Pras.g_00684	Praj.g_01948
OG0000936	Pras.g_00685	Praj.g_01949
OG0000937	Pras.g_00686	Praj.g_01950
OG0000938	Pras.g_00688	Praj.g_01953
OG0000939	Pras.g_00689	Praj.g_01954
OG0000940	Pras.g_00696	Praj.g_01961
OG0000941	Pras.g_00698	Praj.g_01963
OG0000942	Pras.g_00700	Praj.g_01965
OG0000943	Pras.g_00701	Praj.g_01966
OG0000944	Pras.g_00702	Praj.g_01968
OG0000945	Pras.g_00703	Praj.g_01969
OG0000946	Pras.g_00707	Praj.g_01975
OG0000947	Pras.g_00709	Praj.g_01977
OG0000948	Pras.g_00710	Praj.g_01978
OG0000949	Pras.g_00713	Praj.g_01981
OG0000950	Pras.g_00718	Praj.g_01986
OG0000951	Pras.g_00722	Praj.g_01990
OG0000952	Pras.g_00726	Praj.g_01994
OG0000953	Pras.g_00729	Praj.g_01998
OG0000954	Pras.g_00733	Praj.g_02002
OG0000955	Pras.g_00734	Praj.g_02003
OG0000956	Pras.g_00736	Praj.g_02005
OG0000957	Pras.g_00741	Praj.g_02010
OG0000958	Pras.g_00742	Praj.g_02011
OG0000959	Pras.g_00746	Praj.g_02015
OG0000960	Pras.g_00747	Praj.g_02016
OG0000961	Pras.g_00749	Praj.g_02019
OG0000962	Pras.g_00751	Praj.g_02021
OG0000963	Pras.g_00755	Praj.g_02026
OG0000964	Pras.g_00756	Praj.g_02027
OG0000965	Pras.g_00757	Praj.g_02028
OG0000966	Pras.g_00765	Praj.g_02059
OG0000967	Pras.g_00770	Praj.g_02063
OG0000968	Pras.g_00772	Praj.g_02065
OG0000969	Pras.g_00773	Praj.g_02066
OG0000970	Pras.g_00774	Praj.g_02067
OG0000971	Pras.g_00775	Praj.g_02068
OG0000972	Pras.g_00776	Praj.g_02069
OG0000973	Pras.g_00777	Praj.g_02070
OG0000974	Pras.g_00778	Praj.g_02071
OG0000975	Pras.g_00779	Praj.g_02072
OG0000976	Pras.g_00780	Praj.g_02073
OG0000977	Pras.g_00781	Praj.g_02074
OG0000978	Pras.g_00782	Praj.g_02075
OG0000979	Pras.g_00785	Praj.g_02078
OG0000980	Pras.g_00787	Praj.g_02080
OG0000981	Pras.g_00789	Praj.g_02083
OG0000982	Pras.g_00791	Praj.g_02085
OG0000983	Pras.g_00792	Praj.g_02086
OG0000984	Pras.g_00793	Praj.g_02087
OG0000985	Pras.g_00796	Praj.g_02090
OG0000986	Pras.g_00798	Praj.g_02092
OG0000987	Pras.g_00799	Praj.g_02093
OG0000988	Pras.g_00802	Praj.g_02096
OG0000989	Pras.g_00805	Praj.g_02100
OG0000990	Pras.g_00808	Praj.g_02105
OG0000991	Pras.g_00809	Praj.g_02106
OG0000992	Pras.g_00812	Praj.g_02109
OG0000993	Pras.g_00813	Praj.g_02110
OG0000994	Pras.g_00814	Praj.g_02111
OG0000995	Pras.g_00818	Praj.g_02115
OG0000996	Pras.g_00819	Praj.g_02116
OG0000997	Pras.g_00820	Praj.g_02124
OG0000998	Pras.g_00822	Praj.g_02126
OG0000999	Pras.g_00823	Praj.g_02127
OG0001000	Pras.g_00826	Praj.g_02130, Praj.g_02131
OG0001001	Pras.g_00828	Praj.g_02134
OG0001002	Pras.g_00832	Praj.g_02139
OG0001003	Pras.g_00834	Praj.g_02141
OG0001004	Pras.g_00835	Praj.g_02142
OG0001005	Pras.g_00836	Praj.g_02143
OG0001006	Pras.g_00840	Praj.g_02147
OG0001007	Pras.g_00842	Praj.g_02149
OG0001008	Pras.g_01315	Praj.g_00431
OG0001009	Pras.g_00869	Praj.g_00027
OG0001010	Pras.g_00870	Praj.g_00028
OG0001011	Pras.g_00871	Praj.g_00029
OG0001012	Pras.g_00896	Praj.g_00047
OG0001013	Pras.g_00901	Praj.g_00052
OG0001014	Pras.g_00904	Praj.g_00055
OG0001015	Pras.g_00905	Praj.g_00056
OG0001016	Pras.g_00924	Praj.g_00111
OG0001017	Pras.g_00928	Praj.g_00115
OG0001018	Pras.g_00931	Praj.g_00118
OG0001019	Pras.g_00940	Praj.g_00127
OG0001020	Pras.g_00941	Praj.g_00128
OG0001021	Pras.g_00942	Praj.g_00129
OG0001022	Pras.g_00945	Praj.g_00132
OG0001023	Pras.g_00946	Praj.g_00133
OG0001024	Pras.g_00949	Praj.g_00136
OG0001025	Pras.g_00955	Praj.g_00143
OG0001026	Pras.g_00962	Praj.g_00151
OG0001027	Pras.g_00963	Praj.g_00152
OG0001028	Pras.g_00965	Praj.g_00154
OG0001029	Pras.g_00966	Praj.g_00156
OG0001030	Pras.g_00981	Praj.g_00172
OG0001031	Pras.g_01037	Praj.g_00226
OG0001032	Pras.g_01038	Praj.g_00227
OG0001033	Pras.g_01060	Praj.g_00247
OG0001034	Pras.g_01088	Praj.g_00276
OG0001035	Pras.g_01106	Praj.g_00293
OG0001036	Pras.g_01111	Praj.g_00297
OG0001037	Pras.g_01112	Praj.g_00298
OG0001038	Pras.g_01130	Praj.g_00314
OG0001039	Pras.g_01133	Praj.g_00316
OG0001040	Pras.g_01135	Praj.g_00319
OG0001041	Pras.g_01139	Praj.g_00323
OG0001042	Pras.g_01156	Praj.g_00339
OG0001043	Pras.g_01157	Praj.g_00340
OG0001044	Pras.g_01186	Praj.g_00379
OG0001045	Pras.g_01195	Praj.g_00388
OG0001046	Pras.g_01232	Praj.g_01081
OG0001047	Pras.g_01317	Praj.g_00433
OG0001048	Pras.g_01318	Praj.g_00434
OG0001049	Pras.g_01320	Praj.g_00436
OG0001050	Pras.g_01321	Praj.g_00437
OG0001051	Pras.g_01322	Praj.g_00438
OG0001052	Pras.g_01349	Praj.g_00464
OG0001053	Pras.g_01361	Praj.g_00476
OG0001054	Pras.g_01376	Praj.g_00490
OG0001055	Pras.g_01395	Praj.g_00509
OG0001056	Pras.g_01413	Praj.g_00527
OG0001057	Pras.g_01418	Praj.g_00532
OG0001058	Pras.g_01426	Praj.g_00540
OG0001059	Pras.g_01430	Praj.g_00544
OG0001060	Pras.g_01437	Praj.g_00551
OG0001061	Pras.g_01450	Praj.g_00564
OG0001062	Pras.g_01452	Praj.g_00566
OG0001063	Pras.g_01454	Praj.g_00567
OG0001064	Pras.g_01455	Praj.g_00568
OG0001065	Pras.g_01456	Praj.g_00569
OG0001066	Pras.g_01457	Praj.g_00570
OG0001067	Pras.g_01459	Praj.g_00571
OG0001068	Pras.g_01460	Praj.g_00572
OG0001069	Pras.g_01461	Praj.g_00573
OG0001070	Pras.g_01464	Praj.g_00575
OG0001071	Pras.g_01465	Praj.g_00576
OG0001072	Pras.g_01466	Praj.g_00577
OG0001073	Pras.g_01480	Praj.g_00591
OG0001074	Pras.g_01491	Praj.g_00603
OG0001075	Pras.g_01492	Praj.g_00604
OG0001076	Pras.g_01500	Praj.g_00611
OG0001077	Pras.g_01504	Praj.g_00616
OG0001078	Pras.g_01512	Praj.g_00624
OG0001079	Pras.g_01523	Praj.g_00635
OG0001080	Pras.g_01529	Praj.g_00641
OG0001081	Pras.g_01531	Praj.g_00643
OG0001082	Pras.g_01532	Praj.g_00644
OG0001083	Pras.g_01537	Praj.g_00649
OG0001084	Pras.g_01538	Praj.g_00650
OG0001085	Pras.g_01546	Praj.g_00660
OG0001086	Pras.g_01547	Praj.g_00661
OG0001087	Pras.g_01564	Praj.g_00681
OG0001088	Pras.g_01565	Praj.g_00682
OG0001089	Pras.g_01573	Praj.g_00690
OG0001090	Pras.g_01607	Praj.g_00699
OG0001091	Pras.g_01609	Praj.g_00701
OG0001092	Pras.g_01610	Praj.g_00702
OG0001093	Pras.g_01615	Praj.g_00707
OG0001094	Pras.g_01695	Praj.g_00763
OG0001095	Pras.g_01714	Praj.g_00782
OG0001096	Pras.g_01727	Praj.g_00797
OG0001097	Pras.g_01745	Praj.g_00817
OG0001098	Pras.g_01760	Praj.g_00835
OG0001099	Pras.g_01791	Praj.g_00872
OG0001100	Pras.g_01793	Praj.g_00879
OG0001101	Pras.g_01795	Praj.g_00881
OG0001102	Pras.g_01798	Praj.g_00884
OG0001103	Pras.g_01800	Praj.g_00886
OG0001104	Pras.g_01822	Praj.g_00749
OG0001105	Pras.g_01826	Praj.g_00753
OG0001106	Pras.g_01850	Praj.g_00934
OG0001107	Pras.g_01857	Praj.g_00944
OG0001108	Pras.g_01861	Praj.g_00948
OG0001109	Pras.g_01862	Praj.g_00949
OG0001110	Pras.g_01864	Praj.g_00951
OG0001111	Pras.g_01865	Praj.g_00952
OG0001112	Pras.g_01866	Praj.g_00953
OG0001113	Pras.g_01867	Praj.g_00954
OG0001114	Pras.g_01868	Praj.g_00955
OG0001115	Pras.g_01870	Praj.g_00957
OG0001116	Pras.g_01871	Praj.g_00958
OG0001117	Pras.g_01872	Praj.g_00959
OG0001118	Pras.g_01873	Praj.g_00960
OG0001119	Pras.g_01874	Praj.g_00961
OG0001120	Pras.g_01876	Praj.g_00963
OG0001121	Pras.g_00021, Pras.g_01880	Praj.g_01563
OG0001122	Pras.g_01906	Praj.g_00993
OG0001123	Pras.g_01910	Praj.g_00997
OG0001124	Pras.g_01912	Praj.g_00999
OG0001125	Pras.g_01913	Praj.g_01001
OG0001126	Pras.g_01923	Praj.g_01012
OG0001127	Pras.g_01924	Praj.g_01013
OG0001128	Pras.g_01926	Praj.g_01016
OG0001129	Pras.g_01927	Praj.g_01017
OG0001130	Pras.g_01928	Praj.g_01018
OG0001131	Pras.g_01964	Praj.g_00852
OG0001132	Pras.g_01973	Praj.g_01063
OG0001133	Pras.g_00009	Praj.g_01040
OG0001134	Pras.g_00023	Praj.g_01832
OG0001135	Pras.g_00026	Praj.g_01835
OG0001136	Pras.g_00053	Praj.g_01463
OG0001137	Pras.g_00064	Praj.g_01452
OG0001138	Pras.g_00082	Praj.g_01432
OG0001139	Pras.g_00083	Praj.g_01430
OG0001140	Pras.g_00084	Praj.g_01429
OG0001141	Pras.g_00085	Praj.g_01428
OG0001142	Pras.g_00086	Praj.g_01427
OG0001143	Pras.g_00093	Praj.g_01420
OG0001144	Pras.g_00099	Praj.g_01415
OG0001145	Pras.g_00200	Praj.g_01520
OG0001146	Pras.g_00213	Praj.g_01532
