Orthogroup	Pras	Syaa
OG0000555	Pras.g_01419	Syaa.g_01961
OG0000556	Pras.g_01421	Syaa.g_01957
OG0000557	Pras.g_01422	Syaa.g_01955
OG0000558	Pras.g_01424	Syaa.g_01953
OG0000559	Pras.g_01428	Syaa.g_01949
OG0000560	Pras.g_01431	Syaa.g_01946
OG0000561	Pras.g_01432	Syaa.g_01945
OG0000562	Pras.g_01433	Syaa.g_01944
OG0000563	Pras.g_01434	Syaa.g_01943
OG0000564	Pras.g_01435	Syaa.g_01942
OG0000565	Pras.g_01438	Syaa.g_01939
OG0000566	Pras.g_01440	Syaa.g_01935
OG0000567	Pras.g_01444	Syaa.g_01931
OG0000568	Pras.g_01445	Syaa.g_01928
OG0000569	Pras.g_01446	Syaa.g_01925
OG0000570	Pras.g_01447	Syaa.g_01924
OG0000571	Pras.g_01449	Syaa.g_01920
OG0000572	Pras.g_01463	Syaa.g_01904
OG0000573	Pras.g_01468	Syaa.g_01896
OG0000574	Pras.g_01469	Syaa.g_01895
OG0000575	Pras.g_01473	Syaa.g_01891
OG0000576	Pras.g_01475	Syaa.g_01889
OG0000577	Pras.g_01476	Syaa.g_01888
OG0000578	Pras.g_01477	Syaa.g_01887
OG0000579	Pras.g_01478	Syaa.g_01886
OG0000580	Pras.g_01479	Syaa.g_01885
OG0000581	Pras.g_01481	Syaa.g_01879
OG0000582	Pras.g_01484	Syaa.g_01687
OG0000583	Pras.g_01485	Syaa.g_01686
OG0000584	Pras.g_01486	Syaa.g_01685
OG0000585	Pras.g_01488	Syaa.g_01683
OG0000586	Pras.g_01489	Syaa.g_01682
OG0000587	Pras.g_01490	Syaa.g_01680
OG0000588	Pras.g_01494	Syaa.g_01666
OG0000589	Pras.g_01497	Syaa.g_01662
OG0000590	Pras.g_01498	Syaa.g_01661
OG0000591	Pras.g_01501	Syaa.g_01653
OG0000592	Pras.g_01502	Syaa.g_01652
OG0000593	Pras.g_01508	Syaa.g_01638
OG0000594	Pras.g_01509	Syaa.g_01637
OG0000595	Pras.g_01510	Syaa.g_01636
OG0000596	Pras.g_01514	Syaa.g_01630
OG0000597	Pras.g_01516	Syaa.g_01627
OG0000598	Pras.g_01517	Syaa.g_01626
OG0000599	Pras.g_01520	Syaa.g_01623
OG0000600	Pras.g_01521	Syaa.g_01622
OG0000601	Pras.g_01522	Syaa.g_01621
OG0000602	Pras.g_01524	Syaa.g_01616
OG0000603	Pras.g_01525	Syaa.g_01615
OG0000604	Pras.g_01526	Syaa.g_01612
OG0000605	Pras.g_01527	Syaa.g_01447
OG0000606	Pras.g_01530	Syaa.g_01055
OG0000607	Pras.g_01533	Syaa.g_01058
OG0000608	Pras.g_01534	Syaa.g_01059
OG0000609	Pras.g_01535	Syaa.g_01061
OG0000610	Pras.g_01540	Syaa.g_01068
OG0000611	Pras.g_01543	Syaa.g_01071
OG0000612	Pras.g_01544	Syaa.g_01072
OG0000613	Pras.g_01549	Syaa.g_00199
OG0000614	Pras.g_01568	Syaa.g_00906
OG0000615	Pras.g_01576	Syaa.g_01113
OG0000616	Pras.g_01580	Syaa.g_02742
OG0000617	Pras.g_01612	Syaa.g_01244
OG0000618	Pras.g_01613	Syaa.g_01245
OG0000619	Pras.g_01614	Syaa.g_01246
OG0000620	Pras.g_01617	Syaa.g_01259
OG0000621	Pras.g_01618	Syaa.g_01260
OG0000622	Pras.g_01619	Syaa.g_01261
OG0000623	Pras.g_01620	Syaa.g_01262
OG0000624	Pras.g_01621	Syaa.g_01264
OG0000625	Pras.g_01622	Syaa.g_01265
OG0000626	Pras.g_01623	Syaa.g_01266
OG0000627	Pras.g_01624	Syaa.g_01414
OG0000628	Pras.g_01625	Syaa.g_01413
OG0000629	Pras.g_01626	Syaa.g_01410
OG0000630	Pras.g_01629	Syaa.g_01406
OG0000631	Pras.g_01692	Syaa.g_01400
OG0000632	Pras.g_01693	Syaa.g_01399
OG0000633	Pras.g_01694	Syaa.g_01397
OG0000634	Pras.g_01697	Syaa.g_01150
OG0000635	Pras.g_01698	Syaa.g_01151
OG0000636	Pras.g_01700	Syaa.g_01153
OG0000637	Pras.g_01702	Syaa.g_01155
OG0000638	Pras.g_01703	Syaa.g_01156
OG0000639	Pras.g_01704	Syaa.g_01157
OG0000640	Pras.g_01705	Syaa.g_01158
OG0000641	Pras.g_01709	Syaa.g_01162
OG0000642	Pras.g_01710	Syaa.g_01163
OG0000643	Pras.g_01711	Syaa.g_01165
OG0000644	Pras.g_01712	Syaa.g_01166
OG0000645	Pras.g_01713	Syaa.g_01184
OG0000646	Pras.g_01715	Syaa.g_01187
OG0000647	Pras.g_01716	Syaa.g_01189
OG0000648	Pras.g_01718	Syaa.g_01191
OG0000649	Pras.g_01719	Syaa.g_01192
OG0000650	Pras.g_01720	Syaa.g_01193
OG0000651	Pras.g_01721	Syaa.g_01194
OG0000652	Pras.g_01722	Syaa.g_01195
OG0000653	Pras.g_01724	Syaa.g_01197
OG0000654	Pras.g_01725	Syaa.g_01198
OG0000655	Pras.g_01726	Syaa.g_01199
OG0000656	Pras.g_01729	Syaa.g_01202
OG0000657	Pras.g_01736	Syaa.g_00838
OG0000658	Pras.g_01737	Syaa.g_00836
OG0000659	Pras.g_01738	Syaa.g_00835
OG0000660	Pras.g_01742	Syaa.g_00831
OG0000661	Pras.g_01744	Syaa.g_00829
OG0000662	Pras.g_01746	Syaa.g_00827
OG0000663	Pras.g_01748	Syaa.g_00824
OG0000664	Pras.g_01749	Syaa.g_00823
OG0000665	Pras.g_01753	Syaa.g_01442
OG0000666	Pras.g_01754	Syaa.g_01448
OG0000668	Pras.g_01788	Syaa.g_01300
OG0000669	Pras.g_01792	Syaa.g_01084
OG0000670	Pras.g_01794	Syaa.g_01087
OG0000671	Pras.g_01796	Syaa.g_01089
OG0000672	Pras.g_01799	Syaa.g_01092
OG0000673	Pras.g_01802	Syaa.g_01095
OG0000674	Pras.g_01804	Syaa.g_01097
OG0000675	Pras.g_01805	Syaa.g_01098
OG0000676	Pras.g_01807	Syaa.g_01100
OG0000677	Pras.g_01808	Syaa.g_01101
OG0000678	Pras.g_01810	Syaa.g_01106
OG0000679	Pras.g_01814	Syaa.g_01116
OG0000680	Pras.g_01815	Syaa.g_01117
OG0000681	Pras.g_01818	Syaa.g_01120
OG0000682	Pras.g_01819	Syaa.g_01121
OG0000683	Pras.g_01820	Syaa.g_01122
OG0000684	Pras.g_01821	Syaa.g_01132
OG0000685	Pras.g_01823	Syaa.g_01134
OG0000686	Pras.g_01824	Syaa.g_01135
OG0000687	Pras.g_01825	Syaa.g_01136
OG0000688	Pras.g_01828	Syaa.g_01140
OG0000689	Pras.g_01829	Syaa.g_01142
OG0000690	Pras.g_01830	Syaa.g_01143
OG0000691	Pras.g_01831	Syaa.g_01144
OG0000692	Pras.g_01833	Syaa.g_01145
OG0000693	Pras.g_01834	Syaa.g_01146
OG0000694	Pras.g_01835	Syaa.g_01147
OG0000695	Pras.g_01837	Syaa.g_01395
OG0000696	Pras.g_01838	Syaa.g_01394
OG0000697	Pras.g_01839	Syaa.g_01392
OG0000698	Pras.g_01842	Syaa.g_01389
OG0000699	Pras.g_01843	Syaa.g_01387
OG0000700	Pras.g_01844	Syaa.g_01386
OG0000701	Pras.g_01845	Syaa.g_01385
OG0000702	Pras.g_01847	Syaa.g_01376
OG0000703	Pras.g_01848	Syaa.g_01375
OG0000704	Pras.g_01849	Syaa.g_01373
OG0000705	Pras.g_01853	Syaa.g_01365
OG0000706	Pras.g_01854	Syaa.g_01364
OG0000707	Pras.g_01855	Syaa.g_01363
OG0000708	Pras.g_01856	Syaa.g_01360
OG0000709	Pras.g_01860	Syaa.g_01351
OG0000710	Pras.g_01863	Syaa.g_01348
OG0000711	Pras.g_01881	Syaa.g_01320
OG0000712	Pras.g_01883	Syaa.g_01318
OG0000713	Pras.g_01884	Syaa.g_01317
OG0000714	Pras.g_01885	Syaa.g_01315
OG0000715	Pras.g_01887	Syaa.g_01313
OG0000716	Pras.g_01889	Syaa.g_01309
OG0000717	Pras.g_01890	Syaa.g_01308
OG0000718	Pras.g_01903	Syaa.g_01304
OG0000719	Pras.g_01905	Syaa.g_01302
OG0000720	Pras.g_01914	Syaa.g_01289
OG0000721	Pras.g_01916	Syaa.g_01287
OG0000722	Pras.g_01917	Syaa.g_01286
OG0000723	Pras.g_01920	Syaa.g_01268
OG0000724	Pras.g_01929	Syaa.g_00872
OG0000725	Pras.g_01935	Syaa.g_00882
OG0000726	Pras.g_01936	Syaa.g_00883
OG0000727	Pras.g_01937	Syaa.g_00884
OG0000728	Pras.g_01939	Syaa.g_00886
OG0000729	Pras.g_01984	Syaa.g_00100
OG0000730	Pras.g_01988	Syaa.g_02185
OG0000731	Pras.g_01992	Syaa.g_02173
OG0000732	Pras.g_00003	Syaa.g_00054
OG0000733	Pras.g_00024	Syaa.g_02621
OG0000734	Pras.g_00041	Syaa.g_02388
OG0000735	Pras.g_00043	Syaa.g_00754
OG0000736	Pras.g_00044	Syaa.g_00755
OG0000737	Pras.g_00045	Syaa.g_00756
OG0000738	Pras.g_00049	Syaa.g_00761
OG0000739	Pras.g_00050	Syaa.g_00762
OG0000740	Pras.g_00051	Syaa.g_00763
OG0000741	Pras.g_00052	Syaa.g_00766
OG0000742	Pras.g_00055	Syaa.g_00769
OG0000743	Pras.g_00057	Syaa.g_00771
OG0000744	Pras.g_00058	Syaa.g_00772
OG0000745	Pras.g_00059	Syaa.g_00774
OG0000746	Pras.g_00061	Syaa.g_00776
OG0000747	Pras.g_00062	Syaa.g_00777
OG0000748	Pras.g_00065	Syaa.g_00787
OG0000749	Pras.g_00066	Syaa.g_00789
OG0000750	Pras.g_00067	Syaa.g_00790
OG0000751	Pras.g_00069	Syaa.g_00797
OG0000752	Pras.g_00071	Syaa.g_00799
OG0000753	Pras.g_00074	Syaa.g_00802
OG0000754	Pras.g_00077	Syaa.g_01025
OG0000755	Pras.g_00080	Syaa.g_01005
OG0000756	Pras.g_00081	Syaa.g_01004
OG0000757	Pras.g_00087	Syaa.g_00996
OG0000758	Pras.g_00088	Syaa.g_00995
OG0000759	Pras.g_00089	Syaa.g_00994
OG0000760	Pras.g_00090	Syaa.g_00993
OG0000761	Pras.g_00091	Syaa.g_00992
OG0000762	Pras.g_00092	Syaa.g_00988
OG0000763	Pras.g_00094	Syaa.g_00986
OG0000764	Pras.g_00095	Syaa.g_00985
OG0000765	Pras.g_00105	Syaa.g_00968
OG0000766	Pras.g_00106	Syaa.g_00967
OG0000767	Pras.g_00108	Syaa.g_00965
OG0000768	Pras.g_00109	Syaa.g_00964
OG0000769	Pras.g_00111	Syaa.g_00962
OG0000770	Pras.g_00113	Syaa.g_00959
OG0000771	Pras.g_00122	Syaa.g_00866
OG0000772	Pras.g_00178	Syaa.g_01526
OG0000773	Pras.g_00199	Syaa.g_00749
OG0000774	Pras.g_00201	Syaa.g_00745
OG0000775	Pras.g_00204	Syaa.g_00742
OG0000776	Pras.g_00205	Syaa.g_00741
OG0000777	Pras.g_00206	Syaa.g_00740
OG0000778	Pras.g_00207	Syaa.g_00739
OG0000779	Pras.g_00211	Syaa.g_00733
OG0000780	Pras.g_00212	Syaa.g_00730
OG0000781	Pras.g_00214	Syaa.g_00726
OG0000782	Pras.g_00216	Syaa.g_00725
OG0000783	Pras.g_00217	Syaa.g_00724
OG0000784	Pras.g_00218	Syaa.g_00723
OG0000785	Pras.g_00220	Syaa.g_00721
OG0000786	Pras.g_00223	Syaa.g_01875
OG0000787	Pras.g_00224	Syaa.g_01876
OG0000788	Pras.g_00237	Syaa.g_01620
OG0000789	Pras.g_00240	Syaa.g_01434
OG0000790	Pras.g_00255	Syaa.g_02064
OG0000791	Pras.g_00257	Syaa.g_02066
OG0000792	Pras.g_00258	Syaa.g_02067
OG0000793	Pras.g_00261	Syaa.g_02072
OG0000794	Pras.g_00262	Syaa.g_02073
OG0000795	Pras.g_00263	Syaa.g_02074
OG0000796	Pras.g_00267	Syaa.g_02078
OG0000797	Pras.g_00268	Syaa.g_02079
OG0000798	Pras.g_00286	Syaa.g_00265
OG0000799	Pras.g_00332	Syaa.g_01743
OG0000800	Pras.g_00333	Syaa.g_01747
OG0000801	Pras.g_00334	Syaa.g_01748
OG0000802	Pras.g_00336	Syaa.g_01753
OG0000803	Pras.g_00338	Syaa.g_01758
OG0000804	Pras.g_00339	Syaa.g_01761
OG0000805	Pras.g_00341	Syaa.g_01763
OG0000806	Pras.g_00343	Syaa.g_01765
OG0000807	Pras.g_00344	Syaa.g_01767
OG0000808	Pras.g_00345	Syaa.g_01768
OG0000809	Pras.g_00348	Syaa.g_01771
OG0000810	Pras.g_00349	Syaa.g_01772
OG0000811	Pras.g_00353	Syaa.g_01778
OG0000812	Pras.g_00355	Syaa.g_01780
OG0000813	Pras.g_00356	Syaa.g_01781
OG0000814	Pras.g_00358	Syaa.g_01783
OG0000815	Pras.g_00359	Syaa.g_01784
OG0000816	Pras.g_00361	Syaa.g_01785
OG0000817	Pras.g_00362	Syaa.g_01786
OG0000818	Pras.g_00367	Syaa.g_01792
OG0000819	Pras.g_00368	Syaa.g_01793
OG0000820	Pras.g_00369	Syaa.g_01794
OG0000821	Pras.g_00373	Syaa.g_01800
OG0000822	Pras.g_00374	Syaa.g_01802
OG0000823	Pras.g_00375	Syaa.g_01803
OG0000824	Pras.g_00378	Syaa.g_01807
OG0000825	Pras.g_00379	Syaa.g_01808
OG0000826	Pras.g_00380	Syaa.g_01809
OG0000827	Pras.g_00381	Syaa.g_01810
OG0000828	Pras.g_00385	Syaa.g_01813
OG0000829	Pras.g_00386	Syaa.g_01814
OG0000830	Pras.g_00387	Syaa.g_01815
OG0000831	Pras.g_00389	Syaa.g_01817
OG0000832	Pras.g_00395	Syaa.g_00627
OG0000833	Pras.g_00405	Syaa.g_00611
OG0000834	Pras.g_00406	Syaa.g_00608
OG0000835	Pras.g_00407	Syaa.g_00607
OG0000836	Pras.g_00408	Syaa.g_00603
OG0000837	Pras.g_00409	Syaa.g_00601
OG0000838	Pras.g_00411	Syaa.g_00597
OG0000839	Pras.g_00412	Syaa.g_00596
OG0000840	Pras.g_00413	Syaa.g_00595
OG0000841	Pras.g_00414	Syaa.g_00594
OG0000842	Pras.g_00415	Syaa.g_00593
OG0000843	Pras.g_00416	Syaa.g_00592
OG0000844	Pras.g_00417	Syaa.g_00590
OG0000845	Pras.g_00418	Syaa.g_00589
OG0000846	Pras.g_00419	Syaa.g_00588
OG0000847	Pras.g_00420	Syaa.g_00587
OG0000848	Pras.g_00421	Syaa.g_00585
OG0000849	Pras.g_00422	Syaa.g_00584
OG0000850	Pras.g_00424	Syaa.g_00582
OG0000851	Pras.g_00425	Syaa.g_00577
OG0000852	Pras.g_00426	Syaa.g_00576
OG0000853	Pras.g_00430	Syaa.g_00572
OG0000854	Pras.g_00432	Syaa.g_00570
OG0000855	Pras.g_00433	Syaa.g_00569
OG0000856	Pras.g_00448	Syaa.g_01650
OG0000857	Pras.g_00473	Syaa.g_01188
OG0000858	Pras.g_00544	Syaa.g_00563
OG0000859	Pras.g_00545	Syaa.g_00562
OG0000860	Pras.g_00552	Syaa.g_00549
OG0000861	Pras.g_00553	Syaa.g_00548
OG0000862	Pras.g_00554	Syaa.g_00547
OG0000863	Pras.g_00556	Syaa.g_00543
OG0000864	Pras.g_00557	Syaa.g_00542
OG0000865	Pras.g_00558	Syaa.g_00541
OG0000866	Pras.g_00559	Syaa.g_00540
OG0000867	Pras.g_00560	Syaa.g_00539
OG0000868	Pras.g_00561	Syaa.g_00536
OG0000869	Pras.g_00565	Syaa.g_00531
OG0000870	Pras.g_00570	Syaa.g_00526
OG0000871	Pras.g_00571	Syaa.g_00525
OG0000872	Pras.g_00572	Syaa.g_00511
OG0000873	Pras.g_00575	Syaa.g_00497
OG0000874	Pras.g_00578	Syaa.g_00519
OG0000875	Pras.g_00579	Syaa.g_00438
OG0000876	Pras.g_00580	Syaa.g_00682
OG0000877	Pras.g_00582	Syaa.g_00679
OG0000878	Pras.g_00583	Syaa.g_00678
OG0000879	Pras.g_00584	Syaa.g_00677
OG0000880	Pras.g_00585	Syaa.g_00676
OG0000881	Pras.g_00589	Syaa.g_00671
OG0000882	Pras.g_00594	Syaa.g_00666
OG0000883	Pras.g_00596	Syaa.g_00661
OG0000884	Pras.g_00598	Syaa.g_00659
OG0000885	Pras.g_00599	Syaa.g_00658
OG0000886	Pras.g_00600	Syaa.g_00657
OG0000887	Pras.g_00601	Syaa.g_00656
OG0000888	Pras.g_00603	Syaa.g_00654
OG0000889	Pras.g_00605	Syaa.g_00652
OG0000890	Pras.g_00606	Syaa.g_00644
OG0000891	Pras.g_00607	Syaa.g_00643
OG0000892	Pras.g_00609	Syaa.g_00640
OG0000893	Pras.g_00613	Syaa.g_02352
OG0000894	Pras.g_00615	Syaa.g_02349
OG0000895	Pras.g_00618	Syaa.g_02345
OG0000896	Pras.g_00619	Syaa.g_02344
OG0000897	Pras.g_00621	Syaa.g_02342
OG0000898	Pras.g_00622	Syaa.g_02341
OG0000899	Pras.g_00623	Syaa.g_02340
OG0000900	Pras.g_00624	Syaa.g_02339
OG0000901	Pras.g_00627	Syaa.g_02334
OG0000902	Pras.g_00629	Syaa.g_02332
OG0000903	Pras.g_00632	Syaa.g_02313
OG0000904	Pras.g_00634	Syaa.g_02318
OG0000905	Pras.g_00639	Syaa.g_02324
OG0000906	Pras.g_00640	Syaa.g_02327
OG0000907	Pras.g_00645	Syaa.g_02295
OG0000908	Pras.g_00648	Syaa.g_02292
OG0000909	Pras.g_00649	Syaa.g_02291
OG0000910	Pras.g_00650	Syaa.g_02290
OG0000911	Pras.g_00652	Syaa.g_02288
OG0000912	Pras.g_00653	Syaa.g_02287
OG0000913	Pras.g_00654	Syaa.g_02286
OG0000914	Pras.g_00655	Syaa.g_02285
OG0000915	Pras.g_00656	Syaa.g_02283
OG0000916	Pras.g_00657	Syaa.g_02282
OG0000917	Pras.g_00658	Syaa.g_02281
OG0000918	Pras.g_00659	Syaa.g_02280
OG0000919	Pras.g_00660	Syaa.g_02279
OG0000920	Pras.g_00661	Syaa.g_02278
OG0000921	Pras.g_00662	Syaa.g_02277
OG0000922	Pras.g_00663	Syaa.g_02276
OG0000923	Pras.g_00667	Syaa.g_02272
OG0000924	Pras.g_00668	Syaa.g_02271
OG0000925	Pras.g_00669	Syaa.g_02270
OG0000926	Pras.g_00670	Syaa.g_02269
OG0000927	Pras.g_00672	Syaa.g_02267
OG0000928	Pras.g_00673	Syaa.g_02266
OG0000929	Pras.g_00674	Syaa.g_02265
OG0000930	Pras.g_00675	Syaa.g_02264
OG0000931	Pras.g_00676	Syaa.g_02263
OG0000932	Pras.g_00677	Syaa.g_02262
OG0000933	Pras.g_00681	Syaa.g_02256
OG0000934	Pras.g_00683	Syaa.g_02254
OG0000935	Pras.g_00684	Syaa.g_02253
OG0000936	Pras.g_00685	Syaa.g_02252
OG0000937	Pras.g_00686	Syaa.g_02251
OG0000938	Pras.g_00688	Syaa.g_02248
OG0000939	Pras.g_00689	Syaa.g_02247
OG0000940	Pras.g_00696	Syaa.g_02240
OG0000941	Pras.g_00698	Syaa.g_02238
OG0000942	Pras.g_00700	Syaa.g_02236
OG0000943	Pras.g_00701	Syaa.g_02235
OG0000944	Pras.g_00702	Syaa.g_02233
OG0000945	Pras.g_00703	Syaa.g_02231
OG0000946	Pras.g_00707	Syaa.g_02225
OG0000947	Pras.g_00709	Syaa.g_02222
OG0000948	Pras.g_00710	Syaa.g_02221
OG0000949	Pras.g_00713	Syaa.g_00172
OG0000950	Pras.g_00718	Syaa.g_00159
OG0000951	Pras.g_00722	Syaa.g_00153
OG0000952	Pras.g_00726	Syaa.g_00149
OG0000953	Pras.g_00729	Syaa.g_00143
OG0000954	Pras.g_00733	Syaa.g_00138
OG0000955	Pras.g_00734	Syaa.g_00137
OG0000956	Pras.g_00736	Syaa.g_00135
OG0000957	Pras.g_00741	Syaa.g_00125
OG0000958	Pras.g_00742	Syaa.g_00124
OG0000959	Pras.g_00746	Syaa.g_00120
OG0000960	Pras.g_00747	Syaa.g_00119
OG0000961	Pras.g_00749	Syaa.g_00106
OG0000962	Pras.g_00751	Syaa.g_00102
OG0000963	Pras.g_00755	Syaa.g_00097
OG0000964	Pras.g_00756	Syaa.g_00096
OG0000965	Pras.g_00757	Syaa.g_00095
OG0000966	Pras.g_00765	Syaa.g_00083
OG0000967	Pras.g_00770	Syaa.g_00074
OG0000968	Pras.g_00772	Syaa.g_00078
OG0000969	Pras.g_00773	Syaa.g_00077
OG0000970	Pras.g_00774	Syaa.g_00076
OG0000971	Pras.g_00775	Syaa.g_00069
OG0000972	Pras.g_00776	Syaa.g_00068
OG0000973	Pras.g_00777	Syaa.g_00067
OG0000974	Pras.g_00778	Syaa.g_00066
OG0000975	Pras.g_00779	Syaa.g_00065
OG0000976	Pras.g_00780	Syaa.g_00064
OG0000977	Pras.g_00781	Syaa.g_00062
OG0000978	Pras.g_00782	Syaa.g_00061
OG0000979	Pras.g_00785	Syaa.g_00058
OG0000980	Pras.g_00787	Syaa.g_00055
OG0000981	Pras.g_00789	Syaa.g_00052
OG0000982	Pras.g_00791	Syaa.g_02593
OG0000983	Pras.g_00792	Syaa.g_02594
OG0000984	Pras.g_00793	Syaa.g_02595
OG0000985	Pras.g_00796	Syaa.g_02597
OG0000986	Pras.g_00798	Syaa.g_02601
OG0000987	Pras.g_00799	Syaa.g_02603
OG0000988	Pras.g_00802	Syaa.g_02608
OG0000989	Pras.g_00805	Syaa.g_02616
OG0000990	Pras.g_00808	Syaa.g_02647
OG0000991	Pras.g_00809	Syaa.g_02650
OG0000992	Pras.g_00812	Syaa.g_02653
OG0000993	Pras.g_00813	Syaa.g_02654
OG0000994	Pras.g_00814	Syaa.g_02657
OG0000995	Pras.g_00818	Syaa.g_02662
OG0000996	Pras.g_00819	Syaa.g_02705
OG0000997	Pras.g_00820	Syaa.g_02725
OG0000998	Pras.g_00822	Syaa.g_02727
OG0000999	Pras.g_00823	Syaa.g_02728
OG0001000	Pras.g_00826	Syaa.g_02732
OG0001001	Pras.g_00828	Syaa.g_02738
OG0001002	Pras.g_00832	Syaa.g_02745
OG0001003	Pras.g_00834	Syaa.g_02747
OG0001004	Pras.g_00835	Syaa.g_02748
OG0001005	Pras.g_00836	Syaa.g_02749
OG0001006	Pras.g_00840	Syaa.g_02756
OG0001007	Pras.g_00842	Syaa.g_02758
OG0001008	Pras.g_01315	Syaa.g_00704
OG0001009	Pras.g_00869	Syaa.g_00034
OG0001010	Pras.g_00870	Syaa.g_00035
OG0001011	Pras.g_00871	Syaa.g_00037
OG0001012	Pras.g_00896	Syaa.g_02589
OG0001013	Pras.g_00901	Syaa.g_02576
OG0001014	Pras.g_00904	Syaa.g_02572
OG0001015	Pras.g_00905	Syaa.g_02571
OG0001016	Pras.g_00924	Syaa.g_00348
OG0001017	Pras.g_00928	Syaa.g_00342
OG0001018	Pras.g_00931	Syaa.g_00340
OG0001019	Pras.g_00940	Syaa.g_00323
OG0001020	Pras.g_00941	Syaa.g_02355
OG0001021	Pras.g_00942	Syaa.g_02359
OG0001022	Pras.g_00945	Syaa.g_02365
OG0001023	Pras.g_00946	Syaa.g_02366
OG0001024	Pras.g_00949	Syaa.g_02370
OG0001025	Pras.g_00955	Syaa.g_02377
OG0001026	Pras.g_00962	Syaa.g_02390
OG0001027	Pras.g_00963	Syaa.g_02397
OG0001028	Pras.g_00965	Syaa.g_02399
OG0001029	Pras.g_00966	Syaa.g_02401
OG0001030	Pras.g_00981	Syaa.g_02422
OG0001031	Pras.g_01037	Syaa.g_02500
OG0001032	Pras.g_01038	Syaa.g_02502
OG0001033	Pras.g_01060	Syaa.g_02539
OG0001034	Pras.g_01088	Syaa.g_02108
OG0001035	Pras.g_01106	Syaa.g_00298
OG0001036	Pras.g_01111	Syaa.g_00293
OG0001037	Pras.g_01112	Syaa.g_00291
OG0001038	Pras.g_01130	Syaa.g_00264
OG0001039	Pras.g_01133	Syaa.g_00261
OG0001040	Pras.g_01135	Syaa.g_00258
OG0001041	Pras.g_01139	Syaa.g_00253
OG0001042	Pras.g_01156	Syaa.g_00227
OG0001043	Pras.g_01157	Syaa.g_00223
OG0001044	Pras.g_01186	Syaa.g_02183
OG0001045	Pras.g_01195	Syaa.g_02170
OG0001046	Pras.g_01232	Syaa.g_01332
OG0001047	Pras.g_01317	Syaa.g_00706
OG0001048	Pras.g_01318	Syaa.g_00707
OG0001049	Pras.g_01320	Syaa.g_00710
OG0001050	Pras.g_01321	Syaa.g_00711
OG0001051	Pras.g_01322	Syaa.g_00712
OG0001052	Pras.g_01349	Syaa.g_01846
OG0001053	Pras.g_01361	Syaa.g_02048
OG0001054	Pras.g_01376	Syaa.g_02031
OG0001055	Pras.g_01395	Syaa.g_02010
OG0001056	Pras.g_01413	Syaa.g_01975
OG0001057	Pras.g_01418	Syaa.g_01966
OG0001058	Pras.g_01426	Syaa.g_01951
OG0001059	Pras.g_01430	Syaa.g_01947
OG0001060	Pras.g_01437	Syaa.g_01941
OG0001061	Pras.g_01450	Syaa.g_01919
OG0001062	Pras.g_01452	Syaa.g_01917
OG0001063	Pras.g_01454	Syaa.g_01912
OG0001064	Pras.g_01455	Syaa.g_01911
OG0001065	Pras.g_01456	Syaa.g_01910
OG0001066	Pras.g_01457	Syaa.g_01909
OG0001067	Pras.g_01459	Syaa.g_01908
OG0001068	Pras.g_01460	Syaa.g_01907
OG0001069	Pras.g_01461	Syaa.g_01906
OG0001070	Pras.g_01464	Syaa.g_01903
OG0001071	Pras.g_01465	Syaa.g_01902
OG0001072	Pras.g_01466	Syaa.g_01898
OG0001073	Pras.g_01480	Syaa.g_01884
OG0001074	Pras.g_01491	Syaa.g_01678
OG0001075	Pras.g_01492	Syaa.g_01676
OG0001076	Pras.g_01500	Syaa.g_01659
OG0001077	Pras.g_01504	Syaa.g_01647
OG0001078	Pras.g_01512	Syaa.g_01632
OG0001079	Pras.g_01523	Syaa.g_01619
OG0001080	Pras.g_01529	Syaa.g_01443
OG0001081	Pras.g_01531	Syaa.g_01056
OG0001082	Pras.g_01532	Syaa.g_01057
OG0001083	Pras.g_01537	Syaa.g_01064
OG0001084	Pras.g_01538	Syaa.g_01065
OG0001085	Pras.g_01546	Syaa.g_01075
OG0001086	Pras.g_01547	Syaa.g_01077
OG0001087	Pras.g_01564	Syaa.g_00920
OG0001088	Pras.g_01565	Syaa.g_00916
OG0001089	Pras.g_01573	Syaa.g_00890
OG0001090	Pras.g_01607	Syaa.g_01237
OG0001091	Pras.g_01609	Syaa.g_01239
OG0001092	Pras.g_01610	Syaa.g_01242
OG0001093	Pras.g_01615	Syaa.g_01248
OG0001094	Pras.g_01695	Syaa.g_01148
OG0001095	Pras.g_01714	Syaa.g_01185
OG0001096	Pras.g_01727	Syaa.g_01200
OG0001097	Pras.g_01745	Syaa.g_00828
OG0001098	Pras.g_01760	Syaa.g_01441
OG0001099	Pras.g_01791	Syaa.g_02400
OG0001100	Pras.g_01793	Syaa.g_01086
OG0001101	Pras.g_01795	Syaa.g_01088
OG0001102	Pras.g_01798	Syaa.g_01091
OG0001103	Pras.g_01800	Syaa.g_01093
OG0001104	Pras.g_01822	Syaa.g_01133
OG0001105	Pras.g_01826	Syaa.g_01137
OG0001106	Pras.g_01850	Syaa.g_01372
OG0001107	Pras.g_01857	Syaa.g_01359
OG0001108	Pras.g_01861	Syaa.g_01350
OG0001109	Pras.g_01862	Syaa.g_01349
OG0001110	Pras.g_01864	Syaa.g_01347
OG0001111	Pras.g_01865	Syaa.g_01345
OG0001112	Pras.g_01866	Syaa.g_01343
OG0001113	Pras.g_01867	Syaa.g_01342
OG0001114	Pras.g_01868	Syaa.g_01341
