Orthogroup	Pras	Syar
OG0000557	Pras.g_01422	Syar.g_02328
OG0000558	Pras.g_01424	Syar.g_02326
OG0000559	Pras.g_01428	Syar.g_02322
OG0000560	Pras.g_01431	Syar.g_02320
OG0000561	Pras.g_01432	Syar.g_02319
OG0000562	Pras.g_01433	Syar.g_02318
OG0000563	Pras.g_01434	Syar.g_02317
OG0000564	Pras.g_01435	Syar.g_02316
OG0000565	Pras.g_01438	Syar.g_02312
OG0000566	Pras.g_01440	Syar.g_02308
OG0000567	Pras.g_01444	Syar.g_02304
OG0000568	Pras.g_01445	Syar.g_02302
OG0000569	Pras.g_01446	Syar.g_02301
OG0000570	Pras.g_01447	Syar.g_02300
OG0000571	Pras.g_01449	Syar.g_02298
OG0000572	Pras.g_01463	Syar.g_02201
OG0000573	Pras.g_01468	Syar.g_02191
OG0000574	Pras.g_01469	Syar.g_02190
OG0000575	Pras.g_01473	Syar.g_03180
OG0000576	Pras.g_01475	Syar.g_02187
OG0000577	Pras.g_01476	Syar.g_02186
OG0000578	Pras.g_01477	Syar.g_02185
OG0000579	Pras.g_01478	Syar.g_02184
OG0000580	Pras.g_01479	Syar.g_02183
OG0000581	Pras.g_01481	Syar.g_02175
OG0000582	Pras.g_01484	Syar.g_02131
OG0000583	Pras.g_01485	Syar.g_02132
OG0000584	Pras.g_01486	Syar.g_02133
OG0000585	Pras.g_01488	Syar.g_02170
OG0000586	Pras.g_01489	Syar.g_02171
OG0000587	Pras.g_01490	Syar.g_02173
OG0000588	Pras.g_01494	Syar.g_02275
OG0000589	Pras.g_01497	Syar.g_02261
OG0000590	Pras.g_01498	Syar.g_02260
OG0000591	Pras.g_01501	Syar.g_02246
OG0000592	Pras.g_01502	Syar.g_02245
OG0000593	Pras.g_01508	Syar.g_02414
OG0000594	Pras.g_01509	Syar.g_02415
OG0000595	Pras.g_01510	Syar.g_02416
OG0000596	Pras.g_01514	Syar.g_02421
OG0000597	Pras.g_01516	Syar.g_02424
OG0000598	Pras.g_01517	Syar.g_02425
OG0000599	Pras.g_01520	Syar.g_02428
OG0000600	Pras.g_01521	Syar.g_02429
OG0000601	Pras.g_01522	Syar.g_02430
OG0000602	Pras.g_01524	Syar.g_02435
OG0000603	Pras.g_01525	Syar.g_02436
OG0000604	Pras.g_01526	Syar.g_02438
OG0000605	Pras.g_01527	Syar.g_02440
OG0000606	Pras.g_01530	Syar.g_02443
OG0000607	Pras.g_01533	Syar.g_02446
OG0000608	Pras.g_01534	Syar.g_02447
OG0000609	Pras.g_01535	Syar.g_02470
OG0000610	Pras.g_01540	Syar.g_01917
OG0000611	Pras.g_01543	Syar.g_01914
OG0000612	Pras.g_01544	Syar.g_01913
OG0000613	Pras.g_01549	Syar.g_00712
OG0000614	Pras.g_01568	Syar.g_02012, Syar.g_01344
OG0000615	Pras.g_01576	Syar.g_02603
OG0000616	Pras.g_01580	Syar.g_00454
OG0000617	Pras.g_01612	Syar.g_01576
OG0000618	Pras.g_01613	Syar.g_01575
OG0000619	Pras.g_01614	Syar.g_01574
OG0000620	Pras.g_01617	Syar.g_01569
OG0000621	Pras.g_01618	Syar.g_01568
OG0000622	Pras.g_01619	Syar.g_01566
OG0000623	Pras.g_01620	Syar.g_01565
OG0000624	Pras.g_01621	Syar.g_01564
OG0000625	Pras.g_01622	Syar.g_01563
OG0000626	Pras.g_01623	Syar.g_01562
OG0000627	Pras.g_01624	Syar.g_01868
OG0000628	Pras.g_01625	Syar.g_01869
OG0000629	Pras.g_01626	Syar.g_01872
OG0000630	Pras.g_01629	Syar.g_02586
OG0000631	Pras.g_01692	Syar.g_02579
OG0000632	Pras.g_01693	Syar.g_02578
OG0000633	Pras.g_01694	Syar.g_02576
OG0000634	Pras.g_01697	Syar.g_02635
OG0000635	Pras.g_01698	Syar.g_02636
OG0000636	Pras.g_01700	Syar.g_02638
OG0000637	Pras.g_01702	Syar.g_02640
OG0000638	Pras.g_01703	Syar.g_02641
OG0000639	Pras.g_01704	Syar.g_02642
OG0000640	Pras.g_01705	Syar.g_02643
OG0000641	Pras.g_01709	Syar.g_02648
OG0000642	Pras.g_01710	Syar.g_02649
OG0000643	Pras.g_01711	Syar.g_02650
OG0000644	Pras.g_01712	Syar.g_02651
OG0000645	Pras.g_01713	Syar.g_02652
OG0000646	Pras.g_01715	Syar.g_02655
OG0000647	Pras.g_01716	Syar.g_02657
OG0000648	Pras.g_01718	Syar.g_02659
OG0000649	Pras.g_01719	Syar.g_02660
OG0000650	Pras.g_01720	Syar.g_02661
OG0000651	Pras.g_01721	Syar.g_02662
OG0000652	Pras.g_01722	Syar.g_02663
OG0000653	Pras.g_01724	Syar.g_02665
OG0000654	Pras.g_01725	Syar.g_02666
OG0000655	Pras.g_01726	Syar.g_02667
OG0000656	Pras.g_01729	Syar.g_02479
OG0000657	Pras.g_01736	Syar.g_01812
OG0000658	Pras.g_01737	Syar.g_01815
OG0000659	Pras.g_01738	Syar.g_01816
OG0000660	Pras.g_01742	Syar.g_01820
OG0000661	Pras.g_01744	Syar.g_03175, Syar.g_01822
OG0000662	Pras.g_01746	Syar.g_01829
OG0000663	Pras.g_01748	Syar.g_01832
OG0000664	Pras.g_01749	Syar.g_01837
OG0000665	Pras.g_01753	Syar.g_02774
OG0000666	Pras.g_01754	Syar.g_01241
OG0000667	Pras.g_01758	Syar.g_02346
OG0000668	Pras.g_01788	Syar.g_01802
OG0000669	Pras.g_01792	Syar.g_01627
OG0000670	Pras.g_01794	Syar.g_01624
OG0000671	Pras.g_01796	Syar.g_01622
OG0000672	Pras.g_01799	Syar.g_01619
OG0000673	Pras.g_01802	Syar.g_01615
OG0000674	Pras.g_01804	Syar.g_01613
OG0000675	Pras.g_01805	Syar.g_01612
OG0000676	Pras.g_01807	Syar.g_01608
OG0000677	Pras.g_01808	Syar.g_01607
OG0000678	Pras.g_01810	Syar.g_02037
OG0000679	Pras.g_01814	Syar.g_02606
OG0000680	Pras.g_01815	Syar.g_02607
OG0000681	Pras.g_01818	Syar.g_02610
OG0000682	Pras.g_01819	Syar.g_02611
OG0000683	Pras.g_01820	Syar.g_02612
OG0000684	Pras.g_01821	Syar.g_02615
OG0000685	Pras.g_01823	Syar.g_02617
OG0000686	Pras.g_01824	Syar.g_02618
OG0000687	Pras.g_01825	Syar.g_02619
OG0000688	Pras.g_01828	Syar.g_02624
OG0000689	Pras.g_01829	Syar.g_02626
OG0000690	Pras.g_01830	Syar.g_02627
OG0000691	Pras.g_01831	Syar.g_02628
OG0000692	Pras.g_01833	Syar.g_02629
OG0000693	Pras.g_01834	Syar.g_02631
OG0000694	Pras.g_01835	Syar.g_02632
OG0000695	Pras.g_01837	Syar.g_02573
OG0000696	Pras.g_01838	Syar.g_02572
OG0000697	Pras.g_01839	Syar.g_02570
OG0000698	Pras.g_01842	Syar.g_02567
OG0000699	Pras.g_01843	Syar.g_02566
OG0000700	Pras.g_01844	Syar.g_02565
OG0000701	Pras.g_01845	Syar.g_02564
OG0000702	Pras.g_01847	Syar.g_02559
OG0000703	Pras.g_01848	Syar.g_02557
OG0000704	Pras.g_01849	Syar.g_02555
OG0000705	Pras.g_01853	Syar.g_02547
OG0000706	Pras.g_01854	Syar.g_02546
OG0000707	Pras.g_01855	Syar.g_02545
OG0000708	Pras.g_01856	Syar.g_02542
OG0000709	Pras.g_01860	Syar.g_02534
OG0000710	Pras.g_01863	Syar.g_02528
OG0000711	Pras.g_01881	Syar.g_02499
OG0000712	Pras.g_01883	Syar.g_02497
OG0000713	Pras.g_01884	Syar.g_02496
OG0000714	Pras.g_01885	Syar.g_02494
OG0000715	Pras.g_01887	Syar.g_02492
OG0000716	Pras.g_01889	Syar.g_02488
OG0000717	Pras.g_01890	Syar.g_02487
OG0000718	Pras.g_01903	Syar.g_02483
OG0000719	Pras.g_01905	Syar.g_01804
OG0000720	Pras.g_01914	Syar.g_01790
OG0000721	Pras.g_01916	Syar.g_01788
OG0000722	Pras.g_01917	Syar.g_01787
OG0000723	Pras.g_01920	Syar.g_01560
OG0000724	Pras.g_01929	Syar.g_01367, Syar.g_02120
OG0000725	Pras.g_01935	Syar.g_01934
OG0000726	Pras.g_01936	Syar.g_01935
OG0000727	Pras.g_01937	Syar.g_01936
OG0000728	Pras.g_01939	Syar.g_01938
OG0000729	Pras.g_01984	Syar.g_00593
OG0000730	Pras.g_01988	Syar.g_01115
OG0000731	Pras.g_01992	Syar.g_01127
OG0000732	Pras.g_00003	Syar.g_00522
OG0000733	Pras.g_00024	Syar.g_02234
OG0000734	Pras.g_00041	Syar.g_03128
OG0000735	Pras.g_00043	Syar.g_01522
OG0000736	Pras.g_00044	Syar.g_01523
OG0000737	Pras.g_00045	Syar.g_01524
OG0000738	Pras.g_00049	Syar.g_01530
OG0000739	Pras.g_00050	Syar.g_01531
OG0000740	Pras.g_00051	Syar.g_01532
OG0000741	Pras.g_00052	Syar.g_01535
OG0000742	Pras.g_00055	Syar.g_01538
OG0000743	Pras.g_00057	Syar.g_01541
OG0000744	Pras.g_00058	Syar.g_01542
OG0000745	Pras.g_00059	Syar.g_01545
OG0000746	Pras.g_00061	Syar.g_01549
OG0000747	Pras.g_00062	Syar.g_01551
OG0000748	Pras.g_00065	Syar.g_01945
OG0000749	Pras.g_00066	Syar.g_01946
OG0000750	Pras.g_00067	Syar.g_01947
OG0000751	Pras.g_00069	Syar.g_01952
OG0000752	Pras.g_00071	Syar.g_01954
OG0000753	Pras.g_00074	Syar.g_01957
OG0000754	Pras.g_00077	Syar.g_01963
OG0000755	Pras.g_00080	Syar.g_01974
OG0000756	Pras.g_00081	Syar.g_01975
OG0000757	Pras.g_00087	Syar.g_01984
OG0000758	Pras.g_00088	Syar.g_01985
OG0000759	Pras.g_00089	Syar.g_01986
OG0000760	Pras.g_00090	Syar.g_01987
OG0000761	Pras.g_00091	Syar.g_01988
OG0000762	Pras.g_00092	Syar.g_01992
OG0000763	Pras.g_00094	Syar.g_01699
OG0000764	Pras.g_00095	Syar.g_01700
OG0000765	Pras.g_00105	Syar.g_01718
OG0000766	Pras.g_00106	Syar.g_01719
OG0000767	Pras.g_00108	Syar.g_01721
OG0000768	Pras.g_00109	Syar.g_01722
OG0000769	Pras.g_00111	Syar.g_01724
OG0000770	Pras.g_00113	Syar.g_01727
OG0000771	Pras.g_00122	Syar.g_01373
OG0000772	Pras.g_00178	Syar.g_00746
OG0000773	Pras.g_00199	Syar.g_02694
OG0000774	Pras.g_00201	Syar.g_02771
OG0000775	Pras.g_00204	Syar.g_02773
OG0000776	Pras.g_00205	Syar.g_01755
OG0000777	Pras.g_00206	Syar.g_01754
OG0000778	Pras.g_00207	Syar.g_01753
OG0000779	Pras.g_00211	Syar.g_02779
OG0000780	Pras.g_00212	Syar.g_02781
OG0000781	Pras.g_00214	Syar.g_02785
OG0000782	Pras.g_00216	Syar.g_02786
OG0000783	Pras.g_00217	Syar.g_02787
OG0000784	Pras.g_00218	Syar.g_02788
OG0000785	Pras.g_00220	Syar.g_02791
OG0000786	Pras.g_00223	Syar.g_02795
OG0000787	Pras.g_00224	Syar.g_02796
OG0000788	Pras.g_00237	Syar.g_02331
OG0000789	Pras.g_00240	Syar.g_02040
OG0000790	Pras.g_00255	Syar.g_01456
OG0000791	Pras.g_00257	Syar.g_01454
OG0000792	Pras.g_00258	Syar.g_01453
OG0000793	Pras.g_00261	Syar.g_01243
OG0000794	Pras.g_00262	Syar.g_01242
OG0000795	Pras.g_00263	Syar.g_01240
OG0000796	Pras.g_00267	Syar.g_01236
OG0000797	Pras.g_00268	Syar.g_01235
OG0000798	Pras.g_00286	Syar.g_00222
OG0000799	Pras.g_00332	Syar.g_02844
OG0000800	Pras.g_00333	Syar.g_02843
OG0000801	Pras.g_00334	Syar.g_02842
OG0000802	Pras.g_00336	Syar.g_02825
OG0000803	Pras.g_00338	Syar.g_02822
OG0000804	Pras.g_00339	Syar.g_02819
OG0000805	Pras.g_00341	Syar.g_02817
OG0000806	Pras.g_00343	Syar.g_02815
OG0000807	Pras.g_00344	Syar.g_02814
OG0000808	Pras.g_00345	Syar.g_02813
OG0000809	Pras.g_00348	Syar.g_02811
OG0000810	Pras.g_00349	Syar.g_02810
OG0000811	Pras.g_00353	Syar.g_02805
OG0000812	Pras.g_00355	Syar.g_02803
OG0000813	Pras.g_00356	Syar.g_02802
OG0000814	Pras.g_00358	Syar.g_02800
OG0000815	Pras.g_00359	Syar.g_02799
OG0000816	Pras.g_00361	Syar.g_02797
OG0000817	Pras.g_00362	Syar.g_02861
OG0000818	Pras.g_00367	Syar.g_01418
OG0000819	Pras.g_00368	Syar.g_01417
OG0000820	Pras.g_00369	Syar.g_01416
OG0000821	Pras.g_00373	Syar.g_01410
OG0000822	Pras.g_00374	Syar.g_01408
OG0000823	Pras.g_00375	Syar.g_00017, Syar.g_01407
OG0000824	Pras.g_00378	Syar.g_01402
OG0000825	Pras.g_00379	Syar.g_01401
OG0000826	Pras.g_00380	Syar.g_01400
OG0000827	Pras.g_00381	Syar.g_01399
OG0000828	Pras.g_00385	Syar.g_01396
OG0000829	Pras.g_00386	Syar.g_01395
OG0000830	Pras.g_00387	Syar.g_01394
OG0000831	Pras.g_00389	Syar.g_01391
OG0000832	Pras.g_00395	Syar.g_01213
OG0000833	Pras.g_00405	Syar.g_02877
OG0000834	Pras.g_00406	Syar.g_02878
OG0000835	Pras.g_00407	Syar.g_02879
OG0000836	Pras.g_00408	Syar.g_02881
OG0000837	Pras.g_00409	Syar.g_02882
OG0000838	Pras.g_00411	Syar.g_02886
OG0000839	Pras.g_00412	Syar.g_02887
OG0000840	Pras.g_00413	Syar.g_02888
OG0000841	Pras.g_00414	Syar.g_02889
OG0000842	Pras.g_00415	Syar.g_02890
OG0000843	Pras.g_00416	Syar.g_02891
OG0000844	Pras.g_00417	Syar.g_02893
OG0000845	Pras.g_00418	Syar.g_02894
OG0000846	Pras.g_00419	Syar.g_02895
OG0000847	Pras.g_00420	Syar.g_02896
OG0000848	Pras.g_00421	Syar.g_02898
OG0000849	Pras.g_00422	Syar.g_02899
OG0000850	Pras.g_00424	Syar.g_02902
OG0000851	Pras.g_00425	Syar.g_02905
OG0000852	Pras.g_00426	Syar.g_02906
OG0000853	Pras.g_00430	Syar.g_02910
OG0000854	Pras.g_00432	Syar.g_02912
OG0000855	Pras.g_00433	Syar.g_02913
OG0000856	Pras.g_00448	Syar.g_02243
OG0000857	Pras.g_00473	Syar.g_02656
OG0000858	Pras.g_00544	Syar.g_02920
OG0000859	Pras.g_00545	Syar.g_02921
OG0000860	Pras.g_00552	Syar.g_02931
OG0000861	Pras.g_00553	Syar.g_02932
OG0000862	Pras.g_00554	Syar.g_02942
OG0000863	Pras.g_00556	Syar.g_02944
OG0000864	Pras.g_00557	Syar.g_02945
OG0000865	Pras.g_00558	Syar.g_02946
OG0000866	Pras.g_00559	Syar.g_02947
OG0000867	Pras.g_00560	Syar.g_02948
OG0000868	Pras.g_00561	Syar.g_02950
OG0000869	Pras.g_00565	Syar.g_02955
OG0000870	Pras.g_00570	Syar.g_02960
OG0000871	Pras.g_00571	Syar.g_02961
OG0000872	Pras.g_00572	Syar.g_02967
OG0000873	Pras.g_00575	Syar.g_02970
OG0000874	Pras.g_00578	Syar.g_02974
OG0000875	Pras.g_00579	Syar.g_02975
OG0000876	Pras.g_00580	Syar.g_01828
OG0000877	Pras.g_00582	Syar.g_02977
OG0000878	Pras.g_00583	Syar.g_02978
OG0000879	Pras.g_00584	Syar.g_02979
OG0000880	Pras.g_00585	Syar.g_02980
OG0000881	Pras.g_00589	Syar.g_02984
OG0000882	Pras.g_00594	Syar.g_02989
OG0000883	Pras.g_00596	Syar.g_02992
OG0000884	Pras.g_00598	Syar.g_02994
OG0000885	Pras.g_00599	Syar.g_02995
OG0000886	Pras.g_00600	Syar.g_02996
OG0000887	Pras.g_00601	Syar.g_02998
OG0000888	Pras.g_00603	Syar.g_03000
OG0000889	Pras.g_00605	Syar.g_03002
OG0000890	Pras.g_00606	Syar.g_03005
OG0000891	Pras.g_00607	Syar.g_03006
OG0000892	Pras.g_00609	Syar.g_03008
OG0000893	Pras.g_00613	Syar.g_00150
OG0000894	Pras.g_00615	Syar.g_00145
OG0000895	Pras.g_00618	Syar.g_00141
OG0000896	Pras.g_00619	Syar.g_00140
OG0000897	Pras.g_00621	Syar.g_00138
OG0000898	Pras.g_00622	Syar.g_00137
OG0000899	Pras.g_00623	Syar.g_00136
OG0000900	Pras.g_00624	Syar.g_00135
OG0000901	Pras.g_00627	Syar.g_00130
OG0000902	Pras.g_00629	Syar.g_01013
OG0000903	Pras.g_00632	Syar.g_01026
OG0000904	Pras.g_00634	Syar.g_01021
OG0000905	Pras.g_00639	Syar.g_01018
OG0000906	Pras.g_00640	Syar.g_01015
OG0000907	Pras.g_00645	Syar.g_01028
OG0000908	Pras.g_00648	Syar.g_01031
OG0000909	Pras.g_00649	Syar.g_01032
OG0000910	Pras.g_00650	Syar.g_01033
OG0000911	Pras.g_00652	Syar.g_01035
OG0000912	Pras.g_00653	Syar.g_01036
OG0000913	Pras.g_00654	Syar.g_01037
OG0000914	Pras.g_00655	Syar.g_01038
OG0000915	Pras.g_00656	Syar.g_01040
OG0000916	Pras.g_00657	Syar.g_01041
OG0000917	Pras.g_00658	Syar.g_01042
OG0000918	Pras.g_00659	Syar.g_01043
OG0000919	Pras.g_00660	Syar.g_01044
OG0000920	Pras.g_00661	Syar.g_01045
OG0000921	Pras.g_00662	Syar.g_01046
OG0000922	Pras.g_00663	Syar.g_01047
OG0000923	Pras.g_00667	Syar.g_01051
OG0000924	Pras.g_00668	Syar.g_01052
OG0000925	Pras.g_00669	Syar.g_01053
OG0000926	Pras.g_00670	Syar.g_01054
OG0000927	Pras.g_00672	Syar.g_01056
OG0000928	Pras.g_00673	Syar.g_01057
OG0000929	Pras.g_00674	Syar.g_01058
OG0000930	Pras.g_00675	Syar.g_01059
OG0000931	Pras.g_00676	Syar.g_01060
OG0000932	Pras.g_00677	Syar.g_01061
OG0000933	Pras.g_00681	Syar.g_01066
OG0000934	Pras.g_00683	Syar.g_01068
OG0000935	Pras.g_00684	Syar.g_01069
OG0000936	Pras.g_00685	Syar.g_01070
OG0000937	Pras.g_00686	Syar.g_01071
OG0000938	Pras.g_00688	Syar.g_01074
OG0000939	Pras.g_00689	Syar.g_01075
OG0000940	Pras.g_00696	Syar.g_01081
OG0000941	Pras.g_00698	Syar.g_01083
OG0000942	Pras.g_00700	Syar.g_01085
OG0000943	Pras.g_00701	Syar.g_01086
OG0000944	Pras.g_00702	Syar.g_01088
OG0000945	Pras.g_00703	Syar.g_01089
OG0000946	Pras.g_00707	Syar.g_01095
OG0000947	Pras.g_00709	Syar.g_01098
OG0000948	Pras.g_00710	Syar.g_01099
OG0000949	Pras.g_00713	Syar.g_00283
OG0000950	Pras.g_00718	Syar.g_00661
OG0000951	Pras.g_00722	Syar.g_00656
OG0000952	Pras.g_00726	Syar.g_00651
OG0000953	Pras.g_00729	Syar.g_00248
OG0000954	Pras.g_00733	Syar.g_00258
OG0000955	Pras.g_00734	Syar.g_00259
OG0000956	Pras.g_00736	Syar.g_00261
OG0000957	Pras.g_00741	Syar.g_00610
OG0000958	Pras.g_00742	Syar.g_00609
OG0000959	Pras.g_00746	Syar.g_00605
OG0000960	Pras.g_00747	Syar.g_00604
OG0000961	Pras.g_00749	Syar.g_00094
OG0000962	Pras.g_00751	Syar.g_00594
OG0000963	Pras.g_00755	Syar.g_00590
OG0000964	Pras.g_00756	Syar.g_00589
OG0000965	Pras.g_00757	Syar.g_00588
OG0000966	Pras.g_00765	Syar.g_00549
OG0000967	Pras.g_00770	Syar.g_00545
OG0000968	Pras.g_00772	Syar.g_00542
OG0000969	Pras.g_00773	Syar.g_00540
OG0000970	Pras.g_00774	Syar.g_00539
OG0000971	Pras.g_00775	Syar.g_00537
OG0000972	Pras.g_00776	Syar.g_00536
OG0000973	Pras.g_00777	Syar.g_00535
OG0000974	Pras.g_00778	Syar.g_00534
OG0000975	Pras.g_00779	Syar.g_00533
OG0000976	Pras.g_00780	Syar.g_00532
OG0000977	Pras.g_00781	Syar.g_00530
OG0000978	Pras.g_00782	Syar.g_00529
OG0000979	Pras.g_00785	Syar.g_00526
OG0000980	Pras.g_00787	Syar.g_00523
OG0000981	Pras.g_00789	Syar.g_00520
OG0000982	Pras.g_00791	Syar.g_00331
OG0000983	Pras.g_00792	Syar.g_00332
OG0000984	Pras.g_00793	Syar.g_00333
OG0000985	Pras.g_00796	Syar.g_00337
OG0000986	Pras.g_00798	Syar.g_00344
OG0000987	Pras.g_00799	Syar.g_00346
OG0000988	Pras.g_00802	Syar.g_00352
OG0000989	Pras.g_00805	Syar.g_00377
OG0000990	Pras.g_00808	Syar.g_00697
OG0000991	Pras.g_00809	Syar.g_00700
OG0000992	Pras.g_00812	Syar.g_00704
OG0000993	Pras.g_00813	Syar.g_00705
OG0000994	Pras.g_00814	Syar.g_00708
OG0000995	Pras.g_00818	Syar.g_03212, Syar.g_00624
OG0000996	Pras.g_00819	Syar.g_00861
OG0000997	Pras.g_00820	Syar.g_00437
OG0000998	Pras.g_00822	Syar.g_00439
OG0000999	Pras.g_00823	Syar.g_00440
OG0001000	Pras.g_00826	Syar.g_00955, Syar.g_00444
OG0001001	Pras.g_00828	Syar.g_00450
OG0001002	Pras.g_00832	Syar.g_00457
OG0001003	Pras.g_00834	Syar.g_00459
OG0001004	Pras.g_00835	Syar.g_00460
OG0001005	Pras.g_00836	Syar.g_00461
OG0001006	Pras.g_00840	Syar.g_00468
OG0001007	Pras.g_00842	Syar.g_00470
OG0001008	Pras.g_01315	Syar.g_01178, Syar.g_03274
OG0001009	Pras.g_00869	Syar.g_00500
OG0001010	Pras.g_00870	Syar.g_00501
OG0001011	Pras.g_00871	Syar.g_00503
OG0001013	Pras.g_00901	Syar.g_00906
OG0001014	Pras.g_00904	Syar.g_00914
OG0001015	Pras.g_00905	Syar.g_00915
OG0001017	Pras.g_00928	Syar.g_03050
OG0001018	Pras.g_00931	Syar.g_03052
OG0001019	Pras.g_00940	Syar.g_03086
OG0001020	Pras.g_00941	Syar.g_03092
OG0001021	Pras.g_00942	Syar.g_03098
OG0001022	Pras.g_00945	Syar.g_03102
OG0001023	Pras.g_00946	Syar.g_03103
OG0001024	Pras.g_00949	Syar.g_02276
OG0001025	Pras.g_00955	Syar.g_03115
OG0001026	Pras.g_00962	Syar.g_03131
OG0001027	Pras.g_00963	Syar.g_00031
OG0001028	Pras.g_00965	Syar.g_00034
OG0001029	Pras.g_00966	Syar.g_00036
OG0001030	Pras.g_00981	Syar.g_00058
OG0001031	Pras.g_01037	Syar.g_00129
OG0001032	Pras.g_01038	Syar.g_01011
OG0001033	Pras.g_01060	Syar.g_00962
OG0001034	Pras.g_01088	Syar.g_03022
OG0001035	Pras.g_01106	Syar.g_00171
OG0001036	Pras.g_01111	Syar.g_00193
OG0001037	Pras.g_01112	Syar.g_00195
OG0001038	Pras.g_01130	Syar.g_00223
OG0001039	Pras.g_01133	Syar.g_00226
OG0001040	Pras.g_01135	Syar.g_00229
OG0001041	Pras.g_01139	Syar.g_00234
OG0001042	Pras.g_01156	Syar.g_00831
OG0001043	Pras.g_01157	Syar.g_00826
OG0001044	Pras.g_01186	Syar.g_01117
OG0001045	Pras.g_01195	Syar.g_01130
OG0001046	Pras.g_01232	Syar.g_02514
OG0001047	Pras.g_01317	Syar.g_01180
OG0001048	Pras.g_01318	Syar.g_01181
OG0001049	Pras.g_01320	Syar.g_02872
OG0001050	Pras.g_01321	Syar.g_02871
OG0001051	Pras.g_01322	Syar.g_02870
OG0001052	Pras.g_01349	Syar.g_01269
OG0001053	Pras.g_01361	Syar.g_01472
OG0001054	Pras.g_01376	Syar.g_01492
OG0001055	Pras.g_01395	Syar.g_01513
OG0001056	Pras.g_01413	Syar.g_02349
OG0001057	Pras.g_01418	Syar.g_02341
OG0001058	Pras.g_01426	Syar.g_02324
OG0001059	Pras.g_01430	Syar.g_00422
OG0001060	Pras.g_01437	Syar.g_02315
OG0001061	Pras.g_01450	Syar.g_02297
OG0001062	Pras.g_01452	Syar.g_02294
OG0001063	Pras.g_01454	Syar.g_02209
OG0001064	Pras.g_01455	Syar.g_02208
OG0001065	Pras.g_01456	Syar.g_02207
OG0001066	Pras.g_01457	Syar.g_02206
OG0001067	Pras.g_01459	Syar.g_02205
OG0001068	Pras.g_01460	Syar.g_02204
OG0001069	Pras.g_01461	Syar.g_02203
OG0001070	Pras.g_01464	Syar.g_02200
OG0001071	Pras.g_01465	Syar.g_02199
OG0001072	Pras.g_01466	Syar.g_02195
OG0001073	Pras.g_01480	Syar.g_02182
OG0001074	Pras.g_01491	Syar.g_02031
OG0001075	Pras.g_01492	Syar.g_02215
OG0001076	Pras.g_01500	Syar.g_02253
OG0001077	Pras.g_01504	Syar.g_02240
OG0001078	Pras.g_01512	Syar.g_02419
OG0001079	Pras.g_01523	Syar.g_02431
OG0001080	Pras.g_01529	Syar.g_02442
OG0001081	Pras.g_01531	Syar.g_02444
OG0001082	Pras.g_01532	Syar.g_02445
OG0001083	Pras.g_01537	Syar.g_02473
OG0001084	Pras.g_01538	Syar.g_02474
OG0001085	Pras.g_01546	Syar.g_01688
OG0001086	Pras.g_01547	Syar.g_01686
OG0001087	Pras.g_01564	Syar.g_02347
OG0001088	Pras.g_01565	Syar.g_00431
OG0001089	Pras.g_01573	Syar.g_01942
OG0001090	Pras.g_01607	Syar.g_01582
OG0001091	Pras.g_01609	Syar.g_01580
OG0001092	Pras.g_01610	Syar.g_01578
OG0001093	Pras.g_01615	Syar.g_01572
OG0001094	Pras.g_01695	Syar.g_02633
OG0001095	Pras.g_01714	Syar.g_02653
OG0001096	Pras.g_01727	Syar.g_02476
OG0001097	Pras.g_01745	Syar.g_01823
OG0001098	Pras.g_01760	Syar.g_01672
OG0001099	Pras.g_01791	Syar.g_00035
OG0001100	Pras.g_01793	Syar.g_01625
OG0001101	Pras.g_01795	Syar.g_01623
OG0001102	Pras.g_01798	Syar.g_01620
OG0001103	Pras.g_01800	Syar.g_01618
OG0001104	Pras.g_01822	Syar.g_02616
OG0001105	Pras.g_01826	Syar.g_02620
OG0001106	Pras.g_01850	Syar.g_02553
OG0001107	Pras.g_01857	Syar.g_02541
OG0001109	Pras.g_01862	Syar.g_02529
OG0001110	Pras.g_01864	Syar.g_02527
OG0001111	Pras.g_01865	Syar.g_02525
OG0001112	Pras.g_01866	Syar.g_02523
OG0001113	Pras.g_01867	Syar.g_02522
OG0001114	Pras.g_01868	Syar.g_02521
OG0001115	Pras.g_01870	Syar.g_02519
OG0001116	Pras.g_01871	Syar.g_02517
OG0001117	Pras.g_01872	Syar.g_02516
OG0001118	Pras.g_01873	Syar.g_02515
OG0001119	Pras.g_01874	Syar.g_02513
OG0001120	Pras.g_01876	Syar.g_02507
OG0001122	Pras.g_01906	Syar.g_01803
OG0001123	Pras.g_01910	Syar.g_01796
OG0001124	Pras.g_01912	Syar.g_01793
OG0001125	Pras.g_01913	Syar.g_01791
OG0001126	Pras.g_01923	Syar.g_01375
OG0001127	Pras.g_01924	Syar.g_01374
OG0001128	Pras.g_01926	Syar.g_01371
OG0001129	Pras.g_01927	Syar.g_01369
OG0001130	Pras.g_01928	Syar.g_01368
OG0001131	Pras.g_01964	Syar.g_02448
OG0001132	Pras.g_01973	Syar.g_00684
OG0001133	Pras.g_00009	Syar.g_02249
OG0001134	Pras.g_00023	Syar.g_02235
OG0001135	Pras.g_00026	Syar.g_02232
OG0001136	Pras.g_00053	Syar.g_01536
OG0001137	Pras.g_00064	Syar.g_01944
OG0001138	Pras.g_00082	Syar.g_01977
OG0001139	Pras.g_00083	Syar.g_01980
OG0001140	Pras.g_00084	Syar.g_01981
