Orthogroup	Pram	Syab
OG0000582	Pram.g_00546	Syab.g_01929
OG0000583	Pram.g_00547	Syab.g_01928
OG0000584	Pram.g_00548	Syab.g_01927
OG0000585	Pram.g_00550	Syab.g_01924
OG0000586	Pram.g_00551	Syab.g_01923
OG0000587	Pram.g_00552	Syab.g_01921
OG0000588	Pram.g_00556	Syab.g_01910
OG0000589	Pram.g_00559	Syab.g_01899
OG0000590	Pram.g_00560	Syab.g_01898
OG0000591	Pram.g_00564	Syab.g_01892
OG0000592	Pram.g_00565	Syab.g_01891
OG0000593	Pram.g_01078	Syab.g_01877
OG0000594	Pram.g_01077	Syab.g_01876
OG0000595	Pram.g_01076	Syab.g_01875
OG0000596	Pram.g_01073	Syab.g_01871
OG0000597	Pram.g_01070	Syab.g_01868
OG0000598	Pram.g_01069	Syab.g_01867
OG0000599	Pram.g_01066	Syab.g_01860
OG0000600	Pram.g_01065	Syab.g_01859
OG0000601	Pram.g_01064	Syab.g_01858
OG0000602	Pram.g_01062	Syab.g_01853
OG0000603	Pram.g_01061	Syab.g_01852
OG0000604	Pram.g_01060	Syab.g_01850
OG0000605	Pram.g_01059	Syab.g_01758
OG0000606	Pram.g_01056	Syab.g_01529
OG0000607	Pram.g_01053	Syab.g_01533
OG0000608	Pram.g_01052	Syab.g_01534
OG0000609	Pram.g_01051	Syab.g_01536
OG0000610	Pram.g_01045	Syab.g_01555
OG0000611	Pram.g_01042	Syab.g_01558
OG0000612	Pram.g_01041	Syab.g_01559
OG0000613	Pram.g_00763	Syab.g_00228
OG0000614	Pram.g_00784	Syab.g_01179
OG0000615	Pram.g_00795	Syab.g_01605
OG0000616	Pram.g_01927	Syab.g_02897
OG0000617	Pram.g_01024	Syab.g_01274
OG0000618	Pram.g_01023	Syab.g_01275
OG0000619	Pram.g_01022	Syab.g_01662
OG0000620	Pram.g_01019	Syab.g_01668
OG0000621	Pram.g_01018	Syab.g_01669
OG0000622	Pram.g_01017	Syab.g_01670
OG0000623	Pram.g_01016	Syab.g_01671
OG0000624	Pram.g_01014	Syab.g_01673
OG0000625	Pram.g_01013	Syab.g_01674
OG0000626	Pram.g_01012	Syab.g_01675
OG0000627	Pram.g_01011	Syab.g_01438
OG0000628	Pram.g_01010	Syab.g_01437
OG0000629	Pram.g_01008	Syab.g_01434
OG0000630	Pram.g_01005	Syab.g_01430
OG0000631	Pram.g_00913	Syab.g_01421
OG0000632	Pram.g_00914	Syab.g_01420
OG0000633	Pram.g_00915	Syab.g_01419
OG0000634	Pram.g_00805	Syab.g_01651
OG0000635	Pram.g_00806	Syab.g_01656
OG0000636	Pram.g_00808	Syab.g_01658
OG0000637	Pram.g_00810	Syab.g_01660
OG0000638	Pram.g_00811	Syab.g_01661
OG0000639	Pram.g_00812	Syab.g_01276
OG0000640	Pram.g_00813	Syab.g_01277
OG0000641	Pram.g_00817	Syab.g_01281
OG0000642	Pram.g_00818	Syab.g_01282
OG0000643	Pram.g_00819	Syab.g_01283
OG0000644	Pram.g_00820	Syab.g_01284
OG0000645	Pram.g_00821	Syab.g_01286
OG0000646	Pram.g_00823	Syab.g_01289
OG0000647	Pram.g_00825	Syab.g_01291
OG0000648	Pram.g_00827	Syab.g_01684
OG0000649	Pram.g_00828	Syab.g_01685
OG0000650	Pram.g_00829	Syab.g_01686
OG0000651	Pram.g_00830	Syab.g_01687
OG0000652	Pram.g_00831	Syab.g_01688
OG0000653	Pram.g_00833	Syab.g_01690
OG0000654	Pram.g_00834	Syab.g_01691
OG0000655	Pram.g_00835	Syab.g_01692
OG0000656	Pram.g_00838	Syab.g_01695
OG0000657	Pram.g_00845	Syab.g_01706
OG0000658	Pram.g_00847	Syab.g_01710
OG0000659	Pram.g_00848	Syab.g_01711
OG0000660	Pram.g_00852	Syab.g_01715
OG0000661	Pram.g_00854	Syab.g_01717
OG0000662	Pram.g_00857	Syab.g_01719
OG0000663	Pram.g_00859	Syab.g_01722
OG0000664	Pram.g_00860	Syab.g_01723
OG0000665	Pram.g_00866	Syab.g_01829
OG0000666	Pram.g_00867	Syab.g_01842
OG0000667	Pram.g_00872	Syab.g_01548
OG0000668	Pram.g_00713	Syab.g_01319
OG0000669	Pram.g_00724	Syab.g_01642
OG0000670	Pram.g_00727	Syab.g_02156
OG0000671	Pram.g_00729	Syab.g_01638
OG0000672	Pram.g_00732	Syab.g_01635
OG0000673	Pram.g_00735	Syab.g_01632
OG0000674	Pram.g_00737	Syab.g_01630
OG0000675	Pram.g_00738	Syab.g_01629
OG0000676	Pram.g_00740	Syab.g_01620
OG0000677	Pram.g_00741	Syab.g_01619
OG0000678	Pram.g_00743	Syab.g_01613
OG0000679	Pram.g_00747	Syab.g_01601
OG0000680	Pram.g_00748	Syab.g_01600
OG0000681	Pram.g_00751	Syab.g_01597
OG0000682	Pram.g_00752	Syab.g_01596
OG0000683	Pram.g_00753	Syab.g_01595
OG0000684	Pram.g_00754	Syab.g_01591
OG0000685	Pram.g_00756	Syab.g_01589
OG0000686	Pram.g_00757	Syab.g_01588
OG0000687	Pram.g_00758	Syab.g_01586
OG0000688	Pram.g_01036	Syab.g_01576
OG0000689	Pram.g_01035	Syab.g_01574
OG0000690	Pram.g_01034	Syab.g_01573
OG0000691	Pram.g_01033	Syab.g_01572
OG0000692	Pram.g_01031	Syab.g_01571
OG0000693	Pram.g_01030	Syab.g_01569
OG0000694	Pram.g_01029	Syab.g_01568
OG0000695	Pram.g_00917	Syab.g_01417
OG0000696	Pram.g_00918	Syab.g_01416
OG0000697	Pram.g_00919	Syab.g_01415
OG0000698	Pram.g_00922	Syab.g_01412
OG0000699	Pram.g_00923	Syab.g_01411
OG0000700	Pram.g_00924	Syab.g_01410
OG0000701	Pram.g_00925	Syab.g_01409
OG0000702	Pram.g_00927	Syab.g_01401
OG0000703	Pram.g_00928	Syab.g_01400
OG0000704	Pram.g_00930	Syab.g_01398
OG0000705	Pram.g_00936	Syab.g_01391
OG0000706	Pram.g_00937	Syab.g_01390
OG0000707	Pram.g_00938	Syab.g_01389
OG0000708	Pram.g_00940	Syab.g_01386
OG0000709	Pram.g_00944	Syab.g_01378
OG0000710	Pram.g_00947	Syab.g_01367
OG0000711	Pram.g_00963	Syab.g_01340
OG0000712	Pram.g_00964	Syab.g_01338
OG0000713	Pram.g_00965	Syab.g_01337
OG0000714	Pram.g_00966	Syab.g_01334
OG0000715	Pram.g_00968	Syab.g_01332
OG0000716	Pram.g_00970	Syab.g_01328
OG0000717	Pram.g_00971	Syab.g_01327
OG0000718	Pram.g_00973	Syab.g_01323
OG0000719	Pram.g_00975	Syab.g_01321
OG0000720	Pram.g_00986	Syab.g_01307
OG0000721	Pram.g_00990	Syab.g_01305
OG0000722	Pram.g_00991	Syab.g_01304
OG0000723	Pram.g_00995	Syab.g_01678
OG0000724	Pram.g_00893	Syab.g_01223
OG0000725	Pram.g_00887	Syab.g_01207
OG0000726	Pram.g_00886	Syab.g_01206
OG0000727	Pram.g_00885	Syab.g_01205
OG0000728	Pram.g_00883	Syab.g_01203
OG0000729	Pram.g_01208	Syab.g_00097
OG0000730	Pram.g_01182	Syab.g_00521
OG0000731	Pram.g_00335	Syab.g_00531
OG0000733	Pram.g_01547	Syab.g_02798
OG0000734	Pram.g_01156	Syab.g_02508
OG0000735	Pram.g_01154	Syab.g_00942
OG0000736	Pram.g_01153	Syab.g_00943
OG0000737	Pram.g_01152	Syab.g_00944
OG0000738	Pram.g_01148	Syab.g_00949
OG0000739	Pram.g_01147	Syab.g_00961
OG0000740	Pram.g_01146	Syab.g_00962
OG0000741	Pram.g_01144	Syab.g_00965
OG0000742	Pram.g_01141	Syab.g_00968
OG0000743	Pram.g_01139	Syab.g_00970
OG0000744	Pram.g_01137	Syab.g_00971
OG0000745	Pram.g_01136	Syab.g_00973
OG0000746	Pram.g_01134	Syab.g_00975
OG0000747	Pram.g_01133	Syab.g_00976
OG0000748	Pram.g_01129	Syab.g_00991
OG0000749	Pram.g_01128	Syab.g_00992
OG0000750	Pram.g_01127	Syab.g_00993
OG0000751	Pram.g_01124	Syab.g_01002
OG0000752	Pram.g_01122	Syab.g_01004
OG0000753	Pram.g_01119	Syab.g_01007
OG0000754	Pram.g_01117	Syab.g_01012
OG0000755	Pram.g_01111	Syab.g_01021
OG0000756	Pram.g_01110	Syab.g_01022
OG0000757	Pram.g_01103	Syab.g_01029
OG0000758	Pram.g_01102	Syab.g_01030
OG0000759	Pram.g_01101	Syab.g_01031
OG0000760	Pram.g_01100	Syab.g_01032
OG0000761	Pram.g_01099	Syab.g_01034
OG0000762	Pram.g_01098	Syab.g_01036
OG0000763	Pram.g_01096	Syab.g_01038
OG0000764	Pram.g_01095	Syab.g_01039
OG0000765	Pram.g_01087	Syab.g_01154
OG0000766	Pram.g_01086	Syab.g_01153
OG0000767	Pram.g_01084	Syab.g_01151
OG0000768	Pram.g_01083	Syab.g_01150
OG0000769	Pram.g_01081	Syab.g_01148
OG0000770	Pram.g_00570	Syab.g_01145
OG0000771	Pram.g_01254	Syab.g_01229
OG0000772	Pram.g_01569	Syab.g_00957
OG0000773	Pram.g_01221	Syab.g_00931
OG0000774	Pram.g_01223	Syab.g_00924
OG0000775	Pram.g_01225	Syab.g_00922
OG0000776	Pram.g_01226	Syab.g_00921
OG0000777	Pram.g_01227	Syab.g_00920
OG0000778	Pram.g_01228	Syab.g_00919
OG0000779	Pram.g_01232	Syab.g_00913
OG0000780	Pram.g_01233	Syab.g_00908
OG0000781	Pram.g_01236	Syab.g_00904
OG0000782	Pram.g_01237	Syab.g_00903
OG0000783	Pram.g_01238	Syab.g_00902
OG0000784	Pram.g_01239	Syab.g_00901
OG0000785	Pram.g_01241	Syab.g_00899
OG0000786	Pram.g_01244	Syab.g_00895
OG0000787	Pram.g_01245	Syab.g_00894
OG0000788	Pram.g_01271	Syab.g_01857
OG0000789	Pram.g_01281	Syab.g_01835
OG0000790	Pram.g_01463	Syab.g_02082
OG0000791	Pram.g_01461	Syab.g_02080
OG0000792	Pram.g_01460	Syab.g_02079
OG0000793	Pram.g_01456	Syab.g_02074
OG0000794	Pram.g_01455	Syab.g_02073
OG0000795	Pram.g_01454	Syab.g_02072
OG0000796	Pram.g_01450	Syab.g_02068
OG0000797	Pram.g_01449	Syab.g_02067
OG0000798	Pram.g_01444	Syab.g_00298
OG0000799	Pram.g_01398	Syab.g_00826
OG0000800	Pram.g_01397	Syab.g_00821
OG0000801	Pram.g_01396	Syab.g_00820
OG0000802	Pram.g_01394	Syab.g_00816
OG0000803	Pram.g_01392	Syab.g_00806
OG0000804	Pram.g_01391	Syab.g_00802
OG0000805	Pram.g_01389	Syab.g_00792
OG0000806	Pram.g_01387	Syab.g_00790
OG0000807	Pram.g_01386	Syab.g_00788
OG0000808	Pram.g_01385	Syab.g_00783
OG0000809	Pram.g_01383	Syab.g_00780
OG0000810	Pram.g_01382	Syab.g_00779
OG0000811	Pram.g_01375	Syab.g_00770
OG0000812	Pram.g_01373	Syab.g_00768
OG0000813	Pram.g_01372	Syab.g_00767
OG0000814	Pram.g_01370	Syab.g_00765
OG0000815	Pram.g_01369	Syab.g_00760
OG0000816	Pram.g_01367	Syab.g_00758
OG0000817	Pram.g_01366	Syab.g_00757
OG0000818	Pram.g_01361	Syab.g_00751
OG0000819	Pram.g_01360	Syab.g_00750
OG0000820	Pram.g_01359	Syab.g_00749
OG0000821	Pram.g_01355	Syab.g_00743
OG0000822	Pram.g_01354	Syab.g_00741
OG0000823	Pram.g_01353	Syab.g_00740
OG0000824	Pram.g_01350	Syab.g_00735
OG0000825	Pram.g_01349	Syab.g_00734
OG0000826	Pram.g_01348	Syab.g_00733
OG0000827	Pram.g_01347	Syab.g_00732
OG0000828	Pram.g_01344	Syab.g_00729
OG0000829	Pram.g_01343	Syab.g_00728
OG0000830	Pram.g_01342	Syab.g_00727
OG0000831	Pram.g_01340	Syab.g_00725
OG0000832	Pram.g_01330	Syab.g_02169
OG0000833	Pram.g_01321	Syab.g_02178
OG0000834	Pram.g_01320	Syab.g_02181
OG0000835	Pram.g_01319	Syab.g_02182
OG0000836	Pram.g_01318	Syab.g_02185
OG0000837	Pram.g_01317	Syab.g_02186
OG0000838	Pram.g_01314	Syab.g_02190
OG0000839	Pram.g_01313	Syab.g_02191
OG0000840	Pram.g_01312	Syab.g_02192
OG0000841	Pram.g_01311	Syab.g_02193
OG0000842	Pram.g_01310	Syab.g_02194
OG0000843	Pram.g_01309	Syab.g_02195
OG0000844	Pram.g_01308	Syab.g_02197
OG0000845	Pram.g_01307	Syab.g_02198
OG0000846	Pram.g_01306	Syab.g_02199
OG0000847	Pram.g_01305	Syab.g_02200
OG0000848	Pram.g_01304	Syab.g_02202
OG0000849	Pram.g_01303	Syab.g_02203
OG0000850	Pram.g_01301	Syab.g_02212
OG0000851	Pram.g_01300	Syab.g_02226
OG0000852	Pram.g_01299	Syab.g_02227
OG0000853	Pram.g_01294	Syab.g_02233
OG0000854	Pram.g_01292	Syab.g_02235
OG0000855	Pram.g_01291	Syab.g_02236
OG0000856	Pram.g_00567	Syab.g_01889
OG0000857	Pram.g_00824	Syab.g_01290
OG0000858	Pram.g_01625	Syab.g_02244
OG0000859	Pram.g_01626	Syab.g_02245
OG0000860	Pram.g_01634	Syab.g_02258
OG0000861	Pram.g_01635	Syab.g_02259
OG0000862	Pram.g_01636	Syab.g_02261
OG0000863	Pram.g_01638	Syab.g_02265
OG0000864	Pram.g_01639	Syab.g_02266
OG0000865	Pram.g_01640	Syab.g_02267
OG0000866	Pram.g_01641	Syab.g_02268
OG0000867	Pram.g_01642	Syab.g_02269
OG0000868	Pram.g_01644	Syab.g_02287
OG0000869	Pram.g_01647	Syab.g_02292
OG0000870	Pram.g_01652	Syab.g_02297
OG0000871	Pram.g_01653	Syab.g_02298
OG0000872	Pram.g_01654	Syab.g_02305
OG0000873	Pram.g_01657	Syab.g_02308
OG0000874	Pram.g_01660	Syab.g_02311
OG0000875	Pram.g_01662	Syab.g_02313
OG0000876	Pram.g_01663	Syab.g_02315
OG0000877	Pram.g_01665	Syab.g_02317
OG0000878	Pram.g_01666	Syab.g_02318
OG0000879	Pram.g_01667	Syab.g_02319
OG0000880	Pram.g_01668	Syab.g_02320
OG0000881	Pram.g_01672	Syab.g_02325
OG0000882	Pram.g_01677	Syab.g_02330
OG0000883	Pram.g_01679	Syab.g_02332
OG0000884	Pram.g_01681	Syab.g_02334
OG0000885	Pram.g_01682	Syab.g_02335
OG0000886	Pram.g_01683	Syab.g_02336
OG0000887	Pram.g_01684	Syab.g_02338
OG0000888	Pram.g_01686	Syab.g_02340
OG0000889	Pram.g_01688	Syab.g_02342
OG0000890	Pram.g_01689	Syab.g_02348
OG0000891	Pram.g_01690	Syab.g_02349
OG0000892	Pram.g_01691	Syab.g_02353
OG0000893	Pram.g_01695	Syab.g_00366
OG0000894	Pram.g_01698	Syab.g_00369
OG0000895	Pram.g_01702	Syab.g_00373
OG0000896	Pram.g_01703	Syab.g_00374
OG0000897	Pram.g_01705	Syab.g_00376
OG0000898	Pram.g_01706	Syab.g_00377
OG0000899	Pram.g_01707	Syab.g_00378
OG0000900	Pram.g_01708	Syab.g_00379
OG0000901	Pram.g_01711	Syab.g_00384
OG0000902	Pram.g_01713	Syab.g_00386
OG0000903	Pram.g_01717	Syab.g_00399
OG0000904	Pram.g_01722	Syab.g_00395
OG0000905	Pram.g_01715	Syab.g_00390
OG0000906	Pram.g_01714	Syab.g_00388
OG0000907	Pram.g_01727	Syab.g_00401
OG0000908	Pram.g_01730	Syab.g_00404
OG0000909	Pram.g_01731	Syab.g_00405
OG0000910	Pram.g_01732	Syab.g_00406
OG0000911	Pram.g_01734	Syab.g_00408
OG0000912	Pram.g_01735	Syab.g_00409
OG0000913	Pram.g_01736	Syab.g_00410
OG0000914	Pram.g_01737	Syab.g_00411
OG0000915	Pram.g_01738	Syab.g_00412
OG0000916	Pram.g_01739	Syab.g_00413
OG0000917	Pram.g_01740	Syab.g_00414
OG0000918	Pram.g_01741	Syab.g_00415
OG0000919	Pram.g_01742	Syab.g_00416
OG0000920	Pram.g_01743	Syab.g_00417
OG0000921	Pram.g_01744	Syab.g_00418
OG0000922	Pram.g_01745	Syab.g_00419
OG0000923	Pram.g_01749	Syab.g_00423
OG0000924	Pram.g_01750	Syab.g_00424
OG0000925	Pram.g_01751	Syab.g_00425
OG0000926	Pram.g_01752	Syab.g_00426
OG0000927	Pram.g_01754	Syab.g_00428
OG0000928	Pram.g_01755	Syab.g_00429
OG0000929	Pram.g_01756	Syab.g_00430
OG0000930	Pram.g_01757	Syab.g_00431
OG0000931	Pram.g_01758	Syab.g_00432
OG0000932	Pram.g_01759	Syab.g_00433
OG0000933	Pram.g_01763	Syab.g_00439
OG0000934	Pram.g_01765	Syab.g_00441
OG0000935	Pram.g_01766	Syab.g_00442
OG0000936	Pram.g_01767	Syab.g_00443
OG0000937	Pram.g_01768	Syab.g_00444
OG0000938	Pram.g_01771	Syab.g_00447
OG0000939	Pram.g_01772	Syab.g_00448
OG0000940	Pram.g_01779	Syab.g_00456
OG0000941	Pram.g_01781	Syab.g_00458
OG0000942	Pram.g_01783	Syab.g_00460
OG0000943	Pram.g_01784	Syab.g_00461
OG0000944	Pram.g_01786	Syab.g_00463
OG0000945	Pram.g_01787	Syab.g_00466
OG0000946	Pram.g_01793	Syab.g_00473
OG0000947	Pram.g_01795	Syab.g_00476
OG0000948	Pram.g_01796	Syab.g_00477
OG0000949	Pram.g_01799	Syab.g_00212
OG0000950	Pram.g_01806	Syab.g_00204
OG0000951	Pram.g_01810	Syab.g_00199
OG0000952	Pram.g_01814	Syab.g_00191
OG0000953	Pram.g_01818	Syab.g_00134
OG0000954	Pram.g_01822	Syab.g_00129
OG0000955	Pram.g_01823	Syab.g_00128
OG0000956	Pram.g_01825	Syab.g_00126
OG0000957	Pram.g_01831	Syab.g_00115
OG0000958	Pram.g_01832	Syab.g_00114
OG0000959	Pram.g_01836	Syab.g_00110
OG0000960	Pram.g_01837	Syab.g_00109
OG0000961	Pram.g_01840	Syab.g_00100
OG0000962	Pram.g_01842	Syab.g_00098
OG0000963	Pram.g_01846	Syab.g_00093
OG0000964	Pram.g_01847	Syab.g_00092
OG0000965	Pram.g_01848	Syab.g_00091
OG0000966	Pram.g_01854	Syab.g_00082
OG0000967	Pram.g_01858	Syab.g_00078
OG0000968	Pram.g_01860	Syab.g_00075
OG0000969	Pram.g_01861	Syab.g_00073
OG0000970	Pram.g_01862	Syab.g_00072
OG0000971	Pram.g_01863	Syab.g_00070
OG0000972	Pram.g_01864	Syab.g_00069
OG0000973	Pram.g_01865	Syab.g_00068
OG0000974	Pram.g_01866	Syab.g_00067
OG0000975	Pram.g_01867	Syab.g_00066
OG0000976	Pram.g_01868	Syab.g_00065
OG0000977	Pram.g_01869	Syab.g_00063
OG0000978	Pram.g_01870	Syab.g_00062
OG0000979	Pram.g_01873	Syab.g_00059
OG0000980	Pram.g_01875	Syab.g_00056
OG0000981	Pram.g_01878	Syab.g_00053
OG0000982	Pram.g_01880	Syab.g_02756
OG0000983	Pram.g_01881	Syab.g_02757
OG0000984	Pram.g_01882	Syab.g_02758
OG0000985	Pram.g_01885	Syab.g_02762
OG0000986	Pram.g_01887	Syab.g_02764
OG0000987	Pram.g_01888	Syab.g_02768
OG0000988	Pram.g_01891	Syab.g_02774
OG0000989	Pram.g_01895	Syab.g_02792
OG0000990	Pram.g_01900	Syab.g_02811
OG0000991	Pram.g_01901	Syab.g_02818
OG0000992	Pram.g_01904	Syab.g_02821
OG0000993	Pram.g_01905	Syab.g_02822
OG0000994	Pram.g_01906	Syab.g_02826
OG0000995	Pram.g_01910	Syab.g_02835
OG0000996	Pram.g_01911	Syab.g_02866
OG0000997	Pram.g_01913	Syab.g_02875
OG0000998	Pram.g_01915	Syab.g_02877
OG0000999	Pram.g_01916	Syab.g_02878
OG0001000	Pram.g_01919	Syab.g_02881
OG0001001	Pram.g_01924	Syab.g_02888
OG0001002	Pram.g_01929	Syab.g_02900
OG0001003	Pram.g_01930	Syab.g_02902
OG0001004	Pram.g_01931	Syab.g_02903
OG0001005	Pram.g_01932	Syab.g_02905
OG0001006	Pram.g_01936	Syab.g_02912
OG0001007	Pram.g_01938	Syab.g_02914
OG0001008	Pram.g_00372	Syab.g_00584
OG0001009	Pram.g_00014	Syab.g_00033
OG0001010	Pram.g_00015	Syab.g_00034
OG0001011	Pram.g_00016	Syab.g_00035
OG0001012	Pram.g_00028	Syab.g_02752
OG0001013	Pram.g_00035	Syab.g_02716
OG0001014	Pram.g_00038	Syab.g_02712
OG0001015	Pram.g_00039	Syab.g_02711
OG0001016	Pram.g_00058	Syab.g_02439
OG0001017	Pram.g_00062	Syab.g_02445
OG0001018	Pram.g_00064	Syab.g_02447
OG0001019	Pram.g_00073	Syab.g_02469
OG0001020	Pram.g_00074	Syab.g_02477
OG0001021	Pram.g_00075	Syab.g_02481
OG0001022	Pram.g_00078	Syab.g_02485
OG0001023	Pram.g_00079	Syab.g_02486
OG0001024	Pram.g_00082	Syab.g_02490
OG0001025	Pram.g_00089	Syab.g_02497
OG0001026	Pram.g_00097	Syab.g_02510
OG0001027	Pram.g_00098	Syab.g_02515
OG0001028	Pram.g_00100	Syab.g_02517
OG0001029	Pram.g_00101	Syab.g_02519
OG0001030	Pram.g_00117	Syab.g_02540
OG0001031	Pram.g_00171	Syab.g_02615
OG0001032	Pram.g_00172	Syab.g_02617
OG0001033	Pram.g_00193	Syab.g_02675
OG0001034	Pram.g_00223	Syab.g_02370
OG0001035	Pram.g_00243	Syab.g_00335
OG0001036	Pram.g_00247	Syab.g_00327
OG0001037	Pram.g_00248	Syab.g_00325
OG0001038	Pram.g_00266	Syab.g_00297
OG0001039	Pram.g_00269	Syab.g_00294
OG0001040	Pram.g_00271	Syab.g_00291
OG0001041	Pram.g_00276	Syab.g_00286
OG0001042	Pram.g_00293	Syab.g_00254
OG0001043	Pram.g_00294	Syab.g_00250
OG0001044	Pram.g_00327	Syab.g_00522
OG0001045	Pram.g_00337	Syab.g_00534
OG0001046	Pram.g_01537	Syab.g_01352
OG0001047	Pram.g_00374	Syab.g_00586
OG0001048	Pram.g_00375	Syab.g_00587
OG0001049	Pram.g_00377	Syab.g_00590
OG0001050	Pram.g_00378	Syab.g_00591
OG0001051	Pram.g_00379	Syab.g_00592
OG0001052	Pram.g_00407	Syab.g_00693
OG0001053	Pram.g_00419	Syab.g_02099
OG0001054	Pram.g_00434	Syab.g_02118
OG0001055	Pram.g_00454	Syab.g_02139
OG0001056	Pram.g_00474	Syab.g_02036
OG0001057	Pram.g_00478	Syab.g_00882
OG0001058	Pram.g_00486	Syab.g_02014
OG0001059	Pram.g_00490	Syab.g_02010
OG0001060	Pram.g_00497	Syab.g_02003
OG0001061	Pram.g_00512	Syab.g_01985
OG0001062	Pram.g_00514	Syab.g_01983
OG0001063	Pram.g_00516	Syab.g_01979
OG0001064	Pram.g_00517	Syab.g_01978
OG0001065	Pram.g_00518	Syab.g_01976
OG0001066	Pram.g_00519	Syab.g_01975
OG0001067	Pram.g_00520	Syab.g_01974
OG0001068	Pram.g_00521	Syab.g_01973
OG0001069	Pram.g_00522	Syab.g_01972
OG0001070	Pram.g_00524	Syab.g_01968
OG0001071	Pram.g_00525	Syab.g_01967
OG0001072	Pram.g_00527	Syab.g_01962
OG0001073	Pram.g_00541	Syab.g_01947
OG0001074	Pram.g_00553	Syab.g_01815
OG0001075	Pram.g_00554	Syab.g_01919
OG0001076	Pram.g_00562	Syab.g_01897
OG0001077	Pram.g_00568	Syab.g_01887
OG0001079	Pram.g_01063	Syab.g_01856
OG0001080	Pram.g_01057	Syab.g_01756
OG0001081	Pram.g_01055	Syab.g_01530
OG0001082	Pram.g_01054	Syab.g_01531
OG0001083	Pram.g_01049	Syab.g_01540
OG0001084	Pram.g_01048	Syab.g_01543
OG0001085	Pram.g_00760	Syab.g_01563
OG0001086	Pram.g_00761	Syab.g_01565
OG0001087	Pram.g_00779	Syab.g_01167
OG0001088	Pram.g_00780	Syab.g_01170
OG0001089	Pram.g_00791	Syab.g_01198
OG0001090	Pram.g_00802	Syab.g_01267
OG0001091	Pram.g_01027	Syab.g_01270
OG0001092	Pram.g_01026	Syab.g_01272
OG0001093	Pram.g_01021	Syab.g_01664
OG0001094	Pram.g_01028	Syab.g_01567
OG0001095	Pram.g_00822	Syab.g_01287
OG0001096	Pram.g_00836	Syab.g_01693
OG0001097	Pram.g_00855	Syab.g_01718
OG0001098	Pram.g_00876	Syab.g_01497
OG0001099	Pram.g_00717	Syab.g_02518
OG0001100	Pram.g_00726	Syab.g_01640
OG0001101	Pram.g_00728	Syab.g_01639
OG0001102	Pram.g_00731	Syab.g_01636
OG0001103	Pram.g_00733	Syab.g_01634
OG0001104	Pram.g_00755	Syab.g_01590
OG0001105	Pram.g_00759	Syab.g_01585
OG0001106	Pram.g_00931	Syab.g_01397
OG0001107	Pram.g_00941	Syab.g_01385
OG0001108	Pram.g_00945	Syab.g_01377
OG0001109	Pram.g_00946	Syab.g_01368
OG0001110	Pram.g_00948	Syab.g_01366
OG0001111	Pram.g_00949	Syab.g_01364
OG0001112	Pram.g_00950	Syab.g_01362
OG0001113	Pram.g_00951	Syab.g_01593
OG0001114	Pram.g_00952	Syab.g_01361
OG0001115	Pram.g_00954	Syab.g_01357
OG0001116	Pram.g_00955	Syab.g_01355
OG0001117	Pram.g_00956	Syab.g_01354
OG0001118	Pram.g_00957	Syab.g_01353
OG0001119	Pram.g_00958	Syab.g_01351
OG0001120	Pram.g_00959	Syab.g_01347
OG0001122	Pram.g_00976	Syab.g_01320
OG0001123	Pram.g_00981	Syab.g_01312
OG0001124	Pram.g_00983	Syab.g_01310
OG0001125	Pram.g_00985	Syab.g_01308
OG0001126	Pram.g_00899	Syab.g_01231
OG0001127	Pram.g_00898	Syab.g_01230
OG0001128	Pram.g_00896	Syab.g_01227
OG0001129	Pram.g_00895	Syab.g_01225
OG0001130	Pram.g_00894	Syab.g_01224
OG0001131	Pram.g_00356	Syab.g_01609
OG0001132	Pram.g_00683	Syab.g_01790
OG0001133	Pram.g_01469	Syab.g_01895
OG0001134	Pram.g_01546	Syab.g_01748
OG0001136	Pram.g_01143	Syab.g_00966
OG0001137	Pram.g_01130	Syab.g_00990
OG0001138	Pram.g_01109	Syab.g_01023
OG0001139	Pram.g_01107	Syab.g_01025
OG0001140	Pram.g_01106	Syab.g_01026
OG0001141	Pram.g_01105	Syab.g_01027
OG0001142	Pram.g_01104	Syab.g_01028
OG0001143	Pram.g_01097	Syab.g_01037
OG0001144	Pram.g_01092	Syab.g_01052
OG0001145	Pram.g_01222	Syab.g_00928
OG0001146	Pram.g_01234	Syab.g_00907
OG0001147	Pram.g_01475	Syab.g_00716
OG0001148	Pram.g_01466	Syab.g_02085
OG0001149	Pram.g_01465	Syab.g_02084
OG0001150	Pram.g_01464	Syab.g_02083
OG0001151	Pram.g_01452	Syab.g_02070
OG0001152	Pram.g_01451	Syab.g_02069
OG0001153	Pram.g_01346	Syab.g_00731
OG0001154	Pram.g_01345	Syab.g_00730
OG0001155	Pram.g_01328	Syab.g_02171
OG0001156	Pram.g_01325	Syab.g_02174
OG0001157	Pram.g_01324	Syab.g_02175
OG0001158	Pram.g_01323	Syab.g_02176
OG0001159	Pram.g_01322	Syab.g_02177
OG0001160	Pram.g_01296	Syab.g_02231
OG0001161	Pram.g_01577	Syab.g_02797
OG0001162	Pram.g_01590	Syab.g_00893
OG0001163	Pram.g_01624	Syab.g_02241
OG0001164	Pram.g_01627	Syab.g_02247
OG0001165	Pram.g_01630	Syab.g_02252
OG0001166	Pram.g_01651	Syab.g_02296
OG0001167	Pram.g_01669	Syab.g_02322
