Orthogroup	Pram	Syah
OG0000586	Pram.g_00551	Syah.g_01974
OG0000587	Pram.g_00552	Syah.g_01972
OG0000588	Pram.g_00556	Syah.g_01966
OG0000589	Pram.g_00559	Syah.g_01962
OG0000590	Pram.g_00560	Syah.g_01961
OG0000591	Pram.g_00564	Syah.g_01954
OG0000592	Pram.g_00565	Syah.g_01953
OG0000593	Pram.g_01078	Syah.g_01939
OG0000594	Pram.g_01077	Syah.g_01938
OG0000595	Pram.g_01076	Syah.g_01937
OG0000596	Pram.g_01073	Syah.g_01932
OG0000597	Pram.g_01070	Syah.g_01929
OG0000598	Pram.g_01069	Syah.g_01928
OG0000599	Pram.g_01066	Syah.g_01925
OG0000600	Pram.g_01065	Syah.g_01924
OG0000601	Pram.g_01064	Syah.g_01923
OG0000602	Pram.g_01062	Syah.g_01917
OG0000603	Pram.g_01061	Syah.g_01916
OG0000604	Pram.g_01060	Syah.g_01913
OG0000605	Pram.g_01059	Syah.g_01825
OG0000606	Pram.g_01056	Syah.g_01485
OG0000607	Pram.g_01053	Syah.g_01489
OG0000608	Pram.g_01052	Syah.g_01490
OG0000609	Pram.g_01051	Syah.g_01492
OG0000610	Pram.g_01045	Syah.g_01499
OG0000611	Pram.g_01042	Syah.g_01502
OG0000612	Pram.g_01041	Syah.g_01503
OG0000613	Pram.g_00763	Syah.g_00147
OG0000614	Pram.g_00784	Syah.g_02004
OG0000615	Pram.g_00795	Syah.g_01814
OG0000616	Pram.g_01927	Syah.g_00389
OG0000617	Pram.g_01024	Syah.g_01722
OG0000618	Pram.g_01023	Syah.g_01721
OG0000619	Pram.g_01022	Syah.g_01720
OG0000620	Pram.g_01019	Syah.g_01713
OG0000621	Pram.g_01018	Syah.g_01712
OG0000622	Pram.g_01017	Syah.g_01711
OG0000623	Pram.g_01016	Syah.g_01710
OG0000624	Pram.g_01014	Syah.g_01708
OG0000625	Pram.g_01013	Syah.g_01707
OG0000626	Pram.g_01012	Syah.g_01706
OG0000627	Pram.g_01011	Syah.g_01569
OG0000628	Pram.g_01010	Syah.g_01570
OG0000629	Pram.g_01008	Syah.g_01573
OG0000630	Pram.g_01005	Syah.g_01577
OG0000631	Pram.g_00913	Syah.g_01582
OG0000632	Pram.g_00914	Syah.g_01583
OG0000633	Pram.g_00915	Syah.g_01584
OG0000634	Pram.g_00805	Syah.g_01783
OG0000635	Pram.g_00806	Syah.g_01782
OG0000636	Pram.g_00808	Syah.g_01780
OG0000637	Pram.g_00810	Syah.g_01778
OG0000638	Pram.g_00811	Syah.g_01777
OG0000639	Pram.g_00812	Syah.g_01776
OG0000640	Pram.g_00813	Syah.g_01775
OG0000641	Pram.g_00817	Syah.g_01771
OG0000642	Pram.g_00818	Syah.g_01770
OG0000643	Pram.g_00819	Syah.g_01768
OG0000644	Pram.g_00820	Syah.g_01767
OG0000645	Pram.g_00821	Syah.g_01765
OG0000646	Pram.g_00823	Syah.g_01762
OG0000647	Pram.g_00825	Syah.g_01760
OG0000648	Pram.g_00827	Syah.g_01757
OG0000649	Pram.g_00828	Syah.g_01756
OG0000650	Pram.g_00829	Syah.g_01755
OG0000651	Pram.g_00830	Syah.g_01754
OG0000652	Pram.g_00831	Syah.g_01753
OG0000653	Pram.g_00833	Syah.g_01751
OG0000654	Pram.g_00834	Syah.g_01750
OG0000655	Pram.g_00835	Syah.g_01749
OG0000656	Pram.g_00838	Syah.g_01746
OG0000657	Pram.g_00845	Syah.g_02083
OG0000658	Pram.g_00847	Syah.g_02086
OG0000659	Pram.g_00848	Syah.g_02087
OG0000660	Pram.g_00852	Syah.g_02091
OG0000661	Pram.g_00854	Syah.g_02093
OG0000662	Pram.g_00857	Syah.g_02095
OG0000663	Pram.g_00859	Syah.g_02098
OG0000664	Pram.g_00860	Syah.g_02099
OG0000665	Pram.g_00866	Syah.g_01895
OG0000666	Pram.g_00867	Syah.g_01826
OG0000667	Pram.g_00872	Syah.g_00714
OG0000668	Pram.g_00713	Syah.g_01680
OG0000669	Pram.g_00724	Syah.g_01520
OG0000670	Pram.g_00727	Syah.g_02352
OG0000671	Pram.g_00729	Syah.g_01524
OG0000672	Pram.g_00732	Syah.g_01527
OG0000673	Pram.g_00735	Syah.g_01530
OG0000674	Pram.g_00737	Syah.g_01532
OG0000675	Pram.g_00738	Syah.g_01533
OG0000676	Pram.g_00740	Syah.g_01535
OG0000677	Pram.g_00741	Syah.g_01536
OG0000678	Pram.g_00743	Syah.g_01821
OG0000679	Pram.g_00747	Syah.g_01812
OG0000680	Pram.g_00748	Syah.g_01811
OG0000681	Pram.g_00751	Syah.g_01808
OG0000682	Pram.g_00752	Syah.g_01807
OG0000683	Pram.g_00753	Syah.g_01806
OG0000684	Pram.g_00754	Syah.g_01802
OG0000685	Pram.g_00756	Syah.g_01800
OG0000686	Pram.g_00757	Syah.g_01799
OG0000687	Pram.g_00758	Syah.g_01798
OG0000688	Pram.g_01036	Syah.g_01793
OG0000689	Pram.g_01035	Syah.g_01791
OG0000690	Pram.g_01034	Syah.g_01790
OG0000691	Pram.g_01033	Syah.g_01789
OG0000692	Pram.g_01031	Syah.g_01788
OG0000693	Pram.g_01030	Syah.g_01787
OG0000694	Pram.g_01029	Syah.g_01786
OG0000695	Pram.g_00917	Syah.g_01586
OG0000696	Pram.g_00918	Syah.g_01587
OG0000697	Pram.g_00919	Syah.g_01589
OG0000698	Pram.g_00922	Syah.g_01592
OG0000699	Pram.g_00923	Syah.g_01594
OG0000700	Pram.g_00924	Syah.g_01595
OG0000701	Pram.g_00925	Syah.g_01596
OG0000702	Pram.g_00927	Syah.g_01604
OG0000703	Pram.g_00928	Syah.g_01605
OG0000704	Pram.g_00930	Syah.g_01608
OG0000705	Pram.g_00936	Syah.g_01614
OG0000706	Pram.g_00937	Syah.g_01615
OG0000707	Pram.g_00938	Syah.g_01616
OG0000708	Pram.g_00940	Syah.g_01619
OG0000709	Pram.g_00944	Syah.g_01627
OG0000710	Pram.g_00947	Syah.g_01631
OG0000711	Pram.g_00963	Syah.g_01661
OG0000712	Pram.g_00964	Syah.g_01662
OG0000713	Pram.g_00965	Syah.g_01663
OG0000714	Pram.g_00966	Syah.g_01665
OG0000715	Pram.g_00968	Syah.g_01667
OG0000716	Pram.g_00970	Syah.g_01671
OG0000717	Pram.g_00971	Syah.g_01672
OG0000718	Pram.g_00973	Syah.g_01676
OG0000719	Pram.g_00975	Syah.g_01678
OG0000720	Pram.g_00986	Syah.g_01691
OG0000721	Pram.g_00990	Syah.g_01693
OG0000722	Pram.g_00991	Syah.g_01694
OG0000723	Pram.g_00995	Syah.g_01704
OG0000724	Pram.g_00893	Syah.g_02036
OG0000725	Pram.g_00887	Syah.g_02027
OG0000726	Pram.g_00886	Syah.g_02026
OG0000727	Pram.g_00885	Syah.g_02025
OG0000728	Pram.g_00883	Syah.g_02023
OG0000729	Pram.g_01208	Syah.g_00263
OG0000730	Pram.g_01182	Syah.g_00855
OG0000731	Pram.g_00335	Syah.g_00867
OG0000733	Pram.g_01547	Syah.g_00473
OG0000734	Pram.g_01156	Syah.g_02545
OG0000735	Pram.g_01154	Syah.g_02178
OG0000736	Pram.g_01153	Syah.g_02177
OG0000737	Pram.g_01152	Syah.g_02176
OG0000738	Pram.g_01148	Syah.g_02170
OG0000739	Pram.g_01147	Syah.g_02165
OG0000740	Pram.g_01146	Syah.g_02164
OG0000741	Pram.g_01144	Syah.g_02161
OG0000742	Pram.g_01141	Syah.g_02159
OG0000743	Pram.g_01139	Syah.g_02157
OG0000744	Pram.g_01137	Syah.g_02156
OG0000745	Pram.g_01136	Syah.g_02154
OG0000746	Pram.g_01134	Syah.g_02151
OG0000747	Pram.g_01133	Syah.g_02150
OG0000748	Pram.g_01129	Syah.g_02140
OG0000749	Pram.g_01128	Syah.g_02138
OG0000750	Pram.g_01127	Syah.g_02137
OG0000751	Pram.g_01124	Syah.g_02130
OG0000752	Pram.g_01122	Syah.g_02128
OG0000753	Pram.g_01119	Syah.g_02125
OG0000754	Pram.g_01117	Syah.g_01431
OG0000755	Pram.g_01111	Syah.g_01423
OG0000756	Pram.g_01110	Syah.g_01422
OG0000757	Pram.g_01103	Syah.g_01415
OG0000758	Pram.g_01102	Syah.g_01414
OG0000759	Pram.g_01101	Syah.g_01413
OG0000760	Pram.g_01100	Syah.g_01412
OG0000761	Pram.g_01099	Syah.g_01411
OG0000762	Pram.g_01098	Syah.g_01409
OG0000763	Pram.g_01096	Syah.g_01407
OG0000764	Pram.g_01095	Syah.g_01406
OG0000765	Pram.g_01087	Syah.g_01392
OG0000766	Pram.g_01086	Syah.g_01391
OG0000767	Pram.g_01084	Syah.g_01389
OG0000768	Pram.g_01083	Syah.g_01388
OG0000769	Pram.g_01081	Syah.g_01386
OG0000770	Pram.g_00570	Syah.g_01383
OG0000771	Pram.g_01254	Syah.g_02042
OG0000772	Pram.g_01569	Syah.g_01351
OG0000773	Pram.g_01221	Syah.g_02187
OG0000774	Pram.g_01223	Syah.g_02191
OG0000775	Pram.g_01225	Syah.g_02193
OG0000776	Pram.g_01226	Syah.g_02194
OG0000777	Pram.g_01227	Syah.g_02195
OG0000778	Pram.g_01228	Syah.g_02196
OG0000779	Pram.g_01232	Syah.g_02201
OG0000780	Pram.g_01233	Syah.g_02205
OG0000781	Pram.g_01236	Syah.g_02209
OG0000782	Pram.g_01237	Syah.g_02210
OG0000783	Pram.g_01238	Syah.g_02211
OG0000784	Pram.g_01239	Syah.g_02212
OG0000785	Pram.g_01241	Syah.g_02214
OG0000786	Pram.g_01244	Syah.g_01171
OG0000787	Pram.g_01245	Syah.g_01170
OG0000788	Pram.g_01271	Syah.g_01922
OG0000789	Pram.g_01281	Syah.g_01556
OG0000790	Pram.g_01463	Syah.g_00981
OG0000791	Pram.g_01461	Syah.g_00980
OG0000792	Pram.g_01460	Syah.g_00979
OG0000793	Pram.g_01456	Syah.g_00974
OG0000794	Pram.g_01455	Syah.g_00973
OG0000795	Pram.g_01454	Syah.g_00972
OG0000796	Pram.g_01450	Syah.g_00968
OG0000797	Pram.g_01449	Syah.g_00967
OG0000798	Pram.g_01444	Syah.g_00627
OG0000799	Pram.g_01398	Syah.g_01326
OG0000800	Pram.g_01397	Syah.g_01325
OG0000801	Pram.g_01396	Syah.g_01324
OG0000802	Pram.g_01394	Syah.g_01320
OG0000803	Pram.g_01392	Syah.g_01315
OG0000804	Pram.g_01391	Syah.g_01312
OG0000805	Pram.g_01389	Syah.g_01303
OG0000806	Pram.g_01387	Syah.g_01301
OG0000807	Pram.g_01386	Syah.g_01299
OG0000808	Pram.g_01385	Syah.g_01298
OG0000809	Pram.g_01383	Syah.g_01295
OG0000810	Pram.g_01382	Syah.g_01294
OG0000811	Pram.g_01375	Syah.g_01286
OG0000812	Pram.g_01373	Syah.g_01284
OG0000813	Pram.g_01372	Syah.g_01283
OG0000814	Pram.g_01370	Syah.g_01281
OG0000815	Pram.g_01369	Syah.g_01280
OG0000816	Pram.g_01367	Syah.g_01279
OG0000817	Pram.g_01366	Syah.g_01278
OG0000818	Pram.g_01361	Syah.g_01272
OG0000819	Pram.g_01360	Syah.g_01271
OG0000820	Pram.g_01359	Syah.g_01270
OG0000821	Pram.g_01355	Syah.g_01265
OG0000822	Pram.g_01354	Syah.g_01263
OG0000823	Pram.g_01353	Syah.g_01262
OG0000824	Pram.g_01350	Syah.g_01258
OG0000825	Pram.g_01349	Syah.g_01257
OG0000826	Pram.g_01348	Syah.g_01256
OG0000827	Pram.g_01347	Syah.g_01254
OG0000828	Pram.g_01344	Syah.g_01251
OG0000829	Pram.g_01343	Syah.g_01250
OG0000830	Pram.g_01342	Syah.g_01249
OG0000831	Pram.g_01340	Syah.g_01247
OG0000832	Pram.g_01330	Syah.g_02311
OG0000833	Pram.g_01321	Syah.g_02322
OG0000834	Pram.g_01320	Syah.g_02324
OG0000835	Pram.g_01319	Syah.g_02325
OG0000836	Pram.g_01318	Syah.g_02329
OG0000837	Pram.g_01317	Syah.g_02330
OG0000838	Pram.g_01314	Syah.g_02334
OG0000839	Pram.g_01313	Syah.g_02335
OG0000840	Pram.g_01312	Syah.g_02336
OG0000841	Pram.g_01311	Syah.g_02337
OG0000842	Pram.g_01310	Syah.g_02338
OG0000843	Pram.g_01309	Syah.g_02339
OG0000844	Pram.g_01308	Syah.g_02341
OG0000845	Pram.g_01307	Syah.g_02342
OG0000846	Pram.g_01306	Syah.g_02343
OG0000847	Pram.g_01305	Syah.g_02344
OG0000848	Pram.g_01304	Syah.g_02346
OG0000849	Pram.g_01303	Syah.g_02347
OG0000850	Pram.g_01301	Syah.g_02349
OG0000851	Pram.g_01300	Syah.g_02359
OG0000852	Pram.g_01299	Syah.g_02360
OG0000853	Pram.g_01294	Syah.g_02364
OG0000854	Pram.g_01292	Syah.g_02366
OG0000855	Pram.g_01291	Syah.g_02367
OG0000856	Pram.g_00567	Syah.g_01951
OG0000857	Pram.g_00824	Syah.g_01761
OG0000858	Pram.g_01625	Syah.g_02373
OG0000859	Pram.g_01626	Syah.g_02374
OG0000860	Pram.g_01634	Syah.g_02386
OG0000861	Pram.g_01635	Syah.g_02387
OG0000862	Pram.g_01636	Syah.g_02389
OG0000863	Pram.g_01638	Syah.g_02391
OG0000864	Pram.g_01639	Syah.g_02392
OG0000865	Pram.g_01640	Syah.g_02396
OG0000866	Pram.g_01641	Syah.g_02397
OG0000867	Pram.g_01642	Syah.g_02398
OG0000868	Pram.g_01644	Syah.g_02401
OG0000869	Pram.g_01647	Syah.g_02406
OG0000870	Pram.g_01652	Syah.g_02411
OG0000871	Pram.g_01653	Syah.g_02412
OG0000872	Pram.g_01654	Syah.g_02421
OG0000873	Pram.g_01657	Syah.g_02424
OG0000874	Pram.g_01660	Syah.g_02420
OG0000875	Pram.g_01662	Syah.g_02426
OG0000876	Pram.g_01663	Syah.g_02250
OG0000877	Pram.g_01665	Syah.g_02254
OG0000878	Pram.g_01666	Syah.g_02255
OG0000879	Pram.g_01667	Syah.g_02256
OG0000880	Pram.g_01668	Syah.g_02257
OG0000881	Pram.g_01672	Syah.g_02262
OG0000882	Pram.g_01677	Syah.g_02267
OG0000883	Pram.g_01679	Syah.g_02270
OG0000884	Pram.g_01681	Syah.g_02272
OG0000885	Pram.g_01682	Syah.g_02273
OG0000886	Pram.g_01683	Syah.g_02274
OG0000887	Pram.g_01684	Syah.g_02275
OG0000888	Pram.g_01686	Syah.g_02277
OG0000889	Pram.g_01688	Syah.g_02279
OG0000890	Pram.g_01689	Syah.g_02284
OG0000891	Pram.g_01690	Syah.g_02285
OG0000892	Pram.g_01691	Syah.g_02288
OG0000893	Pram.g_01695	Syah.g_00684
OG0000894	Pram.g_01698	Syah.g_00690
OG0000895	Pram.g_01702	Syah.g_00694
OG0000896	Pram.g_01703	Syah.g_00695
OG0000897	Pram.g_01705	Syah.g_00697
OG0000898	Pram.g_01706	Syah.g_00698
OG0000899	Pram.g_01707	Syah.g_00699
OG0000900	Pram.g_01708	Syah.g_00700
OG0000901	Pram.g_01711	Syah.g_00705
OG0000902	Pram.g_01713	Syah.g_00707
OG0000903	Pram.g_01717	Syah.g_00739
OG0000904	Pram.g_01722	Syah.g_00734
OG0000905	Pram.g_01715	Syah.g_00731
OG0000906	Pram.g_01714	Syah.g_00729
OG0000907	Pram.g_01727	Syah.g_00741
OG0000908	Pram.g_01730	Syah.g_00744
OG0000909	Pram.g_01731	Syah.g_00745
OG0000910	Pram.g_01732	Syah.g_00746
OG0000911	Pram.g_01734	Syah.g_00748
OG0000912	Pram.g_01735	Syah.g_00749
OG0000913	Pram.g_01736	Syah.g_00750
OG0000914	Pram.g_01737	Syah.g_00751
OG0000915	Pram.g_01738	Syah.g_00752
OG0000916	Pram.g_01739	Syah.g_00753
OG0000917	Pram.g_01740	Syah.g_00754
OG0000918	Pram.g_01741	Syah.g_00755
OG0000919	Pram.g_01742	Syah.g_00756
OG0000920	Pram.g_01743	Syah.g_00757
OG0000921	Pram.g_01744	Syah.g_00758
OG0000922	Pram.g_01745	Syah.g_00759
OG0000923	Pram.g_01749	Syah.g_00763
OG0000924	Pram.g_01750	Syah.g_00764
OG0000925	Pram.g_01751	Syah.g_00765
OG0000926	Pram.g_01752	Syah.g_00766
OG0000927	Pram.g_01754	Syah.g_00768
OG0000928	Pram.g_01755	Syah.g_00769
OG0000929	Pram.g_01756	Syah.g_00770
OG0000930	Pram.g_01757	Syah.g_00771
OG0000931	Pram.g_01758	Syah.g_00772
OG0000932	Pram.g_01759	Syah.g_00773
OG0000933	Pram.g_01763	Syah.g_00778
OG0000934	Pram.g_01765	Syah.g_00780
OG0000935	Pram.g_01766	Syah.g_00781
OG0000936	Pram.g_01767	Syah.g_00782
OG0000937	Pram.g_01768	Syah.g_00783
OG0000938	Pram.g_01771	Syah.g_00787
OG0000939	Pram.g_01772	Syah.g_00788
OG0000940	Pram.g_01779	Syah.g_00795
OG0000941	Pram.g_01781	Syah.g_00797
OG0000942	Pram.g_01783	Syah.g_00799
OG0000943	Pram.g_01784	Syah.g_00800
OG0000944	Pram.g_01786	Syah.g_00802
OG0000945	Pram.g_01787	Syah.g_00804
OG0000946	Pram.g_01793	Syah.g_00809
OG0000947	Pram.g_01795	Syah.g_00812
OG0000948	Pram.g_01796	Syah.g_00813
OG0000949	Pram.g_01799	Syah.g_00173
OG0000950	Pram.g_01806	Syah.g_00184
OG0000951	Pram.g_01810	Syah.g_00190
OG0000952	Pram.g_01814	Syah.g_00202
OG0000953	Pram.g_01818	Syah.g_00207
OG0000954	Pram.g_01822	Syah.g_00233
OG0000955	Pram.g_01823	Syah.g_00234
OG0000956	Pram.g_01825	Syah.g_00236
OG0000957	Pram.g_01831	Syah.g_00248
OG0000958	Pram.g_01832	Syah.g_00249
OG0000959	Pram.g_01836	Syah.g_00253
OG0000960	Pram.g_01837	Syah.g_00254
OG0000961	Pram.g_01840	Syah.g_00259
OG0000962	Pram.g_01842	Syah.g_00262
OG0000963	Pram.g_01846	Syah.g_00267
OG0000964	Pram.g_01847	Syah.g_00268
OG0000965	Pram.g_01848	Syah.g_00269
OG0000966	Pram.g_01854	Syah.g_00288
OG0000967	Pram.g_01858	Syah.g_00300
OG0000968	Pram.g_01860	Syah.g_00295
OG0000969	Pram.g_01861	Syah.g_00297
OG0000970	Pram.g_01862	Syah.g_00298
OG0000971	Pram.g_01863	Syah.g_00303
OG0000972	Pram.g_01864	Syah.g_00304
OG0000973	Pram.g_01865	Syah.g_00305
OG0000974	Pram.g_01866	Syah.g_00306
OG0000975	Pram.g_01867	Syah.g_00307
OG0000976	Pram.g_01868	Syah.g_00308
OG0000977	Pram.g_01869	Syah.g_00310
OG0000978	Pram.g_01870	Syah.g_00312
OG0000979	Pram.g_01873	Syah.g_00315
OG0000980	Pram.g_01875	Syah.g_00318
OG0000981	Pram.g_01878	Syah.g_00321
OG0000982	Pram.g_01880	Syah.g_00511
OG0000983	Pram.g_01881	Syah.g_00510
OG0000984	Pram.g_01882	Syah.g_00509
OG0000985	Pram.g_01885	Syah.g_00505
OG0000986	Pram.g_01887	Syah.g_00496
OG0000987	Pram.g_01888	Syah.g_00494
OG0000988	Pram.g_01891	Syah.g_00489
OG0000989	Pram.g_01895	Syah.g_00481
OG0000990	Pram.g_01900	Syah.g_00466
OG0000991	Pram.g_01901	Syah.g_00462
OG0000992	Pram.g_01904	Syah.g_00460
OG0000993	Pram.g_01905	Syah.g_00459
OG0000994	Pram.g_01906	Syah.g_00457
OG0000995	Pram.g_01910	Syah.g_00452
OG0000996	Pram.g_01911	Syah.g_00412
OG0000997	Pram.g_01913	Syah.g_00403
OG0000998	Pram.g_01915	Syah.g_00401
OG0000999	Pram.g_01916	Syah.g_00400
OG0001000	Pram.g_01919	Syah.g_00397
OG0001001	Pram.g_01924	Syah.g_00392
OG0001002	Pram.g_01929	Syah.g_00386
OG0001003	Pram.g_01930	Syah.g_00384
OG0001004	Pram.g_01931	Syah.g_00383
OG0001005	Pram.g_01932	Syah.g_00382
OG0001006	Pram.g_01936	Syah.g_00375
OG0001007	Pram.g_01938	Syah.g_00373
OG0001008	Pram.g_00372	Syah.g_02235
OG0001009	Pram.g_00014	Syah.g_00344
OG0001010	Pram.g_00015	Syah.g_00343
OG0001011	Pram.g_00016	Syah.g_00342
OG0001012	Pram.g_00028	Syah.g_00514
OG0001013	Pram.g_00035	Syah.g_00527
OG0001014	Pram.g_00038	Syah.g_00531
OG0001015	Pram.g_00039	Syah.g_00532
OG0001016	Pram.g_00058	Syah.g_02487
OG0001017	Pram.g_00062	Syah.g_02493
OG0001018	Pram.g_00064	Syah.g_02495
OG0001019	Pram.g_00073	Syah.g_02512
OG0001020	Pram.g_00074	Syah.g_02517
OG0001021	Pram.g_00075	Syah.g_02521
OG0001022	Pram.g_00078	Syah.g_02524
OG0001023	Pram.g_00079	Syah.g_02525
OG0001024	Pram.g_00082	Syah.g_02529
OG0001025	Pram.g_00089	Syah.g_02534
OG0001026	Pram.g_00097	Syah.g_02547
OG0001027	Pram.g_00098	Syah.g_00001
OG0001028	Pram.g_00100	Syah.g_00003
OG0001029	Pram.g_00101	Syah.g_00005
OG0001030	Pram.g_00117	Syah.g_00025
OG0001031	Pram.g_00171	Syah.g_00611
OG0001032	Pram.g_00172	Syah.g_00609
OG0001033	Pram.g_00193	Syah.g_00577
OG0001034	Pram.g_00223	Syah.g_00908
OG0001035	Pram.g_00243	Syah.g_00660
OG0001036	Pram.g_00247	Syah.g_00655
OG0001037	Pram.g_00248	Syah.g_00653
OG0001038	Pram.g_00266	Syah.g_00626
OG0001039	Pram.g_00269	Syah.g_00623
OG0001040	Pram.g_00271	Syah.g_00090
OG0001042	Pram.g_00293	Syah.g_00122
OG0001043	Pram.g_00294	Syah.g_00126
OG0001044	Pram.g_00327	Syah.g_00857
OG0001045	Pram.g_00337	Syah.g_00870
OG0001046	Pram.g_01537	Syah.g_01647
OG0001047	Pram.g_00374	Syah.g_02233
OG0001048	Pram.g_00375	Syah.g_02232
OG0001049	Pram.g_00377	Syah.g_02225
OG0001050	Pram.g_00378	Syah.g_02224
OG0001051	Pram.g_00379	Syah.g_02223
OG0001052	Pram.g_00407	Syah.g_01217
OG0001053	Pram.g_00419	Syah.g_01000
OG0001054	Pram.g_00434	Syah.g_01017
OG0001055	Pram.g_00454	Syah.g_01037
OG0001056	Pram.g_00474	Syah.g_01069
OG0001057	Pram.g_00478	Syah.g_01075
OG0001058	Pram.g_00486	Syah.g_01091
OG0001059	Pram.g_00490	Syah.g_01095
OG0001060	Pram.g_00497	Syah.g_01102
OG0001061	Pram.g_00512	Syah.g_01123
OG0001062	Pram.g_00514	Syah.g_01125
OG0001063	Pram.g_00516	Syah.g_01129
OG0001064	Pram.g_00517	Syah.g_01130
OG0001065	Pram.g_00518	Syah.g_01131
OG0001066	Pram.g_00519	Syah.g_01132
OG0001067	Pram.g_00520	Syah.g_01133
OG0001068	Pram.g_00521	Syah.g_01134
OG0001069	Pram.g_00522	Syah.g_01135
OG0001070	Pram.g_00524	Syah.g_01138
OG0001071	Pram.g_00525	Syah.g_01139
OG0001072	Pram.g_00527	Syah.g_01144
OG0001074	Pram.g_00553	Syah.g_01970
OG0001075	Pram.g_00554	Syah.g_01969
OG0001076	Pram.g_00562	Syah.g_01959
OG0001077	Pram.g_00568	Syah.g_01948
OG0001078	Pram.g_01074	Syah.g_01934
OG0001079	Pram.g_01063	Syah.g_01921
OG0001080	Pram.g_01057	Syah.g_01538
OG0001081	Pram.g_01055	Syah.g_01487
OG0001082	Pram.g_01054	Syah.g_01488
OG0001083	Pram.g_01049	Syah.g_01495
OG0001084	Pram.g_01048	Syah.g_01496
OG0001085	Pram.g_00760	Syah.g_01506
OG0001086	Pram.g_00761	Syah.g_01508
OG0001087	Pram.g_00779	Syah.g_01992
OG0001088	Pram.g_00780	Syah.g_01995
OG0001089	Pram.g_00791	Syah.g_02019
OG0001090	Pram.g_00802	Syah.g_01728
OG0001091	Pram.g_01027	Syah.g_01726
OG0001092	Pram.g_01026	Syah.g_01724
OG0001093	Pram.g_01021	Syah.g_01718
OG0001094	Pram.g_01028	Syah.g_01785
OG0001095	Pram.g_00822	Syah.g_01764
OG0001096	Pram.g_00836	Syah.g_01748
OG0001097	Pram.g_00855	Syah.g_02094
OG0001098	Pram.g_00876	Syah.g_01542
OG0001099	Pram.g_00717	Syah.g_00004
OG0001100	Pram.g_00726	Syah.g_01522
OG0001101	Pram.g_00728	Syah.g_01523
OG0001102	Pram.g_00731	Syah.g_01526
OG0001103	Pram.g_00733	Syah.g_01528
OG0001104	Pram.g_00755	Syah.g_01801
OG0001105	Pram.g_00759	Syah.g_01797
OG0001106	Pram.g_00931	Syah.g_01609
OG0001107	Pram.g_00941	Syah.g_01620
OG0001108	Pram.g_00945	Syah.g_01628
OG0001109	Pram.g_00946	Syah.g_01630
OG0001110	Pram.g_00948	Syah.g_01632
OG0001111	Pram.g_00949	Syah.g_01634
OG0001112	Pram.g_00950	Syah.g_01636
OG0001113	Pram.g_00951	Syah.g_01637
OG0001114	Pram.g_00952	Syah.g_01638
OG0001115	Pram.g_00954	Syah.g_01642
OG0001116	Pram.g_00955	Syah.g_01644
OG0001117	Pram.g_00956	Syah.g_01645
OG0001118	Pram.g_00957	Syah.g_01646
OG0001119	Pram.g_00958	Syah.g_01648
OG0001120	Pram.g_00959	Syah.g_01652
OG0001122	Pram.g_00976	Syah.g_01679
OG0001123	Pram.g_00981	Syah.g_01686
OG0001124	Pram.g_00983	Syah.g_01688
OG0001125	Pram.g_00985	Syah.g_01690
OG0001126	Pram.g_00899	Syah.g_02058
OG0001127	Pram.g_00898	Syah.g_02057
OG0001128	Pram.g_00896	Syah.g_02040
OG0001129	Pram.g_00895	Syah.g_02038
OG0001130	Pram.g_00894	Syah.g_02037
OG0001131	Pram.g_00356	Syah.g_01819
OG0001132	Pram.g_00683	Syah.g_01850
OG0001133	Pram.g_01469	Syah.g_01957
OG0001134	Pram.g_01546	Syah.g_01437
OG0001136	Pram.g_01143	Syah.g_02160
OG0001137	Pram.g_01130	Syah.g_02141
OG0001138	Pram.g_01109	Syah.g_01421
OG0001139	Pram.g_01107	Syah.g_01419
OG0001140	Pram.g_01106	Syah.g_01418
OG0001141	Pram.g_01105	Syah.g_01417
OG0001142	Pram.g_01104	Syah.g_01416
OG0001143	Pram.g_01097	Syah.g_01408
OG0001144	Pram.g_01092	Syah.g_01399
OG0001145	Pram.g_01222	Syah.g_02188
OG0001146	Pram.g_01234	Syah.g_02206
OG0001147	Pram.g_01475	Syah.g_01234
OG0001148	Pram.g_01466	Syah.g_00984
OG0001149	Pram.g_01465	Syah.g_00983
OG0001150	Pram.g_01464	Syah.g_00982
OG0001151	Pram.g_01452	Syah.g_00970
OG0001152	Pram.g_01451	Syah.g_00969
OG0001153	Pram.g_01346	Syah.g_01253
OG0001154	Pram.g_01345	Syah.g_01252
OG0001155	Pram.g_01328	Syah.g_02313
OG0001156	Pram.g_01325	Syah.g_02316
OG0001157	Pram.g_01324	Syah.g_02317
OG0001158	Pram.g_01323	Syah.g_02318
OG0001159	Pram.g_01322	Syah.g_02319
OG0001161	Pram.g_01577	Syah.g_00475
OG0001162	Pram.g_01590	Syah.g_01745
OG0001163	Pram.g_01624	Syah.g_02370
OG0001164	Pram.g_01627	Syah.g_02376
OG0001165	Pram.g_01630	Syah.g_02381
OG0001166	Pram.g_01651	Syah.g_02410
OG0001167	Pram.g_01669	Syah.g_02259
OG0001168	Pram.g_01671	Syah.g_02261
OG0001169	Pram.g_01673	Syah.g_02263
OG0001170	Pram.g_01675	Syah.g_02265
OG0001171	Pram.g_01685	Syah.g_02276
OG0001172	Pram.g_01700	Syah.g_00692
OG0001173	Pram.g_01701	Syah.g_00693
