Orthogroup	Pram	Syad
OG0000578	Pram.g_00538	Syad.g_01087
OG0000579	Pram.g_00539	Syad.g_01088
OG0000580	Pram.g_00540	Syad.g_01089
OG0000581	Pram.g_00543	Syad.g_01097
OG0000582	Pram.g_00546	Syad.g_02206
OG0000583	Pram.g_00547	Syad.g_02205
OG0000584	Pram.g_00548	Syad.g_02204
OG0000585	Pram.g_00550	Syad.g_02202
OG0000586	Pram.g_00551	Syad.g_02201
OG0000587	Pram.g_00552	Syad.g_02199
OG0000588	Pram.g_00556	Syad.g_02183
OG0000589	Pram.g_00559	Syad.g_02178
OG0000590	Pram.g_00560	Syad.g_02177
OG0000591	Pram.g_00564	Syad.g_02169
OG0000592	Pram.g_00565	Syad.g_02168
OG0000593	Pram.g_01078	Syad.g_02156
OG0000594	Pram.g_01077	Syad.g_02155
OG0000595	Pram.g_01076	Syad.g_02154
OG0000596	Pram.g_01073	Syad.g_02149
OG0000597	Pram.g_01070	Syad.g_02146
OG0000598	Pram.g_01069	Syad.g_02145
OG0000599	Pram.g_01066	Syad.g_02142
OG0000600	Pram.g_01065	Syad.g_02141
OG0000601	Pram.g_01064	Syad.g_02140
OG0000602	Pram.g_01062	Syad.g_02135
OG0000603	Pram.g_01061	Syad.g_02134
OG0000604	Pram.g_01060	Syad.g_02131
OG0000605	Pram.g_01059	Syad.g_02026
OG0000606	Pram.g_01056	Syad.g_01567
OG0000607	Pram.g_01053	Syad.g_01571
OG0000608	Pram.g_01052	Syad.g_01572
OG0000609	Pram.g_01051	Syad.g_01574
OG0000610	Pram.g_01045	Syad.g_01589
OG0000611	Pram.g_01042	Syad.g_01592
OG0000612	Pram.g_01041	Syad.g_01593
OG0000613	Pram.g_00763	Syad.g_00457
OG0000614	Pram.g_00784	Syad.g_01340
OG0000615	Pram.g_00795	Syad.g_01948
OG0000616	Pram.g_01927	Syad.g_00145
OG0000617	Pram.g_01024	Syad.g_01810
OG0000618	Pram.g_01023	Syad.g_01809
OG0000619	Pram.g_01022	Syad.g_01808
OG0000620	Pram.g_01019	Syad.g_01803
OG0000621	Pram.g_01018	Syad.g_01802
OG0000622	Pram.g_01017	Syad.g_01801
OG0000623	Pram.g_01016	Syad.g_01800
OG0000624	Pram.g_01014	Syad.g_01798
OG0000625	Pram.g_01013	Syad.g_01797
OG0000626	Pram.g_01012	Syad.g_01796
OG0000627	Pram.g_01011	Syad.g_01640
OG0000628	Pram.g_01010	Syad.g_01641
OG0000629	Pram.g_01008	Syad.g_01644
OG0000630	Pram.g_01005	Syad.g_01648
OG0000631	Pram.g_00913	Syad.g_01658
OG0000632	Pram.g_00914	Syad.g_01659
OG0000633	Pram.g_00915	Syad.g_01660
OG0000634	Pram.g_00805	Syad.g_01893
OG0000635	Pram.g_00806	Syad.g_01892
OG0000636	Pram.g_00808	Syad.g_01890
OG0000637	Pram.g_00810	Syad.g_01888
OG0000638	Pram.g_00811	Syad.g_01887
OG0000639	Pram.g_00812	Syad.g_01886
OG0000640	Pram.g_00813	Syad.g_01885
OG0000641	Pram.g_00817	Syad.g_01881
OG0000642	Pram.g_00818	Syad.g_01880
OG0000643	Pram.g_00819	Syad.g_01878
OG0000644	Pram.g_00820	Syad.g_01877
OG0000645	Pram.g_00821	Syad.g_01875
OG0000646	Pram.g_00823	Syad.g_01872
OG0000647	Pram.g_00825	Syad.g_01870
OG0000648	Pram.g_00827	Syad.g_01860
OG0000649	Pram.g_00828	Syad.g_01859
OG0000650	Pram.g_00829	Syad.g_01858
OG0000651	Pram.g_00830	Syad.g_01857
OG0000652	Pram.g_00831	Syad.g_01856
OG0000653	Pram.g_00833	Syad.g_01850
OG0000654	Pram.g_00834	Syad.g_01849
OG0000655	Pram.g_00835	Syad.g_01848
OG0000656	Pram.g_00838	Syad.g_01845
OG0000657	Pram.g_00845	Syad.g_01240
OG0000658	Pram.g_00847	Syad.g_01231
OG0000659	Pram.g_00848	Syad.g_01230
OG0000660	Pram.g_00852	Syad.g_01226
OG0000661	Pram.g_00854	Syad.g_01224
OG0000662	Pram.g_00857	Syad.g_01222
OG0000663	Pram.g_00859	Syad.g_01219
OG0000664	Pram.g_00860	Syad.g_01209
OG0000665	Pram.g_00866	Syad.g_02115
OG0000666	Pram.g_00867	Syad.g_02027
OG0000667	Pram.g_00872	Syad.g_00612
OG0000668	Pram.g_00713	Syad.g_01688
OG0000669	Pram.g_00724	Syad.g_01606
OG0000670	Pram.g_00727	Syad.g_01609
OG0000671	Pram.g_00729	Syad.g_01611
OG0000672	Pram.g_00732	Syad.g_01615
OG0000673	Pram.g_00735	Syad.g_01618
OG0000674	Pram.g_00737	Syad.g_01620
OG0000675	Pram.g_00738	Syad.g_01633
OG0000676	Pram.g_00740	Syad.g_01635
OG0000677	Pram.g_00741	Syad.g_01636
OG0000678	Pram.g_00743	Syad.g_01957
OG0000679	Pram.g_00747	Syad.g_01922
OG0000680	Pram.g_00748	Syad.g_01921
OG0000681	Pram.g_00751	Syad.g_01919
OG0000682	Pram.g_00752	Syad.g_01918
OG0000683	Pram.g_00753	Syad.g_01917
OG0000684	Pram.g_00754	Syad.g_01912
OG0000685	Pram.g_00756	Syad.g_01910
OG0000686	Pram.g_00757	Syad.g_01909
OG0000687	Pram.g_00758	Syad.g_01908
OG0000688	Pram.g_01036	Syad.g_01904
OG0000689	Pram.g_01035	Syad.g_01902
OG0000690	Pram.g_01034	Syad.g_01901
OG0000691	Pram.g_01033	Syad.g_01900
OG0000692	Pram.g_01031	Syad.g_01899
OG0000693	Pram.g_01030	Syad.g_01897
OG0000694	Pram.g_01029	Syad.g_01896
OG0000695	Pram.g_00917	Syad.g_01662
OG0000696	Pram.g_00918	Syad.g_01663
OG0000697	Pram.g_00919	Syad.g_01789
OG0000698	Pram.g_00922	Syad.g_01786
OG0000699	Pram.g_00923	Syad.g_01785
OG0000700	Pram.g_00924	Syad.g_01784
OG0000701	Pram.g_00925	Syad.g_01783
OG0000702	Pram.g_00927	Syad.g_01775
OG0000703	Pram.g_00928	Syad.g_01774
OG0000704	Pram.g_00930	Syad.g_01772
OG0000705	Pram.g_00936	Syad.g_01765
OG0000706	Pram.g_00937	Syad.g_01764
OG0000707	Pram.g_00938	Syad.g_01763
OG0000708	Pram.g_00940	Syad.g_01760
OG0000709	Pram.g_00944	Syad.g_01745
OG0000710	Pram.g_00947	Syad.g_01738
OG0000711	Pram.g_00963	Syad.g_01710
OG0000712	Pram.g_00964	Syad.g_01708
OG0000713	Pram.g_00965	Syad.g_01707
OG0000714	Pram.g_00966	Syad.g_01705
OG0000715	Pram.g_00968	Syad.g_01703
OG0000716	Pram.g_00970	Syad.g_01697
OG0000717	Pram.g_00971	Syad.g_01696
OG0000718	Pram.g_00973	Syad.g_01692
OG0000719	Pram.g_00975	Syad.g_01690
OG0000720	Pram.g_00986	Syad.g_01677
OG0000721	Pram.g_00990	Syad.g_01675
OG0000722	Pram.g_00991	Syad.g_01674
OG0000723	Pram.g_00995	Syad.g_01791
OG0000724	Pram.g_00893	Syad.g_01284
OG0000725	Pram.g_00887	Syad.g_01293
OG0000726	Pram.g_00886	Syad.g_01294
OG0000727	Pram.g_00885	Syad.g_01295
OG0000728	Pram.g_00883	Syad.g_01297
OG0000729	Pram.g_01208	Syad.g_00331
OG0000730	Pram.g_01182	Syad.g_00758
OG0000731	Pram.g_00335	Syad.g_00770
OG0000733	Pram.g_01547	Syad.g_00028
OG0000734	Pram.g_01156	Syad.g_02809
OG0000735	Pram.g_01154	Syad.g_01120
OG0000736	Pram.g_01153	Syad.g_01121
OG0000737	Pram.g_01152	Syad.g_01122
OG0000738	Pram.g_01148	Syad.g_01127
OG0000739	Pram.g_01147	Syad.g_01145
OG0000740	Pram.g_01146	Syad.g_01146
OG0000741	Pram.g_01144	Syad.g_01149
OG0000742	Pram.g_01141	Syad.g_01151
OG0000743	Pram.g_01139	Syad.g_01153
OG0000744	Pram.g_01137	Syad.g_01154
OG0000745	Pram.g_01136	Syad.g_01156
OG0000746	Pram.g_01134	Syad.g_01158
OG0000747	Pram.g_01133	Syad.g_01159
OG0000748	Pram.g_01129	Syad.g_01170
OG0000749	Pram.g_01128	Syad.g_01173
OG0000750	Pram.g_01127	Syad.g_01174
OG0000751	Pram.g_01124	Syad.g_01182
OG0000752	Pram.g_01122	Syad.g_01184
OG0000753	Pram.g_01119	Syad.g_01187
OG0000754	Pram.g_01117	Syad.g_01516
OG0000755	Pram.g_01111	Syad.g_01504
OG0000756	Pram.g_01110	Syad.g_01498
OG0000757	Pram.g_01103	Syad.g_01487
OG0000758	Pram.g_01102	Syad.g_01486
OG0000759	Pram.g_01101	Syad.g_01485
OG0000760	Pram.g_01100	Syad.g_01484
OG0000761	Pram.g_01099	Syad.g_01480
OG0000762	Pram.g_01098	Syad.g_01474
OG0000763	Pram.g_01096	Syad.g_01468
OG0000764	Pram.g_01095	Syad.g_01467
OG0000765	Pram.g_01087	Syad.g_01447
OG0000766	Pram.g_01086	Syad.g_01446
OG0000767	Pram.g_01084	Syad.g_01444
OG0000768	Pram.g_01083	Syad.g_01443
OG0000769	Pram.g_01081	Syad.g_01441
OG0000770	Pram.g_00570	Syad.g_01437
OG0000771	Pram.g_01254	Syad.g_01278
OG0000772	Pram.g_01569	Syad.g_02078
OG0000773	Pram.g_01221	Syad.g_01114
OG0000774	Pram.g_01223	Syad.g_02396
OG0000775	Pram.g_01225	Syad.g_02398
OG0000776	Pram.g_01226	Syad.g_02399
OG0000777	Pram.g_01227	Syad.g_02400
OG0000778	Pram.g_01228	Syad.g_02401
OG0000779	Pram.g_01232	Syad.g_02407
OG0000780	Pram.g_01233	Syad.g_02411
OG0000781	Pram.g_01236	Syad.g_02415
OG0000782	Pram.g_01237	Syad.g_02416
OG0000783	Pram.g_01238	Syad.g_02418
OG0000784	Pram.g_01239	Syad.g_02419
OG0000785	Pram.g_01241	Syad.g_02421
OG0000786	Pram.g_01244	Syad.g_01101
OG0000787	Pram.g_01245	Syad.g_01100
OG0000788	Pram.g_01271	Syad.g_02139
OG0000789	Pram.g_01281	Syad.g_01982
OG0000790	Pram.g_01463	Syad.g_00886
OG0000791	Pram.g_01461	Syad.g_00885
OG0000792	Pram.g_01460	Syad.g_00884
OG0000793	Pram.g_01456	Syad.g_00879
OG0000794	Pram.g_01455	Syad.g_00878
OG0000795	Pram.g_01454	Syad.g_00877
OG0000796	Pram.g_01450	Syad.g_00871
OG0000797	Pram.g_01449	Syad.g_00870
OG0000798	Pram.g_01444	Syad.g_00525
OG0000799	Pram.g_01398	Syad.g_02243
OG0000800	Pram.g_01397	Syad.g_02245
OG0000801	Pram.g_01396	Syad.g_02246
OG0000802	Pram.g_01394	Syad.g_02251
OG0000803	Pram.g_01392	Syad.g_02255
OG0000804	Pram.g_01391	Syad.g_02260
OG0000805	Pram.g_01389	Syad.g_02266
OG0000806	Pram.g_01387	Syad.g_02267
OG0000807	Pram.g_01386	Syad.g_02269
OG0000808	Pram.g_01385	Syad.g_02270
OG0000809	Pram.g_01383	Syad.g_02273
OG0000810	Pram.g_01382	Syad.g_02274
OG0000811	Pram.g_01375	Syad.g_02283
OG0000812	Pram.g_01373	Syad.g_02285
OG0000813	Pram.g_01372	Syad.g_02286
OG0000814	Pram.g_01370	Syad.g_02288
OG0000815	Pram.g_01369	Syad.g_02289
OG0000816	Pram.g_01367	Syad.g_02290
OG0000817	Pram.g_01366	Syad.g_02291
OG0000818	Pram.g_01361	Syad.g_02297
OG0000819	Pram.g_01360	Syad.g_02298
OG0000820	Pram.g_01359	Syad.g_02299
OG0000821	Pram.g_01355	Syad.g_02305
OG0000822	Pram.g_01354	Syad.g_02307
OG0000823	Pram.g_01353	Syad.g_02308
OG0000824	Pram.g_01350	Syad.g_02314
OG0000825	Pram.g_01349	Syad.g_02315
OG0000826	Pram.g_01348	Syad.g_02316
OG0000827	Pram.g_01347	Syad.g_02317
OG0000828	Pram.g_01344	Syad.g_02320
OG0000829	Pram.g_01343	Syad.g_02321
OG0000830	Pram.g_01342	Syad.g_02322
OG0000831	Pram.g_01340	Syad.g_02325
OG0000832	Pram.g_01330	Syad.g_02538
OG0000833	Pram.g_01321	Syad.g_02550
OG0000834	Pram.g_01320	Syad.g_02552
OG0000835	Pram.g_01319	Syad.g_02553
OG0000836	Pram.g_01318	Syad.g_02557
OG0000837	Pram.g_01317	Syad.g_02561
OG0000838	Pram.g_01314	Syad.g_02565
OG0000839	Pram.g_01313	Syad.g_02566
OG0000840	Pram.g_01312	Syad.g_02567
OG0000841	Pram.g_01311	Syad.g_02568
OG0000842	Pram.g_01310	Syad.g_02569
OG0000843	Pram.g_01309	Syad.g_02570
OG0000844	Pram.g_01308	Syad.g_02577
OG0000845	Pram.g_01307	Syad.g_02578
OG0000846	Pram.g_01306	Syad.g_02579
OG0000847	Pram.g_01305	Syad.g_02580
OG0000848	Pram.g_01304	Syad.g_02582
OG0000849	Pram.g_01303	Syad.g_02583
OG0000850	Pram.g_01301	Syad.g_02586
OG0000851	Pram.g_01300	Syad.g_02592
OG0000852	Pram.g_01299	Syad.g_02593
OG0000853	Pram.g_01294	Syad.g_02597
OG0000854	Pram.g_01292	Syad.g_02606
OG0000855	Pram.g_01291	Syad.g_02607
OG0000856	Pram.g_00567	Syad.g_02166
OG0000857	Pram.g_00824	Syad.g_01871
OG0000858	Pram.g_01625	Syad.g_02613
OG0000859	Pram.g_01626	Syad.g_02614
OG0000860	Pram.g_01634	Syad.g_02625
OG0000861	Pram.g_01635	Syad.g_02626
OG0000862	Pram.g_01636	Syad.g_02628
OG0000863	Pram.g_01638	Syad.g_02631
OG0000864	Pram.g_01639	Syad.g_02632
OG0000865	Pram.g_01640	Syad.g_02633
OG0000866	Pram.g_01641	Syad.g_02634
OG0000867	Pram.g_01642	Syad.g_02635
OG0000868	Pram.g_01644	Syad.g_02637
OG0000869	Pram.g_01647	Syad.g_02643
OG0000870	Pram.g_01652	Syad.g_02648
OG0000871	Pram.g_01653	Syad.g_02649
OG0000872	Pram.g_01654	Syad.g_02657
OG0000873	Pram.g_01657	Syad.g_02660
OG0000874	Pram.g_01660	Syad.g_02655
OG0000875	Pram.g_01662	Syad.g_02662
OG0000876	Pram.g_01663	Syad.g_03003
OG0000877	Pram.g_01665	Syad.g_02480
OG0000878	Pram.g_01666	Syad.g_02481
OG0000879	Pram.g_01667	Syad.g_02482
OG0000880	Pram.g_01668	Syad.g_02483
OG0000881	Pram.g_01672	Syad.g_02489
OG0000882	Pram.g_01677	Syad.g_02494
OG0000883	Pram.g_01679	Syad.g_02497
OG0000884	Pram.g_01681	Syad.g_02499
OG0000885	Pram.g_01682	Syad.g_02500
OG0000886	Pram.g_01683	Syad.g_02501
OG0000887	Pram.g_01684	Syad.g_02502
OG0000888	Pram.g_01686	Syad.g_02504
OG0000889	Pram.g_01688	Syad.g_02506
OG0000890	Pram.g_01689	Syad.g_02512
OG0000891	Pram.g_01690	Syad.g_02513
OG0000892	Pram.g_01691	Syad.g_02517
OG0000893	Pram.g_01695	Syad.g_00589
OG0000894	Pram.g_01698	Syad.g_00592
OG0000895	Pram.g_01702	Syad.g_00596
OG0000896	Pram.g_01703	Syad.g_00597
OG0000897	Pram.g_01705	Syad.g_00599
OG0000898	Pram.g_01706	Syad.g_00600
OG0000899	Pram.g_01707	Syad.g_00601
OG0000900	Pram.g_01708	Syad.g_00602
OG0000901	Pram.g_01711	Syad.g_00607
OG0000902	Pram.g_01713	Syad.g_00609
OG0000903	Pram.g_01717	Syad.g_00645
OG0000904	Pram.g_01722	Syad.g_00640
OG0000905	Pram.g_01715	Syad.g_00632
OG0000906	Pram.g_01714	Syad.g_00630
OG0000907	Pram.g_01727	Syad.g_00648
OG0000908	Pram.g_01730	Syad.g_00651
OG0000909	Pram.g_01731	Syad.g_00652
OG0000910	Pram.g_01732	Syad.g_00653
OG0000911	Pram.g_01734	Syad.g_00655
OG0000912	Pram.g_01735	Syad.g_00656
OG0000913	Pram.g_01736	Syad.g_00657
OG0000914	Pram.g_01737	Syad.g_00658
OG0000915	Pram.g_01738	Syad.g_00660
OG0000916	Pram.g_01739	Syad.g_00661
OG0000917	Pram.g_01740	Syad.g_00662
OG0000918	Pram.g_01741	Syad.g_00663
OG0000919	Pram.g_01742	Syad.g_00664
OG0000920	Pram.g_01743	Syad.g_00665
OG0000921	Pram.g_01744	Syad.g_00666
OG0000922	Pram.g_01745	Syad.g_00667
OG0000923	Pram.g_01749	Syad.g_00671
OG0000924	Pram.g_01750	Syad.g_00672
OG0000925	Pram.g_01751	Syad.g_00673
OG0000926	Pram.g_01752	Syad.g_00674
OG0000927	Pram.g_01754	Syad.g_00676
OG0000928	Pram.g_01755	Syad.g_00677
OG0000929	Pram.g_01756	Syad.g_00678
OG0000930	Pram.g_01757	Syad.g_00679
OG0000931	Pram.g_01758	Syad.g_00680
OG0000932	Pram.g_01759	Syad.g_00681
OG0000933	Pram.g_01763	Syad.g_00687
OG0000934	Pram.g_01765	Syad.g_00689
OG0000935	Pram.g_01766	Syad.g_00690
OG0000936	Pram.g_01767	Syad.g_00691
OG0000937	Pram.g_01768	Syad.g_00692
OG0000938	Pram.g_01771	Syad.g_00695
OG0000939	Pram.g_01772	Syad.g_00696
OG0000940	Pram.g_01779	Syad.g_00703
OG0000941	Pram.g_01781	Syad.g_00705
OG0000942	Pram.g_01783	Syad.g_00707
OG0000943	Pram.g_01784	Syad.g_00708
OG0000944	Pram.g_01786	Syad.g_00710
OG0000945	Pram.g_01787	Syad.g_00711
OG0000946	Pram.g_01793	Syad.g_00716
OG0000947	Pram.g_01795	Syad.g_00719
OG0000948	Pram.g_01796	Syad.g_00720
OG0000949	Pram.g_01799	Syad.g_00432
OG0000950	Pram.g_01806	Syad.g_00418
OG0000951	Pram.g_01810	Syad.g_00411
OG0000952	Pram.g_01814	Syad.g_00375
OG0000953	Pram.g_01818	Syad.g_00369
OG0000954	Pram.g_01822	Syad.g_00364
OG0000955	Pram.g_01823	Syad.g_00363
OG0000956	Pram.g_01825	Syad.g_00361
OG0000957	Pram.g_01831	Syad.g_00350
OG0000958	Pram.g_01832	Syad.g_00349
OG0000959	Pram.g_01836	Syad.g_00345
OG0000960	Pram.g_01837	Syad.g_00344
OG0000961	Pram.g_01840	Syad.g_00335
OG0000962	Pram.g_01842	Syad.g_00332
OG0000963	Pram.g_01846	Syad.g_00325
OG0000964	Pram.g_01847	Syad.g_00324
OG0000965	Pram.g_01848	Syad.g_00323
OG0000966	Pram.g_01854	Syad.g_00246
OG0000967	Pram.g_01858	Syad.g_00234
OG0000968	Pram.g_01860	Syad.g_00243
OG0000969	Pram.g_01861	Syad.g_00240
OG0000970	Pram.g_01862	Syad.g_00239
OG0000971	Pram.g_01863	Syad.g_00229
OG0000972	Pram.g_01864	Syad.g_00228
OG0000973	Pram.g_01865	Syad.g_00227
OG0000974	Pram.g_01866	Syad.g_00226
OG0000975	Pram.g_01867	Syad.g_00225
OG0000976	Pram.g_01868	Syad.g_00224
OG0000977	Pram.g_01869	Syad.g_00222
OG0000978	Pram.g_01870	Syad.g_00221
OG0000979	Pram.g_01873	Syad.g_00218
OG0000980	Pram.g_01875	Syad.g_00215
OG0000981	Pram.g_01878	Syad.g_00212
OG0000982	Pram.g_01880	Syad.g_03035
OG0000983	Pram.g_01881	Syad.g_03036
OG0000984	Pram.g_01882	Syad.g_03037
OG0000985	Pram.g_01885	Syad.g_03039
OG0000986	Pram.g_01887	Syad.g_03049
OG0000987	Pram.g_01888	Syad.g_00002
OG0000988	Pram.g_01891	Syad.g_00008
OG0000989	Pram.g_01895	Syad.g_00020
OG0000990	Pram.g_01900	Syad.g_00061
OG0000991	Pram.g_01901	Syad.g_00064
OG0000992	Pram.g_01904	Syad.g_00067
OG0000993	Pram.g_01905	Syad.g_00069
OG0000994	Pram.g_01906	Syad.g_00071
OG0000995	Pram.g_01910	Syad.g_00077
OG0000996	Pram.g_01911	Syad.g_00121
OG0000997	Pram.g_01913	Syad.g_00128
OG0000998	Pram.g_01915	Syad.g_00130
OG0000999	Pram.g_01916	Syad.g_00131
OG0001000	Pram.g_01919	Syad.g_00136
OG0001001	Pram.g_01924	Syad.g_00141
OG0001002	Pram.g_01929	Syad.g_00148
OG0001003	Pram.g_01930	Syad.g_00150
OG0001004	Pram.g_01931	Syad.g_00151
OG0001005	Pram.g_01932	Syad.g_00152
OG0001006	Pram.g_01936	Syad.g_00160
OG0001007	Pram.g_01938	Syad.g_00162
OG0001008	Pram.g_00372	Syad.g_02449
OG0001009	Pram.g_00014	Syad.g_00194
OG0001010	Pram.g_00015	Syad.g_00195
OG0001011	Pram.g_00016	Syad.g_00196
OG0001012	Pram.g_00028	Syad.g_03030
OG0001013	Pram.g_00035	Syad.g_03011
OG0001014	Pram.g_00038	Syad.g_03002
OG0001015	Pram.g_00039	Syad.g_03001
OG0001016	Pram.g_00058	Syad.g_02734
OG0001017	Pram.g_00062	Syad.g_02740
OG0001018	Pram.g_00064	Syad.g_02742
OG0001019	Pram.g_00073	Syad.g_02771
OG0001020	Pram.g_00074	Syad.g_02777
OG0001021	Pram.g_00075	Syad.g_02781
OG0001022	Pram.g_00078	Syad.g_02786
OG0001023	Pram.g_00079	Syad.g_02787
OG0001024	Pram.g_00082	Syad.g_02791
OG0001025	Pram.g_00089	Syad.g_02798
OG0001026	Pram.g_00097	Syad.g_02811
OG0001027	Pram.g_00098	Syad.g_02817
OG0001028	Pram.g_00100	Syad.g_02819
OG0001029	Pram.g_00101	Syad.g_02821
OG0001030	Pram.g_00117	Syad.g_02848
OG0001031	Pram.g_00171	Syad.g_02925
OG0001032	Pram.g_00172	Syad.g_02928
OG0001033	Pram.g_00193	Syad.g_02956
OG0001034	Pram.g_00223	Syad.g_00819
OG0001035	Pram.g_00243	Syad.g_00559
OG0001036	Pram.g_00247	Syad.g_00554
OG0001037	Pram.g_00248	Syad.g_00552
OG0001039	Pram.g_00269	Syad.g_00522
OG0001040	Pram.g_00271	Syad.g_00519
OG0001041	Pram.g_00276	Syad.g_00514
OG0001042	Pram.g_00293	Syad.g_00485
OG0001043	Pram.g_00294	Syad.g_00481
OG0001044	Pram.g_00327	Syad.g_00760
OG0001045	Pram.g_00337	Syad.g_00773
OG0001046	Pram.g_01537	Syad.g_01722
OG0001047	Pram.g_00374	Syad.g_02447
OG0001048	Pram.g_00375	Syad.g_02446
OG0001049	Pram.g_00377	Syad.g_02443
OG0001050	Pram.g_00378	Syad.g_02442
OG0001051	Pram.g_00379	Syad.g_02441
OG0001052	Pram.g_00407	Syad.g_02357
OG0001054	Pram.g_00434	Syad.g_00925
OG0001055	Pram.g_00454	Syad.g_00946
OG0001056	Pram.g_00474	Syad.g_00982
OG0001057	Pram.g_00478	Syad.g_00996
OG0001058	Pram.g_00486	Syad.g_01015
OG0001059	Pram.g_00490	Syad.g_01018
OG0001060	Pram.g_00497	Syad.g_01025
OG0001061	Pram.g_00512	Syad.g_01047
OG0001062	Pram.g_00514	Syad.g_01049
OG0001063	Pram.g_00516	Syad.g_01056
OG0001064	Pram.g_00517	Syad.g_01057
OG0001065	Pram.g_00518	Syad.g_01058
OG0001066	Pram.g_00519	Syad.g_01059
OG0001067	Pram.g_00520	Syad.g_01060
OG0001068	Pram.g_00521	Syad.g_01061
OG0001069	Pram.g_00522	Syad.g_01062
OG0001070	Pram.g_00524	Syad.g_01065
OG0001071	Pram.g_00525	Syad.g_01066
OG0001072	Pram.g_00527	Syad.g_01070
OG0001073	Pram.g_00541	Syad.g_01090
OG0001074	Pram.g_00553	Syad.g_02197
OG0001075	Pram.g_00554	Syad.g_02196
OG0001076	Pram.g_00562	Syad.g_02175
OG0001077	Pram.g_00568	Syad.g_02164
OG0001078	Pram.g_01074	Syad.g_02151
OG0001079	Pram.g_01063	Syad.g_02138
OG0001080	Pram.g_01057	Syad.g_02008
OG0001081	Pram.g_01055	Syad.g_01568
OG0001082	Pram.g_01054	Syad.g_01569
OG0001083	Pram.g_01049	Syad.g_01578
OG0001084	Pram.g_01048	Syad.g_01586
OG0001085	Pram.g_00760	Syad.g_01596
OG0001086	Pram.g_00761	Syad.g_01598
OG0001087	Pram.g_00779	Syad.g_01372
OG0001088	Pram.g_00780	Syad.g_01368
OG0001089	Pram.g_00791	Syad.g_01302
OG0001090	Pram.g_00802	Syad.g_01817
OG0001091	Pram.g_01027	Syad.g_01815
OG0001092	Pram.g_01026	Syad.g_01812
OG0001093	Pram.g_01021	Syad.g_01806
OG0001094	Pram.g_01028	Syad.g_01895
OG0001095	Pram.g_00822	Syad.g_01874
OG0001096	Pram.g_00836	Syad.g_01847
OG0001097	Pram.g_00855	Syad.g_01223
OG0001098	Pram.g_00876	Syad.g_02005, Syad.g_01995
OG0001099	Pram.g_00717	Syad.g_02820
OG0001100	Pram.g_00726	Syad.g_01608
OG0001101	Pram.g_00728	Syad.g_01610
OG0001102	Pram.g_00731	Syad.g_01613
OG0001103	Pram.g_00733	Syad.g_01616
OG0001104	Pram.g_00755	Syad.g_01911
OG0001105	Pram.g_00759	Syad.g_01907
OG0001106	Pram.g_00931	Syad.g_01771
OG0001107	Pram.g_00941	Syad.g_01759
OG0001108	Pram.g_00945	Syad.g_01744
OG0001109	Pram.g_00946	Syad.g_01739
OG0001110	Pram.g_00948	Syad.g_01737
OG0001111	Pram.g_00949	Syad.g_01735
OG0001112	Pram.g_00950	Syad.g_01733
OG0001113	Pram.g_00951	Syad.g_01732
OG0001114	Pram.g_00952	Syad.g_01731
OG0001115	Pram.g_00954	Syad.g_01727
OG0001116	Pram.g_00955	Syad.g_01725
OG0001117	Pram.g_00956	Syad.g_01724
OG0001118	Pram.g_00957	Syad.g_01723
OG0001119	Pram.g_00958	Syad.g_01721
OG0001120	Pram.g_00959	Syad.g_01717
OG0001122	Pram.g_00976	Syad.g_01689
OG0001123	Pram.g_00981	Syad.g_01682
OG0001124	Pram.g_00983	Syad.g_01680
OG0001125	Pram.g_00985	Syad.g_01678
OG0001126	Pram.g_00899	Syad.g_01276
OG0001127	Pram.g_00898	Syad.g_01277
OG0001128	Pram.g_00896	Syad.g_01280
OG0001129	Pram.g_00895	Syad.g_01282
OG0001130	Pram.g_00894	Syad.g_01283
OG0001131	Pram.g_00356	Syad.g_01953
OG0001132	Pram.g_00683	Syad.g_02038
OG0001133	Pram.g_01469	Syad.g_02172
OG0001134	Pram.g_01546	Syad.g_01527
OG0001136	Pram.g_01143	Syad.g_01150
OG0001137	Pram.g_01130	Syad.g_01169
OG0001138	Pram.g_01109	Syad.g_01493
OG0001139	Pram.g_01107	Syad.g_01491
OG0001140	Pram.g_01106	Syad.g_01490
OG0001141	Pram.g_01105	Syad.g_01489
OG0001142	Pram.g_01104	Syad.g_01488
OG0001143	Pram.g_01097	Syad.g_01473
OG0001144	Pram.g_01092	Syad.g_01457
OG0001145	Pram.g_01222	Syad.g_01112
OG0001146	Pram.g_01234	Syad.g_02412
OG0001147	Pram.g_01475	Syad.g_02349
OG0001148	Pram.g_01466	Syad.g_00889
OG0001149	Pram.g_01465	Syad.g_00888
OG0001150	Pram.g_01464	Syad.g_00887
OG0001151	Pram.g_01452	Syad.g_00875
OG0001152	Pram.g_01451	Syad.g_00872
OG0001153	Pram.g_01346	Syad.g_02318
OG0001154	Pram.g_01345	Syad.g_02319
OG0001155	Pram.g_01328	Syad.g_02540
OG0001156	Pram.g_01325	Syad.g_02543
OG0001157	Pram.g_01324	Syad.g_02544
OG0001158	Pram.g_01323	Syad.g_02546
OG0001159	Pram.g_01322	Syad.g_02547
OG0001160	Pram.g_01296	Syad.g_02595
OG0001161	Pram.g_01577	Syad.g_00026
OG0001162	Pram.g_01590	Syad.g_01844
OG0001163	Pram.g_01624	Syad.g_02610
OG0001164	Pram.g_01627	Syad.g_02616
