Orthogroup	Pram	Syaa
OG0000567	Pram.g_00506	Syaa.g_01931
OG0000568	Pram.g_00507	Syaa.g_01928
OG0000569	Pram.g_00508	Syaa.g_01925
OG0000570	Pram.g_00509	Syaa.g_01924
OG0000571	Pram.g_00511	Syaa.g_01920
OG0000572	Pram.g_00523	Syaa.g_01904
OG0000573	Pram.g_00529	Syaa.g_01896
OG0000574	Pram.g_00530	Syaa.g_01895
OG0000575	Pram.g_00534	Syaa.g_01891
OG0000576	Pram.g_00536	Syaa.g_01889
OG0000577	Pram.g_00537	Syaa.g_01888
OG0000578	Pram.g_00538	Syaa.g_01887
OG0000579	Pram.g_00539	Syaa.g_01886
OG0000580	Pram.g_00540	Syaa.g_01885
OG0000581	Pram.g_00543	Syaa.g_01879
OG0000582	Pram.g_00546	Syaa.g_01687
OG0000583	Pram.g_00547	Syaa.g_01686
OG0000584	Pram.g_00548	Syaa.g_01685
OG0000585	Pram.g_00550	Syaa.g_01683
OG0000586	Pram.g_00551	Syaa.g_01682
OG0000587	Pram.g_00552	Syaa.g_01680
OG0000588	Pram.g_00556	Syaa.g_01666
OG0000589	Pram.g_00559	Syaa.g_01662
OG0000590	Pram.g_00560	Syaa.g_01661
OG0000591	Pram.g_00564	Syaa.g_01653
OG0000592	Pram.g_00565	Syaa.g_01652
OG0000593	Pram.g_01078	Syaa.g_01638
OG0000594	Pram.g_01077	Syaa.g_01637
OG0000595	Pram.g_01076	Syaa.g_01636
OG0000596	Pram.g_01073	Syaa.g_01630
OG0000597	Pram.g_01070	Syaa.g_01627
OG0000598	Pram.g_01069	Syaa.g_01626
OG0000599	Pram.g_01066	Syaa.g_01623
OG0000600	Pram.g_01065	Syaa.g_01622
OG0000601	Pram.g_01064	Syaa.g_01621
OG0000602	Pram.g_01062	Syaa.g_01616
OG0000603	Pram.g_01061	Syaa.g_01615
OG0000604	Pram.g_01060	Syaa.g_01612
OG0000605	Pram.g_01059	Syaa.g_01447
OG0000606	Pram.g_01056	Syaa.g_01055
OG0000607	Pram.g_01053	Syaa.g_01058
OG0000608	Pram.g_01052	Syaa.g_01059
OG0000609	Pram.g_01051	Syaa.g_01061
OG0000610	Pram.g_01045	Syaa.g_01068
OG0000611	Pram.g_01042	Syaa.g_01071
OG0000612	Pram.g_01041	Syaa.g_01072
OG0000613	Pram.g_00763	Syaa.g_00199
OG0000614	Pram.g_00784	Syaa.g_00906
OG0000615	Pram.g_00795	Syaa.g_01113
OG0000616	Pram.g_01927	Syaa.g_02742
OG0000617	Pram.g_01024	Syaa.g_01244
OG0000618	Pram.g_01023	Syaa.g_01245
OG0000619	Pram.g_01022	Syaa.g_01246
OG0000620	Pram.g_01019	Syaa.g_01259
OG0000621	Pram.g_01018	Syaa.g_01260
OG0000622	Pram.g_01017	Syaa.g_01261
OG0000623	Pram.g_01016	Syaa.g_01262
OG0000624	Pram.g_01014	Syaa.g_01264
OG0000625	Pram.g_01013	Syaa.g_01265
OG0000626	Pram.g_01012	Syaa.g_01266
OG0000627	Pram.g_01011	Syaa.g_01414
OG0000628	Pram.g_01010	Syaa.g_01413
OG0000629	Pram.g_01008	Syaa.g_01410
OG0000630	Pram.g_01005	Syaa.g_01406
OG0000631	Pram.g_00913	Syaa.g_01400
OG0000632	Pram.g_00914	Syaa.g_01399
OG0000633	Pram.g_00915	Syaa.g_01397
OG0000634	Pram.g_00805	Syaa.g_01150
OG0000635	Pram.g_00806	Syaa.g_01151
OG0000636	Pram.g_00808	Syaa.g_01153
OG0000637	Pram.g_00810	Syaa.g_01155
OG0000638	Pram.g_00811	Syaa.g_01156
OG0000639	Pram.g_00812	Syaa.g_01157
OG0000640	Pram.g_00813	Syaa.g_01158
OG0000641	Pram.g_00817	Syaa.g_01162
OG0000642	Pram.g_00818	Syaa.g_01163
OG0000643	Pram.g_00819	Syaa.g_01165
OG0000644	Pram.g_00820	Syaa.g_01166
OG0000645	Pram.g_00821	Syaa.g_01184
OG0000646	Pram.g_00823	Syaa.g_01187
OG0000647	Pram.g_00825	Syaa.g_01189
OG0000648	Pram.g_00827	Syaa.g_01191
OG0000649	Pram.g_00828	Syaa.g_01192
OG0000650	Pram.g_00829	Syaa.g_01193
OG0000651	Pram.g_00830	Syaa.g_01194
OG0000652	Pram.g_00831	Syaa.g_01195
OG0000653	Pram.g_00833	Syaa.g_01197
OG0000654	Pram.g_00834	Syaa.g_01198
OG0000655	Pram.g_00835	Syaa.g_01199
OG0000656	Pram.g_00838	Syaa.g_01202
OG0000657	Pram.g_00845	Syaa.g_00838
OG0000658	Pram.g_00847	Syaa.g_00836
OG0000659	Pram.g_00848	Syaa.g_00835
OG0000660	Pram.g_00852	Syaa.g_00831
OG0000661	Pram.g_00854	Syaa.g_00829
OG0000662	Pram.g_00857	Syaa.g_00827
OG0000663	Pram.g_00859	Syaa.g_00824
OG0000664	Pram.g_00860	Syaa.g_00823
OG0000665	Pram.g_00866	Syaa.g_01442
OG0000666	Pram.g_00867	Syaa.g_01448
OG0000668	Pram.g_00713	Syaa.g_01300
OG0000669	Pram.g_00724	Syaa.g_01084
OG0000670	Pram.g_00727	Syaa.g_01087
OG0000671	Pram.g_00729	Syaa.g_01089
OG0000672	Pram.g_00732	Syaa.g_01092
OG0000673	Pram.g_00735	Syaa.g_01095
OG0000674	Pram.g_00737	Syaa.g_01097
OG0000675	Pram.g_00738	Syaa.g_01098
OG0000676	Pram.g_00740	Syaa.g_01100
OG0000677	Pram.g_00741	Syaa.g_01101
OG0000678	Pram.g_00743	Syaa.g_01106
OG0000679	Pram.g_00747	Syaa.g_01116
OG0000680	Pram.g_00748	Syaa.g_01117
OG0000681	Pram.g_00751	Syaa.g_01120
OG0000682	Pram.g_00752	Syaa.g_01121
OG0000683	Pram.g_00753	Syaa.g_01122
OG0000684	Pram.g_00754	Syaa.g_01132
OG0000685	Pram.g_00756	Syaa.g_01134
OG0000686	Pram.g_00757	Syaa.g_01135
OG0000687	Pram.g_00758	Syaa.g_01136
OG0000688	Pram.g_01036	Syaa.g_01140
OG0000689	Pram.g_01035	Syaa.g_01142
OG0000690	Pram.g_01034	Syaa.g_01143
OG0000691	Pram.g_01033	Syaa.g_01144
OG0000692	Pram.g_01031	Syaa.g_01145
OG0000693	Pram.g_01030	Syaa.g_01146
OG0000694	Pram.g_01029	Syaa.g_01147
OG0000695	Pram.g_00917	Syaa.g_01395
OG0000696	Pram.g_00918	Syaa.g_01394
OG0000697	Pram.g_00919	Syaa.g_01392
OG0000698	Pram.g_00922	Syaa.g_01389
OG0000699	Pram.g_00923	Syaa.g_01387
OG0000700	Pram.g_00924	Syaa.g_01386
OG0000701	Pram.g_00925	Syaa.g_01385
OG0000702	Pram.g_00927	Syaa.g_01376
OG0000703	Pram.g_00928	Syaa.g_01375
OG0000704	Pram.g_00930	Syaa.g_01373
OG0000705	Pram.g_00936	Syaa.g_01365
OG0000706	Pram.g_00937	Syaa.g_01364
OG0000707	Pram.g_00938	Syaa.g_01363
OG0000708	Pram.g_00940	Syaa.g_01360
OG0000709	Pram.g_00944	Syaa.g_01351
OG0000710	Pram.g_00947	Syaa.g_01348
OG0000711	Pram.g_00963	Syaa.g_01320
OG0000712	Pram.g_00964	Syaa.g_01318
OG0000713	Pram.g_00965	Syaa.g_01317
OG0000714	Pram.g_00966	Syaa.g_01315
OG0000715	Pram.g_00968	Syaa.g_01313
OG0000716	Pram.g_00970	Syaa.g_01309
OG0000717	Pram.g_00971	Syaa.g_01308
OG0000718	Pram.g_00973	Syaa.g_01304
OG0000719	Pram.g_00975	Syaa.g_01302
OG0000720	Pram.g_00986	Syaa.g_01289
OG0000721	Pram.g_00990	Syaa.g_01287
OG0000722	Pram.g_00991	Syaa.g_01286
OG0000723	Pram.g_00995	Syaa.g_01268
OG0000724	Pram.g_00893	Syaa.g_00872
OG0000725	Pram.g_00887	Syaa.g_00882
OG0000726	Pram.g_00886	Syaa.g_00883
OG0000727	Pram.g_00885	Syaa.g_00884
OG0000728	Pram.g_00883	Syaa.g_00886
OG0000729	Pram.g_01208	Syaa.g_00100
OG0000730	Pram.g_01182	Syaa.g_02185
OG0000731	Pram.g_00335	Syaa.g_02173
OG0000733	Pram.g_01547	Syaa.g_02621
OG0000734	Pram.g_01156	Syaa.g_02388
OG0000735	Pram.g_01154	Syaa.g_00754
OG0000736	Pram.g_01153	Syaa.g_00755
OG0000737	Pram.g_01152	Syaa.g_00756
OG0000738	Pram.g_01148	Syaa.g_00761
OG0000739	Pram.g_01147	Syaa.g_00762
OG0000740	Pram.g_01146	Syaa.g_00763
OG0000741	Pram.g_01144	Syaa.g_00766
OG0000742	Pram.g_01141	Syaa.g_00769
OG0000743	Pram.g_01139	Syaa.g_00771
OG0000744	Pram.g_01137	Syaa.g_00772
OG0000745	Pram.g_01136	Syaa.g_00774
OG0000746	Pram.g_01134	Syaa.g_00776
OG0000747	Pram.g_01133	Syaa.g_00777
OG0000748	Pram.g_01129	Syaa.g_00787
OG0000749	Pram.g_01128	Syaa.g_00789
OG0000750	Pram.g_01127	Syaa.g_00790
OG0000751	Pram.g_01124	Syaa.g_00797
OG0000752	Pram.g_01122	Syaa.g_00799
OG0000753	Pram.g_01119	Syaa.g_00802
OG0000754	Pram.g_01117	Syaa.g_01025
OG0000755	Pram.g_01111	Syaa.g_01005
OG0000756	Pram.g_01110	Syaa.g_01004
OG0000757	Pram.g_01103	Syaa.g_00996
OG0000758	Pram.g_01102	Syaa.g_00995
OG0000759	Pram.g_01101	Syaa.g_00994
OG0000760	Pram.g_01100	Syaa.g_00993
OG0000761	Pram.g_01099	Syaa.g_00992
OG0000762	Pram.g_01098	Syaa.g_00988
OG0000763	Pram.g_01096	Syaa.g_00986
OG0000764	Pram.g_01095	Syaa.g_00985
OG0000765	Pram.g_01087	Syaa.g_00968
OG0000766	Pram.g_01086	Syaa.g_00967
OG0000767	Pram.g_01084	Syaa.g_00965
OG0000768	Pram.g_01083	Syaa.g_00964
OG0000769	Pram.g_01081	Syaa.g_00962
OG0000770	Pram.g_00570	Syaa.g_00959
OG0000771	Pram.g_01254	Syaa.g_00866
OG0000772	Pram.g_01569	Syaa.g_01526
OG0000773	Pram.g_01221	Syaa.g_00749
OG0000774	Pram.g_01223	Syaa.g_00745
OG0000775	Pram.g_01225	Syaa.g_00742
OG0000776	Pram.g_01226	Syaa.g_00741
OG0000777	Pram.g_01227	Syaa.g_00740
OG0000778	Pram.g_01228	Syaa.g_00739
OG0000779	Pram.g_01232	Syaa.g_00733
OG0000780	Pram.g_01233	Syaa.g_00730
OG0000781	Pram.g_01236	Syaa.g_00726
OG0000782	Pram.g_01237	Syaa.g_00725
OG0000783	Pram.g_01238	Syaa.g_00724
OG0000784	Pram.g_01239	Syaa.g_00723
OG0000785	Pram.g_01241	Syaa.g_00721
OG0000786	Pram.g_01244	Syaa.g_01875
OG0000787	Pram.g_01245	Syaa.g_01876
OG0000788	Pram.g_01271	Syaa.g_01620
OG0000789	Pram.g_01281	Syaa.g_01434
OG0000790	Pram.g_01463	Syaa.g_02064
OG0000791	Pram.g_01461	Syaa.g_02066
OG0000792	Pram.g_01460	Syaa.g_02067
OG0000793	Pram.g_01456	Syaa.g_02072
OG0000794	Pram.g_01455	Syaa.g_02073
OG0000795	Pram.g_01454	Syaa.g_02074
OG0000796	Pram.g_01450	Syaa.g_02078
OG0000797	Pram.g_01449	Syaa.g_02079
OG0000798	Pram.g_01444	Syaa.g_00265
OG0000798	Pram.g_01415	Syaa.g_00494
OG0000799	Pram.g_01398	Syaa.g_01743
OG0000800	Pram.g_01397	Syaa.g_01747
OG0000801	Pram.g_01396	Syaa.g_01748
OG0000802	Pram.g_01394	Syaa.g_01753
OG0000803	Pram.g_01392	Syaa.g_01758
OG0000804	Pram.g_01391	Syaa.g_01761
OG0000805	Pram.g_01389	Syaa.g_01763
OG0000806	Pram.g_01387	Syaa.g_01765
OG0000807	Pram.g_01386	Syaa.g_01767
OG0000808	Pram.g_01385	Syaa.g_01768
OG0000809	Pram.g_01383	Syaa.g_01771
OG0000810	Pram.g_01382	Syaa.g_01772
OG0000811	Pram.g_01375	Syaa.g_01778
OG0000812	Pram.g_01373	Syaa.g_01780
OG0000813	Pram.g_01372	Syaa.g_01781
OG0000814	Pram.g_01370	Syaa.g_01783
OG0000815	Pram.g_01369	Syaa.g_01784
OG0000816	Pram.g_01367	Syaa.g_01785
OG0000817	Pram.g_01366	Syaa.g_01786
OG0000818	Pram.g_01361	Syaa.g_01792
OG0000819	Pram.g_01360	Syaa.g_01793
OG0000820	Pram.g_01359	Syaa.g_01794
OG0000821	Pram.g_01355	Syaa.g_01800
OG0000822	Pram.g_01354	Syaa.g_01802
OG0000823	Pram.g_01353	Syaa.g_01803
OG0000824	Pram.g_01350	Syaa.g_01807
OG0000825	Pram.g_01349	Syaa.g_01808
OG0000826	Pram.g_01348	Syaa.g_01809
OG0000827	Pram.g_01347	Syaa.g_01810
OG0000828	Pram.g_01344	Syaa.g_01813
OG0000829	Pram.g_01343	Syaa.g_01814
OG0000830	Pram.g_01342	Syaa.g_01815
OG0000831	Pram.g_01340	Syaa.g_01817
OG0000832	Pram.g_01330	Syaa.g_00627
OG0000833	Pram.g_01321	Syaa.g_00611
OG0000834	Pram.g_01320	Syaa.g_00608
OG0000835	Pram.g_01319	Syaa.g_00607
OG0000836	Pram.g_01318	Syaa.g_00603
OG0000837	Pram.g_01317	Syaa.g_00601
OG0000838	Pram.g_01314	Syaa.g_00597
OG0000839	Pram.g_01313	Syaa.g_00596
OG0000840	Pram.g_01312	Syaa.g_00595
OG0000841	Pram.g_01311	Syaa.g_00594
OG0000842	Pram.g_01310	Syaa.g_00593
OG0000843	Pram.g_01309	Syaa.g_00592
OG0000844	Pram.g_01308	Syaa.g_00590
OG0000845	Pram.g_01307	Syaa.g_00589
OG0000846	Pram.g_01306	Syaa.g_00588
OG0000847	Pram.g_01305	Syaa.g_00587
OG0000848	Pram.g_01304	Syaa.g_00585
OG0000849	Pram.g_01303	Syaa.g_00584
OG0000850	Pram.g_01301	Syaa.g_00582
OG0000851	Pram.g_01300	Syaa.g_00577
OG0000852	Pram.g_01299	Syaa.g_00576
OG0000853	Pram.g_01294	Syaa.g_00572
OG0000854	Pram.g_01292	Syaa.g_00570
OG0000855	Pram.g_01291	Syaa.g_00569
OG0000856	Pram.g_00567	Syaa.g_01650
OG0000857	Pram.g_00824	Syaa.g_01188
OG0000858	Pram.g_01625	Syaa.g_00563
OG0000859	Pram.g_01626	Syaa.g_00562
OG0000860	Pram.g_01634	Syaa.g_00549
OG0000861	Pram.g_01635	Syaa.g_00548
OG0000862	Pram.g_01636	Syaa.g_00547
OG0000863	Pram.g_01638	Syaa.g_00543
OG0000864	Pram.g_01639	Syaa.g_00542
OG0000865	Pram.g_01640	Syaa.g_00541
OG0000866	Pram.g_01641	Syaa.g_00540
OG0000867	Pram.g_01642	Syaa.g_00539
OG0000868	Pram.g_01644	Syaa.g_00536
OG0000869	Pram.g_01647	Syaa.g_00531
OG0000870	Pram.g_01652	Syaa.g_00526
OG0000871	Pram.g_01653	Syaa.g_00525
OG0000872	Pram.g_01654	Syaa.g_00511
OG0000873	Pram.g_01657	Syaa.g_00497
OG0000874	Pram.g_01660	Syaa.g_00519
OG0000875	Pram.g_01662	Syaa.g_00438
OG0000876	Pram.g_01663	Syaa.g_00682
OG0000877	Pram.g_01665	Syaa.g_00679
OG0000878	Pram.g_01666	Syaa.g_00678
OG0000879	Pram.g_01667	Syaa.g_00677
OG0000880	Pram.g_01668	Syaa.g_00676
OG0000881	Pram.g_01672	Syaa.g_00671
OG0000882	Pram.g_01677	Syaa.g_00666
OG0000883	Pram.g_01679	Syaa.g_00661
OG0000884	Pram.g_01681	Syaa.g_00659
OG0000885	Pram.g_01682	Syaa.g_00658
OG0000886	Pram.g_01683	Syaa.g_00657
OG0000887	Pram.g_01684	Syaa.g_00656
OG0000888	Pram.g_01686	Syaa.g_00654
OG0000889	Pram.g_01688	Syaa.g_00652
OG0000890	Pram.g_01689	Syaa.g_00644
OG0000891	Pram.g_01690	Syaa.g_00643
OG0000892	Pram.g_01691	Syaa.g_00640
OG0000893	Pram.g_01695	Syaa.g_02352
OG0000894	Pram.g_01698	Syaa.g_02349
OG0000895	Pram.g_01702	Syaa.g_02345
OG0000896	Pram.g_01703	Syaa.g_02344
OG0000897	Pram.g_01705	Syaa.g_02342
OG0000898	Pram.g_01706	Syaa.g_02341
OG0000899	Pram.g_01707	Syaa.g_02340
OG0000900	Pram.g_01708	Syaa.g_02339
OG0000901	Pram.g_01711	Syaa.g_02334
OG0000902	Pram.g_01713	Syaa.g_02332
OG0000903	Pram.g_01717	Syaa.g_02313
OG0000904	Pram.g_01722	Syaa.g_02318
OG0000905	Pram.g_01715	Syaa.g_02324
OG0000906	Pram.g_01714	Syaa.g_02327
OG0000907	Pram.g_01727	Syaa.g_02295
OG0000908	Pram.g_01730	Syaa.g_02292
OG0000909	Pram.g_01731	Syaa.g_02291
OG0000910	Pram.g_01732	Syaa.g_02290
OG0000911	Pram.g_01734	Syaa.g_02288
OG0000912	Pram.g_01735	Syaa.g_02287
OG0000913	Pram.g_01736	Syaa.g_02286
OG0000914	Pram.g_01737	Syaa.g_02285
OG0000915	Pram.g_01738	Syaa.g_02283
OG0000916	Pram.g_01739	Syaa.g_02282
OG0000917	Pram.g_01740	Syaa.g_02281
OG0000918	Pram.g_01741	Syaa.g_02280
OG0000919	Pram.g_01742	Syaa.g_02279
OG0000920	Pram.g_01743	Syaa.g_02278
OG0000921	Pram.g_01744	Syaa.g_02277
OG0000922	Pram.g_01745	Syaa.g_02276
OG0000923	Pram.g_01749	Syaa.g_02272
OG0000924	Pram.g_01750	Syaa.g_02271
OG0000925	Pram.g_01751	Syaa.g_02270
OG0000926	Pram.g_01752	Syaa.g_02269
OG0000927	Pram.g_01754	Syaa.g_02267
OG0000928	Pram.g_01755	Syaa.g_02266
OG0000929	Pram.g_01756	Syaa.g_02265
OG0000930	Pram.g_01757	Syaa.g_02264
OG0000931	Pram.g_01758	Syaa.g_02263
OG0000932	Pram.g_01759	Syaa.g_02262
OG0000933	Pram.g_01763	Syaa.g_02256
OG0000934	Pram.g_01765	Syaa.g_02254
OG0000935	Pram.g_01766	Syaa.g_02253
OG0000936	Pram.g_01767	Syaa.g_02252
OG0000937	Pram.g_01768	Syaa.g_02251
OG0000938	Pram.g_01771	Syaa.g_02248
OG0000939	Pram.g_01772	Syaa.g_02247
OG0000940	Pram.g_01779	Syaa.g_02240
OG0000941	Pram.g_01781	Syaa.g_02238
OG0000942	Pram.g_01783	Syaa.g_02236
OG0000943	Pram.g_01784	Syaa.g_02235
OG0000944	Pram.g_01786	Syaa.g_02233
OG0000945	Pram.g_01787	Syaa.g_02231
OG0000946	Pram.g_01793	Syaa.g_02225
OG0000947	Pram.g_01795	Syaa.g_02222
OG0000948	Pram.g_01796	Syaa.g_02221
OG0000949	Pram.g_01799	Syaa.g_00172
OG0000950	Pram.g_01806	Syaa.g_00159
OG0000951	Pram.g_01810	Syaa.g_00153
OG0000952	Pram.g_01814	Syaa.g_00149
OG0000953	Pram.g_01818	Syaa.g_00143
OG0000954	Pram.g_01822	Syaa.g_00138
OG0000955	Pram.g_01823	Syaa.g_00137
OG0000956	Pram.g_01825	Syaa.g_00135
OG0000957	Pram.g_01831	Syaa.g_00125
OG0000958	Pram.g_01832	Syaa.g_00124
OG0000959	Pram.g_01836	Syaa.g_00120
OG0000960	Pram.g_01837	Syaa.g_00119
OG0000961	Pram.g_01840	Syaa.g_00106
OG0000962	Pram.g_01842	Syaa.g_00102
OG0000963	Pram.g_01846	Syaa.g_00097
OG0000964	Pram.g_01847	Syaa.g_00096
OG0000965	Pram.g_01848	Syaa.g_00095
OG0000966	Pram.g_01854	Syaa.g_00083
OG0000967	Pram.g_01858	Syaa.g_00074
OG0000968	Pram.g_01860	Syaa.g_00078
OG0000969	Pram.g_01861	Syaa.g_00077
OG0000970	Pram.g_01862	Syaa.g_00076
OG0000971	Pram.g_01863	Syaa.g_00069
OG0000972	Pram.g_01864	Syaa.g_00068
OG0000973	Pram.g_01865	Syaa.g_00067
OG0000974	Pram.g_01866	Syaa.g_00066
OG0000975	Pram.g_01867	Syaa.g_00065
OG0000976	Pram.g_01868	Syaa.g_00064
OG0000977	Pram.g_01869	Syaa.g_00062
OG0000978	Pram.g_01870	Syaa.g_00061
OG0000979	Pram.g_01873	Syaa.g_00058
OG0000980	Pram.g_01875	Syaa.g_00055
OG0000981	Pram.g_01878	Syaa.g_00052
OG0000982	Pram.g_01880	Syaa.g_02593
OG0000983	Pram.g_01881	Syaa.g_02594
OG0000984	Pram.g_01882	Syaa.g_02595
OG0000985	Pram.g_01885	Syaa.g_02597
OG0000986	Pram.g_01887	Syaa.g_02601
OG0000987	Pram.g_01888	Syaa.g_02603
OG0000988	Pram.g_01891	Syaa.g_02608
OG0000989	Pram.g_01895	Syaa.g_02616
OG0000990	Pram.g_01900	Syaa.g_02647
OG0000991	Pram.g_01901	Syaa.g_02650
OG0000992	Pram.g_01904	Syaa.g_02653
OG0000993	Pram.g_01905	Syaa.g_02654
OG0000994	Pram.g_01906	Syaa.g_02657
OG0000995	Pram.g_01910	Syaa.g_02662
OG0000996	Pram.g_01911	Syaa.g_02705
OG0000997	Pram.g_01913	Syaa.g_02725
OG0000998	Pram.g_01915	Syaa.g_02727
OG0000999	Pram.g_01916	Syaa.g_02728
OG0001000	Pram.g_01919	Syaa.g_02732
OG0001001	Pram.g_01924	Syaa.g_02738
OG0001002	Pram.g_01929	Syaa.g_02745
OG0001003	Pram.g_01930	Syaa.g_02747
OG0001004	Pram.g_01931	Syaa.g_02748
OG0001005	Pram.g_01932	Syaa.g_02749
OG0001006	Pram.g_01936	Syaa.g_02756
OG0001007	Pram.g_01938	Syaa.g_02758
OG0001008	Pram.g_00372	Syaa.g_00704
OG0001009	Pram.g_00014	Syaa.g_00034
OG0001010	Pram.g_00015	Syaa.g_00035
OG0001011	Pram.g_00016	Syaa.g_00037
OG0001012	Pram.g_00028	Syaa.g_02589
OG0001013	Pram.g_00035	Syaa.g_02576
OG0001014	Pram.g_00038	Syaa.g_02572
OG0001015	Pram.g_00039	Syaa.g_02571
OG0001016	Pram.g_00058	Syaa.g_00348
OG0001017	Pram.g_00062	Syaa.g_00342
OG0001018	Pram.g_00064	Syaa.g_00340
OG0001019	Pram.g_00073	Syaa.g_00323
OG0001020	Pram.g_00074	Syaa.g_02355
OG0001021	Pram.g_00075	Syaa.g_02359
OG0001022	Pram.g_00078	Syaa.g_02365
OG0001023	Pram.g_00079	Syaa.g_02366
OG0001024	Pram.g_00082	Syaa.g_02370
OG0001025	Pram.g_00089	Syaa.g_02377
OG0001026	Pram.g_00097	Syaa.g_02390
OG0001027	Pram.g_00098	Syaa.g_02397
OG0001028	Pram.g_00100	Syaa.g_02399
OG0001029	Pram.g_00101	Syaa.g_02401
OG0001030	Pram.g_00117	Syaa.g_02422
OG0001031	Pram.g_00171	Syaa.g_02500
OG0001032	Pram.g_00172	Syaa.g_02502
OG0001033	Pram.g_00193	Syaa.g_02539
OG0001034	Pram.g_00223	Syaa.g_02108
OG0001035	Pram.g_00243	Syaa.g_00298
OG0001036	Pram.g_00247	Syaa.g_00293
OG0001037	Pram.g_00248	Syaa.g_00291
OG0001038	Pram.g_00266	Syaa.g_00264
OG0001039	Pram.g_00269	Syaa.g_00261
OG0001040	Pram.g_00271	Syaa.g_00258
OG0001041	Pram.g_00276	Syaa.g_00253
OG0001042	Pram.g_00293	Syaa.g_00227
OG0001043	Pram.g_00294	Syaa.g_00223
OG0001044	Pram.g_00327	Syaa.g_02183
OG0001045	Pram.g_00337	Syaa.g_02170
OG0001046	Pram.g_01537	Syaa.g_01332
OG0001047	Pram.g_00374	Syaa.g_00706
OG0001048	Pram.g_00375	Syaa.g_00707
OG0001049	Pram.g_00377	Syaa.g_00710
OG0001050	Pram.g_00378	Syaa.g_00711
OG0001051	Pram.g_00379	Syaa.g_00712
OG0001052	Pram.g_00407	Syaa.g_01846
OG0001053	Pram.g_00419	Syaa.g_02048
OG0001054	Pram.g_00434	Syaa.g_02031
OG0001055	Pram.g_00454	Syaa.g_02010
OG0001056	Pram.g_00474	Syaa.g_01975
OG0001057	Pram.g_00478	Syaa.g_01966
OG0001058	Pram.g_00486	Syaa.g_01951
OG0001059	Pram.g_00490	Syaa.g_01947
OG0001060	Pram.g_00497	Syaa.g_01941
OG0001061	Pram.g_00512	Syaa.g_01919
OG0001062	Pram.g_00514	Syaa.g_01917
OG0001063	Pram.g_00516	Syaa.g_01912
OG0001064	Pram.g_00517	Syaa.g_01911
OG0001065	Pram.g_00518	Syaa.g_01910
OG0001066	Pram.g_00519	Syaa.g_01909
OG0001067	Pram.g_00520	Syaa.g_01908
OG0001068	Pram.g_00521	Syaa.g_01907
OG0001069	Pram.g_00522	Syaa.g_01906
OG0001070	Pram.g_00524	Syaa.g_01903
OG0001071	Pram.g_00525	Syaa.g_01902
OG0001072	Pram.g_00527	Syaa.g_01898
OG0001073	Pram.g_00541	Syaa.g_01884
OG0001074	Pram.g_00553	Syaa.g_01678
OG0001075	Pram.g_00554	Syaa.g_01676
OG0001076	Pram.g_00562	Syaa.g_01659
OG0001077	Pram.g_00568	Syaa.g_01647
OG0001078	Pram.g_01074	Syaa.g_01632
OG0001079	Pram.g_01063	Syaa.g_01619
OG0001080	Pram.g_01057	Syaa.g_01443
OG0001081	Pram.g_01055	Syaa.g_01056
OG0001082	Pram.g_01054	Syaa.g_01057
OG0001083	Pram.g_01049	Syaa.g_01064
OG0001084	Pram.g_01048	Syaa.g_01065
OG0001085	Pram.g_00760	Syaa.g_01075
OG0001086	Pram.g_00761	Syaa.g_01077
OG0001087	Pram.g_00779	Syaa.g_00920
OG0001088	Pram.g_00780	Syaa.g_00916
OG0001089	Pram.g_00791	Syaa.g_00890
OG0001090	Pram.g_00802	Syaa.g_01237
OG0001091	Pram.g_01027	Syaa.g_01239
OG0001092	Pram.g_01026	Syaa.g_01242
OG0001093	Pram.g_01021	Syaa.g_01248
OG0001094	Pram.g_01028	Syaa.g_01148
OG0001095	Pram.g_00822	Syaa.g_01185
OG0001096	Pram.g_00836	Syaa.g_01200
OG0001097	Pram.g_00855	Syaa.g_00828
OG0001098	Pram.g_00876	Syaa.g_01441
OG0001099	Pram.g_00717	Syaa.g_02400
OG0001100	Pram.g_00726	Syaa.g_01086
OG0001101	Pram.g_00728	Syaa.g_01088
OG0001102	Pram.g_00731	Syaa.g_01091
OG0001103	Pram.g_00733	Syaa.g_01093
OG0001104	Pram.g_00755	Syaa.g_01133
OG0001105	Pram.g_00759	Syaa.g_01137
OG0001106	Pram.g_00931	Syaa.g_01372
OG0001107	Pram.g_00941	Syaa.g_01359
OG0001108	Pram.g_00945	Syaa.g_01350
OG0001109	Pram.g_00946	Syaa.g_01349
OG0001110	Pram.g_00948	Syaa.g_01347
OG0001111	Pram.g_00949	Syaa.g_01345
OG0001112	Pram.g_00950	Syaa.g_01343
OG0001113	Pram.g_00951	Syaa.g_01342
OG0001114	Pram.g_00952	Syaa.g_01341
OG0001115	Pram.g_00954	Syaa.g_01337
OG0001116	Pram.g_00955	Syaa.g_01335
OG0001117	Pram.g_00956	Syaa.g_01334
OG0001118	Pram.g_00957	Syaa.g_01333
OG0001119	Pram.g_00958	Syaa.g_01331
OG0001120	Pram.g_00959	Syaa.g_01328
OG0001122	Pram.g_00976	Syaa.g_01301
OG0001123	Pram.g_00981	Syaa.g_01294
OG0001124	Pram.g_00983	Syaa.g_01292
OG0001125	Pram.g_00985	Syaa.g_01290
OG0001126	Pram.g_00899	Syaa.g_00864
OG0001127	Pram.g_00898	Syaa.g_00865
