Orthogroup	Pram	Syae
OG0000589	Pram.g_00559	Syae.g_00047
OG0000590	Pram.g_00560	Syae.g_00048
OG0000591	Pram.g_00564	Syae.g_00056
OG0000592	Pram.g_00565	Syae.g_00057
OG0000593	Pram.g_01078	Syae.g_00070
OG0000594	Pram.g_01077	Syae.g_00071
OG0000595	Pram.g_01076	Syae.g_00072
OG0000596	Pram.g_01073	Syae.g_00077
OG0000597	Pram.g_01070	Syae.g_00080
OG0000598	Pram.g_01069	Syae.g_00081
OG0000599	Pram.g_01066	Syae.g_00084
OG0000600	Pram.g_01065	Syae.g_00085
OG0000601	Pram.g_01064	Syae.g_00086
OG0000602	Pram.g_01062	Syae.g_00091
OG0000603	Pram.g_01061	Syae.g_00092
OG0000604	Pram.g_01060	Syae.g_00095
OG0000605	Pram.g_01059	Syae.g_00260
OG0000606	Pram.g_01056	Syae.g_00616
OG0000607	Pram.g_01053	Syae.g_00613
OG0000608	Pram.g_01052	Syae.g_00612
OG0000609	Pram.g_01051	Syae.g_00610
OG0000610	Pram.g_01045	Syae.g_00601
OG0000611	Pram.g_01042	Syae.g_00598
OG0000612	Pram.g_01041	Syae.g_00597
OG0000613	Pram.g_00763	Syae.g_01910
OG0000614	Pram.g_00784	Syae.g_00765
OG0000615	Pram.g_00795	Syae.g_00557
OG0000616	Pram.g_01927	Syae.g_01696
OG0000617	Pram.g_01024	Syae.g_00464
OG0000618	Pram.g_01023	Syae.g_00463
OG0000619	Pram.g_01022	Syae.g_00462
OG0000620	Pram.g_01019	Syae.g_00456
OG0000621	Pram.g_01018	Syae.g_00455
OG0000622	Pram.g_01017	Syae.g_00454
OG0000623	Pram.g_01016	Syae.g_00453
OG0000624	Pram.g_01014	Syae.g_00451
OG0000625	Pram.g_01013	Syae.g_00450
OG0000626	Pram.g_01012	Syae.g_00449
OG0000627	Pram.g_01011	Syae.g_00299
OG0000628	Pram.g_01010	Syae.g_00300
OG0000629	Pram.g_01008	Syae.g_00303
OG0000630	Pram.g_01005	Syae.g_00310
OG0000631	Pram.g_00913	Syae.g_00317
OG0000632	Pram.g_00914	Syae.g_00318
OG0000633	Pram.g_00915	Syae.g_00320
OG0000634	Pram.g_00805	Syae.g_00525
OG0000635	Pram.g_00806	Syae.g_00524
OG0000636	Pram.g_00808	Syae.g_00522
OG0000637	Pram.g_00810	Syae.g_00520
OG0000638	Pram.g_00811	Syae.g_00519
OG0000639	Pram.g_00812	Syae.g_00518
OG0000640	Pram.g_00813	Syae.g_00517
OG0000641	Pram.g_00817	Syae.g_00513
OG0000642	Pram.g_00818	Syae.g_00512
OG0000643	Pram.g_00819	Syae.g_00510
OG0000644	Pram.g_00820	Syae.g_00509
OG0000645	Pram.g_00821	Syae.g_00507
OG0000646	Pram.g_00823	Syae.g_00504
OG0000647	Pram.g_00825	Syae.g_00502
OG0000648	Pram.g_00827	Syae.g_00499
OG0000649	Pram.g_00828	Syae.g_00498
OG0000650	Pram.g_00829	Syae.g_00497
OG0000651	Pram.g_00830	Syae.g_00496
OG0000652	Pram.g_00831	Syae.g_00495
OG0000653	Pram.g_00833	Syae.g_00493
OG0000654	Pram.g_00834	Syae.g_00492
OG0000655	Pram.g_00835	Syae.g_00491
OG0000656	Pram.g_00838	Syae.g_00488
OG0000657	Pram.g_00845	Syae.g_00834
OG0000658	Pram.g_00847	Syae.g_00837
OG0000659	Pram.g_00848	Syae.g_00838
OG0000660	Pram.g_00852	Syae.g_00842
OG0000661	Pram.g_00854	Syae.g_00844
OG0000662	Pram.g_00857	Syae.g_00846
OG0000663	Pram.g_00859	Syae.g_00849
OG0000664	Pram.g_00860	Syae.g_00850
OG0000665	Pram.g_00866	Syae.g_00121
OG0000666	Pram.g_00867	Syae.g_00258
OG0000667	Pram.g_00872	Syae.g_02056
OG0000668	Pram.g_00713	Syae.g_00418
OG0000669	Pram.g_00724	Syae.g_00585
OG0000670	Pram.g_00727	Syae.g_00582
OG0000671	Pram.g_00729	Syae.g_00580
OG0000672	Pram.g_00732	Syae.g_00577
OG0000673	Pram.g_00735	Syae.g_00574
OG0000674	Pram.g_00737	Syae.g_00572
OG0000675	Pram.g_00738	Syae.g_00571
OG0000676	Pram.g_00740	Syae.g_00569
OG0000677	Pram.g_00741	Syae.g_00568
OG0000678	Pram.g_00743	Syae.g_00564
OG0000679	Pram.g_00747	Syae.g_00555
OG0000680	Pram.g_00748	Syae.g_00554
OG0000681	Pram.g_00751	Syae.g_00551
OG0000682	Pram.g_00752	Syae.g_00550
OG0000683	Pram.g_00753	Syae.g_00549
OG0000684	Pram.g_00754	Syae.g_00545
OG0000685	Pram.g_00756	Syae.g_00543
OG0000686	Pram.g_00757	Syae.g_00542
OG0000687	Pram.g_00758	Syae.g_00541
OG0000688	Pram.g_01036	Syae.g_00536
OG0000689	Pram.g_01035	Syae.g_00534
OG0000690	Pram.g_01034	Syae.g_00533
OG0000691	Pram.g_01033	Syae.g_00532
OG0000692	Pram.g_01031	Syae.g_00531
OG0000693	Pram.g_01030	Syae.g_00529
OG0000694	Pram.g_01029	Syae.g_00528
OG0000695	Pram.g_00917	Syae.g_00322
OG0000696	Pram.g_00918	Syae.g_00323
OG0000697	Pram.g_00919	Syae.g_00325
OG0000698	Pram.g_00922	Syae.g_00328
OG0000699	Pram.g_00923	Syae.g_00330
OG0000700	Pram.g_00924	Syae.g_00331
OG0000701	Pram.g_00925	Syae.g_00332
OG0000702	Pram.g_00927	Syae.g_00341
OG0000703	Pram.g_00928	Syae.g_00342
OG0000704	Pram.g_00930	Syae.g_00345
OG0000705	Pram.g_00936	Syae.g_00352
OG0000706	Pram.g_00937	Syae.g_00353
OG0000707	Pram.g_00938	Syae.g_00354
OG0000708	Pram.g_00940	Syae.g_00357
OG0000709	Pram.g_00944	Syae.g_00365
OG0000710	Pram.g_00947	Syae.g_00369
OG0000711	Pram.g_00963	Syae.g_00398
OG0000712	Pram.g_00964	Syae.g_00400
OG0000713	Pram.g_00965	Syae.g_00401
OG0000714	Pram.g_00966	Syae.g_00403
OG0000715	Pram.g_00968	Syae.g_00405
OG0000716	Pram.g_00970	Syae.g_00409
OG0000717	Pram.g_00971	Syae.g_00410
OG0000718	Pram.g_00973	Syae.g_00414
OG0000719	Pram.g_00975	Syae.g_00416
OG0000720	Pram.g_00986	Syae.g_00429
OG0000721	Pram.g_00990	Syae.g_00431
OG0000722	Pram.g_00991	Syae.g_00432
OG0000723	Pram.g_00995	Syae.g_00445
OG0000724	Pram.g_00893	Syae.g_00799
OG0000725	Pram.g_00887	Syae.g_00789
OG0000726	Pram.g_00886	Syae.g_00788
OG0000727	Pram.g_00885	Syae.g_00787
OG0000728	Pram.g_00883	Syae.g_00785
OG0000729	Pram.g_01208	Syae.g_01819
OG0000730	Pram.g_01182	Syae.g_02189
OG0000731	Pram.g_00335	Syae.g_02201
OG0000733	Pram.g_01547	Syae.g_01599
OG0000734	Pram.g_01156	Syae.g_01371
OG0000735	Pram.g_01154	Syae.g_00942
OG0000736	Pram.g_01153	Syae.g_00941
OG0000737	Pram.g_01152	Syae.g_00940
OG0000738	Pram.g_01148	Syae.g_00935
OG0000739	Pram.g_01147	Syae.g_00928
OG0000740	Pram.g_01146	Syae.g_00927
OG0000741	Pram.g_01144	Syae.g_00924
OG0000742	Pram.g_01141	Syae.g_00922
OG0000743	Pram.g_01139	Syae.g_00920
OG0000744	Pram.g_01137	Syae.g_00919
OG0000745	Pram.g_01136	Syae.g_00917
OG0000746	Pram.g_01134	Syae.g_00915
OG0000747	Pram.g_01133	Syae.g_00914
OG0000748	Pram.g_01129	Syae.g_00902
OG0000749	Pram.g_01128	Syae.g_00900
OG0000750	Pram.g_01127	Syae.g_00899
OG0000751	Pram.g_01124	Syae.g_00892
OG0000752	Pram.g_01122	Syae.g_00890
OG0000753	Pram.g_01119	Syae.g_00887
OG0000754	Pram.g_01117	Syae.g_00641
OG0000755	Pram.g_01111	Syae.g_00651
OG0000756	Pram.g_01110	Syae.g_00652
OG0000757	Pram.g_01103	Syae.g_00661
OG0000758	Pram.g_01102	Syae.g_00662
OG0000759	Pram.g_01101	Syae.g_00663
OG0000760	Pram.g_01100	Syae.g_00664
OG0000761	Pram.g_01099	Syae.g_00668
OG0000762	Pram.g_01098	Syae.g_00672
OG0000763	Pram.g_01096	Syae.g_00676
OG0000764	Pram.g_01095	Syae.g_00677
OG0000765	Pram.g_01087	Syae.g_00695
OG0000766	Pram.g_01086	Syae.g_00696
OG0000767	Pram.g_01084	Syae.g_00698
OG0000768	Pram.g_01083	Syae.g_00699
OG0000769	Pram.g_01081	Syae.g_00701
OG0000770	Pram.g_00570	Syae.g_00704
OG0000771	Pram.g_01254	Syae.g_00805
OG0000772	Pram.g_01569	Syae.g_00168
OG0000773	Pram.g_01221	Syae.g_00947
OG0000774	Pram.g_01223	Syae.g_00951
OG0000775	Pram.g_01225	Syae.g_00954
OG0000776	Pram.g_01226	Syae.g_00955
OG0000777	Pram.g_01227	Syae.g_00956
OG0000778	Pram.g_01228	Syae.g_00957
OG0000779	Pram.g_01232	Syae.g_00963
OG0000780	Pram.g_01233	Syae.g_00967
OG0000781	Pram.g_01236	Syae.g_00971
OG0000782	Pram.g_01237	Syae.g_00972
OG0000783	Pram.g_01238	Syae.g_00973
OG0000784	Pram.g_01239	Syae.g_00974
OG0000785	Pram.g_01241	Syae.g_00976
OG0000786	Pram.g_01244	Syae.g_02477
OG0000787	Pram.g_01245	Syae.g_02476
OG0000788	Pram.g_01271	Syae.g_00087
OG0000789	Pram.g_01281	Syae.g_00281
OG0000790	Pram.g_01463	Syae.g_02294
OG0000791	Pram.g_01461	Syae.g_02292
OG0000792	Pram.g_01460	Syae.g_02291
OG0000793	Pram.g_01456	Syae.g_02286
OG0000794	Pram.g_01455	Syae.g_02285
OG0000795	Pram.g_01454	Syae.g_02284
OG0000796	Pram.g_01450	Syae.g_02280
OG0000797	Pram.g_01449	Syae.g_02279
OG0000798	Pram.g_01444	Syae.g_01972
OG0000798	Pram.g_01415	Syae.g_01205
OG0000799	Pram.g_01398	Syae.g_00010
OG0000800	Pram.g_01397	Syae.g_00009
OG0000801	Pram.g_01396	Syae.g_00008
OG0000802	Pram.g_01394	Syae.g_02686
OG0000803	Pram.g_01392	Syae.g_02680
OG0000804	Pram.g_01391	Syae.g_02677
OG0000805	Pram.g_01389	Syae.g_02663
OG0000806	Pram.g_01387	Syae.g_02661
OG0000807	Pram.g_01386	Syae.g_02659
OG0000808	Pram.g_01385	Syae.g_02658
OG0000809	Pram.g_01383	Syae.g_02655
OG0000810	Pram.g_01382	Syae.g_02654
OG0000811	Pram.g_01375	Syae.g_02648
OG0000812	Pram.g_01373	Syae.g_02646
OG0000813	Pram.g_01372	Syae.g_02645
OG0000814	Pram.g_01370	Syae.g_02643
OG0000815	Pram.g_01369	Syae.g_02642
OG0000816	Pram.g_01367	Syae.g_02641
OG0000817	Pram.g_01366	Syae.g_02640
OG0000818	Pram.g_01361	Syae.g_02634
OG0000819	Pram.g_01360	Syae.g_02633
OG0000820	Pram.g_01359	Syae.g_02632
OG0000821	Pram.g_01355	Syae.g_02626
OG0000822	Pram.g_01354	Syae.g_02624
OG0000823	Pram.g_01353	Syae.g_02623
OG0000824	Pram.g_01350	Syae.g_02617
OG0000825	Pram.g_01349	Syae.g_02616
OG0000826	Pram.g_01348	Syae.g_02615
OG0000827	Pram.g_01347	Syae.g_02614
OG0000828	Pram.g_01344	Syae.g_02612
OG0000829	Pram.g_01343	Syae.g_02611
OG0000830	Pram.g_01342	Syae.g_02610
OG0000831	Pram.g_01340	Syae.g_02608
OG0000832	Pram.g_01330	Syae.g_01081
OG0000833	Pram.g_01321	Syae.g_01106
OG0000834	Pram.g_01320	Syae.g_01108
OG0000835	Pram.g_01319	Syae.g_01109
OG0000836	Pram.g_01318	Syae.g_01113
OG0000837	Pram.g_01317	Syae.g_01115
OG0000838	Pram.g_01314	Syae.g_01119
OG0000839	Pram.g_01313	Syae.g_01120
OG0000840	Pram.g_01312	Syae.g_01121
OG0000841	Pram.g_01311	Syae.g_01122
OG0000842	Pram.g_01310	Syae.g_01123
OG0000843	Pram.g_01309	Syae.g_01124
OG0000844	Pram.g_01308	Syae.g_01125
OG0000845	Pram.g_01307	Syae.g_01126
OG0000846	Pram.g_01306	Syae.g_01127
OG0000847	Pram.g_01305	Syae.g_01128
OG0000848	Pram.g_01304	Syae.g_01130
OG0000849	Pram.g_01303	Syae.g_01131
OG0000850	Pram.g_01301	Syae.g_01133
OG0000851	Pram.g_01300	Syae.g_01139
OG0000852	Pram.g_01299	Syae.g_01140
OG0000853	Pram.g_01294	Syae.g_01144
OG0000854	Pram.g_01292	Syae.g_01146
OG0000855	Pram.g_01291	Syae.g_01147
OG0000856	Pram.g_00567	Syae.g_00059
OG0000857	Pram.g_00824	Syae.g_00503
OG0000858	Pram.g_01625	Syae.g_01153
OG0000859	Pram.g_01626	Syae.g_01154
OG0000860	Pram.g_01634	Syae.g_01165
OG0000861	Pram.g_01635	Syae.g_01166
OG0000862	Pram.g_01636	Syae.g_01167
OG0000863	Pram.g_01638	Syae.g_01170
OG0000864	Pram.g_01639	Syae.g_01171
OG0000865	Pram.g_01640	Syae.g_01172
OG0000866	Pram.g_01641	Syae.g_01173
OG0000867	Pram.g_01642	Syae.g_01174
OG0000868	Pram.g_01644	Syae.g_01177
OG0000869	Pram.g_01647	Syae.g_01182
OG0000870	Pram.g_01652	Syae.g_01187
OG0000871	Pram.g_01653	Syae.g_01188
OG0000872	Pram.g_01654	Syae.g_01196
OG0000873	Pram.g_01657	Syae.g_01199
OG0000874	Pram.g_01660	Syae.g_01194
OG0000875	Pram.g_01662	Syae.g_01244
OG0000876	Pram.g_01663	Syae.g_01020
OG0000877	Pram.g_01665	Syae.g_01025
OG0000878	Pram.g_01666	Syae.g_01026
OG0000879	Pram.g_01667	Syae.g_01027
OG0000880	Pram.g_01668	Syae.g_01028
OG0000881	Pram.g_01672	Syae.g_01034
OG0000882	Pram.g_01677	Syae.g_01039
OG0000883	Pram.g_01679	Syae.g_01041
OG0000884	Pram.g_01681	Syae.g_01043
OG0000885	Pram.g_01682	Syae.g_01044
OG0000886	Pram.g_01683	Syae.g_01045
OG0000887	Pram.g_01684	Syae.g_01046
OG0000888	Pram.g_01686	Syae.g_01048
OG0000889	Pram.g_01688	Syae.g_01050
OG0000890	Pram.g_01689	Syae.g_01056
OG0000891	Pram.g_01690	Syae.g_01057
OG0000892	Pram.g_01691	Syae.g_01059
OG0000893	Pram.g_01695	Syae.g_02031
OG0000894	Pram.g_01698	Syae.g_02034
OG0000895	Pram.g_01702	Syae.g_02038
OG0000896	Pram.g_01703	Syae.g_02039
OG0000897	Pram.g_01705	Syae.g_02041
OG0000898	Pram.g_01706	Syae.g_02042
OG0000899	Pram.g_01707	Syae.g_02043
OG0000900	Pram.g_01708	Syae.g_02044
OG0000901	Pram.g_01711	Syae.g_02049
OG0000902	Pram.g_01713	Syae.g_02051
OG0000903	Pram.g_01717	Syae.g_02077
OG0000904	Pram.g_01722	Syae.g_02071
OG0000905	Pram.g_01715	Syae.g_02065
OG0000906	Pram.g_01714	Syae.g_02063
OG0000907	Pram.g_01727	Syae.g_02079
OG0000908	Pram.g_01730	Syae.g_02082
OG0000909	Pram.g_01731	Syae.g_02083
OG0000910	Pram.g_01732	Syae.g_02084
OG0000911	Pram.g_01734	Syae.g_02086
OG0000912	Pram.g_01735	Syae.g_02087
OG0000913	Pram.g_01736	Syae.g_02088
OG0000914	Pram.g_01737	Syae.g_02089
OG0000915	Pram.g_01738	Syae.g_02091
OG0000916	Pram.g_01739	Syae.g_02092
OG0000917	Pram.g_01740	Syae.g_02093
OG0000918	Pram.g_01741	Syae.g_02094
OG0000919	Pram.g_01742	Syae.g_02095
OG0000920	Pram.g_01743	Syae.g_02096
OG0000921	Pram.g_01744	Syae.g_02097
OG0000922	Pram.g_01745	Syae.g_02098
OG0000923	Pram.g_01749	Syae.g_02102
OG0000924	Pram.g_01750	Syae.g_02103
OG0000925	Pram.g_01751	Syae.g_02104
OG0000926	Pram.g_01752	Syae.g_02105
OG0000927	Pram.g_01754	Syae.g_02107
OG0000928	Pram.g_01755	Syae.g_02108
OG0000929	Pram.g_01756	Syae.g_02109
OG0000930	Pram.g_01757	Syae.g_02110
OG0000931	Pram.g_01758	Syae.g_02111
OG0000932	Pram.g_01759	Syae.g_02112
OG0000933	Pram.g_01763	Syae.g_02118
OG0000934	Pram.g_01765	Syae.g_02120
OG0000935	Pram.g_01766	Syae.g_02121
OG0000936	Pram.g_01767	Syae.g_02122
OG0000937	Pram.g_01768	Syae.g_02123
OG0000938	Pram.g_01771	Syae.g_02126
OG0000939	Pram.g_01772	Syae.g_02127
OG0000940	Pram.g_01779	Syae.g_02133
OG0000941	Pram.g_01781	Syae.g_02135
OG0000942	Pram.g_01783	Syae.g_02137
OG0000943	Pram.g_01784	Syae.g_02138
OG0000944	Pram.g_01786	Syae.g_02140
OG0000945	Pram.g_01787	Syae.g_02142
OG0000946	Pram.g_01793	Syae.g_02146
OG0000947	Pram.g_01795	Syae.g_02149
OG0000948	Pram.g_01796	Syae.g_02150
OG0000949	Pram.g_01799	Syae.g_01884
OG0000950	Pram.g_01806	Syae.g_01873
OG0000951	Pram.g_01810	Syae.g_01866
OG0000952	Pram.g_01814	Syae.g_01859
OG0000953	Pram.g_01818	Syae.g_01854
OG0000954	Pram.g_01822	Syae.g_01845
OG0000955	Pram.g_01823	Syae.g_01844
OG0000956	Pram.g_01825	Syae.g_01842
OG0000957	Pram.g_01831	Syae.g_01831
OG0000958	Pram.g_01832	Syae.g_01830
OG0000959	Pram.g_01836	Syae.g_01826
OG0000960	Pram.g_01837	Syae.g_01825
OG0000961	Pram.g_01840	Syae.g_01822
OG0000962	Pram.g_01842	Syae.g_01820
OG0000963	Pram.g_01846	Syae.g_01814
OG0000964	Pram.g_01847	Syae.g_01813
OG0000965	Pram.g_01848	Syae.g_01812
OG0000966	Pram.g_01854	Syae.g_01789
OG0000967	Pram.g_01858	Syae.g_01782
OG0000968	Pram.g_01860	Syae.g_01787
OG0000969	Pram.g_01861	Syae.g_01785
OG0000970	Pram.g_01862	Syae.g_01784
OG0000971	Pram.g_01863	Syae.g_01779
OG0000972	Pram.g_01864	Syae.g_01778
OG0000973	Pram.g_01865	Syae.g_01777
OG0000974	Pram.g_01866	Syae.g_01776
OG0000975	Pram.g_01867	Syae.g_01775
OG0000976	Pram.g_01868	Syae.g_01774
OG0000977	Pram.g_01869	Syae.g_01772
OG0000978	Pram.g_01870	Syae.g_01771
OG0000979	Pram.g_01873	Syae.g_01768
OG0000980	Pram.g_01875	Syae.g_01765
OG0000981	Pram.g_01878	Syae.g_01762
OG0000982	Pram.g_01880	Syae.g_01568
OG0000983	Pram.g_01881	Syae.g_01569
OG0000984	Pram.g_01882	Syae.g_01570
OG0000985	Pram.g_01885	Syae.g_01572
OG0000986	Pram.g_01887	Syae.g_01575
OG0000987	Pram.g_01888	Syae.g_01577
OG0000988	Pram.g_01891	Syae.g_01583
OG0000989	Pram.g_01895	Syae.g_01591
OG0000990	Pram.g_01900	Syae.g_01606
OG0000991	Pram.g_01901	Syae.g_01609
OG0000992	Pram.g_01904	Syae.g_01612
OG0000993	Pram.g_01905	Syae.g_01613
OG0000994	Pram.g_01906	Syae.g_01616
OG0000995	Pram.g_01910	Syae.g_01627
OG0000996	Pram.g_01911	Syae.g_01667
OG0000997	Pram.g_01913	Syae.g_01678
OG0000998	Pram.g_01915	Syae.g_01680
OG0000999	Pram.g_01916	Syae.g_01683
OG0001000	Pram.g_01919	Syae.g_01686
OG0001001	Pram.g_01924	Syae.g_01692
OG0001002	Pram.g_01929	Syae.g_01699
OG0001003	Pram.g_01930	Syae.g_01701
OG0001004	Pram.g_01931	Syae.g_01702
OG0001005	Pram.g_01932	Syae.g_01703
OG0001006	Pram.g_01936	Syae.g_01710
OG0001007	Pram.g_01938	Syae.g_01712
OG0001008	Pram.g_00372	Syae.g_00993
OG0001009	Pram.g_00014	Syae.g_01744
OG0001010	Pram.g_00015	Syae.g_01745
OG0001011	Pram.g_00016	Syae.g_01747
OG0001012	Pram.g_00028	Syae.g_01564
OG0001013	Pram.g_00035	Syae.g_01552
OG0001014	Pram.g_00038	Syae.g_01548
OG0001015	Pram.g_00039	Syae.g_01547
OG0001016	Pram.g_00058	Syae.g_01290
OG0001017	Pram.g_00062	Syae.g_01296
OG0001018	Pram.g_00064	Syae.g_01298
OG0001019	Pram.g_00073	Syae.g_01334
OG0001020	Pram.g_00074	Syae.g_01340
OG0001021	Pram.g_00075	Syae.g_01344
OG0001022	Pram.g_00078	Syae.g_01348
OG0001023	Pram.g_00079	Syae.g_01349
OG0001024	Pram.g_00082	Syae.g_01353
OG0001025	Pram.g_00089	Syae.g_01360
OG0001026	Pram.g_00097	Syae.g_01373
OG0001027	Pram.g_00098	Syae.g_01377
OG0001028	Pram.g_00100	Syae.g_01379
OG0001029	Pram.g_00101	Syae.g_01381
OG0001030	Pram.g_00117	Syae.g_01403
OG0001031	Pram.g_00171	Syae.g_01475
OG0001032	Pram.g_00172	Syae.g_01479
OG0001033	Pram.g_00193	Syae.g_01505
OG0001034	Pram.g_00223	Syae.g_02238
OG0001035	Pram.g_00243	Syae.g_02006
OG0001036	Pram.g_00247	Syae.g_02001
OG0001037	Pram.g_00248	Syae.g_01999
OG0001038	Pram.g_00266	Syae.g_01971
OG0001039	Pram.g_00269	Syae.g_01968
OG0001040	Pram.g_00271	Syae.g_01965
OG0001041	Pram.g_00276	Syae.g_01960
OG0001042	Pram.g_00293	Syae.g_01935
OG0001043	Pram.g_00294	Syae.g_01931
OG0001044	Pram.g_00327	Syae.g_02191
OG0001045	Pram.g_00337	Syae.g_02204
OG0001046	Pram.g_01537	Syae.g_00385
OG0001047	Pram.g_00374	Syae.g_00991
OG0001048	Pram.g_00375	Syae.g_00990
OG0001049	Pram.g_00377	Syae.g_00987
OG0001050	Pram.g_00378	Syae.g_00986
OG0001051	Pram.g_00379	Syae.g_00985
OG0001052	Pram.g_00407	Syae.g_02526
OG0001053	Pram.g_00419	Syae.g_02312
OG0001054	Pram.g_00434	Syae.g_02329
OG0001055	Pram.g_00454	Syae.g_02350
OG0001056	Pram.g_00474	Syae.g_02379
OG0001057	Pram.g_00478	Syae.g_02388
OG0001058	Pram.g_00486	Syae.g_02402
OG0001059	Pram.g_00490	Syae.g_02406
OG0001060	Pram.g_00497	Syae.g_02412
OG0001061	Pram.g_00512	Syae.g_02434
OG0001062	Pram.g_00514	Syae.g_02436
OG0001063	Pram.g_00516	Syae.g_02440
OG0001064	Pram.g_00517	Syae.g_02441
OG0001065	Pram.g_00518	Syae.g_02442
OG0001066	Pram.g_00519	Syae.g_02443
OG0001067	Pram.g_00520	Syae.g_02444
OG0001068	Pram.g_00521	Syae.g_02445
OG0001069	Pram.g_00522	Syae.g_02446
OG0001070	Pram.g_00524	Syae.g_02449
OG0001071	Pram.g_00525	Syae.g_02450
OG0001072	Pram.g_00527	Syae.g_02454
OG0001073	Pram.g_00541	Syae.g_02468
OG0001074	Pram.g_00553	Syae.g_00027
OG0001075	Pram.g_00554	Syae.g_00029
OG0001076	Pram.g_00562	Syae.g_00050
OG0001077	Pram.g_00568	Syae.g_00061
OG0001078	Pram.g_01074	Syae.g_00075
OG0001079	Pram.g_01063	Syae.g_00088
OG0001080	Pram.g_01057	Syae.g_00267
OG0001081	Pram.g_01055	Syae.g_00615
OG0001082	Pram.g_01054	Syae.g_00614
OG0001083	Pram.g_01049	Syae.g_00605
OG0001084	Pram.g_01048	Syae.g_00604
OG0001085	Pram.g_00760	Syae.g_00594
OG0001086	Pram.g_00761	Syae.g_00592
OG0001087	Pram.g_00779	Syae.g_00751
OG0001088	Pram.g_00780	Syae.g_00755
OG0001089	Pram.g_00791	Syae.g_00781
OG0001090	Pram.g_00802	Syae.g_00471
OG0001091	Pram.g_01027	Syae.g_00469
OG0001092	Pram.g_01026	Syae.g_00466
OG0001093	Pram.g_01021	Syae.g_00460
OG0001094	Pram.g_01028	Syae.g_00527
OG0001095	Pram.g_00822	Syae.g_00506
OG0001096	Pram.g_00836	Syae.g_00490
OG0001097	Pram.g_00855	Syae.g_00845
OG0001098	Pram.g_00876	Syae.g_00269
OG0001099	Pram.g_00717	Syae.g_01380
OG0001100	Pram.g_00726	Syae.g_00583
OG0001101	Pram.g_00728	Syae.g_00581
OG0001102	Pram.g_00731	Syae.g_00578
OG0001103	Pram.g_00733	Syae.g_00576
OG0001104	Pram.g_00755	Syae.g_00544
OG0001105	Pram.g_00759	Syae.g_00540
OG0001106	Pram.g_00931	Syae.g_00346
OG0001107	Pram.g_00941	Syae.g_00358
OG0001108	Pram.g_00945	Syae.g_00366
OG0001109	Pram.g_00946	Syae.g_00368
OG0001110	Pram.g_00948	Syae.g_00370
OG0001111	Pram.g_00949	Syae.g_00372
OG0001112	Pram.g_00950	Syae.g_00374
OG0001113	Pram.g_00951	Syae.g_00375
OG0001114	Pram.g_00952	Syae.g_00376
OG0001115	Pram.g_00954	Syae.g_00380
OG0001116	Pram.g_00955	Syae.g_00382
OG0001117	Pram.g_00956	Syae.g_00383
OG0001118	Pram.g_00957	Syae.g_00384
OG0001119	Pram.g_00958	Syae.g_00386
OG0001120	Pram.g_00959	Syae.g_00390
OG0001122	Pram.g_00976	Syae.g_00417
OG0001123	Pram.g_00981	Syae.g_00424
OG0001124	Pram.g_00983	Syae.g_00426
OG0001125	Pram.g_00985	Syae.g_00428
OG0001126	Pram.g_00899	Syae.g_00807
OG0001127	Pram.g_00898	Syae.g_00806
OG0001128	Pram.g_00896	Syae.g_00803
OG0001129	Pram.g_00895	Syae.g_00801
OG0001130	Pram.g_00894	Syae.g_00800
OG0001131	Pram.g_00356	Syae.g_00562
OG0001132	Pram.g_00683	Syae.g_00242
OG0001133	Pram.g_01469	Syae.g_00053
OG0001134	Pram.g_01546	Syae.g_00638
OG0001136	Pram.g_01143	Syae.g_00923
OG0001137	Pram.g_01130	Syae.g_00903
OG0001138	Pram.g_01109	Syae.g_00654
OG0001139	Pram.g_01107	Syae.g_00656
OG0001140	Pram.g_01106	Syae.g_00657
OG0001141	Pram.g_01105	Syae.g_00658
OG0001142	Pram.g_01104	Syae.g_00660
OG0001143	Pram.g_01097	Syae.g_00673
OG0001144	Pram.g_01092	Syae.g_00684
OG0001145	Pram.g_01222	Syae.g_00948
OG0001146	Pram.g_01234	Syae.g_00968
OG0001147	Pram.g_01475	Syae.g_02536
OG0001148	Pram.g_01466	Syae.g_02297
OG0001149	Pram.g_01465	Syae.g_02296
OG0001150	Pram.g_01464	Syae.g_02295
OG0001151	Pram.g_01452	Syae.g_02282
OG0001152	Pram.g_01451	Syae.g_02281
OG0001153	Pram.g_01346	Syae.g_02613
OG0001155	Pram.g_01328	Syae.g_01083
OG0001156	Pram.g_01325	Syae.g_01093
OG0001157	Pram.g_01324	Syae.g_01094
OG0001158	Pram.g_01323	Syae.g_01100
OG0001159	Pram.g_01322	Syae.g_01103
OG0001160	Pram.g_01296	Syae.g_01142
OG0001161	Pram.g_01577	Syae.g_01597
OG0001162	Pram.g_01590	Syae.g_00487
OG0001163	Pram.g_01624	Syae.g_01150
OG0001164	Pram.g_01627	Syae.g_01156
OG0001165	Pram.g_01630	Syae.g_01161
OG0001166	Pram.g_01651	Syae.g_01186
OG0001167	Pram.g_01669	Syae.g_01031
OG0001168	Pram.g_01671	Syae.g_01033
OG0001169	Pram.g_01673	Syae.g_01035
OG0001170	Pram.g_01675	Syae.g_01037
OG0001171	Pram.g_01685	Syae.g_01047
OG0001172	Pram.g_01700	Syae.g_02036
OG0001173	Pram.g_01701	Syae.g_02037
