Orthogroup	Pram	Syao
OG0000599	Pram.g_01066	Syao.g_00908
OG0000600	Pram.g_01065	Syao.g_00909
OG0000601	Pram.g_01064	Syao.g_00910
OG0000602	Pram.g_01062	Syao.g_00914
OG0000603	Pram.g_01061	Syao.g_00915
OG0000604	Pram.g_01060	Syao.g_00918
OG0000606	Pram.g_01056	Syao.g_00924
OG0000607	Pram.g_01053	Syao.g_00927
OG0000608	Pram.g_01052	Syao.g_00928
OG0000609	Pram.g_01051	Syao.g_00930
OG0000610	Pram.g_01045	Syao.g_00940
OG0000611	Pram.g_01042	Syao.g_00943
OG0000612	Pram.g_01041	Syao.g_00944
OG0000613	Pram.g_00763	Syao.g_01979
OG0000614	Pram.g_00784	Syao.g_00375
OG0000615	Pram.g_00795	Syao.g_00978
OG0000616	Pram.g_01927	Syao.g_02342
OG0000617	Pram.g_01024	Syao.g_00486
OG0000618	Pram.g_01023	Syao.g_00485
OG0000619	Pram.g_01022	Syao.g_00484
OG0000620	Pram.g_01019	Syao.g_00479
OG0000621	Pram.g_01018	Syao.g_00478
OG0000622	Pram.g_01017	Syao.g_00476
OG0000623	Pram.g_01016	Syao.g_00475
OG0000624	Pram.g_01014	Syao.g_00473
OG0000625	Pram.g_01013	Syao.g_00472
OG0000626	Pram.g_01012	Syao.g_00471
OG0000627	Pram.g_01011	Syao.g_00567
OG0000628	Pram.g_01010	Syao.g_00566
OG0000629	Pram.g_01008	Syao.g_00590
OG0000630	Pram.g_01005	Syao.g_00585
OG0000631	Pram.g_00913	Syao.g_00644
OG0000632	Pram.g_00914	Syao.g_00643
OG0000633	Pram.g_00915	Syao.g_00642
OG0000634	Pram.g_00805	Syao.g_00752
OG0000635	Pram.g_00806	Syao.g_00753
OG0000636	Pram.g_00808	Syao.g_00755
OG0000637	Pram.g_00810	Syao.g_00757
OG0000638	Pram.g_00811	Syao.g_00758
OG0000639	Pram.g_00812	Syao.g_00759
OG0000640	Pram.g_00813	Syao.g_00760
OG0000641	Pram.g_00817	Syao.g_00764
OG0000642	Pram.g_00818	Syao.g_00765
OG0000643	Pram.g_00819	Syao.g_00767
OG0000644	Pram.g_00820	Syao.g_00768
OG0000645	Pram.g_00821	Syao.g_00770
OG0000646	Pram.g_00823	Syao.g_00773
OG0000647	Pram.g_00825	Syao.g_00775
OG0000648	Pram.g_00827	Syao.g_00777
OG0000649	Pram.g_00828	Syao.g_00778
OG0000650	Pram.g_00829	Syao.g_00779
OG0000651	Pram.g_00830	Syao.g_00780
OG0000652	Pram.g_00831	Syao.g_00781
OG0000653	Pram.g_00833	Syao.g_00783
OG0000654	Pram.g_00834	Syao.g_00784
OG0000655	Pram.g_00835	Syao.g_00785
OG0000656	Pram.g_00838	Syao.g_00789
OG0000657	Pram.g_00845	Syao.g_00435
OG0000658	Pram.g_00847	Syao.g_00560
OG0000659	Pram.g_00848	Syao.g_00559
OG0000660	Pram.g_00852	Syao.g_00555
OG0000661	Pram.g_00854	Syao.g_00553
OG0000662	Pram.g_00857	Syao.g_00535
OG0000663	Pram.g_00859	Syao.g_00532
OG0000664	Pram.g_00860	Syao.g_00530
OG0000665	Pram.g_00866	Syao.g_01436
OG0000666	Pram.g_00867	Syao.g_02120
OG0000667	Pram.g_00872	Syao.g_01375
OG0000668	Pram.g_00713	Syao.g_02678
OG0000669	Pram.g_00724	Syao.g_00955
OG0000670	Pram.g_00727	Syao.g_00958
OG0000671	Pram.g_00729	Syao.g_00960
OG0000672	Pram.g_00732	Syao.g_00963
OG0000673	Pram.g_00735	Syao.g_00966
OG0000674	Pram.g_00737	Syao.g_00968
OG0000675	Pram.g_00738	Syao.g_00969
OG0000676	Pram.g_00740	Syao.g_00971
OG0000677	Pram.g_00741	Syao.g_00972
OG0000678	Pram.g_00743	Syao.g_00974
OG0000679	Pram.g_00747	Syao.g_00981
OG0000680	Pram.g_00748	Syao.g_00982
OG0000681	Pram.g_00751	Syao.g_00985
OG0000682	Pram.g_00752	Syao.g_00986
OG0000683	Pram.g_00753	Syao.g_00987
OG0000684	Pram.g_00754	Syao.g_00990
OG0000685	Pram.g_00756	Syao.g_00733
OG0000686	Pram.g_00757	Syao.g_00734
OG0000687	Pram.g_00758	Syao.g_00735
OG0000688	Pram.g_01036	Syao.g_00741
OG0000689	Pram.g_01035	Syao.g_00743
OG0000690	Pram.g_01034	Syao.g_00744
OG0000691	Pram.g_01033	Syao.g_00745
OG0000692	Pram.g_01031	Syao.g_00747
OG0000693	Pram.g_01030	Syao.g_00748
OG0000694	Pram.g_01029	Syao.g_00749
OG0000695	Pram.g_00917	Syao.g_00639
OG0000696	Pram.g_00918	Syao.g_00638
OG0000697	Pram.g_00919	Syao.g_00636
OG0000698	Pram.g_00922	Syao.g_00633
OG0000699	Pram.g_00923	Syao.g_00631
OG0000700	Pram.g_00924	Syao.g_00630
OG0000701	Pram.g_00925	Syao.g_00629
OG0000702	Pram.g_00927	Syao.g_00705
OG0000703	Pram.g_00928	Syao.g_00693
OG0000704	Pram.g_00930	Syao.g_00689
OG0000705	Pram.g_00936	Syao.g_00682
OG0000706	Pram.g_00937	Syao.g_00681
OG0000707	Pram.g_00938	Syao.g_00680
OG0000708	Pram.g_00940	Syao.g_00677
OG0000709	Pram.g_00944	Syao.g_00670
OG0000710	Pram.g_00947	Syao.g_00666
OG0000711	Pram.g_00963	Syao.g_00815
OG0000712	Pram.g_00964	Syao.g_00813
OG0000713	Pram.g_00965	Syao.g_00812
OG0000714	Pram.g_00966	Syao.g_00810
OG0000715	Pram.g_00968	Syao.g_00808
OG0000716	Pram.g_00970	Syao.g_00804
OG0000717	Pram.g_00971	Syao.g_00803
OG0000718	Pram.g_00973	Syao.g_00794
OG0000719	Pram.g_00975	Syao.g_00444
OG0000720	Pram.g_00986	Syao.g_00457
OG0000721	Pram.g_00990	Syao.g_00459
OG0000722	Pram.g_00991	Syao.g_00460
OG0000723	Pram.g_00995	Syao.g_00469
OG0000724	Pram.g_00893	Syao.g_00513
OG0000725	Pram.g_00887	Syao.g_00385
OG0000726	Pram.g_00886	Syao.g_00384
OG0000727	Pram.g_00885	Syao.g_00383
OG0000728	Pram.g_00883	Syao.g_00381
OG0000729	Pram.g_01208	Syao.g_02190
OG0000730	Pram.g_01182	Syao.g_01880
OG0000731	Pram.g_00335	Syao.g_01868
OG0000733	Pram.g_01547	Syao.g_01427
OG0000734	Pram.g_01156	Syao.g_02592
OG0000735	Pram.g_01154	Syao.g_00140
OG0000736	Pram.g_01153	Syao.g_00139
OG0000737	Pram.g_01152	Syao.g_00138
OG0000738	Pram.g_01148	Syao.g_00132
OG0000739	Pram.g_01147	Syao.g_00131
OG0000740	Pram.g_01146	Syao.g_00130
OG0000741	Pram.g_01144	Syao.g_00127
OG0000742	Pram.g_01141	Syao.g_00124
OG0000743	Pram.g_01139	Syao.g_00217
OG0000744	Pram.g_01137	Syao.g_00216
OG0000745	Pram.g_01136	Syao.g_00213
OG0000746	Pram.g_01134	Syao.g_00210
OG0000747	Pram.g_01133	Syao.g_00208
OG0000748	Pram.g_01129	Syao.g_00193
OG0000749	Pram.g_01128	Syao.g_00192
OG0000750	Pram.g_01127	Syao.g_00191
OG0000751	Pram.g_01124	Syao.g_00185
OG0000752	Pram.g_01122	Syao.g_00183
OG0000753	Pram.g_01119	Syao.g_00180
OG0000754	Pram.g_01117	Syao.g_00175
OG0000755	Pram.g_01111	Syao.g_00021
OG0000756	Pram.g_01110	Syao.g_00229
OG0000757	Pram.g_01103	Syao.g_00252
OG0000758	Pram.g_01102	Syao.g_00251
OG0000759	Pram.g_01101	Syao.g_00250
OG0000760	Pram.g_01100	Syao.g_00249
OG0000761	Pram.g_01099	Syao.g_00248
OG0000762	Pram.g_01098	Syao.g_00246
OG0000763	Pram.g_01096	Syao.g_00242
OG0000764	Pram.g_01095	Syao.g_00241
OG0000765	Pram.g_01087	Syao.g_00267
OG0000766	Pram.g_01086	Syao.g_00266
OG0000767	Pram.g_01084	Syao.g_00264
OG0000768	Pram.g_01083	Syao.g_00263
OG0000769	Pram.g_01081	Syao.g_00261
OG0000770	Pram.g_00570	Syao.g_00257
OG0000771	Pram.g_01254	Syao.g_00506
OG0000772	Pram.g_01569	Syao.g_01523
OG0000773	Pram.g_01221	Syao.g_01447
OG0000774	Pram.g_01223	Syao.g_01442
OG0000775	Pram.g_01225	Syao.g_01440
OG0000776	Pram.g_01226	Syao.g_01439
OG0000777	Pram.g_01227	Syao.g_01438
OG0000778	Pram.g_01228	Syao.g_01437
OG0000779	Pram.g_01232	Syao.g_01469
OG0000780	Pram.g_01233	Syao.g_01456
OG0000781	Pram.g_01236	Syao.g_01452
OG0000782	Pram.g_01237	Syao.g_01451
OG0000783	Pram.g_01238	Syao.g_01450
OG0000784	Pram.g_01239	Syao.g_01449
OG0000785	Pram.g_01241	Syao.g_01481
OG0000786	Pram.g_01244	Syao.g_01473
OG0000787	Pram.g_01245	Syao.g_01472
OG0000788	Pram.g_01271	Syao.g_00870
OG0000789	Pram.g_01281	Syao.g_00623
OG0000790	Pram.g_01463	Syao.g_00041, Syao.g_00315
OG0000791	Pram.g_01461	Syao.g_00043
OG0000792	Pram.g_01460	Syao.g_00044
OG0000793	Pram.g_01456	Syao.g_02700
OG0000794	Pram.g_01455	Syao.g_02703
OG0000795	Pram.g_01454	Syao.g_02704
OG0000796	Pram.g_01450	Syao.g_02708
OG0000797	Pram.g_01449	Syao.g_02709
OG0000798	Pram.g_01444	Syao.g_02066
OG0000799	Pram.g_01398	Syao.g_01525
OG0000800	Pram.g_01397	Syao.g_01526
OG0000801	Pram.g_01396	Syao.g_01527
OG0000802	Pram.g_01394	Syao.g_01531
OG0000803	Pram.g_01392	Syao.g_01534
OG0000804	Pram.g_01391	Syao.g_01537
OG0000805	Pram.g_01389	Syao.g_01502
OG0000806	Pram.g_01387	Syao.g_01504
OG0000807	Pram.g_01386	Syao.g_01506
OG0000808	Pram.g_01385	Syao.g_01507
OG0000809	Pram.g_01383	Syao.g_01511
OG0000810	Pram.g_01382	Syao.g_01482
OG0000811	Pram.g_01375	Syao.g_01490
OG0000812	Pram.g_01373	Syao.g_01492
OG0000813	Pram.g_01372	Syao.g_01493
OG0000814	Pram.g_01370	Syao.g_01495
OG0000815	Pram.g_01369	Syao.g_01499
OG0000816	Pram.g_01367	Syao.g_01471
OG0000817	Pram.g_01366	Syao.g_01519
OG0000818	Pram.g_01361	Syao.g_00062
OG0000819	Pram.g_01360	Syao.g_00063
OG0000820	Pram.g_01359	Syao.g_00064
OG0000821	Pram.g_01355	Syao.g_00070
OG0000822	Pram.g_01354	Syao.g_00072
OG0000823	Pram.g_01353	Syao.g_00073
OG0000824	Pram.g_01350	Syao.g_00079
OG0000825	Pram.g_01349	Syao.g_00080
OG0000826	Pram.g_01348	Syao.g_00081
OG0000827	Pram.g_01347	Syao.g_00082
OG0000828	Pram.g_01344	Syao.g_00085
OG0000829	Pram.g_01343	Syao.g_00086
OG0000830	Pram.g_01342	Syao.g_00087
OG0000831	Pram.g_01340	Syao.g_00089
OG0000832	Pram.g_01330	Syao.g_01696
OG0000833	Pram.g_01321	Syao.g_01612
OG0000834	Pram.g_01320	Syao.g_01610
OG0000835	Pram.g_01319	Syao.g_01609
OG0000836	Pram.g_01318	Syao.g_01606
OG0000837	Pram.g_01317	Syao.g_01605
OG0000838	Pram.g_01314	Syao.g_01601
OG0000839	Pram.g_01313	Syao.g_01600
OG0000840	Pram.g_01312	Syao.g_01599
OG0000841	Pram.g_01311	Syao.g_01598
OG0000842	Pram.g_01310	Syao.g_01597
OG0000843	Pram.g_01309	Syao.g_01596
OG0000844	Pram.g_01308	Syao.g_01594
OG0000845	Pram.g_01307	Syao.g_01593
OG0000846	Pram.g_01306	Syao.g_01592
OG0000847	Pram.g_01305	Syao.g_01591
OG0000848	Pram.g_01304	Syao.g_01589
OG0000849	Pram.g_01303	Syao.g_01588
OG0000850	Pram.g_01301	Syao.g_01585
OG0000851	Pram.g_01300	Syao.g_01582
OG0000852	Pram.g_01299	Syao.g_01581
OG0000853	Pram.g_01294	Syao.g_01577
OG0000854	Pram.g_01292	Syao.g_01575
OG0000855	Pram.g_01291	Syao.g_01574
OG0000856	Pram.g_00567	Syao.g_01327
OG0000857	Pram.g_00824	Syao.g_00774
OG0000858	Pram.g_01625	Syao.g_01567
OG0000859	Pram.g_01626	Syao.g_01566
OG0000860	Pram.g_01634	Syao.g_01552
OG0000861	Pram.g_01635	Syao.g_01551
OG0000862	Pram.g_01636	Syao.g_01542
OG0000863	Pram.g_01638	Syao.g_01540
OG0000864	Pram.g_01639	Syao.g_01017
OG0000866	Pram.g_01641	Syao.g_01686
OG0000867	Pram.g_01642	Syao.g_01685
OG0000868	Pram.g_01644	Syao.g_01682
OG0000869	Pram.g_01647	Syao.g_01677
OG0000870	Pram.g_01652	Syao.g_01672
OG0000871	Pram.g_01653	Syao.g_01671
OG0000872	Pram.g_01654	Syao.g_01665
OG0000873	Pram.g_01657	Syao.g_01662
OG0000874	Pram.g_01660	Syao.g_01660
OG0000875	Pram.g_01662	Syao.g_01658
OG0000876	Pram.g_01663	Syao.g_00536
OG0000877	Pram.g_01665	Syao.g_01654
OG0000878	Pram.g_01666	Syao.g_01653
OG0000879	Pram.g_01667	Syao.g_01652
OG0000880	Pram.g_01668	Syao.g_01651
OG0000881	Pram.g_01672	Syao.g_01647
OG0000882	Pram.g_01677	Syao.g_01642
OG0000883	Pram.g_01679	Syao.g_01638
OG0000884	Pram.g_01681	Syao.g_01636
OG0000885	Pram.g_01682	Syao.g_01635
OG0000886	Pram.g_01683	Syao.g_01634
OG0000887	Pram.g_01684	Syao.g_01633
OG0000888	Pram.g_01686	Syao.g_01631
OG0000889	Pram.g_01688	Syao.g_01629
OG0000890	Pram.g_01689	Syao.g_01626
OG0000891	Pram.g_01690	Syao.g_01625
OG0000892	Pram.g_01691	Syao.g_01695
OG0000893	Pram.g_01695	Syao.g_01934
OG0000894	Pram.g_01698	Syao.g_01937
OG0000895	Pram.g_01702	Syao.g_01916
OG0000896	Pram.g_01703	Syao.g_01917
OG0000897	Pram.g_01705	Syao.g_01919
OG0000898	Pram.g_01706	Syao.g_01920
OG0000899	Pram.g_01707	Syao.g_01921
OG0000900	Pram.g_01708	Syao.g_01922
OG0000901	Pram.g_01711	Syao.g_01927
OG0000902	Pram.g_01713	Syao.g_01929
OG0000903	Pram.g_01717	Syao.g_01798
OG0000904	Pram.g_01722	Syao.g_01804
OG0000905	Pram.g_01715	Syao.g_01862
OG0000906	Pram.g_01714	Syao.g_01931
OG0000907	Pram.g_01727	Syao.g_01796
OG0000908	Pram.g_01730	Syao.g_01793
OG0000909	Pram.g_01731	Syao.g_01792
OG0000910	Pram.g_01732	Syao.g_01791
OG0000911	Pram.g_01734	Syao.g_01789
OG0000912	Pram.g_01735	Syao.g_01788
OG0000913	Pram.g_01736	Syao.g_01787
OG0000914	Pram.g_01737	Syao.g_01786
OG0000915	Pram.g_01738	Syao.g_01784
OG0000916	Pram.g_01739	Syao.g_01783
OG0000917	Pram.g_01740	Syao.g_01782
OG0000918	Pram.g_01741	Syao.g_01781
OG0000919	Pram.g_01742	Syao.g_01780
OG0000920	Pram.g_01743	Syao.g_01779
OG0000921	Pram.g_01744	Syao.g_01778
OG0000922	Pram.g_01745	Syao.g_01777
OG0000923	Pram.g_01749	Syao.g_01772
OG0000924	Pram.g_01750	Syao.g_01771
OG0000925	Pram.g_01751	Syao.g_01770
OG0000926	Pram.g_01752	Syao.g_01769
OG0000927	Pram.g_01754	Syao.g_01767
OG0000928	Pram.g_01755	Syao.g_01766
OG0000929	Pram.g_01756	Syao.g_01765
OG0000930	Pram.g_01757	Syao.g_01764
OG0000931	Pram.g_01758	Syao.g_01763
OG0000932	Pram.g_01759	Syao.g_01762
OG0000933	Pram.g_01763	Syao.g_01811
OG0000934	Pram.g_01765	Syao.g_01809
OG0000935	Pram.g_01766	Syao.g_01808
OG0000936	Pram.g_01767	Syao.g_01843
OG0000937	Pram.g_01768	Syao.g_01842
OG0000938	Pram.g_01771	Syao.g_01839
OG0000939	Pram.g_01772	Syao.g_01838
OG0000940	Pram.g_01779	Syao.g_01830
OG0000941	Pram.g_01781	Syao.g_01828
OG0000942	Pram.g_01783	Syao.g_01826
OG0000943	Pram.g_01784	Syao.g_01824
OG0000944	Pram.g_01786	Syao.g_01822
OG0000945	Pram.g_01787	Syao.g_01821
OG0000946	Pram.g_01793	Syao.g_01852
OG0000947	Pram.g_01795	Syao.g_01849
OG0000948	Pram.g_01796	Syao.g_01848
OG0000949	Pram.g_01799	Syao.g_01970
OG0000950	Pram.g_01806	Syao.g_01957
OG0000951	Pram.g_01810	Syao.g_02262
OG0000952	Pram.g_01814	Syao.g_02266
OG0000953	Pram.g_01818	Syao.g_02130
OG0000954	Pram.g_01822	Syao.g_02135
OG0000955	Pram.g_01823	Syao.g_02136
OG0000956	Pram.g_01825	Syao.g_02138
OG0000957	Pram.g_01831	Syao.g_01951
OG0000958	Pram.g_01832	Syao.g_01950
OG0000959	Pram.g_01836	Syao.g_01947
OG0000960	Pram.g_01837	Syao.g_01946
OG0000961	Pram.g_01840	Syao.g_02496
OG0000962	Pram.g_01842	Syao.g_02191
OG0000963	Pram.g_01846	Syao.g_02186
OG0000964	Pram.g_01847	Syao.g_02185
OG0000965	Pram.g_01848	Syao.g_02184
OG0000966	Pram.g_01854	Syao.g_02172
OG0000967	Pram.g_01858	Syao.g_02167
OG0000968	Pram.g_01860	Syao.g_02199
OG0000969	Pram.g_01861	Syao.g_02200
OG0000970	Pram.g_01862	Syao.g_02201
OG0000971	Pram.g_01863	Syao.g_02203
OG0000972	Pram.g_01864	Syao.g_02204
OG0000973	Pram.g_01865	Syao.g_02205
OG0000974	Pram.g_01866	Syao.g_02206
OG0000975	Pram.g_01867	Syao.g_02207
OG0000976	Pram.g_01868	Syao.g_02208
OG0000977	Pram.g_01869	Syao.g_02210
OG0000978	Pram.g_01870	Syao.g_02211
OG0000979	Pram.g_01873	Syao.g_02214
OG0000980	Pram.g_01875	Syao.g_02217
OG0000981	Pram.g_01878	Syao.g_02220
OG0000982	Pram.g_01880	Syao.g_02437
OG0000983	Pram.g_01881	Syao.g_02438
OG0000984	Pram.g_01882	Syao.g_02439
OG0000985	Pram.g_01885	Syao.g_02443
OG0000986	Pram.g_01887	Syao.g_02445
OG0000987	Pram.g_01888	Syao.g_02447
OG0000988	Pram.g_01891	Syao.g_02452
OG0000989	Pram.g_01895	Syao.g_02368
OG0000990	Pram.g_01900	Syao.g_02362
OG0000991	Pram.g_01901	Syao.g_02354
OG0000992	Pram.g_01904	Syao.g_02279
OG0000993	Pram.g_01905	Syao.g_02280
OG0000994	Pram.g_01906	Syao.g_02283
OG0000995	Pram.g_01910	Syao.g_02287
OG0000996	Pram.g_01911	Syao.g_02305
OG0000997	Pram.g_01913	Syao.g_02326
OG0000998	Pram.g_01915	Syao.g_02328
OG0000999	Pram.g_01916	Syao.g_02329
OG0001000	Pram.g_01919	Syao.g_02333
OG0001001	Pram.g_01924	Syao.g_02338
OG0001002	Pram.g_01929	Syao.g_02345
OG0001003	Pram.g_01930	Syao.g_02347
OG0001004	Pram.g_01931	Syao.g_02348
OG0001005	Pram.g_01932	Syao.g_02194
OG0001006	Pram.g_01936	Syao.g_02159
OG0001007	Pram.g_01938	Syao.g_02161
OG0001008	Pram.g_00372	Syao.g_01737
OG0001009	Pram.g_00014	Syao.g_02239
OG0001010	Pram.g_00015	Syao.g_02238
OG0001011	Pram.g_00016	Syao.g_02236
OG0001012	Pram.g_00028	Syao.g_00322
OG0001013	Pram.g_00035	Syao.g_02413
OG0001014	Pram.g_00038	Syao.g_02407
OG0001015	Pram.g_00039	Syao.g_02406
OG0001016	Pram.g_00058	Syao.g_02622
OG0001017	Pram.g_00062	Syao.g_02628
OG0001018	Pram.g_00064	Syao.g_02630
OG0001019	Pram.g_00073	Syao.g_02654
OG0001020	Pram.g_00074	Syao.g_02663
OG0001021	Pram.g_00075	Syao.g_02666
OG0001022	Pram.g_00078	Syao.g_02670
OG0001023	Pram.g_00079	Syao.g_02671
OG0001024	Pram.g_00082	Syao.g_01018
OG0001025	Pram.g_00089	Syao.g_02597
OG0001026	Pram.g_00097	Syao.g_02594
OG0001027	Pram.g_00098	Syao.g_02564
OG0001028	Pram.g_00100	Syao.g_02568
OG0001029	Pram.g_00101	Syao.g_02570
OG0001030	Pram.g_00117	Syao.g_02545
OG0001031	Pram.g_00171	Syao.g_02528
OG0001032	Pram.g_00172	Syao.g_02530
OG0001033	Pram.g_00193	Syao.g_01016
OG0001034	Pram.g_00223	Syao.g_01704
OG0001035	Pram.g_00243	Syao.g_02101
OG0001036	Pram.g_00247	Syao.g_02096
OG0001037	Pram.g_00248	Syao.g_02094
OG0001038	Pram.g_00266	Syao.g_02065
OG0001039	Pram.g_00269	Syao.g_02062
OG0001040	Pram.g_00271	Syao.g_02059
OG0001041	Pram.g_00276	Syao.g_02055
OG0001042	Pram.g_00293	Syao.g_02032
OG0001043	Pram.g_00294	Syao.g_02028
OG0001044	Pram.g_00327	Syao.g_01878
OG0001045	Pram.g_00337	Syao.g_01865
OG0001046	Pram.g_01537	Syao.g_00827
OG0001047	Pram.g_00374	Syao.g_01739
OG0001048	Pram.g_00375	Syao.g_01740
OG0001049	Pram.g_00377	Syao.g_01616
OG0001050	Pram.g_00378	Syao.g_01618
OG0001051	Pram.g_00379	Syao.g_01619
OG0001052	Pram.g_00407	Syao.g_02686
OG0001053	Pram.g_00419	Syao.g_00025
OG0001054	Pram.g_00434	Syao.g_00104
OG0001055	Pram.g_00454	Syao.g_00156
OG0001056	Pram.g_00474	Syao.g_01417
OG0001057	Pram.g_00478	Syao.g_00879
OG0001058	Pram.g_00486	Syao.g_00862
OG0001059	Pram.g_00490	Syao.g_00858
OG0001060	Pram.g_00497	Syao.g_00852
OG0001062	Pram.g_00514	Syao.g_01050
OG0001063	Pram.g_00516	Syao.g_01042
OG0001064	Pram.g_00517	Syao.g_01041
OG0001065	Pram.g_00518	Syao.g_01040
OG0001066	Pram.g_00519	Syao.g_01039
OG0001067	Pram.g_00520	Syao.g_01038
OG0001068	Pram.g_00521	Syao.g_01037
OG0001069	Pram.g_00522	Syao.g_01036
OG0001070	Pram.g_00524	Syao.g_01032
OG0001071	Pram.g_00525	Syao.g_01031
OG0001072	Pram.g_00527	Syao.g_01027
OG0001073	Pram.g_00541	Syao.g_00991
OG0001074	Pram.g_00553	Syao.g_00392
OG0001075	Pram.g_00554	Syao.g_00391
OG0001076	Pram.g_00562	Syao.g_01339
OG0001077	Pram.g_00568	Syao.g_01323
OG0001078	Pram.g_01074	Syao.g_00895
OG0001079	Pram.g_01063	Syao.g_00911
OG0001081	Pram.g_01055	Syao.g_00925
OG0001082	Pram.g_01054	Syao.g_00926
OG0001083	Pram.g_01049	Syao.g_00934
OG0001084	Pram.g_01048	Syao.g_00935
OG0001085	Pram.g_00760	Syao.g_00947
OG0001086	Pram.g_00761	Syao.g_00949
OG0001087	Pram.g_00779	Syao.g_01419
OG0001088	Pram.g_00780	Syao.g_00211
OG0001089	Pram.g_00791	Syao.g_00376
OG0001090	Pram.g_00802	Syao.g_00494
OG0001091	Pram.g_01027	Syao.g_00491
OG0001092	Pram.g_01026	Syao.g_00489
OG0001093	Pram.g_01021	Syao.g_00482
OG0001094	Pram.g_01028	Syao.g_00750
OG0001095	Pram.g_00822	Syao.g_00771
OG0001096	Pram.g_00836	Syao.g_00786
OG0001097	Pram.g_00855	Syao.g_00552
OG0001098	Pram.g_00876	Syao.g_00731
OG0001099	Pram.g_00717	Syao.g_02569
OG0001100	Pram.g_00726	Syao.g_00957
OG0001101	Pram.g_00728	Syao.g_00959
OG0001102	Pram.g_00731	Syao.g_00962
OG0001103	Pram.g_00733	Syao.g_00964
OG0001105	Pram.g_00759	Syao.g_00736
OG0001106	Pram.g_00931	Syao.g_00688
OG0001107	Pram.g_00941	Syao.g_00676
OG0001108	Pram.g_00945	Syao.g_00669
OG0001109	Pram.g_00946	Syao.g_00667
OG0001110	Pram.g_00948	Syao.g_00665
OG0001111	Pram.g_00949	Syao.g_00663
OG0001112	Pram.g_00950	Syao.g_00661
OG0001113	Pram.g_00951	Syao.g_00660
OG0001114	Pram.g_00952	Syao.g_00659
OG0001115	Pram.g_00954	Syao.g_00832
OG0001116	Pram.g_00955	Syao.g_00830
OG0001117	Pram.g_00956	Syao.g_00829
OG0001118	Pram.g_00957	Syao.g_00828
OG0001119	Pram.g_00958	Syao.g_00826
OG0001120	Pram.g_00959	Syao.g_00822
OG0001122	Pram.g_00976	Syao.g_00445
OG0001123	Pram.g_00981	Syao.g_00451
OG0001124	Pram.g_00983	Syao.g_00453
OG0001125	Pram.g_00985	Syao.g_00456
OG0001126	Pram.g_00899	Syao.g_00504
OG0001127	Pram.g_00898	Syao.g_00505
OG0001128	Pram.g_00896	Syao.g_00508
OG0001129	Pram.g_00895	Syao.g_00510
OG0001130	Pram.g_00894	Syao.g_00511
OG0001131	Pram.g_00356	Syao.g_01387
OG0001132	Pram.g_00683	Syao.g_01221
OG0001133	Pram.g_01469	Syao.g_01333
OG0001134	Pram.g_01546	Syao.g_01428
OG0001135	Pram.g_01549	Syao.g_01424
OG0001136	Pram.g_01143	Syao.g_00126
OG0001137	Pram.g_01130	Syao.g_00194
OG0001138	Pram.g_01109	Syao.g_00227
OG0001139	Pram.g_01107	Syao.g_00225
OG0001140	Pram.g_01106	Syao.g_00224
OG0001141	Pram.g_01105	Syao.g_00254
OG0001142	Pram.g_01104	Syao.g_00253
OG0001143	Pram.g_01097	Syao.g_00243
OG0001144	Pram.g_01092	Syao.g_00276
OG0001145	Pram.g_01222	Syao.g_01446
OG0001146	Pram.g_01234	Syao.g_01455
OG0001147	Pram.g_01475	Syao.g_00095
OG0001148	Pram.g_01466	Syao.g_00038
OG0001149	Pram.g_01465	Syao.g_00039
OG0001150	Pram.g_01464	Syao.g_00040
OG0001151	Pram.g_01452	Syao.g_02706
OG0001152	Pram.g_01451	Syao.g_02707
OG0001153	Pram.g_01346	Syao.g_00083
OG0001154	Pram.g_01345	Syao.g_00084
OG0001155	Pram.g_01328	Syao.g_01747
OG0001156	Pram.g_01325	Syao.g_01744
OG0001157	Pram.g_01324	Syao.g_01743
OG0001158	Pram.g_01323	Syao.g_01742
OG0001159	Pram.g_01322	Syao.g_01741
OG0001160	Pram.g_01296	Syao.g_01579
OG0001161	Pram.g_01577	Syao.g_02373
OG0001162	Pram.g_01590	Syao.g_02650
OG0001163	Pram.g_01624	Syao.g_01571
OG0001164	Pram.g_01627	Syao.g_01564
OG0001165	Pram.g_01630	Syao.g_01559
OG0001166	Pram.g_01651	Syao.g_01673
OG0001167	Pram.g_01669	Syao.g_01006
OG0001168	Pram.g_01671	Syao.g_01648
OG0001169	Pram.g_01673	Syao.g_01646
OG0001170	Pram.g_01675	Syao.g_01644
OG0001171	Pram.g_01685	Syao.g_01632
OG0001172	Pram.g_01700	Syao.g_01914
OG0001173	Pram.g_01701	Syao.g_01915
OG0001174	Pram.g_01709	Syao.g_01923
OG0001175	Pram.g_01710	Syao.g_01924
OG0001176	Pram.g_01718	Syao.g_01799
OG0001177	Pram.g_01720	Syao.g_01802
OG0001178	Pram.g_01637	Syao.g_01541
OG0001179	Pram.g_01753	Syao.g_01768
OG0001180	Pram.g_01776	Syao.g_01833
OG0001181	Pram.g_01780	Syao.g_01829
OG0001182	Pram.g_01788	Syao.g_01820
OG0001183	Pram.g_01794	Syao.g_01851
OG0001184	Pram.g_01812	Syao.g_02264
OG0001185	Pram.g_01828	Syao.g_02147
OG0001186	Pram.g_01852	Syao.g_02173
OG0001187	Pram.g_01855	Syao.g_02171
