Orthogroup	Prba	Prat
OG0000591	Prba.g_01672	Prat.g_01079
OG0000592	Prba.g_01671	Prat.g_01078
OG0000593	Prba.g_01670	Prat.g_01077
OG0000594	Prba.g_01669	Prat.g_01076
OG0000595	Prba.g_01668	Prat.g_01075
OG0000596	Prba.g_01667	Prat.g_01074
OG0000597	Prba.g_01663	Prat.g_01070
OG0000598	Prba.g_01662	Prat.g_01069
OG0000599	Prba.g_01661	Prat.g_01068
OG0000600	Prba.g_01660	Prat.g_01067
OG0000601	Prba.g_01659	Prat.g_01066
OG0000602	Prba.g_01658	Prat.g_01065
OG0000603	Prba.g_01657	Prat.g_01064
OG0000604	Prba.g_01656	Prat.g_01063
OG0000605	Prba.g_01655	Prat.g_01062
OG0000606	Prba.g_01654	Prat.g_01061
OG0000607	Prba.g_01653	Prat.g_01059
OG0000608	Prba.g_01652	Prat.g_01058
OG0000609	Prba.g_01650	Prat.g_01056
OG0000610	Prba.g_01649	Prat.g_01055
OG0000611	Prba.g_01647	Prat.g_00744
OG0000612	Prba.g_01646	Prat.g_00745
OG0000613	Prba.g_01644	Prat.g_00747
OG0000614	Prba.g_01638	Prat.g_00752
OG0000615	Prba.g_01637	Prat.g_00753
OG0000616	Prba.g_01636	Prat.g_00754
OG0000617	Prba.g_01634	Prat.g_00757
OG0000618	Prba.g_01633	Prat.g_00758
OG0000619	Prba.g_01632	Prat.g_00759
OG0000620	Prba.g_01630	Prat.g_00761
OG0000621	Prba.g_01629	Prat.g_00762
OG0000622	Prba.g_01628	Prat.g_00763
OG0000623	Prba.g_01627	Prat.g_00764
OG0000624	Prba.g_01625	Prat.g_00767
OG0000625	Prba.g_01624	Prat.g_00768
OG0000626	Prba.g_01623	Prat.g_00769
OG0000627	Prba.g_01622	Prat.g_00772
OG0000628	Prba.g_01621	Prat.g_00773
OG0000629	Prba.g_01620	Prat.g_00774
OG0000630	Prba.g_01618	Prat.g_00776
OG0000631	Prba.g_01617	Prat.g_00777
OG0000632	Prba.g_01613	Prat.g_01882
OG0000633	Prba.g_01612	Prat.g_00826
OG0000634	Prba.g_01593	Prat.g_00789
OG0000635	Prba.g_01591	Prat.g_00791
OG0000636	Prba.g_01590	Prat.g_00792
OG0000637	Prba.g_01588	Prat.g_00797
OG0000638	Prba.g_01587	Prat.g_00798
OG0000639	Prba.g_01586	Prat.g_00799
OG0000640	Prba.g_01585	Prat.g_00800
OG0000641	Prba.g_01584	Prat.g_00801
OG0000642	Prba.g_01583	Prat.g_00802
OG0000643	Prba.g_01582	Prat.g_00803
OG0000644	Prba.g_01580	Prat.g_00805
OG0000645	Prba.g_01579	Prat.g_00807
OG0000646	Prba.g_01578	Prat.g_00808
OG0000647	Prba.g_01577	Prat.g_00809
OG0000648	Prba.g_01576	Prat.g_00811
OG0000649	Prba.g_01575	Prat.g_00812
OG0000650	Prba.g_01574	Prat.g_00813
OG0000651	Prba.g_01573	Prat.g_00814
OG0000652	Prba.g_01571	Prat.g_00816
OG0000653	Prba.g_01556	Prat.g_01225
OG0000654	Prba.g_01554	Prat.g_01486
OG0000655	Prba.g_01545	Prat.g_00600
OG0000656	Prba.g_01541	Prat.g_01472
OG0000657	Prba.g_01534	Prat.g_00888
OG0000658	Prba.g_01533	Prat.g_00887
OG0000659	Prba.g_01532	Prat.g_00886
OG0000660	Prba.g_01521	Prat.g_00345
OG0000661	Prba.g_01512	Prat.g_00859
OG0000662	Prba.g_01510	Prat.g_00863
OG0000663	Prba.g_01508	Prat.g_00865
OG0000664	Prba.g_01507	Prat.g_00866
OG0000665	Prba.g_01506	Prat.g_00867
OG0000666	Prba.g_01505	Prat.g_01043
OG0000667	Prba.g_01504	Prat.g_01042
OG0000668	Prba.g_01503	Prat.g_01041
OG0000669	Prba.g_01502	Prat.g_01040
OG0000670	Prba.g_01500	Prat.g_01038
OG0000671	Prba.g_01499	Prat.g_01037
OG0000672	Prba.g_01498	Prat.g_01036
OG0000673	Prba.g_01497	Prat.g_01035
OG0000674	Prba.g_01496	Prat.g_01034
OG0000675	Prba.g_01495	Prat.g_01033
OG0000676	Prba.g_01493	Prat.g_01031
OG0000677	Prba.g_01491	Prat.g_01029
OG0000678	Prba.g_01490	Prat.g_01028
OG0000679	Prba.g_01489	Prat.g_01027
OG0000680	Prba.g_01488	Prat.g_01026
OG0000681	Prba.g_01487	Prat.g_01025
OG0000682	Prba.g_01486	Prat.g_01024
OG0000683	Prba.g_01485	Prat.g_01023
OG0000684	Prba.g_01484	Prat.g_01021
OG0000685	Prba.g_01483	Prat.g_01020
OG0000686	Prba.g_01482	Prat.g_01019
OG0000687	Prba.g_01481	Prat.g_01018
OG0000688	Prba.g_01480	Prat.g_01017
OG0000689	Prba.g_01479	Prat.g_01016
OG0000690	Prba.g_01478	Prat.g_01015
OG0000691	Prba.g_01476	Prat.g_01013
OG0000692	Prba.g_01475	Prat.g_01012
OG0000693	Prba.g_01474	Prat.g_01011
OG0000694	Prba.g_01473	Prat.g_01010
OG0000695	Prba.g_01472	Prat.g_01009
OG0000696	Prba.g_01471	Prat.g_01008
OG0000697	Prba.g_01469	Prat.g_01007
OG0000698	Prba.g_01468	Prat.g_01006
OG0000699	Prba.g_01464	Prat.g_01003
OG0000700	Prba.g_01463	Prat.g_01002
OG0000701	Prba.g_01462	Prat.g_01001
OG0000702	Prba.g_01461	Prat.g_01000
OG0000703	Prba.g_01460	Prat.g_00999
OG0000704	Prba.g_01459	Prat.g_00998
OG0000705	Prba.g_01457	Prat.g_00996
OG0000706	Prba.g_01456	Prat.g_00995
OG0000707	Prba.g_01455	Prat.g_00994
OG0000708	Prba.g_01454	Prat.g_00993
OG0000709	Prba.g_01453	Prat.g_00992
OG0000710	Prba.g_01452	Prat.g_00991
OG0000711	Prba.g_01451	Prat.g_00990
OG0000712	Prba.g_01450	Prat.g_00989
OG0000713	Prba.g_01449	Prat.g_00988
OG0000714	Prba.g_01447	Prat.g_00984
OG0000715	Prba.g_01446	Prat.g_00983
OG0000716	Prba.g_01445	Prat.g_00982
OG0000717	Prba.g_01444	Prat.g_00981
OG0000718	Prba.g_01443	Prat.g_00980
OG0000719	Prba.g_01441	Prat.g_00978
OG0000720	Prba.g_01439	Prat.g_00974
OG0000721	Prba.g_01438	Prat.g_00973
OG0000722	Prba.g_01411	Prat.g_00694
OG0000723	Prba.g_01407	Prat.g_00699
OG0000724	Prba.g_01404	Prat.g_00705
OG0000725	Prba.g_01403	Prat.g_00707
OG0000726	Prba.g_01402	Prat.g_00708
OG0000727	Prba.g_01401	Prat.g_00709
OG0000728	Prba.g_01400	Prat.g_00710
OG0000729	Prba.g_01398	Prat.g_00712
OG0000730	Prba.g_01397	Prat.g_00713
OG0000731	Prba.g_01395	Prat.g_00716
OG0000732	Prba.g_01394	Prat.g_00717
OG0000733	Prba.g_01393	Prat.g_00718
OG0000734	Prba.g_01392	Prat.g_00719
OG0000735	Prba.g_01391	Prat.g_00720
OG0000736	Prba.g_01389	Prat.g_00722
OG0000737	Prba.g_01388	Prat.g_00723
OG0000738	Prba.g_01386	Prat.g_00725
OG0000739	Prba.g_01385	Prat.g_00726
OG0000740	Prba.g_01384	Prat.g_00728
OG0000741	Prba.g_01382	Prat.g_00730
OG0000742	Prba.g_01381	Prat.g_00731
OG0000743	Prba.g_01378	Prat.g_00735
OG0000744	Prba.g_01377	Prat.g_00736
OG0000745	Prba.g_01375	Prat.g_00738
OG0000746	Prba.g_01374	Prat.g_00739
OG0000747	Prba.g_01373	Prat.g_00740
OG0000748	Prba.g_01372	Prat.g_00741
OG0000749	Prba.g_01371	Prat.g_00742
OG0000750	Prba.g_01370	Prat.g_00743
OG0000751	Prba.g_01368	Prat.g_01051
OG0000752	Prba.g_01367	Prat.g_01050
OG0000753	Prba.g_01366	Prat.g_01049
OG0000754	Prba.g_01365	Prat.g_01048
OG0000755	Prba.g_01363	Prat.g_01046
OG0000756	Prba.g_01362	Prat.g_01045
OG0000757	Prba.g_01361	Prat.g_01044
OG0000758	Prba.g_01360	Prat.g_00868
OG0000759	Prba.g_01359	Prat.g_00869
OG0000760	Prba.g_01358	Prat.g_00870
OG0000761	Prba.g_01357	Prat.g_00871
OG0000762	Prba.g_01355	Prat.g_00873
OG0000763	Prba.g_01354	Prat.g_00874
OG0000764	Prba.g_01353	Prat.g_00876
OG0000765	Prba.g_01352	Prat.g_00877
OG0000766	Prba.g_01351	Prat.g_00878
OG0000767	Prba.g_01350	Prat.g_00879
OG0000768	Prba.g_01349	Prat.g_00880
OG0000769	Prba.g_01348	Prat.g_00881
OG0000770	Prba.g_01347	Prat.g_00883
OG0000771	Prba.g_01346	Prat.g_00884
OG0000772	Prba.g_01345	Prat.g_00944
OG0000773	Prba.g_01343	Prat.g_00889
OG0000774	Prba.g_01342	Prat.g_00890
OG0000775	Prba.g_01341	Prat.g_00891
OG0000776	Prba.g_01340	Prat.g_00893
OG0000777	Prba.g_01339	Prat.g_00894
OG0000778	Prba.g_01338	Prat.g_00895
OG0000779	Prba.g_01336	Prat.g_00897
OG0000780	Prba.g_01335	Prat.g_00898
OG0000781	Prba.g_01334	Prat.g_00899
OG0000782	Prba.g_01332	Prat.g_00901
OG0000783	Prba.g_01331	Prat.g_00902
OG0000784	Prba.g_01330	Prat.g_00903
OG0000785	Prba.g_01329	Prat.g_00904
OG0000786	Prba.g_01328	Prat.g_00905
OG0000787	Prba.g_01326	Prat.g_00907
OG0000788	Prba.g_01325	Prat.g_00908
OG0000789	Prba.g_01324	Prat.g_00909
OG0000790	Prba.g_01323	Prat.g_00910
OG0000791	Prba.g_01322	Prat.g_00911
OG0000792	Prba.g_01321	Prat.g_00912
OG0000793	Prba.g_01320	Prat.g_00913
OG0000794	Prba.g_01319	Prat.g_00914
OG0000795	Prba.g_01318	Prat.g_00915
OG0000796	Prba.g_01316	Prat.g_00916
OG0000797	Prba.g_01314	Prat.g_00917
OG0000798	Prba.g_01313	Prat.g_00918
OG0000799	Prba.g_01312	Prat.g_00919
OG0000800	Prba.g_01311	Prat.g_00920
OG0000801	Prba.g_01310	Prat.g_00921
OG0000802	Prba.g_01308	Prat.g_00923
OG0000803	Prba.g_01307	Prat.g_00924
OG0000804	Prba.g_01295	Prat.g_00929
OG0000805	Prba.g_01293	Prat.g_00931
OG0000806	Prba.g_01292	Prat.g_00932
OG0000807	Prba.g_01291	Prat.g_00933
OG0000808	Prba.g_01290	Prat.g_00934
OG0000809	Prba.g_01286	Prat.g_00939
OG0000810	Prba.g_01285	Prat.g_00941
OG0000811	Prba.g_01284	Prat.g_00942
OG0000812	Prba.g_01283	Prat.g_00943
OG0000813	Prba.g_01282	Prat.g_00946
OG0000814	Prba.g_01281	Prat.g_00947
OG0000815	Prba.g_01280	Prat.g_00948
OG0000816	Prba.g_01278	Prat.g_00951
OG0000817	Prba.g_01275	Prat.g_00955
OG0000818	Prba.g_01274	Prat.g_00956
OG0000819	Prba.g_01272	Prat.g_00957
OG0000820	Prba.g_01271	Prat.g_00958
OG0000821	Prba.g_01270	Prat.g_00959
OG0000822	Prba.g_01269	Prat.g_00960
OG0000823	Prba.g_01266	Prat.g_00963
OG0000824	Prba.g_01265	Prat.g_00964
OG0000825	Prba.g_01263	Prat.g_00966
OG0000826	Prba.g_01262	Prat.g_00967
OG0000827	Prba.g_01261	Prat.g_00968
OG0000828	Prba.g_01259	Prat.g_00970
OG0000829	Prba.g_01234	Prat.g_01204
OG0000830	Prba.g_01225	Prat.g_01479
OG0000831	Prba.g_01222	Prat.g_01197
OG0000832	Prba.g_01221	Prat.g_01480
OG0000833	Prba.g_01214	Prat.g_01214
OG0000834	Prba.g_00749	Prat.g_01199
OG0000835	Prba.g_00745	Prat.g_00354
OG0000836	Prba.g_00743	Prat.g_01373
OG0000837	Prba.g_00729	Prat.g_01211
OG0000838	Prba.g_00096	Prat.g_01560
OG0000839	Prba.g_00095	Prat.g_01559
OG0000840	Prba.g_00090	Prat.g_01175
OG0000841	Prba.g_00083	Prat.g_01177
OG0000842	Prba.g_00079	Prat.g_01171
OG0000843	Prba.g_00077	Prat.g_01169
OG0000844	Prba.g_00076	Prat.g_01168
OG0000845	Prba.g_00075	Prat.g_01167
OG0000846	Prba.g_00074	Prat.g_01166
OG0000847	Prba.g_00073	Prat.g_01165
OG0000848	Prba.g_00072	Prat.g_01164
OG0000849	Prba.g_00071	Prat.g_01163
OG0000850	Prba.g_00070	Prat.g_01162
OG0000851	Prba.g_00068	Prat.g_01159
OG0000852	Prba.g_00065	Prat.g_01157
OG0000853	Prba.g_00063	Prat.g_01155
OG0000854	Prba.g_00062	Prat.g_01154
OG0000855	Prba.g_00060	Prat.g_01153
OG0000856	Prba.g_00059	Prat.g_01152
OG0000857	Prba.g_00058	Prat.g_01151
OG0000858	Prba.g_00056	Prat.g_01148
OG0000859	Prba.g_00055	Prat.g_01147
OG0000860	Prba.g_00054	Prat.g_01146
OG0000861	Prba.g_00053	Prat.g_01145
OG0000862	Prba.g_00052	Prat.g_01144
OG0000863	Prba.g_00051	Prat.g_01142
OG0000864	Prba.g_00050	Prat.g_01141
OG0000865	Prba.g_00049	Prat.g_01140
OG0000866	Prba.g_00048	Prat.g_01139
OG0000867	Prba.g_00045	Prat.g_01136
OG0000868	Prba.g_00043	Prat.g_01135
OG0000869	Prba.g_00042	Prat.g_01134
OG0000870	Prba.g_00041	Prat.g_01131
OG0000871	Prba.g_00040	Prat.g_01130
OG0000872	Prba.g_00039	Prat.g_01128
OG0000873	Prba.g_00038	Prat.g_01127
OG0000874	Prba.g_00037	Prat.g_01126
OG0000875	Prba.g_00036	Prat.g_01124
OG0000876	Prba.g_00034	Prat.g_01123
OG0000877	Prba.g_00033	Prat.g_01122
OG0000878	Prba.g_00032	Prat.g_01121
OG0000879	Prba.g_00031	Prat.g_01120
OG0000880	Prba.g_00030	Prat.g_01119
OG0000881	Prba.g_00029	Prat.g_01118
OG0000882	Prba.g_00028	Prat.g_01117
OG0000883	Prba.g_00027	Prat.g_01116
OG0000884	Prba.g_00026	Prat.g_01115
OG0000885	Prba.g_00025	Prat.g_01114
OG0000886	Prba.g_00024	Prat.g_01113
OG0000887	Prba.g_00023	Prat.g_01112
OG0000888	Prba.g_00022	Prat.g_01111
OG0000889	Prba.g_00021	Prat.g_01110
OG0000890	Prba.g_00020	Prat.g_01108
OG0000891	Prba.g_00019	Prat.g_01107
OG0000892	Prba.g_00018	Prat.g_01106
OG0000893	Prba.g_00017	Prat.g_01105
OG0000894	Prba.g_00015	Prat.g_01104
OG0000895	Prba.g_00014	Prat.g_01103
OG0000896	Prba.g_00012	Prat.g_01101
OG0000897	Prba.g_00011	Prat.g_01100
OG0000898	Prba.g_00010	Prat.g_01099
OG0000899	Prba.g_00009	Prat.g_01098
OG0000900	Prba.g_00007	Prat.g_00594
OG0000901	Prba.g_01167	Prat.g_00626
OG0000902	Prba.g_01181	Prat.g_01238
OG0000903	Prba.g_01182	Prat.g_01239
OG0000904	Prba.g_01183	Prat.g_01240
OG0000905	Prba.g_01184	Prat.g_01241
OG0000906	Prba.g_01185	Prat.g_01242
OG0000907	Prba.g_01187	Prat.g_01244
OG0000908	Prba.g_01188	Prat.g_01245
OG0000909	Prba.g_01189	Prat.g_01246
OG0000910	Prba.g_01190	Prat.g_01247
OG0000911	Prba.g_01191	Prat.g_01248
OG0000912	Prba.g_01194	Prat.g_01251
OG0000913	Prba.g_01195	Prat.g_01252
OG0000914	Prba.g_01196	Prat.g_01253
OG0000915	Prba.g_01198	Prat.g_01255
OG0000916	Prba.g_01199	Prat.g_01256
OG0000917	Prba.g_01200	Prat.g_01257
OG0000918	Prba.g_01201	Prat.g_01258
OG0000919	Prba.g_01202	Prat.g_01259
OG0000920	Prba.g_01203	Prat.g_01260
OG0000921	Prba.g_01205	Prat.g_01263
OG0000922	Prba.g_01206	Prat.g_01264
OG0000923	Prba.g_00214	Prat.g_01282
OG0000924	Prba.g_00213	Prat.g_01283
OG0000925	Prba.g_00210	Prat.g_01287
OG0000926	Prba.g_00209	Prat.g_01471
OG0000927	Prba.g_00208	Prat.g_01178
OG0000928	Prba.g_00206	Prat.g_01455
OG0000929	Prba.g_00204	Prat.g_01200
OG0000930	Prba.g_00202	Prat.g_01181
OG0000931	Prba.g_00201	Prat.g_00976
OG0000932	Prba.g_00198	Prat.g_01228
OG0000933	Prba.g_00194	Prat.g_01293
OG0000934	Prba.g_00193	Prat.g_01294
OG0000935	Prba.g_00192	Prat.g_01295
OG0000936	Prba.g_00191	Prat.g_01296
OG0000937	Prba.g_00190	Prat.g_01297
OG0000938	Prba.g_00189	Prat.g_01298
OG0000939	Prba.g_00188	Prat.g_01299
OG0000940	Prba.g_00187	Prat.g_01300
OG0000941	Prba.g_00186	Prat.g_01301
OG0000942	Prba.g_00185	Prat.g_01302
OG0000943	Prba.g_00184	Prat.g_01303
OG0000944	Prba.g_00183	Prat.g_01304
OG0000945	Prba.g_00182	Prat.g_01305
OG0000946	Prba.g_00181	Prat.g_01306
OG0000947	Prba.g_00180	Prat.g_01307
OG0000948	Prba.g_00179	Prat.g_01308
OG0000949	Prba.g_00178	Prat.g_01309
OG0000950	Prba.g_00154	Prat.g_01769
OG0000951	Prba.g_00115	Prat.g_01333
OG0000952	Prba.g_00114	Prat.g_01334
OG0000953	Prba.g_00113	Prat.g_01335
OG0000954	Prba.g_00112	Prat.g_01336
OG0000955	Prba.g_00111	Prat.g_01337
OG0000956	Prba.g_00109	Prat.g_01339
OG0000957	Prba.g_00108	Prat.g_01340
OG0000958	Prba.g_00107	Prat.g_01341
OG0000959	Prba.g_00106	Prat.g_01342
OG0000960	Prba.g_00105	Prat.g_01343
OG0000961	Prba.g_00720	Prat.g_01344
OG0000962	Prba.g_00719	Prat.g_01345
OG0000963	Prba.g_00718	Prat.g_01346
OG0000964	Prba.g_00717	Prat.g_01348
OG0000965	Prba.g_00715	Prat.g_01350
OG0000966	Prba.g_00714	Prat.g_01351
OG0000967	Prba.g_00711	Prat.g_01355
OG0000968	Prba.g_00710	Prat.g_01356
OG0000969	Prba.g_00709	Prat.g_01357
OG0000970	Prba.g_00708	Prat.g_01358
OG0000971	Prba.g_00707	Prat.g_01359
OG0000972	Prba.g_00706	Prat.g_01360
OG0000973	Prba.g_00704	Prat.g_01362
OG0000974	Prba.g_00703	Prat.g_01363
OG0000975	Prba.g_00702	Prat.g_01364
OG0000976	Prba.g_00701	Prat.g_01365
OG0000977	Prba.g_00700	Prat.g_01366
OG0000978	Prba.g_00699	Prat.g_01367
OG0000979	Prba.g_00698	Prat.g_01368
OG0000980	Prba.g_00697	Prat.g_01369
OG0000981	Prba.g_00696	Prat.g_01370
OG0000982	Prba.g_00695	Prat.g_01371
OG0000983	Prba.g_00694	Prat.g_01372
OG0000984	Prba.g_00690	Prat.g_01378
OG0000985	Prba.g_00689	Prat.g_01379
OG0000986	Prba.g_00688	Prat.g_01380
OG0000987	Prba.g_00686	Prat.g_01382
OG0000988	Prba.g_00685	Prat.g_01383
OG0000989	Prba.g_00684	Prat.g_01384
OG0000990	Prba.g_00683	Prat.g_01385
OG0000991	Prba.g_00682	Prat.g_01386
OG0000992	Prba.g_00681	Prat.g_01387
OG0000993	Prba.g_00680	Prat.g_01388
OG0000994	Prba.g_00679	Prat.g_01389
OG0000995	Prba.g_00678	Prat.g_01390
OG0000996	Prba.g_00677	Prat.g_01391
OG0000997	Prba.g_00350	Prat.g_01393
OG0000998	Prba.g_00347	Prat.g_01399
OG0000999	Prba.g_00345	Prat.g_01403
OG0001000	Prba.g_00344	Prat.g_01405
OG0001001	Prba.g_00343	Prat.g_01407
OG0001002	Prba.g_00341	Prat.g_01409
OG0001003	Prba.g_00340	Prat.g_01410
OG0001004	Prba.g_00339	Prat.g_01411
OG0001005	Prba.g_00338	Prat.g_01412
OG0001006	Prba.g_00336	Prat.g_01414
OG0001007	Prba.g_00335	Prat.g_01415
OG0001008	Prba.g_00334	Prat.g_01416
OG0001009	Prba.g_00333	Prat.g_01417
OG0001010	Prba.g_00332	Prat.g_01418
OG0001011	Prba.g_00331	Prat.g_01420
OG0001012	Prba.g_00330	Prat.g_01421
OG0001013	Prba.g_00329	Prat.g_01422
OG0001014	Prba.g_00328	Prat.g_01423
OG0001015	Prba.g_00327	Prat.g_01424
OG0001016	Prba.g_00326	Prat.g_01425
OG0001017	Prba.g_00325	Prat.g_01426
OG0001018	Prba.g_00324	Prat.g_01427
OG0001019	Prba.g_00323	Prat.g_01428
OG0001020	Prba.g_00322	Prat.g_01429
OG0001021	Prba.g_00321	Prat.g_01430
OG0001022	Prba.g_00320	Prat.g_01431
OG0001023	Prba.g_00319	Prat.g_01432
OG0001024	Prba.g_00317	Prat.g_01434
OG0001025	Prba.g_00316	Prat.g_01435
OG0001026	Prba.g_00315	Prat.g_01436
OG0001027	Prba.g_00314	Prat.g_01437
OG0001028	Prba.g_00313	Prat.g_01439
OG0001029	Prba.g_00312	Prat.g_01440
OG0001030	Prba.g_00309	Prat.g_01443
OG0001031	Prba.g_00308	Prat.g_01444
OG0001032	Prba.g_00300	Prat.g_01502
OG0001033	Prba.g_00293	Prat.g_01457
OG0001034	Prba.g_00266	Prat.g_01022
OG0001035	Prba.g_00232	Prat.g_01585
OG0001036	Prba.g_00231	Prat.g_01586
OG0001037	Prba.g_00619	Prat.g_01593
OG0001038	Prba.g_00618	Prat.g_01594
OG0001039	Prba.g_00617	Prat.g_01595
OG0001040	Prba.g_00616	Prat.g_01596
OG0001041	Prba.g_00614	Prat.g_01598
OG0001042	Prba.g_00613	Prat.g_01599
OG0001043	Prba.g_00612	Prat.g_01600
OG0001044	Prba.g_00611	Prat.g_01601
OG0001045	Prba.g_00610	Prat.g_01602
OG0001046	Prba.g_00609	Prat.g_01603
OG0001047	Prba.g_00608	Prat.g_01604
OG0001048	Prba.g_00606	Prat.g_01605
OG0001049	Prba.g_00605	Prat.g_01606
OG0001050	Prba.g_00604	Prat.g_01607
OG0001051	Prba.g_00603	Prat.g_01608
OG0001052	Prba.g_00602	Prat.g_01609
OG0001053	Prba.g_00601	Prat.g_01610
OG0001054	Prba.g_00600	Prat.g_01611
OG0001055	Prba.g_00599	Prat.g_01612
OG0001056	Prba.g_00598	Prat.g_01613
OG0001057	Prba.g_00596	Prat.g_01615
OG0001058	Prba.g_00595	Prat.g_01616
OG0001059	Prba.g_00594	Prat.g_01617
OG0001060	Prba.g_00593	Prat.g_01618
OG0001061	Prba.g_00592	Prat.g_01619
OG0001062	Prba.g_00591	Prat.g_01621
OG0001063	Prba.g_00590	Prat.g_01622
OG0001064	Prba.g_00589	Prat.g_01623
OG0001065	Prba.g_00588	Prat.g_01624
OG0001066	Prba.g_00587	Prat.g_01625
OG0001067	Prba.g_00586	Prat.g_01626
OG0001068	Prba.g_00585	Prat.g_01627
OG0001069	Prba.g_00582	Prat.g_01630
OG0001070	Prba.g_00580	Prat.g_01632
OG0001071	Prba.g_00579	Prat.g_01633
OG0001072	Prba.g_00578	Prat.g_01634
OG0001073	Prba.g_00577	Prat.g_01635
OG0001074	Prba.g_00576	Prat.g_01636
OG0001075	Prba.g_00574	Prat.g_01639
OG0001076	Prba.g_00573	Prat.g_01641
OG0001077	Prba.g_00572	Prat.g_01642
OG0001078	Prba.g_00571	Prat.g_01643
OG0001079	Prba.g_00570	Prat.g_01644
OG0001080	Prba.g_00569	Prat.g_01645
OG0001081	Prba.g_00568	Prat.g_01646
OG0001082	Prba.g_00567	Prat.g_01647
OG0001083	Prba.g_00566	Prat.g_01648
OG0001084	Prba.g_00565	Prat.g_01649
OG0001085	Prba.g_00564	Prat.g_01650
OG0001086	Prba.g_00357	Prat.g_01655
OG0001087	Prba.g_00358	Prat.g_01657
OG0001088	Prba.g_00359	Prat.g_01658
OG0001089	Prba.g_00361	Prat.g_01661
OG0001090	Prba.g_00362	Prat.g_01662
OG0001091	Prba.g_00363	Prat.g_01663
OG0001092	Prba.g_00364	Prat.g_01664
OG0001093	Prba.g_00365	Prat.g_01665
OG0001094	Prba.g_00366	Prat.g_01666
OG0001095	Prba.g_00367	Prat.g_01667
OG0001096	Prba.g_00368	Prat.g_01668
OG0001097	Prba.g_00369	Prat.g_01669
OG0001098	Prba.g_00370	Prat.g_01670
OG0001099	Prba.g_00371	Prat.g_01671
OG0001100	Prba.g_00372	Prat.g_01672
OG0001101	Prba.g_00373	Prat.g_01673
OG0001102	Prba.g_00376	Prat.g_01677
OG0001103	Prba.g_00377	Prat.g_01678
OG0001104	Prba.g_00378	Prat.g_01682
OG0001105	Prba.g_00380	Prat.g_01680
OG0001106	Prba.g_00382	Prat.g_01676
OG0001107	Prba.g_00383	Prat.g_01675
OG0001108	Prba.g_00384	Prat.g_01674
OG0001109	Prba.g_00387	Prat.g_01684
OG0001110	Prba.g_00389	Prat.g_01686
OG0001111	Prba.g_00390	Prat.g_01687
OG0001112	Prba.g_00391	Prat.g_01688
OG0001113	Prba.g_00392	Prat.g_01689
OG0001114	Prba.g_00393	Prat.g_01690
OG0001115	Prba.g_00394	Prat.g_01691
OG0001116	Prba.g_00395	Prat.g_01692
OG0001117	Prba.g_00396	Prat.g_01693
OG0001118	Prba.g_00397	Prat.g_01694
OG0001119	Prba.g_00398	Prat.g_01695
OG0001120	Prba.g_00399	Prat.g_01696
OG0001121	Prba.g_00400	Prat.g_01697
OG0001122	Prba.g_00401	Prat.g_01698
OG0001123	Prba.g_00402	Prat.g_01699
OG0001124	Prba.g_00403	Prat.g_01700
OG0001125	Prba.g_00404	Prat.g_01701
OG0001126	Prba.g_00405	Prat.g_01702
OG0001127	Prba.g_00406	Prat.g_01703
OG0001128	Prba.g_00407	Prat.g_01704
OG0001129	Prba.g_00408	Prat.g_01705
OG0001130	Prba.g_00409	Prat.g_01706
OG0001131	Prba.g_00410	Prat.g_01707
OG0001132	Prba.g_00411	Prat.g_01708
OG0001133	Prba.g_00412	Prat.g_01709
OG0001134	Prba.g_00413	Prat.g_01710
OG0001135	Prba.g_00414	Prat.g_01711
OG0001136	Prba.g_00415	Prat.g_01712
OG0001137	Prba.g_00416	Prat.g_01713
OG0001138	Prba.g_00417	Prat.g_01714
OG0001139	Prba.g_00418	Prat.g_01715
OG0001140	Prba.g_00419	Prat.g_01327
OG0001141	Prba.g_00421	Prat.g_01717
OG0001142	Prba.g_00422	Prat.g_01718
OG0001143	Prba.g_00423	Prat.g_01719
OG0001144	Prba.g_00425	Prat.g_01721
OG0001145	Prba.g_00427	Prat.g_01723
OG0001146	Prba.g_00428	Prat.g_01724
OG0001147	Prba.g_00430	Prat.g_01727
OG0001148	Prba.g_00431	Prat.g_01728
OG0001149	Prba.g_00432	Prat.g_01729
OG0001150	Prba.g_00435	Prat.g_01732
OG0001151	Prba.g_00436	Prat.g_01733
OG0001152	Prba.g_00437	Prat.g_01734
OG0001153	Prba.g_00438	Prat.g_01735
OG0001154	Prba.g_01048	Prat.g_01736
OG0001155	Prba.g_01049	Prat.g_01737
OG0001156	Prba.g_01050	Prat.g_01738
OG0001157	Prba.g_01052	Prat.g_01740
OG0001158	Prba.g_01053	Prat.g_01742
OG0001159	Prba.g_01054	Prat.g_01744
OG0001160	Prba.g_01055	Prat.g_01745
OG0001161	Prba.g_01059	Prat.g_01748
OG0001162	Prba.g_01060	Prat.g_01749
OG0001163	Prba.g_01061	Prat.g_01750
OG0001164	Prba.g_01062	Prat.g_01751
OG0001165	Prba.g_01063	Prat.g_01752
OG0001166	Prba.g_01064	Prat.g_01753
OG0001167	Prba.g_01065	Prat.g_01754
OG0001168	Prba.g_01067	Prat.g_01756
OG0001169	Prba.g_01068	Prat.g_01757
OG0001170	Prba.g_01070	Prat.g_01760
OG0001171	Prba.g_01071	Prat.g_01761
OG0001172	Prba.g_01072	Prat.g_01762
