Orthogroup	Prav	Prbj
OG0000573	Prav.g_01251	Prbj.g_00794
OG0000574	Prav.g_01252	Prbj.g_00803
OG0000575	Prav.g_01253	Prbj.g_00804
OG0000576	Prav.g_01254	Prbj.g_00805
OG0000577	Prav.g_01255	Prbj.g_00806
OG0000578	Prav.g_01256	Prbj.g_00807
OG0000579	Prav.g_01257	Prbj.g_00809
OG0000580	Prav.g_01258	Prbj.g_00812
OG0000581	Prav.g_01259	Prbj.g_00813
OG0000582	Prav.g_01260	Prbj.g_00815
OG0000583	Prav.g_01261	Prbj.g_00816
OG0000584	Prav.g_01262	Prbj.g_00818
OG0000585	Prav.g_01263	Prbj.g_00819
OG0000586	Prav.g_01265	Prbj.g_00821
OG0000587	Prav.g_01266	Prbj.g_00822
OG0000588	Prav.g_01268	Prbj.g_00825
OG0000589	Prav.g_01269	Prbj.g_02707
OG0000590	Prav.g_01271	Prbj.g_01466
OG0000591	Prav.g_01277	Prbj.g_00184
OG0000592	Prav.g_01278	Prbj.g_00760
OG0000593	Prav.g_01279	Prbj.g_00248
OG0000594	Prav.g_01281	Prbj.g_02453
OG0000595	Prav.g_01282	Prbj.g_02636
OG0000596	Prav.g_01283	Prbj.g_00943
OG0000597	Prav.g_01285	Prbj.g_00921
OG0000598	Prav.g_01286	Prbj.g_00927
OG0000599	Prav.g_01287	Prbj.g_00931
OG0000600	Prav.g_01288	Prbj.g_00932
OG0000601	Prav.g_01290	Prbj.g_00946
OG0000602	Prav.g_01291	Prbj.g_00947
OG0000603	Prav.g_01292	Prbj.g_00948
OG0000604	Prav.g_01293	Prbj.g_00754
OG0000605	Prav.g_01294	Prbj.g_00755
OG0000606	Prav.g_01295	Prbj.g_00757
OG0000607	Prav.g_01297	Prbj.g_00759
OG0000608	Prav.g_01298	Prbj.g_02373
OG0000609	Prav.g_01312	Prbj.g_02057
OG0000610	Prav.g_01313	Prbj.g_00168
OG0000611	Prav.g_00307	Prbj.g_02180
OG0000612	Prav.g_00308	Prbj.g_02181
OG0000613	Prav.g_00309	Prbj.g_02182
OG0000614	Prav.g_00310	Prbj.g_02183
OG0000615	Prav.g_00312	Prbj.g_02184
OG0000616	Prav.g_00313	Prbj.g_02185
OG0000617	Prav.g_00314	Prbj.g_02186
OG0000618	Prav.g_00315	Prbj.g_02187
OG0000619	Prav.g_00316	Prbj.g_02189
OG0000620	Prav.g_00317	Prbj.g_02190
OG0000621	Prav.g_00318	Prbj.g_02191
OG0000622	Prav.g_00319	Prbj.g_02192
OG0000623	Prav.g_00320	Prbj.g_02193
OG0000624	Prav.g_00321	Prbj.g_02194
OG0000625	Prav.g_00322	Prbj.g_02195
OG0000626	Prav.g_00323	Prbj.g_02196
OG0000627	Prav.g_00324	Prbj.g_02320
OG0000628	Prav.g_00325	Prbj.g_02319
OG0000629	Prav.g_00326	Prbj.g_02316
OG0000630	Prav.g_00327	Prbj.g_02315
OG0000631	Prav.g_00329	Prbj.g_02312
OG0000632	Prav.g_00343	Prbj.g_00773
OG0000633	Prav.g_00346	Prbj.g_01884
OG0000634	Prav.g_00362	Prbj.g_01607
OG0000635	Prav.g_00364	Prbj.g_02276
OG0000636	Prav.g_00365	Prbj.g_02277
OG0000637	Prav.g_00366	Prbj.g_02278
OG0000638	Prav.g_00373	Prbj.g_00347
OG0000639	Prav.g_00383	Prbj.g_01337
OG0000640	Prav.g_00385	Prbj.g_02311
OG0000641	Prav.g_00388	Prbj.g_02306
OG0000642	Prav.g_00389	Prbj.g_02305
OG0000643	Prav.g_00390	Prbj.g_02304
OG0000644	Prav.g_00391	Prbj.g_02406
OG0000645	Prav.g_00392	Prbj.g_02407
OG0000646	Prav.g_00393	Prbj.g_02408
OG0000647	Prav.g_00394	Prbj.g_02409
OG0000648	Prav.g_00396	Prbj.g_02411
OG0000649	Prav.g_00397	Prbj.g_02412
OG0000650	Prav.g_00398	Prbj.g_02413
OG0000651	Prav.g_00399	Prbj.g_02414
OG0000652	Prav.g_00400	Prbj.g_02415
OG0000653	Prav.g_00401	Prbj.g_02416
OG0000654	Prav.g_00403	Prbj.g_02418
OG0000655	Prav.g_00405	Prbj.g_02420
OG0000656	Prav.g_00406	Prbj.g_02421
OG0000657	Prav.g_00407	Prbj.g_02422
OG0000658	Prav.g_00408	Prbj.g_02423
OG0000659	Prav.g_00409	Prbj.g_02424
OG0000660	Prav.g_00410	Prbj.g_02425
OG0000661	Prav.g_00411	Prbj.g_02427
OG0000662	Prav.g_00412	Prbj.g_02430
OG0000663	Prav.g_00413	Prbj.g_02431
OG0000664	Prav.g_00414	Prbj.g_02432
OG0000665	Prav.g_00415	Prbj.g_02433
OG0000666	Prav.g_00416	Prbj.g_02434
OG0000667	Prav.g_00417	Prbj.g_02435
OG0000668	Prav.g_00418	Prbj.g_02436
OG0000669	Prav.g_00420	Prbj.g_02438
OG0000670	Prav.g_00421	Prbj.g_02439
OG0000671	Prav.g_00422	Prbj.g_02440
OG0000672	Prav.g_00423	Prbj.g_02441
OG0000673	Prav.g_00424	Prbj.g_02442
OG0000674	Prav.g_00425	Prbj.g_02443
OG0000675	Prav.g_00427	Prbj.g_02470
OG0000676	Prav.g_00428	Prbj.g_02471
OG0000677	Prav.g_00430	Prbj.g_02474
OG0000678	Prav.g_00432	Prbj.g_02476
OG0000679	Prav.g_00433	Prbj.g_02478
OG0000680	Prav.g_00434	Prbj.g_02479
OG0000681	Prav.g_00435	Prbj.g_02480
OG0000682	Prav.g_00436	Prbj.g_02481
OG0000683	Prav.g_00438	Prbj.g_02483
OG0000684	Prav.g_00439	Prbj.g_02484
OG0000685	Prav.g_00440	Prbj.g_02485
OG0000686	Prav.g_00441	Prbj.g_02486
OG0000687	Prav.g_00442	Prbj.g_02487
OG0000688	Prav.g_00443	Prbj.g_02488
OG0000689	Prav.g_00444	Prbj.g_02490
OG0000690	Prav.g_00445	Prbj.g_02491
OG0000691	Prav.g_00446	Prbj.g_02492
OG0000692	Prav.g_00448	Prbj.g_02503
OG0000693	Prav.g_00449	Prbj.g_02504
OG0000694	Prav.g_00450	Prbj.g_02507
OG0000695	Prav.g_00451	Prbj.g_02511
OG0000696	Prav.g_00452	Prbj.g_02512
OG0000697	Prav.g_00454	Prbj.g_02514
OG0000698	Prav.g_00456	Prbj.g_02323
OG0000699	Prav.g_00457	Prbj.g_02199
OG0000700	Prav.g_00483	Prbj.g_02215
OG0000701	Prav.g_00487	Prbj.g_01553
OG0000702	Prav.g_00490	Prbj.g_02523
OG0000703	Prav.g_00491	Prbj.g_02333
OG0000704	Prav.g_00492	Prbj.g_00044
OG0000705	Prav.g_00493	Prbj.g_02334
OG0000706	Prav.g_00494	Prbj.g_02335
OG0000707	Prav.g_00496	Prbj.g_02337
OG0000708	Prav.g_00497	Prbj.g_02338
OG0000709	Prav.g_00499	Prbj.g_02340
OG0000710	Prav.g_00500	Prbj.g_02341
OG0000711	Prav.g_00501	Prbj.g_02342
OG0000712	Prav.g_00502	Prbj.g_02343
OG0000713	Prav.g_00503	Prbj.g_02344
OG0000714	Prav.g_00505	Prbj.g_02352
OG0000715	Prav.g_00506	Prbj.g_02354
OG0000716	Prav.g_00508	Prbj.g_02359
OG0000717	Prav.g_00509	Prbj.g_02361
OG0000718	Prav.g_00510	Prbj.g_02364
OG0000719	Prav.g_00512	Prbj.g_02379
OG0000720	Prav.g_00513	Prbj.g_02380
OG0000721	Prav.g_00515	Prbj.g_02382
OG0000722	Prav.g_00516	Prbj.g_02383
OG0000723	Prav.g_00517	Prbj.g_02384
OG0000724	Prav.g_00519	Prbj.g_02397
OG0000725	Prav.g_00520	Prbj.g_02396
OG0000726	Prav.g_00521	Prbj.g_02395
OG0000727	Prav.g_00522	Prbj.g_02394
OG0000728	Prav.g_00523	Prbj.g_02393
OG0000729	Prav.g_00524	Prbj.g_02391
OG0000730	Prav.g_00525	Prbj.g_02388
OG0000731	Prav.g_00526	Prbj.g_02399
OG0000732	Prav.g_00527	Prbj.g_02400
OG0000733	Prav.g_00528	Prbj.g_02401
OG0000734	Prav.g_00529	Prbj.g_02402
OG0000735	Prav.g_00530	Prbj.g_02403
OG0000736	Prav.g_00531	Prbj.g_02404
OG0000737	Prav.g_00532	Prbj.g_02405
OG0000738	Prav.g_00533	Prbj.g_02303
OG0000739	Prav.g_00534	Prbj.g_02302
OG0000740	Prav.g_00535	Prbj.g_02301
OG0000741	Prav.g_00536	Prbj.g_02299
OG0000742	Prav.g_00538	Prbj.g_02297
OG0000743	Prav.g_00539	Prbj.g_02296
OG0000744	Prav.g_00540	Prbj.g_02294
OG0000745	Prav.g_00541	Prbj.g_02293
OG0000746	Prav.g_00542	Prbj.g_02292
OG0000747	Prav.g_00543	Prbj.g_00694
OG0000748	Prav.g_00544	Prbj.g_02284
OG0000749	Prav.g_00545	Prbj.g_02283
OG0000750	Prav.g_00546	Prbj.g_02281
OG0000751	Prav.g_00547	Prbj.g_02280
OG0000752	Prav.g_00548	Prbj.g_01984
OG0000753	Prav.g_00550	Prbj.g_02275
OG0000754	Prav.g_00551	Prbj.g_02274
OG0000755	Prav.g_00552	Prbj.g_02273
OG0000756	Prav.g_00553	Prbj.g_02271
OG0000757	Prav.g_00554	Prbj.g_02270
OG0000758	Prav.g_00555	Prbj.g_02269
OG0000759	Prav.g_00557	Prbj.g_02264
OG0000760	Prav.g_00558	Prbj.g_02263
OG0000761	Prav.g_00559	Prbj.g_02261
OG0000762	Prav.g_00561	Prbj.g_02259
OG0000763	Prav.g_00562	Prbj.g_02257
OG0000764	Prav.g_00563	Prbj.g_02255
OG0000765	Prav.g_00564	Prbj.g_02254
OG0000766	Prav.g_00565	Prbj.g_02253
OG0000767	Prav.g_00567	Prbj.g_02251
OG0000768	Prav.g_00568	Prbj.g_02250
OG0000769	Prav.g_00569	Prbj.g_02249
OG0000770	Prav.g_00570	Prbj.g_02248
OG0000771	Prav.g_00571	Prbj.g_02247
OG0000772	Prav.g_00572	Prbj.g_00722
OG0000773	Prav.g_00573	Prbj.g_02245
OG0000774	Prav.g_00574	Prbj.g_02243
OG0000775	Prav.g_00575	Prbj.g_02241
OG0000776	Prav.g_00577	Prbj.g_02237
OG0000777	Prav.g_00579	Prbj.g_02236
OG0000778	Prav.g_00580	Prbj.g_02235
OG0000779	Prav.g_00581	Prbj.g_02231
OG0000780	Prav.g_00583	Prbj.g_02229
OG0000781	Prav.g_00585	Prbj.g_02225
OG0000782	Prav.g_00586	Prbj.g_02224
OG0000783	Prav.g_00902	Prbj.g_02219
OG0000784	Prav.g_00904	Prbj.g_02217
OG0000785	Prav.g_00905	Prbj.g_02216
OG0000786	Prav.g_00906	Prbj.g_02214
OG0000787	Prav.g_00907	Prbj.g_02213
OG0000788	Prav.g_00911	Prbj.g_02207
OG0000789	Prav.g_00913	Prbj.g_02204
OG0000790	Prav.g_00914	Prbj.g_01985
OG0000791	Prav.g_00915	Prbj.g_02203
OG0000792	Prav.g_00916	Prbj.g_02202
OG0000793	Prav.g_00917	Prbj.g_02201
OG0000794	Prav.g_00919	Prbj.g_02198
OG0000795	Prav.g_00922	Prbj.g_01850
OG0000796	Prav.g_00923	Prbj.g_01849
OG0000797	Prav.g_00925	Prbj.g_01846
OG0000798	Prav.g_00926	Prbj.g_01845
OG0000799	Prav.g_00927	Prbj.g_01844
OG0000800	Prav.g_00928	Prbj.g_01843
OG0000801	Prav.g_00931	Prbj.g_01840
OG0000802	Prav.g_00932	Prbj.g_01839
OG0000803	Prav.g_00934	Prbj.g_01836
OG0000804	Prav.g_00935	Prbj.g_01835
OG0000805	Prav.g_00936	Prbj.g_01834
OG0000806	Prav.g_00938	Prbj.g_01833
OG0000807	Prav.g_00242	Prbj.g_02687
OG0000808	Prav.g_00252	Prbj.g_02537
OG0000809	Prav.g_00255	Prbj.g_01669
OG0000810	Prav.g_00256	Prbj.g_00696
OG0000811	Prav.g_00263	Prbj.g_01289
OG0000812	Prav.g_00004	Prbj.g_00343
OG0000813	Prav.g_00008	Prbj.g_00333
OG0000814	Prav.g_00010	Prbj.g_00634
OG0000815	Prav.g_00019	Prbj.g_02555
OG0000816	Prav.g_00034	Prbj.g_01997
OG0000817	Prav.g_00035	Prbj.g_01991
OG0000818	Prav.g_00039	Prbj.g_01336
OG0000819	Prav.g_00046	Prbj.g_00641
OG0000820	Prav.g_00050	Prbj.g_00627
OG0000821	Prav.g_00052	Prbj.g_00953
OG0000822	Prav.g_00053	Prbj.g_00954
OG0000823	Prav.g_00054	Prbj.g_00955
OG0000824	Prav.g_00055	Prbj.g_00956
OG0000825	Prav.g_00056	Prbj.g_00958
OG0000826	Prav.g_00057	Prbj.g_00959
OG0000827	Prav.g_00058	Prbj.g_00962
OG0000828	Prav.g_00059	Prbj.g_00964
OG0000829	Prav.g_00060	Prbj.g_00965
OG0000830	Prav.g_00061	Prbj.g_00968
OG0000831	Prav.g_00064	Prbj.g_00970
OG0000832	Prav.g_00066	Prbj.g_00972
OG0000833	Prav.g_00067	Prbj.g_00973
OG0000834	Prav.g_00068	Prbj.g_00846
OG0000835	Prav.g_00069	Prbj.g_00845
OG0000836	Prav.g_00070	Prbj.g_00844
OG0000837	Prav.g_00072	Prbj.g_00834
OG0000838	Prav.g_00073	Prbj.g_00832
OG0000839	Prav.g_00074	Prbj.g_00831
OG0000840	Prav.g_00075	Prbj.g_00830
OG0000841	Prav.g_00076	Prbj.g_00829
OG0000842	Prav.g_00077	Prbj.g_00304
OG0000843	Prav.g_01868	Prbj.g_00305
OG0000844	Prav.g_01867	Prbj.g_00307
OG0000845	Prav.g_01866	Prbj.g_00308
OG0000846	Prav.g_01863	Prbj.g_00311
OG0000847	Prav.g_01861	Prbj.g_00312
OG0000848	Prav.g_01860	Prbj.g_01910
OG0000849	Prav.g_01859	Prbj.g_01913
OG0000850	Prav.g_01858	Prbj.g_01914
OG0000851	Prav.g_01857	Prbj.g_00002
OG0000852	Prav.g_01855	Prbj.g_00004
OG0000853	Prav.g_01854	Prbj.g_00006
OG0000854	Prav.g_01852	Prbj.g_00008
OG0000855	Prav.g_01851	Prbj.g_00009
OG0000856	Prav.g_01850	Prbj.g_00010
OG0000857	Prav.g_01849	Prbj.g_00011
OG0000858	Prav.g_01848	Prbj.g_00012
OG0000859	Prav.g_01847	Prbj.g_00013
OG0000860	Prav.g_01846	Prbj.g_00014
OG0000861	Prav.g_01845	Prbj.g_01908
OG0000862	Prav.g_01844	Prbj.g_01907
OG0000863	Prav.g_01843	Prbj.g_01906
OG0000864	Prav.g_01842	Prbj.g_01905
OG0000865	Prav.g_01841	Prbj.g_01903
OG0000866	Prav.g_01840	Prbj.g_02152
OG0000867	Prav.g_01839	Prbj.g_02153
OG0000868	Prav.g_01838	Prbj.g_02155
OG0000869	Prav.g_01836	Prbj.g_02158
OG0000870	Prav.g_01835	Prbj.g_02159
OG0000871	Prav.g_01833	Prbj.g_02163
OG0000872	Prav.g_01832	Prbj.g_02164
OG0000873	Prav.g_01830	Prbj.g_02166
OG0000874	Prav.g_01829	Prbj.g_02167
OG0000875	Prav.g_01828	Prbj.g_00314
OG0000876	Prav.g_01827	Prbj.g_00313
OG0000877	Prav.g_01825	Prbj.g_00019
OG0000878	Prav.g_01409	Prbj.g_01679
OG0000879	Prav.g_01427	Prbj.g_00163
OG0000880	Prav.g_01428	Prbj.g_00162
OG0000881	Prav.g_01429	Prbj.g_00161
OG0000882	Prav.g_01430	Prbj.g_01717
OG0000883	Prav.g_01431	Prbj.g_01719
OG0000884	Prav.g_01433	Prbj.g_01721
OG0000885	Prav.g_01434	Prbj.g_01722
OG0000886	Prav.g_01435	Prbj.g_01723
OG0000887	Prav.g_01436	Prbj.g_01724
OG0000888	Prav.g_01437	Prbj.g_01725
OG0000889	Prav.g_01440	Prbj.g_01729
OG0000890	Prav.g_01441	Prbj.g_01732
OG0000891	Prav.g_01442	Prbj.g_01733
OG0000892	Prav.g_01444	Prbj.g_01736
OG0000893	Prav.g_01445	Prbj.g_01737
OG0000894	Prav.g_01446	Prbj.g_01738
OG0000895	Prav.g_01447	Prbj.g_01739
OG0000896	Prav.g_01448	Prbj.g_01740
OG0000897	Prav.g_01449	Prbj.g_01741
OG0000898	Prav.g_01451	Prbj.g_01744
OG0000899	Prav.g_01452	Prbj.g_01745
OG0000900	Prav.g_01455	Prbj.g_00669
OG0000901	Prav.g_01459	Prbj.g_00121
OG0000902	Prav.g_01460	Prbj.g_00094
OG0000903	Prav.g_01461	Prbj.g_02508
OG0000904	Prav.g_01463	Prbj.g_00687
OG0000905	Prav.g_01465	Prbj.g_01837
OG0000906	Prav.g_01467	Prbj.g_02689
OG0000907	Prav.g_01468	Prbj.g_02521
OG0000908	Prav.g_01471	Prbj.g_00873
OG0000909	Prav.g_01475	Prbj.g_01640
OG0000910	Prav.g_01476	Prbj.g_01641
OG0000911	Prav.g_01477	Prbj.g_01642
OG0000912	Prav.g_01478	Prbj.g_01643
OG0000913	Prav.g_01479	Prbj.g_01644
OG0000914	Prav.g_01480	Prbj.g_01645
OG0000915	Prav.g_01481	Prbj.g_01646
OG0000916	Prav.g_01482	Prbj.g_01647
OG0000917	Prav.g_01483	Prbj.g_01649
OG0000918	Prav.g_01484	Prbj.g_01650
OG0000919	Prav.g_01485	Prbj.g_01651
OG0000920	Prav.g_01486	Prbj.g_01652
OG0000921	Prav.g_01487	Prbj.g_01653
OG0000922	Prav.g_01488	Prbj.g_01654
OG0000923	Prav.g_01489	Prbj.g_01655
OG0000924	Prav.g_01490	Prbj.g_01656
OG0000925	Prav.g_01491	Prbj.g_01657
OG0000926	Prav.g_01505	Prbj.g_01514
OG0000927	Prav.g_01560	Prbj.g_01304
OG0000928	Prav.g_01561	Prbj.g_01303
OG0000929	Prav.g_01562	Prbj.g_01302
OG0000930	Prav.g_01563	Prbj.g_01294
OG0000931	Prav.g_01564	Prbj.g_01293
OG0000932	Prav.g_01566	Prbj.g_01041
OG0000933	Prav.g_01567	Prbj.g_01043
OG0000934	Prav.g_01568	Prbj.g_01044
OG0000935	Prav.g_01569	Prbj.g_01045
OG0000936	Prav.g_01570	Prbj.g_01046
OG0000937	Prav.g_01571	Prbj.g_01047
OG0000938	Prav.g_01572	Prbj.g_01049
OG0000939	Prav.g_01573	Prbj.g_01050
OG0000940	Prav.g_01574	Prbj.g_01052
OG0000941	Prav.g_01576	Prbj.g_01054
OG0000942	Prav.g_01577	Prbj.g_01055
OG0000943	Prav.g_01580	Prbj.g_01058
OG0000944	Prav.g_01581	Prbj.g_01067
OG0000945	Prav.g_01582	Prbj.g_01068
OG0000946	Prav.g_01583	Prbj.g_01069
OG0000947	Prav.g_01584	Prbj.g_01070
OG0000948	Prav.g_01585	Prbj.g_01071
OG0000949	Prav.g_01586	Prbj.g_01072
OG0000950	Prav.g_01587	Prbj.g_01073
OG0000951	Prav.g_01588	Prbj.g_01074
OG0000952	Prav.g_01589	Prbj.g_01075
OG0000953	Prav.g_01590	Prbj.g_01076
OG0000954	Prav.g_01591	Prbj.g_01077
OG0000955	Prav.g_01592	Prbj.g_01078
OG0000956	Prav.g_01593	Prbj.g_01079
OG0000957	Prav.g_01594	Prbj.g_01080
OG0000958	Prav.g_01595	Prbj.g_00631
OG0000959	Prav.g_01596	Prbj.g_00632
OG0000960	Prav.g_01597	Prbj.g_00633
OG0000961	Prav.g_01601	Prbj.g_00640
OG0000962	Prav.g_01602	Prbj.g_00642
OG0000963	Prav.g_01603	Prbj.g_00643
OG0000964	Prav.g_01605	Prbj.g_00646
OG0000965	Prav.g_01606	Prbj.g_00647
OG0000966	Prav.g_01607	Prbj.g_00648
OG0000967	Prav.g_01608	Prbj.g_00649
OG0000968	Prav.g_01609	Prbj.g_00650
OG0000969	Prav.g_01610	Prbj.g_00651
OG0000970	Prav.g_01611	Prbj.g_00652
OG0000971	Prav.g_01612	Prbj.g_00653
OG0000972	Prav.g_01613	Prbj.g_00654
OG0000973	Prav.g_01614	Prbj.g_00655
OG0000974	Prav.g_01616	Prbj.g_00657
OG0000975	Prav.g_01619	Prbj.g_00036
OG0000976	Prav.g_01621	Prbj.g_01674
OG0000977	Prav.g_01622	Prbj.g_01684
OG0000978	Prav.g_01623	Prbj.g_01686
OG0000979	Prav.g_01625	Prbj.g_01688
OG0000980	Prav.g_01626	Prbj.g_01689
OG0000981	Prav.g_01627	Prbj.g_02538
OG0000982	Prav.g_01628	Prbj.g_01690
OG0000983	Prav.g_01630	Prbj.g_01692
OG0000984	Prav.g_01631	Prbj.g_01693
OG0000985	Prav.g_01632	Prbj.g_01694
OG0000986	Prav.g_01633	Prbj.g_01696
OG0000987	Prav.g_01634	Prbj.g_01697
OG0000988	Prav.g_01635	Prbj.g_01699
OG0000989	Prav.g_01636	Prbj.g_01700
OG0000990	Prav.g_01637	Prbj.g_01701
OG0000991	Prav.g_01638	Prbj.g_01702
OG0000992	Prav.g_01639	Prbj.g_01703
OG0000993	Prav.g_01640	Prbj.g_01704
OG0000994	Prav.g_01641	Prbj.g_01705
OG0000995	Prav.g_01642	Prbj.g_01707
OG0000996	Prav.g_01643	Prbj.g_01708
OG0000997	Prav.g_01644	Prbj.g_01709
OG0000998	Prav.g_01645	Prbj.g_01710
OG0000999	Prav.g_01646	Prbj.g_01711
OG0001000	Prav.g_01647	Prbj.g_01712
OG0001001	Prav.g_01649	Prbj.g_01713
OG0001002	Prav.g_01650	Prbj.g_00888
OG0001003	Prav.g_01651	Prbj.g_00887
OG0001004	Prav.g_01652	Prbj.g_00185
OG0001005	Prav.g_01653	Prbj.g_00884
OG0001006	Prav.g_01654	Prbj.g_00883
OG0001007	Prav.g_01655	Prbj.g_00882
OG0001008	Prav.g_01657	Prbj.g_00880
OG0001009	Prav.g_01658	Prbj.g_00879
OG0001010	Prav.g_01664	Prbj.g_02535
OG0001011	Prav.g_01671	Prbj.g_02561
OG0001012	Prav.g_01699	Prbj.g_02429
OG0001013	Prav.g_01755	Prbj.g_00868
OG0001014	Prav.g_01756	Prbj.g_00867
OG0001015	Prav.g_01762	Prbj.g_00856
OG0001016	Prav.g_01763	Prbj.g_00855
OG0001017	Prav.g_01764	Prbj.g_00854
OG0001018	Prav.g_01765	Prbj.g_00852
OG0001019	Prav.g_01767	Prbj.g_00495
OG0001020	Prav.g_01768	Prbj.g_00494
OG0001021	Prav.g_01769	Prbj.g_00493
OG0001022	Prav.g_01770	Prbj.g_00492
OG0001023	Prav.g_01771	Prbj.g_00491
OG0001024	Prav.g_01772	Prbj.g_00489
OG0001025	Prav.g_01773	Prbj.g_00488
OG0001026	Prav.g_01775	Prbj.g_00487
OG0001027	Prav.g_01776	Prbj.g_00486
OG0001028	Prav.g_01777	Prbj.g_00485
OG0001029	Prav.g_01778	Prbj.g_00484
OG0001030	Prav.g_01779	Prbj.g_00483
OG0001031	Prav.g_01780	Prbj.g_00482
OG0001032	Prav.g_01781	Prbj.g_00481
OG0001033	Prav.g_01782	Prbj.g_00480
OG0001034	Prav.g_01783	Prbj.g_00478
OG0001035	Prav.g_01785	Prbj.g_00476
OG0001036	Prav.g_01786	Prbj.g_00475
OG0001037	Prav.g_01787	Prbj.g_00473
OG0001038	Prav.g_01788	Prbj.g_00472
OG0001039	Prav.g_01789	Prbj.g_00471
OG0001040	Prav.g_01790	Prbj.g_00470
OG0001041	Prav.g_01791	Prbj.g_00469
OG0001042	Prav.g_01792	Prbj.g_00467
OG0001043	Prav.g_01793	Prbj.g_00466
OG0001044	Prav.g_01794	Prbj.g_00465
OG0001045	Prav.g_01795	Prbj.g_00464
OG0001046	Prav.g_01796	Prbj.g_00463
OG0001047	Prav.g_01799	Prbj.g_00459
OG0001048	Prav.g_01801	Prbj.g_00457
OG0001049	Prav.g_01802	Prbj.g_00456
OG0001050	Prav.g_01803	Prbj.g_00455
OG0001051	Prav.g_01804	Prbj.g_00454
OG0001052	Prav.g_01805	Prbj.g_00453
OG0001053	Prav.g_01807	Prbj.g_00451
OG0001054	Prav.g_01809	Prbj.g_00449
OG0001055	Prav.g_01810	Prbj.g_00448
OG0001056	Prav.g_01811	Prbj.g_00447
OG0001057	Prav.g_01812	Prbj.g_00446
OG0001058	Prav.g_01813	Prbj.g_00445
OG0001059	Prav.g_01814	Prbj.g_00444
OG0001060	Prav.g_01815	Prbj.g_00443
OG0001061	Prav.g_01816	Prbj.g_00442
OG0001062	Prav.g_01817	Prbj.g_00428
OG0001063	Prav.g_01818	Prbj.g_00427
OG0001064	Prav.g_00264	Prbj.g_00425
OG0001065	Prav.g_00268	Prbj.g_02660
OG0001066	Prav.g_00269	Prbj.g_02657
OG0001067	Prav.g_00270	Prbj.g_02656
OG0001068	Prav.g_00272	Prbj.g_02652
OG0001069	Prav.g_00273	Prbj.g_02651
OG0001070	Prav.g_00274	Prbj.g_02650
OG0001071	Prav.g_00275	Prbj.g_02649
OG0001072	Prav.g_00276	Prbj.g_02648
OG0001073	Prav.g_00277	Prbj.g_02647
OG0001074	Prav.g_00278	Prbj.g_02646
OG0001075	Prav.g_00279	Prbj.g_02645
OG0001076	Prav.g_00280	Prbj.g_02644
OG0001077	Prav.g_00281	Prbj.g_02643
OG0001078	Prav.g_00282	Prbj.g_02641
OG0001079	Prav.g_00283	Prbj.g_02640
OG0001080	Prav.g_00284	Prbj.g_02639
OG0001081	Prav.g_00287	Prbj.g_01027
OG0001082	Prav.g_00288	Prbj.g_01028
OG0001083	Prav.g_00289	Prbj.g_01032
OG0001084	Prav.g_00291	Prbj.g_01030
OG0001085	Prav.g_00292	Prbj.g_01029
OG0001086	Prav.g_00293	Prbj.g_01033
OG0001087	Prav.g_00294	Prbj.g_01034
OG0001088	Prav.g_00295	Prbj.g_02635
OG0001089	Prav.g_00590	Prbj.g_01025
OG0001090	Prav.g_00592	Prbj.g_01023
OG0001091	Prav.g_00593	Prbj.g_01022
OG0001092	Prav.g_00594	Prbj.g_01021
OG0001093	Prav.g_00595	Prbj.g_01020
OG0001094	Prav.g_00596	Prbj.g_01019
OG0001095	Prav.g_00597	Prbj.g_01018
OG0001096	Prav.g_00598	Prbj.g_01017
OG0001097	Prav.g_00599	Prbj.g_01016
OG0001098	Prav.g_00600	Prbj.g_01015
OG0001099	Prav.g_00601	Prbj.g_01014
OG0001100	Prav.g_00602	Prbj.g_01013
OG0001101	Prav.g_00603	Prbj.g_01012
OG0001102	Prav.g_00604	Prbj.g_01011
OG0001103	Prav.g_00605	Prbj.g_01010
OG0001104	Prav.g_00606	Prbj.g_01009
OG0001105	Prav.g_00607	Prbj.g_01008
OG0001106	Prav.g_00608	Prbj.g_01007
OG0001107	Prav.g_00609	Prbj.g_01006
OG0001108	Prav.g_00610	Prbj.g_01005
OG0001109	Prav.g_00611	Prbj.g_01004
OG0001110	Prav.g_00612	Prbj.g_01003
OG0001111	Prav.g_00613	Prbj.g_01002
OG0001112	Prav.g_00614	Prbj.g_01001
OG0001113	Prav.g_00615	Prbj.g_01000
OG0001114	Prav.g_00616	Prbj.g_00999
OG0001115	Prav.g_00617	Prbj.g_00998
OG0001116	Prav.g_00618	Prbj.g_00997
OG0001117	Prav.g_00619	Prbj.g_00996
OG0001118	Prav.g_00620	Prbj.g_00995
OG0001119	Prav.g_00621	Prbj.g_00994
OG0001120	Prav.g_00622	Prbj.g_00993
OG0001121	Prav.g_00624	Prbj.g_00990
OG0001122	Prav.g_00625	Prbj.g_00989
OG0001123	Prav.g_00626	Prbj.g_00988
OG0001124	Prav.g_00628	Prbj.g_00986
OG0001125	Prav.g_00630	Prbj.g_00984
OG0001126	Prav.g_00631	Prbj.g_00983
OG0001127	Prav.g_00633	Prbj.g_00414
OG0001128	Prav.g_00634	Prbj.g_00413
OG0001129	Prav.g_00635	Prbj.g_00410
OG0001130	Prav.g_00638	Prbj.g_00407
OG0001131	Prav.g_00639	Prbj.g_00406
