Orthogroup	Prav	Prat
OG0000582	Prav.g_01260	Prat.g_01062
OG0000583	Prav.g_01261	Prat.g_01061
OG0000584	Prav.g_01262	Prat.g_01059
OG0000585	Prav.g_01263	Prat.g_01058
OG0000586	Prav.g_01265	Prat.g_01056
OG0000587	Prav.g_01266	Prat.g_01055
OG0000588	Prav.g_01268	Prat.g_00744
OG0000589	Prav.g_01269	Prat.g_00745
OG0000590	Prav.g_01271	Prat.g_00747
OG0000591	Prav.g_01277	Prat.g_00752
OG0000592	Prav.g_01278	Prat.g_00753
OG0000593	Prav.g_01279	Prat.g_00754
OG0000594	Prav.g_01281	Prat.g_00757
OG0000595	Prav.g_01282	Prat.g_00758
OG0000596	Prav.g_01283	Prat.g_00759
OG0000597	Prav.g_01285	Prat.g_00761
OG0000598	Prav.g_01286	Prat.g_00762
OG0000599	Prav.g_01287	Prat.g_00763
OG0000600	Prav.g_01288	Prat.g_00764
OG0000601	Prav.g_01290	Prat.g_00767
OG0000602	Prav.g_01291	Prat.g_00768
OG0000603	Prav.g_01292	Prat.g_00769
OG0000604	Prav.g_01293	Prat.g_00772
OG0000605	Prav.g_01294	Prat.g_00773
OG0000606	Prav.g_01295	Prat.g_00774
OG0000607	Prav.g_01297	Prat.g_00776
OG0000608	Prav.g_01298	Prat.g_00777
OG0000609	Prav.g_01312	Prat.g_01882
OG0000610	Prav.g_01313	Prat.g_00826
OG0000611	Prav.g_00307	Prat.g_00789
OG0000612	Prav.g_00308	Prat.g_00790
OG0000613	Prav.g_00309	Prat.g_00791
OG0000614	Prav.g_00310	Prat.g_00792
OG0000615	Prav.g_00312	Prat.g_00797
OG0000616	Prav.g_00313	Prat.g_00798
OG0000617	Prav.g_00314	Prat.g_00799
OG0000618	Prav.g_00315	Prat.g_00800
OG0000619	Prav.g_00316	Prat.g_00801
OG0000620	Prav.g_00317	Prat.g_00802
OG0000621	Prav.g_00318	Prat.g_00803
OG0000622	Prav.g_00319	Prat.g_00804
OG0000623	Prav.g_00320	Prat.g_00805
OG0000624	Prav.g_00321	Prat.g_00807
OG0000625	Prav.g_00322	Prat.g_00808
OG0000626	Prav.g_00323	Prat.g_00809
OG0000627	Prav.g_00324	Prat.g_00811
OG0000628	Prav.g_00325	Prat.g_00812
OG0000629	Prav.g_00326	Prat.g_00813
OG0000630	Prav.g_00327	Prat.g_00814
OG0000631	Prav.g_00329	Prat.g_00816
OG0000632	Prav.g_00343	Prat.g_00622
OG0000633	Prav.g_00346	Prat.g_01486
OG0000634	Prav.g_00362	Prat.g_01472
OG0000635	Prav.g_00364	Prat.g_00888
OG0000636	Prav.g_00365	Prat.g_00887
OG0000637	Prav.g_00366	Prat.g_00886
OG0000638	Prav.g_00373	Prat.g_00345
OG0000639	Prav.g_00383	Prat.g_00859
OG0000640	Prav.g_00385	Prat.g_00863
OG0000641	Prav.g_00388	Prat.g_00865
OG0000642	Prav.g_00389	Prat.g_00866
OG0000643	Prav.g_00390	Prat.g_00867
OG0000644	Prav.g_00391	Prat.g_01043
OG0000645	Prav.g_00392	Prat.g_01042
OG0000646	Prav.g_00393	Prat.g_01041
OG0000647	Prav.g_00394	Prat.g_01040
OG0000648	Prav.g_00396	Prat.g_01038
OG0000649	Prav.g_00397	Prat.g_01037
OG0000650	Prav.g_00398	Prat.g_01036
OG0000651	Prav.g_00399	Prat.g_01035
OG0000652	Prav.g_00400	Prat.g_01034
OG0000653	Prav.g_00401	Prat.g_01033
OG0000654	Prav.g_00403	Prat.g_01031
OG0000655	Prav.g_00405	Prat.g_01029
OG0000656	Prav.g_00406	Prat.g_01028
OG0000657	Prav.g_00407	Prat.g_01027
OG0000658	Prav.g_00408	Prat.g_01026
OG0000659	Prav.g_00409	Prat.g_01025
OG0000660	Prav.g_00410	Prat.g_01024
OG0000661	Prav.g_00411	Prat.g_01023
OG0000662	Prav.g_00412	Prat.g_01021
OG0000663	Prav.g_00413	Prat.g_01020
OG0000664	Prav.g_00414	Prat.g_01019
OG0000665	Prav.g_00415	Prat.g_01018
OG0000666	Prav.g_00416	Prat.g_01017
OG0000667	Prav.g_00417	Prat.g_01016
OG0000668	Prav.g_00418	Prat.g_01015
OG0000669	Prav.g_00420	Prat.g_01013
OG0000670	Prav.g_00421	Prat.g_01012
OG0000671	Prav.g_00422	Prat.g_01011
OG0000672	Prav.g_00423	Prat.g_01010
OG0000673	Prav.g_00424	Prat.g_01009
OG0000674	Prav.g_00425	Prat.g_01008
OG0000675	Prav.g_00427	Prat.g_01007
OG0000676	Prav.g_00428	Prat.g_01006
OG0000677	Prav.g_00430	Prat.g_01004
OG0000678	Prav.g_00432	Prat.g_01002
OG0000679	Prav.g_00433	Prat.g_01001
OG0000680	Prav.g_00434	Prat.g_01000
OG0000681	Prav.g_00435	Prat.g_00999
OG0000682	Prav.g_00436	Prat.g_00998
OG0000683	Prav.g_00438	Prat.g_00996
OG0000684	Prav.g_00439	Prat.g_00995
OG0000685	Prav.g_00440	Prat.g_00994
OG0000686	Prav.g_00441	Prat.g_00993
OG0000687	Prav.g_00442	Prat.g_00992
OG0000688	Prav.g_00443	Prat.g_00991
OG0000689	Prav.g_00444	Prat.g_00990
OG0000690	Prav.g_00445	Prat.g_00989
OG0000691	Prav.g_00446	Prat.g_00988
OG0000692	Prav.g_00448	Prat.g_00984
OG0000693	Prav.g_00449	Prat.g_00983
OG0000694	Prav.g_00450	Prat.g_00982
OG0000695	Prav.g_00451	Prat.g_00981
OG0000696	Prav.g_00452	Prat.g_00980
OG0000697	Prav.g_00454	Prat.g_00978
OG0000698	Prav.g_00456	Prat.g_00974
OG0000699	Prav.g_00457	Prat.g_00973
OG0000700	Prav.g_00483	Prat.g_00694
OG0000701	Prav.g_00487	Prat.g_00699
OG0000702	Prav.g_00490	Prat.g_00705
OG0000703	Prav.g_00491	Prat.g_00707
OG0000704	Prav.g_00492	Prat.g_00708
OG0000705	Prav.g_00493	Prat.g_00709
OG0000706	Prav.g_00494	Prat.g_00710
OG0000707	Prav.g_00496	Prat.g_00712
OG0000708	Prav.g_00497	Prat.g_00713
OG0000709	Prav.g_00499	Prat.g_00716
OG0000710	Prav.g_00500	Prat.g_00717
OG0000711	Prav.g_00501	Prat.g_00718
OG0000712	Prav.g_00502	Prat.g_00719
OG0000713	Prav.g_00503	Prat.g_00720
OG0000714	Prav.g_00505	Prat.g_00722
OG0000715	Prav.g_00506	Prat.g_00723
OG0000716	Prav.g_00508	Prat.g_00725
OG0000717	Prav.g_00509	Prat.g_00726
OG0000718	Prav.g_00510	Prat.g_00728
OG0000719	Prav.g_00512	Prat.g_00730
OG0000720	Prav.g_00513	Prat.g_00731
OG0000721	Prav.g_00515	Prat.g_00734
OG0000722	Prav.g_00516	Prat.g_00735
OG0000723	Prav.g_00517	Prat.g_00736
OG0000724	Prav.g_00519	Prat.g_00738
OG0000725	Prav.g_00520	Prat.g_00739
OG0000726	Prav.g_00521	Prat.g_00740
OG0000727	Prav.g_00522	Prat.g_00741
OG0000728	Prav.g_00523	Prat.g_00742
OG0000729	Prav.g_00524	Prat.g_00743
OG0000730	Prav.g_00525	Prat.g_01053
OG0000731	Prav.g_00526	Prat.g_01051
OG0000732	Prav.g_00527	Prat.g_01050
OG0000733	Prav.g_00528	Prat.g_01049
OG0000734	Prav.g_00529	Prat.g_01048
OG0000735	Prav.g_00530	Prat.g_01046
OG0000736	Prav.g_00531	Prat.g_01045
OG0000737	Prav.g_00532	Prat.g_01044
OG0000738	Prav.g_00533	Prat.g_00868
OG0000739	Prav.g_00534	Prat.g_00869
OG0000740	Prav.g_00535	Prat.g_00870
OG0000741	Prav.g_00536	Prat.g_00871
OG0000742	Prav.g_00538	Prat.g_00873
OG0000743	Prav.g_00539	Prat.g_00874
OG0000744	Prav.g_00540	Prat.g_00876
OG0000745	Prav.g_00541	Prat.g_00877
OG0000746	Prav.g_00542	Prat.g_00878
OG0000747	Prav.g_00543	Prat.g_00879
OG0000748	Prav.g_00544	Prat.g_00880
OG0000749	Prav.g_00545	Prat.g_00881
OG0000750	Prav.g_00546	Prat.g_00883
OG0000751	Prav.g_00547	Prat.g_00884
OG0000752	Prav.g_00548	Prat.g_00944
OG0000753	Prav.g_00550	Prat.g_00889
OG0000754	Prav.g_00551	Prat.g_00890
OG0000755	Prav.g_00552	Prat.g_00891
OG0000756	Prav.g_00553	Prat.g_00893
OG0000757	Prav.g_00554	Prat.g_00894
OG0000758	Prav.g_00555	Prat.g_00895
OG0000759	Prav.g_00557	Prat.g_00897
OG0000760	Prav.g_00558	Prat.g_00898
OG0000761	Prav.g_00559	Prat.g_00899
OG0000762	Prav.g_00561	Prat.g_00901
OG0000763	Prav.g_00562	Prat.g_00902
OG0000764	Prav.g_00563	Prat.g_00903
OG0000765	Prav.g_00564	Prat.g_00904
OG0000766	Prav.g_00565	Prat.g_00905
OG0000767	Prav.g_00567	Prat.g_00907
OG0000768	Prav.g_00568	Prat.g_00908
OG0000769	Prav.g_00569	Prat.g_00909
OG0000770	Prav.g_00570	Prat.g_00910
OG0000771	Prav.g_00571	Prat.g_00911
OG0000772	Prav.g_00572	Prat.g_00912
OG0000773	Prav.g_00573	Prat.g_00913
OG0000774	Prav.g_00574	Prat.g_00914
OG0000775	Prav.g_00575	Prat.g_00915
OG0000776	Prav.g_00577	Prat.g_00916
OG0000777	Prav.g_00579	Prat.g_00917
OG0000778	Prav.g_00580	Prat.g_00918
OG0000779	Prav.g_00581	Prat.g_00919
OG0000780	Prav.g_00583	Prat.g_00921
OG0000781	Prav.g_00585	Prat.g_00923
OG0000782	Prav.g_00586	Prat.g_00924
OG0000783	Prav.g_00902	Prat.g_00929
OG0000784	Prav.g_00904	Prat.g_00931
OG0000785	Prav.g_00905	Prat.g_00932
OG0000786	Prav.g_00906	Prat.g_00933
OG0000787	Prav.g_00907	Prat.g_00934
OG0000788	Prav.g_00911	Prat.g_00939
OG0000789	Prav.g_00913	Prat.g_00942
OG0000790	Prav.g_00914	Prat.g_00943
OG0000791	Prav.g_00915	Prat.g_00946
OG0000792	Prav.g_00916	Prat.g_00947
OG0000793	Prav.g_00917	Prat.g_00948
OG0000794	Prav.g_00919	Prat.g_00951
OG0000795	Prav.g_00922	Prat.g_00955
OG0000796	Prav.g_00923	Prat.g_00956
OG0000797	Prav.g_00925	Prat.g_00957
OG0000798	Prav.g_00926	Prat.g_00958
OG0000799	Prav.g_00927	Prat.g_00959
OG0000800	Prav.g_00928	Prat.g_00960
OG0000801	Prav.g_00931	Prat.g_00963
OG0000802	Prav.g_00932	Prat.g_00964
OG0000803	Prav.g_00934	Prat.g_00966
OG0000804	Prav.g_00935	Prat.g_00967
OG0000805	Prav.g_00936	Prat.g_00968
OG0000806	Prav.g_00938	Prat.g_00970
OG0000807	Prav.g_00242	Prat.g_01204
OG0000808	Prav.g_00252	Prat.g_01479
OG0000809	Prav.g_00255	Prat.g_01197
OG0000810	Prav.g_00256	Prat.g_01480
OG0000811	Prav.g_00263	Prat.g_01214
OG0000812	Prav.g_00004	Prat.g_01199
OG0000813	Prav.g_00008	Prat.g_00354
OG0000814	Prav.g_00010	Prat.g_01373
OG0000815	Prav.g_00019	Prat.g_01211
OG0000816	Prav.g_00034	Prat.g_01560
OG0000817	Prav.g_00035	Prat.g_01559
OG0000818	Prav.g_00039	Prat.g_01175
OG0000819	Prav.g_00046	Prat.g_01177
OG0000820	Prav.g_00050	Prat.g_01171
OG0000821	Prav.g_00052	Prat.g_01169
OG0000822	Prav.g_00053	Prat.g_01168
OG0000823	Prav.g_00054	Prat.g_01167
OG0000824	Prav.g_00055	Prat.g_01166
OG0000825	Prav.g_00056	Prat.g_01165
OG0000826	Prav.g_00057	Prat.g_01164
OG0000827	Prav.g_00058	Prat.g_01163
OG0000828	Prav.g_00059	Prat.g_01162
OG0000829	Prav.g_00060	Prat.g_01161
OG0000830	Prav.g_00061	Prat.g_01159
OG0000831	Prav.g_00064	Prat.g_01157
OG0000832	Prav.g_00066	Prat.g_01155
OG0000833	Prav.g_00067	Prat.g_01154
OG0000834	Prav.g_00068	Prat.g_01153
OG0000835	Prav.g_00069	Prat.g_01152
OG0000836	Prav.g_00070	Prat.g_01151
OG0000837	Prav.g_00072	Prat.g_01148
OG0000838	Prav.g_00073	Prat.g_01147
OG0000839	Prav.g_00074	Prat.g_01146
OG0000840	Prav.g_00075	Prat.g_01145
OG0000841	Prav.g_00076	Prat.g_01144
OG0000842	Prav.g_00077	Prat.g_01142
OG0000843	Prav.g_01868	Prat.g_01141
OG0000844	Prav.g_01867	Prat.g_01140
OG0000845	Prav.g_01866	Prat.g_01139
OG0000846	Prav.g_01863	Prat.g_01136
OG0000847	Prav.g_01861	Prat.g_01135
OG0000848	Prav.g_01860	Prat.g_01134
OG0000849	Prav.g_01859	Prat.g_01131
OG0000850	Prav.g_01858	Prat.g_01130
OG0000851	Prav.g_01857	Prat.g_01128
OG0000852	Prav.g_01855	Prat.g_01126
OG0000853	Prav.g_01854	Prat.g_01124
OG0000854	Prav.g_01852	Prat.g_01123
OG0000855	Prav.g_01851	Prat.g_01122
OG0000856	Prav.g_01850	Prat.g_01121
OG0000857	Prav.g_01849	Prat.g_01120
OG0000858	Prav.g_01848	Prat.g_01119
OG0000859	Prav.g_01847	Prat.g_01118
OG0000860	Prav.g_01846	Prat.g_01117
OG0000861	Prav.g_01845	Prat.g_01116
OG0000862	Prav.g_01844	Prat.g_01115
OG0000863	Prav.g_01843	Prat.g_01114
OG0000864	Prav.g_01842	Prat.g_01113
OG0000865	Prav.g_01841	Prat.g_01112
OG0000866	Prav.g_01840	Prat.g_01111
OG0000867	Prav.g_01839	Prat.g_01110
OG0000868	Prav.g_01838	Prat.g_01108
OG0000869	Prav.g_01836	Prat.g_01106
OG0000870	Prav.g_01835	Prat.g_01105
OG0000871	Prav.g_01833	Prat.g_01104
OG0000872	Prav.g_01832	Prat.g_01103
OG0000873	Prav.g_01830	Prat.g_01101
OG0000874	Prav.g_01829	Prat.g_01100
OG0000875	Prav.g_01828	Prat.g_01099
OG0000876	Prav.g_01827	Prat.g_01098
OG0000877	Prav.g_01825	Prat.g_00594
OG0000878	Prav.g_01409	Prat.g_00626
OG0000879	Prav.g_01427	Prat.g_01238
OG0000880	Prav.g_01428	Prat.g_01239
OG0000881	Prav.g_01429	Prat.g_01240
OG0000882	Prav.g_01430	Prat.g_01241
OG0000883	Prav.g_01431	Prat.g_01242
OG0000884	Prav.g_01433	Prat.g_01244
OG0000885	Prav.g_01434	Prat.g_01245
OG0000886	Prav.g_01435	Prat.g_01246
OG0000887	Prav.g_01436	Prat.g_01247
OG0000888	Prav.g_01437	Prat.g_01248
OG0000889	Prav.g_01440	Prat.g_01251
OG0000890	Prav.g_01441	Prat.g_01252
OG0000891	Prav.g_01442	Prat.g_01253
OG0000892	Prav.g_01444	Prat.g_01255
OG0000893	Prav.g_01445	Prat.g_01256
OG0000894	Prav.g_01446	Prat.g_01257
OG0000895	Prav.g_01447	Prat.g_01258
OG0000896	Prav.g_01448	Prat.g_01259
OG0000897	Prav.g_01449	Prat.g_01260
OG0000898	Prav.g_01451	Prat.g_01263
OG0000899	Prav.g_01452	Prat.g_01264
OG0000900	Prav.g_01455	Prat.g_01282
OG0000901	Prav.g_01459	Prat.g_01287
OG0000902	Prav.g_01460	Prat.g_01471
OG0000903	Prav.g_01461	Prat.g_01178
OG0000904	Prav.g_01463	Prat.g_01455
OG0000905	Prav.g_01465	Prat.g_01200
OG0000906	Prav.g_01467	Prat.g_01181
OG0000907	Prav.g_01468	Prat.g_00976
OG0000908	Prav.g_01471	Prat.g_01228
OG0000909	Prav.g_01475	Prat.g_01293
OG0000910	Prav.g_01476	Prat.g_01294
OG0000911	Prav.g_01477	Prat.g_01295
OG0000912	Prav.g_01478	Prat.g_01296
OG0000913	Prav.g_01479	Prat.g_01297
OG0000914	Prav.g_01480	Prat.g_01298
OG0000915	Prav.g_01481	Prat.g_01299
OG0000916	Prav.g_01482	Prat.g_01300
OG0000917	Prav.g_01483	Prat.g_01301
OG0000918	Prav.g_01484	Prat.g_01302
OG0000919	Prav.g_01485	Prat.g_01303
OG0000920	Prav.g_01486	Prat.g_01304
OG0000921	Prav.g_01487	Prat.g_01305
OG0000922	Prav.g_01488	Prat.g_01306
OG0000923	Prav.g_01489	Prat.g_01307
OG0000924	Prav.g_01490	Prat.g_01308
OG0000925	Prav.g_01491	Prat.g_01309
OG0000926	Prav.g_01505	Prat.g_01769
OG0000927	Prav.g_01560	Prat.g_01333
OG0000928	Prav.g_01561	Prat.g_01334
OG0000929	Prav.g_01562	Prat.g_01335
OG0000930	Prav.g_01563	Prat.g_01336
OG0000931	Prav.g_01564	Prat.g_01337
OG0000932	Prav.g_01566	Prat.g_01339
OG0000933	Prav.g_01567	Prat.g_01340
OG0000934	Prav.g_01568	Prat.g_01341
OG0000935	Prav.g_01569	Prat.g_01342
OG0000936	Prav.g_01570	Prat.g_01343
OG0000937	Prav.g_01571	Prat.g_01344
OG0000938	Prav.g_01572	Prat.g_01345
OG0000939	Prav.g_01573	Prat.g_01346
OG0000940	Prav.g_01574	Prat.g_01348
OG0000941	Prav.g_01576	Prat.g_01350
OG0000942	Prav.g_01577	Prat.g_01351
OG0000943	Prav.g_01580	Prat.g_01355
OG0000944	Prav.g_01581	Prat.g_01356
OG0000945	Prav.g_01582	Prat.g_01357
OG0000946	Prav.g_01583	Prat.g_01358
OG0000947	Prav.g_01584	Prat.g_01359
OG0000948	Prav.g_01585	Prat.g_01360
OG0000949	Prav.g_01586	Prat.g_01361
OG0000950	Prav.g_01587	Prat.g_01362
OG0000951	Prav.g_01588	Prat.g_01363
OG0000952	Prav.g_01589	Prat.g_01364
OG0000953	Prav.g_01590	Prat.g_01365
OG0000954	Prav.g_01591	Prat.g_01366
OG0000955	Prav.g_01592	Prat.g_01367
OG0000956	Prav.g_01593	Prat.g_01368
OG0000957	Prav.g_01594	Prat.g_01369
OG0000958	Prav.g_01595	Prat.g_01370
OG0000959	Prav.g_01596	Prat.g_01371
OG0000960	Prav.g_01597	Prat.g_01372
OG0000961	Prav.g_01601	Prat.g_01378
OG0000962	Prav.g_01602	Prat.g_01379
OG0000963	Prav.g_01603	Prat.g_01380
OG0000964	Prav.g_01605	Prat.g_01382
OG0000965	Prav.g_01606	Prat.g_01383
OG0000966	Prav.g_01607	Prat.g_01384
OG0000967	Prav.g_01608	Prat.g_01385
OG0000968	Prav.g_01609	Prat.g_01386
OG0000969	Prav.g_01610	Prat.g_01387
OG0000970	Prav.g_01611	Prat.g_01388
OG0000971	Prav.g_01612	Prat.g_01389
OG0000972	Prav.g_01613	Prat.g_01390
OG0000973	Prav.g_01614	Prat.g_01391
OG0000974	Prav.g_01616	Prat.g_01393
OG0000975	Prav.g_01619	Prat.g_01399
OG0000976	Prav.g_01621	Prat.g_01403
OG0000977	Prav.g_01622	Prat.g_01405
OG0000978	Prav.g_01623	Prat.g_01407
OG0000979	Prav.g_01625	Prat.g_01409
OG0000980	Prav.g_01626	Prat.g_01410
OG0000981	Prav.g_01627	Prat.g_01411
OG0000982	Prav.g_01628	Prat.g_01412
OG0000983	Prav.g_01630	Prat.g_01414
OG0000984	Prav.g_01631	Prat.g_01415
OG0000985	Prav.g_01632	Prat.g_01416
OG0000986	Prav.g_01633	Prat.g_01417
OG0000987	Prav.g_01634	Prat.g_01418
OG0000988	Prav.g_01635	Prat.g_01420
OG0000989	Prav.g_01636	Prat.g_01421
OG0000990	Prav.g_01637	Prat.g_01422
OG0000991	Prav.g_01638	Prat.g_01423
OG0000992	Prav.g_01639	Prat.g_01424
OG0000993	Prav.g_01640	Prat.g_01425
OG0000994	Prav.g_01641	Prat.g_01426
OG0000995	Prav.g_01642	Prat.g_01427
OG0000996	Prav.g_01643	Prat.g_01428
OG0000997	Prav.g_01644	Prat.g_01429
OG0000998	Prav.g_01645	Prat.g_01430
OG0000999	Prav.g_01646	Prat.g_01431
OG0001000	Prav.g_01647	Prat.g_01432
OG0001001	Prav.g_01649	Prat.g_01434
OG0001002	Prav.g_01650	Prat.g_01435
OG0001003	Prav.g_01651	Prat.g_01436
OG0001004	Prav.g_01652	Prat.g_01437
OG0001005	Prav.g_01653	Prat.g_01439
OG0001006	Prav.g_01654	Prat.g_01440
OG0001007	Prav.g_01655	Prat.g_01441
OG0001008	Prav.g_01657	Prat.g_01443
OG0001009	Prav.g_01658	Prat.g_01444
OG0001010	Prav.g_01664	Prat.g_01502
OG0001011	Prav.g_01671	Prat.g_01457
OG0001012	Prav.g_01699	Prat.g_01022
OG0001013	Prav.g_01755	Prat.g_01585
OG0001014	Prav.g_01756	Prat.g_01586
OG0001015	Prav.g_01762	Prat.g_01593
OG0001016	Prav.g_01763	Prat.g_01594
OG0001017	Prav.g_01764	Prat.g_01595
OG0001018	Prav.g_01765	Prat.g_01596
OG0001019	Prav.g_01767	Prat.g_01598
OG0001020	Prav.g_01768	Prat.g_01599
OG0001021	Prav.g_01769	Prat.g_01600
OG0001022	Prav.g_01770	Prat.g_01601
OG0001023	Prav.g_01771	Prat.g_01602
OG0001024	Prav.g_01772	Prat.g_01603
OG0001025	Prav.g_01773	Prat.g_01604
OG0001026	Prav.g_01775	Prat.g_01605
OG0001027	Prav.g_01776	Prat.g_01606
OG0001028	Prav.g_01777	Prat.g_01607
OG0001029	Prav.g_01778	Prat.g_01608
OG0001030	Prav.g_01779	Prat.g_01609
OG0001031	Prav.g_01780	Prat.g_01610
OG0001032	Prav.g_01781	Prat.g_01611
OG0001033	Prav.g_01782	Prat.g_01612
OG0001034	Prav.g_01783	Prat.g_01613
OG0001035	Prav.g_01785	Prat.g_01615
OG0001036	Prav.g_01786	Prat.g_01616
OG0001037	Prav.g_01787	Prat.g_01617
OG0001038	Prav.g_01788	Prat.g_01618
OG0001039	Prav.g_01789	Prat.g_01619
OG0001040	Prav.g_01790	Prat.g_01621
OG0001041	Prav.g_01791	Prat.g_01622
OG0001042	Prav.g_01792	Prat.g_01623
OG0001043	Prav.g_01793	Prat.g_01624
OG0001044	Prav.g_01794	Prat.g_01625
OG0001045	Prav.g_01795	Prat.g_01626
OG0001046	Prav.g_01796	Prat.g_01627
OG0001047	Prav.g_01799	Prat.g_01630
OG0001048	Prav.g_01801	Prat.g_01632
OG0001049	Prav.g_01802	Prat.g_01633
OG0001050	Prav.g_01803	Prat.g_01634
OG0001051	Prav.g_01804	Prat.g_01635
OG0001052	Prav.g_01805	Prat.g_01636
OG0001053	Prav.g_01807	Prat.g_01639
OG0001054	Prav.g_01809	Prat.g_01641
OG0001055	Prav.g_01810	Prat.g_01642
OG0001056	Prav.g_01811	Prat.g_01643
OG0001057	Prav.g_01812	Prat.g_01644
OG0001058	Prav.g_01813	Prat.g_01645
OG0001059	Prav.g_01814	Prat.g_01646
OG0001060	Prav.g_01815	Prat.g_01647
OG0001061	Prav.g_01816	Prat.g_01648
OG0001062	Prav.g_01817	Prat.g_01649
OG0001063	Prav.g_01818	Prat.g_01650
OG0001064	Prav.g_00264	Prat.g_01652
OG0001065	Prav.g_00268	Prat.g_01655
OG0001066	Prav.g_00269	Prat.g_01657
OG0001067	Prav.g_00270	Prat.g_01658
OG0001068	Prav.g_00272	Prat.g_01661
OG0001069	Prav.g_00273	Prat.g_01662
OG0001070	Prav.g_00274	Prat.g_01663
OG0001071	Prav.g_00275	Prat.g_01664
OG0001072	Prav.g_00276	Prat.g_01665
OG0001073	Prav.g_00277	Prat.g_01666
OG0001074	Prav.g_00278	Prat.g_01667
OG0001075	Prav.g_00279	Prat.g_01668
OG0001076	Prav.g_00280	Prat.g_01669
OG0001077	Prav.g_00281	Prat.g_01670
OG0001078	Prav.g_00282	Prat.g_01671
OG0001079	Prav.g_00283	Prat.g_01672
OG0001080	Prav.g_00284	Prat.g_01673
OG0001081	Prav.g_00287	Prat.g_01677
OG0001082	Prav.g_00288	Prat.g_01678
OG0001083	Prav.g_00289	Prat.g_01682
OG0001084	Prav.g_00291	Prat.g_01680
OG0001085	Prav.g_00292	Prat.g_01679
OG0001086	Prav.g_00293	Prat.g_01676
OG0001087	Prav.g_00294	Prat.g_01675
OG0001088	Prav.g_00295	Prat.g_01674
OG0001089	Prav.g_00590	Prat.g_01684
OG0001090	Prav.g_00592	Prat.g_01686
OG0001091	Prav.g_00593	Prat.g_01687
OG0001092	Prav.g_00594	Prat.g_01688
OG0001093	Prav.g_00595	Prat.g_01689
OG0001094	Prav.g_00596	Prat.g_01690
OG0001095	Prav.g_00597	Prat.g_01691
OG0001096	Prav.g_00598	Prat.g_01692
OG0001097	Prav.g_00599	Prat.g_01693
OG0001098	Prav.g_00600	Prat.g_01694
OG0001099	Prav.g_00601	Prat.g_01695
OG0001100	Prav.g_00602	Prat.g_01696
OG0001101	Prav.g_00603	Prat.g_01697
OG0001102	Prav.g_00604	Prat.g_01698
OG0001103	Prav.g_00605	Prat.g_01699
OG0001104	Prav.g_00606	Prat.g_01700
OG0001105	Prav.g_00607	Prat.g_01701
OG0001106	Prav.g_00608	Prat.g_01702
OG0001107	Prav.g_00609	Prat.g_01703
OG0001108	Prav.g_00610	Prat.g_01704
OG0001109	Prav.g_00611	Prat.g_01705
OG0001110	Prav.g_00612	Prat.g_01706
OG0001111	Prav.g_00613	Prat.g_01707
OG0001112	Prav.g_00614	Prat.g_01708
OG0001113	Prav.g_00615	Prat.g_01709
OG0001114	Prav.g_00616	Prat.g_01710
OG0001115	Prav.g_00617	Prat.g_01711
OG0001116	Prav.g_00618	Prat.g_01712
OG0001117	Prav.g_00619	Prat.g_01713
OG0001118	Prav.g_00620	Prat.g_01714
OG0001119	Prav.g_00621	Prat.g_01715
OG0001120	Prav.g_00622	Prat.g_01327
OG0001121	Prav.g_00624	Prat.g_01717
OG0001122	Prav.g_00625	Prat.g_01718
OG0001123	Prav.g_00626	Prat.g_01719
OG0001124	Prav.g_00628	Prat.g_01721
OG0001125	Prav.g_00630	Prat.g_01723
OG0001126	Prav.g_00631	Prat.g_01724
OG0001127	Prav.g_00633	Prat.g_01727
OG0001128	Prav.g_00634	Prat.g_01728
OG0001129	Prav.g_00635	Prat.g_01729
OG0001130	Prav.g_00638	Prat.g_01732
OG0001131	Prav.g_00639	Prat.g_01733
OG0001132	Prav.g_00640	Prat.g_01734
OG0001133	Prav.g_00641	Prat.g_01735
OG0001134	Prav.g_00642	Prat.g_01736
OG0001135	Prav.g_00643	Prat.g_01737
OG0001136	Prav.g_00644	Prat.g_01738
OG0001137	Prav.g_00645	Prat.g_01739
OG0001138	Prav.g_00646	Prat.g_01740
OG0001139	Prav.g_00647	Prat.g_01742
OG0001140	Prav.g_00648	Prat.g_01744
OG0001141	Prav.g_00649	Prat.g_01745
OG0001142	Prav.g_00653	Prat.g_01748
OG0001143	Prav.g_00654	Prat.g_01749
OG0001144	Prav.g_00655	Prat.g_01750
OG0001145	Prav.g_00656	Prat.g_01751
OG0001146	Prav.g_00657	Prat.g_01752
OG0001147	Prav.g_00658	Prat.g_01753
OG0001148	Prav.g_00659	Prat.g_01754
OG0001149	Prav.g_00661	Prat.g_01756
OG0001150	Prav.g_00662	Prat.g_01757
OG0001151	Prav.g_00664	Prat.g_01760
OG0001152	Prav.g_00665	Prat.g_01761
OG0001153	Prav.g_00666	Prat.g_01762
OG0001154	Prav.g_00668	Prat.g_01764
OG0001155	Prav.g_00670	Prat.g_01766
OG0001156	Prav.g_00672	Prat.g_01768
OG0001157	Prav.g_00673	Prat.g_01770
OG0001158	Prav.g_00675	Prat.g_01772
OG0001159	Prav.g_00676	Prat.g_01773
OG0001160	Prav.g_00677	Prat.g_01775
OG0001161	Prav.g_00678	Prat.g_01776
OG0001162	Prav.g_00679	Prat.g_01777
OG0001163	Prav.g_00680	Prat.g_01778
