Orthogroup	Prav	Pram
OG0000582	Prav.g_01260	Pram.g_01048
OG0000583	Prav.g_01261	Pram.g_01047
OG0000584	Prav.g_01262	Pram.g_01045
OG0000585	Prav.g_01263	Pram.g_01044
OG0000586	Prav.g_01265	Pram.g_01042
OG0000587	Prav.g_01266	Pram.g_01041
OG0000588	Prav.g_01268	Pram.g_00760
OG0000589	Prav.g_01269	Pram.g_00761
OG0000590	Prav.g_01271	Pram.g_00763
OG0000591	Prav.g_01277	Pram.g_00769
OG0000592	Prav.g_01278	Pram.g_00770
OG0000593	Prav.g_01279	Pram.g_00771
OG0000594	Prav.g_01281	Pram.g_00774
OG0000595	Prav.g_01282	Pram.g_00775
OG0000596	Prav.g_01283	Pram.g_00776
OG0000597	Prav.g_01285	Pram.g_00778
OG0000598	Prav.g_01286	Pram.g_00779
OG0000599	Prav.g_01287	Pram.g_00780
OG0000600	Prav.g_01288	Pram.g_00781
OG0000601	Prav.g_01290	Pram.g_00784
OG0000602	Prav.g_01291	Pram.g_00785
OG0000603	Prav.g_01292	Pram.g_00786
OG0000604	Prav.g_01293	Pram.g_00789
OG0000605	Prav.g_01294	Pram.g_00790
OG0000606	Prav.g_01295	Pram.g_00791
OG0000607	Prav.g_01297	Pram.g_00793
OG0000608	Prav.g_01298	Pram.g_00795
OG0000609	Prav.g_01312	Pram.g_01927
OG0000610	Prav.g_01313	Pram.g_00720
OG0000611	Prav.g_00307	Pram.g_00802
OG0000612	Prav.g_00308	Pram.g_00803
OG0000613	Prav.g_00309	Pram.g_01027
OG0000614	Prav.g_00310	Pram.g_01026
OG0000615	Prav.g_00312	Pram.g_01024
OG0000616	Prav.g_00313	Pram.g_01023
OG0000617	Prav.g_00314	Pram.g_01022
OG0000618	Prav.g_00315	Pram.g_01021
OG0000619	Prav.g_00316	Pram.g_01020
OG0000620	Prav.g_00317	Pram.g_01019
OG0000621	Prav.g_00318	Pram.g_01018
OG0000622	Prav.g_00319	Pram.g_01017
OG0000623	Prav.g_00320	Pram.g_01016
OG0000624	Prav.g_00321	Pram.g_01014
OG0000625	Prav.g_00322	Pram.g_01013
OG0000626	Prav.g_00323	Pram.g_01012
OG0000627	Prav.g_00324	Pram.g_01011
OG0000628	Prav.g_00325	Pram.g_01010
OG0000629	Prav.g_00326	Pram.g_01008
OG0000630	Prav.g_00327	Pram.g_01007
OG0000631	Prav.g_00329	Pram.g_01005
OG0000632	Prav.g_00343	Pram.g_01004
OG0000633	Prav.g_00346	Pram.g_01539
OG0000634	Prav.g_00362	Pram.g_01534
OG0000635	Prav.g_00364	Pram.g_00935
OG0000636	Prav.g_00365	Pram.g_00934
OG0000637	Prav.g_00366	Pram.g_00933
OG0000638	Prav.g_00373	Pram.g_00325
OG0000639	Prav.g_00383	Pram.g_00908
OG0000640	Prav.g_00385	Pram.g_00911
OG0000641	Prav.g_00388	Pram.g_00913
OG0000642	Prav.g_00389	Pram.g_00914
OG0000643	Prav.g_00390	Pram.g_00915
OG0000644	Prav.g_00391	Pram.g_01028
OG0000645	Prav.g_00392	Pram.g_00804
OG0000646	Prav.g_00393	Pram.g_00805
OG0000647	Prav.g_00394	Pram.g_00806
OG0000648	Prav.g_00396	Pram.g_00808
OG0000649	Prav.g_00397	Pram.g_00809
OG0000650	Prav.g_00398	Pram.g_00810
OG0000651	Prav.g_00399	Pram.g_00811
OG0000652	Prav.g_00400	Pram.g_00812
OG0000653	Prav.g_00401	Pram.g_00813
OG0000654	Prav.g_00403	Pram.g_00815
OG0000655	Prav.g_00405	Pram.g_00817
OG0000656	Prav.g_00406	Pram.g_00818
OG0000657	Prav.g_00407	Pram.g_00819
OG0000658	Prav.g_00408	Pram.g_00820
OG0000659	Prav.g_00409	Pram.g_00821
OG0000660	Prav.g_00410	Pram.g_00822
OG0000661	Prav.g_00411	Pram.g_00823
OG0000662	Prav.g_00412	Pram.g_00825
OG0000663	Prav.g_00413	Pram.g_00826
OG0000664	Prav.g_00414	Pram.g_00827
OG0000665	Prav.g_00415	Pram.g_00828
OG0000666	Prav.g_00416	Pram.g_00829
OG0000667	Prav.g_00417	Pram.g_00830
OG0000668	Prav.g_00418	Pram.g_00831
OG0000669	Prav.g_00420	Pram.g_00833
OG0000670	Prav.g_00421	Pram.g_00834
OG0000671	Prav.g_00422	Pram.g_00835
OG0000672	Prav.g_00423	Pram.g_00836
OG0000673	Prav.g_00424	Pram.g_00837
OG0000674	Prav.g_00425	Pram.g_00838
OG0000675	Prav.g_00427	Pram.g_00839
OG0000676	Prav.g_00428	Pram.g_00840
OG0000677	Prav.g_00430	Pram.g_00843
OG0000678	Prav.g_00432	Pram.g_00845
OG0000679	Prav.g_00433	Pram.g_00847
OG0000680	Prav.g_00434	Pram.g_00848
OG0000681	Prav.g_00435	Pram.g_00849
OG0000682	Prav.g_00436	Pram.g_00850
OG0000683	Prav.g_00438	Pram.g_00852
OG0000684	Prav.g_00439	Pram.g_00853
OG0000685	Prav.g_00440	Pram.g_00854
OG0000686	Prav.g_00441	Pram.g_00855
OG0000687	Prav.g_00442	Pram.g_00857
OG0000688	Prav.g_00443	Pram.g_00858
OG0000689	Prav.g_00444	Pram.g_00859
OG0000690	Prav.g_00445	Pram.g_00860
OG0000691	Prav.g_00446	Pram.g_00861
OG0000692	Prav.g_00448	Pram.g_00865
OG0000693	Prav.g_00449	Pram.g_00866
OG0000694	Prav.g_00450	Pram.g_00867
OG0000695	Prav.g_00451	Pram.g_00868
OG0000696	Prav.g_00452	Pram.g_00870
OG0000697	Prav.g_00454	Pram.g_00872
OG0000698	Prav.g_00456	Pram.g_00876
OG0000699	Prav.g_00457	Pram.g_00877
OG0000700	Prav.g_00483	Pram.g_00713
OG0000701	Prav.g_00487	Pram.g_00717
OG0000702	Prav.g_00490	Pram.g_00724
OG0000703	Prav.g_00491	Pram.g_00726
OG0000704	Prav.g_00492	Pram.g_00727
OG0000705	Prav.g_00493	Pram.g_00728
OG0000706	Prav.g_00494	Pram.g_00729
OG0000707	Prav.g_00496	Pram.g_00731
OG0000708	Prav.g_00497	Pram.g_00732
OG0000709	Prav.g_00499	Pram.g_00734
OG0000710	Prav.g_00500	Pram.g_00735
OG0000711	Prav.g_00501	Pram.g_00736
OG0000712	Prav.g_00502	Pram.g_00737
OG0000713	Prav.g_00503	Pram.g_00738
OG0000714	Prav.g_00505	Pram.g_00740
OG0000715	Prav.g_00506	Pram.g_00741
OG0000716	Prav.g_00508	Pram.g_00743
OG0000717	Prav.g_00509	Pram.g_00744
OG0000718	Prav.g_00510	Pram.g_00745
OG0000719	Prav.g_00512	Pram.g_00747
OG0000720	Prav.g_00513	Pram.g_00748
OG0000721	Prav.g_00515	Pram.g_00751
OG0000722	Prav.g_00516	Pram.g_00752
OG0000723	Prav.g_00517	Pram.g_00753
OG0000724	Prav.g_00519	Pram.g_00754
OG0000725	Prav.g_00520	Pram.g_00755
OG0000726	Prav.g_00521	Pram.g_00756
OG0000727	Prav.g_00522	Pram.g_00757
OG0000728	Prav.g_00523	Pram.g_00758
OG0000729	Prav.g_00524	Pram.g_00759
OG0000730	Prav.g_00525	Pram.g_01038
OG0000731	Prav.g_00526	Pram.g_01036
OG0000732	Prav.g_00527	Pram.g_01035
OG0000733	Prav.g_00528	Pram.g_01034
OG0000734	Prav.g_00529	Pram.g_01033
OG0000735	Prav.g_00530	Pram.g_01031
OG0000736	Prav.g_00531	Pram.g_01030
OG0000737	Prav.g_00532	Pram.g_01029
OG0000738	Prav.g_00533	Pram.g_00916
OG0000739	Prav.g_00534	Pram.g_00917
OG0000740	Prav.g_00535	Pram.g_00918
OG0000741	Prav.g_00536	Pram.g_00919
OG0000742	Prav.g_00538	Pram.g_00921
OG0000743	Prav.g_00539	Pram.g_00922
OG0000744	Prav.g_00540	Pram.g_00923
OG0000745	Prav.g_00541	Pram.g_00924
OG0000746	Prav.g_00542	Pram.g_00925
OG0000747	Prav.g_00543	Pram.g_00926
OG0000748	Prav.g_00544	Pram.g_00927
OG0000749	Prav.g_00545	Pram.g_00928
OG0000750	Prav.g_00546	Pram.g_00930
OG0000751	Prav.g_00547	Pram.g_00931
OG0000752	Prav.g_00548	Pram.g_00988
OG0000753	Prav.g_00550	Pram.g_00936
OG0000754	Prav.g_00551	Pram.g_00937
OG0000755	Prav.g_00552	Pram.g_00938
OG0000756	Prav.g_00553	Pram.g_00940
OG0000757	Prav.g_00554	Pram.g_00941
OG0000758	Prav.g_00555	Pram.g_00942
OG0000759	Prav.g_00557	Pram.g_00944
OG0000760	Prav.g_00558	Pram.g_00945
OG0000761	Prav.g_00559	Pram.g_00946
OG0000762	Prav.g_00561	Pram.g_00948
OG0000763	Prav.g_00562	Pram.g_00949
OG0000764	Prav.g_00563	Pram.g_00950
OG0000765	Prav.g_00564	Pram.g_00951
OG0000766	Prav.g_00565	Pram.g_00952
OG0000767	Prav.g_00567	Pram.g_00954
OG0000768	Prav.g_00568	Pram.g_00955
OG0000769	Prav.g_00569	Pram.g_00956
OG0000770	Prav.g_00570	Pram.g_00957
OG0000771	Prav.g_00571	Pram.g_00958
OG0000772	Prav.g_00572	Pram.g_01199
OG0000773	Prav.g_00573	Pram.g_00959
OG0000774	Prav.g_00574	Pram.g_00960
OG0000775	Prav.g_00575	Pram.g_00961
OG0000776	Prav.g_00577	Pram.g_00963
OG0000777	Prav.g_00579	Pram.g_00964
OG0000778	Prav.g_00580	Pram.g_00965
OG0000779	Prav.g_00581	Pram.g_00966
OG0000780	Prav.g_00583	Pram.g_00968
OG0000781	Prav.g_00585	Pram.g_00970
OG0000782	Prav.g_00586	Pram.g_00971
OG0000783	Prav.g_00902	Pram.g_00973
OG0000784	Prav.g_00904	Pram.g_00975
OG0000785	Prav.g_00905	Pram.g_00976
OG0000786	Prav.g_00906	Pram.g_00977
OG0000787	Prav.g_00907	Pram.g_00978
OG0000788	Prav.g_00911	Pram.g_00983
OG0000789	Prav.g_00913	Pram.g_00986
OG0000790	Prav.g_00914	Pram.g_00987
OG0000791	Prav.g_00915	Pram.g_00990
OG0000792	Prav.g_00916	Pram.g_00991
OG0000793	Prav.g_00917	Pram.g_00992
OG0000794	Prav.g_00919	Pram.g_00995
OG0000795	Prav.g_00922	Pram.g_00899
OG0000796	Prav.g_00923	Pram.g_00898
OG0000797	Prav.g_00925	Pram.g_00896
OG0000798	Prav.g_00926	Pram.g_00895
OG0000799	Prav.g_00927	Pram.g_00894
OG0000800	Prav.g_00928	Pram.g_00893
OG0000801	Prav.g_00931	Pram.g_00890
OG0000802	Prav.g_00932	Pram.g_00889
OG0000803	Prav.g_00934	Pram.g_00887
OG0000804	Prav.g_00935	Pram.g_00886
OG0000805	Prav.g_00936	Pram.g_00885
OG0000806	Prav.g_00938	Pram.g_00883
OG0000807	Prav.g_00242	Pram.g_00356
OG0000808	Prav.g_00252	Pram.g_00683
OG0000809	Prav.g_00255	Pram.g_01188
OG0000810	Prav.g_00256	Pram.g_00579
OG0000811	Prav.g_00263	Pram.g_01208
OG0000812	Prav.g_00004	Pram.g_01182
OG0000813	Prav.g_00008	Pram.g_00335
OG0000814	Prav.g_00010	Pram.g_01201
OG0000815	Prav.g_00019	Pram.g_01469
OG0000816	Prav.g_00034	Pram.g_01547
OG0000817	Prav.g_00035	Pram.g_01548
OG0000818	Prav.g_00039	Pram.g_00690
OG0000819	Prav.g_00046	Pram.g_01162
OG0000820	Prav.g_00050	Pram.g_01156
OG0000821	Prav.g_00052	Pram.g_01154
OG0000822	Prav.g_00053	Pram.g_01153
OG0000823	Prav.g_00054	Pram.g_01152
OG0000824	Prav.g_00055	Pram.g_01151
OG0000825	Prav.g_00056	Pram.g_01150
OG0000826	Prav.g_00057	Pram.g_01149
OG0000827	Prav.g_00058	Pram.g_01148
OG0000828	Prav.g_00059	Pram.g_01147
OG0000829	Prav.g_00060	Pram.g_01146
OG0000830	Prav.g_00061	Pram.g_01144
OG0000831	Prav.g_00064	Pram.g_01141
OG0000832	Prav.g_00066	Pram.g_01139
OG0000833	Prav.g_00067	Pram.g_01137
OG0000834	Prav.g_00068	Pram.g_01136
OG0000835	Prav.g_00069	Pram.g_01135
OG0000836	Prav.g_00070	Pram.g_01134
OG0000837	Prav.g_00072	Pram.g_01131
OG0000838	Prav.g_00073	Pram.g_01130
OG0000839	Prav.g_00074	Pram.g_01129
OG0000840	Prav.g_00075	Pram.g_01128
OG0000841	Prav.g_00076	Pram.g_01127
OG0000842	Prav.g_00077	Pram.g_01125
OG0000843	Prav.g_01868	Pram.g_01124
OG0000844	Prav.g_01867	Pram.g_01123
OG0000845	Prav.g_01866	Pram.g_01122
OG0000846	Prav.g_01863	Pram.g_01119
OG0000847	Prav.g_01861	Pram.g_01118
OG0000848	Prav.g_01860	Pram.g_01117
OG0000849	Prav.g_01859	Pram.g_01114
OG0000850	Prav.g_01858	Pram.g_01113
OG0000851	Prav.g_01857	Pram.g_01111
OG0000852	Prav.g_01855	Pram.g_01109
OG0000853	Prav.g_01854	Pram.g_01107
OG0000854	Prav.g_01852	Pram.g_01105
OG0000855	Prav.g_01851	Pram.g_01104
OG0000856	Prav.g_01850	Pram.g_01103
OG0000857	Prav.g_01849	Pram.g_01102
OG0000858	Prav.g_01848	Pram.g_01101
OG0000859	Prav.g_01847	Pram.g_01100
OG0000860	Prav.g_01846	Pram.g_01099
OG0000861	Prav.g_01845	Pram.g_01098
OG0000862	Prav.g_01844	Pram.g_01097
OG0000863	Prav.g_01843	Pram.g_01096
OG0000864	Prav.g_01842	Pram.g_01095
OG0000865	Prav.g_01841	Pram.g_01094
OG0000866	Prav.g_01840	Pram.g_01093
OG0000867	Prav.g_01839	Pram.g_01092
OG0000868	Prav.g_01838	Pram.g_01091
OG0000869	Prav.g_01836	Pram.g_01089
OG0000870	Prav.g_01835	Pram.g_01088
OG0000871	Prav.g_01833	Pram.g_01087
OG0000872	Prav.g_01832	Pram.g_01086
OG0000873	Prav.g_01830	Pram.g_01084
OG0000874	Prav.g_01829	Pram.g_01083
OG0000875	Prav.g_01828	Pram.g_01082
OG0000876	Prav.g_01827	Pram.g_01081
OG0000877	Prav.g_01825	Pram.g_00570
OG0000878	Prav.g_01409	Pram.g_01569
OG0000879	Prav.g_01427	Pram.g_01219
OG0000880	Prav.g_01428	Pram.g_01220
OG0000881	Prav.g_01429	Pram.g_01221
OG0000882	Prav.g_01430	Pram.g_01222
OG0000883	Prav.g_01431	Pram.g_01223
OG0000884	Prav.g_01433	Pram.g_01225
OG0000885	Prav.g_01434	Pram.g_01226
OG0000886	Prav.g_01435	Pram.g_01227
OG0000887	Prav.g_01436	Pram.g_01228
OG0000888	Prav.g_01437	Pram.g_01229
OG0000889	Prav.g_01440	Pram.g_01232
OG0000890	Prav.g_01441	Pram.g_01233
OG0000891	Prav.g_01442	Pram.g_01234
OG0000892	Prav.g_01444	Pram.g_01236
OG0000893	Prav.g_01445	Pram.g_01237
OG0000894	Prav.g_01446	Pram.g_01238
OG0000895	Prav.g_01447	Pram.g_01239
OG0000896	Prav.g_01448	Pram.g_01240
OG0000897	Prav.g_01449	Pram.g_01241
OG0000898	Prav.g_01451	Pram.g_01244
OG0000899	Prav.g_01452	Pram.g_01245
OG0000900	Prav.g_01455	Pram.g_01478
OG0000901	Prav.g_01459	Pram.g_01475
OG0000902	Prav.g_01460	Pram.g_01271
OG0000903	Prav.g_01461	Pram.g_01198
OG0000904	Prav.g_01463	Pram.g_01281
OG0000905	Prav.g_01465	Pram.g_01183
OG0000906	Prav.g_01467	Pram.g_01165
OG0000907	Prav.g_01468	Pram.g_00874
OG0000908	Prav.g_01471	Pram.g_01542
OG0000909	Prav.g_01475	Pram.g_01466
OG0000910	Prav.g_01476	Pram.g_01465
OG0000911	Prav.g_01477	Pram.g_01464
OG0000912	Prav.g_01478	Pram.g_01463
OG0000913	Prav.g_01479	Pram.g_01462
OG0000914	Prav.g_01480	Pram.g_01461
OG0000915	Prav.g_01481	Pram.g_01460
OG0000916	Prav.g_01482	Pram.g_01458
OG0000917	Prav.g_01483	Pram.g_01457
OG0000918	Prav.g_01484	Pram.g_01456
OG0000919	Prav.g_01485	Pram.g_01455
OG0000920	Prav.g_01486	Pram.g_01454
OG0000921	Prav.g_01487	Pram.g_01453
OG0000922	Prav.g_01488	Pram.g_01452
OG0000923	Prav.g_01489	Pram.g_01451
OG0000924	Prav.g_01490	Pram.g_01450
OG0000925	Prav.g_01491	Pram.g_01449
OG0000926	Prav.g_01505	Pram.g_01815
OG0000927	Prav.g_01560	Pram.g_01398
OG0000928	Prav.g_01561	Pram.g_01397
OG0000929	Prav.g_01562	Pram.g_01396
OG0000930	Prav.g_01563	Pram.g_01395
OG0000931	Prav.g_01564	Pram.g_01394
OG0000932	Prav.g_01566	Pram.g_01392
OG0000933	Prav.g_01567	Pram.g_01391
OG0000934	Prav.g_01568	Pram.g_01390
OG0000935	Prav.g_01569	Pram.g_01389
OG0000936	Prav.g_01570	Pram.g_01388
OG0000937	Prav.g_01571	Pram.g_01387
OG0000938	Prav.g_01572	Pram.g_01386
OG0000939	Prav.g_01573	Pram.g_01385
OG0000940	Prav.g_01574	Pram.g_01384
OG0000941	Prav.g_01576	Pram.g_01383
OG0000942	Prav.g_01577	Pram.g_01382
OG0000943	Prav.g_01580	Pram.g_01376
OG0000944	Prav.g_01581	Pram.g_01375
OG0000945	Prav.g_01582	Pram.g_01374
OG0000946	Prav.g_01583	Pram.g_01373
OG0000947	Prav.g_01584	Pram.g_01372
OG0000948	Prav.g_01585	Pram.g_01371
OG0000949	Prav.g_01586	Pram.g_01370
OG0000950	Prav.g_01587	Pram.g_01369
OG0000951	Prav.g_01588	Pram.g_01368
OG0000952	Prav.g_01589	Pram.g_01367
OG0000953	Prav.g_01590	Pram.g_01366
OG0000954	Prav.g_01591	Pram.g_01365
OG0000955	Prav.g_01592	Pram.g_01364
OG0000956	Prav.g_01593	Pram.g_01363
OG0000957	Prav.g_01594	Pram.g_01362
OG0000958	Prav.g_01595	Pram.g_01361
OG0000959	Prav.g_01596	Pram.g_01360
OG0000960	Prav.g_01597	Pram.g_01359
OG0000961	Prav.g_01601	Pram.g_01355
OG0000962	Prav.g_01602	Pram.g_01354
OG0000963	Prav.g_01603	Pram.g_01353
OG0000964	Prav.g_01605	Pram.g_01351
OG0000965	Prav.g_01606	Pram.g_01350
OG0000966	Prav.g_01607	Pram.g_01349
OG0000967	Prav.g_01608	Pram.g_01348
OG0000968	Prav.g_01609	Pram.g_01347
OG0000969	Prav.g_01610	Pram.g_01346
OG0000970	Prav.g_01611	Pram.g_01345
OG0000971	Prav.g_01612	Pram.g_01344
OG0000972	Prav.g_01613	Pram.g_01343
OG0000973	Prav.g_01614	Pram.g_01342
OG0000974	Prav.g_01616	Pram.g_01340
OG0000975	Prav.g_01619	Pram.g_01333
OG0000976	Prav.g_01621	Pram.g_01331
OG0000977	Prav.g_01622	Pram.g_01330
OG0000978	Prav.g_01623	Pram.g_01328
OG0000979	Prav.g_01625	Pram.g_01326
OG0000980	Prav.g_01626	Pram.g_01325
OG0000981	Prav.g_01627	Pram.g_01324
OG0000982	Prav.g_01628	Pram.g_01323
OG0000983	Prav.g_01630	Pram.g_01321
OG0000984	Prav.g_01631	Pram.g_01320
OG0000985	Prav.g_01632	Pram.g_01319
OG0000986	Prav.g_01633	Pram.g_01318
OG0000987	Prav.g_01634	Pram.g_01317
OG0000988	Prav.g_01635	Pram.g_01315
OG0000989	Prav.g_01636	Pram.g_01314
OG0000990	Prav.g_01637	Pram.g_01313
OG0000991	Prav.g_01638	Pram.g_01312
OG0000992	Prav.g_01639	Pram.g_01311
OG0000993	Prav.g_01640	Pram.g_01310
OG0000994	Prav.g_01641	Pram.g_01309
OG0000995	Prav.g_01642	Pram.g_01308
OG0000996	Prav.g_01643	Pram.g_01307
OG0000997	Prav.g_01644	Pram.g_01306
OG0000998	Prav.g_01645	Pram.g_01305
OG0000999	Prav.g_01646	Pram.g_01304
OG0001000	Prav.g_01647	Pram.g_01303
OG0001001	Prav.g_01649	Pram.g_01301
OG0001002	Prav.g_01650	Pram.g_01300
OG0001003	Prav.g_01651	Pram.g_01299
OG0001004	Prav.g_01652	Pram.g_01298
OG0001005	Prav.g_01653	Pram.g_01296
OG0001006	Prav.g_01654	Pram.g_01295
OG0001007	Prav.g_01655	Pram.g_01294
OG0001008	Prav.g_01657	Pram.g_01292
OG0001009	Prav.g_01658	Pram.g_01291
OG0001010	Prav.g_01664	Pram.g_01577
OG0001011	Prav.g_01671	Pram.g_00567
OG0001012	Prav.g_01699	Pram.g_00824
OG0001013	Prav.g_01755	Pram.g_01625
OG0001014	Prav.g_01756	Pram.g_01626
OG0001015	Prav.g_01762	Pram.g_01633
OG0001016	Prav.g_01763	Pram.g_01634
OG0001017	Prav.g_01764	Pram.g_01635
OG0001018	Prav.g_01765	Pram.g_01636
OG0001019	Prav.g_01767	Pram.g_01638
OG0001020	Prav.g_01768	Pram.g_01639
OG0001021	Prav.g_01769	Pram.g_01640
OG0001022	Prav.g_01770	Pram.g_01641
OG0001023	Prav.g_01771	Pram.g_01642
OG0001024	Prav.g_01772	Pram.g_01644
OG0001025	Prav.g_01773	Pram.g_01645
OG0001026	Prav.g_01775	Pram.g_01646
OG0001027	Prav.g_01776	Pram.g_01647
OG0001028	Prav.g_01777	Pram.g_01648
OG0001029	Prav.g_01778	Pram.g_01649
OG0001030	Prav.g_01779	Pram.g_01650
OG0001031	Prav.g_01780	Pram.g_01651
OG0001032	Prav.g_01781	Pram.g_01652
OG0001033	Prav.g_01782	Pram.g_01653
OG0001034	Prav.g_01783	Pram.g_01654
OG0001035	Prav.g_01785	Pram.g_01656
OG0001036	Prav.g_01786	Pram.g_01657
OG0001037	Prav.g_01787	Pram.g_01658
OG0001038	Prav.g_01788	Pram.g_01659
OG0001039	Prav.g_01789	Pram.g_01660
OG0001040	Prav.g_01790	Pram.g_01662
OG0001041	Prav.g_01791	Pram.g_01663
OG0001042	Prav.g_01792	Pram.g_01664
OG0001043	Prav.g_01793	Pram.g_01665
OG0001044	Prav.g_01794	Pram.g_01666
OG0001045	Prav.g_01795	Pram.g_01667
OG0001046	Prav.g_01796	Pram.g_01668
OG0001047	Prav.g_01799	Pram.g_01671
OG0001048	Prav.g_01801	Pram.g_01673
OG0001049	Prav.g_01802	Pram.g_01674
OG0001050	Prav.g_01803	Pram.g_01675
OG0001051	Prav.g_01804	Pram.g_01676
OG0001052	Prav.g_01805	Pram.g_01677
OG0001053	Prav.g_01807	Pram.g_01679
OG0001054	Prav.g_01809	Pram.g_01681
OG0001055	Prav.g_01810	Pram.g_01682
OG0001056	Prav.g_01811	Pram.g_01683
OG0001057	Prav.g_01812	Pram.g_01684
OG0001058	Prav.g_01813	Pram.g_01685
OG0001059	Prav.g_01814	Pram.g_01686
OG0001060	Prav.g_01815	Pram.g_01687
OG0001061	Prav.g_01816	Pram.g_01688
OG0001062	Prav.g_01817	Pram.g_01689
OG0001063	Prav.g_01818	Pram.g_01690
OG0001064	Prav.g_00264	Pram.g_01691
OG0001065	Prav.g_00268	Pram.g_01695
OG0001066	Prav.g_00269	Pram.g_01697
OG0001067	Prav.g_00270	Pram.g_01698
OG0001068	Prav.g_00272	Pram.g_01701
OG0001069	Prav.g_00273	Pram.g_01702
OG0001070	Prav.g_00274	Pram.g_01703
OG0001071	Prav.g_00275	Pram.g_01704
OG0001072	Prav.g_00276	Pram.g_01705
OG0001073	Prav.g_00277	Pram.g_01706
OG0001074	Prav.g_00278	Pram.g_01707
OG0001075	Prav.g_00279	Pram.g_01708
OG0001076	Prav.g_00280	Pram.g_01709
OG0001077	Prav.g_00281	Pram.g_01710
OG0001078	Prav.g_00282	Pram.g_01711
OG0001079	Prav.g_00283	Pram.g_01712
OG0001080	Prav.g_00284	Pram.g_01713
OG0001081	Prav.g_00287	Pram.g_01717
OG0001082	Prav.g_00288	Pram.g_01718
OG0001083	Prav.g_00289	Pram.g_01722
OG0001084	Prav.g_00291	Pram.g_01720
OG0001085	Prav.g_00292	Pram.g_01719
OG0001086	Prav.g_00293	Pram.g_01716
OG0001087	Prav.g_00294	Pram.g_01715
OG0001088	Prav.g_00295	Pram.g_01714
OG0001089	Prav.g_00590	Pram.g_01727
OG0001090	Prav.g_00592	Pram.g_01729
OG0001091	Prav.g_00593	Pram.g_01730
OG0001092	Prav.g_00594	Pram.g_01731
OG0001093	Prav.g_00595	Pram.g_01732
OG0001094	Prav.g_00596	Pram.g_01733
OG0001095	Prav.g_00597	Pram.g_01734
OG0001096	Prav.g_00598	Pram.g_01735
OG0001097	Prav.g_00599	Pram.g_01736
OG0001098	Prav.g_00600	Pram.g_01737
OG0001099	Prav.g_00601	Pram.g_01738
OG0001100	Prav.g_00602	Pram.g_01739
OG0001101	Prav.g_00603	Pram.g_01740
OG0001102	Prav.g_00604	Pram.g_01741
OG0001103	Prav.g_00605	Pram.g_01742
OG0001104	Prav.g_00606	Pram.g_01743
OG0001105	Prav.g_00607	Pram.g_01744
OG0001106	Prav.g_00608	Pram.g_01745
OG0001107	Prav.g_00609	Pram.g_01746
OG0001108	Prav.g_00610	Pram.g_01747
OG0001109	Prav.g_00611	Pram.g_01748
OG0001110	Prav.g_00612	Pram.g_01749
OG0001111	Prav.g_00613	Pram.g_01750
OG0001112	Prav.g_00614	Pram.g_01751
OG0001113	Prav.g_00615	Pram.g_01752
OG0001114	Prav.g_00616	Pram.g_01753
OG0001115	Prav.g_00617	Pram.g_01754
OG0001116	Prav.g_00618	Pram.g_01755
OG0001117	Prav.g_00619	Pram.g_01756
OG0001118	Prav.g_00620	Pram.g_01757
OG0001119	Prav.g_00621	Pram.g_01758
OG0001120	Prav.g_00622	Pram.g_01759
OG0001121	Prav.g_00624	Pram.g_01761
OG0001122	Prav.g_00625	Pram.g_01762
OG0001123	Prav.g_00626	Pram.g_01763
OG0001124	Prav.g_00628	Pram.g_01765
OG0001125	Prav.g_00630	Pram.g_01767
OG0001126	Prav.g_00631	Pram.g_01768
OG0001127	Prav.g_00633	Pram.g_01771
OG0001128	Prav.g_00634	Pram.g_01772
OG0001129	Prav.g_00635	Pram.g_01773
OG0001130	Prav.g_00638	Pram.g_01776
OG0001131	Prav.g_00639	Pram.g_01777
OG0001132	Prav.g_00640	Pram.g_01778
OG0001133	Prav.g_00641	Pram.g_01779
OG0001134	Prav.g_00642	Pram.g_01780
OG0001135	Prav.g_00643	Pram.g_01781
OG0001136	Prav.g_00644	Pram.g_01782
OG0001137	Prav.g_00645	Pram.g_01783
OG0001138	Prav.g_00646	Pram.g_01784
OG0001139	Prav.g_00647	Pram.g_01786
OG0001140	Prav.g_00648	Pram.g_01787
OG0001141	Prav.g_00649	Pram.g_01788
OG0001142	Prav.g_00653	Pram.g_01793
OG0001143	Prav.g_00654	Pram.g_01794
OG0001144	Prav.g_00655	Pram.g_01795
OG0001145	Prav.g_00656	Pram.g_01796
OG0001146	Prav.g_00657	Pram.g_01797
OG0001147	Prav.g_00658	Pram.g_01798
OG0001148	Prav.g_00659	Pram.g_01799
OG0001149	Prav.g_00661	Pram.g_01801
OG0001150	Prav.g_00662	Pram.g_01802
OG0001151	Prav.g_00664	Pram.g_01806
OG0001152	Prav.g_00665	Pram.g_01807
OG0001153	Prav.g_00666	Pram.g_01808
OG0001154	Prav.g_00668	Pram.g_01810
OG0001155	Prav.g_00670	Pram.g_01812
OG0001156	Prav.g_00672	Pram.g_01814
OG0001157	Prav.g_00673	Pram.g_01816
OG0001158	Prav.g_00675	Pram.g_01818
OG0001159	Prav.g_00676	Pram.g_01819
OG0001160	Prav.g_00677	Pram.g_01820
OG0001161	Prav.g_00678	Pram.g_01821
OG0001162	Prav.g_00679	Pram.g_01822
OG0001163	Prav.g_00680	Pram.g_01823
