Orthogroup	Prbe	Syar
OG0000538	Prbe.g_00632	Syar.g_01496
OG0000539	Prbe.g_00631	Syar.g_01497
OG0000540	Prbe.g_00630	Syar.g_01498
OG0000541	Prbe.g_00629	Syar.g_01499
OG0000542	Prbe.g_00628	Syar.g_01502
OG0000543	Prbe.g_00626	Syar.g_01504
OG0000544	Prbe.g_00625	Syar.g_01505
OG0000545	Prbe.g_00623	Syar.g_01507
OG0000546	Prbe.g_00620	Syar.g_01509
OG0000547	Prbe.g_00618	Syar.g_01511
OG0000548	Prbe.g_00617	Syar.g_01512
OG0000549	Prbe.g_00615	Syar.g_02693
OG0000550	Prbe.g_00611	Syar.g_02689
OG0000551	Prbe.g_00608	Syar.g_02684
OG0000552	Prbe.g_00607	Syar.g_02683
OG0000553	Prbe.g_00606	Syar.g_02679
OG0000554	Prbe.g_00601	Syar.g_02352
OG0000555	Prbe.g_00593	Syar.g_02336
OG0000556	Prbe.g_00591	Syar.g_02332
OG0000557	Prbe.g_00590	Syar.g_02328
OG0000558	Prbe.g_00588	Syar.g_02326
OG0000559	Prbe.g_00584	Syar.g_02322
OG0000560	Prbe.g_00581	Syar.g_02320
OG0000561	Prbe.g_00580	Syar.g_02319
OG0000562	Prbe.g_00579	Syar.g_02318
OG0000563	Prbe.g_00578	Syar.g_02317
OG0000564	Prbe.g_00577	Syar.g_02316
OG0000565	Prbe.g_00575	Syar.g_02312
OG0000566	Prbe.g_00571	Syar.g_02308
OG0000567	Prbe.g_00567	Syar.g_02304
OG0000568	Prbe.g_00566	Syar.g_02302
OG0000569	Prbe.g_00565	Syar.g_02301
OG0000570	Prbe.g_00564	Syar.g_02300
OG0000571	Prbe.g_00562	Syar.g_02298
OG0000572	Prbe.g_00548	Syar.g_02201
OG0000573	Prbe.g_00542	Syar.g_02191
OG0000574	Prbe.g_00541	Syar.g_02190
OG0000575	Prbe.g_00537	Syar.g_03180
OG0000576	Prbe.g_00535	Syar.g_02187
OG0000577	Prbe.g_00534	Syar.g_02186
OG0000578	Prbe.g_00533	Syar.g_02185
OG0000579	Prbe.g_00532	Syar.g_02184
OG0000580	Prbe.g_00531	Syar.g_02183
OG0000581	Prbe.g_00528	Syar.g_02175
OG0000582	Prbe.g_00525	Syar.g_02131
OG0000583	Prbe.g_00524	Syar.g_02132
OG0000584	Prbe.g_00523	Syar.g_02133
OG0000585	Prbe.g_00521	Syar.g_02170
OG0000586	Prbe.g_00520	Syar.g_02171
OG0000587	Prbe.g_00519	Syar.g_02173
OG0000588	Prbe.g_00515	Syar.g_02275
OG0000589	Prbe.g_00513	Syar.g_02261
OG0000590	Prbe.g_00512	Syar.g_02260
OG0000591	Prbe.g_00508	Syar.g_02246
OG0000592	Prbe.g_00507	Syar.g_02245
OG0000593	Prbe.g_01488	Syar.g_02414
OG0000594	Prbe.g_01487	Syar.g_02415
OG0000595	Prbe.g_01486	Syar.g_02416
OG0000596	Prbe.g_01482	Syar.g_02421
OG0000597	Prbe.g_01479	Syar.g_02424
OG0000598	Prbe.g_01478	Syar.g_02425
OG0000599	Prbe.g_01475	Syar.g_02428
OG0000600	Prbe.g_01474	Syar.g_02429
OG0000601	Prbe.g_01473	Syar.g_02430
OG0000602	Prbe.g_01471	Syar.g_02435
OG0000603	Prbe.g_01470	Syar.g_02436
OG0000604	Prbe.g_01469	Syar.g_02438
OG0000605	Prbe.g_01468	Syar.g_02440
OG0000606	Prbe.g_01465	Syar.g_02443
OG0000607	Prbe.g_01462	Syar.g_02446
OG0000608	Prbe.g_01461	Syar.g_02447
OG0000609	Prbe.g_01460	Syar.g_02470
OG0000610	Prbe.g_01454	Syar.g_01917
OG0000611	Prbe.g_01451	Syar.g_01914
OG0000612	Prbe.g_01450	Syar.g_01913
OG0000613	Prbe.g_00447	Syar.g_00712
OG0000614	Prbe.g_00468	Syar.g_02012, Syar.g_01344
OG0000615	Prbe.g_01209	Syar.g_02603
OG0000616	Prbe.g_01197	Syar.g_00454
OG0000617	Prbe.g_01434	Syar.g_01576
OG0000618	Prbe.g_01433	Syar.g_01575
OG0000619	Prbe.g_01432	Syar.g_01574
OG0000620	Prbe.g_01429	Syar.g_01569
OG0000621	Prbe.g_01428	Syar.g_01568
OG0000622	Prbe.g_01427	Syar.g_01566
OG0000623	Prbe.g_01426	Syar.g_01565
OG0000624	Prbe.g_01424	Syar.g_01564
OG0000625	Prbe.g_01423	Syar.g_01563
OG0000626	Prbe.g_01422	Syar.g_01562
OG0000627	Prbe.g_01421	Syar.g_01868
OG0000628	Prbe.g_01420	Syar.g_01869
OG0000629	Prbe.g_01419	Syar.g_01872
OG0000630	Prbe.g_01416	Syar.g_02586
OG0000631	Prbe.g_01323	Syar.g_02579
OG0000632	Prbe.g_01324	Syar.g_02578
OG0000633	Prbe.g_01325	Syar.g_02576
OG0000634	Prbe.g_01218	Syar.g_02635
OG0000635	Prbe.g_01219	Syar.g_02636
OG0000636	Prbe.g_01221	Syar.g_02638
OG0000637	Prbe.g_01223	Syar.g_02640
OG0000638	Prbe.g_01224	Syar.g_02641
OG0000639	Prbe.g_01225	Syar.g_02642
OG0000640	Prbe.g_01226	Syar.g_02643
OG0000641	Prbe.g_01230	Syar.g_02648
OG0000642	Prbe.g_01231	Syar.g_02649
OG0000643	Prbe.g_01232	Syar.g_02650
OG0000644	Prbe.g_01233	Syar.g_02651
OG0000645	Prbe.g_01234	Syar.g_02652
OG0000646	Prbe.g_01236	Syar.g_02655
OG0000647	Prbe.g_01238	Syar.g_02657
OG0000648	Prbe.g_01240	Syar.g_02659
OG0000649	Prbe.g_01241	Syar.g_02660
OG0000650	Prbe.g_01242	Syar.g_02661
OG0000651	Prbe.g_01243	Syar.g_02662
OG0000652	Prbe.g_01244	Syar.g_02663
OG0000653	Prbe.g_01246	Syar.g_02665
OG0000654	Prbe.g_01247	Syar.g_02666
OG0000655	Prbe.g_01248	Syar.g_02667
OG0000656	Prbe.g_01251	Syar.g_02479
OG0000657	Prbe.g_01259	Syar.g_01812
OG0000658	Prbe.g_01261	Syar.g_01815
OG0000659	Prbe.g_01262	Syar.g_01816
OG0000660	Prbe.g_01266	Syar.g_01820
OG0000661	Prbe.g_01268	Syar.g_03175, Syar.g_01822
OG0000662	Prbe.g_01270	Syar.g_01829
OG0000663	Prbe.g_01272	Syar.g_01832
OG0000664	Prbe.g_01273	Syar.g_01837
OG0000665	Prbe.g_01279	Syar.g_02774
OG0000666	Prbe.g_01280	Syar.g_01241
OG0000667	Prbe.g_01284	Syar.g_02346
OG0000668	Prbe.g_00105	Syar.g_01802
OG0000669	Prbe.g_00406	Syar.g_01627
OG0000670	Prbe.g_00409	Syar.g_01624
OG0000671	Prbe.g_00412	Syar.g_01622
OG0000672	Prbe.g_00415	Syar.g_01619
OG0000673	Prbe.g_00418	Syar.g_01615
OG0000674	Prbe.g_00420	Syar.g_01613
OG0000675	Prbe.g_00421	Syar.g_01612
OG0000676	Prbe.g_00423	Syar.g_01608
OG0000677	Prbe.g_00424	Syar.g_01607
OG0000678	Prbe.g_00426	Syar.g_02037
OG0000679	Prbe.g_00430	Syar.g_02606
OG0000680	Prbe.g_00431	Syar.g_02607
OG0000681	Prbe.g_00434	Syar.g_02610
OG0000682	Prbe.g_00435	Syar.g_02611
OG0000683	Prbe.g_00436	Syar.g_02612
OG0000684	Prbe.g_00438	Syar.g_02615
OG0000685	Prbe.g_00440	Syar.g_02617
OG0000686	Prbe.g_00441	Syar.g_02618
OG0000687	Prbe.g_00442	Syar.g_02619
OG0000688	Prbe.g_01446	Syar.g_02624
OG0000689	Prbe.g_01445	Syar.g_02626
OG0000690	Prbe.g_01444	Syar.g_02627
OG0000691	Prbe.g_01443	Syar.g_02628
OG0000692	Prbe.g_01441	Syar.g_02629
OG0000693	Prbe.g_01440	Syar.g_02631
OG0000694	Prbe.g_01439	Syar.g_02632
OG0000695	Prbe.g_01327	Syar.g_02573
OG0000696	Prbe.g_01328	Syar.g_02572
OG0000697	Prbe.g_01329	Syar.g_02570
OG0000698	Prbe.g_01332	Syar.g_02567
OG0000699	Prbe.g_01333	Syar.g_02566
OG0000700	Prbe.g_01334	Syar.g_02565
OG0000701	Prbe.g_01335	Syar.g_02564
OG0000702	Prbe.g_01337	Syar.g_02559
OG0000703	Prbe.g_01338	Syar.g_02557
OG0000704	Prbe.g_01340	Syar.g_02555
OG0000705	Prbe.g_01343	Syar.g_02547
OG0000706	Prbe.g_01344	Syar.g_02546
OG0000707	Prbe.g_01345	Syar.g_02545
OG0000708	Prbe.g_01347	Syar.g_02542
OG0000709	Prbe.g_01351	Syar.g_02534
OG0000710	Prbe.g_01354	Syar.g_02528
OG0000711	Prbe.g_01372	Syar.g_02499
OG0000712	Prbe.g_01373	Syar.g_02497
OG0000713	Prbe.g_01374	Syar.g_02496
OG0000714	Prbe.g_01375	Syar.g_02494
OG0000715	Prbe.g_01377	Syar.g_02492
OG0000716	Prbe.g_01379	Syar.g_02488
OG0000717	Prbe.g_01380	Syar.g_02487
OG0000718	Prbe.g_01384	Syar.g_02483
OG0000719	Prbe.g_01386	Syar.g_01804
OG0000720	Prbe.g_01398	Syar.g_01790
OG0000721	Prbe.g_01402	Syar.g_01788
OG0000722	Prbe.g_01403	Syar.g_01787
OG0000723	Prbe.g_01407	Syar.g_01560
OG0000724	Prbe.g_01302	Syar.g_01367, Syar.g_02120
OG0000725	Prbe.g_01296	Syar.g_01934
OG0000726	Prbe.g_01295	Syar.g_01935
OG0000727	Prbe.g_01294	Syar.g_01936
OG0000728	Prbe.g_01292	Syar.g_01938
OG0000729	Prbe.g_00915	Syar.g_00593
OG0000730	Prbe.g_01591	Syar.g_01115
OG0000731	Prbe.g_01898	Syar.g_01127
OG0000732	Prbe.g_01148	Syar.g_00522
OG0000733	Prbe.g_00042	Syar.g_02234
OG0000734	Prbe.g_01565	Syar.g_03128
OG0000735	Prbe.g_01563	Syar.g_01522
OG0000736	Prbe.g_01562	Syar.g_01523
OG0000737	Prbe.g_01561	Syar.g_01524
OG0000738	Prbe.g_01557	Syar.g_01530
OG0000739	Prbe.g_01556	Syar.g_01531
OG0000740	Prbe.g_01555	Syar.g_01532
OG0000741	Prbe.g_01553	Syar.g_01535
OG0000742	Prbe.g_01550	Syar.g_01538
OG0000743	Prbe.g_01548	Syar.g_01541
OG0000744	Prbe.g_01547	Syar.g_01542
OG0000745	Prbe.g_01546	Syar.g_01545
OG0000746	Prbe.g_01544	Syar.g_01549
OG0000747	Prbe.g_01543	Syar.g_01551
OG0000748	Prbe.g_01539	Syar.g_01945
OG0000749	Prbe.g_01538	Syar.g_01946
OG0000750	Prbe.g_01537	Syar.g_01947
OG0000751	Prbe.g_01534	Syar.g_01952
OG0000752	Prbe.g_01532	Syar.g_01954
OG0000753	Prbe.g_01530	Syar.g_01957
OG0000754	Prbe.g_01527	Syar.g_01963
OG0000755	Prbe.g_01521	Syar.g_01974
OG0000756	Prbe.g_01520	Syar.g_01975
OG0000757	Prbe.g_01513	Syar.g_01984
OG0000758	Prbe.g_01512	Syar.g_01985
OG0000759	Prbe.g_01511	Syar.g_01986
OG0000760	Prbe.g_01510	Syar.g_01987
OG0000761	Prbe.g_01509	Syar.g_01988
OG0000762	Prbe.g_01508	Syar.g_01992
OG0000763	Prbe.g_01506	Syar.g_01699
OG0000764	Prbe.g_01505	Syar.g_01700
OG0000765	Prbe.g_01497	Syar.g_01718
OG0000766	Prbe.g_01496	Syar.g_01719
OG0000767	Prbe.g_01494	Syar.g_01721
OG0000768	Prbe.g_01493	Syar.g_01722
OG0000769	Prbe.g_01491	Syar.g_01724
OG0000770	Prbe.g_00502	Syar.g_01727
OG0000771	Prbe.g_00215	Syar.g_01373
OG0000772	Prbe.g_01128	Syar.g_00746
OG0000773	Prbe.g_00902	Syar.g_02694
OG0000774	Prbe.g_00900	Syar.g_02771
OG0000775	Prbe.g_00898	Syar.g_02773
OG0000776	Prbe.g_00897	Syar.g_01755
OG0000777	Prbe.g_00896	Syar.g_01754
OG0000778	Prbe.g_00895	Syar.g_01753
OG0000779	Prbe.g_00891	Syar.g_02779
OG0000780	Prbe.g_00890	Syar.g_02781
OG0000781	Prbe.g_00886	Syar.g_02785
OG0000782	Prbe.g_00885	Syar.g_02786
OG0000783	Prbe.g_00884	Syar.g_02787
OG0000784	Prbe.g_00883	Syar.g_02788
OG0000785	Prbe.g_00881	Syar.g_02791
OG0000786	Prbe.g_00878	Syar.g_02795
OG0000787	Prbe.g_00877	Syar.g_02796
OG0000788	Prbe.g_00634	Syar.g_02331
OG0000789	Prbe.g_00212	Syar.g_02040
OG0000790	Prbe.g_00368	Syar.g_01456
OG0000791	Prbe.g_00366	Syar.g_01454
OG0000792	Prbe.g_00365	Syar.g_01453
OG0000793	Prbe.g_00362	Syar.g_01243
OG0000794	Prbe.g_00361	Syar.g_01242
OG0000795	Prbe.g_00360	Syar.g_01240
OG0000796	Prbe.g_00356	Syar.g_01236
OG0000797	Prbe.g_00355	Syar.g_01235
OG0000798	Prbe.g_00087	Syar.g_02701
OG0000799	Prbe.g_00328	Syar.g_02844
OG0000800	Prbe.g_00327	Syar.g_02843
OG0000801	Prbe.g_00326	Syar.g_02842
OG0000802	Prbe.g_00324	Syar.g_02825
OG0000803	Prbe.g_00322	Syar.g_02822
OG0000804	Prbe.g_00321	Syar.g_02819
OG0000805	Prbe.g_00319	Syar.g_02817
OG0000806	Prbe.g_00317	Syar.g_02815
OG0000807	Prbe.g_00316	Syar.g_02814
OG0000808	Prbe.g_00315	Syar.g_02813
OG0000809	Prbe.g_00313	Syar.g_02811
OG0000810	Prbe.g_00312	Syar.g_02810
OG0000811	Prbe.g_00308	Syar.g_02805
OG0000812	Prbe.g_00306	Syar.g_02803
OG0000813	Prbe.g_00305	Syar.g_02802
OG0000814	Prbe.g_00303	Syar.g_02800
OG0000815	Prbe.g_00302	Syar.g_02799
OG0000816	Prbe.g_00300	Syar.g_02797
OG0000817	Prbe.g_00299	Syar.g_02861
OG0000818	Prbe.g_00294	Syar.g_01418
OG0000819	Prbe.g_00293	Syar.g_01417
OG0000820	Prbe.g_00292	Syar.g_01416
OG0000821	Prbe.g_00288	Syar.g_01410
OG0000822	Prbe.g_00287	Syar.g_01408
OG0000823	Prbe.g_00286	Syar.g_00017, Syar.g_01407
OG0000824	Prbe.g_00283	Syar.g_01402
OG0000825	Prbe.g_00282	Syar.g_01401
OG0000826	Prbe.g_00281	Syar.g_01400
OG0000827	Prbe.g_00280	Syar.g_01399
OG0000828	Prbe.g_00277	Syar.g_01396
OG0000829	Prbe.g_00276	Syar.g_01395
OG0000830	Prbe.g_00275	Syar.g_01394
OG0000831	Prbe.g_00273	Syar.g_01391
OG0000832	Prbe.g_00263	Syar.g_01213
OG0000833	Prbe.g_00254	Syar.g_02877
OG0000834	Prbe.g_00253	Syar.g_02878
OG0000835	Prbe.g_00252	Syar.g_02879
OG0000836	Prbe.g_00251	Syar.g_02881
OG0000837	Prbe.g_00250	Syar.g_02882
OG0000838	Prbe.g_00248	Syar.g_02886
OG0000839	Prbe.g_00247	Syar.g_02887
OG0000840	Prbe.g_00246	Syar.g_02888
OG0000841	Prbe.g_00245	Syar.g_02889
OG0000842	Prbe.g_00244	Syar.g_02890
OG0000843	Prbe.g_00243	Syar.g_02891
OG0000844	Prbe.g_00242	Syar.g_02893
OG0000845	Prbe.g_00241	Syar.g_02894
OG0000846	Prbe.g_00240	Syar.g_02895
OG0000847	Prbe.g_00239	Syar.g_02896
OG0000848	Prbe.g_00238	Syar.g_02898
OG0000849	Prbe.g_00237	Syar.g_02899
OG0000850	Prbe.g_00235	Syar.g_02902
OG0000851	Prbe.g_00234	Syar.g_02905
OG0000852	Prbe.g_00233	Syar.g_02906
OG0000853	Prbe.g_00227	Syar.g_02910
OG0000854	Prbe.g_00225	Syar.g_02912
OG0000855	Prbe.g_00224	Syar.g_02913
OG0000856	Prbe.g_00505	Syar.g_02243
OG0000857	Prbe.g_01237	Syar.g_02656
OG0000858	Prbe.g_00992	Syar.g_02920
OG0000859	Prbe.g_00991	Syar.g_02921
OG0000860	Prbe.g_00983	Syar.g_02931
OG0000861	Prbe.g_00982	Syar.g_02932
OG0000862	Prbe.g_00981	Syar.g_02942
OG0000863	Prbe.g_00979	Syar.g_02944
OG0000864	Prbe.g_00978	Syar.g_02945
OG0000865	Prbe.g_00977	Syar.g_02946
OG0000866	Prbe.g_00976	Syar.g_02947
OG0000867	Prbe.g_00975	Syar.g_02948
OG0000868	Prbe.g_00973	Syar.g_02950
OG0000869	Prbe.g_00970	Syar.g_02955
OG0000870	Prbe.g_00965	Syar.g_02960
OG0000871	Prbe.g_00964	Syar.g_02961
OG0000872	Prbe.g_00963	Syar.g_02967
OG0000873	Prbe.g_00960	Syar.g_02970
OG0000874	Prbe.g_00957	Syar.g_02974
OG0000875	Prbe.g_00956	Syar.g_02975
OG0000876	Prbe.g_00955	Syar.g_01828
OG0000877	Prbe.g_00953	Syar.g_02977
OG0000878	Prbe.g_00952	Syar.g_02978
OG0000879	Prbe.g_00951	Syar.g_02979
OG0000880	Prbe.g_00950	Syar.g_02980
OG0000881	Prbe.g_00946	Syar.g_02984
OG0000882	Prbe.g_00941	Syar.g_02989
OG0000883	Prbe.g_00939	Syar.g_02992
OG0000884	Prbe.g_00937	Syar.g_02994
OG0000885	Prbe.g_00936	Syar.g_02995
OG0000886	Prbe.g_00935	Syar.g_02996
OG0000887	Prbe.g_00934	Syar.g_02998
OG0000888	Prbe.g_00932	Syar.g_03000
OG0000889	Prbe.g_00930	Syar.g_03002
OG0000890	Prbe.g_00929	Syar.g_03005
OG0000891	Prbe.g_00928	Syar.g_03006
OG0000892	Prbe.g_00926	Syar.g_03008
OG0000893	Prbe.g_00922	Syar.g_00150
OG0000894	Prbe.g_00919	Syar.g_00145
OG0000895	Prbe.g_01111	Syar.g_00141
OG0000896	Prbe.g_01110	Syar.g_00140
OG0000897	Prbe.g_01108	Syar.g_00138
OG0000898	Prbe.g_01107	Syar.g_00137
OG0000899	Prbe.g_01106	Syar.g_00136
OG0000900	Prbe.g_01105	Syar.g_00135
OG0000901	Prbe.g_01102	Syar.g_00130
OG0000902	Prbe.g_01100	Syar.g_01013
OG0000903	Prbe.g_01096	Syar.g_01026
OG0000904	Prbe.g_01092	Syar.g_01021
OG0000905	Prbe.g_01098	Syar.g_01018
OG0000906	Prbe.g_01099	Syar.g_01015
OG0000907	Prbe.g_01089	Syar.g_01028
OG0000908	Prbe.g_01086	Syar.g_01031
OG0000909	Prbe.g_01085	Syar.g_01032
OG0000910	Prbe.g_01084	Syar.g_01033
OG0000911	Prbe.g_01082	Syar.g_01035
OG0000912	Prbe.g_01081	Syar.g_01036
OG0000913	Prbe.g_01080	Syar.g_01037
OG0000914	Prbe.g_01079	Syar.g_01038
OG0000915	Prbe.g_01078	Syar.g_01040
OG0000916	Prbe.g_00867	Syar.g_01041
OG0000917	Prbe.g_00866	Syar.g_01042
OG0000918	Prbe.g_00865	Syar.g_01043
OG0000919	Prbe.g_00864	Syar.g_01044
OG0000920	Prbe.g_00863	Syar.g_01045
OG0000921	Prbe.g_00862	Syar.g_01046
OG0000922	Prbe.g_00861	Syar.g_01047
OG0000923	Prbe.g_00857	Syar.g_01051
OG0000924	Prbe.g_00856	Syar.g_01052
OG0000925	Prbe.g_00855	Syar.g_01053
OG0000926	Prbe.g_00854	Syar.g_01054
OG0000927	Prbe.g_00852	Syar.g_01056
OG0000928	Prbe.g_00851	Syar.g_01057
OG0000929	Prbe.g_00850	Syar.g_01058
OG0000930	Prbe.g_00849	Syar.g_01059
OG0000931	Prbe.g_00848	Syar.g_01060
OG0000932	Prbe.g_00847	Syar.g_01061
OG0000933	Prbe.g_00843	Syar.g_01066
OG0000934	Prbe.g_00841	Syar.g_01068
OG0000935	Prbe.g_00840	Syar.g_01069
OG0000936	Prbe.g_00839	Syar.g_01070
OG0000937	Prbe.g_00838	Syar.g_01071
OG0000938	Prbe.g_00835	Syar.g_01074
OG0000939	Prbe.g_00834	Syar.g_01075
OG0000940	Prbe.g_00827	Syar.g_01081
OG0000941	Prbe.g_00825	Syar.g_01083
OG0000942	Prbe.g_00823	Syar.g_01085
OG0000943	Prbe.g_00822	Syar.g_01086
OG0000944	Prbe.g_00820	Syar.g_01088
OG0000945	Prbe.g_00819	Syar.g_01089
OG0000946	Prbe.g_00814	Syar.g_01095
OG0000947	Prbe.g_00812	Syar.g_01098
OG0000948	Prbe.g_00811	Syar.g_01099
OG0000949	Prbe.g_00808	Syar.g_00283
OG0000950	Prbe.g_00801	Syar.g_00661
OG0000951	Prbe.g_00797	Syar.g_00656
OG0000952	Prbe.g_00793	Syar.g_00651
OG0000953	Prbe.g_00789	Syar.g_00248
OG0000954	Prbe.g_00785	Syar.g_00258
OG0000955	Prbe.g_00784	Syar.g_00259
OG0000956	Prbe.g_00782	Syar.g_00261
OG0000957	Prbe.g_00776	Syar.g_00610
OG0000958	Prbe.g_00775	Syar.g_00609
OG0000959	Prbe.g_00771	Syar.g_00605
OG0000960	Prbe.g_00770	Syar.g_00604
OG0000961	Prbe.g_00767	Syar.g_00094
OG0000962	Prbe.g_00765	Syar.g_00594
OG0000963	Prbe.g_00761	Syar.g_00590
OG0000964	Prbe.g_00760	Syar.g_00589
OG0000965	Prbe.g_00759	Syar.g_00588
OG0000966	Prbe.g_00749	Syar.g_00549
OG0000967	Prbe.g_00753	Syar.g_00545
OG0000968	Prbe.g_00755	Syar.g_00542
OG0000969	Prbe.g_00756	Syar.g_00540
OG0000970	Prbe.g_01134	Syar.g_00539
OG0000971	Prbe.g_01135	Syar.g_00537
OG0000972	Prbe.g_01136	Syar.g_00536
OG0000973	Prbe.g_01137	Syar.g_00535
OG0000974	Prbe.g_01138	Syar.g_00534
OG0000975	Prbe.g_01139	Syar.g_00533
OG0000976	Prbe.g_01140	Syar.g_00532
OG0000977	Prbe.g_01141	Syar.g_00530
OG0000978	Prbe.g_01142	Syar.g_00529
OG0000979	Prbe.g_01145	Syar.g_00526
OG0000980	Prbe.g_01147	Syar.g_00523
OG0000981	Prbe.g_01150	Syar.g_00520
OG0000982	Prbe.g_01152	Syar.g_00331
OG0000983	Prbe.g_01153	Syar.g_00332
OG0000984	Prbe.g_01154	Syar.g_00333
OG0000985	Prbe.g_01157	Syar.g_00337
OG0000986	Prbe.g_01159	Syar.g_00344
OG0000987	Prbe.g_01160	Syar.g_00346
OG0000988	Prbe.g_01163	Syar.g_00352
OG0000989	Prbe.g_01167	Syar.g_00377
OG0000990	Prbe.g_01171	Syar.g_00697
OG0000991	Prbe.g_01172	Syar.g_00700
OG0000992	Prbe.g_01175	Syar.g_00704
OG0000993	Prbe.g_01176	Syar.g_00705
OG0000994	Prbe.g_01177	Syar.g_00708
OG0000995	Prbe.g_01181	Syar.g_03212, Syar.g_00624
OG0000996	Prbe.g_01182	Syar.g_00861
OG0000997	Prbe.g_01185	Syar.g_00437
OG0000998	Prbe.g_01187	Syar.g_00439
OG0000999	Prbe.g_01188	Syar.g_00440
OG0001000	Prbe.g_01191	Syar.g_00955, Syar.g_00444
OG0001001	Prbe.g_01194	Syar.g_00450
OG0001002	Prbe.g_01056	Syar.g_00457
OG0001003	Prbe.g_01057	Syar.g_00459
OG0001004	Prbe.g_01058	Syar.g_00460
OG0001005	Prbe.g_01059	Syar.g_00461
OG0001006	Prbe.g_01063	Syar.g_00468
OG0001007	Prbe.g_01065	Syar.g_00470
OG0001008	Prbe.g_01935	Syar.g_01178, Syar.g_03274
OG0001009	Prbe.g_00127	Syar.g_00500
OG0001010	Prbe.g_00128	Syar.g_00501
OG0001011	Prbe.g_00130	Syar.g_00503
OG0001013	Prbe.g_00151	Syar.g_00906
OG0001014	Prbe.g_00154	Syar.g_00914
OG0001015	Prbe.g_00156	Syar.g_00915
OG0001017	Prbe.g_00182	Syar.g_03050
OG0001018	Prbe.g_00184	Syar.g_03052
OG0001019	Prbe.g_00193	Syar.g_03086
OG0001020	Prbe.g_01630	Syar.g_03092
OG0001021	Prbe.g_01631	Syar.g_03098
OG0001022	Prbe.g_01634	Syar.g_03102
OG0001023	Prbe.g_01635	Syar.g_03103
OG0001024	Prbe.g_01639	Syar.g_02276
OG0001025	Prbe.g_01646	Syar.g_03115
OG0001026	Prbe.g_01655	Syar.g_03131
OG0001027	Prbe.g_01656	Syar.g_00031
OG0001028	Prbe.g_01658	Syar.g_00034
OG0001029	Prbe.g_01659	Syar.g_00036
OG0001030	Prbe.g_01675	Syar.g_00058
OG0001031	Prbe.g_01735	Syar.g_00129
OG0001032	Prbe.g_01736	Syar.g_01011
OG0001033	Prbe.g_01757	Syar.g_00962
OG0001034	Prbe.g_01788	Syar.g_03022
OG0001035	Prbe.g_01808	Syar.g_00171
OG0001036	Prbe.g_01812	Syar.g_00193
OG0001037	Prbe.g_01813	Syar.g_00195
OG0001038	Prbe.g_01832	Syar.g_00223
OG0001039	Prbe.g_01835	Syar.g_00226
OG0001040	Prbe.g_01837	Syar.g_00229
OG0001041	Prbe.g_01842	Syar.g_00234
OG0001042	Prbe.g_01859	Syar.g_00831
OG0001043	Prbe.g_01860	Syar.g_00826
OG0001044	Prbe.g_01891	Syar.g_01117
OG0001045	Prbe.g_01900	Syar.g_01130
OG0001046	Prbe.g_01033	Syar.g_02514
OG0001047	Prbe.g_01937	Syar.g_01180
OG0001048	Prbe.g_01938	Syar.g_01181
OG0001049	Prbe.g_01940	Syar.g_02872
OG0001050	Prbe.g_01941	Syar.g_02871
OG0001051	Prbe.g_01942	Syar.g_02870
OG0001052	Prbe.g_00662	Syar.g_01269
OG0001053	Prbe.g_00650	Syar.g_01472
OG0001054	Prbe.g_00635	Syar.g_01492
OG0001055	Prbe.g_00616	Syar.g_01513
OG0001056	Prbe.g_00599	Syar.g_02349
OG0001057	Prbe.g_00594	Syar.g_02341
OG0001058	Prbe.g_00586	Syar.g_02324
OG0001059	Prbe.g_00582	Syar.g_00422
OG0001060	Prbe.g_00576	Syar.g_02315
OG0001061	Prbe.g_00561	Syar.g_02297
OG0001062	Prbe.g_00559	Syar.g_02294
OG0001063	Prbe.g_00557	Syar.g_02209
OG0001064	Prbe.g_00556	Syar.g_02208
OG0001065	Prbe.g_00555	Syar.g_02207
OG0001066	Prbe.g_00554	Syar.g_02206
OG0001067	Prbe.g_00553	Syar.g_02205
OG0001068	Prbe.g_00552	Syar.g_02204
OG0001069	Prbe.g_00551	Syar.g_02203
OG0001070	Prbe.g_00547	Syar.g_02200
OG0001071	Prbe.g_00546	Syar.g_02199
OG0001072	Prbe.g_00544	Syar.g_02195
OG0001073	Prbe.g_00530	Syar.g_02182
OG0001074	Prbe.g_00518	Syar.g_02031
OG0001075	Prbe.g_00517	Syar.g_02215
OG0001076	Prbe.g_00510	Syar.g_02253
OG0001077	Prbe.g_00504	Syar.g_02240
OG0001078	Prbe.g_01484	Syar.g_02419
OG0001079	Prbe.g_01472	Syar.g_02431
OG0001080	Prbe.g_01466	Syar.g_02442
OG0001081	Prbe.g_01464	Syar.g_02444
OG0001082	Prbe.g_01463	Syar.g_02445
OG0001083	Prbe.g_01458	Syar.g_02473
OG0001084	Prbe.g_01457	Syar.g_02474
OG0001085	Prbe.g_00444	Syar.g_01688
OG0001086	Prbe.g_00445	Syar.g_01686
OG0001087	Prbe.g_00463	Syar.g_02347
OG0001088	Prbe.g_00464	Syar.g_00431
OG0001089	Prbe.g_01205	Syar.g_01942
OG0001090	Prbe.g_01215	Syar.g_01582
OG0001091	Prbe.g_01437	Syar.g_01580
OG0001092	Prbe.g_01436	Syar.g_01578
OG0001093	Prbe.g_01431	Syar.g_01572
OG0001094	Prbe.g_01438	Syar.g_02633
OG0001095	Prbe.g_01235	Syar.g_02653
