Orthogroup	Prbe	Prar
OG0000562	Prbe.g_00579	Prar.g_01386
OG0000563	Prbe.g_00578	Prar.g_01387
OG0000564	Prbe.g_00577	Prar.g_01388
OG0000565	Prbe.g_00575	Prar.g_01391
OG0000566	Prbe.g_00571	Prar.g_01393
OG0000567	Prbe.g_00567	Prar.g_01397
OG0000568	Prbe.g_00566	Prar.g_01398
OG0000569	Prbe.g_00565	Prar.g_01399
OG0000570	Prbe.g_00564	Prar.g_01400
OG0000571	Prbe.g_00562	Prar.g_01402
OG0000572	Prbe.g_00548	Prar.g_01415
OG0000573	Prbe.g_00542	Prar.g_01422
OG0000574	Prbe.g_00541	Prar.g_01423
OG0000575	Prbe.g_00537	Prar.g_01427
OG0000576	Prbe.g_00535	Prar.g_01429
OG0000577	Prbe.g_00534	Prar.g_01430
OG0000578	Prbe.g_00533	Prar.g_01431
OG0000579	Prbe.g_00532	Prar.g_01432
OG0000580	Prbe.g_00531	Prar.g_01433
OG0000581	Prbe.g_00528	Prar.g_01435
OG0000582	Prbe.g_00525	Prar.g_01438
OG0000583	Prbe.g_00524	Prar.g_01439
OG0000584	Prbe.g_00523	Prar.g_01440
OG0000585	Prbe.g_00521	Prar.g_01442
OG0000586	Prbe.g_00520	Prar.g_01443
OG0000587	Prbe.g_00519	Prar.g_01444
OG0000588	Prbe.g_00515	Prar.g_01448
OG0000589	Prbe.g_00513	Prar.g_01451
OG0000590	Prbe.g_00512	Prar.g_01452
OG0000591	Prbe.g_00508	Prar.g_01455
OG0000592	Prbe.g_00507	Prar.g_01456
OG0000593	Prbe.g_01488	Prar.g_01462
OG0000594	Prbe.g_01487	Prar.g_01463
OG0000595	Prbe.g_01486	Prar.g_01464
OG0000596	Prbe.g_01482	Prar.g_01468
OG0000597	Prbe.g_01479	Prar.g_01470
OG0000598	Prbe.g_01478	Prar.g_01471
OG0000599	Prbe.g_01475	Prar.g_01474
OG0000600	Prbe.g_01474	Prar.g_01475
OG0000601	Prbe.g_01473	Prar.g_01476
OG0000602	Prbe.g_01471	Prar.g_01478
OG0000603	Prbe.g_01470	Prar.g_01479
OG0000604	Prbe.g_01469	Prar.g_01480
OG0000605	Prbe.g_01468	Prar.g_01481
OG0000606	Prbe.g_01465	Prar.g_01484
OG0000607	Prbe.g_01462	Prar.g_01487
OG0000608	Prbe.g_01461	Prar.g_01488
OG0000609	Prbe.g_01460	Prar.g_01489
OG0000610	Prbe.g_01454	Prar.g_01494
OG0000611	Prbe.g_01451	Prar.g_01497
OG0000612	Prbe.g_01450	Prar.g_01498
OG0000613	Prbe.g_00447	Prar.g_01503
OG0000614	Prbe.g_00468	Prar.g_01522
OG0000615	Prbe.g_01209	Prar.g_01530
OG0000616	Prbe.g_01197	Prar.g_01534
OG0000617	Prbe.g_01434	Prar.g_01605
OG0000618	Prbe.g_01433	Prar.g_01606
OG0000619	Prbe.g_01432	Prar.g_01607
OG0000620	Prbe.g_01429	Prar.g_01610
OG0000621	Prbe.g_01428	Prar.g_01611
OG0000622	Prbe.g_01427	Prar.g_01612
OG0000623	Prbe.g_01426	Prar.g_01613
OG0000624	Prbe.g_01424	Prar.g_01614
OG0000625	Prbe.g_01423	Prar.g_01615
OG0000626	Prbe.g_01422	Prar.g_01616
OG0000627	Prbe.g_01421	Prar.g_01617
OG0000628	Prbe.g_01420	Prar.g_01618
OG0000629	Prbe.g_01419	Prar.g_01619
OG0000630	Prbe.g_01416	Prar.g_01622
OG0000631	Prbe.g_01323	Prar.g_01675
OG0000632	Prbe.g_01324	Prar.g_01676
OG0000633	Prbe.g_01325	Prar.g_01677
OG0000634	Prbe.g_01218	Prar.g_01680
OG0000635	Prbe.g_01219	Prar.g_01681
OG0000636	Prbe.g_01221	Prar.g_01683
OG0000637	Prbe.g_01223	Prar.g_01685
OG0000638	Prbe.g_01224	Prar.g_01686
OG0000639	Prbe.g_01225	Prar.g_01687
OG0000640	Prbe.g_01226	Prar.g_01688
OG0000641	Prbe.g_01230	Prar.g_01692
OG0000642	Prbe.g_01231	Prar.g_01693
OG0000643	Prbe.g_01232	Prar.g_01694
OG0000644	Prbe.g_01233	Prar.g_01695
OG0000645	Prbe.g_01234	Prar.g_01696
OG0000646	Prbe.g_01236	Prar.g_01698
OG0000647	Prbe.g_01238	Prar.g_01699
OG0000648	Prbe.g_01240	Prar.g_01701
OG0000649	Prbe.g_01241	Prar.g_01702
OG0000650	Prbe.g_01242	Prar.g_01703
OG0000651	Prbe.g_01243	Prar.g_01704
OG0000652	Prbe.g_01244	Prar.g_01705
OG0000653	Prbe.g_01246	Prar.g_01707
OG0000654	Prbe.g_01247	Prar.g_01708
OG0000655	Prbe.g_01248	Prar.g_01709
OG0000656	Prbe.g_01251	Prar.g_01712
OG0000657	Prbe.g_01259	Prar.g_01719
OG0000658	Prbe.g_01261	Prar.g_01720
OG0000659	Prbe.g_01262	Prar.g_01721
OG0000660	Prbe.g_01266	Prar.g_01725
OG0000661	Prbe.g_01268	Prar.g_01727
OG0000662	Prbe.g_01270	Prar.g_01729
OG0000663	Prbe.g_01272	Prar.g_01731
OG0000664	Prbe.g_01273	Prar.g_01732
OG0000665	Prbe.g_01279	Prar.g_01736
OG0000666	Prbe.g_01280	Prar.g_01737
OG0000667	Prbe.g_01284	Prar.g_01742
OG0000668	Prbe.g_00105	Prar.g_01759
OG0000669	Prbe.g_00406	Prar.g_01767
OG0000670	Prbe.g_00409	Prar.g_01769
OG0000671	Prbe.g_00412	Prar.g_01771
OG0000672	Prbe.g_00415	Prar.g_01774
OG0000673	Prbe.g_00418	Prar.g_01777
OG0000674	Prbe.g_00420	Prar.g_01779
OG0000675	Prbe.g_00421	Prar.g_01780
OG0000676	Prbe.g_00423	Prar.g_01782
OG0000677	Prbe.g_00424	Prar.g_01783
OG0000678	Prbe.g_00426	Prar.g_01785
OG0000679	Prbe.g_00430	Prar.g_01789
OG0000680	Prbe.g_00431	Prar.g_01790
OG0000681	Prbe.g_00434	Prar.g_01792
OG0000682	Prbe.g_00435	Prar.g_01793
OG0000683	Prbe.g_00436	Prar.g_01794
OG0000684	Prbe.g_00438	Prar.g_01795
OG0000685	Prbe.g_00440	Prar.g_01797
OG0000686	Prbe.g_00441	Prar.g_01798
OG0000687	Prbe.g_00442	Prar.g_01799
OG0000688	Prbe.g_01446	Prar.g_01802
OG0000689	Prbe.g_01445	Prar.g_01803
OG0000690	Prbe.g_01444	Prar.g_01804
OG0000691	Prbe.g_01443	Prar.g_01805
OG0000692	Prbe.g_01441	Prar.g_01807
OG0000693	Prbe.g_01440	Prar.g_01808
OG0000694	Prbe.g_01439	Prar.g_01809
OG0000695	Prbe.g_01327	Prar.g_01811
OG0000696	Prbe.g_01328	Prar.g_01812
OG0000697	Prbe.g_01329	Prar.g_01813
OG0000698	Prbe.g_01332	Prar.g_01816
OG0000699	Prbe.g_01333	Prar.g_01817
OG0000700	Prbe.g_01334	Prar.g_01818
OG0000701	Prbe.g_01335	Prar.g_01819
OG0000702	Prbe.g_01337	Prar.g_01821
OG0000703	Prbe.g_01338	Prar.g_01822
OG0000704	Prbe.g_01340	Prar.g_01823
OG0000705	Prbe.g_01343	Prar.g_01827
OG0000706	Prbe.g_01344	Prar.g_01828
OG0000707	Prbe.g_01345	Prar.g_01829
OG0000708	Prbe.g_01347	Prar.g_01830
OG0000709	Prbe.g_01351	Prar.g_01834
OG0000710	Prbe.g_01354	Prar.g_01837
OG0000711	Prbe.g_01372	Prar.g_01853
OG0000712	Prbe.g_01373	Prar.g_01855
OG0000713	Prbe.g_01374	Prar.g_01856
OG0000714	Prbe.g_01375	Prar.g_01857
OG0000715	Prbe.g_01377	Prar.g_01859
OG0000716	Prbe.g_01379	Prar.g_01861
OG0000717	Prbe.g_01380	Prar.g_01862
OG0000718	Prbe.g_01384	Prar.g_01873
OG0000719	Prbe.g_01386	Prar.g_01875
OG0000720	Prbe.g_01398	Prar.g_01884
OG0000721	Prbe.g_01402	Prar.g_01886
OG0000722	Prbe.g_01403	Prar.g_01887
OG0000723	Prbe.g_01407	Prar.g_01890
OG0000724	Prbe.g_01302	Prar.g_01899
OG0000725	Prbe.g_01296	Prar.g_01905
OG0000726	Prbe.g_01295	Prar.g_01906
OG0000727	Prbe.g_01294	Prar.g_01907
OG0000728	Prbe.g_01292	Prar.g_01909
OG0000729	Prbe.g_00915	Prar.g_01955
OG0000730	Prbe.g_01591	Prar.g_01324
OG0000731	Prbe.g_01898	Prar.g_01320
OG0000732	Prbe.g_01148	Prar.g_01314
OG0000733	Prbe.g_00042	Prar.g_01295
OG0000734	Prbe.g_01565	Prar.g_01278
OG0000735	Prbe.g_01563	Prar.g_01276
OG0000736	Prbe.g_01562	Prar.g_01275
OG0000737	Prbe.g_01561	Prar.g_01274
OG0000738	Prbe.g_01557	Prar.g_01270
OG0000739	Prbe.g_01556	Prar.g_01269
OG0000740	Prbe.g_01555	Prar.g_01268
OG0000741	Prbe.g_01553	Prar.g_01267
OG0000742	Prbe.g_01550	Prar.g_01264
OG0000743	Prbe.g_01548	Prar.g_01262
OG0000744	Prbe.g_01547	Prar.g_01261
OG0000745	Prbe.g_01546	Prar.g_01260
OG0000746	Prbe.g_01544	Prar.g_01258
OG0000747	Prbe.g_01543	Prar.g_01257
OG0000748	Prbe.g_01539	Prar.g_01254
OG0000749	Prbe.g_01538	Prar.g_01253
OG0000750	Prbe.g_01537	Prar.g_01252
OG0000751	Prbe.g_01534	Prar.g_01250
OG0000752	Prbe.g_01532	Prar.g_01248
OG0000753	Prbe.g_01530	Prar.g_01245
OG0000754	Prbe.g_01527	Prar.g_01242
OG0000755	Prbe.g_01521	Prar.g_01239
OG0000756	Prbe.g_01520	Prar.g_01238
OG0000757	Prbe.g_01513	Prar.g_01232
OG0000758	Prbe.g_01512	Prar.g_01231
OG0000759	Prbe.g_01511	Prar.g_01230
OG0000760	Prbe.g_01510	Prar.g_01229
OG0000761	Prbe.g_01509	Prar.g_01228
OG0000762	Prbe.g_01508	Prar.g_01227
OG0000763	Prbe.g_01506	Prar.g_01225
OG0000764	Prbe.g_01505	Prar.g_01224
OG0000765	Prbe.g_01497	Prar.g_01215
OG0000766	Prbe.g_01496	Prar.g_01214
OG0000767	Prbe.g_01494	Prar.g_01212
OG0000768	Prbe.g_01493	Prar.g_01211
OG0000769	Prbe.g_01491	Prar.g_01209
OG0000770	Prbe.g_00502	Prar.g_01207
OG0000771	Prbe.g_00215	Prar.g_00376
OG0000772	Prbe.g_01128	Prar.g_00976
OG0000773	Prbe.g_00902	Prar.g_00964
OG0000774	Prbe.g_00900	Prar.g_00962
OG0000775	Prbe.g_00898	Prar.g_00960
OG0000776	Prbe.g_00897	Prar.g_00959
OG0000777	Prbe.g_00896	Prar.g_00958
OG0000778	Prbe.g_00895	Prar.g_00957
OG0000779	Prbe.g_00891	Prar.g_00953
OG0000780	Prbe.g_00890	Prar.g_00952
OG0000781	Prbe.g_00886	Prar.g_00949
OG0000782	Prbe.g_00885	Prar.g_00948
OG0000783	Prbe.g_00884	Prar.g_00947
OG0000784	Prbe.g_00883	Prar.g_00946
OG0000785	Prbe.g_00881	Prar.g_00944
OG0000786	Prbe.g_00878	Prar.g_00942
OG0000787	Prbe.g_00877	Prar.g_00941
OG0000788	Prbe.g_00634	Prar.g_00924
OG0000789	Prbe.g_00212	Prar.g_00921
OG0000790	Prbe.g_00368	Prar.g_00906
OG0000791	Prbe.g_00366	Prar.g_00904
OG0000792	Prbe.g_00365	Prar.g_00903
OG0000793	Prbe.g_00362	Prar.g_00900
OG0000794	Prbe.g_00361	Prar.g_00899
OG0000795	Prbe.g_00360	Prar.g_00898
OG0000796	Prbe.g_00356	Prar.g_00894
OG0000797	Prbe.g_00355	Prar.g_00893
OG0000798	Prbe.g_00087	Prar.g_00866
OG0000799	Prbe.g_00328	Prar.g_00357
OG0000800	Prbe.g_00327	Prar.g_00356
OG0000801	Prbe.g_00326	Prar.g_00355
OG0000802	Prbe.g_00324	Prar.g_00353
OG0000803	Prbe.g_00322	Prar.g_00351
OG0000804	Prbe.g_00321	Prar.g_00350
OG0000805	Prbe.g_00319	Prar.g_00348
OG0000806	Prbe.g_00317	Prar.g_00346
OG0000807	Prbe.g_00316	Prar.g_00345
OG0000808	Prbe.g_00315	Prar.g_00344
OG0000809	Prbe.g_00313	Prar.g_00341
OG0000810	Prbe.g_00312	Prar.g_00340
OG0000811	Prbe.g_00308	Prar.g_00336
OG0000812	Prbe.g_00306	Prar.g_00842
OG0000813	Prbe.g_00305	Prar.g_00841
OG0000814	Prbe.g_00303	Prar.g_00839
OG0000815	Prbe.g_00302	Prar.g_00838
OG0000816	Prbe.g_00300	Prar.g_00836
OG0000817	Prbe.g_00299	Prar.g_00835
OG0000818	Prbe.g_00294	Prar.g_00830
OG0000819	Prbe.g_00293	Prar.g_00829
OG0000820	Prbe.g_00292	Prar.g_00828
OG0000821	Prbe.g_00288	Prar.g_00824
OG0000822	Prbe.g_00287	Prar.g_00823
OG0000823	Prbe.g_00286	Prar.g_00822
OG0000824	Prbe.g_00283	Prar.g_00819
OG0000825	Prbe.g_00282	Prar.g_00818
OG0000826	Prbe.g_00281	Prar.g_00817
OG0000827	Prbe.g_00280	Prar.g_00816
OG0000828	Prbe.g_00277	Prar.g_00813
OG0000829	Prbe.g_00276	Prar.g_00812
OG0000830	Prbe.g_00275	Prar.g_00811
OG0000831	Prbe.g_00273	Prar.g_00809
OG0000832	Prbe.g_00263	Prar.g_00803
OG0000833	Prbe.g_00254	Prar.g_00795
OG0000834	Prbe.g_00253	Prar.g_00794
OG0000835	Prbe.g_00252	Prar.g_00793
OG0000836	Prbe.g_00251	Prar.g_00792
OG0000837	Prbe.g_00250	Prar.g_00791
OG0000838	Prbe.g_00248	Prar.g_00789
OG0000839	Prbe.g_00247	Prar.g_00788
OG0000840	Prbe.g_00246	Prar.g_00787
OG0000841	Prbe.g_00245	Prar.g_00786
OG0000842	Prbe.g_00244	Prar.g_00785
OG0000843	Prbe.g_00243	Prar.g_00784
OG0000844	Prbe.g_00242	Prar.g_00783
OG0000845	Prbe.g_00241	Prar.g_00782
OG0000846	Prbe.g_00240	Prar.g_00781
OG0000847	Prbe.g_00239	Prar.g_00780
OG0000848	Prbe.g_00238	Prar.g_00779
OG0000849	Prbe.g_00237	Prar.g_00778
OG0000850	Prbe.g_00235	Prar.g_00776
OG0000851	Prbe.g_00234	Prar.g_00775
OG0000852	Prbe.g_00233	Prar.g_00774
OG0000853	Prbe.g_00227	Prar.g_00770
OG0000854	Prbe.g_00225	Prar.g_00768
OG0000855	Prbe.g_00224	Prar.g_00767
OG0000856	Prbe.g_00505	Prar.g_00753
OG0000857	Prbe.g_01237	Prar.g_00725
OG0000858	Prbe.g_00992	Prar.g_01149
OG0000859	Prbe.g_00991	Prar.g_01148
OG0000860	Prbe.g_00983	Prar.g_01141
OG0000861	Prbe.g_00982	Prar.g_01140
OG0000862	Prbe.g_00981	Prar.g_01139
OG0000863	Prbe.g_00979	Prar.g_01137
OG0000864	Prbe.g_00978	Prar.g_01136
OG0000865	Prbe.g_00977	Prar.g_01135
OG0000866	Prbe.g_00976	Prar.g_01134
OG0000867	Prbe.g_00975	Prar.g_01133
OG0000868	Prbe.g_00973	Prar.g_01132
OG0000869	Prbe.g_00970	Prar.g_01128
OG0000870	Prbe.g_00965	Prar.g_01123
OG0000871	Prbe.g_00964	Prar.g_01122
OG0000872	Prbe.g_00963	Prar.g_01121
OG0000873	Prbe.g_00960	Prar.g_01965
OG0000874	Prbe.g_00957	Prar.g_01968
OG0000875	Prbe.g_00956	Prar.g_01969
OG0000876	Prbe.g_00955	Prar.g_01970
OG0000877	Prbe.g_00953	Prar.g_01963
OG0000878	Prbe.g_00952	Prar.g_01962
OG0000879	Prbe.g_00951	Prar.g_01961
OG0000880	Prbe.g_00950	Prar.g_01960
OG0000881	Prbe.g_00946	Prar.g_00595, Prar.g_01956
OG0000882	Prbe.g_00941	Prar.g_00600
OG0000883	Prbe.g_00939	Prar.g_00601
OG0000884	Prbe.g_00937	Prar.g_00603
OG0000885	Prbe.g_00936	Prar.g_00604
OG0000886	Prbe.g_00935	Prar.g_00605
OG0000887	Prbe.g_00934	Prar.g_00606
OG0000888	Prbe.g_00932	Prar.g_00608
OG0000889	Prbe.g_00930	Prar.g_00610
OG0000890	Prbe.g_00929	Prar.g_00611
OG0000891	Prbe.g_00928	Prar.g_00612
OG0000892	Prbe.g_00926	Prar.g_01119
OG0000893	Prbe.g_00922	Prar.g_01114
OG0000894	Prbe.g_00919	Prar.g_01112
OG0000895	Prbe.g_01111	Prar.g_01109
OG0000896	Prbe.g_01110	Prar.g_01108
OG0000897	Prbe.g_01108	Prar.g_01106
OG0000898	Prbe.g_01107	Prar.g_01105
OG0000899	Prbe.g_01106	Prar.g_01104
OG0000900	Prbe.g_01105	Prar.g_01103
OG0000901	Prbe.g_01102	Prar.g_01100
OG0000902	Prbe.g_01100	Prar.g_01098
OG0000903	Prbe.g_01096	Prar.g_01095
OG0000904	Prbe.g_01092	Prar.g_01093
OG0000905	Prbe.g_01098	Prar.g_01088
OG0000906	Prbe.g_01099	Prar.g_01087
OG0000907	Prbe.g_01089	Prar.g_01069
OG0000908	Prbe.g_01086	Prar.g_01066
OG0000909	Prbe.g_01085	Prar.g_01065
OG0000910	Prbe.g_01084	Prar.g_01064
OG0000911	Prbe.g_01082	Prar.g_01062
OG0000912	Prbe.g_01081	Prar.g_01061
OG0000913	Prbe.g_01080	Prar.g_01060
OG0000914	Prbe.g_01079	Prar.g_01059
OG0000915	Prbe.g_01078	Prar.g_01058
OG0000916	Prbe.g_00867	Prar.g_01057
OG0000917	Prbe.g_00866	Prar.g_01056
OG0000918	Prbe.g_00865	Prar.g_01055
OG0000919	Prbe.g_00864	Prar.g_01054
OG0000920	Prbe.g_00863	Prar.g_01053
OG0000921	Prbe.g_00862	Prar.g_01052
OG0000922	Prbe.g_00861	Prar.g_01051
OG0000923	Prbe.g_00857	Prar.g_01047
OG0000924	Prbe.g_00856	Prar.g_01046
OG0000925	Prbe.g_00855	Prar.g_01045
OG0000926	Prbe.g_00854	Prar.g_01044
OG0000927	Prbe.g_00852	Prar.g_01042
OG0000928	Prbe.g_00851	Prar.g_01041
OG0000929	Prbe.g_00850	Prar.g_01040
OG0000930	Prbe.g_00849	Prar.g_01039
OG0000931	Prbe.g_00848	Prar.g_01038
OG0000932	Prbe.g_00847	Prar.g_01037
OG0000933	Prbe.g_00843	Prar.g_01033
OG0000934	Prbe.g_00841	Prar.g_01031
OG0000935	Prbe.g_00840	Prar.g_01030
OG0000936	Prbe.g_00839	Prar.g_01029
OG0000937	Prbe.g_00838	Prar.g_01028
OG0000938	Prbe.g_00835	Prar.g_01026
OG0000939	Prbe.g_00834	Prar.g_01025
OG0000940	Prbe.g_00827	Prar.g_01019
OG0000941	Prbe.g_00825	Prar.g_01017
OG0000942	Prbe.g_00823	Prar.g_01015
OG0000943	Prbe.g_00822	Prar.g_01014
OG0000944	Prbe.g_00820	Prar.g_01013
OG0000945	Prbe.g_00819	Prar.g_01012
OG0000946	Prbe.g_00814	Prar.g_00617
OG0000947	Prbe.g_00812	Prar.g_00619
OG0000948	Prbe.g_00811	Prar.g_00620
OG0000949	Prbe.g_00808	Prar.g_00623
OG0000950	Prbe.g_00801	Prar.g_00628
OG0000951	Prbe.g_00797	Prar.g_00632
OG0000952	Prbe.g_00793	Prar.g_00636
OG0000953	Prbe.g_00789	Prar.g_00639
OG0000954	Prbe.g_00785	Prar.g_00643
OG0000955	Prbe.g_00784	Prar.g_00644
OG0000956	Prbe.g_00782	Prar.g_00646
OG0000957	Prbe.g_00776	Prar.g_00651
OG0000958	Prbe.g_00775	Prar.g_00652
OG0000959	Prbe.g_00771	Prar.g_00656
OG0000960	Prbe.g_00770	Prar.g_00657
OG0000961	Prbe.g_00767	Prar.g_00659
OG0000962	Prbe.g_00765	Prar.g_00661
OG0000963	Prbe.g_00761	Prar.g_00664
OG0000964	Prbe.g_00760	Prar.g_00665
OG0000965	Prbe.g_00759	Prar.g_00666
OG0000966	Prbe.g_00749	Prar.g_00673
OG0000967	Prbe.g_00753	Prar.g_00677
OG0000968	Prbe.g_00755	Prar.g_00679
OG0000969	Prbe.g_00756	Prar.g_00680
OG0000970	Prbe.g_01134	Prar.g_00681
OG0000971	Prbe.g_01135	Prar.g_00682
OG0000972	Prbe.g_01136	Prar.g_00683
OG0000973	Prbe.g_01137	Prar.g_00684
OG0000974	Prbe.g_01138	Prar.g_00685
OG0000975	Prbe.g_01139	Prar.g_00686
OG0000976	Prbe.g_01140	Prar.g_00687
OG0000977	Prbe.g_01141	Prar.g_00688
OG0000978	Prbe.g_01142	Prar.g_00689
OG0000979	Prbe.g_01145	Prar.g_00692
OG0000980	Prbe.g_01147	Prar.g_00694
OG0000981	Prbe.g_01150	Prar.g_00696
OG0000982	Prbe.g_01152	Prar.g_00698
OG0000983	Prbe.g_01153	Prar.g_00699
OG0000984	Prbe.g_01154	Prar.g_00700
OG0000985	Prbe.g_01157	Prar.g_00703
OG0000986	Prbe.g_01159	Prar.g_00705
OG0000987	Prbe.g_01160	Prar.g_00706
OG0000988	Prbe.g_01163	Prar.g_00709
OG0000989	Prbe.g_01167	Prar.g_00073
OG0000990	Prbe.g_01171	Prar.g_00070
OG0000991	Prbe.g_01172	Prar.g_00069
OG0000992	Prbe.g_01175	Prar.g_00067
OG0000993	Prbe.g_01176	Prar.g_00066
OG0000994	Prbe.g_01177	Prar.g_00065
OG0000995	Prbe.g_01181	Prar.g_00061
OG0000996	Prbe.g_01182	Prar.g_00060
OG0000997	Prbe.g_01185	Prar.g_00059
OG0000998	Prbe.g_01187	Prar.g_00057
OG0000999	Prbe.g_01188	Prar.g_00056
OG0001000	Prbe.g_01191	Prar.g_00053
OG0001001	Prbe.g_01194	Prar.g_00051
OG0001002	Prbe.g_01056	Prar.g_00047
OG0001003	Prbe.g_01057	Prar.g_00046
OG0001004	Prbe.g_01058	Prar.g_00045
OG0001005	Prbe.g_01059	Prar.g_00044
OG0001006	Prbe.g_01063	Prar.g_00040
OG0001007	Prbe.g_01065	Prar.g_00038
OG0001008	Prbe.g_01935	Prar.g_00485
OG0001009	Prbe.g_00127	Prar.g_00011
OG0001010	Prbe.g_00128	Prar.g_00010
OG0001011	Prbe.g_00130	Prar.g_00009
OG0001012	Prbe.g_00144	Prar.g_00577
OG0001013	Prbe.g_00151	Prar.g_00571
OG0001014	Prbe.g_00154	Prar.g_00568
OG0001015	Prbe.g_00156	Prar.g_00567
OG0001016	Prbe.g_00178	Prar.g_00255
OG0001017	Prbe.g_00182	Prar.g_00251
OG0001018	Prbe.g_00184	Prar.g_00248
OG0001019	Prbe.g_00193	Prar.g_00239
OG0001020	Prbe.g_01630	Prar.g_00238
OG0001021	Prbe.g_01631	Prar.g_00237
OG0001022	Prbe.g_01634	Prar.g_00234
OG0001023	Prbe.g_01635	Prar.g_00233
OG0001024	Prbe.g_01639	Prar.g_00230
OG0001025	Prbe.g_01646	Prar.g_00224
OG0001026	Prbe.g_01655	Prar.g_00217
OG0001027	Prbe.g_01656	Prar.g_00216
OG0001028	Prbe.g_01658	Prar.g_00214
OG0001029	Prbe.g_01659	Prar.g_00213
OG0001030	Prbe.g_01675	Prar.g_00198
OG0001031	Prbe.g_01735	Prar.g_00141
OG0001032	Prbe.g_01736	Prar.g_00140
OG0001033	Prbe.g_01757	Prar.g_00119
OG0001034	Prbe.g_01788	Prar.g_00091
OG0001035	Prbe.g_01808	Prar.g_00333
OG0001036	Prbe.g_01812	Prar.g_00328
OG0001037	Prbe.g_01813	Prar.g_00327
OG0001038	Prbe.g_01832	Prar.g_00309
OG0001039	Prbe.g_01835	Prar.g_00306
OG0001040	Prbe.g_01837	Prar.g_00304
OG0001041	Prbe.g_01842	Prar.g_00300
OG0001042	Prbe.g_01859	Prar.g_00283
OG0001043	Prbe.g_01860	Prar.g_00282
OG0001044	Prbe.g_01891	Prar.g_00393
OG0001045	Prbe.g_01900	Prar.g_00402
OG0001046	Prbe.g_01033	Prar.g_00440
OG0001047	Prbe.g_01937	Prar.g_00487
OG0001048	Prbe.g_01938	Prar.g_00488
OG0001049	Prbe.g_01940	Prar.g_00490
OG0001050	Prbe.g_01941	Prar.g_00491
OG0001051	Prbe.g_01942	Prar.g_00492
OG0001052	Prbe.g_00662	Prar.g_00521
OG0001053	Prbe.g_00650	Prar.g_00533
OG0001054	Prbe.g_00635	Prar.g_01329
OG0001055	Prbe.g_00616	Prar.g_01347
OG0001056	Prbe.g_00599	Prar.g_01366
OG0001057	Prbe.g_00594	Prar.g_01371
OG0001058	Prbe.g_00586	Prar.g_01379
OG0001059	Prbe.g_00582	Prar.g_01383
OG0001060	Prbe.g_00576	Prar.g_01390
OG0001061	Prbe.g_00561	Prar.g_01403
OG0001062	Prbe.g_00559	Prar.g_01405
OG0001063	Prbe.g_00557	Prar.g_01407
OG0001064	Prbe.g_00556	Prar.g_01408
OG0001065	Prbe.g_00555	Prar.g_01409
OG0001066	Prbe.g_00554	Prar.g_01410
OG0001067	Prbe.g_00553	Prar.g_01411
OG0001068	Prbe.g_00552	Prar.g_01412
OG0001069	Prbe.g_00551	Prar.g_01413
OG0001070	Prbe.g_00547	Prar.g_01416
OG0001071	Prbe.g_00546	Prar.g_01417
OG0001072	Prbe.g_00544	Prar.g_01419
OG0001073	Prbe.g_00530	Prar.g_01434
OG0001074	Prbe.g_00518	Prar.g_01445
OG0001075	Prbe.g_00517	Prar.g_01446
OG0001076	Prbe.g_00510	Prar.g_01454
OG0001077	Prbe.g_00504	Prar.g_01458
OG0001078	Prbe.g_01484	Prar.g_01466
OG0001079	Prbe.g_01472	Prar.g_01477
OG0001080	Prbe.g_01466	Prar.g_01483
OG0001081	Prbe.g_01464	Prar.g_01485
OG0001082	Prbe.g_01463	Prar.g_01486
OG0001083	Prbe.g_01458	Prar.g_01491
OG0001084	Prbe.g_01457	Prar.g_01492
OG0001085	Prbe.g_00444	Prar.g_01500
OG0001086	Prbe.g_00445	Prar.g_01501
OG0001087	Prbe.g_00463	Prar.g_01518
OG0001088	Prbe.g_00464	Prar.g_01519
OG0001089	Prbe.g_01205	Prar.g_01527
OG0001090	Prbe.g_01215	Prar.g_01600
OG0001091	Prbe.g_01437	Prar.g_01602
OG0001092	Prbe.g_01436	Prar.g_01603
OG0001093	Prbe.g_01431	Prar.g_01608
OG0001094	Prbe.g_01438	Prar.g_01678
OG0001095	Prbe.g_01235	Prar.g_01697
OG0001096	Prbe.g_01249	Prar.g_01710
OG0001097	Prbe.g_01269	Prar.g_01728
OG0001098	Prbe.g_01288	Prar.g_01744
OG0001099	Prbe.g_00110	Prar.g_01764
OG0001100	Prbe.g_00408	Prar.g_01768
OG0001101	Prbe.g_00411	Prar.g_01770
OG0001102	Prbe.g_00414	Prar.g_01773
OG0001103	Prbe.g_00416	Prar.g_01775
OG0001104	Prbe.g_00439	Prar.g_01796
OG0001105	Prbe.g_00443	Prar.g_01800
OG0001106	Prbe.g_01341	Prar.g_01824
OG0001107	Prbe.g_01348	Prar.g_01831
OG0001108	Prbe.g_01352	Prar.g_01835
OG0001109	Prbe.g_01353	Prar.g_01836
OG0001110	Prbe.g_01355	Prar.g_01838
OG0001111	Prbe.g_01356	Prar.g_01839
OG0001112	Prbe.g_01357	Prar.g_01840
OG0001113	Prbe.g_01358	Prar.g_01841
OG0001114	Prbe.g_01359	Prar.g_01842
OG0001115	Prbe.g_01361	Prar.g_01844
OG0001116	Prbe.g_01362	Prar.g_01845
OG0001117	Prbe.g_01363	Prar.g_01846
OG0001118	Prbe.g_01364	Prar.g_01847
OG0001119	Prbe.g_01365	Prar.g_01848
OG0001120	Prbe.g_01367	Prar.g_01850
