Orthogroup	Pras	Prbg
OG0000562	Pras.g_01516	Prbg.g_01416
OG0000563	Pras.g_01517	Prbg.g_01415
OG0000564	Pras.g_01518	Prbg.g_01414
OG0000565	Pras.g_01519	Prbg.g_01413
OG0000566	Pras.g_01520	Prbg.g_01412
OG0000567	Pras.g_01521	Prbg.g_01411
OG0000568	Pras.g_01522	Prbg.g_01410
OG0000569	Pras.g_01523	Prbg.g_01409
OG0000570	Pras.g_01524	Prbg.g_01408
OG0000571	Pras.g_01525	Prbg.g_01407
OG0000572	Pras.g_01526	Prbg.g_01406
OG0000573	Pras.g_01529	Prbg.g_01403
OG0000574	Pras.g_01530	Prbg.g_01402
OG0000575	Pras.g_01531	Prbg.g_01401
OG0000576	Pras.g_01532	Prbg.g_01400
OG0000577	Pras.g_01533	Prbg.g_01399
OG0000578	Pras.g_01534	Prbg.g_01398
OG0000579	Pras.g_01535	Prbg.g_01397
OG0000580	Pras.g_01536	Prbg.g_01396
OG0000581	Pras.g_01537	Prbg.g_01395
OG0000582	Pras.g_01538	Prbg.g_01394
OG0000583	Pras.g_01539	Prbg.g_01393
OG0000584	Pras.g_01540	Prbg.g_01391
OG0000585	Pras.g_01541	Prbg.g_01390
OG0000586	Pras.g_01543	Prbg.g_01388
OG0000587	Pras.g_01544	Prbg.g_01387
OG0000588	Pras.g_01546	Prbg.g_01111
OG0000589	Pras.g_01547	Prbg.g_01112
OG0000590	Pras.g_01549	Prbg.g_01114
OG0000591	Pras.g_01555	Prbg.g_01120
OG0000592	Pras.g_01556	Prbg.g_01121
OG0000593	Pras.g_01557	Prbg.g_01122
OG0000594	Pras.g_01559	Prbg.g_01125
OG0000595	Pras.g_01560	Prbg.g_01126
OG0000596	Pras.g_01561	Prbg.g_01127
OG0000597	Pras.g_01563	Prbg.g_01129
OG0000598	Pras.g_01564	Prbg.g_01130
OG0000599	Pras.g_01565	Prbg.g_01131
OG0000600	Pras.g_01566	Prbg.g_01132
OG0000601	Pras.g_01568	Prbg.g_01135
OG0000602	Pras.g_01569	Prbg.g_01136
OG0000603	Pras.g_01570	Prbg.g_01137
OG0000604	Pras.g_01571	Prbg.g_01140
OG0000605	Pras.g_01572	Prbg.g_01141
OG0000606	Pras.g_01573	Prbg.g_01142
OG0000607	Pras.g_01575	Prbg.g_01144
OG0000608	Pras.g_01576	Prbg.g_01146
OG0000609	Pras.g_01580	Prbg.g_01939
OG0000610	Pras.g_01581	Prbg.g_01070
OG0000611	Pras.g_01607	Prbg.g_01152
OG0000612	Pras.g_01608	Prbg.g_01153
OG0000613	Pras.g_01609	Prbg.g_01374
OG0000614	Pras.g_01610	Prbg.g_01373
OG0000615	Pras.g_01612	Prbg.g_01371
OG0000616	Pras.g_01613	Prbg.g_01370
OG0000617	Pras.g_01614	Prbg.g_01369
OG0000618	Pras.g_01615	Prbg.g_01368
OG0000619	Pras.g_01616	Prbg.g_01367
OG0000620	Pras.g_01617	Prbg.g_01366
OG0000621	Pras.g_01618	Prbg.g_01365
OG0000622	Pras.g_01619	Prbg.g_01364
OG0000623	Pras.g_01620	Prbg.g_01363
OG0000624	Pras.g_01621	Prbg.g_01361
OG0000625	Pras.g_01622	Prbg.g_01360
OG0000626	Pras.g_01623	Prbg.g_01359
OG0000627	Pras.g_01624	Prbg.g_01358
OG0000628	Pras.g_01625	Prbg.g_01357
OG0000629	Pras.g_01626	Prbg.g_01356
OG0000630	Pras.g_01627	Prbg.g_01355
OG0000631	Pras.g_01629	Prbg.g_01353
OG0000632	Pras.g_01645	Prbg.g_01352
OG0000633	Pras.g_01649	Prbg.g_00006
OG0000634	Pras.g_01664	Prbg.g_00461
OG0000635	Pras.g_01665	Prbg.g_00366
OG0000636	Pras.g_01666	Prbg.g_00365
OG0000637	Pras.g_01667	Prbg.g_00364
OG0000638	Pras.g_01679	Prbg.g_00114
OG0000639	Pras.g_01688	Prbg.g_01254
OG0000640	Pras.g_01690	Prbg.g_01258
OG0000641	Pras.g_01692	Prbg.g_01260
OG0000642	Pras.g_01693	Prbg.g_01261
OG0000643	Pras.g_01694	Prbg.g_01262
OG0000644	Pras.g_01695	Prbg.g_01375
OG0000645	Pras.g_01696	Prbg.g_01154
OG0000646	Pras.g_01697	Prbg.g_01155
OG0000647	Pras.g_01698	Prbg.g_01156
OG0000648	Pras.g_01700	Prbg.g_01158
OG0000649	Pras.g_01701	Prbg.g_01159
OG0000650	Pras.g_01702	Prbg.g_01160
OG0000651	Pras.g_01703	Prbg.g_01161
OG0000652	Pras.g_01704	Prbg.g_01162
OG0000653	Pras.g_01705	Prbg.g_01163
OG0000654	Pras.g_01707	Prbg.g_01165
OG0000655	Pras.g_01709	Prbg.g_01167
OG0000656	Pras.g_01710	Prbg.g_01168
OG0000657	Pras.g_01711	Prbg.g_01169
OG0000658	Pras.g_01712	Prbg.g_01170
OG0000659	Pras.g_01713	Prbg.g_01171
OG0000660	Pras.g_01714	Prbg.g_01172
OG0000661	Pras.g_01715	Prbg.g_01173
OG0000662	Pras.g_01716	Prbg.g_01175
OG0000663	Pras.g_01717	Prbg.g_01176
OG0000664	Pras.g_01718	Prbg.g_01177
OG0000665	Pras.g_01719	Prbg.g_01178
OG0000666	Pras.g_01720	Prbg.g_01179
OG0000667	Pras.g_01721	Prbg.g_01180
OG0000668	Pras.g_01722	Prbg.g_01181
OG0000669	Pras.g_01724	Prbg.g_01183
OG0000670	Pras.g_01725	Prbg.g_01184
OG0000671	Pras.g_01726	Prbg.g_01185
OG0000672	Pras.g_01727	Prbg.g_01186
OG0000673	Pras.g_01728	Prbg.g_01187
OG0000674	Pras.g_01729	Prbg.g_01188
OG0000675	Pras.g_01731	Prbg.g_01190
OG0000676	Pras.g_01732	Prbg.g_01191
OG0000677	Pras.g_01734	Prbg.g_01194
OG0000678	Pras.g_01736	Prbg.g_01196
OG0000679	Pras.g_01737	Prbg.g_01198
OG0000680	Pras.g_01738	Prbg.g_01199
OG0000681	Pras.g_01739	Prbg.g_01200
OG0000682	Pras.g_01740	Prbg.g_01201
OG0000683	Pras.g_01742	Prbg.g_01203
OG0000684	Pras.g_01743	Prbg.g_01204
OG0000685	Pras.g_01744	Prbg.g_01205
OG0000686	Pras.g_01745	Prbg.g_01206
OG0000687	Pras.g_01746	Prbg.g_01207
OG0000688	Pras.g_01747	Prbg.g_01208
OG0000689	Pras.g_01748	Prbg.g_01209
OG0000690	Pras.g_01749	Prbg.g_01210
OG0000691	Pras.g_01750	Prbg.g_01211
OG0000692	Pras.g_01752	Prbg.g_01215
OG0000693	Pras.g_01753	Prbg.g_01216
OG0000694	Pras.g_01754	Prbg.g_01217
OG0000695	Pras.g_01755	Prbg.g_01218
OG0000696	Pras.g_01756	Prbg.g_01219
OG0000697	Pras.g_01758	Prbg.g_01221
OG0000698	Pras.g_01760	Prbg.g_01225
OG0000699	Pras.g_01761	Prbg.g_01226
OG0000700	Pras.g_01788	Prbg.g_01062
OG0000701	Pras.g_01791	Prbg.g_01067
OG0000702	Pras.g_01792	Prbg.g_01073
OG0000703	Pras.g_01793	Prbg.g_01075
OG0000704	Pras.g_01794	Prbg.g_01076
OG0000705	Pras.g_01795	Prbg.g_01078
OG0000706	Pras.g_01796	Prbg.g_01079
OG0000707	Pras.g_01798	Prbg.g_01081
OG0000708	Pras.g_01799	Prbg.g_01082
OG0000709	Pras.g_01801	Prbg.g_01084
OG0000710	Pras.g_01802	Prbg.g_01085
OG0000711	Pras.g_01803	Prbg.g_01086
OG0000712	Pras.g_01804	Prbg.g_01087
OG0000713	Pras.g_01805	Prbg.g_01088
OG0000714	Pras.g_01807	Prbg.g_01090
OG0000715	Pras.g_01808	Prbg.g_01091
OG0000716	Pras.g_01810	Prbg.g_01093
OG0000717	Pras.g_01811	Prbg.g_01094
OG0000718	Pras.g_01812	Prbg.g_01095
OG0000719	Pras.g_01814	Prbg.g_01097
OG0000720	Pras.g_01815	Prbg.g_01098
OG0000721	Pras.g_01818	Prbg.g_01101
OG0000722	Pras.g_01819	Prbg.g_01102
OG0000723	Pras.g_01820	Prbg.g_01103
OG0000724	Pras.g_01821	Prbg.g_01105
OG0000725	Pras.g_01822	Prbg.g_01106
OG0000726	Pras.g_01823	Prbg.g_01107
OG0000727	Pras.g_01824	Prbg.g_01108
OG0000728	Pras.g_01825	Prbg.g_01109
OG0000729	Pras.g_01826	Prbg.g_01110
OG0000730	Pras.g_01827	Prbg.g_01385
OG0000731	Pras.g_01828	Prbg.g_01383
OG0000732	Pras.g_01829	Prbg.g_01382
OG0000733	Pras.g_01830	Prbg.g_01381
OG0000734	Pras.g_01831	Prbg.g_01380
OG0000735	Pras.g_01833	Prbg.g_01378
OG0000736	Pras.g_01834	Prbg.g_01377
OG0000737	Pras.g_01835	Prbg.g_01376
OG0000738	Pras.g_01836	Prbg.g_01263
OG0000739	Pras.g_01837	Prbg.g_01264
OG0000740	Pras.g_01838	Prbg.g_01265
OG0000741	Pras.g_01839	Prbg.g_01266
OG0000742	Pras.g_01841	Prbg.g_01268
OG0000743	Pras.g_01842	Prbg.g_01269
OG0000744	Pras.g_01843	Prbg.g_01270
OG0000745	Pras.g_01844	Prbg.g_01271
OG0000746	Pras.g_01845	Prbg.g_01272
OG0000747	Pras.g_01846	Prbg.g_01273
OG0000748	Pras.g_01847	Prbg.g_01274
OG0000749	Pras.g_01848	Prbg.g_01275
OG0000750	Pras.g_01849	Prbg.g_01277
OG0000751	Pras.g_01850	Prbg.g_01278
OG0000752	Pras.g_01851	Prbg.g_01337
OG0000753	Pras.g_01853	Prbg.g_01280
OG0000754	Pras.g_01854	Prbg.g_01281
OG0000755	Pras.g_01855	Prbg.g_01282
OG0000756	Pras.g_01856	Prbg.g_01284
OG0000757	Pras.g_01857	Prbg.g_01285
OG0000758	Pras.g_01858	Prbg.g_01286
OG0000759	Pras.g_01860	Prbg.g_01288
OG0000760	Pras.g_01861	Prbg.g_01289
OG0000761	Pras.g_01862	Prbg.g_01290
OG0000762	Pras.g_01864	Prbg.g_01292
OG0000763	Pras.g_01865	Prbg.g_01293
OG0000764	Pras.g_01866	Prbg.g_01294
OG0000765	Pras.g_01867	Prbg.g_01295
OG0000766	Pras.g_01868	Prbg.g_01296
OG0000767	Pras.g_01870	Prbg.g_01298
OG0000768	Pras.g_01871	Prbg.g_01299
OG0000769	Pras.g_01872	Prbg.g_01300
OG0000770	Pras.g_01873	Prbg.g_01301
OG0000771	Pras.g_01874	Prbg.g_01302
OG0000772	Pras.g_01875	Prbg.g_01552
OG0000773	Pras.g_01876	Prbg.g_01304
OG0000774	Pras.g_01877	Prbg.g_01305
OG0000775	Pras.g_01878	Prbg.g_01306
OG0000776	Pras.g_01881	Prbg.g_01309
OG0000777	Pras.g_01883	Prbg.g_01310
OG0000778	Pras.g_01884	Prbg.g_01311
OG0000779	Pras.g_01885	Prbg.g_01312
OG0000780	Pras.g_01887	Prbg.g_01314
OG0000781	Pras.g_01889	Prbg.g_01316
OG0000782	Pras.g_01890	Prbg.g_01317
OG0000783	Pras.g_01903	Prbg.g_01321
OG0000784	Pras.g_01905	Prbg.g_01323
OG0000785	Pras.g_01906	Prbg.g_01324
OG0000786	Pras.g_01907	Prbg.g_01325
OG0000787	Pras.g_01908	Prbg.g_01326
OG0000788	Pras.g_01912	Prbg.g_01332
OG0000789	Pras.g_01914	Prbg.g_01335
OG0000790	Pras.g_01915	Prbg.g_01336
OG0000791	Pras.g_01916	Prbg.g_01339
OG0000792	Pras.g_01917	Prbg.g_01340
OG0000793	Pras.g_01918	Prbg.g_01341
OG0000794	Pras.g_01920	Prbg.g_01344
OG0000795	Pras.g_01923	Prbg.g_01245
OG0000796	Pras.g_01924	Prbg.g_01244
OG0000797	Pras.g_01926	Prbg.g_01242
OG0000798	Pras.g_01927	Prbg.g_01241
OG0000799	Pras.g_01928	Prbg.g_01240
OG0000800	Pras.g_01929	Prbg.g_01239
OG0000801	Pras.g_01932	Prbg.g_01236
OG0000802	Pras.g_01933	Prbg.g_01235
OG0000803	Pras.g_01935	Prbg.g_01233
OG0000804	Pras.g_01936	Prbg.g_01232
OG0000805	Pras.g_01937	Prbg.g_01231
OG0000806	Pras.g_01939	Prbg.g_01229
OG0000807	Pras.g_01964	Prbg.g_00141
OG0000808	Pras.g_01973	Prbg.g_00022
OG0000809	Pras.g_01976	Prbg.g_01534
OG0000810	Pras.g_01977	Prbg.g_00361
OG0000811	Pras.g_01984	Prbg.g_00455
OG0000812	Pras.g_01988	Prbg.g_01528
OG0000813	Pras.g_01992	Prbg.g_00123
OG0000814	Pras.g_01994	Prbg.g_01555
OG0000815	Pras.g_00009	Prbg.g_00528
OG0000816	Pras.g_00024	Prbg.g_00750
OG0000817	Pras.g_00025	Prbg.g_00751
OG0000818	Pras.g_00030	Prbg.g_00011
OG0000819	Pras.g_00037	Prbg.g_01508
OG0000820	Pras.g_00041	Prbg.g_01502
OG0000821	Pras.g_00043	Prbg.g_01500
OG0000822	Pras.g_00044	Prbg.g_01499
OG0000823	Pras.g_00045	Prbg.g_01498
OG0000824	Pras.g_00046	Prbg.g_01497
OG0000825	Pras.g_00047	Prbg.g_01496
OG0000826	Pras.g_00048	Prbg.g_01495
OG0000827	Pras.g_00049	Prbg.g_01494
OG0000828	Pras.g_00050	Prbg.g_01493
OG0000829	Pras.g_00051	Prbg.g_01492
OG0000830	Pras.g_00052	Prbg.g_01490
OG0000831	Pras.g_00055	Prbg.g_01487
OG0000832	Pras.g_00057	Prbg.g_01485
OG0000833	Pras.g_00058	Prbg.g_01484
OG0000834	Pras.g_00059	Prbg.g_01483
OG0000835	Pras.g_00060	Prbg.g_01482
OG0000836	Pras.g_00061	Prbg.g_01481
OG0000837	Pras.g_00063	Prbg.g_01478
OG0000838	Pras.g_00064	Prbg.g_01477
OG0000839	Pras.g_00065	Prbg.g_01476
OG0000840	Pras.g_00066	Prbg.g_01475
OG0000841	Pras.g_00067	Prbg.g_01474
OG0000842	Pras.g_00068	Prbg.g_01472
OG0000843	Pras.g_00069	Prbg.g_01471
OG0000844	Pras.g_00070	Prbg.g_01470
OG0000845	Pras.g_00071	Prbg.g_01469
OG0000846	Pras.g_00074	Prbg.g_01467
OG0000847	Pras.g_00076	Prbg.g_01465
OG0000848	Pras.g_00077	Prbg.g_01464
OG0000849	Pras.g_00078	Prbg.g_01461
OG0000850	Pras.g_00079	Prbg.g_01460
OG0000851	Pras.g_00080	Prbg.g_01458
OG0000852	Pras.g_00082	Prbg.g_01456
OG0000853	Pras.g_00083	Prbg.g_01454
OG0000854	Pras.g_00085	Prbg.g_01452
OG0000855	Pras.g_00086	Prbg.g_01451
OG0000856	Pras.g_00087	Prbg.g_01450
OG0000857	Pras.g_00088	Prbg.g_01449
OG0000858	Pras.g_00089	Prbg.g_01448
OG0000859	Pras.g_00090	Prbg.g_01447
OG0000860	Pras.g_00091	Prbg.g_01446
OG0000861	Pras.g_00092	Prbg.g_01445
OG0000862	Pras.g_00093	Prbg.g_01444
OG0000863	Pras.g_00094	Prbg.g_01443
OG0000864	Pras.g_00095	Prbg.g_01442
OG0000865	Pras.g_00097	Prbg.g_01441
OG0000866	Pras.g_00098	Prbg.g_01440
OG0000867	Pras.g_00099	Prbg.g_01439
OG0000868	Pras.g_00100	Prbg.g_01438
OG0000869	Pras.g_00102	Prbg.g_01436
OG0000870	Pras.g_00103	Prbg.g_01435
OG0000871	Pras.g_00105	Prbg.g_01434
OG0000872	Pras.g_00106	Prbg.g_01433
OG0000873	Pras.g_00108	Prbg.g_01431
OG0000874	Pras.g_00109	Prbg.g_01430
OG0000875	Pras.g_00110	Prbg.g_01429
OG0000876	Pras.g_00111	Prbg.g_01428
OG0000877	Pras.g_00113	Prbg.g_00351
OG0000878	Pras.g_00178	Prbg.g_01576
OG0000879	Pras.g_00197	Prbg.g_00466
OG0000880	Pras.g_00198	Prbg.g_00467
OG0000881	Pras.g_00199	Prbg.g_00468
OG0000882	Pras.g_00200	Prbg.g_00469
OG0000883	Pras.g_00201	Prbg.g_00470
OG0000884	Pras.g_00204	Prbg.g_00472
OG0000885	Pras.g_00205	Prbg.g_00473
OG0000886	Pras.g_00206	Prbg.g_00474
OG0000887	Pras.g_00207	Prbg.g_00475
OG0000888	Pras.g_00208	Prbg.g_00476
OG0000889	Pras.g_00211	Prbg.g_00479
OG0000890	Pras.g_00212	Prbg.g_00480
OG0000891	Pras.g_00213	Prbg.g_00481
OG0000892	Pras.g_00214	Prbg.g_00484
OG0000893	Pras.g_00216	Prbg.g_00485
OG0000894	Pras.g_00217	Prbg.g_00486
OG0000895	Pras.g_00218	Prbg.g_00487
OG0000896	Pras.g_00219	Prbg.g_00488
OG0000897	Pras.g_00220	Prbg.g_00489
OG0000898	Pras.g_00223	Prbg.g_00492
OG0000899	Pras.g_00224	Prbg.g_00493
OG0000900	Pras.g_00232	Prbg.g_00505
OG0000901	Pras.g_00236	Prbg.g_00501
OG0000902	Pras.g_00237	Prbg.g_00218
OG0000903	Pras.g_00238	Prbg.g_01551
OG0000904	Pras.g_00240	Prbg.g_00690
OG0000905	Pras.g_00242	Prbg.g_01529
OG0000906	Pras.g_00244	Prbg.g_01511
OG0000907	Pras.g_00245	Prbg.g_01223
OG0000908	Pras.g_00248	Prbg.g_01548
OG0000909	Pras.g_00252	Prbg.g_00531
OG0000910	Pras.g_00253	Prbg.g_00532
OG0000911	Pras.g_00254	Prbg.g_00533
OG0000912	Pras.g_00255	Prbg.g_00534
OG0000913	Pras.g_00256	Prbg.g_00535
OG0000914	Pras.g_00257	Prbg.g_00536
OG0000915	Pras.g_00258	Prbg.g_00537
OG0000916	Pras.g_00259	Prbg.g_00538
OG0000917	Pras.g_00260	Prbg.g_00539
OG0000918	Pras.g_00261	Prbg.g_00540
OG0000919	Pras.g_00262	Prbg.g_00541
OG0000920	Pras.g_00263	Prbg.g_00542
OG0000921	Pras.g_00264	Prbg.g_00543
OG0000922	Pras.g_00265	Prbg.g_00544
OG0000923	Pras.g_00266	Prbg.g_00545
OG0000924	Pras.g_00267	Prbg.g_00546
OG0000925	Pras.g_00268	Prbg.g_00547
OG0000926	Pras.g_00289	Prbg.g_01829
OG0000927	Pras.g_00332	Prbg.g_00574
OG0000928	Pras.g_00333	Prbg.g_00575
OG0000929	Pras.g_00334	Prbg.g_00576
OG0000930	Pras.g_00335	Prbg.g_00577
OG0000931	Pras.g_00336	Prbg.g_00578
OG0000932	Pras.g_00338	Prbg.g_00580
OG0000933	Pras.g_00339	Prbg.g_00581
OG0000934	Pras.g_00340	Prbg.g_00582
OG0000935	Pras.g_00341	Prbg.g_00583
OG0000936	Pras.g_00342	Prbg.g_00584
OG0000937	Pras.g_00343	Prbg.g_00585
OG0000938	Pras.g_00344	Prbg.g_00586
OG0000939	Pras.g_00345	Prbg.g_00587
OG0000940	Pras.g_00346	Prbg.g_00588
OG0000941	Pras.g_00348	Prbg.g_00589
OG0000942	Pras.g_00349	Prbg.g_00590
OG0000943	Pras.g_00352	Prbg.g_00593
OG0000944	Pras.g_00353	Prbg.g_00594
OG0000945	Pras.g_00354	Prbg.g_00595
OG0000946	Pras.g_00355	Prbg.g_00596
OG0000947	Pras.g_00356	Prbg.g_00597
OG0000948	Pras.g_00357	Prbg.g_00598
OG0000949	Pras.g_00358	Prbg.g_00599
OG0000950	Pras.g_00359	Prbg.g_00600
OG0000951	Pras.g_00360	Prbg.g_00601
OG0000952	Pras.g_00361	Prbg.g_00602
OG0000953	Pras.g_00362	Prbg.g_00603
OG0000954	Pras.g_00363	Prbg.g_00604
OG0000955	Pras.g_00364	Prbg.g_00605
OG0000956	Pras.g_00365	Prbg.g_00606
OG0000957	Pras.g_00366	Prbg.g_00607
OG0000958	Pras.g_00367	Prbg.g_00608
OG0000959	Pras.g_00368	Prbg.g_00609
OG0000960	Pras.g_00369	Prbg.g_00610
OG0000961	Pras.g_00373	Prbg.g_00614
OG0000962	Pras.g_00374	Prbg.g_00615
OG0000963	Pras.g_00375	Prbg.g_00616
OG0000964	Pras.g_00377	Prbg.g_00618
OG0000965	Pras.g_00378	Prbg.g_00619
OG0000966	Pras.g_00379	Prbg.g_00620
OG0000967	Pras.g_00380	Prbg.g_00621
OG0000968	Pras.g_00381	Prbg.g_00622
OG0000969	Pras.g_00382	Prbg.g_00623
OG0000970	Pras.g_00384	Prbg.g_00624
OG0000971	Pras.g_00385	Prbg.g_00625
OG0000972	Pras.g_00386	Prbg.g_00626
OG0000973	Pras.g_00387	Prbg.g_00627
OG0000974	Pras.g_00389	Prbg.g_00629
OG0000975	Pras.g_00392	Prbg.g_00635
OG0000976	Pras.g_00394	Prbg.g_00637
OG0000977	Pras.g_00395	Prbg.g_00639
OG0000978	Pras.g_00396	Prbg.g_00641
OG0000979	Pras.g_00399	Prbg.g_00643
OG0000980	Pras.g_00400	Prbg.g_00644
OG0000981	Pras.g_00401	Prbg.g_00645
OG0000982	Pras.g_00402	Prbg.g_00646
OG0000983	Pras.g_00405	Prbg.g_00648
OG0000984	Pras.g_00406	Prbg.g_00649
OG0000985	Pras.g_00407	Prbg.g_00650
OG0000986	Pras.g_00408	Prbg.g_00651
OG0000987	Pras.g_00409	Prbg.g_00652
OG0000988	Pras.g_00410	Prbg.g_00653
OG0000989	Pras.g_00411	Prbg.g_00654
OG0000990	Pras.g_00412	Prbg.g_00655
OG0000991	Pras.g_00413	Prbg.g_00656
OG0000992	Pras.g_00414	Prbg.g_00657
OG0000993	Pras.g_00415	Prbg.g_00658
OG0000994	Pras.g_00416	Prbg.g_00659
OG0000995	Pras.g_00417	Prbg.g_00660
OG0000996	Pras.g_00418	Prbg.g_00661
OG0000997	Pras.g_00419	Prbg.g_00662
OG0000998	Pras.g_00420	Prbg.g_00663
OG0000999	Pras.g_00421	Prbg.g_00664
OG0001000	Pras.g_00422	Prbg.g_00665
OG0001001	Pras.g_00424	Prbg.g_00667
OG0001002	Pras.g_00425	Prbg.g_00668
OG0001003	Pras.g_00426	Prbg.g_00669
OG0001004	Pras.g_00427	Prbg.g_00670
OG0001005	Pras.g_00428	Prbg.g_00673
OG0001006	Pras.g_00429	Prbg.g_00674
OG0001007	Pras.g_00430	Prbg.g_00675
OG0001008	Pras.g_00432	Prbg.g_00677
OG0001009	Pras.g_00433	Prbg.g_00678
OG0001010	Pras.g_00441	Prbg.g_01593
OG0001011	Pras.g_00448	Prbg.g_00348
OG0001012	Pras.g_00473	Prbg.g_01174
OG0001013	Pras.g_00544	Prbg.g_01643
OG0001014	Pras.g_00545	Prbg.g_01644
OG0001015	Pras.g_00551	Prbg.g_01651
OG0001016	Pras.g_00552	Prbg.g_01652
OG0001017	Pras.g_00553	Prbg.g_01653
OG0001018	Pras.g_00554	Prbg.g_01654
OG0001019	Pras.g_00556	Prbg.g_01656
OG0001020	Pras.g_00557	Prbg.g_01657
OG0001021	Pras.g_00558	Prbg.g_01658
OG0001022	Pras.g_00559	Prbg.g_01659
OG0001023	Pras.g_00560	Prbg.g_01660
OG0001024	Pras.g_00561	Prbg.g_01662
OG0001025	Pras.g_00562	Prbg.g_01663
OG0001026	Pras.g_00564	Prbg.g_01664
OG0001027	Pras.g_00565	Prbg.g_01665
OG0001028	Pras.g_00566	Prbg.g_01666
OG0001029	Pras.g_00567	Prbg.g_01667
OG0001030	Pras.g_00568	Prbg.g_01668
OG0001031	Pras.g_00569	Prbg.g_01669
OG0001032	Pras.g_00570	Prbg.g_01670
OG0001033	Pras.g_00571	Prbg.g_01671
OG0001034	Pras.g_00572	Prbg.g_01672
OG0001035	Pras.g_00574	Prbg.g_01674
OG0001036	Pras.g_00575	Prbg.g_01675
OG0001037	Pras.g_00576	Prbg.g_01676
OG0001038	Pras.g_00577	Prbg.g_01677
OG0001039	Pras.g_00578	Prbg.g_01678
OG0001040	Pras.g_00579	Prbg.g_01679
OG0001041	Pras.g_00580	Prbg.g_01680
OG0001042	Pras.g_00581	Prbg.g_01681
OG0001043	Pras.g_00582	Prbg.g_01682
OG0001044	Pras.g_00583	Prbg.g_01683
OG0001045	Pras.g_00584	Prbg.g_01684
OG0001046	Pras.g_00585	Prbg.g_01685
OG0001047	Pras.g_00588	Prbg.g_01688
OG0001048	Pras.g_00590	Prbg.g_01690
OG0001049	Pras.g_00591	Prbg.g_01691
OG0001050	Pras.g_00592	Prbg.g_01692
OG0001051	Pras.g_00593	Prbg.g_01693
OG0001052	Pras.g_00594	Prbg.g_01694
OG0001053	Pras.g_00596	Prbg.g_01696
OG0001054	Pras.g_00598	Prbg.g_01698
OG0001055	Pras.g_00599	Prbg.g_01699
OG0001056	Pras.g_00600	Prbg.g_01700
OG0001057	Pras.g_00601	Prbg.g_01701
OG0001058	Pras.g_00602	Prbg.g_01702
OG0001059	Pras.g_00603	Prbg.g_01703
OG0001060	Pras.g_00604	Prbg.g_01704
OG0001061	Pras.g_00605	Prbg.g_01705
OG0001062	Pras.g_00606	Prbg.g_01706
OG0001063	Pras.g_00607	Prbg.g_01707
OG0001064	Pras.g_00609	Prbg.g_01709
OG0001065	Pras.g_00613	Prbg.g_01713
OG0001066	Pras.g_00614	Prbg.g_01715
OG0001067	Pras.g_00615	Prbg.g_01716
OG0001068	Pras.g_00617	Prbg.g_01719
OG0001069	Pras.g_00618	Prbg.g_01720
OG0001070	Pras.g_00619	Prbg.g_01721
OG0001071	Pras.g_00620	Prbg.g_01722
OG0001072	Pras.g_00621	Prbg.g_01723
OG0001073	Pras.g_00622	Prbg.g_01724
OG0001074	Pras.g_00623	Prbg.g_01725
OG0001075	Pras.g_00624	Prbg.g_01726
OG0001076	Pras.g_00625	Prbg.g_01727
OG0001077	Pras.g_00626	Prbg.g_01728
OG0001078	Pras.g_00627	Prbg.g_01729
OG0001079	Pras.g_00628	Prbg.g_01730
OG0001080	Pras.g_00629	Prbg.g_01731
OG0001081	Pras.g_00632	Prbg.g_01735
OG0001082	Pras.g_00633	Prbg.g_01736
OG0001083	Pras.g_00634	Prbg.g_01739
OG0001084	Pras.g_00636	Prbg.g_01738
OG0001085	Pras.g_00637	Prbg.g_01737
OG0001086	Pras.g_00638	Prbg.g_01734
OG0001087	Pras.g_00639	Prbg.g_01733
OG0001088	Pras.g_00640	Prbg.g_01732
OG0001089	Pras.g_00645	Prbg.g_01742
OG0001090	Pras.g_00647	Prbg.g_01744
OG0001091	Pras.g_00648	Prbg.g_01745
OG0001092	Pras.g_00649	Prbg.g_01746
OG0001093	Pras.g_00650	Prbg.g_01747
OG0001094	Pras.g_00651	Prbg.g_01748
OG0001095	Pras.g_00652	Prbg.g_01749
OG0001096	Pras.g_00653	Prbg.g_01750
OG0001097	Pras.g_00654	Prbg.g_01751
OG0001098	Pras.g_00655	Prbg.g_01752
OG0001099	Pras.g_00656	Prbg.g_01753
OG0001100	Pras.g_00657	Prbg.g_01754
OG0001101	Pras.g_00658	Prbg.g_01755
OG0001102	Pras.g_00659	Prbg.g_01756
OG0001103	Pras.g_00660	Prbg.g_01757
OG0001104	Pras.g_00661	Prbg.g_01758
OG0001105	Pras.g_00662	Prbg.g_01759
OG0001106	Pras.g_00663	Prbg.g_01760
OG0001107	Pras.g_00664	Prbg.g_01761
OG0001108	Pras.g_00665	Prbg.g_01762
OG0001109	Pras.g_00666	Prbg.g_01763
OG0001110	Pras.g_00667	Prbg.g_01764
OG0001111	Pras.g_00668	Prbg.g_01765
OG0001112	Pras.g_00669	Prbg.g_01766
OG0001113	Pras.g_00670	Prbg.g_01767
OG0001114	Pras.g_00671	Prbg.g_01768
OG0001115	Pras.g_00672	Prbg.g_01769
OG0001116	Pras.g_00673	Prbg.g_01770
OG0001117	Pras.g_00674	Prbg.g_01771
OG0001118	Pras.g_00675	Prbg.g_01772
OG0001119	Pras.g_00676	Prbg.g_01773
OG0001120	Pras.g_00677	Prbg.g_01774
