Orthogroup	Pras	Prbk
OG0000572	Pras.g_01526	Prbk.g_02656
OG0000573	Pras.g_01529	Prbk.g_00738
OG0000574	Pras.g_01530	Prbk.g_00729
OG0000575	Pras.g_01531	Prbk.g_00728
OG0000576	Pras.g_01532	Prbk.g_00727
OG0000577	Pras.g_01533	Prbk.g_00726
OG0000578	Pras.g_01534	Prbk.g_00725
OG0000579	Pras.g_01535	Prbk.g_00723
OG0000580	Pras.g_01536	Prbk.g_00720
OG0000581	Pras.g_01537	Prbk.g_00719
OG0000582	Pras.g_01538	Prbk.g_00718
OG0000583	Pras.g_01539	Prbk.g_00717
OG0000584	Pras.g_01540	Prbk.g_00715
OG0000585	Pras.g_01541	Prbk.g_00714
OG0000586	Pras.g_01543	Prbk.g_00712
OG0000587	Pras.g_01544	Prbk.g_00711
OG0000588	Pras.g_01546	Prbk.g_00708
OG0000589	Pras.g_01547	Prbk.g_00706
OG0000590	Pras.g_01549	Prbk.g_00478
OG0000591	Pras.g_01555	Prbk.g_01361
OG0000592	Pras.g_01556	Prbk.g_01767
OG0000593	Pras.g_01557	Prbk.g_00672
OG0000594	Pras.g_01559	Prbk.g_02509
OG0000595	Pras.g_01560	Prbk.g_01925
OG0000596	Pras.g_01561	Prbk.g_01805
OG0000597	Pras.g_01563	Prbk.g_01827
OG0000598	Pras.g_01564	Prbk.g_01821
OG0000599	Pras.g_01565	Prbk.g_01817
OG0000600	Pras.g_01566	Prbk.g_01816
OG0000601	Pras.g_01568	Prbk.g_01802
OG0000602	Pras.g_01569	Prbk.g_01801
OG0000603	Pras.g_01570	Prbk.g_01800
OG0000604	Pras.g_01571	Prbk.g_01760
OG0000605	Pras.g_01572	Prbk.g_01761
OG0000606	Pras.g_01573	Prbk.g_01764
OG0000607	Pras.g_01575	Prbk.g_01766
OG0000608	Pras.g_01576	Prbk.g_02429
OG0000609	Pras.g_01580	Prbk.g_02262
OG0000610	Pras.g_01581	Prbk.g_00169
OG0000611	Pras.g_01607	Prbk.g_00617
OG0000612	Pras.g_01608	Prbk.g_00616
OG0000613	Pras.g_01609	Prbk.g_00615
OG0000614	Pras.g_01610	Prbk.g_00614
OG0000615	Pras.g_01612	Prbk.g_00613
OG0000616	Pras.g_01613	Prbk.g_00612
OG0000617	Pras.g_01614	Prbk.g_00611
OG0000618	Pras.g_01615	Prbk.g_00610
OG0000619	Pras.g_01616	Prbk.g_00608
OG0000620	Pras.g_01617	Prbk.g_00607
OG0000621	Pras.g_01618	Prbk.g_00606
OG0000622	Pras.g_01619	Prbk.g_00605
OG0000623	Pras.g_01620	Prbk.g_00604
OG0000624	Pras.g_01621	Prbk.g_00603
OG0000625	Pras.g_01622	Prbk.g_00602
OG0000626	Pras.g_01623	Prbk.g_00601
OG0000627	Pras.g_01624	Prbk.g_02376
OG0000628	Pras.g_01625	Prbk.g_02375
OG0000629	Pras.g_01626	Prbk.g_02372
OG0000630	Pras.g_01627	Prbk.g_02371
OG0000631	Pras.g_01629	Prbk.g_02368
OG0000632	Pras.g_01645	Prbk.g_01780
OG0000633	Pras.g_01649	Prbk.g_01872
OG0000634	Pras.g_01664	Prbk.g_01863
OG0000635	Pras.g_01665	Prbk.g_02332
OG0000636	Pras.g_01666	Prbk.g_02333
OG0000637	Pras.g_01667	Prbk.g_02334
OG0000638	Pras.g_01679	Prbk.g_00865
OG0000639	Pras.g_01688	Prbk.g_01455
OG0000640	Pras.g_01690	Prbk.g_02367
OG0000641	Pras.g_01692	Prbk.g_02362
OG0000642	Pras.g_01693	Prbk.g_02361
OG0000643	Pras.g_01694	Prbk.g_02360
OG0000644	Pras.g_01695	Prbk.g_02462
OG0000645	Pras.g_01696	Prbk.g_02463
OG0000646	Pras.g_01697	Prbk.g_02464
OG0000647	Pras.g_01698	Prbk.g_02465
OG0000648	Pras.g_01700	Prbk.g_02467
OG0000649	Pras.g_01701	Prbk.g_02468
OG0000650	Pras.g_01702	Prbk.g_02469
OG0000651	Pras.g_01703	Prbk.g_02470
OG0000652	Pras.g_01704	Prbk.g_02471
OG0000653	Pras.g_01705	Prbk.g_02472
OG0000654	Pras.g_01707	Prbk.g_02474
OG0000655	Pras.g_01709	Prbk.g_02476
OG0000656	Pras.g_01710	Prbk.g_02477
OG0000657	Pras.g_01711	Prbk.g_02478
OG0000658	Pras.g_01712	Prbk.g_02479
OG0000659	Pras.g_01713	Prbk.g_02480
OG0000660	Pras.g_01714	Prbk.g_02481
OG0000661	Pras.g_01715	Prbk.g_02483
OG0000662	Pras.g_01716	Prbk.g_02486
OG0000663	Pras.g_01717	Prbk.g_02487
OG0000664	Pras.g_01718	Prbk.g_02488
OG0000665	Pras.g_01719	Prbk.g_02489
OG0000666	Pras.g_01720	Prbk.g_02490
OG0000667	Pras.g_01721	Prbk.g_02491
OG0000668	Pras.g_01722	Prbk.g_02492
OG0000669	Pras.g_01724	Prbk.g_02494
OG0000670	Pras.g_01725	Prbk.g_02495
OG0000671	Pras.g_01726	Prbk.g_02496
OG0000672	Pras.g_01727	Prbk.g_02497
OG0000673	Pras.g_01728	Prbk.g_02498
OG0000674	Pras.g_01729	Prbk.g_02499
OG0000675	Pras.g_01731	Prbk.g_02526
OG0000676	Pras.g_01732	Prbk.g_02527
OG0000677	Pras.g_01734	Prbk.g_02530
OG0000678	Pras.g_01736	Prbk.g_02532
OG0000679	Pras.g_01737	Prbk.g_02534
OG0000680	Pras.g_01738	Prbk.g_02535
OG0000681	Pras.g_01739	Prbk.g_02536
OG0000682	Pras.g_01740	Prbk.g_02537
OG0000683	Pras.g_01742	Prbk.g_02539
OG0000684	Pras.g_01743	Prbk.g_02540
OG0000685	Pras.g_01744	Prbk.g_02541
OG0000686	Pras.g_01745	Prbk.g_02542
OG0000687	Pras.g_01746	Prbk.g_02543
OG0000688	Pras.g_01747	Prbk.g_02544
OG0000689	Pras.g_01748	Prbk.g_02546
OG0000690	Pras.g_01749	Prbk.g_02547
OG0000691	Pras.g_01750	Prbk.g_02548
OG0000692	Pras.g_01752	Prbk.g_02559
OG0000693	Pras.g_01753	Prbk.g_02560
OG0000694	Pras.g_01754	Prbk.g_02563
OG0000695	Pras.g_01755	Prbk.g_02567
OG0000696	Pras.g_01756	Prbk.g_02568
OG0000697	Pras.g_01758	Prbk.g_02570
OG0000698	Pras.g_01760	Prbk.g_02379
OG0000699	Pras.g_01761	Prbk.g_00598
OG0000700	Pras.g_01788	Prbk.g_00582
OG0000701	Pras.g_01791	Prbk.g_00193
OG0000702	Pras.g_01792	Prbk.g_02580
OG0000703	Pras.g_01793	Prbk.g_02389
OG0000704	Pras.g_01794	Prbk.g_01662
OG0000705	Pras.g_01795	Prbk.g_02390
OG0000706	Pras.g_01796	Prbk.g_02391
OG0000707	Pras.g_01798	Prbk.g_02393
OG0000708	Pras.g_01799	Prbk.g_02394
OG0000709	Pras.g_01801	Prbk.g_02396
OG0000710	Pras.g_01802	Prbk.g_02397
OG0000711	Pras.g_01803	Prbk.g_02398
OG0000712	Pras.g_01804	Prbk.g_02399
OG0000713	Pras.g_01805	Prbk.g_02400
OG0000714	Pras.g_01807	Prbk.g_02408
OG0000715	Pras.g_01808	Prbk.g_02410
OG0000716	Pras.g_01810	Prbk.g_02415
OG0000717	Pras.g_01811	Prbk.g_02417
OG0000718	Pras.g_01812	Prbk.g_02420
OG0000719	Pras.g_01814	Prbk.g_02435
OG0000720	Pras.g_01815	Prbk.g_02436
OG0000721	Pras.g_01818	Prbk.g_02438
OG0000722	Pras.g_01819	Prbk.g_02439
OG0000723	Pras.g_01820	Prbk.g_02440
OG0000724	Pras.g_01821	Prbk.g_02453
OG0000725	Pras.g_01822	Prbk.g_02452
OG0000726	Pras.g_01823	Prbk.g_02451
OG0000727	Pras.g_01824	Prbk.g_02450
OG0000728	Pras.g_01825	Prbk.g_02449
OG0000729	Pras.g_01826	Prbk.g_02447
OG0000730	Pras.g_01827	Prbk.g_02444
OG0000731	Pras.g_01828	Prbk.g_02455
OG0000732	Pras.g_01829	Prbk.g_02456
OG0000733	Pras.g_01830	Prbk.g_02457
OG0000734	Pras.g_01831	Prbk.g_02458
OG0000735	Pras.g_01833	Prbk.g_02459
OG0000736	Pras.g_01834	Prbk.g_02460
OG0000737	Pras.g_01835	Prbk.g_02461
OG0000738	Pras.g_01836	Prbk.g_02359
OG0000739	Pras.g_01837	Prbk.g_02358
OG0000740	Pras.g_01838	Prbk.g_02357
OG0000741	Pras.g_01839	Prbk.g_02355
OG0000742	Pras.g_01841	Prbk.g_02353
OG0000743	Pras.g_01842	Prbk.g_02352
OG0000744	Pras.g_01843	Prbk.g_02350
OG0000745	Pras.g_01844	Prbk.g_02349
OG0000746	Pras.g_01845	Prbk.g_02348
OG0000747	Pras.g_01846	Prbk.g_01698
OG0000748	Pras.g_01847	Prbk.g_02340
OG0000749	Pras.g_01848	Prbk.g_02339
OG0000750	Pras.g_01849	Prbk.g_02337
OG0000751	Pras.g_01850	Prbk.g_02336
OG0000752	Pras.g_01851	Prbk.g_02189
OG0000753	Pras.g_01853	Prbk.g_02331
OG0000754	Pras.g_01854	Prbk.g_02330
OG0000755	Pras.g_01855	Prbk.g_02329
OG0000756	Pras.g_01856	Prbk.g_02327
OG0000757	Pras.g_01857	Prbk.g_02326
OG0000758	Pras.g_01858	Prbk.g_02325
OG0000759	Pras.g_01860	Prbk.g_02320
OG0000760	Pras.g_01861	Prbk.g_02319
OG0000761	Pras.g_01862	Prbk.g_02317
OG0000762	Pras.g_01864	Prbk.g_02315
OG0000763	Pras.g_01865	Prbk.g_02313
OG0000764	Pras.g_01866	Prbk.g_02311
OG0000765	Pras.g_01867	Prbk.g_02310
OG0000766	Pras.g_01868	Prbk.g_02309
OG0000767	Pras.g_01870	Prbk.g_02307
OG0000768	Pras.g_01871	Prbk.g_02306
OG0000769	Pras.g_01872	Prbk.g_02305
OG0000770	Pras.g_01873	Prbk.g_02304
OG0000771	Pras.g_01874	Prbk.g_02303
OG0000772	Pras.g_01875	Prbk.g_01728
OG0000773	Pras.g_01876	Prbk.g_02301
OG0000774	Pras.g_01877	Prbk.g_02299
OG0000775	Pras.g_01878	Prbk.g_02297
OG0000776	Pras.g_01881	Prbk.g_02293
OG0000777	Pras.g_01883	Prbk.g_02292
OG0000778	Pras.g_01884	Prbk.g_00562
OG0000779	Pras.g_01885	Prbk.g_00566
OG0000780	Pras.g_01887	Prbk.g_00568
OG0000781	Pras.g_01889	Prbk.g_00572
OG0000782	Pras.g_01890	Prbk.g_00573
OG0000783	Pras.g_01903	Prbk.g_00578
OG0000784	Pras.g_01905	Prbk.g_00580
OG0000785	Pras.g_01906	Prbk.g_00581
OG0000786	Pras.g_01907	Prbk.g_00583
OG0000787	Pras.g_01908	Prbk.g_00584
OG0000788	Pras.g_01912	Prbk.g_00590
OG0000789	Pras.g_01914	Prbk.g_00593
OG0000790	Pras.g_01915	Prbk.g_02190
OG0000791	Pras.g_01916	Prbk.g_00594
OG0000792	Pras.g_01917	Prbk.g_00595
OG0000793	Pras.g_01918	Prbk.g_00596
OG0000794	Pras.g_01920	Prbk.g_00599
OG0000795	Pras.g_01923	Prbk.g_00068
OG0000796	Pras.g_01924	Prbk.g_00067
OG0000797	Pras.g_01926	Prbk.g_00064
OG0000798	Pras.g_01927	Prbk.g_00063
OG0000799	Pras.g_01928	Prbk.g_00062
OG0000800	Pras.g_01929	Prbk.g_00061
OG0000801	Pras.g_01932	Prbk.g_00058
OG0000802	Pras.g_01933	Prbk.g_00057
OG0000803	Pras.g_01935	Prbk.g_00054
OG0000804	Pras.g_01936	Prbk.g_00053
OG0000805	Pras.g_01937	Prbk.g_00052
OG0000806	Pras.g_01939	Prbk.g_00051
OG0000807	Pras.g_01964	Prbk.g_00627
OG0000808	Pras.g_01973	Prbk.g_02595
OG0000809	Pras.g_01976	Prbk.g_02022
OG0000810	Pras.g_01977	Prbk.g_01700
OG0000811	Pras.g_01984	Prbk.g_01531
OG0000812	Pras.g_01988	Prbk.g_00869
OG0000813	Pras.g_01992	Prbk.g_00879
OG0000814	Pras.g_01994	Prbk.g_01234
OG0000815	Pras.g_00009	Prbk.g_02613
OG0000816	Pras.g_00024	Prbk.g_02202
OG0000817	Pras.g_00025	Prbk.g_02196
OG0000818	Pras.g_00030	Prbk.g_01456
OG0000819	Pras.g_00037	Prbk.g_01227
OG0000820	Pras.g_00041	Prbk.g_00004
OG0000821	Pras.g_00043	Prbk.g_01037
OG0000822	Pras.g_00044	Prbk.g_01036
OG0000823	Pras.g_00045	Prbk.g_01035
OG0000824	Pras.g_00046	Prbk.g_01034
OG0000825	Pras.g_00047	Prbk.g_01032
OG0000826	Pras.g_00048	Prbk.g_01031
OG0000827	Pras.g_00049	Prbk.g_01028
OG0000828	Pras.g_00050	Prbk.g_01026
OG0000829	Pras.g_00051	Prbk.g_01025
OG0000830	Pras.g_00052	Prbk.g_01022
OG0000831	Pras.g_00055	Prbk.g_01020
OG0000832	Pras.g_00057	Prbk.g_01018
OG0000833	Pras.g_00058	Prbk.g_01017
OG0000834	Pras.g_00059	Prbk.g_00141
OG0000835	Pras.g_00060	Prbk.g_00142
OG0000836	Pras.g_00061	Prbk.g_00143
OG0000837	Pras.g_00063	Prbk.g_00153
OG0000838	Pras.g_00064	Prbk.g_00155
OG0000839	Pras.g_00065	Prbk.g_00156
OG0000840	Pras.g_00066	Prbk.g_00157
OG0000841	Pras.g_00067	Prbk.g_00158
OG0000842	Pras.g_00068	Prbk.g_00106
OG0000843	Pras.g_00069	Prbk.g_00105
OG0000844	Pras.g_00070	Prbk.g_00104
OG0000845	Pras.g_00071	Prbk.g_00103
OG0000846	Pras.g_00074	Prbk.g_00100
OG0000847	Pras.g_00076	Prbk.g_00099
OG0000848	Pras.g_00077	Prbk.g_01501
OG0000849	Pras.g_00078	Prbk.g_01498
OG0000850	Pras.g_00079	Prbk.g_01497
OG0000851	Pras.g_00080	Prbk.g_00139
OG0000852	Pras.g_00082	Prbk.g_00137
OG0000853	Pras.g_00083	Prbk.g_00135
OG0000854	Pras.g_00085	Prbk.g_00133
OG0000855	Pras.g_00086	Prbk.g_00132
OG0000856	Pras.g_00087	Prbk.g_00131
OG0000857	Pras.g_00088	Prbk.g_00130
OG0000858	Pras.g_00089	Prbk.g_00129
OG0000859	Pras.g_00090	Prbk.g_00128
OG0000860	Pras.g_00091	Prbk.g_00127
OG0000861	Pras.g_00092	Prbk.g_01503
OG0000862	Pras.g_00093	Prbk.g_01504
OG0000863	Pras.g_00094	Prbk.g_01505
OG0000864	Pras.g_00095	Prbk.g_01506
OG0000865	Pras.g_00097	Prbk.g_01508
OG0000866	Pras.g_00098	Prbk.g_00189
OG0000867	Pras.g_00099	Prbk.g_00188
OG0000868	Pras.g_00100	Prbk.g_00186
OG0000869	Pras.g_00102	Prbk.g_00183
OG0000870	Pras.g_00103	Prbk.g_00182
OG0000871	Pras.g_00105	Prbk.g_00178
OG0000872	Pras.g_00106	Prbk.g_00177
OG0000873	Pras.g_00108	Prbk.g_00175
OG0000874	Pras.g_00109	Prbk.g_00174
OG0000875	Pras.g_00110	Prbk.g_00097
OG0000876	Pras.g_00111	Prbk.g_00098
OG0000877	Pras.g_00113	Prbk.g_00122
OG0000878	Pras.g_00178	Prbk.g_02011
OG0000879	Pras.g_00197	Prbk.g_00164
OG0000880	Pras.g_00198	Prbk.g_00163
OG0000881	Pras.g_00199	Prbk.g_00162
OG0000882	Pras.g_00200	Prbk.g_01194
OG0000883	Pras.g_00201	Prbk.g_01192
OG0000884	Pras.g_00204	Prbk.g_01190
OG0000885	Pras.g_00205	Prbk.g_01189
OG0000886	Pras.g_00206	Prbk.g_01188
OG0000887	Pras.g_00207	Prbk.g_01187
OG0000888	Pras.g_00208	Prbk.g_01186
OG0000889	Pras.g_00211	Prbk.g_01182
OG0000890	Pras.g_00212	Prbk.g_01179
OG0000891	Pras.g_00213	Prbk.g_01178
OG0000892	Pras.g_00214	Prbk.g_01175
OG0000893	Pras.g_00216	Prbk.g_01174
OG0000894	Pras.g_00217	Prbk.g_01173
OG0000895	Pras.g_00218	Prbk.g_01172
OG0000896	Pras.g_00219	Prbk.g_01171
OG0000897	Pras.g_00220	Prbk.g_01170
OG0000898	Pras.g_00223	Prbk.g_01167
OG0000899	Pras.g_00224	Prbk.g_01166
OG0000900	Pras.g_00232	Prbk.g_01199
OG0000901	Pras.g_00236	Prbk.g_02120
OG0000902	Pras.g_00237	Prbk.g_00334
OG0000903	Pras.g_00238	Prbk.g_02564
OG0000904	Pras.g_00240	Prbk.g_01691
OG0000905	Pras.g_00242	Prbk.g_00055
OG0000906	Pras.g_00244	Prbk.g_00629
OG0000907	Pras.g_00245	Prbk.g_02578
OG0000908	Pras.g_00248	Prbk.g_00923
OG0000909	Pras.g_00252	Prbk.g_02051
OG0000910	Pras.g_00253	Prbk.g_02050
OG0000911	Pras.g_00254	Prbk.g_02049
OG0000912	Pras.g_00255	Prbk.g_02048
OG0000913	Pras.g_00256	Prbk.g_02047
OG0000914	Pras.g_00257	Prbk.g_02046
OG0000915	Pras.g_00258	Prbk.g_02045
OG0000916	Pras.g_00259	Prbk.g_02044
OG0000917	Pras.g_00260	Prbk.g_02042
OG0000918	Pras.g_00261	Prbk.g_02041
OG0000919	Pras.g_00262	Prbk.g_02040
OG0000920	Pras.g_00263	Prbk.g_02039
OG0000921	Pras.g_00264	Prbk.g_02038
OG0000922	Pras.g_00265	Prbk.g_02037
OG0000923	Pras.g_00266	Prbk.g_02036
OG0000924	Pras.g_00267	Prbk.g_02035
OG0000925	Pras.g_00268	Prbk.g_02034
OG0000926	Pras.g_00289	Prbk.g_00526
OG0000927	Pras.g_00332	Prbk.g_01929
OG0000928	Pras.g_00333	Prbk.g_01930
OG0000929	Pras.g_00334	Prbk.g_01931
OG0000930	Pras.g_00335	Prbk.g_01937
OG0000931	Pras.g_00336	Prbk.g_01938
OG0000932	Pras.g_00338	Prbk.g_00244
OG0000933	Pras.g_00339	Prbk.g_00246
OG0000934	Pras.g_00340	Prbk.g_00247
OG0000935	Pras.g_00341	Prbk.g_00248
OG0000936	Pras.g_00342	Prbk.g_00249
OG0000937	Pras.g_00343	Prbk.g_00250
OG0000938	Pras.g_00344	Prbk.g_00252
OG0000939	Pras.g_00345	Prbk.g_00253
OG0000940	Pras.g_00346	Prbk.g_00255
OG0000941	Pras.g_00348	Prbk.g_00257
OG0000942	Pras.g_00349	Prbk.g_00258
OG0000943	Pras.g_00352	Prbk.g_00261
OG0000944	Pras.g_00353	Prbk.g_00270
OG0000945	Pras.g_00354	Prbk.g_00271
OG0000946	Pras.g_00355	Prbk.g_00272
OG0000947	Pras.g_00356	Prbk.g_00273
OG0000948	Pras.g_00357	Prbk.g_00274
OG0000949	Pras.g_00358	Prbk.g_00275
OG0000950	Pras.g_00359	Prbk.g_00276
OG0000951	Pras.g_00360	Prbk.g_00277
OG0000952	Pras.g_00361	Prbk.g_00278
OG0000953	Pras.g_00362	Prbk.g_00279
OG0000954	Pras.g_00363	Prbk.g_00280
OG0000955	Pras.g_00364	Prbk.g_00281
OG0000956	Pras.g_00365	Prbk.g_00282
OG0000957	Pras.g_00366	Prbk.g_00283
OG0000958	Pras.g_00367	Prbk.g_01237
OG0000959	Pras.g_00368	Prbk.g_01236
OG0000960	Pras.g_00369	Prbk.g_01235
OG0000961	Pras.g_00373	Prbk.g_01228
OG0000962	Pras.g_00374	Prbk.g_01226
OG0000963	Pras.g_00375	Prbk.g_01225
OG0000964	Pras.g_00377	Prbk.g_01222
OG0000965	Pras.g_00378	Prbk.g_01221
OG0000966	Pras.g_00379	Prbk.g_01220
OG0000967	Pras.g_00380	Prbk.g_01219
OG0000968	Pras.g_00381	Prbk.g_01218
OG0000969	Pras.g_00382	Prbk.g_01217
OG0000970	Pras.g_00384	Prbk.g_01216
OG0000971	Pras.g_00385	Prbk.g_01215
OG0000972	Pras.g_00386	Prbk.g_01214
OG0000973	Pras.g_00387	Prbk.g_01213
OG0000974	Pras.g_00389	Prbk.g_01211
OG0000975	Pras.g_00392	Prbk.g_01654
OG0000976	Pras.g_00394	Prbk.g_02016
OG0000977	Pras.g_00395	Prbk.g_02006
OG0000978	Pras.g_00396	Prbk.g_02004
OG0000979	Pras.g_00399	Prbk.g_02002
OG0000980	Pras.g_00400	Prbk.g_02001
OG0000981	Pras.g_00401	Prbk.g_02596
OG0000982	Pras.g_00402	Prbk.g_02000
OG0000983	Pras.g_00405	Prbk.g_01998
OG0000984	Pras.g_00406	Prbk.g_01997
OG0000985	Pras.g_00407	Prbk.g_01996
OG0000986	Pras.g_00408	Prbk.g_01994
OG0000987	Pras.g_00409	Prbk.g_01993
OG0000988	Pras.g_00410	Prbk.g_01991
OG0000989	Pras.g_00411	Prbk.g_01990
OG0000990	Pras.g_00412	Prbk.g_01989
OG0000991	Pras.g_00413	Prbk.g_01988
OG0000992	Pras.g_00414	Prbk.g_01987
OG0000993	Pras.g_00415	Prbk.g_01986
OG0000994	Pras.g_00416	Prbk.g_01985
OG0000995	Pras.g_00417	Prbk.g_01983
OG0000996	Pras.g_00418	Prbk.g_01982
OG0000997	Pras.g_00419	Prbk.g_01981
OG0000998	Pras.g_00420	Prbk.g_01980
OG0000999	Pras.g_00421	Prbk.g_01979
OG0001000	Pras.g_00422	Prbk.g_01978
OG0001001	Pras.g_00424	Prbk.g_01977
OG0001002	Pras.g_00425	Prbk.g_00937
OG0001003	Pras.g_00426	Prbk.g_00936
OG0001004	Pras.g_00427	Prbk.g_01360
OG0001005	Pras.g_00428	Prbk.g_00934
OG0001006	Pras.g_00429	Prbk.g_00933
OG0001007	Pras.g_00430	Prbk.g_00932
OG0001008	Pras.g_00432	Prbk.g_00930
OG0001009	Pras.g_00433	Prbk.g_00929
OG0001010	Pras.g_00441	Prbk.g_02593
OG0001011	Pras.g_00448	Prbk.g_02619
OG0001012	Pras.g_00473	Prbk.g_02485
OG0001013	Pras.g_00544	Prbk.g_00918
OG0001014	Pras.g_00545	Prbk.g_00917
OG0001015	Pras.g_00551	Prbk.g_00906
OG0001016	Pras.g_00552	Prbk.g_00905
OG0001017	Pras.g_00553	Prbk.g_00904
OG0001018	Pras.g_00554	Prbk.g_00902
OG0001019	Pras.g_00556	Prbk.g_01451
OG0001020	Pras.g_00557	Prbk.g_01450
OG0001021	Pras.g_00558	Prbk.g_01449
OG0001022	Pras.g_00559	Prbk.g_01448
OG0001023	Pras.g_00560	Prbk.g_01447
OG0001024	Pras.g_00561	Prbk.g_01445
OG0001025	Pras.g_00562	Prbk.g_01444
OG0001026	Pras.g_00564	Prbk.g_01443
OG0001027	Pras.g_00565	Prbk.g_01442
OG0001028	Pras.g_00566	Prbk.g_01441
OG0001029	Pras.g_00567	Prbk.g_01440
OG0001030	Pras.g_00568	Prbk.g_01439
OG0001031	Pras.g_00569	Prbk.g_01438
OG0001032	Pras.g_00570	Prbk.g_01437
OG0001033	Pras.g_00571	Prbk.g_01436
OG0001034	Pras.g_00572	Prbk.g_01434
OG0001035	Pras.g_00574	Prbk.g_01432
OG0001036	Pras.g_00575	Prbk.g_01431
OG0001037	Pras.g_00576	Prbk.g_01429
OG0001038	Pras.g_00577	Prbk.g_01428
OG0001039	Pras.g_00578	Prbk.g_01427
OG0001040	Pras.g_00579	Prbk.g_01426
OG0001041	Pras.g_00580	Prbk.g_01425
OG0001042	Pras.g_00581	Prbk.g_01423
OG0001043	Pras.g_00582	Prbk.g_01422
OG0001044	Pras.g_00583	Prbk.g_01421
OG0001045	Pras.g_00584	Prbk.g_01420
OG0001046	Pras.g_00585	Prbk.g_01419
OG0001047	Pras.g_00588	Prbk.g_01415
OG0001048	Pras.g_00590	Prbk.g_01413
OG0001049	Pras.g_00591	Prbk.g_01412
OG0001050	Pras.g_00592	Prbk.g_01411
OG0001051	Pras.g_00593	Prbk.g_01410
OG0001052	Pras.g_00594	Prbk.g_01409
OG0001053	Pras.g_00596	Prbk.g_01407
OG0001054	Pras.g_00598	Prbk.g_01405
OG0001055	Pras.g_00599	Prbk.g_01404
OG0001056	Pras.g_00600	Prbk.g_01403
OG0001057	Pras.g_00601	Prbk.g_01402
OG0001058	Pras.g_00602	Prbk.g_01401
OG0001059	Pras.g_00603	Prbk.g_01400
OG0001060	Pras.g_00604	Prbk.g_01399
OG0001061	Pras.g_00605	Prbk.g_01398
OG0001062	Pras.g_00606	Prbk.g_01384
OG0001063	Pras.g_00607	Prbk.g_01383
OG0001064	Pras.g_00609	Prbk.g_01381
OG0001065	Pras.g_00613	Prbk.g_01901
OG0001066	Pras.g_00614	Prbk.g_01904
OG0001067	Pras.g_00615	Prbk.g_01905
OG0001068	Pras.g_00617	Prbk.g_01909
OG0001069	Pras.g_00618	Prbk.g_01910
OG0001070	Pras.g_00619	Prbk.g_01911
OG0001071	Pras.g_00620	Prbk.g_01912
OG0001072	Pras.g_00621	Prbk.g_01913
OG0001073	Pras.g_00622	Prbk.g_01914
OG0001074	Pras.g_00623	Prbk.g_01915
OG0001075	Pras.g_00624	Prbk.g_01916
OG0001076	Pras.g_00625	Prbk.g_01917
OG0001077	Pras.g_00626	Prbk.g_01918
OG0001078	Pras.g_00627	Prbk.g_01920
OG0001079	Pras.g_00628	Prbk.g_01921
OG0001080	Pras.g_00629	Prbk.g_01922
OG0001081	Pras.g_00632	Prbk.g_00990
OG0001082	Pras.g_00633	Prbk.g_00991
OG0001083	Pras.g_00634	Prbk.g_00995
OG0001084	Pras.g_00636	Prbk.g_00993
OG0001085	Pras.g_00637	Prbk.g_00992
OG0001086	Pras.g_00638	Prbk.g_00996
OG0001087	Pras.g_00639	Prbk.g_00997
OG0001088	Pras.g_00640	Prbk.g_01926
OG0001089	Pras.g_00645	Prbk.g_00988
OG0001090	Pras.g_00647	Prbk.g_00986
OG0001091	Pras.g_00648	Prbk.g_00985
OG0001092	Pras.g_00649	Prbk.g_00984
OG0001093	Pras.g_00650	Prbk.g_00983
OG0001094	Pras.g_00651	Prbk.g_00982
OG0001095	Pras.g_00652	Prbk.g_00981
OG0001096	Pras.g_00653	Prbk.g_00980
OG0001097	Pras.g_00654	Prbk.g_00979
OG0001098	Pras.g_00655	Prbk.g_00978
OG0001099	Pras.g_00656	Prbk.g_00977
OG0001100	Pras.g_00657	Prbk.g_00976
OG0001101	Pras.g_00658	Prbk.g_00975
OG0001102	Pras.g_00659	Prbk.g_00974
OG0001103	Pras.g_00660	Prbk.g_00973
OG0001104	Pras.g_00661	Prbk.g_00972
OG0001105	Pras.g_00662	Prbk.g_00971
OG0001106	Pras.g_00663	Prbk.g_00970
OG0001107	Pras.g_00664	Prbk.g_00969
OG0001108	Pras.g_00665	Prbk.g_00968
OG0001109	Pras.g_00666	Prbk.g_00967
OG0001110	Pras.g_00667	Prbk.g_00966
OG0001111	Pras.g_00668	Prbk.g_00965
OG0001112	Pras.g_00669	Prbk.g_00964
OG0001113	Pras.g_00670	Prbk.g_00963
OG0001114	Pras.g_00671	Prbk.g_00962
OG0001115	Pras.g_00672	Prbk.g_00961
OG0001116	Pras.g_00673	Prbk.g_00960
OG0001117	Pras.g_00674	Prbk.g_00959
OG0001118	Pras.g_00675	Prbk.g_00958
OG0001119	Pras.g_00676	Prbk.g_00957
OG0001120	Pras.g_00677	Prbk.g_00956
OG0001121	Pras.g_00679	Prbk.g_00953
OG0001122	Pras.g_00680	Prbk.g_00952
OG0001123	Pras.g_00681	Prbk.g_00951
OG0001124	Pras.g_00683	Prbk.g_00949
OG0001125	Pras.g_00685	Prbk.g_00947
OG0001126	Pras.g_00686	Prbk.g_00946
OG0001127	Pras.g_00688	Prbk.g_00797
OG0001128	Pras.g_00689	Prbk.g_00798
OG0001129	Pras.g_00690	Prbk.g_00801
OG0001130	Pras.g_00693	Prbk.g_00804
