Orthogroup	Pras	Prbj
OG0000571	Pras.g_01525	Prbj.g_02597
OG0000572	Pras.g_01526	Prbj.g_02598
OG0000573	Pras.g_01529	Prbj.g_00794
OG0000574	Pras.g_01530	Prbj.g_00803
OG0000575	Pras.g_01531	Prbj.g_00804
OG0000576	Pras.g_01532	Prbj.g_00805
OG0000577	Pras.g_01533	Prbj.g_00806
OG0000578	Pras.g_01534	Prbj.g_00807
OG0000579	Pras.g_01535	Prbj.g_00809
OG0000580	Pras.g_01536	Prbj.g_00812
OG0000581	Pras.g_01537	Prbj.g_00813
OG0000582	Pras.g_01538	Prbj.g_00815
OG0000583	Pras.g_01539	Prbj.g_00816
OG0000584	Pras.g_01540	Prbj.g_00818
OG0000585	Pras.g_01541	Prbj.g_00819
OG0000586	Pras.g_01543	Prbj.g_00821
OG0000587	Pras.g_01544	Prbj.g_00822
OG0000588	Pras.g_01546	Prbj.g_00825
OG0000589	Pras.g_01547	Prbj.g_02707
OG0000590	Pras.g_01549	Prbj.g_01466
OG0000591	Pras.g_01555	Prbj.g_00184
OG0000592	Pras.g_01556	Prbj.g_00760
OG0000593	Pras.g_01557	Prbj.g_00248
OG0000594	Pras.g_01559	Prbj.g_02453
OG0000595	Pras.g_01560	Prbj.g_02636
OG0000596	Pras.g_01561	Prbj.g_00943
OG0000597	Pras.g_01563	Prbj.g_00921
OG0000598	Pras.g_01564	Prbj.g_00927
OG0000599	Pras.g_01565	Prbj.g_00931
OG0000600	Pras.g_01566	Prbj.g_00932
OG0000601	Pras.g_01568	Prbj.g_00946
OG0000602	Pras.g_01569	Prbj.g_00947
OG0000603	Pras.g_01570	Prbj.g_00948
OG0000604	Pras.g_01571	Prbj.g_00754
OG0000605	Pras.g_01572	Prbj.g_00755
OG0000606	Pras.g_01573	Prbj.g_00757
OG0000607	Pras.g_01575	Prbj.g_00759
OG0000608	Pras.g_01576	Prbj.g_02373
OG0000609	Pras.g_01580	Prbj.g_02057
OG0000610	Pras.g_01581	Prbj.g_00168
OG0000611	Pras.g_01607	Prbj.g_02180
OG0000612	Pras.g_01608	Prbj.g_02181
OG0000613	Pras.g_01609	Prbj.g_02182
OG0000614	Pras.g_01610	Prbj.g_02183
OG0000615	Pras.g_01612	Prbj.g_02184
OG0000616	Pras.g_01613	Prbj.g_02185
OG0000617	Pras.g_01614	Prbj.g_02186
OG0000618	Pras.g_01615	Prbj.g_02187
OG0000619	Pras.g_01616	Prbj.g_02189
OG0000620	Pras.g_01617	Prbj.g_02190
OG0000621	Pras.g_01618	Prbj.g_02191
OG0000622	Pras.g_01619	Prbj.g_02192
OG0000623	Pras.g_01620	Prbj.g_02193
OG0000624	Pras.g_01621	Prbj.g_02194
OG0000625	Pras.g_01622	Prbj.g_02195
OG0000626	Pras.g_01623	Prbj.g_02196
OG0000627	Pras.g_01624	Prbj.g_02320
OG0000628	Pras.g_01625	Prbj.g_02319
OG0000629	Pras.g_01626	Prbj.g_02316
OG0000630	Pras.g_01627	Prbj.g_02315
OG0000631	Pras.g_01629	Prbj.g_02312
OG0000632	Pras.g_01645	Prbj.g_00773
OG0000633	Pras.g_01649	Prbj.g_01884
OG0000634	Pras.g_01664	Prbj.g_01607
OG0000635	Pras.g_01665	Prbj.g_02276
OG0000636	Pras.g_01666	Prbj.g_02277
OG0000637	Pras.g_01667	Prbj.g_02278
OG0000638	Pras.g_01679	Prbj.g_00347
OG0000639	Pras.g_01688	Prbj.g_01337
OG0000640	Pras.g_01690	Prbj.g_02311
OG0000641	Pras.g_01692	Prbj.g_02306
OG0000642	Pras.g_01693	Prbj.g_02305
OG0000643	Pras.g_01694	Prbj.g_02304
OG0000644	Pras.g_01695	Prbj.g_02406
OG0000645	Pras.g_01696	Prbj.g_02407
OG0000646	Pras.g_01697	Prbj.g_02408
OG0000647	Pras.g_01698	Prbj.g_02409
OG0000648	Pras.g_01700	Prbj.g_02411
OG0000649	Pras.g_01701	Prbj.g_02412
OG0000650	Pras.g_01702	Prbj.g_02413
OG0000651	Pras.g_01703	Prbj.g_02414
OG0000652	Pras.g_01704	Prbj.g_02415
OG0000653	Pras.g_01705	Prbj.g_02416
OG0000654	Pras.g_01707	Prbj.g_02418
OG0000655	Pras.g_01709	Prbj.g_02420
OG0000656	Pras.g_01710	Prbj.g_02421
OG0000657	Pras.g_01711	Prbj.g_02422
OG0000658	Pras.g_01712	Prbj.g_02423
OG0000659	Pras.g_01713	Prbj.g_02424
OG0000660	Pras.g_01714	Prbj.g_02425
OG0000661	Pras.g_01715	Prbj.g_02427
OG0000662	Pras.g_01716	Prbj.g_02430
OG0000663	Pras.g_01717	Prbj.g_02431
OG0000664	Pras.g_01718	Prbj.g_02432
OG0000665	Pras.g_01719	Prbj.g_02433
OG0000666	Pras.g_01720	Prbj.g_02434
OG0000667	Pras.g_01721	Prbj.g_02435
OG0000668	Pras.g_01722	Prbj.g_02436
OG0000669	Pras.g_01724	Prbj.g_02438
OG0000670	Pras.g_01725	Prbj.g_02439
OG0000671	Pras.g_01726	Prbj.g_02440
OG0000672	Pras.g_01727	Prbj.g_02441
OG0000673	Pras.g_01728	Prbj.g_02442
OG0000674	Pras.g_01729	Prbj.g_02443
OG0000675	Pras.g_01731	Prbj.g_02470
OG0000676	Pras.g_01732	Prbj.g_02471
OG0000677	Pras.g_01734	Prbj.g_02474
OG0000678	Pras.g_01736	Prbj.g_02476
OG0000679	Pras.g_01737	Prbj.g_02478
OG0000680	Pras.g_01738	Prbj.g_02479
OG0000681	Pras.g_01739	Prbj.g_02480
OG0000682	Pras.g_01740	Prbj.g_02481
OG0000683	Pras.g_01742	Prbj.g_02483
OG0000684	Pras.g_01743	Prbj.g_02484
OG0000685	Pras.g_01744	Prbj.g_02485
OG0000686	Pras.g_01745	Prbj.g_02486
OG0000687	Pras.g_01746	Prbj.g_02487
OG0000688	Pras.g_01747	Prbj.g_02488
OG0000689	Pras.g_01748	Prbj.g_02490
OG0000690	Pras.g_01749	Prbj.g_02491
OG0000691	Pras.g_01750	Prbj.g_02492
OG0000692	Pras.g_01752	Prbj.g_02503
OG0000693	Pras.g_01753	Prbj.g_02504
OG0000694	Pras.g_01754	Prbj.g_02507
OG0000695	Pras.g_01755	Prbj.g_02511
OG0000696	Pras.g_01756	Prbj.g_02512
OG0000697	Pras.g_01758	Prbj.g_02514
OG0000698	Pras.g_01760	Prbj.g_02323
OG0000699	Pras.g_01761	Prbj.g_02199
OG0000700	Pras.g_01788	Prbj.g_02215
OG0000701	Pras.g_01791	Prbj.g_01553
OG0000702	Pras.g_01792	Prbj.g_02523
OG0000703	Pras.g_01793	Prbj.g_02333
OG0000704	Pras.g_01794	Prbj.g_00044
OG0000705	Pras.g_01795	Prbj.g_02334
OG0000706	Pras.g_01796	Prbj.g_02335
OG0000707	Pras.g_01798	Prbj.g_02337
OG0000708	Pras.g_01799	Prbj.g_02338
OG0000709	Pras.g_01801	Prbj.g_02340
OG0000710	Pras.g_01802	Prbj.g_02341
OG0000711	Pras.g_01803	Prbj.g_02342
OG0000712	Pras.g_01804	Prbj.g_02343
OG0000713	Pras.g_01805	Prbj.g_02344
OG0000714	Pras.g_01807	Prbj.g_02352
OG0000715	Pras.g_01808	Prbj.g_02354
OG0000716	Pras.g_01810	Prbj.g_02359
OG0000717	Pras.g_01811	Prbj.g_02361
OG0000718	Pras.g_01812	Prbj.g_02364
OG0000719	Pras.g_01814	Prbj.g_02379
OG0000720	Pras.g_01815	Prbj.g_02380
OG0000721	Pras.g_01818	Prbj.g_02382
OG0000722	Pras.g_01819	Prbj.g_02383
OG0000723	Pras.g_01820	Prbj.g_02384
OG0000724	Pras.g_01821	Prbj.g_02397
OG0000725	Pras.g_01822	Prbj.g_02396
OG0000726	Pras.g_01823	Prbj.g_02395
OG0000727	Pras.g_01824	Prbj.g_02394
OG0000728	Pras.g_01825	Prbj.g_02393
OG0000729	Pras.g_01826	Prbj.g_02391
OG0000730	Pras.g_01827	Prbj.g_02388
OG0000731	Pras.g_01828	Prbj.g_02399
OG0000732	Pras.g_01829	Prbj.g_02400
OG0000733	Pras.g_01830	Prbj.g_02401
OG0000734	Pras.g_01831	Prbj.g_02402
OG0000735	Pras.g_01833	Prbj.g_02403
OG0000736	Pras.g_01834	Prbj.g_02404
OG0000737	Pras.g_01835	Prbj.g_02405
OG0000738	Pras.g_01836	Prbj.g_02303
OG0000739	Pras.g_01837	Prbj.g_02302
OG0000740	Pras.g_01838	Prbj.g_02301
OG0000741	Pras.g_01839	Prbj.g_02299
OG0000742	Pras.g_01841	Prbj.g_02297
OG0000743	Pras.g_01842	Prbj.g_02296
OG0000744	Pras.g_01843	Prbj.g_02294
OG0000745	Pras.g_01844	Prbj.g_02293
OG0000746	Pras.g_01845	Prbj.g_02292
OG0000747	Pras.g_01846	Prbj.g_00694
OG0000748	Pras.g_01847	Prbj.g_02284
OG0000749	Pras.g_01848	Prbj.g_02283
OG0000750	Pras.g_01849	Prbj.g_02281
OG0000751	Pras.g_01850	Prbj.g_02280
OG0000752	Pras.g_01851	Prbj.g_01984
OG0000753	Pras.g_01853	Prbj.g_02275
OG0000754	Pras.g_01854	Prbj.g_02274
OG0000755	Pras.g_01855	Prbj.g_02273
OG0000756	Pras.g_01856	Prbj.g_02271
OG0000757	Pras.g_01857	Prbj.g_02270
OG0000758	Pras.g_01858	Prbj.g_02269
OG0000759	Pras.g_01860	Prbj.g_02264
OG0000760	Pras.g_01861	Prbj.g_02263
OG0000761	Pras.g_01862	Prbj.g_02261
OG0000762	Pras.g_01864	Prbj.g_02259
OG0000763	Pras.g_01865	Prbj.g_02257
OG0000764	Pras.g_01866	Prbj.g_02255
OG0000765	Pras.g_01867	Prbj.g_02254
OG0000766	Pras.g_01868	Prbj.g_02253
OG0000767	Pras.g_01870	Prbj.g_02251
OG0000768	Pras.g_01871	Prbj.g_02250
OG0000769	Pras.g_01872	Prbj.g_02249
OG0000770	Pras.g_01873	Prbj.g_02248
OG0000771	Pras.g_01874	Prbj.g_02247
OG0000772	Pras.g_01875	Prbj.g_00722
OG0000773	Pras.g_01876	Prbj.g_02245
OG0000774	Pras.g_01877	Prbj.g_02243
OG0000775	Pras.g_01878	Prbj.g_02241
OG0000776	Pras.g_01881	Prbj.g_02237
OG0000777	Pras.g_01883	Prbj.g_02236
OG0000778	Pras.g_01884	Prbj.g_02235
OG0000779	Pras.g_01885	Prbj.g_02231
OG0000780	Pras.g_01887	Prbj.g_02229
OG0000781	Pras.g_01889	Prbj.g_02225
OG0000782	Pras.g_01890	Prbj.g_02224
OG0000783	Pras.g_01903	Prbj.g_02219
OG0000784	Pras.g_01905	Prbj.g_02217
OG0000785	Pras.g_01906	Prbj.g_02216
OG0000786	Pras.g_01907	Prbj.g_02214
OG0000787	Pras.g_01908	Prbj.g_02213
OG0000788	Pras.g_01912	Prbj.g_02207
OG0000789	Pras.g_01914	Prbj.g_02204
OG0000790	Pras.g_01915	Prbj.g_01985
OG0000791	Pras.g_01916	Prbj.g_02203
OG0000792	Pras.g_01917	Prbj.g_02202
OG0000793	Pras.g_01918	Prbj.g_02201
OG0000794	Pras.g_01920	Prbj.g_02198
OG0000795	Pras.g_01923	Prbj.g_01850
OG0000796	Pras.g_01924	Prbj.g_01849
OG0000797	Pras.g_01926	Prbj.g_01846
OG0000798	Pras.g_01927	Prbj.g_01845
OG0000799	Pras.g_01928	Prbj.g_01844
OG0000800	Pras.g_01929	Prbj.g_01843
OG0000801	Pras.g_01932	Prbj.g_01840
OG0000802	Pras.g_01933	Prbj.g_01839
OG0000803	Pras.g_01935	Prbj.g_01836
OG0000804	Pras.g_01936	Prbj.g_01835
OG0000805	Pras.g_01937	Prbj.g_01834
OG0000806	Pras.g_01939	Prbj.g_01833
OG0000807	Pras.g_01964	Prbj.g_02687
OG0000808	Pras.g_01973	Prbj.g_02537
OG0000809	Pras.g_01976	Prbj.g_01669
OG0000810	Pras.g_01977	Prbj.g_00696
OG0000811	Pras.g_01984	Prbj.g_01289
OG0000812	Pras.g_01988	Prbj.g_00343
OG0000813	Pras.g_01992	Prbj.g_00333
OG0000814	Pras.g_01994	Prbj.g_00634
OG0000815	Pras.g_00009	Prbj.g_02555
OG0000816	Pras.g_00024	Prbj.g_01997
OG0000817	Pras.g_00025	Prbj.g_01991
OG0000818	Pras.g_00030	Prbj.g_01336
OG0000819	Pras.g_00037	Prbj.g_00641
OG0000820	Pras.g_00041	Prbj.g_00627
OG0000821	Pras.g_00043	Prbj.g_00953
OG0000822	Pras.g_00044	Prbj.g_00954
OG0000823	Pras.g_00045	Prbj.g_00955
OG0000824	Pras.g_00046	Prbj.g_00956
OG0000825	Pras.g_00047	Prbj.g_00958
OG0000826	Pras.g_00048	Prbj.g_00959
OG0000827	Pras.g_00049	Prbj.g_00962
OG0000828	Pras.g_00050	Prbj.g_00964
OG0000829	Pras.g_00051	Prbj.g_00965
OG0000830	Pras.g_00052	Prbj.g_00968
OG0000831	Pras.g_00055	Prbj.g_00970
OG0000832	Pras.g_00057	Prbj.g_00972
OG0000833	Pras.g_00058	Prbj.g_00973
OG0000834	Pras.g_00059	Prbj.g_00846
OG0000835	Pras.g_00060	Prbj.g_00845
OG0000836	Pras.g_00061	Prbj.g_00844
OG0000837	Pras.g_00063	Prbj.g_00834
OG0000838	Pras.g_00064	Prbj.g_00832
OG0000839	Pras.g_00065	Prbj.g_00831
OG0000840	Pras.g_00066	Prbj.g_00830
OG0000841	Pras.g_00067	Prbj.g_00829
OG0000842	Pras.g_00068	Prbj.g_00304
OG0000843	Pras.g_00069	Prbj.g_00305
OG0000844	Pras.g_00070	Prbj.g_00307
OG0000845	Pras.g_00071	Prbj.g_00308
OG0000846	Pras.g_00074	Prbj.g_00311
OG0000847	Pras.g_00076	Prbj.g_00312
OG0000848	Pras.g_00077	Prbj.g_01910
OG0000849	Pras.g_00078	Prbj.g_01913
OG0000850	Pras.g_00079	Prbj.g_01914
OG0000851	Pras.g_00080	Prbj.g_00002
OG0000852	Pras.g_00082	Prbj.g_00004
OG0000853	Pras.g_00083	Prbj.g_00006
OG0000854	Pras.g_00085	Prbj.g_00008
OG0000855	Pras.g_00086	Prbj.g_00009
OG0000856	Pras.g_00087	Prbj.g_00010
OG0000857	Pras.g_00088	Prbj.g_00011
OG0000858	Pras.g_00089	Prbj.g_00012
OG0000859	Pras.g_00090	Prbj.g_00013
OG0000860	Pras.g_00091	Prbj.g_00014
OG0000861	Pras.g_00092	Prbj.g_01908
OG0000862	Pras.g_00093	Prbj.g_01907
OG0000863	Pras.g_00094	Prbj.g_01906
OG0000864	Pras.g_00095	Prbj.g_01905
OG0000865	Pras.g_00097	Prbj.g_01903
OG0000866	Pras.g_00098	Prbj.g_02152
OG0000867	Pras.g_00099	Prbj.g_02153
OG0000868	Pras.g_00100	Prbj.g_02155
OG0000869	Pras.g_00102	Prbj.g_02158
OG0000870	Pras.g_00103	Prbj.g_02159
OG0000871	Pras.g_00105	Prbj.g_02163
OG0000872	Pras.g_00106	Prbj.g_02164
OG0000873	Pras.g_00108	Prbj.g_02166
OG0000874	Pras.g_00109	Prbj.g_02167
OG0000875	Pras.g_00110	Prbj.g_00314
OG0000876	Pras.g_00111	Prbj.g_00313
OG0000877	Pras.g_00113	Prbj.g_00019
OG0000878	Pras.g_00178	Prbj.g_01679
OG0000879	Pras.g_00197	Prbj.g_00163
OG0000880	Pras.g_00198	Prbj.g_00162
OG0000881	Pras.g_00199	Prbj.g_00161
OG0000882	Pras.g_00200	Prbj.g_01717
OG0000883	Pras.g_00201	Prbj.g_01719
OG0000884	Pras.g_00204	Prbj.g_01721
OG0000885	Pras.g_00205	Prbj.g_01722
OG0000886	Pras.g_00206	Prbj.g_01723
OG0000887	Pras.g_00207	Prbj.g_01724
OG0000888	Pras.g_00208	Prbj.g_01725
OG0000889	Pras.g_00211	Prbj.g_01729
OG0000890	Pras.g_00212	Prbj.g_01732
OG0000891	Pras.g_00213	Prbj.g_01733
OG0000892	Pras.g_00214	Prbj.g_01736
OG0000893	Pras.g_00216	Prbj.g_01737
OG0000894	Pras.g_00217	Prbj.g_01738
OG0000895	Pras.g_00218	Prbj.g_01739
OG0000896	Pras.g_00219	Prbj.g_01740
OG0000897	Pras.g_00220	Prbj.g_01741
OG0000898	Pras.g_00223	Prbj.g_01744
OG0000899	Pras.g_00224	Prbj.g_01745
OG0000900	Pras.g_00232	Prbj.g_00669
OG0000901	Pras.g_00236	Prbj.g_00121
OG0000902	Pras.g_00237	Prbj.g_00094
OG0000903	Pras.g_00238	Prbj.g_02508
OG0000904	Pras.g_00240	Prbj.g_00687
OG0000905	Pras.g_00242	Prbj.g_01837
OG0000906	Pras.g_00244	Prbj.g_02689
OG0000907	Pras.g_00245	Prbj.g_02521
OG0000908	Pras.g_00248	Prbj.g_00873
OG0000909	Pras.g_00252	Prbj.g_01640
OG0000910	Pras.g_00253	Prbj.g_01641
OG0000911	Pras.g_00254	Prbj.g_01642
OG0000912	Pras.g_00255	Prbj.g_01643
OG0000913	Pras.g_00256	Prbj.g_01644
OG0000914	Pras.g_00257	Prbj.g_01645
OG0000915	Pras.g_00258	Prbj.g_01646
OG0000916	Pras.g_00259	Prbj.g_01647
OG0000917	Pras.g_00260	Prbj.g_01649
OG0000918	Pras.g_00261	Prbj.g_01650
OG0000919	Pras.g_00262	Prbj.g_01651
OG0000920	Pras.g_00263	Prbj.g_01652
OG0000921	Pras.g_00264	Prbj.g_01653
OG0000922	Pras.g_00265	Prbj.g_01654
OG0000923	Pras.g_00266	Prbj.g_01655
OG0000924	Pras.g_00267	Prbj.g_01656
OG0000925	Pras.g_00268	Prbj.g_01657
OG0000926	Pras.g_00289	Prbj.g_01514
OG0000927	Pras.g_00332	Prbj.g_01304
OG0000928	Pras.g_00333	Prbj.g_01303
OG0000929	Pras.g_00334	Prbj.g_01302
OG0000930	Pras.g_00335	Prbj.g_01294
OG0000931	Pras.g_00336	Prbj.g_01293
OG0000932	Pras.g_00338	Prbj.g_01041
OG0000933	Pras.g_00339	Prbj.g_01043
OG0000934	Pras.g_00340	Prbj.g_01044
OG0000935	Pras.g_00341	Prbj.g_01045
OG0000936	Pras.g_00342	Prbj.g_01046
OG0000937	Pras.g_00343	Prbj.g_01047
OG0000938	Pras.g_00344	Prbj.g_01049
OG0000939	Pras.g_00345	Prbj.g_01050
OG0000940	Pras.g_00346	Prbj.g_01052
OG0000941	Pras.g_00348	Prbj.g_01054
OG0000942	Pras.g_00349	Prbj.g_01055
OG0000943	Pras.g_00352	Prbj.g_01058
OG0000944	Pras.g_00353	Prbj.g_01067
OG0000945	Pras.g_00354	Prbj.g_01068
OG0000946	Pras.g_00355	Prbj.g_01069
OG0000947	Pras.g_00356	Prbj.g_01070
OG0000948	Pras.g_00357	Prbj.g_01071
OG0000949	Pras.g_00358	Prbj.g_01072
OG0000950	Pras.g_00359	Prbj.g_01073
OG0000951	Pras.g_00360	Prbj.g_01074
OG0000952	Pras.g_00361	Prbj.g_01075
OG0000953	Pras.g_00362	Prbj.g_01076
OG0000954	Pras.g_00363	Prbj.g_01077
OG0000955	Pras.g_00364	Prbj.g_01078
OG0000956	Pras.g_00365	Prbj.g_01079
OG0000957	Pras.g_00366	Prbj.g_01080
OG0000958	Pras.g_00367	Prbj.g_00631
OG0000959	Pras.g_00368	Prbj.g_00632
OG0000960	Pras.g_00369	Prbj.g_00633
OG0000961	Pras.g_00373	Prbj.g_00640
OG0000962	Pras.g_00374	Prbj.g_00642
OG0000963	Pras.g_00375	Prbj.g_00643
OG0000964	Pras.g_00377	Prbj.g_00646
OG0000965	Pras.g_00378	Prbj.g_00647
OG0000966	Pras.g_00379	Prbj.g_00648
OG0000967	Pras.g_00380	Prbj.g_00649
OG0000968	Pras.g_00381	Prbj.g_00650
OG0000969	Pras.g_00382	Prbj.g_00651
OG0000970	Pras.g_00384	Prbj.g_00652
OG0000971	Pras.g_00385	Prbj.g_00653
OG0000972	Pras.g_00386	Prbj.g_00654
OG0000973	Pras.g_00387	Prbj.g_00655
OG0000974	Pras.g_00389	Prbj.g_00657
OG0000975	Pras.g_00392	Prbj.g_00036
OG0000976	Pras.g_00394	Prbj.g_01674
OG0000977	Pras.g_00395	Prbj.g_01684
OG0000978	Pras.g_00396	Prbj.g_01686
OG0000979	Pras.g_00399	Prbj.g_01688
OG0000980	Pras.g_00400	Prbj.g_01689
OG0000981	Pras.g_00401	Prbj.g_02538
OG0000982	Pras.g_00402	Prbj.g_01690
OG0000983	Pras.g_00405	Prbj.g_01692
OG0000984	Pras.g_00406	Prbj.g_01693
OG0000985	Pras.g_00407	Prbj.g_01694
OG0000986	Pras.g_00408	Prbj.g_01696
OG0000987	Pras.g_00409	Prbj.g_01697
OG0000988	Pras.g_00410	Prbj.g_01699
OG0000989	Pras.g_00411	Prbj.g_01700
OG0000990	Pras.g_00412	Prbj.g_01701
OG0000991	Pras.g_00413	Prbj.g_01702
OG0000992	Pras.g_00414	Prbj.g_01703
OG0000993	Pras.g_00415	Prbj.g_01704
OG0000994	Pras.g_00416	Prbj.g_01705
OG0000995	Pras.g_00417	Prbj.g_01707
OG0000996	Pras.g_00418	Prbj.g_01708
OG0000997	Pras.g_00419	Prbj.g_01709
OG0000998	Pras.g_00420	Prbj.g_01710
OG0000999	Pras.g_00421	Prbj.g_01711
OG0001000	Pras.g_00422	Prbj.g_01712
OG0001001	Pras.g_00424	Prbj.g_01713
OG0001002	Pras.g_00425	Prbj.g_00888
OG0001003	Pras.g_00426	Prbj.g_00887
OG0001004	Pras.g_00427	Prbj.g_00185
OG0001005	Pras.g_00428	Prbj.g_00884
OG0001006	Pras.g_00429	Prbj.g_00883
OG0001007	Pras.g_00430	Prbj.g_00882
OG0001008	Pras.g_00432	Prbj.g_00880
OG0001009	Pras.g_00433	Prbj.g_00879
OG0001010	Pras.g_00441	Prbj.g_02535
OG0001011	Pras.g_00448	Prbj.g_02561
OG0001012	Pras.g_00473	Prbj.g_02429
OG0001013	Pras.g_00544	Prbj.g_00868
OG0001014	Pras.g_00545	Prbj.g_00867
OG0001015	Pras.g_00551	Prbj.g_00856
OG0001016	Pras.g_00552	Prbj.g_00855
OG0001017	Pras.g_00553	Prbj.g_00854
OG0001018	Pras.g_00554	Prbj.g_00852
OG0001019	Pras.g_00556	Prbj.g_00495
OG0001020	Pras.g_00557	Prbj.g_00494
OG0001021	Pras.g_00558	Prbj.g_00493
OG0001022	Pras.g_00559	Prbj.g_00492
OG0001023	Pras.g_00560	Prbj.g_00491
OG0001024	Pras.g_00561	Prbj.g_00489
OG0001025	Pras.g_00562	Prbj.g_00488
OG0001026	Pras.g_00564	Prbj.g_00487
OG0001027	Pras.g_00565	Prbj.g_00486
OG0001028	Pras.g_00566	Prbj.g_00485
OG0001029	Pras.g_00567	Prbj.g_00484
OG0001030	Pras.g_00568	Prbj.g_00483
OG0001031	Pras.g_00569	Prbj.g_00482
OG0001032	Pras.g_00570	Prbj.g_00481
OG0001033	Pras.g_00571	Prbj.g_00480
OG0001034	Pras.g_00572	Prbj.g_00478
OG0001035	Pras.g_00574	Prbj.g_00476
OG0001036	Pras.g_00575	Prbj.g_00475
OG0001037	Pras.g_00576	Prbj.g_00473
OG0001038	Pras.g_00577	Prbj.g_00472
OG0001039	Pras.g_00578	Prbj.g_00471
OG0001040	Pras.g_00579	Prbj.g_00470
OG0001041	Pras.g_00580	Prbj.g_00469
OG0001042	Pras.g_00581	Prbj.g_00467
OG0001043	Pras.g_00582	Prbj.g_00466
OG0001044	Pras.g_00583	Prbj.g_00465
OG0001045	Pras.g_00584	Prbj.g_00464
OG0001046	Pras.g_00585	Prbj.g_00463
OG0001047	Pras.g_00588	Prbj.g_00459
OG0001048	Pras.g_00590	Prbj.g_00457
OG0001049	Pras.g_00591	Prbj.g_00456
OG0001050	Pras.g_00592	Prbj.g_00455
OG0001051	Pras.g_00593	Prbj.g_00454
OG0001052	Pras.g_00594	Prbj.g_00453
OG0001053	Pras.g_00596	Prbj.g_00451
OG0001054	Pras.g_00598	Prbj.g_00449
OG0001055	Pras.g_00599	Prbj.g_00448
OG0001056	Pras.g_00600	Prbj.g_00447
OG0001057	Pras.g_00601	Prbj.g_00446
OG0001058	Pras.g_00602	Prbj.g_00445
OG0001059	Pras.g_00603	Prbj.g_00444
OG0001060	Pras.g_00604	Prbj.g_00443
OG0001061	Pras.g_00605	Prbj.g_00442
OG0001062	Pras.g_00606	Prbj.g_00428
OG0001063	Pras.g_00607	Prbj.g_00427
OG0001064	Pras.g_00609	Prbj.g_00425
OG0001065	Pras.g_00613	Prbj.g_02660
OG0001066	Pras.g_00614	Prbj.g_02657
OG0001067	Pras.g_00615	Prbj.g_02656
OG0001068	Pras.g_00617	Prbj.g_02652
OG0001069	Pras.g_00618	Prbj.g_02651
OG0001070	Pras.g_00619	Prbj.g_02650
OG0001071	Pras.g_00620	Prbj.g_02649
OG0001072	Pras.g_00621	Prbj.g_02648
OG0001073	Pras.g_00622	Prbj.g_02647
OG0001074	Pras.g_00623	Prbj.g_02646
OG0001075	Pras.g_00624	Prbj.g_02645
OG0001076	Pras.g_00625	Prbj.g_02644
OG0001077	Pras.g_00626	Prbj.g_02643
OG0001078	Pras.g_00627	Prbj.g_02641
OG0001079	Pras.g_00628	Prbj.g_02640
OG0001080	Pras.g_00629	Prbj.g_02639
OG0001081	Pras.g_00632	Prbj.g_01027
OG0001082	Pras.g_00633	Prbj.g_01028
OG0001083	Pras.g_00634	Prbj.g_01032
OG0001084	Pras.g_00636	Prbj.g_01030
OG0001085	Pras.g_00637	Prbj.g_01029
OG0001086	Pras.g_00638	Prbj.g_01033
OG0001087	Pras.g_00639	Prbj.g_01034
OG0001088	Pras.g_00640	Prbj.g_02635
OG0001089	Pras.g_00645	Prbj.g_01025
OG0001090	Pras.g_00647	Prbj.g_01023
OG0001091	Pras.g_00648	Prbj.g_01022
OG0001092	Pras.g_00649	Prbj.g_01021
OG0001093	Pras.g_00650	Prbj.g_01020
OG0001094	Pras.g_00651	Prbj.g_01019
OG0001095	Pras.g_00652	Prbj.g_01018
OG0001096	Pras.g_00653	Prbj.g_01017
OG0001097	Pras.g_00654	Prbj.g_01016
OG0001098	Pras.g_00655	Prbj.g_01015
OG0001099	Pras.g_00656	Prbj.g_01014
OG0001100	Pras.g_00657	Prbj.g_01013
OG0001101	Pras.g_00658	Prbj.g_01012
OG0001102	Pras.g_00659	Prbj.g_01011
OG0001103	Pras.g_00660	Prbj.g_01010
OG0001104	Pras.g_00661	Prbj.g_01009
OG0001105	Pras.g_00662	Prbj.g_01008
OG0001106	Pras.g_00663	Prbj.g_01007
OG0001107	Pras.g_00664	Prbj.g_01006
OG0001108	Pras.g_00665	Prbj.g_01005
OG0001109	Pras.g_00666	Prbj.g_01004
OG0001110	Pras.g_00667	Prbj.g_01003
OG0001111	Pras.g_00668	Prbj.g_01002
OG0001112	Pras.g_00669	Prbj.g_01001
OG0001113	Pras.g_00670	Prbj.g_01000
OG0001114	Pras.g_00671	Prbj.g_00999
OG0001115	Pras.g_00672	Prbj.g_00998
OG0001116	Pras.g_00673	Prbj.g_00997
OG0001117	Pras.g_00674	Prbj.g_00996
OG0001118	Pras.g_00675	Prbj.g_00995
OG0001119	Pras.g_00676	Prbj.g_00994
OG0001120	Pras.g_00677	Prbj.g_00993
OG0001121	Pras.g_00679	Prbj.g_00990
OG0001122	Pras.g_00680	Prbj.g_00989
OG0001123	Pras.g_00681	Prbj.g_00988
OG0001124	Pras.g_00683	Prbj.g_00986
OG0001125	Pras.g_00685	Prbj.g_00984
OG0001126	Pras.g_00686	Prbj.g_00983
OG0001127	Pras.g_00688	Prbj.g_00414
OG0001128	Pras.g_00689	Prbj.g_00413
OG0001129	Pras.g_00690	Prbj.g_00410
