Orthogroup	Pras	Praf
OG0000582	Pras.g_01538	Praf.g_01738
OG0000583	Pras.g_01539	Praf.g_01739
OG0000584	Pras.g_01540	Praf.g_01741
OG0000585	Pras.g_01541	Praf.g_01742
OG0000586	Pras.g_01543	Praf.g_01744
OG0000587	Pras.g_01544	Praf.g_01745
OG0000588	Pras.g_01546	Praf.g_01749
OG0000589	Pras.g_01547	Praf.g_01751
OG0000590	Pras.g_01549	Praf.g_02344
OG0000591	Pras.g_01555	Praf.g_00371
OG0000592	Pras.g_01556	Praf.g_01127
OG0000593	Pras.g_01557	Praf.g_02570
OG0000594	Pras.g_01559	Praf.g_01572
OG0000595	Pras.g_01560	Praf.g_02180
OG0000596	Pras.g_01561	Praf.g_01210
OG0000597	Pras.g_01563	Praf.g_01230
OG0000598	Pras.g_01564	Praf.g_01225
OG0000599	Pras.g_01565	Praf.g_01221
OG0000600	Pras.g_01566	Praf.g_01220
OG0000601	Pras.g_01568	Praf.g_01207
OG0000602	Pras.g_01569	Praf.g_01206
OG0000603	Pras.g_01570	Praf.g_01205
OG0000604	Pras.g_01571	Praf.g_01121
OG0000605	Pras.g_01572	Praf.g_01122
OG0000606	Pras.g_01573	Praf.g_01124
OG0000607	Pras.g_01575	Praf.g_01126
OG0000608	Pras.g_01576	Praf.g_01489
OG0000609	Pras.g_01580	Praf.g_02767
OG0000610	Pras.g_01581	Praf.g_00817
OG0000611	Pras.g_01607	Praf.g_01303
OG0000612	Pras.g_01608	Praf.g_01304
OG0000613	Pras.g_01609	Praf.g_01305
OG0000614	Pras.g_01610	Praf.g_01307
OG0000615	Pras.g_01612	Praf.g_01308
OG0000616	Pras.g_01613	Praf.g_01309
OG0000617	Pras.g_01614	Praf.g_01310
OG0000618	Pras.g_01615	Praf.g_01311
OG0000619	Pras.g_01616	Praf.g_01313
OG0000620	Pras.g_01617	Praf.g_01314
OG0000621	Pras.g_01618	Praf.g_01315
OG0000622	Pras.g_01619	Praf.g_01316
OG0000623	Pras.g_01620	Praf.g_01317
OG0000624	Pras.g_01621	Praf.g_01318
OG0000625	Pras.g_01622	Praf.g_01319
OG0000626	Pras.g_01623	Praf.g_01320
OG0000627	Pras.g_01624	Praf.g_01441
OG0000628	Pras.g_01625	Praf.g_01440
OG0000629	Pras.g_01626	Praf.g_01437
OG0000630	Pras.g_01627	Praf.g_01436
OG0000631	Pras.g_01629	Praf.g_01433
OG0000632	Pras.g_01645	Praf.g_01139
OG0000633	Pras.g_01649	Praf.g_00710
OG0000634	Pras.g_01664	Praf.g_00617
OG0000635	Pras.g_01665	Praf.g_01400
OG0000636	Pras.g_01666	Praf.g_01401
OG0000637	Pras.g_01667	Praf.g_01402
OG0000638	Pras.g_01679	Praf.g_02063
OG0000639	Pras.g_01688	Praf.g_00360
OG0000640	Pras.g_01690	Praf.g_01432
OG0000641	Pras.g_01692	Praf.g_01429
OG0000642	Pras.g_01693	Praf.g_01428
OG0000643	Pras.g_01694	Praf.g_01427
OG0000644	Pras.g_01695	Praf.g_01524
OG0000645	Pras.g_01696	Praf.g_01525
OG0000646	Pras.g_01697	Praf.g_01526
OG0000647	Pras.g_01698	Praf.g_01527
OG0000648	Pras.g_01700	Praf.g_01529
OG0000649	Pras.g_01701	Praf.g_01530
OG0000650	Pras.g_01702	Praf.g_01531
OG0000651	Pras.g_01703	Praf.g_01532
OG0000652	Pras.g_01704	Praf.g_01533
OG0000653	Pras.g_01705	Praf.g_01534
OG0000654	Pras.g_01707	Praf.g_01536
OG0000655	Pras.g_01709	Praf.g_01538
OG0000656	Pras.g_01710	Praf.g_01539
OG0000657	Pras.g_01711	Praf.g_01540
OG0000658	Pras.g_01712	Praf.g_01541
OG0000659	Pras.g_01713	Praf.g_01542
OG0000660	Pras.g_01714	Praf.g_01543
OG0000661	Pras.g_01715	Praf.g_01545
OG0000662	Pras.g_01716	Praf.g_01547
OG0000663	Pras.g_01717	Praf.g_01548
OG0000664	Pras.g_01718	Praf.g_01549
OG0000665	Pras.g_01719	Praf.g_01550
OG0000666	Pras.g_01720	Praf.g_01551
OG0000667	Pras.g_01721	Praf.g_01552
OG0000668	Pras.g_01722	Praf.g_01553
OG0000669	Pras.g_01724	Praf.g_01557
OG0000670	Pras.g_01725	Praf.g_01558
OG0000671	Pras.g_01726	Praf.g_01559
OG0000672	Pras.g_01727	Praf.g_01560
OG0000673	Pras.g_01728	Praf.g_01561
OG0000674	Pras.g_01729	Praf.g_01562
OG0000675	Pras.g_01731	Praf.g_01585
OG0000676	Pras.g_01732	Praf.g_01586
OG0000677	Pras.g_01734	Praf.g_01590
OG0000678	Pras.g_01736	Praf.g_01592
OG0000679	Pras.g_01737	Praf.g_01594
OG0000680	Pras.g_01738	Praf.g_01595
OG0000681	Pras.g_01739	Praf.g_01596
OG0000682	Pras.g_01740	Praf.g_01597
OG0000683	Pras.g_01742	Praf.g_01599
OG0000684	Pras.g_01743	Praf.g_01600
OG0000685	Pras.g_01744	Praf.g_01601
OG0000686	Pras.g_01745	Praf.g_01602
OG0000687	Pras.g_01746	Praf.g_01603
OG0000688	Pras.g_01747	Praf.g_01604
OG0000689	Pras.g_01748	Praf.g_01606
OG0000690	Pras.g_01749	Praf.g_01607
OG0000691	Pras.g_01750	Praf.g_01608
OG0000692	Pras.g_01752	Praf.g_01619
OG0000693	Pras.g_01753	Praf.g_01620
OG0000694	Pras.g_01754	Praf.g_01622
OG0000695	Pras.g_01755	Praf.g_01625
OG0000696	Pras.g_01756	Praf.g_01627
OG0000697	Pras.g_01758	Praf.g_01629
OG0000698	Pras.g_01760	Praf.g_01444
OG0000699	Pras.g_01761	Praf.g_01323
OG0000700	Pras.g_01788	Praf.g_01339
OG0000701	Pras.g_01791	Praf.g_00222
OG0000702	Pras.g_01792	Praf.g_01638
OG0000703	Pras.g_01793	Praf.g_01454
OG0000704	Pras.g_01794	Praf.g_00961
OG0000705	Pras.g_01795	Praf.g_01455
OG0000706	Pras.g_01796	Praf.g_01456
OG0000707	Pras.g_01798	Praf.g_01458
OG0000708	Pras.g_01799	Praf.g_01459
OG0000709	Pras.g_01801	Praf.g_01461
OG0000710	Pras.g_01802	Praf.g_01462
OG0000711	Pras.g_01803	Praf.g_01463
OG0000712	Pras.g_01804	Praf.g_01464
OG0000713	Pras.g_01805	Praf.g_01465
OG0000714	Pras.g_01807	Praf.g_01467
OG0000715	Pras.g_01808	Praf.g_01469
OG0000716	Pras.g_01810	Praf.g_01475
OG0000717	Pras.g_01811	Praf.g_01478
OG0000718	Pras.g_01812	Praf.g_01480
OG0000719	Pras.g_01814	Praf.g_01494
OG0000720	Pras.g_01815	Praf.g_01495
OG0000721	Pras.g_01818	Praf.g_01497
OG0000722	Pras.g_01819	Praf.g_01498
OG0000723	Pras.g_01820	Praf.g_01499
OG0000724	Pras.g_01821	Praf.g_01512
OG0000725	Pras.g_01822	Praf.g_01511
OG0000726	Pras.g_01823	Praf.g_01510
OG0000727	Pras.g_01824	Praf.g_01509
OG0000728	Pras.g_01825	Praf.g_01508
OG0000729	Pras.g_01826	Praf.g_01506
OG0000730	Pras.g_01827	Praf.g_01503
OG0000731	Pras.g_01828	Praf.g_01515
OG0000732	Pras.g_01829	Praf.g_01516
OG0000733	Pras.g_01830	Praf.g_01517
OG0000734	Pras.g_01831	Praf.g_01519
OG0000735	Pras.g_01833	Praf.g_01520
OG0000736	Pras.g_01834	Praf.g_01522
OG0000737	Pras.g_01835	Praf.g_01523
OG0000738	Pras.g_01836	Praf.g_01426
OG0000739	Pras.g_01837	Praf.g_01425
OG0000740	Pras.g_01838	Praf.g_01424
OG0000741	Pras.g_01839	Praf.g_01422
OG0000742	Pras.g_01841	Praf.g_01420
OG0000743	Pras.g_01842	Praf.g_01419
OG0000744	Pras.g_01843	Praf.g_01417
OG0000745	Pras.g_01844	Praf.g_01416
OG0000746	Pras.g_01845	Praf.g_01415
OG0000747	Pras.g_01846	Praf.g_01006
OG0000748	Pras.g_01847	Praf.g_01408
OG0000749	Pras.g_01848	Praf.g_01407
OG0000750	Pras.g_01849	Praf.g_01405
OG0000751	Pras.g_01850	Praf.g_01404
OG0000752	Pras.g_01851	Praf.g_02684
OG0000753	Pras.g_01853	Praf.g_01399
OG0000754	Pras.g_01854	Praf.g_01398
OG0000755	Pras.g_01855	Praf.g_01397
OG0000756	Pras.g_01856	Praf.g_01395
OG0000757	Pras.g_01857	Praf.g_01394
OG0000758	Pras.g_01858	Praf.g_01393
OG0000759	Pras.g_01860	Praf.g_01388
OG0000760	Pras.g_01861	Praf.g_01387
OG0000761	Pras.g_01862	Praf.g_01385
OG0000762	Pras.g_01864	Praf.g_01382
OG0000763	Pras.g_01865	Praf.g_01380
OG0000764	Pras.g_01866	Praf.g_01378
OG0000765	Pras.g_01867	Praf.g_01377
OG0000766	Pras.g_01868	Praf.g_01376
OG0000767	Pras.g_01870	Praf.g_01374
OG0000768	Pras.g_01871	Praf.g_01372
OG0000769	Pras.g_01872	Praf.g_01371
OG0000770	Pras.g_01873	Praf.g_01370
OG0000771	Pras.g_01874	Praf.g_01369
OG0000772	Pras.g_01875	Praf.g_01073
OG0000773	Pras.g_01876	Praf.g_01366
OG0000774	Pras.g_01877	Praf.g_01364
OG0000775	Pras.g_01878	Praf.g_01362
OG0000776	Pras.g_01881	Praf.g_01360
OG0000777	Pras.g_01883	Praf.g_01359
OG0000778	Pras.g_01884	Praf.g_01358
OG0000779	Pras.g_01885	Praf.g_01355
OG0000780	Pras.g_01887	Praf.g_01353
OG0000781	Pras.g_01889	Praf.g_01349
OG0000782	Pras.g_01890	Praf.g_01348
OG0000783	Pras.g_01903	Praf.g_01343
OG0000784	Pras.g_01905	Praf.g_01341
OG0000785	Pras.g_01906	Praf.g_01340
OG0000786	Pras.g_01907	Praf.g_01338
OG0000787	Pras.g_01908	Praf.g_01337
OG0000788	Pras.g_01912	Praf.g_01331
OG0000789	Pras.g_01914	Praf.g_01328
OG0000790	Pras.g_01915	Praf.g_02685
OG0000791	Pras.g_01916	Praf.g_01327
OG0000792	Pras.g_01917	Praf.g_01326
OG0000793	Pras.g_01918	Praf.g_01325
OG0000794	Pras.g_01920	Praf.g_01322
OG0000795	Pras.g_01923	Praf.g_01287
OG0000796	Pras.g_01924	Praf.g_01286
OG0000797	Pras.g_01926	Praf.g_01283
OG0000798	Pras.g_01927	Praf.g_01281
OG0000799	Pras.g_01928	Praf.g_01280
OG0000800	Pras.g_01929	Praf.g_01279
OG0000801	Pras.g_01932	Praf.g_01276
OG0000802	Pras.g_01933	Praf.g_01275
OG0000803	Pras.g_01935	Praf.g_01270
OG0000804	Pras.g_01936	Praf.g_01269
OG0000805	Pras.g_01937	Praf.g_01268
OG0000806	Pras.g_01939	Praf.g_01267
OG0000807	Pras.g_01964	Praf.g_01296
OG0000808	Pras.g_01973	Praf.g_01652
OG0000809	Pras.g_01976	Praf.g_00558
OG0000810	Pras.g_01977	Praf.g_01008
OG0000811	Pras.g_01984	Praf.g_00162
OG0000812	Pras.g_01988	Praf.g_02056
OG0000813	Pras.g_01992	Praf.g_02047
OG0000814	Pras.g_01994	Praf.g_01825
OG0000815	Pras.g_00009	Praf.g_01671
OG0000816	Pras.g_00024	Praf.g_02698
OG0000817	Pras.g_00025	Praf.g_02691
OG0000818	Pras.g_00030	Praf.g_00359
OG0000819	Pras.g_00037	Praf.g_01832
OG0000820	Pras.g_00041	Praf.g_00233
OG0000821	Pras.g_00043	Praf.g_00822
OG0000822	Pras.g_00044	Praf.g_00823
OG0000823	Pras.g_00045	Praf.g_00824
OG0000824	Pras.g_00046	Praf.g_00825
OG0000825	Pras.g_00047	Praf.g_00826
OG0000826	Pras.g_00048	Praf.g_00827
OG0000827	Pras.g_00049	Praf.g_00830
OG0000828	Pras.g_00050	Praf.g_00832
OG0000829	Pras.g_00051	Praf.g_00833
OG0000830	Pras.g_00052	Praf.g_00836
OG0000831	Pras.g_00055	Praf.g_00853
OG0000832	Pras.g_00057	Praf.g_00855
OG0000833	Pras.g_00058	Praf.g_00856
OG0000834	Pras.g_00059	Praf.g_00858
OG0000835	Pras.g_00060	Praf.g_00859
OG0000836	Pras.g_00061	Praf.g_00860
OG0000837	Pras.g_00063	Praf.g_00870
OG0000838	Pras.g_00064	Praf.g_00872
OG0000839	Pras.g_00065	Praf.g_00873
OG0000840	Pras.g_00066	Praf.g_00874
OG0000841	Pras.g_00067	Praf.g_00875
OG0000842	Pras.g_00068	Praf.g_00879
OG0000843	Pras.g_00069	Praf.g_00880
OG0000844	Pras.g_00070	Praf.g_00881
OG0000845	Pras.g_00071	Praf.g_00882
OG0000846	Pras.g_00074	Praf.g_00885
OG0000847	Pras.g_00076	Praf.g_00886
OG0000848	Pras.g_00077	Praf.g_00914
OG0000849	Pras.g_00078	Praf.g_00917
OG0000850	Pras.g_00079	Praf.g_00918
OG0000851	Pras.g_00080	Praf.g_00921
OG0000852	Pras.g_00082	Praf.g_00923
OG0000853	Pras.g_00083	Praf.g_00925
OG0000854	Pras.g_00085	Praf.g_00927
OG0000855	Pras.g_00086	Praf.g_00928
OG0000856	Pras.g_00087	Praf.g_00929
OG0000857	Pras.g_00088	Praf.g_00930
OG0000858	Pras.g_00089	Praf.g_00931
OG0000859	Pras.g_00090	Praf.g_00932
OG0000860	Pras.g_00091	Praf.g_00933
OG0000861	Pras.g_00092	Praf.g_00913
OG0000862	Pras.g_00093	Praf.g_00912
OG0000863	Pras.g_00094	Praf.g_00911
OG0000864	Pras.g_00095	Praf.g_00910
OG0000865	Pras.g_00097	Praf.g_00908
OG0000866	Pras.g_00098	Praf.g_00905
OG0000867	Pras.g_00099	Praf.g_00904
OG0000868	Pras.g_00100	Praf.g_00902
OG0000869	Pras.g_00102	Praf.g_00899
OG0000870	Pras.g_00103	Praf.g_00898
OG0000871	Pras.g_00105	Praf.g_00895
OG0000872	Pras.g_00106	Praf.g_00894
OG0000873	Pras.g_00108	Praf.g_00892
OG0000874	Pras.g_00109	Praf.g_00891
OG0000875	Pras.g_00110	Praf.g_00888
OG0000876	Pras.g_00111	Praf.g_00887
OG0000877	Pras.g_00113	Praf.g_00937
OG0000878	Pras.g_00178	Praf.g_00548
OG0000879	Pras.g_00197	Praf.g_00810
OG0000880	Pras.g_00198	Praf.g_00809
OG0000881	Pras.g_00199	Praf.g_00808
OG0000882	Pras.g_00200	Praf.g_00806
OG0000883	Pras.g_00201	Praf.g_00804
OG0000884	Pras.g_00204	Praf.g_00802
OG0000885	Pras.g_00205	Praf.g_00801
OG0000886	Pras.g_00206	Praf.g_00800
OG0000887	Pras.g_00207	Praf.g_00799
OG0000888	Pras.g_00208	Praf.g_00798
OG0000889	Pras.g_00211	Praf.g_00794
OG0000890	Pras.g_00212	Praf.g_00791
OG0000891	Pras.g_00213	Praf.g_00790
OG0000892	Pras.g_00214	Praf.g_00787
OG0000893	Pras.g_00216	Praf.g_00786
OG0000894	Pras.g_00217	Praf.g_00785
OG0000895	Pras.g_00218	Praf.g_00784
OG0000896	Pras.g_00219	Praf.g_00783
OG0000897	Pras.g_00220	Praf.g_00782
OG0000898	Pras.g_00223	Praf.g_00777
OG0000899	Pras.g_00224	Praf.g_00776
OG0000900	Pras.g_00232	Praf.g_01886
OG0000901	Pras.g_00236	Praf.g_01897
OG0000902	Pras.g_00237	Praf.g_01996
OG0000903	Pras.g_00238	Praf.g_01623
OG0000904	Pras.g_00240	Praf.g_01001
OG0000905	Pras.g_00242	Praf.g_01271
OG0000906	Pras.g_00244	Praf.g_01294
OG0000907	Pras.g_00245	Praf.g_01635
OG0000908	Pras.g_00248	Praf.g_00494
OG0000909	Pras.g_00252	Praf.g_00582
OG0000910	Pras.g_00253	Praf.g_00581
OG0000911	Pras.g_00254	Praf.g_00580
OG0000912	Pras.g_00255	Praf.g_00579
OG0000913	Pras.g_00256	Praf.g_00578
OG0000914	Pras.g_00257	Praf.g_00577
OG0000915	Pras.g_00258	Praf.g_00576
OG0000916	Pras.g_00259	Praf.g_00575
OG0000917	Pras.g_00260	Praf.g_00573
OG0000918	Pras.g_00261	Praf.g_00572
OG0000919	Pras.g_00262	Praf.g_00571
OG0000920	Pras.g_00263	Praf.g_00570
OG0000921	Pras.g_00264	Praf.g_00569
OG0000922	Pras.g_00265	Praf.g_00568
OG0000923	Pras.g_00266	Praf.g_00567
OG0000924	Pras.g_00267	Praf.g_00566
OG0000925	Pras.g_00268	Praf.g_00565
OG0000926	Pras.g_00289	Praf.g_02394
OG0000927	Pras.g_00332	Praf.g_01765
OG0000928	Pras.g_00333	Praf.g_01766
OG0000929	Pras.g_00334	Praf.g_01767
OG0000930	Pras.g_00335	Praf.g_01772
OG0000931	Pras.g_00336	Praf.g_01773
OG0000932	Pras.g_00338	Praf.g_01779
OG0000933	Pras.g_00339	Praf.g_01781
OG0000934	Pras.g_00340	Praf.g_01782
OG0000935	Pras.g_00341	Praf.g_01783
OG0000936	Pras.g_00342	Praf.g_01784
OG0000937	Pras.g_00343	Praf.g_01785
OG0000938	Pras.g_00344	Praf.g_01787
OG0000939	Pras.g_00345	Praf.g_01788
OG0000940	Pras.g_00346	Praf.g_01790
OG0000941	Pras.g_00348	Praf.g_01792
OG0000942	Pras.g_00349	Praf.g_01793
OG0000943	Pras.g_00352	Praf.g_01796
OG0000944	Pras.g_00353	Praf.g_01801
OG0000945	Pras.g_00354	Praf.g_01802
OG0000946	Pras.g_00355	Praf.g_01803
OG0000947	Pras.g_00356	Praf.g_01804
OG0000948	Pras.g_00357	Praf.g_01805
OG0000949	Pras.g_00358	Praf.g_01806
OG0000950	Pras.g_00359	Praf.g_01807
OG0000951	Pras.g_00360	Praf.g_01808
OG0000952	Pras.g_00361	Praf.g_01809
OG0000953	Pras.g_00362	Praf.g_01810
OG0000954	Pras.g_00363	Praf.g_01817
OG0000955	Pras.g_00364	Praf.g_01818
OG0000956	Pras.g_00365	Praf.g_01819
OG0000957	Pras.g_00366	Praf.g_01820
OG0000958	Pras.g_00367	Praf.g_01822
OG0000959	Pras.g_00368	Praf.g_01823
OG0000960	Pras.g_00369	Praf.g_01824
OG0000961	Pras.g_00373	Praf.g_01831
OG0000962	Pras.g_00374	Praf.g_01833
OG0000963	Pras.g_00375	Praf.g_01834
OG0000964	Pras.g_00377	Praf.g_01837
OG0000965	Pras.g_00378	Praf.g_01838
OG0000966	Pras.g_00379	Praf.g_01839
OG0000967	Pras.g_00380	Praf.g_01840
OG0000968	Pras.g_00381	Praf.g_01841
OG0000969	Pras.g_00382	Praf.g_01842
OG0000970	Pras.g_00384	Praf.g_01843
OG0000971	Pras.g_00385	Praf.g_01844
OG0000972	Pras.g_00386	Praf.g_01845
OG0000973	Pras.g_00387	Praf.g_01846
OG0000974	Pras.g_00389	Praf.g_01849
OG0000975	Pras.g_00392	Praf.g_00956
OG0000976	Pras.g_00394	Praf.g_00554
OG0000977	Pras.g_00395	Praf.g_00542
OG0000978	Pras.g_00396	Praf.g_00540
OG0000979	Pras.g_00399	Praf.g_00538
OG0000980	Pras.g_00400	Praf.g_00537
OG0000981	Pras.g_00401	Praf.g_01653
OG0000982	Pras.g_00402	Praf.g_00536
OG0000983	Pras.g_00405	Praf.g_00534
OG0000984	Pras.g_00406	Praf.g_00533
OG0000985	Pras.g_00407	Praf.g_00532
OG0000986	Pras.g_00408	Praf.g_00530
OG0000987	Pras.g_00409	Praf.g_00529
OG0000988	Pras.g_00410	Praf.g_00526
OG0000989	Pras.g_00411	Praf.g_00525
OG0000990	Pras.g_00412	Praf.g_00524
OG0000991	Pras.g_00413	Praf.g_00523
OG0000992	Pras.g_00414	Praf.g_00522
OG0000993	Pras.g_00415	Praf.g_00521
OG0000994	Pras.g_00416	Praf.g_00520
OG0000995	Pras.g_00417	Praf.g_00518
OG0000996	Pras.g_00418	Praf.g_00517
OG0000997	Pras.g_00419	Praf.g_00516
OG0000998	Pras.g_00420	Praf.g_00515
OG0000999	Pras.g_00421	Praf.g_00513
OG0001000	Pras.g_00422	Praf.g_00512
OG0001001	Pras.g_00424	Praf.g_00511
OG0001002	Pras.g_00425	Praf.g_00508
OG0001003	Pras.g_00426	Praf.g_00507
OG0001004	Pras.g_00427	Praf.g_00370
OG0001005	Pras.g_00428	Praf.g_00504
OG0001006	Pras.g_00429	Praf.g_00503
OG0001007	Pras.g_00430	Praf.g_00502
OG0001008	Pras.g_00432	Praf.g_00500
OG0001009	Pras.g_00433	Praf.g_00499
OG0001010	Pras.g_00441	Praf.g_01650
OG0001011	Pras.g_00448	Praf.g_01677
OG0001012	Pras.g_00473	Praf.g_01546
OG0001013	Pras.g_00544	Praf.g_00490
OG0001014	Pras.g_00545	Praf.g_00489
OG0001015	Pras.g_00551	Praf.g_00479
OG0001016	Pras.g_00552	Praf.g_00478
OG0001017	Pras.g_00553	Praf.g_00477
OG0001018	Pras.g_00554	Praf.g_00475
OG0001019	Pras.g_00556	Praf.g_00472
OG0001020	Pras.g_00557	Praf.g_00471
OG0001021	Pras.g_00558	Praf.g_00470
OG0001022	Pras.g_00559	Praf.g_00469
OG0001023	Pras.g_00560	Praf.g_00468
OG0001024	Pras.g_00561	Praf.g_00466
OG0001025	Pras.g_00562	Praf.g_00465
OG0001026	Pras.g_00564	Praf.g_00464
OG0001027	Pras.g_00565	Praf.g_00463
OG0001028	Pras.g_00566	Praf.g_00462
OG0001029	Pras.g_00567	Praf.g_00461
OG0001030	Pras.g_00568	Praf.g_00460
OG0001031	Pras.g_00569	Praf.g_00459
OG0001032	Pras.g_00570	Praf.g_00458
OG0001033	Pras.g_00571	Praf.g_00457
OG0001034	Pras.g_00572	Praf.g_00455
OG0001035	Pras.g_00574	Praf.g_00453
OG0001036	Pras.g_00575	Praf.g_00452
OG0001037	Pras.g_00576	Praf.g_00450
OG0001038	Pras.g_00577	Praf.g_00449
OG0001039	Pras.g_00578	Praf.g_00448
OG0001040	Pras.g_00579	Praf.g_00447
OG0001041	Pras.g_00580	Praf.g_00446
OG0001042	Pras.g_00581	Praf.g_00444
OG0001043	Pras.g_00582	Praf.g_00443
OG0001044	Pras.g_00583	Praf.g_00442
OG0001045	Pras.g_00584	Praf.g_00441
OG0001046	Pras.g_00585	Praf.g_00440
OG0001047	Pras.g_00588	Praf.g_00435
OG0001048	Pras.g_00590	Praf.g_00433
OG0001049	Pras.g_00591	Praf.g_00432
OG0001050	Pras.g_00592	Praf.g_00431
OG0001051	Pras.g_00593	Praf.g_00430
OG0001052	Pras.g_00594	Praf.g_00429
OG0001053	Pras.g_00596	Praf.g_00427
OG0001054	Pras.g_00598	Praf.g_00425
OG0001055	Pras.g_00599	Praf.g_00424
OG0001056	Pras.g_00600	Praf.g_00423
OG0001057	Pras.g_00601	Praf.g_00422
OG0001058	Pras.g_00602	Praf.g_00421
OG0001059	Pras.g_00603	Praf.g_00420
OG0001060	Pras.g_00604	Praf.g_00419
OG0001061	Pras.g_00605	Praf.g_00418
OG0001062	Pras.g_00606	Praf.g_00405
OG0001063	Pras.g_00607	Praf.g_00404
OG0001064	Pras.g_00609	Praf.g_00402
OG0001065	Pras.g_00613	Praf.g_02202
OG0001066	Pras.g_00614	Praf.g_02200
OG0001067	Pras.g_00615	Praf.g_02199
OG0001068	Pras.g_00617	Praf.g_02196
OG0001069	Pras.g_00618	Praf.g_02195
OG0001070	Pras.g_00619	Praf.g_02194
OG0001071	Pras.g_00620	Praf.g_02193
OG0001072	Pras.g_00621	Praf.g_02192
OG0001073	Pras.g_00622	Praf.g_02191
OG0001074	Pras.g_00623	Praf.g_02190
OG0001075	Pras.g_00624	Praf.g_02189
OG0001076	Pras.g_00625	Praf.g_02188
OG0001077	Pras.g_00626	Praf.g_02187
OG0001078	Pras.g_00627	Praf.g_02185
OG0001079	Pras.g_00628	Praf.g_02184
OG0001080	Pras.g_00629	Praf.g_02183
OG0001081	Pras.g_00632	Praf.g_02170
OG0001082	Pras.g_00633	Praf.g_02171
OG0001083	Pras.g_00634	Praf.g_02175
OG0001084	Pras.g_00636	Praf.g_02173
OG0001085	Pras.g_00637	Praf.g_02172
OG0001086	Pras.g_00638	Praf.g_02176
OG0001087	Pras.g_00639	Praf.g_02177
OG0001088	Pras.g_00640	Praf.g_02179
OG0001089	Pras.g_00645	Praf.g_02163
OG0001090	Pras.g_00647	Praf.g_02161
OG0001091	Pras.g_00648	Praf.g_02160
OG0001092	Pras.g_00649	Praf.g_02159
OG0001093	Pras.g_00650	Praf.g_02158
OG0001094	Pras.g_00651	Praf.g_02157
OG0001095	Pras.g_00652	Praf.g_02156
OG0001096	Pras.g_00653	Praf.g_02155
OG0001097	Pras.g_00654	Praf.g_02154
OG0001098	Pras.g_00655	Praf.g_02153
OG0001099	Pras.g_00656	Praf.g_02152
OG0001100	Pras.g_00657	Praf.g_02151
OG0001101	Pras.g_00658	Praf.g_02150
OG0001102	Pras.g_00659	Praf.g_02149
OG0001103	Pras.g_00660	Praf.g_02148
OG0001104	Pras.g_00661	Praf.g_02147
OG0001105	Pras.g_00662	Praf.g_02146
OG0001106	Pras.g_00663	Praf.g_02145
OG0001107	Pras.g_00664	Praf.g_02144
OG0001108	Pras.g_00665	Praf.g_02143
OG0001109	Pras.g_00666	Praf.g_02142
OG0001110	Pras.g_00667	Praf.g_02141
OG0001111	Pras.g_00668	Praf.g_02140
OG0001112	Pras.g_00669	Praf.g_02139
OG0001113	Pras.g_00670	Praf.g_02138
OG0001114	Pras.g_00671	Praf.g_02137
OG0001115	Pras.g_00672	Praf.g_02136
OG0001116	Pras.g_00673	Praf.g_02135
OG0001117	Pras.g_00674	Praf.g_02134
OG0001118	Pras.g_00675	Praf.g_02133
OG0001119	Pras.g_00676	Praf.g_02132
OG0001120	Pras.g_00677	Praf.g_02131
OG0001121	Pras.g_00679	Praf.g_02128
OG0001122	Pras.g_00680	Praf.g_02127
OG0001123	Pras.g_00681	Praf.g_02126
OG0001124	Pras.g_00683	Praf.g_02124
OG0001125	Pras.g_00685	Praf.g_02122
OG0001126	Pras.g_00686	Praf.g_02121
OG0001127	Pras.g_00688	Praf.g_02118
OG0001128	Pras.g_00689	Praf.g_02117
OG0001129	Pras.g_00690	Praf.g_02112
OG0001130	Pras.g_00693	Praf.g_02109
OG0001131	Pras.g_00694	Praf.g_02108
OG0001132	Pras.g_00695	Praf.g_02107
OG0001133	Pras.g_00696	Praf.g_02106
OG0001134	Pras.g_00697	Praf.g_02105
OG0001135	Pras.g_00698	Praf.g_02104
OG0001136	Pras.g_00699	Praf.g_02103
OG0001137	Pras.g_00700	Praf.g_02102
OG0001138	Pras.g_00701	Praf.g_02101
OG0001139	Pras.g_00702	Praf.g_02099
OG0001140	Pras.g_00703	Praf.g_02097
OG0001141	Pras.g_00704	Praf.g_02096
OG0001142	Pras.g_00707	Praf.g_02082
OG0001143	Pras.g_00708	Praf.g_02081
OG0001144	Pras.g_00709	Praf.g_02079
OG0001145	Pras.g_00710	Praf.g_02078
OG0001146	Pras.g_00711	Praf.g_02077
OG0001147	Pras.g_00712	Praf.g_02076
OG0001148	Pras.g_00713	Praf.g_02075
OG0001149	Pras.g_00715	Praf.g_02372
OG0001150	Pras.g_00716	Praf.g_02375
OG0001151	Pras.g_00718	Praf.g_02383
OG0001152	Pras.g_00719	Praf.g_02384
OG0001153	Pras.g_00720	Praf.g_02386
OG0001154	Pras.g_00722	Praf.g_02388
OG0001155	Pras.g_00724	Praf.g_02391
OG0001156	Pras.g_00726	Praf.g_02393
OG0001157	Pras.g_00727	Praf.g_02395
OG0001158	Pras.g_00729	Praf.g_02397
OG0001159	Pras.g_00730	Praf.g_02398
OG0001160	Pras.g_00731	Praf.g_02399
OG0001161	Pras.g_00732	Praf.g_00196
OG0001162	Pras.g_00733	Praf.g_00195
OG0001163	Pras.g_00734	Praf.g_00194
