Orthogroup	Prav	Prbb
OG0000544	Prav.g_01189	Prbb.g_00594
OG0000545	Prav.g_01190	Prbb.g_00593
OG0000546	Prav.g_01191	Prbb.g_00595
OG0000547	Prav.g_01192	Prbb.g_00596
OG0000548	Prav.g_01193	Prbb.g_00597
OG0000549	Prav.g_01195	Prbb.g_00599
OG0000550	Prav.g_01196	Prbb.g_00600
OG0000551	Prav.g_01197	Prbb.g_00601
OG0000552	Prav.g_01198	Prbb.g_00602
OG0000553	Prav.g_01199	Prbb.g_00603
OG0000554	Prav.g_01200	Prbb.g_00604
OG0000555	Prav.g_01201	Prbb.g_00606
OG0000556	Prav.g_01202	Prbb.g_00607
OG0000557	Prav.g_01203	Prbb.g_00608
OG0000558	Prav.g_01204	Prbb.g_00609
OG0000559	Prav.g_01205	Prbb.g_00610
OG0000560	Prav.g_01206	Prbb.g_00611
OG0000561	Prav.g_01207	Prbb.g_00612
OG0000562	Prav.g_01208	Prbb.g_00613
OG0000563	Prav.g_01209	Prbb.g_00614
OG0000564	Prav.g_01210	Prbb.g_00615
OG0000565	Prav.g_01211	Prbb.g_00616
OG0000566	Prav.g_01212	Prbb.g_00617
OG0000567	Prav.g_01213	Prbb.g_00618
OG0000568	Prav.g_01214	Prbb.g_00619
OG0000569	Prav.g_01219	Prbb.g_00622
OG0000570	Prav.g_01220	Prbb.g_00623
OG0000571	Prav.g_01222	Prbb.g_00624
OG0000572	Prav.g_01223	Prbb.g_00626
OG0000573	Prav.g_01224	Prbb.g_00627
OG0000574	Prav.g_01225	Prbb.g_00628
OG0000575	Prav.g_01226	Prbb.g_00629
OG0000576	Prav.g_01227	Prbb.g_00630
OG0000577	Prav.g_01228	Prbb.g_00631
OG0000578	Prav.g_01229	Prbb.g_00632
OG0000579	Prav.g_01230	Prbb.g_00633
OG0000580	Prav.g_01231	Prbb.g_00634
OG0000581	Prav.g_01232	Prbb.g_00635
OG0000582	Prav.g_01233	Prbb.g_00636
OG0000583	Prav.g_01234	Prbb.g_00637
OG0000584	Prav.g_01236	Prbb.g_00639
OG0000585	Prav.g_01237	Prbb.g_00640
OG0000586	Prav.g_01238	Prbb.g_00641
OG0000587	Prav.g_01239	Prbb.g_00642
OG0000588	Prav.g_01240	Prbb.g_00643
OG0000589	Prav.g_01241	Prbb.g_00644
OG0000590	Prav.g_01242	Prbb.g_00645
OG0000591	Prav.g_01243	Prbb.g_00646
OG0000592	Prav.g_01244	Prbb.g_00647
OG0000593	Prav.g_01245	Prbb.g_00648
OG0000594	Prav.g_01246	Prbb.g_00649
OG0000595	Prav.g_01247	Prbb.g_00650
OG0000596	Prav.g_01248	Prbb.g_00651
OG0000597	Prav.g_01252	Prbb.g_00655
OG0000598	Prav.g_01253	Prbb.g_00656
OG0000599	Prav.g_01254	Prbb.g_00657
OG0000600	Prav.g_01255	Prbb.g_00658
OG0000601	Prav.g_01256	Prbb.g_00659
OG0000602	Prav.g_01257	Prbb.g_00660
OG0000603	Prav.g_01258	Prbb.g_00661
OG0000604	Prav.g_01259	Prbb.g_00662
OG0000605	Prav.g_01260	Prbb.g_00664
OG0000606	Prav.g_01261	Prbb.g_00665
OG0000607	Prav.g_01262	Prbb.g_00667
OG0000608	Prav.g_01263	Prbb.g_00668
OG0000609	Prav.g_01265	Prbb.g_00670
OG0000610	Prav.g_01266	Prbb.g_00671
OG0000611	Prav.g_01268	Prbb.g_00674
OG0000612	Prav.g_01269	Prbb.g_00675
OG0000613	Prav.g_01271	Prbb.g_00677
OG0000614	Prav.g_01277	Prbb.g_00684
OG0000615	Prav.g_01278	Prbb.g_00685
OG0000616	Prav.g_01279	Prbb.g_00686
OG0000617	Prav.g_01281	Prbb.g_00689
OG0000618	Prav.g_01282	Prbb.g_00690
OG0000619	Prav.g_01283	Prbb.g_00691
OG0000620	Prav.g_01285	Prbb.g_00693
OG0000621	Prav.g_01286	Prbb.g_00694
OG0000622	Prav.g_01287	Prbb.g_00695
OG0000623	Prav.g_01288	Prbb.g_00696
OG0000624	Prav.g_01290	Prbb.g_00700
OG0000625	Prav.g_01291	Prbb.g_00701
OG0000626	Prav.g_01292	Prbb.g_00702
OG0000627	Prav.g_01293	Prbb.g_01450
OG0000628	Prav.g_01294	Prbb.g_00703
OG0000629	Prav.g_01295	Prbb.g_00705
OG0000630	Prav.g_01297	Prbb.g_00707
OG0000631	Prav.g_01298	Prbb.g_00708
OG0000632	Prav.g_01312	Prbb.g_02176
OG0000633	Prav.g_01313	Prbb.g_01260
OG0000634	Prav.g_00307	Prbb.g_00714
OG0000635	Prav.g_00309	Prbb.g_00716
OG0000636	Prav.g_00310	Prbb.g_00717
OG0000637	Prav.g_00312	Prbb.g_00719
OG0000638	Prav.g_00313	Prbb.g_00720
OG0000639	Prav.g_00314	Prbb.g_00721
OG0000640	Prav.g_00315	Prbb.g_00722
OG0000641	Prav.g_00316	Prbb.g_00723
OG0000642	Prav.g_00317	Prbb.g_00724
OG0000643	Prav.g_00318	Prbb.g_00725
OG0000644	Prav.g_00320	Prbb.g_00727
OG0000645	Prav.g_00321	Prbb.g_00729
OG0000646	Prav.g_00322	Prbb.g_00730
OG0000647	Prav.g_00323	Prbb.g_00731
OG0000648	Prav.g_00324	Prbb.g_00733
OG0000649	Prav.g_00325	Prbb.g_00734
OG0000650	Prav.g_00326	Prbb.g_00735
OG0000651	Prav.g_00327	Prbb.g_00736
OG0000652	Prav.g_00329	Prbb.g_00738
OG0000653	Prav.g_00344	Prbb.g_00086
OG0000654	Prav.g_00346	Prbb.g_00108
OG0000655	Prav.g_00357, Prav.g_01015	Prbb.g_01452
OG0000656	Prav.g_00362	Prbb.g_01099
OG0000657	Prav.g_00364	Prbb.g_00983
OG0000658	Prav.g_00365	Prbb.g_00982
OG0000659	Prav.g_00366	Prbb.g_00981
OG0000660	Prav.g_00373	Prbb.g_00389
OG0000661	Prav.g_00383	Prbb.g_00958
OG0000662	Prav.g_00385	Prbb.g_00960
OG0000663	Prav.g_00388	Prbb.g_00962
OG0000664	Prav.g_00389	Prbb.g_00963
OG0000665	Prav.g_00390	Prbb.g_00964
OG0000666	Prav.g_00391	Prbb.g_00777
OG0000667	Prav.g_00392	Prbb.g_00778
OG0000668	Prav.g_00393	Prbb.g_00779
OG0000669	Prav.g_00394	Prbb.g_00780
OG0000670	Prav.g_00396	Prbb.g_00782
OG0000671	Prav.g_00397	Prbb.g_00783
OG0000672	Prav.g_00398	Prbb.g_00784
OG0000673	Prav.g_00399	Prbb.g_00785
OG0000674	Prav.g_00400	Prbb.g_00786
OG0000675	Prav.g_00401	Prbb.g_00787
OG0000676	Prav.g_00403	Prbb.g_00789
OG0000677	Prav.g_00405	Prbb.g_00791
OG0000678	Prav.g_00406	Prbb.g_00792
OG0000679	Prav.g_00407	Prbb.g_00793
OG0000680	Prav.g_00408	Prbb.g_00794
OG0000681	Prav.g_00409	Prbb.g_00795
OG0000682	Prav.g_00410	Prbb.g_00796
OG0000683	Prav.g_00411	Prbb.g_00798
OG0000684	Prav.g_00412	Prbb.g_00800
OG0000685	Prav.g_00413	Prbb.g_00801
OG0000686	Prav.g_00414	Prbb.g_00802
OG0000687	Prav.g_00415	Prbb.g_00803
OG0000688	Prav.g_00416	Prbb.g_00804
OG0000689	Prav.g_00417	Prbb.g_00805
OG0000690	Prav.g_00418	Prbb.g_00806
OG0000691	Prav.g_00420	Prbb.g_00808
OG0000692	Prav.g_00421	Prbb.g_00809
OG0000693	Prav.g_00422	Prbb.g_00810
OG0000694	Prav.g_00423	Prbb.g_00811
OG0000695	Prav.g_00424	Prbb.g_00812
OG0000696	Prav.g_00425	Prbb.g_00813
OG0000697	Prav.g_00427	Prbb.g_00814
OG0000698	Prav.g_00428	Prbb.g_00815
OG0000699	Prav.g_00431	Prbb.g_00818
OG0000700	Prav.g_00432	Prbb.g_00819
OG0000701	Prav.g_00433	Prbb.g_00821
OG0000702	Prav.g_00434	Prbb.g_00822
OG0000703	Prav.g_00435	Prbb.g_00823
OG0000704	Prav.g_00436	Prbb.g_00824
OG0000705	Prav.g_00438	Prbb.g_00827
OG0000706	Prav.g_00439	Prbb.g_00828
OG0000707	Prav.g_00440	Prbb.g_00829
OG0000708	Prav.g_00441	Prbb.g_00830
OG0000709	Prav.g_00442	Prbb.g_00831
OG0000710	Prav.g_00443	Prbb.g_00832
OG0000711	Prav.g_00444	Prbb.g_00833
OG0000712	Prav.g_00445	Prbb.g_00834
OG0000713	Prav.g_00446	Prbb.g_00835
OG0000714	Prav.g_00448	Prbb.g_00837
OG0000715	Prav.g_00449	Prbb.g_00838
OG0000716	Prav.g_00450	Prbb.g_00839
OG0000717	Prav.g_00451	Prbb.g_00840
OG0000718	Prav.g_00452	Prbb.g_00841
OG0000719	Prav.g_00454	Prbb.g_00843
OG0000720	Prav.g_00456	Prbb.g_00847
OG0000721	Prav.g_00457	Prbb.g_00848
OG0000722	Prav.g_00483	Prbb.g_00914
OG0000723	Prav.g_00487	Prbb.g_00917
OG0000724	Prav.g_00490	Prbb.g_00922
OG0000725	Prav.g_00491	Prbb.g_00924
OG0000726	Prav.g_00492	Prbb.g_00925
OG0000727	Prav.g_00493	Prbb.g_00926
OG0000728	Prav.g_00494	Prbb.g_00927
OG0000729	Prav.g_00496	Prbb.g_00929
OG0000730	Prav.g_00497	Prbb.g_00930
OG0000731	Prav.g_00499	Prbb.g_00932
OG0000732	Prav.g_00500	Prbb.g_00933
OG0000733	Prav.g_00501	Prbb.g_00934
OG0000734	Prav.g_00502	Prbb.g_00935
OG0000735	Prav.g_00503	Prbb.g_00936
OG0000736	Prav.g_00505	Prbb.g_00938
OG0000737	Prav.g_00506	Prbb.g_00939
OG0000738	Prav.g_00508	Prbb.g_00942
OG0000739	Prav.g_00509	Prbb.g_00943
OG0000740	Prav.g_00510	Prbb.g_00944
OG0000741	Prav.g_00512	Prbb.g_00946
OG0000742	Prav.g_00513	Prbb.g_00947
OG0000743	Prav.g_00516	Prbb.g_00951
OG0000744	Prav.g_00517	Prbb.g_00952
OG0000745	Prav.g_00519	Prbb.g_00762
OG0000746	Prav.g_00520	Prbb.g_00763
OG0000747	Prav.g_00521	Prbb.g_00764
OG0000748	Prav.g_00522	Prbb.g_00765
OG0000749	Prav.g_00523	Prbb.g_00766
OG0000750	Prav.g_00524	Prbb.g_00767
OG0000751	Prav.g_00526	Prbb.g_00769
OG0000752	Prav.g_00527	Prbb.g_00770
OG0000753	Prav.g_00528	Prbb.g_00771
OG0000754	Prav.g_00529	Prbb.g_00772
OG0000755	Prav.g_00530	Prbb.g_00774
OG0000756	Prav.g_00531	Prbb.g_00775
OG0000757	Prav.g_00532	Prbb.g_00776
OG0000758	Prav.g_00533	Prbb.g_00965
OG0000759	Prav.g_00534	Prbb.g_00966
OG0000760	Prav.g_00535	Prbb.g_00967
OG0000761	Prav.g_00536	Prbb.g_00968
OG0000762	Prav.g_00538	Prbb.g_00970
OG0000763	Prav.g_00539	Prbb.g_00971
OG0000764	Prav.g_00540	Prbb.g_00972
OG0000765	Prav.g_00541	Prbb.g_00973
OG0000766	Prav.g_00542	Prbb.g_00974
OG0000767	Prav.g_00543	Prbb.g_00975
OG0000768	Prav.g_00544	Prbb.g_00976
OG0000769	Prav.g_00545	Prbb.g_00977
OG0000770	Prav.g_00546	Prbb.g_00978
OG0000771	Prav.g_00547	Prbb.g_00979
OG0000772	Prav.g_00548	Prbb.g_00893
OG0000773	Prav.g_00550	Prbb.g_00984
OG0000774	Prav.g_00551	Prbb.g_00985
OG0000775	Prav.g_00552	Prbb.g_00986
OG0000776	Prav.g_00553	Prbb.g_00988
OG0000777	Prav.g_00554	Prbb.g_00989
OG0000778	Prav.g_00555	Prbb.g_00990
OG0000779	Prav.g_00557	Prbb.g_00992
OG0000780	Prav.g_00558	Prbb.g_00993
OG0000781	Prav.g_00559	Prbb.g_00994
OG0000782	Prav.g_00561	Prbb.g_00996
OG0000783	Prav.g_00562	Prbb.g_00997
OG0000784	Prav.g_00563	Prbb.g_00998
OG0000785	Prav.g_00564	Prbb.g_00999
OG0000786	Prav.g_00565	Prbb.g_01000
OG0000787	Prav.g_00567	Prbb.g_01002
OG0000788	Prav.g_00568	Prbb.g_01003
OG0000789	Prav.g_00569	Prbb.g_01004
OG0000790	Prav.g_00570	Prbb.g_01005
OG0000791	Prav.g_00571	Prbb.g_01006
OG0000792	Prav.g_00572	Prbb.g_00101
OG0000793	Prav.g_00573	Prbb.g_01007
OG0000794	Prav.g_00574	Prbb.g_01008
OG0000795	Prav.g_00575	Prbb.g_01009
OG0000796	Prav.g_00577	Prbb.g_01010
OG0000797	Prav.g_00579	Prbb.g_01012
OG0000798	Prav.g_00580	Prbb.g_01013
OG0000799	Prav.g_00581	Prbb.g_01014
OG0000800	Prav.g_00582	Prbb.g_01015
OG0000801	Prav.g_00583	Prbb.g_01016
OG0000802	Prav.g_00585	Prbb.g_01017
OG0000803	Prav.g_00586	Prbb.g_01018
OG0000804	Prav.g_00902	Prbb.g_01036
OG0000805	Prav.g_00904	Prbb.g_01037
OG0000806	Prav.g_00905	Prbb.g_01038
OG0000807	Prav.g_00906	Prbb.g_01039
OG0000808	Prav.g_00907	Prbb.g_01040
OG0000809	Prav.g_00911	Prbb.g_01045
OG0000810	Prav.g_00912	Prbb.g_01047
OG0000811	Prav.g_00913	Prbb.g_01048
OG0000812	Prav.g_00914	Prbb.g_00892
OG0000813	Prav.g_00915	Prbb.g_01049
OG0000814	Prav.g_00916	Prbb.g_01050
OG0000815	Prav.g_00917	Prbb.g_01051
OG0000816	Prav.g_00919	Prbb.g_01054
OG0000817	Prav.g_00922	Prbb.g_01058
OG0000818	Prav.g_00923	Prbb.g_01059
OG0000819	Prav.g_00925	Prbb.g_01062
OG0000820	Prav.g_00926	Prbb.g_01063
OG0000821	Prav.g_00927	Prbb.g_01064
OG0000822	Prav.g_00928	Prbb.g_01065
OG0000823	Prav.g_00931	Prbb.g_01068
OG0000824	Prav.g_00932	Prbb.g_01069
OG0000825	Prav.g_00934	Prbb.g_00891
OG0000826	Prav.g_00935	Prbb.g_00890
OG0000827	Prav.g_00936	Prbb.g_00889
OG0000828	Prav.g_00938	Prbb.g_00887
OG0000829	Prav.g_00242	Prbb.g_00897
OG0000830	Prav.g_00252	Prbb.g_01108
OG0000831	Prav.g_00255	Prbb.g_01090
OG0000832	Prav.g_00256	Prbb.g_01783
OG0000833	Prav.g_00263	Prbb.g_02071
OG0000834	Prav.g_00004	Prbb.g_00392
OG0000835	Prav.g_00008	Prbb.g_00400
OG0000836	Prav.g_00010	Prbb.g_01780
OG0000837	Prav.g_00019	Prbb.g_01085
OG0000838	Prav.g_00034	Prbb.g_01888
OG0000839	Prav.g_00035	Prbb.g_01889
OG0000840	Prav.g_00039	Prbb.g_01126
OG0000841	Prav.g_00046	Prbb.g_01539
OG0000842	Prav.g_00050	Prbb.g_01533
OG0000843	Prav.g_00052	Prbb.g_01531
OG0000844	Prav.g_00053	Prbb.g_01530
OG0000845	Prav.g_00054	Prbb.g_01529
OG0000846	Prav.g_00055	Prbb.g_01528
OG0000847	Prav.g_00056	Prbb.g_01527
OG0000848	Prav.g_00057	Prbb.g_01526
OG0000849	Prav.g_00058	Prbb.g_01525
OG0000850	Prav.g_00059	Prbb.g_01524
OG0000851	Prav.g_00061	Prbb.g_01521
OG0000852	Prav.g_00064	Prbb.g_01518
OG0000853	Prav.g_00066	Prbb.g_01516
OG0000854	Prav.g_00067	Prbb.g_01515
OG0000855	Prav.g_00068	Prbb.g_01513
OG0000856	Prav.g_00069	Prbb.g_01512
OG0000857	Prav.g_00070	Prbb.g_01511
OG0000858	Prav.g_00072	Prbb.g_01508
OG0000859	Prav.g_00073	Prbb.g_01507
OG0000860	Prav.g_00074	Prbb.g_01506
OG0000861	Prav.g_00075	Prbb.g_01505
OG0000862	Prav.g_00076	Prbb.g_01504
OG0000863	Prav.g_00077	Prbb.g_01502
OG0000864	Prav.g_01868	Prbb.g_01501
OG0000865	Prav.g_01867	Prbb.g_01500
OG0000866	Prav.g_01866	Prbb.g_01499
OG0000867	Prav.g_01863	Prbb.g_01497
OG0000868	Prav.g_01861	Prbb.g_01495
OG0000869	Prav.g_01860	Prbb.g_01493
OG0000870	Prav.g_01859	Prbb.g_01491
OG0000871	Prav.g_01858	Prbb.g_01490
OG0000872	Prav.g_01857	Prbb.g_01488
OG0000873	Prav.g_01856	Prbb.g_01487
OG0000874	Prav.g_01855	Prbb.g_01486
OG0000875	Prav.g_01854	Prbb.g_01484
OG0000876	Prav.g_01852	Prbb.g_01482
OG0000877	Prav.g_01851	Prbb.g_01481
OG0000878	Prav.g_01850	Prbb.g_01480
OG0000879	Prav.g_01849	Prbb.g_01479
OG0000880	Prav.g_01848	Prbb.g_01478
OG0000881	Prav.g_01847	Prbb.g_01477
OG0000882	Prav.g_01846	Prbb.g_01476
OG0000883	Prav.g_01845	Prbb.g_01475
OG0000884	Prav.g_01844	Prbb.g_01474
OG0000885	Prav.g_01843	Prbb.g_01473
OG0000886	Prav.g_01842	Prbb.g_01472
OG0000887	Prav.g_01841	Prbb.g_01471
OG0000888	Prav.g_01840	Prbb.g_01470
OG0000889	Prav.g_01839	Prbb.g_01469
OG0000890	Prav.g_01838	Prbb.g_01468
OG0000891	Prav.g_01837	Prbb.g_01467
OG0000892	Prav.g_01836	Prbb.g_01465
OG0000893	Prav.g_01835	Prbb.g_01464
OG0000894	Prav.g_01833	Prbb.g_01463
OG0000895	Prav.g_01832	Prbb.g_01462
OG0000896	Prav.g_01830	Prbb.g_01461
OG0000897	Prav.g_01829	Prbb.g_01460
OG0000898	Prav.g_01828	Prbb.g_01459
OG0000899	Prav.g_01827	Prbb.g_01458
OG0000900	Prav.g_01825	Prbb.g_01457
OG0000901	Prav.g_01409	Prbb.g_01291
OG0000902	Prav.g_01427	Prbb.g_01575
OG0000903	Prav.g_01428	Prbb.g_01576
OG0000904	Prav.g_01429	Prbb.g_01577
OG0000905	Prav.g_01430	Prbb.g_01578
OG0000906	Prav.g_01431	Prbb.g_01580
OG0000907	Prav.g_01433	Prbb.g_01581
OG0000908	Prav.g_01434	Prbb.g_01582
OG0000909	Prav.g_01435	Prbb.g_01583
OG0000910	Prav.g_01436	Prbb.g_01584
OG0000911	Prav.g_01437	Prbb.g_01585
OG0000912	Prav.g_01440	Prbb.g_01588
OG0000913	Prav.g_01441	Prbb.g_01589
OG0000914	Prav.g_01442	Prbb.g_01590
OG0000915	Prav.g_01444	Prbb.g_01592
OG0000916	Prav.g_01445	Prbb.g_01593
OG0000917	Prav.g_01446	Prbb.g_01594
OG0000918	Prav.g_01447	Prbb.g_01595
OG0000919	Prav.g_01448	Prbb.g_01596
OG0000920	Prav.g_01449	Prbb.g_01597
OG0000921	Prav.g_01451	Prbb.g_01600
OG0000922	Prav.g_01452	Prbb.g_01601
OG0000923	Prav.g_01455	Prbb.g_01608
OG0000924	Prav.g_01456	Prbb.g_01609
OG0000925	Prav.g_01459	Prbb.g_01612
OG0000926	Prav.g_01460	Prbb.g_00746
OG0000927	Prav.g_01461	Prbb.g_01541
OG0000928	Prav.g_01463	Prbb.g_01057
OG0000929	Prav.g_01465	Prbb.g_01789
OG0000930	Prav.g_01467	Prbb.g_01637
OG0000931	Prav.g_01468	Prbb.g_00845
OG0000932	Prav.g_01471	Prbb.g_01201
OG0000933	Prav.g_01475	Prbb.g_01641
OG0000934	Prav.g_01476	Prbb.g_01642
OG0000935	Prav.g_01477	Prbb.g_01643
OG0000936	Prav.g_01478	Prbb.g_01644
OG0000937	Prav.g_01479	Prbb.g_01645
OG0000938	Prav.g_01480	Prbb.g_01646
OG0000939	Prav.g_01481	Prbb.g_01647
OG0000940	Prav.g_01482	Prbb.g_01648
OG0000941	Prav.g_01483	Prbb.g_01649
OG0000942	Prav.g_01484	Prbb.g_01650
OG0000943	Prav.g_01485	Prbb.g_01651
OG0000944	Prav.g_01486	Prbb.g_01652
OG0000945	Prav.g_01487	Prbb.g_01653
OG0000946	Prav.g_01488	Prbb.g_01654
OG0000947	Prav.g_01489	Prbb.g_01655
OG0000948	Prav.g_01490	Prbb.g_01656
OG0000949	Prav.g_01491	Prbb.g_01657
OG0000950	Prav.g_01505	Prbb.g_02044
OG0000951	Prav.g_01560	Prbb.g_01668
OG0000952	Prav.g_01561	Prbb.g_01669
OG0000953	Prav.g_01562	Prbb.g_01670
OG0000954	Prav.g_01563	Prbb.g_01671
OG0000955	Prav.g_01564	Prbb.g_01672
OG0000956	Prav.g_01566	Prbb.g_01674
OG0000957	Prav.g_01567	Prbb.g_01675
OG0000958	Prav.g_01568	Prbb.g_01676
OG0000959	Prav.g_01569	Prbb.g_01677
OG0000960	Prav.g_01570	Prbb.g_01678
OG0000961	Prav.g_01571	Prbb.g_01679
OG0000962	Prav.g_01572	Prbb.g_01680
OG0000963	Prav.g_01573	Prbb.g_01681
OG0000964	Prav.g_01574	Prbb.g_01683
OG0000965	Prav.g_01576	Prbb.g_01684
OG0000966	Prav.g_01577	Prbb.g_01685
OG0000967	Prav.g_01580	Prbb.g_01688
OG0000968	Prav.g_01581	Prbb.g_01689
OG0000969	Prav.g_01582	Prbb.g_01690
OG0000970	Prav.g_01583	Prbb.g_01691
OG0000971	Prav.g_01584	Prbb.g_01692
OG0000972	Prav.g_01585	Prbb.g_01693
OG0000973	Prav.g_01587	Prbb.g_01695
OG0000974	Prav.g_01588	Prbb.g_01696
OG0000975	Prav.g_01589	Prbb.g_01697
OG0000976	Prav.g_01590	Prbb.g_01698
OG0000977	Prav.g_01591	Prbb.g_01699
OG0000978	Prav.g_01592	Prbb.g_01700
OG0000979	Prav.g_01593	Prbb.g_01701
OG0000980	Prav.g_01594	Prbb.g_00465
OG0000981	Prav.g_01595	Prbb.g_01702
OG0000982	Prav.g_01596	Prbb.g_01703
OG0000983	Prav.g_01597	Prbb.g_01704
OG0000984	Prav.g_01601	Prbb.g_01707
OG0000985	Prav.g_01602	Prbb.g_01708
OG0000986	Prav.g_01603	Prbb.g_01709
OG0000987	Prav.g_01605	Prbb.g_01711
OG0000988	Prav.g_01606	Prbb.g_01712
OG0000989	Prav.g_01607	Prbb.g_01713
OG0000990	Prav.g_01608	Prbb.g_01714
OG0000991	Prav.g_01609	Prbb.g_01715
OG0000992	Prav.g_01610	Prbb.g_01716
OG0000993	Prav.g_01611	Prbb.g_01717
OG0000994	Prav.g_01612	Prbb.g_01718
OG0000995	Prav.g_01613	Prbb.g_01719
OG0000996	Prav.g_01614	Prbb.g_01720
OG0000997	Prav.g_01616	Prbb.g_01722
OG0000998	Prav.g_01619	Prbb.g_01728
OG0000999	Prav.g_01621	Prbb.g_01731
OG0001000	Prav.g_01622	Prbb.g_01732
OG0001001	Prav.g_01623	Prbb.g_01733
OG0001002	Prav.g_01625	Prbb.g_01735
OG0001003	Prav.g_01626	Prbb.g_01736
OG0001004	Prav.g_01627	Prbb.g_01737
OG0001005	Prav.g_01628	Prbb.g_01738
OG0001006	Prav.g_01630	Prbb.g_01740
OG0001007	Prav.g_01631	Prbb.g_01741
OG0001008	Prav.g_01632	Prbb.g_01742
OG0001009	Prav.g_01633	Prbb.g_01744
OG0001010	Prav.g_01634	Prbb.g_01745
OG0001011	Prav.g_01635	Prbb.g_01746
OG0001012	Prav.g_01636	Prbb.g_01747
OG0001013	Prav.g_01637	Prbb.g_01748
OG0001014	Prav.g_01638	Prbb.g_01749
OG0001015	Prav.g_01639	Prbb.g_01750
OG0001016	Prav.g_01640	Prbb.g_01751
OG0001017	Prav.g_01641	Prbb.g_01752
OG0001018	Prav.g_01642	Prbb.g_01753
OG0001019	Prav.g_01643	Prbb.g_01754
OG0001020	Prav.g_01644	Prbb.g_01755
OG0001021	Prav.g_01645	Prbb.g_01756
OG0001022	Prav.g_01646	Prbb.g_01757
OG0001023	Prav.g_01647	Prbb.g_01758
OG0001024	Prav.g_01649	Prbb.g_01760
OG0001025	Prav.g_01650	Prbb.g_01761
OG0001026	Prav.g_01651	Prbb.g_01762
OG0001027	Prav.g_01652	Prbb.g_01763
OG0001028	Prav.g_01653	Prbb.g_01765
OG0001029	Prav.g_01654	Prbb.g_01766
OG0001030	Prav.g_01657	Prbb.g_01769
OG0001031	Prav.g_01658	Prbb.g_01770
OG0001032	Prav.g_01664	Prbb.g_01555
OG0001033	Prav.g_01671	Prbb.g_01659
OG0001034	Prav.g_01699	Prbb.g_00799
OG0001035	Prav.g_01755	Prbb.g_01817
OG0001036	Prav.g_01756	Prbb.g_01818
OG0001037	Prav.g_01762	Prbb.g_01824
OG0001038	Prav.g_01763	Prbb.g_01825
OG0001039	Prav.g_01764	Prbb.g_01826
OG0001040	Prav.g_01765	Prbb.g_01827
OG0001041	Prav.g_01767	Prbb.g_01828
OG0001042	Prav.g_01768	Prbb.g_01829
OG0001043	Prav.g_01769	Prbb.g_01830
OG0001044	Prav.g_01770	Prbb.g_01831
OG0001045	Prav.g_01771	Prbb.g_01832
OG0001046	Prav.g_01772	Prbb.g_01833
OG0001047	Prav.g_01773	Prbb.g_01834
OG0001048	Prav.g_01775	Prbb.g_01835
OG0001049	Prav.g_01776	Prbb.g_01836
OG0001050	Prav.g_01777	Prbb.g_01837
OG0001051	Prav.g_01778	Prbb.g_01838
OG0001052	Prav.g_01779	Prbb.g_01839
OG0001053	Prav.g_01780	Prbb.g_01840
OG0001054	Prav.g_01781	Prbb.g_01841
OG0001055	Prav.g_01782	Prbb.g_01842
OG0001056	Prav.g_01783	Prbb.g_01843
OG0001057	Prav.g_01785	Prbb.g_01845
OG0001058	Prav.g_01786	Prbb.g_01846
OG0001059	Prav.g_01787	Prbb.g_01847
OG0001060	Prav.g_01788	Prbb.g_01848
OG0001061	Prav.g_01789	Prbb.g_01849
OG0001062	Prav.g_01790	Prbb.g_01851
OG0001063	Prav.g_01791	Prbb.g_01852
OG0001064	Prav.g_01792	Prbb.g_01853
OG0001065	Prav.g_01793	Prbb.g_01854
OG0001066	Prav.g_01794	Prbb.g_01855
OG0001067	Prav.g_01795	Prbb.g_01856
OG0001068	Prav.g_01796	Prbb.g_01857
OG0001069	Prav.g_01799	Prbb.g_01859
OG0001070	Prav.g_01801	Prbb.g_01861
OG0001071	Prav.g_01802	Prbb.g_01862
OG0001072	Prav.g_01803	Prbb.g_01863
OG0001073	Prav.g_01804	Prbb.g_01864
OG0001074	Prav.g_01805	Prbb.g_01865
OG0001075	Prav.g_01807	Prbb.g_01867
OG0001076	Prav.g_01809	Prbb.g_01869
OG0001077	Prav.g_01810	Prbb.g_01870
OG0001078	Prav.g_01811	Prbb.g_01871
OG0001079	Prav.g_01812	Prbb.g_01872
OG0001080	Prav.g_01813	Prbb.g_01873
OG0001081	Prav.g_01814	Prbb.g_01874
OG0001082	Prav.g_01815	Prbb.g_01875
OG0001083	Prav.g_01816	Prbb.g_01876
OG0001084	Prav.g_01817	Prbb.g_01877
OG0001085	Prav.g_01818	Prbb.g_01878
OG0001086	Prav.g_00268	Prbb.g_01922
OG0001087	Prav.g_00269	Prbb.g_01924
OG0001088	Prav.g_00270	Prbb.g_01925
OG0001089	Prav.g_00272	Prbb.g_01927
OG0001090	Prav.g_00273	Prbb.g_01928
OG0001091	Prav.g_00274	Prbb.g_01929
OG0001092	Prav.g_00275	Prbb.g_01930
OG0001093	Prav.g_00276	Prbb.g_01931
OG0001094	Prav.g_00277	Prbb.g_01932
OG0001095	Prav.g_00278	Prbb.g_01933
OG0001096	Prav.g_00279	Prbb.g_01934
OG0001097	Prav.g_00280	Prbb.g_01935
OG0001098	Prav.g_00281	Prbb.g_01936
OG0001099	Prav.g_00282	Prbb.g_01937
OG0001100	Prav.g_00283	Prbb.g_01938
OG0001101	Prav.g_00284	Prbb.g_01939
OG0001102	Prav.g_00287	Prbb.g_01948
