Orthogroup	Syan	Prbm
OG0000566	Syan.g_00868	Prbm.g_00596
OG0000567	Syan.g_00872	Prbm.g_00600
OG0000568	Syan.g_00874	Prbm.g_00601
OG0000569	Syan.g_00875	Prbm.g_00602
OG0000570	Syan.g_00876	Prbm.g_00603
OG0000571	Syan.g_00879	Prbm.g_00605
OG0000572	Syan.g_00954	Prbm.g_00616
OG0000573	Syan.g_00963	Prbm.g_00621
OG0000574	Syan.g_00965	Prbm.g_00624
OG0000575	Syan.g_01003	Prbm.g_00627
OG0000576	Syan.g_01007	Prbm.g_00629
OG0000577	Syan.g_01008	Prbm.g_00630
OG0000578	Syan.g_01009	Prbm.g_00631
OG0000579	Syan.g_01010	Prbm.g_00632
OG0000580	Syan.g_01011	Prbm.g_00633
OG0000581	Syan.g_01018	Prbm.g_00636
OG0000582	Syan.g_01030	Prbm.g_00639
OG0000583	Syan.g_01029	Prbm.g_00640
OG0000584	Syan.g_01028	Prbm.g_00641
OG0000585	Syan.g_01024	Prbm.g_00643
OG0000586	Syan.g_01022	Prbm.g_00644
OG0000587	Syan.g_01020	Prbm.g_00645
OG0000588	Syan.g_00215	Prbm.g_00649
OG0000589	Syan.g_00016	Prbm.g_00652
OG0000590	Syan.g_00015	Prbm.g_00653
OG0000591	Syan.g_00003	Prbm.g_00656
OG0000592	Syan.g_00002	Prbm.g_00657
OG0000593	Syan.g_00820	Prbm.g_00663
OG0000594	Syan.g_00819	Prbm.g_00664
OG0000595	Syan.g_00818	Prbm.g_00665
OG0000596	Syan.g_00813	Prbm.g_00669
OG0000597	Syan.g_00810	Prbm.g_00671
OG0000598	Syan.g_00809	Prbm.g_00672
OG0000599	Syan.g_00802	Prbm.g_00675
OG0000600	Syan.g_00801	Prbm.g_00676
OG0000601	Syan.g_00800	Prbm.g_00677
OG0000602	Syan.g_00796	Prbm.g_00679
OG0000603	Syan.g_00795	Prbm.g_00680
OG0000604	Syan.g_00792	Prbm.g_00681
OG0000605	Syan.g_00783	Prbm.g_00682
OG0000606	Syan.g_00780	Prbm.g_00685
OG0000607	Syan.g_00777	Prbm.g_00688
OG0000608	Syan.g_00776	Prbm.g_00689
OG0000609	Syan.g_00774	Prbm.g_00690
OG0000610	Syan.g_00766	Prbm.g_00696
OG0000611	Syan.g_00763	Prbm.g_00699
OG0000612	Syan.g_00762	Prbm.g_00700
OG0000613	Syan.g_01965	Prbm.g_00706
OG0000614	Syan.g_00184	Prbm.g_00730
OG0000615	Syan.g_00728	Prbm.g_00737
OG0000616	Syan.g_01694	Prbm.g_02220
OG0000617	Syan.g_00324	Prbm.g_00748
OG0000618	Syan.g_00325	Prbm.g_00749
OG0000619	Syan.g_00326	Prbm.g_00750
OG0000620	Syan.g_00331	Prbm.g_00753
OG0000621	Syan.g_00332	Prbm.g_00754
OG0000622	Syan.g_00334	Prbm.g_00755
OG0000623	Syan.g_00335	Prbm.g_00756
OG0000624	Syan.g_00337	Prbm.g_00758
OG0000625	Syan.g_00338	Prbm.g_00759
OG0000626	Syan.g_00339	Prbm.g_00760
OG0000627	Syan.g_00465	Prbm.g_00762
OG0000628	Syan.g_00466	Prbm.g_00763
OG0000629	Syan.g_00469	Prbm.g_00764
OG0000630	Syan.g_00474	Prbm.g_00767
OG0000631	Syan.g_00484	Prbm.g_00959
OG0000632	Syan.g_00485	Prbm.g_00960
OG0000633	Syan.g_00489	Prbm.g_00961
OG0000634	Syan.g_00694	Prbm.g_00810
OG0000635	Syan.g_00693	Prbm.g_00811
OG0000636	Syan.g_00691	Prbm.g_00813
OG0000637	Syan.g_00689	Prbm.g_00815
OG0000638	Syan.g_00688	Prbm.g_00816
OG0000639	Syan.g_00687	Prbm.g_00817
OG0000640	Syan.g_00686	Prbm.g_00818
OG0000641	Syan.g_00682	Prbm.g_00822
OG0000642	Syan.g_00681	Prbm.g_00823
OG0000643	Syan.g_00679	Prbm.g_00824
OG0000644	Syan.g_00678	Prbm.g_00825
OG0000645	Syan.g_00676	Prbm.g_00826
OG0000646	Syan.g_00673	Prbm.g_00829
OG0000647	Syan.g_00671	Prbm.g_00831
OG0000648	Syan.g_00669	Prbm.g_00833
OG0000649	Syan.g_00668	Prbm.g_00834
OG0000650	Syan.g_00667	Prbm.g_00835
OG0000651	Syan.g_00666	Prbm.g_00836
OG0000652	Syan.g_00665	Prbm.g_00837
OG0000653	Syan.g_00663	Prbm.g_00839
OG0000654	Syan.g_00661	Prbm.g_00840
OG0000655	Syan.g_00660	Prbm.g_00841
OG0000656	Syan.g_00656	Prbm.g_00844
OG0000657	Syan.g_00375	Prbm.g_00850
OG0000658	Syan.g_00378	Prbm.g_00852
OG0000659	Syan.g_00379	Prbm.g_00853
OG0000660	Syan.g_00383	Prbm.g_00857
OG0000661	Syan.g_00385	Prbm.g_00859
OG0000662	Syan.g_00392	Prbm.g_00861
OG0000663	Syan.g_00395	Prbm.g_00863
OG0000664	Syan.g_00397	Prbm.g_00864
OG0000665	Syan.g_00788	Prbm.g_00868
OG0000666	Syan.g_02100	Prbm.g_00869
OG0000667	Syan.g_00044	Prbm.g_00873
OG0000668	Syan.g_00365	Prbm.g_00911
OG0000669	Syan.g_00751	Prbm.g_00919
OG0000670	Syan.g_00748	Prbm.g_00922
OG0000671	Syan.g_00746	Prbm.g_00924
OG0000672	Syan.g_00743	Prbm.g_00927
OG0000673	Syan.g_00740	Prbm.g_00930
OG0000674	Syan.g_00738	Prbm.g_00932
OG0000675	Syan.g_00737	Prbm.g_00933
OG0000676	Syan.g_00735	Prbm.g_00935
OG0000677	Syan.g_00734	Prbm.g_00936
OG0000678	Syan.g_00732	Prbm.g_00939
OG0000679	Syan.g_00724	Prbm.g_00943
OG0000680	Syan.g_00723	Prbm.g_00944
OG0000681	Syan.g_00720	Prbm.g_00946
OG0000682	Syan.g_00719	Prbm.g_00947
OG0000683	Syan.g_00718	Prbm.g_00948
OG0000684	Syan.g_00715	Prbm.g_00793
OG0000685	Syan.g_00713	Prbm.g_00795
OG0000686	Syan.g_00712	Prbm.g_00796
OG0000687	Syan.g_00711	Prbm.g_00797
OG0000688	Syan.g_00706	Prbm.g_00800
OG0000689	Syan.g_00704	Prbm.g_00801
OG0000690	Syan.g_00703	Prbm.g_00802
OG0000691	Syan.g_00702	Prbm.g_00803
OG0000692	Syan.g_00700	Prbm.g_00805
OG0000693	Syan.g_00698	Prbm.g_00806
OG0000694	Syan.g_00697	Prbm.g_00807
OG0000695	Syan.g_00492	Prbm.g_00963
OG0000696	Syan.g_00493	Prbm.g_00964
OG0000697	Syan.g_00495	Prbm.g_00965
OG0000698	Syan.g_00498	Prbm.g_00968
OG0000699	Syan.g_00500	Prbm.g_00969
OG0000700	Syan.g_00501	Prbm.g_00970
OG0000701	Syan.g_00502	Prbm.g_00971
OG0000702	Syan.g_00534	Prbm.g_00973
OG0000703	Syan.g_00546	Prbm.g_00974
OG0000704	Syan.g_00550	Prbm.g_00975
OG0000705	Syan.g_00557	Prbm.g_00981
OG0000706	Syan.g_00558	Prbm.g_00982
OG0000707	Syan.g_00559	Prbm.g_00983
OG0000708	Syan.g_00562	Prbm.g_00985
OG0000709	Syan.g_00570	Prbm.g_00989
OG0000710	Syan.g_00574	Prbm.g_00992
OG0000711	Syan.g_00607	Prbm.g_01007
OG0000712	Syan.g_00609	Prbm.g_01009
OG0000713	Syan.g_00610	Prbm.g_01010
OG0000714	Syan.g_00624	Prbm.g_01011
OG0000715	Syan.g_00626	Prbm.g_01013
OG0000716	Syan.g_00630	Prbm.g_01014
OG0000717	Syan.g_00631	Prbm.g_01015
OG0000718	Syan.g_00651	Prbm.g_01031
OG0000719	Syan.g_00367	Prbm.g_01032
OG0000720	Syan.g_00354	Prbm.g_01042
OG0000721	Syan.g_00352	Prbm.g_01043
OG0000722	Syan.g_00351	Prbm.g_01044
OG0000723	Syan.g_00341	Prbm.g_01048
OG0000724	Syan.g_00299	Prbm.g_01059
OG0000725	Syan.g_00194	Prbm.g_00887
OG0000726	Syan.g_00193	Prbm.g_00886
OG0000727	Syan.g_00192	Prbm.g_00885
OG0000728	Syan.g_00190	Prbm.g_00883
OG0000729	Syan.g_01885	Prbm.g_02104
OG0000730	Syan.g_02147	Prbm.g_00398
OG0000731	Syan.g_02135	Prbm.g_00406
OG0000732	Syan.g_01726	Prbm.g_02166
OG0000733	Syan.g_01147	Prbm.g_01911
OG0000734	Syan.g_02982	Prbm.g_01565
OG0000735	Syan.g_02713	Prbm.g_01563
OG0000736	Syan.g_02712	Prbm.g_01562
OG0000737	Syan.g_02711	Prbm.g_01561
OG0000738	Syan.g_02705	Prbm.g_01557
OG0000739	Syan.g_02704	Prbm.g_01556
OG0000740	Syan.g_02703	Prbm.g_01555
OG0000741	Syan.g_02700	Prbm.g_01553
OG0000742	Syan.g_02697	Prbm.g_01550
OG0000743	Syan.g_02694	Prbm.g_01548
OG0000744	Syan.g_02693	Prbm.g_01547
OG0000745	Syan.g_02690	Prbm.g_01545
OG0000746	Syan.g_02687	Prbm.g_01543
OG0000747	Syan.g_02685	Prbm.g_01542
OG0000748	Syan.g_02669	Prbm.g_01538
OG0000749	Syan.g_02668	Prbm.g_01537
OG0000750	Syan.g_02667	Prbm.g_01536
OG0000751	Syan.g_02661	Prbm.g_01533
OG0000752	Syan.g_02659	Prbm.g_01531
OG0000753	Syan.g_02656	Prbm.g_01529
OG0000754	Syan.g_02650	Prbm.g_01525
OG0000755	Syan.g_02641	Prbm.g_01520
OG0000756	Syan.g_02640	Prbm.g_01519
OG0000757	Syan.g_02623	Prbm.g_01512
OG0000758	Syan.g_02622	Prbm.g_01511
OG0000759	Syan.g_02621	Prbm.g_01510
OG0000760	Syan.g_02620	Prbm.g_01509
OG0000761	Syan.g_02619	Prbm.g_01508
OG0000762	Syan.g_02617	Prbm.g_01507
OG0000763	Syan.g_02615	Prbm.g_01505
OG0000764	Syan.g_02614	Prbm.g_01504
OG0000765	Syan.g_02587	Prbm.g_01496
OG0000766	Syan.g_02586	Prbm.g_01495
OG0000767	Syan.g_02584	Prbm.g_01494
OG0000768	Syan.g_02583	Prbm.g_01493
OG0000769	Syan.g_02581	Prbm.g_01491
OG0000770	Syan.g_02561	Prbm.g_01490
OG0000771	Syan.g_00305	Prbm.g_01054
OG0000772	Syan.g_00436	Prbm.g_01356
OG0000773	Syan.g_01199	Prbm.g_01602
OG0000774	Syan.g_01205	Prbm.g_01605
OG0000775	Syan.g_01207	Prbm.g_01606
OG0000776	Syan.g_01208	Prbm.g_01607
OG0000777	Syan.g_01209	Prbm.g_01608
OG0000778	Syan.g_01210	Prbm.g_01609
OG0000779	Syan.g_01215	Prbm.g_01613
OG0000780	Syan.g_01218	Prbm.g_01614
OG0000781	Syan.g_01222	Prbm.g_01616
OG0000782	Syan.g_01223	Prbm.g_01617
OG0000783	Syan.g_01224	Prbm.g_01618
OG0000784	Syan.g_01225	Prbm.g_01619
OG0000785	Syan.g_01228	Prbm.g_01621
OG0000786	Syan.g_01243	Prbm.g_01624
OG0000787	Syan.g_01244	Prbm.g_01625
OG0000788	Syan.g_00843	Prbm.g_00777
OG0000789	Syan.g_00075	Prbm.g_01051
OG0000790	Syan.g_02778	Prbm.g_01665
OG0000791	Syan.g_02780	Prbm.g_01667
OG0000792	Syan.g_02781	Prbm.g_01668
OG0000793	Syan.g_02879	Prbm.g_01671
OG0000794	Syan.g_02881	Prbm.g_01672
OG0000795	Syan.g_02882	Prbm.g_01673
OG0000796	Syan.g_02886	Prbm.g_01677
OG0000797	Syan.g_02888	Prbm.g_01678
OG0000799	Syan.g_01310	Prbm.g_01691
OG0000800	Syan.g_01308	Prbm.g_01692
OG0000801	Syan.g_01307	Prbm.g_01693
OG0000802	Syan.g_01303	Prbm.g_01695
OG0000803	Syan.g_01294	Prbm.g_01697
OG0000804	Syan.g_01291	Prbm.g_01698
OG0000805	Syan.g_01289	Prbm.g_01700
OG0000806	Syan.g_01287	Prbm.g_01702
OG0000807	Syan.g_01286	Prbm.g_01703
OG0000808	Syan.g_01285	Prbm.g_01704
OG0000809	Syan.g_01281	Prbm.g_01708
OG0000810	Syan.g_01280	Prbm.g_01709
OG0000811	Syan.g_01272	Prbm.g_01713
OG0000812	Syan.g_01270	Prbm.g_01715
OG0000813	Syan.g_01269	Prbm.g_01716
OG0000814	Syan.g_01267	Prbm.g_01718
OG0000815	Syan.g_01249	Prbm.g_01719
OG0000816	Syan.g_01247	Prbm.g_01721
OG0000817	Syan.g_01328	Prbm.g_01722
OG0000818	Syan.g_02807	Prbm.g_01726
OG0000819	Syan.g_02808	Prbm.g_01727
OG0000820	Syan.g_02809	Prbm.g_01728
OG0000821	Syan.g_02815	Prbm.g_01731
OG0000822	Syan.g_02817	Prbm.g_01732
OG0000823	Syan.g_02818	Prbm.g_01733
OG0000824	Syan.g_02824	Prbm.g_01736
OG0000825	Syan.g_02825	Prbm.g_01737
OG0000826	Syan.g_02826	Prbm.g_01738
OG0000827	Syan.g_02827	Prbm.g_01739
OG0000828	Syan.g_02830	Prbm.g_01742
OG0000829	Syan.g_02831	Prbm.g_01743
OG0000830	Syan.g_02832	Prbm.g_01744
OG0000831	Syan.g_02834	Prbm.g_01746
OG0000832	Syan.g_02408	Prbm.g_01756
OG0000833	Syan.g_01343	Prbm.g_01764
OG0000834	Syan.g_01345	Prbm.g_01765
OG0000835	Syan.g_01346	Prbm.g_01766
OG0000836	Syan.g_01349	Prbm.g_01768
OG0000837	Syan.g_01351	Prbm.g_01769
OG0000838	Syan.g_01355	Prbm.g_01771
OG0000839	Syan.g_01356	Prbm.g_01772
OG0000840	Syan.g_01357	Prbm.g_01773
OG0000841	Syan.g_01358	Prbm.g_01774
OG0000842	Syan.g_01359	Prbm.g_01775
OG0000843	Syan.g_01360	Prbm.g_01776
OG0000844	Syan.g_01362	Prbm.g_01777
OG0000845	Syan.g_01363	Prbm.g_01778
OG0000846	Syan.g_01364	Prbm.g_01779
OG0000847	Syan.g_01365	Prbm.g_01780
OG0000848	Syan.g_01367	Prbm.g_01781
OG0000849	Syan.g_01368	Prbm.g_01782
OG0000850	Syan.g_01371	Prbm.g_01784
OG0000851	Syan.g_01374	Prbm.g_01785
OG0000852	Syan.g_01375	Prbm.g_01786
OG0000853	Syan.g_01379	Prbm.g_01791
OG0000854	Syan.g_01381	Prbm.g_01793
OG0000855	Syan.g_01382	Prbm.g_01794
OG0000856	Syan.g_01136	Prbm.g_01685
OG0000857	Syan.g_00672	Prbm.g_00830
OG0000858	Syan.g_01389	Prbm.g_01835
OG0000859	Syan.g_01390	Prbm.g_01836
OG0000860	Syan.g_01402	Prbm.g_01843
OG0000861	Syan.g_01403	Prbm.g_01844
OG0000862	Syan.g_01412	Prbm.g_01845
OG0000863	Syan.g_01414	Prbm.g_01846
OG0000864	Syan.g_00969	Prbm.g_01847
OG0000865	Syan.g_01415	Prbm.g_01848
OG0000866	Syan.g_01416	Prbm.g_01849
OG0000867	Syan.g_01417	Prbm.g_01850
OG0000868	Syan.g_01421	Prbm.g_01851
OG0000869	Syan.g_01426	Prbm.g_01854
OG0000870	Syan.g_01431	Prbm.g_01859
OG0000871	Syan.g_01432	Prbm.g_01860
OG0000872	Syan.g_01438	Prbm.g_01861
OG0000873	Syan.g_01441	Prbm.g_01864
OG0000874	Syan.g_01443	Prbm.g_01867
OG0000875	Syan.g_01445	Prbm.g_01869
OG0000876	Syan.g_00391	Prbm.g_01870
OG0000877	Syan.g_01449	Prbm.g_01872
OG0000878	Syan.g_01450	Prbm.g_01873
OG0000879	Syan.g_01451	Prbm.g_01874
OG0000880	Syan.g_01452	Prbm.g_01875
OG0000881	Syan.g_01457	Prbm.g_01878
OG0000882	Syan.g_01462	Prbm.g_01883
OG0000883	Syan.g_01464	Prbm.g_01885
OG0000884	Syan.g_01466	Prbm.g_01887
OG0000885	Syan.g_01467	Prbm.g_01888
OG0000886	Syan.g_01468	Prbm.g_01889
OG0000887	Syan.g_01469	Prbm.g_01890
OG0000888	Syan.g_01471	Prbm.g_01892
OG0000889	Syan.g_01473	Prbm.g_01894
OG0000890	Syan.g_01476	Prbm.g_01895
OG0000891	Syan.g_01477	Prbm.g_01896
OG0000892	Syan.g_01480	Prbm.g_01898
OG0000893	Syan.g_02103	Prbm.g_01948
OG0000894	Syan.g_02108	Prbm.g_01951
OG0000895	Syan.g_02112	Prbm.g_01954
OG0000896	Syan.g_02113	Prbm.g_01955
OG0000897	Syan.g_02115	Prbm.g_01957
OG0000898	Syan.g_02116	Prbm.g_01958
OG0000899	Syan.g_02117	Prbm.g_01959
OG0000900	Syan.g_02118	Prbm.g_01960
OG0000901	Syan.g_02123	Prbm.g_01963
OG0000902	Syan.g_02125	Prbm.g_01965
OG0000903	Syan.g_02252	Prbm.g_01975
OG0000904	Syan.g_02258	Prbm.g_01970
OG0000905	Syan.g_02129	Prbm.g_01967
OG0000906	Syan.g_02127	Prbm.g_01966
OG0000907	Syan.g_02245	Prbm.g_01990
OG0000908	Syan.g_02242	Prbm.g_01993
OG0000909	Syan.g_02241	Prbm.g_01994
OG0000910	Syan.g_02240	Prbm.g_01995
OG0000911	Syan.g_02238	Prbm.g_01997
OG0000912	Syan.g_02237	Prbm.g_01998
OG0000913	Syan.g_02236	Prbm.g_01999
OG0000914	Syan.g_02235	Prbm.g_02000
OG0000915	Syan.g_02233	Prbm.g_02001
OG0000916	Syan.g_02232	Prbm.g_02002
OG0000917	Syan.g_02231	Prbm.g_02003
OG0000918	Syan.g_02230	Prbm.g_02004
OG0000919	Syan.g_02229	Prbm.g_02005
OG0000920	Syan.g_02228	Prbm.g_02006
OG0000921	Syan.g_02227	Prbm.g_02007
OG0000922	Syan.g_02226	Prbm.g_02008
OG0000923	Syan.g_02222	Prbm.g_02012
OG0000924	Syan.g_02221	Prbm.g_02013
OG0000925	Syan.g_02220	Prbm.g_02014
OG0000926	Syan.g_02219	Prbm.g_02015
OG0000927	Syan.g_02217	Prbm.g_02017
OG0000928	Syan.g_02216	Prbm.g_02018
OG0000929	Syan.g_02215	Prbm.g_02019
OG0000930	Syan.g_02214	Prbm.g_02020
OG0000931	Syan.g_02213	Prbm.g_02021
OG0000932	Syan.g_02212	Prbm.g_02022
OG0000933	Syan.g_02206	Prbm.g_02026
OG0000934	Syan.g_02204	Prbm.g_02028
OG0000935	Syan.g_02203	Prbm.g_02029
OG0000936	Syan.g_02202	Prbm.g_02030
OG0000937	Syan.g_02201	Prbm.g_02031
OG0000938	Syan.g_02198	Prbm.g_02034
OG0000939	Syan.g_02197	Prbm.g_02035
OG0000940	Syan.g_02188	Prbm.g_02042
OG0000941	Syan.g_02186	Prbm.g_02044
OG0000942	Syan.g_02184	Prbm.g_02046
OG0000943	Syan.g_02183	Prbm.g_02048
OG0000944	Syan.g_02181	Prbm.g_02050
OG0000945	Syan.g_02180	Prbm.g_02051
OG0000946	Syan.g_02167	Prbm.g_02057
OG0000947	Syan.g_02164	Prbm.g_02059
OG0000948	Syan.g_02163	Prbm.g_02060
OG0000949	Syan.g_01951	Prbm.g_02063
OG0000950	Syan.g_01940	Prbm.g_02068
OG0000951	Syan.g_01932	Prbm.g_02072
OG0000952	Syan.g_01927	Prbm.g_02076
OG0000953	Syan.g_01922	Prbm.g_02080
OG0000954	Syan.g_01916	Prbm.g_02084
OG0000955	Syan.g_01915	Prbm.g_02085
OG0000956	Syan.g_01913	Prbm.g_02087
OG0000957	Syan.g_01898	Prbm.g_02092
OG0000958	Syan.g_01897	Prbm.g_02093
OG0000959	Syan.g_01893	Prbm.g_02097
OG0000960	Syan.g_01892	Prbm.g_02098
OG0000961	Syan.g_03024	Prbm.g_02101
OG0000962	Syan.g_01887	Prbm.g_02103
OG0000963	Syan.g_01881	Prbm.g_02107
OG0000964	Syan.g_01880	Prbm.g_02108
OG0000965	Syan.g_01879	Prbm.g_02109
OG0000966	Syan.g_01812	Prbm.g_02144
OG0000967	Syan.g_01804	Prbm.g_02148
OG0000968	Syan.g_01706	Prbm.g_02150
OG0000969	Syan.g_01708	Prbm.g_02151
OG0000970	Syan.g_01709	Prbm.g_02152
OG0000971	Syan.g_01711	Prbm.g_02153
OG0000972	Syan.g_01712	Prbm.g_02154
OG0000973	Syan.g_01713	Prbm.g_02155
OG0000974	Syan.g_01714	Prbm.g_02156
OG0000975	Syan.g_01715	Prbm.g_02157
OG0000976	Syan.g_01716	Prbm.g_02158
OG0000977	Syan.g_01718	Prbm.g_02159
OG0000978	Syan.g_01719	Prbm.g_02160
OG0000979	Syan.g_01722	Prbm.g_02163
OG0000980	Syan.g_01725	Prbm.g_02165
OG0000981	Syan.g_01728	Prbm.g_02168
OG0000982	Syan.g_01566	Prbm.g_02170
OG0000983	Syan.g_01567	Prbm.g_02171
OG0000984	Syan.g_01568	Prbm.g_02172
OG0000985	Syan.g_01572	Prbm.g_02175
OG0000986	Syan.g_01574	Prbm.g_02177
OG0000987	Syan.g_01576	Prbm.g_02178
OG0000988	Syan.g_01581	Prbm.g_02181
OG0000989	Syan.g_01587	Prbm.g_02185
OG0000990	Syan.g_01615	Prbm.g_02190
OG0000991	Syan.g_01618	Prbm.g_02191
OG0000992	Syan.g_01622	Prbm.g_02194
OG0000993	Syan.g_01623	Prbm.g_02195
OG0000994	Syan.g_01625	Prbm.g_02196
OG0000995	Syan.g_01629	Prbm.g_02200
OG0000996	Syan.g_01653	Prbm.g_02201
OG0000997	Syan.g_01677	Prbm.g_02208
OG0000998	Syan.g_01679	Prbm.g_02210
OG0000999	Syan.g_01680	Prbm.g_02211
OG0001000	Syan.g_01684	Prbm.g_02214
OG0001001	Syan.g_01690	Prbm.g_02217
OG0001002	Syan.g_01697	Prbm.g_02222
OG0001003	Syan.g_01699	Prbm.g_02225
OG0001004	Syan.g_01700	Prbm.g_02226
OG0001005	Syan.g_01701	Prbm.g_02227
OG0001006	Syan.g_01794	Prbm.g_02231
OG0001007	Syan.g_01796	Prbm.g_02233
OG0001008	Syan.g_02397	Prbm.g_00447
OG0001009	Syan.g_01748	Prbm.g_00027
OG0001010	Syan.g_01747	Prbm.g_00028
OG0001011	Syan.g_01745	Prbm.g_00029
OG0001012	Syan.g_00281	Prbm.g_00052
OG0001013	Syan.g_01542	Prbm.g_00057
OG0001014	Syan.g_01535	Prbm.g_00060
OG0001015	Syan.g_01534	Prbm.g_00061
OG0001016	Syan.g_02912	Prbm.g_00130
OG0001017	Syan.g_02918	Prbm.g_00134
OG0001018	Syan.g_02920	Prbm.g_00137
OG0001019	Syan.g_02947	Prbm.g_00146
OG0001020	Syan.g_02951	Prbm.g_00147
OG0001021	Syan.g_02958	Prbm.g_00148
OG0001022	Syan.g_02964	Prbm.g_00151
OG0001023	Syan.g_02965	Prbm.g_00152
OG0001024	Syan.g_00968	Prbm.g_00155
OG0001025	Syan.g_02971	Prbm.g_00162
OG0001026	Syan.g_02984	Prbm.g_00170
OG0001027	Syan.g_02308	Prbm.g_00171
OG0001028	Syan.g_02305	Prbm.g_00173
OG0001029	Syan.g_02303	Prbm.g_00175
OG0001030	Syan.g_02281	Prbm.g_00191
OG0001031	Syan.g_03060	Prbm.g_00246
OG0001032	Syan.g_03063	Prbm.g_00247
OG0001033	Syan.g_00970	Prbm.g_00267
OG0001034	Syan.g_02425	Prbm.g_00296
OG0001035	Syan.g_02062	Prbm.g_00313
OG0001036	Syan.g_02056	Prbm.g_00318
OG0001037	Syan.g_02054	Prbm.g_00319
OG0001038	Syan.g_02025	Prbm.g_00335
OG0001039	Syan.g_02022	Prbm.g_00337
OG0001040	Syan.g_02019	Prbm.g_00340
OG0001041	Syan.g_02015	Prbm.g_00344
OG0001042	Syan.g_01992	Prbm.g_00360
OG0001043	Syan.g_01988	Prbm.g_00361
OG0001044	Syan.g_02145	Prbm.g_00399
OG0001045	Syan.g_02132	Prbm.g_00408
OG0001046	Syan.g_00591	Prbm.g_01121
OG0001047	Syan.g_02399	Prbm.g_00449
OG0001048	Syan.g_02400	Prbm.g_00450
OG0001049	Syan.g_01340	Prbm.g_00452
OG0001050	Syan.g_01339	Prbm.g_00453
OG0001051	Syan.g_01338	Prbm.g_00454
OG0001052	Syan.g_02850	Prbm.g_00497
OG0001053	Syan.g_02761	Prbm.g_00509
OG0001054	Syan.g_02742	Prbm.g_00523
OG0001055	Syan.g_02721	Prbm.g_00551
OG0001056	Syan.g_01161	Prbm.g_00569
OG0001057	Syan.g_00832	Prbm.g_00574
OG0001058	Syan.g_00851	Prbm.g_00582
OG0001059	Syan.g_00855	Prbm.g_00586
OG0001060	Syan.g_00861	Prbm.g_00593
OG0001061	Syan.g_00880	Prbm.g_00606
OG0001063	Syan.g_00945	Prbm.g_00609
OG0001064	Syan.g_00946	Prbm.g_00610
OG0001065	Syan.g_00947	Prbm.g_00611
OG0001066	Syan.g_00948	Prbm.g_00612
OG0001067	Syan.g_00949	Prbm.g_00613
OG0001068	Syan.g_00950	Prbm.g_00614
OG0001069	Syan.g_00951	Prbm.g_00615
OG0001070	Syan.g_00955	Prbm.g_00617
OG0001071	Syan.g_00956	Prbm.g_00618
OG0001072	Syan.g_00960	Prbm.g_00619
OG0001073	Syan.g_01012	Prbm.g_00634
OG0001074	Syan.g_00202	Prbm.g_00646
OG0001075	Syan.g_00200	Prbm.g_00647
OG0001076	Syan.g_00012	Prbm.g_00654
OG0001077	Syan.g_01140	Prbm.g_00659
OG0001078	Syan.g_00815	Prbm.g_00667
OG0001079	Syan.g_00799	Prbm.g_00678
OG0001080	Syan.g_00781	Prbm.g_00684
OG0001081	Syan.g_00779	Prbm.g_00686
OG0001082	Syan.g_00778	Prbm.g_00687
OG0001083	Syan.g_00771	Prbm.g_00692
OG0001084	Syan.g_00770	Prbm.g_00693
OG0001086	Syan.g_00757	Prbm.g_00704
OG0001087	Syan.g_01159	Prbm.g_00725
OG0001088	Syan.g_02688	Prbm.g_00726
OG0001089	Syan.g_00185	Prbm.g_00734
OG0001090	Syan.g_00317	Prbm.g_00743
OG0001091	Syan.g_00320	Prbm.g_00745
OG0001092	Syan.g_00322	Prbm.g_00746
OG0001093	Syan.g_00328	Prbm.g_00751
OG0001094	Syan.g_00696	Prbm.g_00808
OG0001095	Syan.g_00675	Prbm.g_00827
OG0001096	Syan.g_00659	Prbm.g_00842
OG0001097	Syan.g_00386	Prbm.g_00860
OG0001099	Syan.g_02304	Prbm.g_00914
OG0001100	Syan.g_00749	Prbm.g_00921
OG0001101	Syan.g_00747	Prbm.g_00923
OG0001102	Syan.g_00744	Prbm.g_00926
OG0001103	Syan.g_00742	Prbm.g_00928
OG0001104	Syan.g_00714	Prbm.g_00794
OG0001106	Syan.g_00551	Prbm.g_00976
OG0001107	Syan.g_00563	Prbm.g_00986
OG0001108	Syan.g_00571	Prbm.g_00990
OG0001109	Syan.g_00573	Prbm.g_00991
OG0001110	Syan.g_00575	Prbm.g_00993
OG0001111	Syan.g_00577	Prbm.g_00994
OG0001112	Syan.g_00579	Prbm.g_00995
OG0001113	Syan.g_00580	Prbm.g_00996
OG0001114	Syan.g_00581	Prbm.g_00997
OG0001115	Syan.g_00586	Prbm.g_00999
OG0001116	Syan.g_00588	Prbm.g_01000
OG0001117	Syan.g_00589	Prbm.g_01001
OG0001118	Syan.g_00590	Prbm.g_01002
OG0001119	Syan.g_00592	Prbm.g_01003
OG0001120	Syan.g_00597	Prbm.g_01004
OG0001122	Syan.g_00366	Prbm.g_01033
OG0001123	Syan.g_00359	Prbm.g_01037
OG0001124	Syan.g_00357	Prbm.g_01039
OG0001125	Syan.g_00355	Prbm.g_01041
OG0001126	Syan.g_00307	Prbm.g_01052
OG0001127	Syan.g_00306	Prbm.g_01053
OG0001128	Syan.g_00303	Prbm.g_01056
OG0001129	Syan.g_00301	Prbm.g_01057
OG0001130	Syan.g_00300	Prbm.g_01058
