Orthogroup	Syan	Prbe
OG0000569	Syan.g_00875	Prbe.g_00565
OG0000570	Syan.g_00876	Prbe.g_00564
OG0000571	Syan.g_00879	Prbe.g_00562
OG0000572	Syan.g_00954	Prbe.g_00548
OG0000573	Syan.g_00963	Prbe.g_00542
OG0000574	Syan.g_00965	Prbe.g_00541
OG0000575	Syan.g_01003	Prbe.g_00537
OG0000576	Syan.g_01007	Prbe.g_00535
OG0000577	Syan.g_01008	Prbe.g_00534
OG0000578	Syan.g_01009	Prbe.g_00533
OG0000579	Syan.g_01010	Prbe.g_00532
OG0000580	Syan.g_01011	Prbe.g_00531
OG0000581	Syan.g_01018	Prbe.g_00528
OG0000582	Syan.g_01030	Prbe.g_00525
OG0000583	Syan.g_01029	Prbe.g_00524
OG0000584	Syan.g_01028	Prbe.g_00523
OG0000585	Syan.g_01024	Prbe.g_00521
OG0000586	Syan.g_01022	Prbe.g_00520
OG0000587	Syan.g_01020	Prbe.g_00519
OG0000588	Syan.g_00215	Prbe.g_00515
OG0000589	Syan.g_00016	Prbe.g_00513
OG0000590	Syan.g_00015	Prbe.g_00512
OG0000591	Syan.g_00003	Prbe.g_00508
OG0000592	Syan.g_00002	Prbe.g_00507
OG0000593	Syan.g_00820	Prbe.g_01488
OG0000594	Syan.g_00819	Prbe.g_01487
OG0000595	Syan.g_00818	Prbe.g_01486
OG0000596	Syan.g_00813	Prbe.g_01482
OG0000597	Syan.g_00810	Prbe.g_01479
OG0000598	Syan.g_00809	Prbe.g_01478
OG0000599	Syan.g_00802	Prbe.g_01475
OG0000600	Syan.g_00801	Prbe.g_01474
OG0000601	Syan.g_00800	Prbe.g_01473
OG0000602	Syan.g_00796	Prbe.g_01471
OG0000603	Syan.g_00795	Prbe.g_01470
OG0000604	Syan.g_00792	Prbe.g_01469
OG0000605	Syan.g_00783	Prbe.g_01468
OG0000606	Syan.g_00780	Prbe.g_01465
OG0000607	Syan.g_00777	Prbe.g_01462
OG0000608	Syan.g_00776	Prbe.g_01461
OG0000609	Syan.g_00774	Prbe.g_01460
OG0000610	Syan.g_00766	Prbe.g_01454
OG0000611	Syan.g_00763	Prbe.g_01451
OG0000612	Syan.g_00762	Prbe.g_01450
OG0000613	Syan.g_01965	Prbe.g_00447
OG0000614	Syan.g_00184	Prbe.g_00468
OG0000615	Syan.g_00728	Prbe.g_01209
OG0000616	Syan.g_01694	Prbe.g_01197
OG0000617	Syan.g_00324	Prbe.g_01434
OG0000618	Syan.g_00325	Prbe.g_01433
OG0000619	Syan.g_00326	Prbe.g_01432
OG0000620	Syan.g_00331	Prbe.g_01429
OG0000621	Syan.g_00332	Prbe.g_01428
OG0000622	Syan.g_00334	Prbe.g_01427
OG0000623	Syan.g_00335	Prbe.g_01426
OG0000624	Syan.g_00337	Prbe.g_01424
OG0000625	Syan.g_00338	Prbe.g_01423
OG0000626	Syan.g_00339	Prbe.g_01422
OG0000627	Syan.g_00465	Prbe.g_01421
OG0000628	Syan.g_00466	Prbe.g_01420
OG0000629	Syan.g_00469	Prbe.g_01419
OG0000630	Syan.g_00474	Prbe.g_01416
OG0000631	Syan.g_00484	Prbe.g_01323
OG0000632	Syan.g_00485	Prbe.g_01324
OG0000633	Syan.g_00489	Prbe.g_01325
OG0000634	Syan.g_00694	Prbe.g_01218
OG0000635	Syan.g_00693	Prbe.g_01219
OG0000636	Syan.g_00691	Prbe.g_01221
OG0000637	Syan.g_00689	Prbe.g_01223
OG0000638	Syan.g_00688	Prbe.g_01224
OG0000639	Syan.g_00687	Prbe.g_01225
OG0000640	Syan.g_00686	Prbe.g_01226
OG0000641	Syan.g_00682	Prbe.g_01230
OG0000642	Syan.g_00681	Prbe.g_01231
OG0000643	Syan.g_00679	Prbe.g_01232
OG0000644	Syan.g_00678	Prbe.g_01233
OG0000645	Syan.g_00676	Prbe.g_01234
OG0000646	Syan.g_00673	Prbe.g_01236
OG0000647	Syan.g_00671	Prbe.g_01238
OG0000648	Syan.g_00669	Prbe.g_01240
OG0000649	Syan.g_00668	Prbe.g_01241
OG0000650	Syan.g_00667	Prbe.g_01242
OG0000651	Syan.g_00666	Prbe.g_01243
OG0000652	Syan.g_00665	Prbe.g_01244
OG0000653	Syan.g_00663	Prbe.g_01246
OG0000654	Syan.g_00661	Prbe.g_01247
OG0000655	Syan.g_00660	Prbe.g_01248
OG0000656	Syan.g_00656	Prbe.g_01251
OG0000657	Syan.g_00375	Prbe.g_01259
OG0000658	Syan.g_00378	Prbe.g_01261
OG0000659	Syan.g_00379	Prbe.g_01262
OG0000660	Syan.g_00383	Prbe.g_01266
OG0000661	Syan.g_00385	Prbe.g_01268
OG0000662	Syan.g_00392	Prbe.g_01270
OG0000663	Syan.g_00395	Prbe.g_01272
OG0000664	Syan.g_00397	Prbe.g_01273
OG0000665	Syan.g_00788	Prbe.g_01279
OG0000666	Syan.g_02100	Prbe.g_01280
OG0000667	Syan.g_00044	Prbe.g_01284
OG0000668	Syan.g_00365	Prbe.g_00105
OG0000669	Syan.g_00751	Prbe.g_00406
OG0000670	Syan.g_00748	Prbe.g_00409
OG0000671	Syan.g_00746	Prbe.g_00412
OG0000672	Syan.g_00743	Prbe.g_00415
OG0000673	Syan.g_00740	Prbe.g_00418
OG0000674	Syan.g_00738	Prbe.g_00420
OG0000675	Syan.g_00737	Prbe.g_00421
OG0000676	Syan.g_00735	Prbe.g_00423
OG0000677	Syan.g_00734	Prbe.g_00424
OG0000678	Syan.g_00732	Prbe.g_00426
OG0000679	Syan.g_00724	Prbe.g_00430
OG0000680	Syan.g_00723	Prbe.g_00431
OG0000681	Syan.g_00720	Prbe.g_00434
OG0000682	Syan.g_00719	Prbe.g_00435
OG0000683	Syan.g_00718	Prbe.g_00436
OG0000684	Syan.g_00715	Prbe.g_00438
OG0000685	Syan.g_00713	Prbe.g_00440
OG0000686	Syan.g_00712	Prbe.g_00441
OG0000687	Syan.g_00711	Prbe.g_00442
OG0000688	Syan.g_00706	Prbe.g_01446
OG0000689	Syan.g_00704	Prbe.g_01445
OG0000690	Syan.g_00703	Prbe.g_01444
OG0000691	Syan.g_00702	Prbe.g_01443
OG0000692	Syan.g_00700	Prbe.g_01441
OG0000693	Syan.g_00698	Prbe.g_01440
OG0000694	Syan.g_00697	Prbe.g_01439
OG0000695	Syan.g_00492	Prbe.g_01327
OG0000696	Syan.g_00493	Prbe.g_01328
OG0000697	Syan.g_00495	Prbe.g_01329
OG0000698	Syan.g_00498	Prbe.g_01332
OG0000699	Syan.g_00500	Prbe.g_01333
OG0000700	Syan.g_00501	Prbe.g_01334
OG0000701	Syan.g_00502	Prbe.g_01335
OG0000702	Syan.g_00534	Prbe.g_01337
OG0000703	Syan.g_00546	Prbe.g_01338
OG0000704	Syan.g_00550	Prbe.g_01340
OG0000705	Syan.g_00557	Prbe.g_01343
OG0000706	Syan.g_00558	Prbe.g_01344
OG0000707	Syan.g_00559	Prbe.g_01345
OG0000708	Syan.g_00562	Prbe.g_01347
OG0000709	Syan.g_00570	Prbe.g_01351
OG0000710	Syan.g_00574	Prbe.g_01354
OG0000711	Syan.g_00607	Prbe.g_01372
OG0000712	Syan.g_00609	Prbe.g_01373
OG0000713	Syan.g_00610	Prbe.g_01374
OG0000714	Syan.g_00624	Prbe.g_01375
OG0000715	Syan.g_00626	Prbe.g_01377
OG0000716	Syan.g_00630	Prbe.g_01379
OG0000717	Syan.g_00631	Prbe.g_01380
OG0000718	Syan.g_00651	Prbe.g_01384
OG0000719	Syan.g_00367	Prbe.g_01386
OG0000720	Syan.g_00354	Prbe.g_01398
OG0000721	Syan.g_00352	Prbe.g_01402
OG0000722	Syan.g_00351	Prbe.g_01403
OG0000723	Syan.g_00341	Prbe.g_01407
OG0000724	Syan.g_00299	Prbe.g_01302
OG0000725	Syan.g_00194	Prbe.g_01296
OG0000726	Syan.g_00193	Prbe.g_01295
OG0000727	Syan.g_00192	Prbe.g_01294
OG0000728	Syan.g_00190	Prbe.g_01292
OG0000729	Syan.g_01885	Prbe.g_00915
OG0000730	Syan.g_02147	Prbe.g_01591
OG0000731	Syan.g_02135	Prbe.g_01898
OG0000732	Syan.g_01726	Prbe.g_01148
OG0000733	Syan.g_01147	Prbe.g_00042
OG0000734	Syan.g_02982	Prbe.g_01565
OG0000735	Syan.g_02713	Prbe.g_01563
OG0000736	Syan.g_02712	Prbe.g_01562
OG0000737	Syan.g_02711	Prbe.g_01561
OG0000738	Syan.g_02705	Prbe.g_01557
OG0000739	Syan.g_02704	Prbe.g_01556
OG0000740	Syan.g_02703	Prbe.g_01555
OG0000741	Syan.g_02700	Prbe.g_01553
OG0000742	Syan.g_02697	Prbe.g_01550
OG0000743	Syan.g_02694	Prbe.g_01548
OG0000744	Syan.g_02693	Prbe.g_01547
OG0000745	Syan.g_02690	Prbe.g_01546
OG0000746	Syan.g_02687	Prbe.g_01544
OG0000747	Syan.g_02685	Prbe.g_01543
OG0000748	Syan.g_02669	Prbe.g_01539
OG0000749	Syan.g_02668	Prbe.g_01538
OG0000750	Syan.g_02667	Prbe.g_01537
OG0000751	Syan.g_02661	Prbe.g_01534
OG0000752	Syan.g_02659	Prbe.g_01532
OG0000753	Syan.g_02656	Prbe.g_01530
OG0000754	Syan.g_02650	Prbe.g_01527
OG0000755	Syan.g_02641	Prbe.g_01521
OG0000756	Syan.g_02640	Prbe.g_01520
OG0000757	Syan.g_02623	Prbe.g_01513
OG0000758	Syan.g_02622	Prbe.g_01512
OG0000759	Syan.g_02621	Prbe.g_01511
OG0000760	Syan.g_02620	Prbe.g_01510
OG0000761	Syan.g_02619	Prbe.g_01509
OG0000762	Syan.g_02617	Prbe.g_01508
OG0000763	Syan.g_02615	Prbe.g_01506
OG0000764	Syan.g_02614	Prbe.g_01505
OG0000765	Syan.g_02587	Prbe.g_01497
OG0000766	Syan.g_02586	Prbe.g_01496
OG0000767	Syan.g_02584	Prbe.g_01494
OG0000768	Syan.g_02583	Prbe.g_01493
OG0000769	Syan.g_02581	Prbe.g_01491
OG0000770	Syan.g_02561	Prbe.g_00502
OG0000771	Syan.g_00305	Prbe.g_00215
OG0000772	Syan.g_00436	Prbe.g_01128
OG0000773	Syan.g_01199	Prbe.g_00902
OG0000774	Syan.g_01205	Prbe.g_00900
OG0000775	Syan.g_01207	Prbe.g_00898
OG0000776	Syan.g_01208	Prbe.g_00897
OG0000777	Syan.g_01209	Prbe.g_00896
OG0000778	Syan.g_01210	Prbe.g_00895
OG0000779	Syan.g_01215	Prbe.g_00891
OG0000780	Syan.g_01218	Prbe.g_00890
OG0000781	Syan.g_01222	Prbe.g_00886
OG0000782	Syan.g_01223	Prbe.g_00885
OG0000783	Syan.g_01224	Prbe.g_00884
OG0000784	Syan.g_01225	Prbe.g_00883
OG0000785	Syan.g_01228	Prbe.g_00881
OG0000786	Syan.g_01243	Prbe.g_00878
OG0000787	Syan.g_01244	Prbe.g_00877
OG0000788	Syan.g_00843	Prbe.g_00634
OG0000789	Syan.g_00075	Prbe.g_00212
OG0000790	Syan.g_02778	Prbe.g_00368
OG0000791	Syan.g_02780	Prbe.g_00366
OG0000792	Syan.g_02781	Prbe.g_00365
OG0000793	Syan.g_02879	Prbe.g_00362
OG0000794	Syan.g_02881	Prbe.g_00361
OG0000795	Syan.g_02882	Prbe.g_00360
OG0000796	Syan.g_02886	Prbe.g_00356
OG0000797	Syan.g_02888	Prbe.g_00355
OG0000799	Syan.g_01310	Prbe.g_00328
OG0000800	Syan.g_01308	Prbe.g_00327
OG0000801	Syan.g_01307	Prbe.g_00326
OG0000802	Syan.g_01303	Prbe.g_00324
OG0000803	Syan.g_01294	Prbe.g_00322
OG0000804	Syan.g_01291	Prbe.g_00321
OG0000805	Syan.g_01289	Prbe.g_00319
OG0000806	Syan.g_01287	Prbe.g_00317
OG0000807	Syan.g_01286	Prbe.g_00316
OG0000808	Syan.g_01285	Prbe.g_00315
OG0000809	Syan.g_01281	Prbe.g_00313
OG0000810	Syan.g_01280	Prbe.g_00312
OG0000811	Syan.g_01272	Prbe.g_00308
OG0000812	Syan.g_01270	Prbe.g_00306
OG0000813	Syan.g_01269	Prbe.g_00305
OG0000814	Syan.g_01267	Prbe.g_00303
OG0000815	Syan.g_01249	Prbe.g_00302
OG0000816	Syan.g_01247	Prbe.g_00300
OG0000817	Syan.g_01328	Prbe.g_00299
OG0000818	Syan.g_02807	Prbe.g_00294
OG0000819	Syan.g_02808	Prbe.g_00293
OG0000820	Syan.g_02809	Prbe.g_00292
OG0000821	Syan.g_02815	Prbe.g_00288
OG0000822	Syan.g_02817	Prbe.g_00287
OG0000823	Syan.g_02818	Prbe.g_00286
OG0000824	Syan.g_02824	Prbe.g_00283
OG0000825	Syan.g_02825	Prbe.g_00282
OG0000826	Syan.g_02826	Prbe.g_00281
OG0000827	Syan.g_02827	Prbe.g_00280
OG0000828	Syan.g_02830	Prbe.g_00277
OG0000829	Syan.g_02831	Prbe.g_00276
OG0000830	Syan.g_02832	Prbe.g_00275
OG0000831	Syan.g_02834	Prbe.g_00273
OG0000832	Syan.g_02408	Prbe.g_00263
OG0000833	Syan.g_01343	Prbe.g_00254
OG0000834	Syan.g_01345	Prbe.g_00253
OG0000835	Syan.g_01346	Prbe.g_00252
OG0000836	Syan.g_01349	Prbe.g_00251
OG0000837	Syan.g_01351	Prbe.g_00250
OG0000838	Syan.g_01355	Prbe.g_00248
OG0000839	Syan.g_01356	Prbe.g_00247
OG0000840	Syan.g_01357	Prbe.g_00246
OG0000841	Syan.g_01358	Prbe.g_00245
OG0000842	Syan.g_01359	Prbe.g_00244
OG0000843	Syan.g_01360	Prbe.g_00243
OG0000844	Syan.g_01362	Prbe.g_00242
OG0000845	Syan.g_01363	Prbe.g_00241
OG0000846	Syan.g_01364	Prbe.g_00240
OG0000847	Syan.g_01365	Prbe.g_00239
OG0000848	Syan.g_01367	Prbe.g_00238
OG0000849	Syan.g_01368	Prbe.g_00237
OG0000850	Syan.g_01371	Prbe.g_00235
OG0000851	Syan.g_01374	Prbe.g_00234
OG0000852	Syan.g_01375	Prbe.g_00233
OG0000853	Syan.g_01379	Prbe.g_00227
OG0000854	Syan.g_01381	Prbe.g_00225
OG0000855	Syan.g_01382	Prbe.g_00224
OG0000856	Syan.g_01136	Prbe.g_00505
OG0000857	Syan.g_00672	Prbe.g_01237
OG0000858	Syan.g_01389	Prbe.g_00992
OG0000859	Syan.g_01390	Prbe.g_00991
OG0000860	Syan.g_01402	Prbe.g_00983
OG0000861	Syan.g_01403	Prbe.g_00982
OG0000862	Syan.g_01412	Prbe.g_00981
OG0000863	Syan.g_01414	Prbe.g_00979
OG0000864	Syan.g_00969	Prbe.g_00978
OG0000865	Syan.g_01415	Prbe.g_00977
OG0000866	Syan.g_01416	Prbe.g_00976
OG0000867	Syan.g_01417	Prbe.g_00975
OG0000868	Syan.g_01421	Prbe.g_00973
OG0000869	Syan.g_01426	Prbe.g_00970
OG0000870	Syan.g_01431	Prbe.g_00965
OG0000871	Syan.g_01432	Prbe.g_00964
OG0000872	Syan.g_01438	Prbe.g_00963
OG0000873	Syan.g_01441	Prbe.g_00960
OG0000874	Syan.g_01443	Prbe.g_00957
OG0000875	Syan.g_01445	Prbe.g_00956
OG0000876	Syan.g_00391	Prbe.g_00955
OG0000877	Syan.g_01449	Prbe.g_00953
OG0000878	Syan.g_01450	Prbe.g_00952
OG0000879	Syan.g_01451	Prbe.g_00951
OG0000880	Syan.g_01452	Prbe.g_00950
OG0000881	Syan.g_01457	Prbe.g_00946
OG0000882	Syan.g_01462	Prbe.g_00941
OG0000883	Syan.g_01464	Prbe.g_00939
OG0000884	Syan.g_01466	Prbe.g_00937
OG0000885	Syan.g_01467	Prbe.g_00936
OG0000886	Syan.g_01468	Prbe.g_00935
OG0000887	Syan.g_01469	Prbe.g_00934
OG0000888	Syan.g_01471	Prbe.g_00932
OG0000889	Syan.g_01473	Prbe.g_00930
OG0000890	Syan.g_01476	Prbe.g_00929
OG0000891	Syan.g_01477	Prbe.g_00928
OG0000892	Syan.g_01480	Prbe.g_00926
OG0000893	Syan.g_02103	Prbe.g_00922
OG0000894	Syan.g_02108	Prbe.g_00919
OG0000895	Syan.g_02112	Prbe.g_01111
OG0000896	Syan.g_02113	Prbe.g_01110
OG0000897	Syan.g_02115	Prbe.g_01108
OG0000898	Syan.g_02116	Prbe.g_01107
OG0000899	Syan.g_02117	Prbe.g_01106
OG0000900	Syan.g_02118	Prbe.g_01105
OG0000901	Syan.g_02123	Prbe.g_01102
OG0000902	Syan.g_02125	Prbe.g_01100
OG0000903	Syan.g_02252	Prbe.g_01096
OG0000904	Syan.g_02258	Prbe.g_01092
OG0000905	Syan.g_02129	Prbe.g_01098
OG0000906	Syan.g_02127	Prbe.g_01099
OG0000907	Syan.g_02245	Prbe.g_01089
OG0000908	Syan.g_02242	Prbe.g_01086
OG0000909	Syan.g_02241	Prbe.g_01085
OG0000910	Syan.g_02240	Prbe.g_01084
OG0000911	Syan.g_02238	Prbe.g_01082
OG0000912	Syan.g_02237	Prbe.g_01081
OG0000913	Syan.g_02236	Prbe.g_01080
OG0000914	Syan.g_02235	Prbe.g_01079
OG0000915	Syan.g_02233	Prbe.g_01078
OG0000916	Syan.g_02232	Prbe.g_00867
OG0000917	Syan.g_02231	Prbe.g_00866
OG0000918	Syan.g_02230	Prbe.g_00865
OG0000919	Syan.g_02229	Prbe.g_00864
OG0000920	Syan.g_02228	Prbe.g_00863
OG0000921	Syan.g_02227	Prbe.g_00862
OG0000922	Syan.g_02226	Prbe.g_00861
OG0000923	Syan.g_02222	Prbe.g_00857
OG0000924	Syan.g_02221	Prbe.g_00856
OG0000925	Syan.g_02220	Prbe.g_00855
OG0000926	Syan.g_02219	Prbe.g_00854
OG0000927	Syan.g_02217	Prbe.g_00852
OG0000928	Syan.g_02216	Prbe.g_00851
OG0000929	Syan.g_02215	Prbe.g_00850
OG0000930	Syan.g_02214	Prbe.g_00849
OG0000931	Syan.g_02213	Prbe.g_00848
OG0000932	Syan.g_02212	Prbe.g_00847
OG0000933	Syan.g_02206	Prbe.g_00843
OG0000934	Syan.g_02204	Prbe.g_00841
OG0000935	Syan.g_02203	Prbe.g_00840
OG0000936	Syan.g_02202	Prbe.g_00839
OG0000937	Syan.g_02201	Prbe.g_00838
OG0000938	Syan.g_02198	Prbe.g_00835
OG0000939	Syan.g_02197	Prbe.g_00834
OG0000940	Syan.g_02188	Prbe.g_00827
OG0000941	Syan.g_02186	Prbe.g_00825
OG0000942	Syan.g_02184	Prbe.g_00823
OG0000943	Syan.g_02183	Prbe.g_00822
OG0000944	Syan.g_02181	Prbe.g_00820
OG0000945	Syan.g_02180	Prbe.g_00819
OG0000946	Syan.g_02167	Prbe.g_00814
OG0000947	Syan.g_02164	Prbe.g_00812
OG0000948	Syan.g_02163	Prbe.g_00811
OG0000949	Syan.g_01951	Prbe.g_00808
OG0000950	Syan.g_01940	Prbe.g_00801
OG0000951	Syan.g_01932	Prbe.g_00797
OG0000952	Syan.g_01927	Prbe.g_00793
OG0000953	Syan.g_01922	Prbe.g_00789
OG0000954	Syan.g_01916	Prbe.g_00785
OG0000955	Syan.g_01915	Prbe.g_00784
OG0000956	Syan.g_01913	Prbe.g_00782
OG0000957	Syan.g_01898	Prbe.g_00776
OG0000958	Syan.g_01897	Prbe.g_00775
OG0000959	Syan.g_01893	Prbe.g_00771
OG0000960	Syan.g_01892	Prbe.g_00770
OG0000961	Syan.g_03024	Prbe.g_00767
OG0000962	Syan.g_01887	Prbe.g_00765
OG0000963	Syan.g_01881	Prbe.g_00761
OG0000964	Syan.g_01880	Prbe.g_00760
OG0000965	Syan.g_01879	Prbe.g_00759
OG0000966	Syan.g_01812	Prbe.g_00749
OG0000967	Syan.g_01804	Prbe.g_00753
OG0000968	Syan.g_01706	Prbe.g_00755
OG0000969	Syan.g_01708	Prbe.g_00756
OG0000970	Syan.g_01709	Prbe.g_01134
OG0000971	Syan.g_01711	Prbe.g_01135
OG0000972	Syan.g_01712	Prbe.g_01136
OG0000973	Syan.g_01713	Prbe.g_01137
OG0000974	Syan.g_01714	Prbe.g_01138
OG0000975	Syan.g_01715	Prbe.g_01139
OG0000976	Syan.g_01716	Prbe.g_01140
OG0000977	Syan.g_01718	Prbe.g_01141
OG0000978	Syan.g_01719	Prbe.g_01142
OG0000979	Syan.g_01722	Prbe.g_01145
OG0000980	Syan.g_01725	Prbe.g_01147
OG0000981	Syan.g_01728	Prbe.g_01150
OG0000982	Syan.g_01566	Prbe.g_01152
OG0000983	Syan.g_01567	Prbe.g_01153
OG0000984	Syan.g_01568	Prbe.g_01154
OG0000985	Syan.g_01572	Prbe.g_01157
OG0000986	Syan.g_01574	Prbe.g_01159
OG0000987	Syan.g_01576	Prbe.g_01160
OG0000988	Syan.g_01581	Prbe.g_01163
OG0000989	Syan.g_01587	Prbe.g_01167
OG0000990	Syan.g_01615	Prbe.g_01171
OG0000991	Syan.g_01618	Prbe.g_01172
OG0000992	Syan.g_01622	Prbe.g_01175
OG0000993	Syan.g_01623	Prbe.g_01176
OG0000994	Syan.g_01625	Prbe.g_01177
OG0000995	Syan.g_01629	Prbe.g_01181
OG0000996	Syan.g_01653	Prbe.g_01182
OG0000997	Syan.g_01677	Prbe.g_01185
OG0000998	Syan.g_01679	Prbe.g_01187
OG0000999	Syan.g_01680	Prbe.g_01188
OG0001000	Syan.g_01684	Prbe.g_01191
OG0001001	Syan.g_01690	Prbe.g_01194
OG0001002	Syan.g_01697	Prbe.g_01056
OG0001003	Syan.g_01699	Prbe.g_01057
OG0001004	Syan.g_01700	Prbe.g_01058
OG0001005	Syan.g_01701	Prbe.g_01059
OG0001006	Syan.g_01794	Prbe.g_01063
OG0001007	Syan.g_01796	Prbe.g_01065
OG0001008	Syan.g_02397	Prbe.g_01935
OG0001009	Syan.g_01748	Prbe.g_00127
OG0001010	Syan.g_01747	Prbe.g_00128
OG0001011	Syan.g_01745	Prbe.g_00130
OG0001012	Syan.g_00281	Prbe.g_00144
OG0001013	Syan.g_01542	Prbe.g_00151
OG0001014	Syan.g_01535	Prbe.g_00154
OG0001015	Syan.g_01534	Prbe.g_00156
OG0001016	Syan.g_02912	Prbe.g_00178
OG0001017	Syan.g_02918	Prbe.g_00182
OG0001018	Syan.g_02920	Prbe.g_00184
OG0001019	Syan.g_02947	Prbe.g_00193
OG0001020	Syan.g_02951	Prbe.g_01630
OG0001021	Syan.g_02958	Prbe.g_01631
OG0001022	Syan.g_02964	Prbe.g_01634
OG0001023	Syan.g_02965	Prbe.g_01635
OG0001024	Syan.g_00968	Prbe.g_01639
OG0001025	Syan.g_02971	Prbe.g_01646
OG0001026	Syan.g_02984	Prbe.g_01655
OG0001027	Syan.g_02308	Prbe.g_01656
OG0001028	Syan.g_02305	Prbe.g_01658
OG0001029	Syan.g_02303	Prbe.g_01659
OG0001030	Syan.g_02281	Prbe.g_01675
OG0001031	Syan.g_03060	Prbe.g_01735
OG0001032	Syan.g_03063	Prbe.g_01736
OG0001033	Syan.g_00970	Prbe.g_01757
OG0001034	Syan.g_02425	Prbe.g_01788
OG0001035	Syan.g_02062	Prbe.g_01808
OG0001036	Syan.g_02056	Prbe.g_01812
OG0001037	Syan.g_02054	Prbe.g_01813
OG0001038	Syan.g_02025	Prbe.g_01832
OG0001039	Syan.g_02022	Prbe.g_01835
OG0001040	Syan.g_02019	Prbe.g_01837
OG0001041	Syan.g_02015	Prbe.g_01842
OG0001042	Syan.g_01992	Prbe.g_01859
OG0001043	Syan.g_01988	Prbe.g_01860
OG0001044	Syan.g_02145	Prbe.g_01891
OG0001045	Syan.g_02132	Prbe.g_01900
OG0001046	Syan.g_00591	Prbe.g_01033
OG0001047	Syan.g_02399	Prbe.g_01937
OG0001048	Syan.g_02400	Prbe.g_01938
OG0001049	Syan.g_01340	Prbe.g_01940
OG0001050	Syan.g_01339	Prbe.g_01941
OG0001051	Syan.g_01338	Prbe.g_01942
OG0001052	Syan.g_02850	Prbe.g_00662
OG0001053	Syan.g_02761	Prbe.g_00650
OG0001054	Syan.g_02742	Prbe.g_00635
OG0001055	Syan.g_02721	Prbe.g_00616
OG0001056	Syan.g_01161	Prbe.g_00599
OG0001057	Syan.g_00832	Prbe.g_00594
OG0001058	Syan.g_00851	Prbe.g_00586
OG0001059	Syan.g_00855	Prbe.g_00582
OG0001060	Syan.g_00861	Prbe.g_00576
OG0001061	Syan.g_00880	Prbe.g_00561
OG0001063	Syan.g_00945	Prbe.g_00557
OG0001064	Syan.g_00946	Prbe.g_00556
OG0001065	Syan.g_00947	Prbe.g_00555
OG0001066	Syan.g_00948	Prbe.g_00554
OG0001067	Syan.g_00949	Prbe.g_00553
OG0001068	Syan.g_00950	Prbe.g_00552
OG0001069	Syan.g_00951	Prbe.g_00551
OG0001070	Syan.g_00955	Prbe.g_00547
OG0001071	Syan.g_00956	Prbe.g_00546
OG0001072	Syan.g_00960	Prbe.g_00544
OG0001073	Syan.g_01012	Prbe.g_00530
OG0001074	Syan.g_00202	Prbe.g_00518
OG0001075	Syan.g_00200	Prbe.g_00517
OG0001076	Syan.g_00012	Prbe.g_00510
OG0001077	Syan.g_01140	Prbe.g_00504
OG0001078	Syan.g_00815	Prbe.g_01484
OG0001079	Syan.g_00799	Prbe.g_01472
OG0001080	Syan.g_00781	Prbe.g_01466
OG0001081	Syan.g_00779	Prbe.g_01464
OG0001082	Syan.g_00778	Prbe.g_01463
OG0001083	Syan.g_00771	Prbe.g_01458
OG0001084	Syan.g_00770	Prbe.g_01457
OG0001086	Syan.g_00757	Prbe.g_00445
OG0001087	Syan.g_01159	Prbe.g_00463
OG0001088	Syan.g_02688	Prbe.g_00464
OG0001089	Syan.g_00185	Prbe.g_01205
OG0001090	Syan.g_00317	Prbe.g_01215
OG0001091	Syan.g_00320	Prbe.g_01437
OG0001092	Syan.g_00322	Prbe.g_01436
OG0001093	Syan.g_00328	Prbe.g_01431
OG0001094	Syan.g_00696	Prbe.g_01438
OG0001095	Syan.g_00675	Prbe.g_01235
OG0001096	Syan.g_00659	Prbe.g_01249
OG0001097	Syan.g_00386	Prbe.g_01269
OG0001099	Syan.g_02304	Prbe.g_00110
OG0001100	Syan.g_00749	Prbe.g_00408
OG0001101	Syan.g_00747	Prbe.g_00411
OG0001102	Syan.g_00744	Prbe.g_00414
OG0001103	Syan.g_00742	Prbe.g_00416
OG0001104	Syan.g_00714	Prbe.g_00439
OG0001106	Syan.g_00551	Prbe.g_01341
OG0001107	Syan.g_00563	Prbe.g_01348
OG0001108	Syan.g_00571	Prbe.g_01352
OG0001109	Syan.g_00573	Prbe.g_01353
OG0001110	Syan.g_00575	Prbe.g_01355
OG0001111	Syan.g_00577	Prbe.g_01356
OG0001112	Syan.g_00579	Prbe.g_01357
OG0001113	Syan.g_00580	Prbe.g_01358
OG0001114	Syan.g_00581	Prbe.g_01359
OG0001115	Syan.g_00586	Prbe.g_01361
OG0001116	Syan.g_00588	Prbe.g_01362
OG0001117	Syan.g_00589	Prbe.g_01363
OG0001118	Syan.g_00590	Prbe.g_01364
OG0001119	Syan.g_00592	Prbe.g_01365
OG0001120	Syan.g_00597	Prbe.g_01367
OG0001122	Syan.g_00366	Prbe.g_01387
OG0001123	Syan.g_00359	Prbe.g_01393
OG0001124	Syan.g_00357	Prbe.g_01395
OG0001125	Syan.g_00355	Prbe.g_01397
OG0001126	Syan.g_00307	Prbe.g_01308
OG0001127	Syan.g_00306	Prbe.g_01307
OG0001128	Syan.g_00303	Prbe.g_01305
OG0001129	Syan.g_00301	Prbe.g_01304
OG0001130	Syan.g_00300	Prbe.g_01303
OG0001131	Syan.g_00079	Prbe.g_01919
OG0001132	Syan.g_00100	Prbe.g_00071
OG0001133	Syan.g_00006	Prbe.g_00374
