Orthogroup	Syan	Praj
OG0000592	Syan.g_00002	Praj.g_00614
OG0000593	Syan.g_00820	Praj.g_00620
OG0000594	Syan.g_00819	Praj.g_00621
OG0000595	Syan.g_00818	Praj.g_00622
OG0000596	Syan.g_00813	Praj.g_00626
OG0000597	Syan.g_00810	Praj.g_00628
OG0000598	Syan.g_00809	Praj.g_00629
OG0000599	Syan.g_00802	Praj.g_00632
OG0000600	Syan.g_00801	Praj.g_00633
OG0000601	Syan.g_00800	Praj.g_00634
OG0000602	Syan.g_00796	Praj.g_00636
OG0000603	Syan.g_00795	Praj.g_00637
OG0000604	Syan.g_00792	Praj.g_00638
OG0000605	Syan.g_00783	Praj.g_00639
OG0000606	Syan.g_00780	Praj.g_00642
OG0000607	Syan.g_00777	Praj.g_00645
OG0000608	Syan.g_00776	Praj.g_00646
OG0000609	Syan.g_00774	Praj.g_00647
OG0000610	Syan.g_00766	Praj.g_00653
OG0000611	Syan.g_00763	Praj.g_00656
OG0000612	Syan.g_00762	Praj.g_00657
OG0000613	Syan.g_01965	Praj.g_00663
OG0000614	Syan.g_00184	Praj.g_00686
OG0000615	Syan.g_00728	Praj.g_00693
OG0000616	Syan.g_01694	Praj.g_02137
OG0000617	Syan.g_00324	Praj.g_00704
OG0000618	Syan.g_00325	Praj.g_00705
OG0000619	Syan.g_00326	Praj.g_00706
OG0000620	Syan.g_00331	Praj.g_00709
OG0000621	Syan.g_00332	Praj.g_00710
OG0000622	Syan.g_00334	Praj.g_00711
OG0000623	Syan.g_00335	Praj.g_00712
OG0000624	Syan.g_00337	Praj.g_00714
OG0000625	Syan.g_00338	Praj.g_00715
OG0000626	Syan.g_00339	Praj.g_00716
OG0000627	Syan.g_00465	Praj.g_00718
OG0000628	Syan.g_00466	Praj.g_00719
OG0000629	Syan.g_00469	Praj.g_00720
OG0000630	Syan.g_00474	Praj.g_00723
OG0000631	Syan.g_00484	Praj.g_00917
OG0000632	Syan.g_00485	Praj.g_00918
OG0000633	Syan.g_00489	Praj.g_00919
OG0000634	Syan.g_00694	Praj.g_00765
OG0000635	Syan.g_00693	Praj.g_00766
OG0000636	Syan.g_00691	Praj.g_00768
OG0000637	Syan.g_00689	Praj.g_00770
OG0000638	Syan.g_00688	Praj.g_00771
OG0000639	Syan.g_00687	Praj.g_00772
OG0000640	Syan.g_00686	Praj.g_00773
OG0000641	Syan.g_00682	Praj.g_00777
OG0000642	Syan.g_00681	Praj.g_00778
OG0000643	Syan.g_00679	Praj.g_00779
OG0000644	Syan.g_00678	Praj.g_00780
OG0000645	Syan.g_00676	Praj.g_00781
OG0000646	Syan.g_00673	Praj.g_00784
OG0000647	Syan.g_00671	Praj.g_00786
OG0000648	Syan.g_00669	Praj.g_00788
OG0000649	Syan.g_00668	Praj.g_00789
OG0000650	Syan.g_00667	Praj.g_00790
OG0000651	Syan.g_00666	Praj.g_00791
OG0000652	Syan.g_00665	Praj.g_00792
OG0000653	Syan.g_00663	Praj.g_00794
OG0000654	Syan.g_00661	Praj.g_00795
OG0000655	Syan.g_00660	Praj.g_00796
OG0000656	Syan.g_00656	Praj.g_00799
OG0000657	Syan.g_00375	Praj.g_00806
OG0000658	Syan.g_00378	Praj.g_00808
OG0000659	Syan.g_00379	Praj.g_00809
OG0000660	Syan.g_00383	Praj.g_00814
OG0000661	Syan.g_00385	Praj.g_00816
OG0000662	Syan.g_00392	Praj.g_00818
OG0000663	Syan.g_00395	Praj.g_00820
OG0000664	Syan.g_00397	Praj.g_00821
OG0000665	Syan.g_00788	Praj.g_00826
OG0000666	Syan.g_02100	Praj.g_00827
OG0000667	Syan.g_00044	Praj.g_00831
OG0000668	Syan.g_00365	Praj.g_00869
OG0000669	Syan.g_00751	Praj.g_00877
OG0000670	Syan.g_00748	Praj.g_00880
OG0000671	Syan.g_00746	Praj.g_00882
OG0000672	Syan.g_00743	Praj.g_00885
OG0000673	Syan.g_00740	Praj.g_00888
OG0000674	Syan.g_00738	Praj.g_00890
OG0000675	Syan.g_00737	Praj.g_00891
OG0000676	Syan.g_00735	Praj.g_00893
OG0000677	Syan.g_00734	Praj.g_00894
OG0000678	Syan.g_00732	Praj.g_00897
OG0000679	Syan.g_00724	Praj.g_00901
OG0000680	Syan.g_00723	Praj.g_00902
OG0000681	Syan.g_00720	Praj.g_00905
OG0000682	Syan.g_00719	Praj.g_00906
OG0000683	Syan.g_00718	Praj.g_00907
OG0000684	Syan.g_00715	Praj.g_00748
OG0000685	Syan.g_00713	Praj.g_00750
OG0000686	Syan.g_00712	Praj.g_00751
OG0000687	Syan.g_00711	Praj.g_00752
OG0000688	Syan.g_00706	Praj.g_00755
OG0000689	Syan.g_00704	Praj.g_00756
OG0000690	Syan.g_00703	Praj.g_00757
OG0000691	Syan.g_00702	Praj.g_00758
OG0000692	Syan.g_00700	Praj.g_00760
OG0000693	Syan.g_00698	Praj.g_00761
OG0000694	Syan.g_00697	Praj.g_00762
OG0000695	Syan.g_00492	Praj.g_00921
OG0000696	Syan.g_00493	Praj.g_00922
OG0000697	Syan.g_00495	Praj.g_00923
OG0000698	Syan.g_00498	Praj.g_00926
OG0000699	Syan.g_00500	Praj.g_00927
OG0000700	Syan.g_00501	Praj.g_00928
OG0000701	Syan.g_00502	Praj.g_00929
OG0000702	Syan.g_00534	Praj.g_00931
OG0000703	Syan.g_00546	Praj.g_00932
OG0000704	Syan.g_00550	Praj.g_00933
OG0000705	Syan.g_00557	Praj.g_00939
OG0000706	Syan.g_00558	Praj.g_00940
OG0000707	Syan.g_00559	Praj.g_00941
OG0000708	Syan.g_00562	Praj.g_00943
OG0000709	Syan.g_00570	Praj.g_00947
OG0000710	Syan.g_00574	Praj.g_00950
OG0000711	Syan.g_00607	Praj.g_00966
OG0000712	Syan.g_00609	Praj.g_00968
OG0000713	Syan.g_00610	Praj.g_00969
OG0000714	Syan.g_00624	Praj.g_00970
OG0000715	Syan.g_00626	Praj.g_00972
OG0000716	Syan.g_00630	Praj.g_00973
OG0000717	Syan.g_00631	Praj.g_00974
OG0000718	Syan.g_00651	Praj.g_00991
OG0000719	Syan.g_00367	Praj.g_00992
OG0000720	Syan.g_00354	Praj.g_01002
OG0000721	Syan.g_00352	Praj.g_01003
OG0000722	Syan.g_00351	Praj.g_01004
OG0000723	Syan.g_00341	Praj.g_01008
OG0000724	Syan.g_00299	Praj.g_01019
OG0000725	Syan.g_00194	Praj.g_00845
OG0000726	Syan.g_00193	Praj.g_00844
OG0000727	Syan.g_00192	Praj.g_00843
OG0000728	Syan.g_00190	Praj.g_00841
OG0000729	Syan.g_01885	Praj.g_02022
OG0000730	Syan.g_02147	Praj.g_00378
OG0000731	Syan.g_02135	Praj.g_00386
OG0000732	Syan.g_01726	Praj.g_02081
OG0000733	Syan.g_01147	Praj.g_01833
OG0000734	Syan.g_02982	Praj.g_01476
OG0000735	Syan.g_02713	Praj.g_01474
OG0000736	Syan.g_02712	Praj.g_01473
OG0000737	Syan.g_02711	Praj.g_01472
OG0000738	Syan.g_02705	Praj.g_01468
OG0000739	Syan.g_02704	Praj.g_01467
OG0000740	Syan.g_02703	Praj.g_01466
OG0000741	Syan.g_02700	Praj.g_01464
OG0000742	Syan.g_02697	Praj.g_01462
OG0000743	Syan.g_02694	Praj.g_01460
OG0000744	Syan.g_02693	Praj.g_01459
OG0000745	Syan.g_02690	Praj.g_01458
OG0000746	Syan.g_02687	Praj.g_01456
OG0000747	Syan.g_02685	Praj.g_01455
OG0000748	Syan.g_02669	Praj.g_01451
OG0000749	Syan.g_02668	Praj.g_01450
OG0000750	Syan.g_02667	Praj.g_01449
OG0000751	Syan.g_02661	Praj.g_01446
OG0000752	Syan.g_02659	Praj.g_01444
OG0000753	Syan.g_02656	Praj.g_01442
OG0000754	Syan.g_02650	Praj.g_01438
OG0000755	Syan.g_02641	Praj.g_01434
OG0000756	Syan.g_02640	Praj.g_01433
OG0000757	Syan.g_02623	Praj.g_01426
OG0000758	Syan.g_02622	Praj.g_01425
OG0000759	Syan.g_02621	Praj.g_01424
OG0000760	Syan.g_02620	Praj.g_01423
OG0000761	Syan.g_02619	Praj.g_01422
OG0000762	Syan.g_02617	Praj.g_01421
OG0000763	Syan.g_02615	Praj.g_01419
OG0000764	Syan.g_02614	Praj.g_01418
OG0000765	Syan.g_02587	Praj.g_01409
OG0000766	Syan.g_02586	Praj.g_01408
OG0000767	Syan.g_02584	Praj.g_01407
OG0000768	Syan.g_02583	Praj.g_01406
OG0000769	Syan.g_02581	Praj.g_01404
OG0000770	Syan.g_02561	Praj.g_01403
OG0000771	Syan.g_00305	Praj.g_01014
OG0000772	Syan.g_00436	Praj.g_01246
OG0000773	Syan.g_01199	Praj.g_01519
OG0000774	Syan.g_01205	Praj.g_01522
OG0000775	Syan.g_01207	Praj.g_01523
OG0000776	Syan.g_01208	Praj.g_01524
OG0000777	Syan.g_01209	Praj.g_01525
OG0000778	Syan.g_01210	Praj.g_01526
OG0000779	Syan.g_01215	Praj.g_01530
OG0000780	Syan.g_01218	Praj.g_01531
OG0000781	Syan.g_01222	Praj.g_01534
OG0000782	Syan.g_01223	Praj.g_01535
OG0000783	Syan.g_01224	Praj.g_01536
OG0000784	Syan.g_01225	Praj.g_01537
OG0000785	Syan.g_01228	Praj.g_01539
OG0000786	Syan.g_01243	Praj.g_01542
OG0000787	Syan.g_01244	Praj.g_01543
OG0000788	Syan.g_00843	Praj.g_00732
OG0000789	Syan.g_00075	Praj.g_01011
OG0000790	Syan.g_02778	Praj.g_01580
OG0000791	Syan.g_02780	Praj.g_01582
OG0000792	Syan.g_02781	Praj.g_01583
OG0000793	Syan.g_02879	Praj.g_01586
OG0000794	Syan.g_02881	Praj.g_01587
OG0000795	Syan.g_02882	Praj.g_01588
OG0000796	Syan.g_02886	Praj.g_01592
OG0000797	Syan.g_02888	Praj.g_01593
OG0000799	Syan.g_01310	Praj.g_01613
OG0000800	Syan.g_01308	Praj.g_01614
OG0000801	Syan.g_01307	Praj.g_01615
OG0000802	Syan.g_01303	Praj.g_01617
OG0000803	Syan.g_01294	Praj.g_01619
OG0000804	Syan.g_01291	Praj.g_01620
OG0000805	Syan.g_01289	Praj.g_01622
OG0000806	Syan.g_01287	Praj.g_01624
OG0000807	Syan.g_01286	Praj.g_01625
OG0000808	Syan.g_01285	Praj.g_01626
OG0000809	Syan.g_01281	Praj.g_01630
OG0000810	Syan.g_01280	Praj.g_01631
OG0000811	Syan.g_01272	Praj.g_01635
OG0000812	Syan.g_01270	Praj.g_01637
OG0000813	Syan.g_01269	Praj.g_01638
OG0000814	Syan.g_01267	Praj.g_01640
OG0000815	Syan.g_01249	Praj.g_01641
OG0000816	Syan.g_01247	Praj.g_01643
OG0000817	Syan.g_01328	Praj.g_01644
OG0000818	Syan.g_02807	Praj.g_01648
OG0000819	Syan.g_02808	Praj.g_01649
OG0000820	Syan.g_02809	Praj.g_01650
OG0000821	Syan.g_02815	Praj.g_01653
OG0000822	Syan.g_02817	Praj.g_01654
OG0000823	Syan.g_02818	Praj.g_01655
OG0000824	Syan.g_02824	Praj.g_01658
OG0000825	Syan.g_02825	Praj.g_01659
OG0000826	Syan.g_02826	Praj.g_01660
OG0000827	Syan.g_02827	Praj.g_01661
OG0000828	Syan.g_02830	Praj.g_01664
OG0000829	Syan.g_02831	Praj.g_01665
OG0000830	Syan.g_02832	Praj.g_01666
OG0000831	Syan.g_02834	Praj.g_01668
OG0000832	Syan.g_02408	Praj.g_01678
OG0000833	Syan.g_01343	Praj.g_01686
OG0000834	Syan.g_01345	Praj.g_01687
OG0000835	Syan.g_01346	Praj.g_01688
OG0000836	Syan.g_01349	Praj.g_01690
OG0000837	Syan.g_01351	Praj.g_01691
OG0000838	Syan.g_01355	Praj.g_01693
OG0000839	Syan.g_01356	Praj.g_01694
OG0000840	Syan.g_01357	Praj.g_01695
OG0000841	Syan.g_01358	Praj.g_01696
OG0000842	Syan.g_01359	Praj.g_01697
OG0000843	Syan.g_01360	Praj.g_01698
OG0000844	Syan.g_01362	Praj.g_01699
OG0000845	Syan.g_01363	Praj.g_01700
OG0000846	Syan.g_01364	Praj.g_01701
OG0000847	Syan.g_01365	Praj.g_01702
OG0000848	Syan.g_01367	Praj.g_01703
OG0000849	Syan.g_01368	Praj.g_01704
OG0000850	Syan.g_01371	Praj.g_01706
OG0000851	Syan.g_01374	Praj.g_01707
OG0000852	Syan.g_01375	Praj.g_01708
OG0000853	Syan.g_01379	Praj.g_01713
OG0000854	Syan.g_01381	Praj.g_01715
OG0000855	Syan.g_01382	Praj.g_01716
OG0000856	Syan.g_01136	Praj.g_01599
OG0000857	Syan.g_00672	Praj.g_00785
OG0000858	Syan.g_01389	Praj.g_01763
OG0000859	Syan.g_01390	Praj.g_01764
OG0000860	Syan.g_01402	Praj.g_01770
OG0000861	Syan.g_01403	Praj.g_01771
OG0000862	Syan.g_01412	Praj.g_01772
OG0000863	Syan.g_01414	Praj.g_01773
OG0000864	Syan.g_00969	Praj.g_01774
OG0000865	Syan.g_01415	Praj.g_01775
OG0000866	Syan.g_01416	Praj.g_01776
OG0000867	Syan.g_01417	Praj.g_01777
OG0000868	Syan.g_01421	Praj.g_01778
OG0000869	Syan.g_01426	Praj.g_01781
OG0000870	Syan.g_01431	Praj.g_01786
OG0000871	Syan.g_01432	Praj.g_01787
OG0000872	Syan.g_01438	Praj.g_01788
OG0000873	Syan.g_01441	Praj.g_01791
OG0000874	Syan.g_01443	Praj.g_01794
OG0000875	Syan.g_01445	Praj.g_01796
OG0000876	Syan.g_00391	Praj.g_01797
OG0000877	Syan.g_01449	Praj.g_01799
OG0000878	Syan.g_01450	Praj.g_01800
OG0000879	Syan.g_01451	Praj.g_01801
OG0000880	Syan.g_01452	Praj.g_01802
OG0000881	Syan.g_01457	Praj.g_01805
OG0000882	Syan.g_01462	Praj.g_01810
OG0000883	Syan.g_01464	Praj.g_01812
OG0000884	Syan.g_01466	Praj.g_01814
OG0000885	Syan.g_01467	Praj.g_01815
OG0000886	Syan.g_01468	Praj.g_01816
OG0000887	Syan.g_01469	Praj.g_01817
OG0000888	Syan.g_01471	Praj.g_01819
OG0000889	Syan.g_01473	Praj.g_01821
OG0000890	Syan.g_01476	Praj.g_01822
OG0000891	Syan.g_01477	Praj.g_01823
OG0000892	Syan.g_01480	Praj.g_01825
OG0000893	Syan.g_02103	Praj.g_01868
OG0000894	Syan.g_02108	Praj.g_01871
OG0000895	Syan.g_02112	Praj.g_01874
OG0000896	Syan.g_02113	Praj.g_01875
OG0000897	Syan.g_02115	Praj.g_01877
OG0000898	Syan.g_02116	Praj.g_01878
OG0000899	Syan.g_02117	Praj.g_01879
OG0000900	Syan.g_02118	Praj.g_01880
OG0000901	Syan.g_02123	Praj.g_01883
OG0000902	Syan.g_02125	Praj.g_01885
OG0000903	Syan.g_02252	Praj.g_01894
OG0000904	Syan.g_02258	Praj.g_01889
OG0000905	Syan.g_02129	Praj.g_01887
OG0000906	Syan.g_02127	Praj.g_01886
OG0000907	Syan.g_02245	Praj.g_01909
OG0000908	Syan.g_02242	Praj.g_01912
OG0000909	Syan.g_02241	Praj.g_01913
OG0000910	Syan.g_02240	Praj.g_01914
OG0000911	Syan.g_02238	Praj.g_01916
OG0000912	Syan.g_02237	Praj.g_01917
OG0000913	Syan.g_02236	Praj.g_01918
OG0000914	Syan.g_02235	Praj.g_01919
OG0000915	Syan.g_02233	Praj.g_01920
OG0000916	Syan.g_02232	Praj.g_01921
OG0000917	Syan.g_02231	Praj.g_01922
OG0000918	Syan.g_02230	Praj.g_01923
OG0000919	Syan.g_02229	Praj.g_01924
OG0000920	Syan.g_02228	Praj.g_01925
OG0000921	Syan.g_02227	Praj.g_01926
OG0000922	Syan.g_02226	Praj.g_01927
OG0000923	Syan.g_02222	Praj.g_01931
OG0000924	Syan.g_02221	Praj.g_01932
OG0000925	Syan.g_02220	Praj.g_01933
OG0000926	Syan.g_02219	Praj.g_01934
OG0000927	Syan.g_02217	Praj.g_01936
OG0000928	Syan.g_02216	Praj.g_01937
OG0000929	Syan.g_02215	Praj.g_01938
OG0000930	Syan.g_02214	Praj.g_01939
OG0000931	Syan.g_02213	Praj.g_01940
OG0000932	Syan.g_02212	Praj.g_01941
OG0000933	Syan.g_02206	Praj.g_01945
OG0000934	Syan.g_02204	Praj.g_01947
OG0000935	Syan.g_02203	Praj.g_01948
OG0000936	Syan.g_02202	Praj.g_01949
OG0000937	Syan.g_02201	Praj.g_01950
OG0000938	Syan.g_02198	Praj.g_01953
OG0000939	Syan.g_02197	Praj.g_01954
OG0000940	Syan.g_02188	Praj.g_01961
OG0000941	Syan.g_02186	Praj.g_01963
OG0000942	Syan.g_02184	Praj.g_01965
OG0000943	Syan.g_02183	Praj.g_01966
OG0000944	Syan.g_02181	Praj.g_01968
OG0000945	Syan.g_02180	Praj.g_01969
OG0000946	Syan.g_02167	Praj.g_01975
OG0000947	Syan.g_02164	Praj.g_01977
OG0000948	Syan.g_02163	Praj.g_01978
OG0000949	Syan.g_01951	Praj.g_01981
OG0000950	Syan.g_01940	Praj.g_01986
OG0000951	Syan.g_01932	Praj.g_01990
OG0000952	Syan.g_01927	Praj.g_01994
OG0000953	Syan.g_01922	Praj.g_01998
OG0000954	Syan.g_01916	Praj.g_02002
OG0000955	Syan.g_01915	Praj.g_02003
OG0000956	Syan.g_01913	Praj.g_02005
OG0000957	Syan.g_01898	Praj.g_02010
OG0000958	Syan.g_01897	Praj.g_02011
OG0000959	Syan.g_01893	Praj.g_02015
OG0000960	Syan.g_01892	Praj.g_02016
OG0000961	Syan.g_03024	Praj.g_02019
OG0000962	Syan.g_01887	Praj.g_02021
OG0000963	Syan.g_01881	Praj.g_02026
OG0000964	Syan.g_01880	Praj.g_02027
OG0000965	Syan.g_01879	Praj.g_02028
OG0000966	Syan.g_01812	Praj.g_02059
OG0000967	Syan.g_01804	Praj.g_02063
OG0000968	Syan.g_01706	Praj.g_02065
OG0000969	Syan.g_01708	Praj.g_02066
OG0000970	Syan.g_01709	Praj.g_02067
OG0000971	Syan.g_01711	Praj.g_02068
OG0000972	Syan.g_01712	Praj.g_02069
OG0000973	Syan.g_01713	Praj.g_02070
OG0000974	Syan.g_01714	Praj.g_02071
OG0000975	Syan.g_01715	Praj.g_02072
OG0000976	Syan.g_01716	Praj.g_02073
OG0000977	Syan.g_01718	Praj.g_02074
OG0000978	Syan.g_01719	Praj.g_02075
OG0000979	Syan.g_01722	Praj.g_02078
OG0000980	Syan.g_01725	Praj.g_02080
OG0000981	Syan.g_01728	Praj.g_02083
OG0000982	Syan.g_01566	Praj.g_02085
OG0000983	Syan.g_01567	Praj.g_02086
OG0000984	Syan.g_01568	Praj.g_02087
OG0000985	Syan.g_01572	Praj.g_02090
OG0000986	Syan.g_01574	Praj.g_02092
OG0000987	Syan.g_01576	Praj.g_02093
OG0000988	Syan.g_01581	Praj.g_02096
OG0000989	Syan.g_01587	Praj.g_02100
OG0000990	Syan.g_01615	Praj.g_02105
OG0000991	Syan.g_01618	Praj.g_02106
OG0000992	Syan.g_01622	Praj.g_02109
OG0000993	Syan.g_01623	Praj.g_02110
OG0000994	Syan.g_01625	Praj.g_02111
OG0000995	Syan.g_01629	Praj.g_02115
OG0000996	Syan.g_01653	Praj.g_02116
OG0000997	Syan.g_01677	Praj.g_02124
OG0000998	Syan.g_01679	Praj.g_02126
OG0000999	Syan.g_01680	Praj.g_02127
OG0001000	Syan.g_01684	Praj.g_02130, Praj.g_02131
OG0001001	Syan.g_01690	Praj.g_02134
OG0001002	Syan.g_01697	Praj.g_02139
OG0001003	Syan.g_01699	Praj.g_02141
OG0001004	Syan.g_01700	Praj.g_02142
OG0001005	Syan.g_01701	Praj.g_02143
OG0001006	Syan.g_01794	Praj.g_02147
OG0001007	Syan.g_01796	Praj.g_02149
OG0001008	Syan.g_02397	Praj.g_00431
OG0001009	Syan.g_01748	Praj.g_00027
OG0001010	Syan.g_01747	Praj.g_00028
OG0001011	Syan.g_01745	Praj.g_00029
OG0001012	Syan.g_00281	Praj.g_00047
OG0001013	Syan.g_01542	Praj.g_00052
OG0001014	Syan.g_01535	Praj.g_00055
OG0001015	Syan.g_01534	Praj.g_00056
OG0001016	Syan.g_02912	Praj.g_00111
OG0001017	Syan.g_02918	Praj.g_00115
OG0001018	Syan.g_02920	Praj.g_00118
OG0001019	Syan.g_02947	Praj.g_00127
OG0001020	Syan.g_02951	Praj.g_00128
OG0001021	Syan.g_02958	Praj.g_00129
OG0001022	Syan.g_02964	Praj.g_00132
OG0001023	Syan.g_02965	Praj.g_00133
OG0001024	Syan.g_00968	Praj.g_00136
OG0001025	Syan.g_02971	Praj.g_00143
OG0001026	Syan.g_02984	Praj.g_00151
OG0001027	Syan.g_02308	Praj.g_00152
OG0001028	Syan.g_02305	Praj.g_00154
OG0001029	Syan.g_02303	Praj.g_00156
OG0001030	Syan.g_02281	Praj.g_00172
OG0001031	Syan.g_03060	Praj.g_00226
OG0001032	Syan.g_03063	Praj.g_00227
OG0001033	Syan.g_00970	Praj.g_00247
OG0001034	Syan.g_02425	Praj.g_00276
OG0001035	Syan.g_02062	Praj.g_00293
OG0001036	Syan.g_02056	Praj.g_00297
OG0001037	Syan.g_02054	Praj.g_00298
OG0001038	Syan.g_02025	Praj.g_00314
OG0001039	Syan.g_02022	Praj.g_00316
OG0001040	Syan.g_02019	Praj.g_00319
OG0001041	Syan.g_02015	Praj.g_00323
OG0001042	Syan.g_01992	Praj.g_00339
OG0001043	Syan.g_01988	Praj.g_00340
OG0001044	Syan.g_02145	Praj.g_00379
OG0001045	Syan.g_02132	Praj.g_00388
OG0001046	Syan.g_00591	Praj.g_01081
OG0001047	Syan.g_02399	Praj.g_00433
OG0001048	Syan.g_02400	Praj.g_00434
OG0001049	Syan.g_01340	Praj.g_00436
OG0001050	Syan.g_01339	Praj.g_00437
OG0001051	Syan.g_01338	Praj.g_00438
OG0001052	Syan.g_02850	Praj.g_00464
OG0001053	Syan.g_02761	Praj.g_00476
OG0001054	Syan.g_02742	Praj.g_00490
OG0001055	Syan.g_02721	Praj.g_00509
OG0001056	Syan.g_01161	Praj.g_00527
OG0001057	Syan.g_00832	Praj.g_00532
OG0001058	Syan.g_00851	Praj.g_00540
OG0001059	Syan.g_00855	Praj.g_00544
OG0001060	Syan.g_00861	Praj.g_00551
OG0001061	Syan.g_00880	Praj.g_00564
OG0001063	Syan.g_00945	Praj.g_00567
OG0001064	Syan.g_00946	Praj.g_00568
OG0001065	Syan.g_00947	Praj.g_00569
OG0001066	Syan.g_00948	Praj.g_00570
OG0001067	Syan.g_00949	Praj.g_00571
OG0001068	Syan.g_00950	Praj.g_00572
OG0001069	Syan.g_00951	Praj.g_00573
OG0001070	Syan.g_00955	Praj.g_00575
OG0001071	Syan.g_00956	Praj.g_00576
OG0001072	Syan.g_00960	Praj.g_00577
OG0001073	Syan.g_01012	Praj.g_00591
OG0001074	Syan.g_00202	Praj.g_00603
OG0001075	Syan.g_00200	Praj.g_00604
OG0001076	Syan.g_00012	Praj.g_00611
OG0001077	Syan.g_01140	Praj.g_00616
OG0001078	Syan.g_00815	Praj.g_00624
OG0001079	Syan.g_00799	Praj.g_00635
OG0001080	Syan.g_00781	Praj.g_00641
OG0001081	Syan.g_00779	Praj.g_00643
OG0001082	Syan.g_00778	Praj.g_00644
OG0001083	Syan.g_00771	Praj.g_00649
OG0001084	Syan.g_00770	Praj.g_00650
OG0001086	Syan.g_00757	Praj.g_00661
OG0001087	Syan.g_01159	Praj.g_00681
OG0001088	Syan.g_02688	Praj.g_00682
OG0001089	Syan.g_00185	Praj.g_00690
OG0001090	Syan.g_00317	Praj.g_00699
OG0001091	Syan.g_00320	Praj.g_00701
OG0001092	Syan.g_00322	Praj.g_00702
OG0001093	Syan.g_00328	Praj.g_00707
OG0001094	Syan.g_00696	Praj.g_00763
OG0001095	Syan.g_00675	Praj.g_00782
OG0001096	Syan.g_00659	Praj.g_00797
OG0001097	Syan.g_00386	Praj.g_00817
OG0001099	Syan.g_02304	Praj.g_00872
OG0001100	Syan.g_00749	Praj.g_00879
OG0001101	Syan.g_00747	Praj.g_00881
OG0001102	Syan.g_00744	Praj.g_00884
OG0001103	Syan.g_00742	Praj.g_00886
OG0001104	Syan.g_00714	Praj.g_00749
OG0001106	Syan.g_00551	Praj.g_00934
OG0001107	Syan.g_00563	Praj.g_00944
OG0001108	Syan.g_00571	Praj.g_00948
OG0001109	Syan.g_00573	Praj.g_00949
OG0001110	Syan.g_00575	Praj.g_00951
OG0001111	Syan.g_00577	Praj.g_00952
OG0001112	Syan.g_00579	Praj.g_00953
OG0001113	Syan.g_00580	Praj.g_00954
OG0001114	Syan.g_00581	Praj.g_00955
OG0001115	Syan.g_00586	Praj.g_00957
OG0001116	Syan.g_00588	Praj.g_00958
OG0001117	Syan.g_00589	Praj.g_00959
OG0001118	Syan.g_00590	Praj.g_00960
OG0001119	Syan.g_00592	Praj.g_00961
OG0001120	Syan.g_00597	Praj.g_00963
OG0001122	Syan.g_00366	Praj.g_00993
OG0001123	Syan.g_00359	Praj.g_00997
OG0001124	Syan.g_00357	Praj.g_00999
OG0001125	Syan.g_00355	Praj.g_01001
OG0001126	Syan.g_00307	Praj.g_01012
OG0001127	Syan.g_00306	Praj.g_01013
OG0001128	Syan.g_00303	Praj.g_01016
OG0001129	Syan.g_00301	Praj.g_01017
OG0001130	Syan.g_00300	Praj.g_01018
OG0001131	Syan.g_00079	Praj.g_00852
OG0001132	Syan.g_00100	Praj.g_01063
OG0001133	Syan.g_00006	Praj.g_01040
OG0001134	Syan.g_01146	Praj.g_01832
OG0001135	Syan.g_01150	Praj.g_01835
OG0001136	Syan.g_02699	Praj.g_01463
OG0001137	Syan.g_02670	Praj.g_01452
OG0001138	Syan.g_02638	Praj.g_01432
OG0001139	Syan.g_02636	Praj.g_01430
OG0001140	Syan.g_02635	Praj.g_01429
OG0001141	Syan.g_02625	Praj.g_01428
OG0001142	Syan.g_02624	Praj.g_01427
OG0001143	Syan.g_02616	Praj.g_01420
OG0001144	Syan.g_02596	Praj.g_01415
OG0001145	Syan.g_01200	Praj.g_01520
OG0001146	Syan.g_01219	Praj.g_01532
OG0001147	Syan.g_02842	Praj.g_01550
OG0001148	Syan.g_02775	Praj.g_01577
OG0001149	Syan.g_02776	Praj.g_01578
OG0001150	Syan.g_02777	Praj.g_01579
OG0001151	Syan.g_02884	Praj.g_01590
OG0001152	Syan.g_02885	Praj.g_01591
OG0001153	Syan.g_02828	Praj.g_01662
OG0001154	Syan.g_02829	Praj.g_01663
OG0001156	Syan.g_02404	Praj.g_01682
OG0001157	Syan.g_02403	Praj.g_01683
OG0001158	Syan.g_02402	Praj.g_01684
OG0001159	Syan.g_02401	Praj.g_01685
OG0001160	Syan.g_01377	Praj.g_01711
OG0001161	Syan.g_01594	Praj.g_01499
OG0001162	Syan.g_02943	Praj.g_01723
OG0001163	Syan.g_01385	Praj.g_01761
OG0001164	Syan.g_01392	Praj.g_01765
OG0001165	Syan.g_01397	Praj.g_01767
OG0001166	Syan.g_01430	Praj.g_01785
OG0001167	Syan.g_00992	Praj.g_01803
OG0001168	Syan.g_01456	Praj.g_01804
OG0001169	Syan.g_01458	Praj.g_01806
OG0001170	Syan.g_01460	Praj.g_01808
OG0001171	Syan.g_01470	Praj.g_01818
OG0001172	Syan.g_02110	Praj.g_01872
OG0001173	Syan.g_02111	Praj.g_01873
OG0001174	Syan.g_02119	Praj.g_01881
OG0001175	Syan.g_02120	Praj.g_01882
OG0001176	Syan.g_02253	Praj.g_01893
OG0001177	Syan.g_02256	Praj.g_01891
OG0001179	Syan.g_02218	Praj.g_01935
OG0001180	Syan.g_02191	Praj.g_01958
OG0001181	Syan.g_02187	Praj.g_01962
