Orthogroup	Syan	Pran
OG0000602	Syan.g_00796	Pran.g_01530
OG0000603	Syan.g_00795	Pran.g_01529
OG0000604	Syan.g_00792	Pran.g_01528
OG0000605	Syan.g_00783	Pran.g_01527
OG0000606	Syan.g_00780	Pran.g_01524
OG0000607	Syan.g_00777	Pran.g_01521
OG0000608	Syan.g_00776	Pran.g_01520
OG0000609	Syan.g_00774	Pran.g_01519
OG0000610	Syan.g_00766	Pran.g_01514
OG0000611	Syan.g_00763	Pran.g_01511
OG0000612	Syan.g_00762	Pran.g_01510
OG0000613	Syan.g_01965	Pran.g_01505
OG0000614	Syan.g_00184	Pran.g_01486
OG0000615	Syan.g_00728	Pran.g_01478
OG0000616	Syan.g_01694	Pran.g_01472
OG0000617	Syan.g_00324	Pran.g_01454
OG0000618	Syan.g_00325	Pran.g_01453
OG0000619	Syan.g_00326	Pran.g_01452
OG0000620	Syan.g_00331	Pran.g_01449
OG0000621	Syan.g_00332	Pran.g_01448
OG0000622	Syan.g_00334	Pran.g_01447
OG0000623	Syan.g_00335	Pran.g_01446
OG0000624	Syan.g_00337	Pran.g_01445
OG0000625	Syan.g_00338	Pran.g_01444
OG0000626	Syan.g_00339	Pran.g_01443
OG0000627	Syan.g_00465	Pran.g_01442
OG0000628	Syan.g_00466	Pran.g_01441
OG0000629	Syan.g_00469	Pran.g_01440
OG0000630	Syan.g_00474	Pran.g_01437
OG0000631	Syan.g_00484	Pran.g_01352
OG0000632	Syan.g_00485	Pran.g_01351
OG0000633	Syan.g_00489	Pran.g_01350
OG0000634	Syan.g_00694	Pran.g_01347
OG0000635	Syan.g_00693	Pran.g_01346
OG0000636	Syan.g_00691	Pran.g_01344
OG0000637	Syan.g_00689	Pran.g_01342
OG0000638	Syan.g_00688	Pran.g_01341
OG0000639	Syan.g_00687	Pran.g_01340
OG0000640	Syan.g_00686	Pran.g_01339
OG0000641	Syan.g_00682	Pran.g_01335
OG0000642	Syan.g_00681	Pran.g_01334
OG0000643	Syan.g_00679	Pran.g_01333
OG0000644	Syan.g_00678	Pran.g_01332
OG0000645	Syan.g_00676	Pran.g_01331
OG0000646	Syan.g_00673	Pran.g_01329
OG0000647	Syan.g_00671	Pran.g_01328
OG0000648	Syan.g_00669	Pran.g_01326
OG0000649	Syan.g_00668	Pran.g_01325
OG0000650	Syan.g_00667	Pran.g_01324
OG0000651	Syan.g_00666	Pran.g_01323
OG0000652	Syan.g_00665	Pran.g_01322
OG0000653	Syan.g_00663	Pran.g_01320
OG0000654	Syan.g_00661	Pran.g_01319
OG0000655	Syan.g_00660	Pran.g_01318
OG0000656	Syan.g_00656	Pran.g_01315
OG0000657	Syan.g_00375	Pran.g_01308
OG0000658	Syan.g_00378	Pran.g_01307
OG0000659	Syan.g_00379	Pran.g_01306
OG0000660	Syan.g_00383	Pran.g_01302
OG0000661	Syan.g_00385	Pran.g_01300
OG0000662	Syan.g_00392	Pran.g_01298
OG0000663	Syan.g_00395	Pran.g_01296
OG0000664	Syan.g_00397	Pran.g_01295
OG0000665	Syan.g_00788	Pran.g_01291
OG0000666	Syan.g_02100	Pran.g_01290
OG0000667	Syan.g_00044	Pran.g_01285
OG0000668	Syan.g_00365	Pran.g_00413
OG0000669	Syan.g_00751	Pran.g_00421
OG0000670	Syan.g_00748	Pran.g_00423
OG0000671	Syan.g_00746	Pran.g_00425
OG0000672	Syan.g_00743	Pran.g_00427
OG0000673	Syan.g_00740	Pran.g_00430
OG0000674	Syan.g_00738	Pran.g_00432
OG0000675	Syan.g_00737	Pran.g_00433
OG0000676	Syan.g_00735	Pran.g_00435
OG0000677	Syan.g_00734	Pran.g_00436
OG0000678	Syan.g_00732	Pran.g_00438
OG0000679	Syan.g_00724	Pran.g_00442
OG0000680	Syan.g_00723	Pran.g_00443
OG0000681	Syan.g_00720	Pran.g_00445
OG0000682	Syan.g_00719	Pran.g_00446
OG0000683	Syan.g_00718	Pran.g_00447
OG0000684	Syan.g_00715	Pran.g_00449
OG0000685	Syan.g_00713	Pran.g_00451
OG0000686	Syan.g_00712	Pran.g_00452
OG0000687	Syan.g_00711	Pran.g_00453
OG0000688	Syan.g_00706	Pran.g_00456
OG0000689	Syan.g_00704	Pran.g_00457
OG0000690	Syan.g_00703	Pran.g_00458
OG0000691	Syan.g_00702	Pran.g_00459
OG0000692	Syan.g_00700	Pran.g_00461
OG0000693	Syan.g_00698	Pran.g_00462
OG0000694	Syan.g_00697	Pran.g_00463
OG0000695	Syan.g_00492	Pran.g_00465
OG0000696	Syan.g_00493	Pran.g_00466
OG0000697	Syan.g_00495	Pran.g_00467
OG0000698	Syan.g_00498	Pran.g_00470
OG0000699	Syan.g_00500	Pran.g_00471
OG0000700	Syan.g_00501	Pran.g_00472
OG0000701	Syan.g_00502	Pran.g_00473
OG0000702	Syan.g_00534	Pran.g_00475
OG0000703	Syan.g_00546	Pran.g_00476
OG0000704	Syan.g_00550	Pran.g_00477
OG0000705	Syan.g_00557	Pran.g_00481
OG0000706	Syan.g_00558	Pran.g_00482
OG0000707	Syan.g_00559	Pran.g_00483
OG0000708	Syan.g_00562	Pran.g_00484
OG0000709	Syan.g_00570	Pran.g_00488
OG0000710	Syan.g_00574	Pran.g_00491
OG0000711	Syan.g_00607	Pran.g_00508
OG0000712	Syan.g_00609	Pran.g_00510
OG0000713	Syan.g_00610	Pran.g_00511
OG0000714	Syan.g_00624	Pran.g_00512
OG0000715	Syan.g_00626	Pran.g_00514
OG0000716	Syan.g_00630	Pran.g_00516
OG0000717	Syan.g_00631	Pran.g_00517
OG0000718	Syan.g_00651	Pran.g_00537
OG0000719	Syan.g_00367	Pran.g_00539
OG0000720	Syan.g_00354	Pran.g_00548
OG0000721	Syan.g_00352	Pran.g_00550
OG0000722	Syan.g_00351	Pran.g_00551
OG0000723	Syan.g_00341	Pran.g_00554
OG0000724	Syan.g_00299	Pran.g_00563
OG0000725	Syan.g_00194	Pran.g_00569
OG0000726	Syan.g_00193	Pran.g_00570
OG0000727	Syan.g_00192	Pran.g_00571
OG0000728	Syan.g_00190	Pran.g_00573
OG0000729	Syan.g_01885	Pran.g_00133
OG0000730	Syan.g_02147	Pran.g_00129
OG0000731	Syan.g_02135	Pran.g_00125
OG0000732	Syan.g_01726	Pran.g_00115
OG0000733	Syan.g_01147	Pran.g_00092
OG0000734	Syan.g_02982	Pran.g_00075
OG0000735	Syan.g_02713	Pran.g_00073
OG0000736	Syan.g_02712	Pran.g_00072
OG0000737	Syan.g_02711	Pran.g_00071
OG0000738	Syan.g_02705	Pran.g_00067
OG0000739	Syan.g_02704	Pran.g_00066
OG0000740	Syan.g_02703	Pran.g_00065
OG0000741	Syan.g_02700	Pran.g_00064
OG0000742	Syan.g_02697	Pran.g_00061
OG0000743	Syan.g_02694	Pran.g_00059
OG0000744	Syan.g_02693	Pran.g_00058
OG0000745	Syan.g_02690	Pran.g_00057
OG0000746	Syan.g_02687	Pran.g_00055
OG0000747	Syan.g_02685	Pran.g_00054
OG0000748	Syan.g_02669	Pran.g_00051
OG0000749	Syan.g_02668	Pran.g_00050
OG0000750	Syan.g_02667	Pran.g_00049
OG0000751	Syan.g_02661	Pran.g_00047
OG0000752	Syan.g_02659	Pran.g_00045
OG0000753	Syan.g_02656	Pran.g_00042
OG0000754	Syan.g_02650	Pran.g_00039
OG0000755	Syan.g_02641	Pran.g_00036
OG0000756	Syan.g_02640	Pran.g_00035
OG0000757	Syan.g_02623	Pran.g_00029
OG0000758	Syan.g_02622	Pran.g_00028
OG0000759	Syan.g_02621	Pran.g_00027
OG0000760	Syan.g_02620	Pran.g_00026
OG0000761	Syan.g_02619	Pran.g_00025
OG0000762	Syan.g_02617	Pran.g_00024
OG0000763	Syan.g_02615	Pran.g_00022
OG0000764	Syan.g_02614	Pran.g_00021
OG0000765	Syan.g_02587	Pran.g_00012
OG0000766	Syan.g_02586	Pran.g_00011
OG0000767	Syan.g_02584	Pran.g_00009
OG0000768	Syan.g_02583	Pran.g_00008
OG0000769	Syan.g_02581	Pran.g_00006
OG0000770	Syan.g_02561	Pran.g_00004
OG0000771	Syan.g_00305	Pran.g_00918
OG0000772	Syan.g_00436	Pran.g_00899
OG0000773	Syan.g_01199	Pran.g_00885
OG0000774	Syan.g_01205	Pran.g_00883
OG0000775	Syan.g_01207	Pran.g_00881
OG0000776	Syan.g_01208	Pran.g_00880
OG0000777	Syan.g_01209	Pran.g_00879
OG0000778	Syan.g_01210	Pran.g_00878
OG0000779	Syan.g_01215	Pran.g_00874
OG0000780	Syan.g_01218	Pran.g_00873
OG0000781	Syan.g_01222	Pran.g_00870
OG0000782	Syan.g_01223	Pran.g_00869
OG0000783	Syan.g_01224	Pran.g_00868
OG0000784	Syan.g_01225	Pran.g_00867
OG0000785	Syan.g_01228	Pran.g_00865
OG0000786	Syan.g_01243	Pran.g_00863
OG0000787	Syan.g_01244	Pran.g_00862
OG0000788	Syan.g_00843	Pran.g_00853
OG0000789	Syan.g_00075	Pran.g_00850
OG0000790	Syan.g_02778	Pran.g_00836
OG0000791	Syan.g_02780	Pran.g_00834
OG0000792	Syan.g_02781	Pran.g_00833
OG0000793	Syan.g_02879	Pran.g_00830
OG0000794	Syan.g_02881	Pran.g_00829
OG0000795	Syan.g_02882	Pran.g_00828
OG0000796	Syan.g_02886	Pran.g_00824
OG0000797	Syan.g_02888	Pran.g_00823
OG0000798	Syan.g_02026	Pran.g_00789
OG0000799	Syan.g_01310	Pran.g_00751
OG0000800	Syan.g_01308	Pran.g_00750
OG0000801	Syan.g_01307	Pran.g_00749
OG0000802	Syan.g_01303	Pran.g_00747
OG0000803	Syan.g_01294	Pran.g_00745
OG0000804	Syan.g_01291	Pran.g_00744
OG0000805	Syan.g_01289	Pran.g_00742
OG0000806	Syan.g_01287	Pran.g_00740
OG0000807	Syan.g_01286	Pran.g_00739
OG0000808	Syan.g_01285	Pran.g_00738
OG0000809	Syan.g_01281	Pran.g_00735
OG0000810	Syan.g_01280	Pran.g_00734
OG0000811	Syan.g_01272	Pran.g_00730
OG0000812	Syan.g_01270	Pran.g_00728
OG0000813	Syan.g_01269	Pran.g_00727
OG0000814	Syan.g_01267	Pran.g_00725
OG0000815	Syan.g_01249	Pran.g_00724
OG0000816	Syan.g_01247	Pran.g_00722
OG0000817	Syan.g_01328	Pran.g_00721
OG0000818	Syan.g_02807	Pran.g_00716
OG0000819	Syan.g_02808	Pran.g_00715
OG0000820	Syan.g_02809	Pran.g_00714
OG0000821	Syan.g_02815	Pran.g_00710
OG0000822	Syan.g_02817	Pran.g_00709
OG0000823	Syan.g_02818	Pran.g_00708
OG0000824	Syan.g_02824	Pran.g_00705
OG0000825	Syan.g_02825	Pran.g_00704
OG0000826	Syan.g_02826	Pran.g_00703
OG0000827	Syan.g_02827	Pran.g_00702
OG0000828	Syan.g_02830	Pran.g_00699
OG0000829	Syan.g_02831	Pran.g_00698
OG0000830	Syan.g_02832	Pran.g_00697
OG0000831	Syan.g_02834	Pran.g_00695
OG0000832	Syan.g_02408	Pran.g_00689
OG0000833	Syan.g_01343	Pran.g_00681
OG0000834	Syan.g_01345	Pran.g_00680
OG0000835	Syan.g_01346	Pran.g_00679
OG0000836	Syan.g_01349	Pran.g_00678
OG0000837	Syan.g_01351	Pran.g_00677
OG0000838	Syan.g_01355	Pran.g_00675
OG0000839	Syan.g_01356	Pran.g_00674
OG0000840	Syan.g_01357	Pran.g_00673
OG0000841	Syan.g_01358	Pran.g_00672
OG0000842	Syan.g_01359	Pran.g_00671
OG0000843	Syan.g_01360	Pran.g_00670
OG0000844	Syan.g_01362	Pran.g_00669
OG0000845	Syan.g_01363	Pran.g_00668
OG0000846	Syan.g_01364	Pran.g_00667
OG0000847	Syan.g_01365	Pran.g_00666
OG0000848	Syan.g_01367	Pran.g_00665
OG0000849	Syan.g_01368	Pran.g_00664
OG0000850	Syan.g_01371	Pran.g_00662
OG0000851	Syan.g_01374	Pran.g_00661
OG0000852	Syan.g_01375	Pran.g_00660
OG0000853	Syan.g_01379	Pran.g_00656
OG0000854	Syan.g_01381	Pran.g_00654
OG0000855	Syan.g_01382	Pran.g_00653
OG0000856	Syan.g_01136	Pran.g_00636
OG0000857	Syan.g_00672	Pran.g_00598
OG0000858	Syan.g_01389	Pran.g_00964
OG0000859	Syan.g_01390	Pran.g_00965
OG0000860	Syan.g_01402	Pran.g_00972
OG0000861	Syan.g_01403	Pran.g_00973
OG0000862	Syan.g_01412	Pran.g_00974
OG0000863	Syan.g_01414	Pran.g_00976
OG0000864	Syan.g_00969	Pran.g_00977
OG0000865	Syan.g_01415	Pran.g_00978
OG0000866	Syan.g_01416	Pran.g_00979
OG0000867	Syan.g_01417	Pran.g_00980
OG0000868	Syan.g_01421	Pran.g_00981
OG0000869	Syan.g_01426	Pran.g_00985
OG0000870	Syan.g_01431	Pran.g_00990
OG0000871	Syan.g_01432	Pran.g_00991
OG0000872	Syan.g_01438	Pran.g_00992
OG0000873	Syan.g_01441	Pran.g_00995
OG0000874	Syan.g_01443	Pran.g_00998
OG0000875	Syan.g_01445	Pran.g_00999
OG0000876	Syan.g_00391	Pran.g_01000
OG0000877	Syan.g_01449	Pran.g_01002
OG0000878	Syan.g_01450	Pran.g_01003
OG0000879	Syan.g_01451	Pran.g_01004
OG0000880	Syan.g_01452	Pran.g_01005
OG0000881	Syan.g_01457	Pran.g_01009
OG0000882	Syan.g_01462	Pran.g_01014
OG0000883	Syan.g_01464	Pran.g_01015
OG0000884	Syan.g_01466	Pran.g_01017
OG0000885	Syan.g_01467	Pran.g_01018
OG0000886	Syan.g_01468	Pran.g_01019
OG0000887	Syan.g_01469	Pran.g_01020
OG0000888	Syan.g_01471	Pran.g_01022
OG0000889	Syan.g_01473	Pran.g_01024
OG0000890	Syan.g_01476	Pran.g_01025
OG0000891	Syan.g_01477	Pran.g_01026
OG0000892	Syan.g_01480	Pran.g_01028
OG0000893	Syan.g_02103	Pran.g_01032
OG0000894	Syan.g_02108	Pran.g_01034
OG0000895	Syan.g_02112	Pran.g_01037
OG0000896	Syan.g_02113	Pran.g_01038
OG0000897	Syan.g_02115	Pran.g_01040
OG0000898	Syan.g_02116	Pran.g_01041
OG0000899	Syan.g_02117	Pran.g_01042
OG0000900	Syan.g_02118	Pran.g_01044
OG0000901	Syan.g_02123	Pran.g_01047
OG0000902	Syan.g_02125	Pran.g_01049
OG0000903	Syan.g_02252	Pran.g_01052
OG0000904	Syan.g_02258	Pran.g_01054
OG0000905	Syan.g_02129	Pran.g_01058
OG0000906	Syan.g_02127	Pran.g_01059
OG0000907	Syan.g_02245	Pran.g_01062
OG0000908	Syan.g_02242	Pran.g_01065
OG0000909	Syan.g_02241	Pran.g_01066
OG0000910	Syan.g_02240	Pran.g_01067
OG0000911	Syan.g_02238	Pran.g_01070
OG0000912	Syan.g_02237	Pran.g_01071
OG0000913	Syan.g_02236	Pran.g_01072
OG0000914	Syan.g_02235	Pran.g_01073
OG0000915	Syan.g_02233	Pran.g_01074
OG0000916	Syan.g_02232	Pran.g_01075
OG0000917	Syan.g_02231	Pran.g_01076
OG0000918	Syan.g_02230	Pran.g_01077
OG0000919	Syan.g_02229	Pran.g_01078
OG0000920	Syan.g_02228	Pran.g_01079
OG0000921	Syan.g_02227	Pran.g_01080
OG0000922	Syan.g_02226	Pran.g_01081
OG0000923	Syan.g_02222	Pran.g_01085
OG0000924	Syan.g_02221	Pran.g_01086
OG0000925	Syan.g_02220	Pran.g_01087
OG0000926	Syan.g_02219	Pran.g_01088
OG0000927	Syan.g_02217	Pran.g_01090
OG0000928	Syan.g_02216	Pran.g_01091
OG0000929	Syan.g_02215	Pran.g_01092
OG0000930	Syan.g_02214	Pran.g_01093
OG0000931	Syan.g_02213	Pran.g_01094
OG0000932	Syan.g_02212	Pran.g_01095
OG0000933	Syan.g_02206	Pran.g_01099
OG0000934	Syan.g_02204	Pran.g_01101
OG0000935	Syan.g_02203	Pran.g_01102
OG0000936	Syan.g_02202	Pran.g_01103
OG0000937	Syan.g_02201	Pran.g_01104
OG0000938	Syan.g_02198	Pran.g_01106
OG0000939	Syan.g_02197	Pran.g_01107
OG0000940	Syan.g_02188	Pran.g_01114
OG0000941	Syan.g_02186	Pran.g_01116
OG0000942	Syan.g_02184	Pran.g_01118
OG0000943	Syan.g_02183	Pran.g_01119
OG0000944	Syan.g_02181	Pran.g_01120
OG0000945	Syan.g_02180	Pran.g_01121
OG0000946	Syan.g_02167	Pran.g_01125
OG0000947	Syan.g_02164	Pran.g_01127
OG0000948	Syan.g_02163	Pran.g_01128
OG0000949	Syan.g_01951	Pran.g_01131
OG0000950	Syan.g_01940	Pran.g_01136
OG0000951	Syan.g_01932	Pran.g_01139
OG0000952	Syan.g_01927	Pran.g_01143
OG0000953	Syan.g_01922	Pran.g_01146
OG0000954	Syan.g_01916	Pran.g_01150
OG0000955	Syan.g_01915	Pran.g_01151
OG0000956	Syan.g_01913	Pran.g_01153
OG0000957	Syan.g_01898	Pran.g_01158
OG0000958	Syan.g_01897	Pran.g_01159
OG0000959	Syan.g_01893	Pran.g_01163
OG0000960	Syan.g_01892	Pran.g_01164
OG0000961	Syan.g_03024	Pran.g_01166
OG0000962	Syan.g_01887	Pran.g_01168
OG0000963	Syan.g_01881	Pran.g_01172
OG0000964	Syan.g_01880	Pran.g_01173
OG0000965	Syan.g_01879	Pran.g_01174
OG0000966	Syan.g_01812	Pran.g_01182
OG0000967	Syan.g_01804	Pran.g_01186
OG0000968	Syan.g_01706	Pran.g_01188
OG0000969	Syan.g_01708	Pran.g_01189
OG0000970	Syan.g_01709	Pran.g_01190
OG0000971	Syan.g_01711	Pran.g_01191
OG0000972	Syan.g_01712	Pran.g_01192
OG0000973	Syan.g_01713	Pran.g_01193
OG0000974	Syan.g_01714	Pran.g_01194
OG0000975	Syan.g_01715	Pran.g_01195
OG0000976	Syan.g_01716	Pran.g_01196
OG0000977	Syan.g_01718	Pran.g_01197
OG0000978	Syan.g_01719	Pran.g_01198
OG0000979	Syan.g_01722	Pran.g_01201
OG0000980	Syan.g_01725	Pran.g_01202
OG0000981	Syan.g_01728	Pran.g_01204
OG0000982	Syan.g_01566	Pran.g_01206
OG0000983	Syan.g_01567	Pran.g_01207
OG0000984	Syan.g_01568	Pran.g_01208
OG0000985	Syan.g_01572	Pran.g_01211
OG0000986	Syan.g_01574	Pran.g_01213
OG0000987	Syan.g_01576	Pran.g_01214
OG0000988	Syan.g_01581	Pran.g_01217
OG0000989	Syan.g_01587	Pran.g_01221
OG0000990	Syan.g_01615	Pran.g_01224
OG0000991	Syan.g_01618	Pran.g_01225
OG0000992	Syan.g_01622	Pran.g_01227
OG0000993	Syan.g_01623	Pran.g_01228
OG0000994	Syan.g_01625	Pran.g_01229
OG0000995	Syan.g_01629	Pran.g_01233
OG0000996	Syan.g_01653	Pran.g_01234
OG0000997	Syan.g_01677	Pran.g_01235
OG0000998	Syan.g_01679	Pran.g_01237
OG0000999	Syan.g_01680	Pran.g_01238
OG0001000	Syan.g_01684	Pran.g_01241
OG0001001	Syan.g_01690	Pran.g_01243
OG0001002	Syan.g_01697	Pran.g_01247
OG0001003	Syan.g_01699	Pran.g_01249
OG0001004	Syan.g_01700	Pran.g_01250
OG0001005	Syan.g_01701	Pran.g_01251
OG0001006	Syan.g_01794	Pran.g_01255
OG0001007	Syan.g_01796	Pran.g_01257
OG0001008	Syan.g_02397	Pran.g_01743
OG0001009	Syan.g_01748	Pran.g_00397
OG0001010	Syan.g_01747	Pran.g_00396
OG0001011	Syan.g_01745	Pran.g_00395
OG0001012	Syan.g_00281	Pran.g_00382
OG0001013	Syan.g_01542	Pran.g_00377
OG0001014	Syan.g_01535	Pran.g_00374
OG0001015	Syan.g_01534	Pran.g_00373
OG0001016	Syan.g_02912	Pran.g_00359
OG0001017	Syan.g_02918	Pran.g_00355
OG0001018	Syan.g_02920	Pran.g_00352
OG0001019	Syan.g_02947	Pran.g_00343
OG0001020	Syan.g_02951	Pran.g_00342
OG0001021	Syan.g_02958	Pran.g_00341
OG0001022	Syan.g_02964	Pran.g_00339
OG0001023	Syan.g_02965	Pran.g_00338
OG0001024	Syan.g_00968	Pran.g_00335
OG0001025	Syan.g_02971	Pran.g_00329
OG0001026	Syan.g_02984	Pran.g_00322
OG0001027	Syan.g_02308	Pran.g_00321
OG0001028	Syan.g_02305	Pran.g_00319
OG0001029	Syan.g_02303	Pran.g_00318
OG0001030	Syan.g_02281	Pran.g_00304
OG0001031	Syan.g_03060	Pran.g_00246
OG0001032	Syan.g_03063	Pran.g_00245
OG0001033	Syan.g_00970	Pran.g_00224
OG0001034	Syan.g_02425	Pran.g_00196
OG0001035	Syan.g_02062	Pran.g_01938
OG0001036	Syan.g_02056	Pran.g_01934
OG0001037	Syan.g_02054	Pran.g_01933
OG0001038	Syan.g_02025	Pran.g_01916
OG0001039	Syan.g_02022	Pran.g_01913
OG0001040	Syan.g_02019	Pran.g_01911
OG0001041	Syan.g_02015	Pran.g_01907
OG0001042	Syan.g_01992	Pran.g_01890
OG0001043	Syan.g_01988	Pran.g_01889
OG0001044	Syan.g_02145	Pran.g_01861
OG0001045	Syan.g_02132	Pran.g_01853
OG0001046	Syan.g_00591	Pran.g_01816
OG0001047	Syan.g_02399	Pran.g_01741
OG0001048	Syan.g_02400	Pran.g_01740
OG0001049	Syan.g_01340	Pran.g_01738
OG0001050	Syan.g_01339	Pran.g_01737
OG0001051	Syan.g_01338	Pran.g_01736
OG0001052	Syan.g_02850	Pran.g_01707
OG0001053	Syan.g_02761	Pran.g_01695
OG0001054	Syan.g_02742	Pran.g_01680
OG0001055	Syan.g_02721	Pran.g_01661
OG0001056	Syan.g_01161	Pran.g_01642
OG0001057	Syan.g_00832	Pran.g_01637
OG0001058	Syan.g_00851	Pran.g_01629
OG0001059	Syan.g_00855	Pran.g_01625
OG0001060	Syan.g_00861	Pran.g_01618
OG0001061	Syan.g_00880	Pran.g_01604
OG0001063	Syan.g_00945	Pran.g_01600
OG0001064	Syan.g_00946	Pran.g_01599
OG0001065	Syan.g_00947	Pran.g_01598
OG0001066	Syan.g_00948	Pran.g_01597
OG0001067	Syan.g_00949	Pran.g_01596
OG0001068	Syan.g_00950	Pran.g_01595
OG0001069	Syan.g_00951	Pran.g_01594
OG0001070	Syan.g_00955	Pran.g_01591
OG0001071	Syan.g_00956	Pran.g_01590
OG0001072	Syan.g_00960	Pran.g_01588
OG0001073	Syan.g_01012	Pran.g_01574
OG0001074	Syan.g_00202	Pran.g_01563
OG0001075	Syan.g_00200	Pran.g_01562
OG0001076	Syan.g_00012	Pran.g_01554
OG0001077	Syan.g_01140	Pran.g_01550
OG0001078	Syan.g_00815	Pran.g_01542
OG0001079	Syan.g_00799	Pran.g_01531
OG0001080	Syan.g_00781	Pran.g_01525
OG0001081	Syan.g_00779	Pran.g_01523
OG0001082	Syan.g_00778	Pran.g_01522
OG0001083	Syan.g_00771	Pran.g_01517
OG0001084	Syan.g_00770	Pran.g_01516
OG0001086	Syan.g_00757	Pran.g_01507
OG0001087	Syan.g_01159	Pran.g_01490
OG0001088	Syan.g_02688	Pran.g_01489
OG0001089	Syan.g_00185	Pran.g_01481
OG0001090	Syan.g_00317	Pran.g_01459
OG0001091	Syan.g_00320	Pran.g_01457
OG0001092	Syan.g_00322	Pran.g_01456
OG0001093	Syan.g_00328	Pran.g_01451
OG0001094	Syan.g_00696	Pran.g_01349
OG0001095	Syan.g_00675	Pran.g_01330
OG0001096	Syan.g_00659	Pran.g_01317
OG0001097	Syan.g_00386	Pran.g_01299
OG0001099	Syan.g_02304	Pran.g_00418
OG0001100	Syan.g_00749	Pran.g_00422
OG0001101	Syan.g_00747	Pran.g_00424
OG0001102	Syan.g_00744	Pran.g_00426
OG0001103	Syan.g_00742	Pran.g_00428
OG0001104	Syan.g_00714	Pran.g_00450
OG0001106	Syan.g_00551	Pran.g_00478
OG0001107	Syan.g_00563	Pran.g_00485
OG0001108	Syan.g_00571	Pran.g_00489
OG0001109	Syan.g_00573	Pran.g_00490
OG0001110	Syan.g_00575	Pran.g_00492
OG0001111	Syan.g_00577	Pran.g_00493
OG0001112	Syan.g_00579	Pran.g_00494
OG0001113	Syan.g_00580	Pran.g_00495
OG0001114	Syan.g_00581	Pran.g_00496
OG0001115	Syan.g_00586	Pran.g_00498
OG0001116	Syan.g_00588	Pran.g_00499
OG0001117	Syan.g_00589	Pran.g_00500
OG0001118	Syan.g_00590	Pran.g_00501
OG0001119	Syan.g_00592	Pran.g_00502
OG0001120	Syan.g_00597	Pran.g_00504
OG0001122	Syan.g_00366	Pran.g_00540
OG0001123	Syan.g_00359	Pran.g_00544
OG0001124	Syan.g_00357	Pran.g_00546
OG0001125	Syan.g_00355	Pran.g_00547
OG0001126	Syan.g_00307	Pran.g_00557
OG0001127	Syan.g_00306	Pran.g_00558
OG0001128	Syan.g_00303	Pran.g_00560
OG0001129	Syan.g_00301	Pran.g_00561
OG0001130	Syan.g_00300	Pran.g_00562
OG0001131	Syan.g_00079	Pran.g_00154
OG0001132	Syan.g_00100	Pran.g_00144
OG0001133	Syan.g_00006	Pran.g_00110
OG0001134	Syan.g_01146	Pran.g_00093
OG0001135	Syan.g_01150	Pran.g_00090
OG0001136	Syan.g_02699	Pran.g_00063
OG0001137	Syan.g_02670	Pran.g_00052
OG0001138	Syan.g_02638	Pran.g_00034
OG0001139	Syan.g_02636	Pran.g_00033
OG0001140	Syan.g_02635	Pran.g_00032
OG0001141	Syan.g_02625	Pran.g_00031
OG0001142	Syan.g_02624	Pran.g_00030
OG0001143	Syan.g_02616	Pran.g_00023
OG0001144	Syan.g_02596	Pran.g_00018
OG0001145	Syan.g_01200	Pran.g_00884
OG0001146	Syan.g_01219	Pran.g_00872
OG0001147	Syan.g_02842	Pran.g_00854
OG0001148	Syan.g_02775	Pran.g_00839
OG0001149	Syan.g_02776	Pran.g_00838
OG0001150	Syan.g_02777	Pran.g_00837
OG0001151	Syan.g_02884	Pran.g_00826
OG0001152	Syan.g_02885	Pran.g_00825
OG0001153	Syan.g_02828	Pran.g_00701
OG0001154	Syan.g_02829	Pran.g_00700
OG0001156	Syan.g_02404	Pran.g_00685
OG0001157	Syan.g_02403	Pran.g_00684
OG0001158	Syan.g_02402	Pran.g_00683
OG0001159	Syan.g_02401	Pran.g_00682
OG0001160	Syan.g_01377	Pran.g_00658
OG0001161	Syan.g_01594	Pran.g_00646
OG0001162	Syan.g_02943	Pran.g_00632
OG0001163	Syan.g_01385	Pran.g_00962
OG0001164	Syan.g_01392	Pran.g_00966
OG0001165	Syan.g_01397	Pran.g_00969
OG0001166	Syan.g_01430	Pran.g_00989
OG0001167	Syan.g_00992	Pran.g_01006
OG0001168	Syan.g_01456	Pran.g_01008
OG0001169	Syan.g_01458	Pran.g_01010
OG0001170	Syan.g_01460	Pran.g_01012
OG0001171	Syan.g_01470	Pran.g_01021
OG0001172	Syan.g_02110	Pran.g_01035
OG0001173	Syan.g_02111	Pran.g_01036
OG0001174	Syan.g_02119	Pran.g_01045
OG0001175	Syan.g_02120	Pran.g_01046
OG0001176	Syan.g_02253	Pran.g_01053
OG0001177	Syan.g_02256	Pran.g_01055
OG0001179	Syan.g_02218	Pran.g_01089
OG0001180	Syan.g_02191	Pran.g_01111
OG0001181	Syan.g_02187	Pran.g_01115
OG0001182	Syan.g_02179	Pran.g_01122
OG0001183	Syan.g_02166	Pran.g_01126
OG0001184	Syan.g_01929	Pran.g_01141
OG0001185	Syan.g_01902	Pran.g_01155
OG0001186	Syan.g_01864	Pran.g_01178
OG0001187	Syan.g_01811	Pran.g_01183
OG0001188	Syan.g_01806	Pran.g_01185
OG0001190	Syan.g_01565	Pran.g_01205
OG0001191	Syan.g_01578	Pran.g_01215
