Orthogroup	Syan	Syaj
OG0000574	Syan.g_00965	Syaj.g_00242
OG0000575	Syan.g_01003	Syaj.g_00247
OG0000576	Syan.g_01007	Syaj.g_00249
OG0000577	Syan.g_01008	Syaj.g_00250
OG0000578	Syan.g_01009	Syaj.g_00251
OG0000579	Syan.g_01010	Syaj.g_00252
OG0000580	Syan.g_01011	Syaj.g_00253
OG0000581	Syan.g_01018	Syaj.g_00261
OG0000582	Syan.g_01030	Syaj.g_01338
OG0000583	Syan.g_01029	Syaj.g_01337
OG0000584	Syan.g_01028	Syaj.g_01336
OG0000585	Syan.g_01024	Syaj.g_01334
OG0000586	Syan.g_01022	Syaj.g_01333
OG0000587	Syan.g_01020	Syaj.g_01331
OG0000588	Syan.g_00215	Syaj.g_01313
OG0000589	Syan.g_00016	Syaj.g_01308
OG0000590	Syan.g_00015	Syaj.g_01307
OG0000591	Syan.g_00003	Syaj.g_01299
OG0000592	Syan.g_00002	Syaj.g_01298
OG0000593	Syan.g_00820	Syaj.g_01287
OG0000594	Syan.g_00819	Syaj.g_01286
OG0000595	Syan.g_00818	Syaj.g_01285
OG0000596	Syan.g_00813	Syaj.g_01280
OG0000597	Syan.g_00810	Syaj.g_01277
OG0000598	Syan.g_00809	Syaj.g_01276
OG0000599	Syan.g_00802	Syaj.g_01273
OG0000600	Syan.g_00801	Syaj.g_01272
OG0000601	Syan.g_00800	Syaj.g_01271
OG0000602	Syan.g_00796	Syaj.g_01266
OG0000603	Syan.g_00795	Syaj.g_01265
OG0000604	Syan.g_00792	Syaj.g_01262
OG0000605	Syan.g_00783	Syaj.g_01153
OG0000606	Syan.g_00780	Syaj.g_00698
OG0000607	Syan.g_00777	Syaj.g_00702
OG0000608	Syan.g_00776	Syaj.g_00703
OG0000609	Syan.g_00774	Syaj.g_00705
OG0000610	Syan.g_00766	Syaj.g_00714
OG0000611	Syan.g_00763	Syaj.g_00717
OG0000612	Syan.g_00762	Syaj.g_00718
OG0000613	Syan.g_01965	Syaj.g_02500
OG0000614	Syan.g_00184	Syaj.g_00480
OG0000615	Syan.g_00728	Syaj.g_01065
OG0000616	Syan.g_01694	Syaj.g_02245
OG0000617	Syan.g_00324	Syaj.g_00952
OG0000618	Syan.g_00325	Syaj.g_00951
OG0000619	Syan.g_00326	Syaj.g_00950
OG0000620	Syan.g_00331	Syaj.g_00945
OG0000621	Syan.g_00332	Syaj.g_00944
OG0000622	Syan.g_00334	Syaj.g_00943
OG0000623	Syan.g_00335	Syaj.g_00942
OG0000624	Syan.g_00337	Syaj.g_00940
OG0000625	Syan.g_00338	Syaj.g_00939
OG0000626	Syan.g_00339	Syaj.g_00938
OG0000627	Syan.g_00465	Syaj.g_00765
OG0000628	Syan.g_00466	Syaj.g_00766
OG0000629	Syan.g_00469	Syaj.g_00769
OG0000630	Syan.g_00474	Syaj.g_00773
OG0000631	Syan.g_00484	Syaj.g_00786
OG0000632	Syan.g_00485	Syaj.g_00787
OG0000633	Syan.g_00489	Syaj.g_00789
OG0000634	Syan.g_00694	Syaj.g_01030
OG0000635	Syan.g_00693	Syaj.g_01029
OG0000636	Syan.g_00691	Syaj.g_01024
OG0000637	Syan.g_00689	Syaj.g_01022
OG0000638	Syan.g_00688	Syaj.g_01021
OG0000639	Syan.g_00687	Syaj.g_01020
OG0000640	Syan.g_00686	Syaj.g_01019
OG0000641	Syan.g_00682	Syaj.g_01015
OG0000642	Syan.g_00681	Syaj.g_01014
OG0000643	Syan.g_00679	Syaj.g_01012
OG0000644	Syan.g_00678	Syaj.g_01011
OG0000645	Syan.g_00676	Syaj.g_01009
OG0000646	Syan.g_00673	Syaj.g_01006
OG0000647	Syan.g_00671	Syaj.g_01004
OG0000648	Syan.g_00669	Syaj.g_01001
OG0000649	Syan.g_00668	Syaj.g_01000
OG0000650	Syan.g_00667	Syaj.g_00999
OG0000651	Syan.g_00666	Syaj.g_00998
OG0000652	Syan.g_00665	Syaj.g_00997
OG0000653	Syan.g_00663	Syaj.g_00991
OG0000654	Syan.g_00661	Syaj.g_00990
OG0000655	Syan.g_00660	Syaj.g_00989
OG0000656	Syan.g_00656	Syaj.g_00986
OG0000657	Syan.g_00375	Syaj.g_00382
OG0000658	Syan.g_00378	Syaj.g_00379
OG0000659	Syan.g_00379	Syaj.g_00378
OG0000660	Syan.g_00383	Syaj.g_00374
OG0000662	Syan.g_00392	Syaj.g_00370
OG0000663	Syan.g_00395	Syaj.g_00367
OG0000664	Syan.g_00397	Syaj.g_00358
OG0000665	Syan.g_00788	Syaj.g_01243
OG0000666	Syan.g_02100	Syaj.g_01154
OG0000667	Syan.g_00044	Syaj.g_02661
OG0000668	Syan.g_00365	Syaj.g_00816
OG0000669	Syan.g_00751	Syaj.g_00730
OG0000670	Syan.g_00748	Syaj.g_00733
OG0000671	Syan.g_00746	Syaj.g_00735
OG0000672	Syan.g_00743	Syaj.g_00739
OG0000673	Syan.g_00740	Syaj.g_00742
OG0000674	Syan.g_00738	Syaj.g_00744
OG0000675	Syan.g_00737	Syaj.g_00757
OG0000676	Syan.g_00735	Syaj.g_00759
OG0000677	Syan.g_00734	Syaj.g_00760
OG0000678	Syan.g_00732	Syaj.g_01075
OG0000679	Syan.g_00724	Syaj.g_01061
OG0000680	Syan.g_00723	Syaj.g_01060
OG0000681	Syan.g_00720	Syaj.g_01057
OG0000682	Syan.g_00719	Syaj.g_01056
OG0000683	Syan.g_00718	Syaj.g_01055
OG0000684	Syan.g_00715	Syaj.g_01051
OG0000685	Syan.g_00713	Syaj.g_01049
OG0000686	Syan.g_00712	Syaj.g_01048
OG0000687	Syan.g_00711	Syaj.g_01047
OG0000688	Syan.g_00706	Syaj.g_01041
OG0000689	Syan.g_00704	Syaj.g_01039
OG0000690	Syan.g_00703	Syaj.g_01038
OG0000691	Syan.g_00702	Syaj.g_01037
OG0000692	Syan.g_00700	Syaj.g_01036
OG0000693	Syan.g_00698	Syaj.g_01034
OG0000694	Syan.g_00697	Syaj.g_01033
OG0000695	Syan.g_00492	Syaj.g_00791
OG0000696	Syan.g_00493	Syaj.g_00792
OG0000697	Syan.g_00495	Syaj.g_00932
OG0000698	Syan.g_00498	Syaj.g_00929
OG0000699	Syan.g_00500	Syaj.g_00928
OG0000700	Syan.g_00501	Syaj.g_00927
OG0000701	Syan.g_00502	Syaj.g_00926
OG0000702	Syan.g_00534	Syaj.g_00916
OG0000703	Syan.g_00546	Syaj.g_00915
OG0000704	Syan.g_00550	Syaj.g_00913
OG0000705	Syan.g_00557	Syaj.g_00906
OG0000706	Syan.g_00558	Syaj.g_00905
OG0000707	Syan.g_00559	Syaj.g_00904
OG0000708	Syan.g_00562	Syaj.g_00901
OG0000709	Syan.g_00570	Syaj.g_00872
OG0000710	Syan.g_00574	Syaj.g_00867
OG0000711	Syan.g_00607	Syaj.g_00839
OG0000712	Syan.g_00609	Syaj.g_00837
OG0000713	Syan.g_00610	Syaj.g_00836
OG0000714	Syan.g_00624	Syaj.g_00834
OG0000715	Syan.g_00626	Syaj.g_00832
OG0000716	Syan.g_00630	Syaj.g_00825
OG0000717	Syan.g_00631	Syaj.g_00824
OG0000718	Syan.g_00651	Syaj.g_00820
OG0000719	Syan.g_00367	Syaj.g_00818
OG0000720	Syan.g_00354	Syaj.g_00805
OG0000721	Syan.g_00352	Syaj.g_00803
OG0000722	Syan.g_00351	Syaj.g_00802
OG0000723	Syan.g_00341	Syaj.g_00934
OG0000724	Syan.g_00299	Syaj.g_00421
OG0000725	Syan.g_00194	Syaj.g_00430
OG0000726	Syan.g_00193	Syaj.g_00431
OG0000727	Syan.g_00192	Syaj.g_00432
OG0000728	Syan.g_00190	Syaj.g_00434
OG0000729	Syan.g_01885	Syaj.g_02397
OG0000730	Syan.g_02147	Syaj.g_02802
OG0000731	Syan.g_02135	Syaj.g_02814
OG0000732	Syan.g_01726	Syaj.g_02315
OG0000733	Syan.g_01147	Syaj.g_02151
OG0000734	Syan.g_02982	Syaj.g_01895
OG0000735	Syan.g_02713	Syaj.g_00286
OG0000736	Syan.g_02712	Syaj.g_00287
OG0000737	Syan.g_02711	Syaj.g_00288
OG0000738	Syan.g_02705	Syaj.g_00293
OG0000739	Syan.g_02704	Syaj.g_00295
OG0000740	Syan.g_02703	Syaj.g_00296
OG0000741	Syan.g_02700	Syaj.g_00299
OG0000742	Syan.g_02697	Syaj.g_00301
OG0000743	Syan.g_02694	Syaj.g_00303
OG0000744	Syan.g_02693	Syaj.g_00304
OG0000745	Syan.g_02690	Syaj.g_00306
OG0000746	Syan.g_02687	Syaj.g_00308
OG0000747	Syan.g_02685	Syaj.g_00309
OG0000748	Syan.g_02669	Syaj.g_00319
OG0000749	Syan.g_02668	Syaj.g_00322
OG0000750	Syan.g_02667	Syaj.g_00323
OG0000751	Syan.g_02661	Syaj.g_00331
OG0000752	Syan.g_02659	Syaj.g_00333
OG0000753	Syan.g_02656	Syaj.g_00336
OG0000754	Syan.g_02650	Syaj.g_00643
OG0000755	Syan.g_02641	Syaj.g_00631
OG0000756	Syan.g_02640	Syaj.g_00625
OG0000757	Syan.g_02623	Syaj.g_00614
OG0000758	Syan.g_02622	Syaj.g_00613
OG0000759	Syan.g_02621	Syaj.g_00612
OG0000760	Syan.g_02620	Syaj.g_00611
OG0000761	Syan.g_02619	Syaj.g_00609
OG0000762	Syan.g_02617	Syaj.g_00603
OG0000763	Syan.g_02615	Syaj.g_00597
OG0000764	Syan.g_02614	Syaj.g_00596
OG0000765	Syan.g_02587	Syaj.g_00577
OG0000766	Syan.g_02586	Syaj.g_00576
OG0000767	Syan.g_02584	Syaj.g_00574
OG0000768	Syan.g_02583	Syaj.g_00573
OG0000769	Syan.g_02581	Syaj.g_00571
OG0000770	Syan.g_02561	Syaj.g_00567
OG0000771	Syan.g_00305	Syaj.g_00415
OG0000772	Syan.g_00436	Syaj.g_01208
OG0000773	Syan.g_01199	Syaj.g_00280
OG0000774	Syan.g_01205	Syaj.g_01502
OG0000775	Syan.g_01207	Syaj.g_01504
OG0000776	Syan.g_01208	Syaj.g_01505
OG0000777	Syan.g_01209	Syaj.g_01506
OG0000778	Syan.g_01210	Syaj.g_01507
OG0000779	Syan.g_01215	Syaj.g_01513
OG0000780	Syan.g_01218	Syaj.g_01517
OG0000781	Syan.g_01222	Syaj.g_01521
OG0000782	Syan.g_01223	Syaj.g_01522
OG0000783	Syan.g_01224	Syaj.g_01524
OG0000784	Syan.g_01225	Syaj.g_01525
OG0000785	Syan.g_01228	Syaj.g_01526
OG0000786	Syan.g_01243	Syaj.g_00265
OG0000787	Syan.g_01244	Syaj.g_00264
OG0000788	Syan.g_00843	Syaj.g_01270
OG0000789	Syan.g_00075	Syaj.g_01121
OG0000790	Syan.g_02778	Syaj.g_00054
OG0000791	Syan.g_02780	Syaj.g_00053
OG0000792	Syan.g_02781	Syaj.g_00052
OG0000793	Syan.g_02879	Syaj.g_00047
OG0000794	Syan.g_02881	Syaj.g_00046
OG0000795	Syan.g_02882	Syaj.g_00045
OG0000796	Syan.g_02886	Syaj.g_00039
OG0000797	Syan.g_02888	Syaj.g_00038
OG0000798	Syan.g_02026	Syaj.g_02568
OG0000799	Syan.g_01310	Syaj.g_01352
OG0000800	Syan.g_01308	Syaj.g_01354
OG0000801	Syan.g_01307	Syaj.g_01355
OG0000802	Syan.g_01303	Syaj.g_01359
OG0000803	Syan.g_01294	Syaj.g_01363
OG0000804	Syan.g_01291	Syaj.g_01366
OG0000805	Syan.g_01289	Syaj.g_01369
OG0000806	Syan.g_01287	Syaj.g_01370
OG0000807	Syan.g_01286	Syaj.g_01372
OG0000808	Syan.g_01285	Syaj.g_01373
OG0000809	Syan.g_01281	Syaj.g_01376
OG0000810	Syan.g_01280	Syaj.g_01377
OG0000811	Syan.g_01272	Syaj.g_01385
OG0000812	Syan.g_01270	Syaj.g_01387
OG0000813	Syan.g_01269	Syaj.g_01388
OG0000814	Syan.g_01267	Syaj.g_01390
OG0000815	Syan.g_01249	Syaj.g_01391
OG0000816	Syan.g_01247	Syaj.g_01392
OG0000817	Syan.g_01328	Syaj.g_01393
OG0000818	Syan.g_02807	Syaj.g_01399
OG0000819	Syan.g_02808	Syaj.g_01400
OG0000820	Syan.g_02809	Syaj.g_01401
OG0000821	Syan.g_02815	Syaj.g_01412
OG0000822	Syan.g_02817	Syaj.g_01414
OG0000823	Syan.g_02818	Syaj.g_01415
OG0000824	Syan.g_02824	Syaj.g_01421
OG0000825	Syan.g_02825	Syaj.g_01422
OG0000826	Syan.g_02826	Syaj.g_01423
OG0000827	Syan.g_02827	Syaj.g_01424
OG0000828	Syan.g_02830	Syaj.g_01427
OG0000829	Syan.g_02831	Syaj.g_01428
OG0000830	Syan.g_02832	Syaj.g_01429
OG0000831	Syan.g_02834	Syaj.g_01431
OG0000832	Syan.g_02408	Syaj.g_01635
OG0000833	Syan.g_01343	Syaj.g_01647
OG0000834	Syan.g_01345	Syaj.g_01649
OG0000835	Syan.g_01346	Syaj.g_01650
OG0000836	Syan.g_01349	Syaj.g_01654
OG0000837	Syan.g_01351	Syaj.g_01661
OG0000838	Syan.g_01355	Syaj.g_01665
OG0000839	Syan.g_01356	Syaj.g_01666
OG0000840	Syan.g_01357	Syaj.g_01667
OG0000841	Syan.g_01358	Syaj.g_01668
OG0000842	Syan.g_01359	Syaj.g_01669
OG0000843	Syan.g_01360	Syaj.g_01670
OG0000844	Syan.g_01362	Syaj.g_01680
OG0000845	Syan.g_01363	Syaj.g_01681
OG0000846	Syan.g_01364	Syaj.g_01682
OG0000847	Syan.g_01365	Syaj.g_01683
OG0000848	Syan.g_01367	Syaj.g_01685
OG0000849	Syan.g_01368	Syaj.g_01686
OG0000850	Syan.g_01371	Syaj.g_01689
OG0000851	Syan.g_01374	Syaj.g_01694
OG0000852	Syan.g_01375	Syaj.g_01695
OG0000853	Syan.g_01379	Syaj.g_01699
OG0000854	Syan.g_01381	Syaj.g_01701
OG0000855	Syan.g_01382	Syaj.g_01702
OG0000856	Syan.g_01136	Syaj.g_01296
OG0000857	Syan.g_00672	Syaj.g_01005
OG0000858	Syan.g_01389	Syaj.g_01708
OG0000859	Syan.g_01390	Syaj.g_01709
OG0000860	Syan.g_01402	Syaj.g_01723
OG0000861	Syan.g_01403	Syaj.g_01724
OG0000862	Syan.g_01412	Syaj.g_01725
OG0000863	Syan.g_01414	Syaj.g_01728
OG0000864	Syan.g_00969	Syaj.g_01729
OG0000865	Syan.g_01415	Syaj.g_01730
OG0000866	Syan.g_01416	Syaj.g_01731
OG0000867	Syan.g_01417	Syaj.g_01732
OG0000868	Syan.g_01421	Syaj.g_01734
OG0000869	Syan.g_01426	Syaj.g_01742
OG0000870	Syan.g_01431	Syaj.g_01747
OG0000871	Syan.g_01432	Syaj.g_01748
OG0000872	Syan.g_01438	Syaj.g_01756
OG0000873	Syan.g_01441	Syaj.g_01759
OG0000874	Syan.g_01443	Syaj.g_01754
OG0000875	Syan.g_01445	Syaj.g_01762
OG0000876	Syan.g_00391	Syaj.g_02084
OG0000877	Syan.g_01449	Syaj.g_01586
OG0000878	Syan.g_01450	Syaj.g_01587
OG0000879	Syan.g_01451	Syaj.g_01588
OG0000880	Syan.g_01452	Syaj.g_01589
OG0000881	Syan.g_01457	Syaj.g_01595
OG0000882	Syan.g_01462	Syaj.g_01599
OG0000883	Syan.g_01464	Syaj.g_01601
OG0000884	Syan.g_01466	Syaj.g_01603
OG0000885	Syan.g_01467	Syaj.g_01604
OG0000886	Syan.g_01468	Syaj.g_01605
OG0000887	Syan.g_01469	Syaj.g_01606
OG0000888	Syan.g_01471	Syaj.g_01608
OG0000889	Syan.g_01473	Syaj.g_01610
OG0000890	Syan.g_01476	Syaj.g_01615
OG0000891	Syan.g_01477	Syaj.g_01616
OG0000892	Syan.g_01480	Syaj.g_01620
OG0000893	Syan.g_02103	Syaj.g_02636
OG0000894	Syan.g_02108	Syaj.g_02639
OG0000895	Syan.g_02112	Syaj.g_02643
OG0000896	Syan.g_02113	Syaj.g_02644
OG0000897	Syan.g_02115	Syaj.g_02646
OG0000898	Syan.g_02116	Syaj.g_02647
OG0000899	Syan.g_02117	Syaj.g_02648
OG0000900	Syan.g_02118	Syaj.g_02649
OG0000901	Syan.g_02123	Syaj.g_02654
OG0000902	Syan.g_02125	Syaj.g_02656
OG0000903	Syan.g_02252	Syaj.g_02689
OG0000904	Syan.g_02258	Syaj.g_02684
OG0000905	Syan.g_02129	Syaj.g_02678
OG0000906	Syan.g_02127	Syaj.g_02676
OG0000907	Syan.g_02245	Syaj.g_02692
OG0000908	Syan.g_02242	Syaj.g_02695
OG0000909	Syan.g_02241	Syaj.g_02696
OG0000910	Syan.g_02240	Syaj.g_02697
OG0000911	Syan.g_02238	Syaj.g_02699
OG0000912	Syan.g_02237	Syaj.g_02700
OG0000913	Syan.g_02236	Syaj.g_02701
OG0000914	Syan.g_02235	Syaj.g_02702
OG0000915	Syan.g_02233	Syaj.g_02704
OG0000916	Syan.g_02232	Syaj.g_02705
OG0000917	Syan.g_02231	Syaj.g_02706
OG0000918	Syan.g_02230	Syaj.g_02707
OG0000919	Syan.g_02229	Syaj.g_02708
OG0000920	Syan.g_02228	Syaj.g_02709
OG0000921	Syan.g_02227	Syaj.g_02710
OG0000922	Syan.g_02226	Syaj.g_02711
OG0000923	Syan.g_02222	Syaj.g_02715
OG0000924	Syan.g_02221	Syaj.g_02716
OG0000925	Syan.g_02220	Syaj.g_02717
OG0000926	Syan.g_02219	Syaj.g_02718
OG0000927	Syan.g_02217	Syaj.g_02720
OG0000928	Syan.g_02216	Syaj.g_02721
OG0000929	Syan.g_02215	Syaj.g_02722
OG0000930	Syan.g_02214	Syaj.g_02723
OG0000931	Syan.g_02213	Syaj.g_02724
OG0000932	Syan.g_02212	Syaj.g_02725
OG0000933	Syan.g_02206	Syaj.g_02731
OG0000934	Syan.g_02204	Syaj.g_02733
OG0000935	Syan.g_02203	Syaj.g_02734
OG0000936	Syan.g_02202	Syaj.g_02735
OG0000937	Syan.g_02201	Syaj.g_02736
OG0000938	Syan.g_02198	Syaj.g_02739
OG0000939	Syan.g_02197	Syaj.g_02740
OG0000940	Syan.g_02188	Syaj.g_02747
OG0000941	Syan.g_02186	Syaj.g_02749
OG0000942	Syan.g_02184	Syaj.g_02751
OG0000943	Syan.g_02183	Syaj.g_02752
OG0000944	Syan.g_02181	Syaj.g_02754
OG0000945	Syan.g_02180	Syaj.g_02756
OG0000946	Syan.g_02167	Syaj.g_02761
OG0000947	Syan.g_02164	Syaj.g_02764
OG0000948	Syan.g_02163	Syaj.g_02765
OG0000949	Syan.g_01951	Syaj.g_02474
OG0000950	Syan.g_01940	Syaj.g_02459
OG0000951	Syan.g_01932	Syaj.g_02452
OG0000952	Syan.g_01927	Syaj.g_02446
OG0000953	Syan.g_01922	Syaj.g_02442
OG0000954	Syan.g_01916	Syaj.g_02435
OG0000955	Syan.g_01915	Syaj.g_02434
OG0000956	Syan.g_01913	Syaj.g_02432
OG0000957	Syan.g_01898	Syaj.g_02419
OG0000958	Syan.g_01897	Syaj.g_02418
OG0000959	Syan.g_01893	Syaj.g_02413
OG0000960	Syan.g_01892	Syaj.g_02412
OG0000961	Syan.g_03024	Syaj.g_02402
OG0000962	Syan.g_01887	Syaj.g_02398
OG0000963	Syan.g_01881	Syaj.g_02393
OG0000964	Syan.g_01880	Syaj.g_02392
OG0000965	Syan.g_01879	Syaj.g_02391
OG0000966	Syan.g_01812	Syaj.g_02370
OG0000967	Syan.g_01804	Syaj.g_02334
OG0000968	Syan.g_01706	Syaj.g_02363
OG0000969	Syan.g_01708	Syaj.g_02338
OG0000970	Syan.g_01709	Syaj.g_02337
OG0000971	Syan.g_01711	Syaj.g_02331
OG0000972	Syan.g_01712	Syaj.g_02330
OG0000973	Syan.g_01713	Syaj.g_02329
OG0000974	Syan.g_01714	Syaj.g_02328
OG0000975	Syan.g_01715	Syaj.g_02327
OG0000976	Syan.g_01716	Syaj.g_02326
OG0000977	Syan.g_01718	Syaj.g_02324
OG0000978	Syan.g_01719	Syaj.g_02322
OG0000979	Syan.g_01722	Syaj.g_02319
OG0000980	Syan.g_01725	Syaj.g_02316
OG0000981	Syan.g_01728	Syaj.g_02313
OG0000982	Syan.g_01566	Syaj.g_02112
OG0000983	Syan.g_01567	Syaj.g_02113
OG0000984	Syan.g_01568	Syaj.g_02114
OG0000985	Syan.g_01572	Syaj.g_02116
OG0000986	Syan.g_01574	Syaj.g_02123
OG0000987	Syan.g_01576	Syaj.g_02125
OG0000988	Syan.g_01581	Syaj.g_02131
OG0000989	Syan.g_01587	Syaj.g_02142
OG0000990	Syan.g_01615	Syaj.g_02165
OG0000991	Syan.g_01618	Syaj.g_02168
OG0000992	Syan.g_01622	Syaj.g_02171
OG0000993	Syan.g_01623	Syaj.g_02173
OG0000994	Syan.g_01625	Syaj.g_02177
OG0000995	Syan.g_01629	Syaj.g_02182
OG0000996	Syan.g_01653	Syaj.g_02221
OG0000997	Syan.g_01677	Syaj.g_02228
OG0000998	Syan.g_01679	Syaj.g_02230
OG0000999	Syan.g_01680	Syaj.g_02231
OG0001000	Syan.g_01684	Syaj.g_02236
OG0001001	Syan.g_01690	Syaj.g_02241
OG0001002	Syan.g_01697	Syaj.g_02248
OG0001003	Syan.g_01699	Syaj.g_02250
OG0001004	Syan.g_01700	Syaj.g_02251
OG0001005	Syan.g_01701	Syaj.g_02252
OG0001006	Syan.g_01794	Syaj.g_02260
OG0001007	Syan.g_01796	Syaj.g_02262
OG0001008	Syan.g_02397	Syaj.g_01554
OG0001009	Syan.g_01748	Syaj.g_02294
OG0001010	Syan.g_01747	Syaj.g_02295
OG0001011	Syan.g_01745	Syaj.g_02296
OG0001012	Syan.g_00281	Syaj.g_02108
OG0001014	Syan.g_01535	Syaj.g_02083
OG0001015	Syan.g_01534	Syaj.g_02082
OG0001016	Syan.g_02912	Syaj.g_01824
OG0001017	Syan.g_02918	Syaj.g_01830
OG0001018	Syan.g_02920	Syaj.g_01832
OG0001019	Syan.g_02947	Syaj.g_01849
OG0001020	Syan.g_02951	Syaj.g_01862
OG0001021	Syan.g_02958	Syaj.g_01867
OG0001022	Syan.g_02964	Syaj.g_01872
OG0001023	Syan.g_02965	Syaj.g_01873
OG0001024	Syan.g_00968	Syaj.g_01877
OG0001025	Syan.g_02971	Syaj.g_01884
OG0001026	Syan.g_02984	Syaj.g_01897
OG0001027	Syan.g_02308	Syaj.g_01903
OG0001028	Syan.g_02305	Syaj.g_01905
OG0001029	Syan.g_02303	Syaj.g_01907
OG0001030	Syan.g_02281	Syaj.g_01933
OG0001031	Syan.g_03060	Syaj.g_02012
OG0001032	Syan.g_03063	Syaj.g_02015
OG0001033	Syan.g_00970	Syaj.g_02044
OG0001034	Syan.g_02425	Syaj.g_02875
OG0001035	Syan.g_02062	Syaj.g_02603
OG0001036	Syan.g_02056	Syaj.g_02599
OG0001037	Syan.g_02054	Syaj.g_02597
OG0001038	Syan.g_02025	Syaj.g_02567
OG0001039	Syan.g_02022	Syaj.g_02564
OG0001040	Syan.g_02019	Syaj.g_02561
OG0001041	Syan.g_02015	Syaj.g_02556
OG0001042	Syan.g_01992	Syaj.g_02527
OG0001043	Syan.g_01988	Syaj.g_02523
OG0001044	Syan.g_02145	Syaj.g_02804
OG0001045	Syan.g_02132	Syaj.g_02817
OG0001046	Syan.g_00591	Syaj.g_00851
OG0001047	Syan.g_02399	Syaj.g_01552
OG0001048	Syan.g_02400	Syaj.g_01551
OG0001049	Syan.g_01340	Syaj.g_01548
OG0001050	Syan.g_01339	Syaj.g_01547
OG0001051	Syan.g_01338	Syaj.g_01546
OG0001052	Syan.g_02850	Syaj.g_01448
OG0001053	Syan.g_02761	Syaj.g_00075
OG0001054	Syan.g_02742	Syaj.g_00092
OG0001055	Syan.g_02721	Syaj.g_00113
OG0001056	Syan.g_01161	Syaj.g_00149
OG0001057	Syan.g_00832	Syaj.g_00160
OG0001058	Syan.g_00851	Syaj.g_00183
OG0001059	Syan.g_00855	Syaj.g_00187
OG0001060	Syan.g_00861	Syaj.g_00193
OG0001061	Syan.g_00880	Syaj.g_00214
OG0001063	Syan.g_00945	Syaj.g_00222
OG0001064	Syan.g_00946	Syaj.g_00223
OG0001065	Syan.g_00947	Syaj.g_00224
OG0001066	Syan.g_00948	Syaj.g_00225
OG0001067	Syan.g_00949	Syaj.g_00226
OG0001068	Syan.g_00950	Syaj.g_00227
OG0001069	Syan.g_00951	Syaj.g_00228
OG0001070	Syan.g_00955	Syaj.g_00231
OG0001071	Syan.g_00956	Syaj.g_00232
OG0001072	Syan.g_00960	Syaj.g_00236
OG0001073	Syan.g_01012	Syaj.g_00254
OG0001074	Syan.g_00202	Syaj.g_01327
OG0001075	Syan.g_00200	Syaj.g_01325
OG0001076	Syan.g_00012	Syaj.g_01305
OG0001077	Syan.g_01140	Syaj.g_01294
OG0001078	Syan.g_00815	Syaj.g_01282
OG0001079	Syan.g_00799	Syaj.g_01269
OG0001080	Syan.g_00781	Syaj.g_01135
OG0001081	Syan.g_00779	Syaj.g_00699
OG0001082	Syan.g_00778	Syaj.g_00700
OG0001083	Syan.g_00771	Syaj.g_00709
OG0001084	Syan.g_00770	Syaj.g_00711
OG0001086	Syan.g_00757	Syaj.g_00723
OG0001087	Syan.g_01159	Syaj.g_00498
OG0001088	Syan.g_02688	Syaj.g_00494
OG0001089	Syan.g_00185	Syaj.g_00439
OG0001090	Syan.g_00317	Syaj.g_00959
OG0001091	Syan.g_00320	Syaj.g_00957
OG0001092	Syan.g_00322	Syaj.g_00954
OG0001093	Syan.g_00328	Syaj.g_00948
OG0001094	Syan.g_00696	Syaj.g_01032
OG0001095	Syan.g_00675	Syaj.g_01008
OG0001096	Syan.g_00659	Syaj.g_00988
OG0001097	Syan.g_00386	Syaj.g_00371
OG0001099	Syan.g_02304	Syaj.g_01906
OG0001100	Syan.g_00749	Syaj.g_00732
OG0001101	Syan.g_00747	Syaj.g_00734
OG0001102	Syan.g_00744	Syaj.g_00737
OG0001103	Syan.g_00742	Syaj.g_00740
OG0001104	Syan.g_00714	Syaj.g_01050
OG0001106	Syan.g_00551	Syaj.g_00912
OG0001107	Syan.g_00563	Syaj.g_00900
OG0001108	Syan.g_00571	Syaj.g_00870
OG0001109	Syan.g_00573	Syaj.g_00868
OG0001110	Syan.g_00575	Syaj.g_00866
OG0001111	Syan.g_00577	Syaj.g_00864
OG0001112	Syan.g_00579	Syaj.g_00862
OG0001113	Syan.g_00580	Syaj.g_00861
OG0001114	Syan.g_00581	Syaj.g_00860
OG0001115	Syan.g_00586	Syaj.g_00856
OG0001116	Syan.g_00588	Syaj.g_00854
OG0001117	Syan.g_00589	Syaj.g_00853
OG0001118	Syan.g_00590	Syaj.g_00852
OG0001119	Syan.g_00592	Syaj.g_00850
OG0001120	Syan.g_00597	Syaj.g_00846
OG0001122	Syan.g_00366	Syaj.g_00817
OG0001123	Syan.g_00359	Syaj.g_00810
OG0001124	Syan.g_00357	Syaj.g_00808
OG0001125	Syan.g_00355	Syaj.g_00806
OG0001126	Syan.g_00307	Syaj.g_00413
OG0001127	Syan.g_00306	Syaj.g_00414
OG0001128	Syan.g_00303	Syaj.g_00417
OG0001129	Syan.g_00301	Syaj.g_00419
OG0001130	Syan.g_00300	Syaj.g_00420
OG0001131	Syan.g_00079	Syaj.g_01070
OG0001132	Syan.g_00100	Syaj.g_01166
OG0001133	Syan.g_00006	Syaj.g_01302
OG0001134	Syan.g_01146	Syaj.g_00645
OG0001135	Syan.g_02542	Syaj.g_00647
OG0001136	Syan.g_02699	Syaj.g_00300
OG0001137	Syan.g_02670	Syaj.g_00318
OG0001138	Syan.g_02638	Syaj.g_00620
OG0001139	Syan.g_02636	Syaj.g_00618
