Orthogroup	Syan	Prbi
OG0000573	Syan.g_00963	Prbi.g_00594
OG0000574	Syan.g_00965	Prbi.g_00595
OG0000575	Syan.g_01003	Prbi.g_00599
OG0000576	Syan.g_01007	Prbi.g_00601
OG0000577	Syan.g_01008	Prbi.g_00602
OG0000578	Syan.g_01009	Prbi.g_00603
OG0000579	Syan.g_01010	Prbi.g_00604
OG0000580	Syan.g_01011	Prbi.g_00605
OG0000581	Syan.g_01018	Prbi.g_00607
OG0000582	Syan.g_01030	Prbi.g_00610
OG0000583	Syan.g_01029	Prbi.g_00611
OG0000584	Syan.g_01028	Prbi.g_00612
OG0000585	Syan.g_01024	Prbi.g_00614
OG0000586	Syan.g_01022	Prbi.g_00615
OG0000587	Syan.g_01020	Prbi.g_00616
OG0000588	Syan.g_00215	Prbi.g_00620
OG0000589	Syan.g_00016	Prbi.g_00623
OG0000590	Syan.g_00015	Prbi.g_00624
OG0000591	Syan.g_00003	Prbi.g_00627
OG0000592	Syan.g_00002	Prbi.g_00628
OG0000593	Syan.g_00820	Prbi.g_00635
OG0000594	Syan.g_00819	Prbi.g_00636
OG0000595	Syan.g_00818	Prbi.g_00637
OG0000596	Syan.g_00813	Prbi.g_00641
OG0000597	Syan.g_00810	Prbi.g_00643
OG0000598	Syan.g_00809	Prbi.g_00644
OG0000599	Syan.g_00802	Prbi.g_00647
OG0000600	Syan.g_00801	Prbi.g_00648
OG0000601	Syan.g_00800	Prbi.g_00649
OG0000602	Syan.g_00796	Prbi.g_00651
OG0000603	Syan.g_00795	Prbi.g_00652
OG0000604	Syan.g_00792	Prbi.g_00653
OG0000605	Syan.g_00783	Prbi.g_00654
OG0000606	Syan.g_00780	Prbi.g_00657
OG0000607	Syan.g_00777	Prbi.g_00660
OG0000608	Syan.g_00776	Prbi.g_00661
OG0000609	Syan.g_00774	Prbi.g_00662
OG0000610	Syan.g_00766	Prbi.g_00667
OG0000611	Syan.g_00763	Prbi.g_00670
OG0000612	Syan.g_00762	Prbi.g_00671
OG0000613	Syan.g_01965	Prbi.g_00676
OG0000614	Syan.g_00184	Prbi.g_00695
OG0000615	Syan.g_00728	Prbi.g_00704
OG0000616	Syan.g_01694	Prbi.g_00708
OG0000617	Syan.g_00324	Prbi.g_00751
OG0000618	Syan.g_00325	Prbi.g_00752
OG0000619	Syan.g_00326	Prbi.g_00753
OG0000620	Syan.g_00331	Prbi.g_00756
OG0000621	Syan.g_00332	Prbi.g_00757
OG0000622	Syan.g_00334	Prbi.g_00758
OG0000623	Syan.g_00335	Prbi.g_00759
OG0000624	Syan.g_00337	Prbi.g_00760
OG0000625	Syan.g_00338	Prbi.g_00761
OG0000626	Syan.g_00339	Prbi.g_00762
OG0000627	Syan.g_00465	Prbi.g_00763
OG0000628	Syan.g_00466	Prbi.g_00764
OG0000629	Syan.g_00469	Prbi.g_00765
OG0000630	Syan.g_00474	Prbi.g_00768
OG0000631	Syan.g_00484	Prbi.g_00838
OG0000632	Syan.g_00485	Prbi.g_00839
OG0000633	Syan.g_00489	Prbi.g_00840
OG0000634	Syan.g_00694	Prbi.g_00843
OG0000635	Syan.g_00693	Prbi.g_00844
OG0000636	Syan.g_00691	Prbi.g_00846
OG0000637	Syan.g_00689	Prbi.g_00848
OG0000638	Syan.g_00688	Prbi.g_00849
OG0000639	Syan.g_00687	Prbi.g_00850
OG0000640	Syan.g_00686	Prbi.g_00851
OG0000641	Syan.g_00682	Prbi.g_00855
OG0000642	Syan.g_00681	Prbi.g_00856
OG0000643	Syan.g_00679	Prbi.g_00857
OG0000644	Syan.g_00678	Prbi.g_00858
OG0000645	Syan.g_00676	Prbi.g_00859
OG0000646	Syan.g_00673	Prbi.g_00861
OG0000647	Syan.g_00671	Prbi.g_00862
OG0000648	Syan.g_00669	Prbi.g_00864
OG0000649	Syan.g_00668	Prbi.g_00865
OG0000650	Syan.g_00667	Prbi.g_00866
OG0000651	Syan.g_00666	Prbi.g_00867
OG0000652	Syan.g_00665	Prbi.g_00868
OG0000653	Syan.g_00663	Prbi.g_00870
OG0000654	Syan.g_00661	Prbi.g_00871
OG0000655	Syan.g_00660	Prbi.g_00872
OG0000656	Syan.g_00656	Prbi.g_00875
OG0000657	Syan.g_00375	Prbi.g_00883
OG0000658	Syan.g_00378	Prbi.g_00884
OG0000659	Syan.g_00379	Prbi.g_00885
OG0000660	Syan.g_00383	Prbi.g_00889
OG0000661	Syan.g_00385	Prbi.g_00891
OG0000662	Syan.g_00392	Prbi.g_00893
OG0000663	Syan.g_00395	Prbi.g_00895
OG0000664	Syan.g_00397	Prbi.g_00896
OG0000665	Syan.g_00788	Prbi.g_00900
OG0000666	Syan.g_02100	Prbi.g_00901
OG0000667	Syan.g_00044	Prbi.g_00905
OG0000668	Syan.g_00365	Prbi.g_00934
OG0000669	Syan.g_00751	Prbi.g_00942
OG0000670	Syan.g_00748	Prbi.g_00944
OG0000671	Syan.g_00746	Prbi.g_00946
OG0000672	Syan.g_00743	Prbi.g_00949
OG0000673	Syan.g_00740	Prbi.g_00952
OG0000674	Syan.g_00738	Prbi.g_00954
OG0000675	Syan.g_00737	Prbi.g_00955
OG0000676	Syan.g_00735	Prbi.g_00957
OG0000677	Syan.g_00734	Prbi.g_00958
OG0000678	Syan.g_00732	Prbi.g_00960
OG0000679	Syan.g_00724	Prbi.g_00964
OG0000680	Syan.g_00723	Prbi.g_00965
OG0000681	Syan.g_00720	Prbi.g_00968
OG0000682	Syan.g_00719	Prbi.g_00969
OG0000683	Syan.g_00718	Prbi.g_00970
OG0000684	Syan.g_00715	Prbi.g_00971
OG0000685	Syan.g_00713	Prbi.g_00973
OG0000686	Syan.g_00712	Prbi.g_00974
OG0000687	Syan.g_00711	Prbi.g_00975
OG0000688	Syan.g_00706	Prbi.g_00978
OG0000689	Syan.g_00704	Prbi.g_00979
OG0000690	Syan.g_00703	Prbi.g_00980
OG0000691	Syan.g_00702	Prbi.g_00981
OG0000692	Syan.g_00700	Prbi.g_00983
OG0000693	Syan.g_00698	Prbi.g_00984
OG0000694	Syan.g_00697	Prbi.g_00985
OG0000695	Syan.g_00492	Prbi.g_00987
OG0000696	Syan.g_00493	Prbi.g_00988
OG0000697	Syan.g_00495	Prbi.g_00989
OG0000698	Syan.g_00498	Prbi.g_00992
OG0000699	Syan.g_00500	Prbi.g_00993
OG0000700	Syan.g_00501	Prbi.g_00994
OG0000701	Syan.g_00502	Prbi.g_00995
OG0000702	Syan.g_00534	Prbi.g_00997
OG0000703	Syan.g_00546	Prbi.g_00998
OG0000704	Syan.g_00550	Prbi.g_00999
OG0000705	Syan.g_00557	Prbi.g_01003
OG0000706	Syan.g_00558	Prbi.g_01004
OG0000707	Syan.g_00559	Prbi.g_01005
OG0000708	Syan.g_00562	Prbi.g_01006
OG0000709	Syan.g_00570	Prbi.g_01010
OG0000710	Syan.g_00574	Prbi.g_01013
OG0000711	Syan.g_00607	Prbi.g_01030
OG0000712	Syan.g_00609	Prbi.g_01032
OG0000713	Syan.g_00610	Prbi.g_01033
OG0000714	Syan.g_00624	Prbi.g_01034
OG0000715	Syan.g_00626	Prbi.g_01036
OG0000716	Syan.g_00630	Prbi.g_01038
OG0000717	Syan.g_00631	Prbi.g_01039
OG0000718	Syan.g_00651	Prbi.g_01055
OG0000719	Syan.g_00367	Prbi.g_01057
OG0000720	Syan.g_00354	Prbi.g_01066
OG0000721	Syan.g_00352	Prbi.g_01068
OG0000722	Syan.g_00351	Prbi.g_01069
OG0000723	Syan.g_00341	Prbi.g_01072
OG0000724	Syan.g_00299	Prbi.g_01081
OG0000725	Syan.g_00194	Prbi.g_01087
OG0000726	Syan.g_00193	Prbi.g_01088
OG0000727	Syan.g_00192	Prbi.g_01089
OG0000728	Syan.g_00190	Prbi.g_01091
OG0000729	Syan.g_01885	Prbi.g_01138
OG0000730	Syan.g_02147	Prbi.g_01142
OG0000731	Syan.g_02135	Prbi.g_01146
OG0000732	Syan.g_01726	Prbi.g_01155
OG0000733	Syan.g_01147	Prbi.g_01175
OG0000734	Syan.g_02982	Prbi.g_01192
OG0000735	Syan.g_02713	Prbi.g_01194
OG0000736	Syan.g_02712	Prbi.g_01195
OG0000737	Syan.g_02711	Prbi.g_01196
OG0000738	Syan.g_02705	Prbi.g_01200
OG0000739	Syan.g_02704	Prbi.g_01201
OG0000740	Syan.g_02703	Prbi.g_01202
OG0000741	Syan.g_02700	Prbi.g_01203
OG0000742	Syan.g_02697	Prbi.g_01206
OG0000743	Syan.g_02694	Prbi.g_01208
OG0000744	Syan.g_02693	Prbi.g_01209
OG0000745	Syan.g_02690	Prbi.g_01210
OG0000746	Syan.g_02687	Prbi.g_01212
OG0000747	Syan.g_02685	Prbi.g_01213
OG0000748	Syan.g_02669	Prbi.g_01216
OG0000749	Syan.g_02668	Prbi.g_01217
OG0000750	Syan.g_02667	Prbi.g_01218
OG0000751	Syan.g_02661	Prbi.g_01220
OG0000752	Syan.g_02659	Prbi.g_01222
OG0000753	Syan.g_02656	Prbi.g_01225
OG0000754	Syan.g_02650	Prbi.g_01228
OG0000755	Syan.g_02641	Prbi.g_01231
OG0000756	Syan.g_02640	Prbi.g_01232
OG0000757	Syan.g_02623	Prbi.g_01238
OG0000758	Syan.g_02622	Prbi.g_01239
OG0000759	Syan.g_02621	Prbi.g_01240
OG0000760	Syan.g_02620	Prbi.g_01241
OG0000761	Syan.g_02619	Prbi.g_01242
OG0000762	Syan.g_02617	Prbi.g_01243
OG0000763	Syan.g_02615	Prbi.g_01245
OG0000764	Syan.g_02614	Prbi.g_01246
OG0000765	Syan.g_02587	Prbi.g_01255
OG0000766	Syan.g_02586	Prbi.g_01256
OG0000767	Syan.g_02584	Prbi.g_01258
OG0000768	Syan.g_02583	Prbi.g_01259
OG0000769	Syan.g_02581	Prbi.g_01261
OG0000770	Syan.g_02561	Prbi.g_01263
OG0000771	Syan.g_00305	Prbi.g_01277
OG0000772	Syan.g_00436	Prbi.g_01363
OG0000773	Syan.g_01199	Prbi.g_01382
OG0000774	Syan.g_01205	Prbi.g_01384
OG0000775	Syan.g_01207	Prbi.g_01386
OG0000776	Syan.g_01208	Prbi.g_01387
OG0000777	Syan.g_01209	Prbi.g_01388
OG0000778	Syan.g_01210	Prbi.g_01389
OG0000779	Syan.g_01215	Prbi.g_01393
OG0000780	Syan.g_01218	Prbi.g_01394
OG0000781	Syan.g_01222	Prbi.g_01397
OG0000782	Syan.g_01223	Prbi.g_01398
OG0000783	Syan.g_01224	Prbi.g_01399
OG0000784	Syan.g_01225	Prbi.g_01400
OG0000785	Syan.g_01228	Prbi.g_01402
OG0000786	Syan.g_01243	Prbi.g_01404
OG0000787	Syan.g_01244	Prbi.g_01405
OG0000788	Syan.g_00843	Prbi.g_01426
OG0000789	Syan.g_00075	Prbi.g_01429
OG0000790	Syan.g_02778	Prbi.g_01444
OG0000791	Syan.g_02780	Prbi.g_01446
OG0000792	Syan.g_02781	Prbi.g_01447
OG0000793	Syan.g_02879	Prbi.g_01450
OG0000794	Syan.g_02881	Prbi.g_01451
OG0000795	Syan.g_02882	Prbi.g_01452
OG0000796	Syan.g_02886	Prbi.g_01456
OG0000797	Syan.g_02888	Prbi.g_01457
OG0000799	Syan.g_01310	Prbi.g_01571
OG0000800	Syan.g_01308	Prbi.g_01572
OG0000801	Syan.g_01307	Prbi.g_01573
OG0000802	Syan.g_01303	Prbi.g_01575
OG0000803	Syan.g_01294	Prbi.g_01577
OG0000804	Syan.g_01291	Prbi.g_01578
OG0000805	Syan.g_01289	Prbi.g_01580
OG0000806	Syan.g_01287	Prbi.g_01582
OG0000807	Syan.g_01286	Prbi.g_01583
OG0000808	Syan.g_01285	Prbi.g_01584
OG0000809	Syan.g_01281	Prbi.g_01587
OG0000810	Syan.g_01280	Prbi.g_01588
OG0000811	Syan.g_01272	Prbi.g_01594
OG0000812	Syan.g_01270	Prbi.g_01596
OG0000813	Syan.g_01269	Prbi.g_01597
OG0000814	Syan.g_01267	Prbi.g_01599
OG0000815	Syan.g_01249	Prbi.g_01600
OG0000816	Syan.g_01247	Prbi.g_01602
OG0000817	Syan.g_01328	Prbi.g_01603
OG0000818	Syan.g_02807	Prbi.g_01608
OG0000819	Syan.g_02808	Prbi.g_01609
OG0000820	Syan.g_02809	Prbi.g_01610
OG0000821	Syan.g_02815	Prbi.g_01613
OG0000822	Syan.g_02817	Prbi.g_01614
OG0000823	Syan.g_02818	Prbi.g_01615
OG0000824	Syan.g_02824	Prbi.g_01618
OG0000825	Syan.g_02825	Prbi.g_01619
OG0000826	Syan.g_02826	Prbi.g_01620
OG0000827	Syan.g_02827	Prbi.g_01621
OG0000828	Syan.g_02830	Prbi.g_01624
OG0000829	Syan.g_02831	Prbi.g_01625
OG0000830	Syan.g_02832	Prbi.g_01626
OG0000831	Syan.g_02834	Prbi.g_01628
OG0000832	Syan.g_02408	Prbi.g_01634
OG0000833	Syan.g_01343	Prbi.g_01642
OG0000834	Syan.g_01345	Prbi.g_01643
OG0000835	Syan.g_01346	Prbi.g_01644
OG0000836	Syan.g_01349	Prbi.g_01645
OG0000837	Syan.g_01351	Prbi.g_01646
OG0000838	Syan.g_01355	Prbi.g_01648
OG0000839	Syan.g_01356	Prbi.g_01649
OG0000840	Syan.g_01357	Prbi.g_01650
OG0000841	Syan.g_01358	Prbi.g_01651
OG0000842	Syan.g_01359	Prbi.g_01652
OG0000843	Syan.g_01360	Prbi.g_01653
OG0000844	Syan.g_01362	Prbi.g_01654
OG0000845	Syan.g_01363	Prbi.g_01655
OG0000846	Syan.g_01364	Prbi.g_01656
OG0000847	Syan.g_01365	Prbi.g_01657
OG0000848	Syan.g_01367	Prbi.g_01658
OG0000849	Syan.g_01368	Prbi.g_01659
OG0000850	Syan.g_01371	Prbi.g_01661
OG0000851	Syan.g_01374	Prbi.g_01662
OG0000852	Syan.g_01375	Prbi.g_01663
OG0000853	Syan.g_01379	Prbi.g_01667
OG0000854	Syan.g_01381	Prbi.g_01669
OG0000855	Syan.g_01382	Prbi.g_01670
OG0000856	Syan.g_01136	Prbi.g_01685
OG0000857	Syan.g_00672	Prbi.g_01711
OG0000858	Syan.g_01389	Prbi.g_01781
OG0000859	Syan.g_01390	Prbi.g_01782
OG0000860	Syan.g_01402	Prbi.g_01789
OG0000861	Syan.g_01403	Prbi.g_01790
OG0000862	Syan.g_01412	Prbi.g_01791
OG0000863	Syan.g_01414	Prbi.g_01793
OG0000864	Syan.g_00969	Prbi.g_01794
OG0000865	Syan.g_01415	Prbi.g_01795
OG0000866	Syan.g_01416	Prbi.g_01796
OG0000867	Syan.g_01417	Prbi.g_01797
OG0000868	Syan.g_01421	Prbi.g_01798
OG0000869	Syan.g_01426	Prbi.g_01802
OG0000870	Syan.g_01431	Prbi.g_01807
OG0000871	Syan.g_01432	Prbi.g_01808
OG0000872	Syan.g_01438	Prbi.g_01809
OG0000873	Syan.g_01441	Prbi.g_01812
OG0000874	Syan.g_01443	Prbi.g_01815
OG0000875	Syan.g_01445	Prbi.g_01816
OG0000876	Syan.g_00391	Prbi.g_01817
OG0000877	Syan.g_01449	Prbi.g_01819
OG0000878	Syan.g_01450	Prbi.g_01820
OG0000879	Syan.g_01451	Prbi.g_01821
OG0000880	Syan.g_01452	Prbi.g_01822
OG0000881	Syan.g_01457	Prbi.g_01826
OG0000882	Syan.g_01462	Prbi.g_01831
OG0000883	Syan.g_01464	Prbi.g_01832
OG0000884	Syan.g_01466	Prbi.g_01834
OG0000885	Syan.g_01467	Prbi.g_01835
OG0000886	Syan.g_01468	Prbi.g_01836
OG0000887	Syan.g_01469	Prbi.g_01837
OG0000888	Syan.g_01471	Prbi.g_01839
OG0000889	Syan.g_01473	Prbi.g_01841
OG0000890	Syan.g_01476	Prbi.g_01842
OG0000891	Syan.g_01477	Prbi.g_01843
OG0000892	Syan.g_01480	Prbi.g_01845
OG0000893	Syan.g_02103	Prbi.g_01848
OG0000894	Syan.g_02108	Prbi.g_01850
OG0000895	Syan.g_02112	Prbi.g_01853
OG0000896	Syan.g_02113	Prbi.g_01854
OG0000897	Syan.g_02115	Prbi.g_01856
OG0000898	Syan.g_02116	Prbi.g_01857
OG0000899	Syan.g_02117	Prbi.g_01858
OG0000900	Syan.g_02118	Prbi.g_01859
OG0000901	Syan.g_02123	Prbi.g_01863
OG0000902	Syan.g_02125	Prbi.g_01865
OG0000903	Syan.g_02252	Prbi.g_01868
OG0000904	Syan.g_02258	Prbi.g_01870
OG0000905	Syan.g_02129	Prbi.g_01875
OG0000906	Syan.g_02127	Prbi.g_01876
OG0000907	Syan.g_02245	Prbi.g_01896
OG0000908	Syan.g_02242	Prbi.g_01899
OG0000909	Syan.g_02241	Prbi.g_01900
OG0000910	Syan.g_02240	Prbi.g_01901
OG0000911	Syan.g_02238	Prbi.g_01903
OG0000912	Syan.g_02237	Prbi.g_01904
OG0000913	Syan.g_02236	Prbi.g_01905
OG0000914	Syan.g_02235	Prbi.g_01906
OG0000915	Syan.g_02233	Prbi.g_01907
OG0000916	Syan.g_02232	Prbi.g_01908
OG0000917	Syan.g_02231	Prbi.g_01909
OG0000918	Syan.g_02230	Prbi.g_01910
OG0000919	Syan.g_02229	Prbi.g_01911
OG0000920	Syan.g_02228	Prbi.g_01912
OG0000921	Syan.g_02227	Prbi.g_01913
OG0000922	Syan.g_02226	Prbi.g_01914
OG0000923	Syan.g_02222	Prbi.g_01918
OG0000924	Syan.g_02221	Prbi.g_01919
OG0000925	Syan.g_02220	Prbi.g_01920
OG0000926	Syan.g_02219	Prbi.g_01921
OG0000927	Syan.g_02217	Prbi.g_01923
OG0000928	Syan.g_02216	Prbi.g_01924
OG0000929	Syan.g_02215	Prbi.g_01925
OG0000930	Syan.g_02214	Prbi.g_01926
OG0000931	Syan.g_02213	Prbi.g_01927
OG0000932	Syan.g_02212	Prbi.g_01928
OG0000933	Syan.g_02206	Prbi.g_01932
OG0000934	Syan.g_02204	Prbi.g_01934
OG0000935	Syan.g_02203	Prbi.g_01935
OG0000936	Syan.g_02202	Prbi.g_01936
OG0000937	Syan.g_02201	Prbi.g_01937
OG0000938	Syan.g_02198	Prbi.g_01939
OG0000939	Syan.g_02197	Prbi.g_01940
OG0000940	Syan.g_02188	Prbi.g_01947
OG0000941	Syan.g_02186	Prbi.g_01949
OG0000942	Syan.g_02184	Prbi.g_01951
OG0000943	Syan.g_02183	Prbi.g_01952
OG0000944	Syan.g_02181	Prbi.g_01953
OG0000945	Syan.g_02180	Prbi.g_01954
OG0000946	Syan.g_02167	Prbi.g_01958
OG0000947	Syan.g_02164	Prbi.g_01960
OG0000948	Syan.g_02163	Prbi.g_01961
OG0000949	Syan.g_01951	Prbi.g_01964
OG0000950	Syan.g_01940	Prbi.g_01969
OG0000951	Syan.g_01932	Prbi.g_01973
OG0000952	Syan.g_01927	Prbi.g_01977
OG0000953	Syan.g_01922	Prbi.g_01980
OG0000954	Syan.g_01916	Prbi.g_01984
OG0000955	Syan.g_01915	Prbi.g_01985
OG0000956	Syan.g_01913	Prbi.g_01987
OG0000957	Syan.g_01898	Prbi.g_01992
OG0000958	Syan.g_01897	Prbi.g_01993
OG0000959	Syan.g_01893	Prbi.g_01997
OG0000960	Syan.g_01892	Prbi.g_01998
OG0000961	Syan.g_03024	Prbi.g_02000
OG0000962	Syan.g_01887	Prbi.g_02002
OG0000963	Syan.g_01881	Prbi.g_02006
OG0000964	Syan.g_01880	Prbi.g_02007
OG0000965	Syan.g_01879	Prbi.g_02008
OG0000966	Syan.g_01812	Prbi.g_02027
OG0000967	Syan.g_01804	Prbi.g_02032
OG0000968	Syan.g_01706	Prbi.g_02034
OG0000969	Syan.g_01708	Prbi.g_02035
OG0000970	Syan.g_01709	Prbi.g_02036
OG0000971	Syan.g_01711	Prbi.g_02037
OG0000972	Syan.g_01712	Prbi.g_02038
OG0000973	Syan.g_01713	Prbi.g_02039
OG0000974	Syan.g_01714	Prbi.g_02040
OG0000975	Syan.g_01715	Prbi.g_02041
OG0000976	Syan.g_01716	Prbi.g_02042
OG0000977	Syan.g_01718	Prbi.g_02043
OG0000978	Syan.g_01719	Prbi.g_02044
OG0000979	Syan.g_01722	Prbi.g_02047
OG0000980	Syan.g_01725	Prbi.g_02049
OG0000981	Syan.g_01728	Prbi.g_02051
OG0000982	Syan.g_01566	Prbi.g_02053
OG0000983	Syan.g_01567	Prbi.g_02054
OG0000984	Syan.g_01568	Prbi.g_02055
OG0000985	Syan.g_01572	Prbi.g_02058
OG0000986	Syan.g_01574	Prbi.g_02060
OG0000987	Syan.g_01576	Prbi.g_02061
OG0000988	Syan.g_01581	Prbi.g_02064
OG0000989	Syan.g_01587	Prbi.g_02068
OG0000990	Syan.g_01615	Prbi.g_02071
OG0000991	Syan.g_01618	Prbi.g_02072
OG0000992	Syan.g_01622	Prbi.g_02074
OG0000993	Syan.g_01623	Prbi.g_02075
OG0000994	Syan.g_01625	Prbi.g_02076
OG0000995	Syan.g_01629	Prbi.g_02080
OG0000996	Syan.g_01653	Prbi.g_02081
OG0000997	Syan.g_01677	Prbi.g_02082
OG0000998	Syan.g_01679	Prbi.g_02084
OG0000999	Syan.g_01680	Prbi.g_02085
OG0001000	Syan.g_01684	Prbi.g_02088
OG0001001	Syan.g_01690	Prbi.g_02090
OG0001002	Syan.g_01697	Prbi.g_02094
OG0001003	Syan.g_01699	Prbi.g_02095
OG0001004	Syan.g_01700	Prbi.g_02096
OG0001005	Syan.g_01701	Prbi.g_02097
OG0001006	Syan.g_01794	Prbi.g_02101
OG0001007	Syan.g_01796	Prbi.g_02103
OG0001008	Syan.g_02397	Prbi.g_00438
OG0001009	Syan.g_01748	Prbi.g_00027
OG0001010	Syan.g_01747	Prbi.g_00028
OG0001011	Syan.g_01745	Prbi.g_00029
OG0001012	Syan.g_00281	Prbi.g_00052
OG0001013	Syan.g_01542	Prbi.g_00059
OG0001014	Syan.g_01535	Prbi.g_00062
OG0001015	Syan.g_01534	Prbi.g_00063
OG0001016	Syan.g_02912	Prbi.g_00080
OG0001017	Syan.g_02918	Prbi.g_00084
OG0001018	Syan.g_02920	Prbi.g_00087
OG0001019	Syan.g_02947	Prbi.g_00096
OG0001020	Syan.g_02951	Prbi.g_00097
OG0001021	Syan.g_02958	Prbi.g_00098
OG0001022	Syan.g_02964	Prbi.g_00101
OG0001023	Syan.g_02965	Prbi.g_00102
OG0001024	Syan.g_00968	Prbi.g_00105
OG0001025	Syan.g_02971	Prbi.g_00111
OG0001026	Syan.g_02984	Prbi.g_00118
OG0001027	Syan.g_02308	Prbi.g_00119
OG0001028	Syan.g_02305	Prbi.g_00121
OG0001029	Syan.g_02303	Prbi.g_00123
OG0001030	Syan.g_02281	Prbi.g_00138
OG0001031	Syan.g_03060	Prbi.g_00210
OG0001032	Syan.g_03063	Prbi.g_00211
OG0001033	Syan.g_00970	Prbi.g_00232
OG0001034	Syan.g_02425	Prbi.g_00260
OG0001035	Syan.g_02062	Prbi.g_00278
OG0001036	Syan.g_02056	Prbi.g_00283
OG0001037	Syan.g_02054	Prbi.g_00284
OG0001038	Syan.g_02025	Prbi.g_00302
OG0001039	Syan.g_02022	Prbi.g_00305
OG0001040	Syan.g_02019	Prbi.g_00307
OG0001041	Syan.g_02015	Prbi.g_00311
OG0001042	Syan.g_01992	Prbi.g_00328
OG0001043	Syan.g_01988	Prbi.g_00329
OG0001044	Syan.g_02145	Prbi.g_00357
OG0001045	Syan.g_02132	Prbi.g_00366
OG0001046	Syan.g_00591	Prbi.g_00403
OG0001047	Syan.g_02399	Prbi.g_00440
OG0001048	Syan.g_02400	Prbi.g_00441
OG0001049	Syan.g_01340	Prbi.g_00443
OG0001050	Syan.g_01339	Prbi.g_00444
OG0001051	Syan.g_01338	Prbi.g_00445
OG0001052	Syan.g_02850	Prbi.g_00474
OG0001053	Syan.g_02761	Prbi.g_00486
OG0001054	Syan.g_02742	Prbi.g_00501
OG0001055	Syan.g_02721	Prbi.g_00520
OG0001056	Syan.g_01161	Prbi.g_00539
OG0001057	Syan.g_00832	Prbi.g_00544
OG0001058	Syan.g_00851	Prbi.g_00552
OG0001059	Syan.g_00855	Prbi.g_00556
OG0001060	Syan.g_00861	Prbi.g_00563
OG0001061	Syan.g_00880	Prbi.g_00576
OG0001063	Syan.g_00945	Prbi.g_00580
OG0001064	Syan.g_00946	Prbi.g_00581
OG0001065	Syan.g_00947	Prbi.g_00582
OG0001066	Syan.g_00948	Prbi.g_00583
OG0001067	Syan.g_00949	Prbi.g_00584
OG0001068	Syan.g_00950	Prbi.g_00585
OG0001069	Syan.g_00951	Prbi.g_00586
OG0001070	Syan.g_00955	Prbi.g_00589
OG0001071	Syan.g_00956	Prbi.g_00590
OG0001072	Syan.g_00960	Prbi.g_00592
OG0001073	Syan.g_01012	Prbi.g_00606
OG0001074	Syan.g_00202	Prbi.g_00617
OG0001075	Syan.g_00200	Prbi.g_00618
OG0001076	Syan.g_00012	Prbi.g_00626
OG0001077	Syan.g_01140	Prbi.g_00630
OG0001078	Syan.g_00815	Prbi.g_00639
OG0001079	Syan.g_00799	Prbi.g_00650
OG0001080	Syan.g_00781	Prbi.g_00656
OG0001081	Syan.g_00779	Prbi.g_00658
OG0001082	Syan.g_00778	Prbi.g_00659
OG0001083	Syan.g_00771	Prbi.g_00664
OG0001084	Syan.g_00770	Prbi.g_00665
OG0001086	Syan.g_00757	Prbi.g_00674
OG0001087	Syan.g_01159	Prbi.g_00691
OG0001088	Syan.g_02688	Prbi.g_00692
OG0001089	Syan.g_00185	Prbi.g_00700
OG0001090	Syan.g_00317	Prbi.g_00746
OG0001091	Syan.g_00320	Prbi.g_00748
OG0001092	Syan.g_00322	Prbi.g_00749
OG0001093	Syan.g_00328	Prbi.g_00754
OG0001094	Syan.g_00696	Prbi.g_00841
OG0001095	Syan.g_00675	Prbi.g_00860
OG0001096	Syan.g_00659	Prbi.g_00873
OG0001097	Syan.g_00386	Prbi.g_00892
OG0001099	Syan.g_02304	Prbi.g_00939
OG0001100	Syan.g_00749	Prbi.g_00943
OG0001101	Syan.g_00747	Prbi.g_00945
OG0001102	Syan.g_00744	Prbi.g_00948
OG0001103	Syan.g_00742	Prbi.g_00950
OG0001104	Syan.g_00714	Prbi.g_00972
OG0001106	Syan.g_00551	Prbi.g_01000
OG0001107	Syan.g_00563	Prbi.g_01007
OG0001108	Syan.g_00571	Prbi.g_01011
OG0001109	Syan.g_00573	Prbi.g_01012
OG0001110	Syan.g_00575	Prbi.g_01014
OG0001111	Syan.g_00577	Prbi.g_01015
OG0001112	Syan.g_00579	Prbi.g_01016
OG0001113	Syan.g_00580	Prbi.g_01017
OG0001114	Syan.g_00581	Prbi.g_01018
OG0001115	Syan.g_00586	Prbi.g_01020
OG0001116	Syan.g_00588	Prbi.g_01021
OG0001117	Syan.g_00589	Prbi.g_01022
OG0001118	Syan.g_00590	Prbi.g_01023
OG0001119	Syan.g_00592	Prbi.g_01024
OG0001120	Syan.g_00597	Prbi.g_01026
OG0001122	Syan.g_00366	Prbi.g_01058
OG0001123	Syan.g_00359	Prbi.g_01062
OG0001124	Syan.g_00357	Prbi.g_01064
OG0001125	Syan.g_00355	Prbi.g_01065
OG0001126	Syan.g_00307	Prbi.g_01075
OG0001127	Syan.g_00306	Prbi.g_01076
OG0001128	Syan.g_00303	Prbi.g_01078
OG0001129	Syan.g_00301	Prbi.g_01079
OG0001130	Syan.g_00300	Prbi.g_01080
OG0001131	Syan.g_00079	Prbi.g_01117
OG0001132	Syan.g_00100	Prbi.g_01127
OG0001133	Syan.g_00006	Prbi.g_01161
OG0001134	Syan.g_01146	Prbi.g_01174
OG0001135	Syan.g_01150	Prbi.g_01177
OG0001136	Syan.g_02699	Prbi.g_01204
OG0001137	Syan.g_02670	Prbi.g_01215
