Orthogroup	Syan	Prad
OG0000597	Syan.g_00810	Prad.g_01429
OG0000598	Syan.g_00809	Prad.g_01430
OG0000599	Syan.g_00802	Prad.g_01433
OG0000600	Syan.g_00801	Prad.g_01219
OG0000601	Syan.g_00800	Prad.g_01220
OG0000602	Syan.g_00796	Prad.g_01222
OG0000603	Syan.g_00795	Prad.g_01223
OG0000604	Syan.g_00792	Prad.g_01224
OG0000605	Syan.g_00783	Prad.g_01225
OG0000606	Syan.g_00780	Prad.g_01228
OG0000607	Syan.g_00777	Prad.g_01231
OG0000608	Syan.g_00776	Prad.g_01232
OG0000609	Syan.g_00774	Prad.g_01233
OG0000610	Syan.g_00766	Prad.g_01238
OG0000611	Syan.g_00763	Prad.g_01241
OG0000612	Syan.g_00762	Prad.g_01242
OG0000613	Syan.g_01965	Prad.g_01247
OG0000614	Syan.g_00184	Prad.g_01266
OG0000615	Syan.g_00728	Prad.g_01274
OG0000616	Syan.g_01694	Prad.g_01278
OG0000617	Syan.g_00324	Prad.g_01055
OG0000618	Syan.g_00325	Prad.g_01056
OG0000619	Syan.g_00326	Prad.g_01057
OG0000620	Syan.g_00331	Prad.g_01060
OG0000621	Syan.g_00332	Prad.g_01061
OG0000622	Syan.g_00334	Prad.g_01062
OG0000623	Syan.g_00335	Prad.g_01063
OG0000624	Syan.g_00337	Prad.g_01064
OG0000625	Syan.g_00338	Prad.g_01065
OG0000626	Syan.g_00339	Prad.g_01066
OG0000627	Syan.g_00465	Prad.g_01067
OG0000628	Syan.g_00466	Prad.g_01068
OG0000629	Syan.g_00469	Prad.g_01069
OG0000630	Syan.g_00474	Prad.g_01072
OG0000631	Syan.g_00484	Prad.g_01137
OG0000632	Syan.g_00485	Prad.g_01138
OG0000633	Syan.g_00489	Prad.g_01139
OG0000634	Syan.g_00694	Prad.g_01142
OG0000635	Syan.g_00693	Prad.g_01143
OG0000636	Syan.g_00691	Prad.g_01145
OG0000637	Syan.g_00689	Prad.g_01147
OG0000638	Syan.g_00688	Prad.g_01148
OG0000639	Syan.g_00687	Prad.g_01149
OG0000640	Syan.g_00686	Prad.g_01150
OG0000641	Syan.g_00682	Prad.g_01154
OG0000642	Syan.g_00681	Prad.g_01155
OG0000643	Syan.g_00679	Prad.g_01156
OG0000644	Syan.g_00678	Prad.g_01157
OG0000645	Syan.g_00676	Prad.g_01158
OG0000646	Syan.g_00673	Prad.g_01160
OG0000647	Syan.g_00671	Prad.g_01161
OG0000648	Syan.g_00669	Prad.g_01163
OG0000649	Syan.g_00668	Prad.g_01164
OG0000650	Syan.g_00667	Prad.g_01165
OG0000651	Syan.g_00666	Prad.g_01166
OG0000652	Syan.g_00665	Prad.g_01167
OG0000653	Syan.g_00663	Prad.g_01169
OG0000654	Syan.g_00661	Prad.g_01170
OG0000655	Syan.g_00660	Prad.g_01171
OG0000656	Syan.g_00656	Prad.g_01174
OG0000657	Syan.g_00375	Prad.g_01182
OG0000658	Syan.g_00378	Prad.g_01183
OG0000659	Syan.g_00379	Prad.g_01184
OG0000660	Syan.g_00383	Prad.g_00306
OG0000661	Syan.g_00385	Prad.g_00304
OG0000662	Syan.g_00392	Prad.g_00302
OG0000663	Syan.g_00395	Prad.g_00300
OG0000664	Syan.g_00397	Prad.g_00299
OG0000665	Syan.g_00788	Prad.g_00295
OG0000666	Syan.g_02100	Prad.g_00294
OG0000667	Syan.g_00044	Prad.g_00290
OG0000668	Syan.g_00365	Prad.g_00260
OG0000669	Syan.g_00751	Prad.g_00253
OG0000670	Syan.g_00748	Prad.g_00251
OG0000671	Syan.g_00746	Prad.g_00249
OG0000672	Syan.g_00743	Prad.g_00247
OG0000673	Syan.g_00740	Prad.g_00244
OG0000674	Syan.g_00738	Prad.g_00242
OG0000675	Syan.g_00737	Prad.g_00241
OG0000676	Syan.g_00735	Prad.g_00239
OG0000677	Syan.g_00734	Prad.g_00238
OG0000678	Syan.g_00732	Prad.g_00236
OG0000679	Syan.g_00724	Prad.g_00232
OG0000680	Syan.g_00723	Prad.g_00231
OG0000681	Syan.g_00720	Prad.g_00228
OG0000682	Syan.g_00719	Prad.g_00227
OG0000683	Syan.g_00718	Prad.g_00226
OG0000684	Syan.g_00715	Prad.g_00224
OG0000685	Syan.g_00713	Prad.g_00222
OG0000686	Syan.g_00712	Prad.g_00221
OG0000687	Syan.g_00711	Prad.g_00220
OG0000688	Syan.g_00706	Prad.g_00217
OG0000689	Syan.g_00704	Prad.g_00216
OG0000690	Syan.g_00703	Prad.g_00215
OG0000691	Syan.g_00702	Prad.g_00214
OG0000692	Syan.g_00700	Prad.g_00212
OG0000693	Syan.g_00698	Prad.g_00211
OG0000694	Syan.g_00697	Prad.g_00210
OG0000695	Syan.g_00492	Prad.g_00208
OG0000696	Syan.g_00493	Prad.g_00207
OG0000697	Syan.g_00495	Prad.g_00206
OG0000698	Syan.g_00498	Prad.g_00203
OG0000699	Syan.g_00500	Prad.g_00202
OG0000700	Syan.g_00501	Prad.g_00201
OG0000701	Syan.g_00502	Prad.g_00200
OG0000702	Syan.g_00534	Prad.g_00198
OG0000703	Syan.g_00546	Prad.g_00197
OG0000704	Syan.g_00550	Prad.g_00196
OG0000705	Syan.g_00557	Prad.g_00192
OG0000706	Syan.g_00558	Prad.g_00191
OG0000707	Syan.g_00559	Prad.g_00190
OG0000708	Syan.g_00562	Prad.g_00189
OG0000709	Syan.g_00570	Prad.g_00185
OG0000710	Syan.g_00574	Prad.g_00182
OG0000711	Syan.g_00607	Prad.g_00165
OG0000712	Syan.g_00609	Prad.g_00163
OG0000713	Syan.g_00610	Prad.g_00162
OG0000714	Syan.g_00624	Prad.g_00161
OG0000715	Syan.g_00626	Prad.g_00159
OG0000716	Syan.g_00630	Prad.g_00157
OG0000717	Syan.g_00631	Prad.g_00156
OG0000718	Syan.g_00651	Prad.g_00144
OG0000719	Syan.g_00367	Prad.g_00142
OG0000720	Syan.g_00354	Prad.g_01039
OG0000721	Syan.g_00352	Prad.g_01037
OG0000722	Syan.g_00351	Prad.g_01036
OG0000723	Syan.g_00341	Prad.g_01033
OG0000724	Syan.g_00299	Prad.g_01023
OG0000725	Syan.g_00194	Prad.g_01017
OG0000726	Syan.g_00193	Prad.g_01016
OG0000727	Syan.g_00192	Prad.g_01015
OG0000728	Syan.g_00190	Prad.g_01013
OG0000729	Syan.g_01885	Prad.g_00970
OG0000730	Syan.g_02147	Prad.g_00635
OG0000731	Syan.g_02135	Prad.g_00639
OG0000732	Syan.g_01726	Prad.g_00649
OG0000733	Syan.g_01147	Prad.g_01988
OG0000734	Syan.g_02982	Prad.g_01511
OG0000735	Syan.g_02713	Prad.g_01509
OG0000736	Syan.g_02712	Prad.g_01508
OG0000737	Syan.g_02711	Prad.g_01507
OG0000738	Syan.g_02705	Prad.g_01503
OG0000739	Syan.g_02704	Prad.g_01502
OG0000740	Syan.g_02703	Prad.g_01501
OG0000741	Syan.g_02700	Prad.g_01500
OG0000742	Syan.g_02697	Prad.g_01497
OG0000743	Syan.g_02694	Prad.g_01495
OG0000744	Syan.g_02693	Prad.g_01494
OG0000745	Syan.g_02690	Prad.g_01493
OG0000746	Syan.g_02687	Prad.g_01491
OG0000747	Syan.g_02685	Prad.g_01490
OG0000748	Syan.g_02669	Prad.g_01487
OG0000749	Syan.g_02668	Prad.g_01486
OG0000750	Syan.g_02667	Prad.g_01485
OG0000751	Syan.g_02661	Prad.g_01483
OG0000752	Syan.g_02659	Prad.g_01481
OG0000753	Syan.g_02656	Prad.g_01478
OG0000754	Syan.g_02650	Prad.g_01475
OG0000755	Syan.g_02641	Prad.g_01472
OG0000756	Syan.g_02640	Prad.g_01470, Prad.g_01471
OG0000757	Syan.g_02623	Prad.g_01464
OG0000758	Syan.g_02622	Prad.g_01463
OG0000759	Syan.g_02621	Prad.g_01462
OG0000760	Syan.g_02620	Prad.g_01461
OG0000761	Syan.g_02619	Prad.g_01460
OG0000762	Syan.g_02617	Prad.g_01459
OG0000763	Syan.g_02615	Prad.g_01457
OG0000764	Syan.g_02614	Prad.g_01456
OG0000765	Syan.g_02587	Prad.g_01447
OG0000766	Syan.g_02586	Prad.g_01446
OG0000767	Syan.g_02584	Prad.g_01444
OG0000768	Syan.g_02583	Prad.g_01443
OG0000769	Syan.g_02581	Prad.g_01441
OG0000770	Syan.g_02561	Prad.g_01439
OG0000771	Syan.g_00305	Prad.g_00076
OG0000772	Syan.g_00436	Prad.g_00341
OG0000773	Syan.g_01199	Prad.g_00361
OG0000774	Syan.g_01205	Prad.g_00363
OG0000775	Syan.g_01207	Prad.g_00365
OG0000776	Syan.g_01208	Prad.g_00366
OG0000777	Syan.g_01209	Prad.g_00631
OG0000778	Syan.g_01210	Prad.g_00630
OG0000779	Syan.g_01215	Prad.g_00626
OG0000780	Syan.g_01218	Prad.g_00625
OG0000781	Syan.g_01222	Prad.g_00622
OG0000782	Syan.g_01223	Prad.g_00621
OG0000783	Syan.g_01224	Prad.g_00620
OG0000784	Syan.g_01225	Prad.g_00619
OG0000785	Syan.g_01228	Prad.g_00617
OG0000786	Syan.g_01243	Prad.g_00615
OG0000787	Syan.g_01244	Prad.g_00614
OG0000788	Syan.g_00843	Prad.g_00607
OG0000789	Syan.g_00075	Prad.g_00604
OG0000790	Syan.g_02778	Prad.g_00589
OG0000791	Syan.g_02780	Prad.g_00587
OG0000792	Syan.g_02781	Prad.g_00586
OG0000793	Syan.g_02879	Prad.g_00583
OG0000794	Syan.g_02881	Prad.g_00582
OG0000795	Syan.g_02882	Prad.g_00581
OG0000796	Syan.g_02886	Prad.g_00577
OG0000797	Syan.g_02888	Prad.g_00576
OG0000799	Syan.g_01310	Prad.g_00533
OG0000800	Syan.g_01308	Prad.g_00532
OG0000801	Syan.g_01307	Prad.g_00531
OG0000802	Syan.g_01303	Prad.g_00529
OG0000803	Syan.g_01294	Prad.g_00527
OG0000804	Syan.g_01291	Prad.g_00526
OG0000805	Syan.g_01289	Prad.g_00524
OG0000806	Syan.g_01287	Prad.g_00522
OG0000807	Syan.g_01286	Prad.g_00521
OG0000808	Syan.g_01285	Prad.g_00520
OG0000809	Syan.g_01281	Prad.g_00517
OG0000810	Syan.g_01280	Prad.g_00516
OG0000811	Syan.g_01272	Prad.g_00512
OG0000812	Syan.g_01270	Prad.g_00510
OG0000813	Syan.g_01269	Prad.g_00509
OG0000814	Syan.g_01267	Prad.g_00507
OG0000815	Syan.g_01249	Prad.g_00506
OG0000816	Syan.g_01247	Prad.g_00504
OG0000817	Syan.g_01328	Prad.g_00503
OG0000818	Syan.g_02807	Prad.g_00498
OG0000819	Syan.g_02808	Prad.g_00497
OG0000820	Syan.g_02809	Prad.g_00496
OG0000821	Syan.g_02815	Prad.g_00491
OG0000822	Syan.g_02817	Prad.g_00490
OG0000823	Syan.g_02818	Prad.g_00489
OG0000824	Syan.g_02824	Prad.g_00486
OG0000825	Syan.g_02825	Prad.g_00485
OG0000826	Syan.g_02826	Prad.g_00484
OG0000827	Syan.g_02827	Prad.g_00483
OG0000828	Syan.g_02830	Prad.g_00480
OG0000829	Syan.g_02831	Prad.g_00479
OG0000830	Syan.g_02832	Prad.g_00478
OG0000831	Syan.g_02834	Prad.g_00476
OG0000832	Syan.g_02408	Prad.g_00470
OG0000833	Syan.g_01343	Prad.g_00462
OG0000834	Syan.g_01345	Prad.g_00461
OG0000835	Syan.g_01346	Prad.g_00460
OG0000836	Syan.g_01349	Prad.g_00459
OG0000837	Syan.g_01351	Prad.g_00458
OG0000838	Syan.g_01355	Prad.g_00456
OG0000839	Syan.g_01356	Prad.g_00455
OG0000840	Syan.g_01357	Prad.g_00454
OG0000841	Syan.g_01358	Prad.g_00453
OG0000842	Syan.g_01359	Prad.g_00452
OG0000843	Syan.g_01360	Prad.g_00451
OG0000844	Syan.g_01362	Prad.g_00450
OG0000845	Syan.g_01363	Prad.g_00449
OG0000846	Syan.g_01364	Prad.g_00448
OG0000847	Syan.g_01365	Prad.g_00447
OG0000848	Syan.g_01367	Prad.g_00446
OG0000849	Syan.g_01368	Prad.g_00445
OG0000850	Syan.g_01371	Prad.g_00443
OG0000851	Syan.g_01374	Prad.g_00442
OG0000852	Syan.g_01375	Prad.g_00441
OG0000853	Syan.g_01379	Prad.g_00437
OG0000854	Syan.g_01381	Prad.g_00435
OG0000855	Syan.g_01382	Prad.g_00434
OG0000856	Syan.g_01136	Prad.g_00419
OG0000857	Syan.g_00672	Prad.g_00388
OG0000858	Syan.g_01389	Prad.g_00947
OG0000859	Syan.g_01390	Prad.g_00946
OG0000860	Syan.g_01402	Prad.g_00939
OG0000861	Syan.g_01403	Prad.g_00938
OG0000862	Syan.g_01412	Prad.g_00937
OG0000863	Syan.g_01414	Prad.g_00935
OG0000864	Syan.g_00969	Prad.g_00934
OG0000865	Syan.g_01415	Prad.g_00933
OG0000866	Syan.g_01416	Prad.g_00932
OG0000867	Syan.g_01417	Prad.g_00931
OG0000868	Syan.g_01421	Prad.g_00930
OG0000869	Syan.g_01426	Prad.g_00926
OG0000870	Syan.g_01431	Prad.g_00921
OG0000871	Syan.g_01432	Prad.g_00920
OG0000872	Syan.g_01438	Prad.g_00919
OG0000873	Syan.g_01441	Prad.g_00916
OG0000874	Syan.g_01443	Prad.g_00913
OG0000875	Syan.g_01445	Prad.g_00912
OG0000876	Syan.g_00391	Prad.g_00911
OG0000877	Syan.g_01449	Prad.g_00909
OG0000878	Syan.g_01450	Prad.g_00908
OG0000879	Syan.g_01451	Prad.g_00907
OG0000880	Syan.g_01452	Prad.g_00906
OG0000881	Syan.g_01457	Prad.g_00902
OG0000882	Syan.g_01462	Prad.g_00897
OG0000883	Syan.g_01464	Prad.g_00895
OG0000884	Syan.g_01466	Prad.g_00893
OG0000885	Syan.g_01467	Prad.g_00892
OG0000886	Syan.g_01468	Prad.g_00891
OG0000887	Syan.g_01469	Prad.g_00890
OG0000888	Syan.g_01471	Prad.g_00888
OG0000889	Syan.g_01473	Prad.g_00886
OG0000890	Syan.g_01476	Prad.g_00885
OG0000891	Syan.g_01477	Prad.g_00884
OG0000892	Syan.g_01480	Prad.g_00882
OG0000893	Syan.g_02103	Prad.g_00879
OG0000894	Syan.g_02108	Prad.g_00877
OG0000895	Syan.g_02112	Prad.g_00874
OG0000896	Syan.g_02113	Prad.g_00873
OG0000897	Syan.g_02115	Prad.g_00871
OG0000898	Syan.g_02116	Prad.g_00870
OG0000899	Syan.g_02117	Prad.g_00869
OG0000900	Syan.g_02118	Prad.g_00868
OG0000901	Syan.g_02123	Prad.g_00865
OG0000902	Syan.g_02125	Prad.g_00863
OG0000903	Syan.g_02252	Prad.g_00860
OG0000904	Syan.g_02258	Prad.g_00858
OG0000905	Syan.g_02129	Prad.g_00853
OG0000906	Syan.g_02127	Prad.g_00852
OG0000907	Syan.g_02245	Prad.g_00849
OG0000908	Syan.g_02242	Prad.g_00846
OG0000909	Syan.g_02241	Prad.g_00845
OG0000910	Syan.g_02240	Prad.g_00844
OG0000911	Syan.g_02238	Prad.g_00842
OG0000912	Syan.g_02237	Prad.g_00841
OG0000913	Syan.g_02236	Prad.g_00840
OG0000914	Syan.g_02235	Prad.g_00839
OG0000915	Syan.g_02233	Prad.g_00838
OG0000916	Syan.g_02232	Prad.g_00837
OG0000917	Syan.g_02231	Prad.g_00836
OG0000918	Syan.g_02230	Prad.g_00835
OG0000919	Syan.g_02229	Prad.g_00834
OG0000920	Syan.g_02228	Prad.g_00833
OG0000921	Syan.g_02227	Prad.g_00832
OG0000922	Syan.g_02226	Prad.g_00831
OG0000923	Syan.g_02222	Prad.g_00827
OG0000924	Syan.g_02221	Prad.g_00826
OG0000925	Syan.g_02220	Prad.g_00825
OG0000926	Syan.g_02219	Prad.g_00824
OG0000927	Syan.g_02217	Prad.g_00822
OG0000928	Syan.g_02216	Prad.g_00821
OG0000929	Syan.g_02215	Prad.g_00820
OG0000930	Syan.g_02214	Prad.g_00819
OG0000931	Syan.g_02213	Prad.g_00818
OG0000932	Syan.g_02212	Prad.g_00817
OG0000933	Syan.g_02206	Prad.g_00813
OG0000934	Syan.g_02204	Prad.g_00811
OG0000935	Syan.g_02203	Prad.g_00810
OG0000936	Syan.g_02202	Prad.g_00809
OG0000937	Syan.g_02201	Prad.g_00808
OG0000938	Syan.g_02198	Prad.g_00806
OG0000939	Syan.g_02197	Prad.g_00805
OG0000940	Syan.g_02188	Prad.g_00798
OG0000941	Syan.g_02186	Prad.g_00796
OG0000942	Syan.g_02184	Prad.g_00794
OG0000943	Syan.g_02183	Prad.g_00793
OG0000944	Syan.g_02181	Prad.g_00792
OG0000945	Syan.g_02180	Prad.g_00791
OG0000946	Syan.g_02167	Prad.g_00787
OG0000947	Syan.g_02164	Prad.g_00785
OG0000948	Syan.g_02163	Prad.g_00784
OG0000949	Syan.g_01951	Prad.g_00781
OG0000950	Syan.g_01940	Prad.g_00776
OG0000951	Syan.g_01932	Prad.g_00772
OG0000952	Syan.g_01927	Prad.g_00768
OG0000953	Syan.g_01922	Prad.g_00765
OG0000954	Syan.g_01916	Prad.g_01641
OG0000955	Syan.g_01915	Prad.g_01640
OG0000956	Syan.g_01913	Prad.g_01638
OG0000957	Syan.g_01898	Prad.g_01633
OG0000958	Syan.g_01897	Prad.g_01632
OG0000959	Syan.g_01893	Prad.g_01628
OG0000960	Syan.g_01892	Prad.g_01627
OG0000961	Syan.g_03024	Prad.g_01625
OG0000962	Syan.g_01887	Prad.g_01623
OG0000963	Syan.g_01881	Prad.g_01620
OG0000964	Syan.g_01880	Prad.g_01619
OG0000965	Syan.g_01879	Prad.g_01618
OG0000966	Syan.g_01812	Prad.g_01611
OG0000967	Syan.g_01804	Prad.g_01607
OG0000968	Syan.g_01706	Prad.g_01605
OG0000969	Syan.g_01708	Prad.g_01604
OG0000970	Syan.g_01709	Prad.g_01603
OG0000971	Syan.g_01711	Prad.g_01602
OG0000972	Syan.g_01712	Prad.g_01601
OG0000973	Syan.g_01713	Prad.g_01600
OG0000974	Syan.g_01714	Prad.g_01599
OG0000975	Syan.g_01715	Prad.g_01598
OG0000976	Syan.g_01716	Prad.g_01597
OG0000977	Syan.g_01718	Prad.g_01596
OG0000978	Syan.g_01719	Prad.g_01595
OG0000979	Syan.g_01722	Prad.g_01592
OG0000980	Syan.g_01725	Prad.g_01590
OG0000981	Syan.g_01728	Prad.g_01588
OG0000982	Syan.g_01566	Prad.g_01586
OG0000983	Syan.g_01567	Prad.g_01585
OG0000984	Syan.g_01568	Prad.g_01584
OG0000985	Syan.g_01572	Prad.g_01581
OG0000986	Syan.g_01574	Prad.g_01579
OG0000987	Syan.g_01576	Prad.g_01578
OG0000988	Syan.g_01581	Prad.g_01575
OG0000989	Syan.g_01587	Prad.g_01571
OG0000990	Syan.g_01615	Prad.g_01568
OG0000991	Syan.g_01618	Prad.g_01567
OG0000992	Syan.g_01622	Prad.g_01565
OG0000993	Syan.g_01623	Prad.g_01564
OG0000994	Syan.g_01625	Prad.g_01563
OG0000995	Syan.g_01629	Prad.g_01559
OG0000996	Syan.g_01653	Prad.g_01558
OG0000997	Syan.g_01677	Prad.g_01557
OG0000998	Syan.g_01679	Prad.g_01555
OG0000999	Syan.g_01680	Prad.g_01554
OG0001000	Syan.g_01684	Prad.g_01551
OG0001001	Syan.g_01690	Prad.g_01549
OG0001002	Syan.g_01697	Prad.g_01545
OG0001003	Syan.g_01699	Prad.g_01544
OG0001004	Syan.g_01700	Prad.g_01543
OG0001005	Syan.g_01701	Prad.g_01542
OG0001006	Syan.g_01794	Prad.g_01538
OG0001007	Syan.g_01796	Prad.g_01536
OG0001008	Syan.g_02397	Prad.g_00070
OG0001009	Syan.g_01748	Prad.g_01959
OG0001010	Syan.g_01747	Prad.g_01958
OG0001011	Syan.g_01745	Prad.g_01957
OG0001012	Syan.g_00281	Prad.g_01944
OG0001013	Syan.g_01542	Prad.g_01938
OG0001014	Syan.g_01535	Prad.g_01935
OG0001015	Syan.g_01534	Prad.g_01934
OG0001016	Syan.g_02912	Prad.g_01920
OG0001017	Syan.g_02918	Prad.g_01916
OG0001018	Syan.g_02920	Prad.g_01913
OG0001019	Syan.g_02947	Prad.g_01904
OG0001020	Syan.g_02951	Prad.g_01903
OG0001021	Syan.g_02958	Prad.g_01902
OG0001022	Syan.g_02964	Prad.g_01899
OG0001023	Syan.g_02965	Prad.g_01898
OG0001024	Syan.g_00968	Prad.g_01895
OG0001025	Syan.g_02971	Prad.g_01889
OG0001026	Syan.g_02984	Prad.g_01882
OG0001027	Syan.g_02308	Prad.g_01881
OG0001028	Syan.g_02305	Prad.g_01879
OG0001029	Syan.g_02303	Prad.g_01878
OG0001030	Syan.g_02281	Prad.g_01863
OG0001031	Syan.g_03060	Prad.g_01805
OG0001032	Syan.g_03063	Prad.g_01804
OG0001033	Syan.g_00970	Prad.g_01783
OG0001034	Syan.g_02425	Prad.g_01755
OG0001035	Syan.g_02062	Prad.g_01737
OG0001036	Syan.g_02056	Prad.g_01732
OG0001037	Syan.g_02054	Prad.g_01731
OG0001038	Syan.g_02025	Prad.g_01713
OG0001039	Syan.g_02022	Prad.g_01710
OG0001040	Syan.g_02019	Prad.g_01708
OG0001041	Syan.g_02015	Prad.g_01704
OG0001042	Syan.g_01992	Prad.g_01687
OG0001043	Syan.g_01988	Prad.g_01686
OG0001044	Syan.g_02145	Prad.g_01658
OG0001045	Syan.g_02132	Prad.g_01649
OG0001046	Syan.g_00591	Prad.g_00730
OG0001047	Syan.g_02399	Prad.g_00068
OG0001048	Syan.g_02400	Prad.g_00067
OG0001049	Syan.g_01340	Prad.g_00065
OG0001050	Syan.g_01339	Prad.g_00064
OG0001051	Syan.g_01338	Prad.g_00063
OG0001052	Syan.g_02850	Prad.g_00036
OG0001053	Syan.g_02761	Prad.g_00024
OG0001054	Syan.g_02742	Prad.g_00131
OG0001055	Syan.g_02721	Prad.g_00112
OG0001056	Syan.g_01161	Prad.g_00093
OG0001057	Syan.g_00832	Prad.g_01331
OG0001058	Syan.g_00851	Prad.g_01339
OG0001059	Syan.g_00855	Prad.g_01343
OG0001060	Syan.g_00861	Prad.g_01350
OG0001061	Syan.g_00880	Prad.g_01363
OG0001063	Syan.g_00945	Prad.g_01367
OG0001064	Syan.g_00946	Prad.g_01368
OG0001065	Syan.g_00947	Prad.g_01369
OG0001066	Syan.g_00948	Prad.g_01370
OG0001067	Syan.g_00949	Prad.g_01371
OG0001068	Syan.g_00950	Prad.g_01372
OG0001069	Syan.g_00951	Prad.g_01373
OG0001070	Syan.g_00955	Prad.g_01376
OG0001071	Syan.g_00956	Prad.g_01377
OG0001072	Syan.g_00960	Prad.g_01379
OG0001073	Syan.g_01012	Prad.g_01393
OG0001074	Syan.g_00202	Prad.g_01404
OG0001075	Syan.g_00200	Prad.g_01405
OG0001076	Syan.g_00012	Prad.g_01413
OG0001077	Syan.g_01140	Prad.g_01417
OG0001078	Syan.g_00815	Prad.g_01425
OG0001079	Syan.g_00799	Prad.g_01221
OG0001080	Syan.g_00781	Prad.g_01227
OG0001081	Syan.g_00779	Prad.g_01229
OG0001082	Syan.g_00778	Prad.g_01230
OG0001083	Syan.g_00771	Prad.g_01235
OG0001084	Syan.g_00770	Prad.g_01236
OG0001086	Syan.g_00757	Prad.g_01245
OG0001087	Syan.g_01159	Prad.g_01262
OG0001088	Syan.g_02688	Prad.g_01263
OG0001089	Syan.g_00185	Prad.g_01271
OG0001090	Syan.g_00317	Prad.g_01050
OG0001091	Syan.g_00320	Prad.g_01052
OG0001092	Syan.g_00322	Prad.g_01053
OG0001093	Syan.g_00328	Prad.g_01058
OG0001094	Syan.g_00696	Prad.g_01140
OG0001095	Syan.g_00675	Prad.g_01159
OG0001096	Syan.g_00659	Prad.g_01172
OG0001097	Syan.g_00386	Prad.g_00303
OG0001099	Syan.g_02304	Prad.g_00256
OG0001100	Syan.g_00749	Prad.g_00252
OG0001101	Syan.g_00747	Prad.g_00250
OG0001102	Syan.g_00744	Prad.g_00248
OG0001103	Syan.g_00742	Prad.g_00246
OG0001104	Syan.g_00714	Prad.g_00223
OG0001106	Syan.g_00551	Prad.g_00195
OG0001107	Syan.g_00563	Prad.g_00188
OG0001108	Syan.g_00571	Prad.g_00184
OG0001109	Syan.g_00573	Prad.g_00183
OG0001110	Syan.g_00575	Prad.g_00181
OG0001111	Syan.g_00577	Prad.g_00180
OG0001112	Syan.g_00579	Prad.g_00179
OG0001113	Syan.g_00580	Prad.g_00178
OG0001114	Syan.g_00581	Prad.g_00177
OG0001115	Syan.g_00586	Prad.g_00175
OG0001116	Syan.g_00588	Prad.g_00174
OG0001117	Syan.g_00589	Prad.g_00173
OG0001118	Syan.g_00590	Prad.g_00172
OG0001119	Syan.g_00592	Prad.g_00171
OG0001120	Syan.g_00597	Prad.g_00169
OG0001122	Syan.g_00366	Prad.g_00141
OG0001123	Syan.g_00359	Prad.g_00137
OG0001124	Syan.g_00357	Prad.g_00135
OG0001125	Syan.g_00355	Prad.g_00134
OG0001126	Syan.g_00307	Prad.g_01030
OG0001127	Syan.g_00306	Prad.g_01029
OG0001128	Syan.g_00303	Prad.g_01026
OG0001129	Syan.g_00301	Prad.g_01025
OG0001130	Syan.g_00300	Prad.g_01024
OG0001131	Syan.g_00079	Prad.g_00990
OG0001132	Syan.g_00100	Prad.g_00981
OG0001133	Syan.g_00006	Prad.g_00655
OG0001134	Syan.g_01146	Prad.g_01989
OG0001135	Syan.g_01150	Prad.g_01526
OG0001136	Syan.g_02699	Prad.g_01499
OG0001137	Syan.g_02670	Prad.g_01488
OG0001138	Syan.g_02638	Prad.g_01469
OG0001139	Syan.g_02636	Prad.g_01468
OG0001140	Syan.g_02635	Prad.g_01467
OG0001141	Syan.g_02625	Prad.g_01466
OG0001142	Syan.g_02624	Prad.g_01465
OG0001143	Syan.g_02616	Prad.g_01458
OG0001144	Syan.g_02596	Prad.g_01453
OG0001145	Syan.g_01200	Prad.g_00362
OG0001146	Syan.g_01219	Prad.g_00624
OG0001147	Syan.g_02842	Prad.g_00608
OG0001148	Syan.g_02775	Prad.g_00592
OG0001149	Syan.g_02776	Prad.g_00591
OG0001150	Syan.g_02777	Prad.g_00590
OG0001151	Syan.g_02884	Prad.g_00579
OG0001152	Syan.g_02885	Prad.g_00578
OG0001153	Syan.g_02828	Prad.g_00482
OG0001154	Syan.g_02829	Prad.g_00481
OG0001156	Syan.g_02404	Prad.g_00466
OG0001157	Syan.g_02403	Prad.g_00465
OG0001158	Syan.g_02402	Prad.g_00464
OG0001159	Syan.g_02401	Prad.g_00463
OG0001160	Syan.g_01377	Prad.g_00439
OG0001161	Syan.g_01594	Prad.g_00426
OG0001162	Syan.g_02943	Prad.g_00415
OG0001163	Syan.g_01385	Prad.g_00949
OG0001164	Syan.g_01392	Prad.g_00945
OG0001165	Syan.g_01397	Prad.g_00942
OG0001166	Syan.g_01430	Prad.g_00922
OG0001167	Syan.g_00992	Prad.g_00905
OG0001168	Syan.g_01456	Prad.g_00903
OG0001169	Syan.g_01458	Prad.g_00901
OG0001170	Syan.g_01460	Prad.g_00899
OG0001171	Syan.g_01470	Prad.g_00889
OG0001172	Syan.g_02110	Prad.g_00876
OG0001173	Syan.g_02111	Prad.g_00875
OG0001174	Syan.g_02119	Prad.g_00867
OG0001175	Syan.g_02120	Prad.g_00866
OG0001176	Syan.g_02253	Prad.g_00859
OG0001177	Syan.g_02256	Prad.g_00856
OG0001179	Syan.g_02218	Prad.g_00823
OG0001180	Syan.g_02191	Prad.g_00801
OG0001181	Syan.g_02187	Prad.g_00797
OG0001182	Syan.g_02179	Prad.g_00790
OG0001183	Syan.g_02166	Prad.g_00786
OG0001184	Syan.g_01929	Prad.g_00770
OG0001185	Syan.g_01902	Prad.g_01636
OG0001186	Syan.g_01864	Prad.g_01614
