Orthogroup	Syan	Praz
OG0000598	Syan.g_00809	Praz.g_01689
OG0000599	Syan.g_00802	Praz.g_01686
OG0000600	Syan.g_00801	Praz.g_01685
OG0000601	Syan.g_00800	Praz.g_01684
OG0000602	Syan.g_00796	Praz.g_01682
OG0000603	Syan.g_00795	Praz.g_01681
OG0000604	Syan.g_00792	Praz.g_01680
OG0000605	Syan.g_00783	Praz.g_01679
OG0000606	Syan.g_00780	Praz.g_01676
OG0000607	Syan.g_00777	Praz.g_01673
OG0000608	Syan.g_00776	Praz.g_01672
OG0000609	Syan.g_00774	Praz.g_01671
OG0000610	Syan.g_00766	Praz.g_01666
OG0000611	Syan.g_00763	Praz.g_01663
OG0000612	Syan.g_00762	Praz.g_01662
OG0000613	Syan.g_01965	Praz.g_01657
OG0000614	Syan.g_00184	Praz.g_01638
OG0000615	Syan.g_00728	Praz.g_01630
OG0000616	Syan.g_01694	Praz.g_01626
OG0000617	Syan.g_00324	Praz.g_01601
OG0000618	Syan.g_00325	Praz.g_01600
OG0000619	Syan.g_00326	Praz.g_01599
OG0000620	Syan.g_00331	Praz.g_01596
OG0000621	Syan.g_00332	Praz.g_01595
OG0000622	Syan.g_00334	Praz.g_01594
OG0000623	Syan.g_00335	Praz.g_01593
OG0000624	Syan.g_00337	Praz.g_01592
OG0000625	Syan.g_00338	Praz.g_01591
OG0000626	Syan.g_00339	Praz.g_01590
OG0000627	Syan.g_00465	Praz.g_01589
OG0000628	Syan.g_00466	Praz.g_01588
OG0000629	Syan.g_00469	Praz.g_01587
OG0000630	Syan.g_00474	Praz.g_01584
OG0000631	Syan.g_00484	Praz.g_01521
OG0000632	Syan.g_00485	Praz.g_01520
OG0000633	Syan.g_00489	Praz.g_01519
OG0000634	Syan.g_00694	Praz.g_01516
OG0000635	Syan.g_00693	Praz.g_01515
OG0000636	Syan.g_00691	Praz.g_01513
OG0000637	Syan.g_00689	Praz.g_01511
OG0000638	Syan.g_00688	Praz.g_01510
OG0000639	Syan.g_00687	Praz.g_01509
OG0000640	Syan.g_00686	Praz.g_01508
OG0000641	Syan.g_00682	Praz.g_01504
OG0000642	Syan.g_00681	Praz.g_01503
OG0000643	Syan.g_00679	Praz.g_01502
OG0000644	Syan.g_00678	Praz.g_01501
OG0000645	Syan.g_00676	Praz.g_01500
OG0000646	Syan.g_00673	Praz.g_01498
OG0000647	Syan.g_00671	Praz.g_01497
OG0000648	Syan.g_00669	Praz.g_01495
OG0000649	Syan.g_00668	Praz.g_01494
OG0000650	Syan.g_00667	Praz.g_01493
OG0000651	Syan.g_00666	Praz.g_01492
OG0000652	Syan.g_00665	Praz.g_01491
OG0000653	Syan.g_00663	Praz.g_01489
OG0000654	Syan.g_00661	Praz.g_01488
OG0000655	Syan.g_00660	Praz.g_01487
OG0000656	Syan.g_00656	Praz.g_01484
OG0000657	Syan.g_00375	Praz.g_01476
OG0000658	Syan.g_00378	Praz.g_01475
OG0000659	Syan.g_00379	Praz.g_01474
OG0000660	Syan.g_00383	Praz.g_01470
OG0000661	Syan.g_00385	Praz.g_01468
OG0000662	Syan.g_00392	Praz.g_01466
OG0000663	Syan.g_00395	Praz.g_01464
OG0000664	Syan.g_00397	Praz.g_01463
OG0000665	Syan.g_00788	Praz.g_01459
OG0000666	Syan.g_02100	Praz.g_01458
OG0000667	Syan.g_00044	Praz.g_01454
OG0000668	Syan.g_00365	Praz.g_01424
OG0000669	Syan.g_00751	Praz.g_01417
OG0000670	Syan.g_00748	Praz.g_01415
OG0000671	Syan.g_00746	Praz.g_01413
OG0000672	Syan.g_00743	Praz.g_01410
OG0000673	Syan.g_00740	Praz.g_01407
OG0000674	Syan.g_00738	Praz.g_01405
OG0000675	Syan.g_00737	Praz.g_01404
OG0000676	Syan.g_00735	Praz.g_01402
OG0000677	Syan.g_00734	Praz.g_01401
OG0000678	Syan.g_00732	Praz.g_01399
OG0000679	Syan.g_00724	Praz.g_01395
OG0000680	Syan.g_00723	Praz.g_01394
OG0000681	Syan.g_00720	Praz.g_01392
OG0000682	Syan.g_00719	Praz.g_01391
OG0000683	Syan.g_00718	Praz.g_01390
OG0000684	Syan.g_00715	Praz.g_01388
OG0000685	Syan.g_00713	Praz.g_01386
OG0000686	Syan.g_00712	Praz.g_01385
OG0000687	Syan.g_00711	Praz.g_01384
OG0000688	Syan.g_00706	Praz.g_01381
OG0000689	Syan.g_00704	Praz.g_01380
OG0000690	Syan.g_00703	Praz.g_01379
OG0000691	Syan.g_00702	Praz.g_01378
OG0000692	Syan.g_00700	Praz.g_01376
OG0000693	Syan.g_00698	Praz.g_01375
OG0000694	Syan.g_00697	Praz.g_01374
OG0000695	Syan.g_00492	Praz.g_01372
OG0000696	Syan.g_00493	Praz.g_01371
OG0000697	Syan.g_00495	Praz.g_01370
OG0000698	Syan.g_00498	Praz.g_01367
OG0000699	Syan.g_00500	Praz.g_01366
OG0000700	Syan.g_00501	Praz.g_01365
OG0000701	Syan.g_00502	Praz.g_01364
OG0000702	Syan.g_00534	Praz.g_01362
OG0000703	Syan.g_00546	Praz.g_01361
OG0000704	Syan.g_00550	Praz.g_01360
OG0000705	Syan.g_00557	Praz.g_01356
OG0000706	Syan.g_00558	Praz.g_01355
OG0000707	Syan.g_00559	Praz.g_01354
OG0000708	Syan.g_00562	Praz.g_01353
OG0000709	Syan.g_00570	Praz.g_01349
OG0000710	Syan.g_00574	Praz.g_01346
OG0000711	Syan.g_00607	Praz.g_01329
OG0000712	Syan.g_00609	Praz.g_01327
OG0000713	Syan.g_00610	Praz.g_01326
OG0000714	Syan.g_00624	Praz.g_01325
OG0000715	Syan.g_00626	Praz.g_01323
OG0000716	Syan.g_00630	Praz.g_01321
OG0000717	Syan.g_00631	Praz.g_01320
OG0000718	Syan.g_00651	Praz.g_01308
OG0000719	Syan.g_00367	Praz.g_01306
OG0000720	Syan.g_00354	Praz.g_01297
OG0000721	Syan.g_00352	Praz.g_01294
OG0000722	Syan.g_00351	Praz.g_01293
OG0000723	Syan.g_00341	Praz.g_01290
OG0000724	Syan.g_00299	Praz.g_01281
OG0000725	Syan.g_00194	Praz.g_00067
OG0000726	Syan.g_00193	Praz.g_00068
OG0000727	Syan.g_00192	Praz.g_00069
OG0000728	Syan.g_00190	Praz.g_00071
OG0000729	Syan.g_01885	Praz.g_00116
OG0000730	Syan.g_02147	Praz.g_00060
OG0000731	Syan.g_02135	Praz.g_00056
OG0000732	Syan.g_01726	Praz.g_00046
OG0000733	Syan.g_01147	Praz.g_00024
OG0000734	Syan.g_02982	Praz.g_00007
OG0000735	Syan.g_02713	Praz.g_00005
OG0000736	Syan.g_02712	Praz.g_00004
OG0000737	Syan.g_02711	Praz.g_00003
OG0000738	Syan.g_02705	Praz.g_00762
OG0000739	Syan.g_02704	Praz.g_00761
OG0000740	Syan.g_02703	Praz.g_00760
OG0000741	Syan.g_02700	Praz.g_00759
OG0000742	Syan.g_02697	Praz.g_00756
OG0000743	Syan.g_02694	Praz.g_00754
OG0000744	Syan.g_02693	Praz.g_00753
OG0000745	Syan.g_02690	Praz.g_00751
OG0000746	Syan.g_02687	Praz.g_00749
OG0000747	Syan.g_02685	Praz.g_00748
OG0000748	Syan.g_02669	Praz.g_00745
OG0000749	Syan.g_02668	Praz.g_00744
OG0000750	Syan.g_02667	Praz.g_00743
OG0000751	Syan.g_02661	Praz.g_00741
OG0000752	Syan.g_02659	Praz.g_00739
OG0000753	Syan.g_02656	Praz.g_00736
OG0000754	Syan.g_02650	Praz.g_00733
OG0000755	Syan.g_02641	Praz.g_00730
OG0000756	Syan.g_02640	Praz.g_00729
OG0000757	Syan.g_02623	Praz.g_00723
OG0000758	Syan.g_02622	Praz.g_00722
OG0000759	Syan.g_02621	Praz.g_00721
OG0000760	Syan.g_02620	Praz.g_00720
OG0000761	Syan.g_02619	Praz.g_00719
OG0000762	Syan.g_02617	Praz.g_00718
OG0000763	Syan.g_02615	Praz.g_00716
OG0000764	Syan.g_02614	Praz.g_00715
OG0000765	Syan.g_02587	Praz.g_00706
OG0000766	Syan.g_02586	Praz.g_00705
OG0000767	Syan.g_02584	Praz.g_00703
OG0000768	Syan.g_02583	Praz.g_00702
OG0000769	Syan.g_02581	Praz.g_00700
OG0000770	Syan.g_02561	Praz.g_00698
OG0000771	Syan.g_00305	Praz.g_01936
OG0000772	Syan.g_00436	Praz.g_01205
OG0000773	Syan.g_01199	Praz.g_01189
OG0000774	Syan.g_01205	Praz.g_01187
OG0000775	Syan.g_01207	Praz.g_01185
OG0000776	Syan.g_01208	Praz.g_01184
OG0000777	Syan.g_01209	Praz.g_01183
OG0000778	Syan.g_01210	Praz.g_01182
OG0000779	Syan.g_01215	Praz.g_01178
OG0000780	Syan.g_01218	Praz.g_01177
OG0000781	Syan.g_01222	Praz.g_01174
OG0000782	Syan.g_01223	Praz.g_01173
OG0000783	Syan.g_01224	Praz.g_01172
OG0000784	Syan.g_01225	Praz.g_01171
OG0000785	Syan.g_01228	Praz.g_01169
OG0000786	Syan.g_01243	Praz.g_01167
OG0000787	Syan.g_01244	Praz.g_01166
OG0000788	Syan.g_00843	Praz.g_01152
OG0000789	Syan.g_00075	Praz.g_01149
OG0000790	Syan.g_02778	Praz.g_01134
OG0000791	Syan.g_02780	Praz.g_01132
OG0000792	Syan.g_02781	Praz.g_01131
OG0000793	Syan.g_02879	Praz.g_01128
OG0000794	Syan.g_02881	Praz.g_01127
OG0000795	Syan.g_02882	Praz.g_01126
OG0000796	Syan.g_02886	Praz.g_01122
OG0000797	Syan.g_02888	Praz.g_01121
OG0000799	Syan.g_01310	Praz.g_01059
OG0000800	Syan.g_01308	Praz.g_01058
OG0000801	Syan.g_01307	Praz.g_01057
OG0000802	Syan.g_01303	Praz.g_01055
OG0000803	Syan.g_01294	Praz.g_01053
OG0000804	Syan.g_01291	Praz.g_01052
OG0000805	Syan.g_01289	Praz.g_01050
OG0000806	Syan.g_01287	Praz.g_01048
OG0000807	Syan.g_01286	Praz.g_01047
OG0000808	Syan.g_01285	Praz.g_01046
OG0000809	Syan.g_01281	Praz.g_01043
OG0000810	Syan.g_01280	Praz.g_01042
OG0000811	Syan.g_01272	Praz.g_01038
OG0000812	Syan.g_01270	Praz.g_01036
OG0000813	Syan.g_01269	Praz.g_01035
OG0000814	Syan.g_01267	Praz.g_01033
OG0000815	Syan.g_01249	Praz.g_01032
OG0000816	Syan.g_01247	Praz.g_01030
OG0000817	Syan.g_01328	Praz.g_01029
OG0000818	Syan.g_02807	Praz.g_01024
OG0000819	Syan.g_02808	Praz.g_01023
OG0000820	Syan.g_02809	Praz.g_01022
OG0000821	Syan.g_02815	Praz.g_01018
OG0000822	Syan.g_02817	Praz.g_01017
OG0000823	Syan.g_02818	Praz.g_01016
OG0000824	Syan.g_02824	Praz.g_01013
OG0000825	Syan.g_02825	Praz.g_01012
OG0000826	Syan.g_02826	Praz.g_01011
OG0000827	Syan.g_02827	Praz.g_01010
OG0000828	Syan.g_02830	Praz.g_01007
OG0000829	Syan.g_02831	Praz.g_01006
OG0000830	Syan.g_02832	Praz.g_01005
OG0000831	Syan.g_02834	Praz.g_01003
OG0000832	Syan.g_02408	Praz.g_00997
OG0000833	Syan.g_01343	Praz.g_00989
OG0000834	Syan.g_01345	Praz.g_00988
OG0000835	Syan.g_01346	Praz.g_00987
OG0000836	Syan.g_01349	Praz.g_00986
OG0000837	Syan.g_01351	Praz.g_00985
OG0000838	Syan.g_01355	Praz.g_00983
OG0000839	Syan.g_01356	Praz.g_00982
OG0000840	Syan.g_01357	Praz.g_00981
OG0000841	Syan.g_01358	Praz.g_00980
OG0000842	Syan.g_01359	Praz.g_00979
OG0000843	Syan.g_01360	Praz.g_00978
OG0000844	Syan.g_01362	Praz.g_00977
OG0000845	Syan.g_01363	Praz.g_00976
OG0000846	Syan.g_01364	Praz.g_00975
OG0000847	Syan.g_01365	Praz.g_00974
OG0000848	Syan.g_01367	Praz.g_00973
OG0000849	Syan.g_01368	Praz.g_00972
OG0000850	Syan.g_01371	Praz.g_00970
OG0000851	Syan.g_01374	Praz.g_00969
OG0000852	Syan.g_01375	Praz.g_00968
OG0000853	Syan.g_01379	Praz.g_00964
OG0000854	Syan.g_01381	Praz.g_00962
OG0000855	Syan.g_01382	Praz.g_00961
OG0000856	Syan.g_01136	Praz.g_00946
OG0000857	Syan.g_00672	Praz.g_00918
OG0000858	Syan.g_01389	Praz.g_00883
OG0000859	Syan.g_01390	Praz.g_00882
OG0000860	Syan.g_01402	Praz.g_00875
OG0000861	Syan.g_01403	Praz.g_00874
OG0000862	Syan.g_01412	Praz.g_00873
OG0000863	Syan.g_01414	Praz.g_00871
OG0000864	Syan.g_00969	Praz.g_00870
OG0000865	Syan.g_01415	Praz.g_00869
OG0000866	Syan.g_01416	Praz.g_00868
OG0000867	Syan.g_01417	Praz.g_00867
OG0000868	Syan.g_01421	Praz.g_00866
OG0000869	Syan.g_01426	Praz.g_00862
OG0000870	Syan.g_01431	Praz.g_00857
OG0000871	Syan.g_01432	Praz.g_00856
OG0000872	Syan.g_01438	Praz.g_00855
OG0000873	Syan.g_01441	Praz.g_00852
OG0000874	Syan.g_01443	Praz.g_00849
OG0000875	Syan.g_01445	Praz.g_00848
OG0000876	Syan.g_00391	Praz.g_00847
OG0000877	Syan.g_01449	Praz.g_00845
OG0000878	Syan.g_01450	Praz.g_00844
OG0000879	Syan.g_01451	Praz.g_00843
OG0000880	Syan.g_01452	Praz.g_00842
OG0000881	Syan.g_01457	Praz.g_00838
OG0000882	Syan.g_01462	Praz.g_00833
OG0000883	Syan.g_01464	Praz.g_00831
OG0000884	Syan.g_01466	Praz.g_00830
OG0000885	Syan.g_01467	Praz.g_00829
OG0000886	Syan.g_01468	Praz.g_00828
OG0000887	Syan.g_01469	Praz.g_00827
OG0000888	Syan.g_01471	Praz.g_00825
OG0000889	Syan.g_01473	Praz.g_00823
OG0000890	Syan.g_01476	Praz.g_00822
OG0000891	Syan.g_01477	Praz.g_00821
OG0000892	Syan.g_01480	Praz.g_00340
OG0000893	Syan.g_02103	Praz.g_00335
OG0000894	Syan.g_02108	Praz.g_00333
OG0000895	Syan.g_02112	Praz.g_00330
OG0000896	Syan.g_02113	Praz.g_00329
OG0000897	Syan.g_02115	Praz.g_00327
OG0000898	Syan.g_02116	Praz.g_00326
OG0000899	Syan.g_02117	Praz.g_00325
OG0000900	Syan.g_02118	Praz.g_00324
OG0000901	Syan.g_02123	Praz.g_00321
OG0000902	Syan.g_02125	Praz.g_00319
OG0000903	Syan.g_02252	Praz.g_00316
OG0000904	Syan.g_02258	Praz.g_00314
OG0000905	Syan.g_02129	Praz.g_00309
OG0000906	Syan.g_02127	Praz.g_00308
OG0000907	Syan.g_02245	Praz.g_00305
OG0000908	Syan.g_02242	Praz.g_00302
OG0000909	Syan.g_02241	Praz.g_00301
OG0000910	Syan.g_02240	Praz.g_00300
OG0000911	Syan.g_02238	Praz.g_00298
OG0000912	Syan.g_02237	Praz.g_00297
OG0000913	Syan.g_02236	Praz.g_00296
OG0000914	Syan.g_02235	Praz.g_00295
OG0000915	Syan.g_02233	Praz.g_00294
OG0000916	Syan.g_02232	Praz.g_00293
OG0000917	Syan.g_02231	Praz.g_00292
OG0000918	Syan.g_02230	Praz.g_00291
OG0000919	Syan.g_02229	Praz.g_00290
OG0000920	Syan.g_02228	Praz.g_00289
OG0000921	Syan.g_02227	Praz.g_00288
OG0000922	Syan.g_02226	Praz.g_00287
OG0000923	Syan.g_02222	Praz.g_00283
OG0000924	Syan.g_02221	Praz.g_00282
OG0000925	Syan.g_02220	Praz.g_00281
OG0000926	Syan.g_02219	Praz.g_00280
OG0000927	Syan.g_02217	Praz.g_00278
OG0000928	Syan.g_02216	Praz.g_00277
OG0000929	Syan.g_02215	Praz.g_00276
OG0000930	Syan.g_02214	Praz.g_00275
OG0000931	Syan.g_02213	Praz.g_00274
OG0000932	Syan.g_02212	Praz.g_00273
OG0000933	Syan.g_02206	Praz.g_00269
OG0000934	Syan.g_02204	Praz.g_00267
OG0000935	Syan.g_02203	Praz.g_00266
OG0000936	Syan.g_02202	Praz.g_00265
OG0000937	Syan.g_02201	Praz.g_00264
OG0000938	Syan.g_02198	Praz.g_00262
OG0000939	Syan.g_02197	Praz.g_00261
OG0000940	Syan.g_02188	Praz.g_00254
OG0000941	Syan.g_02186	Praz.g_00252
OG0000942	Syan.g_02184	Praz.g_00250
OG0000943	Syan.g_02183	Praz.g_00249
OG0000944	Syan.g_02181	Praz.g_00248
OG0000945	Syan.g_02180	Praz.g_00247
OG0000946	Syan.g_02167	Praz.g_00242
OG0000947	Syan.g_02164	Praz.g_00240
OG0000948	Syan.g_02163	Praz.g_00239
OG0000949	Syan.g_01951	Praz.g_00236
OG0000950	Syan.g_01940	Praz.g_00231
OG0000951	Syan.g_01932	Praz.g_00227
OG0000952	Syan.g_01927	Praz.g_00223
OG0000953	Syan.g_01922	Praz.g_00220
OG0000954	Syan.g_01916	Praz.g_00216
OG0000955	Syan.g_01915	Praz.g_00215
OG0000956	Syan.g_01913	Praz.g_00213
OG0000957	Syan.g_01898	Praz.g_00207
OG0000958	Syan.g_01897	Praz.g_00206
OG0000959	Syan.g_01893	Praz.g_00202
OG0000960	Syan.g_01892	Praz.g_00201
OG0000961	Syan.g_03024	Praz.g_00199
OG0000962	Syan.g_01887	Praz.g_00197
OG0000963	Syan.g_01881	Praz.g_00193
OG0000964	Syan.g_01880	Praz.g_00192
OG0000965	Syan.g_01879	Praz.g_00191
OG0000966	Syan.g_01812	Praz.g_00184
OG0000967	Syan.g_01804	Praz.g_00179
OG0000968	Syan.g_01706	Praz.g_00177
OG0000969	Syan.g_01708	Praz.g_00176
OG0000970	Syan.g_01709	Praz.g_00175
OG0000971	Syan.g_01711	Praz.g_00174
OG0000972	Syan.g_01712	Praz.g_00173
OG0000973	Syan.g_01713	Praz.g_00172
OG0000974	Syan.g_01714	Praz.g_00171
OG0000975	Syan.g_01715	Praz.g_00170
OG0000976	Syan.g_01716	Praz.g_00169
OG0000977	Syan.g_01718	Praz.g_00168
OG0000978	Syan.g_01719	Praz.g_00167
OG0000979	Syan.g_01722	Praz.g_00164
OG0000980	Syan.g_01725	Praz.g_00162
OG0000981	Syan.g_01728	Praz.g_00160
OG0000982	Syan.g_01566	Praz.g_00158
OG0000983	Syan.g_01567	Praz.g_00157
OG0000984	Syan.g_01568	Praz.g_00156
OG0000985	Syan.g_01572	Praz.g_00153
OG0000986	Syan.g_01574	Praz.g_00151
OG0000987	Syan.g_01576	Praz.g_00150
OG0000988	Syan.g_01581	Praz.g_00147
OG0000989	Syan.g_01587	Praz.g_00143
OG0000990	Syan.g_01615	Praz.g_00140
OG0000991	Syan.g_01618	Praz.g_00139
OG0000992	Syan.g_01622	Praz.g_00137
OG0000993	Syan.g_01623	Praz.g_00136
OG0000994	Syan.g_01625	Praz.g_00135
OG0000995	Syan.g_01629	Praz.g_00131
OG0000996	Syan.g_01653	Praz.g_00130
OG0000997	Syan.g_01677	Praz.g_00129
OG0000998	Syan.g_01679	Praz.g_00127
OG0000999	Syan.g_01680	Praz.g_00126
OG0001000	Syan.g_01684	Praz.g_00123
OG0001001	Syan.g_01690	Praz.g_00121
OG0001002	Syan.g_01697	Praz.g_00117
OG0001003	Syan.g_01699	Praz.g_00357
OG0001004	Syan.g_01700	Praz.g_00358
OG0001005	Syan.g_01701	Praz.g_00359
OG0001006	Syan.g_01794	Praz.g_00363
OG0001007	Syan.g_01796	Praz.g_00365
OG0001008	Syan.g_02397	Praz.g_01891
OG0001009	Syan.g_01748	Praz.g_00392
OG0001010	Syan.g_01747	Praz.g_00393
OG0001011	Syan.g_01745	Praz.g_00394
OG0001012	Syan.g_00281	Praz.g_00409
OG0001013	Syan.g_01542	Praz.g_00414
OG0001014	Syan.g_01535	Praz.g_00417
OG0001015	Syan.g_01534	Praz.g_00418
OG0001016	Syan.g_02912	Praz.g_00433
OG0001017	Syan.g_02918	Praz.g_00437
OG0001018	Syan.g_02920	Praz.g_00440
OG0001019	Syan.g_02947	Praz.g_00449
OG0001020	Syan.g_02951	Praz.g_00450
OG0001021	Syan.g_02958	Praz.g_00451
OG0001022	Syan.g_02964	Praz.g_00454
OG0001023	Syan.g_02965	Praz.g_00455
OG0001024	Syan.g_00968	Praz.g_00458
OG0001025	Syan.g_02971	Praz.g_00464
OG0001026	Syan.g_02984	Praz.g_00471
OG0001027	Syan.g_02308	Praz.g_00472
OG0001028	Syan.g_02305	Praz.g_00474
OG0001029	Syan.g_02303	Praz.g_00475
OG0001030	Syan.g_02281	Praz.g_00490
OG0001031	Syan.g_03060	Praz.g_00546
OG0001032	Syan.g_03063	Praz.g_00547
OG0001033	Syan.g_00970	Praz.g_00568
OG0001034	Syan.g_02425	Praz.g_00596
OG0001035	Syan.g_02062	Praz.g_00614
OG0001036	Syan.g_02056	Praz.g_00618
OG0001037	Syan.g_02054	Praz.g_00619
OG0001038	Syan.g_02025	Praz.g_00636
OG0001039	Syan.g_02022	Praz.g_00639
OG0001040	Syan.g_02019	Praz.g_00641
OG0001041	Syan.g_02015	Praz.g_00645
OG0001042	Syan.g_01992	Praz.g_00661
OG0001043	Syan.g_01988	Praz.g_00662
OG0001044	Syan.g_02145	Praz.g_00690
OG0001045	Syan.g_02132	Praz.g_00344
OG0001046	Syan.g_00591	Praz.g_00795
OG0001047	Syan.g_02399	Praz.g_01889
OG0001048	Syan.g_02400	Praz.g_01888
OG0001049	Syan.g_01340	Praz.g_01886
OG0001050	Syan.g_01339	Praz.g_01885
OG0001051	Syan.g_01338	Praz.g_01884
OG0001052	Syan.g_02850	Praz.g_01857
OG0001053	Syan.g_02761	Praz.g_01845
OG0001054	Syan.g_02742	Praz.g_01830
OG0001055	Syan.g_02721	Praz.g_01811
OG0001056	Syan.g_01161	Praz.g_01792
OG0001057	Syan.g_00832	Praz.g_01787
OG0001058	Syan.g_00851	Praz.g_01779
OG0001059	Syan.g_00855	Praz.g_01775
OG0001060	Syan.g_00861	Praz.g_01768
OG0001061	Syan.g_00880	Praz.g_01755
OG0001063	Syan.g_00945	Praz.g_01751
OG0001064	Syan.g_00946	Praz.g_01750
OG0001065	Syan.g_00947	Praz.g_01749
OG0001066	Syan.g_00948	Praz.g_01748
OG0001067	Syan.g_00949	Praz.g_01747
OG0001068	Syan.g_00950	Praz.g_01746
OG0001069	Syan.g_00951	Praz.g_01745
OG0001070	Syan.g_00955	Praz.g_01742
OG0001071	Syan.g_00956	Praz.g_01741
OG0001072	Syan.g_00960	Praz.g_01740
OG0001073	Syan.g_01012	Praz.g_01726
OG0001074	Syan.g_00202	Praz.g_01715
OG0001075	Syan.g_00200	Praz.g_01714
OG0001076	Syan.g_00012	Praz.g_01706
OG0001077	Syan.g_01140	Praz.g_01702
OG0001078	Syan.g_00815	Praz.g_01694
OG0001079	Syan.g_00799	Praz.g_01683
OG0001080	Syan.g_00781	Praz.g_01677
OG0001081	Syan.g_00779	Praz.g_01675
OG0001082	Syan.g_00778	Praz.g_01674
OG0001083	Syan.g_00771	Praz.g_01669
OG0001084	Syan.g_00770	Praz.g_01668
OG0001086	Syan.g_00757	Praz.g_01659
OG0001087	Syan.g_01159	Praz.g_01642
OG0001088	Syan.g_02688	Praz.g_01641
OG0001089	Syan.g_00185	Praz.g_01633
OG0001090	Syan.g_00317	Praz.g_01606
OG0001091	Syan.g_00320	Praz.g_01604
OG0001092	Syan.g_00322	Praz.g_01603
OG0001093	Syan.g_00328	Praz.g_01598
OG0001094	Syan.g_00696	Praz.g_01518
OG0001095	Syan.g_00675	Praz.g_01499
OG0001096	Syan.g_00659	Praz.g_01486
OG0001097	Syan.g_00386	Praz.g_01467
OG0001099	Syan.g_02304	Praz.g_01420
OG0001100	Syan.g_00749	Praz.g_01416
OG0001101	Syan.g_00747	Praz.g_01414
OG0001102	Syan.g_00744	Praz.g_01411
OG0001103	Syan.g_00742	Praz.g_01409
OG0001104	Syan.g_00714	Praz.g_01387
OG0001106	Syan.g_00551	Praz.g_01359
OG0001107	Syan.g_00563	Praz.g_01352
OG0001108	Syan.g_00571	Praz.g_01348
OG0001109	Syan.g_00573	Praz.g_01347
OG0001110	Syan.g_00575	Praz.g_01345
OG0001111	Syan.g_00577	Praz.g_01344
OG0001112	Syan.g_00579	Praz.g_01343
OG0001113	Syan.g_00580	Praz.g_01342
OG0001114	Syan.g_00581	Praz.g_01341
OG0001115	Syan.g_00586	Praz.g_01339
OG0001116	Syan.g_00588	Praz.g_01338
OG0001117	Syan.g_00589	Praz.g_01337
OG0001118	Syan.g_00590	Praz.g_01336
OG0001119	Syan.g_00592	Praz.g_01335
OG0001120	Syan.g_00597	Praz.g_01333
OG0001122	Syan.g_00366	Praz.g_01305
OG0001123	Syan.g_00359	Praz.g_01301
OG0001124	Syan.g_00357	Praz.g_01299
OG0001125	Syan.g_00355	Praz.g_01298
OG0001126	Syan.g_00307	Praz.g_01287
OG0001127	Syan.g_00306	Praz.g_01286
OG0001128	Syan.g_00303	Praz.g_01284
OG0001129	Syan.g_00301	Praz.g_01283
OG0001130	Syan.g_00300	Praz.g_01282
OG0001131	Syan.g_00079	Praz.g_00096
OG0001132	Syan.g_00100	Praz.g_00105
OG0001133	Syan.g_00006	Praz.g_00040
OG0001134	Syan.g_01146	Praz.g_00025
OG0001135	Syan.g_01150	Praz.g_00022
OG0001136	Syan.g_02699	Praz.g_00758
OG0001137	Syan.g_02670	Praz.g_00746
OG0001138	Syan.g_02638	Praz.g_00728
OG0001139	Syan.g_02636	Praz.g_00727
OG0001140	Syan.g_02635	Praz.g_00726
OG0001141	Syan.g_02625	Praz.g_00725
OG0001142	Syan.g_02624	Praz.g_00724
OG0001143	Syan.g_02616	Praz.g_00717
OG0001144	Syan.g_02596	Praz.g_00712
OG0001145	Syan.g_01200	Praz.g_01188
OG0001146	Syan.g_01219	Praz.g_01176
OG0001147	Syan.g_02842	Praz.g_01153
OG0001148	Syan.g_02775	Praz.g_01137
OG0001149	Syan.g_02776	Praz.g_01136
OG0001150	Syan.g_02777	Praz.g_01135
OG0001151	Syan.g_02884	Praz.g_01124
OG0001152	Syan.g_02885	Praz.g_01123
OG0001153	Syan.g_02828	Praz.g_01009
OG0001154	Syan.g_02829	Praz.g_01008
OG0001156	Syan.g_02404	Praz.g_00993
OG0001157	Syan.g_02403	Praz.g_00992
OG0001158	Syan.g_02402	Praz.g_00991
OG0001159	Syan.g_02401	Praz.g_00990
OG0001160	Syan.g_01377	Praz.g_00966
OG0001161	Syan.g_01594	Praz.g_00953
OG0001162	Syan.g_02943	Praz.g_00942
OG0001163	Syan.g_01385	Praz.g_00885
OG0001164	Syan.g_01392	Praz.g_00881
OG0001165	Syan.g_01397	Praz.g_00878
OG0001166	Syan.g_01430	Praz.g_00858
OG0001167	Syan.g_00992	Praz.g_00841
OG0001168	Syan.g_01456	Praz.g_00839
OG0001169	Syan.g_01458	Praz.g_00837
OG0001170	Syan.g_01460	Praz.g_00835
OG0001171	Syan.g_01470	Praz.g_00826
OG0001172	Syan.g_02110	Praz.g_00332
OG0001173	Syan.g_02111	Praz.g_00331
OG0001174	Syan.g_02119	Praz.g_00323
OG0001175	Syan.g_02120	Praz.g_00322
OG0001176	Syan.g_02253	Praz.g_00315
OG0001177	Syan.g_02256	Praz.g_00312
OG0001179	Syan.g_02218	Praz.g_00279
OG0001180	Syan.g_02191	Praz.g_00257
OG0001181	Syan.g_02187	Praz.g_00253
OG0001182	Syan.g_02179	Praz.g_00246
OG0001183	Syan.g_02166	Praz.g_00241
OG0001184	Syan.g_01929	Praz.g_00225
OG0001185	Syan.g_01902	Praz.g_00211
OG0001186	Syan.g_01864	Praz.g_00187
OG0001187	Syan.g_01811	Praz.g_00183
