Orthogroup	Syan	Prba
OG0000597	Syan.g_00810	Prba.g_01677
OG0000598	Syan.g_00809	Prba.g_01676
OG0000599	Syan.g_00802	Prba.g_01673
OG0000600	Syan.g_00801	Prba.g_01672
OG0000601	Syan.g_00800	Prba.g_01671
OG0000602	Syan.g_00796	Prba.g_01669
OG0000603	Syan.g_00795	Prba.g_01668
OG0000604	Syan.g_00792	Prba.g_01667
OG0000605	Syan.g_00783	Prba.g_01666
OG0000606	Syan.g_00780	Prba.g_01663
OG0000607	Syan.g_00777	Prba.g_01660
OG0000608	Syan.g_00776	Prba.g_01659
OG0000609	Syan.g_00774	Prba.g_01658
OG0000610	Syan.g_00766	Prba.g_01653
OG0000611	Syan.g_00763	Prba.g_01650
OG0000612	Syan.g_00762	Prba.g_01649
OG0000613	Syan.g_01965	Prba.g_01644
OG0000614	Syan.g_00184	Prba.g_01625
OG0000615	Syan.g_00728	Prba.g_01617
OG0000616	Syan.g_01694	Prba.g_01613
OG0000617	Syan.g_00324	Prba.g_01588
OG0000618	Syan.g_00325	Prba.g_01587
OG0000619	Syan.g_00326	Prba.g_01586
OG0000620	Syan.g_00331	Prba.g_01583
OG0000621	Syan.g_00332	Prba.g_01582
OG0000622	Syan.g_00334	Prba.g_01581
OG0000623	Syan.g_00335	Prba.g_01580
OG0000624	Syan.g_00337	Prba.g_01579
OG0000625	Syan.g_00338	Prba.g_01578
OG0000626	Syan.g_00339	Prba.g_01577
OG0000627	Syan.g_00465	Prba.g_01576
OG0000628	Syan.g_00466	Prba.g_01575
OG0000629	Syan.g_00469	Prba.g_01574
OG0000630	Syan.g_00474	Prba.g_01571
OG0000631	Syan.g_00484	Prba.g_01508
OG0000632	Syan.g_00485	Prba.g_01507
OG0000633	Syan.g_00489	Prba.g_01506
OG0000634	Syan.g_00694	Prba.g_01503
OG0000635	Syan.g_00693	Prba.g_01502
OG0000636	Syan.g_00691	Prba.g_01500
OG0000637	Syan.g_00689	Prba.g_01498
OG0000638	Syan.g_00688	Prba.g_01497
OG0000639	Syan.g_00687	Prba.g_01496
OG0000640	Syan.g_00686	Prba.g_01495
OG0000641	Syan.g_00682	Prba.g_01491
OG0000642	Syan.g_00681	Prba.g_01490
OG0000643	Syan.g_00679	Prba.g_01489
OG0000644	Syan.g_00678	Prba.g_01488
OG0000645	Syan.g_00676	Prba.g_01487
OG0000646	Syan.g_00673	Prba.g_01485
OG0000647	Syan.g_00671	Prba.g_01484
OG0000648	Syan.g_00669	Prba.g_01482
OG0000649	Syan.g_00668	Prba.g_01481
OG0000650	Syan.g_00667	Prba.g_01480
OG0000651	Syan.g_00666	Prba.g_01479
OG0000652	Syan.g_00665	Prba.g_01478
OG0000653	Syan.g_00663	Prba.g_01476
OG0000654	Syan.g_00661	Prba.g_01475
OG0000655	Syan.g_00660	Prba.g_01474
OG0000656	Syan.g_00656	Prba.g_01471
OG0000657	Syan.g_00375	Prba.g_01463
OG0000658	Syan.g_00378	Prba.g_01462
OG0000659	Syan.g_00379	Prba.g_01461
OG0000660	Syan.g_00383	Prba.g_01457
OG0000661	Syan.g_00385	Prba.g_01455
OG0000662	Syan.g_00392	Prba.g_01453
OG0000663	Syan.g_00395	Prba.g_01451
OG0000664	Syan.g_00397	Prba.g_01450
OG0000665	Syan.g_00788	Prba.g_01446
OG0000666	Syan.g_02100	Prba.g_01445
OG0000667	Syan.g_00044	Prba.g_01441
OG0000668	Syan.g_00365	Prba.g_01411
OG0000669	Syan.g_00751	Prba.g_01404
OG0000670	Syan.g_00748	Prba.g_01402
OG0000671	Syan.g_00746	Prba.g_01400
OG0000672	Syan.g_00743	Prba.g_01397
OG0000673	Syan.g_00740	Prba.g_01394
OG0000674	Syan.g_00738	Prba.g_01392
OG0000675	Syan.g_00737	Prba.g_01391
OG0000676	Syan.g_00735	Prba.g_01389
OG0000677	Syan.g_00734	Prba.g_01388
OG0000678	Syan.g_00732	Prba.g_01386
OG0000679	Syan.g_00724	Prba.g_01382
OG0000680	Syan.g_00723	Prba.g_01381
OG0000681	Syan.g_00720	Prba.g_01379
OG0000682	Syan.g_00719	Prba.g_01378
OG0000683	Syan.g_00718	Prba.g_01377
OG0000684	Syan.g_00715	Prba.g_01375
OG0000685	Syan.g_00713	Prba.g_01373
OG0000686	Syan.g_00712	Prba.g_01372
OG0000687	Syan.g_00711	Prba.g_01371
OG0000688	Syan.g_00706	Prba.g_01368
OG0000689	Syan.g_00704	Prba.g_01367
OG0000690	Syan.g_00703	Prba.g_01366
OG0000691	Syan.g_00702	Prba.g_01365
OG0000692	Syan.g_00700	Prba.g_01363
OG0000693	Syan.g_00698	Prba.g_01362
OG0000694	Syan.g_00697	Prba.g_01361
OG0000695	Syan.g_00492	Prba.g_01359
OG0000696	Syan.g_00493	Prba.g_01358
OG0000697	Syan.g_00495	Prba.g_01357
OG0000698	Syan.g_00498	Prba.g_01354
OG0000699	Syan.g_00500	Prba.g_01353
OG0000700	Syan.g_00501	Prba.g_01352
OG0000701	Syan.g_00502	Prba.g_01351
OG0000702	Syan.g_00534	Prba.g_01349
OG0000703	Syan.g_00546	Prba.g_01348
OG0000704	Syan.g_00550	Prba.g_01347
OG0000705	Syan.g_00557	Prba.g_01343
OG0000706	Syan.g_00558	Prba.g_01342
OG0000707	Syan.g_00559	Prba.g_01341
OG0000708	Syan.g_00562	Prba.g_01340
OG0000709	Syan.g_00570	Prba.g_01336
OG0000710	Syan.g_00574	Prba.g_01333
OG0000711	Syan.g_00607	Prba.g_01316
OG0000712	Syan.g_00609	Prba.g_01314
OG0000713	Syan.g_00610	Prba.g_01313
OG0000714	Syan.g_00624	Prba.g_01312
OG0000715	Syan.g_00626	Prba.g_01310
OG0000716	Syan.g_00630	Prba.g_01308
OG0000717	Syan.g_00631	Prba.g_01307
OG0000718	Syan.g_00651	Prba.g_01295
OG0000719	Syan.g_00367	Prba.g_01293
OG0000720	Syan.g_00354	Prba.g_01284
OG0000721	Syan.g_00352	Prba.g_01282
OG0000722	Syan.g_00351	Prba.g_01281
OG0000723	Syan.g_00341	Prba.g_01278
OG0000724	Syan.g_00299	Prba.g_01269
OG0000725	Syan.g_00194	Prba.g_01263
OG0000726	Syan.g_00193	Prba.g_01262
OG0000727	Syan.g_00192	Prba.g_01261
OG0000728	Syan.g_00190	Prba.g_01259
OG0000729	Syan.g_01885	Prba.g_01214
OG0000730	Syan.g_02147	Prba.g_00749
OG0000731	Syan.g_02135	Prba.g_00745
OG0000732	Syan.g_01726	Prba.g_00735
OG0000733	Syan.g_01147	Prba.g_00096
OG0000734	Syan.g_02982	Prba.g_00079
OG0000735	Syan.g_02713	Prba.g_00077
OG0000736	Syan.g_02712	Prba.g_00076
OG0000737	Syan.g_02711	Prba.g_00075
OG0000738	Syan.g_02705	Prba.g_00071
OG0000739	Syan.g_02704	Prba.g_00070
OG0000740	Syan.g_02703	Prba.g_00069
OG0000741	Syan.g_02700	Prba.g_00068
OG0000742	Syan.g_02697	Prba.g_00065
OG0000743	Syan.g_02694	Prba.g_00063
OG0000744	Syan.g_02693	Prba.g_00062
OG0000745	Syan.g_02690	Prba.g_00060
OG0000746	Syan.g_02687	Prba.g_00058
OG0000747	Syan.g_02685	Prba.g_00057
OG0000748	Syan.g_02669	Prba.g_00054
OG0000749	Syan.g_02668	Prba.g_00053
OG0000750	Syan.g_02667	Prba.g_00052
OG0000751	Syan.g_02661	Prba.g_00050
OG0000752	Syan.g_02659	Prba.g_00048
OG0000753	Syan.g_02656	Prba.g_00045
OG0000754	Syan.g_02650	Prba.g_00042
OG0000755	Syan.g_02641	Prba.g_00039
OG0000756	Syan.g_02640	Prba.g_00038
OG0000757	Syan.g_02623	Prba.g_00032
OG0000758	Syan.g_02622	Prba.g_00031
OG0000759	Syan.g_02621	Prba.g_00030
OG0000760	Syan.g_02620	Prba.g_00029
OG0000761	Syan.g_02619	Prba.g_00028
OG0000762	Syan.g_02617	Prba.g_00027
OG0000763	Syan.g_02615	Prba.g_00025
OG0000764	Syan.g_02614	Prba.g_00024
OG0000765	Syan.g_02587	Prba.g_00015
OG0000766	Syan.g_02586	Prba.g_00014
OG0000767	Syan.g_02584	Prba.g_00012
OG0000768	Syan.g_02583	Prba.g_00011
OG0000769	Syan.g_02581	Prba.g_00009
OG0000770	Syan.g_02561	Prba.g_00007
OG0000771	Syan.g_00305	Prba.g_01084
OG0000772	Syan.g_00436	Prba.g_01167
OG0000773	Syan.g_01199	Prba.g_01183
OG0000774	Syan.g_01205	Prba.g_01185
OG0000775	Syan.g_01207	Prba.g_01187
OG0000776	Syan.g_01208	Prba.g_01188
OG0000777	Syan.g_01209	Prba.g_01189
OG0000778	Syan.g_01210	Prba.g_01190
OG0000779	Syan.g_01215	Prba.g_01194
OG0000780	Syan.g_01218	Prba.g_01195
OG0000781	Syan.g_01222	Prba.g_01198
OG0000782	Syan.g_01223	Prba.g_01199
OG0000783	Syan.g_01224	Prba.g_01200
OG0000784	Syan.g_01225	Prba.g_01201
OG0000785	Syan.g_01228	Prba.g_01203
OG0000786	Syan.g_01243	Prba.g_01205
OG0000787	Syan.g_01244	Prba.g_01206
OG0000788	Syan.g_00843	Prba.g_00209
OG0000789	Syan.g_00075	Prba.g_00206
OG0000790	Syan.g_02778	Prba.g_00191
OG0000791	Syan.g_02780	Prba.g_00189
OG0000792	Syan.g_02781	Prba.g_00188
OG0000793	Syan.g_02879	Prba.g_00185
OG0000794	Syan.g_02881	Prba.g_00184
OG0000795	Syan.g_02882	Prba.g_00183
OG0000796	Syan.g_02886	Prba.g_00179
OG0000797	Syan.g_02888	Prba.g_00178
OG0000799	Syan.g_01310	Prba.g_00115
OG0000800	Syan.g_01308	Prba.g_00114
OG0000801	Syan.g_01307	Prba.g_00113
OG0000802	Syan.g_01303	Prba.g_00111
OG0000803	Syan.g_01294	Prba.g_00109
OG0000804	Syan.g_01291	Prba.g_00108
OG0000805	Syan.g_01289	Prba.g_00106
OG0000806	Syan.g_01287	Prba.g_00720
OG0000807	Syan.g_01286	Prba.g_00719
OG0000808	Syan.g_01285	Prba.g_00718
OG0000809	Syan.g_01281	Prba.g_00715
OG0000810	Syan.g_01280	Prba.g_00714
OG0000811	Syan.g_01272	Prba.g_00710
OG0000812	Syan.g_01270	Prba.g_00708
OG0000813	Syan.g_01269	Prba.g_00707
OG0000814	Syan.g_01267	Prba.g_00705
OG0000815	Syan.g_01249	Prba.g_00704
OG0000816	Syan.g_01247	Prba.g_00702
OG0000817	Syan.g_01328	Prba.g_00701
OG0000818	Syan.g_02807	Prba.g_00696
OG0000819	Syan.g_02808	Prba.g_00695
OG0000820	Syan.g_02809	Prba.g_00694
OG0000821	Syan.g_02815	Prba.g_00690
OG0000822	Syan.g_02817	Prba.g_00689
OG0000823	Syan.g_02818	Prba.g_00688
OG0000824	Syan.g_02824	Prba.g_00685
OG0000825	Syan.g_02825	Prba.g_00684
OG0000826	Syan.g_02826	Prba.g_00683
OG0000827	Syan.g_02827	Prba.g_00682
OG0000828	Syan.g_02830	Prba.g_00679
OG0000829	Syan.g_02831	Prba.g_00678
OG0000830	Syan.g_02832	Prba.g_00677
OG0000831	Syan.g_02834	Prba.g_00350
OG0000832	Syan.g_02408	Prba.g_00344
OG0000833	Syan.g_01343	Prba.g_00336
OG0000834	Syan.g_01345	Prba.g_00335
OG0000835	Syan.g_01346	Prba.g_00334
OG0000836	Syan.g_01349	Prba.g_00333
OG0000837	Syan.g_01351	Prba.g_00332
OG0000838	Syan.g_01355	Prba.g_00330
OG0000839	Syan.g_01356	Prba.g_00329
OG0000840	Syan.g_01357	Prba.g_00328
OG0000841	Syan.g_01358	Prba.g_00327
OG0000842	Syan.g_01359	Prba.g_00326
OG0000843	Syan.g_01360	Prba.g_00325
OG0000844	Syan.g_01362	Prba.g_00324
OG0000845	Syan.g_01363	Prba.g_00323
OG0000846	Syan.g_01364	Prba.g_00322
OG0000847	Syan.g_01365	Prba.g_00321
OG0000848	Syan.g_01367	Prba.g_00320
OG0000849	Syan.g_01368	Prba.g_00319
OG0000850	Syan.g_01371	Prba.g_00317
OG0000851	Syan.g_01374	Prba.g_00316
OG0000852	Syan.g_01375	Prba.g_00315
OG0000853	Syan.g_01379	Prba.g_00311
OG0000854	Syan.g_01381	Prba.g_00309
OG0000855	Syan.g_01382	Prba.g_00308
OG0000856	Syan.g_01136	Prba.g_00293
OG0000857	Syan.g_00672	Prba.g_00266
OG0000858	Syan.g_01389	Prba.g_00232
OG0000859	Syan.g_01390	Prba.g_00231
OG0000860	Syan.g_01402	Prba.g_00618
OG0000861	Syan.g_01403	Prba.g_00617
OG0000862	Syan.g_01412	Prba.g_00616
OG0000863	Syan.g_01414	Prba.g_00614
OG0000864	Syan.g_00969	Prba.g_00613
OG0000865	Syan.g_01415	Prba.g_00612
OG0000866	Syan.g_01416	Prba.g_00611
OG0000867	Syan.g_01417	Prba.g_00610
OG0000868	Syan.g_01421	Prba.g_00609
OG0000869	Syan.g_01426	Prba.g_00605
OG0000870	Syan.g_01431	Prba.g_00600
OG0000871	Syan.g_01432	Prba.g_00599
OG0000872	Syan.g_01438	Prba.g_00598
OG0000873	Syan.g_01441	Prba.g_00595
OG0000874	Syan.g_01443	Prba.g_00592
OG0000875	Syan.g_01445	Prba.g_00591
OG0000876	Syan.g_00391	Prba.g_00590
OG0000877	Syan.g_01449	Prba.g_00588
OG0000878	Syan.g_01450	Prba.g_00587
OG0000879	Syan.g_01451	Prba.g_00586
OG0000880	Syan.g_01452	Prba.g_00585
OG0000881	Syan.g_01457	Prba.g_00581
OG0000882	Syan.g_01462	Prba.g_00576
OG0000883	Syan.g_01464	Prba.g_00574
OG0000884	Syan.g_01466	Prba.g_00573
OG0000885	Syan.g_01467	Prba.g_00572
OG0000886	Syan.g_01468	Prba.g_00571
OG0000887	Syan.g_01469	Prba.g_00570
OG0000888	Syan.g_01471	Prba.g_00568
OG0000889	Syan.g_01473	Prba.g_00566
OG0000890	Syan.g_01476	Prba.g_00565
OG0000891	Syan.g_01477	Prba.g_00564
OG0000892	Syan.g_01480	Prba.g_00352
OG0000893	Syan.g_02103	Prba.g_00357
OG0000894	Syan.g_02108	Prba.g_00359
OG0000895	Syan.g_02112	Prba.g_00362
OG0000896	Syan.g_02113	Prba.g_00363
OG0000897	Syan.g_02115	Prba.g_00365
OG0000898	Syan.g_02116	Prba.g_00366
OG0000899	Syan.g_02117	Prba.g_00367
OG0000900	Syan.g_02118	Prba.g_00368
OG0000901	Syan.g_02123	Prba.g_00371
OG0000902	Syan.g_02125	Prba.g_00373
OG0000903	Syan.g_02252	Prba.g_00376
OG0000904	Syan.g_02258	Prba.g_00378
OG0000905	Syan.g_02129	Prba.g_00383
OG0000906	Syan.g_02127	Prba.g_00384
OG0000907	Syan.g_02245	Prba.g_00387
OG0000908	Syan.g_02242	Prba.g_00390
OG0000909	Syan.g_02241	Prba.g_00391
OG0000910	Syan.g_02240	Prba.g_00392
OG0000911	Syan.g_02238	Prba.g_00394
OG0000912	Syan.g_02237	Prba.g_00395
OG0000913	Syan.g_02236	Prba.g_00396
OG0000914	Syan.g_02235	Prba.g_00397
OG0000915	Syan.g_02233	Prba.g_00398
OG0000916	Syan.g_02232	Prba.g_00399
OG0000917	Syan.g_02231	Prba.g_00400
OG0000918	Syan.g_02230	Prba.g_00401
OG0000919	Syan.g_02229	Prba.g_00402
OG0000920	Syan.g_02228	Prba.g_00403
OG0000921	Syan.g_02227	Prba.g_00404
OG0000922	Syan.g_02226	Prba.g_00405
OG0000923	Syan.g_02222	Prba.g_00409
OG0000924	Syan.g_02221	Prba.g_00410
OG0000925	Syan.g_02220	Prba.g_00411
OG0000926	Syan.g_02219	Prba.g_00412
OG0000927	Syan.g_02217	Prba.g_00414
OG0000928	Syan.g_02216	Prba.g_00415
OG0000929	Syan.g_02215	Prba.g_00416
OG0000930	Syan.g_02214	Prba.g_00417
OG0000931	Syan.g_02213	Prba.g_00418
OG0000932	Syan.g_02212	Prba.g_00419
OG0000933	Syan.g_02206	Prba.g_00423
OG0000934	Syan.g_02204	Prba.g_00425
OG0000935	Syan.g_02203	Prba.g_00426
OG0000936	Syan.g_02202	Prba.g_00427
OG0000937	Syan.g_02201	Prba.g_00428
OG0000938	Syan.g_02198	Prba.g_00430
OG0000939	Syan.g_02197	Prba.g_00431
OG0000940	Syan.g_02188	Prba.g_00438
OG0000941	Syan.g_02186	Prba.g_01049
OG0000942	Syan.g_02184	Prba.g_01051
OG0000943	Syan.g_02183	Prba.g_01052
OG0000944	Syan.g_02181	Prba.g_01053
OG0000945	Syan.g_02180	Prba.g_01054
OG0000946	Syan.g_02167	Prba.g_01059
OG0000947	Syan.g_02164	Prba.g_01061
OG0000948	Syan.g_02163	Prba.g_01062
OG0000949	Syan.g_01951	Prba.g_01065
OG0000950	Syan.g_01940	Prba.g_01070
OG0000951	Syan.g_01932	Prba.g_01074
OG0000952	Syan.g_01927	Prba.g_01078
OG0000953	Syan.g_01922	Prba.g_00753
OG0000954	Syan.g_01916	Prba.g_00757
OG0000955	Syan.g_01915	Prba.g_00758
OG0000956	Syan.g_01913	Prba.g_00760
OG0000957	Syan.g_01898	Prba.g_00766
OG0000958	Syan.g_01897	Prba.g_00767
OG0000959	Syan.g_01893	Prba.g_00771
OG0000960	Syan.g_01892	Prba.g_00772
OG0000961	Syan.g_03024	Prba.g_00774
OG0000962	Syan.g_01887	Prba.g_00776
OG0000963	Syan.g_01881	Prba.g_00780
OG0000964	Syan.g_01880	Prba.g_00781
OG0000965	Syan.g_01879	Prba.g_00782
OG0000966	Syan.g_01812	Prba.g_00789
OG0000967	Syan.g_01804	Prba.g_00794
OG0000968	Syan.g_01706	Prba.g_00796
OG0000969	Syan.g_01708	Prba.g_00797
OG0000970	Syan.g_01709	Prba.g_00798
OG0000971	Syan.g_01711	Prba.g_00799
OG0000972	Syan.g_01712	Prba.g_00800
OG0000973	Syan.g_01713	Prba.g_00801
OG0000974	Syan.g_01714	Prba.g_00802
OG0000975	Syan.g_01715	Prba.g_00803
OG0000976	Syan.g_01716	Prba.g_00804
OG0000977	Syan.g_01718	Prba.g_00805
OG0000978	Syan.g_01719	Prba.g_00806
OG0000979	Syan.g_01722	Prba.g_00809
OG0000980	Syan.g_01725	Prba.g_00811
OG0000981	Syan.g_01728	Prba.g_00813
OG0000982	Syan.g_01566	Prba.g_00815
OG0000983	Syan.g_01567	Prba.g_00816
OG0000984	Syan.g_01568	Prba.g_00817
OG0000985	Syan.g_01572	Prba.g_00820
OG0000986	Syan.g_01574	Prba.g_00822
OG0000987	Syan.g_01576	Prba.g_00823
OG0000988	Syan.g_01581	Prba.g_00826
OG0000989	Syan.g_01587	Prba.g_00830
OG0000990	Syan.g_01615	Prba.g_00833
OG0000991	Syan.g_01618	Prba.g_00834
OG0000992	Syan.g_01622	Prba.g_00836
OG0000993	Syan.g_01623	Prba.g_00837
OG0000994	Syan.g_01625	Prba.g_00838
OG0000995	Syan.g_01629	Prba.g_00842
OG0000996	Syan.g_01653	Prba.g_00843
OG0000997	Syan.g_01677	Prba.g_00844
OG0000998	Syan.g_01679	Prba.g_00846
OG0000999	Syan.g_01680	Prba.g_00847
OG0001000	Syan.g_01684	Prba.g_01778
OG0001001	Syan.g_01690	Prba.g_01780
OG0001002	Syan.g_01697	Prba.g_01784
OG0001003	Syan.g_01699	Prba.g_01785
OG0001004	Syan.g_01700	Prba.g_01786
OG0001005	Syan.g_01701	Prba.g_01787
OG0001006	Syan.g_01794	Prba.g_01791
OG0001007	Syan.g_01796	Prba.g_01793
OG0001008	Syan.g_02397	Prba.g_01024
OG0001009	Syan.g_01748	Prba.g_01820
OG0001010	Syan.g_01747	Prba.g_01821
OG0001011	Syan.g_01745	Prba.g_01822
OG0001012	Syan.g_00281	Prba.g_01837
OG0001013	Syan.g_01542	Prba.g_01842
OG0001014	Syan.g_01535	Prba.g_01845
OG0001015	Syan.g_01534	Prba.g_01846
OG0001016	Syan.g_02912	Prba.g_01861
OG0001017	Syan.g_02918	Prba.g_01865
OG0001018	Syan.g_02920	Prba.g_01868
OG0001019	Syan.g_02947	Prba.g_01877
OG0001020	Syan.g_02951	Prba.g_01878
OG0001021	Syan.g_02958	Prba.g_01879
OG0001022	Syan.g_02964	Prba.g_01882
OG0001023	Syan.g_02965	Prba.g_01883
OG0001024	Syan.g_00968	Prba.g_01886
OG0001025	Syan.g_02971	Prba.g_01892
OG0001026	Syan.g_02984	Prba.g_01899
OG0001027	Syan.g_02308	Prba.g_01900
OG0001028	Syan.g_02305	Prba.g_01902
OG0001029	Syan.g_02303	Prba.g_01903
OG0001030	Syan.g_02281	Prba.g_01918
OG0001031	Syan.g_03060	Prba.g_00642
OG0001032	Syan.g_03063	Prba.g_00643
OG0001033	Syan.g_00970	Prba.g_00664
OG0001034	Syan.g_02425	Prba.g_00455
OG0001035	Syan.g_02062	Prba.g_00473
OG0001036	Syan.g_02056	Prba.g_00477
OG0001037	Syan.g_02054	Prba.g_00478
OG0001038	Syan.g_02025	Prba.g_00495
OG0001039	Syan.g_02022	Prba.g_00498
OG0001040	Syan.g_02019	Prba.g_00500
OG0001041	Syan.g_02015	Prba.g_00504
OG0001042	Syan.g_01992	Prba.g_00520
OG0001043	Syan.g_01988	Prba.g_00521
OG0001044	Syan.g_02145	Prba.g_00549
OG0001045	Syan.g_02132	Prba.g_00558
OG0001046	Syan.g_00591	Prba.g_00873
OG0001047	Syan.g_02399	Prba.g_01022
OG0001048	Syan.g_02400	Prba.g_01021
OG0001049	Syan.g_01340	Prba.g_01019
OG0001050	Syan.g_01339	Prba.g_01018
OG0001051	Syan.g_01338	Prba.g_01017
OG0001052	Syan.g_02850	Prba.g_00990
OG0001053	Syan.g_02761	Prba.g_00978
OG0001054	Syan.g_02742	Prba.g_00963
OG0001055	Syan.g_02721	Prba.g_00944
OG0001056	Syan.g_01161	Prba.g_00925
OG0001057	Syan.g_00832	Prba.g_01774
OG0001058	Syan.g_00851	Prba.g_01766
OG0001059	Syan.g_00855	Prba.g_01762
OG0001060	Syan.g_00861	Prba.g_01755
OG0001061	Syan.g_00880	Prba.g_01742
OG0001063	Syan.g_00945	Prba.g_01738
OG0001064	Syan.g_00946	Prba.g_01737
OG0001065	Syan.g_00947	Prba.g_01736
OG0001066	Syan.g_00948	Prba.g_01735
OG0001067	Syan.g_00949	Prba.g_01734
OG0001068	Syan.g_00950	Prba.g_01733
OG0001069	Syan.g_00951	Prba.g_01732
OG0001070	Syan.g_00955	Prba.g_01729
OG0001071	Syan.g_00956	Prba.g_01728
OG0001072	Syan.g_00960	Prba.g_01727
OG0001073	Syan.g_01012	Prba.g_01713
OG0001074	Syan.g_00202	Prba.g_01702
OG0001075	Syan.g_00200	Prba.g_01701
OG0001076	Syan.g_00012	Prba.g_01693
OG0001077	Syan.g_01140	Prba.g_01689
OG0001078	Syan.g_00815	Prba.g_01681
OG0001079	Syan.g_00799	Prba.g_01670
OG0001080	Syan.g_00781	Prba.g_01664
OG0001081	Syan.g_00779	Prba.g_01662
OG0001082	Syan.g_00778	Prba.g_01661
OG0001083	Syan.g_00771	Prba.g_01656
OG0001084	Syan.g_00770	Prba.g_01655
OG0001086	Syan.g_00757	Prba.g_01646
OG0001087	Syan.g_01159	Prba.g_01629
OG0001088	Syan.g_02688	Prba.g_01628
OG0001089	Syan.g_00185	Prba.g_01620
OG0001090	Syan.g_00317	Prba.g_01593
OG0001091	Syan.g_00320	Prba.g_01591
OG0001092	Syan.g_00322	Prba.g_01590
OG0001093	Syan.g_00328	Prba.g_01585
OG0001094	Syan.g_00696	Prba.g_01505
OG0001095	Syan.g_00675	Prba.g_01486
OG0001096	Syan.g_00659	Prba.g_01473
OG0001097	Syan.g_00386	Prba.g_01454
OG0001099	Syan.g_02304	Prba.g_01407
OG0001100	Syan.g_00749	Prba.g_01403
OG0001101	Syan.g_00747	Prba.g_01401
OG0001102	Syan.g_00744	Prba.g_01398
OG0001103	Syan.g_00742	Prba.g_01396
OG0001104	Syan.g_00714	Prba.g_01374
OG0001106	Syan.g_00551	Prba.g_01346
OG0001107	Syan.g_00563	Prba.g_01339
OG0001108	Syan.g_00571	Prba.g_01335
OG0001109	Syan.g_00573	Prba.g_01334
OG0001110	Syan.g_00575	Prba.g_01332
OG0001111	Syan.g_00577	Prba.g_01331
OG0001112	Syan.g_00579	Prba.g_01330
OG0001113	Syan.g_00580	Prba.g_01329
OG0001114	Syan.g_00581	Prba.g_01328
OG0001115	Syan.g_00586	Prba.g_01326
OG0001116	Syan.g_00588	Prba.g_01325
OG0001117	Syan.g_00589	Prba.g_01324
OG0001118	Syan.g_00590	Prba.g_01323
OG0001119	Syan.g_00592	Prba.g_01322
OG0001120	Syan.g_00597	Prba.g_01320
OG0001122	Syan.g_00366	Prba.g_01292
OG0001123	Syan.g_00359	Prba.g_01288
OG0001124	Syan.g_00357	Prba.g_01286
OG0001125	Syan.g_00355	Prba.g_01285
OG0001126	Syan.g_00307	Prba.g_01275
OG0001127	Syan.g_00306	Prba.g_01274
OG0001128	Syan.g_00303	Prba.g_01272
OG0001129	Syan.g_00301	Prba.g_01271
OG0001130	Syan.g_00300	Prba.g_01270
OG0001131	Syan.g_00079	Prba.g_01234
OG0001132	Syan.g_00100	Prba.g_01225
OG0001133	Syan.g_00006	Prba.g_00729
OG0001134	Syan.g_01146	Prba.g_00097
OG0001135	Syan.g_01150	Prba.g_00094
OG0001136	Syan.g_02699	Prba.g_00067
OG0001137	Syan.g_02670	Prba.g_00055
OG0001138	Syan.g_02638	Prba.g_00037
OG0001139	Syan.g_02636	Prba.g_00036
OG0001140	Syan.g_02635	Prba.g_00035
OG0001141	Syan.g_02625	Prba.g_00034
OG0001142	Syan.g_02624	Prba.g_00033
OG0001143	Syan.g_02616	Prba.g_00026
OG0001144	Syan.g_02596	Prba.g_00021
OG0001145	Syan.g_01200	Prba.g_01184
OG0001146	Syan.g_01219	Prba.g_01196
OG0001147	Syan.g_02842	Prba.g_00210
OG0001148	Syan.g_02775	Prba.g_00194
OG0001149	Syan.g_02776	Prba.g_00193
OG0001150	Syan.g_02777	Prba.g_00192
OG0001151	Syan.g_02884	Prba.g_00181
OG0001152	Syan.g_02885	Prba.g_00180
OG0001153	Syan.g_02828	Prba.g_00681
OG0001154	Syan.g_02829	Prba.g_00680
OG0001156	Syan.g_02404	Prba.g_00340
OG0001157	Syan.g_02403	Prba.g_00339
OG0001158	Syan.g_02402	Prba.g_00338
OG0001159	Syan.g_02401	Prba.g_00337
OG0001160	Syan.g_01377	Prba.g_00313
OG0001161	Syan.g_01594	Prba.g_00300
OG0001162	Syan.g_02943	Prba.g_00289
OG0001163	Syan.g_01385	Prba.g_00234
OG0001164	Syan.g_01392	Prba.g_00230
OG0001165	Syan.g_01397	Prba.g_00227
OG0001166	Syan.g_01430	Prba.g_00601
OG0001167	Syan.g_00992	Prba.g_00584
OG0001168	Syan.g_01456	Prba.g_00582
OG0001169	Syan.g_01458	Prba.g_00580
OG0001170	Syan.g_01460	Prba.g_00578
OG0001171	Syan.g_01470	Prba.g_00569
OG0001172	Syan.g_02110	Prba.g_00360
OG0001173	Syan.g_02111	Prba.g_00361
OG0001174	Syan.g_02119	Prba.g_00369
OG0001175	Syan.g_02120	Prba.g_00370
OG0001176	Syan.g_02253	Prba.g_00377
OG0001177	Syan.g_02256	Prba.g_00380
OG0001179	Syan.g_02218	Prba.g_00413
OG0001180	Syan.g_02191	Prba.g_00435
OG0001181	Syan.g_02187	Prba.g_01048
OG0001182	Syan.g_02179	Prba.g_01055
OG0001183	Syan.g_02166	Prba.g_01060
OG0001184	Syan.g_01929	Prba.g_01076
OG0001185	Syan.g_01902	Prba.g_00762
OG0001186	Syan.g_01864	Prba.g_00786
