Orthogroup	Syan	Prai
OG0000597	Syan.g_00810	Prai.g_00669
OG0000598	Syan.g_00809	Prai.g_00670
OG0000599	Syan.g_00802	Prai.g_00673
OG0000600	Syan.g_00801	Prai.g_00674
OG0000601	Syan.g_00800	Prai.g_00675
OG0000602	Syan.g_00796	Prai.g_00677
OG0000603	Syan.g_00795	Prai.g_00678
OG0000604	Syan.g_00792	Prai.g_00679
OG0000605	Syan.g_00783	Prai.g_00680
OG0000606	Syan.g_00780	Prai.g_00683
OG0000607	Syan.g_00777	Prai.g_00686
OG0000608	Syan.g_00776	Prai.g_00687
OG0000609	Syan.g_00774	Prai.g_00688
OG0000610	Syan.g_00766	Prai.g_00693
OG0000611	Syan.g_00763	Prai.g_00696
OG0000612	Syan.g_00762	Prai.g_00697
OG0000613	Syan.g_01965	Prai.g_00702
OG0000614	Syan.g_00184	Prai.g_00721
OG0000615	Syan.g_00728	Prai.g_00729
OG0000616	Syan.g_01694	Prai.g_00732
OG0000617	Syan.g_00324	Prai.g_00754
OG0000618	Syan.g_00325	Prai.g_00755
OG0000619	Syan.g_00326	Prai.g_00756
OG0000620	Syan.g_00331	Prai.g_00759
OG0000621	Syan.g_00332	Prai.g_00760
OG0000622	Syan.g_00334	Prai.g_00761
OG0000623	Syan.g_00335	Prai.g_00762
OG0000624	Syan.g_00337	Prai.g_00763
OG0000625	Syan.g_00338	Prai.g_00764
OG0000626	Syan.g_00339	Prai.g_00765
OG0000627	Syan.g_00465	Prai.g_00766
OG0000628	Syan.g_00466	Prai.g_00767
OG0000629	Syan.g_00469	Prai.g_00768
OG0000630	Syan.g_00474	Prai.g_00771
OG0000631	Syan.g_00484	Prai.g_00857
OG0000632	Syan.g_00485	Prai.g_00856
OG0000633	Syan.g_00489	Prai.g_00855
OG0000634	Syan.g_00694	Prai.g_00852
OG0000635	Syan.g_00693	Prai.g_00851
OG0000636	Syan.g_00691	Prai.g_00849
OG0000637	Syan.g_00689	Prai.g_00847
OG0000638	Syan.g_00688	Prai.g_00846
OG0000639	Syan.g_00687	Prai.g_00845
OG0000640	Syan.g_00686	Prai.g_00844
OG0000641	Syan.g_00682	Prai.g_00839
OG0000642	Syan.g_00681	Prai.g_00838
OG0000643	Syan.g_00679	Prai.g_00837
OG0000644	Syan.g_00678	Prai.g_00836
OG0000645	Syan.g_00676	Prai.g_00835
OG0000646	Syan.g_00673	Prai.g_00833
OG0000647	Syan.g_00671	Prai.g_00832
OG0000648	Syan.g_00669	Prai.g_00830
OG0000649	Syan.g_00668	Prai.g_00829
OG0000650	Syan.g_00667	Prai.g_00828
OG0000651	Syan.g_00666	Prai.g_00827
OG0000652	Syan.g_00665	Prai.g_00826
OG0000653	Syan.g_00663	Prai.g_00824
OG0000654	Syan.g_00661	Prai.g_00823
OG0000655	Syan.g_00660	Prai.g_00822
OG0000656	Syan.g_00656	Prai.g_00819
OG0000657	Syan.g_00375	Prai.g_00811
OG0000658	Syan.g_00378	Prai.g_00810
OG0000659	Syan.g_00379	Prai.g_00809
OG0000660	Syan.g_00383	Prai.g_00805
OG0000661	Syan.g_00385	Prai.g_00803
OG0000662	Syan.g_00392	Prai.g_00801
OG0000663	Syan.g_00395	Prai.g_00799
OG0000664	Syan.g_00397	Prai.g_00798
OG0000665	Syan.g_00788	Prai.g_00794
OG0000666	Syan.g_02100	Prai.g_00793
OG0000667	Syan.g_00044	Prai.g_00789
OG0000668	Syan.g_00365	Prai.g_01060
OG0000669	Syan.g_00751	Prai.g_01054
OG0000670	Syan.g_00748	Prai.g_01052
OG0000671	Syan.g_00746	Prai.g_01050
OG0000672	Syan.g_00743	Prai.g_01048
OG0000673	Syan.g_00740	Prai.g_01045
OG0000674	Syan.g_00738	Prai.g_01043
OG0000675	Syan.g_00737	Prai.g_01042
OG0000676	Syan.g_00735	Prai.g_01040
OG0000677	Syan.g_00734	Prai.g_01039
OG0000678	Syan.g_00732	Prai.g_01037
OG0000679	Syan.g_00724	Prai.g_01033
OG0000680	Syan.g_00723	Prai.g_01032
OG0000681	Syan.g_00720	Prai.g_01030
OG0000682	Syan.g_00719	Prai.g_01029
OG0000683	Syan.g_00718	Prai.g_01028
OG0000684	Syan.g_00715	Prai.g_01027
OG0000685	Syan.g_00713	Prai.g_01025
OG0000686	Syan.g_00712	Prai.g_01024
OG0000687	Syan.g_00711	Prai.g_01023
OG0000688	Syan.g_00706	Prai.g_01020
OG0000689	Syan.g_00704	Prai.g_01019
OG0000690	Syan.g_00703	Prai.g_01018
OG0000691	Syan.g_00702	Prai.g_01017
OG0000692	Syan.g_00700	Prai.g_01015
OG0000693	Syan.g_00698	Prai.g_01014
OG0000694	Syan.g_00697	Prai.g_01013
OG0000695	Syan.g_00492	Prai.g_01011
OG0000696	Syan.g_00493	Prai.g_01010
OG0000697	Syan.g_00495	Prai.g_01009
OG0000698	Syan.g_00498	Prai.g_01006
OG0000699	Syan.g_00500	Prai.g_01005
OG0000700	Syan.g_00501	Prai.g_01004
OG0000701	Syan.g_00502	Prai.g_01003
OG0000702	Syan.g_00534	Prai.g_01001
OG0000703	Syan.g_00546	Prai.g_01000
OG0000704	Syan.g_00550	Prai.g_00999
OG0000705	Syan.g_00557	Prai.g_00995
OG0000706	Syan.g_00558	Prai.g_00994
OG0000707	Syan.g_00559	Prai.g_00993
OG0000708	Syan.g_00562	Prai.g_00992
OG0000709	Syan.g_00570	Prai.g_00988
OG0000710	Syan.g_00574	Prai.g_00985
OG0000711	Syan.g_00607	Prai.g_00968
OG0000712	Syan.g_00609	Prai.g_00966
OG0000713	Syan.g_00610	Prai.g_00965
OG0000714	Syan.g_00624	Prai.g_00964
OG0000715	Syan.g_00626	Prai.g_00962
OG0000716	Syan.g_00630	Prai.g_00960
OG0000717	Syan.g_00631	Prai.g_00959
OG0000718	Syan.g_00651	Prai.g_00948
OG0000719	Syan.g_00367	Prai.g_00946
OG0000720	Syan.g_00354	Prai.g_00938
OG0000721	Syan.g_00352	Prai.g_00936
OG0000722	Syan.g_00351	Prai.g_00935
OG0000723	Syan.g_00341	Prai.g_00932
OG0000724	Syan.g_00299	Prai.g_00923
OG0000725	Syan.g_00194	Prai.g_00917
OG0000726	Syan.g_00193	Prai.g_00916
OG0000727	Syan.g_00192	Prai.g_00915
OG0000728	Syan.g_00190	Prai.g_00913
OG0000729	Syan.g_01885	Prai.g_01109
OG0000730	Syan.g_02147	Prai.g_01113
OG0000731	Syan.g_02135	Prai.g_01117
OG0000732	Syan.g_01726	Prai.g_01126
OG0000733	Syan.g_01147	Prai.g_01144
OG0000734	Syan.g_02982	Prai.g_01157
OG0000735	Syan.g_02713	Prai.g_01159
OG0000736	Syan.g_02712	Prai.g_01160
OG0000737	Syan.g_02711	Prai.g_01161
OG0000738	Syan.g_02705	Prai.g_01165
OG0000739	Syan.g_02704	Prai.g_01166
OG0000740	Syan.g_02703	Prai.g_01167
OG0000741	Syan.g_02700	Prai.g_01168
OG0000742	Syan.g_02697	Prai.g_01170
OG0000743	Syan.g_02694	Prai.g_01172
OG0000744	Syan.g_02693	Prai.g_01173
OG0000745	Syan.g_02690	Prai.g_01174
OG0000746	Syan.g_02687	Prai.g_01176
OG0000747	Syan.g_02685	Prai.g_01177
OG0000748	Syan.g_02669	Prai.g_01180
OG0000749	Syan.g_02668	Prai.g_01181
OG0000750	Syan.g_02667	Prai.g_01182
OG0000751	Syan.g_02661	Prai.g_01184
OG0000752	Syan.g_02659	Prai.g_01186
OG0000753	Syan.g_02656	Prai.g_01189
OG0000754	Syan.g_02650	Prai.g_01192
OG0000755	Syan.g_02641	Prai.g_01196
OG0000756	Syan.g_02640	Prai.g_01197
OG0000757	Syan.g_02623	Prai.g_01204
OG0000758	Syan.g_02622	Prai.g_01205
OG0000759	Syan.g_02621	Prai.g_01206
OG0000760	Syan.g_02620	Prai.g_01207
OG0000761	Syan.g_02619	Prai.g_01208
OG0000762	Syan.g_02617	Prai.g_01209
OG0000763	Syan.g_02615	Prai.g_01211
OG0000764	Syan.g_02614	Prai.g_01212
OG0000765	Syan.g_02587	Prai.g_01221
OG0000766	Syan.g_02586	Prai.g_01222
OG0000767	Syan.g_02584	Prai.g_01224
OG0000768	Syan.g_02583	Prai.g_01225
OG0000769	Syan.g_02581	Prai.g_01227
OG0000770	Syan.g_02561	Prai.g_01229
OG0000771	Syan.g_00305	Prai.g_01238
OG0000772	Syan.g_00436	Prai.g_01310
OG0000773	Syan.g_01199	Prai.g_01325
OG0000774	Syan.g_01205	Prai.g_01327
OG0000775	Syan.g_01207	Prai.g_01330
OG0000776	Syan.g_01208	Prai.g_01331
OG0000777	Syan.g_01209	Prai.g_01332
OG0000778	Syan.g_01210	Prai.g_01333
OG0000779	Syan.g_01215	Prai.g_01337
OG0000780	Syan.g_01218	Prai.g_01338
OG0000781	Syan.g_01222	Prai.g_01341
OG0000782	Syan.g_01223	Prai.g_01342
OG0000783	Syan.g_01224	Prai.g_01343
OG0000784	Syan.g_01225	Prai.g_01344
OG0000785	Syan.g_01228	Prai.g_01346
OG0000786	Syan.g_01243	Prai.g_01348
OG0000787	Syan.g_01244	Prai.g_01349
OG0000788	Syan.g_00843	Prai.g_01358
OG0000789	Syan.g_00075	Prai.g_01360
OG0000790	Syan.g_02778	Prai.g_01375
OG0000791	Syan.g_02780	Prai.g_01377
OG0000792	Syan.g_02781	Prai.g_01378
OG0000793	Syan.g_02879	Prai.g_01381
OG0000794	Syan.g_02881	Prai.g_01382
OG0000795	Syan.g_02882	Prai.g_01383
OG0000796	Syan.g_02886	Prai.g_01387
OG0000797	Syan.g_02888	Prai.g_01388
OG0000799	Syan.g_01310	Prai.g_01445
OG0000800	Syan.g_01308	Prai.g_01446
OG0000801	Syan.g_01307	Prai.g_01447
OG0000802	Syan.g_01303	Prai.g_01449
OG0000803	Syan.g_01294	Prai.g_01451
OG0000804	Syan.g_01291	Prai.g_01452
OG0000805	Syan.g_01289	Prai.g_01454
OG0000806	Syan.g_01287	Prai.g_01456
OG0000807	Syan.g_01286	Prai.g_01457
OG0000808	Syan.g_01285	Prai.g_01458
OG0000809	Syan.g_01281	Prai.g_01461
OG0000810	Syan.g_01280	Prai.g_01462
OG0000811	Syan.g_01272	Prai.g_01466
OG0000812	Syan.g_01270	Prai.g_01468
OG0000813	Syan.g_01269	Prai.g_01469
OG0000814	Syan.g_01267	Prai.g_01471
OG0000815	Syan.g_01249	Prai.g_01472
OG0000816	Syan.g_01247	Prai.g_01474
OG0000817	Syan.g_01328	Prai.g_01475
OG0000818	Syan.g_02807	Prai.g_01480
OG0000819	Syan.g_02808	Prai.g_01481
OG0000820	Syan.g_02809	Prai.g_01482
OG0000821	Syan.g_02815	Prai.g_01485
OG0000822	Syan.g_02817	Prai.g_01486
OG0000823	Syan.g_02818	Prai.g_01487
OG0000824	Syan.g_02824	Prai.g_01490
OG0000825	Syan.g_02825	Prai.g_01491
OG0000826	Syan.g_02826	Prai.g_01492
OG0000827	Syan.g_02827	Prai.g_01493
OG0000828	Syan.g_02830	Prai.g_01496
OG0000829	Syan.g_02831	Prai.g_01497
OG0000830	Syan.g_02832	Prai.g_01498
OG0000831	Syan.g_02834	Prai.g_01500
OG0000832	Syan.g_02408	Prai.g_01505
OG0000833	Syan.g_01343	Prai.g_01514
OG0000834	Syan.g_01345	Prai.g_01515
OG0000835	Syan.g_01346	Prai.g_01516
OG0000836	Syan.g_01349	Prai.g_01517
OG0000837	Syan.g_01351	Prai.g_01518
OG0000838	Syan.g_01355	Prai.g_01520
OG0000839	Syan.g_01356	Prai.g_01521
OG0000840	Syan.g_01357	Prai.g_01522
OG0000841	Syan.g_01358	Prai.g_01523
OG0000842	Syan.g_01359	Prai.g_01524
OG0000843	Syan.g_01360	Prai.g_01525
OG0000844	Syan.g_01362	Prai.g_01526
OG0000845	Syan.g_01363	Prai.g_01527
OG0000846	Syan.g_01364	Prai.g_01528
OG0000847	Syan.g_01365	Prai.g_01529
OG0000848	Syan.g_01367	Prai.g_01530
OG0000849	Syan.g_01368	Prai.g_01531
OG0000850	Syan.g_01371	Prai.g_01533
OG0000851	Syan.g_01374	Prai.g_01534
OG0000852	Syan.g_01375	Prai.g_01535
OG0000853	Syan.g_01379	Prai.g_01539
OG0000854	Syan.g_01381	Prai.g_01541
OG0000855	Syan.g_01382	Prai.g_01542
OG0000856	Syan.g_01136	Prai.g_01558
OG0000857	Syan.g_00672	Prai.g_01597
OG0000858	Syan.g_01389	Prai.g_01632
OG0000859	Syan.g_01390	Prai.g_01633
OG0000860	Syan.g_01402	Prai.g_01640
OG0000861	Syan.g_01403	Prai.g_01641
OG0000862	Syan.g_01412	Prai.g_01642
OG0000863	Syan.g_01414	Prai.g_01644
OG0000864	Syan.g_00969	Prai.g_01645
OG0000865	Syan.g_01415	Prai.g_01646
OG0000866	Syan.g_01416	Prai.g_01647
OG0000867	Syan.g_01417	Prai.g_01648
OG0000868	Syan.g_01421	Prai.g_01649
OG0000869	Syan.g_01426	Prai.g_01653
OG0000870	Syan.g_01431	Prai.g_01658
OG0000871	Syan.g_01432	Prai.g_01659
OG0000872	Syan.g_01438	Prai.g_01660
OG0000873	Syan.g_01441	Prai.g_01663
OG0000874	Syan.g_01443	Prai.g_01666
OG0000875	Syan.g_01445	Prai.g_01667
OG0000876	Syan.g_00391	Prai.g_01668
OG0000877	Syan.g_01449	Prai.g_01670
OG0000878	Syan.g_01450	Prai.g_01671
OG0000879	Syan.g_01451	Prai.g_01672
OG0000880	Syan.g_01452	Prai.g_01673
OG0000881	Syan.g_01457	Prai.g_01677
OG0000882	Syan.g_01462	Prai.g_01682
OG0000883	Syan.g_01464	Prai.g_01683
OG0000884	Syan.g_01466	Prai.g_01685
OG0000885	Syan.g_01467	Prai.g_01686
OG0000886	Syan.g_01468	Prai.g_01687
OG0000887	Syan.g_01469	Prai.g_01688
OG0000888	Syan.g_01471	Prai.g_01690
OG0000889	Syan.g_01473	Prai.g_01692
OG0000890	Syan.g_01476	Prai.g_01693
OG0000891	Syan.g_01477	Prai.g_01694
OG0000892	Syan.g_01480	Prai.g_01696
OG0000893	Syan.g_02103	Prai.g_01701
OG0000894	Syan.g_02108	Prai.g_01703
OG0000895	Syan.g_02112	Prai.g_01706
OG0000896	Syan.g_02113	Prai.g_01707
OG0000897	Syan.g_02115	Prai.g_01709
OG0000898	Syan.g_02116	Prai.g_01710
OG0000899	Syan.g_02117	Prai.g_01711
OG0000900	Syan.g_02118	Prai.g_01712
OG0000901	Syan.g_02123	Prai.g_01715
OG0000902	Syan.g_02125	Prai.g_01717
OG0000903	Syan.g_02252	Prai.g_01720
OG0000904	Syan.g_02258	Prai.g_01722
OG0000905	Syan.g_02129	Prai.g_01727
OG0000906	Syan.g_02127	Prai.g_01728
OG0000907	Syan.g_02245	Prai.g_01734
OG0000908	Syan.g_02242	Prai.g_01737
OG0000909	Syan.g_02241	Prai.g_01738
OG0000910	Syan.g_02240	Prai.g_01739
OG0000911	Syan.g_02238	Prai.g_01741
OG0000912	Syan.g_02237	Prai.g_01742
OG0000913	Syan.g_02236	Prai.g_01743
OG0000914	Syan.g_02235	Prai.g_01744
OG0000915	Syan.g_02233	Prai.g_01746
OG0000916	Syan.g_02232	Prai.g_01747
OG0000917	Syan.g_02231	Prai.g_01748
OG0000918	Syan.g_02230	Prai.g_01749
OG0000919	Syan.g_02229	Prai.g_01750
OG0000920	Syan.g_02228	Prai.g_01751
OG0000921	Syan.g_02227	Prai.g_01752
OG0000922	Syan.g_02226	Prai.g_01753
OG0000923	Syan.g_02222	Prai.g_01757
OG0000924	Syan.g_02221	Prai.g_01758
OG0000925	Syan.g_02220	Prai.g_01759
OG0000926	Syan.g_02219	Prai.g_01760
OG0000927	Syan.g_02217	Prai.g_01762
OG0000928	Syan.g_02216	Prai.g_01763
OG0000929	Syan.g_02215	Prai.g_01764
OG0000930	Syan.g_02214	Prai.g_01765
OG0000931	Syan.g_02213	Prai.g_01766
OG0000932	Syan.g_02212	Prai.g_01767
OG0000933	Syan.g_02206	Prai.g_01776
OG0000934	Syan.g_02204	Prai.g_01778
OG0000935	Syan.g_02203	Prai.g_01779
OG0000936	Syan.g_02202	Prai.g_01780
OG0000937	Syan.g_02201	Prai.g_01781
OG0000938	Syan.g_02198	Prai.g_01783
OG0000939	Syan.g_02197	Prai.g_01784
OG0000940	Syan.g_02188	Prai.g_01791
OG0000941	Syan.g_02186	Prai.g_01793
OG0000942	Syan.g_02184	Prai.g_01795
OG0000943	Syan.g_02183	Prai.g_01796
OG0000944	Syan.g_02181	Prai.g_01797
OG0000945	Syan.g_02180	Prai.g_01798
OG0000946	Syan.g_02167	Prai.g_01802
OG0000947	Syan.g_02164	Prai.g_01804
OG0000948	Syan.g_02163	Prai.g_01805
OG0000949	Syan.g_01951	Prai.g_01808
OG0000950	Syan.g_01940	Prai.g_01813
OG0000951	Syan.g_01932	Prai.g_01817
OG0000952	Syan.g_01927	Prai.g_01821
OG0000953	Syan.g_01922	Prai.g_01824
OG0000954	Syan.g_01916	Prai.g_01828
OG0000955	Syan.g_01915	Prai.g_01829
OG0000956	Syan.g_01913	Prai.g_01831
OG0000957	Syan.g_01898	Prai.g_01836
OG0000958	Syan.g_01897	Prai.g_01837
OG0000959	Syan.g_01893	Prai.g_01841
OG0000960	Syan.g_01892	Prai.g_01842
OG0000961	Syan.g_03024	Prai.g_01844
OG0000962	Syan.g_01887	Prai.g_01846
OG0000963	Syan.g_01881	Prai.g_01850
OG0000964	Syan.g_01880	Prai.g_01851
OG0000965	Syan.g_01879	Prai.g_01852
OG0000966	Syan.g_01812	Prai.g_01861
OG0000967	Syan.g_01804	Prai.g_01865
OG0000968	Syan.g_01706	Prai.g_01867
OG0000969	Syan.g_01708	Prai.g_01868
OG0000970	Syan.g_01709	Prai.g_01869
OG0000971	Syan.g_01711	Prai.g_01870
OG0000972	Syan.g_01712	Prai.g_01871
OG0000973	Syan.g_01713	Prai.g_01872
OG0000974	Syan.g_01714	Prai.g_01873
OG0000975	Syan.g_01715	Prai.g_01874
OG0000976	Syan.g_01716	Prai.g_01875
OG0000977	Syan.g_01718	Prai.g_01876
OG0000978	Syan.g_01719	Prai.g_01877
OG0000979	Syan.g_01722	Prai.g_01880
OG0000980	Syan.g_01725	Prai.g_01882
OG0000981	Syan.g_01728	Prai.g_01884
OG0000982	Syan.g_01566	Prai.g_01886
OG0000983	Syan.g_01567	Prai.g_01887
OG0000984	Syan.g_01568	Prai.g_01888
OG0000985	Syan.g_01572	Prai.g_01891
OG0000986	Syan.g_01574	Prai.g_01893
OG0000987	Syan.g_01576	Prai.g_01894
OG0000988	Syan.g_01581	Prai.g_01897
OG0000989	Syan.g_01587	Prai.g_01900
OG0000990	Syan.g_01615	Prai.g_01903
OG0000991	Syan.g_01618	Prai.g_01904
OG0000992	Syan.g_01622	Prai.g_01906
OG0000993	Syan.g_01623	Prai.g_01907
OG0000994	Syan.g_01625	Prai.g_01908
OG0000995	Syan.g_01629	Prai.g_01912
OG0000996	Syan.g_01653	Prai.g_01913
OG0000997	Syan.g_01677	Prai.g_01914
OG0000998	Syan.g_01679	Prai.g_01916
OG0000999	Syan.g_01680	Prai.g_01917
OG0001000	Syan.g_01684	Prai.g_01920
OG0001001	Syan.g_01690	Prai.g_01922
OG0001002	Syan.g_01697	Prai.g_01926
OG0001003	Syan.g_01699	Prai.g_01928
OG0001004	Syan.g_01700	Prai.g_01929
OG0001005	Syan.g_01701	Prai.g_01930
OG0001006	Syan.g_01794	Prai.g_01934
OG0001007	Syan.g_01796	Prai.g_01936
OG0001008	Syan.g_02397	Prai.g_00468
OG0001009	Syan.g_01748	Prai.g_00027
OG0001010	Syan.g_01747	Prai.g_00028
OG0001011	Syan.g_01745	Prai.g_00029
OG0001012	Syan.g_00281	Prai.g_00050
OG0001013	Syan.g_01542	Prai.g_00055
OG0001014	Syan.g_01535	Prai.g_00058
OG0001015	Syan.g_01534	Prai.g_00059
OG0001016	Syan.g_02912	Prai.g_00073
OG0001017	Syan.g_02918	Prai.g_00077
OG0001018	Syan.g_02920	Prai.g_00080
OG0001019	Syan.g_02947	Prai.g_00089
OG0001020	Syan.g_02951	Prai.g_00090
OG0001021	Syan.g_02958	Prai.g_00091
OG0001022	Syan.g_02964	Prai.g_00094
OG0001023	Syan.g_02965	Prai.g_00095
OG0001024	Syan.g_00968	Prai.g_00098
OG0001025	Syan.g_02971	Prai.g_00104
OG0001026	Syan.g_02984	Prai.g_00111
OG0001027	Syan.g_02308	Prai.g_00112
OG0001028	Syan.g_02305	Prai.g_00114
OG0001029	Syan.g_02303	Prai.g_00115
OG0001030	Syan.g_02281	Prai.g_00130
OG0001031	Syan.g_03060	Prai.g_00197
OG0001032	Syan.g_03063	Prai.g_00198
OG0001033	Syan.g_00970	Prai.g_00219
OG0001034	Syan.g_02425	Prai.g_00247
OG0001035	Syan.g_02062	Prai.g_00267
OG0001036	Syan.g_02056	Prai.g_00272
OG0001037	Syan.g_02054	Prai.g_00273
OG0001038	Syan.g_02025	Prai.g_00291
OG0001039	Syan.g_02022	Prai.g_00294
OG0001040	Syan.g_02019	Prai.g_00296
OG0001041	Syan.g_02015	Prai.g_00300
OG0001042	Syan.g_01992	Prai.g_00317
OG0001043	Syan.g_01988	Prai.g_00318
OG0001045	Syan.g_02132	Prai.g_00355
OG0001046	Syan.g_00591	Prai.g_00390
OG0001047	Syan.g_02399	Prai.g_00470
OG0001048	Syan.g_02400	Prai.g_00471
OG0001049	Syan.g_01340	Prai.g_00473
OG0001050	Syan.g_01339	Prai.g_00474
OG0001051	Syan.g_01338	Prai.g_00475
OG0001052	Syan.g_02850	Prai.g_00501
OG0001053	Syan.g_02761	Prai.g_00513
OG0001054	Syan.g_02742	Prai.g_00528
OG0001055	Syan.g_02721	Prai.g_00546
OG0001056	Syan.g_01161	Prai.g_00564
OG0001057	Syan.g_00832	Prai.g_00569
OG0001058	Syan.g_00851	Prai.g_00577
OG0001059	Syan.g_00855	Prai.g_00581
OG0001060	Syan.g_00861	Prai.g_00588
OG0001061	Syan.g_00880	Prai.g_00602
OG0001063	Syan.g_00945	Prai.g_00606
OG0001064	Syan.g_00946	Prai.g_00607
OG0001065	Syan.g_00947	Prai.g_00608
OG0001066	Syan.g_00948	Prai.g_00609
OG0001067	Syan.g_00949	Prai.g_00610
OG0001068	Syan.g_00950	Prai.g_00611
OG0001069	Syan.g_00951	Prai.g_00612
OG0001070	Syan.g_00955	Prai.g_00615
OG0001071	Syan.g_00956	Prai.g_00616
OG0001072	Syan.g_00960	Prai.g_00618
OG0001073	Syan.g_01012	Prai.g_00632
OG0001074	Syan.g_00202	Prai.g_00643
OG0001075	Syan.g_00200	Prai.g_00644
OG0001076	Syan.g_00012	Prai.g_00653
OG0001077	Syan.g_01140	Prai.g_00657
OG0001078	Syan.g_00815	Prai.g_00665
OG0001079	Syan.g_00799	Prai.g_00676
OG0001080	Syan.g_00781	Prai.g_00682
OG0001081	Syan.g_00779	Prai.g_00684
OG0001082	Syan.g_00778	Prai.g_00685
OG0001083	Syan.g_00771	Prai.g_00690
OG0001084	Syan.g_00770	Prai.g_00691
OG0001086	Syan.g_00757	Prai.g_00700
OG0001087	Syan.g_01159	Prai.g_00717
OG0001088	Syan.g_02688	Prai.g_00718
OG0001089	Syan.g_00185	Prai.g_00726
OG0001090	Syan.g_00317	Prai.g_00749
OG0001091	Syan.g_00320	Prai.g_00751
OG0001092	Syan.g_00322	Prai.g_00752
OG0001093	Syan.g_00328	Prai.g_00757
OG0001094	Syan.g_00696	Prai.g_00854
OG0001095	Syan.g_00675	Prai.g_00834
OG0001096	Syan.g_00659	Prai.g_00821
OG0001097	Syan.g_00386	Prai.g_00802
OG0001099	Syan.g_02304	Prai.g_01057
OG0001100	Syan.g_00749	Prai.g_01053
OG0001101	Syan.g_00747	Prai.g_01051
OG0001102	Syan.g_00744	Prai.g_01049
OG0001103	Syan.g_00742	Prai.g_01047
OG0001104	Syan.g_00714	Prai.g_01026
OG0001106	Syan.g_00551	Prai.g_00998
OG0001107	Syan.g_00563	Prai.g_00991
OG0001108	Syan.g_00571	Prai.g_00987
OG0001109	Syan.g_00573	Prai.g_00986
OG0001110	Syan.g_00575	Prai.g_00984
OG0001111	Syan.g_00577	Prai.g_00983
OG0001112	Syan.g_00579	Prai.g_00982
OG0001113	Syan.g_00580	Prai.g_00981
OG0001114	Syan.g_00581	Prai.g_00980
OG0001115	Syan.g_00586	Prai.g_00978
OG0001116	Syan.g_00588	Prai.g_00977
OG0001117	Syan.g_00589	Prai.g_00976
OG0001118	Syan.g_00590	Prai.g_00975
OG0001119	Syan.g_00592	Prai.g_00974
OG0001120	Syan.g_00597	Prai.g_00972
OG0001122	Syan.g_00366	Prai.g_00945
OG0001124	Syan.g_00357	Prai.g_00940
OG0001125	Syan.g_00355	Prai.g_00939
OG0001126	Syan.g_00307	Prai.g_00929
OG0001127	Syan.g_00306	Prai.g_00928
OG0001128	Syan.g_00303	Prai.g_00926
OG0001129	Syan.g_00301	Prai.g_00925
OG0001130	Syan.g_00300	Prai.g_00924
OG0001131	Syan.g_00079	Prai.g_01088
OG0001132	Syan.g_00100	Prai.g_01098
OG0001133	Syan.g_00006	Prai.g_01130
OG0001134	Syan.g_01146	Prai.g_01143
OG0001135	Syan.g_01150	Prai.g_01146
OG0001137	Syan.g_02670	Prai.g_01179
OG0001138	Syan.g_02638	Prai.g_01198
OG0001139	Syan.g_02636	Prai.g_01200
OG0001140	Syan.g_02635	Prai.g_01201
OG0001141	Syan.g_02625	Prai.g_01202
OG0001142	Syan.g_02624	Prai.g_01203
OG0001143	Syan.g_02616	Prai.g_01210
OG0001144	Syan.g_02596	Prai.g_01215
OG0001145	Syan.g_01200	Prai.g_01326
OG0001146	Syan.g_01219	Prai.g_01339
OG0001147	Syan.g_02842	Prai.g_01357
OG0001148	Syan.g_02775	Prai.g_01372
OG0001149	Syan.g_02776	Prai.g_01373
OG0001150	Syan.g_02777	Prai.g_01374
OG0001151	Syan.g_02884	Prai.g_01385
OG0001152	Syan.g_02885	Prai.g_01386
OG0001153	Syan.g_02828	Prai.g_01494
OG0001154	Syan.g_02829	Prai.g_01495
OG0001156	Syan.g_02404	Prai.g_01510
OG0001157	Syan.g_02403	Prai.g_01511
OG0001158	Syan.g_02402	Prai.g_01512
OG0001159	Syan.g_02401	Prai.g_01513
OG0001160	Syan.g_01377	Prai.g_01537
OG0001161	Syan.g_01594	Prai.g_01550
OG0001162	Syan.g_02943	Prai.g_01563
OG0001163	Syan.g_01385	Prai.g_01630
OG0001164	Syan.g_01392	Prai.g_01634
OG0001165	Syan.g_01397	Prai.g_01637
OG0001166	Syan.g_01430	Prai.g_01657
OG0001167	Syan.g_00992	Prai.g_01674
OG0001168	Syan.g_01456	Prai.g_01676
OG0001169	Syan.g_01458	Prai.g_01678
OG0001170	Syan.g_01460	Prai.g_01680
OG0001171	Syan.g_01470	Prai.g_01689
OG0001172	Syan.g_02110	Prai.g_01704
OG0001173	Syan.g_02111	Prai.g_01705
OG0001174	Syan.g_02119	Prai.g_01713
OG0001175	Syan.g_02120	Prai.g_01714
OG0001176	Syan.g_02253	Prai.g_01721
OG0001177	Syan.g_02256	Prai.g_01724
OG0001179	Syan.g_02218	Prai.g_01761
OG0001180	Syan.g_02191	Prai.g_01788
OG0001181	Syan.g_02187	Prai.g_01792
OG0001182	Syan.g_02179	Prai.g_01799
OG0001183	Syan.g_02166	Prai.g_01803
OG0001184	Syan.g_01929	Prai.g_01819
OG0001185	Syan.g_01902	Prai.g_01833
OG0001186	Syan.g_01864	Prai.g_01856
OG0001187	Syan.g_01811	Prai.g_01862
OG0001188	Syan.g_01806	Prai.g_01864
OG0001189	Syan.g_01723	Prai.g_01881
