Orthogroup	Syan	Prae
OG0000601	Syan.g_00800	Prae.g_00620
OG0000602	Syan.g_00796	Prae.g_00622
OG0000603	Syan.g_00795	Prae.g_00623
OG0000604	Syan.g_00792	Prae.g_00624
OG0000605	Syan.g_00783	Prae.g_00625
OG0000606	Syan.g_00780	Prae.g_00628
OG0000607	Syan.g_00777	Prae.g_00631
OG0000608	Syan.g_00776	Prae.g_00632
OG0000609	Syan.g_00774	Prae.g_00633
OG0000610	Syan.g_00766	Prae.g_00638
OG0000611	Syan.g_00763	Prae.g_00641
OG0000612	Syan.g_00762	Prae.g_00642
OG0000613	Syan.g_01965	Prae.g_00647
OG0000614	Syan.g_00184	Prae.g_00666
OG0000615	Syan.g_00728	Prae.g_00674
OG0000616	Syan.g_01694	Prae.g_00678
OG0000617	Syan.g_00324	Prae.g_00717
OG0000618	Syan.g_00325	Prae.g_00718
OG0000619	Syan.g_00326	Prae.g_00719
OG0000620	Syan.g_00331	Prae.g_00722
OG0000621	Syan.g_00332	Prae.g_00723
OG0000622	Syan.g_00334	Prae.g_00724
OG0000623	Syan.g_00335	Prae.g_00725
OG0000624	Syan.g_00337	Prae.g_00726
OG0000625	Syan.g_00338	Prae.g_00727
OG0000626	Syan.g_00339	Prae.g_00728
OG0000627	Syan.g_00465	Prae.g_00729
OG0000628	Syan.g_00466	Prae.g_00730
OG0000629	Syan.g_00469	Prae.g_00731
OG0000630	Syan.g_00474	Prae.g_00734
OG0000631	Syan.g_00484	Prae.g_00797
OG0000632	Syan.g_00485	Prae.g_00798
OG0000633	Syan.g_00489	Prae.g_00799
OG0000634	Syan.g_00694	Prae.g_00802
OG0000635	Syan.g_00693	Prae.g_00803
OG0000636	Syan.g_00691	Prae.g_00805
OG0000637	Syan.g_00689	Prae.g_00807
OG0000638	Syan.g_00688	Prae.g_00808
OG0000639	Syan.g_00687	Prae.g_00809
OG0000640	Syan.g_00686	Prae.g_00810
OG0000641	Syan.g_00682	Prae.g_00814
OG0000642	Syan.g_00681	Prae.g_00815
OG0000643	Syan.g_00679	Prae.g_00816
OG0000644	Syan.g_00678	Prae.g_00817
OG0000645	Syan.g_00676	Prae.g_00818
OG0000646	Syan.g_00673	Prae.g_00820
OG0000647	Syan.g_00671	Prae.g_00821
OG0000648	Syan.g_00669	Prae.g_00823
OG0000649	Syan.g_00668	Prae.g_00824
OG0000650	Syan.g_00667	Prae.g_00825
OG0000651	Syan.g_00666	Prae.g_00826
OG0000652	Syan.g_00665	Prae.g_00827
OG0000653	Syan.g_00663	Prae.g_00829
OG0000654	Syan.g_00661	Prae.g_00830
OG0000655	Syan.g_00660	Prae.g_00831
OG0000656	Syan.g_00656	Prae.g_00834
OG0000657	Syan.g_00375	Prae.g_00841
OG0000658	Syan.g_00378	Prae.g_00842
OG0000659	Syan.g_00379	Prae.g_00843
OG0000660	Syan.g_00383	Prae.g_00847
OG0000661	Syan.g_00385	Prae.g_00849
OG0000662	Syan.g_00392	Prae.g_00851
OG0000663	Syan.g_00395	Prae.g_00853
OG0000664	Syan.g_00397	Prae.g_00854
OG0000665	Syan.g_00788	Prae.g_00858
OG0000666	Syan.g_02100	Prae.g_00859
OG0000667	Syan.g_00044	Prae.g_00863
OG0000668	Syan.g_00365	Prae.g_00892
OG0000669	Syan.g_00751	Prae.g_00900
OG0000670	Syan.g_00748	Prae.g_00902
OG0000671	Syan.g_00746	Prae.g_00904
OG0000672	Syan.g_00743	Prae.g_00906
OG0000673	Syan.g_00740	Prae.g_00909
OG0000674	Syan.g_00738	Prae.g_00911
OG0000675	Syan.g_00737	Prae.g_00912
OG0000676	Syan.g_00735	Prae.g_00914
OG0000677	Syan.g_00734	Prae.g_00915
OG0000678	Syan.g_00732	Prae.g_00917
OG0000679	Syan.g_00724	Prae.g_00921
OG0000680	Syan.g_00723	Prae.g_00922
OG0000681	Syan.g_00720	Prae.g_00924
OG0000682	Syan.g_00719	Prae.g_00925
OG0000683	Syan.g_00718	Prae.g_00926
OG0000684	Syan.g_00715	Prae.g_00927
OG0000685	Syan.g_00713	Prae.g_00929
OG0000686	Syan.g_00712	Prae.g_00930
OG0000687	Syan.g_00711	Prae.g_00931
OG0000688	Syan.g_00706	Prae.g_00934
OG0000689	Syan.g_00704	Prae.g_00935
OG0000690	Syan.g_00703	Prae.g_00936
OG0000691	Syan.g_00702	Prae.g_00937
OG0000692	Syan.g_00700	Prae.g_00938
OG0000693	Syan.g_00698	Prae.g_00939
OG0000694	Syan.g_00697	Prae.g_00940
OG0000695	Syan.g_00492	Prae.g_00942
OG0000696	Syan.g_00493	Prae.g_00943
OG0000697	Syan.g_00495	Prae.g_00944
OG0000698	Syan.g_00498	Prae.g_00947
OG0000699	Syan.g_00500	Prae.g_00948
OG0000700	Syan.g_00501	Prae.g_00949
OG0000701	Syan.g_00502	Prae.g_00950
OG0000702	Syan.g_00534	Prae.g_00952
OG0000703	Syan.g_00546	Prae.g_00953
OG0000704	Syan.g_00550	Prae.g_00954
OG0000705	Syan.g_00557	Prae.g_00958
OG0000706	Syan.g_00558	Prae.g_00959
OG0000707	Syan.g_00559	Prae.g_00960
OG0000708	Syan.g_00562	Prae.g_00961
OG0000709	Syan.g_00570	Prae.g_00965
OG0000710	Syan.g_00574	Prae.g_00968
OG0000711	Syan.g_00607	Prae.g_00985
OG0000712	Syan.g_00609	Prae.g_00987
OG0000713	Syan.g_00610	Prae.g_00988
OG0000714	Syan.g_00624	Prae.g_00989
OG0000715	Syan.g_00626	Prae.g_00991
OG0000716	Syan.g_00630	Prae.g_00993
OG0000717	Syan.g_00631	Prae.g_00994
OG0000718	Syan.g_00651	Prae.g_01009
OG0000719	Syan.g_00367	Prae.g_01011
OG0000720	Syan.g_00354	Prae.g_01020
OG0000721	Syan.g_00352	Prae.g_01022
OG0000722	Syan.g_00351	Prae.g_01023
OG0000723	Syan.g_00341	Prae.g_01026
OG0000724	Syan.g_00299	Prae.g_01035
OG0000725	Syan.g_00194	Prae.g_01041
OG0000726	Syan.g_00193	Prae.g_01042
OG0000727	Syan.g_00192	Prae.g_01043
OG0000728	Syan.g_00190	Prae.g_01045
OG0000729	Syan.g_01885	Prae.g_01092
OG0000730	Syan.g_02147	Prae.g_01096
OG0000731	Syan.g_02135	Prae.g_01100
OG0000732	Syan.g_01726	Prae.g_01109
OG0000733	Syan.g_01147	Prae.g_01131
OG0000734	Syan.g_02982	Prae.g_01148
OG0000735	Syan.g_02713	Prae.g_01150
OG0000736	Syan.g_02712	Prae.g_01151
OG0000737	Syan.g_02711	Prae.g_01152
OG0000738	Syan.g_02705	Prae.g_01156
OG0000739	Syan.g_02704	Prae.g_01157
OG0000740	Syan.g_02703	Prae.g_01158
OG0000741	Syan.g_02700	Prae.g_01159
OG0000742	Syan.g_02697	Prae.g_01162
OG0000743	Syan.g_02694	Prae.g_01164
OG0000744	Syan.g_02693	Prae.g_01165
OG0000745	Syan.g_02690	Prae.g_01166
OG0000746	Syan.g_02687	Prae.g_01168
OG0000747	Syan.g_02685	Prae.g_01169
OG0000748	Syan.g_02669	Prae.g_01172
OG0000749	Syan.g_02668	Prae.g_01173
OG0000750	Syan.g_02667	Prae.g_01174
OG0000751	Syan.g_02661	Prae.g_01176
OG0000752	Syan.g_02659	Prae.g_01178
OG0000753	Syan.g_02656	Prae.g_01181
OG0000754	Syan.g_02650	Prae.g_01184
OG0000755	Syan.g_02641	Prae.g_01187
OG0000756	Syan.g_02640	Prae.g_01188
OG0000757	Syan.g_02623	Prae.g_01194
OG0000758	Syan.g_02622	Prae.g_01195
OG0000759	Syan.g_02621	Prae.g_01196
OG0000760	Syan.g_02620	Prae.g_01197
OG0000761	Syan.g_02619	Prae.g_01198
OG0000762	Syan.g_02617	Prae.g_01199
OG0000763	Syan.g_02615	Prae.g_01201
OG0000764	Syan.g_02614	Prae.g_01202
OG0000765	Syan.g_02587	Prae.g_01211
OG0000766	Syan.g_02586	Prae.g_01212
OG0000767	Syan.g_02584	Prae.g_01214
OG0000768	Syan.g_02583	Prae.g_01215
OG0000769	Syan.g_02581	Prae.g_01217
OG0000770	Syan.g_02561	Prae.g_01219
OG0000771	Syan.g_00305	Prae.g_01434
OG0000772	Syan.g_00436	Prae.g_01293
OG0000773	Syan.g_01199	Prae.g_01319
OG0000774	Syan.g_01205	Prae.g_01321
OG0000775	Syan.g_01207	Prae.g_01324
OG0000776	Syan.g_01208	Prae.g_01325
OG0000777	Syan.g_01209	Prae.g_01326
OG0000778	Syan.g_01210	Prae.g_01327
OG0000779	Syan.g_01215	Prae.g_01331
OG0000780	Syan.g_01218	Prae.g_01332
OG0000781	Syan.g_01222	Prae.g_01335
OG0000782	Syan.g_01223	Prae.g_01336
OG0000783	Syan.g_01224	Prae.g_01337
OG0000784	Syan.g_01225	Prae.g_01338
OG0000785	Syan.g_01228	Prae.g_01340
OG0000786	Syan.g_01243	Prae.g_01342
OG0000787	Syan.g_01244	Prae.g_01343
OG0000788	Syan.g_00843	Prae.g_01355
OG0000789	Syan.g_00075	Prae.g_01358
OG0000790	Syan.g_02778	Prae.g_01373
OG0000791	Syan.g_02780	Prae.g_01375
OG0000792	Syan.g_02781	Prae.g_01376
OG0000793	Syan.g_02879	Prae.g_01379
OG0000794	Syan.g_02881	Prae.g_01380
OG0000795	Syan.g_02882	Prae.g_01381
OG0000796	Syan.g_02886	Prae.g_01385
OG0000797	Syan.g_02888	Prae.g_01386
OG0000798	Syan.g_02026	Prae.g_01420
OG0000799	Syan.g_01310	Prae.g_01441
OG0000800	Syan.g_01308	Prae.g_01442
OG0000801	Syan.g_01307	Prae.g_01443
OG0000802	Syan.g_01303	Prae.g_01445
OG0000803	Syan.g_01294	Prae.g_01447
OG0000804	Syan.g_01291	Prae.g_01448
OG0000805	Syan.g_01289	Prae.g_01450
OG0000806	Syan.g_01287	Prae.g_01452
OG0000807	Syan.g_01286	Prae.g_01453
OG0000808	Syan.g_01285	Prae.g_01454
OG0000809	Syan.g_01281	Prae.g_01457
OG0000810	Syan.g_01280	Prae.g_01458
OG0000811	Syan.g_01272	Prae.g_01462
OG0000812	Syan.g_01270	Prae.g_01464
OG0000813	Syan.g_01269	Prae.g_01465
OG0000814	Syan.g_01267	Prae.g_01467
OG0000815	Syan.g_01249	Prae.g_01468
OG0000816	Syan.g_01247	Prae.g_01470
OG0000817	Syan.g_01328	Prae.g_01471
OG0000818	Syan.g_02807	Prae.g_01476
OG0000819	Syan.g_02808	Prae.g_01477
OG0000820	Syan.g_02809	Prae.g_01478
OG0000821	Syan.g_02815	Prae.g_01482
OG0000822	Syan.g_02817	Prae.g_01483
OG0000823	Syan.g_02818	Prae.g_01484
OG0000824	Syan.g_02824	Prae.g_01487
OG0000825	Syan.g_02825	Prae.g_01488
OG0000826	Syan.g_02826	Prae.g_01489
OG0000827	Syan.g_02827	Prae.g_01490
OG0000828	Syan.g_02830	Prae.g_01493
OG0000829	Syan.g_02831	Prae.g_01494
OG0000830	Syan.g_02832	Prae.g_01495
OG0000831	Syan.g_02834	Prae.g_01497
OG0000832	Syan.g_02408	Prae.g_01503
OG0000833	Syan.g_01343	Prae.g_01511
OG0000834	Syan.g_01345	Prae.g_01512
OG0000835	Syan.g_01346	Prae.g_01513
OG0000836	Syan.g_01349	Prae.g_01514
OG0000837	Syan.g_01351	Prae.g_01515
OG0000838	Syan.g_01355	Prae.g_01517
OG0000839	Syan.g_01356	Prae.g_01518
OG0000840	Syan.g_01357	Prae.g_01519
OG0000841	Syan.g_01358	Prae.g_01520
OG0000842	Syan.g_01359	Prae.g_01521
OG0000843	Syan.g_01360	Prae.g_01522
OG0000844	Syan.g_01362	Prae.g_01523
OG0000845	Syan.g_01363	Prae.g_01524
OG0000846	Syan.g_01364	Prae.g_01525
OG0000847	Syan.g_01365	Prae.g_01526
OG0000848	Syan.g_01367	Prae.g_01527
OG0000849	Syan.g_01368	Prae.g_01528
OG0000850	Syan.g_01371	Prae.g_01530
OG0000851	Syan.g_01374	Prae.g_01531
OG0000852	Syan.g_01375	Prae.g_01532
OG0000853	Syan.g_01379	Prae.g_01536
OG0000854	Syan.g_01381	Prae.g_01538
OG0000855	Syan.g_01382	Prae.g_01539
OG0000856	Syan.g_01136	Prae.g_01554
OG0000857	Syan.g_00672	Prae.g_01582
OG0000858	Syan.g_01389	Prae.g_01617
OG0000859	Syan.g_01390	Prae.g_01618
OG0000860	Syan.g_01402	Prae.g_01625
OG0000861	Syan.g_01403	Prae.g_01626
OG0000862	Syan.g_01412	Prae.g_01627
OG0000863	Syan.g_01414	Prae.g_01629
OG0000864	Syan.g_00969	Prae.g_01630
OG0000865	Syan.g_01415	Prae.g_01631
OG0000866	Syan.g_01416	Prae.g_01632
OG0000867	Syan.g_01417	Prae.g_01633
OG0000868	Syan.g_01421	Prae.g_01634
OG0000869	Syan.g_01426	Prae.g_01638
OG0000870	Syan.g_01431	Prae.g_01643
OG0000871	Syan.g_01432	Prae.g_01644
OG0000872	Syan.g_01438	Prae.g_01645
OG0000873	Syan.g_01441	Prae.g_01648
OG0000874	Syan.g_01443	Prae.g_01651
OG0000875	Syan.g_01445	Prae.g_01652
OG0000876	Syan.g_00391	Prae.g_01653
OG0000877	Syan.g_01449	Prae.g_01655
OG0000878	Syan.g_01450	Prae.g_01656
OG0000879	Syan.g_01451	Prae.g_01657
OG0000880	Syan.g_01452	Prae.g_01658
OG0000881	Syan.g_01457	Prae.g_01662
OG0000882	Syan.g_01462	Prae.g_01667
OG0000883	Syan.g_01464	Prae.g_01668
OG0000884	Syan.g_01466	Prae.g_01670
OG0000885	Syan.g_01467	Prae.g_01671
OG0000886	Syan.g_01468	Prae.g_01672
OG0000887	Syan.g_01469	Prae.g_01673
OG0000888	Syan.g_01471	Prae.g_01675
OG0000889	Syan.g_01473	Prae.g_01677
OG0000890	Syan.g_01476	Prae.g_01678
OG0000891	Syan.g_01477	Prae.g_01679
OG0000892	Syan.g_01480	Prae.g_01681
OG0000893	Syan.g_02103	Prae.g_01686
OG0000894	Syan.g_02108	Prae.g_01688
OG0000895	Syan.g_02112	Prae.g_01691
OG0000896	Syan.g_02113	Prae.g_01692
OG0000897	Syan.g_02115	Prae.g_01694
OG0000898	Syan.g_02116	Prae.g_01695
OG0000899	Syan.g_02117	Prae.g_01696
OG0000900	Syan.g_02118	Prae.g_01697
OG0000901	Syan.g_02123	Prae.g_01700
OG0000902	Syan.g_02125	Prae.g_01702
OG0000903	Syan.g_02252	Prae.g_01705
OG0000904	Syan.g_02258	Prae.g_01707
OG0000905	Syan.g_02129	Prae.g_01712
OG0000906	Syan.g_02127	Prae.g_01713
OG0000907	Syan.g_02245	Prae.g_01716
OG0000908	Syan.g_02242	Prae.g_01719
OG0000909	Syan.g_02241	Prae.g_01720
OG0000910	Syan.g_02240	Prae.g_01721
OG0000911	Syan.g_02238	Prae.g_01723
OG0000912	Syan.g_02237	Prae.g_01724
OG0000913	Syan.g_02236	Prae.g_01725
OG0000914	Syan.g_02235	Prae.g_01726
OG0000915	Syan.g_02233	Prae.g_01727
OG0000916	Syan.g_02232	Prae.g_01728
OG0000917	Syan.g_02231	Prae.g_01729
OG0000918	Syan.g_02230	Prae.g_01730
OG0000919	Syan.g_02229	Prae.g_01731
OG0000920	Syan.g_02228	Prae.g_01732
OG0000921	Syan.g_02227	Prae.g_01733
OG0000922	Syan.g_02226	Prae.g_01734
OG0000923	Syan.g_02222	Prae.g_01738
OG0000924	Syan.g_02221	Prae.g_01739
OG0000925	Syan.g_02220	Prae.g_01740
OG0000926	Syan.g_02219	Prae.g_01741
OG0000927	Syan.g_02217	Prae.g_01743
OG0000928	Syan.g_02216	Prae.g_01744
OG0000929	Syan.g_02215	Prae.g_01745
OG0000930	Syan.g_02214	Prae.g_01746
OG0000931	Syan.g_02213	Prae.g_01747
OG0000932	Syan.g_02212	Prae.g_01748
OG0000933	Syan.g_02206	Prae.g_01752
OG0000934	Syan.g_02204	Prae.g_01754
OG0000935	Syan.g_02203	Prae.g_01755
OG0000936	Syan.g_02202	Prae.g_01756
OG0000937	Syan.g_02201	Prae.g_01757
OG0000938	Syan.g_02198	Prae.g_01759
OG0000939	Syan.g_02197	Prae.g_01760
OG0000940	Syan.g_02188	Prae.g_01768
OG0000941	Syan.g_02186	Prae.g_01770
OG0000942	Syan.g_02184	Prae.g_01772
OG0000943	Syan.g_02183	Prae.g_01773
OG0000944	Syan.g_02181	Prae.g_01774
OG0000945	Syan.g_02180	Prae.g_01775
OG0000946	Syan.g_02167	Prae.g_01779
OG0000947	Syan.g_02164	Prae.g_01781
OG0000948	Syan.g_02163	Prae.g_01782
OG0000949	Syan.g_01951	Prae.g_01785
OG0000950	Syan.g_01940	Prae.g_01790
OG0000951	Syan.g_01932	Prae.g_01794
OG0000952	Syan.g_01927	Prae.g_01798
OG0000953	Syan.g_01922	Prae.g_01801
OG0000954	Syan.g_01916	Prae.g_01805
OG0000955	Syan.g_01915	Prae.g_01806
OG0000956	Syan.g_01913	Prae.g_01808
OG0000957	Syan.g_01898	Prae.g_01813
OG0000958	Syan.g_01897	Prae.g_01814
OG0000959	Syan.g_01893	Prae.g_01818
OG0000960	Syan.g_01892	Prae.g_01819
OG0000961	Syan.g_03024	Prae.g_01821
OG0000962	Syan.g_01887	Prae.g_01823
OG0000963	Syan.g_01881	Prae.g_01827
OG0000964	Syan.g_01880	Prae.g_01828
OG0000965	Syan.g_01879	Prae.g_01829
OG0000966	Syan.g_01812	Prae.g_01836
OG0000967	Syan.g_01804	Prae.g_01840
OG0000968	Syan.g_01706	Prae.g_01842
OG0000969	Syan.g_01708	Prae.g_01843
OG0000970	Syan.g_01709	Prae.g_01844
OG0000971	Syan.g_01711	Prae.g_01845
OG0000972	Syan.g_01712	Prae.g_01846
OG0000973	Syan.g_01713	Prae.g_01847
OG0000974	Syan.g_01714	Prae.g_01848
OG0000975	Syan.g_01715	Prae.g_01849
OG0000976	Syan.g_01716	Prae.g_01850
OG0000977	Syan.g_01718	Prae.g_01851
OG0000978	Syan.g_01719	Prae.g_01852
OG0000979	Syan.g_01722	Prae.g_01855
OG0000980	Syan.g_01725	Prae.g_01857
OG0000981	Syan.g_01728	Prae.g_01859
OG0000982	Syan.g_01566	Prae.g_01861
OG0000983	Syan.g_01567	Prae.g_01862
OG0000984	Syan.g_01568	Prae.g_01863
OG0000985	Syan.g_01572	Prae.g_01866
OG0000986	Syan.g_01574	Prae.g_01868
OG0000987	Syan.g_01576	Prae.g_01869
OG0000988	Syan.g_01581	Prae.g_01872
OG0000989	Syan.g_01587	Prae.g_01876
OG0000990	Syan.g_01615	Prae.g_01879
OG0000991	Syan.g_01618	Prae.g_01880
OG0000992	Syan.g_01622	Prae.g_01882
OG0000993	Syan.g_01623	Prae.g_01883
OG0000994	Syan.g_01625	Prae.g_01884
OG0000995	Syan.g_01629	Prae.g_01888
OG0000996	Syan.g_01653	Prae.g_01889
OG0000997	Syan.g_01677	Prae.g_01890
OG0000998	Syan.g_01679	Prae.g_01892
OG0000999	Syan.g_01680	Prae.g_01893
OG0001000	Syan.g_01684	Prae.g_01896
OG0001001	Syan.g_01690	Prae.g_01898
OG0001002	Syan.g_01697	Prae.g_01902
OG0001003	Syan.g_01699	Prae.g_01903
OG0001004	Syan.g_01700	Prae.g_01904
OG0001005	Syan.g_01701	Prae.g_01905
OG0001006	Syan.g_01794	Prae.g_01909
OG0001007	Syan.g_01796	Prae.g_01911
OG0001008	Syan.g_02397	Prae.g_00411
OG0001009	Syan.g_01748	Prae.g_00027
OG0001010	Syan.g_01747	Prae.g_00028
OG0001011	Syan.g_01745	Prae.g_00029
OG0001012	Syan.g_00281	Prae.g_00045
OG0001013	Syan.g_01542	Prae.g_00050
OG0001014	Syan.g_01535	Prae.g_00053
OG0001015	Syan.g_01534	Prae.g_00054
OG0001016	Syan.g_02912	Prae.g_00073
OG0001017	Syan.g_02918	Prae.g_00077
OG0001018	Syan.g_02920	Prae.g_00080
OG0001019	Syan.g_02947	Prae.g_00089
OG0001020	Syan.g_02951	Prae.g_00090
OG0001021	Syan.g_02958	Prae.g_00091
OG0001022	Syan.g_02964	Prae.g_00094
OG0001023	Syan.g_02965	Prae.g_00095
OG0001024	Syan.g_00968	Prae.g_00098
OG0001025	Syan.g_02971	Prae.g_00104
OG0001026	Syan.g_02984	Prae.g_00110
OG0001027	Syan.g_02308	Prae.g_00111
OG0001028	Syan.g_02305	Prae.g_00113
OG0001029	Syan.g_02303	Prae.g_00115
OG0001030	Syan.g_02281	Prae.g_00130
OG0001031	Syan.g_03060	Prae.g_00189
OG0001032	Syan.g_03063	Prae.g_00190
OG0001033	Syan.g_00970	Prae.g_00211
OG0001034	Syan.g_02425	Prae.g_00239
OG0001035	Syan.g_02062	Prae.g_00257
OG0001036	Syan.g_02056	Prae.g_00262
OG0001037	Syan.g_02054	Prae.g_00263
OG0001038	Syan.g_02025	Prae.g_00279
OG0001039	Syan.g_02022	Prae.g_00282
OG0001040	Syan.g_02019	Prae.g_00284
OG0001041	Syan.g_02015	Prae.g_00288
OG0001042	Syan.g_01992	Prae.g_00305
OG0001043	Syan.g_01988	Prae.g_00306
OG0001044	Syan.g_02145	Prae.g_00334
OG0001045	Syan.g_02132	Prae.g_00342
OG0001046	Syan.g_00591	Prae.g_00379
OG0001047	Syan.g_02399	Prae.g_00413
OG0001048	Syan.g_02400	Prae.g_00414
OG0001049	Syan.g_01340	Prae.g_00416
OG0001050	Syan.g_01339	Prae.g_00417
OG0001051	Syan.g_01338	Prae.g_00418
OG0001052	Syan.g_02850	Prae.g_00445
OG0001053	Syan.g_02761	Prae.g_00457
OG0001054	Syan.g_02742	Prae.g_00472
OG0001055	Syan.g_02721	Prae.g_00491
OG0001056	Syan.g_01161	Prae.g_00511
OG0001057	Syan.g_00832	Prae.g_00516
OG0001058	Syan.g_00851	Prae.g_00524
OG0001059	Syan.g_00855	Prae.g_00528
OG0001060	Syan.g_00861	Prae.g_00535
OG0001061	Syan.g_00880	Prae.g_00548
OG0001063	Syan.g_00945	Prae.g_00552
OG0001064	Syan.g_00946	Prae.g_00553
OG0001065	Syan.g_00947	Prae.g_00554
OG0001066	Syan.g_00948	Prae.g_00555
OG0001067	Syan.g_00949	Prae.g_00556
OG0001068	Syan.g_00950	Prae.g_00557
OG0001069	Syan.g_00951	Prae.g_00558
OG0001070	Syan.g_00955	Prae.g_00561
OG0001071	Syan.g_00956	Prae.g_00562
OG0001072	Syan.g_00960	Prae.g_00564
OG0001073	Syan.g_01012	Prae.g_00578
OG0001074	Syan.g_00202	Prae.g_00589
OG0001075	Syan.g_00200	Prae.g_00590
OG0001076	Syan.g_00012	Prae.g_00598
OG0001077	Syan.g_01140	Prae.g_00602
OG0001078	Syan.g_00815	Prae.g_00610
OG0001079	Syan.g_00799	Prae.g_00621
OG0001080	Syan.g_00781	Prae.g_00627
OG0001081	Syan.g_00779	Prae.g_00629
OG0001082	Syan.g_00778	Prae.g_00630
OG0001083	Syan.g_00771	Prae.g_00635
OG0001084	Syan.g_00770	Prae.g_00636
OG0001086	Syan.g_00757	Prae.g_00645
OG0001087	Syan.g_01159	Prae.g_00662
OG0001088	Syan.g_02688	Prae.g_00663
OG0001089	Syan.g_00185	Prae.g_00671
OG0001090	Syan.g_00317	Prae.g_00712
OG0001091	Syan.g_00320	Prae.g_00714
OG0001092	Syan.g_00322	Prae.g_00715
OG0001093	Syan.g_00328	Prae.g_00720
OG0001094	Syan.g_00696	Prae.g_00800
OG0001095	Syan.g_00675	Prae.g_00819
OG0001096	Syan.g_00659	Prae.g_00832
OG0001097	Syan.g_00386	Prae.g_00850
OG0001099	Syan.g_02304	Prae.g_00897
OG0001100	Syan.g_00749	Prae.g_00901
OG0001101	Syan.g_00747	Prae.g_00903
OG0001102	Syan.g_00744	Prae.g_00905
OG0001103	Syan.g_00742	Prae.g_00907
OG0001104	Syan.g_00714	Prae.g_00928
OG0001106	Syan.g_00551	Prae.g_00955
OG0001107	Syan.g_00563	Prae.g_00962
OG0001108	Syan.g_00571	Prae.g_00966
OG0001109	Syan.g_00573	Prae.g_00967
OG0001110	Syan.g_00575	Prae.g_00969
OG0001111	Syan.g_00577	Prae.g_00970
OG0001112	Syan.g_00579	Prae.g_00971
OG0001113	Syan.g_00580	Prae.g_00972
OG0001114	Syan.g_00581	Prae.g_00973
OG0001115	Syan.g_00586	Prae.g_00975
OG0001116	Syan.g_00588	Prae.g_00976
OG0001117	Syan.g_00589	Prae.g_00977
OG0001118	Syan.g_00590	Prae.g_00978
OG0001119	Syan.g_00592	Prae.g_00979
OG0001120	Syan.g_00597	Prae.g_00981
OG0001122	Syan.g_00366	Prae.g_01012
OG0001123	Syan.g_00359	Prae.g_01016
OG0001124	Syan.g_00357	Prae.g_01018
OG0001125	Syan.g_00355	Prae.g_01019
OG0001126	Syan.g_00307	Prae.g_01029
OG0001127	Syan.g_00306	Prae.g_01030
OG0001128	Syan.g_00303	Prae.g_01032
OG0001129	Syan.g_00301	Prae.g_01033
OG0001130	Syan.g_00300	Prae.g_01034
OG0001131	Syan.g_00079	Prae.g_01072
OG0001132	Syan.g_00100	Prae.g_01081
OG0001133	Syan.g_00006	Prae.g_01115
OG0001134	Syan.g_01146	Prae.g_01130
OG0001135	Syan.g_01150	Prae.g_01133
OG0001136	Syan.g_02699	Prae.g_01160
OG0001137	Syan.g_02670	Prae.g_01171
OG0001138	Syan.g_02638	Prae.g_01189
OG0001139	Syan.g_02636	Prae.g_01190
OG0001140	Syan.g_02635	Prae.g_01191
OG0001141	Syan.g_02625	Prae.g_01192
OG0001142	Syan.g_02624	Prae.g_01193
OG0001143	Syan.g_02616	Prae.g_01200
OG0001144	Syan.g_02596	Prae.g_01205
OG0001145	Syan.g_01200	Prae.g_01320
OG0001146	Syan.g_01219	Prae.g_01333
OG0001147	Syan.g_02842	Prae.g_01354
OG0001148	Syan.g_02775	Prae.g_01370
OG0001149	Syan.g_02776	Prae.g_01371
OG0001150	Syan.g_02777	Prae.g_01372
OG0001151	Syan.g_02884	Prae.g_01383
OG0001152	Syan.g_02885	Prae.g_01384
OG0001153	Syan.g_02828	Prae.g_01491
OG0001154	Syan.g_02829	Prae.g_01492
OG0001156	Syan.g_02404	Prae.g_01507
OG0001157	Syan.g_02403	Prae.g_01508
OG0001158	Syan.g_02402	Prae.g_01509
OG0001159	Syan.g_02401	Prae.g_01510
OG0001160	Syan.g_01377	Prae.g_01534
OG0001161	Syan.g_01594	Prae.g_01547
OG0001162	Syan.g_02943	Prae.g_01558
OG0001163	Syan.g_01385	Prae.g_01615
OG0001164	Syan.g_01392	Prae.g_01619
OG0001165	Syan.g_01397	Prae.g_01622
OG0001166	Syan.g_01430	Prae.g_01642
OG0001167	Syan.g_00992	Prae.g_01659
OG0001168	Syan.g_01456	Prae.g_01661
OG0001169	Syan.g_01458	Prae.g_01663
OG0001170	Syan.g_01460	Prae.g_01665
OG0001171	Syan.g_01470	Prae.g_01674
OG0001172	Syan.g_02110	Prae.g_01689
OG0001173	Syan.g_02111	Prae.g_01690
OG0001174	Syan.g_02119	Prae.g_01698
OG0001175	Syan.g_02120	Prae.g_01699
OG0001176	Syan.g_02253	Prae.g_01706
OG0001177	Syan.g_02256	Prae.g_01709
OG0001179	Syan.g_02218	Prae.g_01742
OG0001180	Syan.g_02191	Prae.g_01765
OG0001181	Syan.g_02187	Prae.g_01769
OG0001182	Syan.g_02179	Prae.g_01776
OG0001183	Syan.g_02166	Prae.g_01780
OG0001184	Syan.g_01929	Prae.g_01796
OG0001185	Syan.g_01902	Prae.g_01810
OG0001186	Syan.g_01864	Prae.g_01833
OG0001187	Syan.g_01811	Prae.g_01837
OG0001188	Syan.g_01806	Prae.g_01839
OG0001189	Syan.g_01723	Prae.g_01856
