Orthogroup	Syan	Pral
OG0000590	Syan.g_00015	Pral.g_00465
OG0000591	Syan.g_00003	Pral.g_00462
OG0000592	Syan.g_00002	Pral.g_00461
OG0000593	Syan.g_00820	Pral.g_01433
OG0000594	Syan.g_00819	Pral.g_01434
OG0000595	Syan.g_00818	Pral.g_01435
OG0000596	Syan.g_00813	Pral.g_01439
OG0000597	Syan.g_00810	Pral.g_01441
OG0000598	Syan.g_00809	Pral.g_01442
OG0000599	Syan.g_00802	Pral.g_01445
OG0000600	Syan.g_00801	Pral.g_01446
OG0000601	Syan.g_00800	Pral.g_01447
OG0000602	Syan.g_00796	Pral.g_01449
OG0000603	Syan.g_00795	Pral.g_01450
OG0000604	Syan.g_00792	Pral.g_01451
OG0000605	Syan.g_00783	Pral.g_01452
OG0000606	Syan.g_00780	Pral.g_01455
OG0000607	Syan.g_00777	Pral.g_01458
OG0000608	Syan.g_00776	Pral.g_01459
OG0000609	Syan.g_00774	Pral.g_01460
OG0000610	Syan.g_00766	Pral.g_01466
OG0000611	Syan.g_00763	Pral.g_01469
OG0000612	Syan.g_00762	Pral.g_01470
OG0000613	Syan.g_01965	Pral.g_01769
OG0000614	Syan.g_00184	Pral.g_01748
OG0000615	Syan.g_00728	Pral.g_01737
OG0000616	Syan.g_01694	Pral.g_00399
OG0000617	Syan.g_00324	Pral.g_01723
OG0000618	Syan.g_00325	Pral.g_01722
OG0000619	Syan.g_00326	Pral.g_01721
OG0000620	Syan.g_00331	Pral.g_01718
OG0000621	Syan.g_00332	Pral.g_01717
OG0000622	Syan.g_00334	Pral.g_01716
OG0000623	Syan.g_00335	Pral.g_01715
OG0000624	Syan.g_00337	Pral.g_01713
OG0000625	Syan.g_00338	Pral.g_01712
OG0000626	Syan.g_00339	Pral.g_01711
OG0000627	Syan.g_00465	Pral.g_01709
OG0000628	Syan.g_00466	Pral.g_01708
OG0000629	Syan.g_00469	Pral.g_01707
OG0000630	Syan.g_00474	Pral.g_01704
OG0000631	Syan.g_00484	Pral.g_01658
OG0000632	Syan.g_00485	Pral.g_01657
OG0000633	Syan.g_00489	Pral.g_01656
OG0000634	Syan.g_00694	Pral.g_01484
OG0000635	Syan.g_00693	Pral.g_01485
OG0000636	Syan.g_00691	Pral.g_01487
OG0000637	Syan.g_00689	Pral.g_01489
OG0000638	Syan.g_00688	Pral.g_01490
OG0000639	Syan.g_00687	Pral.g_01491
OG0000640	Syan.g_00686	Pral.g_01492
OG0000641	Syan.g_00682	Pral.g_01496
OG0000642	Syan.g_00681	Pral.g_01497
OG0000643	Syan.g_00679	Pral.g_01498
OG0000644	Syan.g_00678	Pral.g_01499
OG0000645	Syan.g_00676	Pral.g_01500
OG0000646	Syan.g_00673	Pral.g_01502
OG0000647	Syan.g_00671	Pral.g_01504
OG0000648	Syan.g_00669	Pral.g_01506
OG0000649	Syan.g_00668	Pral.g_01507
OG0000650	Syan.g_00667	Pral.g_01508
OG0000651	Syan.g_00666	Pral.g_01509
OG0000652	Syan.g_00665	Pral.g_01510
OG0000653	Syan.g_00663	Pral.g_01512
OG0000654	Syan.g_00661	Pral.g_01513
OG0000655	Syan.g_00660	Pral.g_01514
OG0000656	Syan.g_00656	Pral.g_01517
OG0000657	Syan.g_00375	Pral.g_01524
OG0000658	Syan.g_00378	Pral.g_01525
OG0000659	Syan.g_00379	Pral.g_01526
OG0000660	Syan.g_00383	Pral.g_01530
OG0000661	Syan.g_00385	Pral.g_01532
OG0000662	Syan.g_00392	Pral.g_01534
OG0000663	Syan.g_00395	Pral.g_01536
OG0000664	Syan.g_00397	Pral.g_01537
OG0000665	Syan.g_00788	Pral.g_01543
OG0000666	Syan.g_02100	Pral.g_01544
OG0000667	Syan.g_00044	Pral.g_01548
OG0000668	Syan.g_00365	Pral.g_01820
OG0000669	Syan.g_00751	Pral.g_01809
OG0000670	Syan.g_00748	Pral.g_01806
OG0000671	Syan.g_00746	Pral.g_01804
OG0000672	Syan.g_00743	Pral.g_01801
OG0000673	Syan.g_00740	Pral.g_01798
OG0000674	Syan.g_00738	Pral.g_01796
OG0000675	Syan.g_00737	Pral.g_01795
OG0000676	Syan.g_00735	Pral.g_01793
OG0000677	Syan.g_00734	Pral.g_01792
OG0000678	Syan.g_00732	Pral.g_01790
OG0000679	Syan.g_00724	Pral.g_01786
OG0000680	Syan.g_00723	Pral.g_01785
OG0000681	Syan.g_00720	Pral.g_01782
OG0000682	Syan.g_00719	Pral.g_01781
OG0000683	Syan.g_00718	Pral.g_01780
OG0000684	Syan.g_00715	Pral.g_01778
OG0000685	Syan.g_00713	Pral.g_01776
OG0000686	Syan.g_00712	Pral.g_01775
OG0000687	Syan.g_00711	Pral.g_01774
OG0000688	Syan.g_00706	Pral.g_01474
OG0000689	Syan.g_00704	Pral.g_01475
OG0000690	Syan.g_00703	Pral.g_01476
OG0000691	Syan.g_00702	Pral.g_01477
OG0000692	Syan.g_00700	Pral.g_01479
OG0000693	Syan.g_00698	Pral.g_01480
OG0000694	Syan.g_00697	Pral.g_01481
OG0000695	Syan.g_00492	Pral.g_01654
OG0000696	Syan.g_00493	Pral.g_01653
OG0000697	Syan.g_00495	Pral.g_01652
OG0000698	Syan.g_00498	Pral.g_01649
OG0000699	Syan.g_00500	Pral.g_01647
OG0000700	Syan.g_00501	Pral.g_01646
OG0000701	Syan.g_00502	Pral.g_01645
OG0000702	Syan.g_00534	Pral.g_01643
OG0000703	Syan.g_00546	Pral.g_01642
OG0000704	Syan.g_00550	Pral.g_01640
OG0000705	Syan.g_00557	Pral.g_01634
OG0000706	Syan.g_00558	Pral.g_01633
OG0000707	Syan.g_00559	Pral.g_01632
OG0000708	Syan.g_00562	Pral.g_01630
OG0000709	Syan.g_00570	Pral.g_01626
OG0000710	Syan.g_00574	Pral.g_01623
OG0000711	Syan.g_00607	Pral.g_01579
OG0000712	Syan.g_00609	Pral.g_01580
OG0000713	Syan.g_00610	Pral.g_01581
OG0000714	Syan.g_00624	Pral.g_01582
OG0000715	Syan.g_00626	Pral.g_01584
OG0000716	Syan.g_00630	Pral.g_01586
OG0000717	Syan.g_00631	Pral.g_01587
OG0000718	Syan.g_00651	Pral.g_01590
OG0000719	Syan.g_00367	Pral.g_01592
OG0000720	Syan.g_00354	Pral.g_01603
OG0000721	Syan.g_00352	Pral.g_01607
OG0000722	Syan.g_00351	Pral.g_01608
OG0000723	Syan.g_00341	Pral.g_01575
OG0000724	Syan.g_00299	Pral.g_01566
OG0000725	Syan.g_00194	Pral.g_01560
OG0000726	Syan.g_00193	Pral.g_01559
OG0000727	Syan.g_00192	Pral.g_01558
OG0000728	Syan.g_00190	Pral.g_01556
OG0000729	Syan.g_01885	Pral.g_01311
OG0000730	Syan.g_02147	Pral.g_01324
OG0000731	Syan.g_02135	Pral.g_00692
OG0000732	Syan.g_01726	Pral.g_00348
OG0000733	Syan.g_01147	Pral.g_00077
OG0000734	Syan.g_02982	Pral.g_01351
OG0000735	Syan.g_02713	Pral.g_01353
OG0000736	Syan.g_02712	Pral.g_01354
OG0000737	Syan.g_02711	Pral.g_01355
OG0000738	Syan.g_02705	Pral.g_01359
OG0000739	Syan.g_02704	Pral.g_01360
OG0000740	Syan.g_02703	Pral.g_01361
OG0000741	Syan.g_02700	Pral.g_01363
OG0000742	Syan.g_02697	Pral.g_01366
OG0000743	Syan.g_02694	Pral.g_01368
OG0000744	Syan.g_02693	Pral.g_01369
OG0000745	Syan.g_02690	Pral.g_01370
OG0000746	Syan.g_02687	Pral.g_01372
OG0000747	Syan.g_02685	Pral.g_01373
OG0000748	Syan.g_02669	Pral.g_01378
OG0000749	Syan.g_02668	Pral.g_01379
OG0000750	Syan.g_02667	Pral.g_01380
OG0000751	Syan.g_02661	Pral.g_01383
OG0000752	Syan.g_02659	Pral.g_01385
OG0000753	Syan.g_02656	Pral.g_01388
OG0000754	Syan.g_02650	Pral.g_01391
OG0000755	Syan.g_02641	Pral.g_01399
OG0000756	Syan.g_02640	Pral.g_01400
OG0000757	Syan.g_02623	Pral.g_01406
OG0000758	Syan.g_02622	Pral.g_01407
OG0000759	Syan.g_02621	Pral.g_01408
OG0000760	Syan.g_02620	Pral.g_01409
OG0000761	Syan.g_02619	Pral.g_01410
OG0000762	Syan.g_02617	Pral.g_01411
OG0000763	Syan.g_02615	Pral.g_01413
OG0000764	Syan.g_02614	Pral.g_01414
OG0000765	Syan.g_02587	Pral.g_01423
OG0000766	Syan.g_02586	Pral.g_01424
OG0000767	Syan.g_02584	Pral.g_01426
OG0000768	Syan.g_02583	Pral.g_01427
OG0000769	Syan.g_02581	Pral.g_01429
OG0000770	Syan.g_02561	Pral.g_00456
OG0000771	Syan.g_00305	Pral.g_01064
OG0000772	Syan.g_00436	Pral.g_01893
OG0000773	Syan.g_01199	Pral.g_01290
OG0000774	Syan.g_01205	Pral.g_01288
OG0000775	Syan.g_01207	Pral.g_01286
OG0000776	Syan.g_01208	Pral.g_01285
OG0000777	Syan.g_01209	Pral.g_01284
OG0000778	Syan.g_01210	Pral.g_01283
OG0000779	Syan.g_01215	Pral.g_01279
OG0000780	Syan.g_01218	Pral.g_01278
OG0000781	Syan.g_01222	Pral.g_01275
OG0000782	Syan.g_01223	Pral.g_01274
OG0000783	Syan.g_01224	Pral.g_01273
OG0000784	Syan.g_01225	Pral.g_01272
OG0000785	Syan.g_01228	Pral.g_01270
OG0000786	Syan.g_01243	Pral.g_01267
OG0000787	Syan.g_01244	Pral.g_01266
OG0000788	Syan.g_00843	Pral.g_00440
OG0000789	Syan.g_00075	Pral.g_01060
OG0000790	Syan.g_02778	Pral.g_01217
OG0000791	Syan.g_02780	Pral.g_01215
OG0000792	Syan.g_02781	Pral.g_01214
OG0000793	Syan.g_02879	Pral.g_01211
OG0000794	Syan.g_02881	Pral.g_01210
OG0000795	Syan.g_02882	Pral.g_01209
OG0000796	Syan.g_02886	Pral.g_01205
OG0000797	Syan.g_02888	Pral.g_01204
OG0000799	Syan.g_01310	Pral.g_01184
OG0000800	Syan.g_01308	Pral.g_01183
OG0000801	Syan.g_01307	Pral.g_01182
OG0000802	Syan.g_01303	Pral.g_01180
OG0000803	Syan.g_01294	Pral.g_01178
OG0000804	Syan.g_01291	Pral.g_01177
OG0000805	Syan.g_01289	Pral.g_01175
OG0000806	Syan.g_01287	Pral.g_01173
OG0000807	Syan.g_01286	Pral.g_01172
OG0000808	Syan.g_01285	Pral.g_01171
OG0000809	Syan.g_01281	Pral.g_01167
OG0000810	Syan.g_01280	Pral.g_01166
OG0000811	Syan.g_01272	Pral.g_01158
OG0000812	Syan.g_01270	Pral.g_01156
OG0000813	Syan.g_01269	Pral.g_01155
OG0000814	Syan.g_01267	Pral.g_01153
OG0000815	Syan.g_01249	Pral.g_01152
OG0000816	Syan.g_01247	Pral.g_01150
OG0000817	Syan.g_01328	Pral.g_01149
OG0000818	Syan.g_02807	Pral.g_01144
OG0000819	Syan.g_02808	Pral.g_01143
OG0000820	Syan.g_02809	Pral.g_01142
OG0000821	Syan.g_02815	Pral.g_01137
OG0000822	Syan.g_02817	Pral.g_01136
OG0000823	Syan.g_02818	Pral.g_01135
OG0000824	Syan.g_02824	Pral.g_01132
OG0000825	Syan.g_02825	Pral.g_01131
OG0000826	Syan.g_02826	Pral.g_01130
OG0000827	Syan.g_02827	Pral.g_01129
OG0000828	Syan.g_02830	Pral.g_01126
OG0000829	Syan.g_02831	Pral.g_01125
OG0000830	Syan.g_02832	Pral.g_01124
OG0000831	Syan.g_02834	Pral.g_01122
OG0000832	Syan.g_02408	Pral.g_01110
OG0000833	Syan.g_01343	Pral.g_01101
OG0000834	Syan.g_01345	Pral.g_01100
OG0000835	Syan.g_01346	Pral.g_01099
OG0000836	Syan.g_01349	Pral.g_01098
OG0000837	Syan.g_01351	Pral.g_01097
OG0000838	Syan.g_01355	Pral.g_01094
OG0000839	Syan.g_01356	Pral.g_01093
OG0000840	Syan.g_01357	Pral.g_01092
OG0000841	Syan.g_01358	Pral.g_01091
OG0000842	Syan.g_01359	Pral.g_01090
OG0000843	Syan.g_01360	Pral.g_01089
OG0000844	Syan.g_01362	Pral.g_01088
OG0000845	Syan.g_01363	Pral.g_01087
OG0000846	Syan.g_01364	Pral.g_01086
OG0000847	Syan.g_01365	Pral.g_01085
OG0000848	Syan.g_01367	Pral.g_01084
OG0000849	Syan.g_01368	Pral.g_01083
OG0000850	Syan.g_01371	Pral.g_01081
OG0000851	Syan.g_01374	Pral.g_01080
OG0000852	Syan.g_01375	Pral.g_01079
OG0000853	Syan.g_01379	Pral.g_01074
OG0000854	Syan.g_01381	Pral.g_01072
OG0000855	Syan.g_01382	Pral.g_01071
OG0000856	Syan.g_01136	Pral.g_01058
OG0000857	Syan.g_00672	Pral.g_01503
OG0000858	Syan.g_01389	Pral.g_00100
OG0000859	Syan.g_01390	Pral.g_00101
OG0000860	Syan.g_01402	Pral.g_00109
OG0000861	Syan.g_01403	Pral.g_00110
OG0000862	Syan.g_01412	Pral.g_00111
OG0000863	Syan.g_01414	Pral.g_00113
OG0000864	Syan.g_00969	Pral.g_00114
OG0000865	Syan.g_01415	Pral.g_00115
OG0000866	Syan.g_01416	Pral.g_00116
OG0000867	Syan.g_01417	Pral.g_00117
OG0000868	Syan.g_01421	Pral.g_00119
OG0000869	Syan.g_01426	Pral.g_00122
OG0000870	Syan.g_01431	Pral.g_00127
OG0000871	Syan.g_01432	Pral.g_00128
OG0000872	Syan.g_01438	Pral.g_00129
OG0000873	Syan.g_01441	Pral.g_00132
OG0000874	Syan.g_01443	Pral.g_00135
OG0000875	Syan.g_01445	Pral.g_00136
OG0000876	Syan.g_00391	Pral.g_00137
OG0000877	Syan.g_01449	Pral.g_00139
OG0000878	Syan.g_01450	Pral.g_00140
OG0000879	Syan.g_01451	Pral.g_00141
OG0000880	Syan.g_01452	Pral.g_00142
OG0000881	Syan.g_01457	Pral.g_00146
OG0000882	Syan.g_01462	Pral.g_00151
OG0000883	Syan.g_01464	Pral.g_00154
OG0000884	Syan.g_01466	Pral.g_00156
OG0000885	Syan.g_01467	Pral.g_00157
OG0000886	Syan.g_01468	Pral.g_00158
OG0000887	Syan.g_01469	Pral.g_00159
OG0000888	Syan.g_01471	Pral.g_00161
OG0000889	Syan.g_01473	Pral.g_00163
OG0000890	Syan.g_01476	Pral.g_00164
OG0000891	Syan.g_01477	Pral.g_00165
OG0000892	Syan.g_01480	Pral.g_00167
OG0000893	Syan.g_02103	Pral.g_00170
OG0000894	Syan.g_02108	Pral.g_00173
OG0000895	Syan.g_02112	Pral.g_00177
OG0000896	Syan.g_02113	Pral.g_00178
OG0000897	Syan.g_02115	Pral.g_00180
OG0000898	Syan.g_02116	Pral.g_00181
OG0000899	Syan.g_02117	Pral.g_00182
OG0000900	Syan.g_02118	Pral.g_00183
OG0000901	Syan.g_02123	Pral.g_00187
OG0000902	Syan.g_02125	Pral.g_00189
OG0000903	Syan.g_02252	Pral.g_00193
OG0000904	Syan.g_02258	Pral.g_00198
OG0000905	Syan.g_02129	Pral.g_00191
OG0000906	Syan.g_02127	Pral.g_00190
OG0000907	Syan.g_02245	Pral.g_00200
OG0000908	Syan.g_02242	Pral.g_00203
OG0000909	Syan.g_02241	Pral.g_00204
OG0000910	Syan.g_02240	Pral.g_00205
OG0000911	Syan.g_02238	Pral.g_00207
OG0000912	Syan.g_02237	Pral.g_00208
OG0000913	Syan.g_02236	Pral.g_00209
OG0000914	Syan.g_02235	Pral.g_00210
OG0000915	Syan.g_02233	Pral.g_00211
OG0000916	Syan.g_02232	Pral.g_00212
OG0000917	Syan.g_02231	Pral.g_00213
OG0000918	Syan.g_02230	Pral.g_00214
OG0000919	Syan.g_02229	Pral.g_00215
OG0000920	Syan.g_02228	Pral.g_00216
OG0000921	Syan.g_02227	Pral.g_00217
OG0000922	Syan.g_02226	Pral.g_00218
OG0000923	Syan.g_02222	Pral.g_00222
OG0000924	Syan.g_02221	Pral.g_00223
OG0000925	Syan.g_02220	Pral.g_00224
OG0000926	Syan.g_02219	Pral.g_00225
OG0000927	Syan.g_02217	Pral.g_00227
OG0000928	Syan.g_02216	Pral.g_00228
OG0000929	Syan.g_02215	Pral.g_00229
OG0000930	Syan.g_02214	Pral.g_00230
OG0000931	Syan.g_02213	Pral.g_00232
OG0000932	Syan.g_02212	Pral.g_01190
OG0000933	Syan.g_02206	Pral.g_00236
OG0000934	Syan.g_02204	Pral.g_00238
OG0000935	Syan.g_02203	Pral.g_00239
OG0000936	Syan.g_02202	Pral.g_00240
OG0000937	Syan.g_02201	Pral.g_00241
OG0000938	Syan.g_02198	Pral.g_00244
OG0000939	Syan.g_02197	Pral.g_00245
OG0000940	Syan.g_02188	Pral.g_00252
OG0000941	Syan.g_02186	Pral.g_00254
OG0000942	Syan.g_02184	Pral.g_00256
OG0000943	Syan.g_02183	Pral.g_00257
OG0000944	Syan.g_02181	Pral.g_00259
OG0000945	Syan.g_02180	Pral.g_00260
OG0000946	Syan.g_02167	Pral.g_00266
OG0000947	Syan.g_02164	Pral.g_00268
OG0000948	Syan.g_02163	Pral.g_00269
OG0000949	Syan.g_01951	Pral.g_00272
OG0000950	Syan.g_01940	Pral.g_00278
OG0000951	Syan.g_01932	Pral.g_00282
OG0000952	Syan.g_01927	Pral.g_00286
OG0000953	Syan.g_01922	Pral.g_00290
OG0000954	Syan.g_01916	Pral.g_00294
OG0000955	Syan.g_01915	Pral.g_00295
OG0000956	Syan.g_01913	Pral.g_00297
OG0000957	Syan.g_01898	Pral.g_00303
OG0000958	Syan.g_01897	Pral.g_00304
OG0000959	Syan.g_01893	Pral.g_00308
OG0000960	Syan.g_01892	Pral.g_00309
OG0000961	Syan.g_03024	Pral.g_00312
OG0000962	Syan.g_01887	Pral.g_00314
OG0000963	Syan.g_01881	Pral.g_00318
OG0000964	Syan.g_01880	Pral.g_00319
OG0000965	Syan.g_01879	Pral.g_00320
OG0000966	Syan.g_01812	Pral.g_00326
OG0000967	Syan.g_01804	Pral.g_00330
OG0000968	Syan.g_01706	Pral.g_00332
OG0000969	Syan.g_01708	Pral.g_00333
OG0000970	Syan.g_01709	Pral.g_00334
OG0000971	Syan.g_01711	Pral.g_00335
OG0000972	Syan.g_01712	Pral.g_00336
OG0000973	Syan.g_01713	Pral.g_00337
OG0000974	Syan.g_01714	Pral.g_00338
OG0000975	Syan.g_01715	Pral.g_00339
OG0000976	Syan.g_01716	Pral.g_00340
OG0000977	Syan.g_01718	Pral.g_00341
OG0000978	Syan.g_01719	Pral.g_00342
OG0000979	Syan.g_01722	Pral.g_00345
OG0000980	Syan.g_01725	Pral.g_00347
OG0000981	Syan.g_01728	Pral.g_00350
OG0000982	Syan.g_01566	Pral.g_00352
OG0000983	Syan.g_01567	Pral.g_00353
OG0000984	Syan.g_01568	Pral.g_00354
OG0000985	Syan.g_01572	Pral.g_00357
OG0000986	Syan.g_01574	Pral.g_00359
OG0000987	Syan.g_01576	Pral.g_00360
OG0000988	Syan.g_01581	Pral.g_00363
OG0000989	Syan.g_01587	Pral.g_00367
OG0000990	Syan.g_01615	Pral.g_00373
OG0000991	Syan.g_01618	Pral.g_00374
OG0000992	Syan.g_01622	Pral.g_00377
OG0000993	Syan.g_01623	Pral.g_00378
OG0000994	Syan.g_01625	Pral.g_00379
OG0000995	Syan.g_01629	Pral.g_00383
OG0000996	Syan.g_01653	Pral.g_00384
OG0000997	Syan.g_01677	Pral.g_00386
OG0000998	Syan.g_01679	Pral.g_00388
OG0000999	Syan.g_01680	Pral.g_00389
OG0001000	Syan.g_01684	Pral.g_00392
OG0001001	Syan.g_01690	Pral.g_00396
OG0001002	Syan.g_01697	Pral.g_00401
OG0001003	Syan.g_01699	Pral.g_00402
OG0001004	Syan.g_01700	Pral.g_00403
OG0001005	Syan.g_01701	Pral.g_00404
OG0001006	Syan.g_01794	Pral.g_00408
OG0001007	Syan.g_01796	Pral.g_00410
OG0001008	Syan.g_02397	Pral.g_00657
OG0001009	Syan.g_01748	Pral.g_01017
OG0001010	Syan.g_01747	Pral.g_01016
OG0001011	Syan.g_01745	Pral.g_01014
OG0001012	Syan.g_00281	Pral.g_01001
OG0001013	Syan.g_01542	Pral.g_00994
OG0001014	Syan.g_01535	Pral.g_00991
OG0001015	Syan.g_01534	Pral.g_00990
OG0001016	Syan.g_02912	Pral.g_00974
OG0001017	Syan.g_02918	Pral.g_00970
OG0001018	Syan.g_02920	Pral.g_00968
OG0001019	Syan.g_02947	Pral.g_00958
OG0001020	Syan.g_02951	Pral.g_00957
OG0001021	Syan.g_02958	Pral.g_00956
OG0001022	Syan.g_02964	Pral.g_00953
OG0001023	Syan.g_02965	Pral.g_00952
OG0001024	Syan.g_00968	Pral.g_00949
OG0001025	Syan.g_02971	Pral.g_00942
OG0001026	Syan.g_02984	Pral.g_00934
OG0001027	Syan.g_02308	Pral.g_00933
OG0001028	Syan.g_02305	Pral.g_00931
OG0001029	Syan.g_02303	Pral.g_00930
OG0001030	Syan.g_02281	Pral.g_00914
OG0001031	Syan.g_03060	Pral.g_00857
OG0001032	Syan.g_03063	Pral.g_00856
OG0001033	Syan.g_00970	Pral.g_00836
OG0001034	Syan.g_02425	Pral.g_00804
OG0001035	Syan.g_02062	Pral.g_00784
OG0001036	Syan.g_02056	Pral.g_00780
OG0001037	Syan.g_02054	Pral.g_00779
OG0001038	Syan.g_02025	Pral.g_00761
OG0001039	Syan.g_02022	Pral.g_00758
OG0001040	Syan.g_02019	Pral.g_00755
OG0001041	Syan.g_02015	Pral.g_00751
OG0001042	Syan.g_01992	Pral.g_00734
OG0001043	Syan.g_01988	Pral.g_00733
OG0001044	Syan.g_02145	Pral.g_00699
OG0001045	Syan.g_02132	Pral.g_00690
OG0001046	Syan.g_00591	Pral.g_01039
OG0001047	Syan.g_02399	Pral.g_00655
OG0001048	Syan.g_02400	Pral.g_00654
OG0001049	Syan.g_01340	Pral.g_00651
OG0001050	Syan.g_01339	Pral.g_00650
OG0001051	Syan.g_01338	Pral.g_00649
OG0001052	Syan.g_02850	Pral.g_00621
OG0001053	Syan.g_02761	Pral.g_00608
OG0001055	Syan.g_02721	Pral.g_00573
OG0001056	Syan.g_01161	Pral.g_00554
OG0001057	Syan.g_00832	Pral.g_00549
OG0001058	Syan.g_00851	Pral.g_00541
OG0001059	Syan.g_00855	Pral.g_00537
OG0001060	Syan.g_00861	Pral.g_00530
OG0001061	Syan.g_00880	Pral.g_00514
OG0001063	Syan.g_00945	Pral.g_00510
OG0001064	Syan.g_00946	Pral.g_00509
OG0001065	Syan.g_00947	Pral.g_00508
OG0001066	Syan.g_00948	Pral.g_00507
OG0001067	Syan.g_00949	Pral.g_00506
OG0001068	Syan.g_00950	Pral.g_00505
OG0001069	Syan.g_00951	Pral.g_00504
OG0001070	Syan.g_00955	Pral.g_00502
OG0001071	Syan.g_00956	Pral.g_00501
OG0001072	Syan.g_00960	Pral.g_00499
OG0001073	Syan.g_01012	Pral.g_00485
OG0001074	Syan.g_00202	Pral.g_00472
OG0001075	Syan.g_00200	Pral.g_00471
OG0001076	Syan.g_00012	Pral.g_00464
OG0001077	Syan.g_01140	Pral.g_00459
OG0001078	Syan.g_00815	Pral.g_01437
OG0001079	Syan.g_00799	Pral.g_01448
OG0001080	Syan.g_00781	Pral.g_01454
OG0001081	Syan.g_00779	Pral.g_01456
OG0001082	Syan.g_00778	Pral.g_01457
OG0001083	Syan.g_00771	Pral.g_01462
OG0001084	Syan.g_00770	Pral.g_01463
OG0001086	Syan.g_00757	Pral.g_01771
OG0001087	Syan.g_01159	Pral.g_01753
OG0001088	Syan.g_02688	Pral.g_01752
OG0001089	Syan.g_00185	Pral.g_01741
OG0001090	Syan.g_00317	Pral.g_01728
OG0001091	Syan.g_00320	Pral.g_01726
OG0001092	Syan.g_00322	Pral.g_01725
OG0001093	Syan.g_00328	Pral.g_01720
OG0001094	Syan.g_00696	Pral.g_01482
OG0001095	Syan.g_00675	Pral.g_01501
OG0001096	Syan.g_00659	Pral.g_01515
OG0001097	Syan.g_00386	Pral.g_01533
OG0001099	Syan.g_02304	Pral.g_01815
OG0001100	Syan.g_00749	Pral.g_01807
OG0001101	Syan.g_00747	Pral.g_01805
OG0001102	Syan.g_00744	Pral.g_01802
OG0001103	Syan.g_00742	Pral.g_01800
OG0001104	Syan.g_00714	Pral.g_01777
OG0001106	Syan.g_00551	Pral.g_01639
OG0001107	Syan.g_00563	Pral.g_01629
OG0001108	Syan.g_00571	Pral.g_01625
OG0001109	Syan.g_00573	Pral.g_01624
OG0001110	Syan.g_00575	Pral.g_01622
OG0001111	Syan.g_00577	Pral.g_01621
OG0001112	Syan.g_00579	Pral.g_01620
OG0001113	Syan.g_00580	Pral.g_01619
OG0001114	Syan.g_00581	Pral.g_01618
OG0001115	Syan.g_00586	Pral.g_01616
OG0001116	Syan.g_00588	Pral.g_01615
OG0001117	Syan.g_00589	Pral.g_01614
OG0001118	Syan.g_00590	Pral.g_01613
OG0001119	Syan.g_00592	Pral.g_01612
OG0001120	Syan.g_00597	Pral.g_01611
OG0001122	Syan.g_00366	Pral.g_01593
OG0001123	Syan.g_00359	Pral.g_01598
OG0001124	Syan.g_00357	Pral.g_01600
OG0001125	Syan.g_00355	Pral.g_01602
OG0001126	Syan.g_00307	Pral.g_01571
OG0001127	Syan.g_00306	Pral.g_01570
OG0001128	Syan.g_00303	Pral.g_01569
OG0001129	Syan.g_00301	Pral.g_01568
OG0001130	Syan.g_00300	Pral.g_01567
OG0001131	Syan.g_00079	Pral.g_01321
OG0001132	Syan.g_00100	Pral.g_01033
OG0001133	Syan.g_00006	Pral.g_01314
OG0001134	Syan.g_01146	Pral.g_00056, Pral.g_00078
OG0001135	Syan.g_01150	Pral.g_00075
OG0001136	Syan.g_02699	Pral.g_01364
OG0001137	Syan.g_02670	Pral.g_01377
OG0001138	Syan.g_02638	Pral.g_01401
OG0001139	Syan.g_02636	Pral.g_01403
OG0001141	Syan.g_02625	Pral.g_01404
OG0001142	Syan.g_02624	Pral.g_01405
OG0001143	Syan.g_02616	Pral.g_01412
OG0001144	Syan.g_02596	Pral.g_01417
OG0001145	Syan.g_01200	Pral.g_01289
OG0001146	Syan.g_01219	Pral.g_01277
OG0001147	Syan.g_02842	Pral.g_01235
OG0001148	Syan.g_02775	Pral.g_01220
OG0001149	Syan.g_02776	Pral.g_01219
OG0001150	Syan.g_02777	Pral.g_01218
OG0001151	Syan.g_02884	Pral.g_01207
OG0001152	Syan.g_02885	Pral.g_01206
OG0001153	Syan.g_02828	Pral.g_01128
OG0001154	Syan.g_02829	Pral.g_01127
OG0001156	Syan.g_02404	Pral.g_01105
OG0001157	Syan.g_02403	Pral.g_01104
OG0001158	Syan.g_02402	Pral.g_01103
OG0001159	Syan.g_02401	Pral.g_01102
OG0001160	Syan.g_01377	Pral.g_01076
OG0001161	Syan.g_01594	Pral.g_00045
OG0001163	Syan.g_01385	Pral.g_00098
OG0001164	Syan.g_01392	Pral.g_00102
OG0001165	Syan.g_01397	Pral.g_00105
OG0001166	Syan.g_01430	Pral.g_00126
OG0001167	Syan.g_00992	Pral.g_00143
OG0001168	Syan.g_01456	Pral.g_00145
OG0001169	Syan.g_01458	Pral.g_00147
OG0001170	Syan.g_01460	Pral.g_00149
OG0001171	Syan.g_01470	Pral.g_00160
OG0001172	Syan.g_02110	Pral.g_00175
OG0001173	Syan.g_02111	Pral.g_00176
OG0001174	Syan.g_02119	Pral.g_00184
OG0001175	Syan.g_02120	Pral.g_00185
OG0001176	Syan.g_02253	Pral.g_00194
OG0001177	Syan.g_02256	Pral.g_00196
OG0001179	Syan.g_02218	Pral.g_00226
OG0001180	Syan.g_02191	Pral.g_00249
OG0001181	Syan.g_02187	Pral.g_00253
OG0001182	Syan.g_02179	Pral.g_00261
