Orthogroup	Syan	Pras
OG0000597	Syan.g_00810	Pras.g_01516
OG0000598	Syan.g_00809	Pras.g_01517
OG0000599	Syan.g_00802	Pras.g_01520
OG0000600	Syan.g_00801	Pras.g_01521
OG0000601	Syan.g_00800	Pras.g_01522
OG0000602	Syan.g_00796	Pras.g_01524
OG0000603	Syan.g_00795	Pras.g_01525
OG0000604	Syan.g_00792	Pras.g_01526
OG0000605	Syan.g_00783	Pras.g_01527
OG0000606	Syan.g_00780	Pras.g_01530
OG0000607	Syan.g_00777	Pras.g_01533
OG0000608	Syan.g_00776	Pras.g_01534
OG0000609	Syan.g_00774	Pras.g_01535
OG0000610	Syan.g_00766	Pras.g_01540
OG0000611	Syan.g_00763	Pras.g_01543
OG0000612	Syan.g_00762	Pras.g_01544
OG0000613	Syan.g_01965	Pras.g_01549
OG0000614	Syan.g_00184	Pras.g_01568
OG0000615	Syan.g_00728	Pras.g_01576
OG0000616	Syan.g_01694	Pras.g_01580
OG0000617	Syan.g_00324	Pras.g_01612
OG0000618	Syan.g_00325	Pras.g_01613
OG0000619	Syan.g_00326	Pras.g_01614
OG0000620	Syan.g_00331	Pras.g_01617
OG0000621	Syan.g_00332	Pras.g_01618
OG0000622	Syan.g_00334	Pras.g_01619
OG0000623	Syan.g_00335	Pras.g_01620
OG0000624	Syan.g_00337	Pras.g_01621
OG0000625	Syan.g_00338	Pras.g_01622
OG0000626	Syan.g_00339	Pras.g_01623
OG0000627	Syan.g_00465	Pras.g_01624
OG0000628	Syan.g_00466	Pras.g_01625
OG0000629	Syan.g_00469	Pras.g_01626
OG0000630	Syan.g_00474	Pras.g_01629
OG0000631	Syan.g_00484	Pras.g_01692
OG0000632	Syan.g_00485	Pras.g_01693
OG0000633	Syan.g_00489	Pras.g_01694
OG0000634	Syan.g_00694	Pras.g_01697
OG0000635	Syan.g_00693	Pras.g_01698
OG0000636	Syan.g_00691	Pras.g_01700
OG0000637	Syan.g_00689	Pras.g_01702
OG0000638	Syan.g_00688	Pras.g_01703
OG0000639	Syan.g_00687	Pras.g_01704
OG0000640	Syan.g_00686	Pras.g_01705
OG0000641	Syan.g_00682	Pras.g_01709
OG0000642	Syan.g_00681	Pras.g_01710
OG0000643	Syan.g_00679	Pras.g_01711
OG0000644	Syan.g_00678	Pras.g_01712
OG0000645	Syan.g_00676	Pras.g_01713
OG0000646	Syan.g_00673	Pras.g_01715
OG0000647	Syan.g_00671	Pras.g_01716
OG0000648	Syan.g_00669	Pras.g_01718
OG0000649	Syan.g_00668	Pras.g_01719
OG0000650	Syan.g_00667	Pras.g_01720
OG0000651	Syan.g_00666	Pras.g_01721
OG0000652	Syan.g_00665	Pras.g_01722
OG0000653	Syan.g_00663	Pras.g_01724
OG0000654	Syan.g_00661	Pras.g_01725
OG0000655	Syan.g_00660	Pras.g_01726
OG0000656	Syan.g_00656	Pras.g_01729
OG0000657	Syan.g_00375	Pras.g_01736
OG0000658	Syan.g_00378	Pras.g_01737
OG0000659	Syan.g_00379	Pras.g_01738
OG0000660	Syan.g_00383	Pras.g_01742
OG0000661	Syan.g_00385	Pras.g_01744
OG0000662	Syan.g_00392	Pras.g_01746
OG0000663	Syan.g_00395	Pras.g_01748
OG0000664	Syan.g_00397	Pras.g_01749
OG0000665	Syan.g_00788	Pras.g_01753
OG0000666	Syan.g_02100	Pras.g_01754
OG0000667	Syan.g_00044	Pras.g_01758
OG0000668	Syan.g_00365	Pras.g_01788
OG0000669	Syan.g_00751	Pras.g_01792
OG0000670	Syan.g_00748	Pras.g_01794
OG0000671	Syan.g_00746	Pras.g_01796
OG0000672	Syan.g_00743	Pras.g_01799
OG0000673	Syan.g_00740	Pras.g_01802
OG0000674	Syan.g_00738	Pras.g_01804
OG0000675	Syan.g_00737	Pras.g_01805
OG0000676	Syan.g_00735	Pras.g_01807
OG0000677	Syan.g_00734	Pras.g_01808
OG0000678	Syan.g_00732	Pras.g_01810
OG0000679	Syan.g_00724	Pras.g_01814
OG0000680	Syan.g_00723	Pras.g_01815
OG0000681	Syan.g_00720	Pras.g_01818
OG0000682	Syan.g_00719	Pras.g_01819
OG0000683	Syan.g_00718	Pras.g_01820
OG0000684	Syan.g_00715	Pras.g_01821
OG0000685	Syan.g_00713	Pras.g_01823
OG0000686	Syan.g_00712	Pras.g_01824
OG0000687	Syan.g_00711	Pras.g_01825
OG0000688	Syan.g_00706	Pras.g_01828
OG0000689	Syan.g_00704	Pras.g_01829
OG0000690	Syan.g_00703	Pras.g_01830
OG0000691	Syan.g_00702	Pras.g_01831
OG0000692	Syan.g_00700	Pras.g_01833
OG0000693	Syan.g_00698	Pras.g_01834
OG0000694	Syan.g_00697	Pras.g_01835
OG0000695	Syan.g_00492	Pras.g_01837
OG0000696	Syan.g_00493	Pras.g_01838
OG0000697	Syan.g_00495	Pras.g_01839
OG0000698	Syan.g_00498	Pras.g_01842
OG0000699	Syan.g_00500	Pras.g_01843
OG0000700	Syan.g_00501	Pras.g_01844
OG0000701	Syan.g_00502	Pras.g_01845
OG0000702	Syan.g_00534	Pras.g_01847
OG0000703	Syan.g_00546	Pras.g_01848
OG0000704	Syan.g_00550	Pras.g_01849
OG0000705	Syan.g_00557	Pras.g_01853
OG0000706	Syan.g_00558	Pras.g_01854
OG0000707	Syan.g_00559	Pras.g_01855
OG0000708	Syan.g_00562	Pras.g_01856
OG0000709	Syan.g_00570	Pras.g_01860
OG0000710	Syan.g_00574	Pras.g_01863
OG0000711	Syan.g_00607	Pras.g_01881
OG0000712	Syan.g_00609	Pras.g_01883
OG0000713	Syan.g_00610	Pras.g_01884
OG0000714	Syan.g_00624	Pras.g_01885
OG0000715	Syan.g_00626	Pras.g_01887
OG0000716	Syan.g_00630	Pras.g_01889
OG0000717	Syan.g_00631	Pras.g_01890
OG0000718	Syan.g_00651	Pras.g_01903
OG0000719	Syan.g_00367	Pras.g_01905
OG0000720	Syan.g_00354	Pras.g_01914
OG0000721	Syan.g_00352	Pras.g_01916
OG0000722	Syan.g_00351	Pras.g_01917
OG0000723	Syan.g_00341	Pras.g_01920
OG0000724	Syan.g_00299	Pras.g_01929
OG0000725	Syan.g_00194	Pras.g_01935
OG0000726	Syan.g_00193	Pras.g_01936
OG0000727	Syan.g_00192	Pras.g_01937
OG0000728	Syan.g_00190	Pras.g_01939
OG0000729	Syan.g_01885	Pras.g_01984
OG0000730	Syan.g_02147	Pras.g_01988
OG0000731	Syan.g_02135	Pras.g_01992
OG0000732	Syan.g_01726	Pras.g_00003
OG0000733	Syan.g_01147	Pras.g_00024
OG0000734	Syan.g_02982	Pras.g_00041
OG0000735	Syan.g_02713	Pras.g_00043
OG0000736	Syan.g_02712	Pras.g_00044
OG0000737	Syan.g_02711	Pras.g_00045
OG0000738	Syan.g_02705	Pras.g_00049
OG0000739	Syan.g_02704	Pras.g_00050
OG0000740	Syan.g_02703	Pras.g_00051
OG0000741	Syan.g_02700	Pras.g_00052
OG0000742	Syan.g_02697	Pras.g_00055
OG0000743	Syan.g_02694	Pras.g_00057
OG0000744	Syan.g_02693	Pras.g_00058
OG0000745	Syan.g_02690	Pras.g_00059
OG0000746	Syan.g_02687	Pras.g_00061
OG0000747	Syan.g_02685	Pras.g_00062
OG0000748	Syan.g_02669	Pras.g_00065
OG0000749	Syan.g_02668	Pras.g_00066
OG0000750	Syan.g_02667	Pras.g_00067
OG0000751	Syan.g_02661	Pras.g_00069
OG0000752	Syan.g_02659	Pras.g_00071
OG0000753	Syan.g_02656	Pras.g_00074
OG0000754	Syan.g_02650	Pras.g_00077
OG0000755	Syan.g_02641	Pras.g_00080
OG0000756	Syan.g_02640	Pras.g_00081
OG0000757	Syan.g_02623	Pras.g_00087
OG0000758	Syan.g_02622	Pras.g_00088
OG0000759	Syan.g_02621	Pras.g_00089
OG0000760	Syan.g_02620	Pras.g_00090
OG0000761	Syan.g_02619	Pras.g_00091
OG0000762	Syan.g_02617	Pras.g_00092
OG0000763	Syan.g_02615	Pras.g_00094
OG0000764	Syan.g_02614	Pras.g_00095
OG0000765	Syan.g_02587	Pras.g_00105
OG0000766	Syan.g_02586	Pras.g_00106
OG0000767	Syan.g_02584	Pras.g_00108
OG0000768	Syan.g_02583	Pras.g_00109
OG0000769	Syan.g_02581	Pras.g_00111
OG0000770	Syan.g_02561	Pras.g_00113
OG0000771	Syan.g_00305	Pras.g_00122
OG0000772	Syan.g_00436	Pras.g_00178
OG0000773	Syan.g_01199	Pras.g_00199
OG0000774	Syan.g_01205	Pras.g_00201
OG0000775	Syan.g_01207	Pras.g_00204
OG0000776	Syan.g_01208	Pras.g_00205
OG0000777	Syan.g_01209	Pras.g_00206
OG0000778	Syan.g_01210	Pras.g_00207
OG0000779	Syan.g_01215	Pras.g_00211
OG0000780	Syan.g_01218	Pras.g_00212
OG0000781	Syan.g_01222	Pras.g_00214
OG0000782	Syan.g_01223	Pras.g_00216
OG0000783	Syan.g_01224	Pras.g_00217
OG0000784	Syan.g_01225	Pras.g_00218
OG0000785	Syan.g_01228	Pras.g_00220
OG0000786	Syan.g_01243	Pras.g_00223
OG0000787	Syan.g_01244	Pras.g_00224
OG0000788	Syan.g_00843	Pras.g_00237
OG0000789	Syan.g_00075	Pras.g_00240
OG0000790	Syan.g_02778	Pras.g_00255
OG0000791	Syan.g_02780	Pras.g_00257
OG0000792	Syan.g_02781	Pras.g_00258
OG0000793	Syan.g_02879	Pras.g_00261
OG0000794	Syan.g_02881	Pras.g_00262
OG0000795	Syan.g_02882	Pras.g_00263
OG0000796	Syan.g_02886	Pras.g_00267
OG0000797	Syan.g_02888	Pras.g_00268
OG0000798	Syan.g_02026	Pras.g_00286
OG0000799	Syan.g_01310	Pras.g_00332
OG0000800	Syan.g_01308	Pras.g_00333
OG0000801	Syan.g_01307	Pras.g_00334
OG0000802	Syan.g_01303	Pras.g_00336
OG0000803	Syan.g_01294	Pras.g_00338
OG0000804	Syan.g_01291	Pras.g_00339
OG0000805	Syan.g_01289	Pras.g_00341
OG0000806	Syan.g_01287	Pras.g_00343
OG0000807	Syan.g_01286	Pras.g_00344
OG0000808	Syan.g_01285	Pras.g_00345
OG0000809	Syan.g_01281	Pras.g_00348
OG0000810	Syan.g_01280	Pras.g_00349
OG0000811	Syan.g_01272	Pras.g_00353
OG0000812	Syan.g_01270	Pras.g_00355
OG0000813	Syan.g_01269	Pras.g_00356
OG0000814	Syan.g_01267	Pras.g_00358
OG0000815	Syan.g_01249	Pras.g_00359
OG0000816	Syan.g_01247	Pras.g_00361
OG0000817	Syan.g_01328	Pras.g_00362
OG0000818	Syan.g_02807	Pras.g_00367
OG0000819	Syan.g_02808	Pras.g_00368
OG0000820	Syan.g_02809	Pras.g_00369
OG0000821	Syan.g_02815	Pras.g_00373
OG0000822	Syan.g_02817	Pras.g_00374
OG0000823	Syan.g_02818	Pras.g_00375
OG0000824	Syan.g_02824	Pras.g_00378
OG0000825	Syan.g_02825	Pras.g_00379
OG0000826	Syan.g_02826	Pras.g_00380
OG0000827	Syan.g_02827	Pras.g_00381
OG0000828	Syan.g_02830	Pras.g_00385
OG0000829	Syan.g_02831	Pras.g_00386
OG0000830	Syan.g_02832	Pras.g_00387
OG0000831	Syan.g_02834	Pras.g_00389
OG0000832	Syan.g_02408	Pras.g_00395
OG0000833	Syan.g_01343	Pras.g_00405
OG0000834	Syan.g_01345	Pras.g_00406
OG0000835	Syan.g_01346	Pras.g_00407
OG0000836	Syan.g_01349	Pras.g_00408
OG0000837	Syan.g_01351	Pras.g_00409
OG0000838	Syan.g_01355	Pras.g_00411
OG0000839	Syan.g_01356	Pras.g_00412
OG0000840	Syan.g_01357	Pras.g_00413
OG0000841	Syan.g_01358	Pras.g_00414
OG0000842	Syan.g_01359	Pras.g_00415
OG0000843	Syan.g_01360	Pras.g_00416
OG0000844	Syan.g_01362	Pras.g_00417
OG0000845	Syan.g_01363	Pras.g_00418
OG0000846	Syan.g_01364	Pras.g_00419
OG0000847	Syan.g_01365	Pras.g_00420
OG0000848	Syan.g_01367	Pras.g_00421
OG0000849	Syan.g_01368	Pras.g_00422
OG0000850	Syan.g_01371	Pras.g_00424
OG0000851	Syan.g_01374	Pras.g_00425
OG0000852	Syan.g_01375	Pras.g_00426
OG0000853	Syan.g_01379	Pras.g_00430
OG0000854	Syan.g_01381	Pras.g_00432
OG0000855	Syan.g_01382	Pras.g_00433
OG0000856	Syan.g_01136	Pras.g_00448
OG0000857	Syan.g_00672	Pras.g_00473
OG0000858	Syan.g_01389	Pras.g_00544
OG0000859	Syan.g_01390	Pras.g_00545
OG0000860	Syan.g_01402	Pras.g_00552
OG0000861	Syan.g_01403	Pras.g_00553
OG0000862	Syan.g_01412	Pras.g_00554
OG0000863	Syan.g_01414	Pras.g_00556
OG0000864	Syan.g_00969	Pras.g_00557
OG0000865	Syan.g_01415	Pras.g_00558
OG0000866	Syan.g_01416	Pras.g_00559
OG0000867	Syan.g_01417	Pras.g_00560
OG0000868	Syan.g_01421	Pras.g_00561
OG0000869	Syan.g_01426	Pras.g_00565
OG0000870	Syan.g_01431	Pras.g_00570
OG0000871	Syan.g_01432	Pras.g_00571
OG0000872	Syan.g_01438	Pras.g_00572
OG0000873	Syan.g_01441	Pras.g_00575
OG0000874	Syan.g_01443	Pras.g_00578
OG0000875	Syan.g_01445	Pras.g_00579
OG0000876	Syan.g_00391	Pras.g_00580
OG0000877	Syan.g_01449	Pras.g_00582
OG0000878	Syan.g_01450	Pras.g_00583
OG0000879	Syan.g_01451	Pras.g_00584
OG0000880	Syan.g_01452	Pras.g_00585
OG0000881	Syan.g_01457	Pras.g_00589
OG0000882	Syan.g_01462	Pras.g_00594
OG0000883	Syan.g_01464	Pras.g_00596
OG0000884	Syan.g_01466	Pras.g_00598
OG0000885	Syan.g_01467	Pras.g_00599
OG0000886	Syan.g_01468	Pras.g_00600
OG0000887	Syan.g_01469	Pras.g_00601
OG0000888	Syan.g_01471	Pras.g_00603
OG0000889	Syan.g_01473	Pras.g_00605
OG0000890	Syan.g_01476	Pras.g_00606
OG0000891	Syan.g_01477	Pras.g_00607
OG0000892	Syan.g_01480	Pras.g_00609
OG0000893	Syan.g_02103	Pras.g_00613
OG0000894	Syan.g_02108	Pras.g_00615
OG0000895	Syan.g_02112	Pras.g_00618
OG0000896	Syan.g_02113	Pras.g_00619
OG0000897	Syan.g_02115	Pras.g_00621
OG0000898	Syan.g_02116	Pras.g_00622
OG0000899	Syan.g_02117	Pras.g_00623
OG0000900	Syan.g_02118	Pras.g_00624
OG0000901	Syan.g_02123	Pras.g_00627
OG0000902	Syan.g_02125	Pras.g_00629
OG0000903	Syan.g_02252	Pras.g_00632
OG0000904	Syan.g_02258	Pras.g_00634
OG0000905	Syan.g_02129	Pras.g_00639
OG0000906	Syan.g_02127	Pras.g_00640
OG0000907	Syan.g_02245	Pras.g_00645
OG0000908	Syan.g_02242	Pras.g_00648
OG0000909	Syan.g_02241	Pras.g_00649
OG0000910	Syan.g_02240	Pras.g_00650
OG0000911	Syan.g_02238	Pras.g_00652
OG0000912	Syan.g_02237	Pras.g_00653
OG0000913	Syan.g_02236	Pras.g_00654
OG0000914	Syan.g_02235	Pras.g_00655
OG0000915	Syan.g_02233	Pras.g_00656
OG0000916	Syan.g_02232	Pras.g_00657
OG0000917	Syan.g_02231	Pras.g_00658
OG0000918	Syan.g_02230	Pras.g_00659
OG0000919	Syan.g_02229	Pras.g_00660
OG0000920	Syan.g_02228	Pras.g_00661
OG0000921	Syan.g_02227	Pras.g_00662
OG0000922	Syan.g_02226	Pras.g_00663
OG0000923	Syan.g_02222	Pras.g_00667
OG0000924	Syan.g_02221	Pras.g_00668
OG0000925	Syan.g_02220	Pras.g_00669
OG0000926	Syan.g_02219	Pras.g_00670
OG0000927	Syan.g_02217	Pras.g_00672
OG0000928	Syan.g_02216	Pras.g_00673
OG0000929	Syan.g_02215	Pras.g_00674
OG0000930	Syan.g_02214	Pras.g_00675
OG0000931	Syan.g_02213	Pras.g_00676
OG0000932	Syan.g_02212	Pras.g_00677
OG0000933	Syan.g_02206	Pras.g_00681
OG0000934	Syan.g_02204	Pras.g_00683
OG0000935	Syan.g_02203	Pras.g_00684
OG0000936	Syan.g_02202	Pras.g_00685
OG0000937	Syan.g_02201	Pras.g_00686
OG0000938	Syan.g_02198	Pras.g_00688
OG0000939	Syan.g_02197	Pras.g_00689
OG0000940	Syan.g_02188	Pras.g_00696
OG0000941	Syan.g_02186	Pras.g_00698
OG0000942	Syan.g_02184	Pras.g_00700
OG0000943	Syan.g_02183	Pras.g_00701
OG0000944	Syan.g_02181	Pras.g_00702
OG0000945	Syan.g_02180	Pras.g_00703
OG0000946	Syan.g_02167	Pras.g_00707
OG0000947	Syan.g_02164	Pras.g_00709
OG0000948	Syan.g_02163	Pras.g_00710
OG0000949	Syan.g_01951	Pras.g_00713
OG0000950	Syan.g_01940	Pras.g_00718
OG0000951	Syan.g_01932	Pras.g_00722
OG0000952	Syan.g_01927	Pras.g_00726
OG0000953	Syan.g_01922	Pras.g_00729
OG0000954	Syan.g_01916	Pras.g_00733
OG0000955	Syan.g_01915	Pras.g_00734
OG0000956	Syan.g_01913	Pras.g_00736
OG0000957	Syan.g_01898	Pras.g_00741
OG0000958	Syan.g_01897	Pras.g_00742
OG0000959	Syan.g_01893	Pras.g_00746
OG0000960	Syan.g_01892	Pras.g_00747
OG0000961	Syan.g_03024	Pras.g_00749
OG0000962	Syan.g_01887	Pras.g_00751
OG0000963	Syan.g_01881	Pras.g_00755
OG0000964	Syan.g_01880	Pras.g_00756
OG0000965	Syan.g_01879	Pras.g_00757
OG0000966	Syan.g_01812	Pras.g_00765
OG0000967	Syan.g_01804	Pras.g_00770
OG0000968	Syan.g_01706	Pras.g_00772
OG0000969	Syan.g_01708	Pras.g_00773
OG0000970	Syan.g_01709	Pras.g_00774
OG0000971	Syan.g_01711	Pras.g_00775
OG0000972	Syan.g_01712	Pras.g_00776
OG0000973	Syan.g_01713	Pras.g_00777
OG0000974	Syan.g_01714	Pras.g_00778
OG0000975	Syan.g_01715	Pras.g_00779
OG0000976	Syan.g_01716	Pras.g_00780
OG0000977	Syan.g_01718	Pras.g_00781
OG0000978	Syan.g_01719	Pras.g_00782
OG0000979	Syan.g_01722	Pras.g_00785
OG0000980	Syan.g_01725	Pras.g_00787
OG0000981	Syan.g_01728	Pras.g_00789
OG0000982	Syan.g_01566	Pras.g_00791
OG0000983	Syan.g_01567	Pras.g_00792
OG0000984	Syan.g_01568	Pras.g_00793
OG0000985	Syan.g_01572	Pras.g_00796
OG0000986	Syan.g_01574	Pras.g_00798
OG0000987	Syan.g_01576	Pras.g_00799
OG0000988	Syan.g_01581	Pras.g_00802
OG0000989	Syan.g_01587	Pras.g_00805
OG0000990	Syan.g_01615	Pras.g_00808
OG0000991	Syan.g_01618	Pras.g_00809
OG0000992	Syan.g_01622	Pras.g_00812
OG0000993	Syan.g_01623	Pras.g_00813
OG0000994	Syan.g_01625	Pras.g_00814
OG0000995	Syan.g_01629	Pras.g_00818
OG0000996	Syan.g_01653	Pras.g_00819
OG0000997	Syan.g_01677	Pras.g_00820
OG0000998	Syan.g_01679	Pras.g_00822
OG0000999	Syan.g_01680	Pras.g_00823
OG0001000	Syan.g_01684	Pras.g_00826
OG0001001	Syan.g_01690	Pras.g_00828
OG0001002	Syan.g_01697	Pras.g_00832
OG0001003	Syan.g_01699	Pras.g_00834
OG0001004	Syan.g_01700	Pras.g_00835
OG0001005	Syan.g_01701	Pras.g_00836
OG0001006	Syan.g_01794	Pras.g_00840
OG0001007	Syan.g_01796	Pras.g_00842
OG0001008	Syan.g_02397	Pras.g_01315
OG0001009	Syan.g_01748	Pras.g_00869
OG0001010	Syan.g_01747	Pras.g_00870
OG0001011	Syan.g_01745	Pras.g_00871
OG0001012	Syan.g_00281	Pras.g_00896
OG0001013	Syan.g_01542	Pras.g_00901
OG0001014	Syan.g_01535	Pras.g_00904
OG0001015	Syan.g_01534	Pras.g_00905
OG0001016	Syan.g_02912	Pras.g_00924
OG0001017	Syan.g_02918	Pras.g_00928
OG0001018	Syan.g_02920	Pras.g_00931
OG0001019	Syan.g_02947	Pras.g_00940
OG0001020	Syan.g_02951	Pras.g_00941
OG0001021	Syan.g_02958	Pras.g_00942
OG0001022	Syan.g_02964	Pras.g_00945
OG0001023	Syan.g_02965	Pras.g_00946
OG0001024	Syan.g_00968	Pras.g_00949
OG0001025	Syan.g_02971	Pras.g_00955
OG0001026	Syan.g_02984	Pras.g_00962
OG0001027	Syan.g_02308	Pras.g_00963
OG0001028	Syan.g_02305	Pras.g_00965
OG0001029	Syan.g_02303	Pras.g_00966
OG0001030	Syan.g_02281	Pras.g_00981
OG0001031	Syan.g_03060	Pras.g_01037
OG0001032	Syan.g_03063	Pras.g_01038
OG0001033	Syan.g_00970	Pras.g_01060
OG0001034	Syan.g_02425	Pras.g_01088
OG0001035	Syan.g_02062	Pras.g_01106
OG0001036	Syan.g_02056	Pras.g_01111
OG0001037	Syan.g_02054	Pras.g_01112
OG0001038	Syan.g_02025	Pras.g_01130
OG0001039	Syan.g_02022	Pras.g_01133
OG0001040	Syan.g_02019	Pras.g_01135
OG0001041	Syan.g_02015	Pras.g_01139
OG0001042	Syan.g_01992	Pras.g_01156
OG0001043	Syan.g_01988	Pras.g_01157
OG0001044	Syan.g_02145	Pras.g_01186
OG0001045	Syan.g_02132	Pras.g_01195
OG0001046	Syan.g_00591	Pras.g_01232
OG0001047	Syan.g_02399	Pras.g_01317
OG0001048	Syan.g_02400	Pras.g_01318
OG0001049	Syan.g_01340	Pras.g_01320
OG0001050	Syan.g_01339	Pras.g_01321
OG0001051	Syan.g_01338	Pras.g_01322
OG0001052	Syan.g_02850	Pras.g_01349
OG0001053	Syan.g_02761	Pras.g_01361
OG0001054	Syan.g_02742	Pras.g_01376
OG0001055	Syan.g_02721	Pras.g_01395
OG0001056	Syan.g_01161	Pras.g_01413
OG0001057	Syan.g_00832	Pras.g_01418
OG0001058	Syan.g_00851	Pras.g_01426
OG0001059	Syan.g_00855	Pras.g_01430
OG0001060	Syan.g_00861	Pras.g_01437
OG0001061	Syan.g_00880	Pras.g_01450
OG0001063	Syan.g_00945	Pras.g_01454
OG0001064	Syan.g_00946	Pras.g_01455
OG0001065	Syan.g_00947	Pras.g_01456
OG0001066	Syan.g_00948	Pras.g_01457
OG0001067	Syan.g_00949	Pras.g_01459
OG0001068	Syan.g_00950	Pras.g_01460
OG0001069	Syan.g_00951	Pras.g_01461
OG0001070	Syan.g_00955	Pras.g_01464
OG0001071	Syan.g_00956	Pras.g_01465
OG0001072	Syan.g_00960	Pras.g_01466
OG0001073	Syan.g_01012	Pras.g_01480
OG0001074	Syan.g_00202	Pras.g_01491
OG0001075	Syan.g_00200	Pras.g_01492
OG0001076	Syan.g_00012	Pras.g_01500
OG0001077	Syan.g_01140	Pras.g_01504
OG0001078	Syan.g_00815	Pras.g_01512
OG0001079	Syan.g_00799	Pras.g_01523
OG0001080	Syan.g_00781	Pras.g_01529
OG0001081	Syan.g_00779	Pras.g_01531
OG0001082	Syan.g_00778	Pras.g_01532
OG0001083	Syan.g_00771	Pras.g_01537
OG0001084	Syan.g_00770	Pras.g_01538
OG0001086	Syan.g_00757	Pras.g_01547
OG0001087	Syan.g_01159	Pras.g_01564
OG0001088	Syan.g_02688	Pras.g_01565
OG0001089	Syan.g_00185	Pras.g_01573
OG0001090	Syan.g_00317	Pras.g_01607
OG0001091	Syan.g_00320	Pras.g_01609
OG0001092	Syan.g_00322	Pras.g_01610
OG0001093	Syan.g_00328	Pras.g_01615
OG0001094	Syan.g_00696	Pras.g_01695
OG0001095	Syan.g_00675	Pras.g_01714
OG0001096	Syan.g_00659	Pras.g_01727
OG0001097	Syan.g_00386	Pras.g_01745
OG0001099	Syan.g_02304	Pras.g_01791
OG0001100	Syan.g_00749	Pras.g_01793
OG0001101	Syan.g_00747	Pras.g_01795
OG0001102	Syan.g_00744	Pras.g_01798
OG0001103	Syan.g_00742	Pras.g_01800
OG0001104	Syan.g_00714	Pras.g_01822
OG0001106	Syan.g_00551	Pras.g_01850
OG0001107	Syan.g_00563	Pras.g_01857
OG0001108	Syan.g_00571	Pras.g_01861
OG0001109	Syan.g_00573	Pras.g_01862
OG0001110	Syan.g_00575	Pras.g_01864
OG0001111	Syan.g_00577	Pras.g_01865
OG0001112	Syan.g_00579	Pras.g_01866
OG0001113	Syan.g_00580	Pras.g_01867
OG0001114	Syan.g_00581	Pras.g_01868
OG0001115	Syan.g_00586	Pras.g_01870
OG0001116	Syan.g_00588	Pras.g_01871
OG0001117	Syan.g_00589	Pras.g_01872
OG0001118	Syan.g_00590	Pras.g_01873
OG0001119	Syan.g_00592	Pras.g_01874
OG0001120	Syan.g_00597	Pras.g_01876
OG0001122	Syan.g_00366	Pras.g_01906
OG0001123	Syan.g_00359	Pras.g_01910
OG0001124	Syan.g_00357	Pras.g_01912
OG0001125	Syan.g_00355	Pras.g_01913
OG0001126	Syan.g_00307	Pras.g_01923
OG0001127	Syan.g_00306	Pras.g_01924
OG0001128	Syan.g_00303	Pras.g_01926
OG0001129	Syan.g_00301	Pras.g_01927
OG0001130	Syan.g_00300	Pras.g_01928
OG0001131	Syan.g_00079	Pras.g_01964
OG0001132	Syan.g_00100	Pras.g_01973
OG0001133	Syan.g_00006	Pras.g_00009
OG0001134	Syan.g_01146	Pras.g_00023
OG0001135	Syan.g_01150	Pras.g_00026
OG0001136	Syan.g_02699	Pras.g_00053
OG0001137	Syan.g_02670	Pras.g_00064
OG0001138	Syan.g_02638	Pras.g_00082
OG0001139	Syan.g_02636	Pras.g_00083
OG0001140	Syan.g_02635	Pras.g_00084
OG0001141	Syan.g_02625	Pras.g_00085
OG0001142	Syan.g_02624	Pras.g_00086
OG0001143	Syan.g_02616	Pras.g_00093
OG0001144	Syan.g_02596	Pras.g_00099
OG0001145	Syan.g_01200	Pras.g_00200
OG0001146	Syan.g_01219	Pras.g_00213
OG0001147	Syan.g_02842	Pras.g_00236
OG0001148	Syan.g_02775	Pras.g_00252
OG0001149	Syan.g_02776	Pras.g_00253
OG0001150	Syan.g_02777	Pras.g_00254
OG0001151	Syan.g_02884	Pras.g_00265
OG0001152	Syan.g_02885	Pras.g_00266
OG0001153	Syan.g_02828	Pras.g_00382
OG0001154	Syan.g_02829	Pras.g_00384
OG0001156	Syan.g_02404	Pras.g_00400
OG0001157	Syan.g_02403	Pras.g_00401
OG0001158	Syan.g_02402	Pras.g_00402
OG0001160	Syan.g_01377	Pras.g_00428
OG0001161	Syan.g_01594	Pras.g_00441
OG0001162	Syan.g_02943	Pras.g_00452
OG0001163	Syan.g_01385	Pras.g_00542
OG0001164	Syan.g_01392	Pras.g_00546
OG0001165	Syan.g_01397	Pras.g_00549
OG0001166	Syan.g_01430	Pras.g_00569
OG0001167	Syan.g_00992	Pras.g_00586
OG0001168	Syan.g_01456	Pras.g_00588
OG0001169	Syan.g_01458	Pras.g_00590
OG0001170	Syan.g_01460	Pras.g_00592
OG0001171	Syan.g_01470	Pras.g_00602
OG0001172	Syan.g_02110	Pras.g_00616
OG0001173	Syan.g_02111	Pras.g_00617
OG0001174	Syan.g_02119	Pras.g_00625
OG0001175	Syan.g_02120	Pras.g_00626
OG0001176	Syan.g_02253	Pras.g_00633
OG0001177	Syan.g_02256	Pras.g_00636
OG0001179	Syan.g_02218	Pras.g_00671
OG0001180	Syan.g_02191	Pras.g_00693
OG0001181	Syan.g_02187	Pras.g_00697
OG0001182	Syan.g_02179	Pras.g_00704
OG0001183	Syan.g_02166	Pras.g_00708
OG0001184	Syan.g_01929	Pras.g_00724
OG0001185	Syan.g_01902	Pras.g_00738
OG0001186	Syan.g_01864	Pras.g_00762
