Orthogroup	Syan	Syai
OG0000593	Syan.g_00820	Syai.g_01100
OG0000594	Syan.g_00819	Syai.g_01101
OG0000595	Syan.g_00818	Syai.g_01102
OG0000596	Syan.g_00813	Syai.g_01107
OG0000597	Syan.g_00810	Syai.g_01110
OG0000598	Syan.g_00809	Syai.g_01111
OG0000599	Syan.g_00802	Syai.g_01114
OG0000600	Syan.g_00801	Syai.g_01115
OG0000601	Syan.g_00800	Syai.g_01116
OG0000602	Syan.g_00796	Syai.g_01121
OG0000603	Syan.g_00795	Syai.g_01122
OG0000604	Syan.g_00792	Syai.g_01125
OG0000605	Syan.g_00783	Syai.g_01609
OG0000606	Syan.g_00780	Syai.g_01221
OG0000607	Syan.g_00777	Syai.g_01224
OG0000608	Syan.g_00776	Syai.g_01225
OG0000609	Syan.g_00774	Syai.g_01227
OG0000610	Syan.g_00766	Syai.g_01234
OG0000611	Syan.g_00763	Syai.g_01237
OG0000612	Syan.g_00762	Syai.g_01238
OG0000613	Syan.g_01965	Syai.g_00196
OG0000614	Syan.g_00184	Syai.g_01981
OG0000615	Syan.g_00728	Syai.g_01286
OG0000616	Syan.g_01694	Syai.g_02914
OG0000617	Syan.g_00324	Syai.g_01393
OG0000618	Syan.g_00325	Syai.g_01394
OG0000619	Syan.g_00326	Syai.g_01395
OG0000620	Syan.g_00331	Syai.g_01402
OG0000621	Syan.g_00332	Syai.g_01403
OG0000622	Syan.g_00334	Syai.g_01404
OG0000623	Syan.g_00335	Syai.g_01405
OG0000624	Syan.g_00337	Syai.g_01407
OG0000625	Syan.g_00338	Syai.g_01408
OG0000626	Syan.g_00339	Syai.g_01409
OG0000627	Syan.g_00465	Syai.g_01575
OG0000628	Syan.g_00466	Syai.g_01573
OG0000629	Syan.g_00469	Syai.g_01570
OG0000630	Syan.g_00474	Syai.g_01566
OG0000631	Syan.g_00484	Syai.g_01557
OG0000632	Syan.g_00485	Syai.g_01556
OG0000633	Syan.g_00489	Syai.g_01555
OG0000634	Syan.g_00694	Syai.g_01317
OG0000635	Syan.g_00693	Syai.g_01318
OG0000636	Syan.g_00691	Syai.g_01320
OG0000637	Syan.g_00689	Syai.g_01322
OG0000638	Syan.g_00688	Syai.g_01323
OG0000639	Syan.g_00687	Syai.g_01324
OG0000640	Syan.g_00686	Syai.g_01325
OG0000641	Syan.g_00682	Syai.g_01329
OG0000642	Syan.g_00681	Syai.g_01330
OG0000643	Syan.g_00679	Syai.g_01349
OG0000644	Syan.g_00678	Syai.g_01350
OG0000645	Syan.g_00676	Syai.g_01352
OG0000646	Syan.g_00673	Syai.g_01355
OG0000647	Syan.g_00671	Syai.g_01357
OG0000648	Syan.g_00669	Syai.g_01362
OG0000649	Syan.g_00668	Syai.g_01363
OG0000650	Syan.g_00667	Syai.g_01364
OG0000651	Syan.g_00666	Syai.g_01365
OG0000652	Syan.g_00665	Syai.g_01366
OG0000653	Syan.g_00663	Syai.g_01368
OG0000654	Syan.g_00661	Syai.g_01369
OG0000655	Syan.g_00660	Syai.g_01370
OG0000656	Syan.g_00656	Syai.g_01373
OG0000657	Syan.g_00375	Syai.g_02045
OG0000658	Syan.g_00378	Syai.g_02049
OG0000659	Syan.g_00379	Syai.g_02050
OG0000660	Syan.g_00383	Syai.g_02054
OG0000662	Syan.g_00392	Syai.g_02058
OG0000663	Syan.g_00395	Syai.g_02061
OG0000664	Syan.g_00397	Syai.g_02062
OG0000665	Syan.g_00788	Syai.g_02431
OG0000666	Syan.g_02100	Syai.g_01610
OG0000667	Syan.g_00044	Syai.g_01724
OG0000668	Syan.g_00365	Syai.g_01436
OG0000669	Syan.g_00751	Syai.g_01251
OG0000670	Syan.g_00748	Syai.g_00561
OG0000671	Syan.g_00746	Syai.g_01255
OG0000672	Syan.g_00743	Syai.g_01259
OG0000673	Syan.g_00740	Syai.g_01262
OG0000674	Syan.g_00738	Syai.g_01264
OG0000675	Syan.g_00737	Syai.g_01265
OG0000676	Syan.g_00735	Syai.g_01275
OG0000677	Syan.g_00734	Syai.g_01276
OG0000678	Syan.g_00732	Syai.g_01279
OG0000679	Syan.g_00724	Syai.g_01288
OG0000680	Syan.g_00723	Syai.g_01289
OG0000681	Syan.g_00720	Syai.g_01292
OG0000682	Syan.g_00719	Syai.g_01293
OG0000683	Syan.g_00718	Syai.g_01294
OG0000684	Syan.g_00715	Syai.g_01299
OG0000685	Syan.g_00713	Syai.g_01301
OG0000686	Syan.g_00712	Syai.g_01302
OG0000687	Syan.g_00711	Syai.g_01303
OG0000688	Syan.g_00706	Syai.g_01307
OG0000689	Syan.g_00704	Syai.g_01309
OG0000690	Syan.g_00703	Syai.g_01310
OG0000691	Syan.g_00702	Syai.g_01311
OG0000692	Syan.g_00700	Syai.g_01312
OG0000693	Syan.g_00698	Syai.g_01313
OG0000694	Syan.g_00697	Syai.g_01314
OG0000695	Syan.g_00492	Syai.g_01553
OG0000696	Syan.g_00493	Syai.g_01552
OG0000697	Syan.g_00495	Syai.g_01550
OG0000698	Syan.g_00498	Syai.g_01547
OG0000699	Syan.g_00500	Syai.g_01545
OG0000700	Syan.g_00501	Syai.g_01544
OG0000701	Syan.g_00502	Syai.g_01543
OG0000702	Syan.g_00534	Syai.g_01521
OG0000703	Syan.g_00546	Syai.g_01520
OG0000704	Syan.g_00550	Syai.g_01518
OG0000705	Syan.g_00557	Syai.g_01511
OG0000706	Syan.g_00558	Syai.g_01510
OG0000707	Syan.g_00559	Syai.g_01509
OG0000708	Syan.g_00562	Syai.g_01506
OG0000709	Syan.g_00570	Syai.g_01497
OG0000710	Syan.g_00574	Syai.g_01487
OG0000711	Syan.g_00607	Syai.g_01456
OG0000712	Syan.g_00609	Syai.g_01454
OG0000713	Syan.g_00610	Syai.g_01453
OG0000714	Syan.g_00624	Syai.g_01451
OG0000715	Syan.g_00626	Syai.g_01449
OG0000716	Syan.g_00630	Syai.g_01445
OG0000717	Syan.g_00631	Syai.g_01444
OG0000718	Syan.g_00651	Syai.g_01440
OG0000719	Syan.g_00367	Syai.g_01438
OG0000720	Syan.g_00354	Syai.g_01425
OG0000721	Syan.g_00352	Syai.g_01423
OG0000722	Syan.g_00351	Syai.g_01422
OG0000723	Syan.g_00341	Syai.g_01411
OG0000724	Syan.g_00299	Syai.g_02013
OG0000725	Syan.g_00194	Syai.g_02004
OG0000726	Syan.g_00193	Syai.g_02003
OG0000727	Syan.g_00192	Syai.g_02002
OG0000728	Syan.g_00190	Syai.g_02000
OG0000729	Syan.g_01885	Syai.g_00097
OG0000730	Syan.g_02147	Syai.g_00483
OG0000731	Syan.g_02135	Syai.g_00495
OG0000732	Syan.g_01726	Syai.g_00058
OG0000733	Syan.g_01147	Syai.g_02805
OG0000734	Syan.g_02982	Syai.g_02548
OG0000735	Syan.g_02713	Syai.g_02159
OG0000736	Syan.g_02712	Syai.g_02158
OG0000737	Syan.g_02711	Syai.g_02157
OG0000738	Syan.g_02705	Syai.g_02152
OG0000739	Syan.g_02704	Syai.g_02151
OG0000740	Syan.g_02703	Syai.g_02150
OG0000741	Syan.g_02700	Syai.g_02147
OG0000742	Syan.g_02697	Syai.g_02145
OG0000743	Syan.g_02694	Syai.g_02143
OG0000744	Syan.g_02693	Syai.g_02142
OG0000745	Syan.g_02690	Syai.g_02140
OG0000746	Syan.g_02687	Syai.g_02138
OG0000747	Syan.g_02685	Syai.g_02137
OG0000748	Syan.g_02669	Syai.g_02125
OG0000749	Syan.g_02668	Syai.g_02123
OG0000750	Syan.g_02667	Syai.g_02122
OG0000751	Syan.g_02661	Syai.g_02116
OG0000752	Syan.g_02659	Syai.g_02114
OG0000753	Syan.g_02656	Syai.g_02111
OG0000754	Syan.g_02650	Syai.g_01750
OG0000755	Syan.g_02641	Syai.g_01760
OG0000756	Syan.g_02640	Syai.g_01761
OG0000757	Syan.g_02623	Syai.g_01769
OG0000758	Syan.g_02622	Syai.g_01770
OG0000759	Syan.g_02621	Syai.g_01771
OG0000760	Syan.g_02620	Syai.g_01772
OG0000761	Syan.g_02619	Syai.g_01775
OG0000762	Syan.g_02617	Syai.g_01777
OG0000763	Syan.g_02615	Syai.g_01779
OG0000764	Syan.g_02614	Syai.g_01780
OG0000765	Syan.g_02587	Syai.g_01797
OG0000766	Syan.g_02586	Syai.g_01798
OG0000767	Syan.g_02584	Syai.g_01800
OG0000768	Syan.g_02583	Syai.g_01801
OG0000769	Syan.g_02581	Syai.g_01803
OG0000770	Syan.g_02561	Syai.g_01822
OG0000771	Syan.g_00305	Syai.g_02019
OG0000772	Syan.g_00436	Syai.g_01639
OG0000773	Syan.g_01199	Syai.g_02164
OG0000774	Syan.g_01205	Syai.g_02168
OG0000775	Syan.g_01207	Syai.g_02172
OG0000776	Syan.g_01208	Syai.g_02173
OG0000777	Syan.g_01209	Syai.g_02174
OG0000778	Syan.g_01210	Syai.g_02175
OG0000779	Syan.g_01215	Syai.g_02181
OG0000780	Syan.g_01218	Syai.g_02184
OG0000781	Syan.g_01222	Syai.g_02188
OG0000782	Syan.g_01223	Syai.g_02189
OG0000783	Syan.g_01224	Syai.g_02190
OG0000784	Syan.g_01225	Syai.g_02191
OG0000785	Syan.g_01228	Syai.g_02193
OG0000786	Syan.g_01243	Syai.g_00816
OG0000787	Syan.g_01244	Syai.g_00815
OG0000788	Syan.g_00843	Syai.g_01117
OG0000789	Syan.g_00075	Syai.g_01596
OG0000790	Syan.g_02778	Syai.g_00623
OG0000791	Syan.g_02780	Syai.g_00621
OG0000792	Syan.g_02781	Syai.g_00620
OG0000793	Syan.g_02879	Syai.g_00615
OG0000794	Syan.g_02881	Syai.g_00614
OG0000795	Syan.g_02882	Syai.g_00613
OG0000796	Syan.g_02886	Syai.g_00609
OG0000797	Syan.g_02888	Syai.g_00608
OG0000798	Syan.g_02026	Syai.g_00262
OG0000799	Syan.g_01310	Syai.g_00996
OG0000800	Syan.g_01308	Syai.g_00993
OG0000801	Syan.g_01307	Syai.g_00992
OG0000802	Syan.g_01303	Syai.g_00988
OG0000803	Syan.g_01294	Syai.g_00983
OG0000804	Syan.g_01291	Syai.g_00980
OG0000805	Syan.g_01289	Syai.g_00965
OG0000806	Syan.g_01287	Syai.g_00963
OG0000807	Syan.g_01286	Syai.g_00961
OG0000808	Syan.g_01285	Syai.g_00960
OG0000809	Syan.g_01281	Syai.g_00957
OG0000810	Syan.g_01280	Syai.g_00956
OG0000811	Syan.g_01272	Syai.g_00950
OG0000812	Syan.g_01270	Syai.g_00948
OG0000813	Syan.g_01269	Syai.g_00947
OG0000814	Syan.g_01267	Syai.g_00945
OG0000815	Syan.g_01249	Syai.g_00944
OG0000816	Syan.g_01247	Syai.g_00942
OG0000817	Syan.g_01328	Syai.g_00941
OG0000818	Syan.g_02807	Syai.g_00935
OG0000819	Syan.g_02808	Syai.g_00934
OG0000820	Syan.g_02809	Syai.g_00933
OG0000821	Syan.g_02815	Syai.g_00916
OG0000822	Syan.g_02817	Syai.g_00914
OG0000823	Syan.g_02818	Syai.g_00913
OG0000824	Syan.g_02824	Syai.g_00907
OG0000825	Syan.g_02825	Syai.g_00906
OG0000826	Syan.g_02826	Syai.g_00905
OG0000827	Syan.g_02827	Syai.g_00904
OG0000828	Syan.g_02830	Syai.g_00900
OG0000829	Syan.g_02831	Syai.g_00899
OG0000830	Syan.g_02832	Syai.g_00898
OG0000831	Syan.g_02834	Syai.g_00896
OG0000832	Syan.g_02408	Syai.g_02296
OG0000833	Syan.g_01343	Syai.g_02305
OG0000834	Syan.g_01345	Syai.g_02307
OG0000835	Syan.g_01346	Syai.g_02308
OG0000836	Syan.g_01349	Syai.g_02312
OG0000837	Syan.g_01351	Syai.g_02313
OG0000838	Syan.g_01355	Syai.g_02323
OG0000839	Syan.g_01356	Syai.g_02324
OG0000840	Syan.g_01357	Syai.g_02325
OG0000841	Syan.g_01358	Syai.g_02326
OG0000842	Syan.g_01359	Syai.g_02327
OG0000843	Syan.g_01360	Syai.g_02328
OG0000844	Syan.g_01362	Syai.g_02330
OG0000845	Syan.g_01363	Syai.g_02331
OG0000846	Syan.g_01364	Syai.g_02332
OG0000847	Syan.g_01365	Syai.g_02333
OG0000848	Syan.g_01367	Syai.g_02335
OG0000849	Syan.g_01368	Syai.g_02336
OG0000850	Syan.g_01371	Syai.g_02339
OG0000851	Syan.g_01374	Syai.g_02352
OG0000852	Syan.g_01375	Syai.g_02353
OG0000853	Syan.g_01379	Syai.g_02357
OG0000854	Syan.g_01381	Syai.g_02359
OG0000855	Syan.g_01382	Syai.g_02360
OG0000856	Syan.g_01136	Syai.g_01078
OG0000857	Syan.g_00672	Syai.g_01356
OG0000858	Syan.g_01389	Syai.g_02366
OG0000859	Syan.g_01390	Syai.g_02367
OG0000860	Syan.g_01402	Syai.g_02380
OG0000861	Syan.g_01403	Syai.g_02381
OG0000862	Syan.g_01412	Syai.g_02382
OG0000863	Syan.g_01414	Syai.g_02385
OG0000864	Syan.g_00969	Syai.g_02386
OG0000865	Syan.g_01415	Syai.g_02387
OG0000866	Syan.g_01416	Syai.g_02388
OG0000867	Syan.g_01417	Syai.g_02389
OG0000868	Syan.g_01421	Syai.g_02392
OG0000869	Syan.g_01426	Syai.g_02396
OG0000870	Syan.g_01431	Syai.g_02401
OG0000871	Syan.g_01432	Syai.g_02402
OG0000872	Syan.g_01438	Syai.g_02409
OG0000873	Syan.g_01441	Syai.g_02412
OG0000874	Syan.g_01443	Syai.g_02408
OG0000875	Syan.g_01445	Syai.g_02416
OG0000876	Syan.g_00391	Syai.g_02243
OG0000877	Syan.g_01449	Syai.g_02250
OG0000878	Syan.g_01450	Syai.g_02251
OG0000879	Syan.g_01451	Syai.g_02252
OG0000880	Syan.g_01452	Syai.g_02253
OG0000881	Syan.g_01457	Syai.g_02257
OG0000882	Syan.g_01462	Syai.g_02262
OG0000883	Syan.g_01464	Syai.g_02264
OG0000884	Syan.g_01466	Syai.g_02266
OG0000885	Syan.g_01467	Syai.g_02267
OG0000886	Syan.g_01468	Syai.g_02268
OG0000887	Syan.g_01469	Syai.g_02269
OG0000888	Syan.g_01471	Syai.g_02271
OG0000889	Syan.g_01473	Syai.g_02273
OG0000890	Syan.g_01476	Syai.g_02279
OG0000891	Syan.g_01477	Syai.g_02280
OG0000892	Syan.g_01480	Syai.g_02282
OG0000893	Syan.g_02103	Syai.g_00318
OG0000894	Syan.g_02108	Syai.g_00321
OG0000895	Syan.g_02112	Syai.g_00325
OG0000896	Syan.g_02113	Syai.g_00326
OG0000897	Syan.g_02115	Syai.g_00328
OG0000898	Syan.g_02116	Syai.g_00329
OG0000899	Syan.g_02117	Syai.g_00330
OG0000900	Syan.g_02118	Syai.g_00331
OG0000901	Syan.g_02123	Syai.g_00336
OG0000902	Syan.g_02125	Syai.g_00338
OG0000903	Syan.g_02252	Syai.g_00353
OG0000904	Syan.g_02258	Syai.g_00348
OG0000905	Syan.g_02129	Syai.g_00342
OG0000906	Syan.g_02127	Syai.g_00340
OG0000907	Syan.g_02245	Syai.g_00358
OG0000908	Syan.g_02242	Syai.g_00361
OG0000909	Syan.g_02241	Syai.g_00362
OG0000910	Syan.g_02240	Syai.g_00363
OG0000911	Syan.g_02238	Syai.g_00365
OG0000912	Syan.g_02237	Syai.g_00366
OG0000913	Syan.g_02236	Syai.g_00367
OG0000914	Syan.g_02235	Syai.g_00368
OG0000915	Syan.g_02233	Syai.g_00370
OG0000916	Syan.g_02232	Syai.g_00371
OG0000917	Syan.g_02231	Syai.g_00372
OG0000918	Syan.g_02230	Syai.g_00373
OG0000919	Syan.g_02229	Syai.g_00374
OG0000920	Syan.g_02228	Syai.g_00375
OG0000921	Syan.g_02227	Syai.g_00376
OG0000922	Syan.g_02226	Syai.g_00377
OG0000923	Syan.g_02222	Syai.g_00381
OG0000924	Syan.g_02221	Syai.g_00382
OG0000925	Syan.g_02220	Syai.g_00383
OG0000926	Syan.g_02219	Syai.g_00384
OG0000927	Syan.g_02217	Syai.g_00386
OG0000928	Syan.g_02216	Syai.g_00387
OG0000929	Syan.g_02215	Syai.g_00388
OG0000930	Syan.g_02214	Syai.g_00389
OG0000931	Syan.g_02213	Syai.g_00390
OG0000932	Syan.g_02212	Syai.g_00391
OG0000933	Syan.g_02206	Syai.g_00397
OG0000934	Syan.g_02204	Syai.g_00399
OG0000935	Syan.g_02203	Syai.g_00400
OG0000936	Syan.g_02202	Syai.g_00401
OG0000937	Syan.g_02201	Syai.g_00402
OG0000938	Syan.g_02198	Syai.g_00405
OG0000939	Syan.g_02197	Syai.g_00406
OG0000940	Syan.g_02188	Syai.g_00413
OG0000941	Syan.g_02186	Syai.g_00415
OG0000942	Syan.g_02184	Syai.g_00417
OG0000943	Syan.g_02183	Syai.g_00418
OG0000944	Syan.g_02181	Syai.g_00420
OG0000945	Syan.g_02180	Syai.g_00422
OG0000946	Syan.g_02167	Syai.g_00428
OG0000947	Syan.g_02164	Syai.g_00431
OG0000948	Syan.g_02163	Syai.g_00432
OG0000949	Syan.g_01951	Syai.g_00174
OG0000950	Syan.g_01940	Syai.g_00163
OG0000951	Syan.g_01932	Syai.g_00158
OG0000952	Syan.g_01927	Syai.g_00136
OG0000953	Syan.g_01922	Syai.g_00132
OG0000954	Syan.g_01916	Syai.g_00127
OG0000955	Syan.g_01915	Syai.g_00126
OG0000956	Syan.g_01913	Syai.g_00124
OG0000957	Syan.g_01898	Syai.g_00113
OG0000958	Syan.g_01897	Syai.g_00112
OG0000959	Syan.g_01893	Syai.g_00108
OG0000960	Syan.g_01892	Syai.g_00107
OG0000961	Syan.g_03024	Syai.g_00100
OG0000962	Syan.g_01887	Syai.g_00098
OG0000963	Syan.g_01881	Syai.g_00094
OG0000964	Syan.g_01880	Syai.g_00093
OG0000965	Syan.g_01879	Syai.g_00092
OG0000966	Syan.g_01812	Syai.g_00082
OG0000967	Syan.g_01804	Syai.g_00077
OG0000968	Syan.g_01706	Syai.g_00085
OG0000969	Syan.g_01708	Syai.g_00080
OG0000970	Syan.g_01709	Syai.g_00079
OG0000971	Syan.g_01711	Syai.g_00074
OG0000972	Syan.g_01712	Syai.g_00073
OG0000973	Syan.g_01713	Syai.g_00072
OG0000974	Syan.g_01714	Syai.g_00071
OG0000975	Syan.g_01715	Syai.g_00070
OG0000976	Syan.g_01716	Syai.g_00069
OG0000977	Syan.g_01718	Syai.g_00067
OG0000978	Syan.g_01719	Syai.g_00065
OG0000979	Syan.g_01722	Syai.g_00062
OG0000980	Syan.g_01725	Syai.g_00059
OG0000981	Syan.g_01728	Syai.g_00056
OG0000982	Syan.g_01566	Syai.g_02777
OG0000983	Syan.g_01567	Syai.g_02778
OG0000984	Syan.g_01568	Syai.g_02779
OG0000985	Syan.g_01572	Syai.g_02781
OG0000986	Syan.g_01574	Syai.g_02784
OG0000987	Syan.g_01576	Syai.g_02786
OG0000988	Syan.g_01581	Syai.g_02790
OG0000989	Syan.g_01587	Syai.g_02797
OG0000990	Syan.g_01615	Syai.g_02825
OG0000991	Syan.g_01618	Syai.g_02827
OG0000992	Syan.g_01622	Syai.g_02830
OG0000993	Syan.g_01623	Syai.g_02831
OG0000994	Syan.g_01625	Syai.g_02834
OG0000995	Syan.g_01629	Syai.g_02840
OG0000996	Syan.g_01653	Syai.g_02891
OG0000997	Syan.g_01677	Syai.g_02900
OG0000998	Syan.g_01679	Syai.g_02902
OG0000999	Syan.g_01680	Syai.g_02903
OG0001000	Syan.g_01684	Syai.g_02906
OG0001001	Syan.g_01690	Syai.g_02911
OG0001002	Syan.g_01697	Syai.g_02918
OG0001003	Syan.g_01699	Syai.g_02919
OG0001004	Syan.g_01700	Syai.g_02920
OG0001005	Syan.g_01701	Syai.g_02921
OG0001006	Syan.g_01794	Syai.g_02931
OG0001007	Syan.g_01796	Syai.g_02933
OG0001008	Syan.g_02397	Syai.g_02227
OG0001009	Syan.g_01748	Syai.g_00034
OG0001010	Syan.g_01747	Syai.g_00035
OG0001011	Syan.g_01745	Syai.g_00037
OG0001012	Syan.g_00281	Syai.g_02773
OG0001013	Syan.g_01542	Syai.g_02750
OG0001014	Syan.g_01535	Syai.g_02726
OG0001015	Syan.g_01534	Syai.g_02725
OG0001016	Syan.g_02912	Syai.g_02479
OG0001017	Syan.g_02918	Syai.g_02485
OG0001018	Syan.g_02920	Syai.g_02487
OG0001019	Syan.g_02947	Syai.g_02508
OG0001020	Syan.g_02951	Syai.g_02516
OG0001021	Syan.g_02958	Syai.g_02523
OG0001022	Syan.g_02964	Syai.g_02528
OG0001023	Syan.g_02965	Syai.g_02529
OG0001024	Syan.g_00968	Syai.g_02533
OG0001025	Syan.g_02971	Syai.g_02540
OG0001026	Syan.g_02984	Syai.g_02550
OG0001027	Syan.g_02308	Syai.g_02555
OG0001028	Syan.g_02305	Syai.g_02557
OG0001029	Syan.g_02303	Syai.g_02559
OG0001030	Syan.g_02281	Syai.g_02580
OG0001031	Syan.g_03060	Syai.g_02656
OG0001032	Syan.g_03063	Syai.g_02658
OG0001033	Syan.g_00970	Syai.g_02685
OG0001034	Syan.g_02425	Syai.g_00537
OG0001035	Syan.g_02062	Syai.g_00295
OG0001036	Syan.g_02056	Syai.g_00290
OG0001037	Syan.g_02054	Syai.g_00288
OG0001038	Syan.g_02025	Syai.g_00261
OG0001039	Syan.g_02022	Syai.g_00258
OG0001040	Syan.g_02019	Syai.g_00255
OG0001041	Syan.g_02015	Syai.g_00250
OG0001042	Syan.g_01992	Syai.g_00225
OG0001043	Syan.g_01988	Syai.g_00221
OG0001044	Syan.g_02145	Syai.g_00485
OG0001045	Syan.g_02132	Syai.g_00498
OG0001046	Syan.g_00591	Syai.g_01471
OG0001047	Syan.g_02399	Syai.g_02225
OG0001048	Syan.g_02400	Syai.g_02224
OG0001049	Syan.g_01340	Syai.g_02215
OG0001050	Syan.g_01339	Syai.g_02214
OG0001051	Syan.g_01338	Syai.g_02213
OG0001052	Syan.g_02850	Syai.g_00861
OG0001053	Syan.g_02761	Syai.g_00641
OG0001054	Syan.g_02742	Syai.g_00658
OG0001055	Syan.g_02721	Syai.g_00679
OG0001056	Syan.g_01161	Syai.g_00713
OG0001057	Syan.g_00832	Syai.g_00721
OG0001058	Syan.g_00851	Syai.g_00734
OG0001059	Syan.g_00855	Syai.g_00738
OG0001060	Syan.g_00861	Syai.g_00744
OG0001061	Syan.g_00880	Syai.g_00765
OG0001063	Syan.g_00945	Syai.g_00774
OG0001064	Syan.g_00946	Syai.g_00775
OG0001065	Syan.g_00947	Syai.g_00776
OG0001066	Syan.g_00948	Syai.g_00777
OG0001067	Syan.g_00949	Syai.g_00778
OG0001068	Syan.g_00950	Syai.g_00779
OG0001069	Syan.g_00951	Syai.g_00780
OG0001070	Syan.g_00955	Syai.g_00783
OG0001071	Syan.g_00956	Syai.g_00784
OG0001072	Syan.g_00960	Syai.g_00788
OG0001073	Syan.g_01012	Syai.g_00807
OG0001074	Syan.g_00202	Syai.g_01051
OG0001075	Syan.g_00200	Syai.g_01053
OG0001076	Syan.g_00012	Syai.g_01069
OG0001077	Syan.g_01140	Syai.g_01081
OG0001078	Syan.g_00815	Syai.g_01105
OG0001079	Syan.g_00799	Syai.g_01118
OG0001080	Syan.g_00781	Syai.g_01606
OG0001081	Syan.g_00779	Syai.g_01222
OG0001082	Syan.g_00778	Syai.g_01223
OG0001083	Syan.g_00771	Syai.g_01230
OG0001084	Syan.g_00770	Syai.g_01231
OG0001086	Syan.g_00757	Syai.g_01243
OG0001087	Syan.g_01159	Syai.g_01953
OG0001088	Syan.g_02688	Syai.g_01957
OG0001089	Syan.g_00185	Syai.g_01996
OG0001090	Syan.g_00317	Syai.g_01387
OG0001091	Syan.g_00320	Syai.g_01389
OG0001092	Syan.g_00322	Syai.g_01391
OG0001093	Syan.g_00328	Syai.g_01397
OG0001094	Syan.g_00696	Syai.g_01315
OG0001096	Syan.g_00659	Syai.g_01371
OG0001097	Syan.g_00386	Syai.g_02057
OG0001099	Syan.g_02304	Syai.g_02558
OG0001100	Syan.g_00749	Syai.g_01253
OG0001101	Syan.g_00747	Syai.g_01254
OG0001102	Syan.g_00744	Syai.g_01257
OG0001103	Syan.g_00742	Syai.g_01260
OG0001104	Syan.g_00714	Syai.g_01300
OG0001106	Syan.g_00551	Syai.g_01517
OG0001107	Syan.g_00563	Syai.g_01505
OG0001108	Syan.g_00571	Syai.g_01496
OG0001109	Syan.g_00573	Syai.g_01488
OG0001110	Syan.g_00575	Syai.g_01486
OG0001111	Syan.g_00577	Syai.g_01484
OG0001112	Syan.g_00579	Syai.g_01482
OG0001113	Syan.g_00580	Syai.g_01481
OG0001114	Syan.g_00581	Syai.g_01480
OG0001115	Syan.g_00586	Syai.g_01476
OG0001116	Syan.g_00588	Syai.g_01474
OG0001117	Syan.g_00589	Syai.g_01473
OG0001118	Syan.g_00590	Syai.g_01472
OG0001119	Syan.g_00592	Syai.g_01470
OG0001120	Syan.g_00597	Syai.g_01466
OG0001122	Syan.g_00366	Syai.g_01437
OG0001123	Syan.g_00359	Syai.g_01430
OG0001124	Syan.g_00357	Syai.g_01428
OG0001125	Syan.g_00355	Syai.g_01426
OG0001126	Syan.g_00307	Syai.g_02021
OG0001127	Syan.g_00306	Syai.g_02020
OG0001128	Syan.g_00303	Syai.g_02017
OG0001129	Syan.g_00301	Syai.g_02015
OG0001130	Syan.g_00300	Syai.g_02014
OG0001131	Syan.g_00079	Syai.g_01281
OG0001132	Syan.g_00100	Syai.g_01620
OG0001133	Syan.g_00006	Syai.g_01072
OG0001134	Syan.g_01146	Syai.g_01745
OG0001135	Syan.g_02542	Syai.g_01742
OG0001136	Syan.g_02699	Syai.g_02146
OG0001137	Syan.g_02670	Syai.g_02126
OG0001138	Syan.g_02638	Syai.g_01763
OG0001139	Syan.g_02636	Syai.g_01765
OG0001140	Syan.g_02635	Syai.g_01766
OG0001141	Syan.g_02625	Syai.g_01767
OG0001142	Syan.g_02624	Syai.g_01768
OG0001143	Syan.g_02616	Syai.g_01778
OG0001144	Syan.g_02596	Syai.g_01788
OG0001145	Syan.g_01200	Syai.g_02165
OG0001146	Syan.g_01219	Syai.g_02185
OG0001147	Syan.g_02842	Syai.g_00869
OG0001148	Syan.g_02775	Syai.g_00626
OG0001149	Syan.g_02776	Syai.g_00625
OG0001150	Syan.g_02777	Syai.g_00624
OG0001151	Syan.g_02884	Syai.g_00611
OG0001152	Syan.g_02885	Syai.g_00610
OG0001153	Syan.g_02828	Syai.g_00903
OG0001154	Syan.g_02829	Syai.g_00901
OG0001156	Syan.g_02404	Syai.g_02301
OG0001157	Syan.g_02403	Syai.g_02302
OG0001158	Syan.g_02402	Syai.g_02303
OG0001159	Syan.g_02401	Syai.g_02304
OG0001160	Syan.g_01377	Syai.g_02355
OG0001161	Syan.g_01594	Syai.g_02803
OG0001162	Syan.g_02943	Syai.g_01374
OG0001163	Syan.g_01385	Syai.g_02363
OG0001164	Syan.g_01392	Syai.g_02369
OG0001165	Syan.g_01397	Syai.g_02374
OG0001166	Syan.g_01430	Syai.g_02400
OG0001167	Syan.g_00992	Syai.g_02254
OG0001168	Syan.g_01456	Syai.g_02256
OG0001169	Syan.g_01458	Syai.g_02258
OG0001170	Syan.g_01460	Syai.g_02260
OG0001171	Syan.g_01470	Syai.g_02270
OG0001172	Syan.g_02110	Syai.g_00323
OG0001173	Syan.g_02111	Syai.g_00324
OG0001174	Syan.g_02119	Syai.g_00332
OG0001175	Syan.g_02120	Syai.g_00333
OG0001176	Syan.g_02253	Syai.g_00352
OG0001177	Syan.g_02256	Syai.g_00350
OG0001179	Syan.g_02218	Syai.g_00385
OG0001180	Syan.g_02191	Syai.g_00410
OG0001181	Syan.g_02187	Syai.g_00414
OG0001182	Syan.g_02179	Syai.g_00423
OG0001183	Syan.g_02166	Syai.g_00429
