Orthogroup	Syan	Praa
OG0000600	Syan.g_00801	Praa.g_00645
OG0000601	Syan.g_00800	Praa.g_00646
OG0000602	Syan.g_00796	Praa.g_00648
OG0000603	Syan.g_00795	Praa.g_00649
OG0000604	Syan.g_00792	Praa.g_00650
OG0000605	Syan.g_00783	Praa.g_00651
OG0000606	Syan.g_00780	Praa.g_00654
OG0000607	Syan.g_00777	Praa.g_00657
OG0000608	Syan.g_00776	Praa.g_00658
OG0000609	Syan.g_00774	Praa.g_00659
OG0000610	Syan.g_00766	Praa.g_00664
OG0000611	Syan.g_00763	Praa.g_00667
OG0000612	Syan.g_00762	Praa.g_00668
OG0000613	Syan.g_01965	Praa.g_00673
OG0000614	Syan.g_00184	Praa.g_00692
OG0000615	Syan.g_00728	Praa.g_00700
OG0000616	Syan.g_01694	Praa.g_00704
OG0000617	Syan.g_00324	Praa.g_00717
OG0000618	Syan.g_00325	Praa.g_00718
OG0000619	Syan.g_00326	Praa.g_00719
OG0000620	Syan.g_00331	Praa.g_00722
OG0000621	Syan.g_00332	Praa.g_00723
OG0000622	Syan.g_00334	Praa.g_00724
OG0000623	Syan.g_00335	Praa.g_00725
OG0000624	Syan.g_00337	Praa.g_00726
OG0000625	Syan.g_00338	Praa.g_00727
OG0000626	Syan.g_00339	Praa.g_00728
OG0000627	Syan.g_00465	Praa.g_00729
OG0000628	Syan.g_00466	Praa.g_00730
OG0000629	Syan.g_00469	Praa.g_00731
OG0000630	Syan.g_00474	Praa.g_00734
OG0000631	Syan.g_00484	Praa.g_00794
OG0000632	Syan.g_00485	Praa.g_00795
OG0000633	Syan.g_00489	Praa.g_00796
OG0000634	Syan.g_00694	Praa.g_00799
OG0000635	Syan.g_00693	Praa.g_00800
OG0000636	Syan.g_00691	Praa.g_00802
OG0000637	Syan.g_00689	Praa.g_00804
OG0000638	Syan.g_00688	Praa.g_00805
OG0000639	Syan.g_00687	Praa.g_00806
OG0000640	Syan.g_00686	Praa.g_00807
OG0000641	Syan.g_00682	Praa.g_00812
OG0000642	Syan.g_00681	Praa.g_00813
OG0000643	Syan.g_00679	Praa.g_00814
OG0000644	Syan.g_00678	Praa.g_00815
OG0000645	Syan.g_00676	Praa.g_00816
OG0000646	Syan.g_00673	Praa.g_00818
OG0000647	Syan.g_00671	Praa.g_00819
OG0000648	Syan.g_00669	Praa.g_00821
OG0000649	Syan.g_00668	Praa.g_00822
OG0000650	Syan.g_00667	Praa.g_00823
OG0000651	Syan.g_00666	Praa.g_00824
OG0000652	Syan.g_00665	Praa.g_00825
OG0000653	Syan.g_00663	Praa.g_00827
OG0000654	Syan.g_00661	Praa.g_00828
OG0000655	Syan.g_00660	Praa.g_00829
OG0000656	Syan.g_00656	Praa.g_00832
OG0000657	Syan.g_00375	Praa.g_00840
OG0000658	Syan.g_00378	Praa.g_00841
OG0000659	Syan.g_00379	Praa.g_00842
OG0000660	Syan.g_00383	Praa.g_00846
OG0000661	Syan.g_00385	Praa.g_00848
OG0000662	Syan.g_00392	Praa.g_00850
OG0000663	Syan.g_00395	Praa.g_00852
OG0000664	Syan.g_00397	Praa.g_00853
OG0000665	Syan.g_00788	Praa.g_00857
OG0000666	Syan.g_02100	Praa.g_00858
OG0000667	Syan.g_00044	Praa.g_00862
OG0000668	Syan.g_00365	Praa.g_00892
OG0000669	Syan.g_00751	Praa.g_00899
OG0000670	Syan.g_00748	Praa.g_00901
OG0000671	Syan.g_00746	Praa.g_00903
OG0000672	Syan.g_00743	Praa.g_00905
OG0000673	Syan.g_00740	Praa.g_00908
OG0000674	Syan.g_00738	Praa.g_00910
OG0000675	Syan.g_00737	Praa.g_00911
OG0000676	Syan.g_00735	Praa.g_00913
OG0000677	Syan.g_00734	Praa.g_00914
OG0000678	Syan.g_00732	Praa.g_00916
OG0000679	Syan.g_00724	Praa.g_00920
OG0000680	Syan.g_00723	Praa.g_00921
OG0000681	Syan.g_00720	Praa.g_00923
OG0000682	Syan.g_00719	Praa.g_00924
OG0000683	Syan.g_00718	Praa.g_00925
OG0000684	Syan.g_00715	Praa.g_00926
OG0000685	Syan.g_00713	Praa.g_00928
OG0000686	Syan.g_00712	Praa.g_00929
OG0000687	Syan.g_00711	Praa.g_00930
OG0000688	Syan.g_00706	Praa.g_00933
OG0000689	Syan.g_00704	Praa.g_00934
OG0000690	Syan.g_00703	Praa.g_00935
OG0000691	Syan.g_00702	Praa.g_00936
OG0000692	Syan.g_00700	Praa.g_00938
OG0000693	Syan.g_00698	Praa.g_00939
OG0000694	Syan.g_00697	Praa.g_00940
OG0000695	Syan.g_00492	Praa.g_00942
OG0000696	Syan.g_00493	Praa.g_00943
OG0000697	Syan.g_00495	Praa.g_00944
OG0000698	Syan.g_00498	Praa.g_00947
OG0000699	Syan.g_00500	Praa.g_00948
OG0000700	Syan.g_00501	Praa.g_00949
OG0000701	Syan.g_00502	Praa.g_00950
OG0000702	Syan.g_00534	Praa.g_00952
OG0000703	Syan.g_00546	Praa.g_00953
OG0000704	Syan.g_00550	Praa.g_00954
OG0000705	Syan.g_00557	Praa.g_00958
OG0000706	Syan.g_00558	Praa.g_00959
OG0000707	Syan.g_00559	Praa.g_00960
OG0000708	Syan.g_00562	Praa.g_00961
OG0000709	Syan.g_00570	Praa.g_00965
OG0000710	Syan.g_00574	Praa.g_00968
OG0000711	Syan.g_00607	Praa.g_00985
OG0000712	Syan.g_00609	Praa.g_00987
OG0000713	Syan.g_00610	Praa.g_00988
OG0000714	Syan.g_00624	Praa.g_00989
OG0000715	Syan.g_00626	Praa.g_00991
OG0000716	Syan.g_00630	Praa.g_00993
OG0000717	Syan.g_00631	Praa.g_00994
OG0000718	Syan.g_00651	Praa.g_01008
OG0000719	Syan.g_00367	Praa.g_01010
OG0000720	Syan.g_00354	Praa.g_01019
OG0000721	Syan.g_00352	Praa.g_01021
OG0000722	Syan.g_00351	Praa.g_01022
OG0000723	Syan.g_00341	Praa.g_01025
OG0000724	Syan.g_00299	Praa.g_01034
OG0000725	Syan.g_00194	Praa.g_01040
OG0000726	Syan.g_00193	Praa.g_01041
OG0000727	Syan.g_00192	Praa.g_01042
OG0000728	Syan.g_00190	Praa.g_01044
OG0000729	Syan.g_01885	Praa.g_01091
OG0000730	Syan.g_02147	Praa.g_01095
OG0000731	Syan.g_02135	Praa.g_01099
OG0000732	Syan.g_01726	Praa.g_01109
OG0000733	Syan.g_01147	Praa.g_01128
OG0000734	Syan.g_02982	Praa.g_01145
OG0000735	Syan.g_02713	Praa.g_01147
OG0000736	Syan.g_02712	Praa.g_01148
OG0000737	Syan.g_02711	Praa.g_01149
OG0000738	Syan.g_02705	Praa.g_01153
OG0000739	Syan.g_02704	Praa.g_01154
OG0000740	Syan.g_02703	Praa.g_01155
OG0000741	Syan.g_02700	Praa.g_01156
OG0000742	Syan.g_02697	Praa.g_01158
OG0000743	Syan.g_02694	Praa.g_01160
OG0000744	Syan.g_02693	Praa.g_01161
OG0000745	Syan.g_02690	Praa.g_01162
OG0000746	Syan.g_02687	Praa.g_01164
OG0000747	Syan.g_02685	Praa.g_01165
OG0000748	Syan.g_02669	Praa.g_01168
OG0000749	Syan.g_02668	Praa.g_01169
OG0000750	Syan.g_02667	Praa.g_01170
OG0000751	Syan.g_02661	Praa.g_01172
OG0000752	Syan.g_02659	Praa.g_01174
OG0000753	Syan.g_02656	Praa.g_01177
OG0000754	Syan.g_02650	Praa.g_01180
OG0000755	Syan.g_02641	Praa.g_01183
OG0000756	Syan.g_02640	Praa.g_01184
OG0000757	Syan.g_02623	Praa.g_01190
OG0000758	Syan.g_02622	Praa.g_01191
OG0000759	Syan.g_02621	Praa.g_01192
OG0000760	Syan.g_02620	Praa.g_01193
OG0000761	Syan.g_02619	Praa.g_01194
OG0000762	Syan.g_02617	Praa.g_01195
OG0000763	Syan.g_02615	Praa.g_01197
OG0000764	Syan.g_02614	Praa.g_01198
OG0000765	Syan.g_02587	Praa.g_01207
OG0000766	Syan.g_02586	Praa.g_01208
OG0000767	Syan.g_02584	Praa.g_01210
OG0000768	Syan.g_02583	Praa.g_01211
OG0000769	Syan.g_02581	Praa.g_01213
OG0000770	Syan.g_02561	Praa.g_01215
OG0000771	Syan.g_00305	Praa.g_01224
OG0000772	Syan.g_00436	Praa.g_01290
OG0000773	Syan.g_01199	Praa.g_01309
OG0000774	Syan.g_01205	Praa.g_01311
OG0000775	Syan.g_01207	Praa.g_01313
OG0000776	Syan.g_01208	Praa.g_01314
OG0000777	Syan.g_01209	Praa.g_01315
OG0000778	Syan.g_01210	Praa.g_01316
OG0000779	Syan.g_01215	Praa.g_01320
OG0000780	Syan.g_01218	Praa.g_01321
OG0000781	Syan.g_01222	Praa.g_01324
OG0000782	Syan.g_01223	Praa.g_01325
OG0000783	Syan.g_01224	Praa.g_01326
OG0000784	Syan.g_01225	Praa.g_01327
OG0000785	Syan.g_01228	Praa.g_01329
OG0000786	Syan.g_01243	Praa.g_01331
OG0000787	Syan.g_01244	Praa.g_01332
OG0000788	Syan.g_00843	Praa.g_01353
OG0000789	Syan.g_00075	Praa.g_01356
OG0000790	Syan.g_02778	Praa.g_01371
OG0000791	Syan.g_02780	Praa.g_01373
OG0000792	Syan.g_02781	Praa.g_01374
OG0000793	Syan.g_02879	Praa.g_01377
OG0000794	Syan.g_02881	Praa.g_01378
OG0000795	Syan.g_02882	Praa.g_01379
OG0000796	Syan.g_02886	Praa.g_01383
OG0000797	Syan.g_02888	Praa.g_01384
OG0000798	Syan.g_02026	Praa.g_01393
OG0000799	Syan.g_01310	Praa.g_01458
OG0000800	Syan.g_01308	Praa.g_01459
OG0000801	Syan.g_01307	Praa.g_01460
OG0000802	Syan.g_01303	Praa.g_01462
OG0000803	Syan.g_01294	Praa.g_01464
OG0000804	Syan.g_01291	Praa.g_01465
OG0000805	Syan.g_01289	Praa.g_01467
OG0000806	Syan.g_01287	Praa.g_01469
OG0000807	Syan.g_01286	Praa.g_01470
OG0000808	Syan.g_01285	Praa.g_01471
OG0000809	Syan.g_01281	Praa.g_01474
OG0000810	Syan.g_01280	Praa.g_01475
OG0000811	Syan.g_01272	Praa.g_01479
OG0000812	Syan.g_01270	Praa.g_01481
OG0000813	Syan.g_01269	Praa.g_01482
OG0000814	Syan.g_01267	Praa.g_01484
OG0000815	Syan.g_01249	Praa.g_01485
OG0000816	Syan.g_01247	Praa.g_01487
OG0000817	Syan.g_01328	Praa.g_01488
OG0000818	Syan.g_02807	Praa.g_01493
OG0000819	Syan.g_02808	Praa.g_01494
OG0000820	Syan.g_02809	Praa.g_01495
OG0000821	Syan.g_02815	Praa.g_01499
OG0000822	Syan.g_02817	Praa.g_01500
OG0000823	Syan.g_02818	Praa.g_01501
OG0000824	Syan.g_02824	Praa.g_01504
OG0000825	Syan.g_02825	Praa.g_01505
OG0000826	Syan.g_02826	Praa.g_01506
OG0000827	Syan.g_02827	Praa.g_01507
OG0000828	Syan.g_02830	Praa.g_01510
OG0000829	Syan.g_02831	Praa.g_01511
OG0000830	Syan.g_02832	Praa.g_01512
OG0000831	Syan.g_02834	Praa.g_01514
OG0000832	Syan.g_02408	Praa.g_01520
OG0000833	Syan.g_01343	Praa.g_01528
OG0000834	Syan.g_01345	Praa.g_01529
OG0000835	Syan.g_01346	Praa.g_01530
OG0000836	Syan.g_01349	Praa.g_01531
OG0000837	Syan.g_01351	Praa.g_01532
OG0000838	Syan.g_01355	Praa.g_01534
OG0000839	Syan.g_01356	Praa.g_01535
OG0000840	Syan.g_01357	Praa.g_01536
OG0000841	Syan.g_01358	Praa.g_01537
OG0000842	Syan.g_01359	Praa.g_01538
OG0000843	Syan.g_01360	Praa.g_01539
OG0000844	Syan.g_01362	Praa.g_01541
OG0000845	Syan.g_01363	Praa.g_01542
OG0000846	Syan.g_01364	Praa.g_01543
OG0000847	Syan.g_01365	Praa.g_01544
OG0000848	Syan.g_01367	Praa.g_01545
OG0000849	Syan.g_01368	Praa.g_01546
OG0000850	Syan.g_01371	Praa.g_01548
OG0000851	Syan.g_01374	Praa.g_01549
OG0000852	Syan.g_01375	Praa.g_01550
OG0000853	Syan.g_01379	Praa.g_01554
OG0000854	Syan.g_01381	Praa.g_01556
OG0000855	Syan.g_01382	Praa.g_01557
OG0000856	Syan.g_01136	Praa.g_01572
OG0000857	Syan.g_00672	Praa.g_01600
OG0000858	Syan.g_01389	Praa.g_01629
OG0000859	Syan.g_01390	Praa.g_01630
OG0000860	Syan.g_01402	Praa.g_01637
OG0000861	Syan.g_01403	Praa.g_01638
OG0000862	Syan.g_01412	Praa.g_01639
OG0000863	Syan.g_01414	Praa.g_01641
OG0000864	Syan.g_00969	Praa.g_01642
OG0000865	Syan.g_01415	Praa.g_01643
OG0000866	Syan.g_01416	Praa.g_01644
OG0000867	Syan.g_01417	Praa.g_01645
OG0000868	Syan.g_01421	Praa.g_01646
OG0000869	Syan.g_01426	Praa.g_01650
OG0000870	Syan.g_01431	Praa.g_01655
OG0000871	Syan.g_01432	Praa.g_01656
OG0000872	Syan.g_01438	Praa.g_01657
OG0000873	Syan.g_01441	Praa.g_01660
OG0000874	Syan.g_01443	Praa.g_01663
OG0000875	Syan.g_01445	Praa.g_01665
OG0000876	Syan.g_00391	Praa.g_01666
OG0000877	Syan.g_01449	Praa.g_01668
OG0000878	Syan.g_01450	Praa.g_01669
OG0000879	Syan.g_01451	Praa.g_01670
OG0000880	Syan.g_01452	Praa.g_01671
OG0000881	Syan.g_01457	Praa.g_01675
OG0000882	Syan.g_01462	Praa.g_01680
OG0000883	Syan.g_01464	Praa.g_01682
OG0000884	Syan.g_01466	Praa.g_01684
OG0000885	Syan.g_01467	Praa.g_01685
OG0000886	Syan.g_01468	Praa.g_01686
OG0000887	Syan.g_01469	Praa.g_01687
OG0000888	Syan.g_01471	Praa.g_01689
OG0000889	Syan.g_01473	Praa.g_01691
OG0000890	Syan.g_01476	Praa.g_01692
OG0000891	Syan.g_01477	Praa.g_01693
OG0000892	Syan.g_01480	Praa.g_01695
OG0000893	Syan.g_02103	Praa.g_01699
OG0000894	Syan.g_02108	Praa.g_01701
OG0000895	Syan.g_02112	Praa.g_01704
OG0000896	Syan.g_02113	Praa.g_01705
OG0000897	Syan.g_02115	Praa.g_01707
OG0000898	Syan.g_02116	Praa.g_01708
OG0000899	Syan.g_02117	Praa.g_01709
OG0000900	Syan.g_02118	Praa.g_01710
OG0000901	Syan.g_02123	Praa.g_01713
OG0000902	Syan.g_02125	Praa.g_01715
OG0000903	Syan.g_02252	Praa.g_01718
OG0000904	Syan.g_02258	Praa.g_01720
OG0000905	Syan.g_02129	Praa.g_01725
OG0000906	Syan.g_02127	Praa.g_01726
OG0000907	Syan.g_02245	Praa.g_01733
OG0000908	Syan.g_02242	Praa.g_01736
OG0000909	Syan.g_02241	Praa.g_01737
OG0000910	Syan.g_02240	Praa.g_01738
OG0000911	Syan.g_02238	Praa.g_01740
OG0000912	Syan.g_02237	Praa.g_01741
OG0000913	Syan.g_02236	Praa.g_01742
OG0000914	Syan.g_02235	Praa.g_01743
OG0000915	Syan.g_02233	Praa.g_01744
OG0000916	Syan.g_02232	Praa.g_01745
OG0000917	Syan.g_02231	Praa.g_01746
OG0000918	Syan.g_02230	Praa.g_01747
OG0000919	Syan.g_02229	Praa.g_01748
OG0000920	Syan.g_02228	Praa.g_01749
OG0000921	Syan.g_02227	Praa.g_01750
OG0000922	Syan.g_02226	Praa.g_01751
OG0000923	Syan.g_02222	Praa.g_01755
OG0000924	Syan.g_02221	Praa.g_01756
OG0000925	Syan.g_02220	Praa.g_01757
OG0000926	Syan.g_02219	Praa.g_01758
OG0000927	Syan.g_02217	Praa.g_01760
OG0000928	Syan.g_02216	Praa.g_01761
OG0000929	Syan.g_02215	Praa.g_01762
OG0000930	Syan.g_02214	Praa.g_01763
OG0000931	Syan.g_02213	Praa.g_01764
OG0000932	Syan.g_02212	Praa.g_01765
OG0000933	Syan.g_02206	Praa.g_01769
OG0000934	Syan.g_02204	Praa.g_01771
OG0000935	Syan.g_02203	Praa.g_01772
OG0000936	Syan.g_02202	Praa.g_01773
OG0000937	Syan.g_02201	Praa.g_01774
OG0000938	Syan.g_02198	Praa.g_01776
OG0000939	Syan.g_02197	Praa.g_01777
OG0000940	Syan.g_02188	Praa.g_01784
OG0000941	Syan.g_02186	Praa.g_01786
OG0000942	Syan.g_02184	Praa.g_01788
OG0000943	Syan.g_02183	Praa.g_01789
OG0000944	Syan.g_02181	Praa.g_01790
OG0000945	Syan.g_02180	Praa.g_01791
OG0000946	Syan.g_02167	Praa.g_01796
OG0000947	Syan.g_02164	Praa.g_01798
OG0000948	Syan.g_02163	Praa.g_01799
OG0000949	Syan.g_01951	Praa.g_01802
OG0000950	Syan.g_01940	Praa.g_01807
OG0000951	Syan.g_01932	Praa.g_01811
OG0000952	Syan.g_01927	Praa.g_01815
OG0000953	Syan.g_01922	Praa.g_01818
OG0000954	Syan.g_01916	Praa.g_01822
OG0000955	Syan.g_01915	Praa.g_01823
OG0000956	Syan.g_01913	Praa.g_01825
OG0000957	Syan.g_01898	Praa.g_01830
OG0000958	Syan.g_01897	Praa.g_01831
OG0000959	Syan.g_01893	Praa.g_01835
OG0000960	Syan.g_01892	Praa.g_01836
OG0000961	Syan.g_03024	Praa.g_01838
OG0000962	Syan.g_01887	Praa.g_01840
OG0000963	Syan.g_01881	Praa.g_01844
OG0000964	Syan.g_01880	Praa.g_01845
OG0000965	Syan.g_01879	Praa.g_01846
OG0000966	Syan.g_01812	Praa.g_01853
OG0000967	Syan.g_01804	Praa.g_01858
OG0000968	Syan.g_01706	Praa.g_01860
OG0000969	Syan.g_01708	Praa.g_01861
OG0000970	Syan.g_01709	Praa.g_01862
OG0000971	Syan.g_01711	Praa.g_01863
OG0000972	Syan.g_01712	Praa.g_01864
OG0000973	Syan.g_01713	Praa.g_01865
OG0000974	Syan.g_01714	Praa.g_01866
OG0000975	Syan.g_01715	Praa.g_01867
OG0000976	Syan.g_01716	Praa.g_01868
OG0000977	Syan.g_01718	Praa.g_01869
OG0000978	Syan.g_01719	Praa.g_01870
OG0000979	Syan.g_01722	Praa.g_01873
OG0000980	Syan.g_01725	Praa.g_01875
OG0000981	Syan.g_01728	Praa.g_01877
OG0000982	Syan.g_01566	Praa.g_01879
OG0000983	Syan.g_01567	Praa.g_01880
OG0000984	Syan.g_01568	Praa.g_01881
OG0000985	Syan.g_01572	Praa.g_01884
OG0000986	Syan.g_01574	Praa.g_01886
OG0000987	Syan.g_01576	Praa.g_01887
OG0000988	Syan.g_01581	Praa.g_01890
OG0000989	Syan.g_01587	Praa.g_01893
OG0000990	Syan.g_01615	Praa.g_01896
OG0000991	Syan.g_01618	Praa.g_01897
OG0000992	Syan.g_01622	Praa.g_01899
OG0000993	Syan.g_01623	Praa.g_01900
OG0000994	Syan.g_01625	Praa.g_01901
OG0000995	Syan.g_01629	Praa.g_01905
OG0000996	Syan.g_01653	Praa.g_01906
OG0000997	Syan.g_01677	Praa.g_01907
OG0000998	Syan.g_01679	Praa.g_01909
OG0000999	Syan.g_01680	Praa.g_01910
OG0001000	Syan.g_01684	Praa.g_01913
OG0001001	Syan.g_01690	Praa.g_01915
OG0001002	Syan.g_01697	Praa.g_01919
OG0001003	Syan.g_01699	Praa.g_01920
OG0001004	Syan.g_01700	Praa.g_01921
OG0001005	Syan.g_01701	Praa.g_01922
OG0001006	Syan.g_01794	Praa.g_01926
OG0001007	Syan.g_01796	Praa.g_01928
OG0001009	Syan.g_01748	Praa.g_00027
OG0001010	Syan.g_01747	Praa.g_00028
OG0001011	Syan.g_01745	Praa.g_00029
OG0001012	Syan.g_00281	Praa.g_00043
OG0001013	Syan.g_01542	Praa.g_00048
OG0001014	Syan.g_01535	Praa.g_00051
OG0001015	Syan.g_01534	Praa.g_00052
OG0001016	Syan.g_02912	Praa.g_00073
OG0001017	Syan.g_02918	Praa.g_00077
OG0001018	Syan.g_02920	Praa.g_00080
OG0001019	Syan.g_02947	Praa.g_00089
OG0001020	Syan.g_02951	Praa.g_00090
OG0001021	Syan.g_02958	Praa.g_00091
OG0001022	Syan.g_02964	Praa.g_00094
OG0001023	Syan.g_02965	Praa.g_00095
OG0001024	Syan.g_00968	Praa.g_00098
OG0001025	Syan.g_02971	Praa.g_00104
OG0001026	Syan.g_02984	Praa.g_00111
OG0001027	Syan.g_02308	Praa.g_00112
OG0001028	Syan.g_02305	Praa.g_00114
OG0001029	Syan.g_02303	Praa.g_00115
OG0001030	Syan.g_02281	Praa.g_00130
OG0001031	Syan.g_03060	Praa.g_00186
OG0001032	Syan.g_03063	Praa.g_00187
OG0001033	Syan.g_00970	Praa.g_00208
OG0001034	Syan.g_02425	Praa.g_00236
OG0001035	Syan.g_02062	Praa.g_00254
OG0001036	Syan.g_02056	Praa.g_00259
OG0001037	Syan.g_02054	Praa.g_00260
OG0001038	Syan.g_02025	Praa.g_00278
OG0001039	Syan.g_02022	Praa.g_00281
OG0001040	Syan.g_02019	Praa.g_00283
OG0001041	Syan.g_02015	Praa.g_00287
OG0001042	Syan.g_01992	Praa.g_00304
OG0001043	Syan.g_01988	Praa.g_00305
OG0001044	Syan.g_02145	Praa.g_00333
OG0001045	Syan.g_02132	Praa.g_00341
OG0001046	Syan.g_00591	Praa.g_00378
OG0001047	Syan.g_02399	Praa.g_00438
OG0001048	Syan.g_02400	Praa.g_00439
OG0001049	Syan.g_01340	Praa.g_00441
OG0001050	Syan.g_01339	Praa.g_00442
OG0001051	Syan.g_01338	Praa.g_00443
OG0001052	Syan.g_02850	Praa.g_00471
OG0001053	Syan.g_02761	Praa.g_00483
OG0001054	Syan.g_02742	Praa.g_00498
OG0001055	Syan.g_02721	Praa.g_00517
OG0001056	Syan.g_01161	Praa.g_00536
OG0001057	Syan.g_00832	Praa.g_00541
OG0001058	Syan.g_00851	Praa.g_00550
OG0001059	Syan.g_00855	Praa.g_00554
OG0001060	Syan.g_00861	Praa.g_00561
OG0001061	Syan.g_00880	Praa.g_00574
OG0001063	Syan.g_00945	Praa.g_00578
OG0001064	Syan.g_00946	Praa.g_00579
OG0001065	Syan.g_00947	Praa.g_00580
OG0001066	Syan.g_00948	Praa.g_00581
OG0001067	Syan.g_00949	Praa.g_00582
OG0001068	Syan.g_00950	Praa.g_00583
OG0001069	Syan.g_00951	Praa.g_00584
OG0001070	Syan.g_00955	Praa.g_00587
OG0001071	Syan.g_00956	Praa.g_00588
OG0001072	Syan.g_00960	Praa.g_00590
OG0001073	Syan.g_01012	Praa.g_00604
OG0001074	Syan.g_00202	Praa.g_00615
OG0001075	Syan.g_00200	Praa.g_00616
OG0001076	Syan.g_00012	Praa.g_00624
OG0001077	Syan.g_01140	Praa.g_00628
OG0001078	Syan.g_00815	Praa.g_00636
OG0001079	Syan.g_00799	Praa.g_00647
OG0001080	Syan.g_00781	Praa.g_00653
OG0001081	Syan.g_00779	Praa.g_00655
OG0001082	Syan.g_00778	Praa.g_00656
OG0001083	Syan.g_00771	Praa.g_00661
OG0001084	Syan.g_00770	Praa.g_00662
OG0001086	Syan.g_00757	Praa.g_00671
OG0001087	Syan.g_01159	Praa.g_00688
OG0001088	Syan.g_02688	Praa.g_00689
OG0001089	Syan.g_00185	Praa.g_00697
OG0001090	Syan.g_00317	Praa.g_00712
OG0001091	Syan.g_00320	Praa.g_00714
OG0001092	Syan.g_00322	Praa.g_00715
OG0001093	Syan.g_00328	Praa.g_00720
OG0001094	Syan.g_00696	Praa.g_00797
OG0001095	Syan.g_00675	Praa.g_00817
OG0001096	Syan.g_00659	Praa.g_00830
OG0001097	Syan.g_00386	Praa.g_00849
OG0001099	Syan.g_02304	Praa.g_00896
OG0001100	Syan.g_00749	Praa.g_00900
OG0001101	Syan.g_00747	Praa.g_00902
OG0001102	Syan.g_00744	Praa.g_00904
OG0001103	Syan.g_00742	Praa.g_00906
OG0001104	Syan.g_00714	Praa.g_00927
OG0001106	Syan.g_00551	Praa.g_00955
OG0001107	Syan.g_00563	Praa.g_00962
OG0001108	Syan.g_00571	Praa.g_00966
OG0001109	Syan.g_00573	Praa.g_00967
OG0001110	Syan.g_00575	Praa.g_00969
OG0001111	Syan.g_00577	Praa.g_00970
OG0001112	Syan.g_00579	Praa.g_00971
OG0001113	Syan.g_00580	Praa.g_00972
OG0001114	Syan.g_00581	Praa.g_00973
OG0001115	Syan.g_00586	Praa.g_00975
OG0001116	Syan.g_00588	Praa.g_00976
OG0001117	Syan.g_00589	Praa.g_00977
OG0001118	Syan.g_00590	Praa.g_00978
OG0001119	Syan.g_00592	Praa.g_00979
OG0001120	Syan.g_00597	Praa.g_00981
OG0001122	Syan.g_00366	Praa.g_01011
OG0001123	Syan.g_00359	Praa.g_01015
OG0001124	Syan.g_00357	Praa.g_01017
OG0001125	Syan.g_00355	Praa.g_01018
OG0001126	Syan.g_00307	Praa.g_01028
OG0001127	Syan.g_00306	Praa.g_01029
OG0001128	Syan.g_00303	Praa.g_01031
OG0001129	Syan.g_00301	Praa.g_01032
OG0001130	Syan.g_00300	Praa.g_01033
OG0001131	Syan.g_00079	Praa.g_01070
OG0001132	Syan.g_00100	Praa.g_01080
OG0001133	Syan.g_00006	Praa.g_01115
OG0001134	Syan.g_01146	Praa.g_01127
OG0001135	Syan.g_01150	Praa.g_01130
OG0001136	Syan.g_02699	Praa.g_01157
OG0001137	Syan.g_02670	Praa.g_01167
OG0001138	Syan.g_02638	Praa.g_01185
OG0001139	Syan.g_02636	Praa.g_01186
OG0001140	Syan.g_02635	Praa.g_01187
OG0001141	Syan.g_02625	Praa.g_01188
OG0001142	Syan.g_02624	Praa.g_01189
OG0001143	Syan.g_02616	Praa.g_01196
OG0001144	Syan.g_02596	Praa.g_01201
OG0001145	Syan.g_01200	Praa.g_01310
OG0001146	Syan.g_01219	Praa.g_01322
OG0001147	Syan.g_02842	Praa.g_01352
OG0001148	Syan.g_02775	Praa.g_01368
OG0001149	Syan.g_02776	Praa.g_01369
OG0001150	Syan.g_02777	Praa.g_01370
OG0001151	Syan.g_02884	Praa.g_01381
OG0001152	Syan.g_02885	Praa.g_01382
OG0001153	Syan.g_02828	Praa.g_01508
OG0001154	Syan.g_02829	Praa.g_01509
OG0001156	Syan.g_02404	Praa.g_01524
OG0001157	Syan.g_02403	Praa.g_01525
OG0001158	Syan.g_02402	Praa.g_01526
OG0001159	Syan.g_02401	Praa.g_01527
OG0001160	Syan.g_01377	Praa.g_01552
OG0001161	Syan.g_01594	Praa.g_01565
OG0001162	Syan.g_02943	Praa.g_01576
OG0001163	Syan.g_01385	Praa.g_01627
OG0001164	Syan.g_01392	Praa.g_01631
OG0001165	Syan.g_01397	Praa.g_01634
OG0001166	Syan.g_01430	Praa.g_01654
OG0001167	Syan.g_00992	Praa.g_01672
OG0001168	Syan.g_01456	Praa.g_01674
OG0001169	Syan.g_01458	Praa.g_01676
OG0001170	Syan.g_01460	Praa.g_01678
OG0001171	Syan.g_01470	Praa.g_01688
OG0001172	Syan.g_02110	Praa.g_01702
OG0001173	Syan.g_02111	Praa.g_01703
OG0001174	Syan.g_02119	Praa.g_01711
OG0001175	Syan.g_02120	Praa.g_01712
OG0001176	Syan.g_02253	Praa.g_01719
OG0001177	Syan.g_02256	Praa.g_01722
OG0001179	Syan.g_02218	Praa.g_01759
OG0001180	Syan.g_02191	Praa.g_01781
OG0001181	Syan.g_02187	Praa.g_01785
OG0001182	Syan.g_02179	Praa.g_01792
OG0001183	Syan.g_02166	Praa.g_01797
OG0001184	Syan.g_01929	Praa.g_01813
OG0001185	Syan.g_01902	Praa.g_01827
OG0001186	Syan.g_01864	Praa.g_01850
OG0001187	Syan.g_01811	Praa.g_01854
OG0001188	Syan.g_01806	Praa.g_01857
OG0001189	Syan.g_01723	Praa.g_01874
