Orthogroup	Syan	Prav
OG0000595	Syan.g_00818	Prav.g_01232
OG0000596	Syan.g_00813	Prav.g_01236
OG0000597	Syan.g_00810	Prav.g_01238
OG0000598	Syan.g_00809	Prav.g_01239
OG0000599	Syan.g_00802	Prav.g_01242
OG0000600	Syan.g_00801	Prav.g_01243
OG0000601	Syan.g_00800	Prav.g_01244
OG0000602	Syan.g_00796	Prav.g_01246
OG0000603	Syan.g_00795	Prav.g_01247
OG0000604	Syan.g_00792	Prav.g_01248
OG0000605	Syan.g_00783	Prav.g_01249
OG0000606	Syan.g_00780	Prav.g_01252
OG0000607	Syan.g_00777	Prav.g_01255
OG0000608	Syan.g_00776	Prav.g_01256
OG0000609	Syan.g_00774	Prav.g_01257
OG0000610	Syan.g_00766	Prav.g_01262
OG0000611	Syan.g_00763	Prav.g_01265
OG0000612	Syan.g_00762	Prav.g_01266
OG0000613	Syan.g_01965	Prav.g_01271
OG0000614	Syan.g_00184	Prav.g_01290
OG0000615	Syan.g_00728	Prav.g_01298
OG0000616	Syan.g_01694	Prav.g_01312
OG0000617	Syan.g_00324	Prav.g_00312
OG0000618	Syan.g_00325	Prav.g_00313
OG0000619	Syan.g_00326	Prav.g_00314
OG0000620	Syan.g_00331	Prav.g_00317
OG0000621	Syan.g_00332	Prav.g_00318
OG0000622	Syan.g_00334	Prav.g_00319
OG0000623	Syan.g_00335	Prav.g_00320
OG0000624	Syan.g_00337	Prav.g_00321
OG0000625	Syan.g_00338	Prav.g_00322
OG0000626	Syan.g_00339	Prav.g_00323
OG0000627	Syan.g_00465	Prav.g_00324
OG0000628	Syan.g_00466	Prav.g_00325
OG0000629	Syan.g_00469	Prav.g_00326
OG0000630	Syan.g_00474	Prav.g_00329
OG0000631	Syan.g_00484	Prav.g_00388
OG0000632	Syan.g_00485	Prav.g_00389
OG0000633	Syan.g_00489	Prav.g_00390
OG0000634	Syan.g_00694	Prav.g_00393
OG0000635	Syan.g_00693	Prav.g_00394
OG0000636	Syan.g_00691	Prav.g_00396
OG0000637	Syan.g_00689	Prav.g_00398
OG0000638	Syan.g_00688	Prav.g_00399
OG0000639	Syan.g_00687	Prav.g_00400
OG0000640	Syan.g_00686	Prav.g_00401
OG0000641	Syan.g_00682	Prav.g_00405
OG0000642	Syan.g_00681	Prav.g_00406
OG0000643	Syan.g_00679	Prav.g_00407
OG0000644	Syan.g_00678	Prav.g_00408
OG0000645	Syan.g_00676	Prav.g_00409
OG0000646	Syan.g_00673	Prav.g_00411
OG0000647	Syan.g_00671	Prav.g_00412
OG0000648	Syan.g_00669	Prav.g_00414
OG0000649	Syan.g_00668	Prav.g_00415
OG0000650	Syan.g_00667	Prav.g_00416
OG0000651	Syan.g_00666	Prav.g_00417
OG0000652	Syan.g_00665	Prav.g_00418
OG0000653	Syan.g_00663	Prav.g_00420
OG0000654	Syan.g_00661	Prav.g_00421
OG0000655	Syan.g_00660	Prav.g_00422
OG0000656	Syan.g_00656	Prav.g_00425
OG0000657	Syan.g_00375	Prav.g_00432
OG0000658	Syan.g_00378	Prav.g_00433
OG0000659	Syan.g_00379	Prav.g_00434
OG0000660	Syan.g_00383	Prav.g_00438
OG0000661	Syan.g_00385	Prav.g_00440
OG0000662	Syan.g_00392	Prav.g_00442
OG0000663	Syan.g_00395	Prav.g_00444
OG0000664	Syan.g_00397	Prav.g_00445
OG0000665	Syan.g_00788	Prav.g_00449
OG0000666	Syan.g_02100	Prav.g_00450
OG0000667	Syan.g_00044	Prav.g_00454
OG0000668	Syan.g_00365	Prav.g_00483
OG0000669	Syan.g_00751	Prav.g_00490
OG0000670	Syan.g_00748	Prav.g_00492
OG0000671	Syan.g_00746	Prav.g_00494
OG0000672	Syan.g_00743	Prav.g_00497
OG0000673	Syan.g_00740	Prav.g_00500
OG0000674	Syan.g_00738	Prav.g_00502
OG0000675	Syan.g_00737	Prav.g_00503
OG0000676	Syan.g_00735	Prav.g_00505
OG0000677	Syan.g_00734	Prav.g_00506
OG0000678	Syan.g_00732	Prav.g_00508
OG0000679	Syan.g_00724	Prav.g_00512
OG0000680	Syan.g_00723	Prav.g_00513
OG0000681	Syan.g_00720	Prav.g_00515
OG0000682	Syan.g_00719	Prav.g_00516
OG0000683	Syan.g_00718	Prav.g_00517
OG0000684	Syan.g_00715	Prav.g_00519
OG0000685	Syan.g_00713	Prav.g_00521
OG0000686	Syan.g_00712	Prav.g_00522
OG0000687	Syan.g_00711	Prav.g_00523
OG0000688	Syan.g_00706	Prav.g_00526
OG0000689	Syan.g_00704	Prav.g_00527
OG0000690	Syan.g_00703	Prav.g_00528
OG0000691	Syan.g_00702	Prav.g_00529
OG0000692	Syan.g_00700	Prav.g_00530
OG0000693	Syan.g_00698	Prav.g_00531
OG0000694	Syan.g_00697	Prav.g_00532
OG0000695	Syan.g_00492	Prav.g_00534
OG0000696	Syan.g_00493	Prav.g_00535
OG0000697	Syan.g_00495	Prav.g_00536
OG0000698	Syan.g_00498	Prav.g_00539
OG0000699	Syan.g_00500	Prav.g_00540
OG0000700	Syan.g_00501	Prav.g_00541
OG0000701	Syan.g_00502	Prav.g_00542
OG0000702	Syan.g_00534	Prav.g_00544
OG0000703	Syan.g_00546	Prav.g_00545
OG0000704	Syan.g_00550	Prav.g_00546
OG0000705	Syan.g_00557	Prav.g_00550
OG0000706	Syan.g_00558	Prav.g_00551
OG0000707	Syan.g_00559	Prav.g_00552
OG0000708	Syan.g_00562	Prav.g_00553
OG0000709	Syan.g_00570	Prav.g_00557
OG0000710	Syan.g_00574	Prav.g_00560
OG0000711	Syan.g_00607	Prav.g_00577
OG0000712	Syan.g_00609	Prav.g_00579
OG0000713	Syan.g_00610	Prav.g_00580
OG0000714	Syan.g_00624	Prav.g_00581
OG0000715	Syan.g_00626	Prav.g_00583
OG0000716	Syan.g_00630	Prav.g_00585
OG0000717	Syan.g_00631	Prav.g_00586
OG0000718	Syan.g_00651	Prav.g_00902
OG0000719	Syan.g_00367	Prav.g_00904
OG0000720	Syan.g_00354	Prav.g_00913
OG0000721	Syan.g_00352	Prav.g_00915
OG0000722	Syan.g_00351	Prav.g_00916
OG0000723	Syan.g_00341	Prav.g_00919
OG0000724	Syan.g_00299	Prav.g_00928
OG0000725	Syan.g_00194	Prav.g_00934
OG0000726	Syan.g_00193	Prav.g_00935
OG0000727	Syan.g_00192	Prav.g_00936
OG0000728	Syan.g_00190	Prav.g_00938
OG0000729	Syan.g_01885	Prav.g_00263
OG0000730	Syan.g_02147	Prav.g_00004
OG0000731	Syan.g_02135	Prav.g_00008
OG0000732	Syan.g_01726	Prav.g_00016
OG0000733	Syan.g_01147	Prav.g_00034
OG0000734	Syan.g_02982	Prav.g_00050
OG0000735	Syan.g_02713	Prav.g_00052
OG0000736	Syan.g_02712	Prav.g_00053
OG0000737	Syan.g_02711	Prav.g_00054
OG0000738	Syan.g_02705	Prav.g_00058
OG0000739	Syan.g_02704	Prav.g_00059
OG0000740	Syan.g_02703	Prav.g_00060
OG0000741	Syan.g_02700	Prav.g_00061
OG0000742	Syan.g_02697	Prav.g_00064
OG0000743	Syan.g_02694	Prav.g_00066
OG0000744	Syan.g_02693	Prav.g_00067
OG0000745	Syan.g_02690	Prav.g_00068
OG0000746	Syan.g_02687	Prav.g_00070
OG0000747	Syan.g_02685	Prav.g_00071
OG0000748	Syan.g_02669	Prav.g_00074
OG0000749	Syan.g_02668	Prav.g_00075
OG0000750	Syan.g_02667	Prav.g_00076
OG0000751	Syan.g_02661	Prav.g_01868
OG0000752	Syan.g_02659	Prav.g_01866
OG0000753	Syan.g_02656	Prav.g_01863
OG0000754	Syan.g_02650	Prav.g_01860
OG0000755	Syan.g_02641	Prav.g_01857
OG0000756	Syan.g_02640	Prav.g_01856
OG0000757	Syan.g_02623	Prav.g_01850
OG0000758	Syan.g_02622	Prav.g_01849
OG0000759	Syan.g_02621	Prav.g_01848
OG0000760	Syan.g_02620	Prav.g_01847
OG0000761	Syan.g_02619	Prav.g_01846
OG0000762	Syan.g_02617	Prav.g_01845
OG0000763	Syan.g_02615	Prav.g_01843
OG0000764	Syan.g_02614	Prav.g_01842
OG0000765	Syan.g_02587	Prav.g_01833
OG0000766	Syan.g_02586	Prav.g_01832
OG0000767	Syan.g_02584	Prav.g_01830
OG0000768	Syan.g_02583	Prav.g_01829
OG0000769	Syan.g_02581	Prav.g_01827
OG0000770	Syan.g_02561	Prav.g_01825
OG0000771	Syan.g_00305	Prav.g_02003
OG0000772	Syan.g_00436	Prav.g_01409
OG0000773	Syan.g_01199	Prav.g_01429
OG0000774	Syan.g_01205	Prav.g_01431
OG0000775	Syan.g_01207	Prav.g_01433
OG0000776	Syan.g_01208	Prav.g_01434
OG0000777	Syan.g_01209	Prav.g_01435
OG0000778	Syan.g_01210	Prav.g_01436
OG0000779	Syan.g_01215	Prav.g_01440
OG0000780	Syan.g_01218	Prav.g_01441
OG0000781	Syan.g_01222	Prav.g_01444
OG0000782	Syan.g_01223	Prav.g_01445
OG0000783	Syan.g_01224	Prav.g_01446
OG0000784	Syan.g_01225	Prav.g_01447
OG0000785	Syan.g_01228	Prav.g_01449
OG0000786	Syan.g_01243	Prav.g_01451
OG0000787	Syan.g_01244	Prav.g_01452
OG0000788	Syan.g_00843	Prav.g_01460
OG0000789	Syan.g_00075	Prav.g_01463
OG0000790	Syan.g_02778	Prav.g_01478
OG0000791	Syan.g_02780	Prav.g_01480
OG0000792	Syan.g_02781	Prav.g_01481
OG0000793	Syan.g_02879	Prav.g_01484
OG0000794	Syan.g_02881	Prav.g_01485
OG0000795	Syan.g_02882	Prav.g_01486
OG0000796	Syan.g_02886	Prav.g_01490
OG0000797	Syan.g_02888	Prav.g_01491
OG0000799	Syan.g_01310	Prav.g_01560
OG0000800	Syan.g_01308	Prav.g_01561
OG0000801	Syan.g_01307	Prav.g_01562
OG0000802	Syan.g_01303	Prav.g_01564
OG0000803	Syan.g_01294	Prav.g_01566
OG0000804	Syan.g_01291	Prav.g_01567
OG0000805	Syan.g_01289	Prav.g_01569
OG0000806	Syan.g_01287	Prav.g_01571
OG0000807	Syan.g_01286	Prav.g_01572
OG0000808	Syan.g_01285	Prav.g_01573
OG0000809	Syan.g_01281	Prav.g_01576
OG0000810	Syan.g_01280	Prav.g_01577
OG0000811	Syan.g_01272	Prav.g_01581
OG0000812	Syan.g_01270	Prav.g_01583
OG0000813	Syan.g_01269	Prav.g_01584
OG0000814	Syan.g_01267	Prav.g_01586
OG0000815	Syan.g_01249	Prav.g_01587
OG0000816	Syan.g_01247	Prav.g_01589
OG0000817	Syan.g_01328	Prav.g_01590
OG0000818	Syan.g_02807	Prav.g_01595
OG0000819	Syan.g_02808	Prav.g_01596
OG0000820	Syan.g_02809	Prav.g_01597
OG0000821	Syan.g_02815	Prav.g_01601
OG0000822	Syan.g_02817	Prav.g_01602
OG0000823	Syan.g_02818	Prav.g_01603
OG0000824	Syan.g_02824	Prav.g_01606
OG0000825	Syan.g_02825	Prav.g_01607
OG0000826	Syan.g_02826	Prav.g_01608
OG0000827	Syan.g_02827	Prav.g_01609
OG0000828	Syan.g_02830	Prav.g_01612
OG0000829	Syan.g_02831	Prav.g_01613
OG0000830	Syan.g_02832	Prav.g_01614
OG0000831	Syan.g_02834	Prav.g_01616
OG0000832	Syan.g_02408	Prav.g_01622
OG0000833	Syan.g_01343	Prav.g_01630
OG0000834	Syan.g_01345	Prav.g_01631
OG0000835	Syan.g_01346	Prav.g_01632
OG0000836	Syan.g_01349	Prav.g_01633
OG0000837	Syan.g_01351	Prav.g_01634
OG0000838	Syan.g_01355	Prav.g_01636
OG0000839	Syan.g_01356	Prav.g_01637
OG0000840	Syan.g_01357	Prav.g_01638
OG0000841	Syan.g_01358	Prav.g_01639
OG0000842	Syan.g_01359	Prav.g_01640
OG0000843	Syan.g_01360	Prav.g_01641
OG0000844	Syan.g_01362	Prav.g_01642
OG0000845	Syan.g_01363	Prav.g_01643
OG0000846	Syan.g_01364	Prav.g_01644
OG0000847	Syan.g_01365	Prav.g_01645
OG0000848	Syan.g_01367	Prav.g_01646
OG0000849	Syan.g_01368	Prav.g_01647
OG0000850	Syan.g_01371	Prav.g_01649
OG0000851	Syan.g_01374	Prav.g_01650
OG0000852	Syan.g_01375	Prav.g_01651
OG0000853	Syan.g_01379	Prav.g_01655
OG0000854	Syan.g_01381	Prav.g_01657
OG0000855	Syan.g_01382	Prav.g_01658
OG0000856	Syan.g_01136	Prav.g_01671
OG0000857	Syan.g_00672	Prav.g_01699
OG0000858	Syan.g_01389	Prav.g_01755
OG0000859	Syan.g_01390	Prav.g_01756
OG0000860	Syan.g_01402	Prav.g_01763
OG0000861	Syan.g_01403	Prav.g_01764
OG0000862	Syan.g_01412	Prav.g_01765
OG0000863	Syan.g_01414	Prav.g_01767
OG0000864	Syan.g_00969	Prav.g_01768
OG0000865	Syan.g_01415	Prav.g_01769
OG0000866	Syan.g_01416	Prav.g_01770
OG0000867	Syan.g_01417	Prav.g_01771
OG0000868	Syan.g_01421	Prav.g_01772
OG0000869	Syan.g_01426	Prav.g_01776
OG0000870	Syan.g_01431	Prav.g_01781
OG0000871	Syan.g_01432	Prav.g_01782
OG0000872	Syan.g_01438	Prav.g_01783
OG0000873	Syan.g_01441	Prav.g_01786
OG0000874	Syan.g_01443	Prav.g_01789
OG0000875	Syan.g_01445	Prav.g_01790
OG0000876	Syan.g_00391	Prav.g_01791
OG0000877	Syan.g_01449	Prav.g_01793
OG0000878	Syan.g_01450	Prav.g_01794
OG0000879	Syan.g_01451	Prav.g_01795
OG0000880	Syan.g_01452	Prav.g_01796
OG0000881	Syan.g_01457	Prav.g_01800
OG0000882	Syan.g_01462	Prav.g_01805
OG0000883	Syan.g_01464	Prav.g_01807
OG0000884	Syan.g_01466	Prav.g_01809
OG0000885	Syan.g_01467	Prav.g_01810
OG0000886	Syan.g_01468	Prav.g_01811
OG0000887	Syan.g_01469	Prav.g_01812
OG0000888	Syan.g_01471	Prav.g_01814
OG0000889	Syan.g_01473	Prav.g_01816
OG0000890	Syan.g_01476	Prav.g_01817
OG0000891	Syan.g_01477	Prav.g_01818
OG0000892	Syan.g_01480	Prav.g_00264
OG0000893	Syan.g_02103	Prav.g_00268
OG0000894	Syan.g_02108	Prav.g_00270
OG0000895	Syan.g_02112	Prav.g_00273
OG0000896	Syan.g_02113	Prav.g_00274
OG0000897	Syan.g_02115	Prav.g_00276
OG0000898	Syan.g_02116	Prav.g_00277
OG0000899	Syan.g_02117	Prav.g_00278
OG0000900	Syan.g_02118	Prav.g_00279
OG0000901	Syan.g_02123	Prav.g_00282
OG0000902	Syan.g_02125	Prav.g_00284
OG0000903	Syan.g_02252	Prav.g_00287
OG0000904	Syan.g_02258	Prav.g_00289
OG0000905	Syan.g_02129	Prav.g_00294
OG0000906	Syan.g_02127	Prav.g_00295
OG0000907	Syan.g_02245	Prav.g_00590
OG0000908	Syan.g_02242	Prav.g_00593
OG0000909	Syan.g_02241	Prav.g_00594
OG0000910	Syan.g_02240	Prav.g_00595
OG0000911	Syan.g_02238	Prav.g_00597
OG0000912	Syan.g_02237	Prav.g_00598
OG0000913	Syan.g_02236	Prav.g_00599
OG0000914	Syan.g_02235	Prav.g_00600
OG0000915	Syan.g_02233	Prav.g_00601
OG0000916	Syan.g_02232	Prav.g_00602
OG0000917	Syan.g_02231	Prav.g_00603
OG0000918	Syan.g_02230	Prav.g_00604
OG0000919	Syan.g_02229	Prav.g_00605
OG0000920	Syan.g_02228	Prav.g_00606
OG0000921	Syan.g_02227	Prav.g_00607
OG0000922	Syan.g_02226	Prav.g_00608
OG0000923	Syan.g_02222	Prav.g_00612
OG0000924	Syan.g_02221	Prav.g_00613
OG0000925	Syan.g_02220	Prav.g_00614
OG0000926	Syan.g_02219	Prav.g_00615
OG0000927	Syan.g_02217	Prav.g_00617
OG0000928	Syan.g_02216	Prav.g_00618
OG0000929	Syan.g_02215	Prav.g_00619
OG0000930	Syan.g_02214	Prav.g_00620
OG0000931	Syan.g_02213	Prav.g_00621
OG0000932	Syan.g_02212	Prav.g_00622
OG0000933	Syan.g_02206	Prav.g_00626
OG0000934	Syan.g_02204	Prav.g_00628
OG0000935	Syan.g_02203	Prav.g_00629
OG0000936	Syan.g_02202	Prav.g_00630
OG0000937	Syan.g_02201	Prav.g_00631
OG0000938	Syan.g_02198	Prav.g_00633
OG0000939	Syan.g_02197	Prav.g_00634
OG0000940	Syan.g_02188	Prav.g_00641
OG0000941	Syan.g_02186	Prav.g_00643
OG0000942	Syan.g_02184	Prav.g_00645
OG0000943	Syan.g_02183	Prav.g_00646
OG0000944	Syan.g_02181	Prav.g_00647
OG0000945	Syan.g_02180	Prav.g_00648
OG0000946	Syan.g_02167	Prav.g_00653
OG0000947	Syan.g_02164	Prav.g_00655
OG0000948	Syan.g_02163	Prav.g_00656
OG0000949	Syan.g_01951	Prav.g_00659
OG0000950	Syan.g_01940	Prav.g_00664
OG0000951	Syan.g_01932	Prav.g_00668
OG0000952	Syan.g_01927	Prav.g_00672
OG0000953	Syan.g_01922	Prav.g_00675
OG0000954	Syan.g_01916	Prav.g_00679
OG0000955	Syan.g_01915	Prav.g_00680
OG0000956	Syan.g_01913	Prav.g_00682
OG0000957	Syan.g_01898	Prav.g_00687
OG0000958	Syan.g_01897	Prav.g_00688
OG0000959	Syan.g_01893	Prav.g_00692
OG0000960	Syan.g_01892	Prav.g_00693
OG0000961	Syan.g_03024	Prav.g_00695
OG0000962	Syan.g_01887	Prav.g_00697
OG0000963	Syan.g_01881	Prav.g_00701
OG0000964	Syan.g_01880	Prav.g_00702
OG0000965	Syan.g_01879	Prav.g_00703
OG0000966	Syan.g_01812	Prav.g_00710
OG0000967	Syan.g_01804	Prav.g_00714
OG0000968	Syan.g_01706	Prav.g_00716
OG0000969	Syan.g_01708	Prav.g_00717
OG0000970	Syan.g_01709	Prav.g_00718
OG0000971	Syan.g_01711	Prav.g_00719
OG0000972	Syan.g_01712	Prav.g_00720
OG0000973	Syan.g_01713	Prav.g_00721
OG0000974	Syan.g_01714	Prav.g_00722
OG0000975	Syan.g_01715	Prav.g_00723
OG0000976	Syan.g_01716	Prav.g_00724
OG0000977	Syan.g_01718	Prav.g_00725
OG0000978	Syan.g_01719	Prav.g_00726
OG0000979	Syan.g_01722	Prav.g_00729
OG0000980	Syan.g_01725	Prav.g_00731
OG0000981	Syan.g_01728	Prav.g_00733
OG0000982	Syan.g_01566	Prav.g_00735
OG0000983	Syan.g_01567	Prav.g_00736
OG0000984	Syan.g_01568	Prav.g_00737
OG0000985	Syan.g_01572	Prav.g_00740
OG0000986	Syan.g_01574	Prav.g_00742
OG0000987	Syan.g_01576	Prav.g_00743
OG0000988	Syan.g_01581	Prav.g_00746
OG0000989	Syan.g_01587	Prav.g_00750
OG0000990	Syan.g_01615	Prav.g_00753
OG0000991	Syan.g_01618	Prav.g_00754
OG0000992	Syan.g_01622	Prav.g_00756
OG0000993	Syan.g_01623	Prav.g_00757
OG0000994	Syan.g_01625	Prav.g_00758
OG0000995	Syan.g_01629	Prav.g_00762
OG0000996	Syan.g_01653	Prav.g_00763
OG0000997	Syan.g_01677	Prav.g_00764
OG0000998	Syan.g_01679	Prav.g_00766
OG0000999	Syan.g_01680	Prav.g_00767
OG0001000	Syan.g_01684	Prav.g_00770
OG0001001	Syan.g_01690	Prav.g_00772
OG0001002	Syan.g_01697	Prav.g_00776
OG0001003	Syan.g_01699	Prav.g_00778
OG0001004	Syan.g_01700	Prav.g_00779
OG0001005	Syan.g_01701	Prav.g_00780
OG0001006	Syan.g_01794	Prav.g_00784
OG0001007	Syan.g_01796	Prav.g_00786
OG0001008	Syan.g_02397	Prav.g_01036
OG0001009	Syan.g_01748	Prav.g_00095
OG0001010	Syan.g_01747	Prav.g_00096
OG0001011	Syan.g_01745	Prav.g_00097
OG0001012	Syan.g_00281	Prav.g_00114
OG0001013	Syan.g_01542	Prav.g_00119
OG0001014	Syan.g_01535	Prav.g_00122
OG0001015	Syan.g_01534	Prav.g_00123
OG0001016	Syan.g_02912	Prav.g_00138
OG0001017	Syan.g_02918	Prav.g_00142
OG0001018	Syan.g_02920	Prav.g_00145
OG0001019	Syan.g_02947	Prav.g_00154
OG0001020	Syan.g_02951	Prav.g_00155
OG0001021	Syan.g_02958	Prav.g_00156
OG0001022	Syan.g_02964	Prav.g_00159
OG0001023	Syan.g_02965	Prav.g_00160
OG0001024	Syan.g_00968	Prav.g_00163
OG0001025	Syan.g_02971	Prav.g_00169
OG0001026	Syan.g_02984	Prav.g_00176
OG0001027	Syan.g_02308	Prav.g_00177
OG0001028	Syan.g_02305	Prav.g_00179
OG0001029	Syan.g_02303	Prav.g_00180
OG0001030	Syan.g_02281	Prav.g_00195
OG0001031	Syan.g_03060	Prav.g_00852
OG0001032	Syan.g_03063	Prav.g_00851
OG0001033	Syan.g_00970	Prav.g_00830
OG0001034	Syan.g_02425	Prav.g_00802
OG0001035	Syan.g_02062	Prav.g_01901
OG0001036	Syan.g_02056	Prav.g_01906
OG0001037	Syan.g_02054	Prav.g_01907
OG0001038	Syan.g_02025	Prav.g_01924
OG0001039	Syan.g_02022	Prav.g_01927
OG0001040	Syan.g_02019	Prav.g_01929
OG0001041	Syan.g_02015	Prav.g_01933
OG0001042	Syan.g_01992	Prav.g_01950
OG0001043	Syan.g_01988	Prav.g_01951
OG0001044	Syan.g_02145	Prav.g_01979
OG0001045	Syan.g_02132	Prav.g_01988
OG0001046	Syan.g_00591	Prav.g_00996
OG0001047	Syan.g_02399	Prav.g_01038
OG0001048	Syan.g_02400	Prav.g_01039
OG0001049	Syan.g_01340	Prav.g_01041
OG0001050	Syan.g_01339	Prav.g_01042
OG0001051	Syan.g_01338	Prav.g_01043
OG0001052	Syan.g_02850	Prav.g_01069
OG0001053	Syan.g_02761	Prav.g_01081
OG0001054	Syan.g_02742	Prav.g_01096
OG0001055	Syan.g_02721	Prav.g_01115
OG0001056	Syan.g_01161	Prav.g_01134
OG0001057	Syan.g_00832	Prav.g_01139
OG0001058	Syan.g_00851	Prav.g_01147
OG0001059	Syan.g_00855	Prav.g_01151
OG0001060	Syan.g_00861	Prav.g_01158
OG0001061	Syan.g_00880	Prav.g_01171
OG0001063	Syan.g_00945	Prav.g_01175
OG0001064	Syan.g_00946	Prav.g_01176
OG0001065	Syan.g_00947	Prav.g_01177
OG0001066	Syan.g_00948	Prav.g_01178
OG0001067	Syan.g_00949	Prav.g_01179
OG0001068	Syan.g_00950	Prav.g_01180
OG0001069	Syan.g_00951	Prav.g_01181
OG0001070	Syan.g_00955	Prav.g_01184
OG0001071	Syan.g_00956	Prav.g_01185
OG0001072	Syan.g_00960	Prav.g_01186
OG0001073	Syan.g_01012	Prav.g_01200
OG0001074	Syan.g_00202	Prav.g_01211
OG0001075	Syan.g_00200	Prav.g_01212
OG0001076	Syan.g_00012	Prav.g_01222
OG0001077	Syan.g_01140	Prav.g_01226
OG0001078	Syan.g_00815	Prav.g_01234
OG0001079	Syan.g_00799	Prav.g_01245
OG0001080	Syan.g_00781	Prav.g_01251
OG0001081	Syan.g_00779	Prav.g_01253
OG0001082	Syan.g_00778	Prav.g_01254
OG0001083	Syan.g_00771	Prav.g_01259
OG0001084	Syan.g_00770	Prav.g_01260
OG0001086	Syan.g_00757	Prav.g_01269
OG0001087	Syan.g_01159	Prav.g_01286
OG0001088	Syan.g_02688	Prav.g_01287
OG0001089	Syan.g_00185	Prav.g_01295
OG0001090	Syan.g_00317	Prav.g_00307
OG0001091	Syan.g_00320	Prav.g_00309
OG0001092	Syan.g_00322	Prav.g_00310
OG0001093	Syan.g_00328	Prav.g_00315
OG0001094	Syan.g_00696	Prav.g_00391
OG0001095	Syan.g_00675	Prav.g_00410
OG0001096	Syan.g_00659	Prav.g_00423
OG0001097	Syan.g_00386	Prav.g_00441
OG0001099	Syan.g_02304	Prav.g_00487
OG0001100	Syan.g_00749	Prav.g_00491
OG0001101	Syan.g_00747	Prav.g_00493
OG0001102	Syan.g_00744	Prav.g_00496
OG0001103	Syan.g_00742	Prav.g_00498
OG0001104	Syan.g_00714	Prav.g_00520
OG0001106	Syan.g_00551	Prav.g_00547
OG0001107	Syan.g_00563	Prav.g_00554
OG0001108	Syan.g_00571	Prav.g_00558
OG0001109	Syan.g_00573	Prav.g_00559
OG0001110	Syan.g_00575	Prav.g_00561
OG0001111	Syan.g_00577	Prav.g_00562
OG0001112	Syan.g_00579	Prav.g_00563
OG0001113	Syan.g_00580	Prav.g_00564
OG0001114	Syan.g_00581	Prav.g_00565
OG0001115	Syan.g_00586	Prav.g_00567
OG0001116	Syan.g_00588	Prav.g_00568
OG0001117	Syan.g_00589	Prav.g_00569
OG0001118	Syan.g_00590	Prav.g_00570
OG0001119	Syan.g_00592	Prav.g_00571
OG0001120	Syan.g_00597	Prav.g_00573
OG0001122	Syan.g_00366	Prav.g_00905
OG0001123	Syan.g_00359	Prav.g_00909
OG0001124	Syan.g_00357	Prav.g_00911
OG0001125	Syan.g_00355	Prav.g_00912
OG0001126	Syan.g_00307	Prav.g_00922
OG0001127	Syan.g_00306	Prav.g_00923
OG0001128	Syan.g_00303	Prav.g_00925
OG0001129	Syan.g_00301	Prav.g_00926
OG0001130	Syan.g_00300	Prav.g_00927
OG0001131	Syan.g_00079	Prav.g_00242
OG0001132	Syan.g_00100	Prav.g_00252
OG0001133	Syan.g_00006	Prav.g_00019
OG0001134	Syan.g_01146	Prav.g_00033
OG0001135	Syan.g_01150	Prav.g_00036
OG0001136	Syan.g_02699	Prav.g_00062
OG0001137	Syan.g_02670	Prav.g_00073
OG0001138	Syan.g_02638	Prav.g_01855
OG0001139	Syan.g_02636	Prav.g_01854
OG0001140	Syan.g_02635	Prav.g_01853
OG0001141	Syan.g_02625	Prav.g_01852
OG0001142	Syan.g_02624	Prav.g_01851
OG0001143	Syan.g_02616	Prav.g_01844
OG0001144	Syan.g_02596	Prav.g_01839
OG0001145	Syan.g_01200	Prav.g_01430
OG0001146	Syan.g_01219	Prav.g_01442
OG0001147	Syan.g_02842	Prav.g_01459
OG0001148	Syan.g_02775	Prav.g_01475
OG0001149	Syan.g_02776	Prav.g_01476
OG0001150	Syan.g_02777	Prav.g_01477
OG0001151	Syan.g_02884	Prav.g_01488
OG0001152	Syan.g_02885	Prav.g_01489
OG0001153	Syan.g_02828	Prav.g_01610
OG0001154	Syan.g_02829	Prav.g_01611
OG0001156	Syan.g_02404	Prav.g_01626
OG0001157	Syan.g_02403	Prav.g_01627
OG0001158	Syan.g_02402	Prav.g_01628
OG0001159	Syan.g_02401	Prav.g_01629
OG0001160	Syan.g_01377	Prav.g_01653
OG0001161	Syan.g_01594	Prav.g_01664
OG0001162	Syan.g_02943	Prav.g_01675
OG0001163	Syan.g_01385	Prav.g_01753
OG0001164	Syan.g_01392	Prav.g_01757
OG0001165	Syan.g_01397	Prav.g_01760
OG0001166	Syan.g_01430	Prav.g_01780
OG0001167	Syan.g_00992	Prav.g_01797
OG0001168	Syan.g_01456	Prav.g_01799
OG0001169	Syan.g_01458	Prav.g_01801
OG0001170	Syan.g_01460	Prav.g_01803
OG0001171	Syan.g_01470	Prav.g_01813
OG0001172	Syan.g_02110	Prav.g_00271
OG0001173	Syan.g_02111	Prav.g_00272
OG0001174	Syan.g_02119	Prav.g_00280
OG0001175	Syan.g_02120	Prav.g_00281
OG0001176	Syan.g_02253	Prav.g_00288
OG0001177	Syan.g_02256	Prav.g_00291
OG0001179	Syan.g_02218	Prav.g_00616
OG0001180	Syan.g_02191	Prav.g_00638
OG0001181	Syan.g_02187	Prav.g_00642
OG0001182	Syan.g_02179	Prav.g_00649
OG0001183	Syan.g_02166	Prav.g_00654
OG0001184	Syan.g_01929	Prav.g_00670
