Orthogroup	Syan	Prbn
OG0000568	Syan.g_00874	Prbn.g_00547
OG0000569	Syan.g_00875	Prbn.g_00546
OG0000570	Syan.g_00876	Prbn.g_00545
OG0000571	Syan.g_00879	Prbn.g_00543
OG0000572	Syan.g_00954	Prbn.g_00529
OG0000573	Syan.g_00963	Prbn.g_00523
OG0000574	Syan.g_00965	Prbn.g_00522
OG0000575	Syan.g_01003	Prbn.g_00518
OG0000576	Syan.g_01007	Prbn.g_00516
OG0000577	Syan.g_01008	Prbn.g_00515
OG0000578	Syan.g_01009	Prbn.g_00514
OG0000579	Syan.g_01010	Prbn.g_00513
OG0000580	Syan.g_01011	Prbn.g_00512
OG0000581	Syan.g_01018	Prbn.g_00509
OG0000582	Syan.g_01030	Prbn.g_00506
OG0000583	Syan.g_01029	Prbn.g_00505
OG0000584	Syan.g_01028	Prbn.g_00504
OG0000585	Syan.g_01024	Prbn.g_00502
OG0000586	Syan.g_01022	Prbn.g_00501
OG0000587	Syan.g_01020	Prbn.g_00500
OG0000588	Syan.g_00215	Prbn.g_00496
OG0000589	Syan.g_00016	Prbn.g_00494
OG0000590	Syan.g_00015	Prbn.g_00493
OG0000591	Syan.g_00003	Prbn.g_00489
OG0000592	Syan.g_00002	Prbn.g_00488
OG0000593	Syan.g_00820	Prbn.g_00423
OG0000594	Syan.g_00819	Prbn.g_00424
OG0000595	Syan.g_00818	Prbn.g_00425
OG0000596	Syan.g_00813	Prbn.g_00429
OG0000597	Syan.g_00810	Prbn.g_00432
OG0000598	Syan.g_00809	Prbn.g_00433
OG0000599	Syan.g_00802	Prbn.g_00436
OG0000600	Syan.g_00801	Prbn.g_00437
OG0000601	Syan.g_00800	Prbn.g_00438
OG0000602	Syan.g_00796	Prbn.g_00440
OG0000603	Syan.g_00795	Prbn.g_00441
OG0000604	Syan.g_00792	Prbn.g_00442
OG0000605	Syan.g_00783	Prbn.g_00443
OG0000606	Syan.g_00780	Prbn.g_00446
OG0000607	Syan.g_00777	Prbn.g_00449
OG0000608	Syan.g_00776	Prbn.g_00450
OG0000609	Syan.g_00774	Prbn.g_00834
OG0000610	Syan.g_00766	Prbn.g_00840
OG0000611	Syan.g_00763	Prbn.g_00843
OG0000612	Syan.g_00762	Prbn.g_00844
OG0000613	Syan.g_01965	Prbn.g_01591
OG0000614	Syan.g_00184	Prbn.g_01570
OG0000615	Syan.g_00728	Prbn.g_01559
OG0000616	Syan.g_01694	Prbn.g_00905
OG0000617	Syan.g_00324	Prbn.g_00860
OG0000618	Syan.g_00325	Prbn.g_00861
OG0000619	Syan.g_00326	Prbn.g_00862
OG0000620	Syan.g_00331	Prbn.g_01947
OG0000621	Syan.g_00332	Prbn.g_01948
OG0000622	Syan.g_00334	Prbn.g_01949
OG0000623	Syan.g_00335	Prbn.g_01950
OG0000624	Syan.g_00337	Prbn.g_01952
OG0000625	Syan.g_00338	Prbn.g_01345
OG0000626	Syan.g_00339	Prbn.g_01346
OG0000627	Syan.g_00465	Prbn.g_01347
OG0000628	Syan.g_00466	Prbn.g_01348
OG0000629	Syan.g_00469	Prbn.g_01349
OG0000630	Syan.g_00474	Prbn.g_01352
OG0000631	Syan.g_00484	Prbn.g_01445
OG0000632	Syan.g_00485	Prbn.g_01444
OG0000633	Syan.g_00489	Prbn.g_01443
OG0000634	Syan.g_00694	Prbn.g_01550
OG0000635	Syan.g_00693	Prbn.g_01549
OG0000636	Syan.g_00691	Prbn.g_01547
OG0000637	Syan.g_00689	Prbn.g_01545
OG0000638	Syan.g_00688	Prbn.g_01544
OG0000639	Syan.g_00687	Prbn.g_01543
OG0000640	Syan.g_00686	Prbn.g_01542
OG0000641	Syan.g_00682	Prbn.g_01538
OG0000642	Syan.g_00681	Prbn.g_01537
OG0000643	Syan.g_00679	Prbn.g_01536
OG0000644	Syan.g_00678	Prbn.g_01535
OG0000645	Syan.g_00676	Prbn.g_01534
OG0000646	Syan.g_00673	Prbn.g_01532
OG0000647	Syan.g_00671	Prbn.g_01530
OG0000648	Syan.g_00669	Prbn.g_01528
OG0000649	Syan.g_00668	Prbn.g_01527
OG0000650	Syan.g_00667	Prbn.g_01526
OG0000651	Syan.g_00666	Prbn.g_01525
OG0000652	Syan.g_00665	Prbn.g_01524
OG0000653	Syan.g_00663	Prbn.g_01522
OG0000654	Syan.g_00661	Prbn.g_01521
OG0000655	Syan.g_00660	Prbn.g_01520
OG0000656	Syan.g_00656	Prbn.g_01517
OG0000657	Syan.g_00375	Prbn.g_01509
OG0000658	Syan.g_00378	Prbn.g_01507
OG0000659	Syan.g_00379	Prbn.g_01506
OG0000660	Syan.g_00383	Prbn.g_01502
OG0000661	Syan.g_00385	Prbn.g_01500
OG0000662	Syan.g_00392	Prbn.g_01498
OG0000663	Syan.g_00395	Prbn.g_01496
OG0000664	Syan.g_00397	Prbn.g_01495
OG0000665	Syan.g_00788	Prbn.g_01489
OG0000666	Syan.g_02100	Prbn.g_01488
OG0000667	Syan.g_00044	Prbn.g_01484
OG0000668	Syan.g_00365	Prbn.g_01930
OG0000669	Syan.g_00751	Prbn.g_01632
OG0000670	Syan.g_00748	Prbn.g_01629
OG0000671	Syan.g_00746	Prbn.g_01626
OG0000672	Syan.g_00743	Prbn.g_01623
OG0000673	Syan.g_00740	Prbn.g_01620
OG0000674	Syan.g_00738	Prbn.g_01618
OG0000675	Syan.g_00737	Prbn.g_01617
OG0000676	Syan.g_00735	Prbn.g_01615
OG0000677	Syan.g_00734	Prbn.g_01614
OG0000678	Syan.g_00732	Prbn.g_01612
OG0000679	Syan.g_00724	Prbn.g_01608
OG0000680	Syan.g_00723	Prbn.g_01607
OG0000681	Syan.g_00720	Prbn.g_01604
OG0000682	Syan.g_00719	Prbn.g_01603
OG0000683	Syan.g_00718	Prbn.g_01602
OG0000684	Syan.g_00715	Prbn.g_01600
OG0000685	Syan.g_00713	Prbn.g_01598
OG0000686	Syan.g_00712	Prbn.g_01597
OG0000687	Syan.g_00711	Prbn.g_01596
OG0000688	Syan.g_00706	Prbn.g_00848
OG0000689	Syan.g_00704	Prbn.g_00849
OG0000690	Syan.g_00703	Prbn.g_00850
OG0000691	Syan.g_00702	Prbn.g_00851
OG0000692	Syan.g_00700	Prbn.g_00853
OG0000693	Syan.g_00698	Prbn.g_00854
OG0000694	Syan.g_00697	Prbn.g_00855
OG0000695	Syan.g_00492	Prbn.g_01441
OG0000696	Syan.g_00493	Prbn.g_01440
OG0000697	Syan.g_00495	Prbn.g_01439
OG0000698	Syan.g_00498	Prbn.g_01436
OG0000699	Syan.g_00500	Prbn.g_01435
OG0000700	Syan.g_00501	Prbn.g_01434
OG0000701	Syan.g_00502	Prbn.g_01433
OG0000702	Syan.g_00534	Prbn.g_01431
OG0000703	Syan.g_00546	Prbn.g_01430
OG0000704	Syan.g_00550	Prbn.g_01428
OG0000705	Syan.g_00557	Prbn.g_01425
OG0000706	Syan.g_00558	Prbn.g_01424
OG0000707	Syan.g_00559	Prbn.g_01423
OG0000708	Syan.g_00562	Prbn.g_01421
OG0000709	Syan.g_00570	Prbn.g_01417
OG0000710	Syan.g_00574	Prbn.g_01414
OG0000711	Syan.g_00607	Prbn.g_01396
OG0000712	Syan.g_00609	Prbn.g_01395
OG0000713	Syan.g_00610	Prbn.g_01394
OG0000714	Syan.g_00624	Prbn.g_01393
OG0000715	Syan.g_00626	Prbn.g_01391
OG0000716	Syan.g_00630	Prbn.g_01389
OG0000717	Syan.g_00631	Prbn.g_01388
OG0000718	Syan.g_00651	Prbn.g_01384
OG0000719	Syan.g_00367	Prbn.g_01382
OG0000720	Syan.g_00354	Prbn.g_01370
OG0000721	Syan.g_00352	Prbn.g_01366
OG0000722	Syan.g_00351	Prbn.g_01365
OG0000723	Syan.g_00341	Prbn.g_01361
OG0000724	Syan.g_00299	Prbn.g_01466
OG0000725	Syan.g_00194	Prbn.g_01472
OG0000726	Syan.g_00193	Prbn.g_01473
OG0000727	Syan.g_00192	Prbn.g_01474
OG0000728	Syan.g_00190	Prbn.g_01476
OG0000729	Syan.g_01885	Prbn.g_01106
OG0000730	Syan.g_02147	Prbn.g_01147
OG0000731	Syan.g_02135	Prbn.g_00111
OG0000732	Syan.g_01726	Prbn.g_00954
OG0000733	Syan.g_01147	Prbn.g_01651
OG0000734	Syan.g_02982	Prbn.g_01173
OG0000735	Syan.g_02713	Prbn.g_01175
OG0000736	Syan.g_02712	Prbn.g_01176
OG0000737	Syan.g_02711	Prbn.g_01177
OG0000738	Syan.g_02705	Prbn.g_01181
OG0000739	Syan.g_02704	Prbn.g_01182
OG0000740	Syan.g_02703	Prbn.g_01183
OG0000741	Syan.g_02700	Prbn.g_01185
OG0000742	Syan.g_02697	Prbn.g_01188
OG0000743	Syan.g_02694	Prbn.g_01190
OG0000744	Syan.g_02693	Prbn.g_01191
OG0000745	Syan.g_02690	Prbn.g_01192
OG0000746	Syan.g_02687	Prbn.g_01194
OG0000747	Syan.g_02685	Prbn.g_01195
OG0000748	Syan.g_02669	Prbn.g_01199
OG0000749	Syan.g_02668	Prbn.g_01200
OG0000750	Syan.g_02667	Prbn.g_01201
OG0000751	Syan.g_02661	Prbn.g_01204
OG0000752	Syan.g_02659	Prbn.g_01206
OG0000753	Syan.g_02656	Prbn.g_01208
OG0000754	Syan.g_02650	Prbn.g_01211
OG0000755	Syan.g_02641	Prbn.g_00390
OG0000756	Syan.g_02640	Prbn.g_00391
OG0000757	Syan.g_02623	Prbn.g_00398
OG0000758	Syan.g_02622	Prbn.g_00399
OG0000759	Syan.g_02621	Prbn.g_00400
OG0000760	Syan.g_02620	Prbn.g_00401
OG0000761	Syan.g_02619	Prbn.g_00402
OG0000762	Syan.g_02617	Prbn.g_00403
OG0000763	Syan.g_02615	Prbn.g_00405
OG0000764	Syan.g_02614	Prbn.g_00406
OG0000765	Syan.g_02587	Prbn.g_00414
OG0000766	Syan.g_02586	Prbn.g_00415
OG0000767	Syan.g_02584	Prbn.g_00417
OG0000768	Syan.g_02583	Prbn.g_00418
OG0000769	Syan.g_02581	Prbn.g_00420
OG0000770	Syan.g_02561	Prbn.g_00483
OG0000771	Syan.g_00305	Prbn.g_00886
OG0000772	Syan.g_00436	Prbn.g_01671
OG0000773	Syan.g_01199	Prbn.g_01093
OG0000774	Syan.g_01205	Prbn.g_01091
OG0000775	Syan.g_01207	Prbn.g_01089
OG0000776	Syan.g_01208	Prbn.g_01088
OG0000777	Syan.g_01209	Prbn.g_01087
OG0000778	Syan.g_01210	Prbn.g_01086
OG0000779	Syan.g_01215	Prbn.g_01082
OG0000780	Syan.g_01218	Prbn.g_01081
OG0000781	Syan.g_01222	Prbn.g_01077
OG0000782	Syan.g_01223	Prbn.g_01076
OG0000783	Syan.g_01224	Prbn.g_01075
OG0000784	Syan.g_01225	Prbn.g_01074
OG0000785	Syan.g_01228	Prbn.g_01072
OG0000786	Syan.g_01243	Prbn.g_01069
OG0000787	Syan.g_01244	Prbn.g_01068
OG0000788	Syan.g_00843	Prbn.g_00615
OG0000789	Syan.g_00075	Prbn.g_00883
OG0000790	Syan.g_02778	Prbn.g_00155
OG0000791	Syan.g_02780	Prbn.g_00157
OG0000792	Syan.g_02781	Prbn.g_00158
OG0000793	Syan.g_02879	Prbn.g_00161
OG0000794	Syan.g_02881	Prbn.g_00162
OG0000795	Syan.g_02882	Prbn.g_00163
OG0000796	Syan.g_02886	Prbn.g_00167
OG0000797	Syan.g_02888	Prbn.g_00168
OG0000799	Syan.g_01310	Prbn.g_00195
OG0000800	Syan.g_01308	Prbn.g_00196
OG0000801	Syan.g_01307	Prbn.g_00197
OG0000802	Syan.g_01303	Prbn.g_00199
OG0000803	Syan.g_01294	Prbn.g_00201
OG0000804	Syan.g_01291	Prbn.g_00202
OG0000805	Syan.g_01289	Prbn.g_00204
OG0000806	Syan.g_01287	Prbn.g_00206
OG0000807	Syan.g_01286	Prbn.g_00207
OG0000808	Syan.g_01285	Prbn.g_00208
OG0000809	Syan.g_01281	Prbn.g_00210
OG0000810	Syan.g_01280	Prbn.g_00211
OG0000811	Syan.g_01272	Prbn.g_00215
OG0000812	Syan.g_01270	Prbn.g_00217
OG0000813	Syan.g_01269	Prbn.g_00218
OG0000814	Syan.g_01267	Prbn.g_00220
OG0000815	Syan.g_01249	Prbn.g_00221
OG0000816	Syan.g_01247	Prbn.g_00223
OG0000817	Syan.g_01328	Prbn.g_00224
OG0000818	Syan.g_02807	Prbn.g_00229
OG0000819	Syan.g_02808	Prbn.g_00230
OG0000820	Syan.g_02809	Prbn.g_00231
OG0000821	Syan.g_02815	Prbn.g_00235
OG0000822	Syan.g_02817	Prbn.g_00236
OG0000823	Syan.g_02818	Prbn.g_00237
OG0000824	Syan.g_02824	Prbn.g_00240
OG0000825	Syan.g_02825	Prbn.g_00241
OG0000826	Syan.g_02826	Prbn.g_00242
OG0000827	Syan.g_02827	Prbn.g_00243
OG0000828	Syan.g_02830	Prbn.g_00246
OG0000829	Syan.g_02831	Prbn.g_00247
OG0000830	Syan.g_02832	Prbn.g_00248
OG0000831	Syan.g_02834	Prbn.g_00250
OG0000832	Syan.g_02408	Prbn.g_00260
OG0000833	Syan.g_01343	Prbn.g_00269
OG0000834	Syan.g_01345	Prbn.g_00270
OG0000835	Syan.g_01346	Prbn.g_00271
OG0000836	Syan.g_01349	Prbn.g_00272
OG0000837	Syan.g_01351	Prbn.g_00273
OG0000838	Syan.g_01355	Prbn.g_00275
OG0000839	Syan.g_01356	Prbn.g_00276
OG0000840	Syan.g_01357	Prbn.g_00277
OG0000841	Syan.g_01358	Prbn.g_00278
OG0000842	Syan.g_01359	Prbn.g_00279
OG0000843	Syan.g_01360	Prbn.g_00280
OG0000844	Syan.g_01362	Prbn.g_00281
OG0000845	Syan.g_01363	Prbn.g_00282
OG0000846	Syan.g_01364	Prbn.g_00283
OG0000847	Syan.g_01365	Prbn.g_00284
OG0000848	Syan.g_01367	Prbn.g_00285
OG0000849	Syan.g_01368	Prbn.g_00286
OG0000850	Syan.g_01371	Prbn.g_00288
OG0000851	Syan.g_01374	Prbn.g_00289
OG0000852	Syan.g_01375	Prbn.g_00904
OG0000853	Syan.g_01379	Prbn.g_00898
OG0000854	Syan.g_01381	Prbn.g_00896
OG0000855	Syan.g_01382	Prbn.g_00895
OG0000856	Syan.g_01136	Prbn.g_00486
OG0000857	Syan.g_00672	Prbn.g_01531
OG0000858	Syan.g_01389	Prbn.g_01738
OG0000859	Syan.g_01390	Prbn.g_01739
OG0000860	Syan.g_01402	Prbn.g_01747
OG0000861	Syan.g_01403	Prbn.g_01748
OG0000862	Syan.g_01412	Prbn.g_01749
OG0000863	Syan.g_01414	Prbn.g_01751
OG0000864	Syan.g_00969	Prbn.g_01752
OG0000865	Syan.g_01415	Prbn.g_01753
OG0000866	Syan.g_01416	Prbn.g_01754
OG0000867	Syan.g_01417	Prbn.g_01755
OG0000868	Syan.g_01421	Prbn.g_01757
OG0000869	Syan.g_01426	Prbn.g_01760
OG0000870	Syan.g_01431	Prbn.g_01765
OG0000871	Syan.g_01432	Prbn.g_01766
OG0000872	Syan.g_01438	Prbn.g_01767
OG0000873	Syan.g_01441	Prbn.g_01771
OG0000874	Syan.g_01443	Prbn.g_01774
OG0000875	Syan.g_01445	Prbn.g_01775
OG0000876	Syan.g_00391	Prbn.g_01776
OG0000877	Syan.g_01449	Prbn.g_01778
OG0000878	Syan.g_01450	Prbn.g_01779
OG0000879	Syan.g_01451	Prbn.g_01780
OG0000880	Syan.g_01452	Prbn.g_01781
OG0000881	Syan.g_01457	Prbn.g_01785
OG0000882	Syan.g_01462	Prbn.g_01790
OG0000883	Syan.g_01464	Prbn.g_01792
OG0000884	Syan.g_01466	Prbn.g_01794
OG0000885	Syan.g_01467	Prbn.g_01795
OG0000886	Syan.g_01468	Prbn.g_01796
OG0000887	Syan.g_01469	Prbn.g_01797
OG0000888	Syan.g_01471	Prbn.g_01799
OG0000889	Syan.g_01473	Prbn.g_01801
OG0000890	Syan.g_01476	Prbn.g_01802
OG0000891	Syan.g_01477	Prbn.g_01803
OG0000892	Syan.g_01480	Prbn.g_01805
OG0000893	Syan.g_02103	Prbn.g_01809
OG0000894	Syan.g_02108	Prbn.g_01812
OG0000895	Syan.g_02112	Prbn.g_01816
OG0000896	Syan.g_02113	Prbn.g_01817
OG0000897	Syan.g_02115	Prbn.g_01819
OG0000898	Syan.g_02116	Prbn.g_01820
OG0000899	Syan.g_02117	Prbn.g_01821
OG0000900	Syan.g_02118	Prbn.g_01822
OG0000901	Syan.g_02123	Prbn.g_01825
OG0000902	Syan.g_02125	Prbn.g_01827
OG0000903	Syan.g_02252	Prbn.g_01831
OG0000904	Syan.g_02258	Prbn.g_01835
OG0000905	Syan.g_02129	Prbn.g_01829
OG0000906	Syan.g_02127	Prbn.g_01828
OG0000907	Syan.g_02245	Prbn.g_01838
OG0000908	Syan.g_02242	Prbn.g_01841
OG0000909	Syan.g_02241	Prbn.g_01842
OG0000910	Syan.g_02240	Prbn.g_01843
OG0000911	Syan.g_02238	Prbn.g_01845
OG0000912	Syan.g_02237	Prbn.g_01846
OG0000913	Syan.g_02236	Prbn.g_01847
OG0000914	Syan.g_02235	Prbn.g_01848
OG0000915	Syan.g_02233	Prbn.g_01849
OG0000916	Syan.g_02232	Prbn.g_01850
OG0000917	Syan.g_02231	Prbn.g_01851
OG0000918	Syan.g_02230	Prbn.g_01852
OG0000919	Syan.g_02229	Prbn.g_01853
OG0000920	Syan.g_02228	Prbn.g_01854
OG0000921	Syan.g_02227	Prbn.g_01855
OG0000922	Syan.g_02226	Prbn.g_01856
OG0000923	Syan.g_02222	Prbn.g_01860
OG0000924	Syan.g_02221	Prbn.g_01861
OG0000925	Syan.g_02220	Prbn.g_01862
OG0000926	Syan.g_02219	Prbn.g_01863
OG0000927	Syan.g_02217	Prbn.g_01865
OG0000928	Syan.g_02216	Prbn.g_01866
OG0000929	Syan.g_02215	Prbn.g_01867
OG0000930	Syan.g_02214	Prbn.g_01868
OG0000931	Syan.g_02213	Prbn.g_01869
OG0000932	Syan.g_02212	Prbn.g_01870
OG0000933	Syan.g_02206	Prbn.g_01874
OG0000934	Syan.g_02204	Prbn.g_01876
OG0000935	Syan.g_02203	Prbn.g_01877
OG0000936	Syan.g_02202	Prbn.g_01878
OG0000937	Syan.g_02201	Prbn.g_01879
OG0000938	Syan.g_02198	Prbn.g_01882
OG0000939	Syan.g_02197	Prbn.g_01883
OG0000940	Syan.g_02188	Prbn.g_01890
OG0000941	Syan.g_02186	Prbn.g_01892
OG0000942	Syan.g_02184	Prbn.g_01894
OG0000943	Syan.g_02183	Prbn.g_01895
OG0000944	Syan.g_02181	Prbn.g_01897
OG0000945	Syan.g_02180	Prbn.g_01898
OG0000946	Syan.g_02167	Prbn.g_01903
OG0000947	Syan.g_02164	Prbn.g_01905
OG0000948	Syan.g_02163	Prbn.g_01906
OG0000949	Syan.g_01951	Prbn.g_01909
OG0000950	Syan.g_01940	Prbn.g_01916
OG0000951	Syan.g_01932	Prbn.g_01920
OG0000952	Syan.g_01927	Prbn.g_01015
OG0000953	Syan.g_01922	Prbn.g_01011
OG0000954	Syan.g_01916	Prbn.g_01007
OG0000955	Syan.g_01915	Prbn.g_01006
OG0000956	Syan.g_01913	Prbn.g_01004
OG0000957	Syan.g_01898	Prbn.g_00998
OG0000958	Syan.g_01897	Prbn.g_00997
OG0000959	Syan.g_01893	Prbn.g_00993
OG0000960	Syan.g_01892	Prbn.g_00992
OG0000961	Syan.g_03024	Prbn.g_00989
OG0000962	Syan.g_01887	Prbn.g_00987
OG0000963	Syan.g_01881	Prbn.g_00983
OG0000964	Syan.g_01880	Prbn.g_00982
OG0000965	Syan.g_01879	Prbn.g_00981
OG0000966	Syan.g_01812	Prbn.g_00975
OG0000967	Syan.g_01804	Prbn.g_00971
OG0000968	Syan.g_01706	Prbn.g_00969
OG0000969	Syan.g_01708	Prbn.g_00968
OG0000970	Syan.g_01709	Prbn.g_00967
OG0000971	Syan.g_01711	Prbn.g_00966
OG0000972	Syan.g_01712	Prbn.g_00965
OG0000973	Syan.g_01713	Prbn.g_00964
OG0000974	Syan.g_01714	Prbn.g_00963
OG0000975	Syan.g_01715	Prbn.g_00962
OG0000976	Syan.g_01716	Prbn.g_00961
OG0000977	Syan.g_01718	Prbn.g_00960
OG0000978	Syan.g_01719	Prbn.g_00959
OG0000979	Syan.g_01722	Prbn.g_00957
OG0000980	Syan.g_01725	Prbn.g_00955
OG0000981	Syan.g_01728	Prbn.g_00952
OG0000982	Syan.g_01566	Prbn.g_00950
OG0000983	Syan.g_01567	Prbn.g_00949
OG0000984	Syan.g_01568	Prbn.g_00948
OG0000985	Syan.g_01572	Prbn.g_00945
OG0000986	Syan.g_01574	Prbn.g_00943
OG0000987	Syan.g_01576	Prbn.g_00942
OG0000988	Syan.g_01581	Prbn.g_00939
OG0000989	Syan.g_01587	Prbn.g_00935
OG0000990	Syan.g_01615	Prbn.g_00931
OG0000991	Syan.g_01618	Prbn.g_00930
OG0000992	Syan.g_01622	Prbn.g_00927
OG0000993	Syan.g_01623	Prbn.g_00926
OG0000994	Syan.g_01625	Prbn.g_00925
OG0000995	Syan.g_01629	Prbn.g_00921
OG0000996	Syan.g_01653	Prbn.g_00920
OG0000997	Syan.g_01677	Prbn.g_00917
OG0000998	Syan.g_01679	Prbn.g_00915
OG0000999	Syan.g_01680	Prbn.g_00914
OG0001000	Syan.g_01684	Prbn.g_00911
OG0001001	Syan.g_01690	Prbn.g_00908
OG0001002	Syan.g_01697	Prbn.g_00291
OG0001003	Syan.g_01699	Prbn.g_00292
OG0001004	Syan.g_01700	Prbn.g_00293
OG0001005	Syan.g_01701	Prbn.g_00294
OG0001006	Syan.g_01794	Prbn.g_00298
OG0001007	Syan.g_01796	Prbn.g_00300
OG0001008	Syan.g_02397	Prbn.g_00676
OG0001009	Syan.g_01748	Prbn.g_00755
OG0001010	Syan.g_01747	Prbn.g_00754
OG0001011	Syan.g_01745	Prbn.g_00752
OG0001012	Syan.g_00281	Prbn.g_00738
OG0001013	Syan.g_01542	Prbn.g_00731
OG0001014	Syan.g_01535	Prbn.g_00728
OG0001015	Syan.g_01534	Prbn.g_00726
OG0001016	Syan.g_02912	Prbn.g_00704
OG0001017	Syan.g_02918	Prbn.g_01343
OG0001018	Syan.g_02920	Prbn.g_01341
OG0001019	Syan.g_02947	Prbn.g_01332
OG0001020	Syan.g_02951	Prbn.g_01331
OG0001021	Syan.g_02958	Prbn.g_01330
OG0001022	Syan.g_02964	Prbn.g_01327
OG0001023	Syan.g_02965	Prbn.g_01326
OG0001024	Syan.g_00968	Prbn.g_01322
OG0001025	Syan.g_02971	Prbn.g_01315
OG0001026	Syan.g_02984	Prbn.g_01306
OG0001027	Syan.g_02308	Prbn.g_01305
OG0001028	Syan.g_02305	Prbn.g_01303
OG0001029	Syan.g_02303	Prbn.g_01302
OG0001030	Syan.g_02281	Prbn.g_01286
OG0001031	Syan.g_03060	Prbn.g_00367
OG0001032	Syan.g_03063	Prbn.g_00366
OG0001033	Syan.g_00970	Prbn.g_00345
OG0001034	Syan.g_02425	Prbn.g_00314
OG0001035	Syan.g_02062	Prbn.g_00021
OG0001036	Syan.g_02056	Prbn.g_00025
OG0001037	Syan.g_02054	Prbn.g_00026
OG0001038	Syan.g_02025	Prbn.g_00045
OG0001039	Syan.g_02022	Prbn.g_00048
OG0001040	Syan.g_02019	Prbn.g_00050
OG0001041	Syan.g_02015	Prbn.g_00055
OG0001042	Syan.g_01992	Prbn.g_00072
OG0001043	Syan.g_01988	Prbn.g_00073
OG0001044	Syan.g_02145	Prbn.g_00104
OG0001045	Syan.g_02132	Prbn.g_00113
OG0001046	Syan.g_00591	Prbn.g_01697
OG0001047	Syan.g_02399	Prbn.g_00674
OG0001048	Syan.g_02400	Prbn.g_00673
OG0001049	Syan.g_01340	Prbn.g_00671
OG0001050	Syan.g_01339	Prbn.g_00670
OG0001051	Syan.g_01338	Prbn.g_00669
OG0001052	Syan.g_02850	Prbn.g_00643
OG0001053	Syan.g_02761	Prbn.g_00631
OG0001054	Syan.g_02742	Prbn.g_00616
OG0001055	Syan.g_02721	Prbn.g_00597
OG0001056	Syan.g_01161	Prbn.g_00580
OG0001057	Syan.g_00832	Prbn.g_00575
OG0001058	Syan.g_00851	Prbn.g_00567
OG0001059	Syan.g_00855	Prbn.g_00563
OG0001060	Syan.g_00861	Prbn.g_00557
OG0001061	Syan.g_00880	Prbn.g_00542
OG0001063	Syan.g_00945	Prbn.g_00538
OG0001064	Syan.g_00946	Prbn.g_00537
OG0001065	Syan.g_00947	Prbn.g_00536
OG0001066	Syan.g_00948	Prbn.g_00535
OG0001067	Syan.g_00949	Prbn.g_00534
OG0001068	Syan.g_00950	Prbn.g_00533
OG0001069	Syan.g_00951	Prbn.g_00532
OG0001070	Syan.g_00955	Prbn.g_00528
OG0001071	Syan.g_00956	Prbn.g_00527
OG0001072	Syan.g_00960	Prbn.g_00525
OG0001073	Syan.g_01012	Prbn.g_00511
OG0001074	Syan.g_00202	Prbn.g_00499
OG0001075	Syan.g_00200	Prbn.g_00498
OG0001076	Syan.g_00012	Prbn.g_00491
OG0001077	Syan.g_01140	Prbn.g_00485
OG0001078	Syan.g_00815	Prbn.g_00427
OG0001079	Syan.g_00799	Prbn.g_00439
OG0001080	Syan.g_00781	Prbn.g_00445
OG0001081	Syan.g_00779	Prbn.g_00447
OG0001082	Syan.g_00778	Prbn.g_00448
OG0001083	Syan.g_00771	Prbn.g_00836
OG0001084	Syan.g_00770	Prbn.g_00837
OG0001086	Syan.g_00757	Prbn.g_01593
OG0001087	Syan.g_01159	Prbn.g_01575
OG0001088	Syan.g_02688	Prbn.g_01574
OG0001089	Syan.g_00185	Prbn.g_01563
OG0001090	Syan.g_00317	Prbn.g_01553
OG0001091	Syan.g_00320	Prbn.g_00857
OG0001092	Syan.g_00322	Prbn.g_00858
OG0001093	Syan.g_00328	Prbn.g_00863
OG0001094	Syan.g_00696	Prbn.g_00856
OG0001095	Syan.g_00675	Prbn.g_01533
OG0001096	Syan.g_00659	Prbn.g_01519
OG0001097	Syan.g_00386	Prbn.g_01499
OG0001099	Syan.g_02304	Prbn.g_01925
OG0001100	Syan.g_00749	Prbn.g_01630
OG0001101	Syan.g_00747	Prbn.g_01627
OG0001102	Syan.g_00744	Prbn.g_01624
OG0001103	Syan.g_00742	Prbn.g_01622
OG0001104	Syan.g_00714	Prbn.g_01599
OG0001106	Syan.g_00551	Prbn.g_01427
OG0001107	Syan.g_00563	Prbn.g_01420
OG0001108	Syan.g_00571	Prbn.g_01416
OG0001109	Syan.g_00573	Prbn.g_01415
OG0001110	Syan.g_00575	Prbn.g_01413
OG0001111	Syan.g_00577	Prbn.g_01412
OG0001112	Syan.g_00579	Prbn.g_01411
OG0001113	Syan.g_00580	Prbn.g_01410
OG0001114	Syan.g_00581	Prbn.g_01409
OG0001115	Syan.g_00586	Prbn.g_01407
OG0001116	Syan.g_00588	Prbn.g_01406
OG0001117	Syan.g_00589	Prbn.g_01405
OG0001118	Syan.g_00590	Prbn.g_01404
OG0001119	Syan.g_00592	Prbn.g_01403
OG0001120	Syan.g_00597	Prbn.g_01401
OG0001122	Syan.g_00366	Prbn.g_01381
OG0001123	Syan.g_00359	Prbn.g_01375
OG0001124	Syan.g_00357	Prbn.g_01373
OG0001125	Syan.g_00355	Prbn.g_01371
OG0001126	Syan.g_00307	Prbn.g_01460
OG0001127	Syan.g_00306	Prbn.g_01461
OG0001128	Syan.g_00303	Prbn.g_01463
OG0001129	Syan.g_00301	Prbn.g_01464
OG0001130	Syan.g_00300	Prbn.g_01465
OG0001131	Syan.g_00079	Prbn.g_00692
OG0001132	Syan.g_00100	Prbn.g_01039
