Orthogroup	Praa	Syar
OG0000561	Praa.g_00556	Syar.g_02319
OG0000562	Praa.g_00557	Syar.g_02318
OG0000563	Praa.g_00558	Syar.g_02317
OG0000564	Praa.g_00559	Syar.g_02316
OG0000565	Praa.g_00562	Syar.g_02312
OG0000566	Praa.g_00564	Syar.g_02308
OG0000567	Praa.g_00568	Syar.g_02304
OG0000568	Praa.g_00569	Syar.g_02302
OG0000569	Praa.g_00570	Syar.g_02301
OG0000570	Praa.g_00571	Syar.g_02300
OG0000571	Praa.g_00573	Syar.g_02298
OG0000572	Praa.g_00586	Syar.g_02201
OG0000573	Praa.g_00592	Syar.g_02191
OG0000574	Praa.g_00593	Syar.g_02190
OG0000575	Praa.g_00597	Syar.g_03180
OG0000576	Praa.g_00599	Syar.g_02187
OG0000577	Praa.g_00600	Syar.g_02186
OG0000578	Praa.g_00601	Syar.g_02185
OG0000579	Praa.g_00602	Syar.g_02184
OG0000580	Praa.g_00603	Syar.g_02183
OG0000581	Praa.g_00605	Syar.g_02175
OG0000582	Praa.g_00608	Syar.g_02131
OG0000583	Praa.g_00609	Syar.g_02132
OG0000584	Praa.g_00610	Syar.g_02133
OG0000585	Praa.g_00612	Syar.g_02170
OG0000586	Praa.g_00613	Syar.g_02171
OG0000587	Praa.g_00614	Syar.g_02173
OG0000588	Praa.g_00618	Syar.g_02275
OG0000589	Praa.g_00621	Syar.g_02261
OG0000590	Praa.g_00622	Syar.g_02260
OG0000591	Praa.g_00625	Syar.g_02246
OG0000592	Praa.g_00626	Syar.g_02245
OG0000593	Praa.g_00632	Syar.g_02414
OG0000594	Praa.g_00633	Syar.g_02415
OG0000595	Praa.g_00634	Syar.g_02416
OG0000596	Praa.g_00638	Syar.g_02421
OG0000597	Praa.g_00640	Syar.g_02424
OG0000598	Praa.g_00641	Syar.g_02425
OG0000599	Praa.g_00644	Syar.g_02428
OG0000600	Praa.g_00645	Syar.g_02429
OG0000601	Praa.g_00646	Syar.g_02430
OG0000602	Praa.g_00648	Syar.g_02435
OG0000603	Praa.g_00649	Syar.g_02436
OG0000604	Praa.g_00650	Syar.g_02438
OG0000605	Praa.g_00651	Syar.g_02440
OG0000606	Praa.g_00654	Syar.g_02443
OG0000607	Praa.g_00657	Syar.g_02446
OG0000608	Praa.g_00658	Syar.g_02447
OG0000609	Praa.g_00659	Syar.g_02470
OG0000610	Praa.g_00664	Syar.g_01917
OG0000611	Praa.g_00667	Syar.g_01914
OG0000612	Praa.g_00668	Syar.g_01913
OG0000613	Praa.g_00673	Syar.g_00712
OG0000614	Praa.g_00692	Syar.g_02012, Syar.g_01344
OG0000615	Praa.g_00700	Syar.g_02603
OG0000616	Praa.g_00704	Syar.g_00454
OG0000617	Praa.g_00717	Syar.g_01576
OG0000618	Praa.g_00718	Syar.g_01575
OG0000619	Praa.g_00719	Syar.g_01574
OG0000620	Praa.g_00722	Syar.g_01569
OG0000621	Praa.g_00723	Syar.g_01568
OG0000622	Praa.g_00724	Syar.g_01566
OG0000623	Praa.g_00725	Syar.g_01565
OG0000624	Praa.g_00726	Syar.g_01564
OG0000625	Praa.g_00727	Syar.g_01563
OG0000626	Praa.g_00728	Syar.g_01562
OG0000627	Praa.g_00729	Syar.g_01868
OG0000628	Praa.g_00730	Syar.g_01869
OG0000629	Praa.g_00731	Syar.g_01872
OG0000630	Praa.g_00734	Syar.g_02586
OG0000631	Praa.g_00794	Syar.g_02579
OG0000632	Praa.g_00795	Syar.g_02578
OG0000633	Praa.g_00796	Syar.g_02576
OG0000634	Praa.g_00799	Syar.g_02635
OG0000635	Praa.g_00800	Syar.g_02636
OG0000636	Praa.g_00802	Syar.g_02638
OG0000637	Praa.g_00804	Syar.g_02640
OG0000638	Praa.g_00805	Syar.g_02641
OG0000639	Praa.g_00806	Syar.g_02642
OG0000640	Praa.g_00807	Syar.g_02643
OG0000641	Praa.g_00812	Syar.g_02648
OG0000642	Praa.g_00813	Syar.g_02649
OG0000643	Praa.g_00814	Syar.g_02650
OG0000644	Praa.g_00815	Syar.g_02651
OG0000645	Praa.g_00816	Syar.g_02652
OG0000646	Praa.g_00818	Syar.g_02655
OG0000647	Praa.g_00819	Syar.g_02657
OG0000648	Praa.g_00821	Syar.g_02659
OG0000649	Praa.g_00822	Syar.g_02660
OG0000650	Praa.g_00823	Syar.g_02661
OG0000651	Praa.g_00824	Syar.g_02662
OG0000652	Praa.g_00825	Syar.g_02663
OG0000653	Praa.g_00827	Syar.g_02665
OG0000654	Praa.g_00828	Syar.g_02666
OG0000655	Praa.g_00829	Syar.g_02667
OG0000656	Praa.g_00832	Syar.g_02479
OG0000657	Praa.g_00840	Syar.g_01812
OG0000658	Praa.g_00841	Syar.g_01815
OG0000659	Praa.g_00842	Syar.g_01816
OG0000660	Praa.g_00846	Syar.g_01820
OG0000661	Praa.g_00848	Syar.g_03175, Syar.g_01822
OG0000662	Praa.g_00850	Syar.g_01829
OG0000663	Praa.g_00852	Syar.g_01832
OG0000664	Praa.g_00853	Syar.g_01837
OG0000665	Praa.g_00857	Syar.g_02774
OG0000666	Praa.g_00858	Syar.g_01241
OG0000667	Praa.g_00862	Syar.g_02346
OG0000668	Praa.g_00892	Syar.g_01802
OG0000669	Praa.g_00899	Syar.g_01627
OG0000670	Praa.g_00901	Syar.g_01624
OG0000671	Praa.g_00903	Syar.g_01622
OG0000672	Praa.g_00905	Syar.g_01619
OG0000673	Praa.g_00908	Syar.g_01615
OG0000674	Praa.g_00910	Syar.g_01613
OG0000675	Praa.g_00911	Syar.g_01612
OG0000676	Praa.g_00913	Syar.g_01608
OG0000677	Praa.g_00914	Syar.g_01607
OG0000678	Praa.g_00916	Syar.g_02037
OG0000679	Praa.g_00920	Syar.g_02606
OG0000680	Praa.g_00921	Syar.g_02607
OG0000681	Praa.g_00923	Syar.g_02610
OG0000682	Praa.g_00924	Syar.g_02611
OG0000683	Praa.g_00925	Syar.g_02612
OG0000684	Praa.g_00926	Syar.g_02615
OG0000685	Praa.g_00928	Syar.g_02617
OG0000686	Praa.g_00929	Syar.g_02618
OG0000687	Praa.g_00930	Syar.g_02619
OG0000688	Praa.g_00933	Syar.g_02624
OG0000689	Praa.g_00934	Syar.g_02626
OG0000690	Praa.g_00935	Syar.g_02627
OG0000691	Praa.g_00936	Syar.g_02628
OG0000692	Praa.g_00938	Syar.g_02629
OG0000693	Praa.g_00939	Syar.g_02631
OG0000694	Praa.g_00940	Syar.g_02632
OG0000695	Praa.g_00942	Syar.g_02573
OG0000696	Praa.g_00943	Syar.g_02572
OG0000697	Praa.g_00944	Syar.g_02570
OG0000698	Praa.g_00947	Syar.g_02567
OG0000699	Praa.g_00948	Syar.g_02566
OG0000700	Praa.g_00949	Syar.g_02565
OG0000701	Praa.g_00950	Syar.g_02564
OG0000702	Praa.g_00952	Syar.g_02559
OG0000703	Praa.g_00953	Syar.g_02557
OG0000704	Praa.g_00954	Syar.g_02555
OG0000705	Praa.g_00958	Syar.g_02547
OG0000706	Praa.g_00959	Syar.g_02546
OG0000707	Praa.g_00960	Syar.g_02545
OG0000708	Praa.g_00961	Syar.g_02542
OG0000709	Praa.g_00965	Syar.g_02534
OG0000710	Praa.g_00968	Syar.g_02528
OG0000711	Praa.g_00985	Syar.g_02499
OG0000712	Praa.g_00987	Syar.g_02497
OG0000713	Praa.g_00988	Syar.g_02496
OG0000714	Praa.g_00989	Syar.g_02494
OG0000715	Praa.g_00991	Syar.g_02492
OG0000716	Praa.g_00993	Syar.g_02488
OG0000717	Praa.g_00994	Syar.g_02487
OG0000718	Praa.g_01008	Syar.g_02483
OG0000719	Praa.g_01010	Syar.g_01804
OG0000720	Praa.g_01019	Syar.g_01790
OG0000721	Praa.g_01021	Syar.g_01788
OG0000722	Praa.g_01022	Syar.g_01787
OG0000723	Praa.g_01025	Syar.g_01560
OG0000724	Praa.g_01034	Syar.g_01367, Syar.g_02120
OG0000725	Praa.g_01040	Syar.g_01934
OG0000726	Praa.g_01041	Syar.g_01935
OG0000727	Praa.g_01042	Syar.g_01936
OG0000728	Praa.g_01044	Syar.g_01938
OG0000729	Praa.g_01091	Syar.g_00593
OG0000730	Praa.g_01095	Syar.g_01115
OG0000731	Praa.g_01099	Syar.g_01127
OG0000732	Praa.g_01109	Syar.g_00522
OG0000733	Praa.g_01128	Syar.g_02234
OG0000734	Praa.g_01145	Syar.g_03128
OG0000735	Praa.g_01147	Syar.g_01522
OG0000736	Praa.g_01148	Syar.g_01523
OG0000737	Praa.g_01149	Syar.g_01524
OG0000738	Praa.g_01153	Syar.g_01530
OG0000739	Praa.g_01154	Syar.g_01531
OG0000740	Praa.g_01155	Syar.g_01532
OG0000741	Praa.g_01156	Syar.g_01535
OG0000742	Praa.g_01158	Syar.g_01538
OG0000743	Praa.g_01160	Syar.g_01541
OG0000744	Praa.g_01161	Syar.g_01542
OG0000745	Praa.g_01162	Syar.g_01545
OG0000746	Praa.g_01164	Syar.g_01549
OG0000747	Praa.g_01165	Syar.g_01551
OG0000748	Praa.g_01168	Syar.g_01945
OG0000749	Praa.g_01169	Syar.g_01946
OG0000750	Praa.g_01170	Syar.g_01947
OG0000751	Praa.g_01172	Syar.g_01952
OG0000752	Praa.g_01174	Syar.g_01954
OG0000753	Praa.g_01177	Syar.g_01957
OG0000754	Praa.g_01180	Syar.g_01963
OG0000755	Praa.g_01183	Syar.g_01974
OG0000756	Praa.g_01184	Syar.g_01975
OG0000757	Praa.g_01190	Syar.g_01984
OG0000758	Praa.g_01191	Syar.g_01985
OG0000759	Praa.g_01192	Syar.g_01986
OG0000760	Praa.g_01193	Syar.g_01987
OG0000761	Praa.g_01194	Syar.g_01988
OG0000762	Praa.g_01195	Syar.g_01992
OG0000763	Praa.g_01197	Syar.g_01699
OG0000764	Praa.g_01198	Syar.g_01700
OG0000765	Praa.g_01207	Syar.g_01718
OG0000766	Praa.g_01208	Syar.g_01719
OG0000767	Praa.g_01210	Syar.g_01721
OG0000768	Praa.g_01211	Syar.g_01722
OG0000769	Praa.g_01213	Syar.g_01724
OG0000770	Praa.g_01215	Syar.g_01727
OG0000771	Praa.g_01224	Syar.g_01373
OG0000772	Praa.g_01290	Syar.g_00746
OG0000773	Praa.g_01309	Syar.g_02694
OG0000774	Praa.g_01311	Syar.g_02771
OG0000775	Praa.g_01313	Syar.g_02773
OG0000776	Praa.g_01314	Syar.g_01755
OG0000777	Praa.g_01315	Syar.g_01754
OG0000778	Praa.g_01316	Syar.g_01753
OG0000779	Praa.g_01320	Syar.g_02779
OG0000780	Praa.g_01321	Syar.g_02781
OG0000781	Praa.g_01324	Syar.g_02785
OG0000782	Praa.g_01325	Syar.g_02786
OG0000783	Praa.g_01326	Syar.g_02787
OG0000784	Praa.g_01327	Syar.g_02788
OG0000785	Praa.g_01329	Syar.g_02791
OG0000786	Praa.g_01331	Syar.g_02795
OG0000787	Praa.g_01332	Syar.g_02796
OG0000788	Praa.g_01353	Syar.g_02331
OG0000789	Praa.g_01356	Syar.g_02040
OG0000790	Praa.g_01371	Syar.g_01456
OG0000791	Praa.g_01373	Syar.g_01454
OG0000792	Praa.g_01374	Syar.g_01453
OG0000793	Praa.g_01377	Syar.g_01243
OG0000794	Praa.g_01378	Syar.g_01242
OG0000795	Praa.g_01379	Syar.g_01240
OG0000796	Praa.g_01383	Syar.g_01236
OG0000797	Praa.g_01384	Syar.g_01235
OG0000798	Praa.g_01393	Syar.g_00222
OG0000798	Praa.g_01412	Syar.g_02701
OG0000799	Praa.g_01458	Syar.g_02844
OG0000800	Praa.g_01459	Syar.g_02843
OG0000801	Praa.g_01460	Syar.g_02842
OG0000802	Praa.g_01462	Syar.g_02825
OG0000803	Praa.g_01464	Syar.g_02822
OG0000804	Praa.g_01465	Syar.g_02819
OG0000805	Praa.g_01467	Syar.g_02817
OG0000806	Praa.g_01469	Syar.g_02815
OG0000807	Praa.g_01470	Syar.g_02814
OG0000808	Praa.g_01471	Syar.g_02813
OG0000809	Praa.g_01474	Syar.g_02811
OG0000810	Praa.g_01475	Syar.g_02810
OG0000811	Praa.g_01479	Syar.g_02805
OG0000812	Praa.g_01481	Syar.g_02803
OG0000813	Praa.g_01482	Syar.g_02802
OG0000814	Praa.g_01484	Syar.g_02800
OG0000815	Praa.g_01485	Syar.g_02799
OG0000816	Praa.g_01487	Syar.g_02797
OG0000817	Praa.g_01488	Syar.g_02861
OG0000818	Praa.g_01493	Syar.g_01418
OG0000819	Praa.g_01494	Syar.g_01417
OG0000820	Praa.g_01495	Syar.g_01416
OG0000821	Praa.g_01499	Syar.g_01410
OG0000822	Praa.g_01500	Syar.g_01408
OG0000823	Praa.g_01501	Syar.g_00017, Syar.g_01407
OG0000824	Praa.g_01504	Syar.g_01402
OG0000825	Praa.g_01505	Syar.g_01401
OG0000826	Praa.g_01506	Syar.g_01400
OG0000827	Praa.g_01507	Syar.g_01399
OG0000828	Praa.g_01510	Syar.g_01396
OG0000829	Praa.g_01511	Syar.g_01395
OG0000830	Praa.g_01512	Syar.g_01394
OG0000831	Praa.g_01514	Syar.g_01391
OG0000832	Praa.g_01520	Syar.g_01213
OG0000833	Praa.g_01528	Syar.g_02877
OG0000834	Praa.g_01529	Syar.g_02878
OG0000835	Praa.g_01530	Syar.g_02879
OG0000836	Praa.g_01531	Syar.g_02881
OG0000837	Praa.g_01532	Syar.g_02882
OG0000838	Praa.g_01534	Syar.g_02886
OG0000839	Praa.g_01535	Syar.g_02887
OG0000840	Praa.g_01536	Syar.g_02888
OG0000841	Praa.g_01537	Syar.g_02889
OG0000842	Praa.g_01538	Syar.g_02890
OG0000843	Praa.g_01539	Syar.g_02891
OG0000844	Praa.g_01541	Syar.g_02893
OG0000845	Praa.g_01542	Syar.g_02894
OG0000846	Praa.g_01543	Syar.g_02895
OG0000847	Praa.g_01544	Syar.g_02896
OG0000848	Praa.g_01545	Syar.g_02898
OG0000849	Praa.g_01546	Syar.g_02899
OG0000850	Praa.g_01548	Syar.g_02902
OG0000851	Praa.g_01549	Syar.g_02905
OG0000852	Praa.g_01550	Syar.g_02906
OG0000853	Praa.g_01554	Syar.g_02910
OG0000854	Praa.g_01556	Syar.g_02912
OG0000855	Praa.g_01557	Syar.g_02913
OG0000856	Praa.g_01572	Syar.g_02243
OG0000857	Praa.g_01600	Syar.g_02656
OG0000858	Praa.g_01629	Syar.g_02920
OG0000859	Praa.g_01630	Syar.g_02921
OG0000860	Praa.g_01637	Syar.g_02931
OG0000861	Praa.g_01638	Syar.g_02932
OG0000862	Praa.g_01639	Syar.g_02942
OG0000863	Praa.g_01641	Syar.g_02944
OG0000864	Praa.g_01642	Syar.g_02945
OG0000865	Praa.g_01643	Syar.g_02946
OG0000866	Praa.g_01644	Syar.g_02947
OG0000867	Praa.g_01645	Syar.g_02948
OG0000868	Praa.g_01646	Syar.g_02950
OG0000869	Praa.g_01650	Syar.g_02955
OG0000870	Praa.g_01655	Syar.g_02960
OG0000871	Praa.g_01656	Syar.g_02961
OG0000872	Praa.g_01657	Syar.g_02967
OG0000873	Praa.g_01660	Syar.g_02970
OG0000874	Praa.g_01663	Syar.g_02974
OG0000875	Praa.g_01665	Syar.g_02975
OG0000876	Praa.g_01666	Syar.g_01828
OG0000877	Praa.g_01668	Syar.g_02977
OG0000878	Praa.g_01669	Syar.g_02978
OG0000879	Praa.g_01670	Syar.g_02979
OG0000880	Praa.g_01671	Syar.g_02980
OG0000881	Praa.g_01675	Syar.g_02984
OG0000882	Praa.g_01680	Syar.g_02989
OG0000883	Praa.g_01682	Syar.g_02992
OG0000884	Praa.g_01684	Syar.g_02994
OG0000885	Praa.g_01685	Syar.g_02995
OG0000886	Praa.g_01686	Syar.g_02996
OG0000887	Praa.g_01687	Syar.g_02998
OG0000888	Praa.g_01689	Syar.g_03000
OG0000889	Praa.g_01691	Syar.g_03002
OG0000890	Praa.g_01692	Syar.g_03005
OG0000891	Praa.g_01693	Syar.g_03006
OG0000892	Praa.g_01695	Syar.g_03008
OG0000893	Praa.g_01699	Syar.g_00150
OG0000894	Praa.g_01701	Syar.g_00145
OG0000895	Praa.g_01704	Syar.g_00141
OG0000896	Praa.g_01705	Syar.g_00140
OG0000897	Praa.g_01707	Syar.g_00138
OG0000898	Praa.g_01708	Syar.g_00137
OG0000899	Praa.g_01709	Syar.g_00136
OG0000900	Praa.g_01710	Syar.g_00135
OG0000901	Praa.g_01713	Syar.g_00130
OG0000902	Praa.g_01715	Syar.g_01013
OG0000903	Praa.g_01718	Syar.g_01026
OG0000904	Praa.g_01720	Syar.g_01021
OG0000905	Praa.g_01725	Syar.g_01018
OG0000906	Praa.g_01726	Syar.g_01015
OG0000907	Praa.g_01733	Syar.g_01028
OG0000908	Praa.g_01736	Syar.g_01031
OG0000909	Praa.g_01737	Syar.g_01032
OG0000910	Praa.g_01738	Syar.g_01033
OG0000911	Praa.g_01740	Syar.g_01035
OG0000912	Praa.g_01741	Syar.g_01036
OG0000913	Praa.g_01742	Syar.g_01037
OG0000914	Praa.g_01743	Syar.g_01038
OG0000915	Praa.g_01744	Syar.g_01040
OG0000916	Praa.g_01745	Syar.g_01041
OG0000917	Praa.g_01746	Syar.g_01042
OG0000918	Praa.g_01747	Syar.g_01043
OG0000919	Praa.g_01748	Syar.g_01044
OG0000920	Praa.g_01749	Syar.g_01045
OG0000921	Praa.g_01750	Syar.g_01046
OG0000922	Praa.g_01751	Syar.g_01047
OG0000923	Praa.g_01755	Syar.g_01051
OG0000924	Praa.g_01756	Syar.g_01052
OG0000925	Praa.g_01757	Syar.g_01053
OG0000926	Praa.g_01758	Syar.g_01054
OG0000927	Praa.g_01760	Syar.g_01056
OG0000928	Praa.g_01761	Syar.g_01057
OG0000929	Praa.g_01762	Syar.g_01058
OG0000930	Praa.g_01763	Syar.g_01059
OG0000931	Praa.g_01764	Syar.g_01060
OG0000932	Praa.g_01765	Syar.g_01061
OG0000933	Praa.g_01769	Syar.g_01066
OG0000934	Praa.g_01771	Syar.g_01068
OG0000935	Praa.g_01772	Syar.g_01069
OG0000936	Praa.g_01773	Syar.g_01070
OG0000937	Praa.g_01774	Syar.g_01071
OG0000938	Praa.g_01776	Syar.g_01074
OG0000939	Praa.g_01777	Syar.g_01075
OG0000940	Praa.g_01784	Syar.g_01081
OG0000941	Praa.g_01786	Syar.g_01083
OG0000942	Praa.g_01788	Syar.g_01085
OG0000943	Praa.g_01789	Syar.g_01086
OG0000944	Praa.g_01790	Syar.g_01088
OG0000945	Praa.g_01791	Syar.g_01089
OG0000946	Praa.g_01796	Syar.g_01095
OG0000947	Praa.g_01798	Syar.g_01098
OG0000948	Praa.g_01799	Syar.g_01099
OG0000949	Praa.g_01802	Syar.g_00283
OG0000950	Praa.g_01807	Syar.g_00661
OG0000951	Praa.g_01811	Syar.g_00656
OG0000952	Praa.g_01815	Syar.g_00651
OG0000953	Praa.g_01818	Syar.g_00248
OG0000954	Praa.g_01822	Syar.g_00258
OG0000955	Praa.g_01823	Syar.g_00259
OG0000956	Praa.g_01825	Syar.g_00261
OG0000957	Praa.g_01830	Syar.g_00610
OG0000958	Praa.g_01831	Syar.g_00609
OG0000959	Praa.g_01835	Syar.g_00605
OG0000960	Praa.g_01836	Syar.g_00604
OG0000961	Praa.g_01838	Syar.g_00094
OG0000962	Praa.g_01840	Syar.g_00594
OG0000963	Praa.g_01844	Syar.g_00590
OG0000964	Praa.g_01845	Syar.g_00589
OG0000965	Praa.g_01846	Syar.g_00588
OG0000966	Praa.g_01853	Syar.g_00549
OG0000967	Praa.g_01858	Syar.g_00545
OG0000968	Praa.g_01860	Syar.g_00542
OG0000969	Praa.g_01861	Syar.g_00540
OG0000970	Praa.g_01862	Syar.g_00539
OG0000971	Praa.g_01863	Syar.g_00537
OG0000972	Praa.g_01864	Syar.g_00536
OG0000973	Praa.g_01865	Syar.g_00535
OG0000974	Praa.g_01866	Syar.g_00534
OG0000975	Praa.g_01867	Syar.g_00533
OG0000976	Praa.g_01868	Syar.g_00532
OG0000977	Praa.g_01869	Syar.g_00530
OG0000978	Praa.g_01870	Syar.g_00529
OG0000979	Praa.g_01873	Syar.g_00526
OG0000980	Praa.g_01875	Syar.g_00523
OG0000981	Praa.g_01877	Syar.g_00520
OG0000982	Praa.g_01879	Syar.g_00331
OG0000983	Praa.g_01880	Syar.g_00332
OG0000984	Praa.g_01881	Syar.g_00333
OG0000985	Praa.g_01884	Syar.g_00337
OG0000986	Praa.g_01886	Syar.g_00344
OG0000987	Praa.g_01887	Syar.g_00346
OG0000988	Praa.g_01890	Syar.g_00352
OG0000989	Praa.g_01893	Syar.g_00377
OG0000990	Praa.g_01896	Syar.g_00697
OG0000991	Praa.g_01897	Syar.g_00700
OG0000992	Praa.g_01899	Syar.g_00704
OG0000993	Praa.g_01900	Syar.g_00705
OG0000994	Praa.g_01901	Syar.g_00708
OG0000995	Praa.g_01905	Syar.g_03212, Syar.g_00624
OG0000996	Praa.g_01906	Syar.g_00861
OG0000997	Praa.g_01907	Syar.g_00437
OG0000998	Praa.g_01909	Syar.g_00439
OG0000999	Praa.g_01910	Syar.g_00440
OG0001000	Praa.g_01913	Syar.g_00955, Syar.g_00444
OG0001001	Praa.g_01915	Syar.g_00450
OG0001002	Praa.g_01919	Syar.g_00457
OG0001003	Praa.g_01920	Syar.g_00459
OG0001004	Praa.g_01921	Syar.g_00460
OG0001005	Praa.g_01922	Syar.g_00461
OG0001006	Praa.g_01926	Syar.g_00468
OG0001007	Praa.g_01928	Syar.g_00470
OG0001009	Praa.g_00027	Syar.g_00500
OG0001010	Praa.g_00028	Syar.g_00501
OG0001011	Praa.g_00029	Syar.g_00503
OG0001013	Praa.g_00048	Syar.g_00906
OG0001014	Praa.g_00051	Syar.g_00914
OG0001015	Praa.g_00052	Syar.g_00915
OG0001017	Praa.g_00077	Syar.g_03050
OG0001018	Praa.g_00080	Syar.g_03052
OG0001019	Praa.g_00089	Syar.g_03086
OG0001020	Praa.g_00090	Syar.g_03092
OG0001021	Praa.g_00091	Syar.g_03098
OG0001022	Praa.g_00094	Syar.g_03102
OG0001023	Praa.g_00095	Syar.g_03103
OG0001024	Praa.g_00098	Syar.g_02276
OG0001025	Praa.g_00104	Syar.g_03115
OG0001026	Praa.g_00111	Syar.g_03131
OG0001027	Praa.g_00112	Syar.g_00031
OG0001028	Praa.g_00114	Syar.g_00034
OG0001029	Praa.g_00115	Syar.g_00036
OG0001030	Praa.g_00130	Syar.g_00058
OG0001031	Praa.g_00186	Syar.g_00129
OG0001032	Praa.g_00187	Syar.g_01011
OG0001033	Praa.g_00208	Syar.g_00962
OG0001034	Praa.g_00236	Syar.g_03022
OG0001035	Praa.g_00254	Syar.g_00171
OG0001036	Praa.g_00259	Syar.g_00193
OG0001037	Praa.g_00260	Syar.g_00195
OG0001038	Praa.g_00278	Syar.g_00223
OG0001039	Praa.g_00281	Syar.g_00226
OG0001040	Praa.g_00283	Syar.g_00229
OG0001041	Praa.g_00287	Syar.g_00234
OG0001042	Praa.g_00304	Syar.g_00831
OG0001043	Praa.g_00305	Syar.g_00826
OG0001044	Praa.g_00333	Syar.g_01117
OG0001045	Praa.g_00341	Syar.g_01130
OG0001046	Praa.g_00378	Syar.g_02514
OG0001047	Praa.g_00438	Syar.g_01180
OG0001048	Praa.g_00439	Syar.g_01181
OG0001049	Praa.g_00441	Syar.g_02872
OG0001050	Praa.g_00442	Syar.g_02871
OG0001051	Praa.g_00443	Syar.g_02870
OG0001052	Praa.g_00471	Syar.g_01269
OG0001053	Praa.g_00483	Syar.g_01472
OG0001054	Praa.g_00498	Syar.g_01492
OG0001055	Praa.g_00517	Syar.g_01513
OG0001056	Praa.g_00536	Syar.g_02349
OG0001057	Praa.g_00541	Syar.g_02341
OG0001058	Praa.g_00550	Syar.g_02324
OG0001059	Praa.g_00554	Syar.g_00422
OG0001060	Praa.g_00561	Syar.g_02315
OG0001061	Praa.g_00574	Syar.g_02297
OG0001062	Praa.g_00576	Syar.g_02294
OG0001063	Praa.g_00578	Syar.g_02209
OG0001064	Praa.g_00579	Syar.g_02208
OG0001065	Praa.g_00580	Syar.g_02207
OG0001066	Praa.g_00581	Syar.g_02206
OG0001067	Praa.g_00582	Syar.g_02205
OG0001068	Praa.g_00583	Syar.g_02204
OG0001069	Praa.g_00584	Syar.g_02203
OG0001070	Praa.g_00587	Syar.g_02200
OG0001071	Praa.g_00588	Syar.g_02199
OG0001072	Praa.g_00590	Syar.g_02195
OG0001073	Praa.g_00604	Syar.g_02182
OG0001074	Praa.g_00615	Syar.g_02031
OG0001075	Praa.g_00616	Syar.g_02215
OG0001076	Praa.g_00624	Syar.g_02253
OG0001077	Praa.g_00628	Syar.g_02240
OG0001078	Praa.g_00636	Syar.g_02419
OG0001079	Praa.g_00647	Syar.g_02431
OG0001080	Praa.g_00653	Syar.g_02442
OG0001081	Praa.g_00655	Syar.g_02444
OG0001082	Praa.g_00656	Syar.g_02445
OG0001083	Praa.g_00661	Syar.g_02473
OG0001084	Praa.g_00662	Syar.g_02474
OG0001085	Praa.g_00670	Syar.g_01688
OG0001086	Praa.g_00671	Syar.g_01686
OG0001087	Praa.g_00688	Syar.g_02347
OG0001088	Praa.g_00689	Syar.g_00431
OG0001089	Praa.g_00697	Syar.g_01942
OG0001090	Praa.g_00712	Syar.g_01582
OG0001091	Praa.g_00714	Syar.g_01580
OG0001092	Praa.g_00715	Syar.g_01578
OG0001093	Praa.g_00720	Syar.g_01572
OG0001094	Praa.g_00797	Syar.g_02633
OG0001095	Praa.g_00817	Syar.g_02653
OG0001096	Praa.g_00830	Syar.g_02476
OG0001097	Praa.g_00849	Syar.g_01823
OG0001098	Praa.g_00864	Syar.g_01672
OG0001099	Praa.g_00896	Syar.g_00035
OG0001100	Praa.g_00900	Syar.g_01625
OG0001101	Praa.g_00902	Syar.g_01623
OG0001102	Praa.g_00904	Syar.g_01620
OG0001103	Praa.g_00906	Syar.g_01618
OG0001104	Praa.g_00927	Syar.g_02616
OG0001105	Praa.g_00931	Syar.g_02620
OG0001106	Praa.g_00955	Syar.g_02553
OG0001107	Praa.g_00962	Syar.g_02541
OG0001109	Praa.g_00967	Syar.g_02529
OG0001110	Praa.g_00969	Syar.g_02527
OG0001111	Praa.g_00970	Syar.g_02525
OG0001112	Praa.g_00971	Syar.g_02523
OG0001113	Praa.g_00972	Syar.g_02522
OG0001114	Praa.g_00973	Syar.g_02521
OG0001115	Praa.g_00975	Syar.g_02519
OG0001116	Praa.g_00976	Syar.g_02517
OG0001117	Praa.g_00977	Syar.g_02516
OG0001118	Praa.g_00978	Syar.g_02515
OG0001119	Praa.g_00979	Syar.g_02513
OG0001120	Praa.g_00981	Syar.g_02507
OG0001122	Praa.g_01011	Syar.g_01803
OG0001123	Praa.g_01015	Syar.g_01796
OG0001124	Praa.g_01017	Syar.g_01793
OG0001125	Praa.g_01018	Syar.g_01791
OG0001126	Praa.g_01028	Syar.g_01375
OG0001127	Praa.g_01029	Syar.g_01374
OG0001128	Praa.g_01031	Syar.g_01371
OG0001129	Praa.g_01032	Syar.g_01369
OG0001130	Praa.g_01033	Syar.g_01368
OG0001131	Praa.g_01070	Syar.g_02448
OG0001132	Praa.g_01080	Syar.g_00684
OG0001133	Praa.g_01115	Syar.g_02249
OG0001134	Praa.g_01127	Syar.g_02235
OG0001135	Praa.g_01130	Syar.g_02232
OG0001136	Praa.g_01157	Syar.g_01536
OG0001137	Praa.g_01167	Syar.g_01944
OG0001138	Praa.g_01185	Syar.g_01977
OG0001139	Praa.g_01186	Syar.g_01980
OG0001140	Praa.g_01187	Syar.g_01981
OG0001141	Praa.g_01188	Syar.g_01982
OG0001142	Praa.g_01189	Syar.g_01983
OG0001143	Praa.g_01196	Syar.g_01698
OG0001144	Praa.g_01201	Syar.g_01707
