Orthogroup	Praa	Syat
OG0000591	Praa.g_00625	Syat.g_03308
OG0000592	Praa.g_00626	Syat.g_03307
OG0000593	Praa.g_00632	Syat.g_00113
OG0000594	Praa.g_00633	Syat.g_00114
OG0000595	Praa.g_00634	Syat.g_00115
OG0000596	Praa.g_00638	Syat.g_00129
OG0000597	Praa.g_00640	Syat.g_00132
OG0000598	Praa.g_00641	Syat.g_00133
OG0000599	Praa.g_00644	Syat.g_00381
OG0000600	Praa.g_00645	Syat.g_00380
OG0000601	Praa.g_00646	Syat.g_00379
OG0000602	Praa.g_00648	Syat.g_00375
OG0000603	Praa.g_00649	Syat.g_00374
OG0000604	Praa.g_00650	Syat.g_00372
OG0000605	Praa.g_00651	Syat.g_00370
OG0000606	Praa.g_00654	Syat.g_00367
OG0000607	Praa.g_00657	Syat.g_00364
OG0000608	Praa.g_00658	Syat.g_00363
OG0000609	Praa.g_00659	Syat.g_00344
OG0000610	Praa.g_00664	Syat.g_00399
OG0000611	Praa.g_00667	Syat.g_00402
OG0000612	Praa.g_00668	Syat.g_00403
OG0000613	Praa.g_00673	Syat.g_02129
OG0000614	Praa.g_00692	Syat.g_01084
OG0000615	Praa.g_00700	Syat.g_00442
OG0000616	Praa.g_00704	Syat.g_02397
OG0000617	Praa.g_00717	Syat.g_00665
OG0000618	Praa.g_00718	Syat.g_00666
OG0000619	Praa.g_00719	Syat.g_00667
OG0000620	Praa.g_00722	Syat.g_02591
OG0000621	Praa.g_00723	Syat.g_02590
OG0000622	Praa.g_00724	Syat.g_02572
OG0000623	Praa.g_00725	Syat.g_00672
OG0000624	Praa.g_00726	Syat.g_00673
OG0000625	Praa.g_00727	Syat.g_00674
OG0000626	Praa.g_00728	Syat.g_00675
OG0000627	Praa.g_00729	Syat.g_00641
OG0000628	Praa.g_00730	Syat.g_00640
OG0000629	Praa.g_00731	Syat.g_00637
OG0000630	Praa.g_00734	Syat.g_00631
OG0000631	Praa.g_00794	Syat.g_00624
OG0000632	Praa.g_00795	Syat.g_00623
OG0000633	Praa.g_00796	Syat.g_00622
OG0000634	Praa.g_00799	Syat.g_00475
OG0000635	Praa.g_00800	Syat.g_00476
OG0000636	Praa.g_00802	Syat.g_00478
OG0000637	Praa.g_00804	Syat.g_00480
OG0000638	Praa.g_00805	Syat.g_00481
OG0000639	Praa.g_00806	Syat.g_00482
OG0000640	Praa.g_00807	Syat.g_00483
OG0000641	Praa.g_00812	Syat.g_00488
OG0000642	Praa.g_00813	Syat.g_00489
OG0000643	Praa.g_00814	Syat.g_00494
OG0000644	Praa.g_00815	Syat.g_00495
OG0000645	Praa.g_00816	Syat.g_00496
OG0000646	Praa.g_00818	Syat.g_00499
OG0000647	Praa.g_00819	Syat.g_00501
OG0000648	Praa.g_00821	Syat.g_00504
OG0000649	Praa.g_00822	Syat.g_00505
OG0000650	Praa.g_00823	Syat.g_00506
OG0000651	Praa.g_00824	Syat.g_00507
OG0000652	Praa.g_00825	Syat.g_00508
OG0000653	Praa.g_00827	Syat.g_00510
OG0000654	Praa.g_00828	Syat.g_00514
OG0000655	Praa.g_00829	Syat.g_00515
OG0000656	Praa.g_00832	Syat.g_00518
OG0000657	Praa.g_00840	Syat.g_00720
OG0000658	Praa.g_00841	Syat.g_00723
OG0000659	Praa.g_00842	Syat.g_00724
OG0000660	Praa.g_00846	Syat.g_00740
OG0000661	Praa.g_00848	Syat.g_00742
OG0000662	Praa.g_00850	Syat.g_00746
OG0000663	Praa.g_00852	Syat.g_00749
OG0000664	Praa.g_00853	Syat.g_00752
OG0000665	Praa.g_00857	Syat.g_03302
OG0000666	Praa.g_00858	Syat.g_01415
OG0000667	Praa.g_00862	Syat.g_00958, Syat.g_03278
OG0000668	Praa.g_00892	Syat.g_00710
OG0000669	Praa.g_00899	Syat.g_00416
OG0000670	Praa.g_00901	Syat.g_00419
OG0000671	Praa.g_00903	Syat.g_00421
OG0000672	Praa.g_00905	Syat.g_00424
OG0000673	Praa.g_00908	Syat.g_00430
OG0000674	Praa.g_00910	Syat.g_00432
OG0000675	Praa.g_00911	Syat.g_00433
OG0000676	Praa.g_00913	Syat.g_00436
OG0000677	Praa.g_00914	Syat.g_00437
OG0000678	Praa.g_00916	Syat.g_00439
OG0000679	Praa.g_00920	Syat.g_00448
OG0000680	Praa.g_00921	Syat.g_00449
OG0000681	Praa.g_00923	Syat.g_00452
OG0000682	Praa.g_00924	Syat.g_00453
OG0000683	Praa.g_00925	Syat.g_00454
OG0000684	Praa.g_00926	Syat.g_00457
OG0000685	Praa.g_00928	Syat.g_02571
OG0000686	Praa.g_00929	Syat.g_00459
OG0000687	Praa.g_00930	Syat.g_00460
OG0000688	Praa.g_00933	Syat.g_00463
OG0000689	Praa.g_00934	Syat.g_00465
OG0000690	Praa.g_00935	Syat.g_00466
OG0000691	Praa.g_00936	Syat.g_00467
OG0000692	Praa.g_00938	Syat.g_00469
OG0000693	Praa.g_00939	Syat.g_00471
OG0000694	Praa.g_00940	Syat.g_00472
OG0000695	Praa.g_00942	Syat.g_00619
OG0000696	Praa.g_00943	Syat.g_00618
OG0000697	Praa.g_00944	Syat.g_00616
OG0000698	Praa.g_00947	Syat.g_00613
OG0000699	Praa.g_00948	Syat.g_00611
OG0000700	Praa.g_00949	Syat.g_00610
OG0000701	Praa.g_00950	Syat.g_00609
OG0000702	Praa.g_00952	Syat.g_00606
OG0000703	Praa.g_00953	Syat.g_00601
OG0000704	Praa.g_00954	Syat.g_00599
OG0000705	Praa.g_00958	Syat.g_00592
OG0000706	Praa.g_00959	Syat.g_00591
OG0000707	Praa.g_00960	Syat.g_00590
OG0000708	Praa.g_00961	Syat.g_00587
OG0000709	Praa.g_00965	Syat.g_00573
OG0000710	Praa.g_00968	Syat.g_00567
OG0000711	Praa.g_00985	Syat.g_00539
OG0000712	Praa.g_00987	Syat.g_00537
OG0000713	Praa.g_00988	Syat.g_00536
OG0000714	Praa.g_00989	Syat.g_00532
OG0000715	Praa.g_00991	Syat.g_00530
OG0000716	Praa.g_00993	Syat.g_00527
OG0000717	Praa.g_00994	Syat.g_00526
OG0000718	Praa.g_01008	Syat.g_00522
OG0000719	Praa.g_01010	Syat.g_00712
OG0000720	Praa.g_01019	Syat.g_00699
OG0000721	Praa.g_01021	Syat.g_00697
OG0000722	Praa.g_01022	Syat.g_00696
OG0000723	Praa.g_01025	Syat.g_00686
OG0000724	Praa.g_01034	Syat.g_00782
OG0000725	Praa.g_01040	Syat.g_00810
OG0000726	Praa.g_01041	Syat.g_00811
OG0000727	Praa.g_01042	Syat.g_00812
OG0000728	Praa.g_01044	Syat.g_00814
OG0000729	Praa.g_01091	Syat.g_02224
OG0000730	Praa.g_01095	Syat.g_01617
OG0000731	Praa.g_01099	Syat.g_01605
OG0000732	Praa.g_01109	Syat.g_02290
OG0000733	Praa.g_01128	Syat.g_03285
OG0000734	Praa.g_01145	Syat.g_01579
OG0000735	Praa.g_01147	Syat.g_03235
OG0000736	Praa.g_01148	Syat.g_03236
OG0000737	Praa.g_01149	Syat.g_03237
OG0000738	Praa.g_01153	Syat.g_03251
OG0000739	Praa.g_01154	Syat.g_03252
OG0000740	Praa.g_01155	Syat.g_03253
OG0000741	Praa.g_01156	Syat.g_03256
OG0000742	Praa.g_01158	Syat.g_03259
OG0000743	Praa.g_01160	Syat.g_03262
OG0000744	Praa.g_01161	Syat.g_03263
OG0000745	Praa.g_01162	Syat.g_03266
OG0000746	Praa.g_01164	Syat.g_00314
OG0000747	Praa.g_01165	Syat.g_00313
OG0000748	Praa.g_01168	Syat.g_00305
OG0000749	Praa.g_01169	Syat.g_00303
OG0000750	Praa.g_01170	Syat.g_00302
OG0000751	Praa.g_01172	Syat.g_00296
OG0000752	Praa.g_01174	Syat.g_00294
OG0000753	Praa.g_01177	Syat.g_00291
OG0000754	Praa.g_01180	Syat.g_00250
OG0000755	Praa.g_01183	Syat.g_00217
OG0000756	Praa.g_01184	Syat.g_00216
OG0000757	Praa.g_01190	Syat.g_00205
OG0000758	Praa.g_01191	Syat.g_00204
OG0000759	Praa.g_01192	Syat.g_00203
OG0000760	Praa.g_01193	Syat.g_00202
OG0000761	Praa.g_01194	Syat.g_00201
OG0000762	Praa.g_01195	Syat.g_00199
OG0000763	Praa.g_01197	Syat.g_00924
OG0000764	Praa.g_01198	Syat.g_00923
OG0000765	Praa.g_01207	Syat.g_00897
OG0000766	Praa.g_01208	Syat.g_00896
OG0000767	Praa.g_01210	Syat.g_00894
OG0000768	Praa.g_01211	Syat.g_00893
OG0000769	Praa.g_01213	Syat.g_00891
OG0000770	Praa.g_01215	Syat.g_00886
OG0000771	Praa.g_01224	Syat.g_00788
OG0000772	Praa.g_01290	Syat.g_01768
OG0000773	Praa.g_01309	Syat.g_01114
OG0000774	Praa.g_01311	Syat.g_01146
OG0000775	Praa.g_01313	Syat.g_01148
OG0000776	Praa.g_01314	Syat.g_01149
OG0000777	Praa.g_01315	Syat.g_01150
OG0000778	Praa.g_01316	Syat.g_01151
OG0000779	Praa.g_01320	Syat.g_01154
OG0000780	Praa.g_01321	Syat.g_01157
OG0000781	Praa.g_01324	Syat.g_01161
OG0000782	Praa.g_01325	Syat.g_01162
OG0000783	Praa.g_01326	Syat.g_01163
OG0000784	Praa.g_01327	Syat.g_01164
OG0000785	Praa.g_01329	Syat.g_01166
OG0000786	Praa.g_01331	Syat.g_01170
OG0000787	Praa.g_01332	Syat.g_01171
OG0000788	Praa.g_01353	Syat.g_00087
OG0000789	Praa.g_01356	Syat.g_00845
OG0000790	Praa.g_01371	Syat.g_01300
OG0000791	Praa.g_01373	Syat.g_01302
OG0000792	Praa.g_01374	Syat.g_01303
OG0000793	Praa.g_01377	Syat.g_01412
OG0000794	Praa.g_01378	Syat.g_01414
OG0000795	Praa.g_01379	Syat.g_01416
OG0000796	Praa.g_01383	Syat.g_01422
OG0000797	Praa.g_01384	Syat.g_01423
OG0000798	Praa.g_01393	Syat.g_02057
OG0000798	Praa.g_01412	Syat.g_01214
OG0000799	Praa.g_01458	Syat.g_01256
OG0000800	Praa.g_01459	Syat.g_01255
OG0000801	Praa.g_01460	Syat.g_01253
OG0000802	Praa.g_01462	Syat.g_01245
OG0000803	Praa.g_01464	Syat.g_01241
OG0000804	Praa.g_01465	Syat.g_01238
OG0000805	Praa.g_01467	Syat.g_01236
OG0000806	Praa.g_01469	Syat.g_01234
OG0000807	Praa.g_01470	Syat.g_01233
OG0000808	Praa.g_01471	Syat.g_01232
OG0000809	Praa.g_01474	Syat.g_01229
OG0000810	Praa.g_01475	Syat.g_01228
OG0000811	Praa.g_01479	Syat.g_01186
OG0000812	Praa.g_01481	Syat.g_01182
OG0000813	Praa.g_01482	Syat.g_01181
OG0000814	Praa.g_01484	Syat.g_01179
OG0000815	Praa.g_01485	Syat.g_01177
OG0000816	Praa.g_01487	Syat.g_01175
OG0000817	Praa.g_01488	Syat.g_01279
OG0000818	Praa.g_01493	Syat.g_01325
OG0000819	Praa.g_01494	Syat.g_01326
OG0000820	Praa.g_01495	Syat.g_01327
OG0000821	Praa.g_01499	Syat.g_01333
OG0000822	Praa.g_01500	Syat.g_01335
OG0000823	Praa.g_01501	Syat.g_01336
OG0000824	Praa.g_01504	Syat.g_01342
OG0000825	Praa.g_01505	Syat.g_01343
OG0000826	Praa.g_01506	Syat.g_01344
OG0000827	Praa.g_01507	Syat.g_01345
OG0000828	Praa.g_01510	Syat.g_01348
OG0000829	Praa.g_01511	Syat.g_01349
OG0000830	Praa.g_01512	Syat.g_01350
OG0000831	Praa.g_01514	Syat.g_01353
OG0000832	Praa.g_01520	Syat.g_02982
OG0000833	Praa.g_01528	Syat.g_03072
OG0000834	Praa.g_01529	Syat.g_03073
OG0000835	Praa.g_01530	Syat.g_03075
OG0000836	Praa.g_01531	Syat.g_03078
OG0000837	Praa.g_01532	Syat.g_03079
OG0000838	Praa.g_01534	Syat.g_03083
OG0000839	Praa.g_01535	Syat.g_03084
OG0000840	Praa.g_01536	Syat.g_03085
OG0000841	Praa.g_01537	Syat.g_03086
OG0000842	Praa.g_01538	Syat.g_03087
OG0000843	Praa.g_01539	Syat.g_03088
OG0000844	Praa.g_01541	Syat.g_03090
OG0000845	Praa.g_01542	Syat.g_03091
OG0000846	Praa.g_01543	Syat.g_03092
OG0000847	Praa.g_01544	Syat.g_03093
OG0000848	Praa.g_01545	Syat.g_03095
OG0000849	Praa.g_01546	Syat.g_03096
OG0000850	Praa.g_01548	Syat.g_03098
OG0000851	Praa.g_01549	Syat.g_03101
OG0000852	Praa.g_01550	Syat.g_03102
OG0000853	Praa.g_01554	Syat.g_03106
OG0000854	Praa.g_01556	Syat.g_03108
OG0000855	Praa.g_01557	Syat.g_03109
OG0000856	Praa.g_01572	Syat.g_03305
OG0000857	Praa.g_01600	Syat.g_00500
OG0000858	Praa.g_01629	Syat.g_03114
OG0000859	Praa.g_01630	Syat.g_03115
OG0000860	Praa.g_01637	Syat.g_03126
OG0000861	Praa.g_01638	Syat.g_03127
OG0000862	Praa.g_01639	Syat.g_03136
OG0000863	Praa.g_01641	Syat.g_03138
OG0000864	Praa.g_01642	Syat.g_03139
OG0000865	Praa.g_01643	Syat.g_03140
OG0000866	Praa.g_01644	Syat.g_03141
OG0000867	Praa.g_01645	Syat.g_03142
OG0000868	Praa.g_01646	Syat.g_03067
OG0000869	Praa.g_01650	Syat.g_03054
OG0000870	Praa.g_01655	Syat.g_03049
OG0000871	Praa.g_01656	Syat.g_03048
OG0000872	Praa.g_01657	Syat.g_03042
OG0000873	Praa.g_01660	Syat.g_03039
OG0000874	Praa.g_01663	Syat.g_03037
OG0000875	Praa.g_01665	Syat.g_03035
OG0000876	Praa.g_01666	Syat.g_00745
OG0000877	Praa.g_01668	Syat.g_03024
OG0000878	Praa.g_01669	Syat.g_03023
OG0000879	Praa.g_01670	Syat.g_03022
OG0000880	Praa.g_01671	Syat.g_03021
OG0000881	Praa.g_01675	Syat.g_03016
OG0000882	Praa.g_01680	Syat.g_03011
OG0000883	Praa.g_01682	Syat.g_03007
OG0000884	Praa.g_01684	Syat.g_03005
OG0000885	Praa.g_01685	Syat.g_03004
OG0000886	Praa.g_01686	Syat.g_03003
OG0000887	Praa.g_01687	Syat.g_03002
OG0000888	Praa.g_01689	Syat.g_03000
OG0000889	Praa.g_01691	Syat.g_02997
OG0000890	Praa.g_01692	Syat.g_02994
OG0000891	Praa.g_01693	Syat.g_02993
OG0000892	Praa.g_01695	Syat.g_02992
OG0000893	Praa.g_01699	Syat.g_01864
OG0000894	Praa.g_01701	Syat.g_01860
OG0000895	Praa.g_01704	Syat.g_01856
OG0000896	Praa.g_01705	Syat.g_01855
OG0000897	Praa.g_01707	Syat.g_01853
OG0000898	Praa.g_01708	Syat.g_01852
OG0000899	Praa.g_01709	Syat.g_01851
OG0000900	Praa.g_01710	Syat.g_01850
OG0000901	Praa.g_01713	Syat.g_01845
OG0000902	Praa.g_01715	Syat.g_01843
OG0000903	Praa.g_01718	Syat.g_01830
OG0000904	Praa.g_01720	Syat.g_01834
OG0000905	Praa.g_01725	Syat.g_01839
OG0000906	Praa.g_01726	Syat.g_01841
OG0000907	Praa.g_01733	Syat.g_01828
OG0000908	Praa.g_01736	Syat.g_01825
OG0000909	Praa.g_01737	Syat.g_01824
OG0000910	Praa.g_01738	Syat.g_01823
OG0000911	Praa.g_01740	Syat.g_01821
OG0000912	Praa.g_01741	Syat.g_01820
OG0000913	Praa.g_01742	Syat.g_01819
OG0000914	Praa.g_01743	Syat.g_01818
OG0000915	Praa.g_01744	Syat.g_01816
OG0000916	Praa.g_01745	Syat.g_01815
OG0000917	Praa.g_01746	Syat.g_01814
OG0000918	Praa.g_01747	Syat.g_01813
OG0000919	Praa.g_01748	Syat.g_01812
OG0000920	Praa.g_01749	Syat.g_01811
OG0000921	Praa.g_01750	Syat.g_01810
OG0000922	Praa.g_01751	Syat.g_01809
OG0000923	Praa.g_01755	Syat.g_01805
OG0000924	Praa.g_01756	Syat.g_01804
OG0000925	Praa.g_01757	Syat.g_01803
OG0000926	Praa.g_01758	Syat.g_01802
OG0000927	Praa.g_01760	Syat.g_01800
OG0000928	Praa.g_01761	Syat.g_01799
OG0000929	Praa.g_01762	Syat.g_01798
OG0000930	Praa.g_01763	Syat.g_01797
OG0000931	Praa.g_01764	Syat.g_01796
OG0000932	Praa.g_01765	Syat.g_01794
OG0000933	Praa.g_01769	Syat.g_01788
OG0000934	Praa.g_01771	Syat.g_01786
OG0000935	Praa.g_01772	Syat.g_01665
OG0000936	Praa.g_01773	Syat.g_01664
OG0000937	Praa.g_01774	Syat.g_01663
OG0000938	Praa.g_01776	Syat.g_01659
OG0000939	Praa.g_01777	Syat.g_01658
OG0000940	Praa.g_01784	Syat.g_01651
OG0000941	Praa.g_01786	Syat.g_01649
OG0000942	Praa.g_01788	Syat.g_01647
OG0000943	Praa.g_01789	Syat.g_01646
OG0000944	Praa.g_01790	Syat.g_01644
OG0000945	Praa.g_01791	Syat.g_01643
OG0000946	Praa.g_01796	Syat.g_01633
OG0000947	Praa.g_01798	Syat.g_01630
OG0000948	Praa.g_01799	Syat.g_01629
OG0000949	Praa.g_01802	Syat.g_02142
OG0000950	Praa.g_01807	Syat.g_02152
OG0000951	Praa.g_01811	Syat.g_02157
OG0000952	Praa.g_01815	Syat.g_02162
OG0000953	Praa.g_01818	Syat.g_02166
OG0000954	Praa.g_01822	Syat.g_02187
OG0000955	Praa.g_01823	Syat.g_02188
OG0000956	Praa.g_01825	Syat.g_02191
OG0000957	Praa.g_01830	Syat.g_02204
OG0000958	Praa.g_01831	Syat.g_02205
OG0000959	Praa.g_01835	Syat.g_02212
OG0000960	Praa.g_01836	Syat.g_02213
OG0000961	Praa.g_01838	Syat.g_02873
OG0000962	Praa.g_01840	Syat.g_02223
OG0000963	Praa.g_01844	Syat.g_02226
OG0000964	Praa.g_01845	Syat.g_02227
OG0000965	Praa.g_01846	Syat.g_02228
OG0000966	Praa.g_01853	Syat.g_02259
OG0000967	Praa.g_01858	Syat.g_02263
OG0000968	Praa.g_01860	Syat.g_02269
OG0000969	Praa.g_01861	Syat.g_02271
OG0000970	Praa.g_01862	Syat.g_02272
OG0000971	Praa.g_01863	Syat.g_02274
OG0000972	Praa.g_01864	Syat.g_02275
OG0000973	Praa.g_01865	Syat.g_02276
OG0000974	Praa.g_01866	Syat.g_02277
OG0000975	Praa.g_01867	Syat.g_02278
OG0000976	Praa.g_01868	Syat.g_02279
OG0000977	Praa.g_01869	Syat.g_02281
OG0000978	Praa.g_01870	Syat.g_02283
OG0000979	Praa.g_01873	Syat.g_02286
OG0000980	Praa.g_01875	Syat.g_02289
OG0000981	Praa.g_01877	Syat.g_02292
OG0000982	Praa.g_01879	Syat.g_02691
OG0000983	Praa.g_01880	Syat.g_02690
OG0000984	Praa.g_01881	Syat.g_02689
OG0000985	Praa.g_01884	Syat.g_02685
OG0000986	Praa.g_01886	Syat.g_02680
OG0000987	Praa.g_01887	Syat.g_02678
OG0000988	Praa.g_01890	Syat.g_02672
OG0000989	Praa.g_01893	Syat.g_02657
OG0000990	Praa.g_01896	Syat.g_02500
OG0000991	Praa.g_01897	Syat.g_02503
OG0000992	Praa.g_01899	Syat.g_02507
OG0000993	Praa.g_01900	Syat.g_02508
OG0000994	Praa.g_01901	Syat.g_02512
OG0000995	Praa.g_01905	Syat.g_02517
OG0000996	Praa.g_01906	Syat.g_02446
OG0000997	Praa.g_01907	Syat.g_02417
OG0000998	Praa.g_01909	Syat.g_02415
OG0000999	Praa.g_01910	Syat.g_02414
OG0001001	Praa.g_01915	Syat.g_02400
OG0001002	Praa.g_01919	Syat.g_02394
OG0001003	Praa.g_01920	Syat.g_02392
OG0001004	Praa.g_01921	Syat.g_02391
OG0001005	Praa.g_01922	Syat.g_02390
OG0001006	Praa.g_01926	Syat.g_02378
OG0001007	Praa.g_01928	Syat.g_02376
OG0001009	Praa.g_00027	Syat.g_02311
OG0001010	Praa.g_00028	Syat.g_02310
OG0001011	Praa.g_00029	Syat.g_02308
OG0001012	Praa.g_00043	Syat.g_01004
OG0001013	Praa.g_00048	Syat.g_02716
OG0001014	Praa.g_00051	Syat.g_02721
OG0001015	Praa.g_00052	Syat.g_02722
OG0001016	Praa.g_00073	Syat.g_01474
OG0001017	Praa.g_00077	Syat.g_01480
OG0001018	Praa.g_00080	Syat.g_01482
OG0001019	Praa.g_00089	Syat.g_01532
OG0001020	Praa.g_00090	Syat.g_01539
OG0001021	Praa.g_00091	Syat.g_01552
OG0001022	Praa.g_00094	Syat.g_01555
OG0001023	Praa.g_00095	Syat.g_01556
OG0001024	Praa.g_00098	Syat.g_01560
OG0001025	Praa.g_00104	Syat.g_01566
OG0001026	Praa.g_00111	Syat.g_01582
OG0001027	Praa.g_00112	Syat.g_02947
OG0001028	Praa.g_00114	Syat.g_02944
OG0001029	Praa.g_00115	Syat.g_02942
OG0001030	Praa.g_00130	Syat.g_02922
OG0001031	Praa.g_00186	Syat.g_02836
OG0001032	Praa.g_00187	Syat.g_02834
OG0001033	Praa.g_00208	Syat.g_02784
OG0001034	Praa.g_00236	Syat.g_01448
OG0001035	Praa.g_00254	Syat.g_01885
OG0001036	Praa.g_00259	Syat.g_01939
OG0001037	Praa.g_00260	Syat.g_01941
OG0001038	Praa.g_00278	Syat.g_02058
OG0001039	Praa.g_00281	Syat.g_02061
OG0001040	Praa.g_00283	Syat.g_02064
OG0001041	Praa.g_00287	Syat.g_02070
OG0001042	Praa.g_00304	Syat.g_02100
OG0001043	Praa.g_00305	Syat.g_02103
OG0001044	Praa.g_00333	Syat.g_01615
OG0001045	Praa.g_00341	Syat.g_01602
OG0001046	Praa.g_00378	Syat.g_00552
OG0001047	Praa.g_00438	Syat.g_02973
OG0001048	Praa.g_00439	Syat.g_02974
OG0001049	Praa.g_00441	Syat.g_01290
OG0001050	Praa.g_00442	Syat.g_01289
OG0001051	Praa.g_00443	Syat.g_01288
OG0001052	Praa.g_00471	Syat.g_01375
OG0001053	Praa.g_00483	Syat.g_03173
OG0001054	Praa.g_00498	Syat.g_03192
OG0001055	Praa.g_00517	Syat.g_03224
OG0001056	Praa.g_00536	Syat.g_03275
OG0001057	Praa.g_00541	Syat.g_00102
OG0001058	Praa.g_00550	Syat.g_00079
OG0001059	Praa.g_00554	Syat.g_00075
OG0001061	Praa.g_00574	Syat.g_00051
OG0001062	Praa.g_00576	Syat.g_00048
OG0001063	Praa.g_00578	Syat.g_00042
OG0001064	Praa.g_00579	Syat.g_00041
OG0001065	Praa.g_00580	Syat.g_00040
OG0001066	Praa.g_00581	Syat.g_00039
OG0001067	Praa.g_00582	Syat.g_00038
OG0001068	Praa.g_00583	Syat.g_00037
OG0001069	Praa.g_00584	Syat.g_00036
OG0001070	Praa.g_00587	Syat.g_00032
OG0001071	Praa.g_00588	Syat.g_00031
OG0001072	Praa.g_00590	Syat.g_00028
OG0001073	Praa.g_00604	Syat.g_00009
OG0001074	Praa.g_00615	Syat.g_01015
OG0001075	Praa.g_00616	Syat.g_01037
OG0001076	Praa.g_00624	Syat.g_03315
OG0001077	Praa.g_00628	Syat.g_03290
OG0001078	Praa.g_00636	Syat.g_00118
OG0001079	Praa.g_00647	Syat.g_00378
OG0001080	Praa.g_00653	Syat.g_00368
OG0001081	Praa.g_00655	Syat.g_00366
OG0001082	Praa.g_00656	Syat.g_00365
OG0001083	Praa.g_00661	Syat.g_00390
OG0001084	Praa.g_00662	Syat.g_00391
OG0001085	Praa.g_00670	Syat.g_00408
OG0001086	Praa.g_00671	Syat.g_00410
OG0001087	Praa.g_00688	Syat.g_03277
OG0001088	Praa.g_00689	Syat.g_02496
OG0001089	Praa.g_00697	Syat.g_00818
OG0001090	Praa.g_00712	Syat.g_00659
OG0001091	Praa.g_00714	Syat.g_00661
OG0001092	Praa.g_00715	Syat.g_00663
OG0001093	Praa.g_00720	Syat.g_00669
OG0001094	Praa.g_00797	Syat.g_00473
OG0001095	Praa.g_00817	Syat.g_00497
OG0001096	Praa.g_00830	Syat.g_00516
OG0001097	Praa.g_00849	Syat.g_00743
OG0001098	Praa.g_00864	Syat.g_01672
OG0001099	Praa.g_00896	Syat.g_02943
OG0001100	Praa.g_00900	Syat.g_00418
OG0001101	Praa.g_00902	Syat.g_00420
OG0001102	Praa.g_00904	Syat.g_00423
OG0001103	Praa.g_00906	Syat.g_00425
OG0001104	Praa.g_00927	Syat.g_00458
OG0001105	Praa.g_00931	Syat.g_00461
OG0001106	Praa.g_00955	Syat.g_00598
OG0001107	Praa.g_00962	Syat.g_00580
OG0001108	Praa.g_00966	Syat.g_00570
OG0001109	Praa.g_00967	Syat.g_00568
OG0001110	Praa.g_00969	Syat.g_00566
OG0001111	Praa.g_00970	Syat.g_00564
OG0001112	Praa.g_00971	Syat.g_00562
OG0001113	Praa.g_00972	Syat.g_00561
OG0001114	Praa.g_00973	Syat.g_00560
OG0001115	Praa.g_00975	Syat.g_00557
OG0001116	Praa.g_00976	Syat.g_00555
OG0001117	Praa.g_00977	Syat.g_00554
OG0001118	Praa.g_00978	Syat.g_00553
OG0001119	Praa.g_00979	Syat.g_00551
OG0001120	Praa.g_00981	Syat.g_00546
OG0001122	Praa.g_01011	Syat.g_00711
OG0001123	Praa.g_01015	Syat.g_00704
OG0001124	Praa.g_01017	Syat.g_00702
OG0001125	Praa.g_01018	Syat.g_00700
OG0001126	Praa.g_01028	Syat.g_00790
OG0001127	Praa.g_01029	Syat.g_00789
OG0001128	Praa.g_01031	Syat.g_00786
OG0001129	Praa.g_01032	Syat.g_00784
OG0001130	Praa.g_01033	Syat.g_00783
OG0001131	Praa.g_01070	Syat.g_01674
OG0001132	Praa.g_01080	Syat.g_00965
OG0001133	Praa.g_01115	Syat.g_03311
OG0001136	Praa.g_01157	Syat.g_03257
OG0001137	Praa.g_01167	Syat.g_00306
OG0001138	Praa.g_01185	Syat.g_00214
OG0001139	Praa.g_01186	Syat.g_00209
OG0001140	Praa.g_01187	Syat.g_00208
OG0001141	Praa.g_01188	Syat.g_00207
OG0001142	Praa.g_01189	Syat.g_00206
OG0001143	Praa.g_01196	Syat.g_00925
OG0001144	Praa.g_01201	Syat.g_00906
OG0001145	Praa.g_01310	Syat.g_01117
OG0001146	Praa.g_01322	Syat.g_01158
OG0001147	Praa.g_01352	Syat.g_01368
OG0001148	Praa.g_01368	Syat.g_01297
OG0001149	Praa.g_01369	Syat.g_01298
OG0001150	Praa.g_01370	Syat.g_01299
OG0001151	Praa.g_01381	Syat.g_01420
OG0001152	Praa.g_01382	Syat.g_01421
OG0001153	Praa.g_01508	Syat.g_01346
OG0001154	Praa.g_01509	Syat.g_01347
OG0001155	Praa.g_01521	Syat.g_02774
OG0001156	Praa.g_01524	Syat.g_02978
OG0001157	Praa.g_01525	Syat.g_02977
OG0001158	Praa.g_01526	Syat.g_02976
OG0001159	Praa.g_01527	Syat.g_02975
OG0001160	Praa.g_01552	Syat.g_03104
OG0001161	Praa.g_01565	Syat.g_02384
OG0001162	Praa.g_01576	Syat.g_01528
OG0001163	Praa.g_01627	Syat.g_03112
OG0001164	Praa.g_01631	Syat.g_03116
OG0001165	Praa.g_01634	Syat.g_03121
OG0001166	Praa.g_01654	Syat.g_03050
OG0001167	Praa.g_01672	Syat.g_03019
OG0001168	Praa.g_01674	Syat.g_03017
OG0001169	Praa.g_01676	Syat.g_03015
OG0001170	Praa.g_01678	Syat.g_03013
OG0001171	Praa.g_01688	Syat.g_03001
OG0001172	Praa.g_01702	Syat.g_01858
OG0001173	Praa.g_01703	Syat.g_01857
OG0001174	Praa.g_01711	Syat.g_01849
OG0001175	Praa.g_01712	Syat.g_01848
OG0001176	Praa.g_01719	Syat.g_01831
OG0001178	Praa.g_01727	Syat.g_03137
