Orthogroup	Praz	Syaq
OG0000582	Praz.g_01722	Syaq.g_02012
OG0000583	Praz.g_01721	Syaq.g_02013
OG0000584	Praz.g_01720	Syaq.g_02014
OG0000585	Praz.g_01718	Syaq.g_02017
OG0000586	Praz.g_01717	Syaq.g_02018
OG0000587	Praz.g_01716	Syaq.g_02020
OG0000588	Praz.g_01712	Syaq.g_02043
OG0000589	Praz.g_01709	Syaq.g_02057
OG0000590	Praz.g_01708	Syaq.g_02058
OG0000591	Praz.g_01705	Syaq.g_02066
OG0000592	Praz.g_01704	Syaq.g_02067
OG0000593	Praz.g_01698	Syaq.g_02078
OG0000594	Praz.g_01697	Syaq.g_02079
OG0000595	Praz.g_01696	Syaq.g_02080
OG0000596	Praz.g_01692	Syaq.g_02085
OG0000597	Praz.g_01690	Syaq.g_02088
OG0000598	Praz.g_01689	Syaq.g_02089
OG0000599	Praz.g_01686	Syaq.g_02096
OG0000600	Praz.g_01685	Syaq.g_02097
OG0000601	Praz.g_01684	Syaq.g_02098
OG0000602	Praz.g_01682	Syaq.g_02104
OG0000603	Praz.g_01681	Syaq.g_02105
OG0000604	Praz.g_01680	Syaq.g_02107
OG0000605	Praz.g_01679	Syaq.g_02151
OG0000606	Praz.g_01676	Syaq.g_02231
OG0000607	Praz.g_01673	Syaq.g_02234
OG0000608	Praz.g_01672	Syaq.g_02235
OG0000609	Praz.g_01671	Syaq.g_02237
OG0000610	Praz.g_01666	Syaq.g_02244
OG0000611	Praz.g_01663	Syaq.g_02247
OG0000612	Praz.g_01662	Syaq.g_02248
OG0000613	Praz.g_01657	Syaq.g_00885
OG0000614	Praz.g_01638	Syaq.g_02588
OG0000615	Praz.g_01630	Syaq.g_02302
OG0000616	Praz.g_01626	Syaq.g_01168
OG0000617	Praz.g_01601	Syaq.g_00031
OG0000618	Praz.g_01600	Syaq.g_00032
OG0000619	Praz.g_01599	Syaq.g_00033
OG0000620	Praz.g_01596	Syaq.g_00038
OG0000621	Praz.g_01595	Syaq.g_00039
OG0000622	Praz.g_01594	Syaq.g_00040
OG0000623	Praz.g_01593	Syaq.g_00041
OG0000624	Praz.g_01592	Syaq.g_00042
OG0000625	Praz.g_01591	Syaq.g_00043
OG0000626	Praz.g_01590	Syaq.g_00044
OG0000627	Praz.g_01589	Syaq.g_02425
OG0000628	Praz.g_01588	Syaq.g_02426
OG0000629	Praz.g_01587	Syaq.g_02429
OG0000630	Praz.g_01584	Syaq.g_02433
OG0000631	Praz.g_01521	Syaq.g_02441
OG0000632	Praz.g_01520	Syaq.g_02442
OG0000633	Praz.g_01519	Syaq.g_02444
OG0000634	Praz.g_01516	Syaq.g_02336
OG0000635	Praz.g_01515	Syaq.g_02337
OG0000636	Praz.g_01513	Syaq.g_02339
OG0000637	Praz.g_01511	Syaq.g_02341
OG0000638	Praz.g_01510	Syaq.g_02342
OG0000639	Praz.g_01509	Syaq.g_02343
OG0000640	Praz.g_01508	Syaq.g_02344
OG0000641	Praz.g_01504	Syaq.g_02348
OG0000642	Praz.g_01503	Syaq.g_02349
OG0000643	Praz.g_01502	Syaq.g_02350
OG0000644	Praz.g_01501	Syaq.g_02351
OG0000645	Praz.g_01500	Syaq.g_02353
OG0000646	Praz.g_01498	Syaq.g_02356
OG0000647	Praz.g_01497	Syaq.g_02358
OG0000648	Praz.g_01495	Syaq.g_02360
OG0000649	Praz.g_01494	Syaq.g_02361
OG0000650	Praz.g_01493	Syaq.g_02362
OG0000651	Praz.g_01492	Syaq.g_02363
OG0000652	Praz.g_01491	Syaq.g_02364
OG0000653	Praz.g_01489	Syaq.g_02367
OG0000654	Praz.g_01488	Syaq.g_02368
OG0000655	Praz.g_01487	Syaq.g_02369
OG0000656	Praz.g_01484	Syaq.g_02372
OG0000657	Praz.g_01476	Syaq.g_02382
OG0000658	Praz.g_01475	Syaq.g_02385
OG0000659	Praz.g_01474	Syaq.g_02386
OG0000660	Praz.g_01470	Syaq.g_02390
OG0000661	Praz.g_01468	Syaq.g_02392
OG0000662	Praz.g_01466	Syaq.g_02394
OG0000663	Praz.g_01464	Syaq.g_02397
OG0000664	Praz.g_01463	Syaq.g_02400
OG0000665	Praz.g_01459	Syaq.g_02124
OG0000666	Praz.g_01458	Syaq.g_02117
OG0000667	Praz.g_01454	Syaq.g_02222
OG0000668	Praz.g_01424	Syaq.g_00068
OG0000669	Praz.g_01417	Syaq.g_02260
OG0000670	Praz.g_01415	Syaq.g_00079
OG0000671	Praz.g_01413	Syaq.g_02264
OG0000672	Praz.g_01410	Syaq.g_02267
OG0000673	Praz.g_01407	Syaq.g_02270
OG0000674	Praz.g_01405	Syaq.g_02272
OG0000675	Praz.g_01404	Syaq.g_02273
OG0000676	Praz.g_01402	Syaq.g_02275
OG0000677	Praz.g_01401	Syaq.g_02276
OG0000678	Praz.g_01399	Syaq.g_02282
OG0000679	Praz.g_01395	Syaq.g_02305
OG0000680	Praz.g_01394	Syaq.g_02306
OG0000681	Praz.g_01392	Syaq.g_02309
OG0000682	Praz.g_01391	Syaq.g_02310
OG0000683	Praz.g_01390	Syaq.g_02311
OG0000684	Praz.g_01388	Syaq.g_02315
OG0000685	Praz.g_01386	Syaq.g_02317
OG0000686	Praz.g_01385	Syaq.g_02318
OG0000687	Praz.g_01384	Syaq.g_02319
OG0000688	Praz.g_01381	Syaq.g_02325
OG0000689	Praz.g_01380	Syaq.g_02327
OG0000690	Praz.g_01379	Syaq.g_02328
OG0000691	Praz.g_01378	Syaq.g_02329
OG0000692	Praz.g_01376	Syaq.g_02330
OG0000693	Praz.g_01375	Syaq.g_02332
OG0000694	Praz.g_01374	Syaq.g_02333
OG0000695	Praz.g_01372	Syaq.g_02446
OG0000696	Praz.g_01371	Syaq.g_02447
OG0000697	Praz.g_01370	Syaq.g_02448
OG0000698	Praz.g_01367	Syaq.g_02451
OG0000699	Praz.g_01366	Syaq.g_02452
OG0000700	Praz.g_01365	Syaq.g_02453
OG0000701	Praz.g_01364	Syaq.g_02454
OG0000702	Praz.g_01362	Syaq.g_02467
OG0000703	Praz.g_01361	Syaq.g_02468
OG0000704	Praz.g_01360	Syaq.g_02470
OG0000705	Praz.g_01356	Syaq.g_02477
OG0000706	Praz.g_01355	Syaq.g_02478
OG0000707	Praz.g_01354	Syaq.g_02479
OG0000708	Praz.g_01353	Syaq.g_02482
OG0000709	Praz.g_01349	Syaq.g_02490
OG0000710	Praz.g_01346	Syaq.g_02494
OG0000711	Praz.g_01329	Syaq.g_02521
OG0000712	Praz.g_01327	Syaq.g_02523
OG0000713	Praz.g_01326	Syaq.g_02524
OG0000714	Praz.g_01325	Syaq.g_02527
OG0000715	Praz.g_01323	Syaq.g_02529
OG0000716	Praz.g_01321	Syaq.g_02533
OG0000717	Praz.g_01320	Syaq.g_02534
OG0000718	Praz.g_01308	Syaq.g_00072
OG0000719	Praz.g_01306	Syaq.g_00070
OG0000720	Praz.g_01297	Syaq.g_00057
OG0000721	Praz.g_01294	Syaq.g_00055
OG0000722	Praz.g_01293	Syaq.g_00054
OG0000723	Praz.g_01290	Syaq.g_00046
OG0000724	Praz.g_01281	Syaq.g_02685
OG0000725	Praz.g_00067	Syaq.g_02676
OG0000726	Praz.g_00068	Syaq.g_02675
OG0000727	Praz.g_00069	Syaq.g_02674
OG0000728	Praz.g_00071	Syaq.g_02672
OG0000729	Praz.g_00116	Syaq.g_01046
OG0000730	Praz.g_00060	Syaq.g_00561
OG0000731	Praz.g_00056	Syaq.g_00550
OG0000732	Praz.g_00046	Syaq.g_01098
OG0000733	Praz.g_00024	Syaq.g_01232
OG0000734	Praz.g_00007	Syaq.g_01479
OG0000735	Praz.g_00005	Syaq.g_00266
OG0000736	Praz.g_00004	Syaq.g_00265
OG0000737	Praz.g_00003	Syaq.g_00264
OG0000738	Praz.g_00762	Syaq.g_00258
OG0000739	Praz.g_00761	Syaq.g_00257
OG0000740	Praz.g_00760	Syaq.g_00256
OG0000741	Praz.g_00759	Syaq.g_00253
OG0000742	Praz.g_00756	Syaq.g_00250
OG0000743	Praz.g_00754	Syaq.g_00248
OG0000744	Praz.g_00753	Syaq.g_00247
OG0000745	Praz.g_00751	Syaq.g_00245
OG0000746	Praz.g_00749	Syaq.g_00242
OG0000747	Praz.g_00748	Syaq.g_00241
OG0000748	Praz.g_00745	Syaq.g_00227
OG0000749	Praz.g_00744	Syaq.g_00226
OG0000750	Praz.g_00743	Syaq.g_00225
OG0000751	Praz.g_00741	Syaq.g_00219
OG0000752	Praz.g_00739	Syaq.g_00217
OG0000753	Praz.g_00736	Syaq.g_00214
OG0000754	Praz.g_00733	Syaq.g_00209
OG0000755	Praz.g_00730	Syaq.g_00198
OG0000756	Praz.g_00729	Syaq.g_00197
OG0000757	Praz.g_00723	Syaq.g_00190
OG0000758	Praz.g_00722	Syaq.g_00189
OG0000759	Praz.g_00721	Syaq.g_00188
OG0000760	Praz.g_00720	Syaq.g_00187
OG0000761	Praz.g_00719	Syaq.g_00186
OG0000762	Praz.g_00718	Syaq.g_00183
OG0000763	Praz.g_00716	Syaq.g_00181
OG0000764	Praz.g_00715	Syaq.g_00180
OG0000765	Praz.g_00706	Syaq.g_00157
OG0000766	Praz.g_00705	Syaq.g_00156
OG0000767	Praz.g_00703	Syaq.g_00154
OG0000768	Praz.g_00702	Syaq.g_00153
OG0000769	Praz.g_00700	Syaq.g_00151
OG0000770	Praz.g_00698	Syaq.g_00148
OG0000771	Praz.g_01936	Syaq.g_02691
OG0000772	Praz.g_01205	Syaq.g_01887
OG0000773	Praz.g_01189	Syaq.g_00283
OG0000774	Praz.g_01187	Syaq.g_00288
OG0000775	Praz.g_01185	Syaq.g_00290
OG0000776	Praz.g_01184	Syaq.g_00291
OG0000777	Praz.g_01183	Syaq.g_00292
OG0000778	Praz.g_01182	Syaq.g_00293
OG0000779	Praz.g_01178	Syaq.g_00299
OG0000780	Praz.g_01177	Syaq.g_00304
OG0000781	Praz.g_01174	Syaq.g_00308
OG0000782	Praz.g_01173	Syaq.g_00309
OG0000783	Praz.g_01172	Syaq.g_00310
OG0000784	Praz.g_01171	Syaq.g_00311
OG0000785	Praz.g_01169	Syaq.g_00313
OG0000786	Praz.g_01167	Syaq.g_00328
OG0000787	Praz.g_01166	Syaq.g_00329
OG0000788	Praz.g_01152	Syaq.g_02099
OG0000789	Praz.g_01149	Syaq.g_02123
OG0000790	Praz.g_01134	Syaq.g_01758
OG0000791	Praz.g_01132	Syaq.g_01756
OG0000792	Praz.g_01131	Syaq.g_01755
OG0000793	Praz.g_01128	Syaq.g_01750
OG0000794	Praz.g_01127	Syaq.g_01749
OG0000795	Praz.g_01126	Syaq.g_01748
OG0000796	Praz.g_01122	Syaq.g_01744
OG0000797	Praz.g_01121	Syaq.g_01743
OG0000799	Praz.g_01059	Syaq.g_00341
OG0000800	Praz.g_01058	Syaq.g_00342
OG0000801	Praz.g_01057	Syaq.g_00343
OG0000802	Praz.g_01055	Syaq.g_00350
OG0000803	Praz.g_01053	Syaq.g_00353
OG0000804	Praz.g_01052	Syaq.g_00358
OG0000805	Praz.g_01050	Syaq.g_00360
OG0000806	Praz.g_01048	Syaq.g_00362
OG0000807	Praz.g_01047	Syaq.g_00364
OG0000808	Praz.g_01046	Syaq.g_00365
OG0000809	Praz.g_01043	Syaq.g_00369
OG0000810	Praz.g_01042	Syaq.g_00370
OG0000811	Praz.g_01038	Syaq.g_00378
OG0000812	Praz.g_01036	Syaq.g_00380
OG0000813	Praz.g_01035	Syaq.g_00381
OG0000814	Praz.g_01033	Syaq.g_00383
OG0000815	Praz.g_01032	Syaq.g_00384
OG0000816	Praz.g_01030	Syaq.g_00386
OG0000817	Praz.g_01029	Syaq.g_00387
OG0000818	Praz.g_01024	Syaq.g_00392
OG0000819	Praz.g_01023	Syaq.g_00393
OG0000820	Praz.g_01022	Syaq.g_00394
OG0000821	Praz.g_01018	Syaq.g_00400
OG0000822	Praz.g_01017	Syaq.g_00402
OG0000823	Praz.g_01016	Syaq.g_00403
OG0000824	Praz.g_01013	Syaq.g_00409
OG0000825	Praz.g_01012	Syaq.g_00410
OG0000826	Praz.g_01011	Syaq.g_00411
OG0000827	Praz.g_01010	Syaq.g_00412
OG0000828	Praz.g_01007	Syaq.g_00415
OG0000829	Praz.g_01006	Syaq.g_00416
OG0000830	Praz.g_01005	Syaq.g_00417
OG0000831	Praz.g_01003	Syaq.g_00419
OG0000832	Praz.g_00997	Syaq.g_01737
OG0000833	Praz.g_00989	Syaq.g_01725
OG0000834	Praz.g_00988	Syaq.g_01724
OG0000835	Praz.g_00987	Syaq.g_01723
OG0000836	Praz.g_00986	Syaq.g_01720
OG0000837	Praz.g_00985	Syaq.g_01719
OG0000838	Praz.g_00983	Syaq.g_01715
OG0000839	Praz.g_00982	Syaq.g_01714
OG0000840	Praz.g_00981	Syaq.g_01713
OG0000841	Praz.g_00980	Syaq.g_01712
OG0000842	Praz.g_00979	Syaq.g_01711
OG0000843	Praz.g_00978	Syaq.g_01710
OG0000844	Praz.g_00977	Syaq.g_01708
OG0000845	Praz.g_00976	Syaq.g_01707
OG0000846	Praz.g_00975	Syaq.g_01706
OG0000847	Praz.g_00974	Syaq.g_01705
OG0000848	Praz.g_00973	Syaq.g_01703
OG0000849	Praz.g_00972	Syaq.g_01702
OG0000850	Praz.g_00970	Syaq.g_01699
OG0000851	Praz.g_00969	Syaq.g_01696
OG0000852	Praz.g_00968	Syaq.g_01695
OG0000853	Praz.g_00964	Syaq.g_01691
OG0000854	Praz.g_00962	Syaq.g_01689
OG0000855	Praz.g_00961	Syaq.g_01688
OG0000856	Praz.g_00946	Syaq.g_02069
OG0000857	Praz.g_00918	Syaq.g_02357
OG0000858	Praz.g_00883	Syaq.g_01682
OG0000859	Praz.g_00882	Syaq.g_01681
OG0000860	Praz.g_00875	Syaq.g_01671
OG0000861	Praz.g_00874	Syaq.g_01670
OG0000862	Praz.g_00873	Syaq.g_01668
OG0000863	Praz.g_00871	Syaq.g_01665
OG0000864	Praz.g_00870	Syaq.g_01664
OG0000865	Praz.g_00869	Syaq.g_01663
OG0000866	Praz.g_00868	Syaq.g_01662
OG0000867	Praz.g_00867	Syaq.g_01661
OG0000868	Praz.g_00866	Syaq.g_01659
OG0000869	Praz.g_00862	Syaq.g_01656
OG0000870	Praz.g_00857	Syaq.g_01651
OG0000871	Praz.g_00856	Syaq.g_01650
OG0000872	Praz.g_00855	Syaq.g_01644
OG0000873	Praz.g_00852	Syaq.g_01641
OG0000874	Praz.g_00849	Syaq.g_01637
OG0000875	Praz.g_00848	Syaq.g_01633
OG0000876	Praz.g_00847	Syaq.g_01631
OG0000877	Praz.g_00845	Syaq.g_01628
OG0000878	Praz.g_00844	Syaq.g_01627
OG0000879	Praz.g_00843	Syaq.g_01626
OG0000880	Praz.g_00842	Syaq.g_01625
OG0000881	Praz.g_00838	Syaq.g_01621
OG0000882	Praz.g_00833	Syaq.g_01616
OG0000883	Praz.g_00831	Syaq.g_01613
OG0000884	Praz.g_00830	Syaq.g_01611
OG0000885	Praz.g_00829	Syaq.g_01610
OG0000886	Praz.g_00828	Syaq.g_01609
OG0000887	Praz.g_00827	Syaq.g_01608
OG0000888	Praz.g_00825	Syaq.g_01606
OG0000889	Praz.g_00823	Syaq.g_01604
OG0000890	Praz.g_00822	Syaq.g_01597
OG0000891	Praz.g_00821	Syaq.g_01596
OG0000892	Praz.g_00340	Syaq.g_01594
OG0000893	Praz.g_00335	Syaq.g_00695
OG0000894	Praz.g_00333	Syaq.g_00692
OG0000895	Praz.g_00330	Syaq.g_00688
OG0000896	Praz.g_00329	Syaq.g_00687
OG0000897	Praz.g_00327	Syaq.g_00685
OG0000898	Praz.g_00326	Syaq.g_00684
OG0000899	Praz.g_00325	Syaq.g_00683
OG0000900	Praz.g_00324	Syaq.g_00682
OG0000901	Praz.g_00321	Syaq.g_00677
OG0000902	Praz.g_00319	Syaq.g_00671
OG0000903	Praz.g_00316	Syaq.g_00655
OG0000904	Praz.g_00314	Syaq.g_00660
OG0000905	Praz.g_00309	Syaq.g_00666
OG0000906	Praz.g_00308	Syaq.g_00669
OG0000907	Praz.g_00305	Syaq.g_00653
OG0000908	Praz.g_00302	Syaq.g_00650
OG0000909	Praz.g_00301	Syaq.g_00649
OG0000910	Praz.g_00300	Syaq.g_00648
OG0000911	Praz.g_00298	Syaq.g_00646
OG0000912	Praz.g_00297	Syaq.g_00645
OG0000913	Praz.g_00296	Syaq.g_00644
OG0000914	Praz.g_00295	Syaq.g_00643
OG0000915	Praz.g_00294	Syaq.g_00641
OG0000916	Praz.g_00293	Syaq.g_00640
OG0000917	Praz.g_00292	Syaq.g_00639
OG0000918	Praz.g_00291	Syaq.g_00638
OG0000919	Praz.g_00290	Syaq.g_00637
OG0000920	Praz.g_00289	Syaq.g_00636
OG0000921	Praz.g_00288	Syaq.g_00635
OG0000922	Praz.g_00287	Syaq.g_00634
OG0000923	Praz.g_00283	Syaq.g_00630
OG0000924	Praz.g_00282	Syaq.g_00629
OG0000925	Praz.g_00281	Syaq.g_00628
OG0000926	Praz.g_00280	Syaq.g_00627
OG0000927	Praz.g_00278	Syaq.g_00625
OG0000928	Praz.g_00277	Syaq.g_00624
OG0000929	Praz.g_00276	Syaq.g_00623
OG0000930	Praz.g_00275	Syaq.g_00622
OG0000931	Praz.g_00274	Syaq.g_00621
OG0000932	Praz.g_00273	Syaq.g_00620
OG0000933	Praz.g_00269	Syaq.g_00614
OG0000934	Praz.g_00267	Syaq.g_00612
OG0000935	Praz.g_00266	Syaq.g_00611
OG0000936	Praz.g_00265	Syaq.g_00610
OG0000937	Praz.g_00264	Syaq.g_00609
OG0000938	Praz.g_00262	Syaq.g_00606
OG0000939	Praz.g_00261	Syaq.g_00604
OG0000940	Praz.g_00254	Syaq.g_00597
OG0000941	Praz.g_00252	Syaq.g_00595
OG0000942	Praz.g_00250	Syaq.g_00593
OG0000943	Praz.g_00249	Syaq.g_00592
OG0000944	Praz.g_00248	Syaq.g_00590
OG0000945	Praz.g_00247	Syaq.g_00588
OG0000946	Praz.g_00242	Syaq.g_00580
OG0000947	Praz.g_00240	Syaq.g_00577
OG0000948	Praz.g_00239	Syaq.g_00576
OG0000949	Praz.g_00236	Syaq.g_00971
OG0000950	Praz.g_00231	Syaq.g_00984
OG0000951	Praz.g_00227	Syaq.g_00991
OG0000952	Praz.g_00223	Syaq.g_01002
OG0000953	Praz.g_00220	Syaq.g_01006
OG0000954	Praz.g_00216	Syaq.g_01012
OG0000955	Praz.g_00215	Syaq.g_01013
OG0000956	Praz.g_00213	Syaq.g_01015
OG0000957	Praz.g_00207	Syaq.g_01026
OG0000958	Praz.g_00206	Syaq.g_01027
OG0000959	Praz.g_00202	Syaq.g_01031
OG0000960	Praz.g_00201	Syaq.g_01032
OG0000961	Praz.g_00199	Syaq.g_01043
OG0000962	Praz.g_00197	Syaq.g_01045
OG0000963	Praz.g_00193	Syaq.g_01049
OG0000964	Praz.g_00192	Syaq.g_01050
OG0000965	Praz.g_00191	Syaq.g_01051
OG0000966	Praz.g_00184	Syaq.g_01060
OG0000967	Praz.g_00179	Syaq.g_01067
OG0000968	Praz.g_00177	Syaq.g_01071
OG0000969	Praz.g_00176	Syaq.g_01078
OG0000970	Praz.g_00175	Syaq.g_01079
OG0000971	Praz.g_00174	Syaq.g_01081
OG0000972	Praz.g_00173	Syaq.g_01082
OG0000973	Praz.g_00172	Syaq.g_01083
OG0000974	Praz.g_00171	Syaq.g_01084
OG0000975	Praz.g_00170	Syaq.g_01085
OG0000976	Praz.g_00169	Syaq.g_01086
OG0000977	Praz.g_00168	Syaq.g_01088
OG0000978	Praz.g_00167	Syaq.g_01091
OG0000979	Praz.g_00164	Syaq.g_01094
OG0000980	Praz.g_00162	Syaq.g_01097
OG0000981	Praz.g_00160	Syaq.g_01100
OG0000982	Praz.g_00158	Syaq.g_01263
OG0000983	Praz.g_00157	Syaq.g_01262
OG0000984	Praz.g_00156	Syaq.g_01261
OG0000985	Praz.g_00153	Syaq.g_01257
OG0000986	Praz.g_00151	Syaq.g_01253
OG0000987	Praz.g_00150	Syaq.g_01251
OG0000988	Praz.g_00147	Syaq.g_01245
OG0000989	Praz.g_00143	Syaq.g_01239
OG0000990	Praz.g_00140	Syaq.g_01229
OG0000991	Praz.g_00139	Syaq.g_01225
OG0000992	Praz.g_00137	Syaq.g_01222
OG0000993	Praz.g_00136	Syaq.g_01221
OG0000994	Praz.g_00135	Syaq.g_01218
OG0000995	Praz.g_00131	Syaq.g_01212
OG0000996	Praz.g_00130	Syaq.g_01193
OG0000997	Praz.g_00129	Syaq.g_01184
OG0000998	Praz.g_00127	Syaq.g_01182
OG0000999	Praz.g_00126	Syaq.g_01181
OG0001000	Praz.g_00123	Syaq.g_01177
OG0001001	Praz.g_00121	Syaq.g_01172
OG0001002	Praz.g_00117	Syaq.g_01165
OG0001003	Praz.g_00357	Syaq.g_01163
OG0001004	Praz.g_00358	Syaq.g_01162
OG0001005	Praz.g_00359	Syaq.g_01161
OG0001006	Praz.g_00363	Syaq.g_01152
OG0001007	Praz.g_00365	Syaq.g_01150
OG0001008	Praz.g_01891	Syaq.g_00500
OG0001009	Praz.g_00392	Syaq.g_01118
OG0001010	Praz.g_00393	Syaq.g_01117
OG0001011	Praz.g_00394	Syaq.g_01115
OG0001012	Praz.g_00409	Syaq.g_01267
OG0001013	Praz.g_00414	Syaq.g_01289
OG0001014	Praz.g_00417	Syaq.g_01295
OG0001015	Praz.g_00418	Syaq.g_01296
OG0001016	Praz.g_00433	Syaq.g_01554
OG0001017	Praz.g_00437	Syaq.g_01548
OG0001018	Praz.g_00440	Syaq.g_01546
OG0001019	Praz.g_00449	Syaq.g_01524
OG0001020	Praz.g_00450	Syaq.g_01510
OG0001021	Praz.g_00451	Syaq.g_01506
OG0001022	Praz.g_00454	Syaq.g_01501
OG0001023	Praz.g_00455	Syaq.g_01500
OG0001024	Praz.g_00458	Syaq.g_01496
OG0001025	Praz.g_00464	Syaq.g_01490
OG0001026	Praz.g_00471	Syaq.g_01477
OG0001027	Praz.g_00472	Syaq.g_01474
OG0001028	Praz.g_00474	Syaq.g_01472
OG0001029	Praz.g_00475	Syaq.g_01470
OG0001030	Praz.g_00490	Syaq.g_01450
OG0001031	Praz.g_00546	Syaq.g_01378
OG0001032	Praz.g_00547	Syaq.g_01376
OG0001033	Praz.g_00568	Syaq.g_01344
OG0001034	Praz.g_00596	Syaq.g_01579
OG0001035	Praz.g_00614	Syaq.g_00726
OG0001036	Praz.g_00618	Syaq.g_00731
OG0001037	Praz.g_00619	Syaq.g_00733
OG0001038	Praz.g_00636	Syaq.g_00761
OG0001039	Praz.g_00639	Syaq.g_00764
OG0001040	Praz.g_00641	Syaq.g_00767
OG0001041	Praz.g_00645	Syaq.g_00772
OG0001042	Praz.g_00661	Syaq.g_00858
OG0001044	Praz.g_00690	Syaq.g_00560
OG0001045	Praz.g_00344	Syaq.g_00547
OG0001046	Praz.g_00795	Syaq.g_02509
OG0001047	Praz.g_01889	Syaq.g_00498
OG0001048	Praz.g_01888	Syaq.g_00497
OG0001049	Praz.g_01886	Syaq.g_00494
OG0001050	Praz.g_01885	Syaq.g_00493
OG0001051	Praz.g_01884	Syaq.g_00492
OG0001052	Praz.g_01857	Syaq.g_00446
OG0001053	Praz.g_01845	Syaq.g_01775
OG0001054	Praz.g_01830	Syaq.g_01794
OG0001055	Praz.g_01811	Syaq.g_01815
OG0001056	Praz.g_01792	Syaq.g_01843
OG0001057	Praz.g_01787	Syaq.g_00334
OG0001058	Praz.g_01779	Syaq.g_01931
OG0001059	Praz.g_01775	Syaq.g_01935
OG0001060	Praz.g_01768	Syaq.g_01941
OG0001061	Praz.g_01755	Syaq.g_01961
OG0001062	Praz.g_01753	Syaq.g_01963
OG0001063	Praz.g_01751	Syaq.g_01968
OG0001064	Praz.g_01750	Syaq.g_01969
OG0001065	Praz.g_01749	Syaq.g_01970
OG0001066	Praz.g_01748	Syaq.g_01971
OG0001067	Praz.g_01747	Syaq.g_01972
OG0001068	Praz.g_01746	Syaq.g_01973
OG0001069	Praz.g_01745	Syaq.g_01974
OG0001070	Praz.g_01742	Syaq.g_01978
OG0001071	Praz.g_01741	Syaq.g_01979
OG0001072	Praz.g_01740	Syaq.g_01983
OG0001073	Praz.g_01726	Syaq.g_01998
OG0001074	Praz.g_01715	Syaq.g_02132
OG0001075	Praz.g_01714	Syaq.g_02025
OG0001076	Praz.g_01706	Syaq.g_02060
OG0001077	Praz.g_01702	Syaq.g_02071
OG0001078	Praz.g_01694	Syaq.g_02083
OG0001079	Praz.g_01683	Syaq.g_02100
OG0001080	Praz.g_01677	Syaq.g_02161
OG0001081	Praz.g_01675	Syaq.g_02232
OG0001082	Praz.g_01674	Syaq.g_02233
OG0001083	Praz.g_01669	Syaq.g_02240
OG0001084	Praz.g_01668	Syaq.g_02241
OG0001085	Praz.g_01660	Syaq.g_02251
OG0001086	Praz.g_01659	Syaq.g_02253
OG0001087	Praz.g_01642	Syaq.g_02574
OG0001088	Praz.g_01641	Syaq.g_02576
OG0001089	Praz.g_01633	Syaq.g_02604
OG0001090	Praz.g_01606	Syaq.g_00024
OG0001091	Praz.g_01604	Syaq.g_00027
OG0001092	Praz.g_01603	Syaq.g_00029
OG0001093	Praz.g_01598	Syaq.g_00035
OG0001094	Praz.g_01518	Syaq.g_02334
OG0001095	Praz.g_01499	Syaq.g_02354
OG0001096	Praz.g_01486	Syaq.g_02370
OG0001097	Praz.g_01467	Syaq.g_02393
OG0001098	Praz.g_01452	Syaq.g_02415
OG0001099	Praz.g_01420	Syaq.g_01471
OG0001100	Praz.g_01416	Syaq.g_02262
OG0001101	Praz.g_01414	Syaq.g_02263
OG0001102	Praz.g_01411	Syaq.g_02266
OG0001103	Praz.g_01409	Syaq.g_02268
OG0001104	Praz.g_01387	Syaq.g_02316
OG0001105	Praz.g_01383	Syaq.g_02320
OG0001106	Praz.g_01359	Syaq.g_02471
OG0001108	Praz.g_01348	Syaq.g_02491
OG0001109	Praz.g_01347	Syaq.g_02493
OG0001110	Praz.g_01345	Syaq.g_02495
OG0001111	Praz.g_01344	Syaq.g_02497
OG0001112	Praz.g_01343	Syaq.g_02499
OG0001113	Praz.g_01342	Syaq.g_02539
OG0001114	Praz.g_01341	Syaq.g_02500
OG0001115	Praz.g_01339	Syaq.g_02504
OG0001116	Praz.g_01338	Syaq.g_02506
OG0001117	Praz.g_01337	Syaq.g_02507
OG0001118	Praz.g_01336	Syaq.g_02508
OG0001119	Praz.g_01335	Syaq.g_02510
OG0001120	Praz.g_01333	Syaq.g_02514
OG0001121	Praz.g_00027, Praz.g_01330	Syaq.g_01919
OG0001122	Praz.g_01305	Syaq.g_00069
OG0001123	Praz.g_01301	Syaq.g_00061
OG0001124	Praz.g_01299	Syaq.g_00060
OG0001125	Praz.g_01298	Syaq.g_00058
OG0001126	Praz.g_01287	Syaq.g_02693
OG0001127	Praz.g_01286	Syaq.g_02692
OG0001128	Praz.g_01284	Syaq.g_02689
OG0001129	Praz.g_01283	Syaq.g_02687
OG0001130	Praz.g_01282	Syaq.g_02686
OG0001131	Praz.g_00096	Syaq.g_02284
OG0001132	Praz.g_00105	Syaq.g_01872
OG0001133	Praz.g_00040	Syaq.g_02063
OG0001134	Praz.g_00025	Syaq.g_02213
OG0001136	Praz.g_00758	Syaq.g_00252
OG0001137	Praz.g_00746	Syaq.g_00228
OG0001138	Praz.g_00728	Syaq.g_00196
OG0001139	Praz.g_00727	Syaq.g_00194
OG0001140	Praz.g_00726	Syaq.g_00193
OG0001141	Praz.g_00725	Syaq.g_00192
OG0001142	Praz.g_00724	Syaq.g_00191
OG0001143	Praz.g_00717	Syaq.g_00182
OG0001144	Praz.g_00712	Syaq.g_00166
