Orthogroup	Praz	Syar
OG0000575	Praz.g_01733	Syar.g_03180
OG0000576	Praz.g_01731	Syar.g_02187
OG0000577	Praz.g_01730	Syar.g_02186
OG0000578	Praz.g_01729	Syar.g_02185
OG0000579	Praz.g_01728	Syar.g_02184
OG0000580	Praz.g_01727	Syar.g_02183
OG0000581	Praz.g_01725	Syar.g_02175
OG0000582	Praz.g_01722	Syar.g_02131
OG0000583	Praz.g_01721	Syar.g_02132
OG0000584	Praz.g_01720	Syar.g_02133
OG0000585	Praz.g_01718	Syar.g_02170
OG0000586	Praz.g_01717	Syar.g_02171
OG0000587	Praz.g_01716	Syar.g_02173
OG0000588	Praz.g_01712	Syar.g_02275
OG0000589	Praz.g_01709	Syar.g_02261
OG0000590	Praz.g_01708	Syar.g_02260
OG0000591	Praz.g_01705	Syar.g_02246
OG0000592	Praz.g_01704	Syar.g_02245
OG0000593	Praz.g_01698	Syar.g_02414
OG0000594	Praz.g_01697	Syar.g_02415
OG0000595	Praz.g_01696	Syar.g_02416
OG0000596	Praz.g_01692	Syar.g_02421
OG0000597	Praz.g_01690	Syar.g_02424
OG0000598	Praz.g_01689	Syar.g_02425
OG0000599	Praz.g_01686	Syar.g_02428
OG0000600	Praz.g_01685	Syar.g_02429
OG0000601	Praz.g_01684	Syar.g_02430
OG0000602	Praz.g_01682	Syar.g_02435
OG0000603	Praz.g_01681	Syar.g_02436
OG0000604	Praz.g_01680	Syar.g_02438
OG0000605	Praz.g_01679	Syar.g_02440
OG0000606	Praz.g_01676	Syar.g_02443
OG0000607	Praz.g_01673	Syar.g_02446
OG0000608	Praz.g_01672	Syar.g_02447
OG0000609	Praz.g_01671	Syar.g_02470
OG0000610	Praz.g_01666	Syar.g_01917
OG0000611	Praz.g_01663	Syar.g_01914
OG0000612	Praz.g_01662	Syar.g_01913
OG0000613	Praz.g_01657	Syar.g_00712
OG0000614	Praz.g_01638	Syar.g_02012, Syar.g_01344
OG0000615	Praz.g_01630	Syar.g_02603
OG0000616	Praz.g_01626	Syar.g_00454
OG0000617	Praz.g_01601	Syar.g_01576
OG0000618	Praz.g_01600	Syar.g_01575
OG0000619	Praz.g_01599	Syar.g_01574
OG0000620	Praz.g_01596	Syar.g_01569
OG0000621	Praz.g_01595	Syar.g_01568
OG0000622	Praz.g_01594	Syar.g_01566
OG0000623	Praz.g_01593	Syar.g_01565
OG0000624	Praz.g_01592	Syar.g_01564
OG0000625	Praz.g_01591	Syar.g_01563
OG0000626	Praz.g_01590	Syar.g_01562
OG0000627	Praz.g_01589	Syar.g_01868
OG0000628	Praz.g_01588	Syar.g_01869
OG0000629	Praz.g_01587	Syar.g_01872
OG0000630	Praz.g_01584	Syar.g_02586
OG0000631	Praz.g_01521	Syar.g_02579
OG0000632	Praz.g_01520	Syar.g_02578
OG0000633	Praz.g_01519	Syar.g_02576
OG0000634	Praz.g_01516	Syar.g_02635
OG0000635	Praz.g_01515	Syar.g_02636
OG0000636	Praz.g_01513	Syar.g_02638
OG0000637	Praz.g_01511	Syar.g_02640
OG0000638	Praz.g_01510	Syar.g_02641
OG0000639	Praz.g_01509	Syar.g_02642
OG0000640	Praz.g_01508	Syar.g_02643
OG0000641	Praz.g_01504	Syar.g_02648
OG0000642	Praz.g_01503	Syar.g_02649
OG0000643	Praz.g_01502	Syar.g_02650
OG0000644	Praz.g_01501	Syar.g_02651
OG0000645	Praz.g_01500	Syar.g_02652
OG0000646	Praz.g_01498	Syar.g_02655
OG0000647	Praz.g_01497	Syar.g_02657
OG0000648	Praz.g_01495	Syar.g_02659
OG0000649	Praz.g_01494	Syar.g_02660
OG0000650	Praz.g_01493	Syar.g_02661
OG0000651	Praz.g_01492	Syar.g_02662
OG0000652	Praz.g_01491	Syar.g_02663
OG0000653	Praz.g_01489	Syar.g_02665
OG0000654	Praz.g_01488	Syar.g_02666
OG0000655	Praz.g_01487	Syar.g_02667
OG0000656	Praz.g_01484	Syar.g_02479
OG0000657	Praz.g_01476	Syar.g_01812
OG0000658	Praz.g_01475	Syar.g_01815
OG0000659	Praz.g_01474	Syar.g_01816
OG0000660	Praz.g_01470	Syar.g_01820
OG0000661	Praz.g_01468	Syar.g_03175, Syar.g_01822
OG0000662	Praz.g_01466	Syar.g_01829
OG0000663	Praz.g_01464	Syar.g_01832
OG0000664	Praz.g_01463	Syar.g_01837
OG0000665	Praz.g_01459	Syar.g_02774
OG0000666	Praz.g_01458	Syar.g_01241
OG0000667	Praz.g_01454	Syar.g_02346
OG0000668	Praz.g_01424	Syar.g_01802
OG0000669	Praz.g_01417	Syar.g_01627
OG0000670	Praz.g_01415	Syar.g_01624
OG0000671	Praz.g_01413	Syar.g_01622
OG0000672	Praz.g_01410	Syar.g_01619
OG0000673	Praz.g_01407	Syar.g_01615
OG0000674	Praz.g_01405	Syar.g_01613
OG0000675	Praz.g_01404	Syar.g_01612
OG0000676	Praz.g_01402	Syar.g_01608
OG0000677	Praz.g_01401	Syar.g_01607
OG0000678	Praz.g_01399	Syar.g_02037
OG0000679	Praz.g_01395	Syar.g_02606
OG0000680	Praz.g_01394	Syar.g_02607
OG0000681	Praz.g_01392	Syar.g_02610
OG0000682	Praz.g_01391	Syar.g_02611
OG0000683	Praz.g_01390	Syar.g_02612
OG0000684	Praz.g_01388	Syar.g_02615
OG0000685	Praz.g_01386	Syar.g_02617
OG0000686	Praz.g_01385	Syar.g_02618
OG0000687	Praz.g_01384	Syar.g_02619
OG0000688	Praz.g_01381	Syar.g_02624
OG0000689	Praz.g_01380	Syar.g_02626
OG0000690	Praz.g_01379	Syar.g_02627
OG0000691	Praz.g_01378	Syar.g_02628
OG0000692	Praz.g_01376	Syar.g_02629
OG0000693	Praz.g_01375	Syar.g_02631
OG0000694	Praz.g_01374	Syar.g_02632
OG0000695	Praz.g_01372	Syar.g_02573
OG0000696	Praz.g_01371	Syar.g_02572
OG0000697	Praz.g_01370	Syar.g_02570
OG0000698	Praz.g_01367	Syar.g_02567
OG0000699	Praz.g_01366	Syar.g_02566
OG0000700	Praz.g_01365	Syar.g_02565
OG0000701	Praz.g_01364	Syar.g_02564
OG0000702	Praz.g_01362	Syar.g_02559
OG0000703	Praz.g_01361	Syar.g_02557
OG0000704	Praz.g_01360	Syar.g_02555
OG0000705	Praz.g_01356	Syar.g_02547
OG0000706	Praz.g_01355	Syar.g_02546
OG0000707	Praz.g_01354	Syar.g_02545
OG0000708	Praz.g_01353	Syar.g_02542
OG0000709	Praz.g_01349	Syar.g_02534
OG0000710	Praz.g_01346	Syar.g_02528
OG0000711	Praz.g_01329	Syar.g_02499
OG0000712	Praz.g_01327	Syar.g_02497
OG0000713	Praz.g_01326	Syar.g_02496
OG0000714	Praz.g_01325	Syar.g_02494
OG0000715	Praz.g_01323	Syar.g_02492
OG0000716	Praz.g_01321	Syar.g_02488
OG0000717	Praz.g_01320	Syar.g_02487
OG0000718	Praz.g_01308	Syar.g_02483
OG0000719	Praz.g_01306	Syar.g_01804
OG0000720	Praz.g_01297	Syar.g_01790
OG0000721	Praz.g_01294	Syar.g_01788
OG0000722	Praz.g_01293	Syar.g_01787
OG0000723	Praz.g_01290	Syar.g_01560
OG0000724	Praz.g_01281	Syar.g_01367, Syar.g_02120
OG0000725	Praz.g_00067	Syar.g_01934
OG0000726	Praz.g_00068	Syar.g_01935
OG0000727	Praz.g_00069	Syar.g_01936
OG0000728	Praz.g_00071	Syar.g_01938
OG0000729	Praz.g_00116	Syar.g_00593
OG0000730	Praz.g_00060	Syar.g_01115
OG0000731	Praz.g_00056	Syar.g_01127
OG0000732	Praz.g_00046	Syar.g_00522
OG0000733	Praz.g_00024	Syar.g_02234
OG0000734	Praz.g_00007	Syar.g_03128
OG0000735	Praz.g_00005	Syar.g_01522
OG0000736	Praz.g_00004	Syar.g_01523
OG0000737	Praz.g_00003	Syar.g_01524
OG0000738	Praz.g_00762	Syar.g_01530
OG0000739	Praz.g_00761	Syar.g_01531
OG0000740	Praz.g_00760	Syar.g_01532
OG0000741	Praz.g_00759	Syar.g_01535
OG0000742	Praz.g_00756	Syar.g_01538
OG0000743	Praz.g_00754	Syar.g_01541
OG0000744	Praz.g_00753	Syar.g_01542
OG0000745	Praz.g_00751	Syar.g_01545
OG0000746	Praz.g_00749	Syar.g_01549
OG0000747	Praz.g_00748	Syar.g_01551
OG0000748	Praz.g_00745	Syar.g_01945
OG0000749	Praz.g_00744	Syar.g_01946
OG0000750	Praz.g_00743	Syar.g_01947
OG0000751	Praz.g_00741	Syar.g_01952
OG0000752	Praz.g_00739	Syar.g_01954
OG0000753	Praz.g_00736	Syar.g_01957
OG0000754	Praz.g_00733	Syar.g_01963
OG0000755	Praz.g_00730	Syar.g_01974
OG0000756	Praz.g_00729	Syar.g_01975
OG0000757	Praz.g_00723	Syar.g_01984
OG0000758	Praz.g_00722	Syar.g_01985
OG0000759	Praz.g_00721	Syar.g_01986
OG0000760	Praz.g_00720	Syar.g_01987
OG0000761	Praz.g_00719	Syar.g_01988
OG0000762	Praz.g_00718	Syar.g_01992
OG0000763	Praz.g_00716	Syar.g_01699
OG0000764	Praz.g_00715	Syar.g_01700
OG0000765	Praz.g_00706	Syar.g_01718
OG0000766	Praz.g_00705	Syar.g_01719
OG0000767	Praz.g_00703	Syar.g_01721
OG0000768	Praz.g_00702	Syar.g_01722
OG0000769	Praz.g_00700	Syar.g_01724
OG0000770	Praz.g_00698	Syar.g_01727
OG0000771	Praz.g_01936	Syar.g_01373
OG0000772	Praz.g_01205	Syar.g_00746
OG0000773	Praz.g_01189	Syar.g_02694
OG0000774	Praz.g_01187	Syar.g_02771
OG0000775	Praz.g_01185	Syar.g_02773
OG0000776	Praz.g_01184	Syar.g_01755
OG0000777	Praz.g_01183	Syar.g_01754
OG0000778	Praz.g_01182	Syar.g_01753
OG0000779	Praz.g_01178	Syar.g_02779
OG0000780	Praz.g_01177	Syar.g_02781
OG0000781	Praz.g_01174	Syar.g_02785
OG0000782	Praz.g_01173	Syar.g_02786
OG0000783	Praz.g_01172	Syar.g_02787
OG0000784	Praz.g_01171	Syar.g_02788
OG0000785	Praz.g_01169	Syar.g_02791
OG0000786	Praz.g_01167	Syar.g_02795
OG0000787	Praz.g_01166	Syar.g_02796
OG0000788	Praz.g_01152	Syar.g_02331
OG0000789	Praz.g_01149	Syar.g_02040
OG0000790	Praz.g_01134	Syar.g_01456
OG0000791	Praz.g_01132	Syar.g_01454
OG0000792	Praz.g_01131	Syar.g_01453
OG0000793	Praz.g_01128	Syar.g_01243
OG0000794	Praz.g_01127	Syar.g_01242
OG0000795	Praz.g_01126	Syar.g_01240
OG0000796	Praz.g_01122	Syar.g_01236
OG0000797	Praz.g_01121	Syar.g_01235
OG0000798	Praz.g_01109	Syar.g_02701
OG0000799	Praz.g_01059	Syar.g_02844
OG0000800	Praz.g_01058	Syar.g_02843
OG0000801	Praz.g_01057	Syar.g_02842
OG0000802	Praz.g_01055	Syar.g_02825
OG0000803	Praz.g_01053	Syar.g_02822
OG0000804	Praz.g_01052	Syar.g_02819
OG0000805	Praz.g_01050	Syar.g_02817
OG0000806	Praz.g_01048	Syar.g_02815
OG0000807	Praz.g_01047	Syar.g_02814
OG0000808	Praz.g_01046	Syar.g_02813
OG0000809	Praz.g_01043	Syar.g_02811
OG0000810	Praz.g_01042	Syar.g_02810
OG0000811	Praz.g_01038	Syar.g_02805
OG0000812	Praz.g_01036	Syar.g_02803
OG0000813	Praz.g_01035	Syar.g_02802
OG0000814	Praz.g_01033	Syar.g_02800
OG0000815	Praz.g_01032	Syar.g_02799
OG0000816	Praz.g_01030	Syar.g_02797
OG0000817	Praz.g_01029	Syar.g_02861
OG0000818	Praz.g_01024	Syar.g_01418
OG0000819	Praz.g_01023	Syar.g_01417
OG0000820	Praz.g_01022	Syar.g_01416
OG0000821	Praz.g_01018	Syar.g_01410
OG0000822	Praz.g_01017	Syar.g_01408
OG0000823	Praz.g_01016	Syar.g_01407
OG0000824	Praz.g_01013	Syar.g_01402
OG0000825	Praz.g_01012	Syar.g_01401
OG0000826	Praz.g_01011	Syar.g_01400
OG0000827	Praz.g_01010	Syar.g_01399
OG0000828	Praz.g_01007	Syar.g_01396
OG0000829	Praz.g_01006	Syar.g_01395
OG0000830	Praz.g_01005	Syar.g_01394
OG0000831	Praz.g_01003	Syar.g_01391
OG0000832	Praz.g_00997	Syar.g_01213
OG0000833	Praz.g_00989	Syar.g_02877
OG0000834	Praz.g_00988	Syar.g_02878
OG0000835	Praz.g_00987	Syar.g_02879
OG0000836	Praz.g_00986	Syar.g_02881
OG0000837	Praz.g_00985	Syar.g_02882
OG0000838	Praz.g_00983	Syar.g_02886
OG0000839	Praz.g_00982	Syar.g_02887
OG0000840	Praz.g_00981	Syar.g_02888
OG0000841	Praz.g_00980	Syar.g_02889
OG0000842	Praz.g_00979	Syar.g_02890
OG0000843	Praz.g_00978	Syar.g_02891
OG0000844	Praz.g_00977	Syar.g_02893
OG0000845	Praz.g_00976	Syar.g_02894
OG0000846	Praz.g_00975	Syar.g_02895
OG0000847	Praz.g_00974	Syar.g_02896
OG0000848	Praz.g_00973	Syar.g_02898
OG0000849	Praz.g_00972	Syar.g_02899
OG0000850	Praz.g_00970	Syar.g_02902
OG0000851	Praz.g_00969	Syar.g_02905
OG0000852	Praz.g_00968	Syar.g_02906
OG0000853	Praz.g_00964	Syar.g_02910
OG0000854	Praz.g_00962	Syar.g_02912
OG0000855	Praz.g_00961	Syar.g_02913
OG0000856	Praz.g_00946	Syar.g_02243
OG0000857	Praz.g_00918	Syar.g_02656
OG0000858	Praz.g_00883	Syar.g_02920
OG0000859	Praz.g_00882	Syar.g_02921
OG0000860	Praz.g_00875	Syar.g_02931
OG0000861	Praz.g_00874	Syar.g_02932
OG0000862	Praz.g_00873	Syar.g_02942
OG0000863	Praz.g_00871	Syar.g_02944
OG0000864	Praz.g_00870	Syar.g_02945
OG0000865	Praz.g_00869	Syar.g_02946
OG0000866	Praz.g_00868	Syar.g_02947
OG0000867	Praz.g_00867	Syar.g_02948
OG0000868	Praz.g_00866	Syar.g_02950
OG0000869	Praz.g_00862	Syar.g_02955
OG0000870	Praz.g_00857	Syar.g_02960
OG0000871	Praz.g_00856	Syar.g_02961
OG0000872	Praz.g_00855	Syar.g_02967
OG0000873	Praz.g_00852	Syar.g_02970
OG0000874	Praz.g_00849	Syar.g_02974
OG0000875	Praz.g_00848	Syar.g_02975
OG0000876	Praz.g_00847	Syar.g_01828
OG0000877	Praz.g_00845	Syar.g_02977
OG0000878	Praz.g_00844	Syar.g_02978
OG0000879	Praz.g_00843	Syar.g_02979
OG0000880	Praz.g_00842	Syar.g_02980
OG0000881	Praz.g_00838	Syar.g_02984
OG0000882	Praz.g_00833	Syar.g_02989
OG0000883	Praz.g_00831	Syar.g_02992
OG0000884	Praz.g_00830	Syar.g_02994
OG0000885	Praz.g_00829	Syar.g_02995
OG0000886	Praz.g_00828	Syar.g_02996
OG0000887	Praz.g_00827	Syar.g_02998
OG0000888	Praz.g_00825	Syar.g_03000
OG0000889	Praz.g_00823	Syar.g_03002
OG0000890	Praz.g_00822	Syar.g_03005
OG0000891	Praz.g_00821	Syar.g_03006
OG0000892	Praz.g_00340	Syar.g_03008
OG0000893	Praz.g_00335	Syar.g_00150
OG0000894	Praz.g_00333	Syar.g_00145
OG0000895	Praz.g_00330	Syar.g_00141
OG0000896	Praz.g_00329	Syar.g_00140
OG0000897	Praz.g_00327	Syar.g_00138
OG0000898	Praz.g_00326	Syar.g_00137
OG0000899	Praz.g_00325	Syar.g_00136
OG0000900	Praz.g_00324	Syar.g_00135
OG0000901	Praz.g_00321	Syar.g_00130
OG0000902	Praz.g_00319	Syar.g_01013
OG0000903	Praz.g_00316	Syar.g_01026
OG0000904	Praz.g_00314	Syar.g_01021
OG0000905	Praz.g_00309	Syar.g_01018
OG0000906	Praz.g_00308	Syar.g_01015
OG0000907	Praz.g_00305	Syar.g_01028
OG0000908	Praz.g_00302	Syar.g_01031
OG0000909	Praz.g_00301	Syar.g_01032
OG0000910	Praz.g_00300	Syar.g_01033
OG0000911	Praz.g_00298	Syar.g_01035
OG0000912	Praz.g_00297	Syar.g_01036
OG0000913	Praz.g_00296	Syar.g_01037
OG0000914	Praz.g_00295	Syar.g_01038
OG0000915	Praz.g_00294	Syar.g_01040
OG0000916	Praz.g_00293	Syar.g_01041
OG0000917	Praz.g_00292	Syar.g_01042
OG0000918	Praz.g_00291	Syar.g_01043
OG0000919	Praz.g_00290	Syar.g_01044
OG0000920	Praz.g_00289	Syar.g_01045
OG0000921	Praz.g_00288	Syar.g_01046
OG0000922	Praz.g_00287	Syar.g_01047
OG0000923	Praz.g_00283	Syar.g_01051
OG0000924	Praz.g_00282	Syar.g_01052
OG0000925	Praz.g_00281	Syar.g_01053
OG0000926	Praz.g_00280	Syar.g_01054
OG0000927	Praz.g_00278	Syar.g_01056
OG0000928	Praz.g_00277	Syar.g_01057
OG0000929	Praz.g_00276	Syar.g_01058
OG0000930	Praz.g_00275	Syar.g_01059
OG0000931	Praz.g_00274	Syar.g_01060
OG0000932	Praz.g_00273	Syar.g_01061
OG0000933	Praz.g_00269	Syar.g_01066
OG0000934	Praz.g_00267	Syar.g_01068
OG0000935	Praz.g_00266	Syar.g_01069
OG0000936	Praz.g_00265	Syar.g_01070
OG0000937	Praz.g_00264	Syar.g_01071
OG0000938	Praz.g_00262	Syar.g_01074
OG0000939	Praz.g_00261	Syar.g_01075
OG0000940	Praz.g_00254	Syar.g_01081
OG0000941	Praz.g_00252	Syar.g_01083
OG0000942	Praz.g_00250	Syar.g_01085
OG0000943	Praz.g_00249	Syar.g_01086
OG0000944	Praz.g_00248	Syar.g_01088
OG0000945	Praz.g_00247	Syar.g_01089
OG0000946	Praz.g_00242	Syar.g_01095
OG0000947	Praz.g_00240	Syar.g_01098
OG0000948	Praz.g_00239	Syar.g_01099
OG0000949	Praz.g_00236	Syar.g_00283
OG0000950	Praz.g_00231	Syar.g_00661
OG0000951	Praz.g_00227	Syar.g_00656
OG0000952	Praz.g_00223	Syar.g_00651
OG0000953	Praz.g_00220	Syar.g_00248
OG0000954	Praz.g_00216	Syar.g_00258
OG0000955	Praz.g_00215	Syar.g_00259
OG0000956	Praz.g_00213	Syar.g_00261
OG0000957	Praz.g_00207	Syar.g_00610
OG0000958	Praz.g_00206	Syar.g_00609
OG0000959	Praz.g_00202	Syar.g_00605
OG0000960	Praz.g_00201	Syar.g_00604
OG0000961	Praz.g_00199	Syar.g_00094
OG0000962	Praz.g_00197	Syar.g_00594
OG0000963	Praz.g_00193	Syar.g_00590
OG0000964	Praz.g_00192	Syar.g_00589
OG0000965	Praz.g_00191	Syar.g_00588
OG0000966	Praz.g_00184	Syar.g_00549
OG0000967	Praz.g_00179	Syar.g_00545
OG0000968	Praz.g_00177	Syar.g_00542
OG0000969	Praz.g_00176	Syar.g_00540
OG0000970	Praz.g_00175	Syar.g_00539
OG0000971	Praz.g_00174	Syar.g_00537
OG0000972	Praz.g_00173	Syar.g_00536
OG0000973	Praz.g_00172	Syar.g_00535
OG0000974	Praz.g_00171	Syar.g_00534
OG0000975	Praz.g_00170	Syar.g_00533
OG0000976	Praz.g_00169	Syar.g_00532
OG0000977	Praz.g_00168	Syar.g_00530
OG0000978	Praz.g_00167	Syar.g_00529
OG0000979	Praz.g_00164	Syar.g_00526
OG0000980	Praz.g_00162	Syar.g_00523
OG0000981	Praz.g_00160	Syar.g_00520
OG0000982	Praz.g_00158	Syar.g_00331
OG0000983	Praz.g_00157	Syar.g_00332
OG0000984	Praz.g_00156	Syar.g_00333
OG0000985	Praz.g_00153	Syar.g_00337
OG0000986	Praz.g_00151	Syar.g_00344
OG0000987	Praz.g_00150	Syar.g_00346
OG0000988	Praz.g_00147	Syar.g_00352
OG0000989	Praz.g_00143	Syar.g_00377
OG0000990	Praz.g_00140	Syar.g_00697
OG0000991	Praz.g_00139	Syar.g_00700
OG0000992	Praz.g_00137	Syar.g_00704
OG0000993	Praz.g_00136	Syar.g_00705
OG0000994	Praz.g_00135	Syar.g_00708
OG0000995	Praz.g_00131	Syar.g_03212, Syar.g_00624
OG0000996	Praz.g_00130	Syar.g_00861
OG0000997	Praz.g_00129	Syar.g_00437
OG0000998	Praz.g_00127	Syar.g_00439
OG0000999	Praz.g_00126	Syar.g_00440
OG0001000	Praz.g_00123	Syar.g_00955, Syar.g_00444
OG0001001	Praz.g_00121	Syar.g_00450
OG0001002	Praz.g_00117	Syar.g_00457
OG0001003	Praz.g_00357	Syar.g_00459
OG0001004	Praz.g_00358	Syar.g_00460
OG0001005	Praz.g_00359	Syar.g_00461
OG0001006	Praz.g_00363	Syar.g_00468
OG0001007	Praz.g_00365	Syar.g_00470
OG0001008	Praz.g_01891	Syar.g_01178
OG0001009	Praz.g_00392	Syar.g_00500
OG0001010	Praz.g_00393	Syar.g_00501
OG0001011	Praz.g_00394	Syar.g_00503
OG0001013	Praz.g_00414	Syar.g_00906
OG0001014	Praz.g_00417	Syar.g_00914
OG0001015	Praz.g_00418	Syar.g_00915
OG0001017	Praz.g_00437	Syar.g_03050
OG0001018	Praz.g_00440	Syar.g_03052
OG0001019	Praz.g_00449	Syar.g_03086
OG0001020	Praz.g_00450	Syar.g_03092
OG0001021	Praz.g_00451	Syar.g_03098
OG0001022	Praz.g_00454	Syar.g_03102
OG0001023	Praz.g_00455	Syar.g_03103
OG0001024	Praz.g_00458	Syar.g_02276
OG0001025	Praz.g_00464	Syar.g_03115
OG0001026	Praz.g_00471	Syar.g_03131
OG0001027	Praz.g_00472	Syar.g_00031
OG0001028	Praz.g_00474	Syar.g_00034
OG0001029	Praz.g_00475	Syar.g_00036
OG0001030	Praz.g_00490	Syar.g_00058
OG0001031	Praz.g_00546	Syar.g_00129
OG0001032	Praz.g_00547	Syar.g_01011
OG0001033	Praz.g_00568	Syar.g_00962
OG0001034	Praz.g_00596	Syar.g_03022
OG0001035	Praz.g_00614	Syar.g_00171
OG0001036	Praz.g_00618	Syar.g_00193
OG0001037	Praz.g_00619	Syar.g_00195
OG0001038	Praz.g_00636	Syar.g_00223
OG0001039	Praz.g_00639	Syar.g_00226
OG0001040	Praz.g_00641	Syar.g_00229
OG0001041	Praz.g_00645	Syar.g_00234
OG0001042	Praz.g_00661	Syar.g_00831
OG0001043	Praz.g_00662	Syar.g_00826
OG0001044	Praz.g_00690	Syar.g_01117
OG0001045	Praz.g_00344	Syar.g_01130
OG0001046	Praz.g_00795	Syar.g_02514
OG0001047	Praz.g_01889	Syar.g_01180
OG0001048	Praz.g_01888	Syar.g_01181
OG0001049	Praz.g_01886	Syar.g_02872
OG0001050	Praz.g_01885	Syar.g_02871
OG0001051	Praz.g_01884	Syar.g_02870
OG0001052	Praz.g_01857	Syar.g_01269
OG0001053	Praz.g_01845	Syar.g_01472
OG0001054	Praz.g_01830	Syar.g_01492
OG0001055	Praz.g_01811	Syar.g_01513
OG0001056	Praz.g_01792	Syar.g_02349
OG0001057	Praz.g_01787	Syar.g_02341
OG0001058	Praz.g_01779	Syar.g_02324
OG0001059	Praz.g_01775	Syar.g_00422
OG0001060	Praz.g_01768	Syar.g_02315
OG0001061	Praz.g_01755	Syar.g_02297
OG0001062	Praz.g_01753	Syar.g_02294
OG0001063	Praz.g_01751	Syar.g_02209
OG0001064	Praz.g_01750	Syar.g_02208
OG0001065	Praz.g_01749	Syar.g_02207
OG0001066	Praz.g_01748	Syar.g_02206
OG0001067	Praz.g_01747	Syar.g_02205
OG0001068	Praz.g_01746	Syar.g_02204
OG0001069	Praz.g_01745	Syar.g_02203
OG0001070	Praz.g_01742	Syar.g_02200
OG0001071	Praz.g_01741	Syar.g_02199
OG0001072	Praz.g_01740	Syar.g_02195
OG0001073	Praz.g_01726	Syar.g_02182
OG0001074	Praz.g_01715	Syar.g_02031
OG0001075	Praz.g_01714	Syar.g_02215
OG0001076	Praz.g_01706	Syar.g_02253
OG0001077	Praz.g_01702	Syar.g_02240
OG0001078	Praz.g_01694	Syar.g_02419
OG0001079	Praz.g_01683	Syar.g_02431
OG0001080	Praz.g_01677	Syar.g_02442
OG0001081	Praz.g_01675	Syar.g_02444
OG0001082	Praz.g_01674	Syar.g_02445
OG0001083	Praz.g_01669	Syar.g_02473
OG0001084	Praz.g_01668	Syar.g_02474
OG0001085	Praz.g_01660	Syar.g_01688
OG0001086	Praz.g_01659	Syar.g_01686
OG0001087	Praz.g_01642	Syar.g_02347
OG0001088	Praz.g_01641	Syar.g_00431
OG0001089	Praz.g_01633	Syar.g_01942
OG0001090	Praz.g_01606	Syar.g_01582
OG0001091	Praz.g_01604	Syar.g_01580
OG0001092	Praz.g_01603	Syar.g_01578
OG0001093	Praz.g_01598	Syar.g_01572
OG0001094	Praz.g_01518	Syar.g_02633
OG0001095	Praz.g_01499	Syar.g_02653
OG0001096	Praz.g_01486	Syar.g_02476
OG0001097	Praz.g_01467	Syar.g_01823
OG0001098	Praz.g_01452	Syar.g_01672
OG0001099	Praz.g_01420	Syar.g_00035
OG0001100	Praz.g_01416	Syar.g_01625
OG0001101	Praz.g_01414	Syar.g_01623
OG0001102	Praz.g_01411	Syar.g_01620
OG0001103	Praz.g_01409	Syar.g_01618
OG0001104	Praz.g_01387	Syar.g_02616
OG0001105	Praz.g_01383	Syar.g_02620
OG0001106	Praz.g_01359	Syar.g_02553
OG0001107	Praz.g_01352	Syar.g_02541
OG0001109	Praz.g_01347	Syar.g_02529
OG0001110	Praz.g_01345	Syar.g_02527
OG0001111	Praz.g_01344	Syar.g_02525
OG0001112	Praz.g_01343	Syar.g_02523
OG0001113	Praz.g_01342	Syar.g_02522
OG0001114	Praz.g_01341	Syar.g_02521
OG0001115	Praz.g_01339	Syar.g_02519
OG0001116	Praz.g_01338	Syar.g_02517
OG0001117	Praz.g_01337	Syar.g_02516
OG0001118	Praz.g_01336	Syar.g_02515
OG0001119	Praz.g_01335	Syar.g_02513
OG0001120	Praz.g_01333	Syar.g_02507
OG0001122	Praz.g_01305	Syar.g_01803
OG0001123	Praz.g_01301	Syar.g_01796
OG0001124	Praz.g_01299	Syar.g_01793
OG0001125	Praz.g_01298	Syar.g_01791
OG0001126	Praz.g_01287	Syar.g_01375
OG0001127	Praz.g_01286	Syar.g_01374
OG0001128	Praz.g_01284	Syar.g_01371
OG0001129	Praz.g_01283	Syar.g_01369
OG0001130	Praz.g_01282	Syar.g_01368
OG0001131	Praz.g_00096	Syar.g_02448
OG0001132	Praz.g_00105	Syar.g_00684
OG0001133	Praz.g_00040	Syar.g_02249
OG0001134	Praz.g_00025	Syar.g_02235
OG0001135	Praz.g_00022	Syar.g_02232
OG0001136	Praz.g_00758	Syar.g_01536
OG0001137	Praz.g_00746	Syar.g_01944
OG0001138	Praz.g_00728	Syar.g_01977
OG0001139	Praz.g_00727	Syar.g_01980
OG0001140	Praz.g_00726	Syar.g_01981
OG0001141	Praz.g_00725	Syar.g_01982
OG0001142	Praz.g_00724	Syar.g_01983
OG0001143	Praz.g_00717	Syar.g_01698
OG0001144	Praz.g_00712	Syar.g_01707
OG0001145	Praz.g_01188	Syar.g_02769
OG0001146	Praz.g_01176	Syar.g_02782
OG0001147	Praz.g_01153	Syar.g_01276
OG0001148	Praz.g_01137	Syar.g_01459
OG0001149	Praz.g_01136	Syar.g_01458
OG0001150	Praz.g_01135	Syar.g_01457
OG0001151	Praz.g_01124	Syar.g_01238
OG0001152	Praz.g_01123	Syar.g_01237
OG0001153	Praz.g_01009	Syar.g_01398
OG0001154	Praz.g_01008	Syar.g_01397
OG0001155	Praz.g_00996	Syar.g_01211
OG0001156	Praz.g_00993	Syar.g_01185
OG0001157	Praz.g_00992	Syar.g_01184
OG0001158	Praz.g_00991	Syar.g_01183
