Orthogroup	Praz	Prbg
OG0000562	Praz.g_01772	Prbg.g_00274
OG0000563	Praz.g_01771	Prbg.g_00275
OG0000564	Praz.g_01770	Prbg.g_00276
OG0000565	Praz.g_01767	Prbg.g_00278
OG0000566	Praz.g_01765	Prbg.g_00282
OG0000567	Praz.g_01761	Prbg.g_00286
OG0000568	Praz.g_01760	Prbg.g_00287
OG0000569	Praz.g_01759	Prbg.g_00288
OG0000570	Praz.g_01758	Prbg.g_00289
OG0000571	Praz.g_01756	Prbg.g_00291
OG0000572	Praz.g_01743	Prbg.g_00305
OG0000573	Praz.g_01738	Prbg.g_00311
OG0000574	Praz.g_01737	Prbg.g_00312
OG0000575	Praz.g_01733	Prbg.g_00316
OG0000576	Praz.g_01731	Prbg.g_00318
OG0000577	Praz.g_01730	Prbg.g_00319
OG0000578	Praz.g_01729	Prbg.g_00320
OG0000579	Praz.g_01728	Prbg.g_00321
OG0000580	Praz.g_01727	Prbg.g_00322
OG0000581	Praz.g_01725	Prbg.g_00325
OG0000582	Praz.g_01722	Prbg.g_00328
OG0000583	Praz.g_01721	Prbg.g_00329
OG0000584	Praz.g_01720	Prbg.g_00330
OG0000585	Praz.g_01718	Prbg.g_00332
OG0000586	Praz.g_01717	Prbg.g_00333
OG0000587	Praz.g_01716	Prbg.g_00334
OG0000588	Praz.g_01712	Prbg.g_00338
OG0000589	Praz.g_01709	Prbg.g_00340
OG0000590	Praz.g_01708	Prbg.g_00341
OG0000591	Praz.g_01705	Prbg.g_00345
OG0000592	Praz.g_01704	Prbg.g_00346
OG0000593	Praz.g_01698	Prbg.g_01425
OG0000594	Praz.g_01697	Prbg.g_01424
OG0000595	Praz.g_01696	Prbg.g_01423
OG0000596	Praz.g_01692	Prbg.g_01419
OG0000597	Praz.g_01690	Prbg.g_01416
OG0000598	Praz.g_01689	Prbg.g_01415
OG0000599	Praz.g_01686	Prbg.g_01412
OG0000600	Praz.g_01685	Prbg.g_01411
OG0000601	Praz.g_01684	Prbg.g_01410
OG0000602	Praz.g_01682	Prbg.g_01408
OG0000603	Praz.g_01681	Prbg.g_01407
OG0000604	Praz.g_01680	Prbg.g_01406
OG0000605	Praz.g_01679	Prbg.g_01405
OG0000606	Praz.g_01676	Prbg.g_01402
OG0000607	Praz.g_01673	Prbg.g_01399
OG0000608	Praz.g_01672	Prbg.g_01398
OG0000609	Praz.g_01671	Prbg.g_01397
OG0000610	Praz.g_01666	Prbg.g_01391
OG0000611	Praz.g_01663	Prbg.g_01388
OG0000612	Praz.g_01662	Prbg.g_01387
OG0000613	Praz.g_01657	Prbg.g_01114
OG0000614	Praz.g_01638	Prbg.g_01135
OG0000615	Praz.g_01630	Prbg.g_01146
OG0000616	Praz.g_01626	Prbg.g_01939
OG0000617	Praz.g_01601	Prbg.g_01371
OG0000618	Praz.g_01600	Prbg.g_01370
OG0000619	Praz.g_01599	Prbg.g_01369
OG0000620	Praz.g_01596	Prbg.g_01366
OG0000621	Praz.g_01595	Prbg.g_01365
OG0000622	Praz.g_01594	Prbg.g_01364
OG0000623	Praz.g_01593	Prbg.g_01363
OG0000624	Praz.g_01592	Prbg.g_01361
OG0000625	Praz.g_01591	Prbg.g_01360
OG0000626	Praz.g_01590	Prbg.g_01359
OG0000627	Praz.g_01589	Prbg.g_01358
OG0000628	Praz.g_01588	Prbg.g_01357
OG0000629	Praz.g_01587	Prbg.g_01356
OG0000630	Praz.g_01584	Prbg.g_01353
OG0000631	Praz.g_01521	Prbg.g_01260
OG0000632	Praz.g_01520	Prbg.g_01261
OG0000633	Praz.g_01519	Prbg.g_01262
OG0000634	Praz.g_01516	Prbg.g_01155
OG0000635	Praz.g_01515	Prbg.g_01156
OG0000636	Praz.g_01513	Prbg.g_01158
OG0000637	Praz.g_01511	Prbg.g_01160
OG0000638	Praz.g_01510	Prbg.g_01161
OG0000639	Praz.g_01509	Prbg.g_01162
OG0000640	Praz.g_01508	Prbg.g_01163
OG0000641	Praz.g_01504	Prbg.g_01167
OG0000642	Praz.g_01503	Prbg.g_01168
OG0000643	Praz.g_01502	Prbg.g_01169
OG0000644	Praz.g_01501	Prbg.g_01170
OG0000645	Praz.g_01500	Prbg.g_01171
OG0000646	Praz.g_01498	Prbg.g_01173
OG0000647	Praz.g_01497	Prbg.g_01175
OG0000648	Praz.g_01495	Prbg.g_01177
OG0000649	Praz.g_01494	Prbg.g_01178
OG0000650	Praz.g_01493	Prbg.g_01179
OG0000651	Praz.g_01492	Prbg.g_01180
OG0000652	Praz.g_01491	Prbg.g_01181
OG0000653	Praz.g_01489	Prbg.g_01183
OG0000654	Praz.g_01488	Prbg.g_01184
OG0000655	Praz.g_01487	Prbg.g_01185
OG0000656	Praz.g_01484	Prbg.g_01188
OG0000657	Praz.g_01476	Prbg.g_01196
OG0000658	Praz.g_01475	Prbg.g_01198
OG0000659	Praz.g_01474	Prbg.g_01199
OG0000660	Praz.g_01470	Prbg.g_01203
OG0000661	Praz.g_01468	Prbg.g_01205
OG0000662	Praz.g_01466	Prbg.g_01207
OG0000663	Praz.g_01464	Prbg.g_01209
OG0000664	Praz.g_01463	Prbg.g_01210
OG0000665	Praz.g_01459	Prbg.g_01216
OG0000666	Praz.g_01458	Prbg.g_01217
OG0000667	Praz.g_01454	Prbg.g_01221
OG0000668	Praz.g_01424	Prbg.g_01062
OG0000669	Praz.g_01417	Prbg.g_01073
OG0000670	Praz.g_01415	Prbg.g_01076
OG0000671	Praz.g_01413	Prbg.g_01079
OG0000672	Praz.g_01410	Prbg.g_01082
OG0000673	Praz.g_01407	Prbg.g_01085
OG0000674	Praz.g_01405	Prbg.g_01087
OG0000675	Praz.g_01404	Prbg.g_01088
OG0000676	Praz.g_01402	Prbg.g_01090
OG0000677	Praz.g_01401	Prbg.g_01091
OG0000678	Praz.g_01399	Prbg.g_01093
OG0000679	Praz.g_01395	Prbg.g_01097
OG0000680	Praz.g_01394	Prbg.g_01098
OG0000681	Praz.g_01392	Prbg.g_01101
OG0000682	Praz.g_01391	Prbg.g_01102
OG0000683	Praz.g_01390	Prbg.g_01103
OG0000684	Praz.g_01388	Prbg.g_01105
OG0000685	Praz.g_01386	Prbg.g_01107
OG0000686	Praz.g_01385	Prbg.g_01108
OG0000687	Praz.g_01384	Prbg.g_01109
OG0000688	Praz.g_01381	Prbg.g_01383
OG0000689	Praz.g_01380	Prbg.g_01382
OG0000690	Praz.g_01379	Prbg.g_01381
OG0000691	Praz.g_01378	Prbg.g_01380
OG0000692	Praz.g_01376	Prbg.g_01378
OG0000693	Praz.g_01375	Prbg.g_01377
OG0000694	Praz.g_01374	Prbg.g_01376
OG0000695	Praz.g_01372	Prbg.g_01264
OG0000696	Praz.g_01371	Prbg.g_01265
OG0000697	Praz.g_01370	Prbg.g_01266
OG0000698	Praz.g_01367	Prbg.g_01269
OG0000699	Praz.g_01366	Prbg.g_01270
OG0000700	Praz.g_01365	Prbg.g_01271
OG0000701	Praz.g_01364	Prbg.g_01272
OG0000702	Praz.g_01362	Prbg.g_01274
OG0000703	Praz.g_01361	Prbg.g_01275
OG0000704	Praz.g_01360	Prbg.g_01277
OG0000705	Praz.g_01356	Prbg.g_01280
OG0000706	Praz.g_01355	Prbg.g_01281
OG0000707	Praz.g_01354	Prbg.g_01282
OG0000708	Praz.g_01353	Prbg.g_01284
OG0000709	Praz.g_01349	Prbg.g_01288
OG0000710	Praz.g_01346	Prbg.g_01291
OG0000711	Praz.g_01329	Prbg.g_01309
OG0000712	Praz.g_01327	Prbg.g_01310
OG0000713	Praz.g_01326	Prbg.g_01311
OG0000714	Praz.g_01325	Prbg.g_01312
OG0000715	Praz.g_01323	Prbg.g_01314
OG0000716	Praz.g_01321	Prbg.g_01316
OG0000717	Praz.g_01320	Prbg.g_01317
OG0000718	Praz.g_01308	Prbg.g_01321
OG0000719	Praz.g_01306	Prbg.g_01323
OG0000720	Praz.g_01297	Prbg.g_01335
OG0000721	Praz.g_01294	Prbg.g_01339
OG0000722	Praz.g_01293	Prbg.g_01340
OG0000723	Praz.g_01290	Prbg.g_01344
OG0000724	Praz.g_01281	Prbg.g_01239
OG0000725	Praz.g_00067	Prbg.g_01233
OG0000726	Praz.g_00068	Prbg.g_01232
OG0000727	Praz.g_00069	Prbg.g_01231
OG0000728	Praz.g_00071	Prbg.g_01229
OG0000729	Praz.g_00116	Prbg.g_00455
OG0000730	Praz.g_00060	Prbg.g_01528
OG0000731	Praz.g_00056	Prbg.g_00123
OG0000732	Praz.g_00046	Prbg.g_01890
OG0000733	Praz.g_00024	Prbg.g_00750
OG0000734	Praz.g_00007	Prbg.g_01502
OG0000735	Praz.g_00005	Prbg.g_01500
OG0000736	Praz.g_00004	Prbg.g_01499
OG0000737	Praz.g_00003	Prbg.g_01498
OG0000738	Praz.g_00762	Prbg.g_01494
OG0000739	Praz.g_00761	Prbg.g_01493
OG0000740	Praz.g_00760	Prbg.g_01492
OG0000741	Praz.g_00759	Prbg.g_01490
OG0000742	Praz.g_00756	Prbg.g_01487
OG0000743	Praz.g_00754	Prbg.g_01485
OG0000744	Praz.g_00753	Prbg.g_01484
OG0000745	Praz.g_00751	Prbg.g_01483
OG0000746	Praz.g_00749	Prbg.g_01481
OG0000747	Praz.g_00748	Prbg.g_01480
OG0000748	Praz.g_00745	Prbg.g_01476
OG0000749	Praz.g_00744	Prbg.g_01475
OG0000750	Praz.g_00743	Prbg.g_01474
OG0000751	Praz.g_00741	Prbg.g_01471
OG0000752	Praz.g_00739	Prbg.g_01469
OG0000753	Praz.g_00736	Prbg.g_01467
OG0000754	Praz.g_00733	Prbg.g_01464
OG0000755	Praz.g_00730	Prbg.g_01458
OG0000756	Praz.g_00729	Prbg.g_01457
OG0000757	Praz.g_00723	Prbg.g_01450
OG0000758	Praz.g_00722	Prbg.g_01449
OG0000759	Praz.g_00721	Prbg.g_01448
OG0000760	Praz.g_00720	Prbg.g_01447
OG0000761	Praz.g_00719	Prbg.g_01446
OG0000762	Praz.g_00718	Prbg.g_01445
OG0000763	Praz.g_00716	Prbg.g_01443
OG0000764	Praz.g_00715	Prbg.g_01442
OG0000765	Praz.g_00706	Prbg.g_01434
OG0000766	Praz.g_00705	Prbg.g_01433
OG0000767	Praz.g_00703	Prbg.g_01431
OG0000768	Praz.g_00702	Prbg.g_01430
OG0000769	Praz.g_00700	Prbg.g_01428
OG0000770	Praz.g_00698	Prbg.g_00351
OG0000771	Praz.g_01936	Prbg.g_00687
OG0000772	Praz.g_01205	Prbg.g_01576
OG0000773	Praz.g_01189	Prbg.g_00468
OG0000774	Praz.g_01187	Prbg.g_00470
OG0000775	Praz.g_01185	Prbg.g_00472
OG0000776	Praz.g_01184	Prbg.g_00473
OG0000777	Praz.g_01183	Prbg.g_00474
OG0000778	Praz.g_01182	Prbg.g_00475
OG0000779	Praz.g_01178	Prbg.g_00479
OG0000780	Praz.g_01177	Prbg.g_00480
OG0000781	Praz.g_01174	Prbg.g_00484
OG0000782	Praz.g_01173	Prbg.g_00485
OG0000783	Praz.g_01172	Prbg.g_00486
OG0000784	Praz.g_01171	Prbg.g_00487
OG0000785	Praz.g_01169	Prbg.g_00489
OG0000786	Praz.g_01167	Prbg.g_00492
OG0000787	Praz.g_01166	Prbg.g_00493
OG0000788	Praz.g_01152	Prbg.g_00218
OG0000789	Praz.g_01149	Prbg.g_00690
OG0000790	Praz.g_01134	Prbg.g_00534
OG0000791	Praz.g_01132	Prbg.g_00536
OG0000792	Praz.g_01131	Prbg.g_00537
OG0000793	Praz.g_01128	Prbg.g_00540
OG0000794	Praz.g_01127	Prbg.g_00541
OG0000795	Praz.g_01126	Prbg.g_00542
OG0000796	Praz.g_01122	Prbg.g_00546
OG0000797	Praz.g_01121	Prbg.g_00547
OG0000798	Praz.g_01109	Prbg.g_00038
OG0000799	Praz.g_01059	Prbg.g_00574
OG0000800	Praz.g_01058	Prbg.g_00575
OG0000801	Praz.g_01057	Prbg.g_00576
OG0000802	Praz.g_01055	Prbg.g_00578
OG0000803	Praz.g_01053	Prbg.g_00580
OG0000804	Praz.g_01052	Prbg.g_00581
OG0000805	Praz.g_01050	Prbg.g_00583
OG0000806	Praz.g_01048	Prbg.g_00585
OG0000807	Praz.g_01047	Prbg.g_00586
OG0000808	Praz.g_01046	Prbg.g_00587
OG0000809	Praz.g_01043	Prbg.g_00589
OG0000810	Praz.g_01042	Prbg.g_00590
OG0000811	Praz.g_01038	Prbg.g_00594
OG0000812	Praz.g_01036	Prbg.g_00596
OG0000813	Praz.g_01035	Prbg.g_00597
OG0000814	Praz.g_01033	Prbg.g_00599
OG0000815	Praz.g_01032	Prbg.g_00600
OG0000816	Praz.g_01030	Prbg.g_00602
OG0000817	Praz.g_01029	Prbg.g_00603
OG0000818	Praz.g_01024	Prbg.g_00608
OG0000819	Praz.g_01023	Prbg.g_00609
OG0000820	Praz.g_01022	Prbg.g_00610
OG0000821	Praz.g_01018	Prbg.g_00614
OG0000822	Praz.g_01017	Prbg.g_00615
OG0000823	Praz.g_01016	Prbg.g_00616
OG0000824	Praz.g_01013	Prbg.g_00619
OG0000825	Praz.g_01012	Prbg.g_00620
OG0000826	Praz.g_01011	Prbg.g_00621
OG0000827	Praz.g_01010	Prbg.g_00622
OG0000828	Praz.g_01007	Prbg.g_00625
OG0000829	Praz.g_01006	Prbg.g_00626
OG0000830	Praz.g_01005	Prbg.g_00627
OG0000831	Praz.g_01003	Prbg.g_00629
OG0000832	Praz.g_00997	Prbg.g_00639
OG0000833	Praz.g_00989	Prbg.g_00648
OG0000834	Praz.g_00988	Prbg.g_00649
OG0000835	Praz.g_00987	Prbg.g_00650
OG0000836	Praz.g_00986	Prbg.g_00651
OG0000837	Praz.g_00985	Prbg.g_00652
OG0000838	Praz.g_00983	Prbg.g_00654
OG0000839	Praz.g_00982	Prbg.g_00655
OG0000840	Praz.g_00981	Prbg.g_00656
OG0000841	Praz.g_00980	Prbg.g_00657
OG0000842	Praz.g_00979	Prbg.g_00658
OG0000843	Praz.g_00978	Prbg.g_00659
OG0000844	Praz.g_00977	Prbg.g_00660
OG0000845	Praz.g_00976	Prbg.g_00661
OG0000846	Praz.g_00975	Prbg.g_00662
OG0000847	Praz.g_00974	Prbg.g_00663
OG0000848	Praz.g_00973	Prbg.g_00664
OG0000849	Praz.g_00972	Prbg.g_00665
OG0000850	Praz.g_00970	Prbg.g_00667
OG0000851	Praz.g_00969	Prbg.g_00668
OG0000852	Praz.g_00968	Prbg.g_00669
OG0000853	Praz.g_00964	Prbg.g_00675
OG0000854	Praz.g_00962	Prbg.g_00677
OG0000855	Praz.g_00961	Prbg.g_00678
OG0000856	Praz.g_00946	Prbg.g_00348
OG0000857	Praz.g_00918	Prbg.g_01174
OG0000858	Praz.g_00883	Prbg.g_01643
OG0000859	Praz.g_00882	Prbg.g_01644
OG0000860	Praz.g_00875	Prbg.g_01652
OG0000861	Praz.g_00874	Prbg.g_01653
OG0000862	Praz.g_00873	Prbg.g_01654
OG0000863	Praz.g_00871	Prbg.g_01656
OG0000864	Praz.g_00870	Prbg.g_01657
OG0000865	Praz.g_00869	Prbg.g_01658
OG0000866	Praz.g_00868	Prbg.g_01659
OG0000867	Praz.g_00867	Prbg.g_01660
OG0000868	Praz.g_00866	Prbg.g_01662
OG0000869	Praz.g_00862	Prbg.g_01665
OG0000870	Praz.g_00857	Prbg.g_01670
OG0000871	Praz.g_00856	Prbg.g_01671
OG0000872	Praz.g_00855	Prbg.g_01672
OG0000873	Praz.g_00852	Prbg.g_01675
OG0000874	Praz.g_00849	Prbg.g_01678
OG0000875	Praz.g_00848	Prbg.g_01679
OG0000876	Praz.g_00847	Prbg.g_01680
OG0000877	Praz.g_00845	Prbg.g_01682
OG0000878	Praz.g_00844	Prbg.g_01683
OG0000879	Praz.g_00843	Prbg.g_01684
OG0000880	Praz.g_00842	Prbg.g_01685
OG0000881	Praz.g_00838	Prbg.g_01689
OG0000882	Praz.g_00833	Prbg.g_01694
OG0000883	Praz.g_00831	Prbg.g_01696
OG0000884	Praz.g_00830	Prbg.g_01698
OG0000885	Praz.g_00829	Prbg.g_01699
OG0000886	Praz.g_00828	Prbg.g_01700
OG0000887	Praz.g_00827	Prbg.g_01701
OG0000888	Praz.g_00825	Prbg.g_01703
OG0000889	Praz.g_00823	Prbg.g_01705
OG0000890	Praz.g_00822	Prbg.g_01706
OG0000891	Praz.g_00821	Prbg.g_01707
OG0000892	Praz.g_00340	Prbg.g_01709
OG0000893	Praz.g_00335	Prbg.g_01713
OG0000894	Praz.g_00333	Prbg.g_01716
OG0000895	Praz.g_00330	Prbg.g_01720
OG0000896	Praz.g_00329	Prbg.g_01721
OG0000897	Praz.g_00327	Prbg.g_01723
OG0000898	Praz.g_00326	Prbg.g_01724
OG0000899	Praz.g_00325	Prbg.g_01725
OG0000900	Praz.g_00324	Prbg.g_01726
OG0000901	Praz.g_00321	Prbg.g_01729
OG0000902	Praz.g_00319	Prbg.g_01731
OG0000903	Praz.g_00316	Prbg.g_01735
OG0000904	Praz.g_00314	Prbg.g_01739
OG0000905	Praz.g_00309	Prbg.g_01733
OG0000906	Praz.g_00308	Prbg.g_01732
OG0000907	Praz.g_00305	Prbg.g_01742
OG0000908	Praz.g_00302	Prbg.g_01745
OG0000909	Praz.g_00301	Prbg.g_01746
OG0000910	Praz.g_00300	Prbg.g_01747
OG0000911	Praz.g_00298	Prbg.g_01749
OG0000912	Praz.g_00297	Prbg.g_01750
OG0000913	Praz.g_00296	Prbg.g_01751
OG0000914	Praz.g_00295	Prbg.g_01752
OG0000915	Praz.g_00294	Prbg.g_01753
OG0000916	Praz.g_00293	Prbg.g_01754
OG0000917	Praz.g_00292	Prbg.g_01755
OG0000918	Praz.g_00291	Prbg.g_01756
OG0000919	Praz.g_00290	Prbg.g_01757
OG0000920	Praz.g_00289	Prbg.g_01758
OG0000921	Praz.g_00288	Prbg.g_01759
OG0000922	Praz.g_00287	Prbg.g_01760
OG0000923	Praz.g_00283	Prbg.g_01764
OG0000924	Praz.g_00282	Prbg.g_01765
OG0000925	Praz.g_00281	Prbg.g_01766
OG0000926	Praz.g_00280	Prbg.g_01767
OG0000927	Praz.g_00278	Prbg.g_01769
OG0000928	Praz.g_00277	Prbg.g_01770
OG0000929	Praz.g_00276	Prbg.g_01771
OG0000930	Praz.g_00275	Prbg.g_01772
OG0000931	Praz.g_00274	Prbg.g_01773
OG0000932	Praz.g_00273	Prbg.g_01774
OG0000933	Praz.g_00269	Prbg.g_01778
OG0000934	Praz.g_00267	Prbg.g_01780
OG0000935	Praz.g_00266	Prbg.g_01781
OG0000936	Praz.g_00265	Prbg.g_01782
OG0000937	Praz.g_00264	Prbg.g_01783
OG0000938	Praz.g_00262	Prbg.g_01786
OG0000939	Praz.g_00261	Prbg.g_01787
OG0000940	Praz.g_00254	Prbg.g_01794
OG0000941	Praz.g_00252	Prbg.g_01796
OG0000942	Praz.g_00250	Prbg.g_01798
OG0000943	Praz.g_00249	Prbg.g_01799
OG0000944	Praz.g_00248	Prbg.g_01801
OG0000945	Praz.g_00247	Prbg.g_01802
OG0000946	Praz.g_00242	Prbg.g_01807
OG0000947	Praz.g_00240	Prbg.g_01809
OG0000948	Praz.g_00239	Prbg.g_01810
OG0000949	Praz.g_00236	Prbg.g_01813
OG0000950	Praz.g_00231	Prbg.g_01820
OG0000951	Praz.g_00227	Prbg.g_01824
OG0000952	Praz.g_00223	Prbg.g_01828
OG0000953	Praz.g_00220	Prbg.g_01832
OG0000954	Praz.g_00216	Prbg.g_01836
OG0000955	Praz.g_00215	Prbg.g_01837
OG0000956	Praz.g_00213	Prbg.g_01839
OG0000957	Praz.g_00207	Prbg.g_01845
OG0000958	Praz.g_00206	Prbg.g_01846
OG0000959	Praz.g_00202	Prbg.g_01850
OG0000960	Praz.g_00201	Prbg.g_01851
OG0000961	Praz.g_00199	Prbg.g_01854
OG0000962	Praz.g_00197	Prbg.g_01856
OG0000963	Praz.g_00193	Prbg.g_01860
OG0000964	Praz.g_00192	Prbg.g_01861
OG0000965	Praz.g_00191	Prbg.g_01862
OG0000966	Praz.g_00184	Prbg.g_01868
OG0000967	Praz.g_00179	Prbg.g_01872
OG0000968	Praz.g_00177	Prbg.g_01874
OG0000969	Praz.g_00176	Prbg.g_01875
OG0000970	Praz.g_00175	Prbg.g_01876
OG0000971	Praz.g_00174	Prbg.g_01877
OG0000972	Praz.g_00173	Prbg.g_01878
OG0000973	Praz.g_00172	Prbg.g_01879
OG0000974	Praz.g_00171	Prbg.g_01880
OG0000975	Praz.g_00170	Prbg.g_01881
OG0000976	Praz.g_00169	Prbg.g_01882
OG0000977	Praz.g_00168	Prbg.g_01883
OG0000978	Praz.g_00167	Prbg.g_01884
OG0000979	Praz.g_00164	Prbg.g_01887
OG0000980	Praz.g_00162	Prbg.g_01889
OG0000981	Praz.g_00160	Prbg.g_01892
OG0000982	Praz.g_00158	Prbg.g_01894
OG0000983	Praz.g_00157	Prbg.g_01895
OG0000984	Praz.g_00156	Prbg.g_01896
OG0000985	Praz.g_00153	Prbg.g_01899
OG0000986	Praz.g_00151	Prbg.g_01901
OG0000987	Praz.g_00150	Prbg.g_01902
OG0000988	Praz.g_00147	Prbg.g_01905
OG0000989	Praz.g_00143	Prbg.g_01909
OG0000990	Praz.g_00140	Prbg.g_01913
OG0000991	Praz.g_00139	Prbg.g_01914
OG0000992	Praz.g_00137	Prbg.g_01917
OG0000993	Praz.g_00136	Prbg.g_01918
OG0000994	Praz.g_00135	Prbg.g_01919
OG0000995	Praz.g_00131	Prbg.g_01923
OG0000996	Praz.g_00130	Prbg.g_01924
OG0000997	Praz.g_00129	Prbg.g_01927
OG0000998	Praz.g_00127	Prbg.g_01929
OG0000999	Praz.g_00126	Prbg.g_01930
OG0001000	Praz.g_00123	Prbg.g_01933
OG0001001	Praz.g_00121	Prbg.g_01936
OG0001002	Praz.g_00117	Prbg.g_00758
OG0001003	Praz.g_00357	Prbg.g_00759
OG0001004	Praz.g_00358	Prbg.g_00760
OG0001005	Praz.g_00359	Prbg.g_00761
OG0001006	Praz.g_00363	Prbg.g_00765
OG0001007	Praz.g_00365	Prbg.g_00767
OG0001008	Praz.g_01891	Prbg.g_00157
OG0001009	Praz.g_00392	Prbg.g_00847
OG0001010	Praz.g_00393	Prbg.g_00846
OG0001011	Praz.g_00394	Prbg.g_00844
OG0001012	Praz.g_00409	Prbg.g_00830
OG0001013	Praz.g_00414	Prbg.g_00823
OG0001014	Praz.g_00417	Prbg.g_00820
OG0001015	Praz.g_00418	Prbg.g_00818
OG0001016	Praz.g_00433	Prbg.g_00796
OG0001017	Praz.g_00437	Prbg.g_00792
OG0001018	Praz.g_00440	Prbg.g_00790
OG0001019	Praz.g_00449	Prbg.g_00781
OG0001020	Praz.g_00450	Prbg.g_00780
OG0001021	Praz.g_00451	Prbg.g_00861
OG0001022	Praz.g_00454	Prbg.g_00864
OG0001023	Praz.g_00455	Prbg.g_00865
OG0001024	Praz.g_00458	Prbg.g_00869
OG0001025	Praz.g_00464	Prbg.g_00876
OG0001026	Praz.g_00471	Prbg.g_00885
OG0001027	Praz.g_00472	Prbg.g_00886
OG0001028	Praz.g_00474	Prbg.g_00888
OG0001029	Praz.g_00475	Prbg.g_00889
OG0001030	Praz.g_00490	Prbg.g_00905
OG0001031	Praz.g_00546	Prbg.g_00965
OG0001032	Praz.g_00547	Prbg.g_00966
OG0001033	Praz.g_00568	Prbg.g_00987
OG0001034	Praz.g_00596	Prbg.g_01018
OG0001035	Praz.g_00614	Prbg.g_01038
OG0001036	Praz.g_00618	Prbg.g_01042
OG0001037	Praz.g_00619	Prbg.g_01043
OG0001038	Praz.g_00636	Prbg.g_00057
OG0001039	Praz.g_00639	Prbg.g_00060
OG0001040	Praz.g_00641	Prbg.g_00062
OG0001041	Praz.g_00645	Prbg.g_00067
OG0001042	Praz.g_00661	Prbg.g_00084
OG0001043	Praz.g_00662	Prbg.g_00085
OG0001044	Praz.g_00690	Prbg.g_00116
OG0001045	Praz.g_00344	Prbg.g_00125
OG0001046	Praz.g_00795	Prbg.g_01602
OG0001047	Praz.g_01889	Prbg.g_00159
OG0001048	Praz.g_01888	Prbg.g_00160
OG0001049	Praz.g_01886	Prbg.g_00162
OG0001050	Praz.g_01885	Prbg.g_00163
OG0001051	Praz.g_01884	Prbg.g_00164
OG0001052	Praz.g_01857	Prbg.g_00190
OG0001053	Praz.g_01845	Prbg.g_00202
OG0001054	Praz.g_01830	Prbg.g_00217
OG0001055	Praz.g_01811	Prbg.g_00236
OG0001056	Praz.g_01792	Prbg.g_00253
OG0001057	Praz.g_01787	Prbg.g_00258
OG0001058	Praz.g_01779	Prbg.g_00267
OG0001059	Praz.g_01775	Prbg.g_00271
OG0001060	Praz.g_01768	Prbg.g_00277
OG0001061	Praz.g_01755	Prbg.g_00292
OG0001062	Praz.g_01753	Prbg.g_00294
OG0001063	Praz.g_01751	Prbg.g_00296
OG0001064	Praz.g_01750	Prbg.g_00297
OG0001065	Praz.g_01749	Prbg.g_00298
OG0001066	Praz.g_01748	Prbg.g_00299
OG0001067	Praz.g_01747	Prbg.g_00300
OG0001068	Praz.g_01746	Prbg.g_00301
OG0001069	Praz.g_01745	Prbg.g_00302
OG0001070	Praz.g_01742	Prbg.g_00306
OG0001071	Praz.g_01741	Prbg.g_00307
OG0001072	Praz.g_01740	Prbg.g_00309
OG0001073	Praz.g_01726	Prbg.g_00323
OG0001074	Praz.g_01715	Prbg.g_00335
OG0001075	Praz.g_01714	Prbg.g_00336
OG0001076	Praz.g_01706	Prbg.g_00343
OG0001077	Praz.g_01702	Prbg.g_00349
OG0001078	Praz.g_01694	Prbg.g_01421
OG0001079	Praz.g_01683	Prbg.g_01409
OG0001080	Praz.g_01677	Prbg.g_01403
OG0001081	Praz.g_01675	Prbg.g_01401
OG0001082	Praz.g_01674	Prbg.g_01400
OG0001083	Praz.g_01669	Prbg.g_01395
OG0001084	Praz.g_01668	Prbg.g_01394
OG0001085	Praz.g_01660	Prbg.g_01111
OG0001086	Praz.g_01659	Prbg.g_01112
OG0001087	Praz.g_01642	Prbg.g_01130
OG0001088	Praz.g_01641	Prbg.g_01131
OG0001089	Praz.g_01633	Prbg.g_01142
OG0001090	Praz.g_01606	Prbg.g_01152
OG0001091	Praz.g_01604	Prbg.g_01374
OG0001092	Praz.g_01603	Prbg.g_01373
OG0001093	Praz.g_01598	Prbg.g_01368
OG0001094	Praz.g_01518	Prbg.g_01375
OG0001095	Praz.g_01499	Prbg.g_01172
OG0001096	Praz.g_01486	Prbg.g_01186
OG0001097	Praz.g_01467	Prbg.g_01206
OG0001098	Praz.g_01452	Prbg.g_01225
OG0001099	Praz.g_01420	Prbg.g_01067
OG0001100	Praz.g_01416	Prbg.g_01075
OG0001101	Praz.g_01414	Prbg.g_01078
OG0001102	Praz.g_01411	Prbg.g_01081
OG0001103	Praz.g_01409	Prbg.g_01083
OG0001104	Praz.g_01387	Prbg.g_01106
OG0001105	Praz.g_01383	Prbg.g_01110
OG0001106	Praz.g_01359	Prbg.g_01278
OG0001107	Praz.g_01352	Prbg.g_01285
OG0001108	Praz.g_01348	Prbg.g_01289
OG0001109	Praz.g_01347	Prbg.g_01290
OG0001110	Praz.g_01345	Prbg.g_01292
OG0001111	Praz.g_01344	Prbg.g_01293
OG0001112	Praz.g_01343	Prbg.g_01294
OG0001113	Praz.g_01342	Prbg.g_01295
OG0001114	Praz.g_01341	Prbg.g_01296
OG0001115	Praz.g_01339	Prbg.g_01298
OG0001116	Praz.g_01338	Prbg.g_01299
OG0001117	Praz.g_01337	Prbg.g_01300
OG0001118	Praz.g_01336	Prbg.g_01301
OG0001119	Praz.g_01335	Prbg.g_01302
OG0001120	Praz.g_01333	Prbg.g_01304
