Orthogroup	Praz	Prbf
OG0000562	Praz.g_01772	Prbf.g_01837
OG0000563	Praz.g_01771	Prbf.g_01838
OG0000564	Praz.g_01770	Prbf.g_01839
OG0000565	Praz.g_01767	Prbf.g_01841
OG0000566	Praz.g_01765	Prbf.g_01845
OG0000567	Praz.g_01761	Prbf.g_01849
OG0000568	Praz.g_01760	Prbf.g_01850
OG0000569	Praz.g_01759	Prbf.g_01851
OG0000570	Praz.g_01758	Prbf.g_01852
OG0000571	Praz.g_01756	Prbf.g_01854
OG0000572	Praz.g_01743	Prbf.g_01868
OG0000573	Praz.g_01738	Prbf.g_01874
OG0000574	Praz.g_01737	Prbf.g_01875
OG0000575	Praz.g_01733	Prbf.g_01879
OG0000576	Praz.g_01731	Prbf.g_01881
OG0000577	Praz.g_01730	Prbf.g_01882
OG0000578	Praz.g_01729	Prbf.g_01883
OG0000579	Praz.g_01728	Prbf.g_01884
OG0000580	Praz.g_01727	Prbf.g_01885
OG0000581	Praz.g_01725	Prbf.g_01888
OG0000582	Praz.g_01722	Prbf.g_01891
OG0000583	Praz.g_01721	Prbf.g_01892
OG0000584	Praz.g_01720	Prbf.g_01893
OG0000585	Praz.g_01718	Prbf.g_01895
OG0000586	Praz.g_01717	Prbf.g_01896
OG0000587	Praz.g_01716	Prbf.g_01897
OG0000588	Praz.g_01712	Prbf.g_01901
OG0000589	Praz.g_01709	Prbf.g_01903
OG0000590	Praz.g_01708	Prbf.g_01904
OG0000591	Praz.g_01705	Prbf.g_01908
OG0000592	Praz.g_01704	Prbf.g_01909
OG0000593	Praz.g_01698	Prbf.g_00979
OG0000594	Praz.g_01697	Prbf.g_00980
OG0000595	Praz.g_01696	Prbf.g_00981
OG0000596	Praz.g_01692	Prbf.g_00985
OG0000597	Praz.g_01690	Prbf.g_00988
OG0000598	Praz.g_01689	Prbf.g_00989
OG0000599	Praz.g_01686	Prbf.g_00992
OG0000600	Praz.g_01685	Prbf.g_00993
OG0000601	Praz.g_01684	Prbf.g_00994
OG0000602	Praz.g_01682	Prbf.g_00996
OG0000603	Praz.g_01681	Prbf.g_00997
OG0000604	Praz.g_01680	Prbf.g_00998
OG0000605	Praz.g_01679	Prbf.g_00999
OG0000606	Praz.g_01676	Prbf.g_01002
OG0000607	Praz.g_01673	Prbf.g_01005
OG0000608	Praz.g_01672	Prbf.g_01006
OG0000609	Praz.g_01671	Prbf.g_01007
OG0000610	Praz.g_01666	Prbf.g_01013
OG0000611	Praz.g_01663	Prbf.g_01016
OG0000612	Praz.g_01662	Prbf.g_01017
OG0000613	Praz.g_01657	Prbf.g_01290
OG0000614	Praz.g_01638	Prbf.g_01269
OG0000615	Praz.g_01630	Prbf.g_01258
OG0000616	Praz.g_01626	Prbf.g_00404
OG0000617	Praz.g_01601	Prbf.g_01033
OG0000618	Praz.g_01600	Prbf.g_01034
OG0000619	Praz.g_01599	Prbf.g_01035
OG0000620	Praz.g_01596	Prbf.g_01038
OG0000621	Praz.g_01595	Prbf.g_01039
OG0000622	Praz.g_01594	Prbf.g_01040
OG0000623	Praz.g_01593	Prbf.g_01041
OG0000624	Praz.g_01592	Prbf.g_01043
OG0000625	Praz.g_01591	Prbf.g_01044
OG0000626	Praz.g_01590	Prbf.g_01045
OG0000627	Praz.g_01589	Prbf.g_01046
OG0000628	Praz.g_01588	Prbf.g_01047
OG0000629	Praz.g_01587	Prbf.g_01048
OG0000630	Praz.g_01584	Prbf.g_01051
OG0000631	Praz.g_01521	Prbf.g_01144
OG0000632	Praz.g_01520	Prbf.g_01143
OG0000633	Praz.g_01519	Prbf.g_01142
OG0000634	Praz.g_01516	Prbf.g_01249
OG0000635	Praz.g_01515	Prbf.g_01248
OG0000636	Praz.g_01513	Prbf.g_01246
OG0000637	Praz.g_01511	Prbf.g_01244
OG0000638	Praz.g_01510	Prbf.g_01243
OG0000639	Praz.g_01509	Prbf.g_01242
OG0000640	Praz.g_01508	Prbf.g_01241
OG0000641	Praz.g_01504	Prbf.g_01237
OG0000642	Praz.g_01503	Prbf.g_01236
OG0000643	Praz.g_01502	Prbf.g_01235
OG0000644	Praz.g_01501	Prbf.g_01234
OG0000645	Praz.g_01500	Prbf.g_01233
OG0000646	Praz.g_01498	Prbf.g_01231
OG0000647	Praz.g_01497	Prbf.g_01229
OG0000648	Praz.g_01495	Prbf.g_01227
OG0000649	Praz.g_01494	Prbf.g_01226
OG0000650	Praz.g_01493	Prbf.g_01225
OG0000651	Praz.g_01492	Prbf.g_01224
OG0000652	Praz.g_01491	Prbf.g_01223
OG0000653	Praz.g_01489	Prbf.g_01221
OG0000654	Praz.g_01488	Prbf.g_01220
OG0000655	Praz.g_01487	Prbf.g_01219
OG0000656	Praz.g_01484	Prbf.g_01216
OG0000657	Praz.g_01476	Prbf.g_01208
OG0000658	Praz.g_01475	Prbf.g_01206
OG0000659	Praz.g_01474	Prbf.g_01205
OG0000660	Praz.g_01470	Prbf.g_01201
OG0000661	Praz.g_01468	Prbf.g_01199
OG0000662	Praz.g_01466	Prbf.g_01197
OG0000663	Praz.g_01464	Prbf.g_01195
OG0000664	Praz.g_01463	Prbf.g_01194
OG0000665	Praz.g_01459	Prbf.g_01188
OG0000666	Praz.g_01458	Prbf.g_01187
OG0000667	Praz.g_01454	Prbf.g_01183
OG0000668	Praz.g_01424	Prbf.g_00838
OG0000669	Praz.g_01417	Prbf.g_01331
OG0000670	Praz.g_01415	Prbf.g_01328
OG0000671	Praz.g_01413	Prbf.g_01325
OG0000672	Praz.g_01410	Prbf.g_01322
OG0000673	Praz.g_01407	Prbf.g_01319
OG0000674	Praz.g_01405	Prbf.g_01317
OG0000675	Praz.g_01404	Prbf.g_01316
OG0000676	Praz.g_01402	Prbf.g_01314
OG0000677	Praz.g_01401	Prbf.g_01313
OG0000678	Praz.g_01399	Prbf.g_01311
OG0000679	Praz.g_01395	Prbf.g_01307
OG0000680	Praz.g_01394	Prbf.g_01306
OG0000681	Praz.g_01392	Prbf.g_01303
OG0000682	Praz.g_01391	Prbf.g_01302
OG0000683	Praz.g_01390	Prbf.g_01301
OG0000684	Praz.g_01388	Prbf.g_01299
OG0000685	Praz.g_01386	Prbf.g_01297
OG0000686	Praz.g_01385	Prbf.g_01296
OG0000687	Praz.g_01384	Prbf.g_01295
OG0000688	Praz.g_01381	Prbf.g_01021
OG0000689	Praz.g_01380	Prbf.g_01022
OG0000690	Praz.g_01379	Prbf.g_01023
OG0000691	Praz.g_01378	Prbf.g_01024
OG0000692	Praz.g_01376	Prbf.g_01026
OG0000693	Praz.g_01375	Prbf.g_01027
OG0000694	Praz.g_01374	Prbf.g_01028
OG0000695	Praz.g_01372	Prbf.g_01140
OG0000696	Praz.g_01371	Prbf.g_01139
OG0000697	Praz.g_01370	Prbf.g_01138
OG0000698	Praz.g_01367	Prbf.g_01135
OG0000699	Praz.g_01366	Prbf.g_01134
OG0000700	Praz.g_01365	Prbf.g_01133
OG0000701	Praz.g_01364	Prbf.g_01132
OG0000702	Praz.g_01362	Prbf.g_01130
OG0000703	Praz.g_01361	Prbf.g_01129
OG0000704	Praz.g_01360	Prbf.g_01127
OG0000705	Praz.g_01356	Prbf.g_01124
OG0000706	Praz.g_01355	Prbf.g_01123
OG0000707	Praz.g_01354	Prbf.g_01122
OG0000708	Praz.g_01353	Prbf.g_01120
OG0000709	Praz.g_01349	Prbf.g_01116
OG0000710	Praz.g_01346	Prbf.g_01113
OG0000711	Praz.g_01329	Prbf.g_01095
OG0000712	Praz.g_01327	Prbf.g_01094
OG0000713	Praz.g_01326	Prbf.g_01093
OG0000714	Praz.g_01325	Prbf.g_01092
OG0000715	Praz.g_01323	Prbf.g_01090
OG0000716	Praz.g_01321	Prbf.g_01088
OG0000717	Praz.g_01320	Prbf.g_01087
OG0000718	Praz.g_01308	Prbf.g_01083
OG0000719	Praz.g_01306	Prbf.g_01081
OG0000720	Praz.g_01297	Prbf.g_01069
OG0000721	Praz.g_01294	Prbf.g_01065
OG0000722	Praz.g_01293	Prbf.g_01064
OG0000723	Praz.g_01290	Prbf.g_01060
OG0000724	Praz.g_01281	Prbf.g_01165
OG0000725	Praz.g_00067	Prbf.g_01171
OG0000726	Praz.g_00068	Prbf.g_01172
OG0000727	Praz.g_00069	Prbf.g_01173
OG0000728	Praz.g_00071	Prbf.g_01175
OG0000729	Praz.g_00116	Prbf.g_00048
OG0000730	Praz.g_00060	Prbf.g_00876
OG0000731	Praz.g_00056	Prbf.g_01684
OG0000732	Praz.g_00046	Prbf.g_00453
OG0000733	Praz.g_00024	Prbf.g_00787
OG0000734	Praz.g_00007	Prbf.g_00902
OG0000735	Praz.g_00005	Prbf.g_00904
OG0000736	Praz.g_00004	Prbf.g_00905
OG0000737	Praz.g_00003	Prbf.g_00906
OG0000738	Praz.g_00762	Prbf.g_00910
OG0000739	Praz.g_00761	Prbf.g_00911
OG0000740	Praz.g_00760	Prbf.g_00912
OG0000741	Praz.g_00759	Prbf.g_00914
OG0000742	Praz.g_00756	Prbf.g_00917
OG0000743	Praz.g_00754	Prbf.g_00919
OG0000744	Praz.g_00753	Prbf.g_00920
OG0000745	Praz.g_00751	Prbf.g_00921
OG0000746	Praz.g_00749	Prbf.g_00923
OG0000747	Praz.g_00748	Prbf.g_00924
OG0000748	Praz.g_00745	Prbf.g_00928
OG0000749	Praz.g_00744	Prbf.g_00929
OG0000750	Praz.g_00743	Prbf.g_00930
OG0000751	Praz.g_00741	Prbf.g_00933
OG0000752	Praz.g_00739	Prbf.g_00935
OG0000753	Praz.g_00736	Prbf.g_00937
OG0000754	Praz.g_00733	Prbf.g_00940
OG0000755	Praz.g_00730	Prbf.g_00946
OG0000756	Praz.g_00729	Prbf.g_00947
OG0000757	Praz.g_00723	Prbf.g_00954
OG0000758	Praz.g_00722	Prbf.g_00955
OG0000759	Praz.g_00721	Prbf.g_00956
OG0000760	Praz.g_00720	Prbf.g_00957
OG0000761	Praz.g_00719	Prbf.g_00958
OG0000762	Praz.g_00718	Prbf.g_00959
OG0000763	Praz.g_00716	Prbf.g_00961
OG0000764	Praz.g_00715	Prbf.g_00962
OG0000765	Praz.g_00706	Prbf.g_00970
OG0000766	Praz.g_00705	Prbf.g_00971
OG0000767	Praz.g_00703	Prbf.g_00973
OG0000768	Praz.g_00702	Prbf.g_00974
OG0000769	Praz.g_00700	Prbf.g_00976
OG0000770	Praz.g_00698	Prbf.g_01914
OG0000771	Praz.g_01936	Prbf.g_00253
OG0000772	Praz.g_01205	Prbf.g_00767
OG0000773	Praz.g_01189	Prbf.g_00035
OG0000774	Praz.g_01187	Prbf.g_00033
OG0000775	Praz.g_01185	Prbf.g_00031
OG0000776	Praz.g_01184	Prbf.g_00030
OG0000777	Praz.g_01183	Prbf.g_00029
OG0000778	Praz.g_01182	Prbf.g_00028
OG0000779	Praz.g_01178	Prbf.g_00024
OG0000780	Praz.g_01177	Prbf.g_00023
OG0000781	Praz.g_01174	Prbf.g_00019
OG0000782	Praz.g_01173	Prbf.g_00018
OG0000783	Praz.g_01172	Prbf.g_00017
OG0000784	Praz.g_01171	Prbf.g_00016
OG0000785	Praz.g_01169	Prbf.g_00014
OG0000786	Praz.g_01167	Prbf.g_00011
OG0000787	Praz.g_01166	Prbf.g_00010
OG0000788	Praz.g_01152	Prbf.g_01782
OG0000789	Praz.g_01149	Prbf.g_00256
OG0000790	Praz.g_01134	Prbf.g_00100
OG0000791	Praz.g_01132	Prbf.g_00102
OG0000792	Praz.g_01131	Prbf.g_00103
OG0000793	Praz.g_01128	Prbf.g_00106
OG0000794	Praz.g_01127	Prbf.g_00107
OG0000795	Praz.g_01126	Prbf.g_00108
OG0000796	Praz.g_01122	Prbf.g_00112
OG0000797	Praz.g_01121	Prbf.g_00113
OG0000798	Praz.g_01109	Prbf.g_00312
OG0000799	Praz.g_01059	Prbf.g_00140
OG0000800	Praz.g_01058	Prbf.g_00141
OG0000801	Praz.g_01057	Prbf.g_00142
OG0000802	Praz.g_01055	Prbf.g_00144
OG0000803	Praz.g_01053	Prbf.g_00146
OG0000804	Praz.g_01052	Prbf.g_00147
OG0000805	Praz.g_01050	Prbf.g_00149
OG0000806	Praz.g_01048	Prbf.g_00151
OG0000807	Praz.g_01047	Prbf.g_00152
OG0000808	Praz.g_01046	Prbf.g_00153
OG0000809	Praz.g_01043	Prbf.g_00155
OG0000810	Praz.g_01042	Prbf.g_00156
OG0000811	Praz.g_01038	Prbf.g_00160
OG0000812	Praz.g_01036	Prbf.g_00162
OG0000813	Praz.g_01035	Prbf.g_00163
OG0000814	Praz.g_01033	Prbf.g_00165
OG0000815	Praz.g_01032	Prbf.g_00166
OG0000816	Praz.g_01030	Prbf.g_00168
OG0000817	Praz.g_01029	Prbf.g_00169
OG0000818	Praz.g_01024	Prbf.g_00174
OG0000819	Praz.g_01023	Prbf.g_00175
OG0000820	Praz.g_01022	Prbf.g_00176
OG0000821	Praz.g_01018	Prbf.g_00180
OG0000822	Praz.g_01017	Prbf.g_00181
OG0000823	Praz.g_01016	Prbf.g_00182
OG0000824	Praz.g_01013	Prbf.g_00185
OG0000825	Praz.g_01012	Prbf.g_00186
OG0000826	Praz.g_01011	Prbf.g_00187
OG0000827	Praz.g_01010	Prbf.g_00188
OG0000828	Praz.g_01007	Prbf.g_00191
OG0000829	Praz.g_01006	Prbf.g_00192
OG0000830	Praz.g_01005	Prbf.g_00193
OG0000831	Praz.g_01003	Prbf.g_00195
OG0000832	Praz.g_00997	Prbf.g_00205
OG0000833	Praz.g_00989	Prbf.g_00214
OG0000834	Praz.g_00988	Prbf.g_00215
OG0000835	Praz.g_00987	Prbf.g_00216
OG0000836	Praz.g_00986	Prbf.g_00217
OG0000837	Praz.g_00985	Prbf.g_00218
OG0000838	Praz.g_00983	Prbf.g_00220
OG0000839	Praz.g_00982	Prbf.g_00221
OG0000840	Praz.g_00981	Prbf.g_00222
OG0000841	Praz.g_00980	Prbf.g_00223
OG0000842	Praz.g_00979	Prbf.g_00224
OG0000843	Praz.g_00978	Prbf.g_00225
OG0000844	Praz.g_00977	Prbf.g_00226
OG0000845	Praz.g_00976	Prbf.g_00227
OG0000846	Praz.g_00975	Prbf.g_00228
OG0000847	Praz.g_00974	Prbf.g_00229
OG0000848	Praz.g_00973	Prbf.g_00230
OG0000849	Praz.g_00972	Prbf.g_00231
OG0000850	Praz.g_00970	Prbf.g_00233
OG0000851	Praz.g_00969	Prbf.g_00234
OG0000852	Praz.g_00968	Prbf.g_00235
OG0000853	Praz.g_00964	Prbf.g_00241
OG0000854	Praz.g_00962	Prbf.g_00243
OG0000855	Praz.g_00961	Prbf.g_00244
OG0000856	Praz.g_00946	Prbf.g_01911
OG0000857	Praz.g_00918	Prbf.g_01230
OG0000858	Praz.g_00883	Prbf.g_00700
OG0000859	Praz.g_00882	Prbf.g_00699
OG0000860	Praz.g_00875	Prbf.g_00691
OG0000861	Praz.g_00874	Prbf.g_00690
OG0000862	Praz.g_00873	Prbf.g_00689
OG0000863	Praz.g_00871	Prbf.g_00687
OG0000864	Praz.g_00870	Prbf.g_00686
OG0000865	Praz.g_00869	Prbf.g_00685
OG0000866	Praz.g_00868	Prbf.g_00684
OG0000867	Praz.g_00867	Prbf.g_00683
OG0000868	Praz.g_00866	Prbf.g_00681
OG0000869	Praz.g_00862	Prbf.g_00678
OG0000870	Praz.g_00857	Prbf.g_00673
OG0000871	Praz.g_00856	Prbf.g_00672
OG0000872	Praz.g_00855	Prbf.g_00671
OG0000873	Praz.g_00852	Prbf.g_00668
OG0000874	Praz.g_00849	Prbf.g_00665
OG0000875	Praz.g_00848	Prbf.g_00664
OG0000876	Praz.g_00847	Prbf.g_00663
OG0000877	Praz.g_00845	Prbf.g_00661
OG0000878	Praz.g_00844	Prbf.g_00660
OG0000879	Praz.g_00843	Prbf.g_00659
OG0000880	Praz.g_00842	Prbf.g_00658
OG0000881	Praz.g_00838	Prbf.g_00654
OG0000882	Praz.g_00833	Prbf.g_00649
OG0000883	Praz.g_00831	Prbf.g_00647
OG0000884	Praz.g_00830	Prbf.g_00645
OG0000885	Praz.g_00829	Prbf.g_00644
OG0000886	Praz.g_00828	Prbf.g_00643
OG0000887	Praz.g_00827	Prbf.g_00642
OG0000888	Praz.g_00825	Prbf.g_00640
OG0000889	Praz.g_00823	Prbf.g_00638
OG0000890	Praz.g_00822	Prbf.g_00637
OG0000891	Praz.g_00821	Prbf.g_00636
OG0000892	Praz.g_00340	Prbf.g_00634
OG0000893	Praz.g_00335	Prbf.g_00630
OG0000894	Praz.g_00333	Prbf.g_00627
OG0000895	Praz.g_00330	Prbf.g_00623
OG0000896	Praz.g_00329	Prbf.g_00622
OG0000897	Praz.g_00327	Prbf.g_00620
OG0000898	Praz.g_00326	Prbf.g_00619
OG0000899	Praz.g_00325	Prbf.g_00618
OG0000900	Praz.g_00324	Prbf.g_00617
OG0000901	Praz.g_00321	Prbf.g_00614
OG0000902	Praz.g_00319	Prbf.g_00612
OG0000903	Praz.g_00316	Prbf.g_00608
OG0000904	Praz.g_00314	Prbf.g_00604
OG0000905	Praz.g_00309	Prbf.g_00610
OG0000906	Praz.g_00308	Prbf.g_00611
OG0000907	Praz.g_00305	Prbf.g_00601
OG0000908	Praz.g_00302	Prbf.g_00598
OG0000909	Praz.g_00301	Prbf.g_00597
OG0000910	Praz.g_00300	Prbf.g_00596
OG0000911	Praz.g_00298	Prbf.g_00594
OG0000912	Praz.g_00297	Prbf.g_00593
OG0000913	Praz.g_00296	Prbf.g_00592
OG0000914	Praz.g_00295	Prbf.g_00591
OG0000915	Praz.g_00294	Prbf.g_00590
OG0000916	Praz.g_00293	Prbf.g_00589
OG0000917	Praz.g_00292	Prbf.g_00588
OG0000918	Praz.g_00291	Prbf.g_00587
OG0000919	Praz.g_00290	Prbf.g_00586
OG0000920	Praz.g_00289	Prbf.g_00585
OG0000921	Praz.g_00288	Prbf.g_00584
OG0000922	Praz.g_00287	Prbf.g_00583
OG0000923	Praz.g_00283	Prbf.g_00579
OG0000924	Praz.g_00282	Prbf.g_00578
OG0000925	Praz.g_00281	Prbf.g_00577
OG0000926	Praz.g_00280	Prbf.g_00576
OG0000927	Praz.g_00278	Prbf.g_00574
OG0000928	Praz.g_00277	Prbf.g_00573
OG0000929	Praz.g_00276	Prbf.g_00572
OG0000930	Praz.g_00275	Prbf.g_00571
OG0000931	Praz.g_00274	Prbf.g_00570
OG0000932	Praz.g_00273	Prbf.g_00569
OG0000933	Praz.g_00269	Prbf.g_00565
OG0000934	Praz.g_00267	Prbf.g_00563
OG0000935	Praz.g_00266	Prbf.g_00562
OG0000936	Praz.g_00265	Prbf.g_00561
OG0000937	Praz.g_00264	Prbf.g_00560
OG0000938	Praz.g_00262	Prbf.g_00557
OG0000939	Praz.g_00261	Prbf.g_00556
OG0000940	Praz.g_00254	Prbf.g_00549
OG0000941	Praz.g_00252	Prbf.g_00547
OG0000942	Praz.g_00250	Prbf.g_00545
OG0000943	Praz.g_00249	Prbf.g_00544
OG0000944	Praz.g_00248	Prbf.g_00542
OG0000945	Praz.g_00247	Prbf.g_00541
OG0000946	Praz.g_00242	Prbf.g_00536
OG0000947	Praz.g_00240	Prbf.g_00534
OG0000948	Praz.g_00239	Prbf.g_00533
OG0000949	Praz.g_00236	Prbf.g_00530
OG0000950	Praz.g_00231	Prbf.g_00523
OG0000951	Praz.g_00227	Prbf.g_00519
OG0000952	Praz.g_00223	Prbf.g_00515
OG0000953	Praz.g_00220	Prbf.g_00511
OG0000954	Praz.g_00216	Prbf.g_00507
OG0000955	Praz.g_00215	Prbf.g_00506
OG0000956	Praz.g_00213	Prbf.g_00504
OG0000957	Praz.g_00207	Prbf.g_00498
OG0000958	Praz.g_00206	Prbf.g_00497
OG0000959	Praz.g_00202	Prbf.g_00493
OG0000960	Praz.g_00201	Prbf.g_00492
OG0000961	Praz.g_00199	Prbf.g_00488
OG0000962	Praz.g_00197	Prbf.g_00486
OG0000963	Praz.g_00193	Prbf.g_00482
OG0000964	Praz.g_00192	Prbf.g_00481
OG0000965	Praz.g_00191	Prbf.g_00480
OG0000966	Praz.g_00184	Prbf.g_00474
OG0000967	Praz.g_00179	Prbf.g_00470
OG0000968	Praz.g_00177	Prbf.g_00468
OG0000969	Praz.g_00176	Prbf.g_00467
OG0000970	Praz.g_00175	Prbf.g_00466
OG0000971	Praz.g_00174	Prbf.g_00465
OG0000972	Praz.g_00173	Prbf.g_00464
OG0000973	Praz.g_00172	Prbf.g_00463
OG0000974	Praz.g_00171	Prbf.g_00462
OG0000975	Praz.g_00170	Prbf.g_00461
OG0000976	Praz.g_00169	Prbf.g_00460
OG0000977	Praz.g_00168	Prbf.g_00459
OG0000978	Praz.g_00167	Prbf.g_00458
OG0000979	Praz.g_00164	Prbf.g_00456
OG0000980	Praz.g_00162	Prbf.g_00454
OG0000981	Praz.g_00160	Prbf.g_00451
OG0000982	Praz.g_00158	Prbf.g_00449
OG0000983	Praz.g_00157	Prbf.g_00448
OG0000984	Praz.g_00156	Prbf.g_00447
OG0000985	Praz.g_00153	Prbf.g_00444
OG0000986	Praz.g_00151	Prbf.g_00442
OG0000987	Praz.g_00150	Prbf.g_00441
OG0000988	Praz.g_00147	Prbf.g_00438
OG0000989	Praz.g_00143	Prbf.g_00434
OG0000990	Praz.g_00140	Prbf.g_00430
OG0000991	Praz.g_00139	Prbf.g_00429
OG0000992	Praz.g_00137	Prbf.g_00426
OG0000993	Praz.g_00136	Prbf.g_00425
OG0000994	Praz.g_00135	Prbf.g_00424
OG0000995	Praz.g_00131	Prbf.g_00420
OG0000996	Praz.g_00130	Prbf.g_00419
OG0000997	Praz.g_00129	Prbf.g_00416
OG0000998	Praz.g_00127	Prbf.g_00414
OG0000999	Praz.g_00126	Prbf.g_00413
OG0001000	Praz.g_00123	Prbf.g_00410
OG0001001	Praz.g_00121	Prbf.g_00407
OG0001002	Praz.g_00117	Prbf.g_00402
OG0001003	Praz.g_00357	Prbf.g_00401
OG0001004	Praz.g_00358	Prbf.g_00400
OG0001005	Praz.g_00359	Prbf.g_00399
OG0001006	Praz.g_00363	Prbf.g_00395
OG0001007	Praz.g_00365	Prbf.g_00393
OG0001008	Praz.g_01891	Prbf.g_01721
OG0001009	Praz.g_00392	Prbf.g_01349
OG0001010	Praz.g_00393	Prbf.g_01350
OG0001011	Praz.g_00394	Prbf.g_01352
OG0001012	Praz.g_00409	Prbf.g_01366
OG0001013	Praz.g_00414	Prbf.g_01373
OG0001014	Praz.g_00417	Prbf.g_01376
OG0001015	Praz.g_00418	Prbf.g_01378
OG0001016	Praz.g_00433	Prbf.g_01400
OG0001017	Praz.g_00437	Prbf.g_01404
OG0001018	Praz.g_00440	Prbf.g_01406
OG0001019	Praz.g_00449	Prbf.g_01415
OG0001020	Praz.g_00450	Prbf.g_01416
OG0001021	Praz.g_00451	Prbf.g_01417
OG0001022	Praz.g_00454	Prbf.g_01420
OG0001023	Praz.g_00455	Prbf.g_01421
OG0001024	Praz.g_00458	Prbf.g_01425
OG0001025	Praz.g_00464	Prbf.g_01432
OG0001026	Praz.g_00471	Prbf.g_01441
OG0001027	Praz.g_00472	Prbf.g_01442
OG0001028	Praz.g_00474	Prbf.g_01444
OG0001029	Praz.g_00475	Prbf.g_01445
OG0001030	Praz.g_00490	Prbf.g_01461
OG0001031	Praz.g_00546	Prbf.g_01521
OG0001032	Praz.g_00547	Prbf.g_01522
OG0001033	Praz.g_00568	Prbf.g_01543
OG0001034	Praz.g_00596	Prbf.g_01574
OG0001035	Praz.g_00614	Prbf.g_01594
OG0001036	Praz.g_00618	Prbf.g_01598
OG0001037	Praz.g_00619	Prbf.g_01599
OG0001038	Praz.g_00636	Prbf.g_01618
OG0001039	Praz.g_00639	Prbf.g_01621
OG0001040	Praz.g_00641	Prbf.g_01623
OG0001041	Praz.g_00645	Prbf.g_01628
OG0001042	Praz.g_00661	Prbf.g_01645
OG0001043	Praz.g_00662	Prbf.g_01646
OG0001044	Praz.g_00690	Prbf.g_01677
OG0001045	Praz.g_00344	Prbf.g_01686
OG0001046	Praz.g_00795	Prbf.g_00741
OG0001047	Praz.g_01889	Prbf.g_01723
OG0001048	Praz.g_01888	Prbf.g_01724
OG0001049	Praz.g_01886	Prbf.g_01726
OG0001050	Praz.g_01885	Prbf.g_01727
OG0001051	Praz.g_01884	Prbf.g_01728
OG0001052	Praz.g_01857	Prbf.g_01754
OG0001053	Praz.g_01845	Prbf.g_01766
OG0001054	Praz.g_01830	Prbf.g_01781
OG0001055	Praz.g_01811	Prbf.g_01800
OG0001056	Praz.g_01792	Prbf.g_01817
OG0001057	Praz.g_01787	Prbf.g_01822
OG0001058	Praz.g_01779	Prbf.g_01830
OG0001059	Praz.g_01775	Prbf.g_01834
OG0001060	Praz.g_01768	Prbf.g_01840
OG0001061	Praz.g_01755	Prbf.g_01855
OG0001062	Praz.g_01753	Prbf.g_01857
OG0001063	Praz.g_01751	Prbf.g_01859
OG0001064	Praz.g_01750	Prbf.g_01860
OG0001065	Praz.g_01749	Prbf.g_01861
OG0001066	Praz.g_01748	Prbf.g_01862
OG0001067	Praz.g_01747	Prbf.g_01863
OG0001068	Praz.g_01746	Prbf.g_01864
OG0001069	Praz.g_01745	Prbf.g_01865
OG0001070	Praz.g_01742	Prbf.g_01869
OG0001071	Praz.g_01741	Prbf.g_01870
OG0001072	Praz.g_01740	Prbf.g_01872
OG0001073	Praz.g_01726	Prbf.g_01886
OG0001074	Praz.g_01715	Prbf.g_01898
OG0001075	Praz.g_01714	Prbf.g_01899
OG0001076	Praz.g_01706	Prbf.g_01906
OG0001077	Praz.g_01702	Prbf.g_01912
OG0001078	Praz.g_01694	Prbf.g_00983
OG0001079	Praz.g_01683	Prbf.g_00995
OG0001080	Praz.g_01677	Prbf.g_01001
OG0001081	Praz.g_01675	Prbf.g_01003
OG0001082	Praz.g_01674	Prbf.g_01004
OG0001083	Praz.g_01669	Prbf.g_01009
OG0001084	Praz.g_01668	Prbf.g_01010
OG0001085	Praz.g_01660	Prbf.g_01293
OG0001086	Praz.g_01659	Prbf.g_01292
OG0001087	Praz.g_01642	Prbf.g_01274
OG0001088	Praz.g_01641	Prbf.g_01273
OG0001089	Praz.g_01633	Prbf.g_01262
OG0001090	Praz.g_01606	Prbf.g_01252
OG0001091	Praz.g_01604	Prbf.g_01030
OG0001092	Praz.g_01603	Prbf.g_01031
OG0001093	Praz.g_01598	Prbf.g_01036
OG0001094	Praz.g_01518	Prbf.g_01029
OG0001095	Praz.g_01499	Prbf.g_01232
OG0001096	Praz.g_01486	Prbf.g_01218
OG0001097	Praz.g_01467	Prbf.g_01198
OG0001098	Praz.g_01452	Prbf.g_01179
OG0001099	Praz.g_01420	Prbf.g_00833
OG0001100	Praz.g_01416	Prbf.g_01329
OG0001101	Praz.g_01414	Prbf.g_01326
OG0001102	Praz.g_01411	Prbf.g_01323
OG0001103	Praz.g_01409	Prbf.g_01321
OG0001104	Praz.g_01387	Prbf.g_01298
OG0001105	Praz.g_01383	Prbf.g_01294
OG0001106	Praz.g_01359	Prbf.g_01126
OG0001107	Praz.g_01352	Prbf.g_01119
OG0001108	Praz.g_01348	Prbf.g_01115
OG0001109	Praz.g_01347	Prbf.g_01114
OG0001110	Praz.g_01345	Prbf.g_01112
OG0001111	Praz.g_01344	Prbf.g_01111
OG0001112	Praz.g_01343	Prbf.g_01110
OG0001113	Praz.g_01342	Prbf.g_01109
OG0001114	Praz.g_01341	Prbf.g_01108
OG0001115	Praz.g_01339	Prbf.g_01106
OG0001116	Praz.g_01338	Prbf.g_01105
OG0001117	Praz.g_01337	Prbf.g_01104
OG0001118	Praz.g_01336	Prbf.g_01103
OG0001119	Praz.g_01335	Prbf.g_01102
OG0001120	Praz.g_01333	Prbf.g_01100
