Orthogroup	Syan	Syae
OG0000592	Syan.g_00002	Syae.g_00057
OG0000593	Syan.g_00820	Syae.g_00070
OG0000594	Syan.g_00819	Syae.g_00071
OG0000595	Syan.g_00818	Syae.g_00072
OG0000596	Syan.g_00813	Syae.g_00077
OG0000597	Syan.g_00810	Syae.g_00080
OG0000598	Syan.g_00809	Syae.g_00081
OG0000599	Syan.g_00802	Syae.g_00084
OG0000600	Syan.g_00801	Syae.g_00085
OG0000601	Syan.g_00800	Syae.g_00086
OG0000602	Syan.g_00796	Syae.g_00091
OG0000603	Syan.g_00795	Syae.g_00092
OG0000604	Syan.g_00792	Syae.g_00095
OG0000605	Syan.g_00783	Syae.g_00260
OG0000606	Syan.g_00780	Syae.g_00616
OG0000607	Syan.g_00777	Syae.g_00613
OG0000608	Syan.g_00776	Syae.g_00612
OG0000609	Syan.g_00774	Syae.g_00610
OG0000610	Syan.g_00766	Syae.g_00601
OG0000611	Syan.g_00763	Syae.g_00598
OG0000612	Syan.g_00762	Syae.g_00597
OG0000613	Syan.g_01965	Syae.g_01910
OG0000614	Syan.g_00184	Syae.g_00765
OG0000615	Syan.g_00728	Syae.g_00557
OG0000616	Syan.g_01694	Syae.g_01696
OG0000617	Syan.g_00324	Syae.g_00464
OG0000618	Syan.g_00325	Syae.g_00463
OG0000619	Syan.g_00326	Syae.g_00462
OG0000620	Syan.g_00331	Syae.g_00456
OG0000621	Syan.g_00332	Syae.g_00455
OG0000622	Syan.g_00334	Syae.g_00454
OG0000623	Syan.g_00335	Syae.g_00453
OG0000624	Syan.g_00337	Syae.g_00451
OG0000625	Syan.g_00338	Syae.g_00450
OG0000626	Syan.g_00339	Syae.g_00449
OG0000627	Syan.g_00465	Syae.g_00299
OG0000628	Syan.g_00466	Syae.g_00300
OG0000629	Syan.g_00469	Syae.g_00303
OG0000630	Syan.g_00474	Syae.g_00310
OG0000631	Syan.g_00484	Syae.g_00317
OG0000632	Syan.g_00485	Syae.g_00318
OG0000633	Syan.g_00489	Syae.g_00320
OG0000634	Syan.g_00694	Syae.g_00525
OG0000635	Syan.g_00693	Syae.g_00524
OG0000636	Syan.g_00691	Syae.g_00522
OG0000637	Syan.g_00689	Syae.g_00520
OG0000638	Syan.g_00688	Syae.g_00519
OG0000639	Syan.g_00687	Syae.g_00518
OG0000640	Syan.g_00686	Syae.g_00517
OG0000641	Syan.g_00682	Syae.g_00513
OG0000642	Syan.g_00681	Syae.g_00512
OG0000643	Syan.g_00679	Syae.g_00510
OG0000644	Syan.g_00678	Syae.g_00509
OG0000645	Syan.g_00676	Syae.g_00507
OG0000646	Syan.g_00673	Syae.g_00504
OG0000647	Syan.g_00671	Syae.g_00502
OG0000648	Syan.g_00669	Syae.g_00499
OG0000649	Syan.g_00668	Syae.g_00498
OG0000650	Syan.g_00667	Syae.g_00497
OG0000651	Syan.g_00666	Syae.g_00496
OG0000652	Syan.g_00665	Syae.g_00495
OG0000653	Syan.g_00663	Syae.g_00493
OG0000654	Syan.g_00661	Syae.g_00492
OG0000655	Syan.g_00660	Syae.g_00491
OG0000656	Syan.g_00656	Syae.g_00488
OG0000657	Syan.g_00375	Syae.g_00834
OG0000658	Syan.g_00378	Syae.g_00837
OG0000659	Syan.g_00379	Syae.g_00838
OG0000660	Syan.g_00383	Syae.g_00842
OG0000662	Syan.g_00392	Syae.g_00846
OG0000663	Syan.g_00395	Syae.g_00849
OG0000664	Syan.g_00397	Syae.g_00850
OG0000665	Syan.g_00788	Syae.g_00121
OG0000666	Syan.g_02100	Syae.g_00258
OG0000667	Syan.g_00044	Syae.g_02056
OG0000668	Syan.g_00365	Syae.g_00418
OG0000669	Syan.g_00751	Syae.g_00585
OG0000670	Syan.g_00748	Syae.g_00582
OG0000671	Syan.g_00746	Syae.g_00580
OG0000672	Syan.g_00743	Syae.g_00577
OG0000673	Syan.g_00740	Syae.g_00574
OG0000674	Syan.g_00738	Syae.g_00572
OG0000675	Syan.g_00737	Syae.g_00571
OG0000676	Syan.g_00735	Syae.g_00569
OG0000677	Syan.g_00734	Syae.g_00568
OG0000678	Syan.g_00732	Syae.g_00564
OG0000679	Syan.g_00724	Syae.g_00555
OG0000680	Syan.g_00723	Syae.g_00554
OG0000681	Syan.g_00720	Syae.g_00551
OG0000682	Syan.g_00719	Syae.g_00550
OG0000683	Syan.g_00718	Syae.g_00549
OG0000684	Syan.g_00715	Syae.g_00545
OG0000685	Syan.g_00713	Syae.g_00543
OG0000686	Syan.g_00712	Syae.g_00542
OG0000687	Syan.g_00711	Syae.g_00541
OG0000688	Syan.g_00706	Syae.g_00536
OG0000689	Syan.g_00704	Syae.g_00534
OG0000690	Syan.g_00703	Syae.g_00533
OG0000691	Syan.g_00702	Syae.g_00532
OG0000692	Syan.g_00700	Syae.g_00531
OG0000693	Syan.g_00698	Syae.g_00529
OG0000694	Syan.g_00697	Syae.g_00528
OG0000695	Syan.g_00492	Syae.g_00322
OG0000696	Syan.g_00493	Syae.g_00323
OG0000697	Syan.g_00495	Syae.g_00325
OG0000698	Syan.g_00498	Syae.g_00328
OG0000699	Syan.g_00500	Syae.g_00330
OG0000700	Syan.g_00501	Syae.g_00331
OG0000701	Syan.g_00502	Syae.g_00332
OG0000702	Syan.g_00534	Syae.g_00341
OG0000703	Syan.g_00546	Syae.g_00342
OG0000704	Syan.g_00550	Syae.g_00345
OG0000705	Syan.g_00557	Syae.g_00352
OG0000706	Syan.g_00558	Syae.g_00353
OG0000707	Syan.g_00559	Syae.g_00354
OG0000708	Syan.g_00562	Syae.g_00357
OG0000709	Syan.g_00570	Syae.g_00365
OG0000710	Syan.g_00574	Syae.g_00369
OG0000711	Syan.g_00607	Syae.g_00398
OG0000712	Syan.g_00609	Syae.g_00400
OG0000713	Syan.g_00610	Syae.g_00401
OG0000714	Syan.g_00624	Syae.g_00403
OG0000715	Syan.g_00626	Syae.g_00405
OG0000716	Syan.g_00630	Syae.g_00409
OG0000717	Syan.g_00631	Syae.g_00410
OG0000718	Syan.g_00651	Syae.g_00414
OG0000719	Syan.g_00367	Syae.g_00416
OG0000720	Syan.g_00354	Syae.g_00429
OG0000721	Syan.g_00352	Syae.g_00431
OG0000722	Syan.g_00351	Syae.g_00432
OG0000723	Syan.g_00341	Syae.g_00445
OG0000724	Syan.g_00299	Syae.g_00799
OG0000725	Syan.g_00194	Syae.g_00789
OG0000726	Syan.g_00193	Syae.g_00788
OG0000727	Syan.g_00192	Syae.g_00787
OG0000728	Syan.g_00190	Syae.g_00785
OG0000729	Syan.g_01885	Syae.g_01819
OG0000730	Syan.g_02147	Syae.g_02189
OG0000731	Syan.g_02135	Syae.g_02201
OG0000732	Syan.g_01726	Syae.g_01764
OG0000733	Syan.g_01147	Syae.g_01599
OG0000734	Syan.g_02982	Syae.g_01371
OG0000735	Syan.g_02713	Syae.g_00942
OG0000736	Syan.g_02712	Syae.g_00941
OG0000737	Syan.g_02711	Syae.g_00940
OG0000738	Syan.g_02705	Syae.g_00935
OG0000739	Syan.g_02704	Syae.g_00928
OG0000740	Syan.g_02703	Syae.g_00927
OG0000741	Syan.g_02700	Syae.g_00924
OG0000742	Syan.g_02697	Syae.g_00922
OG0000743	Syan.g_02694	Syae.g_00920
OG0000744	Syan.g_02693	Syae.g_00919
OG0000745	Syan.g_02690	Syae.g_00917
OG0000746	Syan.g_02687	Syae.g_00915
OG0000747	Syan.g_02685	Syae.g_00914
OG0000748	Syan.g_02669	Syae.g_00902
OG0000749	Syan.g_02668	Syae.g_00900
OG0000750	Syan.g_02667	Syae.g_00899
OG0000751	Syan.g_02661	Syae.g_00892
OG0000752	Syan.g_02659	Syae.g_00890
OG0000753	Syan.g_02656	Syae.g_00887
OG0000754	Syan.g_02650	Syae.g_00641
OG0000755	Syan.g_02641	Syae.g_00651
OG0000756	Syan.g_02640	Syae.g_00652
OG0000757	Syan.g_02623	Syae.g_00661
OG0000758	Syan.g_02622	Syae.g_00662
OG0000759	Syan.g_02621	Syae.g_00663
OG0000760	Syan.g_02620	Syae.g_00664
OG0000761	Syan.g_02619	Syae.g_00668
OG0000762	Syan.g_02617	Syae.g_00672
OG0000763	Syan.g_02615	Syae.g_00676
OG0000764	Syan.g_02614	Syae.g_00677
OG0000765	Syan.g_02587	Syae.g_00695
OG0000766	Syan.g_02586	Syae.g_00696
OG0000767	Syan.g_02584	Syae.g_00698
OG0000768	Syan.g_02583	Syae.g_00699
OG0000769	Syan.g_02581	Syae.g_00701
OG0000770	Syan.g_02561	Syae.g_00704
OG0000771	Syan.g_00305	Syae.g_00805
OG0000772	Syan.g_00436	Syae.g_00168
OG0000773	Syan.g_01199	Syae.g_00947
OG0000774	Syan.g_01205	Syae.g_00951
OG0000775	Syan.g_01207	Syae.g_00954
OG0000776	Syan.g_01208	Syae.g_00955
OG0000777	Syan.g_01209	Syae.g_00956
OG0000778	Syan.g_01210	Syae.g_00957
OG0000779	Syan.g_01215	Syae.g_00963
OG0000780	Syan.g_01218	Syae.g_00967
OG0000781	Syan.g_01222	Syae.g_00971
OG0000782	Syan.g_01223	Syae.g_00972
OG0000783	Syan.g_01224	Syae.g_00973
OG0000784	Syan.g_01225	Syae.g_00974
OG0000785	Syan.g_01228	Syae.g_00976
OG0000786	Syan.g_01243	Syae.g_02477
OG0000787	Syan.g_01244	Syae.g_02476
OG0000788	Syan.g_00843	Syae.g_00087
OG0000789	Syan.g_00075	Syae.g_00281
OG0000790	Syan.g_02778	Syae.g_02294
OG0000791	Syan.g_02780	Syae.g_02292
OG0000792	Syan.g_02781	Syae.g_02291
OG0000793	Syan.g_02879	Syae.g_02286
OG0000794	Syan.g_02881	Syae.g_02285
OG0000795	Syan.g_02882	Syae.g_02284
OG0000796	Syan.g_02886	Syae.g_02280
OG0000797	Syan.g_02888	Syae.g_02279
OG0000798	Syan.g_02026	Syae.g_01972
OG0000799	Syan.g_01310	Syae.g_00010
OG0000800	Syan.g_01308	Syae.g_00009
OG0000801	Syan.g_01307	Syae.g_00008
OG0000802	Syan.g_01303	Syae.g_02686
OG0000803	Syan.g_01294	Syae.g_02680
OG0000804	Syan.g_01291	Syae.g_02677
OG0000805	Syan.g_01289	Syae.g_02663
OG0000806	Syan.g_01287	Syae.g_02661
OG0000807	Syan.g_01286	Syae.g_02659
OG0000808	Syan.g_01285	Syae.g_02658
OG0000809	Syan.g_01281	Syae.g_02655
OG0000810	Syan.g_01280	Syae.g_02654
OG0000811	Syan.g_01272	Syae.g_02648
OG0000812	Syan.g_01270	Syae.g_02646
OG0000813	Syan.g_01269	Syae.g_02645
OG0000814	Syan.g_01267	Syae.g_02643
OG0000815	Syan.g_01249	Syae.g_02642
OG0000816	Syan.g_01247	Syae.g_02641
OG0000817	Syan.g_01328	Syae.g_02640
OG0000818	Syan.g_02807	Syae.g_02634
OG0000819	Syan.g_02808	Syae.g_02633
OG0000820	Syan.g_02809	Syae.g_02632
OG0000821	Syan.g_02815	Syae.g_02626
OG0000822	Syan.g_02817	Syae.g_02624
OG0000823	Syan.g_02818	Syae.g_02623
OG0000824	Syan.g_02824	Syae.g_02617
OG0000825	Syan.g_02825	Syae.g_02616
OG0000826	Syan.g_02826	Syae.g_02615
OG0000827	Syan.g_02827	Syae.g_02614
OG0000828	Syan.g_02830	Syae.g_02612
OG0000829	Syan.g_02831	Syae.g_02611
OG0000830	Syan.g_02832	Syae.g_02610
OG0000831	Syan.g_02834	Syae.g_02608
OG0000832	Syan.g_02408	Syae.g_01081
OG0000833	Syan.g_01343	Syae.g_01106
OG0000834	Syan.g_01345	Syae.g_01108
OG0000835	Syan.g_01346	Syae.g_01109
OG0000836	Syan.g_01349	Syae.g_01113
OG0000837	Syan.g_01351	Syae.g_01115
OG0000838	Syan.g_01355	Syae.g_01119
OG0000839	Syan.g_01356	Syae.g_01120
OG0000840	Syan.g_01357	Syae.g_01121
OG0000841	Syan.g_01358	Syae.g_01122
OG0000842	Syan.g_01359	Syae.g_01123
OG0000843	Syan.g_01360	Syae.g_01124
OG0000844	Syan.g_01362	Syae.g_01125
OG0000845	Syan.g_01363	Syae.g_01126
OG0000846	Syan.g_01364	Syae.g_01127
OG0000847	Syan.g_01365	Syae.g_01128
OG0000848	Syan.g_01367	Syae.g_01130
OG0000849	Syan.g_01368	Syae.g_01131
OG0000850	Syan.g_01371	Syae.g_01133
OG0000851	Syan.g_01374	Syae.g_01139
OG0000852	Syan.g_01375	Syae.g_01140
OG0000853	Syan.g_01379	Syae.g_01144
OG0000854	Syan.g_01381	Syae.g_01146
OG0000855	Syan.g_01382	Syae.g_01147
OG0000856	Syan.g_01136	Syae.g_00059
OG0000857	Syan.g_00672	Syae.g_00503
OG0000858	Syan.g_01389	Syae.g_01153
OG0000859	Syan.g_01390	Syae.g_01154
OG0000860	Syan.g_01402	Syae.g_01165
OG0000861	Syan.g_01403	Syae.g_01166
OG0000862	Syan.g_01412	Syae.g_01167
OG0000863	Syan.g_01414	Syae.g_01170
OG0000864	Syan.g_00969	Syae.g_01171
OG0000865	Syan.g_01415	Syae.g_01172
OG0000866	Syan.g_01416	Syae.g_01173
OG0000867	Syan.g_01417	Syae.g_01174
OG0000868	Syan.g_01421	Syae.g_01177
OG0000869	Syan.g_01426	Syae.g_01182
OG0000870	Syan.g_01431	Syae.g_01187
OG0000871	Syan.g_01432	Syae.g_01188
OG0000872	Syan.g_01438	Syae.g_01196
OG0000873	Syan.g_01441	Syae.g_01199
OG0000874	Syan.g_01443	Syae.g_01194
OG0000875	Syan.g_01445	Syae.g_01244
OG0000876	Syan.g_00391	Syae.g_01020
OG0000877	Syan.g_01449	Syae.g_01025
OG0000878	Syan.g_01450	Syae.g_01026
OG0000879	Syan.g_01451	Syae.g_01027
OG0000880	Syan.g_01452	Syae.g_01028
OG0000881	Syan.g_01457	Syae.g_01034
OG0000882	Syan.g_01462	Syae.g_01039
OG0000883	Syan.g_01464	Syae.g_01041
OG0000884	Syan.g_01466	Syae.g_01043
OG0000885	Syan.g_01467	Syae.g_01044
OG0000886	Syan.g_01468	Syae.g_01045
OG0000887	Syan.g_01469	Syae.g_01046
OG0000888	Syan.g_01471	Syae.g_01048
OG0000889	Syan.g_01473	Syae.g_01050
OG0000890	Syan.g_01476	Syae.g_01056
OG0000891	Syan.g_01477	Syae.g_01057
OG0000892	Syan.g_01480	Syae.g_01059
OG0000893	Syan.g_02103	Syae.g_02031
OG0000894	Syan.g_02108	Syae.g_02034
OG0000895	Syan.g_02112	Syae.g_02038
OG0000896	Syan.g_02113	Syae.g_02039
OG0000897	Syan.g_02115	Syae.g_02041
OG0000898	Syan.g_02116	Syae.g_02042
OG0000899	Syan.g_02117	Syae.g_02043
OG0000900	Syan.g_02118	Syae.g_02044
OG0000901	Syan.g_02123	Syae.g_02049
OG0000902	Syan.g_02125	Syae.g_02051
OG0000903	Syan.g_02252	Syae.g_02077
OG0000904	Syan.g_02258	Syae.g_02071
OG0000905	Syan.g_02129	Syae.g_02065
OG0000906	Syan.g_02127	Syae.g_02063
OG0000907	Syan.g_02245	Syae.g_02079
OG0000908	Syan.g_02242	Syae.g_02082
OG0000909	Syan.g_02241	Syae.g_02083
OG0000910	Syan.g_02240	Syae.g_02084
OG0000911	Syan.g_02238	Syae.g_02086
OG0000912	Syan.g_02237	Syae.g_02087
OG0000913	Syan.g_02236	Syae.g_02088
OG0000914	Syan.g_02235	Syae.g_02089
OG0000915	Syan.g_02233	Syae.g_02091
OG0000916	Syan.g_02232	Syae.g_02092
OG0000917	Syan.g_02231	Syae.g_02093
OG0000918	Syan.g_02230	Syae.g_02094
OG0000919	Syan.g_02229	Syae.g_02095
OG0000920	Syan.g_02228	Syae.g_02096
OG0000921	Syan.g_02227	Syae.g_02097
OG0000922	Syan.g_02226	Syae.g_02098
OG0000923	Syan.g_02222	Syae.g_02102
OG0000924	Syan.g_02221	Syae.g_02103
OG0000925	Syan.g_02220	Syae.g_02104
OG0000926	Syan.g_02219	Syae.g_02105
OG0000927	Syan.g_02217	Syae.g_02107
OG0000928	Syan.g_02216	Syae.g_02108
OG0000929	Syan.g_02215	Syae.g_02109
OG0000930	Syan.g_02214	Syae.g_02110
OG0000931	Syan.g_02213	Syae.g_02111
OG0000932	Syan.g_02212	Syae.g_02112
OG0000933	Syan.g_02206	Syae.g_02118
OG0000934	Syan.g_02204	Syae.g_02120
OG0000935	Syan.g_02203	Syae.g_02121
OG0000936	Syan.g_02202	Syae.g_02122
OG0000937	Syan.g_02201	Syae.g_02123
OG0000938	Syan.g_02198	Syae.g_02126
OG0000939	Syan.g_02197	Syae.g_02127
OG0000940	Syan.g_02188	Syae.g_02133
OG0000941	Syan.g_02186	Syae.g_02135
OG0000942	Syan.g_02184	Syae.g_02137
OG0000943	Syan.g_02183	Syae.g_02138
OG0000944	Syan.g_02181	Syae.g_02140
OG0000945	Syan.g_02180	Syae.g_02142
OG0000946	Syan.g_02167	Syae.g_02146
OG0000947	Syan.g_02164	Syae.g_02149
OG0000948	Syan.g_02163	Syae.g_02150
OG0000949	Syan.g_01951	Syae.g_01884
OG0000950	Syan.g_01940	Syae.g_01873
OG0000951	Syan.g_01932	Syae.g_01866
OG0000952	Syan.g_01927	Syae.g_01859
OG0000953	Syan.g_01922	Syae.g_01854
OG0000954	Syan.g_01916	Syae.g_01845
OG0000955	Syan.g_01915	Syae.g_01844
OG0000956	Syan.g_01913	Syae.g_01842
OG0000957	Syan.g_01898	Syae.g_01831
OG0000958	Syan.g_01897	Syae.g_01830
OG0000959	Syan.g_01893	Syae.g_01826
OG0000960	Syan.g_01892	Syae.g_01825
OG0000961	Syan.g_03024	Syae.g_01822
OG0000962	Syan.g_01887	Syae.g_01820
OG0000963	Syan.g_01881	Syae.g_01814
OG0000964	Syan.g_01880	Syae.g_01813
OG0000965	Syan.g_01879	Syae.g_01812
OG0000966	Syan.g_01812	Syae.g_01789
OG0000967	Syan.g_01804	Syae.g_01782
OG0000968	Syan.g_01706	Syae.g_01787
OG0000969	Syan.g_01708	Syae.g_01785
OG0000970	Syan.g_01709	Syae.g_01784
OG0000971	Syan.g_01711	Syae.g_01779
OG0000972	Syan.g_01712	Syae.g_01778
OG0000973	Syan.g_01713	Syae.g_01777
OG0000974	Syan.g_01714	Syae.g_01776
OG0000975	Syan.g_01715	Syae.g_01775
OG0000976	Syan.g_01716	Syae.g_01774
OG0000977	Syan.g_01718	Syae.g_01772
OG0000978	Syan.g_01719	Syae.g_01771
OG0000979	Syan.g_01722	Syae.g_01768
OG0000980	Syan.g_01725	Syae.g_01765
OG0000981	Syan.g_01728	Syae.g_01762
OG0000982	Syan.g_01566	Syae.g_01568
OG0000983	Syan.g_01567	Syae.g_01569
OG0000984	Syan.g_01568	Syae.g_01570
OG0000985	Syan.g_01572	Syae.g_01572
OG0000986	Syan.g_01574	Syae.g_01575
OG0000987	Syan.g_01576	Syae.g_01577
OG0000988	Syan.g_01581	Syae.g_01583
OG0000989	Syan.g_01587	Syae.g_01591
OG0000990	Syan.g_01615	Syae.g_01606
OG0000991	Syan.g_01618	Syae.g_01609
OG0000992	Syan.g_01622	Syae.g_01612
OG0000993	Syan.g_01623	Syae.g_01613
OG0000994	Syan.g_01625	Syae.g_01616
OG0000995	Syan.g_01629	Syae.g_01627
OG0000996	Syan.g_01653	Syae.g_01667
OG0000997	Syan.g_01677	Syae.g_01678
OG0000998	Syan.g_01679	Syae.g_01680
OG0000999	Syan.g_01680	Syae.g_01683
OG0001000	Syan.g_01684	Syae.g_01686
OG0001001	Syan.g_01690	Syae.g_01692
OG0001002	Syan.g_01697	Syae.g_01699
OG0001003	Syan.g_01699	Syae.g_01701
OG0001004	Syan.g_01700	Syae.g_01702
OG0001005	Syan.g_01701	Syae.g_01703
OG0001006	Syan.g_01794	Syae.g_01710
OG0001007	Syan.g_01796	Syae.g_01712
OG0001008	Syan.g_02397	Syae.g_00993
OG0001009	Syan.g_01748	Syae.g_01744
OG0001010	Syan.g_01747	Syae.g_01745
OG0001011	Syan.g_01745	Syae.g_01747
OG0001012	Syan.g_00281	Syae.g_01564
OG0001013	Syan.g_01542	Syae.g_01552
OG0001014	Syan.g_01535	Syae.g_01548
OG0001015	Syan.g_01534	Syae.g_01547
OG0001016	Syan.g_02912	Syae.g_01290
OG0001017	Syan.g_02918	Syae.g_01296
OG0001018	Syan.g_02920	Syae.g_01298
OG0001019	Syan.g_02947	Syae.g_01334
OG0001020	Syan.g_02951	Syae.g_01340
OG0001021	Syan.g_02958	Syae.g_01344
OG0001022	Syan.g_02964	Syae.g_01348
OG0001023	Syan.g_02965	Syae.g_01349
OG0001024	Syan.g_00968	Syae.g_01353
OG0001025	Syan.g_02971	Syae.g_01360
OG0001026	Syan.g_02984	Syae.g_01373
OG0001027	Syan.g_02308	Syae.g_01377
OG0001028	Syan.g_02305	Syae.g_01379
OG0001029	Syan.g_02303	Syae.g_01381
OG0001030	Syan.g_02281	Syae.g_01403
OG0001031	Syan.g_03060	Syae.g_01475
OG0001032	Syan.g_03063	Syae.g_01479
OG0001033	Syan.g_00970	Syae.g_01505
OG0001034	Syan.g_02425	Syae.g_02238
OG0001035	Syan.g_02062	Syae.g_02006
OG0001036	Syan.g_02056	Syae.g_02001
OG0001037	Syan.g_02054	Syae.g_01999
OG0001038	Syan.g_02025	Syae.g_01971
OG0001039	Syan.g_02022	Syae.g_01968
OG0001040	Syan.g_02019	Syae.g_01965
OG0001041	Syan.g_02015	Syae.g_01960
OG0001042	Syan.g_01992	Syae.g_01935
OG0001043	Syan.g_01988	Syae.g_01931
OG0001044	Syan.g_02145	Syae.g_02191
OG0001045	Syan.g_02132	Syae.g_02204
OG0001046	Syan.g_00591	Syae.g_00385
OG0001047	Syan.g_02399	Syae.g_00991
OG0001048	Syan.g_02400	Syae.g_00990
OG0001049	Syan.g_01340	Syae.g_00987
OG0001050	Syan.g_01339	Syae.g_00986
OG0001051	Syan.g_01338	Syae.g_00985
OG0001052	Syan.g_02850	Syae.g_02526
OG0001053	Syan.g_02761	Syae.g_02312
OG0001054	Syan.g_02742	Syae.g_02329
OG0001055	Syan.g_02721	Syae.g_02350
OG0001056	Syan.g_01161	Syae.g_02379
OG0001057	Syan.g_00832	Syae.g_02388
OG0001058	Syan.g_00851	Syae.g_02402
OG0001059	Syan.g_00855	Syae.g_02406
OG0001060	Syan.g_00861	Syae.g_02412
OG0001061	Syan.g_00880	Syae.g_02434
OG0001063	Syan.g_00945	Syae.g_02440
OG0001064	Syan.g_00946	Syae.g_02441
OG0001065	Syan.g_00947	Syae.g_02442
OG0001066	Syan.g_00948	Syae.g_02443
OG0001067	Syan.g_00949	Syae.g_02444
OG0001068	Syan.g_00950	Syae.g_02445
OG0001069	Syan.g_00951	Syae.g_02446
OG0001070	Syan.g_00955	Syae.g_02449
OG0001071	Syan.g_00956	Syae.g_02450
OG0001072	Syan.g_00960	Syae.g_02454
OG0001073	Syan.g_01012	Syae.g_02468
OG0001074	Syan.g_00202	Syae.g_00027
OG0001075	Syan.g_00200	Syae.g_00029
OG0001076	Syan.g_00012	Syae.g_00050
OG0001077	Syan.g_01140	Syae.g_00061
OG0001078	Syan.g_00815	Syae.g_00075
OG0001079	Syan.g_00799	Syae.g_00088
OG0001080	Syan.g_00781	Syae.g_00267
OG0001081	Syan.g_00779	Syae.g_00615
OG0001082	Syan.g_00778	Syae.g_00614
OG0001083	Syan.g_00771	Syae.g_00605
OG0001084	Syan.g_00770	Syae.g_00604
OG0001086	Syan.g_00757	Syae.g_00592
OG0001087	Syan.g_01159	Syae.g_00751
OG0001088	Syan.g_02688	Syae.g_00755
OG0001089	Syan.g_00185	Syae.g_00781
OG0001090	Syan.g_00317	Syae.g_00471
OG0001091	Syan.g_00320	Syae.g_00469
OG0001092	Syan.g_00322	Syae.g_00466
OG0001093	Syan.g_00328	Syae.g_00460
OG0001094	Syan.g_00696	Syae.g_00527
OG0001095	Syan.g_00675	Syae.g_00506
OG0001096	Syan.g_00659	Syae.g_00490
OG0001097	Syan.g_00386	Syae.g_00845
OG0001099	Syan.g_02304	Syae.g_01380
OG0001100	Syan.g_00749	Syae.g_00583
OG0001101	Syan.g_00747	Syae.g_00581
OG0001102	Syan.g_00744	Syae.g_00578
OG0001103	Syan.g_00742	Syae.g_00576
OG0001104	Syan.g_00714	Syae.g_00544
OG0001106	Syan.g_00551	Syae.g_00346
OG0001107	Syan.g_00563	Syae.g_00358
OG0001108	Syan.g_00571	Syae.g_00366
OG0001109	Syan.g_00573	Syae.g_00368
OG0001110	Syan.g_00575	Syae.g_00370
OG0001111	Syan.g_00577	Syae.g_00372
OG0001112	Syan.g_00579	Syae.g_00374
OG0001113	Syan.g_00580	Syae.g_00375
OG0001114	Syan.g_00581	Syae.g_00376
OG0001115	Syan.g_00586	Syae.g_00380
OG0001116	Syan.g_00588	Syae.g_00382
OG0001117	Syan.g_00589	Syae.g_00383
OG0001118	Syan.g_00590	Syae.g_00384
OG0001119	Syan.g_00592	Syae.g_00386
OG0001120	Syan.g_00597	Syae.g_00390
OG0001122	Syan.g_00366	Syae.g_00417
OG0001123	Syan.g_00359	Syae.g_00424
OG0001124	Syan.g_00357	Syae.g_00426
OG0001125	Syan.g_00355	Syae.g_00428
OG0001126	Syan.g_00307	Syae.g_00807
OG0001127	Syan.g_00306	Syae.g_00806
OG0001128	Syan.g_00303	Syae.g_00803
OG0001129	Syan.g_00301	Syae.g_00801
OG0001130	Syan.g_00300	Syae.g_00800
OG0001131	Syan.g_00079	Syae.g_00562
OG0001132	Syan.g_00100	Syae.g_00242
OG0001133	Syan.g_00006	Syae.g_00053
OG0001134	Syan.g_01146	Syae.g_00638
OG0001135	Syan.g_02542	Syae.g_00636
OG0001136	Syan.g_02699	Syae.g_00923
OG0001137	Syan.g_02670	Syae.g_00903
OG0001138	Syan.g_02638	Syae.g_00654
OG0001139	Syan.g_02636	Syae.g_00656
OG0001140	Syan.g_02635	Syae.g_00657
OG0001141	Syan.g_02625	Syae.g_00658
OG0001142	Syan.g_02624	Syae.g_00660
OG0001143	Syan.g_02616	Syae.g_00673
OG0001144	Syan.g_02596	Syae.g_00684
OG0001145	Syan.g_01200	Syae.g_00948
OG0001146	Syan.g_01219	Syae.g_00968
OG0001147	Syan.g_02842	Syae.g_02536
OG0001148	Syan.g_02775	Syae.g_02297
OG0001149	Syan.g_02776	Syae.g_02296
OG0001150	Syan.g_02777	Syae.g_02295
OG0001151	Syan.g_02884	Syae.g_02282
OG0001152	Syan.g_02885	Syae.g_02281
OG0001153	Syan.g_02828	Syae.g_02613
OG0001156	Syan.g_02404	Syae.g_01093
OG0001157	Syan.g_02403	Syae.g_01094
OG0001158	Syan.g_02402	Syae.g_01100
OG0001159	Syan.g_02401	Syae.g_01103
OG0001160	Syan.g_01377	Syae.g_01142
OG0001161	Syan.g_01594	Syae.g_01597
OG0001162	Syan.g_02943	Syae.g_00487
OG0001163	Syan.g_01385	Syae.g_01150
OG0001164	Syan.g_01392	Syae.g_01156
OG0001165	Syan.g_01397	Syae.g_01161
OG0001166	Syan.g_01430	Syae.g_01186
OG0001167	Syan.g_00992	Syae.g_01031
OG0001168	Syan.g_01456	Syae.g_01033
OG0001169	Syan.g_01458	Syae.g_01035
OG0001170	Syan.g_01460	Syae.g_01037
OG0001171	Syan.g_01470	Syae.g_01047
OG0001172	Syan.g_02110	Syae.g_02036
OG0001173	Syan.g_02111	Syae.g_02037
OG0001174	Syan.g_02119	Syae.g_02045
OG0001175	Syan.g_02120	Syae.g_02046
OG0001176	Syan.g_02253	Syae.g_02076
OG0001177	Syan.g_02256	Syae.g_02073
OG0001179	Syan.g_02218	Syae.g_02106
OG0001180	Syan.g_02191	Syae.g_02130
OG0001181	Syan.g_02187	Syae.g_02134
OG0001182	Syan.g_02179	Syae.g_02143
