Orthogroup	Syan	Prbd
OG0000558	Syan.g_00849	Prbd.g_00695
OG0000559	Syan.g_00853	Prbd.g_00691
OG0000560	Syan.g_00856	Prbd.g_00688
OG0000561	Syan.g_00857	Prbd.g_00687
OG0000562	Syan.g_00858	Prbd.g_00686
OG0000563	Syan.g_00859	Prbd.g_00685
OG0000564	Syan.g_00860	Prbd.g_00684
OG0000565	Syan.g_00864	Prbd.g_00681
OG0000566	Syan.g_00868	Prbd.g_00679
OG0000567	Syan.g_00872	Prbd.g_00675
OG0000568	Syan.g_00874	Prbd.g_00674
OG0000569	Syan.g_00875	Prbd.g_00673
OG0000570	Syan.g_00876	Prbd.g_00672
OG0000571	Syan.g_00879	Prbd.g_00670
OG0000572	Syan.g_00954	Prbd.g_00657
OG0000573	Syan.g_00963	Prbd.g_00652
OG0000574	Syan.g_00965	Prbd.g_00651
OG0000575	Syan.g_01003	Prbd.g_00647
OG0000576	Syan.g_01007	Prbd.g_00645
OG0000577	Syan.g_01008	Prbd.g_00644
OG0000578	Syan.g_01009	Prbd.g_00643
OG0000579	Syan.g_01010	Prbd.g_00642
OG0000580	Syan.g_01011	Prbd.g_00641
OG0000581	Syan.g_01018	Prbd.g_00639
OG0000582	Syan.g_01030	Prbd.g_00636
OG0000583	Syan.g_01029	Prbd.g_00635
OG0000584	Syan.g_01028	Prbd.g_00634
OG0000585	Syan.g_01024	Prbd.g_00632
OG0000586	Syan.g_01022	Prbd.g_00631
OG0000587	Syan.g_01020	Prbd.g_00630
OG0000588	Syan.g_00215	Prbd.g_00626
OG0000589	Syan.g_00016	Prbd.g_00623
OG0000590	Syan.g_00015	Prbd.g_00622
OG0000591	Syan.g_00003	Prbd.g_00619
OG0000592	Syan.g_00002	Prbd.g_00618
OG0000593	Syan.g_00820	Prbd.g_00612
OG0000594	Syan.g_00819	Prbd.g_00611
OG0000595	Syan.g_00818	Prbd.g_00610
OG0000596	Syan.g_00813	Prbd.g_00606
OG0000597	Syan.g_00810	Prbd.g_00604
OG0000598	Syan.g_00809	Prbd.g_00603
OG0000599	Syan.g_00802	Prbd.g_00600
OG0000600	Syan.g_00801	Prbd.g_00599
OG0000601	Syan.g_00800	Prbd.g_00598
OG0000602	Syan.g_00796	Prbd.g_00596
OG0000603	Syan.g_00795	Prbd.g_00595
OG0000604	Syan.g_00792	Prbd.g_00594
OG0000605	Syan.g_00783	Prbd.g_00593
OG0000606	Syan.g_00780	Prbd.g_00590
OG0000607	Syan.g_00777	Prbd.g_00587
OG0000608	Syan.g_00776	Prbd.g_00586
OG0000609	Syan.g_00774	Prbd.g_00585
OG0000610	Syan.g_00766	Prbd.g_00580
OG0000611	Syan.g_00763	Prbd.g_00577
OG0000612	Syan.g_00762	Prbd.g_00576
OG0000613	Syan.g_01965	Prbd.g_00571
OG0000614	Syan.g_00184	Prbd.g_00552
OG0000615	Syan.g_00728	Prbd.g_00544
OG0000616	Syan.g_01694	Prbd.g_00540
OG0000617	Syan.g_00324	Prbd.g_00013
OG0000618	Syan.g_00325	Prbd.g_00014
OG0000619	Syan.g_00326	Prbd.g_00015
OG0000620	Syan.g_00331	Prbd.g_00018
OG0000621	Syan.g_00332	Prbd.g_00019
OG0000622	Syan.g_00334	Prbd.g_00020
OG0000623	Syan.g_00335	Prbd.g_00021
OG0000624	Syan.g_00337	Prbd.g_00022
OG0000625	Syan.g_00338	Prbd.g_00023
OG0000626	Syan.g_00339	Prbd.g_00024
OG0000627	Syan.g_00465	Prbd.g_00025
OG0000628	Syan.g_00466	Prbd.g_00026
OG0000629	Syan.g_00469	Prbd.g_00027
OG0000630	Syan.g_00474	Prbd.g_00030
OG0000631	Syan.g_00484	Prbd.g_00093
OG0000632	Syan.g_00485	Prbd.g_00094
OG0000633	Syan.g_00489	Prbd.g_00095
OG0000634	Syan.g_00694	Prbd.g_00098
OG0000635	Syan.g_00693	Prbd.g_00099
OG0000636	Syan.g_00691	Prbd.g_00101
OG0000637	Syan.g_00689	Prbd.g_00103
OG0000638	Syan.g_00688	Prbd.g_00104
OG0000639	Syan.g_00687	Prbd.g_00105
OG0000640	Syan.g_00686	Prbd.g_00106
OG0000641	Syan.g_00682	Prbd.g_00110
OG0000642	Syan.g_00681	Prbd.g_00111
OG0000643	Syan.g_00679	Prbd.g_00112
OG0000644	Syan.g_00678	Prbd.g_00113
OG0000645	Syan.g_00676	Prbd.g_00114
OG0000646	Syan.g_00673	Prbd.g_00116
OG0000647	Syan.g_00671	Prbd.g_00117
OG0000648	Syan.g_00669	Prbd.g_00119
OG0000649	Syan.g_00668	Prbd.g_00120
OG0000650	Syan.g_00667	Prbd.g_00121
OG0000651	Syan.g_00666	Prbd.g_00122
OG0000652	Syan.g_00665	Prbd.g_00123
OG0000653	Syan.g_00663	Prbd.g_00125
OG0000654	Syan.g_00661	Prbd.g_00126
OG0000655	Syan.g_00660	Prbd.g_00127
OG0000656	Syan.g_00656	Prbd.g_00130
OG0000657	Syan.g_00375	Prbd.g_00138
OG0000658	Syan.g_00378	Prbd.g_00139
OG0000659	Syan.g_00379	Prbd.g_00140
OG0000660	Syan.g_00383	Prbd.g_00144
OG0000661	Syan.g_00385	Prbd.g_00146
OG0000662	Syan.g_00392	Prbd.g_00148
OG0000663	Syan.g_00395	Prbd.g_00150
OG0000664	Syan.g_00397	Prbd.g_00151
OG0000665	Syan.g_00788	Prbd.g_00155
OG0000666	Syan.g_02100	Prbd.g_00156
OG0000667	Syan.g_00044	Prbd.g_00160
OG0000668	Syan.g_00365	Prbd.g_00190
OG0000669	Syan.g_00751	Prbd.g_00197
OG0000670	Syan.g_00748	Prbd.g_00199
OG0000671	Syan.g_00746	Prbd.g_00201
OG0000672	Syan.g_00743	Prbd.g_00204
OG0000673	Syan.g_00740	Prbd.g_00207
OG0000674	Syan.g_00738	Prbd.g_00209
OG0000675	Syan.g_00737	Prbd.g_00210
OG0000676	Syan.g_00735	Prbd.g_00212
OG0000677	Syan.g_00734	Prbd.g_00213
OG0000678	Syan.g_00732	Prbd.g_00215
OG0000679	Syan.g_00724	Prbd.g_00219
OG0000680	Syan.g_00723	Prbd.g_00220
OG0000681	Syan.g_00720	Prbd.g_00222
OG0000682	Syan.g_00719	Prbd.g_00223
OG0000683	Syan.g_00718	Prbd.g_00224
OG0000684	Syan.g_00715	Prbd.g_00226
OG0000685	Syan.g_00713	Prbd.g_00228
OG0000686	Syan.g_00712	Prbd.g_00229
OG0000687	Syan.g_00711	Prbd.g_00230
OG0000688	Syan.g_00706	Prbd.g_00233
OG0000689	Syan.g_00704	Prbd.g_00234
OG0000690	Syan.g_00703	Prbd.g_00235
OG0000691	Syan.g_00702	Prbd.g_00236
OG0000692	Syan.g_00700	Prbd.g_00238
OG0000693	Syan.g_00698	Prbd.g_00239
OG0000694	Syan.g_00697	Prbd.g_00240
OG0000695	Syan.g_00492	Prbd.g_00242
OG0000696	Syan.g_00493	Prbd.g_00243
OG0000697	Syan.g_00495	Prbd.g_00244
OG0000698	Syan.g_00498	Prbd.g_00247
OG0000699	Syan.g_00500	Prbd.g_00248
OG0000700	Syan.g_00501	Prbd.g_00249
OG0000701	Syan.g_00502	Prbd.g_00250
OG0000702	Syan.g_00534	Prbd.g_00252
OG0000703	Syan.g_00546	Prbd.g_00253
OG0000704	Syan.g_00550	Prbd.g_00254
OG0000705	Syan.g_00557	Prbd.g_00258
OG0000706	Syan.g_00558	Prbd.g_00259
OG0000707	Syan.g_00559	Prbd.g_00260
OG0000708	Syan.g_00562	Prbd.g_00261
OG0000709	Syan.g_00570	Prbd.g_00265
OG0000710	Syan.g_00574	Prbd.g_00268
OG0000711	Syan.g_00607	Prbd.g_00285
OG0000712	Syan.g_00609	Prbd.g_00287
OG0000713	Syan.g_00610	Prbd.g_00288
OG0000714	Syan.g_00624	Prbd.g_00289
OG0000715	Syan.g_00626	Prbd.g_00291
OG0000716	Syan.g_00630	Prbd.g_00293
OG0000717	Syan.g_00631	Prbd.g_00294
OG0000718	Syan.g_00651	Prbd.g_00309
OG0000719	Syan.g_00367	Prbd.g_00311
OG0000720	Syan.g_00354	Prbd.g_00320
OG0000721	Syan.g_00352	Prbd.g_00322
OG0000722	Syan.g_00351	Prbd.g_00323
OG0000723	Syan.g_00341	Prbd.g_00326
OG0000724	Syan.g_00299	Prbd.g_00335
OG0000725	Syan.g_00194	Prbd.g_00341
OG0000726	Syan.g_00193	Prbd.g_00342
OG0000727	Syan.g_00192	Prbd.g_00343
OG0000728	Syan.g_00190	Prbd.g_00345
OG0000729	Syan.g_01885	Prbd.g_00391
OG0000730	Syan.g_02147	Prbd.g_00395
OG0000731	Syan.g_02135	Prbd.g_00399
OG0000732	Syan.g_01726	Prbd.g_00408
OG0000733	Syan.g_01147	Prbd.g_00428
OG0000734	Syan.g_02982	Prbd.g_00453
OG0000735	Syan.g_02713	Prbd.g_00455
OG0000736	Syan.g_02712	Prbd.g_00456
OG0000737	Syan.g_02711	Prbd.g_00457
OG0000738	Syan.g_02705	Prbd.g_00461
OG0000739	Syan.g_02704	Prbd.g_00462
OG0000740	Syan.g_02703	Prbd.g_00463
OG0000741	Syan.g_02700	Prbd.g_00464
OG0000742	Syan.g_02697	Prbd.g_00467
OG0000743	Syan.g_02694	Prbd.g_00469
OG0000744	Syan.g_02693	Prbd.g_00470
OG0000745	Syan.g_02690	Prbd.g_00471
OG0000746	Syan.g_02687	Prbd.g_00473
OG0000747	Syan.g_02685	Prbd.g_00474
OG0000748	Syan.g_02669	Prbd.g_00477
OG0000749	Syan.g_02668	Prbd.g_00478
OG0000750	Syan.g_02667	Prbd.g_00479
OG0000751	Syan.g_02661	Prbd.g_00481
OG0000752	Syan.g_02659	Prbd.g_00483
OG0000753	Syan.g_02656	Prbd.g_00486
OG0000754	Syan.g_02650	Prbd.g_00489
OG0000755	Syan.g_02641	Prbd.g_00492
OG0000756	Syan.g_02640	Prbd.g_00493
OG0000757	Syan.g_02623	Prbd.g_00499
OG0000758	Syan.g_02622	Prbd.g_00500
OG0000759	Syan.g_02621	Prbd.g_00501
OG0000760	Syan.g_02620	Prbd.g_00502
OG0000761	Syan.g_02619	Prbd.g_00503
OG0000762	Syan.g_02617	Prbd.g_00504
OG0000763	Syan.g_02615	Prbd.g_00506
OG0000764	Syan.g_02614	Prbd.g_00507
OG0000765	Syan.g_02587	Prbd.g_00516
OG0000766	Syan.g_02586	Prbd.g_00517
OG0000767	Syan.g_02584	Prbd.g_00519
OG0000768	Syan.g_02583	Prbd.g_00520
OG0000769	Syan.g_02581	Prbd.g_00522
OG0000770	Syan.g_02561	Prbd.g_00524
OG0000771	Syan.g_00305	Prbd.g_01921
OG0000772	Syan.g_00436	Prbd.g_01858
OG0000773	Syan.g_01199	Prbd.g_01810
OG0000774	Syan.g_01205	Prbd.g_01808
OG0000775	Syan.g_01207	Prbd.g_01806
OG0000776	Syan.g_01208	Prbd.g_01805
OG0000777	Syan.g_01209	Prbd.g_01804
OG0000778	Syan.g_01210	Prbd.g_01803
OG0000779	Syan.g_01215	Prbd.g_01799
OG0000780	Syan.g_01218	Prbd.g_01798
OG0000781	Syan.g_01222	Prbd.g_01795
OG0000782	Syan.g_01223	Prbd.g_01794
OG0000783	Syan.g_01224	Prbd.g_01793
OG0000784	Syan.g_01225	Prbd.g_01792
OG0000785	Syan.g_01228	Prbd.g_01790
OG0000786	Syan.g_01243	Prbd.g_01788
OG0000787	Syan.g_01244	Prbd.g_01787
OG0000788	Syan.g_00843	Prbd.g_01777
OG0000789	Syan.g_00075	Prbd.g_01774
OG0000790	Syan.g_02778	Prbd.g_01759
OG0000791	Syan.g_02780	Prbd.g_01757
OG0000792	Syan.g_02781	Prbd.g_01756
OG0000793	Syan.g_02879	Prbd.g_01753
OG0000794	Syan.g_02881	Prbd.g_01752
OG0000795	Syan.g_02882	Prbd.g_01751
OG0000796	Syan.g_02886	Prbd.g_01747
OG0000797	Syan.g_02888	Prbd.g_01746
OG0000799	Syan.g_01310	Prbd.g_01707
OG0000800	Syan.g_01308	Prbd.g_01706
OG0000801	Syan.g_01307	Prbd.g_01705
OG0000802	Syan.g_01303	Prbd.g_01703
OG0000803	Syan.g_01294	Prbd.g_01701
OG0000804	Syan.g_01291	Prbd.g_01700
OG0000805	Syan.g_01289	Prbd.g_01698
OG0000806	Syan.g_01287	Prbd.g_01696
OG0000807	Syan.g_01286	Prbd.g_01695
OG0000808	Syan.g_01285	Prbd.g_01694
OG0000809	Syan.g_01281	Prbd.g_01691
OG0000810	Syan.g_01280	Prbd.g_01690
OG0000811	Syan.g_01272	Prbd.g_01686
OG0000812	Syan.g_01270	Prbd.g_01684
OG0000813	Syan.g_01269	Prbd.g_01683
OG0000814	Syan.g_01267	Prbd.g_01681
OG0000815	Syan.g_01249	Prbd.g_01680
OG0000816	Syan.g_01247	Prbd.g_01678
OG0000817	Syan.g_01328	Prbd.g_01677
OG0000818	Syan.g_02807	Prbd.g_01672
OG0000819	Syan.g_02808	Prbd.g_01671
OG0000820	Syan.g_02809	Prbd.g_01670
OG0000821	Syan.g_02815	Prbd.g_01666
OG0000822	Syan.g_02817	Prbd.g_01665
OG0000823	Syan.g_02818	Prbd.g_01664
OG0000824	Syan.g_02824	Prbd.g_01661
OG0000825	Syan.g_02825	Prbd.g_01660
OG0000826	Syan.g_02826	Prbd.g_01659
OG0000827	Syan.g_02827	Prbd.g_01658
OG0000828	Syan.g_02830	Prbd.g_01655
OG0000829	Syan.g_02831	Prbd.g_01654
OG0000830	Syan.g_02832	Prbd.g_01653
OG0000831	Syan.g_02834	Prbd.g_01651
OG0000832	Syan.g_02408	Prbd.g_01645
OG0000833	Syan.g_01343	Prbd.g_01637
OG0000834	Syan.g_01345	Prbd.g_01636
OG0000835	Syan.g_01346	Prbd.g_01635
OG0000836	Syan.g_01349	Prbd.g_01634
OG0000837	Syan.g_01351	Prbd.g_01633
OG0000838	Syan.g_01355	Prbd.g_01631
OG0000839	Syan.g_01356	Prbd.g_01630
OG0000840	Syan.g_01357	Prbd.g_01629
OG0000841	Syan.g_01358	Prbd.g_01628
OG0000842	Syan.g_01359	Prbd.g_01627
OG0000843	Syan.g_01360	Prbd.g_01626
OG0000844	Syan.g_01362	Prbd.g_01625
OG0000845	Syan.g_01363	Prbd.g_01624
OG0000846	Syan.g_01364	Prbd.g_01623
OG0000847	Syan.g_01365	Prbd.g_01622
OG0000848	Syan.g_01367	Prbd.g_01621
OG0000849	Syan.g_01368	Prbd.g_01620
OG0000850	Syan.g_01371	Prbd.g_01617
OG0000851	Syan.g_01374	Prbd.g_01616
OG0000852	Syan.g_01375	Prbd.g_01615
OG0000853	Syan.g_01379	Prbd.g_01611
OG0000854	Syan.g_01381	Prbd.g_01609
OG0000855	Syan.g_01382	Prbd.g_01608
OG0000856	Syan.g_01136	Prbd.g_01593
OG0000857	Syan.g_00672	Prbd.g_01566
OG0000858	Syan.g_01389	Prbd.g_01531
OG0000859	Syan.g_01390	Prbd.g_01530
OG0000860	Syan.g_01402	Prbd.g_01523
OG0000861	Syan.g_01403	Prbd.g_01522
OG0000862	Syan.g_01412	Prbd.g_01521
OG0000863	Syan.g_01414	Prbd.g_01519
OG0000864	Syan.g_00969	Prbd.g_01518
OG0000865	Syan.g_01415	Prbd.g_01517
OG0000866	Syan.g_01416	Prbd.g_01516
OG0000867	Syan.g_01417	Prbd.g_01515
OG0000868	Syan.g_01421	Prbd.g_01514
OG0000869	Syan.g_01426	Prbd.g_01510
OG0000870	Syan.g_01431	Prbd.g_01505
OG0000871	Syan.g_01432	Prbd.g_01504
OG0000872	Syan.g_01438	Prbd.g_01503
OG0000873	Syan.g_01441	Prbd.g_01500
OG0000874	Syan.g_01443	Prbd.g_01497
OG0000875	Syan.g_01445	Prbd.g_01496
OG0000876	Syan.g_00391	Prbd.g_01495
OG0000877	Syan.g_01449	Prbd.g_01493
OG0000878	Syan.g_01450	Prbd.g_01492
OG0000879	Syan.g_01451	Prbd.g_01491
OG0000880	Syan.g_01452	Prbd.g_01490
OG0000881	Syan.g_01457	Prbd.g_01486
OG0000882	Syan.g_01462	Prbd.g_01481
OG0000883	Syan.g_01464	Prbd.g_01479
OG0000884	Syan.g_01466	Prbd.g_01477
OG0000885	Syan.g_01467	Prbd.g_01476
OG0000886	Syan.g_01468	Prbd.g_01475
OG0000887	Syan.g_01469	Prbd.g_01474
OG0000888	Syan.g_01471	Prbd.g_01472
OG0000889	Syan.g_01473	Prbd.g_01470
OG0000890	Syan.g_01476	Prbd.g_01469
OG0000891	Syan.g_01477	Prbd.g_01468
OG0000892	Syan.g_01480	Prbd.g_01466
OG0000893	Syan.g_02103	Prbd.g_01463
OG0000894	Syan.g_02108	Prbd.g_01461
OG0000895	Syan.g_02112	Prbd.g_01458
OG0000896	Syan.g_02113	Prbd.g_01457
OG0000897	Syan.g_02115	Prbd.g_01455
OG0000898	Syan.g_02116	Prbd.g_01454
OG0000899	Syan.g_02117	Prbd.g_01453
OG0000900	Syan.g_02118	Prbd.g_01452
OG0000901	Syan.g_02123	Prbd.g_01449
OG0000902	Syan.g_02125	Prbd.g_01447
OG0000903	Syan.g_02252	Prbd.g_01444
OG0000904	Syan.g_02258	Prbd.g_01442
OG0000905	Syan.g_02129	Prbd.g_01437
OG0000906	Syan.g_02127	Prbd.g_01436
OG0000907	Syan.g_02245	Prbd.g_01433
OG0000908	Syan.g_02242	Prbd.g_01430
OG0000909	Syan.g_02241	Prbd.g_01429
OG0000910	Syan.g_02240	Prbd.g_01428
OG0000911	Syan.g_02238	Prbd.g_01426
OG0000912	Syan.g_02237	Prbd.g_01425
OG0000913	Syan.g_02236	Prbd.g_01424
OG0000914	Syan.g_02235	Prbd.g_01423
OG0000915	Syan.g_02233	Prbd.g_01422
OG0000916	Syan.g_02232	Prbd.g_01421
OG0000917	Syan.g_02231	Prbd.g_01420
OG0000918	Syan.g_02230	Prbd.g_01419
OG0000919	Syan.g_02229	Prbd.g_01418
OG0000920	Syan.g_02228	Prbd.g_01417
OG0000921	Syan.g_02227	Prbd.g_01416
OG0000922	Syan.g_02226	Prbd.g_01415
OG0000923	Syan.g_02222	Prbd.g_01411
OG0000924	Syan.g_02221	Prbd.g_01410
OG0000925	Syan.g_02220	Prbd.g_01409
OG0000926	Syan.g_02219	Prbd.g_01408
OG0000927	Syan.g_02217	Prbd.g_01406
OG0000928	Syan.g_02216	Prbd.g_01405
OG0000929	Syan.g_02215	Prbd.g_01404
OG0000930	Syan.g_02214	Prbd.g_01403
OG0000931	Syan.g_02213	Prbd.g_01402
OG0000932	Syan.g_02212	Prbd.g_01401
OG0000933	Syan.g_02206	Prbd.g_01397
OG0000934	Syan.g_02204	Prbd.g_01395
OG0000935	Syan.g_02203	Prbd.g_01394
OG0000936	Syan.g_02202	Prbd.g_01393
OG0000937	Syan.g_02201	Prbd.g_01392
OG0000938	Syan.g_02198	Prbd.g_01390
OG0000939	Syan.g_02197	Prbd.g_01389
OG0000940	Syan.g_02188	Prbd.g_01382
OG0000941	Syan.g_02186	Prbd.g_01380
OG0000942	Syan.g_02184	Prbd.g_01378
OG0000943	Syan.g_02183	Prbd.g_01377
OG0000944	Syan.g_02181	Prbd.g_01376
OG0000945	Syan.g_02180	Prbd.g_01375
OG0000946	Syan.g_02167	Prbd.g_01371
OG0000947	Syan.g_02164	Prbd.g_01369
OG0000948	Syan.g_02163	Prbd.g_01368
OG0000949	Syan.g_01951	Prbd.g_01365
OG0000950	Syan.g_01940	Prbd.g_01360
OG0000951	Syan.g_01932	Prbd.g_01356
OG0000952	Syan.g_01927	Prbd.g_01352
OG0000953	Syan.g_01922	Prbd.g_01349
OG0000954	Syan.g_01916	Prbd.g_01345
OG0000955	Syan.g_01915	Prbd.g_01344
OG0000956	Syan.g_01913	Prbd.g_01342
OG0000957	Syan.g_01898	Prbd.g_01337
OG0000958	Syan.g_01897	Prbd.g_01336
OG0000959	Syan.g_01893	Prbd.g_01332
OG0000960	Syan.g_01892	Prbd.g_01331
OG0000961	Syan.g_03024	Prbd.g_01329
OG0000962	Syan.g_01887	Prbd.g_01327
OG0000963	Syan.g_01881	Prbd.g_01323
OG0000964	Syan.g_01880	Prbd.g_01321
OG0000965	Syan.g_01879	Prbd.g_01320
OG0000966	Syan.g_01812	Prbd.g_01312
OG0000967	Syan.g_01804	Prbd.g_01308
OG0000968	Syan.g_01706	Prbd.g_01306
OG0000969	Syan.g_01708	Prbd.g_01305
OG0000970	Syan.g_01709	Prbd.g_01304
OG0000971	Syan.g_01711	Prbd.g_01303
OG0000972	Syan.g_01712	Prbd.g_01302
OG0000973	Syan.g_01713	Prbd.g_01301
OG0000974	Syan.g_01714	Prbd.g_01300
OG0000975	Syan.g_01715	Prbd.g_01299
OG0000976	Syan.g_01716	Prbd.g_01298
OG0000977	Syan.g_01718	Prbd.g_01297
OG0000978	Syan.g_01719	Prbd.g_01296
OG0000979	Syan.g_01722	Prbd.g_01293
OG0000980	Syan.g_01725	Prbd.g_01291
OG0000981	Syan.g_01728	Prbd.g_01289
OG0000982	Syan.g_01566	Prbd.g_01287
OG0000983	Syan.g_01567	Prbd.g_01286
OG0000984	Syan.g_01568	Prbd.g_01285
OG0000985	Syan.g_01572	Prbd.g_01282
OG0000986	Syan.g_01574	Prbd.g_01280
OG0000987	Syan.g_01576	Prbd.g_01279
OG0000988	Syan.g_01581	Prbd.g_01276
OG0000989	Syan.g_01587	Prbd.g_01273
OG0000990	Syan.g_01615	Prbd.g_01270
OG0000991	Syan.g_01618	Prbd.g_01269
OG0000992	Syan.g_01622	Prbd.g_01267
OG0000993	Syan.g_01623	Prbd.g_01266
OG0000994	Syan.g_01625	Prbd.g_01265
OG0000995	Syan.g_01629	Prbd.g_01261
OG0000996	Syan.g_01653	Prbd.g_01260
OG0000997	Syan.g_01677	Prbd.g_01259
OG0000998	Syan.g_01679	Prbd.g_01257
OG0000999	Syan.g_01680	Prbd.g_01256
OG0001000	Syan.g_01684	Prbd.g_01253
OG0001001	Syan.g_01690	Prbd.g_01251
OG0001002	Syan.g_01697	Prbd.g_01247
OG0001003	Syan.g_01699	Prbd.g_01245
OG0001004	Syan.g_01700	Prbd.g_01244
OG0001005	Syan.g_01701	Prbd.g_01243
OG0001006	Syan.g_01794	Prbd.g_01239
OG0001007	Syan.g_01796	Prbd.g_01237
OG0001008	Syan.g_02397	Prbd.g_00805
OG0001009	Syan.g_01748	Prbd.g_01210
OG0001010	Syan.g_01747	Prbd.g_01209
OG0001011	Syan.g_01745	Prbd.g_01208
OG0001012	Syan.g_00281	Prbd.g_01195
OG0001013	Syan.g_01542	Prbd.g_01189
OG0001014	Syan.g_01535	Prbd.g_01186
OG0001015	Syan.g_01534	Prbd.g_01185
OG0001016	Syan.g_02912	Prbd.g_01171
OG0001017	Syan.g_02918	Prbd.g_01167
OG0001018	Syan.g_02920	Prbd.g_01164
OG0001019	Syan.g_02947	Prbd.g_01155
OG0001020	Syan.g_02951	Prbd.g_01154
OG0001021	Syan.g_02958	Prbd.g_01153
OG0001022	Syan.g_02964	Prbd.g_01150
OG0001023	Syan.g_02965	Prbd.g_01149
OG0001024	Syan.g_00968	Prbd.g_01146
OG0001025	Syan.g_02971	Prbd.g_01140
OG0001026	Syan.g_02984	Prbd.g_01133
OG0001027	Syan.g_02308	Prbd.g_01132
OG0001028	Syan.g_02305	Prbd.g_01130
OG0001029	Syan.g_02303	Prbd.g_01128
OG0001030	Syan.g_02281	Prbd.g_01113
OG0001031	Syan.g_03060	Prbd.g_01054
OG0001032	Syan.g_03063	Prbd.g_01053
OG0001033	Syan.g_00970	Prbd.g_01032
OG0001034	Syan.g_02425	Prbd.g_01003
OG0001035	Syan.g_02062	Prbd.g_00985
OG0001036	Syan.g_02056	Prbd.g_00980
OG0001037	Syan.g_02054	Prbd.g_00979
OG0001038	Syan.g_02025	Prbd.g_00961
OG0001039	Syan.g_02022	Prbd.g_00958
OG0001040	Syan.g_02019	Prbd.g_00956
OG0001041	Syan.g_02015	Prbd.g_00952
OG0001042	Syan.g_01992	Prbd.g_00935
OG0001043	Syan.g_01988	Prbd.g_00934
OG0001044	Syan.g_02145	Prbd.g_00906
OG0001045	Syan.g_02132	Prbd.g_00897
OG0001046	Syan.g_00591	Prbd.g_00859
OG0001047	Syan.g_02399	Prbd.g_00803
OG0001048	Syan.g_02400	Prbd.g_00802
OG0001049	Syan.g_01340	Prbd.g_00800
OG0001050	Syan.g_01339	Prbd.g_00799
OG0001051	Syan.g_01338	Prbd.g_00798
OG0001052	Syan.g_02850	Prbd.g_00771
OG0001053	Syan.g_02761	Prbd.g_00759
OG0001054	Syan.g_02742	Prbd.g_00744
OG0001055	Syan.g_02721	Prbd.g_00725
OG0001056	Syan.g_01161	Prbd.g_00706
OG0001057	Syan.g_00832	Prbd.g_00701
OG0001058	Syan.g_00851	Prbd.g_00693
OG0001059	Syan.g_00855	Prbd.g_00689
OG0001060	Syan.g_00861	Prbd.g_00682
OG0001061	Syan.g_00880	Prbd.g_00669
OG0001063	Syan.g_00945	Prbd.g_00665
OG0001064	Syan.g_00946	Prbd.g_00664
OG0001065	Syan.g_00947	Prbd.g_00663
OG0001066	Syan.g_00948	Prbd.g_00662
OG0001067	Syan.g_00949	Prbd.g_00661
OG0001068	Syan.g_00950	Prbd.g_00660
OG0001069	Syan.g_00951	Prbd.g_00659
OG0001070	Syan.g_00955	Prbd.g_00656
OG0001071	Syan.g_00956	Prbd.g_00655
OG0001072	Syan.g_00960	Prbd.g_00654
OG0001073	Syan.g_01012	Prbd.g_00640
OG0001074	Syan.g_00202	Prbd.g_00629
OG0001075	Syan.g_00200	Prbd.g_00628
OG0001076	Syan.g_00012	Prbd.g_00620
OG0001077	Syan.g_01140	Prbd.g_00616
OG0001078	Syan.g_00815	Prbd.g_00608
OG0001079	Syan.g_00799	Prbd.g_00597
OG0001080	Syan.g_00781	Prbd.g_00591
OG0001081	Syan.g_00779	Prbd.g_00589
OG0001082	Syan.g_00778	Prbd.g_00588
OG0001083	Syan.g_00771	Prbd.g_00583
OG0001084	Syan.g_00770	Prbd.g_00582
OG0001086	Syan.g_00757	Prbd.g_00573
OG0001087	Syan.g_01159	Prbd.g_00556
OG0001088	Syan.g_02688	Prbd.g_00555
OG0001089	Syan.g_00185	Prbd.g_00547
OG0001090	Syan.g_00317	Prbd.g_00008
OG0001091	Syan.g_00320	Prbd.g_00010
OG0001092	Syan.g_00322	Prbd.g_00011
OG0001093	Syan.g_00328	Prbd.g_00016
OG0001094	Syan.g_00696	Prbd.g_00096
OG0001095	Syan.g_00675	Prbd.g_00115
OG0001096	Syan.g_00659	Prbd.g_00128
OG0001097	Syan.g_00386	Prbd.g_00147
OG0001099	Syan.g_02304	Prbd.g_00194
OG0001100	Syan.g_00749	Prbd.g_00198
OG0001101	Syan.g_00747	Prbd.g_00200
OG0001102	Syan.g_00744	Prbd.g_00203
OG0001103	Syan.g_00742	Prbd.g_00205
OG0001104	Syan.g_00714	Prbd.g_00227
OG0001106	Syan.g_00551	Prbd.g_00255
OG0001107	Syan.g_00563	Prbd.g_00262
OG0001108	Syan.g_00571	Prbd.g_00266
OG0001109	Syan.g_00573	Prbd.g_00267
OG0001110	Syan.g_00575	Prbd.g_00269
OG0001111	Syan.g_00577	Prbd.g_00270
OG0001112	Syan.g_00579	Prbd.g_00271
OG0001113	Syan.g_00580	Prbd.g_00272
OG0001114	Syan.g_00581	Prbd.g_00273
OG0001115	Syan.g_00586	Prbd.g_00275
OG0001116	Syan.g_00588	Prbd.g_00276
OG0001117	Syan.g_00589	Prbd.g_00277
OG0001118	Syan.g_00590	Prbd.g_00278
OG0001119	Syan.g_00592	Prbd.g_00279
OG0001120	Syan.g_00597	Prbd.g_00281
OG0001122	Syan.g_00366	Prbd.g_00312
