Orthogroup	Syan	Prah
OG0000579	Syan.g_01010	Prah.g_01401
OG0000580	Syan.g_01011	Prah.g_01400
OG0000581	Syan.g_01018	Prah.g_01396
OG0000582	Syan.g_01030	Prah.g_01392
OG0000583	Syan.g_01029	Prah.g_01391
OG0000584	Syan.g_01028	Prah.g_01390
OG0000585	Syan.g_01024	Prah.g_01388
OG0000586	Syan.g_01022	Prah.g_01387
OG0000587	Syan.g_01020	Prah.g_01385
OG0000588	Syan.g_00215	Prah.g_00529
OG0000589	Syan.g_00016	Prah.g_00526
OG0000590	Syan.g_00015	Prah.g_00525
OG0000591	Syan.g_00003	Prah.g_00518
OG0000592	Syan.g_00002	Prah.g_00517
OG0000593	Syan.g_00820	Prah.g_00505
OG0000594	Syan.g_00819	Prah.g_00504
OG0000595	Syan.g_00818	Prah.g_00503
OG0000596	Syan.g_00813	Prah.g_00498
OG0000597	Syan.g_00810	Prah.g_00495
OG0000598	Syan.g_00809	Prah.g_00494
OG0000599	Syan.g_00802	Prah.g_00485
OG0000600	Syan.g_00801	Prah.g_00484
OG0000601	Syan.g_00800	Prah.g_00483
OG0000602	Syan.g_00796	Prah.g_00478
OG0000603	Syan.g_00795	Prah.g_00477
OG0000604	Syan.g_00792	Prah.g_00476
OG0000605	Syan.g_00783	Prah.g_00474
OG0000606	Syan.g_00780	Prah.g_00466
OG0000607	Syan.g_00777	Prah.g_00463
OG0000608	Syan.g_00776	Prah.g_00462
OG0000609	Syan.g_00774	Prah.g_00460
OG0000610	Syan.g_00766	Prah.g_00452
OG0000611	Syan.g_00763	Prah.g_00449
OG0000612	Syan.g_00762	Prah.g_00448
OG0000613	Syan.g_01965	Prah.g_02193
OG0000614	Syan.g_00184	Prah.g_00985
OG0000615	Syan.g_00728	Prah.g_00706
OG0000616	Syan.g_01694	Prah.g_02588
OG0000617	Syan.g_00324	Prah.g_00881
OG0000618	Syan.g_00325	Prah.g_00880
OG0000619	Syan.g_00326	Prah.g_00879
OG0000620	Syan.g_00331	Prah.g_00875
OG0000621	Syan.g_00332	Prah.g_00874
OG0000622	Syan.g_00334	Prah.g_00873
OG0000623	Syan.g_00335	Prah.g_00872
OG0000624	Syan.g_00337	Prah.g_00871
OG0000625	Syan.g_00338	Prah.g_00870
OG0000626	Syan.g_00339	Prah.g_00869
OG0000627	Syan.g_00465	Prah.g_00746
OG0000628	Syan.g_00466	Prah.g_00747
OG0000629	Syan.g_00469	Prah.g_00750
OG0000630	Syan.g_00474	Prah.g_00754
OG0000631	Syan.g_00484	Prah.g_00758
OG0000632	Syan.g_00485	Prah.g_00759
OG0000633	Syan.g_00489	Prah.g_00760
OG0000634	Syan.g_00694	Prah.g_00671
OG0000635	Syan.g_00693	Prah.g_00670
OG0000636	Syan.g_00691	Prah.g_00668
OG0000637	Syan.g_00689	Prah.g_00666
OG0000638	Syan.g_00688	Prah.g_00665
OG0000639	Syan.g_00687	Prah.g_00664
OG0000640	Syan.g_00686	Prah.g_00663
OG0000641	Syan.g_00682	Prah.g_00659
OG0000642	Syan.g_00681	Prah.g_00658
OG0000643	Syan.g_00679	Prah.g_00657
OG0000644	Syan.g_00678	Prah.g_00656
OG0000645	Syan.g_00676	Prah.g_00655
OG0000646	Syan.g_00673	Prah.g_00652
OG0000647	Syan.g_00671	Prah.g_00650
OG0000648	Syan.g_00669	Prah.g_00648
OG0000649	Syan.g_00668	Prah.g_00647
OG0000650	Syan.g_00667	Prah.g_00646
OG0000651	Syan.g_00666	Prah.g_00645
OG0000652	Syan.g_00665	Prah.g_00644
OG0000653	Syan.g_00663	Prah.g_00640
OG0000654	Syan.g_00661	Prah.g_00639
OG0000655	Syan.g_00660	Prah.g_00638
OG0000656	Syan.g_00656	Prah.g_00635
OG0000657	Syan.g_00375	Prah.g_00603
OG0000658	Syan.g_00378	Prah.g_00601
OG0000659	Syan.g_00379	Prah.g_00600
OG0000660	Syan.g_00383	Prah.g_00596
OG0000661	Syan.g_00385	Prah.g_00594
OG0000662	Syan.g_00392	Prah.g_00592
OG0000663	Syan.g_00395	Prah.g_00589
OG0000664	Syan.g_00397	Prah.g_00588
OG0000665	Syan.g_00788	Prah.g_00574
OG0000666	Syan.g_02100	Prah.g_00572
OG0000667	Syan.g_00044	Prah.g_00564
OG0000668	Syan.g_00365	Prah.g_00850
OG0000669	Syan.g_00751	Prah.g_00558
OG0000670	Syan.g_00748	Prah.g_01212
OG0000671	Syan.g_00746	Prah.g_00738
OG0000672	Syan.g_00743	Prah.g_00735
OG0000673	Syan.g_00740	Prah.g_00732
OG0000674	Syan.g_00738	Prah.g_00730
OG0000675	Syan.g_00737	Prah.g_00729
OG0000676	Syan.g_00735	Prah.g_00726
OG0000677	Syan.g_00734	Prah.g_00724
OG0000678	Syan.g_00732	Prah.g_00721
OG0000679	Syan.g_00724	Prah.g_00702
OG0000680	Syan.g_00723	Prah.g_00701
OG0000681	Syan.g_00720	Prah.g_00699
OG0000682	Syan.g_00719	Prah.g_00698
OG0000683	Syan.g_00718	Prah.g_00697
OG0000684	Syan.g_00715	Prah.g_00683
OG0000685	Syan.g_00713	Prah.g_00685
OG0000686	Syan.g_00712	Prah.g_00686
OG0000687	Syan.g_00711	Prah.g_00687
OG0000688	Syan.g_00706	Prah.g_00681
OG0000689	Syan.g_00704	Prah.g_00680
OG0000690	Syan.g_00703	Prah.g_00679
OG0000691	Syan.g_00702	Prah.g_00678
OG0000692	Syan.g_00700	Prah.g_00677
OG0000693	Syan.g_00698	Prah.g_00675
OG0000694	Syan.g_00697	Prah.g_00674
OG0000695	Syan.g_00492	Prah.g_00762
OG0000696	Syan.g_00493	Prah.g_00763
OG0000697	Syan.g_00495	Prah.g_00765
OG0000698	Syan.g_00498	Prah.g_00768
OG0000699	Syan.g_00500	Prah.g_00770
OG0000700	Syan.g_00501	Prah.g_00771
OG0000701	Syan.g_00502	Prah.g_00772
OG0000702	Syan.g_00534	Prah.g_00780
OG0000703	Syan.g_00546	Prah.g_00781
OG0000704	Syan.g_00550	Prah.g_00783
OG0000705	Syan.g_00557	Prah.g_00789
OG0000706	Syan.g_00558	Prah.g_00790
OG0000707	Syan.g_00559	Prah.g_00791
OG0000708	Syan.g_00562	Prah.g_00793
OG0000709	Syan.g_00570	Prah.g_00800
OG0000710	Syan.g_00574	Prah.g_00805
OG0000711	Syan.g_00607	Prah.g_00828
OG0000712	Syan.g_00609	Prah.g_00829
OG0000713	Syan.g_00610	Prah.g_00830
OG0000714	Syan.g_00624	Prah.g_00833
OG0000715	Syan.g_00626	Prah.g_00835
OG0000716	Syan.g_00630	Prah.g_00839
OG0000717	Syan.g_00631	Prah.g_00840
OG0000718	Syan.g_00651	Prah.g_00846
OG0000719	Syan.g_00367	Prah.g_00848
OG0000720	Syan.g_00354	Prah.g_00861
OG0000721	Syan.g_00352	Prah.g_00862
OG0000722	Syan.g_00351	Prah.g_00863
OG0000723	Syan.g_00341	Prah.g_00867
OG0000724	Syan.g_00299	Prah.g_00910
OG0000725	Syan.g_00194	Prah.g_00919
OG0000726	Syan.g_00193	Prah.g_00920
OG0000727	Syan.g_00192	Prah.g_00921
OG0000728	Syan.g_00190	Prah.g_00922
OG0000729	Syan.g_01885	Prah.g_00133
OG0000730	Syan.g_02147	Prah.g_01942
OG0000731	Syan.g_02135	Prah.g_01932
OG0000732	Syan.g_01726	Prah.g_00054
OG0000733	Syan.g_01147	Prah.g_02532
OG0000734	Syan.g_02982	Prah.g_01905
OG0000735	Syan.g_02713	Prah.g_01340
OG0000736	Syan.g_02712	Prah.g_01339
OG0000737	Syan.g_02711	Prah.g_01338
OG0000738	Syan.g_02705	Prah.g_01331
OG0000739	Syan.g_02704	Prah.g_01329
OG0000740	Syan.g_02703	Prah.g_01328
OG0000741	Syan.g_02700	Prah.g_01325
OG0000742	Syan.g_02697	Prah.g_01323
OG0000743	Syan.g_02694	Prah.g_01321
OG0000744	Syan.g_02693	Prah.g_01320
OG0000745	Syan.g_02690	Prah.g_01318
OG0000746	Syan.g_02687	Prah.g_01316
OG0000747	Syan.g_02685	Prah.g_01315
OG0000748	Syan.g_02669	Prah.g_01304
OG0000749	Syan.g_02668	Prah.g_01303
OG0000750	Syan.g_02667	Prah.g_01302
OG0000751	Syan.g_02661	Prah.g_01297
OG0000752	Syan.g_02659	Prah.g_01295
OG0000753	Syan.g_02656	Prah.g_01292
OG0000754	Syan.g_02650	Prah.g_01262
OG0000755	Syan.g_02641	Prah.g_01255
OG0000756	Syan.g_02640	Prah.g_01254
OG0000757	Syan.g_02623	Prah.g_01247
OG0000758	Syan.g_02622	Prah.g_01246
OG0000759	Syan.g_02621	Prah.g_01245
OG0000760	Syan.g_02620	Prah.g_01244
OG0000761	Syan.g_02619	Prah.g_01243
OG0000762	Syan.g_02617	Prah.g_01263
OG0000763	Syan.g_02615	Prah.g_01265
OG0000764	Syan.g_02614	Prah.g_01266
OG0000765	Syan.g_02587	Prah.g_01282
OG0000766	Syan.g_02586	Prah.g_01283
OG0000767	Syan.g_02584	Prah.g_01285
OG0000768	Syan.g_02583	Prah.g_01286
OG0000769	Syan.g_02581	Prah.g_01290
OG0000770	Syan.g_02561	Prah.g_01239
OG0000771	Syan.g_00305	Prah.g_00905
OG0000772	Syan.g_00436	Prah.g_01610
OG0000773	Syan.g_01199	Prah.g_01351
OG0000774	Syan.g_01205	Prah.g_01355
OG0000775	Syan.g_01207	Prah.g_01357
OG0000776	Syan.g_01208	Prah.g_01358
OG0000777	Syan.g_01209	Prah.g_01359
OG0000778	Syan.g_01210	Prah.g_01360
OG0000779	Syan.g_01215	Prah.g_01365
OG0000780	Syan.g_01218	Prah.g_01368
OG0000781	Syan.g_01222	Prah.g_01372
OG0000782	Syan.g_01223	Prah.g_01373
OG0000783	Syan.g_01224	Prah.g_01374
OG0000784	Syan.g_01225	Prah.g_01375
OG0000785	Syan.g_01228	Prah.g_01377
OG0000786	Syan.g_01243	Prah.g_01380
OG0000787	Syan.g_01244	Prah.g_01381
OG0000788	Syan.g_00843	Prah.g_00224
OG0000789	Syan.g_00075	Prah.g_01183
OG0000790	Syan.g_02778	Prah.g_01580
OG0000791	Syan.g_02780	Prah.g_01582
OG0000792	Syan.g_02781	Prah.g_01583
OG0000793	Syan.g_02879	Prah.g_01587
OG0000794	Syan.g_02881	Prah.g_01588
OG0000795	Syan.g_02882	Prah.g_01589
OG0000796	Syan.g_02886	Prah.g_01593
OG0000797	Syan.g_02888	Prah.g_01594
OG0000798	Syan.g_02026	Prah.g_02131
OG0000799	Syan.g_01310	Prah.g_00435
OG0000800	Syan.g_01308	Prah.g_00434
OG0000801	Syan.g_01307	Prah.g_00433
OG0000802	Syan.g_01303	Prah.g_00427
OG0000803	Syan.g_01294	Prah.g_00423
OG0000804	Syan.g_01291	Prah.g_00421
OG0000805	Syan.g_01289	Prah.g_00419
OG0000806	Syan.g_01287	Prah.g_00417
OG0000807	Syan.g_01286	Prah.g_00415
OG0000808	Syan.g_01285	Prah.g_00414
OG0000809	Syan.g_01281	Prah.g_00410
OG0000810	Syan.g_01280	Prah.g_00409
OG0000811	Syan.g_01272	Prah.g_00403
OG0000812	Syan.g_01270	Prah.g_00401
OG0000813	Syan.g_01269	Prah.g_00400
OG0000814	Syan.g_01267	Prah.g_00398
OG0000815	Syan.g_01249	Prah.g_00397
OG0000816	Syan.g_01247	Prah.g_00395
OG0000817	Syan.g_01328	Prah.g_00394
OG0000818	Syan.g_02807	Prah.g_00386
OG0000819	Syan.g_02808	Prah.g_00385
OG0000820	Syan.g_02809	Prah.g_00384
OG0000821	Syan.g_02815	Prah.g_00379
OG0000822	Syan.g_02817	Prah.g_00376
OG0000823	Syan.g_02818	Prah.g_00374
OG0000824	Syan.g_02824	Prah.g_00370
OG0000825	Syan.g_02825	Prah.g_00369
OG0000826	Syan.g_02826	Prah.g_00368
OG0000827	Syan.g_02827	Prah.g_00367
OG0000828	Syan.g_02830	Prah.g_00364
OG0000829	Syan.g_02831	Prah.g_00363
OG0000830	Syan.g_02832	Prah.g_00362
OG0000831	Syan.g_02834	Prah.g_00360
OG0000832	Syan.g_02408	Prah.g_01615
OG0000833	Syan.g_01343	Prah.g_01623
OG0000834	Syan.g_01345	Prah.g_01624
OG0000835	Syan.g_01346	Prah.g_01625
OG0000836	Syan.g_01349	Prah.g_01627
OG0000837	Syan.g_01351	Prah.g_01628
OG0000838	Syan.g_01355	Prah.g_01632
OG0000839	Syan.g_01356	Prah.g_01633
OG0000840	Syan.g_01357	Prah.g_01634
OG0000841	Syan.g_01358	Prah.g_01635
OG0000842	Syan.g_01359	Prah.g_01636
OG0000843	Syan.g_01360	Prah.g_01637
OG0000844	Syan.g_01362	Prah.g_01639
OG0000845	Syan.g_01363	Prah.g_01640
OG0000846	Syan.g_01364	Prah.g_01641
OG0000847	Syan.g_01365	Prah.g_01642
OG0000848	Syan.g_01367	Prah.g_01643
OG0000849	Syan.g_01368	Prah.g_01644
OG0000850	Syan.g_01371	Prah.g_01645
OG0000851	Syan.g_01374	Prah.g_01648
OG0000852	Syan.g_01375	Prah.g_01649
OG0000853	Syan.g_01379	Prah.g_01653
OG0000854	Syan.g_01381	Prah.g_01655
OG0000855	Syan.g_01382	Prah.g_01656
OG0000856	Syan.g_01136	Prah.g_00515
OG0000857	Syan.g_00672	Prah.g_00651
OG0000858	Syan.g_01389	Prah.g_01667
OG0000859	Syan.g_01390	Prah.g_01668
OG0000860	Syan.g_01402	Prah.g_01678
OG0000861	Syan.g_01403	Prah.g_01679
OG0000862	Syan.g_01412	Prah.g_01681
OG0000863	Syan.g_01414	Prah.g_01685
OG0000864	Syan.g_00969	Prah.g_01687
OG0000865	Syan.g_01415	Prah.g_01688
OG0000866	Syan.g_01416	Prah.g_01689
OG0000867	Syan.g_01417	Prah.g_01690
OG0000868	Syan.g_01421	Prah.g_01692
OG0000869	Syan.g_01426	Prah.g_01695
OG0000870	Syan.g_01431	Prah.g_01700
OG0000871	Syan.g_01432	Prah.g_01701
OG0000872	Syan.g_01438	Prah.g_01703
OG0000873	Syan.g_01441	Prah.g_01707
OG0000874	Syan.g_01443	Prah.g_01711
OG0000875	Syan.g_01445	Prah.g_01713
OG0000876	Syan.g_00391	Prah.g_01714
OG0000877	Syan.g_01449	Prah.g_01717
OG0000878	Syan.g_01450	Prah.g_01718
OG0000879	Syan.g_01451	Prah.g_01719
OG0000880	Syan.g_01452	Prah.g_01720
OG0000881	Syan.g_01457	Prah.g_01728
OG0000882	Syan.g_01462	Prah.g_01733
OG0000883	Syan.g_01464	Prah.g_01736
OG0000884	Syan.g_01466	Prah.g_01738
OG0000885	Syan.g_01467	Prah.g_01739
OG0000886	Syan.g_01468	Prah.g_01740
OG0000887	Syan.g_01469	Prah.g_01741
OG0000888	Syan.g_01471	Prah.g_01743
OG0000889	Syan.g_01473	Prah.g_01745
OG0000890	Syan.g_01476	Prah.g_01759
OG0000891	Syan.g_01477	Prah.g_01760
OG0000892	Syan.g_01480	Prah.g_01762
OG0000893	Syan.g_02103	Prah.g_02073
OG0000894	Syan.g_02108	Prah.g_02070
OG0000895	Syan.g_02112	Prah.g_02066
OG0000896	Syan.g_02113	Prah.g_02065
OG0000897	Syan.g_02115	Prah.g_02063
OG0000898	Syan.g_02116	Prah.g_02062
OG0000899	Syan.g_02117	Prah.g_02061
OG0000900	Syan.g_02118	Prah.g_02060
OG0000901	Syan.g_02123	Prah.g_02056
OG0000902	Syan.g_02125	Prah.g_02054
OG0000903	Syan.g_02252	Prah.g_02041
OG0000904	Syan.g_02258	Prah.g_02046
OG0000905	Syan.g_02129	Prah.g_02048
OG0000906	Syan.g_02127	Prah.g_02050
OG0000907	Syan.g_02245	Prah.g_02039
OG0000908	Syan.g_02242	Prah.g_02036
OG0000909	Syan.g_02241	Prah.g_02035
OG0000910	Syan.g_02240	Prah.g_02034
OG0000911	Syan.g_02238	Prah.g_02032
OG0000912	Syan.g_02237	Prah.g_02031
OG0000913	Syan.g_02236	Prah.g_02030
OG0000914	Syan.g_02235	Prah.g_02029
OG0000915	Syan.g_02233	Prah.g_02028
OG0000916	Syan.g_02232	Prah.g_02027
OG0000917	Syan.g_02231	Prah.g_02026
OG0000918	Syan.g_02230	Prah.g_02025
OG0000919	Syan.g_02229	Prah.g_02024
OG0000920	Syan.g_02228	Prah.g_02023
OG0000921	Syan.g_02227	Prah.g_02022
OG0000922	Syan.g_02226	Prah.g_02021
OG0000923	Syan.g_02222	Prah.g_02017
OG0000924	Syan.g_02221	Prah.g_02016
OG0000925	Syan.g_02220	Prah.g_02015
OG0000926	Syan.g_02219	Prah.g_02014
OG0000927	Syan.g_02217	Prah.g_02012
OG0000928	Syan.g_02216	Prah.g_02011
OG0000929	Syan.g_02215	Prah.g_02010
OG0000930	Syan.g_02214	Prah.g_02009
OG0000931	Syan.g_02213	Prah.g_02008
OG0000932	Syan.g_02212	Prah.g_02007
OG0000933	Syan.g_02206	Prah.g_02002
OG0000934	Syan.g_02204	Prah.g_02000
OG0000935	Syan.g_02203	Prah.g_01999
OG0000936	Syan.g_02202	Prah.g_01998
OG0000937	Syan.g_02201	Prah.g_01997
OG0000938	Syan.g_02198	Prah.g_01994
OG0000939	Syan.g_02197	Prah.g_01993
OG0000940	Syan.g_02188	Prah.g_01985
OG0000941	Syan.g_02186	Prah.g_01983
OG0000942	Syan.g_02184	Prah.g_01981
OG0000943	Syan.g_02183	Prah.g_01980
OG0000944	Syan.g_02181	Prah.g_01978
OG0000945	Syan.g_02180	Prah.g_01977
OG0000946	Syan.g_02167	Prah.g_01966
OG0000947	Syan.g_02164	Prah.g_01963
OG0000948	Syan.g_02163	Prah.g_01962
OG0000949	Syan.g_01951	Prah.g_01958
OG0000950	Syan.g_01940	Prah.g_02231
OG0000951	Syan.g_01932	Prah.g_02236
OG0000952	Syan.g_01927	Prah.g_02241
OG0000953	Syan.g_01922	Prah.g_02245
OG0000954	Syan.g_01916	Prah.g_00167
OG0000955	Syan.g_01915	Prah.g_00166
OG0000956	Syan.g_01913	Prah.g_00164
OG0000957	Syan.g_01898	Prah.g_00152
OG0000958	Syan.g_01897	Prah.g_00151
OG0000959	Syan.g_01893	Prah.g_00146
OG0000960	Syan.g_01892	Prah.g_00145
OG0000961	Syan.g_03024	Prah.g_00136
OG0000962	Syan.g_01887	Prah.g_00134
OG0000963	Syan.g_01881	Prah.g_00129
OG0000964	Syan.g_01880	Prah.g_00128
OG0000965	Syan.g_01879	Prah.g_00127
OG0000966	Syan.g_01812	Prah.g_00086
OG0000967	Syan.g_01804	Prah.g_00079
OG0000968	Syan.g_01706	Prah.g_00076
OG0000969	Syan.g_01708	Prah.g_00074
OG0000970	Syan.g_01709	Prah.g_00073
OG0000971	Syan.g_01711	Prah.g_00071
OG0000972	Syan.g_01712	Prah.g_00070
OG0000973	Syan.g_01713	Prah.g_00068
OG0000974	Syan.g_01714	Prah.g_00067
OG0000975	Syan.g_01715	Prah.g_00066
OG0000976	Syan.g_01716	Prah.g_00065
OG0000977	Syan.g_01718	Prah.g_00063
OG0000978	Syan.g_01719	Prah.g_00062
OG0000979	Syan.g_01722	Prah.g_00059
OG0000980	Syan.g_01725	Prah.g_00055
OG0000981	Syan.g_01728	Prah.g_00052
OG0000982	Syan.g_01566	Prah.g_02491
OG0000983	Syan.g_01567	Prah.g_02492
OG0000984	Syan.g_01568	Prah.g_02493
OG0000985	Syan.g_01572	Prah.g_02497
OG0000986	Syan.g_01574	Prah.g_02499
OG0000987	Syan.g_01576	Prah.g_02501
OG0000988	Syan.g_01581	Prah.g_02505
OG0000989	Syan.g_01587	Prah.g_02513
OG0000990	Syan.g_01615	Prah.g_02536
OG0000991	Syan.g_01618	Prah.g_02540
OG0000992	Syan.g_01622	Prah.g_02543
OG0000993	Syan.g_01623	Prah.g_02544
OG0000994	Syan.g_01625	Prah.g_02547
OG0000995	Syan.g_01629	Prah.g_02552
OG0000996	Syan.g_01653	Prah.g_02565
OG0000997	Syan.g_01677	Prah.g_02574
OG0000998	Syan.g_01679	Prah.g_02576
OG0000999	Syan.g_01680	Prah.g_02577
OG0001000	Syan.g_01684	Prah.g_02580
OG0001001	Syan.g_01690	Prah.g_02584
OG0001002	Syan.g_01697	Prah.g_02591
OG0001003	Syan.g_01699	Prah.g_02593
OG0001004	Syan.g_01700	Prah.g_02594
OG0001005	Syan.g_01701	Prah.g_02596
OG0001006	Syan.g_01794	Prah.g_02602
OG0001007	Syan.g_01796	Prah.g_02604
OG0001008	Syan.g_02397	Prah.g_00231
OG0001009	Syan.g_01748	Prah.g_00033
OG0001010	Syan.g_01747	Prah.g_00034
OG0001011	Syan.g_01745	Prah.g_00036
OG0001012	Syan.g_00281	Prah.g_02488
OG0001013	Syan.g_01542	Prah.g_02466
OG0001014	Syan.g_01535	Prah.g_02454
OG0001015	Syan.g_01534	Prah.g_02453
OG0001016	Syan.g_02912	Prah.g_01843
OG0001017	Syan.g_02918	Prah.g_01849
OG0001018	Syan.g_02920	Prah.g_01851
OG0001019	Syan.g_02947	Prah.g_01867
OG0001020	Syan.g_02951	Prah.g_01873
OG0001021	Syan.g_02958	Prah.g_01877
OG0001022	Syan.g_02964	Prah.g_01882
OG0001023	Syan.g_02965	Prah.g_01883
OG0001024	Syan.g_00968	Prah.g_01887
OG0001025	Syan.g_02971	Prah.g_01894
OG0001026	Syan.g_02984	Prah.g_01908
OG0001027	Syan.g_02308	Prah.g_00195
OG0001028	Syan.g_02305	Prah.g_00193
OG0001029	Syan.g_02303	Prah.g_00191
OG0001030	Syan.g_02281	Prah.g_02257
OG0001031	Syan.g_03060	Prah.g_02336
OG0001032	Syan.g_03063	Prah.g_02339
OG0001033	Syan.g_00970	Prah.g_02372
OG0001034	Syan.g_02425	Prah.g_01779
OG0001035	Syan.g_02062	Prah.g_02099
OG0001036	Syan.g_02056	Prah.g_02103
OG0001037	Syan.g_02054	Prah.g_02105
OG0001038	Syan.g_02025	Prah.g_02132
OG0001039	Syan.g_02022	Prah.g_02135
OG0001040	Syan.g_02019	Prah.g_02138
OG0001041	Syan.g_02015	Prah.g_02143
OG0001042	Syan.g_01992	Prah.g_02168
OG0001043	Syan.g_01988	Prah.g_02170
OG0001044	Syan.g_02145	Prah.g_01941
OG0001045	Syan.g_02132	Prah.g_01929
OG0001046	Syan.g_00591	Prah.g_01661
OG0001047	Syan.g_02399	Prah.g_00233
OG0001048	Syan.g_02400	Prah.g_00234
OG0001049	Syan.g_01340	Prah.g_00237
OG0001050	Syan.g_01339	Prah.g_00238
OG0001051	Syan.g_01338	Prah.g_00239
OG0001052	Syan.g_02850	Prah.g_00308
OG0001053	Syan.g_02761	Prah.g_01563
OG0001054	Syan.g_02742	Prah.g_01545
OG0001055	Syan.g_02721	Prah.g_01524
OG0001056	Syan.g_01161	Prah.g_01496
OG0001057	Syan.g_00832	Prah.g_01482
OG0001058	Syan.g_00851	Prah.g_01468
OG0001059	Syan.g_00855	Prah.g_01464
OG0001060	Syan.g_00861	Prah.g_01458
OG0001061	Syan.g_00880	Prah.g_01440
OG0001063	Syan.g_00945	Prah.g_01434
OG0001064	Syan.g_00946	Prah.g_01433
OG0001065	Syan.g_00947	Prah.g_01432
OG0001066	Syan.g_00948	Prah.g_01431
OG0001067	Syan.g_00949	Prah.g_01430
OG0001068	Syan.g_00950	Prah.g_01429
OG0001069	Syan.g_00951	Prah.g_01428
OG0001070	Syan.g_00955	Prah.g_01424
OG0001071	Syan.g_00956	Prah.g_01423
OG0001072	Syan.g_00960	Prah.g_01418
OG0001073	Syan.g_01012	Prah.g_01399
OG0001074	Syan.g_00202	Prah.g_00532
OG0001075	Syan.g_00200	Prah.g_00531
OG0001076	Syan.g_00012	Prah.g_00523
OG0001077	Syan.g_01140	Prah.g_00513
OG0001078	Syan.g_00815	Prah.g_00500
OG0001079	Syan.g_00799	Prah.g_00482
OG0001080	Syan.g_00781	Prah.g_00472
OG0001081	Syan.g_00779	Prah.g_00465
OG0001082	Syan.g_00778	Prah.g_00464
OG0001083	Syan.g_00771	Prah.g_00456
OG0001084	Syan.g_00770	Prah.g_00455
OG0001086	Syan.g_00757	Prah.g_00442
OG0001087	Syan.g_01159	Prah.g_00968
OG0001088	Syan.g_02688	Prah.g_00972
OG0001089	Syan.g_00185	Prah.g_01025
OG0001090	Syan.g_00317	Prah.g_00886
OG0001091	Syan.g_00320	Prah.g_00884
OG0001092	Syan.g_00322	Prah.g_00882
OG0001093	Syan.g_00328	Prah.g_00878
OG0001094	Syan.g_00696	Prah.g_00673
OG0001095	Syan.g_00675	Prah.g_00654
OG0001096	Syan.g_00659	Prah.g_00637
OG0001097	Syan.g_00386	Prah.g_00593
OG0001099	Syan.g_02304	Prah.g_00192
OG0001100	Syan.g_00749	Prah.g_00740
OG0001101	Syan.g_00747	Prah.g_00739
OG0001102	Syan.g_00744	Prah.g_00736
OG0001103	Syan.g_00742	Prah.g_00734
OG0001104	Syan.g_00714	Prah.g_00684
OG0001106	Syan.g_00551	Prah.g_00784
OG0001107	Syan.g_00563	Prah.g_00794
OG0001108	Syan.g_00571	Prah.g_00801
OG0001109	Syan.g_00573	Prah.g_00803
OG0001110	Syan.g_00575	Prah.g_00806
OG0001111	Syan.g_00577	Prah.g_00808
OG0001112	Syan.g_00579	Prah.g_00810
OG0001113	Syan.g_00580	Prah.g_00811
OG0001114	Syan.g_00581	Prah.g_00812
OG0001115	Syan.g_00586	Prah.g_00814
OG0001116	Syan.g_00588	Prah.g_00815
OG0001117	Syan.g_00589	Prah.g_00816
OG0001118	Syan.g_00590	Prah.g_00817
OG0001119	Syan.g_00592	Prah.g_00818
OG0001120	Syan.g_00597	Prah.g_00821
OG0001122	Syan.g_00366	Prah.g_00849
OG0001123	Syan.g_00359	Prah.g_00856
OG0001124	Syan.g_00357	Prah.g_00858
OG0001125	Syan.g_00355	Prah.g_00860
OG0001126	Syan.g_00307	Prah.g_00903
OG0001127	Syan.g_00306	Prah.g_00904
OG0001128	Syan.g_00303	Prah.g_00907
OG0001129	Syan.g_00301	Prah.g_00908
OG0001130	Syan.g_00300	Prah.g_00909
OG0001131	Syan.g_00079	Prah.g_00893
OG0001132	Syan.g_00100	Prah.g_00539
OG0001133	Syan.g_00006	Prah.g_00521
OG0001134	Syan.g_01146	Prah.g_02524
OG0001135	Syan.g_02542	Prah.g_02526
OG0001136	Syan.g_02699	Prah.g_01324
OG0001137	Syan.g_02670	Prah.g_01305
OG0001138	Syan.g_02638	Prah.g_01253
OG0001139	Syan.g_02636	Prah.g_01251
OG0001140	Syan.g_02635	Prah.g_01250
OG0001141	Syan.g_02625	Prah.g_01249
OG0001142	Syan.g_02624	Prah.g_01248
OG0001143	Syan.g_02616	Prah.g_01264
OG0001144	Syan.g_02596	Prah.g_01273
OG0001145	Syan.g_01200	Prah.g_01353
OG0001146	Syan.g_01219	Prah.g_01369
OG0001147	Syan.g_02842	Prah.g_00323
OG0001148	Syan.g_02775	Prah.g_01577
OG0001149	Syan.g_02776	Prah.g_01578
OG0001150	Syan.g_02777	Prah.g_01579
OG0001151	Syan.g_02884	Prah.g_01591
OG0001152	Syan.g_02885	Prah.g_01592
OG0001153	Syan.g_02828	Prah.g_00366
OG0001154	Syan.g_02829	Prah.g_00365
OG0001156	Syan.g_02404	Prah.g_01620
OG0001157	Syan.g_02403	Prah.g_00538
OG0001158	Syan.g_02402	Prah.g_01621
OG0001159	Syan.g_02401	Prah.g_01622
OG0001160	Syan.g_01377	Prah.g_01651
OG0001161	Syan.g_01594	Prah.g_00541
OG0001162	Syan.g_02943	Prah.g_01050
OG0001163	Syan.g_01385	Prah.g_01665
OG0001164	Syan.g_01392	Prah.g_01670
OG0001165	Syan.g_01397	Prah.g_01673
OG0001166	Syan.g_01430	Prah.g_01699
