Orthogroup	Syan	Prap
OG0000574	Syan.g_00965	Prap.g_01175
OG0000575	Syan.g_01003	Prap.g_01171
OG0000576	Syan.g_01007	Prap.g_01169
OG0000577	Syan.g_01008	Prap.g_01168
OG0000578	Syan.g_01009	Prap.g_01167
OG0000579	Syan.g_01010	Prap.g_01166
OG0000580	Syan.g_01011	Prap.g_01165
OG0000581	Syan.g_01018	Prap.g_01162
OG0000582	Syan.g_01030	Prap.g_01159
OG0000583	Syan.g_01029	Prap.g_01158
OG0000584	Syan.g_01028	Prap.g_01157
OG0000585	Syan.g_01024	Prap.g_01155
OG0000586	Syan.g_01022	Prap.g_01154
OG0000587	Syan.g_01020	Prap.g_01153
OG0000588	Syan.g_00215	Prap.g_01149
OG0000589	Syan.g_00016	Prap.g_01147
OG0000590	Syan.g_00015	Prap.g_01146
OG0000591	Syan.g_00003	Prap.g_01142
OG0000592	Syan.g_00002	Prap.g_01141
OG0000593	Syan.g_00820	Prap.g_00395
OG0000594	Syan.g_00819	Prap.g_00394
OG0000595	Syan.g_00818	Prap.g_00393
OG0000596	Syan.g_00813	Prap.g_00389
OG0000597	Syan.g_00810	Prap.g_00386
OG0000598	Syan.g_00809	Prap.g_00385
OG0000599	Syan.g_00802	Prap.g_00382
OG0000600	Syan.g_00801	Prap.g_00381
OG0000601	Syan.g_00800	Prap.g_00380
OG0000602	Syan.g_00796	Prap.g_00378
OG0000603	Syan.g_00795	Prap.g_00377
OG0000604	Syan.g_00792	Prap.g_00376
OG0000605	Syan.g_00783	Prap.g_00375
OG0000606	Syan.g_00780	Prap.g_00372
OG0000607	Syan.g_00777	Prap.g_00369
OG0000608	Syan.g_00776	Prap.g_00368
OG0000609	Syan.g_00774	Prap.g_00367
OG0000610	Syan.g_00766	Prap.g_00361
OG0000611	Syan.g_00763	Prap.g_00358
OG0000612	Syan.g_00762	Prap.g_00357
OG0000613	Syan.g_01965	Prap.g_00828
OG0000614	Syan.g_00184	Prap.g_00807
OG0000615	Syan.g_00728	Prap.g_00796
OG0000616	Syan.g_01694	Prap.g_01489
OG0000617	Syan.g_00324	Prap.g_00341
OG0000618	Syan.g_00325	Prap.g_00340
OG0000619	Syan.g_00326	Prap.g_00339
OG0000620	Syan.g_00331	Prap.g_00336
OG0000621	Syan.g_00332	Prap.g_00335
OG0000622	Syan.g_00334	Prap.g_00334
OG0000623	Syan.g_00335	Prap.g_00333
OG0000624	Syan.g_00337	Prap.g_00331
OG0000625	Syan.g_00338	Prap.g_00330
OG0000626	Syan.g_00339	Prap.g_00329
OG0000627	Syan.g_00465	Prap.g_00328
OG0000628	Syan.g_00466	Prap.g_00327
OG0000629	Syan.g_00469	Prap.g_00326
OG0000630	Syan.g_00474	Prap.g_00323
OG0000631	Syan.g_00484	Prap.g_00683
OG0000632	Syan.g_00485	Prap.g_00682
OG0000633	Syan.g_00489	Prap.g_00681
OG0000634	Syan.g_00694	Prap.g_00787
OG0000635	Syan.g_00693	Prap.g_00786
OG0000636	Syan.g_00691	Prap.g_00784
OG0000637	Syan.g_00689	Prap.g_00782
OG0000638	Syan.g_00688	Prap.g_00781
OG0000639	Syan.g_00687	Prap.g_00780
OG0000640	Syan.g_00686	Prap.g_00779
OG0000641	Syan.g_00682	Prap.g_00775
OG0000642	Syan.g_00681	Prap.g_00774
OG0000643	Syan.g_00679	Prap.g_00773
OG0000644	Syan.g_00678	Prap.g_00772
OG0000645	Syan.g_00676	Prap.g_00771
OG0000646	Syan.g_00673	Prap.g_00769
OG0000647	Syan.g_00671	Prap.g_00767
OG0000648	Syan.g_00669	Prap.g_00765
OG0000649	Syan.g_00668	Prap.g_00764
OG0000650	Syan.g_00667	Prap.g_00763
OG0000651	Syan.g_00666	Prap.g_00762
OG0000652	Syan.g_00665	Prap.g_00761
OG0000653	Syan.g_00663	Prap.g_00759
OG0000654	Syan.g_00661	Prap.g_00758
OG0000655	Syan.g_00660	Prap.g_00757
OG0000656	Syan.g_00656	Prap.g_00754
OG0000657	Syan.g_00375	Prap.g_00746
OG0000658	Syan.g_00378	Prap.g_00744
OG0000659	Syan.g_00379	Prap.g_00743
OG0000660	Syan.g_00383	Prap.g_00739
OG0000661	Syan.g_00385	Prap.g_00737
OG0000662	Syan.g_00392	Prap.g_00735
OG0000663	Syan.g_00395	Prap.g_00733
OG0000664	Syan.g_00397	Prap.g_00732
OG0000665	Syan.g_00788	Prap.g_00726
OG0000666	Syan.g_02100	Prap.g_00725
OG0000667	Syan.g_00044	Prap.g_00721
OG0000668	Syan.g_00365	Prap.g_00660
OG0000669	Syan.g_00751	Prap.g_00869
OG0000670	Syan.g_00748	Prap.g_00866
OG0000671	Syan.g_00746	Prap.g_00863
OG0000672	Syan.g_00743	Prap.g_00860
OG0000673	Syan.g_00740	Prap.g_00857
OG0000674	Syan.g_00738	Prap.g_00855
OG0000675	Syan.g_00737	Prap.g_00854
OG0000676	Syan.g_00735	Prap.g_00852
OG0000677	Syan.g_00734	Prap.g_00851
OG0000678	Syan.g_00732	Prap.g_00849
OG0000679	Syan.g_00724	Prap.g_00845
OG0000680	Syan.g_00723	Prap.g_00844
OG0000681	Syan.g_00720	Prap.g_00841
OG0000682	Syan.g_00719	Prap.g_00840
OG0000683	Syan.g_00718	Prap.g_00839
OG0000684	Syan.g_00715	Prap.g_00837
OG0000685	Syan.g_00713	Prap.g_00835
OG0000686	Syan.g_00712	Prap.g_00834
OG0000687	Syan.g_00711	Prap.g_00833
OG0000688	Syan.g_00706	Prap.g_00353
OG0000689	Syan.g_00704	Prap.g_00352
OG0000690	Syan.g_00703	Prap.g_00351
OG0000691	Syan.g_00702	Prap.g_00350
OG0000692	Syan.g_00700	Prap.g_00348
OG0000693	Syan.g_00698	Prap.g_00347
OG0000694	Syan.g_00697	Prap.g_00346
OG0000695	Syan.g_00492	Prap.g_00679
OG0000696	Syan.g_00493	Prap.g_00678
OG0000697	Syan.g_00495	Prap.g_00677
OG0000698	Syan.g_00498	Prap.g_00239
OG0000699	Syan.g_00500	Prap.g_00240
OG0000700	Syan.g_00501	Prap.g_00241
OG0000701	Syan.g_00502	Prap.g_00242
OG0000702	Syan.g_00534	Prap.g_00244
OG0000703	Syan.g_00546	Prap.g_00245
OG0000704	Syan.g_00550	Prap.g_00247
OG0000705	Syan.g_00557	Prap.g_00250
OG0000706	Syan.g_00558	Prap.g_00251
OG0000707	Syan.g_00559	Prap.g_00252
OG0000708	Syan.g_00562	Prap.g_00254
OG0000709	Syan.g_00570	Prap.g_00258
OG0000710	Syan.g_00574	Prap.g_00261
OG0000711	Syan.g_00607	Prap.g_00279
OG0000712	Syan.g_00609	Prap.g_00280
OG0000713	Syan.g_00610	Prap.g_00281
OG0000714	Syan.g_00624	Prap.g_00282
OG0000715	Syan.g_00626	Prap.g_00284
OG0000716	Syan.g_00630	Prap.g_00286
OG0000717	Syan.g_00631	Prap.g_00287
OG0000718	Syan.g_00651	Prap.g_00291
OG0000719	Syan.g_00367	Prap.g_00293
OG0000720	Syan.g_00354	Prap.g_00305
OG0000721	Syan.g_00352	Prap.g_00309
OG0000722	Syan.g_00351	Prap.g_00310
OG0000723	Syan.g_00341	Prap.g_00314
OG0000724	Syan.g_00299	Prap.g_00703
OG0000725	Syan.g_00194	Prap.g_00709
OG0000726	Syan.g_00193	Prap.g_00710
OG0000727	Syan.g_00192	Prap.g_00711
OG0000728	Syan.g_00190	Prap.g_00713
OG0000729	Syan.g_01885	Prap.g_00539
OG0000730	Syan.g_02147	Prap.g_00498
OG0000731	Syan.g_02135	Prap.g_01366
OG0000732	Syan.g_01726	Prap.g_01538
OG0000733	Syan.g_01147	Prap.g_01882
OG0000734	Syan.g_02982	Prap.g_00472
OG0000735	Syan.g_02713	Prap.g_00470
OG0000736	Syan.g_02712	Prap.g_00469
OG0000737	Syan.g_02711	Prap.g_00468
OG0000738	Syan.g_02705	Prap.g_00464
OG0000739	Syan.g_02704	Prap.g_00463
OG0000740	Syan.g_02703	Prap.g_00462
OG0000741	Syan.g_02700	Prap.g_00460
OG0000742	Syan.g_02697	Prap.g_00457
OG0000743	Syan.g_02694	Prap.g_00455
OG0000744	Syan.g_02693	Prap.g_00454
OG0000745	Syan.g_02690	Prap.g_00453
OG0000746	Syan.g_02687	Prap.g_00451
OG0000747	Syan.g_02685	Prap.g_00450
OG0000748	Syan.g_02669	Prap.g_00446
OG0000749	Syan.g_02668	Prap.g_00445
OG0000750	Syan.g_02667	Prap.g_00444
OG0000751	Syan.g_02661	Prap.g_00441
OG0000752	Syan.g_02659	Prap.g_00439
OG0000753	Syan.g_02656	Prap.g_00437
OG0000754	Syan.g_02650	Prap.g_00434
OG0000755	Syan.g_02641	Prap.g_00428
OG0000756	Syan.g_02640	Prap.g_00427
OG0000757	Syan.g_02623	Prap.g_00420
OG0000758	Syan.g_02622	Prap.g_00419
OG0000759	Syan.g_02621	Prap.g_00418
OG0000760	Syan.g_02620	Prap.g_00417
OG0000761	Syan.g_02619	Prap.g_00416
OG0000762	Syan.g_02617	Prap.g_00415
OG0000763	Syan.g_02615	Prap.g_00413
OG0000764	Syan.g_02614	Prap.g_00412
OG0000765	Syan.g_02587	Prap.g_00404
OG0000766	Syan.g_02586	Prap.g_00403
OG0000767	Syan.g_02584	Prap.g_00401
OG0000768	Syan.g_02583	Prap.g_00400
OG0000769	Syan.g_02581	Prap.g_00398
OG0000770	Syan.g_02561	Prap.g_01136
OG0000771	Syan.g_00305	Prap.g_00217
OG0000772	Syan.g_00436	Prap.g_01853
OG0000773	Syan.g_01199	Prap.g_00552
OG0000774	Syan.g_01205	Prap.g_00554
OG0000775	Syan.g_01207	Prap.g_00556
OG0000776	Syan.g_01208	Prap.g_00557
OG0000777	Syan.g_01209	Prap.g_00558
OG0000778	Syan.g_01210	Prap.g_00559
OG0000779	Syan.g_01215	Prap.g_00563
OG0000780	Syan.g_01218	Prap.g_00564
OG0000781	Syan.g_01222	Prap.g_00568
OG0000782	Syan.g_01223	Prap.g_00569
OG0000783	Syan.g_01224	Prap.g_00570
OG0000784	Syan.g_01225	Prap.g_00571
OG0000785	Syan.g_01228	Prap.g_00573
OG0000786	Syan.g_01243	Prap.g_00576
OG0000787	Syan.g_01244	Prap.g_00577
OG0000788	Syan.g_00843	Prap.g_01268
OG0000789	Syan.g_00075	Prap.g_00220
OG0000790	Syan.g_02778	Prap.g_00064
OG0000791	Syan.g_02780	Prap.g_00066
OG0000792	Syan.g_02781	Prap.g_00067
OG0000793	Syan.g_02879	Prap.g_00070
OG0000794	Syan.g_02881	Prap.g_00071
OG0000795	Syan.g_02882	Prap.g_00072
OG0000796	Syan.g_02886	Prap.g_00076
OG0000797	Syan.g_02888	Prap.g_00077
OG0000799	Syan.g_01310	Prap.g_00104
OG0000800	Syan.g_01308	Prap.g_00105
OG0000801	Syan.g_01307	Prap.g_00106
OG0000802	Syan.g_01303	Prap.g_00108
OG0000803	Syan.g_01294	Prap.g_00110
OG0000804	Syan.g_01291	Prap.g_00111
OG0000805	Syan.g_01289	Prap.g_00113
OG0000806	Syan.g_01287	Prap.g_00115
OG0000807	Syan.g_01286	Prap.g_00116
OG0000808	Syan.g_01285	Prap.g_00117
OG0000809	Syan.g_01281	Prap.g_00119
OG0000810	Syan.g_01280	Prap.g_00120
OG0000811	Syan.g_01272	Prap.g_00124
OG0000812	Syan.g_01270	Prap.g_00126
OG0000813	Syan.g_01269	Prap.g_00127
OG0000814	Syan.g_01267	Prap.g_00129
OG0000815	Syan.g_01249	Prap.g_00130
OG0000816	Syan.g_01247	Prap.g_00132
OG0000817	Syan.g_01328	Prap.g_00133
OG0000818	Syan.g_02807	Prap.g_00138
OG0000819	Syan.g_02808	Prap.g_00139
OG0000820	Syan.g_02809	Prap.g_00140
OG0000821	Syan.g_02815	Prap.g_00144
OG0000822	Syan.g_02817	Prap.g_00145
OG0000823	Syan.g_02818	Prap.g_00146
OG0000824	Syan.g_02824	Prap.g_00149
OG0000825	Syan.g_02825	Prap.g_00150
OG0000826	Syan.g_02826	Prap.g_00151
OG0000827	Syan.g_02827	Prap.g_00152
OG0000828	Syan.g_02830	Prap.g_00155
OG0000829	Syan.g_02831	Prap.g_00156
OG0000830	Syan.g_02832	Prap.g_00157
OG0000831	Syan.g_02834	Prap.g_00159
OG0000832	Syan.g_02408	Prap.g_00169
OG0000833	Syan.g_01343	Prap.g_00178
OG0000834	Syan.g_01345	Prap.g_00179
OG0000835	Syan.g_01346	Prap.g_00180
OG0000836	Syan.g_01349	Prap.g_00181
OG0000837	Syan.g_01351	Prap.g_00182
OG0000838	Syan.g_01355	Prap.g_00184
OG0000839	Syan.g_01356	Prap.g_00185
OG0000840	Syan.g_01357	Prap.g_00186
OG0000841	Syan.g_01358	Prap.g_00187
OG0000842	Syan.g_01359	Prap.g_00188
OG0000843	Syan.g_01360	Prap.g_00189
OG0000844	Syan.g_01362	Prap.g_00190
OG0000845	Syan.g_01363	Prap.g_00191
OG0000846	Syan.g_01364	Prap.g_00192
OG0000847	Syan.g_01365	Prap.g_00193
OG0000848	Syan.g_01367	Prap.g_00194
OG0000849	Syan.g_01368	Prap.g_00195
OG0000850	Syan.g_01371	Prap.g_00197
OG0000851	Syan.g_01374	Prap.g_00198
OG0000852	Syan.g_01375	Prap.g_00199
OG0000853	Syan.g_01379	Prap.g_00205
OG0000854	Syan.g_01381	Prap.g_00207
OG0000855	Syan.g_01382	Prap.g_00208
OG0000856	Syan.g_01136	Prap.g_01139
OG0000857	Syan.g_00672	Prap.g_00768
OG0000858	Syan.g_01389	Prap.g_01786
OG0000859	Syan.g_01390	Prap.g_01785
OG0000860	Syan.g_01402	Prap.g_01777
OG0000861	Syan.g_01403	Prap.g_01776
OG0000862	Syan.g_01412	Prap.g_01775
OG0000863	Syan.g_01414	Prap.g_01773
OG0000864	Syan.g_00969	Prap.g_01772
OG0000865	Syan.g_01415	Prap.g_01771
OG0000866	Syan.g_01416	Prap.g_01770
OG0000867	Syan.g_01417	Prap.g_01769
OG0000868	Syan.g_01421	Prap.g_01767
OG0000869	Syan.g_01426	Prap.g_01764
OG0000870	Syan.g_01431	Prap.g_01759
OG0000871	Syan.g_01432	Prap.g_01758
OG0000872	Syan.g_01438	Prap.g_01757
OG0000873	Syan.g_01441	Prap.g_01753
OG0000874	Syan.g_01443	Prap.g_01750
OG0000875	Syan.g_01445	Prap.g_01749
OG0000876	Syan.g_00391	Prap.g_01748
OG0000877	Syan.g_01449	Prap.g_01746
OG0000878	Syan.g_01450	Prap.g_01745
OG0000879	Syan.g_01451	Prap.g_01744
OG0000880	Syan.g_01452	Prap.g_01743
OG0000881	Syan.g_01457	Prap.g_01739
OG0000882	Syan.g_01462	Prap.g_01734
OG0000883	Syan.g_01464	Prap.g_01732
OG0000884	Syan.g_01466	Prap.g_01730
OG0000885	Syan.g_01467	Prap.g_01729
OG0000886	Syan.g_01468	Prap.g_01728
OG0000887	Syan.g_01469	Prap.g_01727
OG0000888	Syan.g_01471	Prap.g_01725
OG0000889	Syan.g_01473	Prap.g_01723
OG0000890	Syan.g_01476	Prap.g_01722
OG0000891	Syan.g_01477	Prap.g_01721
OG0000892	Syan.g_01480	Prap.g_01719
OG0000893	Syan.g_02103	Prap.g_01715
OG0000894	Syan.g_02108	Prap.g_01712
OG0000895	Syan.g_02112	Prap.g_01708
OG0000896	Syan.g_02113	Prap.g_01707
OG0000897	Syan.g_02115	Prap.g_01705
OG0000898	Syan.g_02116	Prap.g_01704
OG0000899	Syan.g_02117	Prap.g_01703
OG0000900	Syan.g_02118	Prap.g_01702
OG0000901	Syan.g_02123	Prap.g_01699
OG0000902	Syan.g_02125	Prap.g_01697
OG0000903	Syan.g_02252	Prap.g_01693
OG0000904	Syan.g_02258	Prap.g_01689
OG0000905	Syan.g_02129	Prap.g_01695
OG0000906	Syan.g_02127	Prap.g_01696
OG0000907	Syan.g_02245	Prap.g_01686
OG0000908	Syan.g_02242	Prap.g_01683
OG0000909	Syan.g_02241	Prap.g_01682
OG0000910	Syan.g_02240	Prap.g_01681
OG0000911	Syan.g_02238	Prap.g_01679
OG0000912	Syan.g_02237	Prap.g_01678
OG0000913	Syan.g_02236	Prap.g_01677
OG0000914	Syan.g_02235	Prap.g_01676
OG0000915	Syan.g_02233	Prap.g_01675
OG0000916	Syan.g_02232	Prap.g_01674
OG0000917	Syan.g_02231	Prap.g_01673
OG0000918	Syan.g_02230	Prap.g_01672
OG0000919	Syan.g_02229	Prap.g_01671
OG0000920	Syan.g_02228	Prap.g_01670
OG0000921	Syan.g_02227	Prap.g_01669
OG0000922	Syan.g_02226	Prap.g_01668
OG0000923	Syan.g_02222	Prap.g_01664
OG0000924	Syan.g_02221	Prap.g_01663
OG0000925	Syan.g_02220	Prap.g_01662
OG0000926	Syan.g_02219	Prap.g_01661
OG0000927	Syan.g_02217	Prap.g_01659
OG0000928	Syan.g_02216	Prap.g_01658
OG0000929	Syan.g_02215	Prap.g_01657
OG0000930	Syan.g_02214	Prap.g_01656
OG0000931	Syan.g_02213	Prap.g_01655
OG0000932	Syan.g_02212	Prap.g_01654
OG0000933	Syan.g_02206	Prap.g_01650
OG0000934	Syan.g_02204	Prap.g_01647
OG0000935	Syan.g_02203	Prap.g_01646
OG0000936	Syan.g_02202	Prap.g_01645
OG0000937	Syan.g_02201	Prap.g_01644
OG0000938	Syan.g_02198	Prap.g_01641
OG0000939	Syan.g_02197	Prap.g_01640
OG0000940	Syan.g_02188	Prap.g_01633
OG0000941	Syan.g_02186	Prap.g_01631
OG0000942	Syan.g_02184	Prap.g_01629
OG0000943	Syan.g_02183	Prap.g_01628
OG0000944	Syan.g_02181	Prap.g_01626
OG0000945	Syan.g_02180	Prap.g_01625
OG0000946	Syan.g_02167	Prap.g_01620
OG0000947	Syan.g_02164	Prap.g_01618
OG0000948	Syan.g_02163	Prap.g_01617
OG0000949	Syan.g_01951	Prap.g_01614
OG0000950	Syan.g_01940	Prap.g_01607
OG0000951	Syan.g_01932	Prap.g_01603
OG0000952	Syan.g_01927	Prap.g_01599
OG0000953	Syan.g_01922	Prap.g_01595
OG0000954	Syan.g_01916	Prap.g_01591
OG0000955	Syan.g_01915	Prap.g_01590
OG0000956	Syan.g_01913	Prap.g_01588
OG0000957	Syan.g_01898	Prap.g_01582
OG0000958	Syan.g_01897	Prap.g_01581
OG0000959	Syan.g_01893	Prap.g_01577
OG0000960	Syan.g_01892	Prap.g_01576
OG0000961	Syan.g_03024	Prap.g_01573
OG0000962	Syan.g_01887	Prap.g_01571
OG0000963	Syan.g_01881	Prap.g_01567
OG0000964	Syan.g_01880	Prap.g_01566
OG0000965	Syan.g_01879	Prap.g_01565
OG0000966	Syan.g_01812	Prap.g_01559
OG0000967	Syan.g_01804	Prap.g_01555
OG0000968	Syan.g_01706	Prap.g_01553
OG0000969	Syan.g_01708	Prap.g_01552
OG0000970	Syan.g_01709	Prap.g_01551
OG0000971	Syan.g_01711	Prap.g_01550
OG0000972	Syan.g_01712	Prap.g_01549
OG0000973	Syan.g_01713	Prap.g_01548
OG0000974	Syan.g_01714	Prap.g_01547
OG0000975	Syan.g_01715	Prap.g_01546
OG0000976	Syan.g_01716	Prap.g_01545
OG0000977	Syan.g_01718	Prap.g_01544
OG0000978	Syan.g_01719	Prap.g_01543
OG0000979	Syan.g_01722	Prap.g_01541
OG0000980	Syan.g_01725	Prap.g_01539
OG0000981	Syan.g_01728	Prap.g_01536
OG0000982	Syan.g_01566	Prap.g_01534
OG0000983	Syan.g_01567	Prap.g_01533
OG0000984	Syan.g_01568	Prap.g_01532
OG0000985	Syan.g_01572	Prap.g_01529
OG0000986	Syan.g_01574	Prap.g_01527
OG0000987	Syan.g_01576	Prap.g_01526
OG0000988	Syan.g_01581	Prap.g_01523
OG0000989	Syan.g_01587	Prap.g_01519
OG0000990	Syan.g_01615	Prap.g_01515
OG0000991	Syan.g_01618	Prap.g_01514
OG0000992	Syan.g_01622	Prap.g_01511
OG0000993	Syan.g_01623	Prap.g_01510
OG0000994	Syan.g_01625	Prap.g_01509
OG0000995	Syan.g_01629	Prap.g_01505
OG0000996	Syan.g_01653	Prap.g_01504
OG0000997	Syan.g_01677	Prap.g_01501
OG0000998	Syan.g_01679	Prap.g_01499
OG0000999	Syan.g_01680	Prap.g_01498
OG0001000	Syan.g_01684	Prap.g_01495
OG0001001	Syan.g_01690	Prap.g_01492
OG0001002	Syan.g_01697	Prap.g_01874
OG0001003	Syan.g_01699	Prap.g_01873
OG0001004	Syan.g_01700	Prap.g_01872
OG0001005	Syan.g_01701	Prap.g_01871
OG0001006	Syan.g_01794	Prap.g_00056
OG0001007	Syan.g_01796	Prap.g_00054
OG0001008	Syan.g_02397	Prap.g_01329
OG0001009	Syan.g_01748	Prap.g_00928
OG0001010	Syan.g_01747	Prap.g_00927
OG0001011	Syan.g_01745	Prap.g_00925
OG0001012	Syan.g_00281	Prap.g_00911
OG0001013	Syan.g_01542	Prap.g_00904
OG0001014	Syan.g_01535	Prap.g_00901
OG0001015	Syan.g_01534	Prap.g_00899
OG0001016	Syan.g_02912	Prap.g_00877
OG0001017	Syan.g_02918	Prap.g_01100
OG0001018	Syan.g_02920	Prap.g_01098
OG0001019	Syan.g_02947	Prap.g_01089
OG0001020	Syan.g_02951	Prap.g_01088
OG0001021	Syan.g_02958	Prap.g_01087
OG0001022	Syan.g_02964	Prap.g_01084
OG0001023	Syan.g_02965	Prap.g_01083
OG0001024	Syan.g_00968	Prap.g_01079
OG0001025	Syan.g_02971	Prap.g_01072
OG0001026	Syan.g_02984	Prap.g_01063
OG0001027	Syan.g_02308	Prap.g_01062
OG0001028	Syan.g_02305	Prap.g_01060
OG0001029	Syan.g_02303	Prap.g_01059
OG0001030	Syan.g_02281	Prap.g_01043
OG0001031	Syan.g_03060	Prap.g_00983
OG0001032	Syan.g_03063	Prap.g_00982
OG0001033	Syan.g_00970	Prap.g_00961
OG0001034	Syan.g_02425	Prap.g_01476
OG0001035	Syan.g_02062	Prap.g_01456
OG0001036	Syan.g_02056	Prap.g_01452
OG0001037	Syan.g_02054	Prap.g_01451
OG0001038	Syan.g_02025	Prap.g_01432
OG0001039	Syan.g_02022	Prap.g_01429
OG0001040	Syan.g_02019	Prap.g_01427
OG0001041	Syan.g_02015	Prap.g_01422
OG0001042	Syan.g_01992	Prap.g_01405
OG0001043	Syan.g_01988	Prap.g_01404
OG0001044	Syan.g_02145	Prap.g_01373
OG0001045	Syan.g_02132	Prap.g_01364
OG0001046	Syan.g_00591	Prap.g_01827
OG0001047	Syan.g_02399	Prap.g_01327
OG0001048	Syan.g_02400	Prap.g_01326
OG0001049	Syan.g_01340	Prap.g_01324
OG0001050	Syan.g_01339	Prap.g_01323
OG0001051	Syan.g_01338	Prap.g_01322
OG0001052	Syan.g_02850	Prap.g_01296
OG0001053	Syan.g_02761	Prap.g_01284
OG0001054	Syan.g_02742	Prap.g_01269
OG0001055	Syan.g_02721	Prap.g_01250
OG0001056	Syan.g_01161	Prap.g_01233
OG0001057	Syan.g_00832	Prap.g_01228
OG0001058	Syan.g_00851	Prap.g_01220
OG0001059	Syan.g_00855	Prap.g_01216
OG0001060	Syan.g_00861	Prap.g_01210
OG0001061	Syan.g_00880	Prap.g_01195
OG0001063	Syan.g_00945	Prap.g_01191
OG0001064	Syan.g_00946	Prap.g_01190
OG0001065	Syan.g_00947	Prap.g_01189
OG0001066	Syan.g_00948	Prap.g_01188
OG0001067	Syan.g_00949	Prap.g_01187
OG0001068	Syan.g_00950	Prap.g_01186
OG0001069	Syan.g_00951	Prap.g_01185
OG0001070	Syan.g_00955	Prap.g_01181
OG0001071	Syan.g_00956	Prap.g_01180
OG0001072	Syan.g_00960	Prap.g_01178
OG0001073	Syan.g_01012	Prap.g_01164
OG0001074	Syan.g_00202	Prap.g_01152
OG0001075	Syan.g_00200	Prap.g_01151
OG0001076	Syan.g_00012	Prap.g_01144
OG0001077	Syan.g_01140	Prap.g_01138
OG0001078	Syan.g_00815	Prap.g_00391
OG0001079	Syan.g_00799	Prap.g_00379
OG0001080	Syan.g_00781	Prap.g_00373
OG0001081	Syan.g_00779	Prap.g_00371
OG0001082	Syan.g_00778	Prap.g_00370
OG0001083	Syan.g_00771	Prap.g_00365
OG0001084	Syan.g_00770	Prap.g_00364
OG0001086	Syan.g_00757	Prap.g_00830
OG0001087	Syan.g_01159	Prap.g_00812
OG0001088	Syan.g_02688	Prap.g_00811
OG0001089	Syan.g_00185	Prap.g_00800
OG0001090	Syan.g_00317	Prap.g_00790
OG0001091	Syan.g_00320	Prap.g_00344
OG0001092	Syan.g_00322	Prap.g_00343
OG0001093	Syan.g_00328	Prap.g_00338
OG0001094	Syan.g_00696	Prap.g_00345
OG0001095	Syan.g_00675	Prap.g_00770
OG0001096	Syan.g_00659	Prap.g_00756
OG0001097	Syan.g_00386	Prap.g_00736
OG0001099	Syan.g_02304	Prap.g_00655
OG0001100	Syan.g_00749	Prap.g_00867
OG0001101	Syan.g_00747	Prap.g_00864
OG0001102	Syan.g_00744	Prap.g_00861
OG0001103	Syan.g_00742	Prap.g_00859
OG0001104	Syan.g_00714	Prap.g_00836
OG0001106	Syan.g_00551	Prap.g_00248
OG0001107	Syan.g_00563	Prap.g_00255
OG0001108	Syan.g_00571	Prap.g_00259
OG0001109	Syan.g_00573	Prap.g_00260
OG0001110	Syan.g_00575	Prap.g_00262
OG0001111	Syan.g_00577	Prap.g_00263
OG0001112	Syan.g_00579	Prap.g_00264
OG0001113	Syan.g_00580	Prap.g_00265
OG0001114	Syan.g_00581	Prap.g_00266
OG0001115	Syan.g_00586	Prap.g_00268
OG0001116	Syan.g_00588	Prap.g_00269
OG0001117	Syan.g_00589	Prap.g_00270
OG0001118	Syan.g_00590	Prap.g_00271
OG0001119	Syan.g_00592	Prap.g_00272
OG0001120	Syan.g_00597	Prap.g_00274
OG0001122	Syan.g_00366	Prap.g_00294
OG0001123	Syan.g_00359	Prap.g_00300
OG0001124	Syan.g_00357	Prap.g_00302
OG0001125	Syan.g_00355	Prap.g_00304
OG0001126	Syan.g_00307	Prap.g_00697
OG0001127	Syan.g_00306	Prap.g_00698
OG0001128	Syan.g_00303	Prap.g_00700
OG0001129	Syan.g_00301	Prap.g_00701
OG0001130	Syan.g_00300	Prap.g_00702
OG0001131	Syan.g_00079	Prap.g_01345
OG0001132	Syan.g_00100	Prap.g_00020
OG0001133	Syan.g_00006	Prap.g_00058
OG0001134	Syan.g_01146	Prap.g_01883
OG0001135	Syan.g_02542, Syan.g_01150	Prap.g_01880
OG0001136	Syan.g_02699	Prap.g_00459
OG0001137	Syan.g_02670	Prap.g_00447
OG0001138	Syan.g_02638	Prap.g_00426
OG0001139	Syan.g_02636	Prap.g_00424
OG0001140	Syan.g_02635	Prap.g_00423
OG0001141	Syan.g_02625	Prap.g_00422
OG0001142	Syan.g_02624	Prap.g_00421
OG0001143	Syan.g_02616	Prap.g_00414
OG0001144	Syan.g_02596	Prap.g_00409
OG0001145	Syan.g_01200	Prap.g_00553
OG0001146	Syan.g_01219	Prap.g_00565
OG0001147	Syan.g_02842	Prap.g_00585
OG0001148	Syan.g_02775	Prap.g_00061
OG0001149	Syan.g_02776	Prap.g_00062
OG0001150	Syan.g_02777	Prap.g_00063
OG0001151	Syan.g_02884	Prap.g_00074
OG0001152	Syan.g_02885	Prap.g_00075
OG0001153	Syan.g_02828	Prap.g_00153
OG0001154	Syan.g_02829	Prap.g_00154
OG0001156	Syan.g_02404	Prap.g_00174
OG0001157	Syan.g_02403	Prap.g_00175
OG0001158	Syan.g_02402	Prap.g_00176
OG0001159	Syan.g_02401	Prap.g_00177
OG0001160	Syan.g_01377	Prap.g_00203
OG0001161	Syan.g_01594	Prap.g_01836
OG0001162	Syan.g_02943	Prap.g_01907
