Orthogroup	Syan	Prbc
OG0000547	Syan.g_02723	Prbc.g_01595
OG0000548	Syan.g_02722	Prbc.g_01596
OG0000549	Syan.g_01194	Prbc.g_01599
OG0000550	Syan.g_01189	Prbc.g_01603
OG0000551	Syan.g_01184	Prbc.g_01606
OG0000552	Syan.g_01183	Prbc.g_01607
OG0000553	Syan.g_01179	Prbc.g_01608
OG0000554	Syan.g_01165	Prbc.g_01613
OG0000555	Syan.g_00839	Prbc.g_01621
OG0000556	Syan.g_00842	Prbc.g_01623
OG0000557	Syan.g_00847	Prbc.g_01624
OG0000558	Syan.g_00849	Prbc.g_01627
OG0000559	Syan.g_00853	Prbc.g_01631
OG0000560	Syan.g_00856	Prbc.g_01634
OG0000561	Syan.g_00857	Prbc.g_01635
OG0000562	Syan.g_00858	Prbc.g_01636
OG0000563	Syan.g_00859	Prbc.g_01637
OG0000564	Syan.g_00860	Prbc.g_01638
OG0000565	Syan.g_00864	Prbc.g_01641
OG0000566	Syan.g_00868	Prbc.g_01643
OG0000567	Syan.g_00872	Prbc.g_01647
OG0000568	Syan.g_00874	Prbc.g_01648
OG0000569	Syan.g_00875	Prbc.g_01649
OG0000570	Syan.g_00876	Prbc.g_01650
OG0000571	Syan.g_00879	Prbc.g_01652
OG0000572	Syan.g_00954	Prbc.g_01663
OG0000573	Syan.g_00963	Prbc.g_01668
OG0000574	Syan.g_00965	Prbc.g_01670
OG0000575	Syan.g_01003	Prbc.g_01673
OG0000576	Syan.g_01007	Prbc.g_01675
OG0000577	Syan.g_01008	Prbc.g_01676
OG0000578	Syan.g_01009	Prbc.g_01677
OG0000579	Syan.g_01010	Prbc.g_01678
OG0000580	Syan.g_01011	Prbc.g_01679
OG0000581	Syan.g_01018	Prbc.g_01682
OG0000582	Syan.g_01030	Prbc.g_01685
OG0000583	Syan.g_01029	Prbc.g_01686
OG0000584	Syan.g_01028	Prbc.g_01687
OG0000585	Syan.g_01024	Prbc.g_01689
OG0000586	Syan.g_01022	Prbc.g_01690
OG0000587	Syan.g_01020	Prbc.g_01691
OG0000588	Syan.g_00215	Prbc.g_01695
OG0000589	Syan.g_00016	Prbc.g_01698
OG0000590	Syan.g_00015	Prbc.g_01699
OG0000591	Syan.g_00003	Prbc.g_01702
OG0000592	Syan.g_00002	Prbc.g_01703
OG0000593	Syan.g_00820	Prbc.g_01709
OG0000594	Syan.g_00819	Prbc.g_01710
OG0000595	Syan.g_00818	Prbc.g_01711
OG0000596	Syan.g_00813	Prbc.g_01715
OG0000597	Syan.g_00810	Prbc.g_01717
OG0000598	Syan.g_00809	Prbc.g_01718
OG0000599	Syan.g_00802	Prbc.g_01721
OG0000600	Syan.g_00801	Prbc.g_01722
OG0000601	Syan.g_00800	Prbc.g_01723
OG0000602	Syan.g_00796	Prbc.g_01725
OG0000603	Syan.g_00795	Prbc.g_01726
OG0000604	Syan.g_00792	Prbc.g_01727
OG0000605	Syan.g_00783	Prbc.g_01728
OG0000606	Syan.g_00780	Prbc.g_01731
OG0000607	Syan.g_00777	Prbc.g_01734
OG0000608	Syan.g_00776	Prbc.g_01735
OG0000609	Syan.g_00774	Prbc.g_01736
OG0000610	Syan.g_00766	Prbc.g_01742
OG0000611	Syan.g_00763	Prbc.g_01745
OG0000612	Syan.g_00762	Prbc.g_01746
OG0000613	Syan.g_01965	Prbc.g_01752
OG0000614	Syan.g_00184	Prbc.g_01775
OG0000615	Syan.g_00728	Prbc.g_01782
OG0000616	Syan.g_01694	Prbc.g_01055
OG0000617	Syan.g_00324	Prbc.g_01793
OG0000618	Syan.g_00325	Prbc.g_01794
OG0000619	Syan.g_00326	Prbc.g_01795
OG0000620	Syan.g_00331	Prbc.g_01798
OG0000621	Syan.g_00332	Prbc.g_01799
OG0000622	Syan.g_00334	Prbc.g_01800
OG0000623	Syan.g_00335	Prbc.g_01801
OG0000624	Syan.g_00337	Prbc.g_01803
OG0000625	Syan.g_00338	Prbc.g_01804
OG0000626	Syan.g_00339	Prbc.g_01805
OG0000627	Syan.g_00465	Prbc.g_01807
OG0000628	Syan.g_00466	Prbc.g_01808
OG0000629	Syan.g_00469	Prbc.g_01809
OG0000630	Syan.g_00474	Prbc.g_01812
OG0000631	Syan.g_00484	Prbc.g_02007
OG0000632	Syan.g_00485	Prbc.g_02008
OG0000633	Syan.g_00489	Prbc.g_02009
OG0000634	Syan.g_00694	Prbc.g_01854
OG0000635	Syan.g_00693	Prbc.g_01855
OG0000636	Syan.g_00691	Prbc.g_01857
OG0000637	Syan.g_00689	Prbc.g_01859
OG0000638	Syan.g_00688	Prbc.g_01860
OG0000639	Syan.g_00687	Prbc.g_01861
OG0000640	Syan.g_00686	Prbc.g_01862
OG0000641	Syan.g_00682	Prbc.g_01866
OG0000642	Syan.g_00681	Prbc.g_01867
OG0000643	Syan.g_00679	Prbc.g_01868
OG0000644	Syan.g_00678	Prbc.g_01869
OG0000645	Syan.g_00676	Prbc.g_01870
OG0000646	Syan.g_00673	Prbc.g_01873
OG0000647	Syan.g_00671	Prbc.g_01875
OG0000648	Syan.g_00669	Prbc.g_01877
OG0000649	Syan.g_00668	Prbc.g_01878
OG0000650	Syan.g_00667	Prbc.g_01879
OG0000651	Syan.g_00666	Prbc.g_01880
OG0000652	Syan.g_00665	Prbc.g_01881
OG0000653	Syan.g_00663	Prbc.g_01883
OG0000654	Syan.g_00661	Prbc.g_01884
OG0000655	Syan.g_00660	Prbc.g_01885
OG0000656	Syan.g_00656	Prbc.g_01888
OG0000657	Syan.g_00375	Prbc.g_01895
OG0000658	Syan.g_00378	Prbc.g_01897
OG0000659	Syan.g_00379	Prbc.g_01898
OG0000660	Syan.g_00383	Prbc.g_01903
OG0000661	Syan.g_00385	Prbc.g_01905
OG0000662	Syan.g_00392	Prbc.g_01907
OG0000663	Syan.g_00395	Prbc.g_01909
OG0000664	Syan.g_00397	Prbc.g_01910
OG0000665	Syan.g_00788	Prbc.g_01914
OG0000666	Syan.g_02100	Prbc.g_01915
OG0000667	Syan.g_00044	Prbc.g_01919
OG0000668	Syan.g_00365	Prbc.g_01959
OG0000669	Syan.g_00751	Prbc.g_01967
OG0000670	Syan.g_00748	Prbc.g_01970
OG0000671	Syan.g_00746	Prbc.g_01972
OG0000672	Syan.g_00743	Prbc.g_01975
OG0000673	Syan.g_00740	Prbc.g_01978
OG0000674	Syan.g_00738	Prbc.g_01980
OG0000675	Syan.g_00737	Prbc.g_01981
OG0000676	Syan.g_00735	Prbc.g_01983
OG0000677	Syan.g_00734	Prbc.g_01984
OG0000678	Syan.g_00732	Prbc.g_01987
OG0000679	Syan.g_00724	Prbc.g_01991
OG0000680	Syan.g_00723	Prbc.g_01992
OG0000681	Syan.g_00720	Prbc.g_01995
OG0000682	Syan.g_00719	Prbc.g_01996
OG0000683	Syan.g_00718	Prbc.g_01997
OG0000684	Syan.g_00715	Prbc.g_01837
OG0000685	Syan.g_00713	Prbc.g_01839
OG0000686	Syan.g_00712	Prbc.g_01840
OG0000687	Syan.g_00711	Prbc.g_01841
OG0000688	Syan.g_00706	Prbc.g_01844
OG0000689	Syan.g_00704	Prbc.g_01845
OG0000690	Syan.g_00703	Prbc.g_01846
OG0000691	Syan.g_00702	Prbc.g_01847
OG0000692	Syan.g_00700	Prbc.g_01849
OG0000693	Syan.g_00698	Prbc.g_01850
OG0000694	Syan.g_00697	Prbc.g_01851
OG0000695	Syan.g_00492	Prbc.g_02011
OG0000696	Syan.g_00493	Prbc.g_02012
OG0000697	Syan.g_00495	Prbc.g_02013
OG0000698	Syan.g_00498	Prbc.g_02016
OG0000699	Syan.g_00500	Prbc.g_02017
OG0000700	Syan.g_00501	Prbc.g_02018
OG0000701	Syan.g_00502	Prbc.g_02019
OG0000702	Syan.g_00534	Prbc.g_02021
OG0000703	Syan.g_00546	Prbc.g_02022
OG0000704	Syan.g_00550	Prbc.g_02023
OG0000705	Syan.g_00557	Prbc.g_02029
OG0000706	Syan.g_00558	Prbc.g_02030
OG0000707	Syan.g_00559	Prbc.g_02031
OG0000708	Syan.g_00562	Prbc.g_02033
OG0000709	Syan.g_00570	Prbc.g_02037
OG0000710	Syan.g_00574	Prbc.g_02040
OG0000711	Syan.g_00607	Prbc.g_02055
OG0000712	Syan.g_00609	Prbc.g_02057
OG0000713	Syan.g_00610	Prbc.g_02058
OG0000714	Syan.g_00624	Prbc.g_02059
OG0000715	Syan.g_00626	Prbc.g_02061
OG0000716	Syan.g_00630	Prbc.g_02062
OG0000717	Syan.g_00631	Prbc.g_02063
OG0000718	Syan.g_00651	Prbc.g_02079
OG0000719	Syan.g_00367	Prbc.g_02080
OG0000720	Syan.g_00354	Prbc.g_02091
OG0000721	Syan.g_00352	Prbc.g_02092
OG0000722	Syan.g_00351	Prbc.g_02093
OG0000723	Syan.g_00341	Prbc.g_02097
OG0000724	Syan.g_00299	Prbc.g_02108
OG0000725	Syan.g_00194	Prbc.g_01934
OG0000726	Syan.g_00193	Prbc.g_01933
OG0000727	Syan.g_00192	Prbc.g_01932
OG0000728	Syan.g_00190	Prbc.g_01930
OG0000729	Syan.g_01885	Prbc.g_00201
OG0000730	Syan.g_02147	Prbc.g_01244
OG0000731	Syan.g_02135	Prbc.g_01252
OG0000732	Syan.g_01726	Prbc.g_00987
OG0000733	Syan.g_01147	Prbc.g_00897
OG0000734	Syan.g_02982	Prbc.g_01462
OG0000735	Syan.g_02713	Prbc.g_01460
OG0000736	Syan.g_02712	Prbc.g_01459
OG0000737	Syan.g_02711	Prbc.g_01458
OG0000738	Syan.g_02705	Prbc.g_01454
OG0000739	Syan.g_02704	Prbc.g_01453
OG0000740	Syan.g_02703	Prbc.g_01452
OG0000741	Syan.g_02700	Prbc.g_01450
OG0000742	Syan.g_02697	Prbc.g_01447
OG0000743	Syan.g_02694	Prbc.g_01445
OG0000744	Syan.g_02693	Prbc.g_01444
OG0000745	Syan.g_02690	Prbc.g_01442
OG0000746	Syan.g_02687	Prbc.g_01440
OG0000747	Syan.g_02685	Prbc.g_01439
OG0000748	Syan.g_02669	Prbc.g_01435
OG0000749	Syan.g_02668	Prbc.g_01434
OG0000750	Syan.g_02667	Prbc.g_01433
OG0000751	Syan.g_02661	Prbc.g_01430
OG0000752	Syan.g_02659	Prbc.g_01428
OG0000753	Syan.g_02656	Prbc.g_01426
OG0000754	Syan.g_02650	Prbc.g_01422
OG0000755	Syan.g_02641	Prbc.g_01418
OG0000756	Syan.g_02640	Prbc.g_01417
OG0000757	Syan.g_02623	Prbc.g_01410
OG0000758	Syan.g_02622	Prbc.g_01409
OG0000759	Syan.g_02621	Prbc.g_01408
OG0000760	Syan.g_02620	Prbc.g_01407
OG0000761	Syan.g_02619	Prbc.g_01406
OG0000762	Syan.g_02617	Prbc.g_01405
OG0000763	Syan.g_02615	Prbc.g_01403
OG0000764	Syan.g_02614	Prbc.g_01402
OG0000765	Syan.g_02587	Prbc.g_01394
OG0000766	Syan.g_02586	Prbc.g_01393
OG0000767	Syan.g_02584	Prbc.g_01392
OG0000768	Syan.g_02583	Prbc.g_01391
OG0000769	Syan.g_02581	Prbc.g_01389
OG0000770	Syan.g_02561	Prbc.g_01388
OG0000771	Syan.g_00305	Prbc.g_02103
OG0000772	Syan.g_00436	Prbc.g_01320
OG0000773	Syan.g_01199	Prbc.g_00557
OG0000774	Syan.g_01205	Prbc.g_00560
OG0000775	Syan.g_01207	Prbc.g_00561
OG0000776	Syan.g_01208	Prbc.g_00562
OG0000777	Syan.g_01209	Prbc.g_00563
OG0000778	Syan.g_01210	Prbc.g_00564
OG0000779	Syan.g_01215	Prbc.g_00568
OG0000780	Syan.g_01218	Prbc.g_00569
OG0000781	Syan.g_01222	Prbc.g_00571
OG0000782	Syan.g_01223	Prbc.g_00572
OG0000783	Syan.g_01224	Prbc.g_00573
OG0000784	Syan.g_01225	Prbc.g_00574
OG0000785	Syan.g_01228	Prbc.g_00576
OG0000786	Syan.g_01243	Prbc.g_00579
OG0000787	Syan.g_01244	Prbc.g_00580
OG0000788	Syan.g_00843	Prbc.g_01820
OG0000789	Syan.g_00075	Prbc.g_02100
OG0000790	Syan.g_02778	Prbc.g_00662
OG0000791	Syan.g_02780	Prbc.g_00664
OG0000792	Syan.g_02781	Prbc.g_00665
OG0000793	Syan.g_02879	Prbc.g_00668
OG0000794	Syan.g_02881	Prbc.g_00669
OG0000795	Syan.g_02882	Prbc.g_00670
OG0000796	Syan.g_02886	Prbc.g_00674
OG0000797	Syan.g_02888	Prbc.g_00675
OG0000799	Syan.g_01310	Prbc.g_00690
OG0000800	Syan.g_01308	Prbc.g_00691
OG0000801	Syan.g_01307	Prbc.g_00692
OG0000802	Syan.g_01303	Prbc.g_00694
OG0000803	Syan.g_01294	Prbc.g_00696
OG0000804	Syan.g_01291	Prbc.g_00697
OG0000805	Syan.g_01289	Prbc.g_00699
OG0000806	Syan.g_01287	Prbc.g_00701
OG0000807	Syan.g_01286	Prbc.g_00702
OG0000808	Syan.g_01285	Prbc.g_00703
OG0000809	Syan.g_01281	Prbc.g_00707
OG0000810	Syan.g_01280	Prbc.g_00708
OG0000811	Syan.g_01272	Prbc.g_00712
OG0000812	Syan.g_01270	Prbc.g_00714
OG0000813	Syan.g_01269	Prbc.g_00715
OG0000814	Syan.g_01267	Prbc.g_00717
OG0000815	Syan.g_01249	Prbc.g_00718
OG0000816	Syan.g_01247	Prbc.g_00720
OG0000817	Syan.g_01328	Prbc.g_00721
OG0000818	Syan.g_02807	Prbc.g_00725
OG0000819	Syan.g_02808	Prbc.g_00726
OG0000820	Syan.g_02809	Prbc.g_00727
OG0000821	Syan.g_02815	Prbc.g_00730
OG0000822	Syan.g_02817	Prbc.g_00731
OG0000823	Syan.g_02818	Prbc.g_00732
OG0000824	Syan.g_02824	Prbc.g_00735
OG0000825	Syan.g_02825	Prbc.g_00736
OG0000826	Syan.g_02826	Prbc.g_00737
OG0000827	Syan.g_02827	Prbc.g_00738
OG0000828	Syan.g_02830	Prbc.g_00741
OG0000829	Syan.g_02831	Prbc.g_00742
OG0000830	Syan.g_02832	Prbc.g_00743
OG0000831	Syan.g_02834	Prbc.g_00745
OG0000832	Syan.g_02408	Prbc.g_00755
OG0000833	Syan.g_01343	Prbc.g_00763
OG0000834	Syan.g_01345	Prbc.g_00764
OG0000835	Syan.g_01346	Prbc.g_00765
OG0000836	Syan.g_01349	Prbc.g_00766
OG0000837	Syan.g_01351	Prbc.g_00767
OG0000838	Syan.g_01355	Prbc.g_00769
OG0000839	Syan.g_01356	Prbc.g_00770
OG0000840	Syan.g_01357	Prbc.g_00771
OG0000841	Syan.g_01358	Prbc.g_00772
OG0000842	Syan.g_01359	Prbc.g_00773
OG0000843	Syan.g_01360	Prbc.g_00774
OG0000844	Syan.g_01362	Prbc.g_00775
OG0000845	Syan.g_01363	Prbc.g_00776
OG0000846	Syan.g_01364	Prbc.g_00777
OG0000847	Syan.g_01365	Prbc.g_00778
OG0000848	Syan.g_01367	Prbc.g_00779
OG0000849	Syan.g_01368	Prbc.g_00780
OG0000850	Syan.g_01371	Prbc.g_00782
OG0000851	Syan.g_01374	Prbc.g_00783
OG0000852	Syan.g_01375	Prbc.g_00784
OG0000853	Syan.g_01379	Prbc.g_00789
OG0000854	Syan.g_01381	Prbc.g_00791
OG0000855	Syan.g_01382	Prbc.g_00792
OG0000856	Syan.g_01136	Prbc.g_00677
OG0000857	Syan.g_00672	Prbc.g_01874
OG0000858	Syan.g_01389	Prbc.g_00827
OG0000859	Syan.g_01390	Prbc.g_00828
OG0000860	Syan.g_01402	Prbc.g_00834
OG0000861	Syan.g_01403	Prbc.g_00835
OG0000862	Syan.g_01412	Prbc.g_00836
OG0000863	Syan.g_01414	Prbc.g_00837
OG0000864	Syan.g_00969	Prbc.g_00838
OG0000865	Syan.g_01415	Prbc.g_00839
OG0000866	Syan.g_01416	Prbc.g_00840
OG0000867	Syan.g_01417	Prbc.g_00841
OG0000868	Syan.g_01421	Prbc.g_00842
OG0000869	Syan.g_01426	Prbc.g_00845
OG0000870	Syan.g_01431	Prbc.g_00850
OG0000871	Syan.g_01432	Prbc.g_00851
OG0000872	Syan.g_01438	Prbc.g_00852
OG0000873	Syan.g_01441	Prbc.g_00855
OG0000874	Syan.g_01443	Prbc.g_00858
OG0000875	Syan.g_01445	Prbc.g_00860
OG0000876	Syan.g_00391	Prbc.g_00861
OG0000877	Syan.g_01449	Prbc.g_00863
OG0000878	Syan.g_01450	Prbc.g_00864
OG0000879	Syan.g_01451	Prbc.g_00865
OG0000880	Syan.g_01452	Prbc.g_00866
OG0000881	Syan.g_01457	Prbc.g_00869
OG0000882	Syan.g_01462	Prbc.g_00874
OG0000883	Syan.g_01464	Prbc.g_00876
OG0000884	Syan.g_01466	Prbc.g_00878
OG0000885	Syan.g_01467	Prbc.g_00879
OG0000886	Syan.g_01468	Prbc.g_00880
OG0000887	Syan.g_01469	Prbc.g_00881
OG0000888	Syan.g_01471	Prbc.g_00883
OG0000889	Syan.g_01473	Prbc.g_00885
OG0000890	Syan.g_01476	Prbc.g_00886
OG0000891	Syan.g_01477	Prbc.g_00887
OG0000892	Syan.g_01480	Prbc.g_00889
OG0000893	Syan.g_02103	Prbc.g_00933
OG0000894	Syan.g_02108	Prbc.g_00936
OG0000895	Syan.g_02112	Prbc.g_00939
OG0000896	Syan.g_02113	Prbc.g_00940
OG0000897	Syan.g_02115	Prbc.g_00942
OG0000898	Syan.g_02116	Prbc.g_00943
OG0000899	Syan.g_02117	Prbc.g_00944
OG0000900	Syan.g_02118	Prbc.g_00945
OG0000901	Syan.g_02123	Prbc.g_00948
OG0000902	Syan.g_02125	Prbc.g_00950
OG0000903	Syan.g_02252	Prbc.g_00960
OG0000904	Syan.g_02258	Prbc.g_00955
OG0000905	Syan.g_02129	Prbc.g_00952
OG0000906	Syan.g_02127	Prbc.g_00951
OG0000907	Syan.g_02245	Prbc.g_00327
OG0000908	Syan.g_02242	Prbc.g_00324
OG0000909	Syan.g_02241	Prbc.g_00323
OG0000910	Syan.g_02240	Prbc.g_00322
OG0000911	Syan.g_02238	Prbc.g_00320
OG0000912	Syan.g_02237	Prbc.g_00319
OG0000913	Syan.g_02236	Prbc.g_00318
OG0000914	Syan.g_02235	Prbc.g_00317
OG0000915	Syan.g_02233	Prbc.g_00316
OG0000916	Syan.g_02232	Prbc.g_00315
OG0000917	Syan.g_02231	Prbc.g_00314
OG0000918	Syan.g_02230	Prbc.g_00313
OG0000919	Syan.g_02229	Prbc.g_00312
OG0000920	Syan.g_02228	Prbc.g_00311
OG0000921	Syan.g_02227	Prbc.g_00310
OG0000922	Syan.g_02226	Prbc.g_00309
OG0000923	Syan.g_02222	Prbc.g_00305
OG0000924	Syan.g_02221	Prbc.g_00304
OG0000925	Syan.g_02220	Prbc.g_00303
OG0000926	Syan.g_02219	Prbc.g_00302
OG0000927	Syan.g_02217	Prbc.g_00300
OG0000928	Syan.g_02216	Prbc.g_00299
OG0000929	Syan.g_02215	Prbc.g_00298
OG0000930	Syan.g_02214	Prbc.g_00297
OG0000931	Syan.g_02213	Prbc.g_00296
OG0000932	Syan.g_02212	Prbc.g_00295
OG0000933	Syan.g_02206	Prbc.g_00291
OG0000934	Syan.g_02204	Prbc.g_00289
OG0000935	Syan.g_02203	Prbc.g_00288
OG0000936	Syan.g_02202	Prbc.g_00287
OG0000937	Syan.g_02201	Prbc.g_00286
OG0000938	Syan.g_02198	Prbc.g_00283
OG0000939	Syan.g_02197	Prbc.g_00282
OG0000940	Syan.g_02188	Prbc.g_00275
OG0000941	Syan.g_02186	Prbc.g_00273
OG0000942	Syan.g_02184	Prbc.g_00271
OG0000943	Syan.g_02183	Prbc.g_00270
OG0000944	Syan.g_02181	Prbc.g_00268
OG0000945	Syan.g_02180	Prbc.g_00267
OG0000946	Syan.g_02167	Prbc.g_00248
OG0000947	Syan.g_02164	Prbc.g_00246
OG0000948	Syan.g_02163	Prbc.g_00245
OG0000949	Syan.g_01951	Prbc.g_00242
OG0000950	Syan.g_01940	Prbc.g_00237
OG0000951	Syan.g_01932	Prbc.g_00233
OG0000952	Syan.g_01927	Prbc.g_00229
OG0000953	Syan.g_01922	Prbc.g_00225
OG0000954	Syan.g_01916	Prbc.g_00221
OG0000955	Syan.g_01915	Prbc.g_00220
OG0000956	Syan.g_01913	Prbc.g_00218
OG0000957	Syan.g_01898	Prbc.g_00213
OG0000958	Syan.g_01897	Prbc.g_00212
OG0000959	Syan.g_01893	Prbc.g_00208
OG0000960	Syan.g_01892	Prbc.g_00207
OG0000961	Syan.g_03024	Prbc.g_00204
OG0000962	Syan.g_01887	Prbc.g_00202
OG0000963	Syan.g_01881	Prbc.g_00197
OG0000964	Syan.g_01880	Prbc.g_00196
OG0000965	Syan.g_01879	Prbc.g_00195
OG0000966	Syan.g_01812	Prbc.g_00965
OG0000967	Syan.g_01804	Prbc.g_00969
OG0000968	Syan.g_01706	Prbc.g_00971
OG0000969	Syan.g_01708	Prbc.g_00972
OG0000970	Syan.g_01709	Prbc.g_00973
OG0000971	Syan.g_01711	Prbc.g_00974
OG0000972	Syan.g_01712	Prbc.g_00975
OG0000973	Syan.g_01713	Prbc.g_00976
OG0000974	Syan.g_01714	Prbc.g_00977
OG0000975	Syan.g_01715	Prbc.g_00978
OG0000976	Syan.g_01716	Prbc.g_00979
OG0000977	Syan.g_01718	Prbc.g_00980
OG0000978	Syan.g_01719	Prbc.g_00981
OG0000979	Syan.g_01722	Prbc.g_00984
OG0000980	Syan.g_01725	Prbc.g_00986
OG0000981	Syan.g_01728	Prbc.g_00989
OG0000982	Syan.g_01566	Prbc.g_00991
OG0000983	Syan.g_01567	Prbc.g_00992
OG0000984	Syan.g_01568	Prbc.g_00993
OG0000985	Syan.g_01572	Prbc.g_00996
OG0000986	Syan.g_01574	Prbc.g_00998
OG0000987	Syan.g_01576	Prbc.g_00999
OG0000988	Syan.g_01581	Prbc.g_01002
OG0000989	Syan.g_01587	Prbc.g_01006
OG0000990	Syan.g_01615	Prbc.g_01011
OG0000991	Syan.g_01618	Prbc.g_01012
OG0000992	Syan.g_01622	Prbc.g_01015
OG0000993	Syan.g_01623	Prbc.g_01016
OG0000994	Syan.g_01625	Prbc.g_01017
OG0000995	Syan.g_01629	Prbc.g_01021
OG0000996	Syan.g_01653	Prbc.g_01022
OG0000997	Syan.g_01677	Prbc.g_01043
OG0000998	Syan.g_01679	Prbc.g_01045
OG0000999	Syan.g_01680	Prbc.g_01046
OG0001000	Syan.g_01684	Prbc.g_01049
OG0001001	Syan.g_01690	Prbc.g_01052
OG0001002	Syan.g_01697	Prbc.g_01057
OG0001003	Syan.g_01699	Prbc.g_01060
OG0001004	Syan.g_01700	Prbc.g_01061
OG0001005	Syan.g_01701	Prbc.g_01062
OG0001006	Syan.g_01794	Prbc.g_01067
OG0001007	Syan.g_01796	Prbc.g_01069
OG0001008	Syan.g_02397	Prbc.g_01498
OG0001009	Syan.g_01748	Prbc.g_01097
OG0001010	Syan.g_01747	Prbc.g_01098
OG0001011	Syan.g_01745	Prbc.g_01099
OG0001012	Syan.g_00281	Prbc.g_01121
OG0001013	Syan.g_01542	Prbc.g_01126
OG0001014	Syan.g_01535	Prbc.g_01129
OG0001015	Syan.g_01534	Prbc.g_01130
OG0001016	Syan.g_02912	Prbc.g_00500
OG0001017	Syan.g_02918	Prbc.g_00496
OG0001018	Syan.g_02920	Prbc.g_00493
OG0001019	Syan.g_02947	Prbc.g_00484
OG0001020	Syan.g_02951	Prbc.g_00483
OG0001021	Syan.g_02958	Prbc.g_00482
OG0001022	Syan.g_02964	Prbc.g_00479
OG0001023	Syan.g_02965	Prbc.g_00478
OG0001024	Syan.g_00968	Prbc.g_00475
OG0001025	Syan.g_02971	Prbc.g_00468
OG0001026	Syan.g_02984	Prbc.g_00460
OG0001027	Syan.g_02308	Prbc.g_00459
OG0001028	Syan.g_02305	Prbc.g_00457
OG0001029	Syan.g_02303	Prbc.g_00455
OG0001030	Syan.g_02281	Prbc.g_00439
OG0001031	Syan.g_03060	Prbc.g_00385
OG0001032	Syan.g_03063	Prbc.g_00384
OG0001033	Syan.g_00970	Prbc.g_00364
OG0001034	Syan.g_02425	Prbc.g_00334
OG0001035	Syan.g_02062	Prbc.g_01150
OG0001036	Syan.g_02056	Prbc.g_01154
OG0001037	Syan.g_02054	Prbc.g_01155
OG0001038	Syan.g_02025	Prbc.g_01171
OG0001039	Syan.g_02022	Prbc.g_01173
OG0001040	Syan.g_02019	Prbc.g_01176
OG0001041	Syan.g_02015	Prbc.g_01180
OG0001042	Syan.g_01992	Prbc.g_01196
OG0001043	Syan.g_01988	Prbc.g_01197
OG0001044	Syan.g_02145	Prbc.g_01245
OG0001045	Syan.g_02132	Prbc.g_01254
OG0001046	Syan.g_00591	Prbc.g_02168
OG0001047	Syan.g_02399	Prbc.g_01500
OG0001048	Syan.g_02400	Prbc.g_01501
OG0001049	Syan.g_01340	Prbc.g_01503
OG0001050	Syan.g_01339	Prbc.g_01504
OG0001051	Syan.g_01338	Prbc.g_01505
OG0001052	Syan.g_02850	Prbc.g_01531
OG0001053	Syan.g_02761	Prbc.g_01543
OG0001054	Syan.g_02742	Prbc.g_01557
OG0001055	Syan.g_02721	Prbc.g_01597
OG0001056	Syan.g_01161	Prbc.g_01615
OG0001057	Syan.g_00832	Prbc.g_01620
OG0001058	Syan.g_00851	Prbc.g_01629
OG0001059	Syan.g_00855	Prbc.g_01633
OG0001060	Syan.g_00861	Prbc.g_01640
OG0001061	Syan.g_00880	Prbc.g_01653
OG0001063	Syan.g_00945	Prbc.g_01656
OG0001064	Syan.g_00946	Prbc.g_01657
OG0001065	Syan.g_00947	Prbc.g_01658
OG0001066	Syan.g_00948	Prbc.g_01659
OG0001067	Syan.g_00949	Prbc.g_01660
OG0001068	Syan.g_00950	Prbc.g_01661
OG0001069	Syan.g_00951	Prbc.g_01662
OG0001070	Syan.g_00955	Prbc.g_01664
OG0001071	Syan.g_00956	Prbc.g_01665
OG0001072	Syan.g_00960	Prbc.g_01666
OG0001073	Syan.g_01012	Prbc.g_01680
OG0001074	Syan.g_00202	Prbc.g_01692
OG0001075	Syan.g_00200	Prbc.g_01693
OG0001076	Syan.g_00012	Prbc.g_01700
OG0001077	Syan.g_01140	Prbc.g_01705
OG0001078	Syan.g_00815	Prbc.g_01713
OG0001079	Syan.g_00799	Prbc.g_01724
OG0001080	Syan.g_00781	Prbc.g_01730
OG0001081	Syan.g_00779	Prbc.g_01732
OG0001082	Syan.g_00778	Prbc.g_01733
OG0001083	Syan.g_00771	Prbc.g_01738
OG0001084	Syan.g_00770	Prbc.g_01739
OG0001086	Syan.g_00757	Prbc.g_01750
OG0001087	Syan.g_01159	Prbc.g_01770
OG0001088	Syan.g_02688	Prbc.g_01771
OG0001089	Syan.g_00185	Prbc.g_01779
OG0001090	Syan.g_00317	Prbc.g_01788
OG0001091	Syan.g_00320	Prbc.g_01790
OG0001092	Syan.g_00322	Prbc.g_01791
OG0001093	Syan.g_00328	Prbc.g_01796
OG0001094	Syan.g_00696	Prbc.g_01852
OG0001095	Syan.g_00675	Prbc.g_01871
OG0001096	Syan.g_00659	Prbc.g_01886
OG0001097	Syan.g_00386	Prbc.g_01906
OG0001099	Syan.g_02304	Prbc.g_01962
OG0001100	Syan.g_00749	Prbc.g_01969
OG0001101	Syan.g_00747	Prbc.g_01971
OG0001102	Syan.g_00744	Prbc.g_01974
OG0001103	Syan.g_00742	Prbc.g_01976
OG0001104	Syan.g_00714	Prbc.g_01838
OG0001106	Syan.g_00551	Prbc.g_02024
OG0001107	Syan.g_00563	Prbc.g_02034
OG0001108	Syan.g_00571	Prbc.g_02038
OG0001109	Syan.g_00573	Prbc.g_02039
OG0001110	Syan.g_00575	Prbc.g_02041
