Orthogroup	Syan	Syar
OG0000559	Syan.g_00853	Syar.g_02322
OG0000560	Syan.g_00856	Syar.g_02320
OG0000561	Syan.g_00857	Syar.g_02319
OG0000562	Syan.g_00858	Syar.g_02318
OG0000563	Syan.g_00859	Syar.g_02317
OG0000564	Syan.g_00860	Syar.g_02316
OG0000565	Syan.g_00864	Syar.g_02312
OG0000566	Syan.g_00868	Syar.g_02308
OG0000567	Syan.g_00872	Syar.g_02304
OG0000568	Syan.g_00874	Syar.g_02302
OG0000569	Syan.g_00875	Syar.g_02301
OG0000570	Syan.g_00876	Syar.g_02300
OG0000571	Syan.g_00879	Syar.g_02298
OG0000572	Syan.g_00954	Syar.g_02201
OG0000573	Syan.g_00963	Syar.g_02191
OG0000574	Syan.g_00965	Syar.g_02190
OG0000575	Syan.g_01003	Syar.g_03180
OG0000576	Syan.g_01007	Syar.g_02187
OG0000577	Syan.g_01008	Syar.g_02186
OG0000578	Syan.g_01009	Syar.g_02185
OG0000579	Syan.g_01010	Syar.g_02184
OG0000580	Syan.g_01011	Syar.g_02183
OG0000581	Syan.g_01018	Syar.g_02175
OG0000582	Syan.g_01030	Syar.g_02131
OG0000583	Syan.g_01029	Syar.g_02132
OG0000584	Syan.g_01028	Syar.g_02133
OG0000585	Syan.g_01024	Syar.g_02170
OG0000586	Syan.g_01022	Syar.g_02171
OG0000587	Syan.g_01020	Syar.g_02173
OG0000588	Syan.g_00215	Syar.g_02275
OG0000589	Syan.g_00016	Syar.g_02261
OG0000590	Syan.g_00015	Syar.g_02260
OG0000591	Syan.g_00003	Syar.g_02246
OG0000592	Syan.g_00002	Syar.g_02245
OG0000593	Syan.g_00820	Syar.g_02414
OG0000594	Syan.g_00819	Syar.g_02415
OG0000595	Syan.g_00818	Syar.g_02416
OG0000596	Syan.g_00813	Syar.g_02421
OG0000597	Syan.g_00810	Syar.g_02424
OG0000598	Syan.g_00809	Syar.g_02425
OG0000599	Syan.g_00802	Syar.g_02428
OG0000600	Syan.g_00801	Syar.g_02429
OG0000601	Syan.g_00800	Syar.g_02430
OG0000602	Syan.g_00796	Syar.g_02435
OG0000603	Syan.g_00795	Syar.g_02436
OG0000604	Syan.g_00792	Syar.g_02438
OG0000605	Syan.g_00783	Syar.g_02440
OG0000606	Syan.g_00780	Syar.g_02443
OG0000607	Syan.g_00777	Syar.g_02446
OG0000608	Syan.g_00776	Syar.g_02447
OG0000609	Syan.g_00774	Syar.g_02470
OG0000610	Syan.g_00766	Syar.g_01917
OG0000611	Syan.g_00763	Syar.g_01914
OG0000612	Syan.g_00762	Syar.g_01913
OG0000613	Syan.g_01965	Syar.g_00712
OG0000614	Syan.g_00184	Syar.g_02012, Syar.g_01344
OG0000615	Syan.g_00728	Syar.g_02603
OG0000616	Syan.g_01694	Syar.g_00454
OG0000617	Syan.g_00324	Syar.g_01576
OG0000618	Syan.g_00325	Syar.g_01575
OG0000619	Syan.g_00326	Syar.g_01574
OG0000620	Syan.g_00331	Syar.g_01569
OG0000621	Syan.g_00332	Syar.g_01568
OG0000622	Syan.g_00334	Syar.g_01566
OG0000623	Syan.g_00335	Syar.g_01565
OG0000624	Syan.g_00337	Syar.g_01564
OG0000625	Syan.g_00338	Syar.g_01563
OG0000626	Syan.g_00339	Syar.g_01562
OG0000627	Syan.g_00465	Syar.g_01868
OG0000628	Syan.g_00466	Syar.g_01869
OG0000629	Syan.g_00469	Syar.g_01872
OG0000630	Syan.g_00474	Syar.g_02586
OG0000631	Syan.g_00484	Syar.g_02579
OG0000632	Syan.g_00485	Syar.g_02578
OG0000633	Syan.g_00489	Syar.g_02576
OG0000634	Syan.g_00694	Syar.g_02635
OG0000635	Syan.g_00693	Syar.g_02636
OG0000636	Syan.g_00691	Syar.g_02638
OG0000637	Syan.g_00689	Syar.g_02640
OG0000638	Syan.g_00688	Syar.g_02641
OG0000639	Syan.g_00687	Syar.g_02642
OG0000640	Syan.g_00686	Syar.g_02643
OG0000641	Syan.g_00682	Syar.g_02648
OG0000642	Syan.g_00681	Syar.g_02649
OG0000643	Syan.g_00679	Syar.g_02650
OG0000644	Syan.g_00678	Syar.g_02651
OG0000645	Syan.g_00676	Syar.g_02652
OG0000646	Syan.g_00673	Syar.g_02655
OG0000647	Syan.g_00671	Syar.g_02657
OG0000648	Syan.g_00669	Syar.g_02659
OG0000649	Syan.g_00668	Syar.g_02660
OG0000650	Syan.g_00667	Syar.g_02661
OG0000651	Syan.g_00666	Syar.g_02662
OG0000652	Syan.g_00665	Syar.g_02663
OG0000653	Syan.g_00663	Syar.g_02665
OG0000654	Syan.g_00661	Syar.g_02666
OG0000655	Syan.g_00660	Syar.g_02667
OG0000656	Syan.g_00656	Syar.g_02479
OG0000657	Syan.g_00375	Syar.g_01812
OG0000658	Syan.g_00378	Syar.g_01815
OG0000659	Syan.g_00379	Syar.g_01816
OG0000660	Syan.g_00383	Syar.g_01820
OG0000661	Syan.g_00385	Syar.g_01822
OG0000662	Syan.g_00392	Syar.g_01829
OG0000663	Syan.g_00395	Syar.g_01832
OG0000664	Syan.g_00397	Syar.g_01837
OG0000665	Syan.g_00788	Syar.g_02774
OG0000666	Syan.g_02100	Syar.g_01241
OG0000667	Syan.g_00044	Syar.g_02346
OG0000668	Syan.g_00365	Syar.g_01802
OG0000669	Syan.g_00751	Syar.g_01627
OG0000670	Syan.g_00748	Syar.g_01624
OG0000671	Syan.g_00746	Syar.g_01622
OG0000672	Syan.g_00743	Syar.g_01619
OG0000673	Syan.g_00740	Syar.g_01615
OG0000674	Syan.g_00738	Syar.g_01613
OG0000675	Syan.g_00737	Syar.g_01612
OG0000676	Syan.g_00735	Syar.g_01608
OG0000677	Syan.g_00734	Syar.g_01607
OG0000678	Syan.g_00732	Syar.g_02037
OG0000679	Syan.g_00724	Syar.g_02606
OG0000680	Syan.g_00723	Syar.g_02607
OG0000681	Syan.g_00720	Syar.g_02610
OG0000682	Syan.g_00719	Syar.g_02611
OG0000683	Syan.g_00718	Syar.g_02612
OG0000684	Syan.g_00715	Syar.g_02615
OG0000685	Syan.g_00713	Syar.g_02617
OG0000686	Syan.g_00712	Syar.g_02618
OG0000687	Syan.g_00711	Syar.g_02619
OG0000688	Syan.g_00706	Syar.g_02624
OG0000689	Syan.g_00704	Syar.g_02626
OG0000690	Syan.g_00703	Syar.g_02627
OG0000691	Syan.g_00702	Syar.g_02628
OG0000692	Syan.g_00700	Syar.g_02629
OG0000693	Syan.g_00698	Syar.g_02631
OG0000694	Syan.g_00697	Syar.g_02632
OG0000695	Syan.g_00492	Syar.g_02573
OG0000696	Syan.g_00493	Syar.g_02572
OG0000697	Syan.g_00495	Syar.g_02570
OG0000698	Syan.g_00498	Syar.g_02567
OG0000699	Syan.g_00500	Syar.g_02566
OG0000700	Syan.g_00501	Syar.g_02565
OG0000701	Syan.g_00502	Syar.g_02564
OG0000702	Syan.g_00534	Syar.g_02559
OG0000703	Syan.g_00546	Syar.g_02557
OG0000704	Syan.g_00550	Syar.g_02555
OG0000705	Syan.g_00557	Syar.g_02547
OG0000706	Syan.g_00558	Syar.g_02546
OG0000707	Syan.g_00559	Syar.g_02545
OG0000708	Syan.g_00562	Syar.g_02542
OG0000709	Syan.g_00570	Syar.g_02534
OG0000710	Syan.g_00574	Syar.g_02528
OG0000711	Syan.g_00607	Syar.g_02499
OG0000712	Syan.g_00609	Syar.g_02497
OG0000713	Syan.g_00610	Syar.g_02496
OG0000714	Syan.g_00624	Syar.g_02494
OG0000715	Syan.g_00626	Syar.g_02492
OG0000716	Syan.g_00630	Syar.g_02488
OG0000717	Syan.g_00631	Syar.g_02487
OG0000718	Syan.g_00651	Syar.g_02483
OG0000719	Syan.g_00367	Syar.g_01804
OG0000720	Syan.g_00354	Syar.g_01790
OG0000721	Syan.g_00352	Syar.g_01788
OG0000722	Syan.g_00351	Syar.g_01787
OG0000723	Syan.g_00341	Syar.g_01560
OG0000724	Syan.g_00299	Syar.g_01367, Syar.g_02120
OG0000725	Syan.g_00194	Syar.g_01934
OG0000726	Syan.g_00193	Syar.g_01935
OG0000727	Syan.g_00192	Syar.g_01936
OG0000728	Syan.g_00190	Syar.g_01938
OG0000729	Syan.g_01885	Syar.g_00593
OG0000730	Syan.g_02147	Syar.g_01115
OG0000731	Syan.g_02135	Syar.g_01127
OG0000732	Syan.g_01726	Syar.g_00522
OG0000733	Syan.g_01147	Syar.g_02234
OG0000734	Syan.g_02982	Syar.g_03128
OG0000735	Syan.g_02713	Syar.g_01522
OG0000736	Syan.g_02712	Syar.g_01523
OG0000737	Syan.g_02711	Syar.g_01524
OG0000738	Syan.g_02705	Syar.g_01530
OG0000739	Syan.g_02704	Syar.g_01531
OG0000740	Syan.g_02703	Syar.g_01532
OG0000741	Syan.g_02700	Syar.g_01535
OG0000742	Syan.g_02697	Syar.g_01538
OG0000743	Syan.g_02694	Syar.g_01541
OG0000744	Syan.g_02693	Syar.g_01542
OG0000745	Syan.g_02690	Syar.g_01545
OG0000746	Syan.g_02687	Syar.g_01549
OG0000747	Syan.g_02685	Syar.g_01551
OG0000748	Syan.g_02669	Syar.g_01945
OG0000749	Syan.g_02668	Syar.g_01946
OG0000750	Syan.g_02667	Syar.g_01947
OG0000751	Syan.g_02661	Syar.g_01952
OG0000752	Syan.g_02659	Syar.g_01954
OG0000753	Syan.g_02656	Syar.g_01957
OG0000754	Syan.g_02650	Syar.g_01963
OG0000755	Syan.g_02641	Syar.g_01974
OG0000756	Syan.g_02640	Syar.g_01975
OG0000757	Syan.g_02623	Syar.g_01984
OG0000758	Syan.g_02622	Syar.g_01985
OG0000759	Syan.g_02621	Syar.g_01986
OG0000760	Syan.g_02620	Syar.g_01987
OG0000761	Syan.g_02619	Syar.g_01988
OG0000762	Syan.g_02617	Syar.g_01992
OG0000763	Syan.g_02615	Syar.g_01699
OG0000764	Syan.g_02614	Syar.g_01700
OG0000765	Syan.g_02587	Syar.g_01718
OG0000766	Syan.g_02586	Syar.g_01719
OG0000767	Syan.g_02584	Syar.g_01721
OG0000768	Syan.g_02583	Syar.g_01722
OG0000769	Syan.g_02581	Syar.g_01724
OG0000770	Syan.g_02561	Syar.g_01727
OG0000771	Syan.g_00305	Syar.g_01373
OG0000772	Syan.g_00436	Syar.g_00746
OG0000773	Syan.g_01199	Syar.g_02694
OG0000774	Syan.g_01205	Syar.g_02771
OG0000775	Syan.g_01207	Syar.g_02773
OG0000776	Syan.g_01208	Syar.g_01755
OG0000777	Syan.g_01209	Syar.g_01754
OG0000778	Syan.g_01210	Syar.g_01753
OG0000779	Syan.g_01215	Syar.g_02779
OG0000780	Syan.g_01218	Syar.g_02781
OG0000781	Syan.g_01222	Syar.g_02785
OG0000782	Syan.g_01223	Syar.g_02786
OG0000783	Syan.g_01224	Syar.g_02787
OG0000784	Syan.g_01225	Syar.g_02788
OG0000785	Syan.g_01228	Syar.g_02791
OG0000786	Syan.g_01243	Syar.g_02795
OG0000787	Syan.g_01244	Syar.g_02796
OG0000788	Syan.g_00843	Syar.g_02331
OG0000789	Syan.g_00075	Syar.g_02040
OG0000790	Syan.g_02778	Syar.g_01456
OG0000791	Syan.g_02780	Syar.g_01454
OG0000792	Syan.g_02781	Syar.g_01453
OG0000793	Syan.g_02879	Syar.g_01243
OG0000794	Syan.g_02881	Syar.g_01242
OG0000795	Syan.g_02882	Syar.g_01240
OG0000796	Syan.g_02886	Syar.g_01236
OG0000797	Syan.g_02888	Syar.g_01235
OG0000798	Syan.g_02026	Syar.g_00222
OG0000799	Syan.g_01310	Syar.g_02844
OG0000800	Syan.g_01308	Syar.g_02843
OG0000801	Syan.g_01307	Syar.g_02842
OG0000802	Syan.g_01303	Syar.g_02825
OG0000803	Syan.g_01294	Syar.g_02822
OG0000804	Syan.g_01291	Syar.g_02819
OG0000805	Syan.g_01289	Syar.g_02817
OG0000806	Syan.g_01287	Syar.g_02815
OG0000807	Syan.g_01286	Syar.g_02814
OG0000808	Syan.g_01285	Syar.g_02813
OG0000809	Syan.g_01281	Syar.g_02811
OG0000810	Syan.g_01280	Syar.g_02810
OG0000811	Syan.g_01272	Syar.g_02805
OG0000812	Syan.g_01270	Syar.g_02803
OG0000813	Syan.g_01269	Syar.g_02802
OG0000814	Syan.g_01267	Syar.g_02800
OG0000815	Syan.g_01249	Syar.g_02799
OG0000816	Syan.g_01247	Syar.g_02797
OG0000817	Syan.g_01328	Syar.g_02861
OG0000818	Syan.g_02807	Syar.g_01418
OG0000819	Syan.g_02808	Syar.g_01417
OG0000820	Syan.g_02809	Syar.g_01416
OG0000821	Syan.g_02815	Syar.g_01410
OG0000822	Syan.g_02817	Syar.g_01408
OG0000823	Syan.g_02818	Syar.g_00017, Syar.g_01407
OG0000824	Syan.g_02824	Syar.g_01402
OG0000825	Syan.g_02825	Syar.g_01401
OG0000826	Syan.g_02826	Syar.g_01400
OG0000827	Syan.g_02827	Syar.g_01399
OG0000828	Syan.g_02830	Syar.g_01396
OG0000829	Syan.g_02831	Syar.g_01395
OG0000830	Syan.g_02832	Syar.g_01394
OG0000831	Syan.g_02834	Syar.g_01391
OG0000832	Syan.g_02408	Syar.g_01213
OG0000833	Syan.g_01343	Syar.g_02877
OG0000834	Syan.g_01345	Syar.g_02878
OG0000835	Syan.g_01346	Syar.g_02879
OG0000836	Syan.g_01349	Syar.g_02881
OG0000837	Syan.g_01351	Syar.g_02882
OG0000838	Syan.g_01355	Syar.g_02886
OG0000839	Syan.g_01356	Syar.g_02887
OG0000840	Syan.g_01357	Syar.g_02888
OG0000841	Syan.g_01358	Syar.g_02889
OG0000842	Syan.g_01359	Syar.g_02890
OG0000843	Syan.g_01360	Syar.g_02891
OG0000844	Syan.g_01362	Syar.g_02893
OG0000845	Syan.g_01363	Syar.g_02894
OG0000846	Syan.g_01364	Syar.g_02895
OG0000847	Syan.g_01365	Syar.g_02896
OG0000848	Syan.g_01367	Syar.g_02898
OG0000849	Syan.g_01368	Syar.g_02899
OG0000850	Syan.g_01371	Syar.g_02902
OG0000851	Syan.g_01374	Syar.g_02905
OG0000852	Syan.g_01375	Syar.g_02906
OG0000853	Syan.g_01379	Syar.g_02910
OG0000854	Syan.g_01381	Syar.g_02912
OG0000855	Syan.g_01382	Syar.g_02913
OG0000856	Syan.g_01136	Syar.g_02243
OG0000857	Syan.g_00672	Syar.g_02656
OG0000858	Syan.g_01389	Syar.g_02920
OG0000859	Syan.g_01390	Syar.g_02921
OG0000860	Syan.g_01402	Syar.g_02931
OG0000861	Syan.g_01403	Syar.g_02932
OG0000862	Syan.g_01412	Syar.g_02942
OG0000863	Syan.g_01414	Syar.g_02944
OG0000864	Syan.g_00969	Syar.g_02945
OG0000865	Syan.g_01415	Syar.g_02946
OG0000866	Syan.g_01416	Syar.g_02947
OG0000867	Syan.g_01417	Syar.g_02948
OG0000868	Syan.g_01421	Syar.g_02950
OG0000869	Syan.g_01426	Syar.g_02955
OG0000870	Syan.g_01431	Syar.g_02960
OG0000871	Syan.g_01432	Syar.g_02961
OG0000872	Syan.g_01438	Syar.g_02967
OG0000873	Syan.g_01441	Syar.g_02970
OG0000874	Syan.g_01443	Syar.g_02974
OG0000875	Syan.g_01445	Syar.g_02975
OG0000876	Syan.g_00391	Syar.g_01828
OG0000877	Syan.g_01449	Syar.g_02977
OG0000878	Syan.g_01450	Syar.g_02978
OG0000879	Syan.g_01451	Syar.g_02979
OG0000880	Syan.g_01452	Syar.g_02980
OG0000881	Syan.g_01457	Syar.g_02984
OG0000882	Syan.g_01462	Syar.g_02989
OG0000883	Syan.g_01464	Syar.g_02992
OG0000884	Syan.g_01466	Syar.g_02994
OG0000885	Syan.g_01467	Syar.g_02995
OG0000886	Syan.g_01468	Syar.g_02996
OG0000887	Syan.g_01469	Syar.g_02998
OG0000888	Syan.g_01471	Syar.g_03000
OG0000889	Syan.g_01473	Syar.g_03002
OG0000890	Syan.g_01476	Syar.g_03005
OG0000891	Syan.g_01477	Syar.g_03006
OG0000892	Syan.g_01480	Syar.g_03008
OG0000893	Syan.g_02103	Syar.g_00150
OG0000894	Syan.g_02108	Syar.g_00145
OG0000895	Syan.g_02112	Syar.g_00141
OG0000896	Syan.g_02113	Syar.g_00140
OG0000897	Syan.g_02115	Syar.g_00138
OG0000898	Syan.g_02116	Syar.g_00137
OG0000899	Syan.g_02117	Syar.g_00136
OG0000900	Syan.g_02118	Syar.g_00135
OG0000901	Syan.g_02123	Syar.g_00130
OG0000902	Syan.g_02125	Syar.g_01013
OG0000903	Syan.g_02252	Syar.g_01026
OG0000904	Syan.g_02258	Syar.g_01021
OG0000905	Syan.g_02129	Syar.g_01018
OG0000906	Syan.g_02127	Syar.g_01015
OG0000907	Syan.g_02245	Syar.g_01028
OG0000908	Syan.g_02242	Syar.g_01031
OG0000909	Syan.g_02241	Syar.g_01032
OG0000910	Syan.g_02240	Syar.g_01033
OG0000911	Syan.g_02238	Syar.g_01035
OG0000912	Syan.g_02237	Syar.g_01036
OG0000913	Syan.g_02236	Syar.g_01037
OG0000914	Syan.g_02235	Syar.g_01038
OG0000915	Syan.g_02233	Syar.g_01040
OG0000916	Syan.g_02232	Syar.g_01041
OG0000917	Syan.g_02231	Syar.g_01042
OG0000918	Syan.g_02230	Syar.g_01043
OG0000919	Syan.g_02229	Syar.g_01044
OG0000920	Syan.g_02228	Syar.g_01045
OG0000921	Syan.g_02227	Syar.g_01046
OG0000922	Syan.g_02226	Syar.g_01047
OG0000923	Syan.g_02222	Syar.g_01051
OG0000924	Syan.g_02221	Syar.g_01052
OG0000925	Syan.g_02220	Syar.g_01053
OG0000926	Syan.g_02219	Syar.g_01054
OG0000927	Syan.g_02217	Syar.g_01056
OG0000928	Syan.g_02216	Syar.g_01057
OG0000929	Syan.g_02215	Syar.g_01058
OG0000930	Syan.g_02214	Syar.g_01059
OG0000931	Syan.g_02213	Syar.g_01060
OG0000932	Syan.g_02212	Syar.g_01061
OG0000933	Syan.g_02206	Syar.g_01066
OG0000934	Syan.g_02204	Syar.g_01068
OG0000935	Syan.g_02203	Syar.g_01069
OG0000936	Syan.g_02202	Syar.g_01070
OG0000937	Syan.g_02201	Syar.g_01071
OG0000938	Syan.g_02198	Syar.g_01074
OG0000939	Syan.g_02197	Syar.g_01075
OG0000940	Syan.g_02188	Syar.g_01081
OG0000941	Syan.g_02186	Syar.g_01083
OG0000942	Syan.g_02184	Syar.g_01085
OG0000943	Syan.g_02183	Syar.g_01086
OG0000944	Syan.g_02181	Syar.g_01088
OG0000945	Syan.g_02180	Syar.g_01089
OG0000946	Syan.g_02167	Syar.g_01095
OG0000947	Syan.g_02164	Syar.g_01098
OG0000948	Syan.g_02163	Syar.g_01099
OG0000949	Syan.g_01951	Syar.g_00283
OG0000950	Syan.g_01940	Syar.g_00661
OG0000951	Syan.g_01932	Syar.g_00656
OG0000952	Syan.g_01927	Syar.g_00651
OG0000953	Syan.g_01922	Syar.g_00248
OG0000954	Syan.g_01916	Syar.g_00258
OG0000955	Syan.g_01915	Syar.g_00259
OG0000956	Syan.g_01913	Syar.g_00261
OG0000957	Syan.g_01898	Syar.g_00610
OG0000958	Syan.g_01897	Syar.g_00609
OG0000959	Syan.g_01893	Syar.g_00605
OG0000960	Syan.g_01892	Syar.g_00604
OG0000961	Syan.g_03024	Syar.g_00094
OG0000962	Syan.g_01887	Syar.g_00594
OG0000963	Syan.g_01881	Syar.g_00590
OG0000964	Syan.g_01880	Syar.g_00589
OG0000965	Syan.g_01879	Syar.g_00588
OG0000966	Syan.g_01812	Syar.g_00549
OG0000967	Syan.g_01804	Syar.g_00545
OG0000968	Syan.g_01706	Syar.g_00542
OG0000969	Syan.g_01708	Syar.g_00540
OG0000970	Syan.g_01709	Syar.g_00539
OG0000971	Syan.g_01711	Syar.g_00537
OG0000972	Syan.g_01712	Syar.g_00536
OG0000973	Syan.g_01713	Syar.g_00535
OG0000974	Syan.g_01714	Syar.g_00534
OG0000975	Syan.g_01715	Syar.g_00533
OG0000976	Syan.g_01716	Syar.g_00532
OG0000977	Syan.g_01718	Syar.g_00530
OG0000978	Syan.g_01719	Syar.g_00529
OG0000979	Syan.g_01722	Syar.g_00526
OG0000980	Syan.g_01725	Syar.g_00523
OG0000981	Syan.g_01728	Syar.g_00520
OG0000982	Syan.g_01566	Syar.g_00331
OG0000983	Syan.g_01567	Syar.g_00332
OG0000984	Syan.g_01568	Syar.g_00333
OG0000985	Syan.g_01572	Syar.g_00337
OG0000986	Syan.g_01574	Syar.g_00344
OG0000987	Syan.g_01576	Syar.g_00346
OG0000988	Syan.g_01581	Syar.g_00352
OG0000989	Syan.g_01587	Syar.g_00377
OG0000990	Syan.g_01615	Syar.g_00697
OG0000991	Syan.g_01618	Syar.g_00700
OG0000992	Syan.g_01622	Syar.g_00704
OG0000993	Syan.g_01623	Syar.g_00705
OG0000994	Syan.g_01625	Syar.g_00708
OG0000995	Syan.g_01629	Syar.g_03212, Syar.g_00624
OG0000996	Syan.g_01653	Syar.g_00861
OG0000997	Syan.g_01677	Syar.g_00437
OG0000998	Syan.g_01679	Syar.g_00439
OG0000999	Syan.g_01680	Syar.g_00440
OG0001000	Syan.g_01684	Syar.g_00955, Syar.g_00444
OG0001001	Syan.g_01690	Syar.g_00450
OG0001002	Syan.g_01697	Syar.g_00457
OG0001003	Syan.g_01699	Syar.g_00459
OG0001004	Syan.g_01700	Syar.g_00460
OG0001005	Syan.g_01701	Syar.g_00461
OG0001006	Syan.g_01794	Syar.g_00468
OG0001007	Syan.g_01796	Syar.g_00470
OG0001008	Syan.g_02397	Syar.g_01178
OG0001009	Syan.g_01748	Syar.g_00500
OG0001010	Syan.g_01747	Syar.g_00501
OG0001011	Syan.g_01745	Syar.g_00503
OG0001013	Syan.g_01542	Syar.g_00906
OG0001014	Syan.g_01535	Syar.g_00914
OG0001015	Syan.g_01534	Syar.g_00915
OG0001017	Syan.g_02918	Syar.g_03050
OG0001018	Syan.g_02920	Syar.g_03052
OG0001019	Syan.g_02947	Syar.g_03086
OG0001020	Syan.g_02951	Syar.g_03092
OG0001021	Syan.g_02958	Syar.g_03098
OG0001022	Syan.g_02964	Syar.g_03102
OG0001023	Syan.g_02965	Syar.g_03103
OG0001024	Syan.g_00968	Syar.g_02276
OG0001025	Syan.g_02971	Syar.g_03115
OG0001026	Syan.g_02984	Syar.g_03131
OG0001027	Syan.g_02308	Syar.g_00031
OG0001028	Syan.g_02305	Syar.g_00034
OG0001029	Syan.g_02303	Syar.g_00036
OG0001030	Syan.g_02281	Syar.g_00058
OG0001031	Syan.g_03060	Syar.g_00129
OG0001032	Syan.g_03063	Syar.g_01011
OG0001033	Syan.g_00970	Syar.g_00962
OG0001034	Syan.g_02425	Syar.g_03022
OG0001035	Syan.g_02062	Syar.g_00171
OG0001036	Syan.g_02056	Syar.g_00193
OG0001037	Syan.g_02054	Syar.g_00195
OG0001038	Syan.g_02025	Syar.g_00223
OG0001039	Syan.g_02022	Syar.g_00226
OG0001040	Syan.g_02019	Syar.g_00229
OG0001041	Syan.g_02015	Syar.g_00234
OG0001042	Syan.g_01992	Syar.g_00831
OG0001043	Syan.g_01988	Syar.g_00826
OG0001044	Syan.g_02145	Syar.g_01117
OG0001045	Syan.g_02132	Syar.g_01130
OG0001046	Syan.g_00591	Syar.g_02514
OG0001047	Syan.g_02399	Syar.g_01180
OG0001048	Syan.g_02400	Syar.g_01181
OG0001049	Syan.g_01340	Syar.g_02872
OG0001050	Syan.g_01339	Syar.g_02871
OG0001051	Syan.g_01338	Syar.g_02870
OG0001052	Syan.g_02850	Syar.g_01269
OG0001053	Syan.g_02761	Syar.g_01472
OG0001054	Syan.g_02742	Syar.g_01492
OG0001055	Syan.g_02721	Syar.g_01513
OG0001056	Syan.g_01161	Syar.g_02349
OG0001057	Syan.g_00832	Syar.g_02341
OG0001058	Syan.g_00851	Syar.g_02324
OG0001059	Syan.g_00855	Syar.g_00422
OG0001060	Syan.g_00861	Syar.g_02315
OG0001061	Syan.g_00880	Syar.g_02297
OG0001063	Syan.g_00945	Syar.g_02209
OG0001064	Syan.g_00946	Syar.g_02208
OG0001065	Syan.g_00947	Syar.g_02207
OG0001066	Syan.g_00948	Syar.g_02206
OG0001067	Syan.g_00949	Syar.g_02205
OG0001068	Syan.g_00950	Syar.g_02204
OG0001069	Syan.g_00951	Syar.g_02203
OG0001070	Syan.g_00955	Syar.g_02200
OG0001071	Syan.g_00956	Syar.g_02199
OG0001072	Syan.g_00960	Syar.g_02195
OG0001073	Syan.g_01012	Syar.g_02182
OG0001074	Syan.g_00202	Syar.g_02031
OG0001075	Syan.g_00200	Syar.g_02215
OG0001076	Syan.g_00012	Syar.g_02253
OG0001077	Syan.g_01140	Syar.g_02240
OG0001078	Syan.g_00815	Syar.g_02419
OG0001079	Syan.g_00799	Syar.g_02431
OG0001080	Syan.g_00781	Syar.g_02442
OG0001081	Syan.g_00779	Syar.g_02444
OG0001082	Syan.g_00778	Syar.g_02445
OG0001083	Syan.g_00771	Syar.g_02473
OG0001084	Syan.g_00770	Syar.g_02474
OG0001086	Syan.g_00757	Syar.g_01686
OG0001087	Syan.g_01159	Syar.g_02347
OG0001088	Syan.g_02688	Syar.g_00431
OG0001089	Syan.g_00185	Syar.g_01942
OG0001090	Syan.g_00317	Syar.g_01582
OG0001091	Syan.g_00320	Syar.g_01580
OG0001092	Syan.g_00322	Syar.g_01578
OG0001093	Syan.g_00328	Syar.g_01572
OG0001094	Syan.g_00696	Syar.g_02633
OG0001095	Syan.g_00675	Syar.g_02653
OG0001096	Syan.g_00659	Syar.g_02476
OG0001097	Syan.g_00386	Syar.g_01823
OG0001099	Syan.g_02304	Syar.g_00035
OG0001100	Syan.g_00749	Syar.g_01625
OG0001101	Syan.g_00747	Syar.g_01623
OG0001102	Syan.g_00744	Syar.g_01620
OG0001103	Syan.g_00742	Syar.g_01618
OG0001104	Syan.g_00714	Syar.g_02616
OG0001106	Syan.g_00551	Syar.g_02553
OG0001107	Syan.g_00563	Syar.g_02541
OG0001109	Syan.g_00573	Syar.g_02529
OG0001110	Syan.g_00575	Syar.g_02527
OG0001111	Syan.g_00577	Syar.g_02525
OG0001112	Syan.g_00579	Syar.g_02523
OG0001113	Syan.g_00580	Syar.g_02522
OG0001114	Syan.g_00581	Syar.g_02521
OG0001115	Syan.g_00586	Syar.g_02519
OG0001116	Syan.g_00588	Syar.g_02517
OG0001117	Syan.g_00589	Syar.g_02516
OG0001118	Syan.g_00590	Syar.g_02515
OG0001119	Syan.g_00592	Syar.g_02513
OG0001120	Syan.g_00597	Syar.g_02507
OG0001122	Syan.g_00366	Syar.g_01803
OG0001123	Syan.g_00359	Syar.g_01796
OG0001124	Syan.g_00357	Syar.g_01793
OG0001125	Syan.g_00355	Syar.g_01791
OG0001126	Syan.g_00307	Syar.g_01375
OG0001127	Syan.g_00306	Syar.g_01374
OG0001128	Syan.g_00303	Syar.g_01371
OG0001129	Syan.g_00301	Syar.g_01369
OG0001130	Syan.g_00300	Syar.g_01368
OG0001131	Syan.g_00079	Syar.g_02448
OG0001132	Syan.g_00100	Syar.g_00684
OG0001133	Syan.g_00006	Syar.g_02249
OG0001134	Syan.g_01146	Syar.g_02235
OG0001135	Syan.g_02542, Syan.g_01150	Syar.g_02232
OG0001136	Syan.g_02699	Syar.g_01536
OG0001137	Syan.g_02670	Syar.g_01944
OG0001138	Syan.g_02638	Syar.g_01977
OG0001139	Syan.g_02636	Syar.g_01980
OG0001140	Syan.g_02635	Syar.g_01981
OG0001141	Syan.g_02625	Syar.g_01982
OG0001142	Syan.g_02624	Syar.g_01983
OG0001143	Syan.g_02616	Syar.g_01698
OG0001144	Syan.g_02596	Syar.g_01707
OG0001145	Syan.g_01200	Syar.g_02769
OG0001146	Syan.g_01219	Syar.g_02782
