Orthogroup	Syan	Prbh
OG0000554	Syan.g_01165	Prbh.g_00295
OG0000555	Syan.g_00839	Prbh.g_00288
OG0000556	Syan.g_00842	Prbh.g_00286
OG0000557	Syan.g_00847	Prbh.g_00285
OG0000558	Syan.g_00849	Prbh.g_00283
OG0000559	Syan.g_00853	Prbh.g_00279
OG0000560	Syan.g_00856	Prbh.g_00276
OG0000561	Syan.g_00857	Prbh.g_00275
OG0000562	Syan.g_00858	Prbh.g_00274
OG0000563	Syan.g_00859	Prbh.g_00273
OG0000564	Syan.g_00860	Prbh.g_00272
OG0000565	Syan.g_00864	Prbh.g_00269
OG0000566	Syan.g_00868	Prbh.g_00265
OG0000567	Syan.g_00872	Prbh.g_00261
OG0000568	Syan.g_00874	Prbh.g_00260
OG0000569	Syan.g_00875	Prbh.g_00259
OG0000570	Syan.g_00876	Prbh.g_00258
OG0000571	Syan.g_00879	Prbh.g_00256
OG0000572	Syan.g_00954	Prbh.g_00244
OG0000573	Syan.g_00963	Prbh.g_00238
OG0000574	Syan.g_00965	Prbh.g_00237
OG0000575	Syan.g_01003	Prbh.g_00233
OG0000576	Syan.g_01007	Prbh.g_00231
OG0000577	Syan.g_01008	Prbh.g_00230
OG0000578	Syan.g_01009	Prbh.g_00229
OG0000579	Syan.g_01010	Prbh.g_00228
OG0000580	Syan.g_01011	Prbh.g_00227
OG0000581	Syan.g_01018	Prbh.g_00224
OG0000582	Syan.g_01030	Prbh.g_00221
OG0000583	Syan.g_01029	Prbh.g_00220
OG0000584	Syan.g_01028	Prbh.g_00219
OG0000585	Syan.g_01024	Prbh.g_00217
OG0000586	Syan.g_01022	Prbh.g_00216
OG0000587	Syan.g_01020	Prbh.g_00215
OG0000588	Syan.g_00215	Prbh.g_01465
OG0000589	Syan.g_00016	Prbh.g_01462
OG0000590	Syan.g_00015	Prbh.g_01461
OG0000591	Syan.g_00003	Prbh.g_01457
OG0000592	Syan.g_00002	Prbh.g_01456
OG0000593	Syan.g_00820	Prbh.g_01221
OG0000594	Syan.g_00819	Prbh.g_01220
OG0000595	Syan.g_00818	Prbh.g_01219
OG0000596	Syan.g_00813	Prbh.g_01216
OG0000597	Syan.g_00810	Prbh.g_01213
OG0000598	Syan.g_00809	Prbh.g_01212
OG0000599	Syan.g_00802	Prbh.g_01209
OG0000600	Syan.g_00801	Prbh.g_01208
OG0000601	Syan.g_00800	Prbh.g_01207
OG0000602	Syan.g_00796	Prbh.g_01205
OG0000603	Syan.g_00795	Prbh.g_01204
OG0000604	Syan.g_00792	Prbh.g_01203
OG0000605	Syan.g_00783	Prbh.g_01202
OG0000606	Syan.g_00780	Prbh.g_01199
OG0000607	Syan.g_00777	Prbh.g_01196
OG0000608	Syan.g_00776	Prbh.g_01195
OG0000609	Syan.g_00774	Prbh.g_01194
OG0000610	Syan.g_00766	Prbh.g_01188
OG0000611	Syan.g_00763	Prbh.g_01185
OG0000612	Syan.g_00762	Prbh.g_01184
OG0000613	Syan.g_01965	Prbh.g_00907
OG0000614	Syan.g_00184	Prbh.g_00928
OG0000615	Syan.g_00728	Prbh.g_00939
OG0000616	Syan.g_01694	Prbh.g_01487
OG0000617	Syan.g_00324	Prbh.g_01167
OG0000618	Syan.g_00325	Prbh.g_01166
OG0000619	Syan.g_00326	Prbh.g_01165
OG0000620	Syan.g_00331	Prbh.g_01162
OG0000621	Syan.g_00332	Prbh.g_01161
OG0000622	Syan.g_00334	Prbh.g_01160
OG0000623	Syan.g_00335	Prbh.g_01159
OG0000624	Syan.g_00337	Prbh.g_01157
OG0000625	Syan.g_00338	Prbh.g_01156
OG0000626	Syan.g_00339	Prbh.g_01155
OG0000627	Syan.g_00465	Prbh.g_01154
OG0000628	Syan.g_00466	Prbh.g_01153
OG0000629	Syan.g_00469	Prbh.g_01151
OG0000630	Syan.g_00474	Prbh.g_01148
OG0000631	Syan.g_00484	Prbh.g_01056
OG0000632	Syan.g_00485	Prbh.g_01057
OG0000633	Syan.g_00489	Prbh.g_01058
OG0000634	Syan.g_00694	Prbh.g_00949
OG0000635	Syan.g_00693	Prbh.g_00950
OG0000636	Syan.g_00691	Prbh.g_00952
OG0000637	Syan.g_00689	Prbh.g_00954
OG0000638	Syan.g_00688	Prbh.g_00955
OG0000639	Syan.g_00687	Prbh.g_00956
OG0000640	Syan.g_00686	Prbh.g_00957
OG0000641	Syan.g_00682	Prbh.g_00961
OG0000642	Syan.g_00681	Prbh.g_00962
OG0000643	Syan.g_00679	Prbh.g_00963
OG0000644	Syan.g_00678	Prbh.g_00964
OG0000645	Syan.g_00676	Prbh.g_00965
OG0000646	Syan.g_00673	Prbh.g_00967
OG0000647	Syan.g_00671	Prbh.g_00969
OG0000648	Syan.g_00669	Prbh.g_00971
OG0000649	Syan.g_00668	Prbh.g_00972
OG0000650	Syan.g_00667	Prbh.g_00973
OG0000651	Syan.g_00666	Prbh.g_00974
OG0000652	Syan.g_00665	Prbh.g_00975
OG0000653	Syan.g_00663	Prbh.g_00977
OG0000654	Syan.g_00661	Prbh.g_00978
OG0000655	Syan.g_00660	Prbh.g_00979
OG0000656	Syan.g_00656	Prbh.g_00982
OG0000657	Syan.g_00375	Prbh.g_00989
OG0000658	Syan.g_00378	Prbh.g_00991
OG0000659	Syan.g_00379	Prbh.g_00992
OG0000660	Syan.g_00383	Prbh.g_00996
OG0000661	Syan.g_00385	Prbh.g_00998
OG0000662	Syan.g_00392	Prbh.g_01001
OG0000663	Syan.g_00395	Prbh.g_01003
OG0000664	Syan.g_00397	Prbh.g_01004
OG0000665	Syan.g_00788	Prbh.g_01010
OG0000666	Syan.g_02100	Prbh.g_01011
OG0000667	Syan.g_00044	Prbh.g_01015
OG0000668	Syan.g_00365	Prbh.g_00857
OG0000669	Syan.g_00751	Prbh.g_00868
OG0000670	Syan.g_00748	Prbh.g_00871
OG0000671	Syan.g_00746	Prbh.g_00873
OG0000672	Syan.g_00743	Prbh.g_00876
OG0000673	Syan.g_00740	Prbh.g_00879
OG0000674	Syan.g_00738	Prbh.g_00881
OG0000675	Syan.g_00737	Prbh.g_00882
OG0000676	Syan.g_00735	Prbh.g_00884
OG0000677	Syan.g_00734	Prbh.g_00885
OG0000678	Syan.g_00732	Prbh.g_00887
OG0000679	Syan.g_00724	Prbh.g_00891
OG0000680	Syan.g_00723	Prbh.g_00892
OG0000681	Syan.g_00720	Prbh.g_00895
OG0000682	Syan.g_00719	Prbh.g_00896
OG0000683	Syan.g_00718	Prbh.g_00897
OG0000684	Syan.g_00715	Prbh.g_00898
OG0000685	Syan.g_00713	Prbh.g_00900
OG0000686	Syan.g_00712	Prbh.g_00901
OG0000687	Syan.g_00711	Prbh.g_00902
OG0000688	Syan.g_00706	Prbh.g_01179
OG0000689	Syan.g_00704	Prbh.g_01178
OG0000690	Syan.g_00703	Prbh.g_01177
OG0000691	Syan.g_00702	Prbh.g_01176
OG0000692	Syan.g_00700	Prbh.g_01174
OG0000693	Syan.g_00698	Prbh.g_01173
OG0000694	Syan.g_00697	Prbh.g_01172
OG0000695	Syan.g_00492	Prbh.g_01060
OG0000696	Syan.g_00493	Prbh.g_01061
OG0000697	Syan.g_00495	Prbh.g_01062
OG0000698	Syan.g_00498	Prbh.g_01065
OG0000699	Syan.g_00500	Prbh.g_01066
OG0000700	Syan.g_00501	Prbh.g_01067
OG0000701	Syan.g_00502	Prbh.g_01068
OG0000702	Syan.g_00534	Prbh.g_01070
OG0000703	Syan.g_00546	Prbh.g_01071
OG0000704	Syan.g_00550	Prbh.g_01073
OG0000705	Syan.g_00557	Prbh.g_01079
OG0000706	Syan.g_00558	Prbh.g_01080
OG0000707	Syan.g_00559	Prbh.g_01081
OG0000708	Syan.g_00562	Prbh.g_01083
OG0000709	Syan.g_00570	Prbh.g_01087
OG0000710	Syan.g_00574	Prbh.g_01090
OG0000711	Syan.g_00607	Prbh.g_01106
OG0000712	Syan.g_00609	Prbh.g_01107
OG0000713	Syan.g_00610	Prbh.g_01108
OG0000714	Syan.g_00624	Prbh.g_01109
OG0000715	Syan.g_00626	Prbh.g_01111
OG0000716	Syan.g_00630	Prbh.g_01113
OG0000717	Syan.g_00631	Prbh.g_01114
OG0000718	Syan.g_00651	Prbh.g_01116
OG0000719	Syan.g_00367	Prbh.g_01118
OG0000720	Syan.g_00354	Prbh.g_01129
OG0000721	Syan.g_00352	Prbh.g_01133
OG0000722	Syan.g_00351	Prbh.g_01134
OG0000723	Syan.g_00341	Prbh.g_01138
OG0000724	Syan.g_00299	Prbh.g_01036
OG0000725	Syan.g_00194	Prbh.g_01030
OG0000726	Syan.g_00193	Prbh.g_01029
OG0000727	Syan.g_00192	Prbh.g_01028
OG0000728	Syan.g_00190	Prbh.g_01026
OG0000729	Syan.g_01885	Prbh.g_01351
OG0000730	Syan.g_02147	Prbh.g_01325
OG0000731	Syan.g_02135	Prbh.g_00432
OG0000733	Syan.g_01147	Prbh.g_01867
OG0000734	Syan.g_02982	Prbh.g_01299
OG0000735	Syan.g_02713	Prbh.g_01297
OG0000736	Syan.g_02712	Prbh.g_01296
OG0000737	Syan.g_02711	Prbh.g_01295
OG0000738	Syan.g_02705	Prbh.g_01291
OG0000739	Syan.g_02704	Prbh.g_01290
OG0000740	Syan.g_02703	Prbh.g_01289
OG0000741	Syan.g_02700	Prbh.g_01287
OG0000742	Syan.g_02697	Prbh.g_01284
OG0000743	Syan.g_02694	Prbh.g_01282
OG0000744	Syan.g_02693	Prbh.g_01280
OG0000745	Syan.g_02690	Prbh.g_01279
OG0000746	Syan.g_02687	Prbh.g_01277
OG0000747	Syan.g_02685	Prbh.g_01276
OG0000748	Syan.g_02669	Prbh.g_01272
OG0000749	Syan.g_02668	Prbh.g_01271
OG0000750	Syan.g_02667	Prbh.g_01270
OG0000751	Syan.g_02661	Prbh.g_01267
OG0000752	Syan.g_02659	Prbh.g_01265
OG0000753	Syan.g_02656	Prbh.g_01262
OG0000754	Syan.g_02650	Prbh.g_01260
OG0000755	Syan.g_02641	Prbh.g_01254
OG0000756	Syan.g_02640	Prbh.g_01253
OG0000757	Syan.g_02623	Prbh.g_01246
OG0000758	Syan.g_02622	Prbh.g_01245
OG0000759	Syan.g_02621	Prbh.g_01244
OG0000760	Syan.g_02620	Prbh.g_01243
OG0000761	Syan.g_02619	Prbh.g_01242
OG0000762	Syan.g_02617	Prbh.g_01241
OG0000763	Syan.g_02615	Prbh.g_01239
OG0000764	Syan.g_02614	Prbh.g_01238
OG0000765	Syan.g_02587	Prbh.g_01230
OG0000766	Syan.g_02586	Prbh.g_01229
OG0000767	Syan.g_02584	Prbh.g_01227
OG0000768	Syan.g_02583	Prbh.g_01226
OG0000769	Syan.g_02581	Prbh.g_01224
OG0000770	Syan.g_02561	Prbh.g_01451
OG0000771	Syan.g_00305	Prbh.g_01397
OG0000772	Syan.g_00436	Prbh.g_01845
OG0000773	Syan.g_01199	Prbh.g_01364
OG0000774	Syan.g_01205	Prbh.g_01366
OG0000775	Syan.g_01207	Prbh.g_01368
OG0000776	Syan.g_01208	Prbh.g_01369
OG0000777	Syan.g_01209	Prbh.g_01370
OG0000778	Syan.g_01210	Prbh.g_01371
OG0000779	Syan.g_01215	Prbh.g_01375
OG0000780	Syan.g_01218	Prbh.g_01376
OG0000781	Syan.g_01222	Prbh.g_01379
OG0000782	Syan.g_01223	Prbh.g_01380
OG0000783	Syan.g_01224	Prbh.g_01381
OG0000784	Syan.g_01225	Prbh.g_01382
OG0000785	Syan.g_01228	Prbh.g_01384
OG0000786	Syan.g_01243	Prbh.g_01387
OG0000787	Syan.g_01244	Prbh.g_01388
OG0000788	Syan.g_00843	Prbh.g_00206
OG0000789	Syan.g_00075	Prbh.g_00196
OG0000790	Syan.g_02778	Prbh.g_00014
OG0000791	Syan.g_02780	Prbh.g_00016
OG0000792	Syan.g_02781	Prbh.g_00017
OG0000793	Syan.g_02879	Prbh.g_00021
OG0000794	Syan.g_02881	Prbh.g_00022
OG0000795	Syan.g_02882	Prbh.g_00023
OG0000796	Syan.g_02886	Prbh.g_00027
OG0000797	Syan.g_02888	Prbh.g_00028
OG0000798	Syan.g_02026	Prbh.g_00033
OG0000799	Syan.g_01310	Prbh.g_00079
OG0000800	Syan.g_01308	Prbh.g_00080
OG0000801	Syan.g_01307	Prbh.g_00081
OG0000802	Syan.g_01303	Prbh.g_00083
OG0000803	Syan.g_01294	Prbh.g_00085
OG0000804	Syan.g_01291	Prbh.g_00086
OG0000805	Syan.g_01289	Prbh.g_00088
OG0000806	Syan.g_01287	Prbh.g_00090
OG0000807	Syan.g_01286	Prbh.g_00091
OG0000808	Syan.g_01285	Prbh.g_00092
OG0000809	Syan.g_01281	Prbh.g_00094
OG0000810	Syan.g_01280	Prbh.g_00095
OG0000811	Syan.g_01272	Prbh.g_00102
OG0000812	Syan.g_01270	Prbh.g_00104
OG0000813	Syan.g_01269	Prbh.g_00105
OG0000814	Syan.g_01267	Prbh.g_00107
OG0000815	Syan.g_01249	Prbh.g_00108
OG0000816	Syan.g_01247	Prbh.g_00110
OG0000817	Syan.g_01328	Prbh.g_00111
OG0000818	Syan.g_02807	Prbh.g_00116
OG0000819	Syan.g_02808	Prbh.g_00117
OG0000820	Syan.g_02809	Prbh.g_00118
OG0000821	Syan.g_02815	Prbh.g_00122
OG0000822	Syan.g_02817	Prbh.g_00123
OG0000823	Syan.g_02818	Prbh.g_00124
OG0000824	Syan.g_02824	Prbh.g_00127
OG0000825	Syan.g_02825	Prbh.g_00128
OG0000826	Syan.g_02826	Prbh.g_00129
OG0000827	Syan.g_02827	Prbh.g_00130
OG0000828	Syan.g_02830	Prbh.g_00133
OG0000829	Syan.g_02831	Prbh.g_00134
OG0000830	Syan.g_02832	Prbh.g_00135
OG0000831	Syan.g_02834	Prbh.g_00137
OG0000832	Syan.g_02408	Prbh.g_00147
OG0000833	Syan.g_01343	Prbh.g_00156
OG0000834	Syan.g_01345	Prbh.g_00157
OG0000835	Syan.g_01346	Prbh.g_00158
OG0000836	Syan.g_01349	Prbh.g_00159
OG0000837	Syan.g_01351	Prbh.g_00160
OG0000838	Syan.g_01355	Prbh.g_00163
OG0000839	Syan.g_01356	Prbh.g_00164
OG0000840	Syan.g_01357	Prbh.g_00165
OG0000841	Syan.g_01358	Prbh.g_00166
OG0000842	Syan.g_01359	Prbh.g_00167
OG0000843	Syan.g_01360	Prbh.g_00168
OG0000844	Syan.g_01362	Prbh.g_00169
OG0000845	Syan.g_01363	Prbh.g_00170
OG0000846	Syan.g_01364	Prbh.g_00171
OG0000847	Syan.g_01365	Prbh.g_00172
OG0000848	Syan.g_01367	Prbh.g_00173
OG0000849	Syan.g_01368	Prbh.g_00174
OG0000850	Syan.g_01371	Prbh.g_00176
OG0000851	Syan.g_01374	Prbh.g_00177
OG0000852	Syan.g_01375	Prbh.g_00178
OG0000853	Syan.g_01379	Prbh.g_00183
OG0000854	Syan.g_01381	Prbh.g_00185
OG0000855	Syan.g_01382	Prbh.g_00186
OG0000856	Syan.g_01136	Prbh.g_01454
OG0000857	Syan.g_00672	Prbh.g_00968
OG0000858	Syan.g_01389	Prbh.g_01789
OG0000859	Syan.g_01390	Prbh.g_01788
OG0000860	Syan.g_01402	Prbh.g_01780
OG0000861	Syan.g_01403	Prbh.g_01779
OG0000862	Syan.g_01412	Prbh.g_01778
OG0000863	Syan.g_01414	Prbh.g_01776
OG0000864	Syan.g_00969	Prbh.g_01775
OG0000865	Syan.g_01415	Prbh.g_01774
OG0000866	Syan.g_01416	Prbh.g_01773
OG0000867	Syan.g_01417	Prbh.g_01772
OG0000868	Syan.g_01421	Prbh.g_01770
OG0000869	Syan.g_01426	Prbh.g_01767
OG0000870	Syan.g_01431	Prbh.g_01762
OG0000871	Syan.g_01432	Prbh.g_01761
OG0000872	Syan.g_01438	Prbh.g_01760
OG0000873	Syan.g_01441	Prbh.g_01757
OG0000874	Syan.g_01443	Prbh.g_01754
OG0000875	Syan.g_01445	Prbh.g_01752
OG0000876	Syan.g_00391	Prbh.g_01751
OG0000877	Syan.g_01449	Prbh.g_01749
OG0000878	Syan.g_01450	Prbh.g_01748
OG0000879	Syan.g_01451	Prbh.g_01747
OG0000880	Syan.g_01452	Prbh.g_01746
OG0000881	Syan.g_01457	Prbh.g_01742
OG0000882	Syan.g_01462	Prbh.g_01737
OG0000883	Syan.g_01464	Prbh.g_01735
OG0000884	Syan.g_01466	Prbh.g_01733
OG0000885	Syan.g_01467	Prbh.g_01732
OG0000886	Syan.g_01468	Prbh.g_01731
OG0000887	Syan.g_01469	Prbh.g_01730
OG0000888	Syan.g_01471	Prbh.g_01728
OG0000889	Syan.g_01473	Prbh.g_01726
OG0000890	Syan.g_01476	Prbh.g_01725
OG0000891	Syan.g_01477	Prbh.g_01724
OG0000892	Syan.g_01480	Prbh.g_01723
OG0000893	Syan.g_02103	Prbh.g_01719
OG0000894	Syan.g_02108	Prbh.g_01716
OG0000895	Syan.g_02112	Prbh.g_01712
OG0000896	Syan.g_02113	Prbh.g_01711
OG0000897	Syan.g_02115	Prbh.g_01709
OG0000898	Syan.g_02116	Prbh.g_01708
OG0000899	Syan.g_02117	Prbh.g_01707
OG0000900	Syan.g_02118	Prbh.g_01706
OG0000901	Syan.g_02123	Prbh.g_01703
OG0000902	Syan.g_02125	Prbh.g_01701
OG0000903	Syan.g_02252	Prbh.g_01697
OG0000904	Syan.g_02258	Prbh.g_01692
OG0000905	Syan.g_02129	Prbh.g_01699
OG0000906	Syan.g_02127	Prbh.g_01700
OG0000907	Syan.g_02245	Prbh.g_01687
OG0000908	Syan.g_02242	Prbh.g_01684
OG0000909	Syan.g_02241	Prbh.g_01683
OG0000910	Syan.g_02240	Prbh.g_01682
OG0000911	Syan.g_02238	Prbh.g_01680
OG0000912	Syan.g_02237	Prbh.g_01679
OG0000913	Syan.g_02236	Prbh.g_01678
OG0000914	Syan.g_02235	Prbh.g_01677
OG0000915	Syan.g_02233	Prbh.g_01676
OG0000916	Syan.g_02232	Prbh.g_01675
OG0000917	Syan.g_02231	Prbh.g_01674
OG0000918	Syan.g_02230	Prbh.g_01673
OG0000919	Syan.g_02229	Prbh.g_01672
OG0000920	Syan.g_02228	Prbh.g_01671
OG0000921	Syan.g_02227	Prbh.g_01670
OG0000922	Syan.g_02226	Prbh.g_01669
OG0000923	Syan.g_02222	Prbh.g_01665
OG0000924	Syan.g_02221	Prbh.g_01664
OG0000925	Syan.g_02220	Prbh.g_01663
OG0000926	Syan.g_02219	Prbh.g_01662
OG0000927	Syan.g_02217	Prbh.g_01660
OG0000928	Syan.g_02216	Prbh.g_01659
OG0000929	Syan.g_02215	Prbh.g_01658
OG0000930	Syan.g_02214	Prbh.g_01657
OG0000931	Syan.g_02213	Prbh.g_01656
OG0000932	Syan.g_02212	Prbh.g_01655
OG0000933	Syan.g_02206	Prbh.g_01651
OG0000934	Syan.g_02204	Prbh.g_01649
OG0000935	Syan.g_02203	Prbh.g_01648
OG0000936	Syan.g_02202	Prbh.g_01647
OG0000937	Syan.g_02201	Prbh.g_01646
OG0000938	Syan.g_02198	Prbh.g_01643
OG0000939	Syan.g_02197	Prbh.g_01642
OG0000940	Syan.g_02188	Prbh.g_01635
OG0000941	Syan.g_02186	Prbh.g_01633
OG0000942	Syan.g_02184	Prbh.g_01631
OG0000943	Syan.g_02183	Prbh.g_01630
OG0000944	Syan.g_02181	Prbh.g_01628
OG0000945	Syan.g_02180	Prbh.g_01627
OG0000946	Syan.g_02167	Prbh.g_01621
OG0000947	Syan.g_02164	Prbh.g_01619
OG0000948	Syan.g_02163	Prbh.g_01618
OG0000949	Syan.g_01951	Prbh.g_01615
OG0000950	Syan.g_01940	Prbh.g_01608
OG0000951	Syan.g_01932	Prbh.g_01604
OG0000952	Syan.g_01927	Prbh.g_01600
OG0000953	Syan.g_01922	Prbh.g_01596
OG0000954	Syan.g_01916	Prbh.g_01592
OG0000955	Syan.g_01915	Prbh.g_01591
OG0000956	Syan.g_01913	Prbh.g_01589
OG0000957	Syan.g_01898	Prbh.g_01583
OG0000958	Syan.g_01897	Prbh.g_01582
OG0000959	Syan.g_01893	Prbh.g_01578
OG0000960	Syan.g_01892	Prbh.g_01577
OG0000961	Syan.g_03024	Prbh.g_01574
OG0000962	Syan.g_01887	Prbh.g_01572
OG0000963	Syan.g_01881	Prbh.g_01568
OG0000964	Syan.g_01880	Prbh.g_01567
OG0000965	Syan.g_01879	Prbh.g_01566
OG0000966	Syan.g_01812	Prbh.g_01560
OG0000967	Syan.g_01804	Prbh.g_01556
OG0000968	Syan.g_01706	Prbh.g_01554
OG0000969	Syan.g_01708	Prbh.g_01553
OG0000970	Syan.g_01709	Prbh.g_01552
OG0000971	Syan.g_01711	Prbh.g_01551
OG0000972	Syan.g_01712	Prbh.g_01550
OG0000973	Syan.g_01713	Prbh.g_01549
OG0000974	Syan.g_01714	Prbh.g_01548
OG0000975	Syan.g_01715	Prbh.g_01547
OG0000976	Syan.g_01716	Prbh.g_01546
OG0000977	Syan.g_01718	Prbh.g_01545
OG0000978	Syan.g_01719	Prbh.g_01544
OG0000979	Syan.g_01722	Prbh.g_01541
OG0000980	Syan.g_01725	Prbh.g_01539
OG0000981	Syan.g_01728	Prbh.g_01536
OG0000982	Syan.g_01566	Prbh.g_01534
OG0000983	Syan.g_01567	Prbh.g_01533
OG0000984	Syan.g_01568	Prbh.g_01532
OG0000985	Syan.g_01572	Prbh.g_01529
OG0000986	Syan.g_01574	Prbh.g_01527
OG0000987	Syan.g_01576	Prbh.g_01526
OG0000988	Syan.g_01581	Prbh.g_01523
OG0000989	Syan.g_01587	Prbh.g_01519
OG0000990	Syan.g_01615	Prbh.g_01514
OG0000991	Syan.g_01618	Prbh.g_01513
OG0000992	Syan.g_01622	Prbh.g_01510
OG0000993	Syan.g_01623	Prbh.g_01509
OG0000994	Syan.g_01625	Prbh.g_01508
OG0000995	Syan.g_01629	Prbh.g_01504
OG0000996	Syan.g_01653	Prbh.g_01503
OG0000997	Syan.g_01677	Prbh.g_01501
OG0000998	Syan.g_01679	Prbh.g_01499
OG0000999	Syan.g_01680	Prbh.g_01498
OG0001000	Syan.g_01684	Prbh.g_01495
OG0001001	Syan.g_01690	Prbh.g_01490
OG0001002	Syan.g_01697	Prbh.g_01485
OG0001003	Syan.g_01699	Prbh.g_01484
OG0001004	Syan.g_01700	Prbh.g_01483
OG0001005	Syan.g_01701	Prbh.g_01482
OG0001006	Syan.g_01794	Prbh.g_01478
OG0001007	Syan.g_01796	Prbh.g_01476
OG0001008	Syan.g_02397	Prbh.g_00395
OG0001009	Syan.g_01748	Prbh.g_00753
OG0001010	Syan.g_01747	Prbh.g_00752
OG0001011	Syan.g_01745	Prbh.g_00751
OG0001012	Syan.g_00281	Prbh.g_00739
OG0001013	Syan.g_01542	Prbh.g_00732
OG0001014	Syan.g_01535	Prbh.g_00729
OG0001015	Syan.g_01534	Prbh.g_00728
OG0001016	Syan.g_02912	Prbh.g_00709
OG0001017	Syan.g_02918	Prbh.g_00705
OG0001018	Syan.g_02920	Prbh.g_00703
OG0001019	Syan.g_02947	Prbh.g_00694
OG0001020	Syan.g_02951	Prbh.g_00693
OG0001021	Syan.g_02958	Prbh.g_00692
OG0001022	Syan.g_02964	Prbh.g_00689
OG0001023	Syan.g_02965	Prbh.g_00688
OG0001024	Syan.g_00968	Prbh.g_00685
OG0001025	Syan.g_02971	Prbh.g_00678
OG0001026	Syan.g_02984	Prbh.g_00670
OG0001027	Syan.g_02308	Prbh.g_00669
OG0001028	Syan.g_02305	Prbh.g_00667
OG0001029	Syan.g_02303	Prbh.g_00666
OG0001030	Syan.g_02281	Prbh.g_00650
OG0001031	Syan.g_03060	Prbh.g_00596
OG0001032	Syan.g_03063	Prbh.g_00595
OG0001033	Syan.g_00970	Prbh.g_00574
OG0001034	Syan.g_02425	Prbh.g_00544
OG0001035	Syan.g_02062	Prbh.g_00524
OG0001036	Syan.g_02056	Prbh.g_00520
OG0001037	Syan.g_02054	Prbh.g_00519
OG0001038	Syan.g_02025	Prbh.g_00501
OG0001039	Syan.g_02022	Prbh.g_00498
OG0001040	Syan.g_02019	Prbh.g_00496
OG0001041	Syan.g_02015	Prbh.g_00491
OG0001042	Syan.g_01992	Prbh.g_00474
OG0001043	Syan.g_01988	Prbh.g_00473
OG0001044	Syan.g_02145	Prbh.g_00440
OG0001045	Syan.g_02132	Prbh.g_00430
OG0001046	Syan.g_00591	Prbh.g_01877
OG0001047	Syan.g_02399	Prbh.g_00393
OG0001048	Syan.g_02400	Prbh.g_00392
OG0001049	Syan.g_01340	Prbh.g_00390
OG0001050	Syan.g_01339	Prbh.g_00389
OG0001051	Syan.g_01338	Prbh.g_00388
OG0001052	Syan.g_02850	Prbh.g_00360
OG0001053	Syan.g_02761	Prbh.g_00348
OG0001054	Syan.g_02742	Prbh.g_00333
OG0001055	Syan.g_02721	Prbh.g_00313
OG0001056	Syan.g_01161	Prbh.g_00293
OG0001057	Syan.g_00832	Prbh.g_00289
OG0001058	Syan.g_00851	Prbh.g_00281
OG0001059	Syan.g_00855	Prbh.g_00277
OG0001060	Syan.g_00861	Prbh.g_00270
OG0001061	Syan.g_00880	Prbh.g_00255
OG0001063	Syan.g_00945	Prbh.g_00251
OG0001064	Syan.g_00946	Prbh.g_00250
OG0001065	Syan.g_00947	Prbh.g_00249
OG0001066	Syan.g_00948	Prbh.g_00248
OG0001067	Syan.g_00949	Prbh.g_00247
OG0001068	Syan.g_00950	Prbh.g_00246
OG0001069	Syan.g_00951	Prbh.g_00245
OG0001070	Syan.g_00955	Prbh.g_00243
OG0001071	Syan.g_00956	Prbh.g_00242
OG0001072	Syan.g_00960	Prbh.g_00240
OG0001073	Syan.g_01012	Prbh.g_00226
OG0001074	Syan.g_00202	Prbh.g_00214
OG0001075	Syan.g_00200	Prbh.g_00213
OG0001076	Syan.g_00012	Prbh.g_01459
OG0001077	Syan.g_01140	Prbh.g_01453
OG0001078	Syan.g_00815	Prbh.g_01217
OG0001079	Syan.g_00799	Prbh.g_01206
OG0001080	Syan.g_00781	Prbh.g_01200
OG0001081	Syan.g_00779	Prbh.g_01198
OG0001082	Syan.g_00778	Prbh.g_01197
OG0001083	Syan.g_00771	Prbh.g_01192
OG0001084	Syan.g_00770	Prbh.g_01191
OG0001086	Syan.g_00757	Prbh.g_00905
OG0001087	Syan.g_01159	Prbh.g_00923
OG0001088	Syan.g_02688	Prbh.g_00924
OG0001089	Syan.g_00185	Prbh.g_00935
OG0001090	Syan.g_00317	Prbh.g_00946
OG0001091	Syan.g_00320	Prbh.g_01170
OG0001092	Syan.g_00322	Prbh.g_01169
OG0001093	Syan.g_00328	Prbh.g_01164
OG0001094	Syan.g_00696	Prbh.g_01171
OG0001095	Syan.g_00675	Prbh.g_00966
OG0001096	Syan.g_00659	Prbh.g_00980
OG0001097	Syan.g_00386	Prbh.g_00999
OG0001099	Syan.g_02304	Prbh.g_00861
OG0001100	Syan.g_00749	Prbh.g_00870
OG0001101	Syan.g_00747	Prbh.g_00872
OG0001102	Syan.g_00744	Prbh.g_00875
OG0001103	Syan.g_00742	Prbh.g_00877
OG0001104	Syan.g_00714	Prbh.g_00899
OG0001106	Syan.g_00551	Prbh.g_01074
OG0001107	Syan.g_00563	Prbh.g_01084
OG0001108	Syan.g_00571	Prbh.g_01088
OG0001109	Syan.g_00573	Prbh.g_01089
OG0001110	Syan.g_00575	Prbh.g_01091
OG0001111	Syan.g_00577	Prbh.g_01092
OG0001112	Syan.g_00579	Prbh.g_01093
OG0001113	Syan.g_00580	Prbh.g_01094
OG0001114	Syan.g_00581	Prbh.g_01095
OG0001115	Syan.g_00586	Prbh.g_01097
OG0001116	Syan.g_00588	Prbh.g_01098
OG0001117	Syan.g_00589	Prbh.g_01099
