Orthogroup	Syan	Syad
OG0000583	Syan.g_01029	Syad.g_02205
OG0000584	Syan.g_01028	Syad.g_02204
OG0000585	Syan.g_01024	Syad.g_02202
OG0000586	Syan.g_01022	Syad.g_02201
OG0000587	Syan.g_01020	Syad.g_02199
OG0000588	Syan.g_00215	Syad.g_02183
OG0000589	Syan.g_00016	Syad.g_02178
OG0000590	Syan.g_00015	Syad.g_02177
OG0000591	Syan.g_00003	Syad.g_02169
OG0000592	Syan.g_00002	Syad.g_02168
OG0000593	Syan.g_00820	Syad.g_02156
OG0000594	Syan.g_00819	Syad.g_02155
OG0000595	Syan.g_00818	Syad.g_02154
OG0000596	Syan.g_00813	Syad.g_02149
OG0000597	Syan.g_00810	Syad.g_02146
OG0000598	Syan.g_00809	Syad.g_02145
OG0000599	Syan.g_00802	Syad.g_02142
OG0000600	Syan.g_00801	Syad.g_02141
OG0000601	Syan.g_00800	Syad.g_02140
OG0000602	Syan.g_00796	Syad.g_02135
OG0000603	Syan.g_00795	Syad.g_02134
OG0000604	Syan.g_00792	Syad.g_02131
OG0000605	Syan.g_00783	Syad.g_02026
OG0000606	Syan.g_00780	Syad.g_01567
OG0000607	Syan.g_00777	Syad.g_01571
OG0000608	Syan.g_00776	Syad.g_01572
OG0000609	Syan.g_00774	Syad.g_01574
OG0000610	Syan.g_00766	Syad.g_01589
OG0000611	Syan.g_00763	Syad.g_01592
OG0000612	Syan.g_00762	Syad.g_01593
OG0000613	Syan.g_01965	Syad.g_00457
OG0000614	Syan.g_00184	Syad.g_01340
OG0000615	Syan.g_00728	Syad.g_01948
OG0000616	Syan.g_01694	Syad.g_00145
OG0000617	Syan.g_00324	Syad.g_01810
OG0000618	Syan.g_00325	Syad.g_01809
OG0000619	Syan.g_00326	Syad.g_01808
OG0000620	Syan.g_00331	Syad.g_01803
OG0000621	Syan.g_00332	Syad.g_01802
OG0000622	Syan.g_00334	Syad.g_01801
OG0000623	Syan.g_00335	Syad.g_01800
OG0000624	Syan.g_00337	Syad.g_01798
OG0000625	Syan.g_00338	Syad.g_01797
OG0000626	Syan.g_00339	Syad.g_01796
OG0000627	Syan.g_00465	Syad.g_01640
OG0000628	Syan.g_00466	Syad.g_01641
OG0000629	Syan.g_00469	Syad.g_01644
OG0000630	Syan.g_00474	Syad.g_01648
OG0000631	Syan.g_00484	Syad.g_01658
OG0000632	Syan.g_00485	Syad.g_01659
OG0000633	Syan.g_00489	Syad.g_01660
OG0000634	Syan.g_00694	Syad.g_01893
OG0000635	Syan.g_00693	Syad.g_01892
OG0000636	Syan.g_00691	Syad.g_01890
OG0000637	Syan.g_00689	Syad.g_01888
OG0000638	Syan.g_00688	Syad.g_01887
OG0000639	Syan.g_00687	Syad.g_01886
OG0000640	Syan.g_00686	Syad.g_01885
OG0000641	Syan.g_00682	Syad.g_01881
OG0000642	Syan.g_00681	Syad.g_01880
OG0000643	Syan.g_00679	Syad.g_01878
OG0000644	Syan.g_00678	Syad.g_01877
OG0000645	Syan.g_00676	Syad.g_01875
OG0000646	Syan.g_00673	Syad.g_01872
OG0000647	Syan.g_00671	Syad.g_01870
OG0000648	Syan.g_00669	Syad.g_01860
OG0000649	Syan.g_00668	Syad.g_01859
OG0000650	Syan.g_00667	Syad.g_01858
OG0000651	Syan.g_00666	Syad.g_01857
OG0000652	Syan.g_00665	Syad.g_01856
OG0000653	Syan.g_00663	Syad.g_01850
OG0000654	Syan.g_00661	Syad.g_01849
OG0000655	Syan.g_00660	Syad.g_01848
OG0000656	Syan.g_00656	Syad.g_01845
OG0000657	Syan.g_00375	Syad.g_01240
OG0000658	Syan.g_00378	Syad.g_01231
OG0000659	Syan.g_00379	Syad.g_01230
OG0000660	Syan.g_00383	Syad.g_01226
OG0000661	Syan.g_00385	Syad.g_01224
OG0000662	Syan.g_00392	Syad.g_01222
OG0000663	Syan.g_00395	Syad.g_01219
OG0000664	Syan.g_00397	Syad.g_01209
OG0000665	Syan.g_00788	Syad.g_02115
OG0000666	Syan.g_02100	Syad.g_02027
OG0000667	Syan.g_00044	Syad.g_00612
OG0000668	Syan.g_00365	Syad.g_01688
OG0000669	Syan.g_00751	Syad.g_01606
OG0000670	Syan.g_00748	Syad.g_01609
OG0000671	Syan.g_00746	Syad.g_01611
OG0000672	Syan.g_00743	Syad.g_01615
OG0000673	Syan.g_00740	Syad.g_01618
OG0000674	Syan.g_00738	Syad.g_01620
OG0000675	Syan.g_00737	Syad.g_01633
OG0000676	Syan.g_00735	Syad.g_01635
OG0000677	Syan.g_00734	Syad.g_01636
OG0000678	Syan.g_00732	Syad.g_01957
OG0000679	Syan.g_00724	Syad.g_01922
OG0000680	Syan.g_00723	Syad.g_01921
OG0000681	Syan.g_00720	Syad.g_01919
OG0000682	Syan.g_00719	Syad.g_01918
OG0000683	Syan.g_00718	Syad.g_01917
OG0000684	Syan.g_00715	Syad.g_01912
OG0000685	Syan.g_00713	Syad.g_01910
OG0000686	Syan.g_00712	Syad.g_01909
OG0000687	Syan.g_00711	Syad.g_01908
OG0000688	Syan.g_00706	Syad.g_01904
OG0000689	Syan.g_00704	Syad.g_01902
OG0000690	Syan.g_00703	Syad.g_01901
OG0000691	Syan.g_00702	Syad.g_01900
OG0000692	Syan.g_00700	Syad.g_01899
OG0000693	Syan.g_00698	Syad.g_01897
OG0000694	Syan.g_00697	Syad.g_01896
OG0000695	Syan.g_00492	Syad.g_01662
OG0000696	Syan.g_00493	Syad.g_01663
OG0000697	Syan.g_00495	Syad.g_01789
OG0000698	Syan.g_00498	Syad.g_01786
OG0000699	Syan.g_00500	Syad.g_01785
OG0000700	Syan.g_00501	Syad.g_01784
OG0000701	Syan.g_00502	Syad.g_01783
OG0000702	Syan.g_00534	Syad.g_01775
OG0000703	Syan.g_00546	Syad.g_01774
OG0000704	Syan.g_00550	Syad.g_01772
OG0000705	Syan.g_00557	Syad.g_01765
OG0000706	Syan.g_00558	Syad.g_01764
OG0000707	Syan.g_00559	Syad.g_01763
OG0000708	Syan.g_00562	Syad.g_01760
OG0000709	Syan.g_00570	Syad.g_01745
OG0000710	Syan.g_00574	Syad.g_01738
OG0000711	Syan.g_00607	Syad.g_01710
OG0000712	Syan.g_00609	Syad.g_01708
OG0000713	Syan.g_00610	Syad.g_01707
OG0000714	Syan.g_00624	Syad.g_01705
OG0000715	Syan.g_00626	Syad.g_01703
OG0000716	Syan.g_00630	Syad.g_01697
OG0000717	Syan.g_00631	Syad.g_01696
OG0000718	Syan.g_00651	Syad.g_01692
OG0000719	Syan.g_00367	Syad.g_01690
OG0000720	Syan.g_00354	Syad.g_01677
OG0000721	Syan.g_00352	Syad.g_01675
OG0000722	Syan.g_00351	Syad.g_01674
OG0000723	Syan.g_00341	Syad.g_01791
OG0000724	Syan.g_00299	Syad.g_01284
OG0000725	Syan.g_00194	Syad.g_01293
OG0000726	Syan.g_00193	Syad.g_01294
OG0000727	Syan.g_00192	Syad.g_01295
OG0000728	Syan.g_00190	Syad.g_01297
OG0000729	Syan.g_01885	Syad.g_00331
OG0000730	Syan.g_02147	Syad.g_00758
OG0000731	Syan.g_02135	Syad.g_00770
OG0000732	Syan.g_01726	Syad.g_00214
OG0000733	Syan.g_01147	Syad.g_00028
OG0000734	Syan.g_02982	Syad.g_02809
OG0000735	Syan.g_02713	Syad.g_01120
OG0000736	Syan.g_02712	Syad.g_01121
OG0000737	Syan.g_02711	Syad.g_01122
OG0000738	Syan.g_02705	Syad.g_01127
OG0000739	Syan.g_02704	Syad.g_01145
OG0000740	Syan.g_02703	Syad.g_01146
OG0000741	Syan.g_02700	Syad.g_01149
OG0000742	Syan.g_02697	Syad.g_01151
OG0000743	Syan.g_02694	Syad.g_01153
OG0000744	Syan.g_02693	Syad.g_01154
OG0000745	Syan.g_02690	Syad.g_01156
OG0000746	Syan.g_02687	Syad.g_01158
OG0000747	Syan.g_02685	Syad.g_01159
OG0000748	Syan.g_02669	Syad.g_01170
OG0000749	Syan.g_02668	Syad.g_01173
OG0000750	Syan.g_02667	Syad.g_01174
OG0000751	Syan.g_02661	Syad.g_01182
OG0000752	Syan.g_02659	Syad.g_01184
OG0000753	Syan.g_02656	Syad.g_01187
OG0000754	Syan.g_02650	Syad.g_01516
OG0000755	Syan.g_02641	Syad.g_01504
OG0000756	Syan.g_02640	Syad.g_01498
OG0000757	Syan.g_02623	Syad.g_01487
OG0000758	Syan.g_02622	Syad.g_01486
OG0000759	Syan.g_02621	Syad.g_01485
OG0000760	Syan.g_02620	Syad.g_01484
OG0000761	Syan.g_02619	Syad.g_01480
OG0000762	Syan.g_02617	Syad.g_01474
OG0000763	Syan.g_02615	Syad.g_01468
OG0000764	Syan.g_02614	Syad.g_01467
OG0000765	Syan.g_02587	Syad.g_01447
OG0000766	Syan.g_02586	Syad.g_01446
OG0000767	Syan.g_02584	Syad.g_01444
OG0000768	Syan.g_02583	Syad.g_01443
OG0000769	Syan.g_02581	Syad.g_01441
OG0000770	Syan.g_02561	Syad.g_01437
OG0000771	Syan.g_00305	Syad.g_01278
OG0000772	Syan.g_00436	Syad.g_02078
OG0000773	Syan.g_01199	Syad.g_01114
OG0000774	Syan.g_01205	Syad.g_02396
OG0000775	Syan.g_01207	Syad.g_02398
OG0000776	Syan.g_01208	Syad.g_02399
OG0000777	Syan.g_01209	Syad.g_02400
OG0000778	Syan.g_01210	Syad.g_02401
OG0000779	Syan.g_01215	Syad.g_02407
OG0000780	Syan.g_01218	Syad.g_02411
OG0000781	Syan.g_01222	Syad.g_02415
OG0000782	Syan.g_01223	Syad.g_02416
OG0000783	Syan.g_01224	Syad.g_02418
OG0000784	Syan.g_01225	Syad.g_02419
OG0000785	Syan.g_01228	Syad.g_02421
OG0000786	Syan.g_01243	Syad.g_01101
OG0000787	Syan.g_01244	Syad.g_01100
OG0000788	Syan.g_00843	Syad.g_02139
OG0000789	Syan.g_00075	Syad.g_01982
OG0000790	Syan.g_02778	Syad.g_00886
OG0000791	Syan.g_02780	Syad.g_00885
OG0000792	Syan.g_02781	Syad.g_00884
OG0000793	Syan.g_02879	Syad.g_00879
OG0000794	Syan.g_02881	Syad.g_00878
OG0000795	Syan.g_02882	Syad.g_00877
OG0000796	Syan.g_02886	Syad.g_00871
OG0000797	Syan.g_02888	Syad.g_00870
OG0000798	Syan.g_02026	Syad.g_00525
OG0000799	Syan.g_01310	Syad.g_02243
OG0000800	Syan.g_01308	Syad.g_02245
OG0000801	Syan.g_01307	Syad.g_02246
OG0000802	Syan.g_01303	Syad.g_02251
OG0000803	Syan.g_01294	Syad.g_02255
OG0000804	Syan.g_01291	Syad.g_02260
OG0000805	Syan.g_01289	Syad.g_02266
OG0000806	Syan.g_01287	Syad.g_02267
OG0000807	Syan.g_01286	Syad.g_02269
OG0000808	Syan.g_01285	Syad.g_02270
OG0000809	Syan.g_01281	Syad.g_02273
OG0000810	Syan.g_01280	Syad.g_02274
OG0000811	Syan.g_01272	Syad.g_02283
OG0000812	Syan.g_01270	Syad.g_02285
OG0000813	Syan.g_01269	Syad.g_02286
OG0000814	Syan.g_01267	Syad.g_02288
OG0000815	Syan.g_01249	Syad.g_02289
OG0000816	Syan.g_01247	Syad.g_02290
OG0000817	Syan.g_01328	Syad.g_02291
OG0000818	Syan.g_02807	Syad.g_02297
OG0000819	Syan.g_02808	Syad.g_02298
OG0000820	Syan.g_02809	Syad.g_02299
OG0000821	Syan.g_02815	Syad.g_02305
OG0000822	Syan.g_02817	Syad.g_02307
OG0000823	Syan.g_02818	Syad.g_02308
OG0000824	Syan.g_02824	Syad.g_02314
OG0000825	Syan.g_02825	Syad.g_02315
OG0000826	Syan.g_02826	Syad.g_02316
OG0000827	Syan.g_02827	Syad.g_02317
OG0000828	Syan.g_02830	Syad.g_02320
OG0000829	Syan.g_02831	Syad.g_02321
OG0000830	Syan.g_02832	Syad.g_02322
OG0000831	Syan.g_02834	Syad.g_02325
OG0000832	Syan.g_02408	Syad.g_02538
OG0000833	Syan.g_01343	Syad.g_02550
OG0000834	Syan.g_01345	Syad.g_02552
OG0000835	Syan.g_01346	Syad.g_02553
OG0000836	Syan.g_01349	Syad.g_02557
OG0000837	Syan.g_01351	Syad.g_02561
OG0000838	Syan.g_01355	Syad.g_02565
OG0000839	Syan.g_01356	Syad.g_02566
OG0000840	Syan.g_01357	Syad.g_02567
OG0000841	Syan.g_01358	Syad.g_02568
OG0000842	Syan.g_01359	Syad.g_02569
OG0000843	Syan.g_01360	Syad.g_02570
OG0000844	Syan.g_01362	Syad.g_02577
OG0000845	Syan.g_01363	Syad.g_02578
OG0000846	Syan.g_01364	Syad.g_02579
OG0000847	Syan.g_01365	Syad.g_02580
OG0000848	Syan.g_01367	Syad.g_02582
OG0000849	Syan.g_01368	Syad.g_02583
OG0000850	Syan.g_01371	Syad.g_02586
OG0000851	Syan.g_01374	Syad.g_02592
OG0000852	Syan.g_01375	Syad.g_02593
OG0000853	Syan.g_01379	Syad.g_02597
OG0000854	Syan.g_01381	Syad.g_02606
OG0000855	Syan.g_01382	Syad.g_02607
OG0000856	Syan.g_01136	Syad.g_02166
OG0000857	Syan.g_00672	Syad.g_01871
OG0000858	Syan.g_01389	Syad.g_02613
OG0000859	Syan.g_01390	Syad.g_02614
OG0000860	Syan.g_01402	Syad.g_02625
OG0000861	Syan.g_01403	Syad.g_02626
OG0000862	Syan.g_01412	Syad.g_02628
OG0000863	Syan.g_01414	Syad.g_02631
OG0000864	Syan.g_00969	Syad.g_02632
OG0000865	Syan.g_01415	Syad.g_02633
OG0000866	Syan.g_01416	Syad.g_02634
OG0000867	Syan.g_01417	Syad.g_02635
OG0000868	Syan.g_01421	Syad.g_02637
OG0000869	Syan.g_01426	Syad.g_02643
OG0000870	Syan.g_01431	Syad.g_02648
OG0000871	Syan.g_01432	Syad.g_02649
OG0000872	Syan.g_01438	Syad.g_02657
OG0000873	Syan.g_01441	Syad.g_02660
OG0000874	Syan.g_01443	Syad.g_02655
OG0000875	Syan.g_01445	Syad.g_02662
OG0000876	Syan.g_00391	Syad.g_03003
OG0000877	Syan.g_01449	Syad.g_02480
OG0000878	Syan.g_01450	Syad.g_02481
OG0000879	Syan.g_01451	Syad.g_02482
OG0000880	Syan.g_01452	Syad.g_02483
OG0000881	Syan.g_01457	Syad.g_02489
OG0000882	Syan.g_01462	Syad.g_02494
OG0000883	Syan.g_01464	Syad.g_02497
OG0000884	Syan.g_01466	Syad.g_02499
OG0000885	Syan.g_01467	Syad.g_02500
OG0000886	Syan.g_01468	Syad.g_02501
OG0000887	Syan.g_01469	Syad.g_02502
OG0000888	Syan.g_01471	Syad.g_02504
OG0000889	Syan.g_01473	Syad.g_02506
OG0000890	Syan.g_01476	Syad.g_02512
OG0000891	Syan.g_01477	Syad.g_02513
OG0000892	Syan.g_01480	Syad.g_02517
OG0000893	Syan.g_02103	Syad.g_00589
OG0000894	Syan.g_02108	Syad.g_00592
OG0000895	Syan.g_02112	Syad.g_00596
OG0000896	Syan.g_02113	Syad.g_00597
OG0000897	Syan.g_02115	Syad.g_00599
OG0000898	Syan.g_02116	Syad.g_00600
OG0000899	Syan.g_02117	Syad.g_00601
OG0000900	Syan.g_02118	Syad.g_00602
OG0000901	Syan.g_02123	Syad.g_00607
OG0000902	Syan.g_02125	Syad.g_00609
OG0000903	Syan.g_02252	Syad.g_00645
OG0000904	Syan.g_02258	Syad.g_00640
OG0000905	Syan.g_02129	Syad.g_00632
OG0000906	Syan.g_02127	Syad.g_00630
OG0000907	Syan.g_02245	Syad.g_00648
OG0000908	Syan.g_02242	Syad.g_00651
OG0000909	Syan.g_02241	Syad.g_00652
OG0000910	Syan.g_02240	Syad.g_00653
OG0000911	Syan.g_02238	Syad.g_00655
OG0000912	Syan.g_02237	Syad.g_00656
OG0000913	Syan.g_02236	Syad.g_00657
OG0000914	Syan.g_02235	Syad.g_00658
OG0000915	Syan.g_02233	Syad.g_00660
OG0000916	Syan.g_02232	Syad.g_00661
OG0000917	Syan.g_02231	Syad.g_00662
OG0000918	Syan.g_02230	Syad.g_00663
OG0000919	Syan.g_02229	Syad.g_00664
OG0000920	Syan.g_02228	Syad.g_00665
OG0000921	Syan.g_02227	Syad.g_00666
OG0000922	Syan.g_02226	Syad.g_00667
OG0000923	Syan.g_02222	Syad.g_00671
OG0000924	Syan.g_02221	Syad.g_00672
OG0000925	Syan.g_02220	Syad.g_00673
OG0000926	Syan.g_02219	Syad.g_00674
OG0000927	Syan.g_02217	Syad.g_00676
OG0000928	Syan.g_02216	Syad.g_00677
OG0000929	Syan.g_02215	Syad.g_00678
OG0000930	Syan.g_02214	Syad.g_00679
OG0000931	Syan.g_02213	Syad.g_00680
OG0000932	Syan.g_02212	Syad.g_00681
OG0000933	Syan.g_02206	Syad.g_00687
OG0000934	Syan.g_02204	Syad.g_00689
OG0000935	Syan.g_02203	Syad.g_00690
OG0000936	Syan.g_02202	Syad.g_00691
OG0000937	Syan.g_02201	Syad.g_00692
OG0000938	Syan.g_02198	Syad.g_00695
OG0000939	Syan.g_02197	Syad.g_00696
OG0000940	Syan.g_02188	Syad.g_00703
OG0000941	Syan.g_02186	Syad.g_00705
OG0000942	Syan.g_02184	Syad.g_00707
OG0000943	Syan.g_02183	Syad.g_00708
OG0000944	Syan.g_02181	Syad.g_00710
OG0000945	Syan.g_02180	Syad.g_00711
OG0000946	Syan.g_02167	Syad.g_00716
OG0000947	Syan.g_02164	Syad.g_00719
OG0000948	Syan.g_02163	Syad.g_00720
OG0000949	Syan.g_01951	Syad.g_00432
OG0000950	Syan.g_01940	Syad.g_00418
OG0000951	Syan.g_01932	Syad.g_00411
OG0000952	Syan.g_01927	Syad.g_00375
OG0000953	Syan.g_01922	Syad.g_00369
OG0000954	Syan.g_01916	Syad.g_00364
OG0000955	Syan.g_01915	Syad.g_00363
OG0000956	Syan.g_01913	Syad.g_00361
OG0000957	Syan.g_01898	Syad.g_00350
OG0000958	Syan.g_01897	Syad.g_00349
OG0000959	Syan.g_01893	Syad.g_00345
OG0000960	Syan.g_01892	Syad.g_00344
OG0000961	Syan.g_03024	Syad.g_00335
OG0000962	Syan.g_01887	Syad.g_00332
OG0000963	Syan.g_01881	Syad.g_00325
OG0000964	Syan.g_01880	Syad.g_00324
OG0000965	Syan.g_01879	Syad.g_00323
OG0000966	Syan.g_01812	Syad.g_00246
OG0000967	Syan.g_01804	Syad.g_00234
OG0000968	Syan.g_01706	Syad.g_00243
OG0000969	Syan.g_01708	Syad.g_00240
OG0000970	Syan.g_01709	Syad.g_00239
OG0000971	Syan.g_01711	Syad.g_00229
OG0000972	Syan.g_01712	Syad.g_00228
OG0000973	Syan.g_01713	Syad.g_00227
OG0000974	Syan.g_01714	Syad.g_00226
OG0000975	Syan.g_01715	Syad.g_00225
OG0000976	Syan.g_01716	Syad.g_00224
OG0000977	Syan.g_01718	Syad.g_00222
OG0000978	Syan.g_01719	Syad.g_00221
OG0000979	Syan.g_01722	Syad.g_00218
OG0000980	Syan.g_01725	Syad.g_00215
OG0000981	Syan.g_01728	Syad.g_00212
OG0000982	Syan.g_01566	Syad.g_03035
OG0000983	Syan.g_01567	Syad.g_03036
OG0000984	Syan.g_01568	Syad.g_03037
OG0000985	Syan.g_01572	Syad.g_03039
OG0000986	Syan.g_01574	Syad.g_03049
OG0000987	Syan.g_01576	Syad.g_00002
OG0000988	Syan.g_01581	Syad.g_00008
OG0000989	Syan.g_01587	Syad.g_00020
OG0000990	Syan.g_01615	Syad.g_00061
OG0000991	Syan.g_01618	Syad.g_00064
OG0000992	Syan.g_01622	Syad.g_00067
OG0000993	Syan.g_01623	Syad.g_00069
OG0000994	Syan.g_01625	Syad.g_00071
OG0000995	Syan.g_01629	Syad.g_00077
OG0000996	Syan.g_01653	Syad.g_00121
OG0000997	Syan.g_01677	Syad.g_00128
OG0000998	Syan.g_01679	Syad.g_00130
OG0000999	Syan.g_01680	Syad.g_00131
OG0001000	Syan.g_01684	Syad.g_00136
OG0001001	Syan.g_01690	Syad.g_00141
OG0001002	Syan.g_01697	Syad.g_00148
OG0001003	Syan.g_01699	Syad.g_00150
OG0001004	Syan.g_01700	Syad.g_00151
OG0001005	Syan.g_01701	Syad.g_00152
OG0001006	Syan.g_01794	Syad.g_00160
OG0001007	Syan.g_01796	Syad.g_00162
OG0001008	Syan.g_02397	Syad.g_02449
OG0001009	Syan.g_01748	Syad.g_00194
OG0001010	Syan.g_01747	Syad.g_00195
OG0001011	Syan.g_01745	Syad.g_00196
OG0001012	Syan.g_00281	Syad.g_03030
OG0001013	Syan.g_01542	Syad.g_03011
OG0001014	Syan.g_01535	Syad.g_03002
OG0001015	Syan.g_01534	Syad.g_03001
OG0001016	Syan.g_02912	Syad.g_02734
OG0001017	Syan.g_02918	Syad.g_02740
OG0001018	Syan.g_02920	Syad.g_02742
OG0001019	Syan.g_02947	Syad.g_02771
OG0001020	Syan.g_02951	Syad.g_02777
OG0001021	Syan.g_02958	Syad.g_02781
OG0001022	Syan.g_02964	Syad.g_02786
OG0001023	Syan.g_02965	Syad.g_02787
OG0001024	Syan.g_00968	Syad.g_02791
OG0001025	Syan.g_02971	Syad.g_02798
OG0001026	Syan.g_02984	Syad.g_02811
OG0001027	Syan.g_02308	Syad.g_02817
OG0001028	Syan.g_02305	Syad.g_02819
OG0001029	Syan.g_02303	Syad.g_02821
OG0001030	Syan.g_02281	Syad.g_02848
OG0001031	Syan.g_03060	Syad.g_02925
OG0001032	Syan.g_03063	Syad.g_02928
OG0001033	Syan.g_00970	Syad.g_02956
OG0001034	Syan.g_02425	Syad.g_00819
OG0001035	Syan.g_02062	Syad.g_00559
OG0001036	Syan.g_02056	Syad.g_00554
OG0001037	Syan.g_02054	Syad.g_00552
OG0001039	Syan.g_02022	Syad.g_00522
OG0001040	Syan.g_02019	Syad.g_00519
OG0001041	Syan.g_02015	Syad.g_00514
OG0001042	Syan.g_01992	Syad.g_00485
OG0001043	Syan.g_01988	Syad.g_00481
OG0001044	Syan.g_02145	Syad.g_00760
OG0001045	Syan.g_02132	Syad.g_00773
OG0001046	Syan.g_00591	Syad.g_01722
OG0001047	Syan.g_02399	Syad.g_02447
OG0001048	Syan.g_02400	Syad.g_02446
OG0001049	Syan.g_01340	Syad.g_02443
OG0001050	Syan.g_01339	Syad.g_02442
OG0001051	Syan.g_01338	Syad.g_02441
OG0001052	Syan.g_02850	Syad.g_02357
OG0001054	Syan.g_02742	Syad.g_00925
OG0001055	Syan.g_02721	Syad.g_00946
OG0001056	Syan.g_01161	Syad.g_00982
OG0001057	Syan.g_00832	Syad.g_00996
OG0001058	Syan.g_00851	Syad.g_01015
OG0001059	Syan.g_00855	Syad.g_01018
OG0001060	Syan.g_00861	Syad.g_01025
OG0001061	Syan.g_00880	Syad.g_01047
OG0001063	Syan.g_00945	Syad.g_01056
OG0001064	Syan.g_00946	Syad.g_01057
OG0001065	Syan.g_00947	Syad.g_01058
OG0001066	Syan.g_00948	Syad.g_01059
OG0001067	Syan.g_00949	Syad.g_01060
OG0001068	Syan.g_00950	Syad.g_01061
OG0001069	Syan.g_00951	Syad.g_01062
OG0001070	Syan.g_00955	Syad.g_01065
OG0001071	Syan.g_00956	Syad.g_01066
OG0001072	Syan.g_00960	Syad.g_01070
OG0001073	Syan.g_01012	Syad.g_01090
OG0001074	Syan.g_00202	Syad.g_02197
OG0001075	Syan.g_00200	Syad.g_02196
OG0001076	Syan.g_00012	Syad.g_02175
OG0001077	Syan.g_01140	Syad.g_02164
OG0001078	Syan.g_00815	Syad.g_02151
OG0001079	Syan.g_00799	Syad.g_02138
OG0001080	Syan.g_00781	Syad.g_02008
OG0001081	Syan.g_00779	Syad.g_01568
OG0001082	Syan.g_00778	Syad.g_01569
OG0001083	Syan.g_00771	Syad.g_01578
OG0001084	Syan.g_00770	Syad.g_01586
OG0001086	Syan.g_00757	Syad.g_01598
OG0001087	Syan.g_01159	Syad.g_01372
OG0001088	Syan.g_02688	Syad.g_01368
OG0001089	Syan.g_00185	Syad.g_01302
OG0001090	Syan.g_00317	Syad.g_01817
OG0001091	Syan.g_00320	Syad.g_01815
OG0001092	Syan.g_00322	Syad.g_01812
OG0001093	Syan.g_00328	Syad.g_01806
OG0001094	Syan.g_00696	Syad.g_01895
OG0001095	Syan.g_00675	Syad.g_01874
OG0001096	Syan.g_00659	Syad.g_01847
OG0001097	Syan.g_00386	Syad.g_01223
OG0001099	Syan.g_02304	Syad.g_02820
OG0001100	Syan.g_00749	Syad.g_01608
OG0001101	Syan.g_00747	Syad.g_01610
OG0001102	Syan.g_00744	Syad.g_01613
OG0001103	Syan.g_00742	Syad.g_01616
OG0001104	Syan.g_00714	Syad.g_01911
OG0001106	Syan.g_00551	Syad.g_01771
OG0001107	Syan.g_00563	Syad.g_01759
OG0001108	Syan.g_00571	Syad.g_01744
OG0001109	Syan.g_00573	Syad.g_01739
OG0001110	Syan.g_00575	Syad.g_01737
OG0001111	Syan.g_00577	Syad.g_01735
OG0001112	Syan.g_00579	Syad.g_01733
OG0001113	Syan.g_00580	Syad.g_01732
OG0001114	Syan.g_00581	Syad.g_01731
OG0001115	Syan.g_00586	Syad.g_01727
OG0001116	Syan.g_00588	Syad.g_01725
OG0001117	Syan.g_00589	Syad.g_01724
OG0001118	Syan.g_00590	Syad.g_01723
OG0001119	Syan.g_00592	Syad.g_01721
OG0001120	Syan.g_00597	Syad.g_01717
OG0001122	Syan.g_00366	Syad.g_01689
OG0001123	Syan.g_00359	Syad.g_01682
OG0001124	Syan.g_00357	Syad.g_01680
OG0001125	Syan.g_00355	Syad.g_01678
OG0001126	Syan.g_00307	Syad.g_01276
OG0001127	Syan.g_00306	Syad.g_01277
OG0001128	Syan.g_00303	Syad.g_01280
OG0001129	Syan.g_00301	Syad.g_01282
OG0001130	Syan.g_00300	Syad.g_01283
OG0001131	Syan.g_00079	Syad.g_01953
OG0001132	Syan.g_00100	Syad.g_02038
OG0001133	Syan.g_00006	Syad.g_02172
OG0001134	Syan.g_01146	Syad.g_01527
OG0001135	Syan.g_02542	Syad.g_01529
OG0001136	Syan.g_02699	Syad.g_01150
OG0001137	Syan.g_02670	Syad.g_01169
OG0001138	Syan.g_02638	Syad.g_01493
OG0001139	Syan.g_02636	Syad.g_01491
OG0001140	Syan.g_02635	Syad.g_01490
OG0001141	Syan.g_02625	Syad.g_01489
OG0001142	Syan.g_02624	Syad.g_01488
OG0001143	Syan.g_02616	Syad.g_01473
OG0001144	Syan.g_02596	Syad.g_01457
OG0001145	Syan.g_01200	Syad.g_01112
OG0001146	Syan.g_01219	Syad.g_02412
OG0001147	Syan.g_02842	Syad.g_02349
OG0001148	Syan.g_02775	Syad.g_00889
OG0001149	Syan.g_02776	Syad.g_00888
OG0001150	Syan.g_02777	Syad.g_00887
OG0001151	Syan.g_02884	Syad.g_00875
OG0001152	Syan.g_02885	Syad.g_00872
OG0001153	Syan.g_02828	Syad.g_02318
OG0001154	Syan.g_02829	Syad.g_02319
OG0001156	Syan.g_02404	Syad.g_02543
OG0001157	Syan.g_02403	Syad.g_02544
OG0001158	Syan.g_02402	Syad.g_02546
OG0001159	Syan.g_02401	Syad.g_02547
OG0001160	Syan.g_01377	Syad.g_02595
OG0001161	Syan.g_01594	Syad.g_00026
OG0001162	Syan.g_02943	Syad.g_01844
OG0001163	Syan.g_01385	Syad.g_02610
OG0001164	Syan.g_01392	Syad.g_02616
OG0001165	Syan.g_01397	Syad.g_02621
OG0001166	Syan.g_01430	Syad.g_02647
OG0001167	Syan.g_00992	Syad.g_02486
OG0001168	Syan.g_01456	Syad.g_02488
OG0001169	Syan.g_01458	Syad.g_02490
OG0001170	Syan.g_01460	Syad.g_02492
OG0001171	Syan.g_01470	Syad.g_02503
OG0001172	Syan.g_02110	Syad.g_00594
