Orthogroup	Syan	Pray
OG0000578	Syan.g_01009	Pray.g_01162
OG0000579	Syan.g_01010	Pray.g_01161
OG0000580	Syan.g_01011	Pray.g_01160
OG0000581	Syan.g_01018	Pray.g_01158
OG0000582	Syan.g_01030	Pray.g_01155
OG0000583	Syan.g_01029	Pray.g_01154
OG0000584	Syan.g_01028	Pray.g_01153
OG0000585	Syan.g_01024	Pray.g_01151
OG0000586	Syan.g_01022	Pray.g_01150
OG0000587	Syan.g_01020	Pray.g_01149
OG0000588	Syan.g_00215	Pray.g_01145
OG0000589	Syan.g_00016	Pray.g_01142
OG0000590	Syan.g_00015	Pray.g_01141
OG0000591	Syan.g_00003	Pray.g_01138
OG0000592	Syan.g_00002	Pray.g_01137
OG0000593	Syan.g_00820	Pray.g_01131
OG0000594	Syan.g_00819	Pray.g_01130
OG0000595	Syan.g_00818	Pray.g_01129
OG0000596	Syan.g_00813	Pray.g_01125
OG0000597	Syan.g_00810	Pray.g_01123
OG0000598	Syan.g_00809	Pray.g_01122
OG0000599	Syan.g_00802	Pray.g_01119
OG0000600	Syan.g_00801	Pray.g_01118
OG0000601	Syan.g_00800	Pray.g_01117
OG0000602	Syan.g_00796	Pray.g_01115
OG0000603	Syan.g_00795	Pray.g_01114
OG0000604	Syan.g_00792	Pray.g_01113
OG0000605	Syan.g_00783	Pray.g_01112
OG0000606	Syan.g_00780	Pray.g_01109
OG0000607	Syan.g_00777	Pray.g_01106
OG0000608	Syan.g_00776	Pray.g_01105
OG0000609	Syan.g_00774	Pray.g_01104
OG0000610	Syan.g_00766	Pray.g_01099
OG0000611	Syan.g_00763	Pray.g_01096
OG0000612	Syan.g_00762	Pray.g_01095
OG0000613	Syan.g_01965	Pray.g_01090
OG0000614	Syan.g_00184	Pray.g_01071
OG0000615	Syan.g_00728	Pray.g_01063
OG0000616	Syan.g_01694	Pray.g_01059
OG0000617	Syan.g_00324	Pray.g_01034
OG0000618	Syan.g_00325	Pray.g_01033
OG0000619	Syan.g_00326	Pray.g_01032
OG0000620	Syan.g_00331	Pray.g_01029
OG0000621	Syan.g_00332	Pray.g_01028
OG0000622	Syan.g_00334	Pray.g_01027
OG0000623	Syan.g_00335	Pray.g_01026
OG0000624	Syan.g_00337	Pray.g_01025
OG0000625	Syan.g_00338	Pray.g_00269
OG0000626	Syan.g_00339	Pray.g_00270
OG0000627	Syan.g_00465	Pray.g_00271
OG0000628	Syan.g_00466	Pray.g_00272
OG0000629	Syan.g_00469	Pray.g_00273
OG0000630	Syan.g_00474	Pray.g_00276
OG0000631	Syan.g_00484	Pray.g_00339
OG0000632	Syan.g_00485	Pray.g_00340
OG0000633	Syan.g_00489	Pray.g_00341
OG0000634	Syan.g_00694	Pray.g_00344
OG0000635	Syan.g_00693	Pray.g_00345
OG0000636	Syan.g_00691	Pray.g_00347
OG0000637	Syan.g_00689	Pray.g_00349
OG0000638	Syan.g_00688	Pray.g_00350
OG0000639	Syan.g_00687	Pray.g_00351
OG0000640	Syan.g_00686	Pray.g_00352
OG0000641	Syan.g_00682	Pray.g_00356
OG0000642	Syan.g_00681	Pray.g_00357
OG0000643	Syan.g_00679	Pray.g_00358
OG0000644	Syan.g_00678	Pray.g_00359
OG0000645	Syan.g_00676	Pray.g_00360
OG0000646	Syan.g_00673	Pray.g_00362
OG0000647	Syan.g_00671	Pray.g_00363
OG0000648	Syan.g_00669	Pray.g_00365
OG0000649	Syan.g_00668	Pray.g_00366
OG0000650	Syan.g_00667	Pray.g_00367
OG0000651	Syan.g_00666	Pray.g_00368
OG0000652	Syan.g_00665	Pray.g_00369
OG0000653	Syan.g_00663	Pray.g_00371
OG0000654	Syan.g_00661	Pray.g_00372
OG0000655	Syan.g_00660	Pray.g_00373
OG0000656	Syan.g_00656	Pray.g_00376
OG0000657	Syan.g_00375	Pray.g_00384
OG0000658	Syan.g_00378	Pray.g_00385
OG0000659	Syan.g_00379	Pray.g_00386
OG0000660	Syan.g_00383	Pray.g_00390
OG0000661	Syan.g_00385	Pray.g_00392
OG0000662	Syan.g_00392	Pray.g_00394
OG0000663	Syan.g_00395	Pray.g_00396
OG0000664	Syan.g_00397	Pray.g_00397
OG0000665	Syan.g_00788	Pray.g_00401
OG0000666	Syan.g_02100	Pray.g_00402
OG0000667	Syan.g_00044	Pray.g_00406
OG0000668	Syan.g_00365	Pray.g_00436
OG0000669	Syan.g_00751	Pray.g_00443
OG0000670	Syan.g_00748	Pray.g_00445
OG0000671	Syan.g_00746	Pray.g_00447
OG0000672	Syan.g_00743	Pray.g_00450
OG0000673	Syan.g_00740	Pray.g_00453
OG0000674	Syan.g_00738	Pray.g_00455
OG0000675	Syan.g_00737	Pray.g_00456
OG0000676	Syan.g_00735	Pray.g_00458
OG0000677	Syan.g_00734	Pray.g_00459
OG0000678	Syan.g_00732	Pray.g_00461
OG0000679	Syan.g_00724	Pray.g_00465
OG0000680	Syan.g_00723	Pray.g_00466
OG0000681	Syan.g_00720	Pray.g_00469
OG0000682	Syan.g_00719	Pray.g_00470
OG0000683	Syan.g_00718	Pray.g_00471
OG0000684	Syan.g_00715	Pray.g_00473
OG0000685	Syan.g_00713	Pray.g_00475
OG0000686	Syan.g_00712	Pray.g_00476
OG0000687	Syan.g_00711	Pray.g_00477
OG0000688	Syan.g_00706	Pray.g_00480
OG0000689	Syan.g_00704	Pray.g_00481
OG0000690	Syan.g_00703	Pray.g_00482
OG0000691	Syan.g_00702	Pray.g_00483
OG0000692	Syan.g_00700	Pray.g_00485
OG0000693	Syan.g_00698	Pray.g_00486
OG0000694	Syan.g_00697	Pray.g_00487
OG0000695	Syan.g_00492	Pray.g_00489
OG0000696	Syan.g_00493	Pray.g_00490
OG0000697	Syan.g_00495	Pray.g_00491
OG0000698	Syan.g_00498	Pray.g_00494
OG0000699	Syan.g_00500	Pray.g_00495
OG0000700	Syan.g_00501	Pray.g_00496
OG0000701	Syan.g_00502	Pray.g_00497
OG0000702	Syan.g_00534	Pray.g_00499
OG0000703	Syan.g_00546	Pray.g_00500
OG0000704	Syan.g_00550	Pray.g_00501
OG0000705	Syan.g_00557	Pray.g_00505
OG0000706	Syan.g_00558	Pray.g_00506
OG0000707	Syan.g_00559	Pray.g_00507
OG0000708	Syan.g_00562	Pray.g_00508
OG0000709	Syan.g_00570	Pray.g_00512
OG0000710	Syan.g_00574	Pray.g_00515
OG0000711	Syan.g_00607	Pray.g_00532
OG0000712	Syan.g_00609	Pray.g_00534
OG0000713	Syan.g_00610	Pray.g_00535
OG0000714	Syan.g_00624	Pray.g_00536
OG0000715	Syan.g_00626	Pray.g_00538
OG0000716	Syan.g_00630	Pray.g_00540
OG0000717	Syan.g_00631	Pray.g_00541
OG0000718	Syan.g_00651	Pray.g_00553
OG0000719	Syan.g_00367	Pray.g_00555
OG0000720	Syan.g_00354	Pray.g_00564
OG0000721	Syan.g_00352	Pray.g_00566
OG0000722	Syan.g_00351	Pray.g_00567
OG0000723	Syan.g_00341	Pray.g_00570
OG0000724	Syan.g_00299	Pray.g_00579
OG0000725	Syan.g_00194	Pray.g_00585
OG0000726	Syan.g_00193	Pray.g_00586
OG0000727	Syan.g_00192	Pray.g_00587
OG0000728	Syan.g_00190	Pray.g_00589
OG0000729	Syan.g_01885	Pray.g_00634
OG0000730	Syan.g_02147	Pray.g_00132
OG0000731	Syan.g_02135	Pray.g_00128
OG0000732	Syan.g_01726	Pray.g_00118
OG0000733	Syan.g_01147	Pray.g_00096
OG0000734	Syan.g_02982	Pray.g_00079
OG0000735	Syan.g_02713	Pray.g_00077
OG0000736	Syan.g_02712	Pray.g_00076
OG0000737	Syan.g_02711	Pray.g_00075
OG0000738	Syan.g_02705	Pray.g_00071
OG0000739	Syan.g_02704	Pray.g_00070
OG0000740	Syan.g_02703	Pray.g_00069
OG0000741	Syan.g_02700	Pray.g_00068
OG0000742	Syan.g_02697	Pray.g_00065
OG0000743	Syan.g_02694	Pray.g_00063
OG0000744	Syan.g_02693	Pray.g_00062
OG0000745	Syan.g_02690	Pray.g_00060
OG0000746	Syan.g_02687	Pray.g_00058
OG0000747	Syan.g_02685	Pray.g_00057
OG0000748	Syan.g_02669	Pray.g_00054
OG0000749	Syan.g_02668	Pray.g_00053
OG0000750	Syan.g_02667	Pray.g_00052
OG0000751	Syan.g_02661	Pray.g_00050
OG0000752	Syan.g_02659	Pray.g_00048
OG0000753	Syan.g_02656	Pray.g_00045
OG0000754	Syan.g_02650	Pray.g_00042
OG0000755	Syan.g_02641	Pray.g_00039
OG0000756	Syan.g_02640	Pray.g_00038
OG0000757	Syan.g_02623	Pray.g_00032
OG0000758	Syan.g_02622	Pray.g_00031
OG0000759	Syan.g_02621	Pray.g_00030
OG0000760	Syan.g_02620	Pray.g_00029
OG0000761	Syan.g_02619	Pray.g_00028
OG0000762	Syan.g_02617	Pray.g_00027
OG0000763	Syan.g_02615	Pray.g_00025
OG0000764	Syan.g_02614	Pray.g_00024
OG0000765	Syan.g_02587	Pray.g_00015
OG0000766	Syan.g_02586	Pray.g_00014
OG0000767	Syan.g_02584	Pray.g_00012
OG0000768	Syan.g_02583	Pray.g_00011
OG0000769	Syan.g_02581	Pray.g_00009
OG0000770	Syan.g_02561	Pray.g_00007
OG0000771	Syan.g_00305	Pray.g_00250
OG0000772	Syan.g_00436	Pray.g_01895
OG0000773	Syan.g_01199	Pray.g_01879
OG0000774	Syan.g_01205	Pray.g_01877
OG0000775	Syan.g_01207	Pray.g_01875
OG0000776	Syan.g_01208	Pray.g_01874
OG0000777	Syan.g_01209	Pray.g_01873
OG0000778	Syan.g_01210	Pray.g_01872
OG0000779	Syan.g_01215	Pray.g_01868
OG0000780	Syan.g_01218	Pray.g_01867
OG0000781	Syan.g_01222	Pray.g_01864
OG0000782	Syan.g_01223	Pray.g_01863
OG0000783	Syan.g_01224	Pray.g_01862
OG0000784	Syan.g_01225	Pray.g_01861
OG0000785	Syan.g_01228	Pray.g_01859
OG0000786	Syan.g_01243	Pray.g_01857
OG0000787	Syan.g_01244	Pray.g_01856
OG0000788	Syan.g_00843	Pray.g_01842
OG0000789	Syan.g_00075	Pray.g_01839
OG0000790	Syan.g_02778	Pray.g_01824
OG0000791	Syan.g_02780	Pray.g_01822
OG0000792	Syan.g_02781	Pray.g_01821
OG0000793	Syan.g_02879	Pray.g_01818
OG0000794	Syan.g_02881	Pray.g_01817
OG0000795	Syan.g_02882	Pray.g_01816
OG0000796	Syan.g_02886	Pray.g_01812
OG0000797	Syan.g_02888	Pray.g_01811
OG0000799	Syan.g_01310	Pray.g_01740
OG0000800	Syan.g_01308	Pray.g_01739
OG0000801	Syan.g_01307	Pray.g_01738
OG0000802	Syan.g_01303	Pray.g_01736
OG0000803	Syan.g_01294	Pray.g_01734
OG0000804	Syan.g_01291	Pray.g_01733
OG0000805	Syan.g_01289	Pray.g_01731
OG0000806	Syan.g_01287	Pray.g_01729
OG0000807	Syan.g_01286	Pray.g_01728
OG0000808	Syan.g_01285	Pray.g_01727
OG0000809	Syan.g_01281	Pray.g_01724
OG0000810	Syan.g_01280	Pray.g_01723
OG0000811	Syan.g_01272	Pray.g_01719
OG0000812	Syan.g_01270	Pray.g_01717
OG0000813	Syan.g_01269	Pray.g_01716
OG0000814	Syan.g_01267	Pray.g_01714
OG0000815	Syan.g_01249	Pray.g_01713
OG0000816	Syan.g_01247	Pray.g_01711
OG0000817	Syan.g_01328	Pray.g_01710
OG0000818	Syan.g_02807	Pray.g_01705
OG0000819	Syan.g_02808	Pray.g_01704
OG0000820	Syan.g_02809	Pray.g_01703
OG0000821	Syan.g_02815	Pray.g_01699
OG0000822	Syan.g_02817	Pray.g_01698
OG0000823	Syan.g_02818	Pray.g_01697
OG0000824	Syan.g_02824	Pray.g_01694
OG0000825	Syan.g_02825	Pray.g_01693
OG0000826	Syan.g_02826	Pray.g_01692
OG0000827	Syan.g_02827	Pray.g_01691
OG0000828	Syan.g_02830	Pray.g_01688
OG0000829	Syan.g_02831	Pray.g_01687
OG0000830	Syan.g_02832	Pray.g_01686
OG0000831	Syan.g_02834	Pray.g_01684
OG0000832	Syan.g_02408	Pray.g_01678
OG0000833	Syan.g_01343	Pray.g_01670
OG0000834	Syan.g_01345	Pray.g_01669
OG0000835	Syan.g_01346	Pray.g_01668
OG0000836	Syan.g_01349	Pray.g_01667
OG0000837	Syan.g_01351	Pray.g_01666
OG0000838	Syan.g_01355	Pray.g_01664
OG0000839	Syan.g_01356	Pray.g_01663
OG0000840	Syan.g_01357	Pray.g_01662
OG0000841	Syan.g_01358	Pray.g_01661
OG0000842	Syan.g_01359	Pray.g_01660
OG0000843	Syan.g_01360	Pray.g_01659
OG0000844	Syan.g_01362	Pray.g_01658
OG0000845	Syan.g_01363	Pray.g_01657
OG0000846	Syan.g_01364	Pray.g_01656
OG0000847	Syan.g_01365	Pray.g_01655
OG0000848	Syan.g_01367	Pray.g_01654
OG0000849	Syan.g_01368	Pray.g_01653
OG0000850	Syan.g_01371	Pray.g_01651
OG0000851	Syan.g_01374	Pray.g_01650
OG0000852	Syan.g_01375	Pray.g_01649
OG0000853	Syan.g_01379	Pray.g_01645
OG0000854	Syan.g_01381	Pray.g_01643
OG0000855	Syan.g_01382	Pray.g_01642
OG0000856	Syan.g_01136	Pray.g_01627
OG0000857	Syan.g_00672	Pray.g_01600
OG0000858	Syan.g_01389	Pray.g_01565
OG0000859	Syan.g_01390	Pray.g_01564
OG0000860	Syan.g_01402	Pray.g_01557
OG0000861	Syan.g_01403	Pray.g_01556
OG0000862	Syan.g_01412	Pray.g_01555
OG0000863	Syan.g_01414	Pray.g_01553
OG0000864	Syan.g_00969	Pray.g_01552
OG0000865	Syan.g_01415	Pray.g_01551
OG0000866	Syan.g_01416	Pray.g_01550
OG0000867	Syan.g_01417	Pray.g_01549
OG0000868	Syan.g_01421	Pray.g_01548
OG0000869	Syan.g_01426	Pray.g_01544
OG0000870	Syan.g_01431	Pray.g_01539
OG0000871	Syan.g_01432	Pray.g_01538
OG0000872	Syan.g_01438	Pray.g_01537
OG0000873	Syan.g_01441	Pray.g_01534
OG0000874	Syan.g_01443	Pray.g_01531
OG0000875	Syan.g_01445	Pray.g_01530
OG0000876	Syan.g_00391	Pray.g_01529
OG0000877	Syan.g_01449	Pray.g_01527
OG0000878	Syan.g_01450	Pray.g_01526
OG0000879	Syan.g_01451	Pray.g_01525
OG0000880	Syan.g_01452	Pray.g_01524
OG0000881	Syan.g_01457	Pray.g_01520
OG0000882	Syan.g_01462	Pray.g_01515
OG0000883	Syan.g_01464	Pray.g_01513
OG0000884	Syan.g_01466	Pray.g_01512
OG0000885	Syan.g_01467	Pray.g_01511
OG0000886	Syan.g_01468	Pray.g_01510
OG0000887	Syan.g_01469	Pray.g_01509
OG0000888	Syan.g_01471	Pray.g_01507
OG0000889	Syan.g_01473	Pray.g_01505
OG0000890	Syan.g_01476	Pray.g_01504
OG0000891	Syan.g_01477	Pray.g_01503
OG0000892	Syan.g_01480	Pray.g_01229
OG0000893	Syan.g_02103	Pray.g_01234
OG0000894	Syan.g_02108	Pray.g_01236
OG0000895	Syan.g_02112	Pray.g_01239
OG0000896	Syan.g_02113	Pray.g_01240
OG0000897	Syan.g_02115	Pray.g_01242
OG0000898	Syan.g_02116	Pray.g_01243
OG0000899	Syan.g_02117	Pray.g_01244
OG0000900	Syan.g_02118	Pray.g_01245
OG0000901	Syan.g_02123	Pray.g_01248
OG0000902	Syan.g_02125	Pray.g_01250
OG0000903	Syan.g_02252	Pray.g_01253
OG0000904	Syan.g_02258	Pray.g_01255
OG0000905	Syan.g_02129	Pray.g_01260
OG0000906	Syan.g_02127	Pray.g_01261
OG0000907	Syan.g_02245	Pray.g_01264
OG0000908	Syan.g_02242	Pray.g_01267
OG0000909	Syan.g_02241	Pray.g_01268
OG0000910	Syan.g_02240	Pray.g_01269
OG0000911	Syan.g_02238	Pray.g_01271
OG0000912	Syan.g_02237	Pray.g_01272
OG0000913	Syan.g_02236	Pray.g_01273
OG0000914	Syan.g_02235	Pray.g_01274
OG0000915	Syan.g_02233	Pray.g_01275
OG0000916	Syan.g_02232	Pray.g_01276
OG0000917	Syan.g_02231	Pray.g_01277
OG0000918	Syan.g_02230	Pray.g_01278
OG0000919	Syan.g_02229	Pray.g_01279
OG0000920	Syan.g_02228	Pray.g_01280
OG0000921	Syan.g_02227	Pray.g_01281
OG0000922	Syan.g_02226	Pray.g_01282
OG0000923	Syan.g_02222	Pray.g_01286
OG0000924	Syan.g_02221	Pray.g_01287
OG0000925	Syan.g_02220	Pray.g_01288
OG0000926	Syan.g_02219	Pray.g_01289
OG0000927	Syan.g_02217	Pray.g_01291
OG0000928	Syan.g_02216	Pray.g_01292
OG0000929	Syan.g_02215	Pray.g_01293
OG0000930	Syan.g_02214	Pray.g_01294
OG0000931	Syan.g_02213	Pray.g_01295
OG0000932	Syan.g_02212	Pray.g_01296
OG0000933	Syan.g_02206	Pray.g_01300
OG0000934	Syan.g_02204	Pray.g_01302
OG0000935	Syan.g_02203	Pray.g_01303
OG0000936	Syan.g_02202	Pray.g_01304
OG0000937	Syan.g_02201	Pray.g_01305
OG0000938	Syan.g_02198	Pray.g_01307
OG0000939	Syan.g_02197	Pray.g_01308
OG0000940	Syan.g_02188	Pray.g_01315
OG0000941	Syan.g_02186	Pray.g_01317
OG0000942	Syan.g_02184	Pray.g_01319
OG0000943	Syan.g_02183	Pray.g_01320
OG0000944	Syan.g_02181	Pray.g_01321
OG0000945	Syan.g_02180	Pray.g_01322
OG0000946	Syan.g_02167	Pray.g_01327
OG0000947	Syan.g_02164	Pray.g_01329
OG0000948	Syan.g_02163	Pray.g_01330
OG0000949	Syan.g_01951	Pray.g_01333
OG0000950	Syan.g_01940	Pray.g_01338
OG0000951	Syan.g_01932	Pray.g_01342
OG0000952	Syan.g_01927	Pray.g_01346
OG0000953	Syan.g_01922	Pray.g_01349
OG0000954	Syan.g_01916	Pray.g_01353
OG0000955	Syan.g_01915	Pray.g_01354
OG0000956	Syan.g_01913	Pray.g_01356
OG0000957	Syan.g_01898	Pray.g_01362
OG0000958	Syan.g_01897	Pray.g_01363
OG0000959	Syan.g_01893	Pray.g_01367
OG0000960	Syan.g_01892	Pray.g_01368
OG0000961	Syan.g_03024	Pray.g_01370
OG0000962	Syan.g_01887	Pray.g_01372
OG0000963	Syan.g_01881	Pray.g_01376
OG0000964	Syan.g_01880	Pray.g_01377
OG0000965	Syan.g_01879	Pray.g_01378
OG0000966	Syan.g_01812	Pray.g_01385
OG0000967	Syan.g_01804	Pray.g_01390
OG0000968	Syan.g_01706	Pray.g_01392
OG0000969	Syan.g_01708	Pray.g_01393
OG0000970	Syan.g_01709	Pray.g_01394
OG0000971	Syan.g_01711	Pray.g_01395
OG0000972	Syan.g_01712	Pray.g_01396
OG0000973	Syan.g_01713	Pray.g_01397
OG0000974	Syan.g_01714	Pray.g_01398
OG0000975	Syan.g_01715	Pray.g_01399
OG0000976	Syan.g_01716	Pray.g_01400
OG0000977	Syan.g_01718	Pray.g_01401
OG0000978	Syan.g_01719	Pray.g_01402
OG0000979	Syan.g_01722	Pray.g_01405
OG0000980	Syan.g_01725	Pray.g_01407
OG0000981	Syan.g_01728	Pray.g_01409
OG0000982	Syan.g_01566	Pray.g_01411
OG0000983	Syan.g_01567	Pray.g_01412
OG0000984	Syan.g_01568	Pray.g_01413
OG0000985	Syan.g_01572	Pray.g_01416
OG0000986	Syan.g_01574	Pray.g_01418
OG0000987	Syan.g_01576	Pray.g_01419
OG0000988	Syan.g_01581	Pray.g_01422
OG0000989	Syan.g_01587	Pray.g_01426
OG0000990	Syan.g_01615	Pray.g_01429
OG0000991	Syan.g_01618	Pray.g_01430
OG0000992	Syan.g_01622	Pray.g_01432
OG0000993	Syan.g_01623	Pray.g_01433
OG0000994	Syan.g_01625	Pray.g_01434
OG0000995	Syan.g_01629	Pray.g_01438
OG0000996	Syan.g_01653	Pray.g_01439
OG0000997	Syan.g_01677	Pray.g_01440
OG0000998	Syan.g_01679	Pray.g_01442
OG0000999	Syan.g_01680	Pray.g_01443
OG0001000	Syan.g_01684	Pray.g_01446
OG0001001	Syan.g_01690	Pray.g_01448
OG0001002	Syan.g_01697	Pray.g_01452
OG0001003	Syan.g_01699	Pray.g_01453
OG0001004	Syan.g_01700	Pray.g_01454
OG0001005	Syan.g_01701	Pray.g_01455
OG0001006	Syan.g_01794	Pray.g_01459
OG0001007	Syan.g_01796	Pray.g_01461
OG0001008	Syan.g_02397	Pray.g_00927
OG0001009	Syan.g_01748	Pray.g_01489
OG0001010	Syan.g_01747	Pray.g_01490
OG0001011	Syan.g_01745	Pray.g_01491
OG0001012	Syan.g_00281	Pray.g_00240
OG0001013	Syan.g_01542	Pray.g_00235
OG0001014	Syan.g_01535	Pray.g_00232
OG0001015	Syan.g_01534	Pray.g_00231
OG0001016	Syan.g_02912	Pray.g_00216
OG0001017	Syan.g_02918	Pray.g_00212
OG0001018	Syan.g_02920	Pray.g_00209
OG0001019	Syan.g_02947	Pray.g_00200
OG0001020	Syan.g_02951	Pray.g_00199
OG0001021	Syan.g_02958	Pray.g_00198
OG0001022	Syan.g_02964	Pray.g_00195
OG0001023	Syan.g_02965	Pray.g_00194
OG0001024	Syan.g_00968	Pray.g_00191
OG0001025	Syan.g_02971	Pray.g_00185
OG0001026	Syan.g_02984	Pray.g_00178
OG0001027	Syan.g_02308	Pray.g_00177
OG0001028	Syan.g_02305	Pray.g_00175
OG0001029	Syan.g_02303	Pray.g_00174
OG0001030	Syan.g_02281	Pray.g_00159
OG0001031	Syan.g_03060	Pray.g_00667
OG0001032	Syan.g_03063	Pray.g_00668
OG0001033	Syan.g_00970	Pray.g_00689
OG0001034	Syan.g_02425	Pray.g_00717
OG0001035	Syan.g_02062	Pray.g_00735
OG0001036	Syan.g_02056	Pray.g_00739
OG0001037	Syan.g_02054	Pray.g_00740
OG0001038	Syan.g_02025	Pray.g_00757
OG0001039	Syan.g_02022	Pray.g_00760
OG0001040	Syan.g_02019	Pray.g_00762
OG0001041	Syan.g_02015	Pray.g_00766
OG0001042	Syan.g_01992	Pray.g_00782
OG0001043	Syan.g_01988	Pray.g_00783
OG0001044	Syan.g_02145	Pray.g_00811
OG0001045	Syan.g_02132	Pray.g_00820
OG0001046	Syan.g_00591	Pray.g_00857
OG0001047	Syan.g_02399	Pray.g_00929
OG0001048	Syan.g_02400	Pray.g_00930
OG0001049	Syan.g_01340	Pray.g_00932
OG0001050	Syan.g_01339	Pray.g_00933
OG0001051	Syan.g_01338	Pray.g_00934
OG0001052	Syan.g_02850	Pray.g_00961
OG0001053	Syan.g_02761	Pray.g_00973
OG0001054	Syan.g_02742	Pray.g_00989
OG0001055	Syan.g_02721	Pray.g_01008
OG0001056	Syan.g_01161	Pray.g_01225
OG0001057	Syan.g_00832	Pray.g_01220
OG0001058	Syan.g_00851	Pray.g_01212
OG0001059	Syan.g_00855	Pray.g_01208
OG0001060	Syan.g_00861	Pray.g_01201
OG0001061	Syan.g_00880	Pray.g_01188
OG0001063	Syan.g_00945	Pray.g_01184
OG0001064	Syan.g_00946	Pray.g_01183
OG0001065	Syan.g_00947	Pray.g_01182
OG0001066	Syan.g_00948	Pray.g_01181
OG0001067	Syan.g_00949	Pray.g_01180
OG0001068	Syan.g_00950	Pray.g_01179
OG0001069	Syan.g_00951	Pray.g_01178
OG0001070	Syan.g_00955	Pray.g_01175
OG0001071	Syan.g_00956	Pray.g_01174
OG0001072	Syan.g_00960	Pray.g_01173
OG0001073	Syan.g_01012	Pray.g_01159
OG0001074	Syan.g_00202	Pray.g_01148
OG0001075	Syan.g_00200	Pray.g_01147
OG0001076	Syan.g_00012	Pray.g_01139
OG0001077	Syan.g_01140	Pray.g_01135
OG0001078	Syan.g_00815	Pray.g_01127
OG0001079	Syan.g_00799	Pray.g_01116
OG0001080	Syan.g_00781	Pray.g_01110
OG0001081	Syan.g_00779	Pray.g_01108
OG0001082	Syan.g_00778	Pray.g_01107
OG0001083	Syan.g_00771	Pray.g_01102
OG0001084	Syan.g_00770	Pray.g_01101
OG0001086	Syan.g_00757	Pray.g_01092
OG0001087	Syan.g_01159	Pray.g_01075
OG0001088	Syan.g_02688	Pray.g_01074
OG0001089	Syan.g_00185	Pray.g_01066
OG0001090	Syan.g_00317	Pray.g_01039
OG0001091	Syan.g_00320	Pray.g_01037
OG0001092	Syan.g_00322	Pray.g_01036
OG0001093	Syan.g_00328	Pray.g_01031
OG0001094	Syan.g_00696	Pray.g_00342
OG0001095	Syan.g_00675	Pray.g_00361
OG0001096	Syan.g_00659	Pray.g_00374
OG0001097	Syan.g_00386	Pray.g_00393
OG0001099	Syan.g_02304	Pray.g_00440
OG0001100	Syan.g_00749	Pray.g_00444
OG0001101	Syan.g_00747	Pray.g_00446
OG0001102	Syan.g_00744	Pray.g_00449
OG0001103	Syan.g_00742	Pray.g_00451
OG0001104	Syan.g_00714	Pray.g_00474
OG0001106	Syan.g_00551	Pray.g_00502
OG0001107	Syan.g_00563	Pray.g_00509
OG0001108	Syan.g_00571	Pray.g_00513
OG0001109	Syan.g_00573	Pray.g_00514
OG0001110	Syan.g_00575	Pray.g_00516
OG0001111	Syan.g_00577	Pray.g_00517
OG0001112	Syan.g_00579	Pray.g_00518
OG0001113	Syan.g_00580	Pray.g_00519
OG0001114	Syan.g_00581	Pray.g_00520
OG0001115	Syan.g_00586	Pray.g_00522
OG0001116	Syan.g_00588	Pray.g_00523
OG0001117	Syan.g_00589	Pray.g_00524
OG0001118	Syan.g_00590	Pray.g_00525
OG0001119	Syan.g_00592	Pray.g_00526
OG0001120	Syan.g_00597	Pray.g_00528
OG0001122	Syan.g_00366	Pray.g_00556
OG0001123	Syan.g_00359	Pray.g_00560
OG0001124	Syan.g_00357	Pray.g_00562
OG0001125	Syan.g_00355	Pray.g_00563
OG0001126	Syan.g_00307	Pray.g_00573
OG0001127	Syan.g_00306	Pray.g_00574
OG0001128	Syan.g_00303	Pray.g_00576
OG0001129	Syan.g_00301	Pray.g_00577
OG0001130	Syan.g_00300	Pray.g_00578
OG0001131	Syan.g_00079	Pray.g_00614
OG0001132	Syan.g_00100	Pray.g_00623
OG0001133	Syan.g_00006	Pray.g_00112
OG0001134	Syan.g_01146	Pray.g_00097
OG0001135	Syan.g_02542, Syan.g_01150	Pray.g_00094
OG0001136	Syan.g_02699	Pray.g_00067
OG0001137	Syan.g_02670	Pray.g_00055
OG0001138	Syan.g_02638	Pray.g_00037
OG0001139	Syan.g_02636	Pray.g_00036
OG0001140	Syan.g_02635	Pray.g_00035
OG0001141	Syan.g_02625	Pray.g_00034
OG0001142	Syan.g_02624	Pray.g_00033
OG0001143	Syan.g_02616	Pray.g_00026
OG0001144	Syan.g_02596	Pray.g_00021
OG0001145	Syan.g_01200	Pray.g_01878
OG0001146	Syan.g_01219	Pray.g_01866
OG0001147	Syan.g_02842	Pray.g_01843
OG0001148	Syan.g_02775	Pray.g_01827
OG0001149	Syan.g_02776	Pray.g_01826
OG0001150	Syan.g_02777	Pray.g_01825
OG0001151	Syan.g_02884	Pray.g_01814
OG0001152	Syan.g_02885	Pray.g_01813
OG0001153	Syan.g_02828	Pray.g_01690
OG0001154	Syan.g_02829	Pray.g_01689
OG0001156	Syan.g_02404	Pray.g_01674
OG0001157	Syan.g_02403	Pray.g_01673
OG0001158	Syan.g_02402	Pray.g_01672
OG0001159	Syan.g_02401	Pray.g_01671
OG0001160	Syan.g_01377	Pray.g_01647
OG0001161	Syan.g_01594	Pray.g_01634
OG0001162	Syan.g_02943	Pray.g_01623
OG0001163	Syan.g_01385	Pray.g_01567
OG0001164	Syan.g_01392	Pray.g_01563
OG0001165	Syan.g_01397	Pray.g_01560
OG0001166	Syan.g_01430	Pray.g_01540
