Orthogroup	Syal	Praw
OG0000583	Syal.g_02735	Praw.g_00145
OG0000584	Syal.g_02734	Praw.g_00146
OG0000585	Syal.g_02731	Praw.g_00148
OG0000586	Syal.g_02730	Praw.g_00149
OG0000587	Syal.g_02728	Praw.g_00150
OG0000588	Syal.g_02717	Praw.g_00154
OG0000589	Syal.g_02714	Praw.g_00157
OG0000590	Syal.g_02713	Praw.g_00158
OG0000591	Syal.g_02707	Praw.g_00161
OG0000592	Syal.g_02706	Praw.g_00162
OG0000593	Syal.g_02640	Praw.g_00168
OG0000594	Syal.g_02639	Praw.g_00169
OG0000595	Syal.g_02638	Praw.g_01888
OG0000596	Syal.g_02633	Praw.g_01884
OG0000597	Syal.g_02630	Praw.g_01882
OG0000598	Syal.g_02629	Praw.g_01881
OG0000599	Syal.g_02622	Praw.g_01878
OG0000600	Syal.g_02621	Praw.g_01877
OG0000601	Syal.g_02620	Praw.g_01876
OG0000602	Syal.g_02615	Praw.g_01874
OG0000603	Syal.g_02614	Praw.g_01873
OG0000604	Syal.g_02612	Praw.g_01872
OG0000605	Syal.g_02516	Praw.g_01871
OG0000606	Syal.g_02174	Praw.g_01868
OG0000607	Syal.g_02177	Praw.g_01865
OG0000608	Syal.g_02178	Praw.g_01864
OG0000609	Syal.g_02180	Praw.g_01863
OG0000610	Syal.g_02198	Praw.g_01858
OG0000611	Syal.g_02201	Praw.g_01855
OG0000612	Syal.g_02202	Praw.g_01854
OG0000613	Syal.g_01325	Praw.g_01849
OG0000614	Syal.g_01794	Praw.g_01830
OG0000615	Syal.g_02256	Praw.g_01822
OG0000616	Syal.g_00079	Praw.g_01818
OG0000617	Syal.g_01866	Praw.g_01803
OG0000618	Syal.g_01867	Praw.g_01802
OG0000619	Syal.g_02417	Praw.g_01801
OG0000620	Syal.g_02422	Praw.g_01798
OG0000621	Syal.g_02423	Praw.g_01797
OG0000622	Syal.g_02424	Praw.g_01796
OG0000623	Syal.g_02425	Praw.g_01795
OG0000624	Syal.g_02427	Praw.g_01794
OG0000625	Syal.g_02428	Praw.g_01793
OG0000626	Syal.g_02429	Praw.g_01792
OG0000627	Syal.g_02048	Praw.g_01791
OG0000628	Syal.g_02047	Praw.g_01790
OG0000629	Syal.g_02044	Praw.g_01789
OG0000630	Syal.g_02040	Praw.g_01786
OG0000631	Syal.g_02031	Praw.g_01706
OG0000632	Syal.g_02030	Praw.g_01705
OG0000633	Syal.g_02029	Praw.g_01704
OG0000634	Syal.g_02410	Praw.g_01701
OG0000635	Syal.g_02411	Praw.g_01700
OG0000636	Syal.g_02413	Praw.g_01698
OG0000637	Syal.g_02415	Praw.g_01696
OG0000638	Syal.g_02416	Praw.g_01695
OG0000639	Syal.g_01868	Praw.g_01694
OG0000640	Syal.g_01869	Praw.g_01693
OG0000641	Syal.g_01873	Praw.g_01689
OG0000642	Syal.g_01874	Praw.g_01688
OG0000643	Syal.g_01875	Praw.g_01687
OG0000644	Syal.g_01876	Praw.g_01686
OG0000645	Syal.g_01878	Praw.g_01685
OG0000646	Syal.g_01881	Praw.g_01683
OG0000647	Syal.g_01883	Praw.g_01682
OG0000648	Syal.g_02438	Praw.g_01680
OG0000649	Syal.g_02439	Praw.g_01679
OG0000650	Syal.g_02440	Praw.g_01678
OG0000651	Syal.g_02441	Praw.g_01677
OG0000652	Syal.g_02442	Praw.g_01676
OG0000653	Syal.g_02444	Praw.g_01674
OG0000654	Syal.g_02445	Praw.g_01673
OG0000655	Syal.g_02446	Praw.g_01672
OG0000656	Syal.g_02449	Praw.g_01669
OG0000657	Syal.g_02460	Praw.g_01663
OG0000658	Syal.g_02465	Praw.g_01662
OG0000659	Syal.g_02466	Praw.g_01661
OG0000660	Syal.g_02470	Praw.g_01657
OG0000661	Syal.g_02472	Praw.g_01655
OG0000662	Syal.g_02474	Praw.g_01653
OG0000663	Syal.g_02477	Praw.g_01651
OG0000664	Syal.g_02478	Praw.g_01650
OG0000665	Syal.g_02593	Praw.g_01646
OG0000666	Syal.g_02605	Praw.g_01645
OG0000667	Syal.g_02192	Praw.g_01641
OG0000668	Syal.g_01920	Praw.g_01611
OG0000669	Syal.g_02295	Praw.g_01605
OG0000670	Syal.g_02956	Praw.g_01603
OG0000671	Syal.g_02291	Praw.g_01601
OG0000672	Syal.g_02288	Praw.g_01599
OG0000673	Syal.g_02285	Praw.g_01596
OG0000674	Syal.g_02283	Praw.g_01594
OG0000675	Syal.g_02282	Praw.g_01593
OG0000676	Syal.g_02272	Praw.g_01591
OG0000677	Syal.g_02271	Praw.g_01590
OG0000678	Syal.g_02264	Praw.g_01588
OG0000679	Syal.g_02252	Praw.g_01584
OG0000680	Syal.g_02251	Praw.g_01583
OG0000681	Syal.g_02248	Praw.g_01581
OG0000682	Syal.g_02247	Praw.g_01580
OG0000683	Syal.g_02246	Praw.g_01579
OG0000684	Syal.g_02242	Praw.g_01577
OG0000685	Syal.g_02240	Praw.g_01575
OG0000686	Syal.g_02239	Praw.g_01574
OG0000687	Syal.g_02237	Praw.g_01573
OG0000688	Syal.g_02225	Praw.g_01570
OG0000689	Syal.g_02223	Praw.g_01569
OG0000690	Syal.g_02222	Praw.g_01568
OG0000691	Syal.g_02221	Praw.g_01567
OG0000692	Syal.g_02220	Praw.g_01565
OG0000693	Syal.g_02218	Praw.g_01564
OG0000694	Syal.g_02217	Praw.g_01563
OG0000695	Syal.g_02027	Praw.g_01561
OG0000696	Syal.g_02026	Praw.g_01560
OG0000697	Syal.g_02025	Praw.g_01559
OG0000698	Syal.g_02022	Praw.g_01556
OG0000699	Syal.g_02021	Praw.g_01555
OG0000700	Syal.g_02020	Praw.g_01554
OG0000701	Syal.g_02019	Praw.g_01553
OG0000702	Syal.g_02011	Praw.g_01551
OG0000703	Syal.g_02010	Praw.g_01550
OG0000704	Syal.g_02008	Praw.g_01549
OG0000705	Syal.g_01999	Praw.g_01545
OG0000706	Syal.g_01998	Praw.g_01544
OG0000707	Syal.g_01997	Praw.g_01543
OG0000708	Syal.g_01994	Praw.g_01542
OG0000709	Syal.g_01986	Praw.g_01538
OG0000710	Syal.g_01982	Praw.g_01535
OG0000711	Syal.g_01954	Praw.g_01518
OG0000712	Syal.g_01952	Praw.g_01516
OG0000713	Syal.g_01951	Praw.g_01515
OG0000714	Syal.g_01948	Praw.g_01514
OG0000715	Syal.g_01934	Praw.g_01512
OG0000716	Syal.g_01930	Praw.g_01510
OG0000717	Syal.g_01929	Praw.g_01509
OG0000718	Syal.g_01925	Praw.g_01498
OG0000719	Syal.g_01922	Praw.g_01496
OG0000720	Syal.g_01908	Praw.g_01487
OG0000721	Syal.g_01906	Praw.g_01485
OG0000722	Syal.g_01905	Praw.g_01484
OG0000723	Syal.g_02433	Praw.g_01481
OG0000724	Syal.g_01829	Praw.g_01472
OG0000725	Syal.g_01820	Praw.g_01466
OG0000726	Syal.g_01819	Praw.g_01465
OG0000727	Syal.g_01818	Praw.g_01464
OG0000728	Syal.g_01816	Praw.g_01462
OG0000729	Syal.g_01510	Praw.g_01416
OG0000730	Syal.g_00345	Praw.g_00172
OG0000731	Syal.g_00356	Praw.g_00176
OG0000732	Syal.g_00149	Praw.g_00183
OG0000733	Syal.g_01105	Praw.g_00202
OG0000734	Syal.g_00828	Praw.g_00219
OG0000735	Syal.g_01627	Praw.g_00221
OG0000736	Syal.g_01628	Praw.g_00222
OG0000737	Syal.g_01629	Praw.g_00223
OG0000738	Syal.g_01634	Praw.g_00227
OG0000739	Syal.g_01645	Praw.g_00228
OG0000740	Syal.g_01646	Praw.g_00229
OG0000741	Syal.g_01649	Praw.g_00230
OG0000742	Syal.g_01652	Praw.g_00233
OG0000743	Syal.g_01654	Praw.g_00235
OG0000744	Syal.g_01655	Praw.g_00236
OG0000745	Syal.g_01657	Praw.g_00237
OG0000746	Syal.g_01659	Praw.g_00239
OG0000747	Syal.g_01660	Praw.g_00240
OG0000748	Syal.g_01674	Praw.g_00243
OG0000749	Syal.g_01675	Praw.g_00244
OG0000750	Syal.g_01676	Praw.g_00245
OG0000751	Syal.g_01688	Praw.g_00247
OG0000752	Syal.g_01690	Praw.g_00249
OG0000753	Syal.g_01693	Praw.g_00252
OG0000754	Syal.g_01698	Praw.g_00255
OG0000755	Syal.g_01707	Praw.g_00258
OG0000756	Syal.g_01708	Praw.g_00259
OG0000757	Syal.g_01715	Praw.g_00265
OG0000758	Syal.g_01716	Praw.g_00266
OG0000759	Syal.g_01717	Praw.g_00267
OG0000760	Syal.g_01718	Praw.g_00268
OG0000761	Syal.g_01719	Praw.g_00269
OG0000762	Syal.g_01721	Praw.g_00270
OG0000763	Syal.g_01723	Praw.g_00272
OG0000764	Syal.g_01724	Praw.g_00273
OG0000765	Syal.g_01768	Praw.g_00282
OG0000766	Syal.g_01767	Praw.g_00283
OG0000767	Syal.g_01765	Praw.g_00285
OG0000768	Syal.g_01764	Praw.g_00286
OG0000769	Syal.g_01762	Praw.g_00288
OG0000770	Syal.g_01758	Praw.g_00290
OG0000771	Syal.g_01835	Praw.g_00904
OG0000772	Syal.g_01641	Praw.g_00954
OG0000773	Syal.g_01618	Praw.g_00970
OG0000774	Syal.g_01610	Praw.g_00972
OG0000775	Syal.g_01608	Praw.g_00976
OG0000776	Syal.g_01607	Praw.g_00977
OG0000777	Syal.g_01606	Praw.g_00978
OG0000778	Syal.g_01605	Praw.g_00979
OG0000779	Syal.g_01599	Praw.g_00983
OG0000780	Syal.g_01594	Praw.g_00984
OG0000781	Syal.g_01590	Praw.g_00987
OG0000782	Syal.g_01589	Praw.g_00988
OG0000783	Syal.g_01588	Praw.g_00989
OG0000784	Syal.g_01587	Praw.g_00990
OG0000785	Syal.g_01585	Praw.g_00992
OG0000786	Syal.g_01579	Praw.g_00994
OG0000787	Syal.g_01578	Praw.g_00995
OG0000788	Syal.g_02619	Praw.g_01002
OG0000789	Syal.g_02598	Praw.g_01006
OG0000790	Syal.g_02883	Praw.g_01021
OG0000791	Syal.g_02882	Praw.g_01023
OG0000792	Syal.g_02881	Praw.g_01024
OG0000793	Syal.g_02876	Praw.g_01027
OG0000794	Syal.g_02875	Praw.g_01028
OG0000795	Syal.g_02874	Praw.g_01029
OG0000796	Syal.g_02870	Praw.g_01033
OG0000797	Syal.g_02869	Praw.g_01034
OG0000798	Syal.g_01260, Syal.g_01372	Praw.g_01057
OG0000799	Syal.g_01547	Praw.g_01101
OG0000800	Syal.g_01542	Praw.g_01100
OG0000801	Syal.g_01541	Praw.g_01099
OG0000802	Syal.g_01536	Praw.g_01097
OG0000803	Syal.g_00040	Praw.g_01095
OG0000804	Syal.g_00036	Praw.g_01094
OG0000805	Syal.g_00030	Praw.g_01092
OG0000806	Syal.g_00028	Praw.g_01090
OG0000807	Syal.g_00026	Praw.g_01089
OG0000808	Syal.g_00025	Praw.g_01088
OG0000809	Syal.g_00022	Praw.g_01085
OG0000810	Syal.g_00021	Praw.g_01084
OG0000811	Syal.g_00380	Praw.g_01077
OG0000812	Syal.g_00382	Praw.g_01075
OG0000813	Syal.g_00383	Praw.g_00343
OG0000814	Syal.g_00385	Praw.g_00345
OG0000815	Syal.g_00391	Praw.g_00346
OG0000816	Syal.g_00393	Praw.g_00348
OG0000817	Syal.g_00394	Praw.g_00349
OG0000818	Syal.g_00401	Praw.g_00354
OG0000819	Syal.g_00402	Praw.g_00355
OG0000820	Syal.g_00403	Praw.g_00356
OG0000821	Syal.g_00409	Praw.g_00359
OG0000822	Syal.g_00411	Praw.g_00360
OG0000823	Syal.g_00412	Praw.g_00361
OG0000824	Syal.g_00417	Praw.g_00364
OG0000825	Syal.g_00418	Praw.g_00365
OG0000826	Syal.g_00419	Praw.g_00366
OG0000827	Syal.g_00420	Praw.g_00367
OG0000828	Syal.g_00423	Praw.g_00371
OG0000829	Syal.g_00424	Praw.g_00372
OG0000830	Syal.g_00425	Praw.g_00373
OG0000831	Syal.g_00427	Praw.g_00375
OG0000832	Syal.g_02967	Praw.g_00381
OG0000833	Syal.g_02976	Praw.g_00389
OG0000834	Syal.g_02979	Praw.g_00390
OG0000835	Syal.g_02980	Praw.g_00391
OG0000836	Syal.g_02983	Praw.g_00392
OG0000837	Syal.g_02984	Praw.g_00393
OG0000838	Syal.g_02988	Praw.g_00395
OG0000839	Syal.g_02989	Praw.g_00396
OG0000840	Syal.g_02990	Praw.g_00397
OG0000841	Syal.g_02991	Praw.g_00398
OG0000842	Syal.g_02992	Praw.g_00399
OG0000843	Syal.g_02993	Praw.g_00400
OG0000844	Syal.g_02995	Praw.g_00401
OG0000845	Syal.g_02996	Praw.g_00402
OG0000846	Syal.g_02997	Praw.g_00403
OG0000847	Syal.g_02998	Praw.g_00404
OG0000848	Syal.g_03000	Praw.g_00405
OG0000849	Syal.g_03001	Praw.g_00406
OG0000850	Syal.g_03008	Praw.g_00408
OG0000851	Syal.g_00561	Praw.g_00409
OG0000852	Syal.g_00562	Praw.g_00410
OG0000853	Syal.g_00566	Praw.g_00414
OG0000854	Syal.g_00568	Praw.g_00416
OG0000855	Syal.g_00569	Praw.g_00417
OG0000856	Syal.g_02704	Praw.g_00430
OG0000857	Syal.g_01882	Praw.g_00458
OG0000858	Syal.g_00576	Praw.g_00509
OG0000859	Syal.g_00577	Praw.g_00510
OG0000860	Syal.g_00589	Praw.g_00517
OG0000861	Syal.g_00590	Praw.g_00518
OG0000862	Syal.g_00591	Praw.g_00519
OG0000863	Syal.g_00594	Praw.g_00521
OG0000864	Syal.g_00595	Praw.g_00522
OG0000865	Syal.g_00596	Praw.g_00523
OG0000866	Syal.g_00597	Praw.g_00524
OG0000867	Syal.g_00598	Praw.g_00525
OG0000868	Syal.g_00604	Praw.g_00526
OG0000869	Syal.g_00609	Praw.g_00530
OG0000870	Syal.g_00614	Praw.g_00535
OG0000871	Syal.g_00615	Praw.g_00536
OG0000872	Syal.g_00621	Praw.g_00537
OG0000873	Syal.g_00624	Praw.g_00540
OG0000874	Syal.g_00627	Praw.g_00543
OG0000875	Syal.g_00629	Praw.g_00544
OG0000876	Syal.g_00631	Praw.g_00545
OG0000877	Syal.g_00633	Praw.g_00547
OG0000878	Syal.g_00634	Praw.g_00548
OG0000879	Syal.g_00635	Praw.g_00549
OG0000880	Syal.g_00636	Praw.g_00550
OG0000881	Syal.g_00641	Praw.g_00554
OG0000882	Syal.g_00646	Praw.g_00559
OG0000883	Syal.g_00648	Praw.g_00561
OG0000884	Syal.g_00650	Praw.g_00563
OG0000885	Syal.g_00651	Praw.g_00564
OG0000886	Syal.g_00652	Praw.g_00565
OG0000887	Syal.g_00653	Praw.g_00566
OG0000888	Syal.g_00655	Praw.g_00568
OG0000889	Syal.g_00657	Praw.g_00570
OG0000890	Syal.g_00663	Praw.g_00571
OG0000891	Syal.g_00664	Praw.g_00572
OG0000892	Syal.g_00668	Praw.g_01921
OG0000893	Syal.g_00193	Praw.g_01917
OG0000894	Syal.g_00196	Praw.g_01915
OG0000895	Syal.g_00200	Praw.g_01912
OG0000896	Syal.g_00201	Praw.g_01911
OG0000897	Syal.g_00203	Praw.g_01909
OG0000898	Syal.g_00204	Praw.g_01908
OG0000899	Syal.g_00205	Praw.g_01907
OG0000900	Syal.g_00206	Praw.g_01906
OG0000901	Syal.g_00211	Praw.g_01903
OG0000902	Syal.g_00213	Praw.g_01901
OG0000903	Syal.g_00227	Praw.g_01898
OG0000904	Syal.g_00222	Praw.g_01896
OG0000905	Syal.g_00217	Praw.g_01892
OG0000906	Syal.g_00215	Praw.g_01891
OG0000907	Syal.g_00229	Praw.g_00138
OG0000908	Syal.g_00232	Praw.g_00135
OG0000909	Syal.g_00233	Praw.g_00134
OG0000910	Syal.g_00234	Praw.g_00133
OG0000911	Syal.g_00237	Praw.g_00131
OG0000912	Syal.g_00238	Praw.g_00130
OG0000913	Syal.g_00239	Praw.g_00129
OG0000914	Syal.g_00240	Praw.g_00128
OG0000915	Syal.g_00241	Praw.g_00127
OG0000916	Syal.g_00242	Praw.g_00126
OG0000917	Syal.g_00243	Praw.g_00125
OG0000918	Syal.g_00244	Praw.g_00124
OG0000919	Syal.g_00245	Praw.g_00123
OG0000920	Syal.g_00246	Praw.g_00122
OG0000921	Syal.g_00247	Praw.g_00121
OG0000922	Syal.g_00248	Praw.g_00120
OG0000923	Syal.g_00252	Praw.g_00116
OG0000924	Syal.g_00253	Praw.g_00115
OG0000925	Syal.g_00254	Praw.g_00114
OG0000926	Syal.g_00255	Praw.g_00113
OG0000927	Syal.g_00257	Praw.g_00111
OG0000928	Syal.g_00258	Praw.g_00110
OG0000929	Syal.g_00259	Praw.g_00109
OG0000930	Syal.g_00260	Praw.g_00108
OG0000931	Syal.g_00261	Praw.g_00107
OG0000932	Syal.g_00262	Praw.g_00106
OG0000933	Syal.g_00268	Praw.g_00102
OG0000934	Syal.g_00270	Praw.g_00100
OG0000935	Syal.g_00271	Praw.g_00099
OG0000936	Syal.g_00272	Praw.g_00098
OG0000937	Syal.g_00273	Praw.g_00097
OG0000938	Syal.g_00276	Praw.g_00095
OG0000939	Syal.g_00277	Praw.g_00094
OG0000940	Syal.g_00285	Praw.g_00087
OG0000941	Syal.g_00287	Praw.g_00085
OG0000942	Syal.g_00289	Praw.g_00083
OG0000943	Syal.g_00290	Praw.g_00082
OG0000944	Syal.g_00292	Praw.g_00081
OG0000945	Syal.g_00294	Praw.g_00080
OG0000946	Syal.g_00301	Praw.g_00076
OG0000947	Syal.g_00304	Praw.g_00074
OG0000948	Syal.g_00305	Praw.g_00073
OG0000949	Syal.g_01341	Praw.g_00070
OG0000950	Syal.g_01348	Praw.g_00065
OG0000951	Syal.g_01353	Praw.g_00061
OG0000952	Syal.g_01363	Praw.g_00057
OG0000953	Syal.g_01435	Praw.g_00054
OG0000954	Syal.g_01443	Praw.g_00050
OG0000955	Syal.g_01444	Praw.g_00049
OG0000956	Syal.g_01446	Praw.g_00047
OG0000957	Syal.g_01457	Praw.g_00041
OG0000958	Syal.g_01458	Praw.g_00040
OG0000959	Syal.g_01482	Praw.g_00036
OG0000960	Syal.g_01483	Praw.g_00035
OG0000961	Syal.g_01507	Praw.g_00033
OG0000962	Syal.g_01509	Praw.g_00031
OG0000963	Syal.g_01514	Praw.g_00027
OG0000964	Syal.g_01515	Praw.g_00026
OG0000965	Syal.g_01516	Praw.g_00025
OG0000966	Syal.g_00176	Praw.g_00018
OG0000967	Syal.g_00171	Praw.g_00014
OG0000968	Syal.g_00169	Praw.g_00012
OG0000969	Syal.g_00167	Praw.g_00011
OG0000970	Syal.g_00166	Praw.g_00010
OG0000971	Syal.g_00164	Praw.g_00009
OG0000972	Syal.g_00163	Praw.g_00008
OG0000973	Syal.g_00162	Praw.g_00007
OG0000974	Syal.g_00161	Praw.g_00006
OG0000975	Syal.g_00160	Praw.g_00005
OG0000976	Syal.g_00159	Praw.g_00004
OG0000977	Syal.g_00157	Praw.g_00003
OG0000978	Syal.g_00156	Praw.g_00002
OG0000979	Syal.g_00153	Praw.g_01192
OG0000980	Syal.g_00150	Praw.g_01190
OG0000981	Syal.g_00147	Praw.g_01188
OG0000982	Syal.g_01068	Praw.g_01186
OG0000983	Syal.g_01069	Praw.g_01185
OG0000984	Syal.g_01070	Praw.g_01184
OG0000985	Syal.g_01074	Praw.g_01181
OG0000986	Syal.g_01076	Praw.g_01179
OG0000987	Syal.g_01080	Praw.g_01178
OG0000988	Syal.g_01086	Praw.g_01175
OG0000989	Syal.g_01098	Praw.g_01171
OG0000990	Syal.g_01118	Praw.g_01168
OG0000991	Syal.g_01120	Praw.g_01167
OG0000992	Syal.g_01122	Praw.g_01165
OG0000993	Syal.g_01123	Praw.g_01164
OG0000994	Syal.g_01127	Praw.g_01163
OG0000995	Syal.g_01132	Praw.g_01159
OG0000996	Syal.g_01162	Praw.g_01158
OG0000997	Syal.g_01171	Praw.g_01157
OG0000998	Syal.g_01173	Praw.g_01155
OG0000999	Syal.g_01174	Praw.g_01154
OG0001000	Syal.g_01177	Praw.g_01151
OG0001001	Syal.g_01182	Praw.g_01149
OG0001002	Syal.g_00082	Praw.g_01145
OG0001003	Syal.g_00084	Praw.g_01144
OG0001004	Syal.g_00085	Praw.g_01143
OG0001005	Syal.g_00087	Praw.g_01142
OG0001006	Syal.g_00094	Praw.g_01138
OG0001007	Syal.g_00096	Praw.g_01136
OG0001008	Syal.g_00524	Praw.g_00710
OG0001009	Syal.g_00129	Praw.g_01401
OG0001010	Syal.g_00130	Praw.g_01400
OG0001011	Syal.g_00131	Praw.g_01399
OG0001012	Syal.g_01064	Praw.g_01385
OG0001013	Syal.g_01026	Praw.g_01380
OG0001014	Syal.g_01022	Praw.g_01377
OG0001015	Syal.g_01021	Praw.g_01376
OG0001016	Syal.g_00756	Praw.g_01361
OG0001017	Syal.g_00762	Praw.g_01357
OG0001018	Syal.g_00764	Praw.g_01354
OG0001019	Syal.g_00785	Praw.g_01345
OG0001020	Syal.g_00796	Praw.g_01344
OG0001021	Syal.g_00800	Praw.g_01343
OG0001022	Syal.g_00805	Praw.g_01341
OG0001023	Syal.g_00806	Praw.g_01340
OG0001024	Syal.g_00810	Praw.g_01337
OG0001025	Syal.g_00817	Praw.g_01331
OG0001026	Syal.g_00830	Praw.g_01324
OG0001027	Syal.g_00834	Praw.g_01323
OG0001028	Syal.g_00836	Praw.g_01321
OG0001029	Syal.g_00838	Praw.g_01320
OG0001030	Syal.g_00860	Praw.g_01305
OG0001031	Syal.g_00936	Praw.g_01249
OG0001032	Syal.g_00938	Praw.g_01248
OG0001033	Syal.g_00972	Praw.g_01227
OG0001034	Syal.g_00684	Praw.g_01199
OG0001035	Syal.g_01226	Praw.g_00879
OG0001036	Syal.g_01231	Praw.g_00875
OG0001037	Syal.g_01233	Praw.g_00874
OG0001038	Syal.g_01261	Praw.g_00856
OG0001039	Syal.g_01264	Praw.g_00853
OG0001040	Syal.g_01267	Praw.g_00851
OG0001041	Syal.g_01272	Praw.g_00847
OG0001042	Syal.g_01300	Praw.g_00830
OG0001043	Syal.g_01304	Praw.g_00829
OG0001044	Syal.g_00346	Praw.g_00797
OG0001045	Syal.g_00359	Praw.g_00789
OG0001046	Syal.g_01967	Praw.g_00754
OG0001047	Syal.g_00522	Praw.g_00708
OG0001048	Syal.g_00521	Praw.g_00707
OG0001049	Syal.g_00518	Praw.g_00705
OG0001050	Syal.g_00517	Praw.g_00704
OG0001051	Syal.g_00516	Praw.g_00703
OG0001052	Syal.g_00467	Praw.g_00676
OG0001053	Syal.g_02900	Praw.g_00665
OG0001054	Syal.g_02919	Praw.g_00650
OG0001055	Syal.g_02940	Praw.g_00631
OG0001056	Syal.g_02833	Praw.g_00612
OG0001057	Syal.g_01574	Praw.g_00607
OG0001058	Syal.g_02812	Praw.g_00599
OG0001059	Syal.g_02808	Praw.g_00595
OG0001060	Syal.g_02801	Praw.g_00588
OG0001061	Syal.g_02783	Praw.g_00575
OG0001062	Syal.g_02781	Praw.g_01923
OG0001063	Syal.g_02776	Praw.g_01925
OG0001064	Syal.g_02775	Praw.g_01926
OG0001065	Syal.g_02774	Praw.g_01927
OG0001066	Syal.g_02773	Praw.g_01928
OG0001067	Syal.g_02772	Praw.g_01929
OG0001068	Syal.g_02771	Praw.g_01930
OG0001069	Syal.g_02770	Praw.g_01931
OG0001070	Syal.g_02766	Praw.g_01934
OG0001071	Syal.g_02765	Praw.g_01935
OG0001073	Syal.g_02746	Praw.g_00140
OG0001074	Syal.g_02575	Praw.g_00151
OG0001075	Syal.g_02726	Praw.g_00152
OG0001076	Syal.g_02712	Praw.g_00160
OG0001077	Syal.g_02702	Praw.g_00164
OG0001078	Syal.g_02635	Praw.g_01886
OG0001079	Syal.g_02618	Praw.g_01875
OG0001080	Syal.g_02514	Praw.g_01869
OG0001081	Syal.g_02175	Praw.g_01867
OG0001082	Syal.g_02176	Praw.g_01866
OG0001083	Syal.g_02184	Praw.g_01861
OG0001084	Syal.g_02187	Praw.g_01860
OG0001085	Syal.g_02206	Praw.g_01852
OG0001086	Syal.g_02208	Praw.g_01851
OG0001087	Syal.g_01782	Praw.g_01834
OG0001088	Syal.g_01785	Praw.g_01833
OG0001089	Syal.g_01811	Praw.g_01825
OG0001090	Syal.g_01859	Praw.g_01808
OG0001091	Syal.g_01862	Praw.g_01806
OG0001092	Syal.g_01864	Praw.g_01805
OG0001093	Syal.g_02419	Praw.g_01800
OG0001094	Syal.g_02216	Praw.g_01703
OG0001095	Syal.g_01879	Praw.g_01684
OG0001096	Syal.g_02447	Praw.g_01671
OG0001097	Syal.g_02473	Praw.g_01654
OG0001098	Syal.g_02083	Praw.g_01639
OG0001099	Syal.g_00837	Praw.g_01608
OG0001100	Syal.g_02293	Praw.g_01604
OG0001101	Syal.g_02292	Praw.g_01602
OG0001102	Syal.g_02289	Praw.g_01600
OG0001103	Syal.g_02287	Praw.g_01598
OG0001104	Syal.g_02241	Praw.g_01576
OG0001105	Syal.g_02236	Praw.g_01572
OG0001106	Syal.g_02007	Praw.g_01548
OG0001107	Syal.g_01993	Praw.g_01541
OG0001108	Syal.g_01985	Praw.g_01537
OG0001109	Syal.g_01983	Praw.g_01536
OG0001110	Syal.g_01981	Praw.g_01534
OG0001111	Syal.g_01979	Praw.g_01533
OG0001112	Syal.g_01977	Praw.g_01532
OG0001113	Syal.g_02244	Praw.g_01531
OG0001114	Syal.g_01976	Praw.g_01530
OG0001115	Syal.g_01972	Praw.g_01528
OG0001116	Syal.g_01970	Praw.g_01527
OG0001117	Syal.g_01969	Praw.g_01526
OG0001118	Syal.g_01968	Praw.g_01525
OG0001119	Syal.g_01966	Praw.g_01524
OG0001120	Syal.g_01962	Praw.g_01522
OG0001121	Syal.g_02960	Praw.g_00199, Praw.g_01519
OG0001122	Syal.g_01921	Praw.g_01495
OG0001123	Syal.g_01913	Praw.g_01491
OG0001124	Syal.g_01911	Praw.g_01489
OG0001125	Syal.g_01909	Praw.g_01488
OG0001126	Syal.g_01837	Praw.g_01478
OG0001127	Syal.g_01836	Praw.g_01477
OG0001128	Syal.g_01833	Praw.g_01475
OG0001129	Syal.g_01831	Praw.g_01474
OG0001130	Syal.g_01830	Praw.g_01473
OG0001131	Syal.g_02260	Praw.g_01437
OG0001132	Syal.g_02553	Praw.g_01427
OG0001133	Syal.g_02710	Praw.g_00187
OG0001134	Syal.g_02506	Praw.g_00201
OG0001135	Syal.g_02505	Praw.g_00204
OG0001136	Syal.g_01650	Praw.g_00231
OG0001137	Syal.g_01673	Praw.g_00242
OG0001138	Syal.g_01709	Praw.g_00260
OG0001139	Syal.g_01711	Praw.g_00261
OG0001140	Syal.g_01712	Praw.g_00262
OG0001141	Syal.g_01713	Praw.g_00263
OG0001142	Syal.g_01714	Praw.g_00264
OG0001143	Syal.g_01722	Praw.g_00271
OG0001144	Syal.g_01736	Praw.g_00276
OG0001145	Syal.g_01614	Praw.g_00971
OG0001146	Syal.g_01593	Praw.g_00985
OG0001147	Syal.g_00458	Praw.g_01001
OG0001148	Syal.g_02886	Praw.g_01018
OG0001149	Syal.g_02885	Praw.g_01019
OG0001150	Syal.g_02884	Praw.g_01020
OG0001151	Syal.g_02872	Praw.g_01031
OG0001152	Syal.g_02871	Praw.g_01032
OG0001153	Syal.g_00421	Praw.g_00368
OG0001154	Syal.g_00422	Praw.g_00370
OG0001155	Syal.g_02969	Praw.g_00382
OG0001156	Syal.g_02972	Praw.g_00385
OG0001157	Syal.g_02973	Praw.g_00386
OG0001158	Syal.g_02974	Praw.g_00387
OG0001159	Syal.g_02975	Praw.g_00388
OG0001160	Syal.g_00564	Praw.g_00412
OG0001161	Syal.g_01104	Praw.g_00423
OG0001162	Syal.g_01577	Praw.g_00434
OG0001163	Syal.g_00573	Praw.g_00507
OG0001164	Syal.g_00579	Praw.g_00511
