Orthogroup	Syal	Prav
OG0000579	Syal.g_02748	Prav.g_01198
OG0000580	Syal.g_02747	Prav.g_01199
OG0000581	Syal.g_02741	Prav.g_01201
OG0000582	Syal.g_02736	Prav.g_01204
OG0000583	Syal.g_02735	Prav.g_01205
OG0000584	Syal.g_02734	Prav.g_01206
OG0000585	Syal.g_02731	Prav.g_01208
OG0000586	Syal.g_02730	Prav.g_01209
OG0000587	Syal.g_02728	Prav.g_01210
OG0000588	Syal.g_02717	Prav.g_01214
OG0000589	Syal.g_02714	Prav.g_01219
OG0000590	Syal.g_02713	Prav.g_01220
OG0000591	Syal.g_02707	Prav.g_01223
OG0000592	Syal.g_02706	Prav.g_01224
OG0000593	Syal.g_02640	Prav.g_01230
OG0000594	Syal.g_02639	Prav.g_01231
OG0000595	Syal.g_02638	Prav.g_01232
OG0000596	Syal.g_02633	Prav.g_01236
OG0000597	Syal.g_02630	Prav.g_01238
OG0000598	Syal.g_02629	Prav.g_01239
OG0000599	Syal.g_02622	Prav.g_01242
OG0000600	Syal.g_02621	Prav.g_01243
OG0000601	Syal.g_02620	Prav.g_01244
OG0000602	Syal.g_02615	Prav.g_01246
OG0000603	Syal.g_02614	Prav.g_01247
OG0000604	Syal.g_02612	Prav.g_01248
OG0000605	Syal.g_02516	Prav.g_01249
OG0000606	Syal.g_02174	Prav.g_01252
OG0000607	Syal.g_02177	Prav.g_01255
OG0000608	Syal.g_02178	Prav.g_01256
OG0000609	Syal.g_02180	Prav.g_01257
OG0000610	Syal.g_02198	Prav.g_01262
OG0000611	Syal.g_02201	Prav.g_01265
OG0000612	Syal.g_02202	Prav.g_01266
OG0000613	Syal.g_01325	Prav.g_01271
OG0000614	Syal.g_01794	Prav.g_01290
OG0000615	Syal.g_02256	Prav.g_01298
OG0000616	Syal.g_00079	Prav.g_01312
OG0000617	Syal.g_01866	Prav.g_00312
OG0000618	Syal.g_01867	Prav.g_00313
OG0000619	Syal.g_02417	Prav.g_00314
OG0000620	Syal.g_02422	Prav.g_00317
OG0000621	Syal.g_02423	Prav.g_00318
OG0000622	Syal.g_02424	Prav.g_00319
OG0000623	Syal.g_02425	Prav.g_00320
OG0000624	Syal.g_02427	Prav.g_00321
OG0000625	Syal.g_02428	Prav.g_00322
OG0000626	Syal.g_02429	Prav.g_00323
OG0000627	Syal.g_02048	Prav.g_00324
OG0000628	Syal.g_02047	Prav.g_00325
OG0000629	Syal.g_02044	Prav.g_00326
OG0000630	Syal.g_02040	Prav.g_00329
OG0000631	Syal.g_02031	Prav.g_00388
OG0000632	Syal.g_02030	Prav.g_00389
OG0000633	Syal.g_02029	Prav.g_00390
OG0000634	Syal.g_02410	Prav.g_00393
OG0000635	Syal.g_02411	Prav.g_00394
OG0000636	Syal.g_02413	Prav.g_00396
OG0000637	Syal.g_02415	Prav.g_00398
OG0000638	Syal.g_02416	Prav.g_00399
OG0000639	Syal.g_01868	Prav.g_00400
OG0000640	Syal.g_01869	Prav.g_00401
OG0000641	Syal.g_01873	Prav.g_00405
OG0000642	Syal.g_01874	Prav.g_00406
OG0000643	Syal.g_01875	Prav.g_00407
OG0000644	Syal.g_01876	Prav.g_00408
OG0000645	Syal.g_01878	Prav.g_00409
OG0000646	Syal.g_01881	Prav.g_00411
OG0000647	Syal.g_01883	Prav.g_00412
OG0000648	Syal.g_02438	Prav.g_00414
OG0000649	Syal.g_02439	Prav.g_00415
OG0000650	Syal.g_02440	Prav.g_00416
OG0000651	Syal.g_02441	Prav.g_00417
OG0000652	Syal.g_02442	Prav.g_00418
OG0000653	Syal.g_02444	Prav.g_00420
OG0000654	Syal.g_02445	Prav.g_00421
OG0000655	Syal.g_02446	Prav.g_00422
OG0000656	Syal.g_02449	Prav.g_00425
OG0000657	Syal.g_02460	Prav.g_00432
OG0000658	Syal.g_02465	Prav.g_00433
OG0000659	Syal.g_02466	Prav.g_00434
OG0000660	Syal.g_02470	Prav.g_00438
OG0000661	Syal.g_02472	Prav.g_00440
OG0000662	Syal.g_02474	Prav.g_00442
OG0000663	Syal.g_02477	Prav.g_00444
OG0000664	Syal.g_02478	Prav.g_00445
OG0000665	Syal.g_02593	Prav.g_00449
OG0000666	Syal.g_02605	Prav.g_00450
OG0000667	Syal.g_02192	Prav.g_00454
OG0000668	Syal.g_01920	Prav.g_00483
OG0000669	Syal.g_02295	Prav.g_00490
OG0000670	Syal.g_02956	Prav.g_00492
OG0000671	Syal.g_02291	Prav.g_00494
OG0000672	Syal.g_02288	Prav.g_00497
OG0000673	Syal.g_02285	Prav.g_00500
OG0000674	Syal.g_02283	Prav.g_00502
OG0000675	Syal.g_02282	Prav.g_00503
OG0000676	Syal.g_02272	Prav.g_00505
OG0000677	Syal.g_02271	Prav.g_00506
OG0000678	Syal.g_02264	Prav.g_00508
OG0000679	Syal.g_02252	Prav.g_00512
OG0000680	Syal.g_02251	Prav.g_00513
OG0000681	Syal.g_02248	Prav.g_00515
OG0000682	Syal.g_02247	Prav.g_00516
OG0000683	Syal.g_02246	Prav.g_00517
OG0000684	Syal.g_02242	Prav.g_00519
OG0000685	Syal.g_02240	Prav.g_00521
OG0000686	Syal.g_02239	Prav.g_00522
OG0000687	Syal.g_02237	Prav.g_00523
OG0000688	Syal.g_02225	Prav.g_00526
OG0000689	Syal.g_02223	Prav.g_00527
OG0000690	Syal.g_02222	Prav.g_00528
OG0000691	Syal.g_02221	Prav.g_00529
OG0000692	Syal.g_02220	Prav.g_00530
OG0000693	Syal.g_02218	Prav.g_00531
OG0000694	Syal.g_02217	Prav.g_00532
OG0000695	Syal.g_02027	Prav.g_00534
OG0000696	Syal.g_02026	Prav.g_00535
OG0000697	Syal.g_02025	Prav.g_00536
OG0000698	Syal.g_02022	Prav.g_00539
OG0000699	Syal.g_02021	Prav.g_00540
OG0000700	Syal.g_02020	Prav.g_00541
OG0000701	Syal.g_02019	Prav.g_00542
OG0000702	Syal.g_02011	Prav.g_00544
OG0000703	Syal.g_02010	Prav.g_00545
OG0000704	Syal.g_02008	Prav.g_00546
OG0000705	Syal.g_01999	Prav.g_00550
OG0000706	Syal.g_01998	Prav.g_00551
OG0000707	Syal.g_01997	Prav.g_00552
OG0000708	Syal.g_01994	Prav.g_00553
OG0000709	Syal.g_01986	Prav.g_00557
OG0000710	Syal.g_01982	Prav.g_00560
OG0000711	Syal.g_01954	Prav.g_00577
OG0000712	Syal.g_01952	Prav.g_00579
OG0000713	Syal.g_01951	Prav.g_00580
OG0000714	Syal.g_01948	Prav.g_00581
OG0000715	Syal.g_01934	Prav.g_00583
OG0000716	Syal.g_01930	Prav.g_00585
OG0000717	Syal.g_01929	Prav.g_00586
OG0000718	Syal.g_01925	Prav.g_00902
OG0000719	Syal.g_01922	Prav.g_00904
OG0000720	Syal.g_01908	Prav.g_00913
OG0000721	Syal.g_01906	Prav.g_00915
OG0000722	Syal.g_01905	Prav.g_00916
OG0000723	Syal.g_02433	Prav.g_00919
OG0000724	Syal.g_01829	Prav.g_00928
OG0000725	Syal.g_01820	Prav.g_00934
OG0000726	Syal.g_01819	Prav.g_00935
OG0000727	Syal.g_01818	Prav.g_00936
OG0000728	Syal.g_01816	Prav.g_00938
OG0000729	Syal.g_01510	Prav.g_00263
OG0000730	Syal.g_00345	Prav.g_00004
OG0000731	Syal.g_00356	Prav.g_00008
OG0000732	Syal.g_00149	Prav.g_00016
OG0000733	Syal.g_01105	Prav.g_00034
OG0000734	Syal.g_00828	Prav.g_00050
OG0000735	Syal.g_01627	Prav.g_00052
OG0000736	Syal.g_01628	Prav.g_00053
OG0000737	Syal.g_01629	Prav.g_00054
OG0000738	Syal.g_01634	Prav.g_00058
OG0000739	Syal.g_01645	Prav.g_00059
OG0000740	Syal.g_01646	Prav.g_00060
OG0000741	Syal.g_01649	Prav.g_00061
OG0000742	Syal.g_01652	Prav.g_00064
OG0000743	Syal.g_01654	Prav.g_00066
OG0000744	Syal.g_01655	Prav.g_00067
OG0000745	Syal.g_01657	Prav.g_00068
OG0000746	Syal.g_01659	Prav.g_00070
OG0000747	Syal.g_01660	Prav.g_00071
OG0000748	Syal.g_01674	Prav.g_00074
OG0000749	Syal.g_01675	Prav.g_00075
OG0000750	Syal.g_01676	Prav.g_00076
OG0000751	Syal.g_01688	Prav.g_01868
OG0000752	Syal.g_01690	Prav.g_01866
OG0000753	Syal.g_01693	Prav.g_01863
OG0000754	Syal.g_01698	Prav.g_01860
OG0000755	Syal.g_01707	Prav.g_01857
OG0000756	Syal.g_01708	Prav.g_01856
OG0000757	Syal.g_01715	Prav.g_01850
OG0000758	Syal.g_01716	Prav.g_01849
OG0000759	Syal.g_01717	Prav.g_01848
OG0000760	Syal.g_01718	Prav.g_01847
OG0000761	Syal.g_01719	Prav.g_01846
OG0000762	Syal.g_01721	Prav.g_01845
OG0000763	Syal.g_01723	Prav.g_01843
OG0000764	Syal.g_01724	Prav.g_01842
OG0000765	Syal.g_01768	Prav.g_01833
OG0000766	Syal.g_01767	Prav.g_01832
OG0000767	Syal.g_01765	Prav.g_01830
OG0000768	Syal.g_01764	Prav.g_01829
OG0000769	Syal.g_01762	Prav.g_01827
OG0000770	Syal.g_01758	Prav.g_01825
OG0000771	Syal.g_01835	Prav.g_02003
OG0000772	Syal.g_01641	Prav.g_01409
OG0000773	Syal.g_01618	Prav.g_01429
OG0000774	Syal.g_01610	Prav.g_01431
OG0000775	Syal.g_01608	Prav.g_01433
OG0000776	Syal.g_01607	Prav.g_01434
OG0000777	Syal.g_01606	Prav.g_01435
OG0000778	Syal.g_01605	Prav.g_01436
OG0000779	Syal.g_01599	Prav.g_01440
OG0000780	Syal.g_01594	Prav.g_01441
OG0000781	Syal.g_01590	Prav.g_01444
OG0000782	Syal.g_01589	Prav.g_01445
OG0000783	Syal.g_01588	Prav.g_01446
OG0000784	Syal.g_01587	Prav.g_01447
OG0000785	Syal.g_01585	Prav.g_01449
OG0000786	Syal.g_01579	Prav.g_01451
OG0000787	Syal.g_01578	Prav.g_01452
OG0000788	Syal.g_02619	Prav.g_01460
OG0000789	Syal.g_02598	Prav.g_01463
OG0000790	Syal.g_02883	Prav.g_01478
OG0000791	Syal.g_02882	Prav.g_01480
OG0000792	Syal.g_02881	Prav.g_01481
OG0000793	Syal.g_02876	Prav.g_01484
OG0000794	Syal.g_02875	Prav.g_01485
OG0000795	Syal.g_02874	Prav.g_01486
OG0000796	Syal.g_02870	Prav.g_01490
OG0000797	Syal.g_02869	Prav.g_01491
OG0000798	Syal.g_01372	Prav.g_01556
OG0000799	Syal.g_01547	Prav.g_01560
OG0000800	Syal.g_01542	Prav.g_01561
OG0000801	Syal.g_01541	Prav.g_01562
OG0000802	Syal.g_01536	Prav.g_01564
OG0000803	Syal.g_00040	Prav.g_01566
OG0000804	Syal.g_00036	Prav.g_01567
OG0000805	Syal.g_00030	Prav.g_01569
OG0000806	Syal.g_00028	Prav.g_01571
OG0000807	Syal.g_00026	Prav.g_01572
OG0000808	Syal.g_00025	Prav.g_01573
OG0000809	Syal.g_00022	Prav.g_01576
OG0000810	Syal.g_00021	Prav.g_01577
OG0000811	Syal.g_00380	Prav.g_01581
OG0000812	Syal.g_00382	Prav.g_01583
OG0000813	Syal.g_00383	Prav.g_01584
OG0000814	Syal.g_00385	Prav.g_01586
OG0000815	Syal.g_00391	Prav.g_01587
OG0000816	Syal.g_00393	Prav.g_01589
OG0000817	Syal.g_00394	Prav.g_01590
OG0000818	Syal.g_00401	Prav.g_01595
OG0000819	Syal.g_00402	Prav.g_01596
OG0000820	Syal.g_00403	Prav.g_01597
OG0000821	Syal.g_00409	Prav.g_01601
OG0000822	Syal.g_00411	Prav.g_01602
OG0000823	Syal.g_00412	Prav.g_01603
OG0000824	Syal.g_00417	Prav.g_01606
OG0000825	Syal.g_00418	Prav.g_01607
OG0000826	Syal.g_00419	Prav.g_01608
OG0000827	Syal.g_00420	Prav.g_01609
OG0000828	Syal.g_00423	Prav.g_01612
OG0000829	Syal.g_00424	Prav.g_01613
OG0000830	Syal.g_00425	Prav.g_01614
OG0000831	Syal.g_00427	Prav.g_01616
OG0000832	Syal.g_02967	Prav.g_01622
OG0000833	Syal.g_02976	Prav.g_01630
OG0000834	Syal.g_02979	Prav.g_01631
OG0000835	Syal.g_02980	Prav.g_01632
OG0000836	Syal.g_02983	Prav.g_01633
OG0000837	Syal.g_02984	Prav.g_01634
OG0000838	Syal.g_02988	Prav.g_01636
OG0000839	Syal.g_02989	Prav.g_01637
OG0000840	Syal.g_02990	Prav.g_01638
OG0000841	Syal.g_02991	Prav.g_01639
OG0000842	Syal.g_02992	Prav.g_01640
OG0000843	Syal.g_02993	Prav.g_01641
OG0000844	Syal.g_02995	Prav.g_01642
OG0000845	Syal.g_02996	Prav.g_01643
OG0000846	Syal.g_02997	Prav.g_01644
OG0000847	Syal.g_02998	Prav.g_01645
OG0000848	Syal.g_03000	Prav.g_01646
OG0000849	Syal.g_03001	Prav.g_01647
OG0000850	Syal.g_03008	Prav.g_01649
OG0000851	Syal.g_00561	Prav.g_01650
OG0000852	Syal.g_00562	Prav.g_01651
OG0000853	Syal.g_00566	Prav.g_01655
OG0000854	Syal.g_00568	Prav.g_01657
OG0000855	Syal.g_00569	Prav.g_01658
OG0000856	Syal.g_02704	Prav.g_01671
OG0000857	Syal.g_01882	Prav.g_01699
OG0000858	Syal.g_00576	Prav.g_01755
OG0000859	Syal.g_00577	Prav.g_01756
OG0000860	Syal.g_00589	Prav.g_01763
OG0000861	Syal.g_00590	Prav.g_01764
OG0000862	Syal.g_00591	Prav.g_01765
OG0000863	Syal.g_00594	Prav.g_01767
OG0000864	Syal.g_00595	Prav.g_01768
OG0000865	Syal.g_00596	Prav.g_01769
OG0000866	Syal.g_00597	Prav.g_01770
OG0000867	Syal.g_00598	Prav.g_01771
OG0000868	Syal.g_00604	Prav.g_01772
OG0000869	Syal.g_00609	Prav.g_01776
OG0000870	Syal.g_00614	Prav.g_01781
OG0000871	Syal.g_00615	Prav.g_01782
OG0000872	Syal.g_00621	Prav.g_01783
OG0000873	Syal.g_00624	Prav.g_01786
OG0000874	Syal.g_00627	Prav.g_01789
OG0000875	Syal.g_00629	Prav.g_01790
OG0000876	Syal.g_00631	Prav.g_01791
OG0000877	Syal.g_00633	Prav.g_01793
OG0000878	Syal.g_00634	Prav.g_01794
OG0000879	Syal.g_00635	Prav.g_01795
OG0000880	Syal.g_00636	Prav.g_01796
OG0000881	Syal.g_00641	Prav.g_01800
OG0000882	Syal.g_00646	Prav.g_01805
OG0000883	Syal.g_00648	Prav.g_01807
OG0000884	Syal.g_00650	Prav.g_01809
OG0000885	Syal.g_00651	Prav.g_01810
OG0000886	Syal.g_00652	Prav.g_01811
OG0000887	Syal.g_00653	Prav.g_01812
OG0000888	Syal.g_00655	Prav.g_01814
OG0000889	Syal.g_00657	Prav.g_01816
OG0000890	Syal.g_00663	Prav.g_01817
OG0000891	Syal.g_00664	Prav.g_01818
OG0000892	Syal.g_00668	Prav.g_00264
OG0000893	Syal.g_00193	Prav.g_00268
OG0000894	Syal.g_00196	Prav.g_00270
OG0000895	Syal.g_00200	Prav.g_00273
OG0000896	Syal.g_00201	Prav.g_00274
OG0000897	Syal.g_00203	Prav.g_00276
OG0000898	Syal.g_00204	Prav.g_00277
OG0000899	Syal.g_00205	Prav.g_00278
OG0000900	Syal.g_00206	Prav.g_00279
OG0000901	Syal.g_00211	Prav.g_00282
OG0000902	Syal.g_00213	Prav.g_00284
OG0000903	Syal.g_00227	Prav.g_00287
OG0000904	Syal.g_00222	Prav.g_00289
OG0000905	Syal.g_00217	Prav.g_00294
OG0000906	Syal.g_00215	Prav.g_00295
OG0000907	Syal.g_00229	Prav.g_00590
OG0000908	Syal.g_00232	Prav.g_00593
OG0000909	Syal.g_00233	Prav.g_00594
OG0000910	Syal.g_00234	Prav.g_00595
OG0000911	Syal.g_00237	Prav.g_00597
OG0000912	Syal.g_00238	Prav.g_00598
OG0000913	Syal.g_00239	Prav.g_00599
OG0000914	Syal.g_00240	Prav.g_00600
OG0000915	Syal.g_00241	Prav.g_00601
OG0000916	Syal.g_00242	Prav.g_00602
OG0000917	Syal.g_00243	Prav.g_00603
OG0000918	Syal.g_00244	Prav.g_00604
OG0000919	Syal.g_00245	Prav.g_00605
OG0000920	Syal.g_00246	Prav.g_00606
OG0000921	Syal.g_00247	Prav.g_00607
OG0000922	Syal.g_00248	Prav.g_00608
OG0000923	Syal.g_00252	Prav.g_00612
OG0000924	Syal.g_00253	Prav.g_00613
OG0000925	Syal.g_00254	Prav.g_00614
OG0000926	Syal.g_00255	Prav.g_00615
OG0000927	Syal.g_00257	Prav.g_00617
OG0000928	Syal.g_00258	Prav.g_00618
OG0000929	Syal.g_00259	Prav.g_00619
OG0000930	Syal.g_00260	Prav.g_00620
OG0000931	Syal.g_00261	Prav.g_00621
OG0000932	Syal.g_00262	Prav.g_00622
OG0000933	Syal.g_00268	Prav.g_00626
OG0000934	Syal.g_00270	Prav.g_00628
OG0000935	Syal.g_00271	Prav.g_00629
OG0000936	Syal.g_00272	Prav.g_00630
OG0000937	Syal.g_00273	Prav.g_00631
OG0000938	Syal.g_00276	Prav.g_00633
OG0000939	Syal.g_00277	Prav.g_00634
OG0000940	Syal.g_00285	Prav.g_00641
OG0000941	Syal.g_00287	Prav.g_00643
OG0000942	Syal.g_00289	Prav.g_00645
OG0000943	Syal.g_00290	Prav.g_00646
OG0000944	Syal.g_00292	Prav.g_00647
OG0000945	Syal.g_00294	Prav.g_00648
OG0000946	Syal.g_00301	Prav.g_00653
OG0000947	Syal.g_00304	Prav.g_00655
OG0000948	Syal.g_00305	Prav.g_00656
OG0000949	Syal.g_01341	Prav.g_00659
OG0000950	Syal.g_01348	Prav.g_00664
OG0000951	Syal.g_01353	Prav.g_00668
OG0000952	Syal.g_01363	Prav.g_00672
OG0000953	Syal.g_01435	Prav.g_00675
OG0000954	Syal.g_01443	Prav.g_00679
OG0000955	Syal.g_01444	Prav.g_00680
OG0000956	Syal.g_01446	Prav.g_00682
OG0000957	Syal.g_01457	Prav.g_00687
OG0000958	Syal.g_01458	Prav.g_00688
OG0000959	Syal.g_01482	Prav.g_00692
OG0000960	Syal.g_01483	Prav.g_00693
OG0000961	Syal.g_01507	Prav.g_00695
OG0000962	Syal.g_01509	Prav.g_00697
OG0000963	Syal.g_01514	Prav.g_00701
OG0000964	Syal.g_01515	Prav.g_00702
OG0000965	Syal.g_01516	Prav.g_00703
OG0000966	Syal.g_00176	Prav.g_00710
OG0000967	Syal.g_00171	Prav.g_00714
OG0000968	Syal.g_00169	Prav.g_00716
OG0000969	Syal.g_00167	Prav.g_00717
OG0000970	Syal.g_00166	Prav.g_00718
OG0000971	Syal.g_00164	Prav.g_00719
OG0000972	Syal.g_00163	Prav.g_00720
OG0000973	Syal.g_00162	Prav.g_00721
OG0000974	Syal.g_00161	Prav.g_00722
OG0000975	Syal.g_00160	Prav.g_00723
OG0000976	Syal.g_00159	Prav.g_00724
OG0000977	Syal.g_00157	Prav.g_00725
OG0000978	Syal.g_00156	Prav.g_00726
OG0000979	Syal.g_00153	Prav.g_00729
OG0000980	Syal.g_00150	Prav.g_00731
OG0000981	Syal.g_00147	Prav.g_00733
OG0000982	Syal.g_01068	Prav.g_00735
OG0000983	Syal.g_01069	Prav.g_00736
OG0000984	Syal.g_01070	Prav.g_00737
OG0000985	Syal.g_01074	Prav.g_00740
OG0000986	Syal.g_01076	Prav.g_00742
OG0000987	Syal.g_01080	Prav.g_00743
OG0000988	Syal.g_01086	Prav.g_00746
OG0000989	Syal.g_01098	Prav.g_00750
OG0000990	Syal.g_01118	Prav.g_00753
OG0000991	Syal.g_01120	Prav.g_00754
OG0000992	Syal.g_01122	Prav.g_00756
OG0000993	Syal.g_01123	Prav.g_00757
OG0000994	Syal.g_01127	Prav.g_00758
OG0000995	Syal.g_01132	Prav.g_00762
OG0000996	Syal.g_01162	Prav.g_00763
OG0000997	Syal.g_01171	Prav.g_00764
OG0000998	Syal.g_01173	Prav.g_00766
OG0000999	Syal.g_01174	Prav.g_00767
OG0001000	Syal.g_01177	Prav.g_00770
OG0001001	Syal.g_01182	Prav.g_00772
OG0001002	Syal.g_00082	Prav.g_00776
OG0001003	Syal.g_00084	Prav.g_00778
OG0001004	Syal.g_00085	Prav.g_00779
OG0001005	Syal.g_00087	Prav.g_00780
OG0001006	Syal.g_00094	Prav.g_00784
OG0001007	Syal.g_00096	Prav.g_00786
OG0001008	Syal.g_00524	Prav.g_01036
OG0001009	Syal.g_00129	Prav.g_00095
OG0001010	Syal.g_00130	Prav.g_00096
OG0001011	Syal.g_00131	Prav.g_00097
OG0001012	Syal.g_01064	Prav.g_00114
OG0001013	Syal.g_01026	Prav.g_00119
OG0001014	Syal.g_01022	Prav.g_00122
OG0001015	Syal.g_01021	Prav.g_00123
OG0001016	Syal.g_00756	Prav.g_00138
OG0001017	Syal.g_00762	Prav.g_00142
OG0001018	Syal.g_00764	Prav.g_00145
OG0001019	Syal.g_00785	Prav.g_00154
OG0001020	Syal.g_00796	Prav.g_00155
OG0001021	Syal.g_00800	Prav.g_00156
OG0001022	Syal.g_00805	Prav.g_00159
OG0001023	Syal.g_00806	Prav.g_00160
OG0001024	Syal.g_00810	Prav.g_00163
OG0001025	Syal.g_00817	Prav.g_00169
OG0001026	Syal.g_00830	Prav.g_00176
OG0001027	Syal.g_00834	Prav.g_00177
OG0001028	Syal.g_00836	Prav.g_00179
OG0001029	Syal.g_00838	Prav.g_00180
OG0001030	Syal.g_00860	Prav.g_00195
OG0001031	Syal.g_00936	Prav.g_00852
OG0001032	Syal.g_00938	Prav.g_00851
OG0001033	Syal.g_00972	Prav.g_00830
OG0001034	Syal.g_00684	Prav.g_00802
OG0001035	Syal.g_01226	Prav.g_01901
OG0001036	Syal.g_01231	Prav.g_01906
OG0001037	Syal.g_01233	Prav.g_01907
OG0001038	Syal.g_01261	Prav.g_01924
OG0001039	Syal.g_01264	Prav.g_01927
OG0001040	Syal.g_01267	Prav.g_01929
OG0001041	Syal.g_01272	Prav.g_01933
OG0001042	Syal.g_01300	Prav.g_01950
OG0001043	Syal.g_01304	Prav.g_01951
OG0001044	Syal.g_00346	Prav.g_01979
OG0001045	Syal.g_00359	Prav.g_01988
OG0001046	Syal.g_01967	Prav.g_00996
OG0001047	Syal.g_00522	Prav.g_01038
OG0001048	Syal.g_00521	Prav.g_01039
OG0001049	Syal.g_00518	Prav.g_01041
OG0001050	Syal.g_00517	Prav.g_01042
OG0001051	Syal.g_00516	Prav.g_01043
OG0001052	Syal.g_00467	Prav.g_01069
OG0001053	Syal.g_02900	Prav.g_01081
OG0001054	Syal.g_02919	Prav.g_01096
OG0001055	Syal.g_02940	Prav.g_01115
OG0001056	Syal.g_02833	Prav.g_01134
OG0001057	Syal.g_01574	Prav.g_01139
OG0001058	Syal.g_02812	Prav.g_01147
OG0001059	Syal.g_02808	Prav.g_01151
OG0001060	Syal.g_02801	Prav.g_01158
OG0001061	Syal.g_02783	Prav.g_01171
OG0001062	Syal.g_02781	Prav.g_01173
OG0001063	Syal.g_02776	Prav.g_01175
OG0001064	Syal.g_02775	Prav.g_01176
OG0001065	Syal.g_02774	Prav.g_01177
OG0001066	Syal.g_02773	Prav.g_01178
OG0001067	Syal.g_02772	Prav.g_01179
OG0001068	Syal.g_02771	Prav.g_01180
OG0001069	Syal.g_02770	Prav.g_01181
OG0001070	Syal.g_02766	Prav.g_01184
OG0001071	Syal.g_02765	Prav.g_01185
OG0001072	Syal.g_02761	Prav.g_01186
OG0001073	Syal.g_02746	Prav.g_01200
OG0001074	Syal.g_02575	Prav.g_01211
OG0001075	Syal.g_02726	Prav.g_01212
OG0001076	Syal.g_02712	Prav.g_01222
OG0001077	Syal.g_02702	Prav.g_01226
OG0001078	Syal.g_02635	Prav.g_01234
OG0001079	Syal.g_02618	Prav.g_01245
OG0001080	Syal.g_02514	Prav.g_01251
OG0001081	Syal.g_02175	Prav.g_01253
OG0001082	Syal.g_02176	Prav.g_01254
OG0001083	Syal.g_02184	Prav.g_01259
OG0001084	Syal.g_02187	Prav.g_01260
OG0001085	Syal.g_02206	Prav.g_01268
OG0001086	Syal.g_02208	Prav.g_01269
OG0001087	Syal.g_01782	Prav.g_01286
OG0001088	Syal.g_01785	Prav.g_01287
OG0001089	Syal.g_01811	Prav.g_01295
OG0001090	Syal.g_01859	Prav.g_00307
OG0001091	Syal.g_01862	Prav.g_00309
OG0001092	Syal.g_01864	Prav.g_00310
OG0001093	Syal.g_02419	Prav.g_00315
OG0001094	Syal.g_02216	Prav.g_00391
OG0001095	Syal.g_01879	Prav.g_00410
OG0001096	Syal.g_02447	Prav.g_00423
OG0001097	Syal.g_02473	Prav.g_00441
OG0001098	Syal.g_02083	Prav.g_00456
OG0001099	Syal.g_00837	Prav.g_00487
OG0001100	Syal.g_02293	Prav.g_00491
OG0001101	Syal.g_02292	Prav.g_00493
OG0001102	Syal.g_02289	Prav.g_00496
OG0001103	Syal.g_02287	Prav.g_00498
OG0001104	Syal.g_02241	Prav.g_00520
OG0001105	Syal.g_02236	Prav.g_00524
OG0001106	Syal.g_02007	Prav.g_00547
OG0001107	Syal.g_01993	Prav.g_00554
OG0001108	Syal.g_01985	Prav.g_00558
OG0001109	Syal.g_01983	Prav.g_00559
OG0001110	Syal.g_01981	Prav.g_00561
OG0001111	Syal.g_01979	Prav.g_00562
OG0001112	Syal.g_01977	Prav.g_00563
OG0001113	Syal.g_02244	Prav.g_00564
OG0001114	Syal.g_01976	Prav.g_00565
OG0001115	Syal.g_01972	Prav.g_00567
OG0001116	Syal.g_01970	Prav.g_00568
OG0001117	Syal.g_01969	Prav.g_00569
OG0001118	Syal.g_01968	Prav.g_00570
OG0001119	Syal.g_01966	Prav.g_00571
OG0001120	Syal.g_01962	Prav.g_00573
OG0001121	Syal.g_02960	Prav.g_00031, Prav.g_00576
OG0001122	Syal.g_01921	Prav.g_00905
OG0001123	Syal.g_01913	Prav.g_00909
OG0001124	Syal.g_01911	Prav.g_00911
OG0001125	Syal.g_01909	Prav.g_00912
OG0001126	Syal.g_01837	Prav.g_00922
OG0001127	Syal.g_01836	Prav.g_00923
OG0001128	Syal.g_01833	Prav.g_00925
OG0001129	Syal.g_01831	Prav.g_00926
OG0001130	Syal.g_01830	Prav.g_00927
OG0001131	Syal.g_02260	Prav.g_00242
OG0001132	Syal.g_02553	Prav.g_00252
OG0001133	Syal.g_02710	Prav.g_00019
OG0001134	Syal.g_02506	Prav.g_00033
OG0001135	Syal.g_02505	Prav.g_00036
OG0001136	Syal.g_01650	Prav.g_00062
OG0001137	Syal.g_01673	Prav.g_00073
OG0001138	Syal.g_01709	Prav.g_01855
OG0001139	Syal.g_01711	Prav.g_01854
OG0001140	Syal.g_01712	Prav.g_01853
OG0001141	Syal.g_01713	Prav.g_01852
OG0001142	Syal.g_01714	Prav.g_01851
OG0001143	Syal.g_01722	Prav.g_01844
OG0001144	Syal.g_01736	Prav.g_01839
OG0001145	Syal.g_01614	Prav.g_01430
OG0001146	Syal.g_01593	Prav.g_01442
OG0001147	Syal.g_00458	Prav.g_01459
OG0001148	Syal.g_02886	Prav.g_01475
OG0001149	Syal.g_02885	Prav.g_01476
OG0001150	Syal.g_02884	Prav.g_01477
OG0001151	Syal.g_02872	Prav.g_01488
OG0001152	Syal.g_02871	Prav.g_01489
OG0001153	Syal.g_00421	Prav.g_01610
OG0001154	Syal.g_00422	Prav.g_01611
OG0001155	Syal.g_02969	Prav.g_01623
OG0001156	Syal.g_02972	Prav.g_01626
OG0001157	Syal.g_02973	Prav.g_01627
OG0001158	Syal.g_02974	Prav.g_01628
OG0001159	Syal.g_02975	Prav.g_01629
OG0001160	Syal.g_00564	Prav.g_01653
