Orthogroup	Syal	Prap
OG0000583	Syal.g_02735	Prap.g_01158
OG0000584	Syal.g_02734	Prap.g_01157
OG0000585	Syal.g_02731	Prap.g_01155
OG0000586	Syal.g_02730	Prap.g_01154
OG0000587	Syal.g_02728	Prap.g_01153
OG0000588	Syal.g_02717	Prap.g_01149
OG0000589	Syal.g_02714	Prap.g_01147
OG0000590	Syal.g_02713	Prap.g_01146
OG0000591	Syal.g_02707	Prap.g_01142
OG0000592	Syal.g_02706	Prap.g_01141
OG0000593	Syal.g_02640	Prap.g_00395
OG0000594	Syal.g_02639	Prap.g_00394
OG0000595	Syal.g_02638	Prap.g_00393
OG0000596	Syal.g_02633	Prap.g_00389
OG0000597	Syal.g_02630	Prap.g_00386
OG0000598	Syal.g_02629	Prap.g_00385
OG0000599	Syal.g_02622	Prap.g_00382
OG0000600	Syal.g_02621	Prap.g_00381
OG0000601	Syal.g_02620	Prap.g_00380
OG0000602	Syal.g_02615	Prap.g_00378
OG0000603	Syal.g_02614	Prap.g_00377
OG0000604	Syal.g_02612	Prap.g_00376
OG0000605	Syal.g_02516	Prap.g_00375
OG0000606	Syal.g_02174	Prap.g_00372
OG0000607	Syal.g_02177	Prap.g_00369
OG0000608	Syal.g_02178	Prap.g_00368
OG0000609	Syal.g_02180	Prap.g_00367
OG0000610	Syal.g_02198	Prap.g_00361
OG0000611	Syal.g_02201	Prap.g_00358
OG0000612	Syal.g_02202	Prap.g_00357
OG0000613	Syal.g_01325	Prap.g_00828
OG0000614	Syal.g_01794	Prap.g_00807
OG0000615	Syal.g_02256	Prap.g_00796
OG0000616	Syal.g_00079	Prap.g_01489
OG0000617	Syal.g_01866	Prap.g_00341
OG0000618	Syal.g_01867	Prap.g_00340
OG0000619	Syal.g_02417	Prap.g_00339
OG0000620	Syal.g_02422	Prap.g_00336
OG0000621	Syal.g_02423	Prap.g_00335
OG0000622	Syal.g_02424	Prap.g_00334
OG0000623	Syal.g_02425	Prap.g_00333
OG0000624	Syal.g_02427	Prap.g_00331
OG0000625	Syal.g_02428	Prap.g_00330
OG0000626	Syal.g_02429	Prap.g_00329
OG0000627	Syal.g_02048	Prap.g_00328
OG0000628	Syal.g_02047	Prap.g_00327
OG0000629	Syal.g_02044	Prap.g_00326
OG0000630	Syal.g_02040	Prap.g_00323
OG0000631	Syal.g_02031	Prap.g_00683
OG0000632	Syal.g_02030	Prap.g_00682
OG0000633	Syal.g_02029	Prap.g_00681
OG0000634	Syal.g_02410	Prap.g_00787
OG0000635	Syal.g_02411	Prap.g_00786
OG0000636	Syal.g_02413	Prap.g_00784
OG0000637	Syal.g_02415	Prap.g_00782
OG0000638	Syal.g_02416	Prap.g_00781
OG0000639	Syal.g_01868	Prap.g_00780
OG0000640	Syal.g_01869	Prap.g_00779
OG0000641	Syal.g_01873	Prap.g_00775
OG0000642	Syal.g_01874	Prap.g_00774
OG0000643	Syal.g_01875	Prap.g_00773
OG0000644	Syal.g_01876	Prap.g_00772
OG0000645	Syal.g_01878	Prap.g_00771
OG0000646	Syal.g_01881	Prap.g_00769
OG0000647	Syal.g_01883	Prap.g_00767
OG0000648	Syal.g_02438	Prap.g_00765
OG0000649	Syal.g_02439	Prap.g_00764
OG0000650	Syal.g_02440	Prap.g_00763
OG0000651	Syal.g_02441	Prap.g_00762
OG0000652	Syal.g_02442	Prap.g_00761
OG0000653	Syal.g_02444	Prap.g_00759
OG0000654	Syal.g_02445	Prap.g_00758
OG0000655	Syal.g_02446	Prap.g_00757
OG0000656	Syal.g_02449	Prap.g_00754
OG0000657	Syal.g_02460	Prap.g_00746
OG0000658	Syal.g_02465	Prap.g_00744
OG0000659	Syal.g_02466	Prap.g_00743
OG0000660	Syal.g_02470	Prap.g_00739
OG0000661	Syal.g_02472	Prap.g_00737
OG0000662	Syal.g_02474	Prap.g_00735
OG0000663	Syal.g_02477	Prap.g_00733
OG0000664	Syal.g_02478	Prap.g_00732
OG0000665	Syal.g_02593	Prap.g_00726
OG0000666	Syal.g_02605	Prap.g_00725
OG0000667	Syal.g_02192	Prap.g_00721
OG0000668	Syal.g_01920	Prap.g_00660
OG0000669	Syal.g_02295	Prap.g_00869
OG0000670	Syal.g_02956	Prap.g_00866
OG0000671	Syal.g_02291	Prap.g_00863
OG0000672	Syal.g_02288	Prap.g_00860
OG0000673	Syal.g_02285	Prap.g_00857
OG0000674	Syal.g_02283	Prap.g_00855
OG0000675	Syal.g_02282	Prap.g_00854
OG0000676	Syal.g_02272	Prap.g_00852
OG0000677	Syal.g_02271	Prap.g_00851
OG0000678	Syal.g_02264	Prap.g_00849
OG0000679	Syal.g_02252	Prap.g_00845
OG0000680	Syal.g_02251	Prap.g_00844
OG0000681	Syal.g_02248	Prap.g_00841
OG0000682	Syal.g_02247	Prap.g_00840
OG0000683	Syal.g_02246	Prap.g_00839
OG0000684	Syal.g_02242	Prap.g_00837
OG0000685	Syal.g_02240	Prap.g_00835
OG0000686	Syal.g_02239	Prap.g_00834
OG0000687	Syal.g_02237	Prap.g_00833
OG0000688	Syal.g_02225	Prap.g_00353
OG0000689	Syal.g_02223	Prap.g_00352
OG0000690	Syal.g_02222	Prap.g_00351
OG0000691	Syal.g_02221	Prap.g_00350
OG0000692	Syal.g_02220	Prap.g_00348
OG0000693	Syal.g_02218	Prap.g_00347
OG0000694	Syal.g_02217	Prap.g_00346
OG0000695	Syal.g_02027	Prap.g_00679
OG0000696	Syal.g_02026	Prap.g_00678
OG0000697	Syal.g_02025	Prap.g_00677
OG0000698	Syal.g_02022	Prap.g_00239
OG0000699	Syal.g_02021	Prap.g_00240
OG0000700	Syal.g_02020	Prap.g_00241
OG0000701	Syal.g_02019	Prap.g_00242
OG0000702	Syal.g_02011	Prap.g_00244
OG0000703	Syal.g_02010	Prap.g_00245
OG0000704	Syal.g_02008	Prap.g_00247
OG0000705	Syal.g_01999	Prap.g_00250
OG0000706	Syal.g_01998	Prap.g_00251
OG0000707	Syal.g_01997	Prap.g_00252
OG0000708	Syal.g_01994	Prap.g_00254
OG0000709	Syal.g_01986	Prap.g_00258
OG0000710	Syal.g_01982	Prap.g_00261
OG0000711	Syal.g_01954	Prap.g_00279
OG0000712	Syal.g_01952	Prap.g_00280
OG0000713	Syal.g_01951	Prap.g_00281
OG0000714	Syal.g_01948	Prap.g_00282
OG0000715	Syal.g_01934	Prap.g_00284
OG0000716	Syal.g_01930	Prap.g_00286
OG0000717	Syal.g_01929	Prap.g_00287
OG0000718	Syal.g_01925	Prap.g_00291
OG0000719	Syal.g_01922	Prap.g_00293
OG0000720	Syal.g_01908	Prap.g_00305
OG0000721	Syal.g_01906	Prap.g_00309
OG0000722	Syal.g_01905	Prap.g_00310
OG0000723	Syal.g_02433	Prap.g_00314
OG0000724	Syal.g_01829	Prap.g_00703
OG0000725	Syal.g_01820	Prap.g_00709
OG0000726	Syal.g_01819	Prap.g_00710
OG0000727	Syal.g_01818	Prap.g_00711
OG0000728	Syal.g_01816	Prap.g_00713
OG0000729	Syal.g_01510	Prap.g_00539
OG0000730	Syal.g_00345	Prap.g_00498
OG0000731	Syal.g_00356	Prap.g_01366
OG0000732	Syal.g_00149	Prap.g_01538
OG0000733	Syal.g_01105	Prap.g_01882
OG0000734	Syal.g_00828	Prap.g_00472
OG0000735	Syal.g_01627	Prap.g_00470
OG0000736	Syal.g_01628	Prap.g_00469
OG0000737	Syal.g_01629	Prap.g_00468
OG0000738	Syal.g_01634	Prap.g_00464
OG0000739	Syal.g_01645	Prap.g_00463
OG0000740	Syal.g_01646	Prap.g_00462
OG0000741	Syal.g_01649	Prap.g_00460
OG0000742	Syal.g_01652	Prap.g_00457
OG0000743	Syal.g_01654	Prap.g_00455
OG0000744	Syal.g_01655	Prap.g_00454
OG0000745	Syal.g_01657	Prap.g_00453
OG0000746	Syal.g_01659	Prap.g_00451
OG0000747	Syal.g_01660	Prap.g_00450
OG0000748	Syal.g_01674	Prap.g_00446
OG0000749	Syal.g_01675	Prap.g_00445
OG0000750	Syal.g_01676	Prap.g_00444
OG0000751	Syal.g_01688	Prap.g_00441
OG0000752	Syal.g_01690	Prap.g_00439
OG0000753	Syal.g_01693	Prap.g_00437
OG0000754	Syal.g_01698	Prap.g_00434
OG0000755	Syal.g_01707	Prap.g_00428
OG0000756	Syal.g_01708	Prap.g_00427
OG0000757	Syal.g_01715	Prap.g_00420
OG0000758	Syal.g_01716	Prap.g_00419
OG0000759	Syal.g_01717	Prap.g_00418
OG0000760	Syal.g_01718	Prap.g_00417
OG0000761	Syal.g_01719	Prap.g_00416
OG0000762	Syal.g_01721	Prap.g_00415
OG0000763	Syal.g_01723	Prap.g_00413
OG0000764	Syal.g_01724	Prap.g_00412
OG0000765	Syal.g_01768	Prap.g_00404
OG0000766	Syal.g_01767	Prap.g_00403
OG0000767	Syal.g_01765	Prap.g_00401
OG0000768	Syal.g_01764	Prap.g_00400
OG0000769	Syal.g_01762	Prap.g_00398
OG0000770	Syal.g_01758	Prap.g_01136
OG0000771	Syal.g_01835	Prap.g_00217
OG0000772	Syal.g_01641	Prap.g_01853
OG0000773	Syal.g_01618	Prap.g_00552
OG0000774	Syal.g_01610	Prap.g_00554
OG0000775	Syal.g_01608	Prap.g_00556
OG0000776	Syal.g_01607	Prap.g_00557
OG0000777	Syal.g_01606	Prap.g_00558
OG0000778	Syal.g_01605	Prap.g_00559
OG0000779	Syal.g_01599	Prap.g_00563
OG0000780	Syal.g_01594	Prap.g_00564
OG0000781	Syal.g_01590	Prap.g_00568
OG0000782	Syal.g_01589	Prap.g_00569
OG0000783	Syal.g_01588	Prap.g_00570
OG0000784	Syal.g_01587	Prap.g_00571
OG0000785	Syal.g_01585	Prap.g_00573
OG0000786	Syal.g_01579	Prap.g_00576
OG0000787	Syal.g_01578	Prap.g_00577
OG0000788	Syal.g_02619	Prap.g_01268
OG0000789	Syal.g_02598	Prap.g_00220
OG0000790	Syal.g_02883	Prap.g_00064
OG0000791	Syal.g_02882	Prap.g_00066
OG0000792	Syal.g_02881	Prap.g_00067
OG0000793	Syal.g_02876	Prap.g_00070
OG0000794	Syal.g_02875	Prap.g_00071
OG0000795	Syal.g_02874	Prap.g_00072
OG0000796	Syal.g_02870	Prap.g_00076
OG0000797	Syal.g_02869	Prap.g_00077
OG0000798	Syal.g_01372	Prap.g_00004
OG0000799	Syal.g_01547	Prap.g_00104
OG0000800	Syal.g_01542	Prap.g_00105
OG0000801	Syal.g_01541	Prap.g_00106
OG0000802	Syal.g_01536	Prap.g_00108
OG0000803	Syal.g_00040	Prap.g_00110
OG0000804	Syal.g_00036	Prap.g_00111
OG0000805	Syal.g_00030	Prap.g_00113
OG0000806	Syal.g_00028	Prap.g_00115
OG0000807	Syal.g_00026	Prap.g_00116
OG0000808	Syal.g_00025	Prap.g_00117
OG0000809	Syal.g_00022	Prap.g_00119
OG0000810	Syal.g_00021	Prap.g_00120
OG0000811	Syal.g_00380	Prap.g_00124
OG0000812	Syal.g_00382	Prap.g_00126
OG0000813	Syal.g_00383	Prap.g_00127
OG0000814	Syal.g_00385	Prap.g_00129
OG0000815	Syal.g_00391	Prap.g_00130
OG0000816	Syal.g_00393	Prap.g_00132
OG0000817	Syal.g_00394	Prap.g_00133
OG0000818	Syal.g_00401	Prap.g_00138
OG0000819	Syal.g_00402	Prap.g_00139
OG0000820	Syal.g_00403	Prap.g_00140
OG0000821	Syal.g_00409	Prap.g_00144
OG0000822	Syal.g_00411	Prap.g_00145
OG0000823	Syal.g_00412	Prap.g_00146
OG0000824	Syal.g_00417	Prap.g_00149
OG0000825	Syal.g_00418	Prap.g_00150
OG0000826	Syal.g_00419	Prap.g_00151
OG0000827	Syal.g_00420	Prap.g_00152
OG0000828	Syal.g_00423	Prap.g_00155
OG0000829	Syal.g_00424	Prap.g_00156
OG0000830	Syal.g_00425	Prap.g_00157
OG0000831	Syal.g_00427	Prap.g_00159
OG0000832	Syal.g_02967	Prap.g_00169
OG0000833	Syal.g_02976	Prap.g_00178
OG0000834	Syal.g_02979	Prap.g_00179
OG0000835	Syal.g_02980	Prap.g_00180
OG0000836	Syal.g_02983	Prap.g_00181
OG0000837	Syal.g_02984	Prap.g_00182
OG0000838	Syal.g_02988	Prap.g_00184
OG0000839	Syal.g_02989	Prap.g_00185
OG0000840	Syal.g_02990	Prap.g_00186
OG0000841	Syal.g_02991	Prap.g_00187
OG0000842	Syal.g_02992	Prap.g_00188
OG0000843	Syal.g_02993	Prap.g_00189
OG0000844	Syal.g_02995	Prap.g_00190
OG0000845	Syal.g_02996	Prap.g_00191
OG0000846	Syal.g_02997	Prap.g_00192
OG0000847	Syal.g_02998	Prap.g_00193
OG0000848	Syal.g_03000	Prap.g_00194
OG0000849	Syal.g_03001	Prap.g_00195
OG0000850	Syal.g_03008	Prap.g_00197
OG0000851	Syal.g_00561	Prap.g_00198
OG0000852	Syal.g_00562	Prap.g_00199
OG0000853	Syal.g_00566	Prap.g_00205
OG0000854	Syal.g_00568	Prap.g_00207
OG0000855	Syal.g_00569	Prap.g_00208
OG0000856	Syal.g_02704	Prap.g_01139
OG0000857	Syal.g_01882	Prap.g_00768
OG0000858	Syal.g_00576	Prap.g_01786
OG0000859	Syal.g_00577	Prap.g_01785
OG0000860	Syal.g_00589	Prap.g_01777
OG0000861	Syal.g_00590	Prap.g_01776
OG0000862	Syal.g_00591	Prap.g_01775
OG0000863	Syal.g_00594	Prap.g_01773
OG0000864	Syal.g_00595	Prap.g_01772
OG0000865	Syal.g_00596	Prap.g_01771
OG0000866	Syal.g_00597	Prap.g_01770
OG0000867	Syal.g_00598	Prap.g_01769
OG0000868	Syal.g_00604	Prap.g_01767
OG0000869	Syal.g_00609	Prap.g_01764
OG0000870	Syal.g_00614	Prap.g_01759
OG0000871	Syal.g_00615	Prap.g_01758
OG0000872	Syal.g_00621	Prap.g_01757
OG0000873	Syal.g_00624	Prap.g_01753
OG0000874	Syal.g_00627	Prap.g_01750
OG0000875	Syal.g_00629	Prap.g_01749
OG0000876	Syal.g_00631	Prap.g_01748
OG0000877	Syal.g_00633	Prap.g_01746
OG0000878	Syal.g_00634	Prap.g_01745
OG0000879	Syal.g_00635	Prap.g_01744
OG0000880	Syal.g_00636	Prap.g_01743
OG0000881	Syal.g_00641	Prap.g_01739
OG0000882	Syal.g_00646	Prap.g_01734
OG0000883	Syal.g_00648	Prap.g_01732
OG0000884	Syal.g_00650	Prap.g_01730
OG0000885	Syal.g_00651	Prap.g_01729
OG0000886	Syal.g_00652	Prap.g_01728
OG0000887	Syal.g_00653	Prap.g_01727
OG0000888	Syal.g_00655	Prap.g_01725
OG0000889	Syal.g_00657	Prap.g_01723
OG0000890	Syal.g_00663	Prap.g_01722
OG0000891	Syal.g_00664	Prap.g_01721
OG0000892	Syal.g_00668	Prap.g_01719
OG0000893	Syal.g_00193	Prap.g_01715
OG0000894	Syal.g_00196	Prap.g_01712
OG0000895	Syal.g_00200	Prap.g_01708
OG0000896	Syal.g_00201	Prap.g_01707
OG0000897	Syal.g_00203	Prap.g_01705
OG0000898	Syal.g_00204	Prap.g_01704
OG0000899	Syal.g_00205	Prap.g_01703
OG0000900	Syal.g_00206	Prap.g_01702
OG0000901	Syal.g_00211	Prap.g_01699
OG0000902	Syal.g_00213	Prap.g_01697
OG0000903	Syal.g_00227	Prap.g_01693
OG0000904	Syal.g_00222	Prap.g_01689
OG0000905	Syal.g_00217	Prap.g_01695
OG0000906	Syal.g_00215	Prap.g_01696
OG0000907	Syal.g_00229	Prap.g_01686
OG0000908	Syal.g_00232	Prap.g_01683
OG0000909	Syal.g_00233	Prap.g_01682
OG0000910	Syal.g_00234	Prap.g_01681
OG0000911	Syal.g_00237	Prap.g_01679
OG0000912	Syal.g_00238	Prap.g_01678
OG0000913	Syal.g_00239	Prap.g_01677
OG0000914	Syal.g_00240	Prap.g_01676
OG0000915	Syal.g_00241	Prap.g_01675
OG0000916	Syal.g_00242	Prap.g_01674
OG0000917	Syal.g_00243	Prap.g_01673
OG0000918	Syal.g_00244	Prap.g_01672
OG0000919	Syal.g_00245	Prap.g_01671
OG0000920	Syal.g_00246	Prap.g_01670
OG0000921	Syal.g_00247	Prap.g_01669
OG0000922	Syal.g_00248	Prap.g_01668
OG0000923	Syal.g_00252	Prap.g_01664
OG0000924	Syal.g_00253	Prap.g_01663
OG0000925	Syal.g_00254	Prap.g_01662
OG0000926	Syal.g_00255	Prap.g_01661
OG0000927	Syal.g_00257	Prap.g_01659
OG0000928	Syal.g_00258	Prap.g_01658
OG0000929	Syal.g_00259	Prap.g_01657
OG0000930	Syal.g_00260	Prap.g_01656
OG0000931	Syal.g_00261	Prap.g_01655
OG0000932	Syal.g_00262	Prap.g_01654
OG0000933	Syal.g_00268	Prap.g_01650
OG0000934	Syal.g_00270	Prap.g_01647
OG0000935	Syal.g_00271	Prap.g_01646
OG0000936	Syal.g_00272	Prap.g_01645
OG0000937	Syal.g_00273	Prap.g_01644
OG0000938	Syal.g_00276	Prap.g_01641
OG0000939	Syal.g_00277	Prap.g_01640
OG0000940	Syal.g_00285	Prap.g_01633
OG0000941	Syal.g_00287	Prap.g_01631
OG0000942	Syal.g_00289	Prap.g_01629
OG0000943	Syal.g_00290	Prap.g_01628
OG0000944	Syal.g_00292	Prap.g_01626
OG0000945	Syal.g_00294	Prap.g_01625
OG0000946	Syal.g_00301	Prap.g_01620
OG0000947	Syal.g_00304	Prap.g_01618
OG0000948	Syal.g_00305	Prap.g_01617
OG0000949	Syal.g_01341	Prap.g_01614
OG0000950	Syal.g_01348	Prap.g_01607
OG0000951	Syal.g_01353	Prap.g_01603
OG0000952	Syal.g_01363	Prap.g_01599
OG0000953	Syal.g_01435	Prap.g_01595
OG0000954	Syal.g_01443	Prap.g_01591
OG0000955	Syal.g_01444	Prap.g_01590
OG0000956	Syal.g_01446	Prap.g_01588
OG0000957	Syal.g_01457	Prap.g_01582
OG0000958	Syal.g_01458	Prap.g_01581
OG0000959	Syal.g_01482	Prap.g_01577
OG0000960	Syal.g_01483	Prap.g_01576
OG0000961	Syal.g_01507	Prap.g_01573
OG0000962	Syal.g_01509	Prap.g_01571
OG0000963	Syal.g_01514	Prap.g_01567
OG0000964	Syal.g_01515	Prap.g_01566
OG0000965	Syal.g_01516	Prap.g_01565
OG0000966	Syal.g_00176	Prap.g_01559
OG0000967	Syal.g_00171	Prap.g_01555
OG0000968	Syal.g_00169	Prap.g_01553
OG0000969	Syal.g_00167	Prap.g_01552
OG0000970	Syal.g_00166	Prap.g_01551
OG0000971	Syal.g_00164	Prap.g_01550
OG0000972	Syal.g_00163	Prap.g_01549
OG0000973	Syal.g_00162	Prap.g_01548
OG0000974	Syal.g_00161	Prap.g_01547
OG0000975	Syal.g_00160	Prap.g_01546
OG0000976	Syal.g_00159	Prap.g_01545
OG0000977	Syal.g_00157	Prap.g_01544
OG0000978	Syal.g_00156	Prap.g_01543
OG0000979	Syal.g_00153	Prap.g_01541
OG0000980	Syal.g_00150	Prap.g_01539
OG0000981	Syal.g_00147	Prap.g_01536
OG0000982	Syal.g_01068	Prap.g_01534
OG0000983	Syal.g_01069	Prap.g_01533
OG0000984	Syal.g_01070	Prap.g_01532
OG0000985	Syal.g_01074	Prap.g_01529
OG0000986	Syal.g_01076	Prap.g_01527
OG0000987	Syal.g_01080	Prap.g_01526
OG0000988	Syal.g_01086	Prap.g_01523
OG0000989	Syal.g_01098	Prap.g_01519
OG0000990	Syal.g_01118	Prap.g_01515
OG0000991	Syal.g_01120	Prap.g_01514
OG0000992	Syal.g_01122	Prap.g_01511
OG0000993	Syal.g_01123	Prap.g_01510
OG0000994	Syal.g_01127	Prap.g_01509
OG0000995	Syal.g_01132	Prap.g_01505
OG0000996	Syal.g_01162	Prap.g_01504
OG0000997	Syal.g_01171	Prap.g_01501
OG0000998	Syal.g_01173	Prap.g_01499
OG0000999	Syal.g_01174	Prap.g_01498
OG0001000	Syal.g_01177	Prap.g_01495
OG0001001	Syal.g_01182	Prap.g_01492
OG0001002	Syal.g_00082	Prap.g_01874
OG0001003	Syal.g_00084	Prap.g_01873
OG0001004	Syal.g_00085	Prap.g_01872
OG0001005	Syal.g_00087	Prap.g_01871
OG0001006	Syal.g_00094	Prap.g_00056
OG0001007	Syal.g_00096	Prap.g_00054
OG0001008	Syal.g_00524	Prap.g_01329
OG0001009	Syal.g_00129	Prap.g_00928
OG0001010	Syal.g_00130	Prap.g_00927
OG0001011	Syal.g_00131	Prap.g_00925
OG0001012	Syal.g_01064	Prap.g_00911
OG0001013	Syal.g_01026	Prap.g_00904
OG0001014	Syal.g_01022	Prap.g_00901
OG0001015	Syal.g_01021	Prap.g_00899
OG0001016	Syal.g_00756	Prap.g_00877
OG0001017	Syal.g_00762	Prap.g_01100
OG0001018	Syal.g_00764	Prap.g_01098
OG0001019	Syal.g_00785	Prap.g_01089
OG0001020	Syal.g_00796	Prap.g_01088
OG0001021	Syal.g_00800	Prap.g_01087
OG0001022	Syal.g_00805	Prap.g_01084
OG0001023	Syal.g_00806	Prap.g_01083
OG0001024	Syal.g_00810	Prap.g_01079
OG0001025	Syal.g_00817	Prap.g_01072
OG0001026	Syal.g_00830	Prap.g_01063
OG0001027	Syal.g_00834	Prap.g_01062
OG0001028	Syal.g_00836	Prap.g_01060
OG0001029	Syal.g_00838	Prap.g_01059
OG0001030	Syal.g_00860	Prap.g_01043
OG0001031	Syal.g_00936	Prap.g_00983
OG0001032	Syal.g_00938	Prap.g_00982
OG0001033	Syal.g_00972	Prap.g_00961
OG0001034	Syal.g_00684	Prap.g_01476
OG0001035	Syal.g_01226	Prap.g_01456
OG0001036	Syal.g_01231	Prap.g_01452
OG0001037	Syal.g_01233	Prap.g_01451
OG0001038	Syal.g_01261	Prap.g_01432
OG0001039	Syal.g_01264	Prap.g_01429
OG0001040	Syal.g_01267	Prap.g_01427
OG0001041	Syal.g_01272	Prap.g_01422
OG0001042	Syal.g_01300	Prap.g_01405
OG0001043	Syal.g_01304	Prap.g_01404
OG0001044	Syal.g_00346	Prap.g_01373
OG0001045	Syal.g_00359	Prap.g_01364
OG0001046	Syal.g_01967	Prap.g_01827
OG0001047	Syal.g_00522	Prap.g_01327
OG0001048	Syal.g_00521	Prap.g_01326
OG0001049	Syal.g_00518	Prap.g_01324
OG0001050	Syal.g_00517	Prap.g_01323
OG0001051	Syal.g_00516	Prap.g_01322
OG0001052	Syal.g_00467	Prap.g_01296
OG0001053	Syal.g_02900	Prap.g_01284
OG0001054	Syal.g_02919	Prap.g_01269
OG0001055	Syal.g_02940	Prap.g_01250
OG0001056	Syal.g_02833	Prap.g_01233
OG0001057	Syal.g_01574	Prap.g_01228
OG0001058	Syal.g_02812	Prap.g_01220
OG0001059	Syal.g_02808	Prap.g_01216
OG0001060	Syal.g_02801	Prap.g_01210
OG0001061	Syal.g_02783	Prap.g_01195
OG0001062	Syal.g_02781	Prap.g_01193
OG0001063	Syal.g_02776	Prap.g_01191
OG0001064	Syal.g_02775	Prap.g_01190
OG0001065	Syal.g_02774	Prap.g_01189
OG0001066	Syal.g_02773	Prap.g_01188
OG0001067	Syal.g_02772	Prap.g_01187
OG0001068	Syal.g_02771	Prap.g_01186
OG0001069	Syal.g_02770	Prap.g_01185
OG0001070	Syal.g_02766	Prap.g_01181
OG0001071	Syal.g_02765	Prap.g_01180
OG0001072	Syal.g_02761	Prap.g_01178
OG0001073	Syal.g_02746	Prap.g_01164
OG0001074	Syal.g_02575	Prap.g_01152
OG0001075	Syal.g_02726	Prap.g_01151
OG0001076	Syal.g_02712	Prap.g_01144
OG0001077	Syal.g_02702	Prap.g_01138
OG0001078	Syal.g_02635	Prap.g_00391
OG0001079	Syal.g_02618	Prap.g_00379
OG0001080	Syal.g_02514	Prap.g_00373
OG0001081	Syal.g_02175	Prap.g_00371
OG0001082	Syal.g_02176	Prap.g_00370
OG0001083	Syal.g_02184	Prap.g_00365
OG0001084	Syal.g_02187	Prap.g_00364
OG0001085	Syal.g_02206	Prap.g_00831
OG0001086	Syal.g_02208	Prap.g_00830
OG0001087	Syal.g_01782	Prap.g_00812
OG0001088	Syal.g_01785	Prap.g_00811
OG0001089	Syal.g_01811	Prap.g_00800
OG0001090	Syal.g_01859	Prap.g_00790
OG0001091	Syal.g_01862	Prap.g_00344
OG0001092	Syal.g_01864	Prap.g_00343
OG0001093	Syal.g_02419	Prap.g_00338
OG0001094	Syal.g_02216	Prap.g_00345
OG0001095	Syal.g_01879	Prap.g_00770
OG0001096	Syal.g_02447	Prap.g_00756
OG0001097	Syal.g_02473	Prap.g_00736
OG0001098	Syal.g_02083	Prap.g_00717
OG0001099	Syal.g_00837	Prap.g_00655
OG0001100	Syal.g_02293	Prap.g_00867
OG0001101	Syal.g_02292	Prap.g_00864
OG0001102	Syal.g_02289	Prap.g_00861
OG0001103	Syal.g_02287	Prap.g_00859
OG0001104	Syal.g_02241	Prap.g_00836
OG0001105	Syal.g_02236	Prap.g_00832
OG0001106	Syal.g_02007	Prap.g_00248
OG0001107	Syal.g_01993	Prap.g_00255
OG0001108	Syal.g_01985	Prap.g_00259
OG0001109	Syal.g_01983	Prap.g_00260
OG0001110	Syal.g_01981	Prap.g_00262
OG0001111	Syal.g_01979	Prap.g_00263
OG0001112	Syal.g_01977	Prap.g_00264
OG0001113	Syal.g_02244	Prap.g_00265
OG0001114	Syal.g_01976	Prap.g_00266
OG0001115	Syal.g_01972	Prap.g_00268
OG0001116	Syal.g_01970	Prap.g_00269
OG0001117	Syal.g_01969	Prap.g_00270
OG0001118	Syal.g_01968	Prap.g_00271
OG0001119	Syal.g_01966	Prap.g_00272
OG0001120	Syal.g_01962	Prap.g_00274
OG0001122	Syal.g_01921	Prap.g_00294
OG0001123	Syal.g_01913	Prap.g_00300
OG0001124	Syal.g_01911	Prap.g_00302
OG0001125	Syal.g_01909	Prap.g_00304
OG0001126	Syal.g_01837	Prap.g_00697
OG0001127	Syal.g_01836	Prap.g_00698
OG0001128	Syal.g_01833	Prap.g_00700
OG0001129	Syal.g_01831	Prap.g_00701
OG0001130	Syal.g_01830	Prap.g_00702
OG0001131	Syal.g_02260	Prap.g_01345
OG0001132	Syal.g_02553	Prap.g_00020
OG0001133	Syal.g_02710	Prap.g_00058
OG0001134	Syal.g_02506	Prap.g_01883
OG0001135	Syal.g_02505	Prap.g_01880
OG0001136	Syal.g_01650	Prap.g_00459
OG0001137	Syal.g_01673	Prap.g_00447
OG0001138	Syal.g_01709	Prap.g_00426
OG0001139	Syal.g_01711	Prap.g_00424
OG0001140	Syal.g_01712	Prap.g_00423
OG0001141	Syal.g_01713	Prap.g_00422
OG0001142	Syal.g_01714	Prap.g_00421
OG0001143	Syal.g_01722	Prap.g_00414
OG0001144	Syal.g_01736	Prap.g_00409
OG0001145	Syal.g_01614	Prap.g_00553
OG0001146	Syal.g_01593	Prap.g_00565
OG0001147	Syal.g_00458	Prap.g_00585
OG0001148	Syal.g_02886	Prap.g_00061
OG0001149	Syal.g_02885	Prap.g_00062
OG0001150	Syal.g_02884	Prap.g_00063
OG0001151	Syal.g_02872	Prap.g_00074
OG0001152	Syal.g_02871	Prap.g_00075
OG0001153	Syal.g_00421	Prap.g_00153
OG0001154	Syal.g_00422	Prap.g_00154
OG0001155	Syal.g_02969	Prap.g_00171
OG0001156	Syal.g_02972	Prap.g_00174
OG0001157	Syal.g_02973	Prap.g_00175
OG0001158	Syal.g_02974	Prap.g_00176
OG0001159	Syal.g_02975	Prap.g_00177
OG0001160	Syal.g_00564	Prap.g_00203
OG0001161	Syal.g_01104	Prap.g_01836
OG0001162	Syal.g_01577	Prap.g_01907
OG0001163	Syal.g_00573	Prap.g_01788
OG0001164	Syal.g_00579	Prap.g_01784
OG0001165	Syal.g_00584	Prap.g_01781
