Orthogroup	Syal	Pram
OG0000580	Syal.g_02747	Pram.g_00540
OG0000581	Syal.g_02741	Pram.g_00543
OG0000582	Syal.g_02736	Pram.g_00546
OG0000583	Syal.g_02735	Pram.g_00547
OG0000584	Syal.g_02734	Pram.g_00548
OG0000585	Syal.g_02731	Pram.g_00550
OG0000586	Syal.g_02730	Pram.g_00551
OG0000587	Syal.g_02728	Pram.g_00552
OG0000588	Syal.g_02717	Pram.g_00556
OG0000589	Syal.g_02714	Pram.g_00559
OG0000590	Syal.g_02713	Pram.g_00560
OG0000591	Syal.g_02707	Pram.g_00564
OG0000592	Syal.g_02706	Pram.g_00565
OG0000593	Syal.g_02640	Pram.g_01078
OG0000594	Syal.g_02639	Pram.g_01077
OG0000595	Syal.g_02638	Pram.g_01076
OG0000596	Syal.g_02633	Pram.g_01073
OG0000597	Syal.g_02630	Pram.g_01070
OG0000598	Syal.g_02629	Pram.g_01069
OG0000599	Syal.g_02622	Pram.g_01066
OG0000600	Syal.g_02621	Pram.g_01065
OG0000601	Syal.g_02620	Pram.g_01064
OG0000602	Syal.g_02615	Pram.g_01062
OG0000603	Syal.g_02614	Pram.g_01061
OG0000604	Syal.g_02612	Pram.g_01060
OG0000605	Syal.g_02516	Pram.g_01059
OG0000606	Syal.g_02174	Pram.g_01056
OG0000607	Syal.g_02177	Pram.g_01053
OG0000608	Syal.g_02178	Pram.g_01052
OG0000609	Syal.g_02180	Pram.g_01051
OG0000610	Syal.g_02198	Pram.g_01045
OG0000611	Syal.g_02201	Pram.g_01042
OG0000612	Syal.g_02202	Pram.g_01041
OG0000613	Syal.g_01325	Pram.g_00763
OG0000614	Syal.g_01794	Pram.g_00784
OG0000615	Syal.g_02256	Pram.g_00795
OG0000616	Syal.g_00079	Pram.g_01927
OG0000617	Syal.g_01866	Pram.g_01024
OG0000618	Syal.g_01867	Pram.g_01023
OG0000619	Syal.g_02417	Pram.g_01022
OG0000620	Syal.g_02422	Pram.g_01019
OG0000621	Syal.g_02423	Pram.g_01018
OG0000622	Syal.g_02424	Pram.g_01017
OG0000623	Syal.g_02425	Pram.g_01016
OG0000624	Syal.g_02427	Pram.g_01014
OG0000625	Syal.g_02428	Pram.g_01013
OG0000626	Syal.g_02429	Pram.g_01012
OG0000627	Syal.g_02048	Pram.g_01011
OG0000628	Syal.g_02047	Pram.g_01010
OG0000629	Syal.g_02044	Pram.g_01008
OG0000630	Syal.g_02040	Pram.g_01005
OG0000631	Syal.g_02031	Pram.g_00913
OG0000632	Syal.g_02030	Pram.g_00914
OG0000633	Syal.g_02029	Pram.g_00915
OG0000634	Syal.g_02410	Pram.g_00805
OG0000635	Syal.g_02411	Pram.g_00806
OG0000636	Syal.g_02413	Pram.g_00808
OG0000637	Syal.g_02415	Pram.g_00810
OG0000638	Syal.g_02416	Pram.g_00811
OG0000639	Syal.g_01868	Pram.g_00812
OG0000640	Syal.g_01869	Pram.g_00813
OG0000641	Syal.g_01873	Pram.g_00817
OG0000642	Syal.g_01874	Pram.g_00818
OG0000643	Syal.g_01875	Pram.g_00819
OG0000644	Syal.g_01876	Pram.g_00820
OG0000645	Syal.g_01878	Pram.g_00821
OG0000646	Syal.g_01881	Pram.g_00823
OG0000647	Syal.g_01883	Pram.g_00825
OG0000648	Syal.g_02438	Pram.g_00827
OG0000649	Syal.g_02439	Pram.g_00828
OG0000650	Syal.g_02440	Pram.g_00829
OG0000651	Syal.g_02441	Pram.g_00830
OG0000652	Syal.g_02442	Pram.g_00831
OG0000653	Syal.g_02444	Pram.g_00833
OG0000654	Syal.g_02445	Pram.g_00834
OG0000655	Syal.g_02446	Pram.g_00835
OG0000656	Syal.g_02449	Pram.g_00838
OG0000657	Syal.g_02460	Pram.g_00845
OG0000658	Syal.g_02465	Pram.g_00847
OG0000659	Syal.g_02466	Pram.g_00848
OG0000660	Syal.g_02470	Pram.g_00852
OG0000661	Syal.g_02472	Pram.g_00854
OG0000662	Syal.g_02474	Pram.g_00857
OG0000663	Syal.g_02477	Pram.g_00859
OG0000664	Syal.g_02478	Pram.g_00860
OG0000665	Syal.g_02593	Pram.g_00866
OG0000666	Syal.g_02605	Pram.g_00867
OG0000667	Syal.g_02192	Pram.g_00872
OG0000668	Syal.g_01920	Pram.g_00713
OG0000669	Syal.g_02295	Pram.g_00724
OG0000670	Syal.g_02956	Pram.g_00727
OG0000671	Syal.g_02291	Pram.g_00729
OG0000672	Syal.g_02288	Pram.g_00732
OG0000673	Syal.g_02285	Pram.g_00735
OG0000674	Syal.g_02283	Pram.g_00737
OG0000675	Syal.g_02282	Pram.g_00738
OG0000676	Syal.g_02272	Pram.g_00740
OG0000677	Syal.g_02271	Pram.g_00741
OG0000678	Syal.g_02264	Pram.g_00743
OG0000679	Syal.g_02252	Pram.g_00747
OG0000680	Syal.g_02251	Pram.g_00748
OG0000681	Syal.g_02248	Pram.g_00751
OG0000682	Syal.g_02247	Pram.g_00752
OG0000683	Syal.g_02246	Pram.g_00753
OG0000684	Syal.g_02242	Pram.g_00754
OG0000685	Syal.g_02240	Pram.g_00756
OG0000686	Syal.g_02239	Pram.g_00757
OG0000687	Syal.g_02237	Pram.g_00758
OG0000688	Syal.g_02225	Pram.g_01036
OG0000689	Syal.g_02223	Pram.g_01035
OG0000690	Syal.g_02222	Pram.g_01034
OG0000691	Syal.g_02221	Pram.g_01033
OG0000692	Syal.g_02220	Pram.g_01031
OG0000693	Syal.g_02218	Pram.g_01030
OG0000694	Syal.g_02217	Pram.g_01029
OG0000695	Syal.g_02027	Pram.g_00917
OG0000696	Syal.g_02026	Pram.g_00918
OG0000697	Syal.g_02025	Pram.g_00919
OG0000698	Syal.g_02022	Pram.g_00922
OG0000699	Syal.g_02021	Pram.g_00923
OG0000700	Syal.g_02020	Pram.g_00924
OG0000701	Syal.g_02019	Pram.g_00925
OG0000702	Syal.g_02011	Pram.g_00927
OG0000703	Syal.g_02010	Pram.g_00928
OG0000704	Syal.g_02008	Pram.g_00930
OG0000705	Syal.g_01999	Pram.g_00936
OG0000706	Syal.g_01998	Pram.g_00937
OG0000707	Syal.g_01997	Pram.g_00938
OG0000708	Syal.g_01994	Pram.g_00940
OG0000709	Syal.g_01986	Pram.g_00944
OG0000710	Syal.g_01982	Pram.g_00947
OG0000711	Syal.g_01954	Pram.g_00963
OG0000712	Syal.g_01952	Pram.g_00964
OG0000713	Syal.g_01951	Pram.g_00965
OG0000714	Syal.g_01948	Pram.g_00966
OG0000715	Syal.g_01934	Pram.g_00968
OG0000716	Syal.g_01930	Pram.g_00970
OG0000717	Syal.g_01929	Pram.g_00971
OG0000718	Syal.g_01925	Pram.g_00973
OG0000719	Syal.g_01922	Pram.g_00975
OG0000720	Syal.g_01908	Pram.g_00986
OG0000721	Syal.g_01906	Pram.g_00990
OG0000722	Syal.g_01905	Pram.g_00991
OG0000723	Syal.g_02433	Pram.g_00995
OG0000724	Syal.g_01829	Pram.g_00893
OG0000725	Syal.g_01820	Pram.g_00887
OG0000726	Syal.g_01819	Pram.g_00886
OG0000727	Syal.g_01818	Pram.g_00885
OG0000728	Syal.g_01816	Pram.g_00883
OG0000729	Syal.g_01510	Pram.g_01208
OG0000730	Syal.g_00345	Pram.g_01182
OG0000731	Syal.g_00356	Pram.g_00335
OG0000733	Syal.g_01105	Pram.g_01547
OG0000734	Syal.g_00828	Pram.g_01156
OG0000735	Syal.g_01627	Pram.g_01154
OG0000736	Syal.g_01628	Pram.g_01153
OG0000737	Syal.g_01629	Pram.g_01152
OG0000738	Syal.g_01634	Pram.g_01148
OG0000739	Syal.g_01645	Pram.g_01147
OG0000740	Syal.g_01646	Pram.g_01146
OG0000741	Syal.g_01649	Pram.g_01144
OG0000742	Syal.g_01652	Pram.g_01141
OG0000743	Syal.g_01654	Pram.g_01139
OG0000744	Syal.g_01655	Pram.g_01137
OG0000745	Syal.g_01657	Pram.g_01136
OG0000746	Syal.g_01659	Pram.g_01134
OG0000747	Syal.g_01660	Pram.g_01133
OG0000748	Syal.g_01674	Pram.g_01129
OG0000749	Syal.g_01675	Pram.g_01128
OG0000750	Syal.g_01676	Pram.g_01127
OG0000751	Syal.g_01688	Pram.g_01124
OG0000752	Syal.g_01690	Pram.g_01122
OG0000753	Syal.g_01693	Pram.g_01119
OG0000754	Syal.g_01698	Pram.g_01117
OG0000755	Syal.g_01707	Pram.g_01111
OG0000756	Syal.g_01708	Pram.g_01110
OG0000757	Syal.g_01715	Pram.g_01103
OG0000758	Syal.g_01716	Pram.g_01102
OG0000759	Syal.g_01717	Pram.g_01101
OG0000760	Syal.g_01718	Pram.g_01100
OG0000761	Syal.g_01719	Pram.g_01099
OG0000762	Syal.g_01721	Pram.g_01098
OG0000763	Syal.g_01723	Pram.g_01096
OG0000764	Syal.g_01724	Pram.g_01095
OG0000765	Syal.g_01768	Pram.g_01087
OG0000766	Syal.g_01767	Pram.g_01086
OG0000767	Syal.g_01765	Pram.g_01084
OG0000768	Syal.g_01764	Pram.g_01083
OG0000769	Syal.g_01762	Pram.g_01081
OG0000770	Syal.g_01758	Pram.g_00570
OG0000771	Syal.g_01835	Pram.g_01254
OG0000772	Syal.g_01641	Pram.g_01569
OG0000773	Syal.g_01618	Pram.g_01221
OG0000774	Syal.g_01610	Pram.g_01223
OG0000775	Syal.g_01608	Pram.g_01225
OG0000776	Syal.g_01607	Pram.g_01226
OG0000777	Syal.g_01606	Pram.g_01227
OG0000778	Syal.g_01605	Pram.g_01228
OG0000779	Syal.g_01599	Pram.g_01232
OG0000780	Syal.g_01594	Pram.g_01233
OG0000781	Syal.g_01590	Pram.g_01236
OG0000782	Syal.g_01589	Pram.g_01237
OG0000783	Syal.g_01588	Pram.g_01238
OG0000784	Syal.g_01587	Pram.g_01239
OG0000785	Syal.g_01585	Pram.g_01241
OG0000786	Syal.g_01579	Pram.g_01244
OG0000787	Syal.g_01578	Pram.g_01245
OG0000788	Syal.g_02619	Pram.g_01271
OG0000789	Syal.g_02598	Pram.g_01281
OG0000790	Syal.g_02883	Pram.g_01463
OG0000791	Syal.g_02882	Pram.g_01461
OG0000792	Syal.g_02881	Pram.g_01460
OG0000793	Syal.g_02876	Pram.g_01456
OG0000794	Syal.g_02875	Pram.g_01455
OG0000795	Syal.g_02874	Pram.g_01454
OG0000796	Syal.g_02870	Pram.g_01450
OG0000797	Syal.g_02869	Pram.g_01449
OG0000798	Syal.g_01260	Pram.g_01444
OG0000798	Syal.g_01372	Pram.g_01415
OG0000799	Syal.g_01547	Pram.g_01398
OG0000800	Syal.g_01542	Pram.g_01397
OG0000801	Syal.g_01541	Pram.g_01396
OG0000802	Syal.g_01536	Pram.g_01394
OG0000803	Syal.g_00040	Pram.g_01392
OG0000804	Syal.g_00036	Pram.g_01391
OG0000805	Syal.g_00030	Pram.g_01389
OG0000806	Syal.g_00028	Pram.g_01387
OG0000807	Syal.g_00026	Pram.g_01386
OG0000808	Syal.g_00025	Pram.g_01385
OG0000809	Syal.g_00022	Pram.g_01383
OG0000810	Syal.g_00021	Pram.g_01382
OG0000811	Syal.g_00380	Pram.g_01375
OG0000812	Syal.g_00382	Pram.g_01373
OG0000813	Syal.g_00383	Pram.g_01372
OG0000814	Syal.g_00385	Pram.g_01370
OG0000815	Syal.g_00391	Pram.g_01369
OG0000816	Syal.g_00393	Pram.g_01367
OG0000817	Syal.g_00394	Pram.g_01366
OG0000818	Syal.g_00401	Pram.g_01361
OG0000819	Syal.g_00402	Pram.g_01360
OG0000820	Syal.g_00403	Pram.g_01359
OG0000821	Syal.g_00409	Pram.g_01355
OG0000822	Syal.g_00411	Pram.g_01354
OG0000823	Syal.g_00412	Pram.g_01353
OG0000824	Syal.g_00417	Pram.g_01350
OG0000825	Syal.g_00418	Pram.g_01349
OG0000826	Syal.g_00419	Pram.g_01348
OG0000827	Syal.g_00420	Pram.g_01347
OG0000828	Syal.g_00423	Pram.g_01344
OG0000829	Syal.g_00424	Pram.g_01343
OG0000830	Syal.g_00425	Pram.g_01342
OG0000831	Syal.g_00427	Pram.g_01340
OG0000832	Syal.g_02967	Pram.g_01330
OG0000833	Syal.g_02976	Pram.g_01321
OG0000834	Syal.g_02979	Pram.g_01320
OG0000835	Syal.g_02980	Pram.g_01319
OG0000836	Syal.g_02983	Pram.g_01318
OG0000837	Syal.g_02984	Pram.g_01317
OG0000838	Syal.g_02988	Pram.g_01314
OG0000839	Syal.g_02989	Pram.g_01313
OG0000840	Syal.g_02990	Pram.g_01312
OG0000841	Syal.g_02991	Pram.g_01311
OG0000842	Syal.g_02992	Pram.g_01310
OG0000843	Syal.g_02993	Pram.g_01309
OG0000844	Syal.g_02995	Pram.g_01308
OG0000845	Syal.g_02996	Pram.g_01307
OG0000846	Syal.g_02997	Pram.g_01306
OG0000847	Syal.g_02998	Pram.g_01305
OG0000848	Syal.g_03000	Pram.g_01304
OG0000849	Syal.g_03001	Pram.g_01303
OG0000850	Syal.g_03008	Pram.g_01301
OG0000851	Syal.g_00561	Pram.g_01300
OG0000852	Syal.g_00562	Pram.g_01299
OG0000853	Syal.g_00566	Pram.g_01294
OG0000854	Syal.g_00568	Pram.g_01292
OG0000855	Syal.g_00569	Pram.g_01291
OG0000856	Syal.g_02704	Pram.g_00567
OG0000857	Syal.g_01882	Pram.g_00824
OG0000858	Syal.g_00576	Pram.g_01625
OG0000859	Syal.g_00577	Pram.g_01626
OG0000860	Syal.g_00589	Pram.g_01634
OG0000861	Syal.g_00590	Pram.g_01635
OG0000862	Syal.g_00591	Pram.g_01636
OG0000863	Syal.g_00594	Pram.g_01638
OG0000864	Syal.g_00595	Pram.g_01639
OG0000865	Syal.g_00596	Pram.g_01640
OG0000866	Syal.g_00597	Pram.g_01641
OG0000867	Syal.g_00598	Pram.g_01642
OG0000868	Syal.g_00604	Pram.g_01644
OG0000869	Syal.g_00609	Pram.g_01647
OG0000870	Syal.g_00614	Pram.g_01652
OG0000871	Syal.g_00615	Pram.g_01653
OG0000872	Syal.g_00621	Pram.g_01654
OG0000873	Syal.g_00624	Pram.g_01657
OG0000874	Syal.g_00627	Pram.g_01660
OG0000875	Syal.g_00629	Pram.g_01662
OG0000876	Syal.g_00631	Pram.g_01663
OG0000877	Syal.g_00633	Pram.g_01665
OG0000878	Syal.g_00634	Pram.g_01666
OG0000879	Syal.g_00635	Pram.g_01667
OG0000880	Syal.g_00636	Pram.g_01668
OG0000881	Syal.g_00641	Pram.g_01672
OG0000882	Syal.g_00646	Pram.g_01677
OG0000883	Syal.g_00648	Pram.g_01679
OG0000884	Syal.g_00650	Pram.g_01681
OG0000885	Syal.g_00651	Pram.g_01682
OG0000886	Syal.g_00652	Pram.g_01683
OG0000887	Syal.g_00653	Pram.g_01684
OG0000888	Syal.g_00655	Pram.g_01686
OG0000889	Syal.g_00657	Pram.g_01688
OG0000890	Syal.g_00663	Pram.g_01689
OG0000891	Syal.g_00664	Pram.g_01690
OG0000892	Syal.g_00668	Pram.g_01691
OG0000893	Syal.g_00193	Pram.g_01695
OG0000894	Syal.g_00196	Pram.g_01698
OG0000895	Syal.g_00200	Pram.g_01702
OG0000896	Syal.g_00201	Pram.g_01703
OG0000897	Syal.g_00203	Pram.g_01705
OG0000898	Syal.g_00204	Pram.g_01706
OG0000899	Syal.g_00205	Pram.g_01707
OG0000900	Syal.g_00206	Pram.g_01708
OG0000901	Syal.g_00211	Pram.g_01711
OG0000902	Syal.g_00213	Pram.g_01713
OG0000903	Syal.g_00227	Pram.g_01717
OG0000904	Syal.g_00222	Pram.g_01722
OG0000905	Syal.g_00217	Pram.g_01715
OG0000906	Syal.g_00215	Pram.g_01714
OG0000907	Syal.g_00229	Pram.g_01727
OG0000908	Syal.g_00232	Pram.g_01730
OG0000909	Syal.g_00233	Pram.g_01731
OG0000910	Syal.g_00234	Pram.g_01732
OG0000911	Syal.g_00237	Pram.g_01734
OG0000912	Syal.g_00238	Pram.g_01735
OG0000913	Syal.g_00239	Pram.g_01736
OG0000914	Syal.g_00240	Pram.g_01737
OG0000915	Syal.g_00241	Pram.g_01738
OG0000916	Syal.g_00242	Pram.g_01739
OG0000917	Syal.g_00243	Pram.g_01740
OG0000918	Syal.g_00244	Pram.g_01741
OG0000919	Syal.g_00245	Pram.g_01742
OG0000920	Syal.g_00246	Pram.g_01743
OG0000921	Syal.g_00247	Pram.g_01744
OG0000922	Syal.g_00248	Pram.g_01745
OG0000923	Syal.g_00252	Pram.g_01749
OG0000924	Syal.g_00253	Pram.g_01750
OG0000925	Syal.g_00254	Pram.g_01751
OG0000926	Syal.g_00255	Pram.g_01752
OG0000927	Syal.g_00257	Pram.g_01754
OG0000928	Syal.g_00258	Pram.g_01755
OG0000929	Syal.g_00259	Pram.g_01756
OG0000930	Syal.g_00260	Pram.g_01757
OG0000931	Syal.g_00261	Pram.g_01758
OG0000932	Syal.g_00262	Pram.g_01759
OG0000933	Syal.g_00268	Pram.g_01763
OG0000934	Syal.g_00270	Pram.g_01765
OG0000935	Syal.g_00271	Pram.g_01766
OG0000936	Syal.g_00272	Pram.g_01767
OG0000937	Syal.g_00273	Pram.g_01768
OG0000938	Syal.g_00276	Pram.g_01771
OG0000939	Syal.g_00277	Pram.g_01772
OG0000940	Syal.g_00285	Pram.g_01779
OG0000941	Syal.g_00287	Pram.g_01781
OG0000942	Syal.g_00289	Pram.g_01783
OG0000943	Syal.g_00290	Pram.g_01784
OG0000944	Syal.g_00292	Pram.g_01786
OG0000945	Syal.g_00294	Pram.g_01787
OG0000946	Syal.g_00301	Pram.g_01793
OG0000947	Syal.g_00304	Pram.g_01795
OG0000948	Syal.g_00305	Pram.g_01796
OG0000949	Syal.g_01341	Pram.g_01799
OG0000950	Syal.g_01348	Pram.g_01806
OG0000951	Syal.g_01353	Pram.g_01810
OG0000952	Syal.g_01363	Pram.g_01814
OG0000953	Syal.g_01435	Pram.g_01818
OG0000954	Syal.g_01443	Pram.g_01822
OG0000955	Syal.g_01444	Pram.g_01823
OG0000956	Syal.g_01446	Pram.g_01825
OG0000957	Syal.g_01457	Pram.g_01831
OG0000958	Syal.g_01458	Pram.g_01832
OG0000959	Syal.g_01482	Pram.g_01836
OG0000960	Syal.g_01483	Pram.g_01837
OG0000961	Syal.g_01507	Pram.g_01840
OG0000962	Syal.g_01509	Pram.g_01842
OG0000963	Syal.g_01514	Pram.g_01846
OG0000964	Syal.g_01515	Pram.g_01847
OG0000965	Syal.g_01516	Pram.g_01848
OG0000966	Syal.g_00176	Pram.g_01854
OG0000967	Syal.g_00171	Pram.g_01858
OG0000968	Syal.g_00169	Pram.g_01860
OG0000969	Syal.g_00167	Pram.g_01861
OG0000970	Syal.g_00166	Pram.g_01862
OG0000971	Syal.g_00164	Pram.g_01863
OG0000972	Syal.g_00163	Pram.g_01864
OG0000973	Syal.g_00162	Pram.g_01865
OG0000974	Syal.g_00161	Pram.g_01866
OG0000975	Syal.g_00160	Pram.g_01867
OG0000976	Syal.g_00159	Pram.g_01868
OG0000977	Syal.g_00157	Pram.g_01869
OG0000978	Syal.g_00156	Pram.g_01870
OG0000979	Syal.g_00153	Pram.g_01873
OG0000980	Syal.g_00150	Pram.g_01875
OG0000981	Syal.g_00147	Pram.g_01878
OG0000982	Syal.g_01068	Pram.g_01880
OG0000983	Syal.g_01069	Pram.g_01881
OG0000984	Syal.g_01070	Pram.g_01882
OG0000985	Syal.g_01074	Pram.g_01885
OG0000986	Syal.g_01076	Pram.g_01887
OG0000987	Syal.g_01080	Pram.g_01888
OG0000988	Syal.g_01086	Pram.g_01891
OG0000989	Syal.g_01098	Pram.g_01895
OG0000990	Syal.g_01118	Pram.g_01900
OG0000991	Syal.g_01120	Pram.g_01901
OG0000992	Syal.g_01122	Pram.g_01904
OG0000993	Syal.g_01123	Pram.g_01905
OG0000994	Syal.g_01127	Pram.g_01906
OG0000995	Syal.g_01132	Pram.g_01910
OG0000996	Syal.g_01162	Pram.g_01911
OG0000997	Syal.g_01171	Pram.g_01913
OG0000998	Syal.g_01173	Pram.g_01915
OG0000999	Syal.g_01174	Pram.g_01916
OG0001000	Syal.g_01177	Pram.g_01919
OG0001001	Syal.g_01182	Pram.g_01924
OG0001002	Syal.g_00082	Pram.g_01929
OG0001003	Syal.g_00084	Pram.g_01930
OG0001004	Syal.g_00085	Pram.g_01931
OG0001005	Syal.g_00087	Pram.g_01932
OG0001006	Syal.g_00094	Pram.g_01936
OG0001007	Syal.g_00096	Pram.g_01938
OG0001008	Syal.g_00524	Pram.g_00372
OG0001009	Syal.g_00129	Pram.g_00014
OG0001010	Syal.g_00130	Pram.g_00015
OG0001011	Syal.g_00131	Pram.g_00016
OG0001012	Syal.g_01064	Pram.g_00028
OG0001013	Syal.g_01026	Pram.g_00035
OG0001014	Syal.g_01022	Pram.g_00038
OG0001015	Syal.g_01021	Pram.g_00039
OG0001016	Syal.g_00756	Pram.g_00058
OG0001017	Syal.g_00762	Pram.g_00062
OG0001018	Syal.g_00764	Pram.g_00064
OG0001019	Syal.g_00785	Pram.g_00073
OG0001020	Syal.g_00796	Pram.g_00074
OG0001021	Syal.g_00800	Pram.g_00075
OG0001022	Syal.g_00805	Pram.g_00078
OG0001023	Syal.g_00806	Pram.g_00079
OG0001024	Syal.g_00810	Pram.g_00082
OG0001025	Syal.g_00817	Pram.g_00089
OG0001026	Syal.g_00830	Pram.g_00097
OG0001027	Syal.g_00834	Pram.g_00098
OG0001028	Syal.g_00836	Pram.g_00100
OG0001029	Syal.g_00838	Pram.g_00101
OG0001030	Syal.g_00860	Pram.g_00117
OG0001031	Syal.g_00936	Pram.g_00171
OG0001032	Syal.g_00938	Pram.g_00172
OG0001033	Syal.g_00972	Pram.g_00193
OG0001034	Syal.g_00684	Pram.g_00223
OG0001035	Syal.g_01226	Pram.g_00243
OG0001036	Syal.g_01231	Pram.g_00247
OG0001037	Syal.g_01233	Pram.g_00248
OG0001038	Syal.g_01261	Pram.g_00266
OG0001039	Syal.g_01264	Pram.g_00269
OG0001040	Syal.g_01267	Pram.g_00271
OG0001041	Syal.g_01272	Pram.g_00276
OG0001042	Syal.g_01300	Pram.g_00293
OG0001043	Syal.g_01304	Pram.g_00294
OG0001044	Syal.g_00346	Pram.g_00327
OG0001045	Syal.g_00359	Pram.g_00337
OG0001046	Syal.g_01967	Pram.g_01537
OG0001047	Syal.g_00522	Pram.g_00374
OG0001048	Syal.g_00521	Pram.g_00375
OG0001049	Syal.g_00518	Pram.g_00377
OG0001050	Syal.g_00517	Pram.g_00378
OG0001051	Syal.g_00516	Pram.g_00379
OG0001052	Syal.g_00467	Pram.g_00407
OG0001053	Syal.g_02900	Pram.g_00419
OG0001054	Syal.g_02919	Pram.g_00434
OG0001055	Syal.g_02940	Pram.g_00454
OG0001056	Syal.g_02833	Pram.g_00474
OG0001057	Syal.g_01574	Pram.g_00478
OG0001058	Syal.g_02812	Pram.g_00486
OG0001059	Syal.g_02808	Pram.g_00490
OG0001060	Syal.g_02801	Pram.g_00497
OG0001061	Syal.g_02783	Pram.g_00512
OG0001062	Syal.g_02781	Pram.g_00514
OG0001063	Syal.g_02776	Pram.g_00516
OG0001064	Syal.g_02775	Pram.g_00517
OG0001065	Syal.g_02774	Pram.g_00518
OG0001066	Syal.g_02773	Pram.g_00519
OG0001067	Syal.g_02772	Pram.g_00520
OG0001068	Syal.g_02771	Pram.g_00521
OG0001069	Syal.g_02770	Pram.g_00522
OG0001070	Syal.g_02766	Pram.g_00524
OG0001071	Syal.g_02765	Pram.g_00525
OG0001072	Syal.g_02761	Pram.g_00527
OG0001073	Syal.g_02746	Pram.g_00541
OG0001074	Syal.g_02575	Pram.g_00553
OG0001075	Syal.g_02726	Pram.g_00554
OG0001076	Syal.g_02712	Pram.g_00562
OG0001077	Syal.g_02702	Pram.g_00568
OG0001078	Syal.g_02635	Pram.g_01074
OG0001079	Syal.g_02618	Pram.g_01063
OG0001080	Syal.g_02514	Pram.g_01057
OG0001081	Syal.g_02175	Pram.g_01055
OG0001082	Syal.g_02176	Pram.g_01054
OG0001083	Syal.g_02184	Pram.g_01049
OG0001084	Syal.g_02187	Pram.g_01048
OG0001085	Syal.g_02206	Pram.g_00760
OG0001086	Syal.g_02208	Pram.g_00761
OG0001087	Syal.g_01782	Pram.g_00779
OG0001088	Syal.g_01785	Pram.g_00780
OG0001089	Syal.g_01811	Pram.g_00791
OG0001090	Syal.g_01859	Pram.g_00802
OG0001091	Syal.g_01862	Pram.g_01027
OG0001092	Syal.g_01864	Pram.g_01026
OG0001093	Syal.g_02419	Pram.g_01021
OG0001094	Syal.g_02216	Pram.g_01028
OG0001095	Syal.g_01879	Pram.g_00822
OG0001096	Syal.g_02447	Pram.g_00836
OG0001097	Syal.g_02473	Pram.g_00855
OG0001098	Syal.g_02083	Pram.g_00876
OG0001099	Syal.g_00837	Pram.g_00717
OG0001100	Syal.g_02293	Pram.g_00726
OG0001101	Syal.g_02292	Pram.g_00728
OG0001102	Syal.g_02289	Pram.g_00731
OG0001103	Syal.g_02287	Pram.g_00733
OG0001104	Syal.g_02241	Pram.g_00755
OG0001105	Syal.g_02236	Pram.g_00759
OG0001106	Syal.g_02007	Pram.g_00931
OG0001107	Syal.g_01993	Pram.g_00941
OG0001108	Syal.g_01985	Pram.g_00945
OG0001109	Syal.g_01983	Pram.g_00946
OG0001110	Syal.g_01981	Pram.g_00948
OG0001111	Syal.g_01979	Pram.g_00949
OG0001112	Syal.g_01977	Pram.g_00950
OG0001113	Syal.g_02244	Pram.g_00951
OG0001114	Syal.g_01976	Pram.g_00952
OG0001115	Syal.g_01972	Pram.g_00954
OG0001116	Syal.g_01970	Pram.g_00955
OG0001117	Syal.g_01969	Pram.g_00956
OG0001118	Syal.g_01968	Pram.g_00957
OG0001119	Syal.g_01966	Pram.g_00958
OG0001120	Syal.g_01962	Pram.g_00959
OG0001122	Syal.g_01921	Pram.g_00976
OG0001123	Syal.g_01913	Pram.g_00981
OG0001124	Syal.g_01911	Pram.g_00983
OG0001125	Syal.g_01909	Pram.g_00985
OG0001126	Syal.g_01837	Pram.g_00899
OG0001127	Syal.g_01836	Pram.g_00898
OG0001128	Syal.g_01833	Pram.g_00896
OG0001129	Syal.g_01831	Pram.g_00895
OG0001130	Syal.g_01830	Pram.g_00894
OG0001131	Syal.g_02260	Pram.g_00356
OG0001132	Syal.g_02553	Pram.g_00683
OG0001133	Syal.g_02710	Pram.g_01469
OG0001134	Syal.g_02506	Pram.g_01546
OG0001135	Syal.g_02505	Pram.g_01549
OG0001136	Syal.g_01650	Pram.g_01143
OG0001137	Syal.g_01673	Pram.g_01130
OG0001138	Syal.g_01709	Pram.g_01109
OG0001139	Syal.g_01711	Pram.g_01107
OG0001140	Syal.g_01712	Pram.g_01106
OG0001141	Syal.g_01713	Pram.g_01105
OG0001142	Syal.g_01714	Pram.g_01104
OG0001143	Syal.g_01722	Pram.g_01097
OG0001144	Syal.g_01736	Pram.g_01092
OG0001145	Syal.g_01614	Pram.g_01222
OG0001146	Syal.g_01593	Pram.g_01234
OG0001147	Syal.g_00458	Pram.g_01475
OG0001148	Syal.g_02886	Pram.g_01466
OG0001149	Syal.g_02885	Pram.g_01465
OG0001150	Syal.g_02884	Pram.g_01464
OG0001151	Syal.g_02872	Pram.g_01452
OG0001152	Syal.g_02871	Pram.g_01451
OG0001153	Syal.g_00421	Pram.g_01346
OG0001154	Syal.g_00422	Pram.g_01345
OG0001155	Syal.g_02969	Pram.g_01328
OG0001156	Syal.g_02972	Pram.g_01325
OG0001157	Syal.g_02973	Pram.g_01324
OG0001158	Syal.g_02974	Pram.g_01323
OG0001159	Syal.g_02975	Pram.g_01322
OG0001160	Syal.g_00564	Pram.g_01296
OG0001161	Syal.g_01104	Pram.g_01577
OG0001162	Syal.g_01577	Pram.g_01590
