Orthogroup	Syal	Prbn
OG0000559	Syal.g_02305, Syal.g_02810	Prbn.g_00565
OG0000560	Syal.g_02807	Prbn.g_00562
OG0000561	Syal.g_02806	Prbn.g_00561
OG0000562	Syal.g_02805	Prbn.g_00560
OG0000563	Syal.g_02804	Prbn.g_00559
OG0000564	Syal.g_02803	Prbn.g_00558
OG0000565	Syal.g_02799	Prbn.g_00556
OG0000566	Syal.g_02795	Prbn.g_00552
OG0000567	Syal.g_02791	Prbn.g_00548
OG0000568	Syal.g_02789	Prbn.g_00547
OG0000569	Syal.g_02788	Prbn.g_00546
OG0000570	Syal.g_02787	Prbn.g_00545
OG0000571	Syal.g_02784	Prbn.g_00543
OG0000572	Syal.g_02767	Prbn.g_00529
OG0000573	Syal.g_02759	Prbn.g_00523
OG0000574	Syal.g_02758	Prbn.g_00522
OG0000575	Syal.g_02753	Prbn.g_00518
OG0000576	Syal.g_02751	Prbn.g_00516
OG0000577	Syal.g_02750	Prbn.g_00515
OG0000578	Syal.g_02749	Prbn.g_00514
OG0000579	Syal.g_02748	Prbn.g_00513
OG0000580	Syal.g_02747	Prbn.g_00512
OG0000581	Syal.g_02741	Prbn.g_00509
OG0000582	Syal.g_02736	Prbn.g_00506
OG0000583	Syal.g_02735	Prbn.g_00505
OG0000584	Syal.g_02734	Prbn.g_00504
OG0000585	Syal.g_02731	Prbn.g_00502
OG0000586	Syal.g_02730	Prbn.g_00501
OG0000587	Syal.g_02728	Prbn.g_00500
OG0000588	Syal.g_02717	Prbn.g_00496
OG0000589	Syal.g_02714	Prbn.g_00494
OG0000590	Syal.g_02713	Prbn.g_00493
OG0000591	Syal.g_02707	Prbn.g_00489
OG0000592	Syal.g_02706	Prbn.g_00488
OG0000593	Syal.g_02640	Prbn.g_00423
OG0000594	Syal.g_02639	Prbn.g_00424
OG0000595	Syal.g_02638	Prbn.g_00425
OG0000596	Syal.g_02633	Prbn.g_00429
OG0000597	Syal.g_02630	Prbn.g_00432
OG0000598	Syal.g_02629	Prbn.g_00433
OG0000599	Syal.g_02622	Prbn.g_00436
OG0000600	Syal.g_02621	Prbn.g_00437
OG0000601	Syal.g_02620	Prbn.g_00438
OG0000602	Syal.g_02615	Prbn.g_00440
OG0000603	Syal.g_02614	Prbn.g_00441
OG0000604	Syal.g_02612	Prbn.g_00442
OG0000605	Syal.g_02516	Prbn.g_00443
OG0000606	Syal.g_02174	Prbn.g_00446
OG0000607	Syal.g_02177	Prbn.g_00449
OG0000608	Syal.g_02178	Prbn.g_00450
OG0000609	Syal.g_02180	Prbn.g_00834
OG0000610	Syal.g_02198	Prbn.g_00840
OG0000611	Syal.g_02201	Prbn.g_00843
OG0000612	Syal.g_02202	Prbn.g_00844
OG0000613	Syal.g_01325	Prbn.g_01591
OG0000614	Syal.g_01794	Prbn.g_01570
OG0000615	Syal.g_02256	Prbn.g_01559
OG0000616	Syal.g_00079	Prbn.g_00905
OG0000617	Syal.g_01866	Prbn.g_00860
OG0000618	Syal.g_01867	Prbn.g_00861
OG0000619	Syal.g_02417	Prbn.g_00862
OG0000620	Syal.g_02422	Prbn.g_01947
OG0000621	Syal.g_02423	Prbn.g_01948
OG0000622	Syal.g_02424	Prbn.g_01949
OG0000623	Syal.g_02425	Prbn.g_01950
OG0000624	Syal.g_02427	Prbn.g_01952
OG0000625	Syal.g_02428	Prbn.g_01345
OG0000626	Syal.g_02429	Prbn.g_01346
OG0000627	Syal.g_02048	Prbn.g_01347
OG0000628	Syal.g_02047	Prbn.g_01348
OG0000629	Syal.g_02044	Prbn.g_01349
OG0000630	Syal.g_02040	Prbn.g_01352
OG0000631	Syal.g_02031	Prbn.g_01445
OG0000632	Syal.g_02030	Prbn.g_01444
OG0000633	Syal.g_02029	Prbn.g_01443
OG0000634	Syal.g_02410	Prbn.g_01550
OG0000635	Syal.g_02411	Prbn.g_01549
OG0000636	Syal.g_02413	Prbn.g_01547
OG0000637	Syal.g_02415	Prbn.g_01545
OG0000638	Syal.g_02416	Prbn.g_01544
OG0000639	Syal.g_01868	Prbn.g_01543
OG0000640	Syal.g_01869	Prbn.g_01542
OG0000641	Syal.g_01873	Prbn.g_01538
OG0000642	Syal.g_01874	Prbn.g_01537
OG0000643	Syal.g_01875	Prbn.g_01536
OG0000644	Syal.g_01876	Prbn.g_01535
OG0000645	Syal.g_01878	Prbn.g_01534
OG0000646	Syal.g_01881	Prbn.g_01532
OG0000647	Syal.g_01883	Prbn.g_01530
OG0000648	Syal.g_02438	Prbn.g_01528
OG0000649	Syal.g_02439	Prbn.g_01527
OG0000650	Syal.g_02440	Prbn.g_01526
OG0000651	Syal.g_02441	Prbn.g_01525
OG0000652	Syal.g_02442	Prbn.g_01524
OG0000653	Syal.g_02444	Prbn.g_01522
OG0000654	Syal.g_02445	Prbn.g_01521
OG0000655	Syal.g_02446	Prbn.g_01520
OG0000656	Syal.g_02449	Prbn.g_01517
OG0000657	Syal.g_02460	Prbn.g_01509
OG0000658	Syal.g_02465	Prbn.g_01507
OG0000659	Syal.g_02466	Prbn.g_01506
OG0000660	Syal.g_02470	Prbn.g_01502
OG0000661	Syal.g_02472	Prbn.g_01500
OG0000662	Syal.g_02474	Prbn.g_01498
OG0000663	Syal.g_02477	Prbn.g_01496
OG0000664	Syal.g_02478	Prbn.g_01495
OG0000665	Syal.g_02593	Prbn.g_01489
OG0000666	Syal.g_02605	Prbn.g_01488
OG0000667	Syal.g_02192	Prbn.g_01484
OG0000668	Syal.g_01920	Prbn.g_01930
OG0000669	Syal.g_02295	Prbn.g_01632
OG0000670	Syal.g_02956	Prbn.g_01629
OG0000671	Syal.g_02291	Prbn.g_01626
OG0000672	Syal.g_02288	Prbn.g_01623
OG0000673	Syal.g_02285	Prbn.g_01620
OG0000674	Syal.g_02283	Prbn.g_01618
OG0000675	Syal.g_02282	Prbn.g_01617
OG0000676	Syal.g_02272	Prbn.g_01615
OG0000677	Syal.g_02271	Prbn.g_01614
OG0000678	Syal.g_02264	Prbn.g_01612
OG0000679	Syal.g_02252	Prbn.g_01608
OG0000680	Syal.g_02251	Prbn.g_01607
OG0000681	Syal.g_02248	Prbn.g_01604
OG0000682	Syal.g_02247	Prbn.g_01603
OG0000683	Syal.g_02246	Prbn.g_01602
OG0000684	Syal.g_02242	Prbn.g_01600
OG0000685	Syal.g_02240	Prbn.g_01598
OG0000686	Syal.g_02239	Prbn.g_01597
OG0000687	Syal.g_02237	Prbn.g_01596
OG0000688	Syal.g_02225	Prbn.g_00848
OG0000689	Syal.g_02223	Prbn.g_00849
OG0000690	Syal.g_02222	Prbn.g_00850
OG0000691	Syal.g_02221	Prbn.g_00851
OG0000692	Syal.g_02220	Prbn.g_00853
OG0000693	Syal.g_02218	Prbn.g_00854
OG0000694	Syal.g_02217	Prbn.g_00855
OG0000695	Syal.g_02027	Prbn.g_01441
OG0000696	Syal.g_02026	Prbn.g_01440
OG0000697	Syal.g_02025	Prbn.g_01439
OG0000698	Syal.g_02022	Prbn.g_01436
OG0000699	Syal.g_02021	Prbn.g_01435
OG0000700	Syal.g_02020	Prbn.g_01434
OG0000701	Syal.g_02019	Prbn.g_01433
OG0000702	Syal.g_02011	Prbn.g_01431
OG0000703	Syal.g_02010	Prbn.g_01430
OG0000704	Syal.g_02008	Prbn.g_01428
OG0000705	Syal.g_01999	Prbn.g_01425
OG0000706	Syal.g_01998	Prbn.g_01424
OG0000707	Syal.g_01997	Prbn.g_01423
OG0000708	Syal.g_01994	Prbn.g_01421
OG0000709	Syal.g_01986	Prbn.g_01417
OG0000710	Syal.g_01982	Prbn.g_01414
OG0000711	Syal.g_01954	Prbn.g_01396
OG0000712	Syal.g_01952	Prbn.g_01395
OG0000713	Syal.g_01951	Prbn.g_01394
OG0000714	Syal.g_01948	Prbn.g_01393
OG0000715	Syal.g_01934	Prbn.g_01391
OG0000716	Syal.g_01930	Prbn.g_01389
OG0000717	Syal.g_01929	Prbn.g_01388
OG0000718	Syal.g_01925	Prbn.g_01384
OG0000719	Syal.g_01922	Prbn.g_01382
OG0000720	Syal.g_01908	Prbn.g_01370
OG0000721	Syal.g_01906	Prbn.g_01366
OG0000722	Syal.g_01905	Prbn.g_01365
OG0000723	Syal.g_02433	Prbn.g_01361
OG0000724	Syal.g_01829	Prbn.g_01466
OG0000725	Syal.g_01820	Prbn.g_01472
OG0000726	Syal.g_01819	Prbn.g_01473
OG0000727	Syal.g_01818	Prbn.g_01474
OG0000728	Syal.g_01816	Prbn.g_01476
OG0000729	Syal.g_01510	Prbn.g_01106
OG0000730	Syal.g_00345	Prbn.g_01147
OG0000731	Syal.g_00356	Prbn.g_00111
OG0000732	Syal.g_00149	Prbn.g_00954
OG0000733	Syal.g_01105	Prbn.g_01651
OG0000734	Syal.g_00828	Prbn.g_01173
OG0000735	Syal.g_01627	Prbn.g_01175
OG0000736	Syal.g_01628	Prbn.g_01176
OG0000737	Syal.g_01629	Prbn.g_01177
OG0000738	Syal.g_01634	Prbn.g_01181
OG0000739	Syal.g_01645	Prbn.g_01182
OG0000740	Syal.g_01646	Prbn.g_01183
OG0000741	Syal.g_01649	Prbn.g_01185
OG0000742	Syal.g_01652	Prbn.g_01188
OG0000743	Syal.g_01654	Prbn.g_01190
OG0000744	Syal.g_01655	Prbn.g_01191
OG0000745	Syal.g_01657	Prbn.g_01192
OG0000746	Syal.g_01659	Prbn.g_01194
OG0000747	Syal.g_01660	Prbn.g_01195
OG0000748	Syal.g_01674	Prbn.g_01199
OG0000749	Syal.g_01675	Prbn.g_01200
OG0000750	Syal.g_01676	Prbn.g_01201
OG0000751	Syal.g_01688	Prbn.g_01204
OG0000752	Syal.g_01690	Prbn.g_01206
OG0000753	Syal.g_01693	Prbn.g_01208
OG0000754	Syal.g_01698	Prbn.g_01211
OG0000755	Syal.g_01707	Prbn.g_00390
OG0000756	Syal.g_01708	Prbn.g_00391
OG0000757	Syal.g_01715	Prbn.g_00398
OG0000758	Syal.g_01716	Prbn.g_00399
OG0000759	Syal.g_01717	Prbn.g_00400
OG0000760	Syal.g_01718	Prbn.g_00401
OG0000761	Syal.g_01719	Prbn.g_00402
OG0000762	Syal.g_01721	Prbn.g_00403
OG0000763	Syal.g_01723	Prbn.g_00405
OG0000764	Syal.g_01724	Prbn.g_00406
OG0000765	Syal.g_01768	Prbn.g_00414
OG0000766	Syal.g_01767	Prbn.g_00415
OG0000767	Syal.g_01765	Prbn.g_00417
OG0000768	Syal.g_01764	Prbn.g_00418
OG0000769	Syal.g_01762	Prbn.g_00420
OG0000770	Syal.g_01758	Prbn.g_00483
OG0000771	Syal.g_01835	Prbn.g_00886
OG0000772	Syal.g_01641	Prbn.g_01671
OG0000773	Syal.g_01618	Prbn.g_01093
OG0000774	Syal.g_01610	Prbn.g_01091
OG0000775	Syal.g_01608	Prbn.g_01089
OG0000776	Syal.g_01607	Prbn.g_01088
OG0000777	Syal.g_01606	Prbn.g_01087
OG0000778	Syal.g_01605	Prbn.g_01086
OG0000779	Syal.g_01599	Prbn.g_01082
OG0000780	Syal.g_01594	Prbn.g_01081
OG0000781	Syal.g_01590	Prbn.g_01077
OG0000782	Syal.g_01589	Prbn.g_01076
OG0000783	Syal.g_01588	Prbn.g_01075
OG0000784	Syal.g_01587	Prbn.g_01074
OG0000785	Syal.g_01585	Prbn.g_01072
OG0000786	Syal.g_01579	Prbn.g_01069
OG0000787	Syal.g_01578	Prbn.g_01068
OG0000788	Syal.g_02619	Prbn.g_00615
OG0000789	Syal.g_02598	Prbn.g_00883
OG0000790	Syal.g_02883	Prbn.g_00155
OG0000791	Syal.g_02882	Prbn.g_00157
OG0000792	Syal.g_02881	Prbn.g_00158
OG0000793	Syal.g_02876	Prbn.g_00161
OG0000794	Syal.g_02875	Prbn.g_00162
OG0000795	Syal.g_02874	Prbn.g_00163
OG0000796	Syal.g_02870	Prbn.g_00167
OG0000797	Syal.g_02869	Prbn.g_00168
OG0000798	Syal.g_01372	Prbn.g_01055
OG0000799	Syal.g_01547	Prbn.g_00195
OG0000800	Syal.g_01542	Prbn.g_00196
OG0000801	Syal.g_01541	Prbn.g_00197
OG0000802	Syal.g_01536	Prbn.g_00199
OG0000803	Syal.g_00040	Prbn.g_00201
OG0000804	Syal.g_00036	Prbn.g_00202
OG0000805	Syal.g_00030	Prbn.g_00204
OG0000806	Syal.g_00028	Prbn.g_00206
OG0000807	Syal.g_00026	Prbn.g_00207
OG0000808	Syal.g_00025	Prbn.g_00208
OG0000809	Syal.g_00022	Prbn.g_00210
OG0000810	Syal.g_00021	Prbn.g_00211
OG0000811	Syal.g_00380	Prbn.g_00215
OG0000812	Syal.g_00382	Prbn.g_00217
OG0000813	Syal.g_00383	Prbn.g_00218
OG0000814	Syal.g_00385	Prbn.g_00220
OG0000815	Syal.g_00391	Prbn.g_00221
OG0000816	Syal.g_00393	Prbn.g_00223
OG0000817	Syal.g_00394	Prbn.g_00224
OG0000818	Syal.g_00401	Prbn.g_00229
OG0000819	Syal.g_00402	Prbn.g_00230
OG0000820	Syal.g_00403	Prbn.g_00231
OG0000821	Syal.g_00409	Prbn.g_00235
OG0000822	Syal.g_00411	Prbn.g_00236
OG0000823	Syal.g_00412	Prbn.g_00237
OG0000824	Syal.g_00417	Prbn.g_00240
OG0000825	Syal.g_00418	Prbn.g_00241
OG0000826	Syal.g_00419	Prbn.g_00242
OG0000827	Syal.g_00420	Prbn.g_00243
OG0000828	Syal.g_00423	Prbn.g_00246
OG0000829	Syal.g_00424	Prbn.g_00247
OG0000830	Syal.g_00425	Prbn.g_00248
OG0000831	Syal.g_00427	Prbn.g_00250
OG0000832	Syal.g_02967	Prbn.g_00260
OG0000833	Syal.g_02976	Prbn.g_00269
OG0000834	Syal.g_02979	Prbn.g_00270
OG0000835	Syal.g_02980	Prbn.g_00271
OG0000836	Syal.g_02983	Prbn.g_00272
OG0000837	Syal.g_02984	Prbn.g_00273
OG0000838	Syal.g_02988	Prbn.g_00275
OG0000839	Syal.g_02989	Prbn.g_00276
OG0000840	Syal.g_02990	Prbn.g_00277
OG0000841	Syal.g_02991	Prbn.g_00278
OG0000842	Syal.g_02992	Prbn.g_00279
OG0000843	Syal.g_02993	Prbn.g_00280
OG0000844	Syal.g_02995	Prbn.g_00281
OG0000845	Syal.g_02996	Prbn.g_00282
OG0000846	Syal.g_02997	Prbn.g_00283
OG0000847	Syal.g_02998	Prbn.g_00284
OG0000848	Syal.g_03000	Prbn.g_00285
OG0000849	Syal.g_03001	Prbn.g_00286
OG0000850	Syal.g_03008	Prbn.g_00288
OG0000851	Syal.g_00561	Prbn.g_00289
OG0000852	Syal.g_00562	Prbn.g_00904
OG0000853	Syal.g_00566	Prbn.g_00898
OG0000854	Syal.g_00568	Prbn.g_00896
OG0000855	Syal.g_00569	Prbn.g_00895
OG0000856	Syal.g_02704	Prbn.g_00486
OG0000857	Syal.g_01882	Prbn.g_01531
OG0000858	Syal.g_00576	Prbn.g_01738
OG0000859	Syal.g_00577	Prbn.g_01739
OG0000860	Syal.g_00589	Prbn.g_01747
OG0000861	Syal.g_00590	Prbn.g_01748
OG0000862	Syal.g_00591	Prbn.g_01749
OG0000863	Syal.g_00594	Prbn.g_01751
OG0000864	Syal.g_00595	Prbn.g_01752
OG0000865	Syal.g_00596	Prbn.g_01753
OG0000866	Syal.g_00597	Prbn.g_01754
OG0000867	Syal.g_00598	Prbn.g_01755
OG0000868	Syal.g_00604	Prbn.g_01757
OG0000869	Syal.g_00609	Prbn.g_01760
OG0000870	Syal.g_00614	Prbn.g_01765
OG0000871	Syal.g_00615	Prbn.g_01766
OG0000872	Syal.g_00621	Prbn.g_01767
OG0000873	Syal.g_00624	Prbn.g_01771
OG0000874	Syal.g_00627	Prbn.g_01774
OG0000875	Syal.g_00629	Prbn.g_01775
OG0000876	Syal.g_00631	Prbn.g_01776
OG0000877	Syal.g_00633	Prbn.g_01778
OG0000878	Syal.g_00634	Prbn.g_01779
OG0000879	Syal.g_00635	Prbn.g_01780
OG0000880	Syal.g_00636	Prbn.g_01781
OG0000881	Syal.g_00641	Prbn.g_01785
OG0000882	Syal.g_00646	Prbn.g_01790
OG0000883	Syal.g_00648	Prbn.g_01792
OG0000884	Syal.g_00650	Prbn.g_01794
OG0000885	Syal.g_00651	Prbn.g_01795
OG0000886	Syal.g_00652	Prbn.g_01796
OG0000887	Syal.g_00653	Prbn.g_01797
OG0000888	Syal.g_00655	Prbn.g_01799
OG0000889	Syal.g_00657	Prbn.g_01801
OG0000890	Syal.g_00663	Prbn.g_01802
OG0000891	Syal.g_00664	Prbn.g_01803
OG0000892	Syal.g_00668	Prbn.g_01805
OG0000893	Syal.g_00193	Prbn.g_01809
OG0000894	Syal.g_00196	Prbn.g_01812
OG0000895	Syal.g_00200	Prbn.g_01816
OG0000896	Syal.g_00201	Prbn.g_01817
OG0000897	Syal.g_00203	Prbn.g_01819
OG0000898	Syal.g_00204	Prbn.g_01820
OG0000899	Syal.g_00205	Prbn.g_01821
OG0000900	Syal.g_00206	Prbn.g_01822
OG0000901	Syal.g_00211	Prbn.g_01825
OG0000902	Syal.g_00213	Prbn.g_01827
OG0000903	Syal.g_00227	Prbn.g_01831
OG0000904	Syal.g_00222	Prbn.g_01835
OG0000905	Syal.g_00217	Prbn.g_01829
OG0000906	Syal.g_00215	Prbn.g_01828
OG0000907	Syal.g_00229	Prbn.g_01838
OG0000908	Syal.g_00232	Prbn.g_01841
OG0000909	Syal.g_00233	Prbn.g_01842
OG0000910	Syal.g_00234	Prbn.g_01843
OG0000911	Syal.g_00237	Prbn.g_01845
OG0000912	Syal.g_00238	Prbn.g_01846
OG0000913	Syal.g_00239	Prbn.g_01847
OG0000914	Syal.g_00240	Prbn.g_01848
OG0000915	Syal.g_00241	Prbn.g_01849
OG0000916	Syal.g_00242	Prbn.g_01850
OG0000917	Syal.g_00243	Prbn.g_01851
OG0000918	Syal.g_00244	Prbn.g_01852
OG0000919	Syal.g_00245	Prbn.g_01853
OG0000920	Syal.g_00246	Prbn.g_01854
OG0000921	Syal.g_00247	Prbn.g_01855
OG0000922	Syal.g_00248	Prbn.g_01856
OG0000923	Syal.g_00252	Prbn.g_01860
OG0000924	Syal.g_00253	Prbn.g_01861
OG0000925	Syal.g_00254	Prbn.g_01862
OG0000926	Syal.g_00255	Prbn.g_01863
OG0000927	Syal.g_00257	Prbn.g_01865
OG0000928	Syal.g_00258	Prbn.g_01866
OG0000929	Syal.g_00259	Prbn.g_01867
OG0000930	Syal.g_00260	Prbn.g_01868
OG0000931	Syal.g_00261	Prbn.g_01869
OG0000932	Syal.g_00262	Prbn.g_01870
OG0000933	Syal.g_00268	Prbn.g_01874
OG0000934	Syal.g_00270	Prbn.g_01876
OG0000935	Syal.g_00271	Prbn.g_01877
OG0000936	Syal.g_00272	Prbn.g_01878
OG0000937	Syal.g_00273	Prbn.g_01879
OG0000938	Syal.g_00276	Prbn.g_01882
OG0000939	Syal.g_00277	Prbn.g_01883
OG0000940	Syal.g_00285	Prbn.g_01890
OG0000941	Syal.g_00287	Prbn.g_01892
OG0000942	Syal.g_00289	Prbn.g_01894
OG0000943	Syal.g_00290	Prbn.g_01895
OG0000944	Syal.g_00292	Prbn.g_01897
OG0000945	Syal.g_00294	Prbn.g_01898
OG0000946	Syal.g_00301	Prbn.g_01903
OG0000947	Syal.g_00304	Prbn.g_01905
OG0000948	Syal.g_00305	Prbn.g_01906
OG0000949	Syal.g_01341	Prbn.g_01909
OG0000950	Syal.g_01348	Prbn.g_01916
OG0000951	Syal.g_01353	Prbn.g_01920
OG0000952	Syal.g_01363	Prbn.g_01015
OG0000953	Syal.g_01435	Prbn.g_01011
OG0000954	Syal.g_01443	Prbn.g_01007
OG0000955	Syal.g_01444	Prbn.g_01006
OG0000956	Syal.g_01446	Prbn.g_01004
OG0000957	Syal.g_01457	Prbn.g_00998
OG0000958	Syal.g_01458	Prbn.g_00997
OG0000959	Syal.g_01482	Prbn.g_00993
OG0000960	Syal.g_01483	Prbn.g_00992
OG0000961	Syal.g_01507	Prbn.g_00989
OG0000962	Syal.g_01509	Prbn.g_00987
OG0000963	Syal.g_01514	Prbn.g_00983
OG0000964	Syal.g_01515	Prbn.g_00982
OG0000965	Syal.g_01516	Prbn.g_00981
OG0000966	Syal.g_00176	Prbn.g_00975
OG0000967	Syal.g_00171	Prbn.g_00971
OG0000968	Syal.g_00169	Prbn.g_00969
OG0000969	Syal.g_00167	Prbn.g_00968
OG0000970	Syal.g_00166	Prbn.g_00967
OG0000971	Syal.g_00164	Prbn.g_00966
OG0000972	Syal.g_00163	Prbn.g_00965
OG0000973	Syal.g_00162	Prbn.g_00964
OG0000974	Syal.g_00161	Prbn.g_00963
OG0000975	Syal.g_00160	Prbn.g_00962
OG0000976	Syal.g_00159	Prbn.g_00961
OG0000977	Syal.g_00157	Prbn.g_00960
OG0000978	Syal.g_00156	Prbn.g_00959
OG0000979	Syal.g_00153	Prbn.g_00957
OG0000980	Syal.g_00150	Prbn.g_00955
OG0000981	Syal.g_00147	Prbn.g_00952
OG0000982	Syal.g_01068	Prbn.g_00950
OG0000983	Syal.g_01069	Prbn.g_00949
OG0000984	Syal.g_01070	Prbn.g_00948
OG0000985	Syal.g_01074	Prbn.g_00945
OG0000986	Syal.g_01076	Prbn.g_00943
OG0000987	Syal.g_01080	Prbn.g_00942
OG0000988	Syal.g_01086	Prbn.g_00939
OG0000989	Syal.g_01098	Prbn.g_00935
OG0000990	Syal.g_01118	Prbn.g_00931
OG0000991	Syal.g_01120	Prbn.g_00930
OG0000992	Syal.g_01122	Prbn.g_00927
OG0000993	Syal.g_01123	Prbn.g_00926
OG0000994	Syal.g_01127	Prbn.g_00925
OG0000995	Syal.g_01132	Prbn.g_00921
OG0000996	Syal.g_01162	Prbn.g_00920
OG0000997	Syal.g_01171	Prbn.g_00917
OG0000998	Syal.g_01173	Prbn.g_00915
OG0000999	Syal.g_01174	Prbn.g_00914
OG0001000	Syal.g_01177	Prbn.g_00911
OG0001001	Syal.g_01182	Prbn.g_00908
OG0001002	Syal.g_00082	Prbn.g_00291
OG0001003	Syal.g_00084	Prbn.g_00292
OG0001004	Syal.g_00085	Prbn.g_00293
OG0001005	Syal.g_00087	Prbn.g_00294
OG0001006	Syal.g_00094	Prbn.g_00298
OG0001007	Syal.g_00096	Prbn.g_00300
OG0001008	Syal.g_00524	Prbn.g_00676
OG0001009	Syal.g_00129	Prbn.g_00755
OG0001010	Syal.g_00130	Prbn.g_00754
OG0001011	Syal.g_00131	Prbn.g_00752
OG0001012	Syal.g_01064	Prbn.g_00738
OG0001013	Syal.g_01026	Prbn.g_00731
OG0001014	Syal.g_01022	Prbn.g_00728
OG0001015	Syal.g_01021	Prbn.g_00726
OG0001016	Syal.g_00756	Prbn.g_00704
OG0001017	Syal.g_00762	Prbn.g_01343
OG0001018	Syal.g_00764	Prbn.g_01341
OG0001019	Syal.g_00785	Prbn.g_01332
OG0001020	Syal.g_00796	Prbn.g_01331
OG0001021	Syal.g_00800	Prbn.g_01330
OG0001022	Syal.g_00805	Prbn.g_01327
OG0001023	Syal.g_00806	Prbn.g_01326
OG0001024	Syal.g_00810	Prbn.g_01322
OG0001025	Syal.g_00817	Prbn.g_01315
OG0001026	Syal.g_00830	Prbn.g_01306
OG0001027	Syal.g_00834	Prbn.g_01305
OG0001028	Syal.g_00836	Prbn.g_01303
OG0001029	Syal.g_00838	Prbn.g_01302
OG0001030	Syal.g_00860	Prbn.g_01286
OG0001031	Syal.g_00936	Prbn.g_00367
OG0001032	Syal.g_00938	Prbn.g_00366
OG0001033	Syal.g_00972	Prbn.g_00345
OG0001034	Syal.g_00684	Prbn.g_00314
OG0001035	Syal.g_01226	Prbn.g_00021
OG0001036	Syal.g_01231	Prbn.g_00025
OG0001037	Syal.g_01233	Prbn.g_00026
OG0001038	Syal.g_01261	Prbn.g_00045
OG0001039	Syal.g_01264	Prbn.g_00048
OG0001040	Syal.g_01267	Prbn.g_00050
OG0001041	Syal.g_01272	Prbn.g_00055
OG0001042	Syal.g_01300	Prbn.g_00072
OG0001043	Syal.g_01304	Prbn.g_00073
OG0001044	Syal.g_00346	Prbn.g_00104
OG0001045	Syal.g_00359	Prbn.g_00113
OG0001046	Syal.g_01967	Prbn.g_01697
OG0001047	Syal.g_00522	Prbn.g_00674
OG0001048	Syal.g_00521	Prbn.g_00673
OG0001049	Syal.g_00518	Prbn.g_00671
OG0001050	Syal.g_00517	Prbn.g_00670
OG0001051	Syal.g_00516	Prbn.g_00669
OG0001052	Syal.g_00467	Prbn.g_00643
OG0001053	Syal.g_02900	Prbn.g_00631
OG0001054	Syal.g_02919	Prbn.g_00616
OG0001055	Syal.g_02940	Prbn.g_00597
OG0001056	Syal.g_02833	Prbn.g_00580
OG0001057	Syal.g_01574	Prbn.g_00575
OG0001058	Syal.g_02812	Prbn.g_00567
OG0001059	Syal.g_02808	Prbn.g_00563
OG0001060	Syal.g_02801	Prbn.g_00557
OG0001061	Syal.g_02783	Prbn.g_00542
OG0001062	Syal.g_02781	Prbn.g_00540
OG0001063	Syal.g_02776	Prbn.g_00538
OG0001064	Syal.g_02775	Prbn.g_00537
OG0001065	Syal.g_02774	Prbn.g_00536
OG0001066	Syal.g_02773	Prbn.g_00535
OG0001067	Syal.g_02772	Prbn.g_00534
OG0001068	Syal.g_02771	Prbn.g_00533
OG0001069	Syal.g_02770	Prbn.g_00532
OG0001070	Syal.g_02766	Prbn.g_00528
OG0001071	Syal.g_02765	Prbn.g_00527
OG0001072	Syal.g_02761	Prbn.g_00525
OG0001073	Syal.g_02746	Prbn.g_00511
OG0001074	Syal.g_02575	Prbn.g_00499
OG0001075	Syal.g_02726	Prbn.g_00498
OG0001076	Syal.g_02712	Prbn.g_00491
OG0001077	Syal.g_02702	Prbn.g_00485
OG0001078	Syal.g_02635	Prbn.g_00427
OG0001079	Syal.g_02618	Prbn.g_00439
OG0001080	Syal.g_02514	Prbn.g_00445
OG0001081	Syal.g_02175	Prbn.g_00447
OG0001082	Syal.g_02176	Prbn.g_00448
OG0001083	Syal.g_02184	Prbn.g_00836
OG0001084	Syal.g_02187	Prbn.g_00837
OG0001085	Syal.g_02206	Prbn.g_01594
OG0001086	Syal.g_02208	Prbn.g_01593
OG0001087	Syal.g_01782	Prbn.g_01575
OG0001088	Syal.g_01785	Prbn.g_01574
OG0001089	Syal.g_01811	Prbn.g_01563
OG0001090	Syal.g_01859	Prbn.g_01553
OG0001091	Syal.g_01862	Prbn.g_00857
OG0001092	Syal.g_01864	Prbn.g_00858
OG0001093	Syal.g_02419	Prbn.g_00863
OG0001094	Syal.g_02216	Prbn.g_00856
OG0001095	Syal.g_01879	Prbn.g_01533
OG0001096	Syal.g_02447	Prbn.g_01519
OG0001097	Syal.g_02473	Prbn.g_01499
OG0001098	Syal.g_02083	Prbn.g_01480
OG0001099	Syal.g_00837	Prbn.g_01925
OG0001100	Syal.g_02293	Prbn.g_01630
OG0001101	Syal.g_02292	Prbn.g_01627
OG0001102	Syal.g_02289	Prbn.g_01624
OG0001103	Syal.g_02287	Prbn.g_01622
OG0001104	Syal.g_02241	Prbn.g_01599
OG0001105	Syal.g_02236	Prbn.g_01595
OG0001106	Syal.g_02007	Prbn.g_01427
OG0001107	Syal.g_01993	Prbn.g_01420
OG0001108	Syal.g_01985	Prbn.g_01416
OG0001109	Syal.g_01983	Prbn.g_01415
OG0001110	Syal.g_01981	Prbn.g_01413
OG0001111	Syal.g_01979	Prbn.g_01412
OG0001112	Syal.g_01977	Prbn.g_01411
OG0001113	Syal.g_02244	Prbn.g_01410
OG0001114	Syal.g_01976	Prbn.g_01409
OG0001115	Syal.g_01972	Prbn.g_01407
OG0001116	Syal.g_01970	Prbn.g_01406
OG0001117	Syal.g_01969	Prbn.g_01405
