Orthogroup	Syal	Prbm
OG0000553	Syal.g_02843	Prbm.g_00562
OG0000554	Syal.g_02837	Prbm.g_00567
OG0000555	Syal.g_02823	Prbm.g_00575
OG0000556	Syal.g_02819	Prbm.g_00577
OG0000557	Syal.g_02816	Prbm.g_00578
OG0000558	Syal.g_02814	Prbm.g_00580
OG0000559	Syal.g_02305, Syal.g_02810	Prbm.g_00584
OG0000560	Syal.g_02807	Prbm.g_00587
OG0000561	Syal.g_02806	Prbm.g_00588
OG0000562	Syal.g_02805	Prbm.g_00589
OG0000563	Syal.g_02804	Prbm.g_00590
OG0000564	Syal.g_02803	Prbm.g_00591
OG0000565	Syal.g_02799	Prbm.g_00594
OG0000566	Syal.g_02795	Prbm.g_00596
OG0000567	Syal.g_02791	Prbm.g_00600
OG0000568	Syal.g_02789	Prbm.g_00601
OG0000569	Syal.g_02788	Prbm.g_00602
OG0000570	Syal.g_02787	Prbm.g_00603
OG0000571	Syal.g_02784	Prbm.g_00605
OG0000572	Syal.g_02767	Prbm.g_00616
OG0000573	Syal.g_02759	Prbm.g_00621
OG0000574	Syal.g_02758	Prbm.g_00624
OG0000575	Syal.g_02753	Prbm.g_00627
OG0000576	Syal.g_02751	Prbm.g_00629
OG0000577	Syal.g_02750	Prbm.g_00630
OG0000578	Syal.g_02749	Prbm.g_00631
OG0000579	Syal.g_02748	Prbm.g_00632
OG0000580	Syal.g_02747	Prbm.g_00633
OG0000581	Syal.g_02741	Prbm.g_00636
OG0000582	Syal.g_02736	Prbm.g_00639
OG0000583	Syal.g_02735	Prbm.g_00640
OG0000584	Syal.g_02734	Prbm.g_00641
OG0000585	Syal.g_02731	Prbm.g_00643
OG0000586	Syal.g_02730	Prbm.g_00644
OG0000587	Syal.g_02728	Prbm.g_00645
OG0000588	Syal.g_02717	Prbm.g_00649
OG0000589	Syal.g_02714	Prbm.g_00652
OG0000590	Syal.g_02713	Prbm.g_00653
OG0000591	Syal.g_02707	Prbm.g_00656
OG0000592	Syal.g_02706	Prbm.g_00657
OG0000593	Syal.g_02640	Prbm.g_00663
OG0000594	Syal.g_02639	Prbm.g_00664
OG0000595	Syal.g_02638	Prbm.g_00665
OG0000596	Syal.g_02633	Prbm.g_00669
OG0000597	Syal.g_02630	Prbm.g_00671
OG0000598	Syal.g_02629	Prbm.g_00672
OG0000599	Syal.g_02622	Prbm.g_00675
OG0000600	Syal.g_02621	Prbm.g_00676
OG0000601	Syal.g_02620	Prbm.g_00677
OG0000602	Syal.g_02615	Prbm.g_00679
OG0000603	Syal.g_02614	Prbm.g_00680
OG0000604	Syal.g_02612	Prbm.g_00681
OG0000605	Syal.g_02516	Prbm.g_00682
OG0000606	Syal.g_02174	Prbm.g_00685
OG0000607	Syal.g_02177	Prbm.g_00688
OG0000608	Syal.g_02178	Prbm.g_00689
OG0000609	Syal.g_02180	Prbm.g_00690
OG0000610	Syal.g_02198	Prbm.g_00696
OG0000611	Syal.g_02201	Prbm.g_00699
OG0000612	Syal.g_02202	Prbm.g_00700
OG0000613	Syal.g_01325	Prbm.g_00706
OG0000614	Syal.g_01794	Prbm.g_00730
OG0000615	Syal.g_02256	Prbm.g_00737
OG0000616	Syal.g_00079	Prbm.g_02220
OG0000617	Syal.g_01866	Prbm.g_00748
OG0000618	Syal.g_01867	Prbm.g_00749
OG0000619	Syal.g_02417	Prbm.g_00750
OG0000620	Syal.g_02422	Prbm.g_00753
OG0000621	Syal.g_02423	Prbm.g_00754
OG0000622	Syal.g_02424	Prbm.g_00755
OG0000623	Syal.g_02425	Prbm.g_00756
OG0000624	Syal.g_02427	Prbm.g_00758
OG0000625	Syal.g_02428	Prbm.g_00759
OG0000626	Syal.g_02429	Prbm.g_00760
OG0000627	Syal.g_02048	Prbm.g_00762
OG0000628	Syal.g_02047	Prbm.g_00763
OG0000629	Syal.g_02044	Prbm.g_00764
OG0000630	Syal.g_02040	Prbm.g_00767
OG0000631	Syal.g_02031	Prbm.g_00959
OG0000632	Syal.g_02030	Prbm.g_00960
OG0000633	Syal.g_02029	Prbm.g_00961
OG0000634	Syal.g_02410	Prbm.g_00810
OG0000635	Syal.g_02411	Prbm.g_00811
OG0000636	Syal.g_02413	Prbm.g_00813
OG0000637	Syal.g_02415	Prbm.g_00815
OG0000638	Syal.g_02416	Prbm.g_00816
OG0000639	Syal.g_01868	Prbm.g_00817
OG0000640	Syal.g_01869	Prbm.g_00818
OG0000641	Syal.g_01873	Prbm.g_00822
OG0000642	Syal.g_01874	Prbm.g_00823
OG0000643	Syal.g_01875	Prbm.g_00824
OG0000644	Syal.g_01876	Prbm.g_00825
OG0000645	Syal.g_01878	Prbm.g_00826
OG0000646	Syal.g_01881	Prbm.g_00829
OG0000647	Syal.g_01883	Prbm.g_00831
OG0000648	Syal.g_02438	Prbm.g_00833
OG0000649	Syal.g_02439	Prbm.g_00834
OG0000650	Syal.g_02440	Prbm.g_00835
OG0000651	Syal.g_02441	Prbm.g_00836
OG0000652	Syal.g_02442	Prbm.g_00837
OG0000653	Syal.g_02444	Prbm.g_00839
OG0000654	Syal.g_02445	Prbm.g_00840
OG0000655	Syal.g_02446	Prbm.g_00841
OG0000656	Syal.g_02449	Prbm.g_00844
OG0000657	Syal.g_02460	Prbm.g_00850
OG0000658	Syal.g_02465	Prbm.g_00852
OG0000659	Syal.g_02466	Prbm.g_00853
OG0000660	Syal.g_02470	Prbm.g_00857
OG0000661	Syal.g_02472	Prbm.g_00859
OG0000662	Syal.g_02474	Prbm.g_00861
OG0000663	Syal.g_02477	Prbm.g_00863
OG0000664	Syal.g_02478	Prbm.g_00864
OG0000665	Syal.g_02593	Prbm.g_00868
OG0000666	Syal.g_02605	Prbm.g_00869
OG0000667	Syal.g_02192	Prbm.g_00873
OG0000668	Syal.g_01920	Prbm.g_00911
OG0000669	Syal.g_02295	Prbm.g_00919
OG0000670	Syal.g_02956	Prbm.g_00922
OG0000671	Syal.g_02291	Prbm.g_00924
OG0000672	Syal.g_02288	Prbm.g_00927
OG0000673	Syal.g_02285	Prbm.g_00930
OG0000674	Syal.g_02283	Prbm.g_00932
OG0000675	Syal.g_02282	Prbm.g_00933
OG0000676	Syal.g_02272	Prbm.g_00935
OG0000677	Syal.g_02271	Prbm.g_00936
OG0000678	Syal.g_02264	Prbm.g_00939
OG0000679	Syal.g_02252	Prbm.g_00943
OG0000680	Syal.g_02251	Prbm.g_00944
OG0000681	Syal.g_02248	Prbm.g_00946
OG0000682	Syal.g_02247	Prbm.g_00947
OG0000683	Syal.g_02246	Prbm.g_00948
OG0000684	Syal.g_02242	Prbm.g_00793
OG0000685	Syal.g_02240	Prbm.g_00795
OG0000686	Syal.g_02239	Prbm.g_00796
OG0000687	Syal.g_02237	Prbm.g_00797
OG0000688	Syal.g_02225	Prbm.g_00800
OG0000689	Syal.g_02223	Prbm.g_00801
OG0000690	Syal.g_02222	Prbm.g_00802
OG0000691	Syal.g_02221	Prbm.g_00803
OG0000692	Syal.g_02220	Prbm.g_00805
OG0000693	Syal.g_02218	Prbm.g_00806
OG0000694	Syal.g_02217	Prbm.g_00807
OG0000695	Syal.g_02027	Prbm.g_00963
OG0000696	Syal.g_02026	Prbm.g_00964
OG0000697	Syal.g_02025	Prbm.g_00965
OG0000698	Syal.g_02022	Prbm.g_00968
OG0000699	Syal.g_02021	Prbm.g_00969
OG0000700	Syal.g_02020	Prbm.g_00970
OG0000701	Syal.g_02019	Prbm.g_00971
OG0000702	Syal.g_02011	Prbm.g_00973
OG0000703	Syal.g_02010	Prbm.g_00974
OG0000704	Syal.g_02008	Prbm.g_00975
OG0000705	Syal.g_01999	Prbm.g_00981
OG0000706	Syal.g_01998	Prbm.g_00982
OG0000707	Syal.g_01997	Prbm.g_00983
OG0000708	Syal.g_01994	Prbm.g_00985
OG0000709	Syal.g_01986	Prbm.g_00989
OG0000710	Syal.g_01982	Prbm.g_00992
OG0000711	Syal.g_01954	Prbm.g_01007
OG0000712	Syal.g_01952	Prbm.g_01009
OG0000713	Syal.g_01951	Prbm.g_01010
OG0000714	Syal.g_01948	Prbm.g_01011
OG0000715	Syal.g_01934	Prbm.g_01013
OG0000716	Syal.g_01930	Prbm.g_01014
OG0000717	Syal.g_01929	Prbm.g_01015
OG0000718	Syal.g_01925	Prbm.g_01031
OG0000719	Syal.g_01922	Prbm.g_01032
OG0000720	Syal.g_01908	Prbm.g_01042
OG0000721	Syal.g_01906	Prbm.g_01043
OG0000722	Syal.g_01905	Prbm.g_01044
OG0000723	Syal.g_02433	Prbm.g_01048
OG0000724	Syal.g_01829	Prbm.g_01059
OG0000725	Syal.g_01820	Prbm.g_00887
OG0000726	Syal.g_01819	Prbm.g_00886
OG0000727	Syal.g_01818	Prbm.g_00885
OG0000728	Syal.g_01816	Prbm.g_00883
OG0000729	Syal.g_01510	Prbm.g_02104
OG0000730	Syal.g_00345	Prbm.g_00398
OG0000731	Syal.g_00356	Prbm.g_00406
OG0000732	Syal.g_00149	Prbm.g_02166
OG0000733	Syal.g_01105	Prbm.g_01911
OG0000734	Syal.g_00828	Prbm.g_01565
OG0000735	Syal.g_01627	Prbm.g_01563
OG0000736	Syal.g_01628	Prbm.g_01562
OG0000737	Syal.g_01629	Prbm.g_01561
OG0000738	Syal.g_01634	Prbm.g_01557
OG0000739	Syal.g_01645	Prbm.g_01556
OG0000740	Syal.g_01646	Prbm.g_01555
OG0000741	Syal.g_01649	Prbm.g_01553
OG0000742	Syal.g_01652	Prbm.g_01550
OG0000743	Syal.g_01654	Prbm.g_01548
OG0000744	Syal.g_01655	Prbm.g_01547
OG0000745	Syal.g_01657	Prbm.g_01545
OG0000746	Syal.g_01659	Prbm.g_01543
OG0000747	Syal.g_01660	Prbm.g_01542
OG0000748	Syal.g_01674	Prbm.g_01538
OG0000749	Syal.g_01675	Prbm.g_01537
OG0000750	Syal.g_01676	Prbm.g_01536
OG0000751	Syal.g_01688	Prbm.g_01533
OG0000752	Syal.g_01690	Prbm.g_01531
OG0000753	Syal.g_01693	Prbm.g_01529
OG0000754	Syal.g_01698	Prbm.g_01525
OG0000755	Syal.g_01707	Prbm.g_01520
OG0000756	Syal.g_01708	Prbm.g_01519
OG0000757	Syal.g_01715	Prbm.g_01512
OG0000758	Syal.g_01716	Prbm.g_01511
OG0000759	Syal.g_01717	Prbm.g_01510
OG0000760	Syal.g_01718	Prbm.g_01509
OG0000761	Syal.g_01719	Prbm.g_01508
OG0000762	Syal.g_01721	Prbm.g_01507
OG0000763	Syal.g_01723	Prbm.g_01505
OG0000764	Syal.g_01724	Prbm.g_01504
OG0000765	Syal.g_01768	Prbm.g_01496
OG0000766	Syal.g_01767	Prbm.g_01495
OG0000767	Syal.g_01765	Prbm.g_01494
OG0000768	Syal.g_01764	Prbm.g_01493
OG0000769	Syal.g_01762	Prbm.g_01491
OG0000770	Syal.g_01758	Prbm.g_01490
OG0000771	Syal.g_01835	Prbm.g_01054
OG0000772	Syal.g_01641	Prbm.g_01356
OG0000773	Syal.g_01618	Prbm.g_01602
OG0000774	Syal.g_01610	Prbm.g_01605
OG0000775	Syal.g_01608	Prbm.g_01606
OG0000776	Syal.g_01607	Prbm.g_01607
OG0000777	Syal.g_01606	Prbm.g_01608
OG0000778	Syal.g_01605	Prbm.g_01609
OG0000779	Syal.g_01599	Prbm.g_01613
OG0000780	Syal.g_01594	Prbm.g_01614
OG0000781	Syal.g_01590	Prbm.g_01616
OG0000782	Syal.g_01589	Prbm.g_01617
OG0000783	Syal.g_01588	Prbm.g_01618
OG0000784	Syal.g_01587	Prbm.g_01619
OG0000785	Syal.g_01585	Prbm.g_01621
OG0000786	Syal.g_01579	Prbm.g_01624
OG0000787	Syal.g_01578	Prbm.g_01625
OG0000788	Syal.g_02619	Prbm.g_00777
OG0000789	Syal.g_02598	Prbm.g_01051
OG0000790	Syal.g_02883	Prbm.g_01665
OG0000791	Syal.g_02882	Prbm.g_01667
OG0000792	Syal.g_02881	Prbm.g_01668
OG0000793	Syal.g_02876	Prbm.g_01671
OG0000794	Syal.g_02875	Prbm.g_01672
OG0000795	Syal.g_02874	Prbm.g_01673
OG0000796	Syal.g_02870	Prbm.g_01677
OG0000797	Syal.g_02869	Prbm.g_01678
OG0000799	Syal.g_01547	Prbm.g_01691
OG0000800	Syal.g_01542	Prbm.g_01692
OG0000801	Syal.g_01541	Prbm.g_01693
OG0000802	Syal.g_01536	Prbm.g_01695
OG0000803	Syal.g_00040	Prbm.g_01697
OG0000804	Syal.g_00036	Prbm.g_01698
OG0000805	Syal.g_00030	Prbm.g_01700
OG0000806	Syal.g_00028	Prbm.g_01702
OG0000807	Syal.g_00026	Prbm.g_01703
OG0000808	Syal.g_00025	Prbm.g_01704
OG0000809	Syal.g_00022	Prbm.g_01708
OG0000810	Syal.g_00021	Prbm.g_01709
OG0000811	Syal.g_00380	Prbm.g_01713
OG0000812	Syal.g_00382	Prbm.g_01715
OG0000813	Syal.g_00383	Prbm.g_01716
OG0000814	Syal.g_00385	Prbm.g_01718
OG0000815	Syal.g_00391	Prbm.g_01719
OG0000816	Syal.g_00393	Prbm.g_01721
OG0000817	Syal.g_00394	Prbm.g_01722
OG0000818	Syal.g_00401	Prbm.g_01726
OG0000819	Syal.g_00402	Prbm.g_01727
OG0000820	Syal.g_00403	Prbm.g_01728
OG0000821	Syal.g_00409	Prbm.g_01731
OG0000822	Syal.g_00411	Prbm.g_01732
OG0000823	Syal.g_00412	Prbm.g_01733
OG0000824	Syal.g_00417	Prbm.g_01736
OG0000825	Syal.g_00418	Prbm.g_01737
OG0000826	Syal.g_00419	Prbm.g_01738
OG0000827	Syal.g_00420	Prbm.g_01739
OG0000828	Syal.g_00423	Prbm.g_01742
OG0000829	Syal.g_00424	Prbm.g_01743
OG0000830	Syal.g_00425	Prbm.g_01744
OG0000831	Syal.g_00427	Prbm.g_01746
OG0000832	Syal.g_02967	Prbm.g_01756
OG0000833	Syal.g_02976	Prbm.g_01764
OG0000834	Syal.g_02979	Prbm.g_01765
OG0000835	Syal.g_02980	Prbm.g_01766
OG0000836	Syal.g_02983	Prbm.g_01768
OG0000837	Syal.g_02984	Prbm.g_01769
OG0000838	Syal.g_02988	Prbm.g_01771
OG0000839	Syal.g_02989	Prbm.g_01772
OG0000840	Syal.g_02990	Prbm.g_01773
OG0000841	Syal.g_02991	Prbm.g_01774
OG0000842	Syal.g_02992	Prbm.g_01775
OG0000843	Syal.g_02993	Prbm.g_01776
OG0000844	Syal.g_02995	Prbm.g_01777
OG0000845	Syal.g_02996	Prbm.g_01778
OG0000846	Syal.g_02997	Prbm.g_01779
OG0000847	Syal.g_02998	Prbm.g_01780
OG0000848	Syal.g_03000	Prbm.g_01781
OG0000849	Syal.g_03001	Prbm.g_01782
OG0000850	Syal.g_03008	Prbm.g_01784
OG0000851	Syal.g_00561	Prbm.g_01785
OG0000852	Syal.g_00562	Prbm.g_01786
OG0000853	Syal.g_00566	Prbm.g_01791
OG0000854	Syal.g_00568	Prbm.g_01793
OG0000855	Syal.g_00569	Prbm.g_01794
OG0000856	Syal.g_02704	Prbm.g_01685
OG0000857	Syal.g_01882	Prbm.g_00830
OG0000858	Syal.g_00576	Prbm.g_01835
OG0000859	Syal.g_00577	Prbm.g_01836
OG0000860	Syal.g_00589	Prbm.g_01843
OG0000861	Syal.g_00590	Prbm.g_01844
OG0000862	Syal.g_00591	Prbm.g_01845
OG0000863	Syal.g_00594	Prbm.g_01846
OG0000864	Syal.g_00595	Prbm.g_01847
OG0000865	Syal.g_00596	Prbm.g_01848
OG0000866	Syal.g_00597	Prbm.g_01849
OG0000867	Syal.g_00598	Prbm.g_01850
OG0000868	Syal.g_00604	Prbm.g_01851
OG0000869	Syal.g_00609	Prbm.g_01854
OG0000870	Syal.g_00614	Prbm.g_01859
OG0000871	Syal.g_00615	Prbm.g_01860
OG0000872	Syal.g_00621	Prbm.g_01861
OG0000873	Syal.g_00624	Prbm.g_01864
OG0000874	Syal.g_00627	Prbm.g_01867
OG0000875	Syal.g_00629	Prbm.g_01869
OG0000876	Syal.g_00631	Prbm.g_01870
OG0000877	Syal.g_00633	Prbm.g_01872
OG0000878	Syal.g_00634	Prbm.g_01873
OG0000879	Syal.g_00635	Prbm.g_01874
OG0000880	Syal.g_00636	Prbm.g_01875
OG0000881	Syal.g_00641	Prbm.g_01878
OG0000882	Syal.g_00646	Prbm.g_01883
OG0000883	Syal.g_00648	Prbm.g_01885
OG0000884	Syal.g_00650	Prbm.g_01887
OG0000885	Syal.g_00651	Prbm.g_01888
OG0000886	Syal.g_00652	Prbm.g_01889
OG0000887	Syal.g_00653	Prbm.g_01890
OG0000888	Syal.g_00655	Prbm.g_01892
OG0000889	Syal.g_00657	Prbm.g_01894
OG0000890	Syal.g_00663	Prbm.g_01895
OG0000891	Syal.g_00664	Prbm.g_01896
OG0000892	Syal.g_00668	Prbm.g_01898
OG0000893	Syal.g_00193	Prbm.g_01948
OG0000894	Syal.g_00196	Prbm.g_01951
OG0000895	Syal.g_00200	Prbm.g_01954
OG0000896	Syal.g_00201	Prbm.g_01955
OG0000897	Syal.g_00203	Prbm.g_01957
OG0000898	Syal.g_00204	Prbm.g_01958
OG0000899	Syal.g_00205	Prbm.g_01959
OG0000900	Syal.g_00206	Prbm.g_01960
OG0000901	Syal.g_00211	Prbm.g_01963
OG0000902	Syal.g_00213	Prbm.g_01965
OG0000903	Syal.g_00227	Prbm.g_01975
OG0000904	Syal.g_00222	Prbm.g_01970
OG0000905	Syal.g_00217	Prbm.g_01967
OG0000906	Syal.g_00215	Prbm.g_01966
OG0000907	Syal.g_00229	Prbm.g_01990
OG0000908	Syal.g_00232	Prbm.g_01993
OG0000909	Syal.g_00233	Prbm.g_01994
OG0000910	Syal.g_00234	Prbm.g_01995
OG0000911	Syal.g_00237	Prbm.g_01997
OG0000912	Syal.g_00238	Prbm.g_01998
OG0000913	Syal.g_00239	Prbm.g_01999
OG0000914	Syal.g_00240	Prbm.g_02000
OG0000915	Syal.g_00241	Prbm.g_02001
OG0000916	Syal.g_00242	Prbm.g_02002
OG0000917	Syal.g_00243	Prbm.g_02003
OG0000918	Syal.g_00244	Prbm.g_02004
OG0000919	Syal.g_00245	Prbm.g_02005
OG0000920	Syal.g_00246	Prbm.g_02006
OG0000921	Syal.g_00247	Prbm.g_02007
OG0000922	Syal.g_00248	Prbm.g_02008
OG0000923	Syal.g_00252	Prbm.g_02012
OG0000924	Syal.g_00253	Prbm.g_02013
OG0000925	Syal.g_00254	Prbm.g_02014
OG0000926	Syal.g_00255	Prbm.g_02015
OG0000927	Syal.g_00257	Prbm.g_02017
OG0000928	Syal.g_00258	Prbm.g_02018
OG0000929	Syal.g_00259	Prbm.g_02019
OG0000930	Syal.g_00260	Prbm.g_02020
OG0000931	Syal.g_00261	Prbm.g_02021
OG0000932	Syal.g_00262	Prbm.g_02022
OG0000933	Syal.g_00268	Prbm.g_02026
OG0000934	Syal.g_00270	Prbm.g_02028
OG0000935	Syal.g_00271	Prbm.g_02029
OG0000936	Syal.g_00272	Prbm.g_02030
OG0000937	Syal.g_00273	Prbm.g_02031
OG0000938	Syal.g_00276	Prbm.g_02034
OG0000939	Syal.g_00277	Prbm.g_02035
OG0000940	Syal.g_00285	Prbm.g_02042
OG0000941	Syal.g_00287	Prbm.g_02044
OG0000942	Syal.g_00289	Prbm.g_02046
OG0000943	Syal.g_00290	Prbm.g_02048
OG0000944	Syal.g_00292	Prbm.g_02050
OG0000945	Syal.g_00294	Prbm.g_02051
OG0000946	Syal.g_00301	Prbm.g_02057
OG0000947	Syal.g_00304	Prbm.g_02059
OG0000948	Syal.g_00305	Prbm.g_02060
OG0000949	Syal.g_01341	Prbm.g_02063
OG0000950	Syal.g_01348	Prbm.g_02068
OG0000951	Syal.g_01353	Prbm.g_02072
OG0000952	Syal.g_01363	Prbm.g_02076
OG0000953	Syal.g_01435	Prbm.g_02080
OG0000954	Syal.g_01443	Prbm.g_02084
OG0000955	Syal.g_01444	Prbm.g_02085
OG0000956	Syal.g_01446	Prbm.g_02087
OG0000957	Syal.g_01457	Prbm.g_02092
OG0000958	Syal.g_01458	Prbm.g_02093
OG0000959	Syal.g_01482	Prbm.g_02097
OG0000960	Syal.g_01483	Prbm.g_02098
OG0000961	Syal.g_01507	Prbm.g_02101
OG0000962	Syal.g_01509	Prbm.g_02103
OG0000963	Syal.g_01514	Prbm.g_02107
OG0000964	Syal.g_01515	Prbm.g_02108
OG0000965	Syal.g_01516	Prbm.g_02109
OG0000966	Syal.g_00176	Prbm.g_02144
OG0000967	Syal.g_00171	Prbm.g_02148
OG0000968	Syal.g_00169	Prbm.g_02150
OG0000969	Syal.g_00167	Prbm.g_02151
OG0000970	Syal.g_00166	Prbm.g_02152
OG0000971	Syal.g_00164	Prbm.g_02153
OG0000972	Syal.g_00163	Prbm.g_02154
OG0000973	Syal.g_00162	Prbm.g_02155
OG0000974	Syal.g_00161	Prbm.g_02156
OG0000975	Syal.g_00160	Prbm.g_02157
OG0000976	Syal.g_00159	Prbm.g_02158
OG0000977	Syal.g_00157	Prbm.g_02159
OG0000978	Syal.g_00156	Prbm.g_02160
OG0000979	Syal.g_00153	Prbm.g_02163
OG0000980	Syal.g_00150	Prbm.g_02165
OG0000981	Syal.g_00147	Prbm.g_02168
OG0000982	Syal.g_01068	Prbm.g_02170
OG0000983	Syal.g_01069	Prbm.g_02171
OG0000984	Syal.g_01070	Prbm.g_02172
OG0000985	Syal.g_01074	Prbm.g_02175
OG0000986	Syal.g_01076	Prbm.g_02177
OG0000987	Syal.g_01080	Prbm.g_02178
OG0000988	Syal.g_01086	Prbm.g_02181
OG0000989	Syal.g_01098	Prbm.g_02185
OG0000990	Syal.g_01118	Prbm.g_02190
OG0000991	Syal.g_01120	Prbm.g_02191
OG0000992	Syal.g_01122	Prbm.g_02194
OG0000993	Syal.g_01123	Prbm.g_02195
OG0000994	Syal.g_01127	Prbm.g_02196
OG0000995	Syal.g_01132	Prbm.g_02200
OG0000996	Syal.g_01162	Prbm.g_02201
OG0000997	Syal.g_01171	Prbm.g_02208
OG0000998	Syal.g_01173	Prbm.g_02210
OG0000999	Syal.g_01174	Prbm.g_02211
OG0001000	Syal.g_01177	Prbm.g_02214
OG0001001	Syal.g_01182	Prbm.g_02217
OG0001002	Syal.g_00082	Prbm.g_02222
OG0001003	Syal.g_00084	Prbm.g_02225
OG0001004	Syal.g_00085	Prbm.g_02226
OG0001005	Syal.g_00087	Prbm.g_02227
OG0001006	Syal.g_00094	Prbm.g_02231
OG0001007	Syal.g_00096	Prbm.g_02233
OG0001008	Syal.g_00524	Prbm.g_00447
OG0001009	Syal.g_00129	Prbm.g_00027
OG0001010	Syal.g_00130	Prbm.g_00028
OG0001011	Syal.g_00131	Prbm.g_00029
OG0001012	Syal.g_01064	Prbm.g_00052
OG0001013	Syal.g_01026	Prbm.g_00057
OG0001014	Syal.g_01022	Prbm.g_00060
OG0001015	Syal.g_01021	Prbm.g_00061
OG0001016	Syal.g_00756	Prbm.g_00130
OG0001017	Syal.g_00762	Prbm.g_00134
OG0001018	Syal.g_00764	Prbm.g_00137
OG0001019	Syal.g_00785	Prbm.g_00146
OG0001020	Syal.g_00796	Prbm.g_00147
OG0001021	Syal.g_00800	Prbm.g_00148
OG0001022	Syal.g_00805	Prbm.g_00151
OG0001023	Syal.g_00806	Prbm.g_00152
OG0001024	Syal.g_00810	Prbm.g_00155
OG0001025	Syal.g_00817	Prbm.g_00162
OG0001026	Syal.g_00830	Prbm.g_00170
OG0001027	Syal.g_00834	Prbm.g_00171
OG0001028	Syal.g_00836	Prbm.g_00173
OG0001029	Syal.g_00838	Prbm.g_00175
OG0001030	Syal.g_00860	Prbm.g_00191
OG0001031	Syal.g_00936	Prbm.g_00246
OG0001032	Syal.g_00938	Prbm.g_00247
OG0001033	Syal.g_00972	Prbm.g_00267
OG0001034	Syal.g_00684	Prbm.g_00296
OG0001035	Syal.g_01226	Prbm.g_00313
OG0001036	Syal.g_01231	Prbm.g_00318
OG0001037	Syal.g_01233	Prbm.g_00319
OG0001038	Syal.g_01261	Prbm.g_00335
OG0001039	Syal.g_01264	Prbm.g_00337
OG0001040	Syal.g_01267	Prbm.g_00340
OG0001041	Syal.g_01272	Prbm.g_00344
OG0001042	Syal.g_01300	Prbm.g_00360
OG0001043	Syal.g_01304	Prbm.g_00361
OG0001044	Syal.g_00346	Prbm.g_00399
OG0001045	Syal.g_00359	Prbm.g_00408
OG0001046	Syal.g_01967	Prbm.g_01121
OG0001047	Syal.g_00522	Prbm.g_00449
OG0001048	Syal.g_00521	Prbm.g_00450
OG0001049	Syal.g_00518	Prbm.g_00452
OG0001050	Syal.g_00517	Prbm.g_00453
OG0001051	Syal.g_00516	Prbm.g_00454
OG0001052	Syal.g_00467	Prbm.g_00497
OG0001053	Syal.g_02900	Prbm.g_00509
OG0001054	Syal.g_02919	Prbm.g_00523
OG0001055	Syal.g_02940	Prbm.g_00551
OG0001056	Syal.g_02833	Prbm.g_00569
OG0001057	Syal.g_01574	Prbm.g_00574
OG0001058	Syal.g_02812	Prbm.g_00582
OG0001059	Syal.g_02808	Prbm.g_00586
OG0001060	Syal.g_02801	Prbm.g_00593
OG0001061	Syal.g_02783	Prbm.g_00606
OG0001062	Syal.g_02781	Prbm.g_00608
OG0001063	Syal.g_02776	Prbm.g_00609
OG0001064	Syal.g_02775	Prbm.g_00610
OG0001065	Syal.g_02774	Prbm.g_00611
OG0001066	Syal.g_02773	Prbm.g_00612
OG0001067	Syal.g_02772	Prbm.g_00613
OG0001068	Syal.g_02771	Prbm.g_00614
OG0001069	Syal.g_02770	Prbm.g_00615
OG0001070	Syal.g_02766	Prbm.g_00617
OG0001071	Syal.g_02765	Prbm.g_00618
OG0001072	Syal.g_02761	Prbm.g_00619
OG0001073	Syal.g_02746	Prbm.g_00634
OG0001074	Syal.g_02575	Prbm.g_00646
OG0001075	Syal.g_02726	Prbm.g_00647
OG0001076	Syal.g_02712	Prbm.g_00654
OG0001077	Syal.g_02702	Prbm.g_00659
OG0001078	Syal.g_02635	Prbm.g_00667
OG0001079	Syal.g_02618	Prbm.g_00678
OG0001080	Syal.g_02514	Prbm.g_00684
OG0001081	Syal.g_02175	Prbm.g_00686
OG0001082	Syal.g_02176	Prbm.g_00687
OG0001083	Syal.g_02184	Prbm.g_00692
OG0001084	Syal.g_02187	Prbm.g_00693
OG0001085	Syal.g_02206	Prbm.g_00703
OG0001086	Syal.g_02208	Prbm.g_00704
OG0001087	Syal.g_01782	Prbm.g_00725
OG0001088	Syal.g_01785	Prbm.g_00726
OG0001089	Syal.g_01811	Prbm.g_00734
OG0001090	Syal.g_01859	Prbm.g_00743
OG0001091	Syal.g_01862	Prbm.g_00745
OG0001092	Syal.g_01864	Prbm.g_00746
OG0001093	Syal.g_02419	Prbm.g_00751
OG0001094	Syal.g_02216	Prbm.g_00808
OG0001095	Syal.g_01879	Prbm.g_00827
OG0001096	Syal.g_02447	Prbm.g_00842
OG0001097	Syal.g_02473	Prbm.g_00860
OG0001098	Syal.g_02083	Prbm.g_00877
OG0001099	Syal.g_00837	Prbm.g_00914
OG0001100	Syal.g_02293	Prbm.g_00921
OG0001101	Syal.g_02292	Prbm.g_00923
OG0001102	Syal.g_02289	Prbm.g_00926
OG0001103	Syal.g_02287	Prbm.g_00928
OG0001104	Syal.g_02241	Prbm.g_00794
OG0001105	Syal.g_02236	Prbm.g_00798
OG0001106	Syal.g_02007	Prbm.g_00976
OG0001107	Syal.g_01993	Prbm.g_00986
OG0001108	Syal.g_01985	Prbm.g_00990
OG0001109	Syal.g_01983	Prbm.g_00991
OG0001110	Syal.g_01981	Prbm.g_00993
OG0001111	Syal.g_01979	Prbm.g_00994
OG0001112	Syal.g_01977	Prbm.g_00995
