Orthogroup	Syal	Prbd
OG0000561	Syal.g_02806	Prbd.g_00687
OG0000562	Syal.g_02805	Prbd.g_00686
OG0000563	Syal.g_02804	Prbd.g_00685
OG0000564	Syal.g_02803	Prbd.g_00684
OG0000565	Syal.g_02799	Prbd.g_00681
OG0000566	Syal.g_02795	Prbd.g_00679
OG0000567	Syal.g_02791	Prbd.g_00675
OG0000568	Syal.g_02789	Prbd.g_00674
OG0000569	Syal.g_02788	Prbd.g_00673
OG0000570	Syal.g_02787	Prbd.g_00672
OG0000571	Syal.g_02784	Prbd.g_00670
OG0000572	Syal.g_02767	Prbd.g_00657
OG0000573	Syal.g_02759	Prbd.g_00652
OG0000574	Syal.g_02758	Prbd.g_00651
OG0000575	Syal.g_02753	Prbd.g_00647
OG0000576	Syal.g_02751	Prbd.g_00645
OG0000577	Syal.g_02750	Prbd.g_00644
OG0000578	Syal.g_02749	Prbd.g_00643
OG0000579	Syal.g_02748	Prbd.g_00642
OG0000580	Syal.g_02747	Prbd.g_00641
OG0000581	Syal.g_02741	Prbd.g_00639
OG0000582	Syal.g_02736	Prbd.g_00636
OG0000583	Syal.g_02735	Prbd.g_00635
OG0000584	Syal.g_02734	Prbd.g_00634
OG0000585	Syal.g_02731	Prbd.g_00632
OG0000586	Syal.g_02730	Prbd.g_00631
OG0000587	Syal.g_02728	Prbd.g_00630
OG0000588	Syal.g_02717	Prbd.g_00626
OG0000589	Syal.g_02714	Prbd.g_00623
OG0000590	Syal.g_02713	Prbd.g_00622
OG0000591	Syal.g_02707	Prbd.g_00619
OG0000592	Syal.g_02706	Prbd.g_00618
OG0000593	Syal.g_02640	Prbd.g_00612
OG0000594	Syal.g_02639	Prbd.g_00611
OG0000595	Syal.g_02638	Prbd.g_00610
OG0000596	Syal.g_02633	Prbd.g_00606
OG0000597	Syal.g_02630	Prbd.g_00604
OG0000598	Syal.g_02629	Prbd.g_00603
OG0000599	Syal.g_02622	Prbd.g_00600
OG0000600	Syal.g_02621	Prbd.g_00599
OG0000601	Syal.g_02620	Prbd.g_00598
OG0000602	Syal.g_02615	Prbd.g_00596
OG0000603	Syal.g_02614	Prbd.g_00595
OG0000604	Syal.g_02612	Prbd.g_00594
OG0000605	Syal.g_02516	Prbd.g_00593
OG0000606	Syal.g_02174	Prbd.g_00590
OG0000607	Syal.g_02177	Prbd.g_00587
OG0000608	Syal.g_02178	Prbd.g_00586
OG0000609	Syal.g_02180	Prbd.g_00585
OG0000610	Syal.g_02198	Prbd.g_00580
OG0000611	Syal.g_02201	Prbd.g_00577
OG0000612	Syal.g_02202	Prbd.g_00576
OG0000613	Syal.g_01325	Prbd.g_00571
OG0000614	Syal.g_01794	Prbd.g_00552
OG0000615	Syal.g_02256	Prbd.g_00544
OG0000616	Syal.g_00079	Prbd.g_00540
OG0000617	Syal.g_01866	Prbd.g_00013
OG0000618	Syal.g_01867	Prbd.g_00014
OG0000619	Syal.g_02417	Prbd.g_00015
OG0000620	Syal.g_02422	Prbd.g_00018
OG0000621	Syal.g_02423	Prbd.g_00019
OG0000622	Syal.g_02424	Prbd.g_00020
OG0000623	Syal.g_02425	Prbd.g_00021
OG0000624	Syal.g_02427	Prbd.g_00022
OG0000625	Syal.g_02428	Prbd.g_00023
OG0000626	Syal.g_02429	Prbd.g_00024
OG0000627	Syal.g_02048	Prbd.g_00025
OG0000628	Syal.g_02047	Prbd.g_00026
OG0000629	Syal.g_02044	Prbd.g_00027
OG0000630	Syal.g_02040	Prbd.g_00030
OG0000631	Syal.g_02031	Prbd.g_00093
OG0000632	Syal.g_02030	Prbd.g_00094
OG0000633	Syal.g_02029	Prbd.g_00095
OG0000634	Syal.g_02410	Prbd.g_00098
OG0000635	Syal.g_02411	Prbd.g_00099
OG0000636	Syal.g_02413	Prbd.g_00101
OG0000637	Syal.g_02415	Prbd.g_00103
OG0000638	Syal.g_02416	Prbd.g_00104
OG0000639	Syal.g_01868	Prbd.g_00105
OG0000640	Syal.g_01869	Prbd.g_00106
OG0000641	Syal.g_01873	Prbd.g_00110
OG0000642	Syal.g_01874	Prbd.g_00111
OG0000643	Syal.g_01875	Prbd.g_00112
OG0000644	Syal.g_01876	Prbd.g_00113
OG0000645	Syal.g_01878	Prbd.g_00114
OG0000646	Syal.g_01881	Prbd.g_00116
OG0000647	Syal.g_01883	Prbd.g_00117
OG0000648	Syal.g_02438	Prbd.g_00119
OG0000649	Syal.g_02439	Prbd.g_00120
OG0000650	Syal.g_02440	Prbd.g_00121
OG0000651	Syal.g_02441	Prbd.g_00122
OG0000652	Syal.g_02442	Prbd.g_00123
OG0000653	Syal.g_02444	Prbd.g_00125
OG0000654	Syal.g_02445	Prbd.g_00126
OG0000655	Syal.g_02446	Prbd.g_00127
OG0000656	Syal.g_02449	Prbd.g_00130
OG0000657	Syal.g_02460	Prbd.g_00138
OG0000658	Syal.g_02465	Prbd.g_00139
OG0000659	Syal.g_02466	Prbd.g_00140
OG0000660	Syal.g_02470	Prbd.g_00144
OG0000661	Syal.g_02472	Prbd.g_00146
OG0000662	Syal.g_02474	Prbd.g_00148
OG0000663	Syal.g_02477	Prbd.g_00150
OG0000664	Syal.g_02478	Prbd.g_00151
OG0000665	Syal.g_02593	Prbd.g_00155
OG0000666	Syal.g_02605	Prbd.g_00156
OG0000667	Syal.g_02192	Prbd.g_00160
OG0000668	Syal.g_01920	Prbd.g_00190
OG0000669	Syal.g_02295	Prbd.g_00197
OG0000670	Syal.g_02956	Prbd.g_00199
OG0000671	Syal.g_02291	Prbd.g_00201
OG0000672	Syal.g_02288	Prbd.g_00204
OG0000673	Syal.g_02285	Prbd.g_00207
OG0000674	Syal.g_02283	Prbd.g_00209
OG0000675	Syal.g_02282	Prbd.g_00210
OG0000676	Syal.g_02272	Prbd.g_00212
OG0000677	Syal.g_02271	Prbd.g_00213
OG0000678	Syal.g_02264	Prbd.g_00215
OG0000679	Syal.g_02252	Prbd.g_00219
OG0000680	Syal.g_02251	Prbd.g_00220
OG0000681	Syal.g_02248	Prbd.g_00222
OG0000682	Syal.g_02247	Prbd.g_00223
OG0000683	Syal.g_02246	Prbd.g_00224
OG0000684	Syal.g_02242	Prbd.g_00226
OG0000685	Syal.g_02240	Prbd.g_00228
OG0000686	Syal.g_02239	Prbd.g_00229
OG0000687	Syal.g_02237	Prbd.g_00230
OG0000688	Syal.g_02225	Prbd.g_00233
OG0000689	Syal.g_02223	Prbd.g_00234
OG0000690	Syal.g_02222	Prbd.g_00235
OG0000691	Syal.g_02221	Prbd.g_00236
OG0000692	Syal.g_02220	Prbd.g_00238
OG0000693	Syal.g_02218	Prbd.g_00239
OG0000694	Syal.g_02217	Prbd.g_00240
OG0000695	Syal.g_02027	Prbd.g_00242
OG0000696	Syal.g_02026	Prbd.g_00243
OG0000697	Syal.g_02025	Prbd.g_00244
OG0000698	Syal.g_02022	Prbd.g_00247
OG0000699	Syal.g_02021	Prbd.g_00248
OG0000700	Syal.g_02020	Prbd.g_00249
OG0000701	Syal.g_02019	Prbd.g_00250
OG0000702	Syal.g_02011	Prbd.g_00252
OG0000703	Syal.g_02010	Prbd.g_00253
OG0000704	Syal.g_02008	Prbd.g_00254
OG0000705	Syal.g_01999	Prbd.g_00258
OG0000706	Syal.g_01998	Prbd.g_00259
OG0000707	Syal.g_01997	Prbd.g_00260
OG0000708	Syal.g_01994	Prbd.g_00261
OG0000709	Syal.g_01986	Prbd.g_00265
OG0000710	Syal.g_01982	Prbd.g_00268
OG0000711	Syal.g_01954	Prbd.g_00285
OG0000712	Syal.g_01952	Prbd.g_00287
OG0000713	Syal.g_01951	Prbd.g_00288
OG0000714	Syal.g_01948	Prbd.g_00289
OG0000715	Syal.g_01934	Prbd.g_00291
OG0000716	Syal.g_01930	Prbd.g_00293
OG0000717	Syal.g_01929	Prbd.g_00294
OG0000718	Syal.g_01925	Prbd.g_00309
OG0000719	Syal.g_01922	Prbd.g_00311
OG0000720	Syal.g_01908	Prbd.g_00320
OG0000721	Syal.g_01906	Prbd.g_00322
OG0000722	Syal.g_01905	Prbd.g_00323
OG0000723	Syal.g_02433	Prbd.g_00326
OG0000724	Syal.g_01829	Prbd.g_00335
OG0000725	Syal.g_01820	Prbd.g_00341
OG0000726	Syal.g_01819	Prbd.g_00342
OG0000727	Syal.g_01818	Prbd.g_00343
OG0000728	Syal.g_01816	Prbd.g_00345
OG0000729	Syal.g_01510	Prbd.g_00391
OG0000730	Syal.g_00345	Prbd.g_00395
OG0000731	Syal.g_00356	Prbd.g_00399
OG0000732	Syal.g_00149	Prbd.g_00408
OG0000733	Syal.g_01105	Prbd.g_00428
OG0000734	Syal.g_00828	Prbd.g_00453
OG0000735	Syal.g_01627	Prbd.g_00455
OG0000736	Syal.g_01628	Prbd.g_00456
OG0000737	Syal.g_01629	Prbd.g_00457
OG0000738	Syal.g_01634	Prbd.g_00461
OG0000739	Syal.g_01645	Prbd.g_00462
OG0000740	Syal.g_01646	Prbd.g_00463
OG0000741	Syal.g_01649	Prbd.g_00464
OG0000742	Syal.g_01652	Prbd.g_00467
OG0000743	Syal.g_01654	Prbd.g_00469
OG0000744	Syal.g_01655	Prbd.g_00470
OG0000745	Syal.g_01657	Prbd.g_00471
OG0000746	Syal.g_01659	Prbd.g_00473
OG0000747	Syal.g_01660	Prbd.g_00474
OG0000748	Syal.g_01674	Prbd.g_00477
OG0000749	Syal.g_01675	Prbd.g_00478
OG0000750	Syal.g_01676	Prbd.g_00479
OG0000751	Syal.g_01688	Prbd.g_00481
OG0000752	Syal.g_01690	Prbd.g_00483
OG0000753	Syal.g_01693	Prbd.g_00486
OG0000754	Syal.g_01698	Prbd.g_00489
OG0000755	Syal.g_01707	Prbd.g_00492
OG0000756	Syal.g_01708	Prbd.g_00493
OG0000757	Syal.g_01715	Prbd.g_00499
OG0000758	Syal.g_01716	Prbd.g_00500
OG0000759	Syal.g_01717	Prbd.g_00501
OG0000760	Syal.g_01718	Prbd.g_00502
OG0000761	Syal.g_01719	Prbd.g_00503
OG0000762	Syal.g_01721	Prbd.g_00504
OG0000763	Syal.g_01723	Prbd.g_00506
OG0000764	Syal.g_01724	Prbd.g_00507
OG0000765	Syal.g_01768	Prbd.g_00516
OG0000766	Syal.g_01767	Prbd.g_00517
OG0000767	Syal.g_01765	Prbd.g_00519
OG0000768	Syal.g_01764	Prbd.g_00520
OG0000769	Syal.g_01762	Prbd.g_00522
OG0000770	Syal.g_01758	Prbd.g_00524
OG0000771	Syal.g_01835	Prbd.g_01921
OG0000772	Syal.g_01641	Prbd.g_01858
OG0000773	Syal.g_01618	Prbd.g_01810
OG0000774	Syal.g_01610	Prbd.g_01808
OG0000775	Syal.g_01608	Prbd.g_01806
OG0000776	Syal.g_01607	Prbd.g_01805
OG0000777	Syal.g_01606	Prbd.g_01804
OG0000778	Syal.g_01605	Prbd.g_01803
OG0000779	Syal.g_01599	Prbd.g_01799
OG0000780	Syal.g_01594	Prbd.g_01798
OG0000781	Syal.g_01590	Prbd.g_01795
OG0000782	Syal.g_01589	Prbd.g_01794
OG0000783	Syal.g_01588	Prbd.g_01793
OG0000784	Syal.g_01587	Prbd.g_01792
OG0000785	Syal.g_01585	Prbd.g_01790
OG0000786	Syal.g_01579	Prbd.g_01788
OG0000787	Syal.g_01578	Prbd.g_01787
OG0000788	Syal.g_02619	Prbd.g_01777
OG0000789	Syal.g_02598	Prbd.g_01774
OG0000790	Syal.g_02883	Prbd.g_01759
OG0000791	Syal.g_02882	Prbd.g_01757
OG0000792	Syal.g_02881	Prbd.g_01756
OG0000793	Syal.g_02876	Prbd.g_01753
OG0000794	Syal.g_02875	Prbd.g_01752
OG0000795	Syal.g_02874	Prbd.g_01751
OG0000796	Syal.g_02870	Prbd.g_01747
OG0000797	Syal.g_02869	Prbd.g_01746
OG0000799	Syal.g_01547	Prbd.g_01707
OG0000800	Syal.g_01542	Prbd.g_01706
OG0000801	Syal.g_01541	Prbd.g_01705
OG0000802	Syal.g_01536	Prbd.g_01703
OG0000803	Syal.g_00040	Prbd.g_01701
OG0000804	Syal.g_00036	Prbd.g_01700
OG0000805	Syal.g_00030	Prbd.g_01698
OG0000806	Syal.g_00028	Prbd.g_01696
OG0000807	Syal.g_00026	Prbd.g_01695
OG0000808	Syal.g_00025	Prbd.g_01694
OG0000809	Syal.g_00022	Prbd.g_01691
OG0000810	Syal.g_00021	Prbd.g_01690
OG0000811	Syal.g_00380	Prbd.g_01686
OG0000812	Syal.g_00382	Prbd.g_01684
OG0000813	Syal.g_00383	Prbd.g_01683
OG0000814	Syal.g_00385	Prbd.g_01681
OG0000815	Syal.g_00391	Prbd.g_01680
OG0000816	Syal.g_00393	Prbd.g_01678
OG0000817	Syal.g_00394	Prbd.g_01677
OG0000818	Syal.g_00401	Prbd.g_01672
OG0000819	Syal.g_00402	Prbd.g_01671
OG0000820	Syal.g_00403	Prbd.g_01670
OG0000821	Syal.g_00409	Prbd.g_01666
OG0000822	Syal.g_00411	Prbd.g_01665
OG0000823	Syal.g_00412	Prbd.g_01664
OG0000824	Syal.g_00417	Prbd.g_01661
OG0000825	Syal.g_00418	Prbd.g_01660
OG0000826	Syal.g_00419	Prbd.g_01659
OG0000827	Syal.g_00420	Prbd.g_01658
OG0000828	Syal.g_00423	Prbd.g_01655
OG0000829	Syal.g_00424	Prbd.g_01654
OG0000830	Syal.g_00425	Prbd.g_01653
OG0000831	Syal.g_00427	Prbd.g_01651
OG0000832	Syal.g_02967	Prbd.g_01645
OG0000833	Syal.g_02976	Prbd.g_01637
OG0000834	Syal.g_02979	Prbd.g_01636
OG0000835	Syal.g_02980	Prbd.g_01635
OG0000836	Syal.g_02983	Prbd.g_01634
OG0000837	Syal.g_02984	Prbd.g_01633
OG0000838	Syal.g_02988	Prbd.g_01631
OG0000839	Syal.g_02989	Prbd.g_01630
OG0000840	Syal.g_02990	Prbd.g_01629
OG0000841	Syal.g_02991	Prbd.g_01628
OG0000842	Syal.g_02992	Prbd.g_01627
OG0000843	Syal.g_02993	Prbd.g_01626
OG0000844	Syal.g_02995	Prbd.g_01625
OG0000845	Syal.g_02996	Prbd.g_01624
OG0000846	Syal.g_02997	Prbd.g_01623
OG0000847	Syal.g_02998	Prbd.g_01622
OG0000848	Syal.g_03000	Prbd.g_01621
OG0000849	Syal.g_03001	Prbd.g_01620
OG0000850	Syal.g_03008	Prbd.g_01617
OG0000851	Syal.g_00561	Prbd.g_01616
OG0000852	Syal.g_00562	Prbd.g_01615
OG0000853	Syal.g_00566	Prbd.g_01611
OG0000854	Syal.g_00568	Prbd.g_01609
OG0000855	Syal.g_00569	Prbd.g_01608
OG0000856	Syal.g_02704	Prbd.g_01593
OG0000857	Syal.g_01882	Prbd.g_01566
OG0000858	Syal.g_00576	Prbd.g_01531
OG0000859	Syal.g_00577	Prbd.g_01530
OG0000860	Syal.g_00589	Prbd.g_01523
OG0000861	Syal.g_00590	Prbd.g_01522
OG0000862	Syal.g_00591	Prbd.g_01521
OG0000863	Syal.g_00594	Prbd.g_01519
OG0000864	Syal.g_00595	Prbd.g_01518
OG0000865	Syal.g_00596	Prbd.g_01517
OG0000866	Syal.g_00597	Prbd.g_01516
OG0000867	Syal.g_00598	Prbd.g_01515
OG0000868	Syal.g_00604	Prbd.g_01514
OG0000869	Syal.g_00609	Prbd.g_01510
OG0000870	Syal.g_00614	Prbd.g_01505
OG0000871	Syal.g_00615	Prbd.g_01504
OG0000872	Syal.g_00621	Prbd.g_01503
OG0000873	Syal.g_00624	Prbd.g_01500
OG0000874	Syal.g_00627	Prbd.g_01497
OG0000875	Syal.g_00629	Prbd.g_01496
OG0000876	Syal.g_00631	Prbd.g_01495
OG0000877	Syal.g_00633	Prbd.g_01493
OG0000878	Syal.g_00634	Prbd.g_01492
OG0000879	Syal.g_00635	Prbd.g_01491
OG0000880	Syal.g_00636	Prbd.g_01490
OG0000881	Syal.g_00641	Prbd.g_01486
OG0000882	Syal.g_00646	Prbd.g_01481
OG0000883	Syal.g_00648	Prbd.g_01479
OG0000884	Syal.g_00650	Prbd.g_01477
OG0000885	Syal.g_00651	Prbd.g_01476
OG0000886	Syal.g_00652	Prbd.g_01475
OG0000887	Syal.g_00653	Prbd.g_01474
OG0000888	Syal.g_00655	Prbd.g_01472
OG0000889	Syal.g_00657	Prbd.g_01470
OG0000890	Syal.g_00663	Prbd.g_01469
OG0000891	Syal.g_00664	Prbd.g_01468
OG0000892	Syal.g_00668	Prbd.g_01466
OG0000893	Syal.g_00193	Prbd.g_01463
OG0000894	Syal.g_00196	Prbd.g_01461
OG0000895	Syal.g_00200	Prbd.g_01458
OG0000896	Syal.g_00201	Prbd.g_01457
OG0000897	Syal.g_00203	Prbd.g_01455
OG0000898	Syal.g_00204	Prbd.g_01454
OG0000899	Syal.g_00205	Prbd.g_01453
OG0000900	Syal.g_00206	Prbd.g_01452
OG0000901	Syal.g_00211	Prbd.g_01449
OG0000902	Syal.g_00213	Prbd.g_01447
OG0000903	Syal.g_00227	Prbd.g_01444
OG0000904	Syal.g_00222	Prbd.g_01442
OG0000905	Syal.g_00217	Prbd.g_01437
OG0000906	Syal.g_00215	Prbd.g_01436
OG0000907	Syal.g_00229	Prbd.g_01433
OG0000908	Syal.g_00232	Prbd.g_01430
OG0000909	Syal.g_00233	Prbd.g_01429
OG0000910	Syal.g_00234	Prbd.g_01428
OG0000911	Syal.g_00237	Prbd.g_01426
OG0000912	Syal.g_00238	Prbd.g_01425
OG0000913	Syal.g_00239	Prbd.g_01424
OG0000914	Syal.g_00240	Prbd.g_01423
OG0000915	Syal.g_00241	Prbd.g_01422
OG0000916	Syal.g_00242	Prbd.g_01421
OG0000917	Syal.g_00243	Prbd.g_01420
OG0000918	Syal.g_00244	Prbd.g_01419
OG0000919	Syal.g_00245	Prbd.g_01418
OG0000920	Syal.g_00246	Prbd.g_01417
OG0000921	Syal.g_00247	Prbd.g_01416
OG0000922	Syal.g_00248	Prbd.g_01415
OG0000923	Syal.g_00252	Prbd.g_01411
OG0000924	Syal.g_00253	Prbd.g_01410
OG0000925	Syal.g_00254	Prbd.g_01409
OG0000926	Syal.g_00255	Prbd.g_01408
OG0000927	Syal.g_00257	Prbd.g_01406
OG0000928	Syal.g_00258	Prbd.g_01405
OG0000929	Syal.g_00259	Prbd.g_01404
OG0000930	Syal.g_00260	Prbd.g_01403
OG0000931	Syal.g_00261	Prbd.g_01402
OG0000932	Syal.g_00262	Prbd.g_01401
OG0000933	Syal.g_00268	Prbd.g_01397
OG0000934	Syal.g_00270	Prbd.g_01395
OG0000935	Syal.g_00271	Prbd.g_01394
OG0000936	Syal.g_00272	Prbd.g_01393
OG0000937	Syal.g_00273	Prbd.g_01392
OG0000938	Syal.g_00276	Prbd.g_01390
OG0000939	Syal.g_00277	Prbd.g_01389
OG0000940	Syal.g_00285	Prbd.g_01382
OG0000941	Syal.g_00287	Prbd.g_01380
OG0000942	Syal.g_00289	Prbd.g_01378
OG0000943	Syal.g_00290	Prbd.g_01377
OG0000944	Syal.g_00292	Prbd.g_01376
OG0000945	Syal.g_00294	Prbd.g_01375
OG0000946	Syal.g_00301	Prbd.g_01371
OG0000947	Syal.g_00304	Prbd.g_01369
OG0000948	Syal.g_00305	Prbd.g_01368
OG0000949	Syal.g_01341	Prbd.g_01365
OG0000950	Syal.g_01348	Prbd.g_01360
OG0000951	Syal.g_01353	Prbd.g_01356
OG0000952	Syal.g_01363	Prbd.g_01352
OG0000953	Syal.g_01435	Prbd.g_01349
OG0000954	Syal.g_01443	Prbd.g_01345
OG0000955	Syal.g_01444	Prbd.g_01344
OG0000956	Syal.g_01446	Prbd.g_01342
OG0000957	Syal.g_01457	Prbd.g_01337
OG0000958	Syal.g_01458	Prbd.g_01336
OG0000959	Syal.g_01482	Prbd.g_01332
OG0000960	Syal.g_01483	Prbd.g_01331
OG0000961	Syal.g_01507	Prbd.g_01329
OG0000962	Syal.g_01509	Prbd.g_01327
OG0000963	Syal.g_01514	Prbd.g_01323
OG0000964	Syal.g_01515	Prbd.g_01321
OG0000965	Syal.g_01516	Prbd.g_01320
OG0000966	Syal.g_00176	Prbd.g_01312
OG0000967	Syal.g_00171	Prbd.g_01308
OG0000968	Syal.g_00169	Prbd.g_01306
OG0000969	Syal.g_00167	Prbd.g_01305
OG0000970	Syal.g_00166	Prbd.g_01304
OG0000971	Syal.g_00164	Prbd.g_01303
OG0000972	Syal.g_00163	Prbd.g_01302
OG0000973	Syal.g_00162	Prbd.g_01301
OG0000974	Syal.g_00161	Prbd.g_01300
OG0000975	Syal.g_00160	Prbd.g_01299
OG0000976	Syal.g_00159	Prbd.g_01298
OG0000977	Syal.g_00157	Prbd.g_01297
OG0000978	Syal.g_00156	Prbd.g_01296
OG0000979	Syal.g_00153	Prbd.g_01293
OG0000980	Syal.g_00150	Prbd.g_01291
OG0000981	Syal.g_00147	Prbd.g_01289
OG0000982	Syal.g_01068	Prbd.g_01287
OG0000983	Syal.g_01069	Prbd.g_01286
OG0000984	Syal.g_01070	Prbd.g_01285
OG0000985	Syal.g_01074	Prbd.g_01282
OG0000986	Syal.g_01076	Prbd.g_01280
OG0000987	Syal.g_01080	Prbd.g_01279
OG0000988	Syal.g_01086	Prbd.g_01276
OG0000989	Syal.g_01098	Prbd.g_01273
OG0000990	Syal.g_01118	Prbd.g_01270
OG0000991	Syal.g_01120	Prbd.g_01269
OG0000992	Syal.g_01122	Prbd.g_01267
OG0000993	Syal.g_01123	Prbd.g_01266
OG0000994	Syal.g_01127	Prbd.g_01265
OG0000995	Syal.g_01132	Prbd.g_01261
OG0000996	Syal.g_01162	Prbd.g_01260
OG0000997	Syal.g_01171	Prbd.g_01259
OG0000998	Syal.g_01173	Prbd.g_01257
OG0000999	Syal.g_01174	Prbd.g_01256
OG0001000	Syal.g_01177	Prbd.g_01253
OG0001001	Syal.g_01182	Prbd.g_01251
OG0001002	Syal.g_00082	Prbd.g_01247
OG0001003	Syal.g_00084	Prbd.g_01245
OG0001004	Syal.g_00085	Prbd.g_01244
OG0001005	Syal.g_00087	Prbd.g_01243
OG0001006	Syal.g_00094	Prbd.g_01239
OG0001007	Syal.g_00096	Prbd.g_01237
OG0001008	Syal.g_00524	Prbd.g_00805
OG0001009	Syal.g_00129	Prbd.g_01210
OG0001010	Syal.g_00130	Prbd.g_01209
OG0001011	Syal.g_00131	Prbd.g_01208
OG0001012	Syal.g_01064	Prbd.g_01195
OG0001013	Syal.g_01026	Prbd.g_01189
OG0001014	Syal.g_01022	Prbd.g_01186
OG0001015	Syal.g_01021	Prbd.g_01185
OG0001016	Syal.g_00756	Prbd.g_01171
OG0001017	Syal.g_00762	Prbd.g_01167
OG0001018	Syal.g_00764	Prbd.g_01164
OG0001019	Syal.g_00785	Prbd.g_01155
OG0001020	Syal.g_00796	Prbd.g_01154
OG0001021	Syal.g_00800	Prbd.g_01153
OG0001022	Syal.g_00805	Prbd.g_01150
OG0001023	Syal.g_00806	Prbd.g_01149
OG0001024	Syal.g_00810	Prbd.g_01146
OG0001025	Syal.g_00817	Prbd.g_01140
OG0001026	Syal.g_00830	Prbd.g_01133
OG0001027	Syal.g_00834	Prbd.g_01132
OG0001028	Syal.g_00836	Prbd.g_01130
OG0001029	Syal.g_00838	Prbd.g_01128
OG0001030	Syal.g_00860	Prbd.g_01113
OG0001031	Syal.g_00936	Prbd.g_01054
OG0001032	Syal.g_00938	Prbd.g_01053
OG0001033	Syal.g_00972	Prbd.g_01032
OG0001034	Syal.g_00684	Prbd.g_01003
OG0001035	Syal.g_01226	Prbd.g_00985
OG0001036	Syal.g_01231	Prbd.g_00980
OG0001037	Syal.g_01233	Prbd.g_00979
OG0001038	Syal.g_01261	Prbd.g_00961
OG0001039	Syal.g_01264	Prbd.g_00958
OG0001040	Syal.g_01267	Prbd.g_00956
OG0001041	Syal.g_01272	Prbd.g_00952
OG0001042	Syal.g_01300	Prbd.g_00935
OG0001043	Syal.g_01304	Prbd.g_00934
OG0001044	Syal.g_00346	Prbd.g_00906
OG0001045	Syal.g_00359	Prbd.g_00897
OG0001046	Syal.g_01967	Prbd.g_00859
OG0001047	Syal.g_00522	Prbd.g_00803
OG0001048	Syal.g_00521	Prbd.g_00802
OG0001049	Syal.g_00518	Prbd.g_00800
OG0001050	Syal.g_00517	Prbd.g_00799
OG0001051	Syal.g_00516	Prbd.g_00798
OG0001052	Syal.g_00467	Prbd.g_00771
OG0001053	Syal.g_02900	Prbd.g_00759
OG0001054	Syal.g_02919	Prbd.g_00744
OG0001055	Syal.g_02940	Prbd.g_00725
OG0001056	Syal.g_02833	Prbd.g_00706
OG0001057	Syal.g_01574	Prbd.g_00701
OG0001058	Syal.g_02812	Prbd.g_00693
OG0001059	Syal.g_02808	Prbd.g_00689
OG0001060	Syal.g_02801	Prbd.g_00682
OG0001061	Syal.g_02783	Prbd.g_00669
OG0001062	Syal.g_02781	Prbd.g_00667
OG0001063	Syal.g_02776	Prbd.g_00665
OG0001064	Syal.g_02775	Prbd.g_00664
OG0001065	Syal.g_02774	Prbd.g_00663
OG0001066	Syal.g_02773	Prbd.g_00662
OG0001067	Syal.g_02772	Prbd.g_00661
OG0001068	Syal.g_02771	Prbd.g_00660
OG0001069	Syal.g_02770	Prbd.g_00659
OG0001070	Syal.g_02766	Prbd.g_00656
OG0001071	Syal.g_02765	Prbd.g_00655
OG0001072	Syal.g_02761	Prbd.g_00654
OG0001073	Syal.g_02746	Prbd.g_00640
OG0001074	Syal.g_02575	Prbd.g_00629
OG0001075	Syal.g_02726	Prbd.g_00628
OG0001076	Syal.g_02712	Prbd.g_00620
OG0001077	Syal.g_02702	Prbd.g_00616
OG0001078	Syal.g_02635	Prbd.g_00608
OG0001079	Syal.g_02618	Prbd.g_00597
OG0001080	Syal.g_02514	Prbd.g_00591
OG0001081	Syal.g_02175	Prbd.g_00589
OG0001082	Syal.g_02176	Prbd.g_00588
OG0001083	Syal.g_02184	Prbd.g_00583
OG0001084	Syal.g_02187	Prbd.g_00582
OG0001085	Syal.g_02206	Prbd.g_00574
OG0001086	Syal.g_02208	Prbd.g_00573
OG0001087	Syal.g_01782	Prbd.g_00556
OG0001088	Syal.g_01785	Prbd.g_00555
OG0001089	Syal.g_01811	Prbd.g_00547
OG0001090	Syal.g_01859	Prbd.g_00008
OG0001091	Syal.g_01862	Prbd.g_00010
OG0001092	Syal.g_01864	Prbd.g_00011
OG0001093	Syal.g_02419	Prbd.g_00016
OG0001094	Syal.g_02216	Prbd.g_00096
OG0001095	Syal.g_01879	Prbd.g_00115
OG0001096	Syal.g_02447	Prbd.g_00128
OG0001097	Syal.g_02473	Prbd.g_00147
OG0001098	Syal.g_02083	Prbd.g_00162
OG0001099	Syal.g_00837	Prbd.g_00194
OG0001100	Syal.g_02293	Prbd.g_00198
OG0001101	Syal.g_02292	Prbd.g_00200
OG0001102	Syal.g_02289	Prbd.g_00203
OG0001103	Syal.g_02287	Prbd.g_00205
OG0001104	Syal.g_02241	Prbd.g_00227
OG0001105	Syal.g_02236	Prbd.g_00231
OG0001106	Syal.g_02007	Prbd.g_00255
OG0001107	Syal.g_01993	Prbd.g_00262
OG0001108	Syal.g_01985	Prbd.g_00266
OG0001109	Syal.g_01983	Prbd.g_00267
OG0001110	Syal.g_01981	Prbd.g_00269
OG0001111	Syal.g_01979	Prbd.g_00270
OG0001112	Syal.g_01977	Prbd.g_00271
OG0001113	Syal.g_02244	Prbd.g_00272
OG0001114	Syal.g_01976	Prbd.g_00273
OG0001115	Syal.g_01972	Prbd.g_00275
OG0001116	Syal.g_01970	Prbd.g_00276
OG0001117	Syal.g_01969	Prbd.g_00277
OG0001118	Syal.g_01968	Prbd.g_00278
OG0001119	Syal.g_01966	Prbd.g_00279
OG0001120	Syal.g_01962	Prbd.g_00281
